JUN28LOF00160.spu,JUN28LOF00159.spu,JUN28LOF00158.spu,JUN28LOF00157.spu,JUN28LOF00156.spu,
Wavelength,JUN28LOF00161.spu,JUN28LOF00162.spu,JUN28LOF00163.spu,JUN28LOF00164.spu,JUN28LOF00165.spu,JUN28LOF00166.spu,JUN28LOF00167.spu,JUN28LOF00168.spu,JUN28LOF00169.spu,JUN28LOF00170.spu,JUN28LOF00171.spu,JUN28LOF00172.spu,JUN28LOF00173.spu,JUN28LOF00174.spu,JUN28LOF00175.spu,JUN28LOF00176.spu,JUN28LOF00177.spu,JUN28LOF00178.spu,JUN28LOF00179.spu,JUN28LOF00180.spu,JUN28LOF00181.spu,JUN28LOF00182.spu,JUN28LOF00183.spu,JUN28LOF00184.spu,JUN28LOF00185.spu,JUN28LOF00186.spu,JUN28LOF00187.spu,JUN28LOF00188.spu,JUN28LOF00189.spu,JUN28LOF00190.spu,JUN28LOF00191.spu,JUN28LOF00192.spu,JUN28LOF00193.spu,JUN28LOF00194.spu,JUN28LOF00195.spu,JUN28LOF00196.spu,JUN28LOF00197.spu,JUN28LOF00198.spu,JUN28LOF00199.spu,JUN28LOF00200.spu,JUN28LOF00201.spu,JUN28LOF00202.spu,JUN28LOF00203.spu,JUN28LOF00204.spu,JUN28LOF00205.spu,JUN28LOF00206.spu,JUN28LOF00207.spu,JUN28LOF00208.spu,JUN28LOF00209.spu,JUN28LOF00210.spu
  (nm),6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 
  time  ,:16:32 A,:16:43 A,:16:51 A,:16:59 A,:17:06 A,:17:37 A,:17:45 A,:17:50 A,:17:56 A,:18:02 A,:18:45 A,:18:53 A,:18:59 A,:19:07 A,:19:15 A,:19:53 A,:19:59 A,:20:07 A,:20:16 A,:20:23 A,:21:00 A,:21:09 A,:21:16 A,:21:24 A,:21:34 A,:22:11 A,:22:20 A,:22:26 A,:22:35 A,:22:44 A,:23:24 A,:23:31 A,:23:37 A,:23:45 A,:23:52 A,:24:27 A,:24:34 A,:24:42 A,:24:50 A,:24:56 A,:25:34 A,:25:40 A,:25:45 A,:25:54 A,:26:01 A,:26:37 A,:26:46 A,:26:54 A,:27:00 A,:27:06 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 506 , 0.052432 , 0.040094 , 0.055804 , 0.057033 , 0.077265 , 0.063098 , 0.069511 , 0.041351 , 0.05246 , 0.047893 , 0.062391 , 0.090518 , 0.0813 , 0.075173 , 0.049846 , 0.051018 , 0.056309 , 0.056006 , 0.05149 , 0.043511 , 0.048589 , 0.037659 , 0.091174 , 0.050755 , 0.065202 , 0.06146 , 0.084593 , 0.048662 , 0.067581 , 0.057347 , 0.078999 , 0.051714 , 0.048101 , 0.069534 , 0.069119 , 0.059575 , 0.047298 , 0.075021 , 0.052275 , 0.05765 , 0.08934 , 0.096566 , 0.114582 , 0.062992 , 0.085345 , 0.067043 , 0.072193 , 0.068743 , 0.07106 , 0.070527 
 507 , 0.053514 , 0.040906 , 0.056913 , 0.058104 , 0.078509 , 0.064422 , 0.070599 , 0.042221 , 0.053463 , 0.048822 , 0.063327 , 0.091805 , 0.082602 , 0.076239 , 0.050854 , 0.051944 , 0.057353 , 0.057009 , 0.052311 , 0.044322 , 0.04933 , 0.03841 , 0.092415 , 0.051611 , 0.066257 , 0.06244 , 0.085832 , 0.049465 , 0.068628 , 0.058234 , 0.080276 , 0.052689 , 0.048991 , 0.070638 , 0.070288 , 0.060769 , 0.048359 , 0.076256 , 0.05326 , 0.058652 , 0.090896 , 0.098067 , 0.116389 , 0.064128 , 0.086865 , 0.067968 , 0.073422 , 0.069763 , 0.07214 , 0.071576 
 508 , 0.054645 , 0.041807 , 0.058041 , 0.059165 , 0.07972 , 0.065797 , 0.071708 , 0.043181 , 0.0546 , 0.049825 , 0.064275 , 0.09312 , 0.083916 , 0.077346 , 0.051909 , 0.05284 , 0.058461 , 0.058052 , 0.053141 , 0.045152 , 0.05008 , 0.039178 , 0.093642 , 0.052437 , 0.067336 , 0.063424 , 0.087118 , 0.050262 , 0.069681 , 0.059103 , 0.08161 , 0.05368 , 0.049961 , 0.071736 , 0.071486 , 0.062004 , 0.04949 , 0.077482 , 0.054242 , 0.059705 , 0.092512 , 0.099587 , 0.118183 , 0.065314 , 0.08839 , 0.068863 , 0.074683 , 0.070805 , 0.073218 , 0.072633 
 509 , 0.055775 , 0.042711 , 0.059172 , 0.060229 , 0.080922 , 0.067172 , 0.072813 , 0.044132 , 0.055741 , 0.05083 , 0.065225 , 0.094437 , 0.085221 , 0.078461 , 0.05296 , 0.053731 , 0.059561 , 0.059098 , 0.053971 , 0.045982 , 0.05083 , 0.039947 , 0.094871 , 0.053263 , 0.068411 , 0.064403 , 0.088402 , 0.051064 , 0.070729 , 0.059977 , 0.082943 , 0.054667 , 0.050927 , 0.072836 , 0.072688 , 0.063238 , 0.050619 , 0.078712 , 0.055227 , 0.06076 , 0.094123 , 0.101101 , 0.119984 , 0.066498 , 0.089909 , 0.069753 , 0.075954 , 0.071843 , 0.074298 , 0.073693 
 510 , 0.056867 , 0.043586 , 0.060295 , 0.061282 , 0.082097 , 0.068534 , 0.073891 , 0.045091 , 0.05685 , 0.051808 , 0.06614 , 0.095682 , 0.086466 , 0.079496 , 0.053996 , 0.05461 , 0.060634 , 0.060123 , 0.054783 , 0.046796 , 0.051556 , 0.04071 , 0.096026 , 0.054071 , 0.069453 , 0.065365 , 0.089624 , 0.051837 , 0.071744 , 0.060812 , 0.084221 , 0.055638 , 0.051866 , 0.073903 , 0.073846 , 0.064446 , 0.05174 , 0.079897 , 0.056195 , 0.061782 , 0.095676 , 0.102549 , 0.121692 , 0.067644 , 0.091375 , 0.070607 , 0.07717 , 0.072829 , 0.075321 , 0.074713 
 511 , 0.057769 , 0.044349 , 0.061386 , 0.0623 , 0.083081 , 0.06981 , 0.074806 , 0.046034 , 0.057821 , 0.052658 , 0.066883 , 0.096558 , 0.087376 , 0.080165 , 0.05494 , 0.055412 , 0.061536 , 0.061076 , 0.055458 , 0.047506 , 0.052169 , 0.041428 , 0.096806 , 0.05482 , 0.070275 , 0.066216 , 0.09055 , 0.052468 , 0.072552 , 0.061484 , 0.085173 , 0.056481 , 0.052663 , 0.074783 , 0.074772 , 0.065549 , 0.052813 , 0.080867 , 0.057074 , 0.062628 , 0.096915 , 0.103625 , 0.122968 , 0.068608 , 0.092539 , 0.071241 , 0.078141 , 0.073541 , 0.076083 , 0.075519 
 512 , 0.058668 , 0.045113 , 0.062478 , 0.063319 , 0.084074 , 0.071083 , 0.075716 , 0.046978 , 0.058789 , 0.053499 , 0.06763 , 0.097433 , 0.088281 , 0.080839 , 0.055888 , 0.056216 , 0.062432 , 0.062029 , 0.056141 , 0.048221 , 0.05278 , 0.042149 , 0.097582 , 0.055566 , 0.071106 , 0.067071 , 0.09147 , 0.053102 , 0.073368 , 0.062156 , 0.086128 , 0.057321 , 0.053453 , 0.075665 , 0.075693 , 0.066651 , 0.053885 , 0.081835 , 0.05796 , 0.063474 , 0.098158 , 0.104702 , 0.124243 , 0.069563 , 0.093703 , 0.071883 , 0.079112 , 0.074249 , 0.076844 , 0.076326 
 513 , 0.059568 , 0.045879 , 0.063567 , 0.064333 , 0.085057 , 0.072359 , 0.076634 , 0.047918 , 0.059758 , 0.054348 , 0.068372 , 0.098309 , 0.089188 , 0.081508 , 0.056837 , 0.057022 , 0.06333 , 0.062979 , 0.05682 , 0.048932 , 0.053392 , 0.042871 , 0.098366 , 0.056313 , 0.071932 , 0.067922 , 0.092391 , 0.053732 , 0.074179 , 0.062829 , 0.087085 , 0.058162 , 0.054245 , 0.076547 , 0.076622 , 0.067755 , 0.054953 , 0.082799 , 0.058842 , 0.064316 , 0.099397 , 0.105781 , 0.12552 , 0.070527 , 0.094869 , 0.07252 , 0.080085 , 0.074957 , 0.077607 , 0.077129 
 514 , 0.060683 , 0.046829 , 0.064824 , 0.06543 , 0.086124 , 0.073879 , 0.077686 , 0.048934 , 0.060879 , 0.055336 , 0.069144 , 0.09916 , 0.090248 , 0.082312 , 0.057931 , 0.057966 , 0.064316 , 0.064016 , 0.057591 , 0.04973 , 0.054079 , 0.043679 , 0.099142 , 0.057153 , 0.072853 , 0.068861 , 0.093363 , 0.054454 , 0.075073 , 0.063515 , 0.088207 , 0.059108 , 0.05514 , 0.077507 , 0.077623 , 0.069058 , 0.056155 , 0.083846 , 0.059823 , 0.065233 , 0.1007 , 0.107009 , 0.126776 , 0.071607 , 0.096137 , 0.073216 , 0.081199 , 0.075696 , 0.078413 , 0.077969 
 515 , 0.061847 , 0.047827 , 0.06612 , 0.066547 , 0.087201 , 0.075468 , 0.078765 , 0.049964 , 0.062037 , 0.056367 , 0.069925 , 0.100008 , 0.091335 , 0.083142 , 0.059064 , 0.058954 , 0.065323 , 0.065075 , 0.058382 , 0.050547 , 0.054779 , 0.044507 , 0.099922 , 0.058013 , 0.073799 , 0.069815 , 0.094344 , 0.055195 , 0.075988 , 0.064203 , 0.089372 , 0.06008 , 0.056055 , 0.078482 , 0.07865 , 0.070404 , 0.057378 , 0.084903 , 0.060831 , 0.066166 , 0.102018 , 0.108271 , 0.12803 , 0.07272 , 0.097433 , 0.073932 , 0.082345 , 0.076444 , 0.079233 , 0.078823 
 516 , 0.063013 , 0.048822 , 0.067412 , 0.067661 , 0.088274 , 0.077054 , 0.079846 , 0.05099 , 0.063193 , 0.057395 , 0.070707 , 0.100858 , 0.092425 , 0.083974 , 0.060198 , 0.059938 , 0.066331 , 0.066129 , 0.059175 , 0.051366 , 0.055476 , 0.045337 , 0.100697 , 0.05888 , 0.074748 , 0.070771 , 0.095321 , 0.055938 , 0.07691 , 0.064892 , 0.090534 , 0.061054 , 0.056979 , 0.079459 , 0.079679 , 0.071748 , 0.058609 , 0.085962 , 0.061834 , 0.0671 , 0.103332 , 0.109541 , 0.129281 , 0.073829 , 0.098731 , 0.074644 , 0.083488 , 0.077187 , 0.080054 , 0.079673 
 517 , 0.064404 , 0.04997 , 0.068939 , 0.069043 , 0.089606 , 0.078844 , 0.081149 , 0.052275 , 0.064572 , 0.058641 , 0.071673 , 0.10199 , 0.09373 , 0.085018 , 0.06156 , 0.061097 , 0.067595 , 0.067427 , 0.060135 , 0.052373 , 0.056335 , 0.046332 , 0.101735 , 0.059921 , 0.075948 , 0.071951 , 0.096562 , 0.056816 , 0.078045 , 0.065817 , 0.091975 , 0.062238 , 0.058073 , 0.080686 , 0.080952 , 0.073359 , 0.06006 , 0.087295 , 0.063037 , 0.06825 , 0.104967 , 0.111049 , 0.130922 , 0.075154 , 0.100264 , 0.075542 , 0.084879 , 0.078149 , 0.081132 , 0.08079 
 518 , 0.066052 , 0.051308 , 0.07075 , 0.070744 , 0.091252 , 0.080878 , 0.082726 , 0.053878 , 0.066216 , 0.060149 , 0.072859 , 0.103461 , 0.095296 , 0.086316 , 0.063191 , 0.062468 , 0.069176 , 0.069025 , 0.061314 , 0.053622 , 0.057386 , 0.047532 , 0.103088 , 0.061186 , 0.077457 , 0.073407 , 0.098111 , 0.05787 , 0.079439 , 0.067037 , 0.09374 , 0.063675 , 0.05938 , 0.082219 , 0.08251 , 0.075301 , 0.061786 , 0.088956 , 0.06449 , 0.069677 , 0.106969 , 0.112867 , 0.133025 , 0.076729 , 0.102086 , 0.076653 , 0.086572 , 0.079369 , 0.082522 , 0.082224 
 519 , 0.067704 , 0.052641 , 0.072553 , 0.072454 , 0.092893 , 0.082914 , 0.084304 , 0.055473 , 0.067869 , 0.061653 , 0.074043 , 0.104925 , 0.096863 , 0.08761 , 0.064825 , 0.06384 , 0.070759 , 0.070618 , 0.062492 , 0.054875 , 0.058434 , 0.048725 , 0.104444 , 0.062445 , 0.078974 , 0.074864 , 0.09966 , 0.058927 , 0.080838 , 0.068261 , 0.095508 , 0.065113 , 0.060686 , 0.083752 , 0.084069 , 0.077238 , 0.063518 , 0.090618 , 0.065939 , 0.071099 , 0.108977 , 0.114676 , 0.135133 , 0.078305 , 0.103905 , 0.07776 , 0.088267 , 0.080586 , 0.083917 , 0.083664 
 520 , 0.069402 , 0.053999 , 0.074404 , 0.074197 , 0.094584 , 0.084999 , 0.085913 , 0.05709 , 0.069537 , 0.06319 , 0.075259 , 0.10643 , 0.098484 , 0.088933 , 0.066493 , 0.065249 , 0.072375 , 0.072251 , 0.063697 , 0.056147 , 0.059509 , 0.049941 , 0.105846 , 0.063744 , 0.080515 , 0.076357 , 0.101256 , 0.060005 , 0.082267 , 0.069508 , 0.097316 , 0.066576 , 0.062028 , 0.085335 , 0.085671 , 0.079218 , 0.065266 , 0.092319 , 0.06742 , 0.072558 , 0.111019 , 0.116535 , 0.137299 , 0.079914 , 0.105775 , 0.078911 , 0.090001 , 0.081843 , 0.085341 , 0.08514 
 521 , 0.071511 , 0.055527 , 0.076668 , 0.076305 , 0.096755 , 0.087596 , 0.087828 , 0.058832 , 0.071422 , 0.064972 , 0.076758 , 0.108255 , 0.100597 , 0.090526 , 0.06848 , 0.066985 , 0.074292 , 0.07425 , 0.065127 , 0.057653 , 0.060803 , 0.051376 , 0.107695 , 0.065353 , 0.082356 , 0.078133 , 0.103241 , 0.061322 , 0.084053 , 0.071046 , 0.099554 , 0.068265 , 0.063662 , 0.087298 , 0.087692 , 0.081564 , 0.067259 , 0.094361 , 0.069206 , 0.074375 , 0.113472 , 0.118802 , 0.139997 , 0.081849 , 0.108041 , 0.080396 , 0.092122 , 0.083475 , 0.087066 , 0.086947 
 522 , 0.073626 , 0.057059 , 0.078926 , 0.07842 , 0.098922 , 0.090193 , 0.089742 , 0.060584 , 0.073307 , 0.06675 , 0.078252 , 0.110087 , 0.102712 , 0.092124 , 0.070462 , 0.068723 , 0.076207 , 0.076249 , 0.066551 , 0.059164 , 0.062094 , 0.052812 , 0.109545 , 0.066966 , 0.084201 , 0.079912 , 0.105226 , 0.062635 , 0.085844 , 0.072579 , 0.101797 , 0.069962 , 0.0653 , 0.089261 , 0.089706 , 0.083907 , 0.069246 , 0.096407 , 0.070985 , 0.076189 , 0.115928 , 0.121065 , 0.142698 , 0.083786 , 0.110309 , 0.081879 , 0.094242 , 0.08511 , 0.088791 , 0.088755 
 523 , 0.075732 , 0.058585 , 0.081188 , 0.080526 , 0.101094 , 0.092788 , 0.091657 , 0.062328 , 0.075191 , 0.068526 , 0.079742 , 0.111915 , 0.10483 , 0.093723 , 0.072445 , 0.070458 , 0.078126 , 0.078241 , 0.067985 , 0.060676 , 0.063386 , 0.054247 , 0.111399 , 0.068574 , 0.086043 , 0.081693 , 0.107212 , 0.063951 , 0.087635 , 0.074116 , 0.104034 , 0.071655 , 0.06694 , 0.091226 , 0.091724 , 0.086256 , 0.071242 , 0.09845 , 0.072767 , 0.078005 , 0.118386 , 0.123332 , 0.1454 , 0.085721 , 0.112571 , 0.08337 , 0.096366 , 0.086748 , 0.090521 , 0.090564 
 524 , 0.077882 , 0.060224 , 0.083449 , 0.082639 , 0.103244 , 0.095467 , 0.093626 , 0.064195 , 0.077213 , 0.070357 , 0.081326 , 0.113862 , 0.106969 , 0.095455 , 0.074421 , 0.072174 , 0.080098 , 0.080313 , 0.069474 , 0.062243 , 0.064729 , 0.055719 , 0.113267 , 0.070198 , 0.087954 , 0.083572 , 0.109314 , 0.065318 , 0.089501 , 0.075654 , 0.106362 , 0.073383 , 0.068584 , 0.093221 , 0.093748 , 0.08863 , 0.073297 , 0.100574 , 0.074574 , 0.079865 , 0.120914 , 0.12564 , 0.148129 , 0.087721 , 0.114942 , 0.084885 , 0.098554 , 0.088402 , 0.092257 , 0.092453 
 525 , 0.080047 , 0.061908 , 0.085709 , 0.084754 , 0.105398 , 0.09818 , 0.095618 , 0.066106 , 0.079272 , 0.072208 , 0.082937 , 0.11586 , 0.109112 , 0.097231 , 0.076388 , 0.073877 , 0.082093 , 0.082403 , 0.07098 , 0.06383 , 0.0661 , 0.057201 , 0.11514 , 0.071818 , 0.089895 , 0.085485 , 0.111463 , 0.066708 , 0.091395 , 0.0772 , 0.108716 , 0.075129 , 0.070236 , 0.095234 , 0.095773 , 0.091017 , 0.075383 , 0.102731 , 0.0764 , 0.08174 , 0.123469 , 0.127965 , 0.150866 , 0.089752 , 0.117342 , 0.086409 , 0.100759 , 0.090074 , 0.094 , 0.094366 
 526 , 0.082214 , 0.063582 , 0.087972 , 0.086869 , 0.107549 , 0.100896 , 0.097613 , 0.068018 , 0.081337 , 0.074057 , 0.084551 , 0.117861 , 0.111258 , 0.09901 , 0.078361 , 0.075586 , 0.084087 , 0.084495 , 0.072491 , 0.065418 , 0.067467 , 0.058683 , 0.117009 , 0.073443 , 0.091831 , 0.087395 , 0.113608 , 0.068093 , 0.093291 , 0.07875 , 0.111064 , 0.07687 , 0.071883 , 0.097244 , 0.097795 , 0.09341 , 0.077465 , 0.104887 , 0.078217 , 0.083618 , 0.126031 , 0.130291 , 0.153596 , 0.091781 , 0.119741 , 0.087934 , 0.102964 , 0.091743 , 0.095746 , 0.096279 
 527 , 0.084332 , 0.065221 , 0.090262 , 0.08899 , 0.109684 , 0.103565 , 0.099584 , 0.069904 , 0.083358 , 0.075884 , 0.086142 , 0.119841 , 0.113374 , 0.100736 , 0.080365 , 0.077308 , 0.086066 , 0.086573 , 0.073967 , 0.066967 , 0.068815 , 0.060164 , 0.118873 , 0.075049 , 0.093749 , 0.089288 , 0.115734 , 0.069473 , 0.095154 , 0.080308 , 0.113393 , 0.078605 , 0.073543 , 0.09923 , 0.099818 , 0.095781 , 0.07951 , 0.107001 , 0.080023 , 0.085465 , 0.12853 , 0.132606 , 0.156337 , 0.093787 , 0.122119 , 0.089446 , 0.105147 , 0.093395 , 0.097496 , 0.098154 
 528 , 0.086373 , 0.066782 , 0.092597 , 0.091121 , 0.11178 , 0.10615 , 0.101499 , 0.071753 , 0.085313 , 0.077683 , 0.087703 , 0.121793 , 0.115442 , 0.102374 , 0.082399 , 0.079044 , 0.088022 , 0.088629 , 0.075383 , 0.068482 , 0.070137 , 0.061638 , 0.120732 , 0.076642 , 0.095639 , 0.091147 , 0.117812 , 0.070846 , 0.096968 , 0.081881 , 0.115684 , 0.080329 , 0.075197 , 0.101173 , 0.101831 , 0.098131 , 0.081504 , 0.109039 , 0.081792 , 0.087274 , 0.130931 , 0.134905 , 0.159053 , 0.095748 , 0.124439 , 0.090942 , 0.107288 , 0.095026 , 0.099256 , 0.099984 
 529 , 0.088419 , 0.068354 , 0.094935 , 0.093251 , 0.113883 , 0.108741 , 0.103419 , 0.073606 , 0.087277 , 0.079477 , 0.089264 , 0.123754 , 0.117502 , 0.104012 , 0.084432 , 0.080787 , 0.08998 , 0.090683 , 0.0768 , 0.069993 , 0.071458 , 0.063109 , 0.122586 , 0.078232 , 0.097535 , 0.093006 , 0.11989 , 0.072219 , 0.09878 , 0.083458 , 0.11798 , 0.082051 , 0.076858 , 0.103122 , 0.103844 , 0.100483 , 0.083496 , 0.111077 , 0.083567 , 0.089083 , 0.133335 , 0.137206 , 0.16178 , 0.097709 , 0.12676 , 0.092438 , 0.109432 , 0.096664 , 0.101012 , 0.101812 
 530 , 0.090454 , 0.069919 , 0.097267 , 0.095372 , 0.115979 , 0.111316 , 0.105337 , 0.075442 , 0.089223 , 0.081271 , 0.090813 , 0.125697 , 0.119562 , 0.105643 , 0.086455 , 0.082521 , 0.091933 , 0.092734 , 0.07821 , 0.071501 , 0.072771 , 0.064578 , 0.124434 , 0.079819 , 0.099417 , 0.094857 , 0.121959 , 0.073585 , 0.100589 , 0.085029 , 0.120272 , 0.083765 , 0.078509 , 0.105057 , 0.105852 , 0.102823 , 0.085485 , 0.113114 , 0.085329 , 0.090884 , 0.135734 , 0.139492 , 0.164489 , 0.099658 , 0.129077 , 0.093932 , 0.11157 , 0.09829 , 0.102758 , 0.103637 
 531 , 0.092369 , 0.071407 , 0.099365 , 0.097204 , 0.117955 , 0.113718 , 0.107116 , 0.077017 , 0.090983 , 0.082975 , 0.092158 , 0.127376 , 0.12143 , 0.107208 , 0.088204 , 0.084111 , 0.093715 , 0.094609 , 0.079539 , 0.072917 , 0.073995 , 0.065875 , 0.126101 , 0.081273 , 0.101086 , 0.096527 , 0.123828 , 0.074803 , 0.102314 , 0.086424 , 0.12235 , 0.0853 , 0.079927 , 0.106742 , 0.107681 , 0.104909 , 0.087232 , 0.11498 , 0.086916 , 0.092572 , 0.137945 , 0.141493 , 0.166955 , 0.101381 , 0.131173 , 0.095272 , 0.113561 , 0.099805 , 0.104364 , 0.105297 
 532 , 0.094279 , 0.072898 , 0.101452 , 0.099028 , 0.119925 , 0.116116 , 0.10889 , 0.078594 , 0.092742 , 0.084674 , 0.093497 , 0.129045 , 0.123296 , 0.108771 , 0.089947 , 0.085708 , 0.095504 , 0.096484 , 0.080866 , 0.074335 , 0.075216 , 0.067169 , 0.127767 , 0.082727 , 0.10275 , 0.098193 , 0.125694 , 0.076011 , 0.104042 , 0.087821 , 0.124429 , 0.08684 , 0.081343 , 0.108433 , 0.109506 , 0.106989 , 0.08898 , 0.116851 , 0.088503 , 0.094265 , 0.140166 , 0.143484 , 0.169428 , 0.103108 , 0.133271 , 0.09661 , 0.115546 , 0.101313 , 0.105962 , 0.106949 
 533 , 0.096194 , 0.074391 , 0.103539 , 0.100855 , 0.121896 , 0.118511 , 0.110671 , 0.080174 , 0.094497 , 0.086377 , 0.094838 , 0.130718 , 0.125169 , 0.110331 , 0.091693 , 0.087299 , 0.097289 , 0.098364 , 0.08219 , 0.075753 , 0.076441 , 0.068461 , 0.129436 , 0.084174 , 0.104421 , 0.099866 , 0.127566 , 0.077229 , 0.10577 , 0.089222 , 0.126504 , 0.088381 , 0.082758 , 0.110124 , 0.111339 , 0.109068 , 0.090731 , 0.118718 , 0.09009 , 0.09596 , 0.142384 , 0.145476 , 0.171907 , 0.104835 , 0.135366 , 0.09795 , 0.117536 , 0.102825 , 0.107566 , 0.108608 
 534 , 0.097804 , 0.075643 , 0.105303 , 0.102438 , 0.12351 , 0.120443 , 0.112157 , 0.081569 , 0.095962 , 0.087797 , 0.095948 , 0.132166 , 0.126731 , 0.111619 , 0.093211 , 0.088631 , 0.098793 , 0.099943 , 0.083324 , 0.076948 , 0.077453 , 0.069563 , 0.130847 , 0.085389 , 0.105841 , 0.101268 , 0.129126 , 0.078253 , 0.107187 , 0.090433 , 0.128238 , 0.089686 , 0.083983 , 0.111612 , 0.11285 , 0.110832 , 0.092209 , 0.120302 , 0.091402 , 0.097381 , 0.144245 , 0.147177 , 0.173952 , 0.106346 , 0.137122 , 0.099062 , 0.119219 , 0.104073 , 0.108908 , 0.110038 
 535 , 0.09928 , 0.0768 , 0.106922 , 0.103919 , 0.124966 , 0.122166 , 0.113509 , 0.082873 , 0.097298 , 0.089095 , 0.09696 , 0.133521 , 0.128158 , 0.112779 , 0.094627 , 0.089852 , 0.100173 , 0.10139 , 0.084361 , 0.078051 , 0.078376 , 0.070585 , 0.132148 , 0.086505 , 0.107145 , 0.10254 , 0.130538 , 0.079201 , 0.108471 , 0.09157 , 0.129821 , 0.090894 , 0.085118 , 0.113015 , 0.114219 , 0.112468 , 0.093565 , 0.12176 , 0.092585 , 0.098685 , 0.145944 , 0.148751 , 0.175802 , 0.107774 , 0.138721 , 0.100064 , 0.120766 , 0.105191 , 0.110134 , 0.111358 
 536 , 0.100752 , 0.077951 , 0.108545 , 0.105397 , 0.126423 , 0.123893 , 0.114869 , 0.084187 , 0.098637 , 0.090388 , 0.097971 , 0.134869 , 0.129578 , 0.113938 , 0.096046 , 0.091068 , 0.101548 , 0.102833 , 0.085404 , 0.079154 , 0.079297 , 0.071599 , 0.133447 , 0.087621 , 0.10845 , 0.103812 , 0.131958 , 0.080147 , 0.109762 , 0.092701 , 0.131414 , 0.092095 , 0.086247 , 0.11442 , 0.11559 , 0.114101 , 0.094931 , 0.12322 , 0.093768 , 0.09999 , 0.147639 , 0.150326 , 0.177656 , 0.109198 , 0.140316 , 0.101065 , 0.122309 , 0.106315 , 0.111367 , 0.11268 
 537 , 0.102153 , 0.079023 , 0.110091 , 0.106816 , 0.12784 , 0.125543 , 0.116135 , 0.085375 , 0.099876 , 0.091617 , 0.098919 , 0.136161 , 0.130978 , 0.11502 , 0.097415 , 0.092232 , 0.102843 , 0.104204 , 0.086387 , 0.080192 , 0.080192 , 0.072569 , 0.134691 , 0.088691 , 0.109694 , 0.105024 , 0.13333 , 0.081033 , 0.110993 , 0.093771 , 0.13294 , 0.093237 , 0.087337 , 0.115731 , 0.1169 , 0.115629 , 0.096218 , 0.124606 , 0.094885 , 0.101237 , 0.149254 , 0.151817 , 0.179446 , 0.110549 , 0.141863 , 0.10203 , 0.123779 , 0.107404 , 0.112532 , 0.113919 
 538 , 0.103385 , 0.079938 , 0.111469 , 0.108118 , 0.129161 , 0.127032 , 0.117218 , 0.086325 , 0.100899 , 0.092671 , 0.099732 , 0.137307 , 0.132321 , 0.115913 , 0.098688 , 0.093282 , 0.103962 , 0.105432 , 0.087252 , 0.081105 , 0.08103 , 0.073434 , 0.135803 , 0.089663 , 0.110817 , 0.106098 , 0.134601 , 0.081806 , 0.112087 , 0.094697 , 0.134319 , 0.094258 , 0.088317 , 0.11684 , 0.118097 , 0.116916 , 0.097328 , 0.125817 , 0.095858 , 0.102369 , 0.150686 , 0.153145 , 0.181098 , 0.11171 , 0.143289 , 0.102905 , 0.125075 , 0.10844 , 0.11355 , 0.114986 
 539 , 0.104618 , 0.080844 , 0.112849 , 0.10942 , 0.130483 , 0.128524 , 0.118299 , 0.087267 , 0.101928 , 0.093725 , 0.100541 , 0.138458 , 0.133664 , 0.116816 , 0.099954 , 0.094339 , 0.105081 , 0.106654 , 0.088122 , 0.082017 , 0.081865 , 0.074297 , 0.136913 , 0.090648 , 0.111938 , 0.107178 , 0.135864 , 0.082582 , 0.11318 , 0.095629 , 0.135692 , 0.095277 , 0.089309 , 0.117947 , 0.119293 , 0.11821 , 0.098437 , 0.127027 , 0.096836 , 0.103501 , 0.152112 , 0.154471 , 0.182751 , 0.112877 , 0.144723 , 0.103777 , 0.126378 , 0.109475 , 0.114567 , 0.11605 
