JUN28LOF00160.spu,JUN28LOF00159.spu,JUN28LOF00158.spu,JUN28LOF00157.spu,JUN28LOF00156.spu,
Wavelength,JUN28LOF00161.spu,JUN28LOF00162.spu,JUN28LOF00163.spu,JUN28LOF00164.spu,JUN28LOF00165.spu,JUN28LOF00166.spu,JUN28LOF00167.spu,JUN28LOF00168.spu,JUN28LOF00169.spu,JUN28LOF00170.spu,JUN28LOF00171.spu,JUN28LOF00172.spu,JUN28LOF00173.spu,JUN28LOF00174.spu,JUN28LOF00175.spu,JUN28LOF00176.spu,JUN28LOF00177.spu,JUN28LOF00178.spu,JUN28LOF00179.spu,JUN28LOF00180.spu,JUN28LOF00181.spu,JUN28LOF00182.spu,JUN28LOF00183.spu,JUN28LOF00184.spu,JUN28LOF00185.spu,JUN28LOF00186.spu,JUN28LOF00187.spu,JUN28LOF00188.spu,JUN28LOF00189.spu,JUN28LOF00190.spu,JUN28LOF00191.spu,JUN28LOF00192.spu,JUN28LOF00193.spu,JUN28LOF00194.spu,JUN28LOF00195.spu,JUN28LOF00196.spu,JUN28LOF00197.spu,JUN28LOF00198.spu,JUN28LOF00199.spu,JUN28LOF00200.spu,JUN28LOF00201.spu,JUN28LOF00202.spu,JUN28LOF00203.spu,JUN28LOF00204.spu,JUN28LOF00205.spu,JUN28LOF00206.spu,JUN28LOF00207.spu,JUN28LOF00208.spu,JUN28LOF00209.spu,JUN28LOF00210.spu
  (nm),6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 ,6/28/2016 
  time  ,:16:32 A,:16:43 A,:16:51 A,:16:59 A,:17:06 A,:17:37 A,:17:45 A,:17:50 A,:17:56 A,:18:02 A,:18:45 A,:18:53 A,:18:59 A,:19:07 A,:19:15 A,:19:53 A,:19:59 A,:20:07 A,:20:16 A,:20:23 A,:21:00 A,:21:09 A,:21:16 A,:21:24 A,:21:34 A,:22:11 A,:22:20 A,:22:26 A,:22:35 A,:22:44 A,:23:24 A,:23:31 A,:23:37 A,:23:45 A,:23:52 A,:24:27 A,:24:34 A,:24:42 A,:24:50 A,:24:56 A,:25:34 A,:25:40 A,:25:45 A,:25:54 A,:26:01 A,:26:37 A,:26:46 A,:26:54 A,:27:00 A,:27:06 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 921 , 0.402801 , 0.279239 , 0.431757 , 0.432111 , 0.442663 , 0.514039 , 0.391727 , 0.330168 , 0.363758 , 0.385855 , 0.363417 , 0.401731 , 0.381556 , 0.344736 , 0.404078 , 0.285988 , 0.380337 , 0.400661 , 0.281895 , 0.280476 , 0.27044 , 0.29712 , 0.354276 , 0.285524 , 0.37645 , 0.333572 , 0.412496 , 0.249691 , 0.392804 , 0.32048 , 0.425427 , 0.351124 , 0.345432 , 0.36905 , 0.412883 , 0.429417 , 0.345677 , 0.381768 , 0.359465 , 0.377862 , 0.384662 , 0.33644 , 0.460248 , 0.332901 , 0.405908 , 0.297133 , 0.406553 , 0.351156 , 0.354205 , 0.367091 
 922 , 0.403232 , 0.279649 , 0.432001 , 0.43266 , 0.442743 , 0.51453 , 0.392452 , 0.330567 , 0.364367 , 0.386832 , 0.364322 , 0.402218 , 0.381407 , 0.345294 , 0.404014 , 0.285734 , 0.380877 , 0.400946 , 0.282065 , 0.280476 , 0.270671 , 0.297218 , 0.354814 , 0.285566 , 0.377092 , 0.334151 , 0.412856 , 0.249698 , 0.393292 , 0.321304 , 0.426182 , 0.35154 , 0.345784 , 0.369057 , 0.413438 , 0.42956 , 0.346172 , 0.382266 , 0.359588 , 0.378229 , 0.384908 , 0.336464 , 0.460848 , 0.333196 , 0.406236 , 0.297528 , 0.407282 , 0.352166 , 0.354601 , 0.367087 
 923 , 0.403472 , 0.27952 , 0.432116 , 0.432835 , 0.442624 , 0.514471 , 0.392644 , 0.330749 , 0.364706 , 0.387082 , 0.364928 , 0.402623 , 0.381214 , 0.34529 , 0.403773 , 0.285461 , 0.381083 , 0.400943 , 0.282128 , 0.280187 , 0.270633 , 0.297126 , 0.354982 , 0.285716 , 0.377404 , 0.334507 , 0.413 , 0.249485 , 0.393565 , 0.321842 , 0.426692 , 0.351904 , 0.346055 , 0.368993 , 0.413928 , 0.429587 , 0.346636 , 0.382593 , 0.359818 , 0.378377 , 0.384958 , 0.336637 , 0.461321 , 0.333363 , 0.406544 , 0.297838 , 0.407903 , 0.35291 , 0.354799 , 0.367176 
 924 , 0.403352 , 0.278726 , 0.432104 , 0.43268 , 0.442357 , 0.513565 , 0.392086 , 0.330567 , 0.364532 , 0.38627 , 0.364896 , 0.402789 , 0.381011 , 0.344748 , 0.403445 , 0.285058 , 0.380872 , 0.40059 , 0.281899 , 0.27962 , 0.270328 , 0.296709 , 0.35469 , 0.285906 , 0.377156 , 0.334422 , 0.412757 , 0.249007 , 0.393476 , 0.321838 , 0.426593 , 0.35204 , 0.34606 , 0.368738 , 0.414122 , 0.429501 , 0.346695 , 0.382515 , 0.360068 , 0.378097 , 0.384594 , 0.336727 , 0.46126 , 0.333276 , 0.40675 , 0.297967 , 0.408041 , 0.352882 , 0.354796 , 0.367354 
 925 , 0.403058 , 0.277851 , 0.432148 , 0.432645 , 0.442185 , 0.512311 , 0.39133 , 0.330232 , 0.364105 , 0.385147 , 0.364489 , 0.40278 , 0.380855 , 0.344342 , 0.403251 , 0.284499 , 0.380603 , 0.400153 , 0.28146 , 0.279085 , 0.270057 , 0.296108 , 0.354313 , 0.285998 , 0.376689 , 0.334093 , 0.412293 , 0.248484 , 0.393247 , 0.321555 , 0.426045 , 0.351991 , 0.345835 , 0.368324 , 0.414024 , 0.429428 , 0.346273 , 0.382155 , 0.360204 , 0.377578 , 0.383953 , 0.336475 , 0.460693 , 0.333012 , 0.406853 , 0.297952 , 0.407709 , 0.352203 , 0.354837 , 0.367514 
 926 , 0.402777 , 0.277005 , 0.43209 , 0.432423 , 0.441956 , 0.510994 , 0.390552 , 0.329795 , 0.363644 , 0.384043 , 0.363851 , 0.402664 , 0.380706 , 0.343885 , 0.40289 , 0.283901 , 0.380253 , 0.399646 , 0.280956 , 0.278564 , 0.269797 , 0.295406 , 0.353858 , 0.285972 , 0.376182 , 0.333699 , 0.411804 , 0.247986 , 0.392917 , 0.321208 , 0.425348 , 0.351879 , 0.345477 , 0.367835 , 0.413803 , 0.429278 , 0.345757 , 0.381685 , 0.36026 , 0.376968 , 0.383284 , 0.336204 , 0.46007 , 0.332726 , 0.406861 , 0.297864 , 0.40732 , 0.351406 , 0.354811 , 0.367588 
 927 , 0.402664 , 0.276577 , 0.43144 , 0.431237 , 0.441514 , 0.509862 , 0.389954 , 0.328921 , 0.363146 , 0.383449 , 0.36224 , 0.402036 , 0.380657 , 0.343282 , 0.401867 , 0.283304 , 0.379528 , 0.398905 , 0.280322 , 0.278314 , 0.26966 , 0.294433 , 0.353139 , 0.285359 , 0.375647 , 0.333079 , 0.411346 , 0.247761 , 0.392219 , 0.320618 , 0.424165 , 0.351483 , 0.344472 , 0.367148 , 0.412962 , 0.428695 , 0.345033 , 0.380758 , 0.35986 , 0.376073 , 0.38276 , 0.335892 , 0.459336 , 0.332335 , 0.406383 , 0.297421 , 0.406755 , 0.350381 , 0.354323 , 0.367121 
 928 , 0.40261 , 0.276163 , 0.430233 , 0.429616 , 0.441121 , 0.508842 , 0.389483 , 0.327766 , 0.362356 , 0.382808 , 0.360402 , 0.401721 , 0.380699 , 0.342222 , 0.401206 , 0.282532 , 0.37844 , 0.398173 , 0.279663 , 0.277953 , 0.26925 , 0.293407 , 0.352309 , 0.284791 , 0.375061 , 0.332229 , 0.410838 , 0.247413 , 0.391539 , 0.320019 , 0.423063 , 0.35104 , 0.343212 , 0.366405 , 0.411659 , 0.427723 , 0.344616 , 0.379796 , 0.359276 , 0.375068 , 0.38251 , 0.335418 , 0.458683 , 0.331687 , 0.406056 , 0.297151 , 0.406219 , 0.350131 , 0.353008 , 0.366439 
 929 , 0.402546 , 0.275682 , 0.428845 , 0.427735 , 0.440659 , 0.507673 , 0.388954 , 0.326434 , 0.361449 , 0.382076 , 0.358297 , 0.401361 , 0.380741 , 0.341 , 0.400448 , 0.28164 , 0.377187 , 0.397323 , 0.278896 , 0.277541 , 0.268784 , 0.292223 , 0.351351 , 0.284133 , 0.374388 , 0.331255 , 0.410268 , 0.24702 , 0.390758 , 0.319318 , 0.421797 , 0.350534 , 0.341763 , 0.365556 , 0.410173 , 0.426611 , 0.344133 , 0.378692 , 0.358603 , 0.373911 , 0.382219 , 0.334878 , 0.457942 , 0.330935 , 0.405678 , 0.29684 , 0.40561 , 0.349846 , 0.351507 , 0.365658 
 930 , 0.402492 , 0.275655 , 0.427267 , 0.426557 , 0.439769 , 0.505994 , 0.388542 , 0.325814 , 0.360779 , 0.381436 , 0.357479 , 0.402438 , 0.380002 , 0.339993 , 0.400159 , 0.281017 , 0.3756 , 0.396521 , 0.277988 , 0.277163 , 0.268414 , 0.291146 , 0.350697 , 0.283567 , 0.373633 , 0.330486 , 0.409531 , 0.246499 , 0.390023 , 0.318633 , 0.420776 , 0.349737 , 0.340277 , 0.36493 , 0.408956 , 0.42559 , 0.343753 , 0.377879 , 0.35756 , 0.373126 , 0.381794 , 0.334239 , 0.457154 , 0.330087 , 0.405453 , 0.296569 , 0.404581 , 0.349209 , 0.350244 , 0.364788 
 931 , 0.402017 , 0.275795 , 0.425598 , 0.425788 , 0.438677 , 0.505066 , 0.388247 , 0.325668 , 0.360605 , 0.3814 , 0.357453 , 0.403265 , 0.378735 , 0.33935 , 0.399109 , 0.280846 , 0.374593 , 0.395712 , 0.277117 , 0.277009 , 0.268337 , 0.29023 , 0.350002 , 0.282928 , 0.372999 , 0.330428 , 0.408845 , 0.246004 , 0.389197 , 0.318021 , 0.420303 , 0.349019 , 0.339547 , 0.364524 , 0.408445 , 0.425103 , 0.343398 , 0.376627 , 0.356517 , 0.372552 , 0.381088 , 0.334306 , 0.45701 , 0.329208 , 0.405272 , 0.29606 , 0.403848 , 0.347859 , 0.349832 , 0.364206 
 932 , 0.401381 , 0.275985 , 0.423689 , 0.424991 , 0.437397 , 0.504204 , 0.387926 , 0.325606 , 0.360524 , 0.381508 , 0.357564 , 0.404089 , 0.377212 , 0.338714 , 0.397712 , 0.280738 , 0.373611 , 0.394793 , 0.276149 , 0.276885 , 0.268326 , 0.289236 , 0.349196 , 0.282177 , 0.372315 , 0.33053 , 0.408085 , 0.245473 , 0.388233 , 0.317347 , 0.419897 , 0.348248 , 0.338912 , 0.364124 , 0.408037 , 0.424671 , 0.34299 , 0.375104 , 0.355347 , 0.371933 , 0.380226 , 0.334547 , 0.457017 , 0.328225 , 0.405091 , 0.295442 , 0.403107 , 0.346175 , 0.349571 , 0.363613 
 933 , 0.400339 , 0.275411 , 0.422825 , 0.424412 , 0.437297 , 0.504484 , 0.38718 , 0.325406 , 0.359992 , 0.381599 , 0.357647 , 0.403629 , 0.376079 , 0.338364 , 0.396607 , 0.280898 , 0.373211 , 0.39382 , 0.275598 , 0.276503 , 0.267786 , 0.288355 , 0.348394 , 0.281541 , 0.371663 , 0.330612 , 0.407321 , 0.244999 , 0.387428 , 0.316509 , 0.419233 , 0.347242 , 0.338806 , 0.363724 , 0.407589 , 0.424278 , 0.34227 , 0.373693 , 0.354685 , 0.371241 , 0.379221 , 0.334639 , 0.456854 , 0.327162 , 0.40452 , 0.294365 , 0.402336 , 0.344669 , 0.349305 , 0.363014 
 934 , 0.399135 , 0.274129 , 0.42293 , 0.423952 , 0.437717 , 0.505268 , 0.386127 , 0.325054 , 0.35907 , 0.381224 , 0.357521 , 0.402627 , 0.375649 , 0.33851 , 0.396137 , 0.281042 , 0.373086 , 0.392802 , 0.275645 , 0.275731 , 0.266604 , 0.287711 , 0.347907 , 0.280983 , 0.371142 , 0.330306 , 0.407016 , 0.244957 , 0.386984 , 0.315446 , 0.418153 , 0.34622 , 0.338629 , 0.363353 , 0.407504 , 0.423609 , 0.341199 , 0.373185 , 0.354563 , 0.37045 , 0.37818 , 0.334148 , 0.456893 , 0.326721 , 0.403761 , 0.29316 , 0.401718 , 0.34398 , 0.349007 , 0.362496 
 935 , 0.397979 , 0.27267 , 0.423041 , 0.423339 , 0.437633 , 0.505569 , 0.385022 , 0.324626 , 0.358075 , 0.380385 , 0.357209 , 0.402146 , 0.375504 , 0.338874 , 0.395989 , 0.280945 , 0.372653 , 0.391669 , 0.275892 , 0.274708 , 0.265117 , 0.287096 , 0.347684 , 0.28033 , 0.370682 , 0.32958 , 0.407127 , 0.245274 , 0.386709 , 0.314195 , 0.416764 , 0.345276 , 0.337875 , 0.362983 , 0.407802 , 0.422558 , 0.339958 , 0.373434 , 0.35451 , 0.369551 , 0.377144 , 0.333172 , 0.457271 , 0.326915 , 0.403092 , 0.292117 , 0.401214 , 0.343854 , 0.348656 , 0.362004 
 936 , 0.396875 , 0.271801 , 0.423179 , 0.422955 , 0.437433 , 0.505722 , 0.384398 , 0.324309 , 0.357358 , 0.379515 , 0.356976 , 0.401877 , 0.375218 , 0.339471 , 0.395658 , 0.28031 , 0.372474 , 0.390538 , 0.275914 , 0.273906 , 0.263877 , 0.286535 , 0.347631 , 0.279599 , 0.370236 , 0.328771 , 0.407293 , 0.245405 , 0.386511 , 0.313023 , 0.415493 , 0.344459 , 0.337076 , 0.362399 , 0.408122 , 0.421534 , 0.338866 , 0.373612 , 0.354252 , 0.36871 , 0.376159 , 0.332101 , 0.457768 , 0.327066 , 0.402463 , 0.291128 , 0.400883 , 0.343775 , 0.348138 , 0.361484 
 937 , 0.396127 , 0.272617 , 0.423235 , 0.423216 , 0.436999 , 0.505404 , 0.385198 , 0.324321 , 0.35728 , 0.378854 , 0.35701 , 0.402002 , 0.374553 , 0.340366 , 0.3947 , 0.278326 , 0.372991 , 0.389621 , 0.275144 , 0.273819 , 0.263617 , 0.286155 , 0.348068 , 0.278866 , 0.369944 , 0.327966 , 0.407672 , 0.244846 , 0.386619 , 0.312409 , 0.414866 , 0.344095 , 0.336297 , 0.361349 , 0.408199 , 0.420941 , 0.33847 , 0.373511 , 0.353352 , 0.368176 , 0.375652 , 0.331052 , 0.458213 , 0.326809 , 0.402221 , 0.290527 , 0.401012 , 0.343844 , 0.347258 , 0.360989 
 938 , 0.395182 , 0.272821 , 0.422806 , 0.423185 , 0.436849 , 0.504939 , 0.385636 , 0.324028 , 0.35613 , 0.378762 , 0.35701 , 0.401144 , 0.373687 , 0.340268 , 0.393017 , 0.276432 , 0.373237 , 0.388694 , 0.273721 , 0.273457 , 0.26348 , 0.285393 , 0.34844 , 0.278352 , 0.369691 , 0.327497 , 0.408377 , 0.243566 , 0.386869 , 0.312394 , 0.414622 , 0.343525 , 0.335637 , 0.360453 , 0.407317 , 0.421059 , 0.338315 , 0.373115 , 0.352179 , 0.367629 , 0.375878 , 0.330472 , 0.457381 , 0.325409 , 0.402602 , 0.28998 , 0.400752 , 0.343866 , 0.346403 , 0.360492 
 939 , 0.394209 , 0.273031 , 0.422366 , 0.423156 , 0.436695 , 0.504462 , 0.386082 , 0.323727 , 0.354953 , 0.378667 , 0.357014 , 0.400263 , 0.3728 , 0.340168 , 0.391295 , 0.274482 , 0.373487 , 0.387725 , 0.272254 , 0.273089 , 0.263337 , 0.284606 , 0.348822 , 0.27782 , 0.369429 , 0.327008 , 0.409103 , 0.242242 , 0.387128 , 0.312377 , 0.414367 , 0.342942 , 0.334949 , 0.35953 , 0.406407 , 0.421179 , 0.338165 , 0.372703 , 0.35096 , 0.367067 , 0.376112 , 0.329871 , 0.456526 , 0.323965 , 0.402998 , 0.289414 , 0.400481 , 0.343892 , 0.345529 , 0.359979 
 940 , 0.393567 , 0.270991 , 0.421096 , 0.42377 , 0.435815 , 0.503531 , 0.384667 , 0.322094 , 0.352277 , 0.377688 , 0.356787 , 0.399692 , 0.37363 , 0.339026 , 0.390971 , 0.2748 , 0.37333 , 0.387557 , 0.271801 , 0.272765 , 0.263641 , 0.284076 , 0.349144 , 0.277709 , 0.369566 , 0.326547 , 0.409715 , 0.241561 , 0.387002 , 0.311886 , 0.414634 , 0.341642 , 0.333839 , 0.359461 , 0.405593 , 0.421128 , 0.337801 , 0.372361 , 0.35005 , 0.3663 , 0.375946 , 0.328403 , 0.455548 , 0.32284 , 0.403271 , 0.289371 , 0.399769 , 0.344328 , 0.345616 , 0.359926 
 941 , 0.392695 , 0.269481 , 0.42062 , 0.424082 , 0.435067 , 0.502227 , 0.382896 , 0.321149 , 0.351968 , 0.376744 , 0.357126 , 0.400473 , 0.37383 , 0.338446 , 0.392038 , 0.274767 , 0.373384 , 0.387671 , 0.271777 , 0.272937 , 0.263705 , 0.283788 , 0.348876 , 0.277566 , 0.369437 , 0.326058 , 0.409374 , 0.241015 , 0.386766 , 0.310986 , 0.415386 , 0.34076 , 0.333511 , 0.35953 , 0.405682 , 0.42085 , 0.337559 , 0.372631 , 0.349781 , 0.365554 , 0.375921 , 0.327288 , 0.455386 , 0.323291 , 0.402679 , 0.289609 , 0.399479 , 0.344738 , 0.346249 , 0.359791 
 942 , 0.391777 , 0.267991 , 0.420208 , 0.424365 , 0.434322 , 0.500863 , 0.381054 , 0.320251 , 0.351902 , 0.375782 , 0.357531 , 0.401415 , 0.373959 , 0.33791 , 0.393275 , 0.274697 , 0.373462 , 0.387818 , 0.271796 , 0.273167 , 0.263751 , 0.283513 , 0.348536 , 0.277413 , 0.369274 , 0.325555 , 0.408931 , 0.240471 , 0.386511 , 0.31002 , 0.416199 , 0.339899 , 0.333262 , 0.359616 , 0.405865 , 0.42054 , 0.337323 , 0.372971 , 0.349576 , 0.364799 , 0.37591 , 0.326193 , 0.455302 , 0.323917 , 0.401996 , 0.289875 , 0.399229 , 0.345151 , 0.346955 , 0.359641 
 943 , 0.391716 , 0.266928 , 0.420182 , 0.423017 , 0.433922 , 0.500173 , 0.379837 , 0.319656 , 0.352753 , 0.375671 , 0.357148 , 0.402398 , 0.374161 , 0.337517 , 0.393277 , 0.274145 , 0.373391 , 0.388206 , 0.271737 , 0.273081 , 0.263182 , 0.283005 , 0.348211 , 0.276839 , 0.368575 , 0.32493 , 0.408124 , 0.240557 , 0.385983 , 0.309611 , 0.416641 , 0.339326 , 0.33323 , 0.359594 , 0.406156 , 0.41987 , 0.336657 , 0.373308 , 0.349084 , 0.364282 , 0.375805 , 0.325694 , 0.454954 , 0.324618 , 0.400965 , 0.289718 , 0.399392 , 0.345345 , 0.347708 , 0.359173 
 944 , 0.392011 , 0.265762 , 0.419961 , 0.421343 , 0.433767 , 0.49948 , 0.379332 , 0.318809 , 0.353344 , 0.375588 , 0.355846 , 0.402971 , 0.374633 , 0.336965 , 0.392062 , 0.273385 , 0.373085 , 0.388681 , 0.271513 , 0.272659 , 0.262432 , 0.282466 , 0.348249 , 0.275722 , 0.367602 , 0.323859 , 0.406696 , 0.241207 , 0.385509 , 0.30955 , 0.416516 , 0.338621 , 0.332934 , 0.359508 , 0.406085 , 0.418898 , 0.335755 , 0.372824 , 0.348351 , 0.364061 , 0.375167 , 0.325241 , 0.454247 , 0.3247 , 0.399494 , 0.28907 , 0.399774 , 0.345218 , 0.348001 , 0.358648 
 945 , 0.392279 , 0.264371 , 0.419481 , 0.419953 , 0.433675 , 0.498565 , 0.379111 , 0.31768 , 0.353457 , 0.375238 , 0.354158 , 0.403262 , 0.37527 , 0.336263 , 0.390413 , 0.272634 , 0.372677 , 0.389132 , 0.271201 , 0.272099 , 0.261734 , 0.281973 , 0.348533 , 0.27436 , 0.366599 , 0.322522 , 0.404944 , 0.242036 , 0.385157 , 0.309558 , 0.416124 , 0.337722 , 0.332383 , 0.359407 , 0.405734 , 0.417825 , 0.334823 , 0.371772 , 0.347532 , 0.363956 , 0.374193 , 0.324624 , 0.453366 , 0.324344 , 0.397815 , 0.28821 , 0.400166 , 0.34494 , 0.347966 , 0.358178 
 946 , 0.3926 , 0.263466 , 0.418841 , 0.418847 , 0.433563 , 0.497511 , 0.379067 , 0.317142 , 0.353895 , 0.374825 , 0.353094 , 0.403679 , 0.375276 , 0.335757 , 0.389363 , 0.272 , 0.372446 , 0.389446 , 0.270913 , 0.271441 , 0.261278 , 0.281534 , 0.34896 , 0.273221 , 0.365686 , 0.321238 , 0.403272 , 0.241791 , 0.385274 , 0.309529 , 0.415896 , 0.337124 , 0.331833 , 0.359161 , 0.405422 , 0.417009 , 0.334084 , 0.370977 , 0.346759 , 0.363969 , 0.373477 , 0.323972 , 0.452751 , 0.32382 , 0.396391 , 0.287251 , 0.400588 , 0.344737 , 0.347993 , 0.357774 
 947 , 0.393207 , 0.263535 , 0.417911 , 0.418241 , 0.433475 , 0.496836 , 0.379463 , 0.317687 , 0.354708 , 0.374744 , 0.353167 , 0.404167 , 0.374465 , 0.335725 , 0.38956 , 0.271812 , 0.372588 , 0.389294 , 0.270817 , 0.270633 , 0.261214 , 0.281066 , 0.349666 , 0.272618 , 0.365199 , 0.320408 , 0.402391 , 0.239827 , 0.386021 , 0.309429 , 0.415659 , 0.337178 , 0.331362 , 0.35885 , 0.405537 , 0.41656 , 0.333715 , 0.370843 , 0.346057 , 0.364152 , 0.37345 , 0.323332 , 0.452864 , 0.322818 , 0.395966 , 0.286432 , 0.4009 , 0.34477 , 0.348157 , 0.357397 
 948 , 0.394307 , 0.264 , 0.416869 , 0.41762 , 0.433471 , 0.497588 , 0.380199 , 0.318448 , 0.355188 , 0.375702 , 0.353407 , 0.404326 , 0.374169 , 0.335979 , 0.390294 , 0.27216 , 0.372878 , 0.388627 , 0.27106 , 0.269877 , 0.261118 , 0.280283 , 0.350462 , 0.272364 , 0.365321 , 0.320331 , 0.402939 , 0.238016 , 0.386394 , 0.309276 , 0.414738 , 0.337562 , 0.331081 , 0.358954 , 0.406501 , 0.415953 , 0.33339 , 0.371237 , 0.345316 , 0.364316 , 0.374029 , 0.32278 , 0.453654 , 0.321336 , 0.396845 , 0.286281 , 0.400903 , 0.34503 , 0.348401 , 0.356721 
 949 , 0.395232 , 0.264362 , 0.415938 , 0.417079 , 0.433576 , 0.498351 , 0.380846 , 0.319087 , 0.355537 , 0.376587 , 0.353611 , 0.4043 , 0.373876 , 0.336171 , 0.390934 , 0.27246 , 0.373118 , 0.387905 , 0.271255 , 0.269157 , 0.261001 , 0.279577 , 0.351162 , 0.272122 , 0.365465 , 0.320267 , 0.40349 , 0.236342 , 0.386675 , 0.309088 , 0.413769 , 0.337867 , 0.330725 , 0.358999 , 0.407386 , 0.415351 , 0.333008 , 0.371587 , 0.344531 , 0.364426 , 0.374508 , 0.322231 , 0.45437 , 0.319891 , 0.397706 , 0.286145 , 0.400774 , 0.345289 , 0.34849 , 0.356047 
 950 , 0.394124 , 0.263519 , 0.416286 , 0.41759 , 0.434999 , 0.499309 , 0.380348 , 0.318278 , 0.35428 , 0.376461 , 0.353249 , 0.402173 , 0.373629 , 0.335738 , 0.390453 , 0.272211 , 0.372796 , 0.386673 , 0.270862 , 0.268877 , 0.260675 , 0.27977 , 0.350723 , 0.272058 , 0.365898 , 0.320505 , 0.403993 , 0.236521 , 0.385801 , 0.30839 , 0.412156 , 0.33724 , 0.329553 , 0.358365 , 0.407251 , 0.414803 , 0.332092 , 0.371377 , 0.343361 , 0.363894 , 0.373795 , 0.321727 , 0.454234 , 0.318915 , 0.398304 , 0.286349 , 0.399195 , 0.345518 , 0.346695 , 0.355298 
 951 , 0.392529 , 0.262295 , 0.416427 , 0.417459 , 0.435777 , 0.499629 , 0.378638 , 0.317371 , 0.353466 , 0.374943 , 0.353409 , 0.401115 , 0.372733 , 0.335231 , 0.389478 , 0.271505 , 0.37274 , 0.385574 , 0.27034 , 0.268378 , 0.260716 , 0.280155 , 0.349708 , 0.272028 , 0.365765 , 0.320103 , 0.403726 , 0.236321 , 0.385536 , 0.307562 , 0.412312 , 0.336574 , 0.328772 , 0.35767 , 0.405764 , 0.414637 , 0.331543 , 0.371784 , 0.342371 , 0.363568 , 0.372357 , 0.320861 , 0.453821 , 0.319626 , 0.396905 , 0.285843 , 0.397191 , 0.345542 , 0.345275 , 0.355084 
 952 , 0.390922 , 0.261069 , 0.416559 , 0.417318 , 0.436554 , 0.499944 , 0.37692 , 0.316451 , 0.35266 , 0.37342 , 0.353571 , 0.400058 , 0.371832 , 0.334724 , 0.388499 , 0.270799 , 0.372686 , 0.384469 , 0.269817 , 0.267879 , 0.260757 , 0.280541 , 0.348694 , 0.271998 , 0.365635 , 0.319702 , 0.403457 , 0.236114 , 0.385273 , 0.306727 , 0.412485 , 0.335904 , 0.327985 , 0.356976 , 0.40426 , 0.414468 , 0.330994 , 0.372196 , 0.341387 , 0.363244 , 0.370914 , 0.319989 , 0.453406 , 0.320359 , 0.395493 , 0.28533 , 0.395194 , 0.345557 , 0.343861 , 0.354866 
 953 , 0.390754 , 0.261206 , 0.416241 , 0.417074 , 0.436298 , 0.499857 , 0.376516 , 0.315589 , 0.352091 , 0.37258 , 0.354272 , 0.400146 , 0.371492 , 0.33522 , 0.387746 , 0.269549 , 0.372834 , 0.384032 , 0.269969 , 0.267165 , 0.261041 , 0.280525 , 0.348129 , 0.271979 , 0.36575 , 0.318998 , 0.403256 , 0.236209 , 0.384904 , 0.30689 , 0.412712 , 0.335601 , 0.327265 , 0.357343 , 0.403008 , 0.41392 , 0.330431 , 0.372344 , 0.341248 , 0.362666 , 0.370119 , 0.319678 , 0.452768 , 0.320689 , 0.394264 , 0.285492 , 0.393501 , 0.345382 , 0.343983 , 0.354984 
 954 , 0.390964 , 0.261809 , 0.416308 , 0.417021 , 0.435782 , 0.499501 , 0.37675 , 0.314971 , 0.351514 , 0.372534 , 0.355267 , 0.399372 , 0.371904 , 0.335685 , 0.387238 , 0.268239 , 0.372941 , 0.384331 , 0.270159 , 0.266865 , 0.260957 , 0.280341 , 0.348462 , 0.271864 , 0.36576 , 0.31899 , 0.40343 , 0.236688 , 0.384719 , 0.307727 , 0.412582 , 0.335729 , 0.326546 , 0.357454 , 0.402635 , 0.413205 , 0.329986 , 0.371542 , 0.341828 , 0.362123 , 0.370091 , 0.32037 , 0.452528 , 0.320746 , 0.394373 , 0.286383 , 0.393082 , 0.34546 , 0.344741 , 0.355515 
