  time  ,48:41 PM,48:58 PM,49:29 PM,49:41 PM,49:52 PM,51:01 PM,51:10 PM,51:19 PM,51:27 PM,51:39 PM,53:35 PM,53:45 PM,53:53 PM,54:01 PM,54:09 PM,55:37 PM,55:48 PM,55:56 PM,56:05 PM,56:11 PM,58:27 PM,58:39 PM,58:44 PM,58:52 PM,59:01 PM,59:56 PM,00:04 PM,00:13 PM,00:21 PM,00:31 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 366 , 0.020256 , 0.023897 , 0.048497 , 0.031626 , 0.041622 , 0.08896 , 0.076133 , 0.068413 , 0.077306 , 0.069907 , 0.048967 , 0.026637 , 0.03194 , 0.024918 , 0.043312 , 0.058392 , 0.066552 , 0.066534 , 0.066867 , 0.063013 , 0.030183 , 0.039788 , 0.027412 , 0.044412 , 0.042184 , 0.053174 , 0.054996 , 0.043856 , 0.04204 , 0.037324 
 367 , 0.020127 , 0.024978 , 0.046098 , 0.029899 , 0.038271 , 0.084052 , 0.071519 , 0.070047 , 0.069811 , 0.066607 , 0.046883 , 0.025626 , 0.029671 , 0.024722 , 0.041529 , 0.057748 , 0.060015 , 0.065728 , 0.065617 , 0.061368 , 0.029355 , 0.037946 , 0.026325 , 0.042739 , 0.041088 , 0.053201 , 0.054389 , 0.042067 , 0.040646 , 0.035977 
 368 , 0.020003 , 0.02606 , 0.044088 , 0.028506 , 0.0354 , 0.079805 , 0.067743 , 0.071659 , 0.063737 , 0.063829 , 0.045027 , 0.024709 , 0.027768 , 0.024544 , 0.039982 , 0.057148 , 0.054915 , 0.064973 , 0.064474 , 0.059891 , 0.028631 , 0.036379 , 0.0254 , 0.041266 , 0.040112 , 0.053238 , 0.053823 , 0.040505 , 0.039454 , 0.034804 
 369 , 0.020043 , 0.025163 , 0.043553 , 0.027873 , 0.033616 , 0.075679 , 0.063779 , 0.070507 , 0.060264 , 0.061215 , 0.04398 , 0.023749 , 0.02681 , 0.023863 , 0.038648 , 0.056029 , 0.052405 , 0.06395 , 0.063278 , 0.058516 , 0.028187 , 0.035407 , 0.024868 , 0.039776 , 0.039381 , 0.05254 , 0.052745 , 0.039325 , 0.038312 , 0.033837 
 370 , 0.020284 , 0.022246 , 0.044666 , 0.027999 , 0.032898 , 0.071625 , 0.059428 , 0.066298 , 0.05917 , 0.05861 , 0.043792 , 0.022706 , 0.026793 , 0.022655 , 0.037488 , 0.054332 , 0.052245 , 0.062625 , 0.062018 , 0.057228 , 0.028033 , 0.035019 , 0.02474 , 0.038248 , 0.0389 , 0.051015 , 0.051113 , 0.038502 , 0.037172 , 0.033065 
 371 , 0.020519 , 0.019891 , 0.045766 , 0.028123 , 0.032299 , 0.068139 , 0.055591 , 0.062703 , 0.058251 , 0.056192 , 0.043615 , 0.021723 , 0.026787 , 0.021625 , 0.036428 , 0.052828 , 0.052132 , 0.06145 , 0.060907 , 0.05607 , 0.027867 , 0.034648 , 0.024637 , 0.03691 , 0.038456 , 0.049662 , 0.049695 , 0.037721 , 0.036127 , 0.032387 
 372 , 0.020712 , 0.017967 , 0.046529 , 0.027959 , 0.031595 , 0.065025 , 0.052269 , 0.059564 , 0.057331 , 0.053882 , 0.043295 , 0.020829 , 0.026667 , 0.020671 , 0.035388 , 0.051395 , 0.051885 , 0.060213 , 0.059784 , 0.05491 , 0.027546 , 0.034196 , 0.024423 , 0.035691 , 0.037966 , 0.048333 , 0.048336 , 0.036879 , 0.035156 , 0.031671 
 373 , 0.020386 , 0.016659 , 0.041877 , 0.02389 , 0.028465 , 0.060946 , 0.050357 , 0.056138 , 0.054392 , 0.050495 , 0.040367 , 0.02016 , 0.024724 , 0.019062 , 0.033229 , 0.048685 , 0.049015 , 0.056267 , 0.056715 , 0.052061 , 0.024934 , 0.032039 , 0.022346 , 0.034014 , 0.036194 , 0.045355 , 0.045417 , 0.034202 , 0.033933 , 0.029408 
 374 , 0.020067 , 0.015646 , 0.038574 , 0.020853 , 0.02588 , 0.057815 , 0.048863 , 0.05355 , 0.052099 , 0.047894 , 0.038198 , 0.019707 , 0.023184 , 0.017727 , 0.031596 , 0.04656 , 0.046754 , 0.053188 , 0.05426 , 0.049787 , 0.022984 , 0.03042 , 0.020712 , 0.032681 , 0.034801 , 0.043007 , 0.043102 , 0.032293 , 0.032978 , 0.027592 
 375 , 0.019753 , 0.014836 , 0.036117 , 0.018461 , 0.023675 , 0.055341 , 0.047676 , 0.051542 , 0.050266 , 0.045838 , 0.036543 , 0.019408 , 0.021924 , 0.016587 , 0.030326 , 0.044852 , 0.044925 , 0.050714 , 0.05225 , 0.047927 , 0.021467 , 0.029171 , 0.019381 , 0.031597 , 0.033681 , 0.041102 , 0.041214 , 0.030886 , 0.03222 , 0.026091 
 376 , 0.019666 , 0.014165 , 0.032994 , 0.017045 , 0.02225 , 0.050971 , 0.043938 , 0.046905 , 0.045409 , 0.042001 , 0.034077 , 0.017997 , 0.020281 , 0.015386 , 0.028504 , 0.041429 , 0.042207 , 0.047099 , 0.049053 , 0.044629 , 0.020229 , 0.027118 , 0.018142 , 0.029492 , 0.031442 , 0.038987 , 0.038532 , 0.028933 , 0.029942 , 0.024287 
 377 , 0.019699 , 0.013771 , 0.030498 , 0.01641 , 0.021581 , 0.047405 , 0.040737 , 0.042836 , 0.041361 , 0.038921 , 0.032093 , 0.016629 , 0.018947 , 0.014514 , 0.02702 , 0.038591 , 0.039992 , 0.044211 , 0.046492 , 0.041937 , 0.019428 , 0.025354 , 0.017295 , 0.027685 , 0.029599 , 0.037399 , 0.036429 , 0.027324 , 0.027908 , 0.02291 
 378 , 0.019758 , 0.013577 , 0.028756 , 0.016135 , 0.021304 , 0.04508 , 0.038726 , 0.040028 , 0.038793 , 0.036978 , 0.030785 , 0.015653 , 0.018005 , 0.01394 , 0.026018 , 0.036759 , 0.038508 , 0.0423 , 0.044854 , 0.040202 , 0.018932 , 0.024106 , 0.01676 , 0.026461 , 0.028437 , 0.036355 , 0.035072 , 0.026207 , 0.026551 , 0.021996 
 379 , 0.019779 , 0.012966 , 0.026783 , 0.015301 , 0.020572 , 0.042784 , 0.036633 , 0.037433 , 0.036353 , 0.034987 , 0.029291 , 0.014857 , 0.016982 , 0.01328 , 0.024828 , 0.035091 , 0.036778 , 0.040282 , 0.042876 , 0.038305 , 0.018264 , 0.022933 , 0.016128 , 0.025236 , 0.027181 , 0.03485 , 0.033784 , 0.025078 , 0.025273 , 0.021176 
 380 , 0.019723 , 0.011686 , 0.024489 , 0.01349 , 0.019074 , 0.040325 , 0.034174 , 0.035025 , 0.033731 , 0.03274 , 0.027424 , 0.014319 , 0.015808 , 0.012448 , 0.023346 , 0.033438 , 0.034599 , 0.037901 , 0.040231 , 0.035992 , 0.017283 , 0.021844 , 0.01532 , 0.023995 , 0.025639 , 0.03264 , 0.032421 , 0.023843 , 0.02394 , 0.020433 
 381 , 0.019714 , 0.010798 , 0.023111 , 0.012185 , 0.018146 , 0.038918 , 0.032693 , 0.033649 , 0.032083 , 0.031462 , 0.026283 , 0.014095 , 0.015072 , 0.011938 , 0.022487 , 0.032497 , 0.033275 , 0.036405 , 0.038601 , 0.034593 , 0.016678 , 0.021252 , 0.014877 , 0.023368 , 0.024712 , 0.031295 , 0.031638 , 0.023069 , 0.023093 , 0.020075 
 382 , 0.01973 , 0.010101 , 0.022178 , 0.011122 , 0.017503 , 0.038044 , 0.031703 , 0.032789 , 0.030921 , 0.030669 , 0.025508 , 0.014036 , 0.014554 , 0.011591 , 0.021943 , 0.031923 , 0.032387 , 0.035362 , 0.037488 , 0.033658 , 0.016267 , 0.020916 , 0.014621 , 0.023055 , 0.0241 , 0.030385 , 0.031161 , 0.022534 , 0.022495 , 0.01992 
 383 , 0.019686 , 0.010067 , 0.022068 , 0.011209 , 0.016564 , 0.036577 , 0.030585 , 0.032308 , 0.029712 , 0.030004 , 0.024842 , 0.013595 , 0.014386 , 0.011362 , 0.021504 , 0.031029 , 0.031848 , 0.034555 , 0.036447 , 0.032852 , 0.016042 , 0.02048 , 0.01433 , 0.02272 , 0.023648 , 0.029726 , 0.030498 , 0.022015 , 0.022107 , 0.019683 
 384 , 0.019655 , 0.010193 , 0.022206 , 0.011438 , 0.015891 , 0.035623 , 0.029905 , 0.032197 , 0.028976 , 0.029715 , 0.024447 , 0.013298 , 0.014384 , 0.011259 , 0.021267 , 0.030491 , 0.031646 , 0.034141 , 0.035828 , 0.032406 , 0.015964 , 0.020276 , 0.014181 , 0.02258 , 0.023417 , 0.02938 , 0.030147 , 0.021713 , 0.021931 , 0.019601 
 385 , 0.019631 , 0.010393 , 0.022458 , 0.011718 , 0.01537 , 0.034963 , 0.029469 , 0.03228 , 0.0285 , 0.029629 , 0.024196 , 0.013088 , 0.014464 , 0.011224 , 0.021138 , 0.030159 , 0.031621 , 0.033941 , 0.035438 , 0.032153 , 0.015963 , 0.020201 , 0.01411 , 0.022547 , 0.023304 , 0.029201 , 0.029976 , 0.021531 , 0.021867 , 0.019607 
 386 , 0.019689 , 0.010418 , 0.022635 , 0.012017 , 0.015277 , 0.034625 , 0.029097 , 0.032155 , 0.028535 , 0.029258 , 0.024225 , 0.012998 , 0.014439 , 0.011339 , 0.02122 , 0.03005 , 0.031666 , 0.033826 , 0.035441 , 0.032113 , 0.015994 , 0.020138 , 0.014124 , 0.022519 , 0.023467 , 0.029308 , 0.029807 , 0.021566 , 0.021941 , 0.019637 
 387 , 0.019795 , 0.010334 , 0.022765 , 0.012325 , 0.015468 , 0.034549 , 0.028804 , 0.031944 , 0.028907 , 0.028734 , 0.024448 , 0.013002 , 0.014356 , 0.011555 , 0.021453 , 0.030106 , 0.031774 , 0.033798 , 0.035717 , 0.032235 , 0.016058 , 0.020083 , 0.014199 , 0.022505 , 0.023817 , 0.029616 , 0.029664 , 0.021747 , 0.022111 , 0.019692 
 388 , 0.019893 , 0.01028 , 0.02293 , 0.012638 , 0.015682 , 0.034587 , 0.028605 , 0.031842 , 0.029321 , 0.028306 , 0.024708 , 0.013035 , 0.014312 , 0.011781 , 0.02172 , 0.030221 , 0.031939 , 0.03385 , 0.03605 , 0.032419 , 0.016152 , 0.020054 , 0.014297 , 0.022527 , 0.02419 , 0.029961 , 0.02959 , 0.021954 , 0.022307 , 0.019781 
 389 , 0.01996 , 0.010273 , 0.02313 , 0.01282 , 0.015904 , 0.034729 , 0.028564 , 0.03194 , 0.029689 , 0.028095 , 0.025035 , 0.013153 , 0.014371 , 0.011965 , 0.021963 , 0.030404 , 0.032097 , 0.033951 , 0.036344 , 0.032645 , 0.016267 , 0.02014 , 0.014406 , 0.022638 , 0.024547 , 0.030267 , 0.02966 , 0.022188 , 0.022497 , 0.019887 
 390 , 0.019944 , 0.010381 , 0.0234 , 0.012555 , 0.016123 , 0.035062 , 0.028913 , 0.032537 , 0.029854 , 0.028468 , 0.025539 , 0.013517 , 0.014728 , 0.011992 , 0.022082 , 0.030734 , 0.032144 , 0.034088 , 0.036429 , 0.032929 , 0.01641 , 0.020563 , 0.014519 , 0.022997 , 0.024839 , 0.030387 , 0.030118 , 0.022482 , 0.022631 , 0.02 
 391 , 0.019925 , 0.010491 , 0.023671 , 0.012312 , 0.016343 , 0.035397 , 0.029256 , 0.033127 , 0.030023 , 0.028831 , 0.026037 , 0.013871 , 0.01508 , 0.012023 , 0.022211 , 0.031066 , 0.032211 , 0.034239 , 0.036535 , 0.033218 , 0.016552 , 0.020976 , 0.014634 , 0.023352 , 0.025127 , 0.030519 , 0.03057 , 0.022772 , 0.022772 , 0.020115 
 392 , 0.019905 , 0.010602 , 0.023939 , 0.012089 , 0.016554 , 0.035728 , 0.029595 , 0.033703 , 0.030191 , 0.029183 , 0.026529 , 0.014213 , 0.015423 , 0.012059 , 0.022342 , 0.031396 , 0.032292 , 0.034401 , 0.036652 , 0.03351 , 0.016694 , 0.021382 , 0.01475 , 0.023702 , 0.025411 , 0.030655 , 0.031019 , 0.02306 , 0.022915 , 0.020234 
 393 , 0.019954 , 0.011027 , 0.024346 , 0.012718 , 0.017071 , 0.03622 , 0.030045 , 0.033985 , 0.030476 , 0.029833 , 0.026658 , 0.014555 , 0.015926 , 0.012569 , 0.022804 , 0.031908 , 0.032697 , 0.03473 , 0.036995 , 0.033825 , 0.017217 , 0.02183 , 0.015256 , 0.024139 , 0.02591 , 0.031 , 0.031452 , 0.023413 , 0.023273 , 0.020594 
 394 , 0.02001 , 0.011468 , 0.024747 , 0.013436 , 0.0176 , 0.036706 , 0.030485 , 0.034202 , 0.030761 , 0.030485 , 0.026724 , 0.014876 , 0.016421 , 0.013119 , 0.023288 , 0.03242 , 0.033129 , 0.03507 , 0.037355 , 0.034128 , 0.017766 , 0.02226 , 0.015789 , 0.024566 , 0.026412 , 0.031359 , 0.031863 , 0.023757 , 0.023644 , 0.020973 
 395 , 0.020062 , 0.011879 , 0.025123 , 0.014102 , 0.018091 , 0.037156 , 0.030897 , 0.034407 , 0.031029 , 0.031092 , 0.026791 , 0.015174 , 0.01688 , 0.013629 , 0.023735 , 0.032896 , 0.033536 , 0.03539 , 0.037696 , 0.034413 , 0.018274 , 0.022657 , 0.016284 , 0.024959 , 0.026879 , 0.031691 , 0.03224 , 0.024073 , 0.023988 , 0.021326 
 396 , 0.020163 , 0.012397 , 0.025527 , 0.014657 , 0.018534 , 0.037611 , 0.031252 , 0.03493 , 0.031494 , 0.031528 , 0.027236 , 0.015716 , 0.017355 , 0.014229 , 0.024236 , 0.0333 , 0.034113 , 0.035723 , 0.038139 , 0.034817 , 0.018819 , 0.023084 , 0.016801 , 0.025523 , 0.027462 , 0.032108 , 0.032716 , 0.024475 , 0.024441 , 0.021763 
 397 , 0.020306 , 0.012981 , 0.025937 , 0.015087 , 0.018911 , 0.038047 , 0.031534 , 0.035712 , 0.03211 , 0.031788 , 0.028006 , 0.016451 , 0.017821 , 0.014882 , 0.024754 , 0.033616 , 0.034817 , 0.036042 , 0.038651 , 0.035306 , 0.019365 , 0.023515 , 0.017311 , 0.026215 , 0.028123 , 0.032572 , 0.033252 , 0.024928 , 0.024973 , 0.022252 
 398 , 0.020431 , 0.013488 , 0.026289 , 0.015458 , 0.019235 , 0.038427 , 0.03178 , 0.036389 , 0.032644 , 0.032018 , 0.028673 , 0.017089 , 0.018227 , 0.015447 , 0.025205 , 0.033894 , 0.035428 , 0.036324 , 0.039097 , 0.035734 , 0.01984 , 0.023891 , 0.017755 , 0.026815 , 0.028698 , 0.032975 , 0.033721 , 0.02532 , 0.025432 , 0.022681 
 399 , 0.020529 , 0.013925 , 0.026654 , 0.015823 , 0.01953 , 0.03877 , 0.032006 , 0.037006 , 0.033087 , 0.032244 , 0.029258 , 0.017617 , 0.018613 , 0.015938 , 0.025599 , 0.034179 , 0.035962 , 0.036594 , 0.039498 , 0.0361 , 0.020265 , 0.02424 , 0.018144 , 0.027345 , 0.029206 , 0.033358 , 0.034138 , 0.025673 , 0.025822 , 0.023066 
 400 , 0.020546 , 0.01426 , 0.027381 , 0.016438 , 0.019842 , 0.039158 , 0.032274 , 0.037696 , 0.03326 , 0.032639 , 0.029757 , 0.017839 , 0.019175 , 0.016312 , 0.025904 , 0.034741 , 0.036413 , 0.036972 , 0.039916 , 0.036363 , 0.020698 , 0.024666 , 0.018494 , 0.027857 , 0.029685 , 0.033884 , 0.034574 , 0.026048 , 0.026044 , 0.023482 
 401 , 0.02056 , 0.014554 , 0.028022 , 0.016981 , 0.020117 , 0.039503 , 0.032512 , 0.038312 , 0.033414 , 0.032994 , 0.030205 , 0.018036 , 0.019673 , 0.016643 , 0.026174 , 0.035243 , 0.036814 , 0.037308 , 0.040288 , 0.036596 , 0.021086 , 0.025046 , 0.018806 , 0.028314 , 0.030111 , 0.034348 , 0.034962 , 0.02638 , 0.02624 , 0.023848 
 402 , 0.020573 , 0.014818 , 0.028597 , 0.017466 , 0.020363 , 0.039811 , 0.032723 , 0.03886 , 0.033552 , 0.033306 , 0.030599 , 0.018211 , 0.020118 , 0.016938 , 0.026416 , 0.035688 , 0.037171 , 0.037611 , 0.04062 , 0.036802 , 0.021426 , 0.025382 , 0.019079 , 0.02872 , 0.030492 , 0.034765 , 0.035308 , 0.026674 , 0.026416 , 0.024177 
 403 , 0.020732 , 0.015135 , 0.029136 , 0.01795 , 0.020716 , 0.040142 , 0.032923 , 0.039275 , 0.034 , 0.033637 , 0.031068 , 0.018518 , 0.020498 , 0.017325 , 0.026874 , 0.036073 , 0.037597 , 0.03796 , 0.040952 , 0.037218 , 0.021829 , 0.025785 , 0.019442 , 0.029145 , 0.030983 , 0.035157 , 0.035678 , 0.027076 , 0.026802 , 0.024382 
 404 , 0.020929 , 0.015464 , 0.029647 , 0.018409 , 0.021093 , 0.040463 , 0.03312 , 0.039641 , 0.034523 , 0.033962 , 0.031537 , 0.018859 , 0.020851 , 0.017726 , 0.02738 , 0.036429 , 0.038033 , 0.038315 , 0.041273 , 0.037677 , 0.022238 , 0.026198 , 0.019812 , 0.029561 , 0.031496 , 0.035525 , 0.036045 , 0.027495 , 0.027241 , 0.024541 
 405 , 0.021116 , 0.015768 , 0.030123 , 0.018844 , 0.021439 , 0.040768 , 0.033302 , 0.03998 , 0.035014 , 0.034268 , 0.031976 , 0.019176 , 0.021178 , 0.018102 , 0.027856 , 0.036759 , 0.038438 , 0.03865 , 0.041572 , 0.038107 , 0.02262 , 0.026579 , 0.020158 , 0.029949 , 0.031976 , 0.035868 , 0.036391 , 0.027889 , 0.027648 , 0.024693 
 406 , 0.021281 , 0.016045 , 0.030612 , 0.019208 , 0.02181 , 0.041072 , 0.033516 , 0.040313 , 0.0354 , 0.034582 , 0.032467 , 0.019531 , 0.021558 , 0.018482 , 0.028322 , 0.037087 , 0.038849 , 0.038928 , 0.041912 , 0.038463 , 0.022993 , 0.026958 , 0.020501 , 0.030373 , 0.032454 , 0.036189 , 0.036713 , 0.028212 , 0.02794 , 0.024902 
 407 , 0.021432 , 0.016294 , 0.031151 , 0.019482 , 0.022229 , 0.041397 , 0.033788 , 0.040651 , 0.035636 , 0.034924 , 0.033067 , 0.019965 , 0.022034 , 0.018893 , 0.028803 , 0.037421 , 0.039294 , 0.039146 , 0.042321 , 0.038718 , 0.023369 , 0.027349 , 0.020855 , 0.03088 , 0.032957 , 0.036475 , 0.037026 , 0.028447 , 0.028061 , 0.025217 
 408 , 0.021574 , 0.016532 , 0.031661 , 0.019746 , 0.022631 , 0.041705 , 0.034049 , 0.040973 , 0.035863 , 0.035251 , 0.033638 , 0.020375 , 0.022485 , 0.01928 , 0.029256 , 0.037738 , 0.039715 , 0.039351 , 0.042711 , 0.038957 , 0.023726 , 0.027723 , 0.021188 , 0.031353 , 0.033432 , 0.036753 , 0.037318 , 0.028669 , 0.028177 , 0.025515 
 409 , 0.021708 , 0.016759 , 0.032141 , 0.019994 , 0.023008 , 0.041999 , 0.034296 , 0.041274 , 0.036079 , 0.035557 , 0.034175 , 0.020767 , 0.022913 , 0.019648 , 0.029688 , 0.038035 , 0.040112 , 0.039542 , 0.043079 , 0.039184 , 0.024066 , 0.028073 , 0.021505 , 0.031804 , 0.033881 , 0.037012 , 0.037595 , 0.028881 , 0.028285 , 0.025797 
 410 , 0.021889 , 0.017102 , 0.032605 , 0.020476 , 0.023384 , 0.042308 , 0.034679 , 0.041569 , 0.036244 , 0.035918 , 0.034587 , 0.021254 , 0.023506 , 0.020076 , 0.030149 , 0.038461 , 0.040448 , 0.039813 , 0.043317 , 0.039491 , 0.024536 , 0.028536 , 0.021915 , 0.03227 , 0.034361 , 0.037344 , 0.037978 , 0.029218 , 0.028558 , 0.026045 
 411 , 0.022057 , 0.017423 , 0.033044 , 0.020937 , 0.023746 , 0.042595 , 0.035039 , 0.041847 , 0.0364 , 0.036255 , 0.034978 , 0.021716 , 0.024061 , 0.020482 , 0.030589 , 0.038863 , 0.040762 , 0.040071 , 0.04354 , 0.039786 , 0.02498 , 0.028974 , 0.022297 , 0.032702 , 0.034816 , 0.037655 , 0.038338 , 0.029534 , 0.028817 , 0.026279 
 412 , 0.022217 , 0.017727 , 0.03346 , 0.021372 , 0.024084 , 0.042872 , 0.035379 , 0.04211 , 0.036546 , 0.036577 , 0.035344 , 0.022156 , 0.02459 , 0.020861 , 0.030999 , 0.03924 , 0.041058 , 0.040314 , 0.043757 , 0.040059 , 0.0254 , 0.029384 , 0.022657 , 0.033117 , 0.035243 , 0.037955 , 0.038681 , 0.029837 , 0.029058 , 0.0265 
 413 , 0.022467 , 0.018105 , 0.034006 , 0.021763 , 0.024548 , 0.043087 , 0.035524 , 0.042432 , 0.036857 , 0.036835 , 0.035896 , 0.022626 , 0.025061 , 0.021267 , 0.031451 , 0.039567 , 0.041462 , 0.040607 , 0.044088 , 0.040364 , 0.025779 , 0.029804 , 0.02306 , 0.03362 , 0.03579 , 0.038247 , 0.039013 , 0.03006 , 0.029308 , 0.026766 
 414 , 0.022751 , 0.018522 , 0.034609 , 0.022123 , 0.025066 , 0.043267 , 0.035566 , 0.042782 , 0.03724 , 0.037049 , 0.036537 , 0.023107 , 0.025502 , 0.021678 , 0.031916 , 0.039858 , 0.041919 , 0.040921 , 0.044478 , 0.040677 , 0.026134 , 0.03022 , 0.023472 , 0.034164 , 0.036394 , 0.038535 , 0.039341 , 0.030243 , 0.029548 , 0.027047 
 415 , 0.023027 , 0.01892 , 0.035191 , 0.022472 , 0.025563 , 0.043436 , 0.035603 , 0.043119 , 0.037612 , 0.037258 , 0.037146 , 0.023564 , 0.025917 , 0.022069 , 0.032359 , 0.040139 , 0.042349 , 0.041222 , 0.044846 , 0.040971 , 0.026476 , 0.030614 , 0.023868 , 0.034681 , 0.036972 , 0.03881 , 0.039652 , 0.030418 , 0.029782 , 0.027313 
 416 , 0.023289 , 0.019295 , 0.035802 , 0.02288 , 0.025979 , 0.043624 , 0.035685 , 0.043453 , 0.037925 , 0.037475 , 0.037718 , 0.024014 , 0.026343 , 0.022466 , 0.032816 , 0.040449 , 0.042765 , 0.041519 , 0.045203 , 0.041263 , 0.026834 , 0.031026 , 0.024243 , 0.035195 , 0.037538 , 0.03909 , 0.039958 , 0.030648 , 0.030023 , 0.027576 
 417 , 0.023533 , 0.019654 , 0.036549 , 0.023488 , 0.026232 , 0.043874 , 0.035898 , 0.043815 , 0.038141 , 0.037729 , 0.038254 , 0.024464 , 0.026829 , 0.022909 , 0.033353 , 0.040872 , 0.043168 , 0.041821 , 0.045547 , 0.041563 , 0.027276 , 0.031535 , 0.0246 , 0.035754 , 0.038114 , 0.039407 , 0.040284 , 0.031038 , 0.030315 , 0.02786 
 418 , 0.023769 , 0.020002 , 0.037273 , 0.024078 , 0.026481 , 0.044116 , 0.0361 , 0.044161 , 0.03835 , 0.037972 , 0.038772 , 0.024905 , 0.027299 , 0.023337 , 0.033869 , 0.041276 , 0.043557 , 0.042116 , 0.045879 , 0.041853 , 0.027704 , 0.032025 , 0.024941 , 0.036291 , 0.038668 , 0.039717 , 0.040594 , 0.031416 , 0.030598 , 0.028126 
 419 , 0.023997 , 0.02034 , 0.037967 , 0.024645 , 0.026718 , 0.04435 , 0.036296 , 0.044501 , 0.038547 , 0.038209 , 0.039273 , 0.025325 , 0.02775 , 0.023746 , 0.034365 , 0.04167 , 0.04393 , 0.042401 , 0.046199 , 0.042131 , 0.028115 , 0.032498 , 0.025275 , 0.036808 , 0.039205 , 0.040013 , 0.040894 , 0.031781 , 0.030868 , 0.028389 
 420 , 0.024311 , 0.020712 , 0.038571 , 0.025035 , 0.027236 , 0.044568 , 0.036476 , 0.044761 , 0.03891 , 0.038443 , 0.039905 , 0.025783 , 0.02825 , 0.024132 , 0.034866 , 0.042037 , 0.044339 , 0.042689 , 0.04665 , 0.042487 , 0.028635 , 0.032936 , 0.025755 , 0.03731 , 0.039749 , 0.040277 , 0.041212 , 0.032019 , 0.031134 , 0.02863 
 421 , 0.024629 , 0.021077 , 0.039153 , 0.025398 , 0.027777 , 0.044777 , 0.03665 , 0.045011 , 0.039277 , 0.03867 , 0.040529 , 0.026236 , 0.028739 , 0.024501 , 0.035352 , 0.042397 , 0.04474 , 0.042968 , 0.047101 , 0.042844 , 0.029153 , 0.033359 , 0.026245 , 0.0378 , 0.040281 , 0.040529 , 0.041523 , 0.032236 , 0.031385 , 0.028863 
 422 , 0.024933 , 0.021433 , 0.039721 , 0.025751 , 0.0283 , 0.044981 , 0.036821 , 0.045253 , 0.039638 , 0.038894 , 0.041139 , 0.026679 , 0.029219 , 0.024864 , 0.035828 , 0.042746 , 0.045133 , 0.04324 , 0.047539 , 0.043184 , 0.029658 , 0.033768 , 0.026716 , 0.038275 , 0.040797 , 0.040778 , 0.041827 , 0.032452 , 0.031634 , 0.029094 
 423 , 0.025239 , 0.021741 , 0.040327 , 0.026079 , 0.028788 , 0.045291 , 0.037014 , 0.045504 , 0.03996 , 0.039204 , 0.041709 , 0.027155 , 0.02967 , 0.025202 , 0.036309 , 0.043078 , 0.045537 , 0.043523 , 0.047926 , 0.043514 , 0.030069 , 0.03417 , 0.027095 , 0.038744 , 0.04131 , 0.041074 , 0.042145 , 0.032671 , 0.031859 , 0.029326 
 424 , 0.025543 , 0.022003 , 0.040968 , 0.026396 , 0.029247 , 0.045687 , 0.037232 , 0.045766 , 0.040264 , 0.039579 , 0.042249 , 0.027667 , 0.030099 , 0.025524 , 0.036812 , 0.0434 , 0.045962 , 0.043823 , 0.048277 , 0.043828 , 0.030402 , 0.034571 , 0.027407 , 0.039225 , 0.04183 , 0.04141 , 0.042477 , 0.032908 , 0.03207 , 0.029568 
 425 , 0.025843 , 0.022265 , 0.041602 , 0.026708 , 0.029702 , 0.046083 , 0.037448 , 0.046026 , 0.040568 , 0.039955 , 0.04278 , 0.028173 , 0.030525 , 0.025848 , 0.037308 , 0.043716 , 0.046377 , 0.044123 , 0.048627 , 0.044141 , 0.030736 , 0.034969 , 0.027709 , 0.039698 , 0.042345 , 0.041747 , 0.042804 , 0.033145 , 0.032275 , 0.02981 
 426 , 0.026136 , 0.022543 , 0.042203 , 0.027029 , 0.030138 , 0.046444 , 0.037671 , 0.04628 , 0.040865 , 0.040334 , 0.043274 , 0.028663 , 0.030945 , 0.026169 , 0.037784 , 0.044039 , 0.046782 , 0.044425 , 0.048985 , 0.044457 , 0.031082 , 0.035365 , 0.028029 , 0.040165 , 0.042846 , 0.042067 , 0.043128 , 0.033388 , 0.032486 , 0.030053 
 427 , 0.026391 , 0.022934 , 0.04265 , 0.02738 , 0.030498 , 0.04664 , 0.037921 , 0.046503 , 0.041162 , 0.040776 , 0.043607 , 0.029071 , 0.031374 , 0.026499 , 0.038185 , 0.044412 , 0.047134 , 0.044761 , 0.049386 , 0.044817 , 0.031487 , 0.035755 , 0.028426 , 0.040649 , 0.043319 , 0.042335 , 0.043437 , 0.033687 , 0.032731 , 0.030305 
 428 , 0.026646 , 0.023321 , 0.043089 , 0.027733 , 0.030855 , 0.04683 , 0.038172 , 0.046731 , 0.04145 , 0.041214 , 0.043935 , 0.02948 , 0.031795 , 0.02683 , 0.038583 , 0.044785 , 0.047487 , 0.045092 , 0.049782 , 0.045172 , 0.031894 , 0.036141 , 0.028824 , 0.041129 , 0.043783 , 0.042598 , 0.043741 , 0.033987 , 0.032971 , 0.030557 
