  time  ,52:23 PM,52:38 PM,52:47 PM,52:54 PM,53:00 PM,53:19 PM,53:27 PM,53:35 PM,53:42 PM,53:50 PM,54:21 PM,54:29 PM,54:38 PM,54:46 PM,54:54 PM,55:16 PM,55:26 PM,55:33 PM,55:43 PM,55:51 PM,56:58 PM,57:05 PM,57:12 PM,57:20 PM,57:27 PM,57:44 PM,57:51 PM,58:00 PM,58:09 PM,58:17 PM,58:47 PM,58:56 PM,59:04 PM,59:11 PM,59:18 PM,59:37 PM,59:45 PM,59:53 PM,00:01 PM,00:09 PM,00:56 PM,01:03 PM,01:10 PM,01:17 PM,01:23 PM,01:40 PM,01:50 PM,01:57 PM,02:06 PM,02:13 PM,02:51 PM,02:58 PM,03:06 PM,03:16 PM,03:23 PM,03:48 PM,04:00 PM,04:13 PM,04:23 PM,04:34 PM,05:19 PM,05:27 PM,05:34 PM,05:41 PM,05:50 PM,06:15 PM,06:22 PM,06:29 PM,06:39 PM,06:47 PM,07:17 PM,07:24 PM,07:31 PM,07:39 PM,07:48 PM,08:10 PM,08:18 PM,08:27 PM,08:35 PM,08:43 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 463 , 0.080964 , 0.063382 , 0.07695 , 0.06593 , 0.071673 , 0.067364 , 0.047726 , 0.053287 , 0.050799 , 0.049905 , 0.06046 , 0.053726 , 0.044296 , 0.055396 , 0.059362 , 0.046142 , 0.042899 , 0.045243 , 0.041555 , 0.052886 , 0.050943 , 0.062204 , 0.052672 , 0.06267 , 0.050408 , 0.057179 , 0.042578 , 0.042085 , 0.038237 , 0.035689 , 0.049632 , 0.04755 , 0.048181 , 0.049948 , 0.052763 , 0.056734 , 0.069077 , 0.049391 , 0.041175 , 0.052436 , 0.055685 , 0.054727 , 0.062322 , 0.06555 , 0.059962 , 0.048963 , 0.049477 , 0.053309 , 0.045152 , 0.051982 , 0.04216 , 0.05432 , 0.055193 , 0.046672 , 0.051537 , 0.05113 , 0.051976 , 0.049498 , 0.050975 , 0.049043 , 0.034752 , 0.041898 , 0.056295 , 0.055584 , 0.039302 , 0.034153 , 0.034447 , 0.030984 , 0.040094 , 0.039313 , 0.049273 , 0.052303 , 0.053384 , 0.047063 , 0.047941 , 0.042321 , 0.048615 , 0.047261 , 0.045741 , 0.041395 
 464 , 0.081107 , 0.06359 , 0.077181 , 0.066136 , 0.071923 , 0.067526 , 0.047843 , 0.053374 , 0.050876 , 0.050058 , 0.060482 , 0.053657 , 0.04426 , 0.055337 , 0.059364 , 0.046084 , 0.042864 , 0.045196 , 0.041537 , 0.05286 , 0.051037 , 0.062386 , 0.052753 , 0.062787 , 0.050475 , 0.057353 , 0.042661 , 0.042169 , 0.038307 , 0.035798 , 0.049625 , 0.047576 , 0.048164 , 0.049913 , 0.052759 , 0.056722 , 0.069238 , 0.049469 , 0.041142 , 0.052406 , 0.055845 , 0.054893 , 0.062429 , 0.065751 , 0.06007 , 0.049074 , 0.04955 , 0.053476 , 0.045249 , 0.052138 , 0.042174 , 0.054272 , 0.055251 , 0.046629 , 0.051518 , 0.05109 , 0.051978 , 0.049485 , 0.050951 , 0.049047 , 0.034809 , 0.041955 , 0.056455 , 0.055722 , 0.039344 , 0.034199 , 0.03452 , 0.031038 , 0.040131 , 0.039377 , 0.049373 , 0.052245 , 0.053374 , 0.0471 , 0.047913 , 0.042302 , 0.048587 , 0.04726 , 0.045725 , 0.041361 
 465 , 0.081259 , 0.063797 , 0.077416 , 0.066341 , 0.072172 , 0.067688 , 0.047955 , 0.05346 , 0.050953 , 0.05021 , 0.060504 , 0.053588 , 0.044229 , 0.055277 , 0.059361 , 0.04602 , 0.042823 , 0.045148 , 0.041519 , 0.052834 , 0.051129 , 0.062573 , 0.05284 , 0.062904 , 0.050541 , 0.057522 , 0.042743 , 0.042257 , 0.038382 , 0.035912 , 0.049617 , 0.047596 , 0.048147 , 0.049884 , 0.052754 , 0.056709 , 0.069409 , 0.049547 , 0.041102 , 0.052375 , 0.056015 , 0.055058 , 0.062541 , 0.065945 , 0.060178 , 0.049189 , 0.049622 , 0.053647 , 0.045346 , 0.0523 , 0.042193 , 0.054224 , 0.055314 , 0.046586 , 0.051498 , 0.051049 , 0.051979 , 0.049478 , 0.050921 , 0.049056 , 0.034865 , 0.042016 , 0.056619 , 0.055865 , 0.039381 , 0.03425 , 0.034598 , 0.031097 , 0.040167 , 0.03944 , 0.049472 , 0.052188 , 0.053369 , 0.047137 , 0.047885 , 0.042284 , 0.048558 , 0.047265 , 0.045704 , 0.041332 
 466 , 0.081405 , 0.064008 , 0.077655 , 0.066551 , 0.072426 , 0.067859 , 0.048076 , 0.053545 , 0.051035 , 0.050367 , 0.060521 , 0.053518 , 0.044193 , 0.055217 , 0.059362 , 0.045961 , 0.042788 , 0.045101 , 0.041501 , 0.052808 , 0.051227 , 0.062759 , 0.05292 , 0.06302 , 0.050613 , 0.057701 , 0.042825 , 0.042345 , 0.038456 , 0.036031 , 0.049609 , 0.047616 , 0.048135 , 0.049854 , 0.052755 , 0.056696 , 0.069579 , 0.04963 , 0.041068 , 0.052343 , 0.056184 , 0.055228 , 0.062652 , 0.06615 , 0.060291 , 0.049299 , 0.049699 , 0.053818 , 0.045443 , 0.052461 , 0.042211 , 0.054175 , 0.055382 , 0.046543 , 0.051478 , 0.051008 , 0.05198 , 0.049464 , 0.050891 , 0.049064 , 0.03492 , 0.042078 , 0.056782 , 0.056007 , 0.039423 , 0.034296 , 0.034669 , 0.03115 , 0.040203 , 0.039509 , 0.049571 , 0.05213 , 0.053364 , 0.047173 , 0.047857 , 0.042265 , 0.04853 , 0.047269 , 0.045683 , 0.041298 
 467 , 0.08163 , 0.064271 , 0.077971 , 0.06684 , 0.072684 , 0.06809 , 0.048205 , 0.053642 , 0.051212 , 0.050523 , 0.060591 , 0.053541 , 0.044268 , 0.055244 , 0.059395 , 0.045956 , 0.042783 , 0.045128 , 0.041544 , 0.052873 , 0.051335 , 0.062968 , 0.053065 , 0.063192 , 0.050763 , 0.057888 , 0.042954 , 0.042436 , 0.038574 , 0.036165 , 0.04962 , 0.047654 , 0.048151 , 0.049844 , 0.052819 , 0.056729 , 0.069789 , 0.049689 , 0.041069 , 0.052333 , 0.056393 , 0.055426 , 0.062845 , 0.066333 , 0.060436 , 0.049433 , 0.049823 , 0.054027 , 0.045566 , 0.052633 , 0.042249 , 0.05416 , 0.055421 , 0.046576 , 0.051511 , 0.051025 , 0.051981 , 0.049503 , 0.05087 , 0.049097 , 0.035012 , 0.042126 , 0.056938 , 0.056152 , 0.039509 , 0.034403 , 0.034739 , 0.031246 , 0.040294 , 0.039589 , 0.049695 , 0.052157 , 0.053391 , 0.047281 , 0.047873 , 0.04234 , 0.048541 , 0.047291 , 0.045689 , 0.041352 
 468 , 0.081871 , 0.064554 , 0.078306 , 0.067152 , 0.072946 , 0.068344 , 0.048344 , 0.053747 , 0.051411 , 0.050685 , 0.060674 , 0.053587 , 0.044378 , 0.055297 , 0.059439 , 0.04596 , 0.04279 , 0.045169 , 0.041598 , 0.052956 , 0.051449 , 0.063186 , 0.053223 , 0.063378 , 0.05093 , 0.058076 , 0.0431 , 0.042528 , 0.038707 , 0.036312 , 0.049637 , 0.047691 , 0.048178 , 0.04984 , 0.052897 , 0.056778 , 0.070011 , 0.049744 , 0.041075 , 0.052331 , 0.056612 , 0.055634 , 0.063063 , 0.066516 , 0.060594 , 0.049573 , 0.049963 , 0.054255 , 0.045698 , 0.052801 , 0.042293 , 0.054159 , 0.055463 , 0.046628 , 0.051561 , 0.051048 , 0.051978 , 0.049551 , 0.05085 , 0.04914 , 0.03511 , 0.04217 , 0.057098 , 0.056297 , 0.039605 , 0.034522 , 0.034816 , 0.031358 , 0.040401 , 0.039674 , 0.049835 , 0.052208 , 0.053421 , 0.047408 , 0.047905 , 0.042443 , 0.048557 , 0.047323 , 0.045703 , 0.041422 
 469 , 0.082113 , 0.064838 , 0.078642 , 0.067464 , 0.073208 , 0.068598 , 0.048478 , 0.053847 , 0.051617 , 0.050842 , 0.060752 , 0.053633 , 0.044482 , 0.055345 , 0.05949 , 0.045969 , 0.042798 , 0.045215 , 0.041653 , 0.05304 , 0.051558 , 0.063405 , 0.053387 , 0.063565 , 0.051104 , 0.05827 , 0.043242 , 0.042626 , 0.038845 , 0.036454 , 0.049649 , 0.047729 , 0.048205 , 0.049841 , 0.052981 , 0.056826 , 0.070235 , 0.049799 , 0.041081 , 0.052328 , 0.056837 , 0.055837 , 0.063282 , 0.066699 , 0.060752 , 0.049713 , 0.050098 , 0.054484 , 0.04583 , 0.052976 , 0.042343 , 0.054158 , 0.055505 , 0.046686 , 0.051612 , 0.051077 , 0.051975 , 0.049601 , 0.050831 , 0.049184 , 0.035214 , 0.04222 , 0.057254 , 0.056441 , 0.039701 , 0.034641 , 0.034893 , 0.03147 , 0.040509 , 0.039754 , 0.04997 , 0.052259 , 0.053452 , 0.047536 , 0.047937 , 0.042546 , 0.048579 , 0.047354 , 0.045718 , 0.041493 
 470 , 0.082435 , 0.065135 , 0.078984 , 0.067752 , 0.07352 , 0.068907 , 0.048642 , 0.054004 , 0.051794 , 0.050997 , 0.060838 , 0.053715 , 0.044527 , 0.055401 , 0.059596 , 0.045994 , 0.04281 , 0.045255 , 0.041691 , 0.053132 , 0.051709 , 0.063669 , 0.053582 , 0.063792 , 0.051291 , 0.058515 , 0.043404 , 0.042745 , 0.038978 , 0.036602 , 0.049702 , 0.047808 , 0.048241 , 0.049852 , 0.053089 , 0.056867 , 0.070475 , 0.049895 , 0.041113 , 0.052372 , 0.057092 , 0.056065 , 0.063513 , 0.066922 , 0.060956 , 0.049873 , 0.050264 , 0.054716 , 0.045988 , 0.053191 , 0.042408 , 0.054197 , 0.055604 , 0.046743 , 0.051687 , 0.05112 , 0.052014 , 0.049654 , 0.050858 , 0.049258 , 0.035297 , 0.042312 , 0.05745 , 0.056605 , 0.039786 , 0.034756 , 0.03497 , 0.031577 , 0.040621 , 0.039877 , 0.05013 , 0.05234 , 0.053517 , 0.047685 , 0.048006 , 0.042638 , 0.048626 , 0.047401 , 0.045763 , 0.041563 
 471 , 0.082854 , 0.065438 , 0.07932 , 0.068001 , 0.073883 , 0.069272 , 0.048832 , 0.054226 , 0.051926 , 0.051132 , 0.060923 , 0.053835 , 0.044489 , 0.055454 , 0.059771 , 0.046044 , 0.042827 , 0.045298 , 0.0417 , 0.053218 , 0.051894 , 0.063969 , 0.053808 , 0.064055 , 0.051502 , 0.058827 , 0.043577 , 0.042896 , 0.0391 , 0.036751 , 0.049797 , 0.047937 , 0.04828 , 0.049878 , 0.053229 , 0.056907 , 0.070736 , 0.050033 , 0.041164 , 0.052457 , 0.057379 , 0.056312 , 0.063749 , 0.067192 , 0.061202 , 0.050049 , 0.050457 , 0.054939 , 0.046162 , 0.053459 , 0.042494 , 0.054296 , 0.055776 , 0.046794 , 0.051792 , 0.051186 , 0.052081 , 0.049706 , 0.050945 , 0.049352 , 0.035368 , 0.042457 , 0.057685 , 0.056795 , 0.039861 , 0.034864 , 0.035057 , 0.031684 , 0.040746 , 0.040044 , 0.050317 , 0.052451 , 0.053615 , 0.047845 , 0.048108 , 0.042725 , 0.048719 , 0.04747 , 0.045845 , 0.04162 
 472 , 0.083269 , 0.065738 , 0.079659 , 0.068252 , 0.074248 , 0.069638 , 0.049022 , 0.054449 , 0.052064 , 0.051274 , 0.061009 , 0.05396 , 0.04445 , 0.055513 , 0.059946 , 0.046094 , 0.042849 , 0.045337 , 0.04171 , 0.053305 , 0.052085 , 0.064276 , 0.054035 , 0.064319 , 0.051714 , 0.05914 , 0.043757 , 0.043053 , 0.039228 , 0.036896 , 0.049893 , 0.048066 , 0.048324 , 0.049904 , 0.053369 , 0.056948 , 0.070998 , 0.050167 , 0.041221 , 0.052547 , 0.057662 , 0.056561 , 0.063986 , 0.067462 , 0.061455 , 0.050226 , 0.05065 , 0.055164 , 0.046336 , 0.053724 , 0.04258 , 0.05439 , 0.055943 , 0.046852 , 0.051902 , 0.051247 , 0.052155 , 0.049753 , 0.051037 , 0.049447 , 0.03544 , 0.042602 , 0.057925 , 0.056985 , 0.039932 , 0.034972 , 0.035144 , 0.031786 , 0.040872 , 0.040206 , 0.0505 , 0.052563 , 0.053713 , 0.048007 , 0.048211 , 0.042806 , 0.048808 , 0.04754 , 0.045928 , 0.041683 
 473 , 0.083686 , 0.066043 , 0.080005 , 0.068508 , 0.074606 , 0.069993 , 0.049206 , 0.054669 , 0.052204 , 0.051413 , 0.061101 , 0.054072 , 0.044421 , 0.055574 , 0.060122 , 0.046144 , 0.042871 , 0.045374 , 0.041725 , 0.053394 , 0.052274 , 0.064579 , 0.05426 , 0.064584 , 0.051935 , 0.059449 , 0.043937 , 0.043205 , 0.039362 , 0.037047 , 0.049987 , 0.048194 , 0.048361 , 0.049933 , 0.053518 , 0.056995 , 0.071264 , 0.050304 , 0.041273 , 0.05263 , 0.057953 , 0.056817 , 0.064223 , 0.067733 , 0.06171 , 0.050407 , 0.050848 , 0.055396 , 0.04651 , 0.053986 , 0.042672 , 0.054486 , 0.056117 , 0.046908 , 0.052005 , 0.051316 , 0.052231 , 0.049804 , 0.051122 , 0.04954 , 0.035513 , 0.042747 , 0.058163 , 0.057188 , 0.040008 , 0.035083 , 0.035233 , 0.031896 , 0.040998 , 0.040374 , 0.050686 , 0.052673 , 0.053814 , 0.048167 , 0.048307 , 0.042893 , 0.048899 , 0.047608 , 0.046009 , 0.041746 
 474 , 0.083999 , 0.066367 , 0.080446 , 0.068842 , 0.074876 , 0.070255 , 0.049338 , 0.054865 , 0.052401 , 0.051598 , 0.061223 , 0.054067 , 0.044502 , 0.055663 , 0.060284 , 0.046211 , 0.042954 , 0.045429 , 0.041832 , 0.053501 , 0.05246 , 0.064873 , 0.054456 , 0.06483 , 0.052169 , 0.059724 , 0.044146 , 0.043353 , 0.039541 , 0.037233 , 0.050023 , 0.048271 , 0.048422 , 0.050002 , 0.053701 , 0.057114 , 0.071554 , 0.050444 , 0.041342 , 0.052703 , 0.058252 , 0.05713 , 0.06448 , 0.067985 , 0.061951 , 0.050595 , 0.051037 , 0.055701 , 0.046696 , 0.054213 , 0.042808 , 0.054547 , 0.056289 , 0.047014 , 0.052121 , 0.051404 , 0.052336 , 0.049872 , 0.05122 , 0.04963 , 0.035605 , 0.042879 , 0.058413 , 0.057513 , 0.040112 , 0.035222 , 0.035346 , 0.032046 , 0.041153 , 0.040538 , 0.050897 , 0.052752 , 0.053873 , 0.04833 , 0.048389 , 0.042997 , 0.048993 , 0.047705 , 0.04613 , 0.041854 
 475 , 0.08431 , 0.066695 , 0.08089 , 0.069175 , 0.075151 , 0.070515 , 0.049463 , 0.055056 , 0.052603 , 0.051787 , 0.061345 , 0.054067 , 0.044573 , 0.055747 , 0.060448 , 0.046275 , 0.043033 , 0.045486 , 0.041936 , 0.053613 , 0.052651 , 0.065171 , 0.054645 , 0.065079 , 0.052403 , 0.06 , 0.044357 , 0.043498 , 0.039715 , 0.037419 , 0.050058 , 0.048345 , 0.048485 , 0.050063 , 0.053889 , 0.057233 , 0.071844 , 0.050587 , 0.041412 , 0.05277 , 0.058557 , 0.057444 , 0.064733 , 0.068229 , 0.062194 , 0.050787 , 0.051225 , 0.056007 , 0.046875 , 0.054434 , 0.042941 , 0.054618 , 0.056461 , 0.047124 , 0.052235 , 0.05149 , 0.052441 , 0.049939 , 0.051317 , 0.049717 , 0.035695 , 0.043012 , 0.05866 , 0.057839 , 0.040223 , 0.035366 , 0.035457 , 0.032199 , 0.041304 , 0.040704 , 0.051101 , 0.052835 , 0.053937 , 0.048491 , 0.048469 , 0.043103 , 0.049085 , 0.047804 , 0.046254 , 0.041958 
 476 , 0.084622 , 0.067024 , 0.081335 , 0.069509 , 0.075422 , 0.070776 , 0.049594 , 0.055252 , 0.052805 , 0.051976 , 0.061468 , 0.054066 , 0.04465 , 0.055837 , 0.060613 , 0.046339 , 0.043118 , 0.045543 , 0.042046 , 0.05372 , 0.052837 , 0.06547 , 0.054841 , 0.065329 , 0.052631 , 0.060277 , 0.044569 , 0.043648 , 0.039896 , 0.037605 , 0.050092 , 0.048419 , 0.048543 , 0.05013 , 0.054077 , 0.057353 , 0.072135 , 0.050725 , 0.041477 , 0.052843 , 0.058858 , 0.057754 , 0.064988 , 0.06848 , 0.062443 , 0.050974 , 0.051413 , 0.056308 , 0.04706 , 0.054657 , 0.043069 , 0.054684 , 0.056638 , 0.047227 , 0.05235 , 0.051576 , 0.052539 , 0.050011 , 0.051413 , 0.049805 , 0.035786 , 0.043145 , 0.058907 , 0.05816 , 0.040329 , 0.035505 , 0.03557 , 0.032348 , 0.041455 , 0.040865 , 0.05131 , 0.052913 , 0.054001 , 0.048657 , 0.048549 , 0.04321 , 0.049177 , 0.047904 , 0.046377 , 0.042062 
 477 , 0.085048 , 0.067356 , 0.081764 , 0.069826 , 0.075738 , 0.071101 , 0.049766 , 0.055472 , 0.052953 , 0.052231 , 0.061574 , 0.054147 , 0.044739 , 0.05596 , 0.06083 , 0.046417 , 0.043186 , 0.045602 , 0.042155 , 0.053821 , 0.053029 , 0.065743 , 0.055048 , 0.065564 , 0.052833 , 0.060553 , 0.044766 , 0.043811 , 0.040048 , 0.037812 , 0.050168 , 0.048523 , 0.04861 , 0.050195 , 0.054207 , 0.057486 , 0.072464 , 0.050857 , 0.041552 , 0.052942 , 0.059163 , 0.058029 , 0.065271 , 0.068783 , 0.062681 , 0.051161 , 0.051617 , 0.056579 , 0.047247 , 0.054907 , 0.043165 , 0.054777 , 0.056824 , 0.04735 , 0.052481 , 0.051682 , 0.052665 , 0.050097 , 0.051498 , 0.049929 , 0.03589 , 0.043257 , 0.059136 , 0.058338 , 0.040467 , 0.035613 , 0.035678 , 0.032475 , 0.041569 , 0.041015 , 0.051547 , 0.053023 , 0.05412 , 0.048794 , 0.048648 , 0.043355 , 0.049299 , 0.048013 , 0.046482 , 0.042177 
 478 , 0.085522 , 0.06769 , 0.082185 , 0.07014 , 0.076073 , 0.071446 , 0.049957 , 0.055699 , 0.05307 , 0.052515 , 0.061676 , 0.054257 , 0.044835 , 0.056102 , 0.061066 , 0.0465 , 0.043245 , 0.045657 , 0.042271 , 0.053919 , 0.053228 , 0.066014 , 0.055264 , 0.065791 , 0.053016 , 0.060832 , 0.044965 , 0.043986 , 0.040197 , 0.038025 , 0.050261 , 0.048634 , 0.048678 , 0.050256 , 0.054317 , 0.057615 , 0.072812 , 0.050996 , 0.041634 , 0.053054 , 0.059477 , 0.05829 , 0.065573 , 0.069105 , 0.062917 , 0.05135 , 0.051824 , 0.056837 , 0.047436 , 0.055177 , 0.043245 , 0.054883 , 0.057016 , 0.04748 , 0.052624 , 0.051802 , 0.052792 , 0.050191 , 0.051584 , 0.05006 , 0.036001 , 0.04336 , 0.059368 , 0.058464 , 0.040616 , 0.035718 , 0.035783 , 0.032599 , 0.041672 , 0.041166 , 0.051802 , 0.053141 , 0.054262 , 0.048928 , 0.048748 , 0.043512 , 0.049434 , 0.048117 , 0.046582 , 0.042293 
 479 , 0.085997 , 0.06802 , 0.082603 , 0.070454 , 0.076414 , 0.071797 , 0.050148 , 0.055927 , 0.053187 , 0.052805 , 0.061777 , 0.054361 , 0.044925 , 0.056243 , 0.061302 , 0.046584 , 0.043304 , 0.045711 , 0.042393 , 0.054017 , 0.053427 , 0.066285 , 0.055474 , 0.066023 , 0.053204 , 0.061111 , 0.045165 , 0.044155 , 0.040346 , 0.03824 , 0.050355 , 0.048751 , 0.048745 , 0.050317 , 0.054426 , 0.05775 , 0.073161 , 0.05113 , 0.041721 , 0.053166 , 0.059791 , 0.058552 , 0.065876 , 0.069434 , 0.063152 , 0.051534 , 0.052036 , 0.057095 , 0.047626 , 0.055441 , 0.043326 , 0.054988 , 0.057209 , 0.04761 , 0.052762 , 0.051916 , 0.052925 , 0.05029 , 0.051665 , 0.050191 , 0.036111 , 0.043468 , 0.059594 , 0.05859 , 0.040761 , 0.035817 , 0.035888 , 0.032717 , 0.041776 , 0.041312 , 0.052058 , 0.053264 , 0.054404 , 0.049062 , 0.048854 , 0.04367 , 0.049569 , 0.048227 , 0.046677 , 0.042409 
 480 , 0.086398 , 0.068321 , 0.082988 , 0.070746 , 0.076755 , 0.07212 , 0.050333 , 0.056139 , 0.053315 , 0.053031 , 0.061847 , 0.054443 , 0.044991 , 0.056342 , 0.061486 , 0.04665 , 0.043349 , 0.045774 , 0.042485 , 0.054103 , 0.053605 , 0.066548 , 0.055685 , 0.066247 , 0.053397 , 0.061377 , 0.045336 , 0.044302 , 0.040487 , 0.038419 , 0.050431 , 0.048844 , 0.048806 , 0.05036 , 0.054519 , 0.057841 , 0.073471 , 0.051252 , 0.04179 , 0.05325 , 0.060063 , 0.058799 , 0.066132 , 0.069717 , 0.063347 , 0.051717 , 0.052215 , 0.057332 , 0.047804 , 0.055685 , 0.043404 , 0.055078 , 0.057365 , 0.0477 , 0.052867 , 0.051991 , 0.05302 , 0.050371 , 0.051734 , 0.050289 , 0.036213 , 0.043579 , 0.059806 , 0.058733 , 0.040892 , 0.035912 , 0.035989 , 0.032831 , 0.041899 , 0.04145 , 0.05227 , 0.053359 , 0.054519 , 0.049194 , 0.048926 , 0.043804 , 0.049676 , 0.048324 , 0.046748 , 0.042501 
 481 , 0.086683 , 0.068557 , 0.083321 , 0.070988 , 0.077094 , 0.072401 , 0.050507 , 0.056334 , 0.053448 , 0.053152 , 0.061859 , 0.054477 , 0.044987 , 0.056378 , 0.061558 , 0.046679 , 0.043377 , 0.045852 , 0.042523 , 0.054176 , 0.053744 , 0.066799 , 0.055874 , 0.066481 , 0.05359 , 0.061624 , 0.045464 , 0.044401 , 0.040634 , 0.038542 , 0.050485 , 0.048903 , 0.048842 , 0.050376 , 0.054598 , 0.057856 , 0.073726 , 0.05134 , 0.041833 , 0.053289 , 0.060282 , 0.059034 , 0.066317 , 0.069937 , 0.063464 , 0.051887 , 0.052331 , 0.057539 , 0.047966 , 0.05589 , 0.043476 , 0.05514 , 0.057473 , 0.047725 , 0.052906 , 0.051986 , 0.05307 , 0.050441 , 0.051783 , 0.050332 , 0.036285 , 0.043717 , 0.059997 , 0.058913 , 0.040984 , 0.036006 , 0.036094 , 0.032945 , 0.042041 , 0.04157 , 0.052413 , 0.053421 , 0.054581 , 0.049324 , 0.048957 , 0.043892 , 0.049735 , 0.048404 , 0.046772 , 0.042567 
 482 , 0.086969 , 0.068793 , 0.08366 , 0.071237 , 0.07744 , 0.072684 , 0.050682 , 0.056524 , 0.053587 , 0.053274 , 0.061872 , 0.054513 , 0.044989 , 0.056409 , 0.061636 , 0.046709 , 0.043405 , 0.045931 , 0.042567 , 0.05425 , 0.053888 , 0.06705 , 0.056069 , 0.066711 , 0.053789 , 0.061867 , 0.045592 , 0.044501 , 0.04078 , 0.03866 , 0.050534 , 0.048962 , 0.048879 , 0.050392 , 0.054677 , 0.057877 , 0.073982 , 0.051433 , 0.041876 , 0.053329 , 0.060502 , 0.059269 , 0.066497 , 0.070152 , 0.063582 , 0.052058 , 0.052458 , 0.057751 , 0.048129 , 0.056091 , 0.043548 , 0.055198 , 0.057581 , 0.047751 , 0.052945 , 0.051987 , 0.053121 , 0.050518 , 0.051833 , 0.050375 , 0.036358 , 0.043855 , 0.060195 , 0.059099 , 0.041076 , 0.036101 , 0.036199 , 0.033059 , 0.042189 , 0.041696 , 0.052556 , 0.053477 , 0.054644 , 0.049449 , 0.048989 , 0.043986 , 0.049795 , 0.048485 , 0.046803 , 0.042633 
 483 , 0.087256 , 0.069035 , 0.083994 , 0.071486 , 0.077781 , 0.072967 , 0.050852 , 0.05672 , 0.053726 , 0.053397 , 0.06189 , 0.054548 , 0.044991 , 0.056445 , 0.061715 , 0.04674 , 0.043428 , 0.046005 , 0.042611 , 0.054318 , 0.054027 , 0.067302 , 0.056265 , 0.066941 , 0.053989 , 0.062115 , 0.04572 , 0.044601 , 0.040928 , 0.038784 , 0.050589 , 0.049016 , 0.048917 , 0.050408 , 0.054751 , 0.057899 , 0.074239 , 0.051527 , 0.041926 , 0.053375 , 0.060728 , 0.059511 , 0.066683 , 0.070373 , 0.063705 , 0.052229 , 0.05258 , 0.057959 , 0.048292 , 0.056297 , 0.04362 , 0.055261 , 0.057696 , 0.047771 , 0.052991 , 0.051982 , 0.053172 , 0.050589 , 0.051883 , 0.050425 , 0.036431 , 0.043993 , 0.060388 , 0.05928 , 0.041174 , 0.036196 , 0.036305 , 0.033174 , 0.042331 , 0.041816 , 0.0527 , 0.053539 , 0.054713 , 0.04958 , 0.049016 , 0.044081 , 0.049855 , 0.04856 , 0.046828 , 0.042699 
 484 , 0.087546 , 0.069376 , 0.084425 , 0.071834 , 0.078055 , 0.073271 , 0.050943 , 0.056824 , 0.053911 , 0.053686 , 0.062074 , 0.054619 , 0.04509 , 0.056577 , 0.06185 , 0.046768 , 0.04346 , 0.046033 , 0.042632 , 0.054405 , 0.054186 , 0.067561 , 0.056479 , 0.067204 , 0.054169 , 0.062365 , 0.045869 , 0.044744 , 0.041074 , 0.038918 , 0.050658 , 0.049106 , 0.048996 , 0.050439 , 0.054882 , 0.058004 , 0.074528 , 0.051684 , 0.041974 , 0.053418 , 0.061016 , 0.059776 , 0.066913 , 0.070616 , 0.063918 , 0.052403 , 0.052759 , 0.058196 , 0.048442 , 0.056506 , 0.043702 , 0.055283 , 0.057834 , 0.047838 , 0.053099 , 0.052079 , 0.053258 , 0.050625 , 0.051953 , 0.05051 , 0.036532 , 0.044108 , 0.060626 , 0.059452 , 0.04126 , 0.036307 , 0.036372 , 0.033306 , 0.042407 , 0.041968 , 0.052869 , 0.053621 , 0.054816 , 0.04972 , 0.049127 , 0.044174 , 0.04995 , 0.048634 , 0.046906 , 0.042813 
 485 , 0.087834 , 0.069718 , 0.08486 , 0.072183 , 0.078329 , 0.073571 , 0.051032 , 0.056926 , 0.0541 , 0.053979 , 0.06226 , 0.054687 , 0.045193 , 0.056718 , 0.061991 , 0.046795 , 0.043486 , 0.046066 , 0.042663 , 0.054495 , 0.054347 , 0.067825 , 0.056696 , 0.067463 , 0.054352 , 0.062623 , 0.046016 , 0.044891 , 0.041225 , 0.039057 , 0.050736 , 0.049199 , 0.049073 , 0.050467 , 0.055011 , 0.058111 , 0.074822 , 0.051844 , 0.042021 , 0.053463 , 0.061311 , 0.060043 , 0.06715 , 0.070865 , 0.064137 , 0.052574 , 0.052942 , 0.058441 , 0.048595 , 0.056718 , 0.043788 , 0.055307 , 0.057974 , 0.047904 , 0.053211 , 0.052174 , 0.053348 , 0.050659 , 0.05202 , 0.050593 , 0.036637 , 0.044227 , 0.060872 , 0.059621 , 0.041346 , 0.036418 , 0.036445 , 0.033438 , 0.042482 , 0.04212 , 0.053041 , 0.053699 , 0.054923 , 0.049869 , 0.049243 , 0.044265 , 0.05005 , 0.048705 , 0.046988 , 0.042926 
