  time  ,:33:22 A,:33:41 A,:33:49 A,:33:56 A,:34:03 A,:34:38 A,:34:45 A,:34:51 A,:34:58 A,:35:05 A,:35:39 A,:35:47 A,:35:55 A,:36:03 A,:36:08 A,:36:46 A,:36:54 A,:37:02 A,:37:11 A,:37:19 A,:38:00 A,:38:07 A,:38:13 A,:38:20 A,:38:28 A,:40:17 A,:40:26 A,:40:33 A,:40:41 A,:40:48 A,:41:34 A,:41:43 A,:41:51 A,:42:02 A,:42:09 A,:42:49 A,:42:56 A,:43:02 A,:43:09 A,:43:17 A,:44:02 A,:44:09 A,:44:17 A,:44:25 A,:44:33 A,:45:26 A,:45:34 A,:45:42 A,:45:51 A,:46:03 A,:46:54 A,:47:02 A,:47:09 A,:47:17 A,:47:25 A,:48:21 A,:48:29 A,:48:35 A,:48:43 A,:48:52 A,:49:38 A,:49:46 A,:49:54 A,:50:04 A,:50:12 A,:51:02 A,:51:09 A,:51:17 A,:51:26 A,:51:34 A,:51:43 A,:51:51 A,:51:59 A,:52:07 A,:52:15 A,:53:05 A,:53:15 A,:53:24 A,:53:31 A,:53:38 A,:54:59 A,:55:07 A,:55:15 A,:55:22 A,:55:31 A,:57:31 A,:57:36 A,:57:43 A,:57:52 A,:57:58 A,:00:41 A,:00:47 A,:00:54 A,:01:00 A,:01:07 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 480 , 0.046851 , 0.042083 , 0.037387 , 0.058987 , 0.04511 , 0.081745 , 0.055552 , 0.082523 , 0.036491 , 0.052056 , 0.055733 , 0.042283 , 0.03144 , 0.035477 , 0.049374 , 0.023397 , 0.045872 , 0.04165 , 0.02868 , 0.036002 , 0.060665 , 0.042438 , 0.037243 , 0.056814 , 0.046748 , 0.034853 , 0.046691 , 0.040919 , 0.050944 , 0.061983 , 0.028402 , 0.035641 , 0.039755 , 0.044585 , 0.035142 , 0.040219 , 0.036352 , 0.044101 , 0.03492 , 0.047783 , 0.033911 , 0.04994 , 0.057514 , 0.039349 , 0.027794 , 0.047489 , 0.041249 , 0.058719 , 0.035883 , 0.050656 , 0.032825 , 0.033819 , 0.043818 , 0.047036 , 0.047767 , 0.061093 , 0.060825 , 0.048993 , 0.040698 , 0.073744 , 0.018032 , 0.03075 , 0.044889 , 0.037145 , 0.03594 , 0.049873 , 0.050584 , 0.046995 , 0.033314 , 0.035435 , 0.038051 , 0.045924 , 0.03197 , 0.034699 , 0.033674 , 0.029674 , 0.02436 , 0.048936 , 0.040394 , 0.021775 , 0.043797 , 0.044266 , 0.037804 , 0.035775 , 0.041032 , 0.036254 , 0.056201 , 0.042242 , 0.059023 , 0.044266 , 0.037927 , 0.052932 , 0.047474 , 0.074547 , 0.037032 
 481 , 0.046955 , 0.042196 , 0.037422 , 0.05913 , 0.045209 , 0.081941 , 0.055674 , 0.082698 , 0.036593 , 0.052059 , 0.055752 , 0.042454 , 0.03153 , 0.035563 , 0.049432 , 0.023382 , 0.045961 , 0.041666 , 0.028697 , 0.036093 , 0.060778 , 0.04251 , 0.037298 , 0.056952 , 0.046842 , 0.034934 , 0.046744 , 0.041048 , 0.05106 , 0.062153 , 0.028409 , 0.035727 , 0.039822 , 0.044673 , 0.035135 , 0.04028 , 0.036428 , 0.044174 , 0.035042 , 0.047887 , 0.034038 , 0.050066 , 0.057631 , 0.039436 , 0.027868 , 0.04763 , 0.04131 , 0.058847 , 0.035975 , 0.050807 , 0.0329 , 0.033755 , 0.043942 , 0.047145 , 0.047836 , 0.061314 , 0.061015 , 0.049128 , 0.040795 , 0.073901 , 0.018047 , 0.030788 , 0.045003 , 0.037216 , 0.035975 , 0.049968 , 0.05073 , 0.047068 , 0.033384 , 0.035496 , 0.038153 , 0.045976 , 0.032066 , 0.034754 , 0.03377 , 0.029727 , 0.02435 , 0.048974 , 0.040435 , 0.021775 , 0.043906 , 0.044354 , 0.037839 , 0.03582 , 0.04112 , 0.036335 , 0.056272 , 0.042309 , 0.059218 , 0.044354 , 0.037983 , 0.052991 , 0.047557 , 0.074648 , 0.037128 
 482 , 0.047059 , 0.04231 , 0.037457 , 0.059274 , 0.045308 , 0.082136 , 0.055791 , 0.082878 , 0.036689 , 0.052067 , 0.05577 , 0.042619 , 0.03162 , 0.035649 , 0.049486 , 0.023367 , 0.046055 , 0.041676 , 0.028715 , 0.036179 , 0.060891 , 0.042583 , 0.037359 , 0.057094 , 0.04693 , 0.035015 , 0.046791 , 0.041171 , 0.051175 , 0.062318 , 0.028411 , 0.035813 , 0.039893 , 0.044757 , 0.035123 , 0.040342 , 0.036504 , 0.044252 , 0.03517 , 0.047992 , 0.034165 , 0.050191 , 0.057749 , 0.039523 , 0.027937 , 0.047775 , 0.041372 , 0.05897 , 0.036061 , 0.050959 , 0.03298 , 0.033691 , 0.044071 , 0.047255 , 0.047909 , 0.061535 , 0.061205 , 0.049269 , 0.040898 , 0.074058 , 0.018066 , 0.030827 , 0.045117 , 0.037292 , 0.036009 , 0.050068 , 0.050871 , 0.047147 , 0.033449 , 0.035556 , 0.038255 , 0.046034 , 0.032161 , 0.034814 , 0.033866 , 0.029781 , 0.024346 , 0.049017 , 0.040481 , 0.021776 , 0.04402 , 0.044442 , 0.037874 , 0.03586 , 0.041202 , 0.036416 , 0.056347 , 0.042377 , 0.059413 , 0.044447 , 0.038034 , 0.05305 , 0.047641 , 0.074754 , 0.03723 
 483 , 0.047159 , 0.042423 , 0.037492 , 0.059417 , 0.045412 , 0.082327 , 0.055913 , 0.083053 , 0.036791 , 0.052075 , 0.055795 , 0.042784 , 0.031711 , 0.035735 , 0.049544 , 0.023353 , 0.046144 , 0.041686 , 0.028737 , 0.036266 , 0.060999 , 0.042655 , 0.03742 , 0.057233 , 0.047025 , 0.035096 , 0.046839 , 0.0413 , 0.051291 , 0.062488 , 0.028418 , 0.0359 , 0.039965 , 0.044845 , 0.035117 , 0.040409 , 0.03658 , 0.044325 , 0.035292 , 0.048102 , 0.034287 , 0.050317 , 0.057866 , 0.039615 , 0.028011 , 0.047916 , 0.041439 , 0.059098 , 0.036152 , 0.051111 , 0.033061 , 0.033633 , 0.044196 , 0.047365 , 0.047983 , 0.061757 , 0.061401 , 0.049411 , 0.040996 , 0.074221 , 0.018086 , 0.030871 , 0.045232 , 0.037368 , 0.036049 , 0.050163 , 0.051013 , 0.047221 , 0.033519 , 0.035616 , 0.038358 , 0.046092 , 0.032257 , 0.034869 , 0.033962 , 0.029835 , 0.024342 , 0.04906 , 0.040527 , 0.021781 , 0.044134 , 0.044531 , 0.037909 , 0.0359 , 0.04129 , 0.036498 , 0.056418 , 0.042444 , 0.059613 , 0.044541 , 0.03809 , 0.05311 , 0.047726 , 0.07486 , 0.037327 
 484 , 0.047314 , 0.04247 , 0.037678 , 0.059639 , 0.045608 , 0.082528 , 0.056166 , 0.083301 , 0.036869 , 0.052214 , 0.055965 , 0.042954 , 0.031773 , 0.035833 , 0.049735 , 0.02342 , 0.046149 , 0.041743 , 0.028846 , 0.036214 , 0.061231 , 0.042805 , 0.0376 , 0.05732 , 0.047066 , 0.03522 , 0.046963 , 0.041434 , 0.051456 , 0.062674 , 0.028475 , 0.036008 , 0.040105 , 0.044954 , 0.035127 , 0.040512 , 0.036699 , 0.044469 , 0.035421 , 0.048272 , 0.034416 , 0.050498 , 0.058042 , 0.039759 , 0.028155 , 0.04804 , 0.041604 , 0.059273 , 0.036281 , 0.051271 , 0.033143 , 0.033643 , 0.044346 , 0.047484 , 0.048117 , 0.061989 , 0.061639 , 0.049601 , 0.04114 , 0.074495 , 0.018169 , 0.030969 , 0.045355 , 0.037441 , 0.036147 , 0.050318 , 0.051158 , 0.047381 , 0.033581 , 0.03574 , 0.038497 , 0.04619 , 0.032381 , 0.034957 , 0.034102 , 0.029912 , 0.024404 , 0.049189 , 0.040666 , 0.021838 , 0.044268 , 0.044603 , 0.038028 , 0.036034 , 0.041424 , 0.036627 , 0.056547 , 0.042568 , 0.059835 , 0.044686 , 0.038188 , 0.053214 , 0.047819 , 0.074979 , 0.037461 
 485 , 0.047467 , 0.042516 , 0.037863 , 0.059868 , 0.045803 , 0.082728 , 0.056421 , 0.083558 , 0.036956 , 0.052361 , 0.056143 , 0.043124 , 0.031835 , 0.035936 , 0.049935 , 0.023478 , 0.046158 , 0.041799 , 0.028955 , 0.036153 , 0.061455 , 0.042954 , 0.037781 , 0.057405 , 0.047106 , 0.035349 , 0.04708 , 0.041573 , 0.051614 , 0.062861 , 0.028533 , 0.036122 , 0.040243 , 0.045061 , 0.035138 , 0.04062 , 0.036822 , 0.044613 , 0.035555 , 0.048446 , 0.034545 , 0.050677 , 0.058219 , 0.039903 , 0.028301 , 0.048168 , 0.041769 , 0.059451 , 0.03641 , 0.051429 , 0.033231 , 0.033654 , 0.044494 , 0.047606 , 0.04825 , 0.062223 , 0.061877 , 0.04979 , 0.041289 , 0.074763 , 0.018254 , 0.031068 , 0.045483 , 0.037513 , 0.036251 , 0.050471 , 0.051295 , 0.047544 , 0.033649 , 0.035864 , 0.038636 , 0.046287 , 0.0325 , 0.03504 , 0.034246 , 0.029986 , 0.024468 , 0.049316 , 0.0408 , 0.021897 , 0.044406 , 0.044679 , 0.038141 , 0.036163 , 0.041562 , 0.036755 , 0.056679 , 0.042691 , 0.060059 , 0.044834 , 0.038291 , 0.05332 , 0.04791 , 0.075098 , 0.0376 
 486 , 0.047625 , 0.042566 , 0.038049 , 0.060092 , 0.046002 , 0.082928 , 0.056671 , 0.083814 , 0.037039 , 0.052504 , 0.056316 , 0.043293 , 0.031898 , 0.03604 , 0.050129 , 0.023547 , 0.046167 , 0.041856 , 0.029064 , 0.036096 , 0.061683 , 0.043107 , 0.037961 , 0.057495 , 0.047151 , 0.035473 , 0.047203 , 0.041706 , 0.051777 , 0.063049 , 0.028591 , 0.036235 , 0.040382 , 0.045168 , 0.035154 , 0.040722 , 0.036941 , 0.044761 , 0.035684 , 0.048619 , 0.034674 , 0.05086 , 0.058397 , 0.040053 , 0.028446 , 0.048295 , 0.041938 , 0.059628 , 0.036539 , 0.051592 , 0.033314 , 0.033665 , 0.044642 , 0.047723 , 0.048388 , 0.062456 , 0.062121 , 0.049979 , 0.041433 , 0.075036 , 0.018339 , 0.031171 , 0.045616 , 0.03759 , 0.036354 , 0.050623 , 0.051437 , 0.047708 , 0.033716 , 0.035988 , 0.038775 , 0.046384 , 0.032624 , 0.035128 , 0.034391 , 0.030059 , 0.024531 , 0.049449 , 0.040939 , 0.021955 , 0.044545 , 0.044751 , 0.03826 , 0.036297 , 0.041696 , 0.036884 , 0.056815 , 0.042819 , 0.060282 , 0.044982 , 0.038394 , 0.053426 , 0.048001 , 0.075216 , 0.03774 
 487 , 0.047825 , 0.042742 , 0.038241 , 0.060337 , 0.046138 , 0.083262 , 0.056906 , 0.084168 , 0.037217 , 0.052682 , 0.056525 , 0.043494 , 0.032093 , 0.036178 , 0.050367 , 0.023671 , 0.046272 , 0.04195 , 0.029186 , 0.036162 , 0.061917 , 0.043216 , 0.038143 , 0.057698 , 0.047306 , 0.035627 , 0.047404 , 0.041863 , 0.051998 , 0.063342 , 0.028661 , 0.036399 , 0.040541 , 0.04532 , 0.035205 , 0.04087 , 0.037088 , 0.044975 , 0.035854 , 0.048839 , 0.034876 , 0.051098 , 0.058676 , 0.040247 , 0.028605 , 0.048505 , 0.042125 , 0.059895 , 0.036682 , 0.051792 , 0.033456 , 0.033683 , 0.044831 , 0.047908 , 0.048582 , 0.062735 , 0.062421 , 0.050279 , 0.041636 , 0.075365 , 0.018454 , 0.031306 , 0.045834 , 0.037701 , 0.036492 , 0.05084 , 0.051607 , 0.047903 , 0.033811 , 0.036152 , 0.038925 , 0.046539 , 0.032777 , 0.035277 , 0.034573 , 0.030158 , 0.024607 , 0.049647 , 0.041127 , 0.022071 , 0.044713 , 0.044898 , 0.0384 , 0.03645 , 0.041873 , 0.037063 , 0.056999 , 0.042995 , 0.060584 , 0.045171 , 0.038544 , 0.053546 , 0.048144 , 0.075448 , 0.037912 
 488 , 0.048044 , 0.042987 , 0.038445 , 0.060587 , 0.046239 , 0.083665 , 0.057119 , 0.08457 , 0.037436 , 0.05287 , 0.056744 , 0.043713 , 0.032359 , 0.03633 , 0.050627 , 0.023824 , 0.046429 , 0.042061 , 0.029313 , 0.036289 , 0.062146 , 0.043306 , 0.038332 , 0.057963 , 0.04752 , 0.03579 , 0.047643 , 0.042025 , 0.052253 , 0.063684 , 0.028737 , 0.036588 , 0.040714 , 0.045493 , 0.035281 , 0.041043 , 0.037246 , 0.045215 , 0.036042 , 0.049078 , 0.035116 , 0.051373 , 0.059007 , 0.040467 , 0.028768 , 0.04876 , 0.042329 , 0.060206 , 0.03684 , 0.052021 , 0.03363 , 0.033712 , 0.04504 , 0.048122 , 0.048806 , 0.063041 , 0.062753 , 0.050632 , 0.041861 , 0.075722 , 0.018587 , 0.031459 , 0.0461 , 0.037833 , 0.036644 , 0.051095 , 0.051795 , 0.048106 , 0.033918 , 0.036336 , 0.039078 , 0.046727 , 0.032945 , 0.035456 , 0.034777 , 0.03027 , 0.024694 , 0.049886 , 0.041341 , 0.022214 , 0.044896 , 0.045081 , 0.038548 , 0.036613 , 0.042061 , 0.037272 , 0.057202 , 0.043198 , 0.060926 , 0.04538 , 0.038717 , 0.053678 , 0.048317 , 0.075737 , 0.038105 
 489 , 0.048269 , 0.043232 , 0.038644 , 0.060836 , 0.046339 , 0.084062 , 0.057333 , 0.084968 , 0.037661 , 0.053063 , 0.056962 , 0.043927 , 0.03262 , 0.036488 , 0.050887 , 0.023983 , 0.046581 , 0.042178 , 0.029435 , 0.036411 , 0.062379 , 0.043392 , 0.03852 , 0.058223 , 0.047734 , 0.035948 , 0.047888 , 0.042188 , 0.052502 , 0.064025 , 0.028813 , 0.036776 , 0.040887 , 0.04566 , 0.035356 , 0.041211 , 0.037404 , 0.04546 , 0.036231 , 0.049318 , 0.035351 , 0.051638 , 0.059334 , 0.040686 , 0.028931 , 0.049009 , 0.042533 , 0.060512 , 0.036992 , 0.05225 , 0.033798 , 0.033736 , 0.045244 , 0.048335 , 0.04903 , 0.063346 , 0.063079 , 0.05098 , 0.04209 , 0.076078 , 0.018715 , 0.031611 , 0.04636 , 0.037965 , 0.036797 , 0.051345 , 0.051983 , 0.04831 , 0.034029 , 0.036519 , 0.03923 , 0.04691 , 0.033108 , 0.035634 , 0.034986 , 0.030382 , 0.024775 , 0.050121 , 0.04155 , 0.022352 , 0.045084 , 0.045259 , 0.038695 , 0.036781 , 0.04225 , 0.037476 , 0.05741 , 0.043402 , 0.061268 , 0.045588 , 0.038891 , 0.053809 , 0.048485 , 0.076017 , 0.038294 
 490 , 0.048522 , 0.043509 , 0.038877 , 0.061164 , 0.046522 , 0.08452 , 0.057612 , 0.085435 , 0.037875 , 0.053298 , 0.057257 , 0.044214 , 0.032893 , 0.036697 , 0.05118 , 0.024148 , 0.046779 , 0.042337 , 0.029603 , 0.036574 , 0.06265 , 0.043556 , 0.038713 , 0.058537 , 0.047987 , 0.036142 , 0.048157 , 0.042414 , 0.052789 , 0.064418 , 0.028919 , 0.036975 , 0.041093 , 0.045895 , 0.035474 , 0.041417 , 0.037618 , 0.045741 , 0.036446 , 0.049612 , 0.035613 , 0.051977 , 0.059704 , 0.040939 , 0.029104 , 0.049298 , 0.042759 , 0.060871 , 0.037181 , 0.052522 , 0.033988 , 0.033798 , 0.045499 , 0.048594 , 0.049304 , 0.063719 , 0.063462 , 0.051375 , 0.042353 , 0.076505 , 0.018868 , 0.031803 , 0.046646 , 0.038132 , 0.03698 , 0.051612 , 0.052198 , 0.048548 , 0.034178 , 0.036713 , 0.039427 , 0.047149 , 0.033304 , 0.035849 , 0.035217 , 0.030538 , 0.024883 , 0.050414 , 0.041813 , 0.022523 , 0.045319 , 0.045489 , 0.038867 , 0.03697 , 0.042476 , 0.03771 , 0.057663 , 0.043638 , 0.061668 , 0.045849 , 0.039088 , 0.053982 , 0.048692 , 0.076346 , 0.038502 
 491 , 0.048866 , 0.043861 , 0.039161 , 0.061676 , 0.046894 , 0.085118 , 0.058036 , 0.08606 , 0.038079 , 0.053634 , 0.057716 , 0.044659 , 0.033204 , 0.037045 , 0.051548 , 0.024353 , 0.047079 , 0.042595 , 0.029852 , 0.036823 , 0.063009 , 0.043892 , 0.038924 , 0.058962 , 0.048325 , 0.036401 , 0.048495 , 0.04279 , 0.053165 , 0.064925 , 0.0291 , 0.037214 , 0.041369 , 0.046276 , 0.03569 , 0.041725 , 0.037951 , 0.046127 , 0.036715 , 0.050019 , 0.035938 , 0.05246 , 0.060177 , 0.041282 , 0.029301 , 0.049679 , 0.043053 , 0.061362 , 0.037446 , 0.052892 , 0.034213 , 0.03394 , 0.04588 , 0.048953 , 0.049695 , 0.064245 , 0.063967 , 0.051862 , 0.042698 , 0.077081 , 0.019076 , 0.032086 , 0.046971 , 0.038373 , 0.03723 , 0.051914 , 0.05246 , 0.048861 , 0.034414 , 0.036936 , 0.039742 , 0.047517 , 0.033564 , 0.036138 , 0.0355 , 0.030804 , 0.025059 , 0.050843 , 0.042193 , 0.022767 , 0.045684 , 0.045823 , 0.039109 , 0.037214 , 0.042775 , 0.037992 , 0.058051 , 0.043964 , 0.06218 , 0.046235 , 0.039341 , 0.054267 , 0.048995 , 0.076772 , 0.038759 
 492 , 0.0492 , 0.044208 , 0.039444 , 0.062183 , 0.047261 , 0.085705 , 0.05846 , 0.086674 , 0.038284 , 0.053964 , 0.058171 , 0.045106 , 0.03351 , 0.037392 , 0.051917 , 0.024548 , 0.047379 , 0.042847 , 0.030096 , 0.037072 , 0.063368 , 0.044229 , 0.039135 , 0.059383 , 0.048663 , 0.03666 , 0.048833 , 0.043162 , 0.053531 , 0.065426 , 0.029281 , 0.037449 , 0.041641 , 0.046658 , 0.035902 , 0.042027 , 0.038279 , 0.046508 , 0.036985 , 0.050427 , 0.036263 , 0.052938 , 0.060646 , 0.04162 , 0.029493 , 0.05005 , 0.043342 , 0.061842 , 0.037712 , 0.053268 , 0.034438 , 0.034087 , 0.046255 , 0.049303 , 0.050081 , 0.064761 , 0.064462 , 0.05235 , 0.043043 , 0.077656 , 0.019284 , 0.032365 , 0.047297 , 0.038619 , 0.03748 , 0.052216 , 0.052726 , 0.049174 , 0.034649 , 0.03716 , 0.040047 , 0.04788 , 0.033824 , 0.036428 , 0.035783 , 0.031071 , 0.025229 , 0.051262 , 0.042569 , 0.023007 , 0.046039 , 0.046157 , 0.039346 , 0.037459 , 0.043069 , 0.038274 , 0.058429 , 0.044281 , 0.062693 , 0.046611 , 0.039589 , 0.054541 , 0.049287 , 0.077197 , 0.039011 
 493 , 0.049528 , 0.04455 , 0.039722 , 0.062679 , 0.047622 , 0.086291 , 0.058873 , 0.087283 , 0.038483 , 0.054288 , 0.058626 , 0.045547 , 0.033815 , 0.037729 , 0.05228 , 0.024748 , 0.047674 , 0.043099 , 0.03034 , 0.037316 , 0.063722 , 0.04456 , 0.039345 , 0.059793 , 0.049001 , 0.036913 , 0.049161 , 0.043528 , 0.053896 , 0.065922 , 0.029457 , 0.037683 , 0.041912 , 0.047034 , 0.036113 , 0.042325 , 0.038607 , 0.046884 , 0.037249 , 0.050824 , 0.036583 , 0.053411 , 0.061109 , 0.041953 , 0.029685 , 0.050421 , 0.043631 , 0.062323 , 0.037972 , 0.053633 , 0.034662 , 0.034228 , 0.046626 , 0.049657 , 0.050462 , 0.065271 , 0.064951 , 0.052832 , 0.043383 , 0.078221 , 0.019487 , 0.032643 , 0.047622 , 0.03886 , 0.037724 , 0.052512 , 0.052987 , 0.049476 , 0.034879 , 0.037378 , 0.040352 , 0.048237 , 0.034084 , 0.036717 , 0.036061 , 0.031327 , 0.025399 , 0.051681 , 0.042944 , 0.023241 , 0.046388 , 0.046486 , 0.039578 , 0.037698 , 0.043363 , 0.03855 , 0.058801 , 0.044597 , 0.063195 , 0.046987 , 0.039836 , 0.05482 , 0.049579 , 0.077612 , 0.039258 
 494 , 0.049907 , 0.044906 , 0.040064 , 0.063143 , 0.047983 , 0.086863 , 0.059305 , 0.087794 , 0.038823 , 0.054609 , 0.059052 , 0.045971 , 0.034116 , 0.038052 , 0.052623 , 0.024972 , 0.048035 , 0.043416 , 0.03077 , 0.037587 , 0.064121 , 0.044895 , 0.039661 , 0.060143 , 0.049318 , 0.037209 , 0.049509 , 0.043835 , 0.054273 , 0.066397 , 0.029684 , 0.038042 , 0.042221 , 0.047378 , 0.036387 , 0.042645 , 0.038916 , 0.047306 , 0.037592 , 0.0512 , 0.036982 , 0.053854 , 0.061607 , 0.042335 , 0.029927 , 0.050823 , 0.04399 , 0.062771 , 0.038228 , 0.05405 , 0.034882 , 0.034354 , 0.047037 , 0.050042 , 0.050812 , 0.065745 , 0.065419 , 0.053295 , 0.043778 , 0.078805 , 0.019706 , 0.032911 , 0.047968 , 0.039175 , 0.037985 , 0.05285 , 0.053285 , 0.049788 , 0.035078 , 0.037644 , 0.04068 , 0.048552 , 0.034354 , 0.036997 , 0.036402 , 0.031592 , 0.025629 , 0.052106 , 0.043385 , 0.023555 , 0.046737 , 0.046757 , 0.039827 , 0.037933 , 0.04367 , 0.038896 , 0.059135 , 0.044942 , 0.063702 , 0.047368 , 0.040106 , 0.0551 , 0.049887 , 0.078019 , 0.039568 
 495 , 0.050289 , 0.045255 , 0.040407 , 0.063599 , 0.048341 , 0.087428 , 0.05973 , 0.088298 , 0.039169 , 0.054929 , 0.059476 , 0.046389 , 0.03442 , 0.038372 , 0.052961 , 0.025201 , 0.048393 , 0.043737 , 0.031214 , 0.037859 , 0.064516 , 0.045229 , 0.039988 , 0.060481 , 0.049636 , 0.037502 , 0.049854 , 0.044131 , 0.054644 , 0.066862 , 0.029909 , 0.038408 , 0.04253 , 0.04772 , 0.036657 , 0.042966 , 0.039226 , 0.04773 , 0.037942 , 0.051578 , 0.037377 , 0.054297 , 0.062102 , 0.042712 , 0.030163 , 0.051226 , 0.044354 , 0.063216 , 0.038486 , 0.054468 , 0.035093 , 0.034472 , 0.047445 , 0.050423 , 0.051154 , 0.066214 , 0.065883 , 0.053754 , 0.044172 , 0.079385 , 0.019924 , 0.033177 , 0.04831 , 0.03949 , 0.038242 , 0.053189 , 0.053583 , 0.050102 , 0.035269 , 0.037911 , 0.041003 , 0.048864 , 0.034627 , 0.037274 , 0.036745 , 0.031856 , 0.025859 , 0.052526 , 0.043825 , 0.02387 , 0.047078 , 0.047026 , 0.04007 , 0.038159 , 0.043986 , 0.039237 , 0.059466 , 0.045286 , 0.064205 , 0.047746 , 0.040371 , 0.05538 , 0.050196 , 0.078416 , 0.039884 
 496 , 0.05066 , 0.045604 , 0.04075 , 0.064055 , 0.0487 , 0.087992 , 0.06015 , 0.088801 , 0.03951 , 0.055244 , 0.059901 , 0.046807 , 0.034719 , 0.038691 , 0.053294 , 0.025426 , 0.048752 , 0.044053 , 0.031654 , 0.038131 , 0.064905 , 0.045562 , 0.040309 , 0.060824 , 0.049949 , 0.037794 , 0.050193 , 0.044427 , 0.055011 , 0.067327 , 0.030135 , 0.038774 , 0.04284 , 0.048057 , 0.036928 , 0.043281 , 0.039531 , 0.04815 , 0.038287 , 0.051946 , 0.037773 , 0.054736 , 0.062592 , 0.043089 , 0.030399 , 0.051624 , 0.044712 , 0.063655 , 0.038743 , 0.054881 , 0.035305 , 0.034594 , 0.047849 , 0.050805 , 0.051495 , 0.066684 , 0.066342 , 0.054212 , 0.044561 , 0.079965 , 0.020142 , 0.033438 , 0.048653 , 0.039801 , 0.038499 , 0.053522 , 0.053885 , 0.050411 , 0.03546 , 0.038178 , 0.04132 , 0.049172 , 0.0349 , 0.03755 , 0.037084 , 0.032116 , 0.02609 , 0.052947 , 0.044266 , 0.024181 , 0.047419 , 0.047289 , 0.040319 , 0.038385 , 0.044292 , 0.039578 , 0.059787 , 0.04563 , 0.064708 , 0.048124 , 0.040636 , 0.055659 , 0.050499 , 0.078813 , 0.04019 
 497 , 0.051084 , 0.046056 , 0.041064 , 0.064513 , 0.049064 , 0.08859 , 0.060632 , 0.089369 , 0.039864 , 0.055593 , 0.060321 , 0.047256 , 0.035121 , 0.039095 , 0.053739 , 0.025714 , 0.049157 , 0.04442 , 0.032098 , 0.038461 , 0.065339 , 0.045905 , 0.040638 , 0.061256 , 0.050326 , 0.038124 , 0.050586 , 0.044788 , 0.055417 , 0.067848 , 0.030399 , 0.039189 , 0.043199 , 0.048497 , 0.037267 , 0.04364 , 0.0399 , 0.048612 , 0.038648 , 0.052367 , 0.038207 , 0.055219 , 0.063126 , 0.043542 , 0.03069 , 0.052066 , 0.045069 , 0.064149 , 0.039038 , 0.055318 , 0.035599 , 0.034768 , 0.04829 , 0.051199 , 0.051884 , 0.067214 , 0.066861 , 0.054757 , 0.045012 , 0.080554 , 0.020425 , 0.033755 , 0.049058 , 0.040108 , 0.038778 , 0.053853 , 0.054212 , 0.050783 , 0.035719 , 0.038498 , 0.041698 , 0.04951 , 0.035209 , 0.037838 , 0.037454 , 0.032451 , 0.026389 , 0.053495 , 0.044768 , 0.024586 , 0.047812 , 0.04764 , 0.040586 , 0.038695 , 0.044638 , 0.039963 , 0.060144 , 0.045999 , 0.06525 , 0.048544 , 0.040929 , 0.055936 , 0.050845 , 0.079229 , 0.04055 
 498 , 0.051541 , 0.04658 , 0.04136 , 0.064962 , 0.049425 , 0.089198 , 0.061156 , 0.089978 , 0.040221 , 0.055966 , 0.060734 , 0.047724 , 0.035598 , 0.039555 , 0.054255 , 0.026046 , 0.049596 , 0.044823 , 0.032546 , 0.038838 , 0.065804 , 0.046258 , 0.04097 , 0.061759 , 0.050735 , 0.038479 , 0.051011 , 0.045197 , 0.055852 , 0.068409 , 0.030684 , 0.039639 , 0.043596 , 0.049009 , 0.037657 , 0.044032 , 0.040309 , 0.049087 , 0.03902 , 0.05282 , 0.038656 , 0.055727 , 0.063693 , 0.044043 , 0.031012 , 0.052534 , 0.045421 , 0.064671 , 0.039368 , 0.055758 , 0.035947 , 0.034969 , 0.048754 , 0.051593 , 0.052305 , 0.067785 , 0.067416 , 0.055368 , 0.045494 , 0.081154 , 0.020758 , 0.034106 , 0.049508 , 0.040398 , 0.039067 , 0.054183 , 0.054557 , 0.051198 , 0.036019 , 0.038853 , 0.042108 , 0.049877 , 0.035546 , 0.038131 , 0.037839 , 0.032842 , 0.026743 , 0.054146 , 0.045301 , 0.025053 , 0.048239 , 0.048057 , 0.04086 , 0.039056 , 0.04501 , 0.040372 , 0.060516 , 0.046378 , 0.06582 , 0.048998 , 0.04124 , 0.0562 , 0.051213 , 0.079662 , 0.040933 
