  time  ,35:22 PM,35:34 PM,35:47 PM,35:57 PM,36:07 PM,37:07 PM,37:29 PM,37:49 PM,38:02 PM,38:14 PM,39:00 PM,39:11 PM,39:23 PM,39:38 PM,39:48 PM,41:05 PM,41:21 PM,41:34 PM,41:45 PM,41:58 PM,42:43 PM,42:58 PM,43:12 PM,43:22 PM,43:34 PM,48:04 PM,48:16 PM,48:29 PM,48:40 PM,48:50 PM,49:35 PM,49:46 PM,49:58 PM,50:11 PM,50:19 PM,51:18 PM,51:29 PM,51:46 PM,51:59 PM,52:08 PM,53:08 PM,53:19 PM,53:28 PM,53:40 PM,53:54 PM,55:10 PM,55:26 PM,55:37 PM,55:49 PM,55:58 PM,57:32 PM,57:44 PM,57:57 PM,58:06 PM,58:18 PM,59:12 PM,59:27 PM,59:39 PM,59:49 PM,59:59 PM,01:10 PM,01:22 PM,01:34 PM,01:43 PM,01:53 PM,02:40 PM,02:51 PM,03:02 PM,03:14 PM,03:23 PM,04:20 PM,04:32 PM,04:42 PM,04:52 PM,05:02 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 407 , 0.065378 , 0.05867 , 0.046132 , 0.042007 , 0.047266 , 0.035715 , 0.029127 , 0.031499 , 0.036084 , 0.035078 , 0.049388 , 0.048992 , 0.054158 , 0.042081 , 0.03625 , 0.054435 , 0.062139 , 0.036961 , 0.034303 , 0.062453 , 0.031416 , 0.086211 , 0.031775 , 0.064086 , 0.068376 , 0.077861 , 0.084439 , 0.060026 , 0.055967 , 0.066882 , 0.034368 , 0.028205 , 0.025612 , 0.034313 , 0.050256 , 0.028371 , 0.029783 , 0.029211 , 0.027411 , 0.032209 , 0.040254 , 0.031665 , 0.025631 , 0.077289 , 0.070563 , 0.032781 , 0.039526 , 0.024745 , 0.049361 , 0.047571 , 0.048844 , 0.024985 , 0.035346 , 0.051298 , 0.044554 , 0.049361 , 0.049259 , 0.041878 , 0.031775 , 0.054657 , 0.059325 , 0.053153 , 0.042137 , 0.033436 , 0.060146 , 0.034875 , 0.034746 , 0.037911 , 0.059122 , 0.042506 , 0.058901 , 0.05629 , 0.045569 , 0.051289 , 0.053688 
 408 , 0.065536 , 0.058673 , 0.046202 , 0.042119 , 0.047374 , 0.035842 , 0.029192 , 0.03162 , 0.036214 , 0.035135 , 0.049624 , 0.04928 , 0.054358 , 0.042268 , 0.036353 , 0.054507 , 0.062281 , 0.037134 , 0.0344 , 0.062653 , 0.031666 , 0.087056 , 0.032122 , 0.06482 , 0.069024 , 0.078296 , 0.084815 , 0.0603 , 0.05646 , 0.067452 , 0.034428 , 0.028346 , 0.025696 , 0.034372 , 0.050387 , 0.028458 , 0.029871 , 0.029323 , 0.027528 , 0.032336 , 0.040399 , 0.031936 , 0.025789 , 0.077431 , 0.070651 , 0.032912 , 0.039664 , 0.02484 , 0.04955 , 0.047718 , 0.049075 , 0.0251 , 0.035553 , 0.051531 , 0.04463 , 0.049568 , 0.049457 , 0.041998 , 0.031871 , 0.054916 , 0.059491 , 0.053381 , 0.042231 , 0.033647 , 0.060365 , 0.034995 , 0.03493 , 0.038092 , 0.059259 , 0.042854 , 0.059082 , 0.056487 , 0.045653 , 0.05141 , 0.05379 
 409 , 0.065688 , 0.05868 , 0.046275 , 0.042227 , 0.047483 , 0.035969 , 0.029251 , 0.031743 , 0.036343 , 0.035182 , 0.049844 , 0.049554 , 0.054557 , 0.042452 , 0.036446 , 0.054576 , 0.062418 , 0.037299 , 0.034479 , 0.06284 , 0.031912 , 0.087865 , 0.032446 , 0.065519 , 0.069623 , 0.078711 , 0.085167 , 0.060554 , 0.056928 , 0.067993 , 0.034479 , 0.028483 , 0.025775 , 0.034423 , 0.050519 , 0.028539 , 0.029954 , 0.029419 , 0.02763 , 0.032446 , 0.040531 , 0.032193 , 0.025943 , 0.077559 , 0.070738 , 0.033036 , 0.039791 , 0.024941 , 0.049732 , 0.047858 , 0.049301 , 0.025213 , 0.035753 , 0.051756 , 0.044701 , 0.04977 , 0.049638 , 0.042115 , 0.031959 , 0.055166 , 0.059654 , 0.053592 , 0.042321 , 0.033832 , 0.060572 , 0.035097 , 0.035107 , 0.038264 , 0.059392 , 0.043183 , 0.059242 , 0.056675 , 0.045731 , 0.051512 , 0.053892 
 410 , 0.065772 , 0.058653 , 0.046277 , 0.042271 , 0.047641 , 0.036083 , 0.029275 , 0.031739 , 0.036394 , 0.035246 , 0.050086 , 0.049691 , 0.054854 , 0.04261 , 0.03661 , 0.054675 , 0.062537 , 0.037334 , 0.034522 , 0.062997 , 0.032021 , 0.088605 , 0.032651 , 0.066308 , 0.070323 , 0.079135 , 0.085539 , 0.060806 , 0.057477 , 0.068546 , 0.034569 , 0.028541 , 0.025852 , 0.034456 , 0.050716 , 0.028504 , 0.029952 , 0.029397 , 0.027761 , 0.032406 , 0.040729 , 0.032331 , 0.026068 , 0.07763 , 0.070822 , 0.033036 , 0.039882 , 0.024939 , 0.049822 , 0.04797 , 0.049465 , 0.025363 , 0.035961 , 0.052042 , 0.044801 , 0.049963 , 0.049775 , 0.042186 , 0.031983 , 0.05538 , 0.059791 , 0.0538 , 0.042478 , 0.03409 , 0.060816 , 0.035133 , 0.035312 , 0.038425 , 0.059443 , 0.043475 , 0.059349 , 0.056847 , 0.045892 , 0.051684 , 0.054017 
 411 , 0.065862 , 0.058641 , 0.046277 , 0.042322 , 0.047778 , 0.036187 , 0.029297 , 0.031732 , 0.036442 , 0.0353 , 0.050317 , 0.049807 , 0.05514 , 0.042766 , 0.036763 , 0.054781 , 0.062653 , 0.037367 , 0.034554 , 0.063134 , 0.032129 , 0.089307 , 0.032846 , 0.067051 , 0.070968 , 0.079529 , 0.08589 , 0.061039 , 0.057999 , 0.069071 , 0.034658 , 0.028589 , 0.025927 , 0.034488 , 0.050902 , 0.028457 , 0.029958 , 0.029382 , 0.027881 , 0.032374 , 0.040906 , 0.032459 , 0.026182 , 0.077698 , 0.070911 , 0.033044 , 0.039962 , 0.024936 , 0.049911 , 0.04808 , 0.049618 , 0.025493 , 0.036159 , 0.052317 , 0.044889 , 0.050137 , 0.049901 , 0.042256 , 0.032006 , 0.055574 , 0.059915 , 0.054007 , 0.042624 , 0.034328 , 0.061048 , 0.035168 , 0.035498 , 0.038566 , 0.0595 , 0.043757 , 0.059434 , 0.057008 , 0.046041 , 0.051855 , 0.054139 
 412 , 0.065936 , 0.058615 , 0.046284 , 0.042363 , 0.047922 , 0.036283 , 0.029322 , 0.031727 , 0.036491 , 0.035354 , 0.050527 , 0.04993 , 0.055404 , 0.042903 , 0.036908 , 0.054874 , 0.062753 , 0.037391 , 0.034578 , 0.063274 , 0.032229 , 0.089963 , 0.033034 , 0.067735 , 0.07158 , 0.079905 , 0.086222 , 0.061257 , 0.058482 , 0.069563 , 0.034739 , 0.02864 , 0.025997 , 0.034521 , 0.051085 , 0.028422 , 0.029966 , 0.029369 , 0.027996 , 0.032343 , 0.041075 , 0.032579 , 0.026291 , 0.077765 , 0.070993 , 0.033044 , 0.040042 , 0.024937 , 0.049987 , 0.048178 , 0.049759 , 0.025628 , 0.036339 , 0.052572 , 0.044977 , 0.050309 , 0.050025 , 0.042325 , 0.03203 , 0.055754 , 0.060035 , 0.054192 , 0.042761 , 0.034559 , 0.061266 , 0.035203 , 0.035667 , 0.038707 , 0.059552 , 0.04402 , 0.059524 , 0.057166 , 0.046189 , 0.052004 , 0.054249 
 413 , 0.066058 , 0.058702 , 0.046374 , 0.042439 , 0.048094 , 0.03646 , 0.029427 , 0.031832 , 0.036622 , 0.035519 , 0.050832 , 0.050166 , 0.055698 , 0.043085 , 0.037059 , 0.054976 , 0.06295 , 0.037553 , 0.034731 , 0.063492 , 0.032459 , 0.090761 , 0.033314 , 0.068492 , 0.072313 , 0.080354 , 0.086665 , 0.061582 , 0.059025 , 0.070126 , 0.034854 , 0.028724 , 0.026119 , 0.034626 , 0.051307 , 0.028486 , 0.030026 , 0.029455 , 0.028087 , 0.032392 , 0.041251 , 0.032792 , 0.026471 , 0.07793 , 0.071143 , 0.033134 , 0.040196 , 0.025045 , 0.050166 , 0.04836 , 0.050005 , 0.025796 , 0.036593 , 0.052904 , 0.045129 , 0.050585 , 0.05029 , 0.042448 , 0.032183 , 0.05604 , 0.060279 , 0.05452 , 0.042933 , 0.034835 , 0.061553 , 0.03532 , 0.035938 , 0.038884 , 0.059662 , 0.044302 , 0.059747 , 0.05738 , 0.046393 , 0.052162 , 0.054415 
 414 , 0.066213 , 0.058841 , 0.04651 , 0.042543 , 0.048284 , 0.036687 , 0.029563 , 0.031986 , 0.036802 , 0.035743 , 0.051183 , 0.050458 , 0.055999 , 0.043277 , 0.037212 , 0.055093 , 0.063199 , 0.037765 , 0.034923 , 0.063762 , 0.032758 , 0.091599 , 0.033645 , 0.069255 , 0.073088 , 0.080832 , 0.087145 , 0.06195 , 0.059604 , 0.070714 , 0.034999 , 0.028829 , 0.026264 , 0.03477 , 0.051555 , 0.0286 , 0.030126 , 0.029602 , 0.028181 , 0.032491 , 0.041427 , 0.033044 , 0.026693 , 0.078133 , 0.071334 , 0.033273 , 0.040397 , 0.025196 , 0.050382 , 0.048579 , 0.050305 , 0.025968 , 0.036878 , 0.053262 , 0.045299 , 0.050897 , 0.05063 , 0.0426 , 0.032396 , 0.056371 , 0.060576 , 0.054912 , 0.043124 , 0.035142 , 0.061873 , 0.035486 , 0.036258 , 0.03909 , 0.059804 , 0.044593 , 0.060033 , 0.05763 , 0.046624 , 0.052327 , 0.054597 
 415 , 0.066345 , 0.058969 , 0.046638 , 0.042639 , 0.048465 , 0.036899 , 0.029695 , 0.032135 , 0.036975 , 0.035952 , 0.051517 , 0.050732 , 0.05629 , 0.043461 , 0.037348 , 0.05519 , 0.063427 , 0.03797 , 0.03511 , 0.064011 , 0.033043 , 0.092405 , 0.033962 , 0.069971 , 0.073826 , 0.081288 , 0.087602 , 0.062298 , 0.060146 , 0.071281 , 0.035129 , 0.02893 , 0.026395 , 0.034909 , 0.051794 , 0.0287 , 0.030221 , 0.029743 , 0.02827 , 0.032594 , 0.041586 , 0.033283 , 0.026892 , 0.078332 , 0.071511 , 0.033407 , 0.040582 , 0.025342 , 0.050598 , 0.048781 , 0.050589 , 0.026136 , 0.037138 , 0.053602 , 0.045461 , 0.051191 , 0.050952 , 0.042754 , 0.032603 , 0.056673 , 0.060863 , 0.055276 , 0.043308 , 0.035425 , 0.062174 , 0.035636 , 0.036554 , 0.039281 , 0.059935 , 0.044868 , 0.060308 , 0.057869 , 0.046839 , 0.052483 , 0.054769 
 416 , 0.066509 , 0.059089 , 0.046755 , 0.042772 , 0.048656 , 0.037108 , 0.029842 , 0.03229 , 0.037137 , 0.036139 , 0.051833 , 0.051007 , 0.056584 , 0.043664 , 0.037512 , 0.055327 , 0.063668 , 0.038155 , 0.035294 , 0.064263 , 0.033327 , 0.093203 , 0.034277 , 0.070704 , 0.074563 , 0.081742 , 0.088058 , 0.062641 , 0.060692 , 0.071837 , 0.035285 , 0.029046 , 0.026531 , 0.035054 , 0.052025 , 0.028825 , 0.030332 , 0.0299 , 0.028374 , 0.032703 , 0.041764 , 0.033519 , 0.027107 , 0.078546 , 0.071702 , 0.033547 , 0.040775 , 0.025475 , 0.050815 , 0.048992 , 0.050854 , 0.02632 , 0.037406 , 0.053945 , 0.045623 , 0.051487 , 0.051276 , 0.042925 , 0.032808 , 0.057007 , 0.061153 , 0.055682 , 0.043492 , 0.035717 , 0.062487 , 0.035774 , 0.03683 , 0.039479 , 0.060069 , 0.045152 , 0.060568 , 0.05812 , 0.047082 , 0.052687 , 0.054972 
 417 , 0.066763 , 0.059188 , 0.04687 , 0.042991 , 0.048891 , 0.037332 , 0.030008 , 0.032491 , 0.037322 , 0.036302 , 0.052144 , 0.051316 , 0.056908 , 0.043905 , 0.037736 , 0.05556 , 0.063943 , 0.038314 , 0.035465 , 0.06453 , 0.033665 , 0.094066 , 0.034637 , 0.071507 , 0.075367 , 0.082238 , 0.088533 , 0.06299 , 0.061315 , 0.072441 , 0.035523 , 0.029229 , 0.026669 , 0.035234 , 0.052278 , 0.028988 , 0.03048 , 0.030095 , 0.028574 , 0.032866 , 0.041981 , 0.033762 , 0.027361 , 0.078802 , 0.07196 , 0.033713 , 0.040989 , 0.025581 , 0.051095 , 0.049237 , 0.051104 , 0.026524 , 0.037679 , 0.054328 , 0.045782 , 0.051797 , 0.051653 , 0.043174 , 0.033049 , 0.057427 , 0.06145 , 0.056195 , 0.043732 , 0.036042 , 0.062817 , 0.035888 , 0.037053 , 0.0397 , 0.060218 , 0.045503 , 0.060853 , 0.058399 , 0.047389 , 0.05301 , 0.055262 
 418 , 0.067009 , 0.05929 , 0.046969 , 0.043206 , 0.049121 , 0.037542 , 0.030161 , 0.03268 , 0.037504 , 0.036452 , 0.05244 , 0.05162 , 0.057216 , 0.044132 , 0.037948 , 0.055788 , 0.064201 , 0.038449 , 0.035632 , 0.0648 , 0.033982 , 0.094884 , 0.034976 , 0.072287 , 0.076137 , 0.082707 , 0.088998 , 0.063323 , 0.061915 , 0.07302 , 0.035738 , 0.029399 , 0.026813 , 0.0354 , 0.052517 , 0.029139 , 0.030615 , 0.030287 , 0.028753 , 0.033027 , 0.042183 , 0.034001 , 0.027604 , 0.079041 , 0.07221 , 0.033876 , 0.041199 , 0.025684 , 0.051359 , 0.049468 , 0.05133 , 0.026726 , 0.037948 , 0.054688 , 0.045946 , 0.052092 , 0.052015 , 0.043418 , 0.033268 , 0.057833 , 0.061731 , 0.056685 , 0.043949 , 0.036365 , 0.06314 , 0.035989 , 0.037263 , 0.039916 , 0.060361 , 0.04584 , 0.061114 , 0.058682 , 0.047683 , 0.053327 , 0.055537 
 419 , 0.067239 , 0.059376 , 0.047073 , 0.043408 , 0.049346 , 0.03775 , 0.030322 , 0.032865 , 0.037682 , 0.036599 , 0.052722 , 0.0519 , 0.057509 , 0.044356 , 0.038156 , 0.05601 , 0.064454 , 0.038591 , 0.035796 , 0.065044 , 0.034287 , 0.095675 , 0.035303 , 0.073023 , 0.076873 , 0.083169 , 0.089437 , 0.063641 , 0.062491 , 0.073575 , 0.035951 , 0.029558 , 0.026936 , 0.035564 , 0.052751 , 0.029287 , 0.030757 , 0.030467 , 0.028929 , 0.033175 , 0.042383 , 0.034229 , 0.027846 , 0.079271 , 0.072443 , 0.034026 , 0.041406 , 0.025785 , 0.05161 , 0.049695 , 0.051561 , 0.026917 , 0.038204 , 0.055043 , 0.046097 , 0.052374 , 0.052364 , 0.04365 , 0.033484 , 0.058225 , 0.062007 , 0.057161 , 0.044172 , 0.036666 , 0.063448 , 0.036086 , 0.037459 , 0.040119 , 0.060498 , 0.046155 , 0.061369 , 0.058941 , 0.047963 , 0.053621 , 0.055807 
 420 , 0.067327 , 0.0594 , 0.04712 , 0.043457 , 0.049524 , 0.037875 , 0.030412 , 0.033009 , 0.037739 , 0.036702 , 0.052974 , 0.052141 , 0.05781 , 0.044533 , 0.038233 , 0.056075 , 0.064614 , 0.038689 , 0.035907 , 0.065224 , 0.034444 , 0.096402 , 0.035549 , 0.073753 , 0.077532 , 0.08358 , 0.089783 , 0.063955 , 0.062976 , 0.074063 , 0.036033 , 0.029598 , 0.026972 , 0.035655 , 0.052984 , 0.029317 , 0.030819 , 0.030577 , 0.029026 , 0.033203 , 0.042517 , 0.034327 , 0.02795 , 0.079403 , 0.07258 , 0.034105 , 0.041596 , 0.025809 , 0.051782 , 0.049844 , 0.051695 , 0.02701 , 0.038388 , 0.055329 , 0.046141 , 0.052674 , 0.052712 , 0.043786 , 0.033562 , 0.058489 , 0.062288 , 0.057548 , 0.044281 , 0.036876 , 0.063732 , 0.036111 , 0.037632 , 0.040239 , 0.060543 , 0.046316 , 0.061599 , 0.059157 , 0.048235 , 0.053846 , 0.055978 
 421 , 0.067407 , 0.0594 , 0.047161 , 0.043492 , 0.049694 , 0.037989 , 0.030486 , 0.033146 , 0.037795 , 0.036805 , 0.053217 , 0.052373 , 0.058099 , 0.044705 , 0.038299 , 0.056129 , 0.064767 , 0.038785 , 0.036019 , 0.065379 , 0.034572 , 0.097107 , 0.035776 , 0.074464 , 0.078161 , 0.083975 , 0.090119 , 0.064253 , 0.063447 , 0.074531 , 0.036096 , 0.029632 , 0.027002 , 0.035737 , 0.053208 , 0.029341 , 0.030865 , 0.03068 , 0.029108 , 0.033223 , 0.042638 , 0.034407 , 0.02804 , 0.07952 , 0.072707 , 0.034174 , 0.041774 , 0.025827 , 0.051936 , 0.049995 , 0.05182 , 0.027089 , 0.038571 , 0.055605 , 0.046181 , 0.052965 , 0.053052 , 0.0439 , 0.033611 , 0.05873 , 0.062564 , 0.057925 , 0.044375 , 0.037086 , 0.06402 , 0.036135 , 0.037785 , 0.040338 , 0.060574 , 0.046452 , 0.061807 , 0.059361 , 0.048491 , 0.054052 , 0.056129 
 422 , 0.067484 , 0.059407 , 0.047199 , 0.043525 , 0.049862 , 0.038092 , 0.030569 , 0.033271 , 0.037839 , 0.036896 , 0.053449 , 0.052594 , 0.058377 , 0.044876 , 0.038364 , 0.05619 , 0.064909 , 0.038879 , 0.036119 , 0.065531 , 0.034709 , 0.097781 , 0.035992 , 0.075144 , 0.078759 , 0.084358 , 0.090443 , 0.064549 , 0.063898 , 0.074978 , 0.036158 , 0.029665 , 0.027021 , 0.035808 , 0.05343 , 0.029354 , 0.030919 , 0.030783 , 0.029188 , 0.033242 , 0.042757 , 0.034486 , 0.028129 , 0.079624 , 0.072821 , 0.034243 , 0.041951 , 0.025845 , 0.052088 , 0.050135 , 0.051942 , 0.027177 , 0.038743 , 0.055869 , 0.046218 , 0.053245 , 0.053391 , 0.044011 , 0.03366 , 0.05896 , 0.062838 , 0.05828 , 0.044468 , 0.037275 , 0.064287 , 0.036158 , 0.037936 , 0.040434 , 0.060613 , 0.046577 , 0.062012 , 0.059553 , 0.048745 , 0.054256 , 0.056278 
 423 , 0.067659 , 0.059502 , 0.047319 , 0.043664 , 0.050077 , 0.038313 , 0.030691 , 0.033469 , 0.038001 , 0.037075 , 0.053771 , 0.052884 , 0.058683 , 0.045106 , 0.038528 , 0.056373 , 0.065174 , 0.039064 , 0.036305 , 0.065798 , 0.034931 , 0.098536 , 0.036296 , 0.075866 , 0.079453 , 0.084794 , 0.090846 , 0.064901 , 0.064433 , 0.075496 , 0.036335 , 0.029795 , 0.027153 , 0.036003 , 0.053683 , 0.029463 , 0.031072 , 0.030945 , 0.029366 , 0.033352 , 0.042904 , 0.034639 , 0.028294 , 0.079852 , 0.07302 , 0.034405 , 0.042212 , 0.025925 , 0.052348 , 0.05036 , 0.052124 , 0.027329 , 0.039015 , 0.056256 , 0.046325 , 0.053586 , 0.053829 , 0.044239 , 0.033839 , 0.059336 , 0.063186 , 0.0588 , 0.044648 , 0.037553 , 0.064667 , 0.036266 , 0.038167 , 0.040574 , 0.060701 , 0.046792 , 0.062328 , 0.059862 , 0.049141 , 0.054551 , 0.056578 
 424 , 0.067907 , 0.059672 , 0.047499 , 0.043894 , 0.050342 , 0.038638 , 0.030852 , 0.033724 , 0.038247 , 0.037329 , 0.054152 , 0.053234 , 0.059017 , 0.045398 , 0.038775 , 0.056672 , 0.065543 , 0.039322 , 0.036577 , 0.066149 , 0.035238 , 0.099374 , 0.036674 , 0.076631 , 0.080217 , 0.085277 , 0.091315 , 0.065309 , 0.065054 , 0.076074 , 0.036606 , 0.030012 , 0.027374 , 0.036284 , 0.053976 , 0.02966 , 0.03133 , 0.031155 , 0.029631 , 0.033558 , 0.043073 , 0.034867 , 0.028536 , 0.080168 , 0.073271 , 0.034642 , 0.042546 , 0.026075 , 0.052696 , 0.050664 , 0.052344 , 0.02756 , 0.039361 , 0.05675 , 0.046502 , 0.053986 , 0.054377 , 0.044558 , 0.034125 , 0.059838 , 0.063609 , 0.059457 , 0.04491 , 0.037886 , 0.065142 , 0.03644 , 0.038452 , 0.040758 , 0.060844 , 0.047069 , 0.062749 , 0.060258 , 0.049648 , 0.054914 , 0.056995 
 425 , 0.068143 , 0.059829 , 0.047668 , 0.044123 , 0.050605 , 0.038953 , 0.031011 , 0.033969 , 0.038483 , 0.037592 , 0.054522 , 0.053572 , 0.05935 , 0.04569 , 0.039012 , 0.05696 , 0.06591 , 0.03957 , 0.036838 , 0.066488 , 0.035545 , 0.100202 , 0.037043 , 0.077387 , 0.08097 , 0.085749 , 0.091791 , 0.065705 , 0.065656 , 0.076642 , 0.036877 , 0.030228 , 0.027584 , 0.036564 , 0.054268 , 0.029846 , 0.031579 , 0.031374 , 0.029876 , 0.033763 , 0.043242 , 0.035085 , 0.028779 , 0.080481 , 0.073528 , 0.034879 , 0.04287 , 0.026223 , 0.053034 , 0.050968 , 0.052574 , 0.02778 , 0.039717 , 0.057244 , 0.046688 , 0.054365 , 0.054914 , 0.044877 , 0.034409 , 0.060319 , 0.06403 , 0.060113 , 0.045171 , 0.038209 , 0.065607 , 0.036612 , 0.038728 , 0.040931 , 0.060985 , 0.047345 , 0.063149 , 0.060652 , 0.050155 , 0.055276 , 0.057401 
 426 , 0.068394 , 0.059981 , 0.047838 , 0.044333 , 0.050861 , 0.039267 , 0.031178 , 0.034212 , 0.038727 , 0.037844 , 0.054896 , 0.053904 , 0.059686 , 0.045982 , 0.039238 , 0.057252 , 0.066283 , 0.039817 , 0.037098 , 0.066823 , 0.035841 , 0.101015 , 0.037402 , 0.078122 , 0.081725 , 0.086221 , 0.092249 , 0.066116 , 0.066254 , 0.0772 , 0.037127 , 0.030432 , 0.027792 , 0.036833 , 0.054572 , 0.03003 , 0.031836 , 0.0316 , 0.030118 , 0.033956 , 0.0434 , 0.035292 , 0.029009 , 0.080773 , 0.073774 , 0.035115 , 0.043204 , 0.026358 , 0.053384 , 0.051273 , 0.052775 , 0.027988 , 0.040043 , 0.057733 , 0.046856 , 0.054758 , 0.055465 , 0.045197 , 0.034683 , 0.060815 , 0.064457 , 0.060766 , 0.045432 , 0.038531 , 0.066067 , 0.036784 , 0.039002 , 0.041103 , 0.06113 , 0.047622 , 0.063564 , 0.061041 , 0.050655 , 0.055652 , 0.057811 
 427 , 0.06864 , 0.060062 , 0.047951 , 0.044498 , 0.051109 , 0.039529 , 0.031354 , 0.034473 , 0.038969 , 0.038083 , 0.055231 , 0.054247 , 0.060052 , 0.046288 , 0.039431 , 0.057543 , 0.066692 , 0.040041 , 0.037316 , 0.067155 , 0.036116 , 0.101805 , 0.037729 , 0.078843 , 0.082473 , 0.086713 , 0.092685 , 0.066535 , 0.06682 , 0.077741 , 0.037345 , 0.030577 , 0.02798 , 0.03706 , 0.054946 , 0.030154 , 0.032082 , 0.031925 , 0.030292 , 0.034109 , 0.043553 , 0.035417 , 0.029199 , 0.080977 , 0.074012 , 0.035378 , 0.043573 , 0.026494 , 0.053736 , 0.051581 , 0.052949 , 0.028137 , 0.040307 , 0.058271 , 0.046967 , 0.055192 , 0.056136 , 0.04559 , 0.034915 , 0.06135 , 0.064922 , 0.061498 , 0.045718 , 0.038851 , 0.066545 , 0.036903 , 0.039234 , 0.041281 , 0.061291 , 0.047882 , 0.063997 , 0.061429 , 0.051168 , 0.056107 , 0.058212 
 428 , 0.068895 , 0.060131 , 0.048063 , 0.044662 , 0.051356 , 0.039801 , 0.031529 , 0.034724 , 0.0392 , 0.038332 , 0.055576 , 0.05459 , 0.060416 , 0.046584 , 0.039624 , 0.057833 , 0.067091 , 0.040255 , 0.037534 , 0.067485 , 0.03638 , 0.102574 , 0.038046 , 0.079563 , 0.083211 , 0.087204 , 0.093109 , 0.066963 , 0.067397 , 0.078281 , 0.037563 , 0.030711 , 0.028158 , 0.037287 , 0.055309 , 0.030277 , 0.032338 , 0.032249 , 0.030465 , 0.03427 , 0.043695 , 0.035552 , 0.02939 , 0.08119 , 0.074239 , 0.035641 , 0.043942 , 0.026629 , 0.054077 , 0.051888 , 0.053111 , 0.028286 , 0.04057 , 0.058809 , 0.047087 , 0.055615 , 0.056798 , 0.045983 , 0.035148 , 0.061876 , 0.065385 , 0.062211 , 0.045993 , 0.03916 , 0.067012 , 0.037011 , 0.039476 , 0.041448 , 0.061452 , 0.048142 , 0.064439 , 0.061816 , 0.051681 , 0.056552 , 0.058612 
 429 , 0.069139 , 0.060208 , 0.048184 , 0.044815 , 0.051603 , 0.040063 , 0.031705 , 0.034985 , 0.039431 , 0.038571 , 0.05591 , 0.054922 , 0.060771 , 0.04688 , 0.039806 , 0.058114 , 0.06749 , 0.040468 , 0.037751 , 0.067806 , 0.036645 , 0.103344 , 0.038364 , 0.080264 , 0.08394 , 0.087694 , 0.093543 , 0.067371 , 0.067964 , 0.078812 , 0.037781 , 0.030855 , 0.028345 , 0.037504 , 0.055683 , 0.03041 , 0.032584 , 0.032564 , 0.030638 , 0.034422 , 0.043837 , 0.035676 , 0.02958 , 0.081391 , 0.074475 , 0.035894 , 0.044301 , 0.026755 , 0.054418 , 0.052195 , 0.053272 , 0.028434 , 0.040824 , 0.059339 , 0.047196 , 0.056039 , 0.057452 , 0.046366 , 0.03538 , 0.062401 , 0.06584 , 0.062925 , 0.046277 , 0.03947 , 0.06747 , 0.037129 , 0.039707 , 0.041614 , 0.061621 , 0.048392 , 0.064871 , 0.062204 , 0.052195 , 0.056997 , 0.059003 
 430 , 0.069428 , 0.060373 , 0.048326 , 0.045048 , 0.051871 , 0.040407 , 0.031934 , 0.035331 , 0.039696 , 0.038866 , 0.056374 , 0.055307 , 0.061242 , 0.04725 , 0.040061 , 0.058477 , 0.067986 , 0.040782 , 0.038066 , 0.068282 , 0.03695 , 0.104216 , 0.038718 , 0.08108 , 0.084743 , 0.088209 , 0.094045 , 0.067917 , 0.068608 , 0.079401 , 0.038066 , 0.031095 , 0.028567 , 0.037839 , 0.056166 , 0.030601 , 0.032912 , 0.032951 , 0.030917 , 0.03466 , 0.044001 , 0.035864 , 0.029801 , 0.081712 , 0.0748 , 0.036249 , 0.044811 , 0.026928 , 0.054902 , 0.052572 , 0.053471 , 0.028656 , 0.041167 , 0.060027 , 0.047378 , 0.056611 , 0.058339 , 0.046855 , 0.035716 , 0.063049 , 0.066505 , 0.063878 , 0.046647 , 0.039873 , 0.068095 , 0.037296 , 0.039952 , 0.041789 , 0.061805 , 0.048642 , 0.065478 , 0.062743 , 0.052937 , 0.057598 , 0.059553 
