  time  ,:11:40 A,:11:51 A,:12:02 A,:12:17 A,:12:26 A,:12:47 A,:12:55 A,:13:03 A,:13:09 A,:13:17 A,:14:59 A,:15:07 A,:15:15 A,:15:24 A,:15:35 A,:15:49 A,:15:56 A,:16:04 A,:16:12 A,:16:19 A,:16:45 A,:16:52 A,:16:59 A,:17:07 A,:17:15 A,:17:30 A,:17:39 A,:17:48 A,:17:56 A,:18:04 A,:18:45 A,:18:56 A,:19:05 A,:19:15 A,:19:26 A,:19:57 A,:20:04 A,:20:12 A,:20:21 A,:20:28 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 326 , 0.017875 , 0.014009 , 0.015096 , 0.014915 , 0.019721 , 0.013865 , 0.01224 , 0.0113 , 0.017523 , 0.010909 , 0.015477 , 0.016245 , 0.014642 , 0.015158 , 0.019097 , 0.013273 , 0.014472 , 0.010936 , 0.016203 , 0.012578 , 0.010016 , 0.013152 , 0.011625 , 0.011974 , 0.008927 , 0.010413 , 0.011491 , 0.017113 , 0.017942 , 0.015469 , 0.008617 , 0.004727 , 0.016357 , 0.017494 , 0.00778 , 0.014014 , 0.009095 , 0.012513 , 0.010973 , 0.002574 
 327 , 0.018871 , 0.017902 , 0.016378 , 0.017166 , 0.02397 , 0.016712 , 0.014187 , 0.013612 , 0.017478 , 0.012255 , 0.017743 , 0.019195 , 0.015982 , 0.017197 , 0.022177 , 0.015232 , 0.015678 , 0.012778 , 0.018771 , 0.014176 , 0.012927 , 0.014771 , 0.013032 , 0.013735 , 0.010289 , 0.012683 , 0.012958 , 0.018963 , 0.020264 , 0.01707 , 0.010723 , 0.006011 , 0.018605 , 0.018988 , 0.009416 , 0.015633 , 0.011971 , 0.014872 , 0.012289 , 0.004075 
 328 , 0.019705 , 0.021118 , 0.017385 , 0.019024 , 0.027536 , 0.019003 , 0.015765 , 0.01552 , 0.017426 , 0.013386 , 0.019529 , 0.021631 , 0.017067 , 0.018861 , 0.024719 , 0.016808 , 0.016672 , 0.014269 , 0.020866 , 0.015483 , 0.015347 , 0.016079 , 0.014145 , 0.015174 , 0.011361 , 0.014537 , 0.014145 , 0.020488 , 0.022236 , 0.018416 , 0.012462 , 0.00708 , 0.020476 , 0.020277 , 0.010777 , 0.016981 , 0.014286 , 0.016871 , 0.013386 , 0.005322 
 329 , 0.018426 , 0.020083 , 0.018445 , 0.018219 , 0.026382 , 0.018652 , 0.014869 , 0.015134 , 0.01626 , 0.013538 , 0.01843 , 0.020739 , 0.016595 , 0.018633 , 0.023425 , 0.016432 , 0.016104 , 0.01392 , 0.019637 , 0.015713 , 0.015214 , 0.01595 , 0.013907 , 0.015027 , 0.010908 , 0.013869 , 0.013907 , 0.019432 , 0.021241 , 0.017589 , 0.011587 , 0.007264 , 0.020003 , 0.0207 , 0.010198 , 0.016083 , 0.012804 , 0.016114 , 0.013327 , 0.006587 
 330 , 0.017264 , 0.019056 , 0.01936 , 0.017442 , 0.025243 , 0.018255 , 0.014017 , 0.014727 , 0.015224 , 0.013635 , 0.017382 , 0.019865 , 0.016137 , 0.018369 , 0.022189 , 0.016047 , 0.015565 , 0.013557 , 0.01848 , 0.015874 , 0.015014 , 0.015794 , 0.013656 , 0.014849 , 0.010465 , 0.013212 , 0.013656 , 0.018443 , 0.020296 , 0.016812 , 0.010751 , 0.007388 , 0.019515 , 0.021012 , 0.009641 , 0.015242 , 0.01141 , 0.015378 , 0.013235 , 0.007658 
 331 , 0.016262 , 0.01817 , 0.020158 , 0.016766 , 0.024256 , 0.017901 , 0.013282 , 0.014376 , 0.01433 , 0.013713 , 0.016479 , 0.019108 , 0.015749 , 0.018137 , 0.021123 , 0.015724 , 0.015098 , 0.013241 , 0.017482 , 0.016014 , 0.014837 , 0.015668 , 0.013445 , 0.014694 , 0.010086 , 0.012643 , 0.013445 , 0.017587 , 0.019476 , 0.016135 , 0.010031 , 0.007489 , 0.019084 , 0.021249 , 0.009159 , 0.014515 , 0.01021 , 0.014742 , 0.013152 , 0.008566 
 332 , 0.017384 , 0.018314 , 0.020681 , 0.016827 , 0.023938 , 0.0181 , 0.013869 , 0.014288 , 0.015367 , 0.014188 , 0.016535 , 0.019518 , 0.016116 , 0.01835 , 0.021432 , 0.01628 , 0.015853 , 0.013925 , 0.017454 , 0.016261 , 0.01545 , 0.01675 , 0.014109 , 0.015133 , 0.01099 , 0.013264 , 0.013741 , 0.017724 , 0.019686 , 0.016874 , 0.010695 , 0.007966 , 0.019223 , 0.021428 , 0.009858 , 0.015227 , 0.010598 , 0.015476 , 0.013562 , 0.00943 
 333 , 0.019668 , 0.019058 , 0.021008 , 0.017315 , 0.024022 , 0.018623 , 0.015193 , 0.014356 , 0.017488 , 0.01486 , 0.017151 , 0.020583 , 0.016907 , 0.018807 , 0.022537 , 0.017331 , 0.017292 , 0.015167 , 0.017984 , 0.016559 , 0.016484 , 0.018478 , 0.015243 , 0.015898 , 0.012595 , 0.01455 , 0.014312 , 0.018428 , 0.020476 , 0.018396 , 0.012136 , 0.008635 , 0.019684 , 0.021572 , 0.011221 , 0.016755 , 0.011896 , 0.016979 , 0.014241 , 0.010231 
 334 , 0.021629 , 0.019725 , 0.021272 , 0.017756 , 0.02409 , 0.019107 , 0.016338 , 0.014417 , 0.019352 , 0.015422 , 0.01769 , 0.021504 , 0.017591 , 0.019192 , 0.02351 , 0.018257 , 0.018557 , 0.016258 , 0.01844 , 0.016821 , 0.017367 , 0.019969 , 0.016212 , 0.016564 , 0.013981 , 0.015679 , 0.014791 , 0.019033 , 0.021155 , 0.019722 , 0.013389 , 0.009213 , 0.020088 , 0.021715 , 0.012426 , 0.018107 , 0.013034 , 0.0183 , 0.014832 , 0.01093 
 335 , 0.022499 , 0.020134 , 0.021208 , 0.018011 , 0.024275 , 0.019451 , 0.016913 , 0.014185 , 0.020301 , 0.015729 , 0.017931 , 0.022123 , 0.017858 , 0.019342 , 0.023929 , 0.018775 , 0.019256 , 0.016753 , 0.018578 , 0.016861 , 0.017719 , 0.02084 , 0.016588 , 0.016838 , 0.014761 , 0.016243 , 0.014901 , 0.019359 , 0.021553 , 0.020296 , 0.014051 , 0.00945 , 0.020296 , 0.021667 , 0.013086 , 0.018634 , 0.013625 , 0.018976 , 0.01509 , 0.011161 
 336 , 0.020172 , 0.019786 , 0.020074 , 0.017721 , 0.024887 , 0.019414 , 0.015786 , 0.012912 , 0.018518 , 0.015328 , 0.017269 , 0.021938 , 0.016871 , 0.018781 , 0.022687 , 0.018118 , 0.018315 , 0.015473 , 0.017728 , 0.016196 , 0.016487 , 0.020004 , 0.015175 , 0.015926 , 0.01385 , 0.015151 , 0.013869 , 0.018883 , 0.021186 , 0.018601 , 0.013012 , 0.008656 , 0.019945 , 0.020988 , 0.012147 , 0.016623 , 0.012591 , 0.01776 , 0.01434 , 0.009945 
 337 , 0.018157 , 0.019491 , 0.019093 , 0.017469 , 0.025441 , 0.01937 , 0.014805 , 0.011808 , 0.016968 , 0.01499 , 0.016697 , 0.0218 , 0.016016 , 0.018298 , 0.02161 , 0.017546 , 0.0175 , 0.014367 , 0.016992 , 0.015619 , 0.015419 , 0.019279 , 0.013949 , 0.015136 , 0.013061 , 0.014206 , 0.012974 , 0.018472 , 0.020866 , 0.017131 , 0.012113 , 0.007967 , 0.019635 , 0.02039 , 0.011333 , 0.01489 , 0.011691 , 0.016706 , 0.013691 , 0.00889 
 338 , 0.016396 , 0.019238 , 0.018234 , 0.017248 , 0.025945 , 0.019323 , 0.013943 , 0.010842 , 0.015608 , 0.014701 , 0.016198 , 0.021699 , 0.015268 , 0.017879 , 0.020667 , 0.017044 , 0.016786 , 0.013403 , 0.016348 , 0.015112 , 0.014484 , 0.018645 , 0.012872 , 0.014445 , 0.012371 , 0.013381 , 0.012191 , 0.018114 , 0.020584 , 0.015843 , 0.011327 , 0.007364 , 0.019359 , 0.019861 , 0.010623 , 0.013384 , 0.010901 , 0.015784 , 0.013123 , 0.007966 
 339 , 0.016853 , 0.019181 , 0.018256 , 0.017074 , 0.025824 , 0.019359 , 0.014207 , 0.011305 , 0.015683 , 0.014935 , 0.015876 , 0.021458 , 0.015219 , 0.018215 , 0.020717 , 0.017066 , 0.016728 , 0.013624 , 0.016786 , 0.015065 , 0.014573 , 0.018617 , 0.013095 , 0.014301 , 0.01258 , 0.01357 , 0.012433 , 0.018276 , 0.020606 , 0.01583 , 0.011446 , 0.007558 , 0.019419 , 0.020176 , 0.010547 , 0.013571 , 0.010918 , 0.015529 , 0.012857 , 0.008262 
 340 , 0.017634 , 0.019164 , 0.018429 , 0.016928 , 0.025612 , 0.019407 , 0.014624 , 0.011953 , 0.015993 , 0.015229 , 0.015618 , 0.021221 , 0.01529 , 0.018645 , 0.020923 , 0.017177 , 0.01678 , 0.014022 , 0.017359 , 0.015101 , 0.014822 , 0.018695 , 0.013515 , 0.014263 , 0.012918 , 0.013905 , 0.012819 , 0.018504 , 0.020677 , 0.016032 , 0.011702 , 0.007867 , 0.01953 , 0.020598 , 0.01058 , 0.014032 , 0.011066 , 0.015411 , 0.012668 , 0.008731 
 341 , 0.018319 , 0.019148 , 0.018583 , 0.016805 , 0.025425 , 0.019457 , 0.014972 , 0.012513 , 0.016265 , 0.015479 , 0.015386 , 0.021 , 0.01535 , 0.019027 , 0.021104 , 0.017284 , 0.016821 , 0.014379 , 0.017862 , 0.015135 , 0.015036 , 0.018764 , 0.013886 , 0.014229 , 0.013217 , 0.0142 , 0.013153 , 0.018701 , 0.020741 , 0.016208 , 0.011926 , 0.008141 , 0.01963 , 0.020973 , 0.010604 , 0.014453 , 0.01119 , 0.015306 , 0.012501 , 0.009142 
 342 , 0.018863 , 0.019238 , 0.0186 , 0.016739 , 0.0254 , 0.019442 , 0.015121 , 0.012818 , 0.01658 , 0.015684 , 0.015539 , 0.021015 , 0.015402 , 0.019267 , 0.021409 , 0.017508 , 0.016954 , 0.014682 , 0.018223 , 0.015329 , 0.015378 , 0.018987 , 0.014339 , 0.014225 , 0.013549 , 0.014542 , 0.013443 , 0.018779 , 0.020885 , 0.016409 , 0.012172 , 0.008353 , 0.019935 , 0.021096 , 0.010794 , 0.014836 , 0.011337 , 0.015415 , 0.012554 , 0.009399 
 343 , 0.019267 , 0.019437 , 0.018474 , 0.016725 , 0.025534 , 0.01936 , 0.015072 , 0.012876 , 0.016942 , 0.015853 , 0.01609 , 0.021269 , 0.01545 , 0.019362 , 0.021843 , 0.017845 , 0.017184 , 0.014925 , 0.018443 , 0.015682 , 0.015859 , 0.019357 , 0.01487 , 0.014251 , 0.013914 , 0.014937 , 0.013692 , 0.01874 , 0.021113 , 0.016632 , 0.012443 , 0.008508 , 0.020448 , 0.020965 , 0.011159 , 0.015171 , 0.011508 , 0.015739 , 0.012829 , 0.009504 
 344 , 0.019612 , 0.019612 , 0.018357 , 0.016695 , 0.025635 , 0.019279 , 0.015008 , 0.012931 , 0.017263 , 0.016006 , 0.016587 , 0.021494 , 0.015492 , 0.019431 , 0.022226 , 0.018133 , 0.017389 , 0.015133 , 0.018634 , 0.015986 , 0.016289 , 0.019662 , 0.015324 , 0.014272 , 0.014232 , 0.015288 , 0.013908 , 0.018698 , 0.021326 , 0.016821 , 0.012683 , 0.008647 , 0.020902 , 0.020844 , 0.011486 , 0.015457 , 0.011649 , 0.01602 , 0.013064 , 0.0096 
 345 , 0.019795 , 0.01975 , 0.018251 , 0.01667 , 0.025675 , 0.019164 , 0.014939 , 0.012961 , 0.017515 , 0.016119 , 0.016994 , 0.02164 , 0.015507 , 0.019463 , 0.022499 , 0.01834 , 0.017555 , 0.015276 , 0.018772 , 0.016209 , 0.016612 , 0.019874 , 0.015649 , 0.014264 , 0.014459 , 0.015559 , 0.014078 , 0.018667 , 0.02146 , 0.016954 , 0.012863 , 0.008741 , 0.021258 , 0.020727 , 0.011739 , 0.015661 , 0.011712 , 0.01622 , 0.013241 , 0.009652 
 346 , 0.018502 , 0.019635 , 0.018178 , 0.016794 , 0.025226 , 0.018591 , 0.014855 , 0.012747 , 0.01732 , 0.015893 , 0.016791 , 0.021098 , 0.015248 , 0.019222 , 0.021875 , 0.018018 , 0.017494 , 0.014963 , 0.018563 , 0.015891 , 0.016092 , 0.019531 , 0.015098 , 0.013952 , 0.014001 , 0.015276 , 0.013955 , 0.018763 , 0.020852 , 0.016718 , 0.012609 , 0.008453 , 0.020965 , 0.020546 , 0.011455 , 0.015293 , 0.011065 , 0.015802 , 0.013061 , 0.009283 
 347 , 0.017366 , 0.019533 , 0.018117 , 0.01691 , 0.024833 , 0.018086 , 0.01479 , 0.012556 , 0.017148 , 0.015695 , 0.016611 , 0.020621 , 0.015019 , 0.019013 , 0.021326 , 0.017732 , 0.017441 , 0.014687 , 0.018375 , 0.015612 , 0.015635 , 0.019228 , 0.014613 , 0.01368 , 0.013599 , 0.01503 , 0.013853 , 0.018854 , 0.020313 , 0.016511 , 0.012384 , 0.0082 , 0.020707 , 0.020382 , 0.011205 , 0.014968 , 0.010495 , 0.015434 , 0.012901 , 0.008958 
 348 , 0.01636 , 0.019442 , 0.018065 , 0.017018 , 0.024486 , 0.017638 , 0.01474 , 0.012384 , 0.016996 , 0.01552 , 0.01645 , 0.020199 , 0.014816 , 0.018832 , 0.02084 , 0.017475 , 0.017395 , 0.014441 , 0.018204 , 0.015366 , 0.015229 , 0.01896 , 0.014184 , 0.013439 , 0.013241 , 0.014816 , 0.013766 , 0.018941 , 0.01983 , 0.016326 , 0.012183 , 0.007974 , 0.020478 , 0.020231 , 0.010983 , 0.014678 , 0.00999 , 0.015108 , 0.012758 , 0.00867 
 349 , 0.016581 , 0.019054 , 0.018095 , 0.01704 , 0.024368 , 0.017464 , 0.01472 , 0.012495 , 0.017156 , 0.015491 , 0.016352 , 0.020084 , 0.014703 , 0.018909 , 0.020932 , 0.01738 , 0.017543 , 0.014377 , 0.01831 , 0.015486 , 0.015241 , 0.019063 , 0.01426 , 0.013506 , 0.013102 , 0.0147 , 0.01371 , 0.019095 , 0.01983 , 0.016391 , 0.012259 , 0.007933 , 0.020476 , 0.02033 , 0.010953 , 0.014797 , 0.00991 , 0.015072 , 0.012764 , 0.008619 
 350 , 0.017241 , 0.018584 , 0.018154 , 0.017032 , 0.024343 , 0.017407 , 0.014714 , 0.012709 , 0.017424 , 0.015516 , 0.016286 , 0.020092 , 0.014632 , 0.019071 , 0.021227 , 0.017352 , 0.01776 , 0.014387 , 0.018519 , 0.015734 , 0.015405 , 0.019299 , 0.014515 , 0.013679 , 0.01305 , 0.014626 , 0.013665 , 0.019268 , 0.020009 , 0.016546 , 0.012436 , 0.007963 , 0.020551 , 0.020516 , 0.010997 , 0.01506 , 0.009992 , 0.015148 , 0.012827 , 0.00866 
 351 , 0.017847 , 0.018167 , 0.018212 , 0.017029 , 0.024326 , 0.017365 , 0.014712 , 0.012908 , 0.017672 , 0.015537 , 0.016233 , 0.020103 , 0.014572 , 0.019212 , 0.021493 , 0.017331 , 0.017965 , 0.014402 , 0.01872 , 0.015961 , 0.015555 , 0.019518 , 0.014744 , 0.013835 , 0.013005 , 0.014558 , 0.013622 , 0.019432 , 0.02018 , 0.016687 , 0.012602 , 0.007995 , 0.020613 , 0.020688 , 0.011041 , 0.015304 , 0.010067 , 0.01522 , 0.012888 , 0.008699 
