 310 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 311 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 312 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 313 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 315 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 317 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 358 , 0.028732 , 0.029546 , 0.020748 , 0.016091 , 0.029702 , 0.023064 , 0.023036 , 0.024983 , 0.014853 , 0.024075 , 0.017665 , 0.015595 , 0.028125 , 0.028204 , 0.030394 , 0.038261 , 0.026432 , 0.026942 , 0.01675 , 0.034854 , 0.026934 , 0.028939 , 0.027654 , 0.033344 , 0.031849 
 359 , 0.028908 , 0.029553 , 0.020804 , 0.016456 , 0.029598 , 0.023093 , 0.023002 , 0.02497 , 0.01502 , 0.024129 , 0.01777 , 0.015472 , 0.027996 , 0.0281 , 0.030318 , 0.038268 , 0.02647 , 0.02704 , 0.016826 , 0.034974 , 0.026919 , 0.029047 , 0.027865 , 0.033432 , 0.031936 
 360 , 0.029132 , 0.029625 , 0.021075 , 0.01702 , 0.029376 , 0.023156 , 0.02261 , 0.025083 , 0.015405 , 0.023929 , 0.018047 , 0.015509 , 0.027812 , 0.028084 , 0.030195 , 0.038373 , 0.026577 , 0.027224 , 0.016979 , 0.035205 , 0.026833 , 0.02915 , 0.028093 , 0.033679 , 0.032097 
 361 , 0.029339 , 0.029692 , 0.021326 , 0.017538 , 0.029169 , 0.023214 , 0.022245 , 0.025187 , 0.015764 , 0.023742 , 0.018306 , 0.015542 , 0.027639 , 0.02807 , 0.030078 , 0.038472 , 0.026673 , 0.027393 , 0.017124 , 0.035421 , 0.026748 , 0.029244 , 0.028301 , 0.033905 , 0.032246 
 362 , 0.029558 , 0.029759 , 0.021589 , 0.017829 , 0.029084 , 0.023347 , 0.021997 , 0.025337 , 0.016071 , 0.023648 , 0.018527 , 0.015611 , 0.027582 , 0.02813 , 0.030042 , 0.038656 , 0.026779 , 0.027551 , 0.017317 , 0.035576 , 0.026779 , 0.029368 , 0.028482 , 0.034115 , 0.032422 
 363 , 0.029857 , 0.029847 , 0.021944 , 0.017383 , 0.029424 , 0.023775 , 0.022126 , 0.025676 , 0.016245 , 0.023882 , 0.018651 , 0.015812 , 0.02795 , 0.028473 , 0.030288 , 0.03917 , 0.026949 , 0.027712 , 0.01771 , 0.035523 , 0.027268 , 0.029635 , 0.028608 , 0.034318 , 0.032728 
 364 , 0.030128 , 0.029929 , 0.022271 , 0.016969 , 0.029736 , 0.024172 , 0.022245 , 0.025987 , 0.016404 , 0.024096 , 0.018764 , 0.015994 , 0.028292 , 0.028792 , 0.030513 , 0.039643 , 0.027103 , 0.027861 , 0.018071 , 0.035468 , 0.027726 , 0.029881 , 0.02872 , 0.034505 , 0.033012 
 365 , 0.030374 , 0.030004 , 0.022573 , 0.016584 , 0.030025 , 0.024542 , 0.022354 , 0.026272 , 0.01655 , 0.024294 , 0.018868 , 0.01616 , 0.028609 , 0.029088 , 0.030717 , 0.040081 , 0.027244 , 0.027999 , 0.018404 , 0.035412 , 0.028155 , 0.030108 , 0.02882 , 0.034675 , 0.033275 
 366 , 0.030527 , 0.030276 , 0.022435 , 0.016853 , 0.030098 , 0.02437 , 0.022729 , 0.02656 , 0.016527 , 0.024538 , 0.018864 , 0.016469 , 0.028741 , 0.029257 , 0.030758 , 0.040079 , 0.027227 , 0.028118 , 0.018221 , 0.035466 , 0.028268 , 0.030244 , 0.028927 , 0.034814 , 0.033375 
 367 , 0.03066 , 0.030582 , 0.022212 , 0.017248 , 0.030128 , 0.024093 , 0.023152 , 0.026843 , 0.016472 , 0.024787 , 0.018839 , 0.016807 , 0.028832 , 0.029397 , 0.030766 , 0.039989 , 0.027179 , 0.028231 , 0.017938 , 0.035543 , 0.028313 , 0.030359 , 0.029036 , 0.034945 , 0.03344 
