  time  ,30:30 PM,30:40 PM,30:53 PM,31:01 PM,31:09 PM,31:43 PM,31:49 PM,31:56 PM,32:03 PM,32:10 PM,43:57 PM,44:14 PM,44:27 PM,44:35 PM,44:42 PM,45:10 PM,45:17 PM,45:25 PM,45:32 PM,45:41 PM,46:05 PM,46:12 PM,46:39 PM,46:56 PM,47:07 PM,47:36 PM,47:44 PM,47:54 PM,48:04 PM,48:15 PM,48:25 PM,48:34 PM,48:43 PM,48:53 PM,49:01 PM,50:05 PM,50:18 PM,50:27 PM,50:35 PM,50:43 PM,51:38 PM,51:47 PM,52:01 PM,52:11 PM,52:18 PM,52:40 PM,52:53 PM,53:02 PM,53:15 PM,53:25 PM,53:35 PM,53:43 PM,53:51 PM,54:03 PM,54:12 PM,54:55 PM,55:11 PM,55:19 PM,55:37 PM,55:50 PM,59:55 PM,00:03 PM,00:12 PM,00:19 PM,00:29 PM,00:48 PM,00:56 PM,01:03 PM,01:09 PM,01:14 PM,01:27 PM,01:42 PM,01:53 PM,02:02 PM,02:11 PM,02:28 PM,02:55 PM,03:06 PM,03:14 PM,03:23 PM,03:54 PM,04:02 PM,04:09 PM,04:16 PM,04:25 PM,05:42 PM,05:53 PM,06:01 PM,06:08 PM,06:17 PM,07:30 PM,07:37 PM,08:06 PM,08:16 PM,08:25 PM,09:01 PM,09:09 PM,09:16 PM,09:23 PM,09:29 PM,09:45 PM,10:14 PM,10:26 PM,10:35 PM,10:46 PM,10:59 PM,11:12 PM,11:26 PM,11:38 PM,11:50 PM,14:43 PM,14:52 PM,15:01 PM,15:12 PM,15:20 PM,15:43 PM,15:53 PM,16:02 PM,16:12 PM,16:28 PM,16:41 PM,16:52 PM,17:03 PM,17:14 PM,17:24 PM,17:47 PM,17:55 PM,18:02 PM,18:10 PM,18:17 PM,19:04 PM,19:13 PM,19:24 PM,19:30 PM,19:37 PM,20:21 PM,20:28 PM,20:37 PM,20:44 PM,20:53 PM,21:22 PM,21:30 PM,21:39 PM,21:46 PM,21:55 PM,22:15 PM,22:22 PM,22:31 PM,22:40 PM,22:47 PM,23:04 PM,23:14 PM,23:32 PM,23:42 PM,23:53 PM,24:06 PM,24:16 PM,24:24 PM,24:36 PM,24:46 PM,25:15 PM,25:23 PM,25:32 PM,25:41 PM,25:50 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 364 , 0.020616 , 0.018437 , 0.016973 , 0.033835 , 0.027178 , 0.038775 , 0.034351 , 0.025871 , 0.036117 , 0.043873 , 0.030294 , 0.035303 , 0.036026 , 0.027872 , 0.0235 , 0.024102 , 0.021207 , 0.027057 , 0.026267 , 0.024185 , 0.051934 , 0.014729 , 0.020959 , 0.021606 , 0.017766 , 0.017781 , 0.026344 , 0.027324 , 0.029485 , 0.04514 , 0.029627 , 0.016766 , 0.014948 , 0.021189 , 0.021648 , 0.034317 , 0.037459 , 0.055237 , 0.026574 , 0.026675 , 0.02738 , 0.030867 , 0.028715 , 0.030618 , 0.028683 , 0.026172 , 0.022925 , 0.023245 , 0.040858 , 0.029305 , 0.025445 , 0.030481 , 0.024538 , 0.024597 , 0.025062 , 0.030523 , 0.039446 , 0.017337 , 0.021366 , 0.025447 , 0.025765 , 0.019659 , 0.024929 , 0.025447 , 0.035341 , 0.020298 , 0.025849 , 0.0258 , 0.022422 , 0.023249 , 0.023578 , 0.025004 , 0.030923 , 0.027266 , 0.027878 , 0.029022 , 0.023151 , 0.022841 , 0.032832 , 0.024923 , 0.02142 , 0.020794 , 0.01676 , 0.019997 , 0.02459 , 0.02144 , 0.018401 , 0.01661 , 0.035095 , 0.037392 , 0.02658 , 0.027293 , 0.028891 , 0.036977 , 0.02959 , 0.031125 , 0.031179 , 0.049681 , 0.042355 , 0.020641 , 0.021801 , 0.031772 , 0.024708 , 0.032882 , 0.038301 , 0.022826 , 0.016432 , 0.020892 , 0.0394 , 0.029127 , 0.036775 , 0.039798 , 0.032659 , 0.028573 , 0.041422 , 0.02563 , 0.024087 , 0.027101 , 0.025223 , 0.029573 , 0.031332 , 0.029883 , 0.024907 , 0.02388 , 0.020123 , 0.027776 , 0.033831 , 0.03859 , 0.052855 , 0.025908 , 0.019198 , 0.032923 , 0.030829 , 0.044022 , 0.040345 , 0.045072 , 0.036872 , 0.028838 , 0.025519 , 0.040166 , 0.02232 , 0.025646 , 0.024277 , 0.038767 , 0.019269 , 0.028543 , 0.024139 , 0.013353 , 0.010733 , 0.015937 , 0.0209 , 0.020359 , 0.026579 , 0.026864 , 0.025839 , 0.034969 , 0.040778 , 0.036504 , 0.040272 , 0.02227 , 0.037433 , 0.036988 , 0.030283 , 0.033081 , 0.036078 
 365 , 0.020894 , 0.018717 , 0.017245 , 0.034289 , 0.027659 , 0.039186 , 0.034929 , 0.026258 , 0.036437 , 0.044318 , 0.030352 , 0.035606 , 0.036408 , 0.028326 , 0.023704 , 0.024285 , 0.021404 , 0.027214 , 0.026412 , 0.024429 , 0.052578 , 0.014887 , 0.021227 , 0.021942 , 0.01781 , 0.01815 , 0.026892 , 0.027645 , 0.029749 , 0.045717 , 0.029881 , 0.0169 , 0.015137 , 0.021527 , 0.021959 , 0.03455 , 0.037459 , 0.055584 , 0.026852 , 0.026802 , 0.027745 , 0.031156 , 0.029046 , 0.030927 , 0.028915 , 0.026486 , 0.023183 , 0.023493 , 0.041117 , 0.029691 , 0.025733 , 0.030852 , 0.024966 , 0.024969 , 0.025488 , 0.030988 , 0.039815 , 0.017403 , 0.021697 , 0.025733 , 0.026025 , 0.019893 , 0.02501 , 0.025748 , 0.036114 , 0.020625 , 0.026105 , 0.026239 , 0.022847 , 0.023586 , 0.023779 , 0.025191 , 0.031472 , 0.027611 , 0.028263 , 0.029496 , 0.023384 , 0.023083 , 0.03321 , 0.025093 , 0.021647 , 0.021065 , 0.016907 , 0.020612 , 0.02475 , 0.021751 , 0.018653 , 0.016985 , 0.035623 , 0.037376 , 0.026872 , 0.027619 , 0.029193 , 0.037188 , 0.029993 , 0.031858 , 0.031523 , 0.050204 , 0.042716 , 0.020999 , 0.021892 , 0.032067 , 0.024823 , 0.033295 , 0.038526 , 0.022975 , 0.016655 , 0.02117 , 0.039471 , 0.029528 , 0.03727 , 0.040197 , 0.032924 , 0.028706 , 0.041906 , 0.026277 , 0.024633 , 0.027494 , 0.025601 , 0.030137 , 0.031877 , 0.030289 , 0.025157 , 0.024376 , 0.020206 , 0.028053 , 0.03413 , 0.038995 , 0.053359 , 0.025915 , 0.019457 , 0.033464 , 0.031314 , 0.044525 , 0.040886 , 0.045535 , 0.037316 , 0.029438 , 0.025762 , 0.040627 , 0.022629 , 0.025865 , 0.024562 , 0.038953 , 0.019402 , 0.028706 , 0.024481 , 0.013501 , 0.010675 , 0.016139 , 0.021103 , 0.020586 , 0.026913 , 0.027264 , 0.026125 , 0.035125 , 0.041227 , 0.03688 , 0.04082 , 0.022659 , 0.037897 , 0.037366 , 0.030471 , 0.033397 , 0.03639 
 366 , 0.02075 , 0.018506 , 0.017165 , 0.034228 , 0.027642 , 0.039202 , 0.034993 , 0.026311 , 0.036511 , 0.044463 , 0.030485 , 0.035826 , 0.036472 , 0.028422 , 0.023864 , 0.024463 , 0.021448 , 0.027344 , 0.026478 , 0.024579 , 0.052754 , 0.01493 , 0.021287 , 0.022071 , 0.017903 , 0.018136 , 0.026768 , 0.027615 , 0.029857 , 0.045988 , 0.030068 , 0.016998 , 0.015114 , 0.021677 , 0.022057 , 0.034697 , 0.037524 , 0.055531 , 0.027039 , 0.026817 , 0.028076 , 0.031207 , 0.029263 , 0.031088 , 0.02904 , 0.026553 , 0.023174 , 0.023657 , 0.041582 , 0.029817 , 0.026061 , 0.031003 , 0.0252 , 0.025091 , 0.025587 , 0.031119 , 0.039864 , 0.017489 , 0.02181 , 0.025924 , 0.026252 , 0.019851 , 0.025208 , 0.025921 , 0.036466 , 0.02068 , 0.026253 , 0.026373 , 0.023 , 0.023576 , 0.023956 , 0.025328 , 0.031663 , 0.027695 , 0.028322 , 0.029599 , 0.023423 , 0.023416 , 0.033379 , 0.025078 , 0.021671 , 0.021161 , 0.017119 , 0.020476 , 0.024761 , 0.021773 , 0.018796 , 0.017084 , 0.03584 , 0.037523 , 0.02703 , 0.027732 , 0.029566 , 0.037232 , 0.030168 , 0.032099 , 0.031721 , 0.050392 , 0.042733 , 0.021021 , 0.021946 , 0.032132 , 0.024861 , 0.033334 , 0.038717 , 0.023012 , 0.016812 , 0.021086 , 0.03973 , 0.029512 , 0.037355 , 0.040527 , 0.033036 , 0.028796 , 0.04205 , 0.026835 , 0.024847 , 0.027802 , 0.02569 , 0.030388 , 0.032137 , 0.030651 , 0.025451 , 0.024663 , 0.020404 , 0.028251 , 0.034328 , 0.039215 , 0.053601 , 0.025956 , 0.019485 , 0.033647 , 0.031729 , 0.044882 , 0.041275 , 0.045849 , 0.037576 , 0.029667 , 0.026021 , 0.04103 , 0.022676 , 0.025927 , 0.024705 , 0.039126 , 0.01955 , 0.028736 , 0.024643 , 0.013565 , 0.010673 , 0.016207 , 0.021258 , 0.020689 , 0.026876 , 0.027425 , 0.02633 , 0.035353 , 0.041312 , 0.037021 , 0.040889 , 0.022758 , 0.038028 , 0.037494 , 0.030573 , 0.033486 , 0.036577 
 367 , 0.02052 , 0.018195 , 0.017013 , 0.03406 , 0.027519 , 0.039137 , 0.034946 , 0.026292 , 0.036533 , 0.044542 , 0.03063 , 0.036024 , 0.03647 , 0.028439 , 0.024011 , 0.024638 , 0.021459 , 0.027466 , 0.026527 , 0.024706 , 0.052825 , 0.014949 , 0.021302 , 0.022155 , 0.018006 , 0.018041 , 0.026505 , 0.027512 , 0.02993 , 0.04619 , 0.030238 , 0.017087 , 0.015045 , 0.021785 , 0.022107 , 0.034823 , 0.037603 , 0.055394 , 0.027205 , 0.026808 , 0.028396 , 0.031208 , 0.029452 , 0.031214 , 0.029139 , 0.026565 , 0.023109 , 0.023799 , 0.042087 , 0.029885 , 0.026394 , 0.031106 , 0.025389 , 0.025159 , 0.025618 , 0.031175 , 0.039848 , 0.01758 , 0.021876 , 0.026092 , 0.026468 , 0.019752 , 0.025431 , 0.026066 , 0.036723 , 0.020675 , 0.026376 , 0.026442 , 0.023092 , 0.023493 , 0.024128 , 0.025454 , 0.031775 , 0.027723 , 0.02831 , 0.029621 , 0.02342 , 0.023765 , 0.0335 , 0.025026 , 0.021652 , 0.021218 , 0.017341 , 0.020183 , 0.024739 , 0.021734 , 0.018915 , 0.017123 , 0.035987 , 0.037704 , 0.027156 , 0.027799 , 0.029953 , 0.037241 , 0.03029 , 0.032228 , 0.031884 , 0.050508 , 0.042676 , 0.020973 , 0.021991 , 0.032147 , 0.024883 , 0.033293 , 0.0389 , 0.023026 , 0.01695 , 0.020926 , 0.040025 , 0.029409 , 0.037353 , 0.040837 , 0.033116 , 0.028874 , 0.042119 , 0.02737 , 0.024987 , 0.028088 , 0.025718 , 0.030567 , 0.03233 , 0.031002 , 0.025752 , 0.024901 , 0.020625 , 0.02843 , 0.034501 , 0.039391 , 0.053784 , 0.026003 , 0.019463 , 0.033753 , 0.032124 , 0.045203 , 0.041627 , 0.046127 , 0.037794 , 0.029816 , 0.026282 , 0.041418 , 0.022668 , 0.025955 , 0.024814 , 0.039296 , 0.019701 , 0.028739 , 0.024763 , 0.013609 , 0.010682 , 0.016247 , 0.021401 , 0.020765 , 0.02676 , 0.027532 , 0.026516 , 0.035595 , 0.041318 , 0.037109 , 0.040855 , 0.022793 , 0.038087 , 0.037566 , 0.030656 , 0.033525 , 0.036735 
 368 , 0.020296 , 0.01789 , 0.016866 , 0.033897 , 0.027396 , 0.039075 , 0.034902 , 0.026271 , 0.036557 , 0.044618 , 0.030773 , 0.036218 , 0.036469 , 0.028456 , 0.024156 , 0.024809 , 0.021469 , 0.027585 , 0.026575 , 0.024831 , 0.052897 , 0.014967 , 0.021317 , 0.022238 , 0.018106 , 0.017948 , 0.026248 , 0.027411 , 0.030002 , 0.046388 , 0.030405 , 0.017174 , 0.01498 , 0.021891 , 0.022156 , 0.034946 , 0.037677 , 0.055263 , 0.027366 , 0.026801 , 0.02871 , 0.03121 , 0.029637 , 0.031338 , 0.029236 , 0.026578 , 0.023046 , 0.023938 , 0.042581 , 0.029954 , 0.02672 , 0.031207 , 0.025574 , 0.025226 , 0.025646 , 0.031232 , 0.039834 , 0.017668 , 0.02194 , 0.026256 , 0.026681 , 0.019658 , 0.025648 , 0.026208 , 0.036975 , 0.02067 , 0.026496 , 0.02651 , 0.023183 , 0.023415 , 0.024296 , 0.025577 , 0.031885 , 0.027751 , 0.028303 , 0.029644 , 0.023418 , 0.024108 , 0.033619 , 0.024976 , 0.021633 , 0.021273 , 0.017559 , 0.019898 , 0.024718 , 0.021697 , 0.019033 , 0.017161 , 0.03613 , 0.037881 , 0.027278 , 0.027865 , 0.030332 , 0.037251 , 0.030411 , 0.032356 , 0.032044 , 0.050624 , 0.042625 , 0.020925 , 0.022036 , 0.032166 , 0.024906 , 0.033258 , 0.03908 , 0.023041 , 0.017087 , 0.020767 , 0.040314 , 0.029307 , 0.037353 , 0.041138 , 0.033193 , 0.028949 , 0.042187 , 0.027895 , 0.025125 , 0.028368 , 0.025746 , 0.030744 , 0.032519 , 0.031346 , 0.026047 , 0.025135 , 0.020841 , 0.028605 , 0.03467 , 0.039564 , 0.053963 , 0.02605 , 0.019444 , 0.033861 , 0.032512 , 0.045518 , 0.041973 , 0.046399 , 0.038007 , 0.029962 , 0.026537 , 0.041799 , 0.02266 , 0.025983 , 0.024921 , 0.03946 , 0.019848 , 0.028744 , 0.024881 , 0.013652 , 0.010691 , 0.016285 , 0.021541 , 0.020838 , 0.026648 , 0.027639 , 0.026698 , 0.035831 , 0.041326 , 0.037194 , 0.040826 , 0.022828 , 0.038146 , 0.037637 , 0.030736 , 0.033565 , 0.036889 
 369 , 0.020234 , 0.017781 , 0.016822 , 0.033876 , 0.027346 , 0.039071 , 0.034946 , 0.026285 , 0.036693 , 0.044677 , 0.030907 , 0.036436 , 0.036572 , 0.028593 , 0.024288 , 0.024937 , 0.021552 , 0.027682 , 0.026652 , 0.024898 , 0.053111 , 0.015051 , 0.021357 , 0.022322 , 0.018231 , 0.017958 , 0.026236 , 0.027473 , 0.030165 , 0.046685 , 0.030682 , 0.017296 , 0.015059 , 0.022127 , 0.022273 , 0.035113 , 0.037737 , 0.055311 , 0.0275 , 0.026848 , 0.028945 , 0.031351 , 0.02976 , 0.031453 , 0.029398 , 0.026658 , 0.023108 , 0.024061 , 0.04298 , 0.03011 , 0.026918 , 0.031323 , 0.025775 , 0.025373 , 0.025849 , 0.031368 , 0.039974 , 0.017766 , 0.022094 , 0.026431 , 0.026869 , 0.019682 , 0.02573 , 0.026349 , 0.037261 , 0.020778 , 0.026679 , 0.02667 , 0.023304 , 0.023531 , 0.024472 , 0.025777 , 0.032076 , 0.027892 , 0.028399 , 0.029817 , 0.023516 , 0.024485 , 0.033771 , 0.025062 , 0.021648 , 0.021389 , 0.017543 , 0.019803 , 0.024742 , 0.021792 , 0.019115 , 0.017208 , 0.036308 , 0.038077 , 0.027383 , 0.028045 , 0.030568 , 0.037307 , 0.030546 , 0.032556 , 0.032099 , 0.050871 , 0.042764 , 0.020857 , 0.022068 , 0.032243 , 0.025004 , 0.033237 , 0.039272 , 0.022957 , 0.017085 , 0.020816 , 0.040607 , 0.029359 , 0.037509 , 0.041439 , 0.033333 , 0.029034 , 0.042257 , 0.028409 , 0.025381 , 0.028626 , 0.025839 , 0.030986 , 0.032648 , 0.031712 , 0.026369 , 0.025452 , 0.021037 , 0.028824 , 0.034843 , 0.039804 , 0.054216 , 0.026101 , 0.019508 , 0.034152 , 0.032838 , 0.045863 , 0.042394 , 0.046652 , 0.038197 , 0.030298 , 0.026782 , 0.04221 , 0.022715 , 0.026032 , 0.024979 , 0.039528 , 0.019969 , 0.028745 , 0.025009 , 0.013674 , 0.010701 , 0.016326 , 0.021662 , 0.020912 , 0.026652 , 0.02776 , 0.026847 , 0.036035 , 0.041433 , 0.037242 , 0.040902 , 0.022899 , 0.038269 , 0.037756 , 0.03093 , 0.033733 , 0.037078 
 370 , 0.020368 , 0.017907 , 0.016903 , 0.034029 , 0.027385 , 0.039141 , 0.035101 , 0.026341 , 0.036973 , 0.04472 , 0.031036 , 0.03669 , 0.036806 , 0.028884 , 0.024409 , 0.025015 , 0.021726 , 0.027751 , 0.026767 , 0.024895 , 0.053508 , 0.015219 , 0.021429 , 0.022414 , 0.018389 , 0.018097 , 0.026522 , 0.027737 , 0.030444 , 0.047113 , 0.031105 , 0.017466 , 0.015319 , 0.022531 , 0.022479 , 0.035339 , 0.037778 , 0.05558 , 0.0276 , 0.026964 , 0.029088 , 0.03167 , 0.029809 , 0.031558 , 0.029647 , 0.026826 , 0.023325 , 0.02417 , 0.043267 , 0.030379 , 0.026961 , 0.03146 , 0.026 , 0.025625 , 0.026271 , 0.031606 , 0.040309 , 0.017877 , 0.022365 , 0.026625 , 0.027035 , 0.019853 , 0.025646 , 0.026494 , 0.037597 , 0.021027 , 0.026943 , 0.026948 , 0.023465 , 0.02389 , 0.024664 , 0.026079 , 0.032374 , 0.028176 , 0.028629 , 0.03018 , 0.023742 , 0.024916 , 0.033971 , 0.025319 , 0.021707 , 0.021584 , 0.017242 , 0.019934 , 0.024822 , 0.022055 , 0.019156 , 0.017268 , 0.036534 , 0.038301 , 0.02747 , 0.028372 , 0.030631 , 0.037424 , 0.030705 , 0.032854 , 0.032029 , 0.051291 , 0.043145 , 0.020764 , 0.022089 , 0.032397 , 0.025199 , 0.033238 , 0.039487 , 0.022749 , 0.016916 , 0.021122 , 0.040911 , 0.0296 , 0.037864 , 0.04174 , 0.033552 , 0.029133 , 0.042334 , 0.028923 , 0.02579 , 0.028864 , 0.026016 , 0.03132 , 0.032709 , 0.032122 , 0.026732 , 0.025882 , 0.021211 , 0.029102 , 0.035025 , 0.040135 , 0.054568 , 0.02616 , 0.019676 , 0.034683 , 0.033097 , 0.046256 , 0.042922 , 0.046889 , 0.038365 , 0.030883 , 0.027023 , 0.042673 , 0.022847 , 0.026108 , 0.024978 , 0.039481 , 0.02006 , 0.028742 , 0.025154 , 0.013669 , 0.010712 , 0.016373 , 0.021765 , 0.020987 , 0.026799 , 0.027906 , 0.026964 , 0.036205 , 0.041668 , 0.037248 , 0.041113 , 0.023015 , 0.038477 , 0.037937 , 0.031272 , 0.034065 , 0.037316 
 371 , 0.020505 , 0.018043 , 0.016987 , 0.034194 , 0.02743 , 0.039217 , 0.035264 , 0.026404 , 0.037254 , 0.044786 , 0.031173 , 0.036952 , 0.037041 , 0.029176 , 0.024535 , 0.025095 , 0.021898 , 0.027821 , 0.026881 , 0.02489 , 0.053906 , 0.015391 , 0.021501 , 0.022508 , 0.01855 , 0.018238 , 0.026813 , 0.028005 , 0.030727 , 0.04754 , 0.031533 , 0.017642 , 0.015585 , 0.022944 , 0.022693 , 0.035564 , 0.037825 , 0.055843 , 0.027701 , 0.027083 , 0.029237 , 0.031993 , 0.029862 , 0.031661 , 0.029899 , 0.027002 , 0.023548 , 0.024286 , 0.043558 , 0.030647 , 0.027011 , 0.031603 , 0.026232 , 0.025886 , 0.026699 , 0.031852 , 0.040652 , 0.017991 , 0.022645 , 0.026821 , 0.027208 , 0.020025 , 0.025561 , 0.026643 , 0.037944 , 0.021278 , 0.027211 , 0.027229 , 0.023622 , 0.024251 , 0.024855 , 0.026387 , 0.032678 , 0.028464 , 0.028861 , 0.030549 , 0.023971 , 0.025355 , 0.034183 , 0.025585 , 0.021771 , 0.021785 , 0.016939 , 0.020069 , 0.024901 , 0.022322 , 0.019195 , 0.017331 , 0.036767 , 0.03853 , 0.027574 , 0.028705 , 0.030703 , 0.037554 , 0.030866 , 0.033161 , 0.031968 , 0.051715 , 0.04353 , 0.020676 , 0.022115 , 0.032554 , 0.025393 , 0.033246 , 0.039691 , 0.022537 , 0.016744 , 0.02144 , 0.041218 , 0.029848 , 0.038222 , 0.042057 , 0.03378 , 0.029238 , 0.042423 , 0.029453 , 0.026208 , 0.029111 , 0.026202 , 0.031661 , 0.032773 , 0.032544 , 0.027101 , 0.026325 , 0.021387 , 0.029384 , 0.035216 , 0.040467 , 0.054925 , 0.026224 , 0.019847 , 0.035222 , 0.033362 , 0.046663 , 0.043463 , 0.04713 , 0.038543 , 0.031477 , 0.027271 , 0.043157 , 0.022983 , 0.026187 , 0.024978 , 0.039445 , 0.020156 , 0.028733 , 0.025303 , 0.013667 , 0.010722 , 0.016419 , 0.021869 , 0.021065 , 0.026954 , 0.028061 , 0.027088 , 0.036386 , 0.041906 , 0.037264 , 0.041327 , 0.023134 , 0.038689 , 0.038124 , 0.031617 , 0.034399 , 0.037562 
 372 , 0.020624 , 0.018187 , 0.017066 , 0.034375 , 0.027497 , 0.039307 , 0.035435 , 0.026472 , 0.037529 , 0.044869 , 0.031307 , 0.037211 , 0.037264 , 0.029448 , 0.024656 , 0.025189 , 0.022052 , 0.027896 , 0.026985 , 0.024897 , 0.054299 , 0.015562 , 0.021578 , 0.022606 , 0.018701 , 0.018369 , 0.027096 , 0.028271 , 0.031003 , 0.047955 , 0.031951 , 0.01781 , 0.015834 , 0.023347 , 0.022913 , 0.035769 , 0.037866 , 0.056073 , 0.027793 , 0.027189 , 0.029388 , 0.03231 , 0.029929 , 0.031781 , 0.030152 , 0.027175 , 0.023766 , 0.024403 , 0.043851 , 0.030911 , 0.027067 , 0.031755 , 0.026473 , 0.026145 , 0.027106 , 0.032102 , 0.040988 , 0.018093 , 0.022926 , 0.027012 , 0.027389 , 0.020183 , 0.025486 , 0.026794 , 0.038288 , 0.021499 , 0.027463 , 0.027496 , 0.023763 , 0.024569 , 0.025015 , 0.026684 , 0.032967 , 0.028737 , 0.0291 , 0.030906 , 0.024189 , 0.025772 , 0.0344 , 0.025845 , 0.021828 , 0.021955 , 0.016664 , 0.020199 , 0.024969 , 0.022577 , 0.019226 , 0.017395 , 0.037004 , 0.038763 , 0.027677 , 0.029018 , 0.030783 , 0.037683 , 0.031022 , 0.03348 , 0.031931 , 0.052115 , 0.043904 , 0.020591 , 0.022147 , 0.032706 , 0.025573 , 0.033265 , 0.03989 , 0.02234 , 0.016576 , 0.021749 , 0.041517 , 0.030079 , 0.038566 , 0.042369 , 0.034001 , 0.02933 , 0.042518 , 0.029992 , 0.026616 , 0.029345 , 0.026393 , 0.031997 , 0.032847 , 0.032989 , 0.027442 , 0.026766 , 0.021536 , 0.029656 , 0.035401 , 0.040765 , 0.055264 , 0.026281 , 0.020005 , 0.035741 , 0.033644 , 0.047061 , 0.043993 , 0.047368 , 0.038725 , 0.032044 , 0.027511 , 0.043661 , 0.023106 , 0.026264 , 0.024971 , 0.03942 , 0.020237 , 0.02873 , 0.025443 , 0.013662 , 0.010733 , 0.01646 , 0.021977 , 0.021146 , 0.027109 , 0.028223 , 0.027234 , 0.03658 , 0.042137 , 0.037299 , 0.041546 , 0.023247 , 0.038906 , 0.038314 , 0.031946 , 0.034719 , 0.037801 
 373 , 0.020502 , 0.018364 , 0.017045 , 0.034691 , 0.027768 , 0.039494 , 0.035606 , 0.026515 , 0.03767 , 0.045021 , 0.03135 , 0.037353 , 0.037297 , 0.029391 , 0.024667 , 0.025447 , 0.021975 , 0.028011 , 0.026999 , 0.025047 , 0.054613 , 0.015698 , 0.021714 , 0.022724 , 0.018683 , 0.018352 , 0.027208 , 0.028524 , 0.031142 , 0.048155 , 0.032198 , 0.017861 , 0.015857 , 0.023528 , 0.023142 , 0.035699 , 0.037775 , 0.055852 , 0.027744 , 0.02717 , 0.02951 , 0.03252 , 0.030128 , 0.032145 , 0.030389 , 0.027262 , 0.023911 , 0.024494 , 0.04415 , 0.031121 , 0.027168 , 0.03198 , 0.026766 , 0.026327 , 0.027174 , 0.032336 , 0.041203 , 0.018005 , 0.02316 , 0.027118 , 0.027616 , 0.020154 , 0.025556 , 0.026913 , 0.038465 , 0.021322 , 0.02745 , 0.027541 , 0.023702 , 0.02425 , 0.024753 , 0.026793 , 0.032986 , 0.02875 , 0.029421 , 0.03103 , 0.024251 , 0.025817 , 0.034627 , 0.025932 , 0.021777 , 0.021682 , 0.016748 , 0.020199 , 0.024918 , 0.022631 , 0.019184 , 0.017481 , 0.037279 , 0.038974 , 0.027638 , 0.028993 , 0.030887 , 0.037703 , 0.031103 , 0.033807 , 0.032091 , 0.052099 , 0.044084 , 0.02048 , 0.02222 , 0.03278 , 0.025558 , 0.033407 , 0.040056 , 0.022358 , 0.016469 , 0.021851 , 0.041634 , 0.030005 , 0.038594 , 0.042439 , 0.033971 , 0.029206 , 0.042586 , 0.030451 , 0.026763 , 0.02931 , 0.026572 , 0.03215 , 0.032991 , 0.033625 , 0.027302 , 0.027042 , 0.021285 , 0.029693 , 0.0354 , 0.040529 , 0.055226 , 0.026216 , 0.019976 , 0.035894 , 0.034021 , 0.047149 , 0.044218 , 0.047492 , 0.038825 , 0.032119 , 0.02756 , 0.044232 , 0.023023 , 0.026288 , 0.024875 , 0.039439 , 0.020123 , 0.028798 , 0.025411 , 0.013593 , 0.010753 , 0.016427 , 0.022097 , 0.021244 , 0.027208 , 0.028408 , 0.0276 , 0.036862 , 0.042246 , 0.037516 , 0.041806 , 0.023294 , 0.039189 , 0.038523 , 0.032004 , 0.034808 , 0.037892 
