  time  ,30:50 AM,30:41 AM,30:32 AM,30:22 AM,30:13 AM,29:31 AM,29:21 AM,29:09 AM,29:00 AM,28:53 AM,27:52 AM,27:43 AM,27:33 AM,27:24 AM,27:16 AM,26:53 AM,26:41 AM,26:30 AM,26:21 AM,26:12 AM,24:24 AM,24:14 AM,24:04 AM,23:49 AM,23:42 AM,22:52 AM,22:44 AM,22:33 AM,22:24 AM,22:13 AM,21:06 AM,20:56 AM,20:46 AM,20:34 AM,20:19 AM,19:08 AM,18:56 AM,18:41 AM,18:29 AM,18:10 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 978 , 0.668683 , 0.48227 , 0.483215 , 0.528517 , 0.473155 , 0.229446 , 0.260675 , 0.310644 , 0.348458 , 0.400491 , 0.335301 , 0.375834 , 0.323961 , 0.3032 , 0.354957 , 0.564253 , 0.510722 , 0.487897 , 0.501985 , 0.54717 , 0.412398 , 0.390547 , 0.516363 , 0.448716 , 0.523443 , 0.385313 , 0.402832 , 0.386767 , 0.407601 , 0.384281 , 0.401189 , 0.410799 , 0.434933 , 0.450998 , 0.480715 , 0.497856 , 0.501839 , 0.590742 , 0.533562 , 0.502697 
 979 , 0.668843 , 0.482576 , 0.48346 , 0.528671 , 0.473528 , 0.229942 , 0.261305 , 0.311258 , 0.348639 , 0.401144 , 0.335763 , 0.375798 , 0.324496 , 0.303718 , 0.355396 , 0.564922 , 0.511112 , 0.487694 , 0.502281 , 0.547666 , 0.412497 , 0.390776 , 0.516941 , 0.448617 , 0.523683 , 0.385469 , 0.403188 , 0.387021 , 0.408017 , 0.384309 , 0.401651 , 0.411279 , 0.435248 , 0.451357 , 0.481024 , 0.497946 , 0.501977 , 0.591413 , 0.534152 , 0.50334 
 980 , 0.66879 , 0.482682 , 0.483591 , 0.528559 , 0.473818 , 0.230644 , 0.262071 , 0.311875 , 0.349539 , 0.40171 , 0.336748 , 0.37613 , 0.325459 , 0.30457 , 0.356323 , 0.565876 , 0.512044 , 0.487705 , 0.50243 , 0.548264 , 0.412754 , 0.391908 , 0.51792 , 0.44867 , 0.524257 , 0.385917 , 0.404121 , 0.387476 , 0.408813 , 0.384618 , 0.402187 , 0.412003 , 0.435895 , 0.451976 , 0.481801 , 0.498388 , 0.502834 , 0.59228 , 0.534839 , 0.504191 
 981 , 0.66939 , 0.482967 , 0.484104 , 0.528699 , 0.474178 , 0.231392 , 0.262997 , 0.312585 , 0.350764 , 0.402408 , 0.337759 , 0.37709 , 0.326639 , 0.305679 , 0.357453 , 0.566936 , 0.513134 , 0.488175 , 0.502776 , 0.548638 , 0.413025 , 0.393403 , 0.518917 , 0.449133 , 0.524988 , 0.386728 , 0.405113 , 0.387951 , 0.409788 , 0.385045 , 0.402955 , 0.41278 , 0.43656 , 0.452945 , 0.48278 , 0.49918 , 0.50387 , 0.592801 , 0.53559 , 0.505021 
 982 , 0.669971 , 0.483234 , 0.484611 , 0.52885 , 0.474515 , 0.232109 , 0.263873 , 0.31326 , 0.351936 , 0.403044 , 0.338671 , 0.378006 , 0.327672 , 0.306721 , 0.358532 , 0.567927 , 0.514065 , 0.488655 , 0.503066 , 0.548941 , 0.413283 , 0.39477 , 0.519787 , 0.449606 , 0.525681 , 0.387499 , 0.406055 , 0.388388 , 0.410687 , 0.385434 , 0.403646 , 0.413512 , 0.43713 , 0.453837 , 0.483664 , 0.499912 , 0.50483 , 0.593223 , 0.536235 , 0.505705 
 983 , 0.670362 , 0.483295 , 0.484928 , 0.52899 , 0.474683 , 0.232434 , 0.264431 , 0.313766 , 0.352741 , 0.403209 , 0.338756 , 0.378462 , 0.327579 , 0.307146 , 0.359175 , 0.56841 , 0.51383 , 0.489155 , 0.502782 , 0.548564 , 0.413511 , 0.395098 , 0.519748 , 0.450108 , 0.525967 , 0.387877 , 0.406562 , 0.38865 , 0.411033 , 0.385527 , 0.403725 , 0.413755 , 0.436983 , 0.454034 , 0.483825 , 0.500246 , 0.505075 , 0.592827 , 0.536141 , 0.505404 
 984 , 0.669782 , 0.483024 , 0.484765 , 0.528757 , 0.474617 , 0.232676 , 0.264664 , 0.314265 , 0.353147 , 0.403291 , 0.338859 , 0.378426 , 0.32714 , 0.307143 , 0.359484 , 0.568909 , 0.513241 , 0.489518 , 0.502436 , 0.548426 , 0.41361 , 0.395097 , 0.51955 , 0.450237 , 0.525988 , 0.387789 , 0.406873 , 0.38906 , 0.411141 , 0.385605 , 0.40339 , 0.413696 , 0.436805 , 0.453834 , 0.483809 , 0.499938 , 0.504877 , 0.59276 , 0.535751 , 0.505248 
 985 , 0.669153 , 0.482743 , 0.484591 , 0.528507 , 0.474554 , 0.232913 , 0.2649 , 0.314758 , 0.353527 , 0.403371 , 0.338955 , 0.378378 , 0.326672 , 0.307124 , 0.359797 , 0.569394 , 0.512641 , 0.489866 , 0.502092 , 0.548282 , 0.413707 , 0.395083 , 0.519337 , 0.450343 , 0.525991 , 0.387676 , 0.407167 , 0.389453 , 0.411262 , 0.385686 , 0.40303 , 0.413636 , 0.436638 , 0.453613 , 0.483795 , 0.499604 , 0.504637 , 0.592695 , 0.535359 , 0.505078 
 986 , 0.669646 , 0.483246 , 0.484926 , 0.529024 , 0.47489 , 0.23326 , 0.265288 , 0.315365 , 0.353641 , 0.404031 , 0.339407 , 0.378651 , 0.326567 , 0.307038 , 0.359762 , 0.570076 , 0.512726 , 0.489908 , 0.502662 , 0.548397 , 0.413682 , 0.395007 , 0.519402 , 0.45045 , 0.526604 , 0.387775 , 0.40759 , 0.389597 , 0.411333 , 0.385783 , 0.402964 , 0.414081 , 0.436657 , 0.453966 , 0.483929 , 0.499416 , 0.504825 , 0.592738 , 0.535301 , 0.505822 
 987 , 0.670116 , 0.483628 , 0.485108 , 0.5294 , 0.475049 , 0.233597 , 0.265682 , 0.315679 , 0.35364 , 0.404591 , 0.339782 , 0.378938 , 0.326521 , 0.306901 , 0.359488 , 0.570605 , 0.512895 , 0.489718 , 0.503078 , 0.54848 , 0.413683 , 0.394916 , 0.51927 , 0.450377 , 0.527337 , 0.387987 , 0.407892 , 0.389452 , 0.411307 , 0.385781 , 0.402997 , 0.414736 , 0.436633 , 0.454133 , 0.484155 , 0.499379 , 0.50497 , 0.592573 , 0.535632 , 0.506621 
 988 , 0.67047 , 0.483857 , 0.48515 , 0.529616 , 0.47508 , 0.233919 , 0.266072 , 0.315835 , 0.353626 , 0.405051 , 0.340078 , 0.379204 , 0.326486 , 0.30676 , 0.359151 , 0.571042 , 0.513042 , 0.489453 , 0.503328 , 0.548504 , 0.413728 , 0.39484 , 0.519021 , 0.450227 , 0.528096 , 0.388265 , 0.408119 , 0.389173 , 0.411215 , 0.385722 , 0.403049 , 0.415433 , 0.436579 , 0.454175 , 0.484411 , 0.499422 , 0.505075 , 0.592317 , 0.536106 , 0.507347 
 989 , 0.671243 , 0.48429 , 0.485526 , 0.530027 , 0.475453 , 0.234437 , 0.266676 , 0.316007 , 0.353957 , 0.405832 , 0.340445 , 0.379461 , 0.326692 , 0.307027 , 0.359172 , 0.571586 , 0.513233 , 0.489647 , 0.503642 , 0.548782 , 0.413718 , 0.394877 , 0.518859 , 0.450247 , 0.528535 , 0.388626 , 0.408347 , 0.388882 , 0.411359 , 0.385898 , 0.403275 , 0.415948 , 0.436778 , 0.454268 , 0.48483 , 0.499664 , 0.50539 , 0.592387 , 0.536776 , 0.508231 
 990 , 0.672523 , 0.485004 , 0.486271 , 0.530767 , 0.476168 , 0.235103 , 0.267504 , 0.316255 , 0.354618 , 0.406912 , 0.340929 , 0.379776 , 0.327197 , 0.307717 , 0.35974 , 0.572246 , 0.513449 , 0.49017 , 0.504058 , 0.549223 , 0.413657 , 0.395044 , 0.51907 , 0.450554 , 0.528704 , 0.388968 , 0.408676 , 0.388669 , 0.411736 , 0.386265 , 0.403696 , 0.416246 , 0.437207 , 0.454581 , 0.485445 , 0.500088 , 0.506178 , 0.593292 , 0.537583 , 0.509124 
 991 , 0.674097 , 0.485945 , 0.487211 , 0.531831 , 0.477024 , 0.23583 , 0.268427 , 0.31666 , 0.35536 , 0.408075 , 0.34153 , 0.380259 , 0.3278 , 0.308464 , 0.360695 , 0.573021 , 0.513619 , 0.490555 , 0.504555 , 0.549587 , 0.41361 , 0.395284 , 0.519794 , 0.451101 , 0.5289 , 0.389208 , 0.409213 , 0.388696 , 0.412229 , 0.386576 , 0.404162 , 0.416498 , 0.437641 , 0.455156 , 0.486201 , 0.5005 , 0.507415 , 0.595188 , 0.538432 , 0.509877 
 992 , 0.675802 , 0.48691 , 0.488319 , 0.533043 , 0.477968 , 0.236592 , 0.269441 , 0.317155 , 0.356126 , 0.409251 , 0.342215 , 0.380845 , 0.328389 , 0.309267 , 0.361765 , 0.573838 , 0.513835 , 0.49111 , 0.505007 , 0.550059 , 0.413765 , 0.395625 , 0.520542 , 0.451583 , 0.529227 , 0.389488 , 0.409679 , 0.388961 , 0.412783 , 0.386982 , 0.404738 , 0.416812 , 0.438327 , 0.455727 , 0.487052 , 0.501049 , 0.508624 , 0.597246 , 0.539366 , 0.510475 
 993 , 0.677784 , 0.487931 , 0.489816 , 0.534608 , 0.479089 , 0.237445 , 0.270582 , 0.317945 , 0.356953 , 0.410301 , 0.343055 , 0.381777 , 0.328858 , 0.310104 , 0.363095 , 0.574773 , 0.514212 , 0.49223 , 0.505256 , 0.550906 , 0.414515 , 0.396261 , 0.521296 , 0.451851 , 0.529938 , 0.389947 , 0.409915 , 0.389905 , 0.413443 , 0.387605 , 0.405573 , 0.417243 , 0.43971 , 0.456307 , 0.488188 , 0.501985 , 0.50967 , 0.599454 , 0.540564 , 0.510655 
 994 , 0.678917 , 0.488187 , 0.490655 , 0.535253 , 0.479642 , 0.237995 , 0.271336 , 0.318729 , 0.357449 , 0.410934 , 0.343881 , 0.382315 , 0.328958 , 0.310654 , 0.363811 , 0.575128 , 0.514538 , 0.493708 , 0.505749 , 0.551745 , 0.414843 , 0.396496 , 0.521143 , 0.451736 , 0.530302 , 0.390419 , 0.409793 , 0.39039 , 0.413901 , 0.38825 , 0.406197 , 0.417454 , 0.440894 , 0.456886 , 0.488815 , 0.503353 , 0.510472 , 0.599352 , 0.541644 , 0.511356 
 995 , 0.680107 , 0.488453 , 0.491531 , 0.535918 , 0.480217 , 0.238563 , 0.272105 , 0.319542 , 0.357972 , 0.411592 , 0.344749 , 0.38288 , 0.32906 , 0.311234 , 0.364527 , 0.575488 , 0.514872 , 0.49525 , 0.506265 , 0.552618 , 0.415183 , 0.39673 , 0.520985 , 0.451604 , 0.530688 , 0.390902 , 0.409669 , 0.390902 , 0.414385 , 0.388922 , 0.406862 , 0.417677 , 0.4421 , 0.457475 , 0.489465 , 0.504783 , 0.511323 , 0.599242 , 0.542772 , 0.512079 
 996 , 0.681806 , 0.48966 , 0.492713 , 0.537051 , 0.4813 , 0.239409 , 0.273062 , 0.320752 , 0.358742 , 0.412539 , 0.346146 , 0.38415 , 0.329982 , 0.31215 , 0.365519 , 0.57661 , 0.51618 , 0.496992 , 0.507806 , 0.554384 , 0.415948 , 0.397731 , 0.521986 , 0.452454 , 0.531516 , 0.39134 , 0.41047 , 0.391982 , 0.415577 , 0.390027 , 0.407317 , 0.418231 , 0.442768 , 0.458788 , 0.490387 , 0.506279 , 0.512285 , 0.599892 , 0.54474 , 0.513455 
 997 , 0.682397 , 0.490431 , 0.493223 , 0.537532 , 0.481811 , 0.239994 , 0.273731 , 0.321402 , 0.359285 , 0.413296 , 0.346976 , 0.385215 , 0.330763 , 0.312911 , 0.366523 , 0.577866 , 0.517329 , 0.498153 , 0.508781 , 0.555797 , 0.416758 , 0.398978 , 0.523156 , 0.453302 , 0.532389 , 0.391441 , 0.411202 , 0.393122 , 0.416687 , 0.391171 , 0.40774 , 0.41891 , 0.443586 , 0.459856 , 0.491228 , 0.507114 , 0.512898 , 0.600989 , 0.546436 , 0.514209 
 998 , 0.682639 , 0.491046 , 0.49352 , 0.537804 , 0.482161 , 0.240512 , 0.274318 , 0.321886 , 0.359758 , 0.414008 , 0.347632 , 0.386215 , 0.331525 , 0.313655 , 0.367549 , 0.579202 , 0.518441 , 0.499164 , 0.509598 , 0.557124 , 0.41759 , 0.400346 , 0.524383 , 0.454155 , 0.533283 , 0.391447 , 0.411918 , 0.39429 , 0.417804 , 0.392356 , 0.408179 , 0.419652 , 0.444473 , 0.460865 , 0.492084 , 0.50775 , 0.513408 , 0.602218 , 0.548068 , 0.514759 
 999 , 0.682553 , 0.491572 , 0.493487 , 0.538026 , 0.48259 , 0.241111 , 0.274923 , 0.322696 , 0.360254 , 0.414697 , 0.347938 , 0.386546 , 0.332302 , 0.314325 , 0.368101 , 0.579897 , 0.519382 , 0.499461 , 0.51023 , 0.55799 , 0.418159 , 0.401444 , 0.525568 , 0.454936 , 0.534053 , 0.391654 , 0.412512 , 0.394989 , 0.418514 , 0.393371 , 0.408752 , 0.420486 , 0.445487 , 0.461378 , 0.49275 , 0.508485 , 0.513948 , 0.603266 , 0.549434 , 0.515594 
 1000 , 0.682994 , 0.492458 , 0.493748 , 0.538731 , 0.483512 , 0.242026 , 0.27578 , 0.324038 , 0.361068 , 0.415705 , 0.348436 , 0.386699 , 0.333395 , 0.315192 , 0.368411 , 0.580354 , 0.520358 , 0.499646 , 0.511015 , 0.558933 , 0.418696 , 0.402294 , 0.526723 , 0.455726 , 0.534861 , 0.392413 , 0.413182 , 0.395574 , 0.419235 , 0.394369 , 0.409538 , 0.421574 , 0.446554 , 0.461794 , 0.493578 , 0.509697 , 0.514715 , 0.604568 , 0.550994 , 0.51714 
 1001 , 0.684287 , 0.493855 , 0.494578 , 0.54007 , 0.484978 , 0.243283 , 0.27699 , 0.325829 , 0.362259 , 0.417124 , 0.349397 , 0.387103 , 0.33489 , 0.316342 , 0.368725 , 0.580924 , 0.52155 , 0.500165 , 0.512106 , 0.560306 , 0.419393 , 0.403 , 0.527903 , 0.456574 , 0.535801 , 0.393711 , 0.414075 , 0.396363 , 0.420229 , 0.395512 , 0.410501 , 0.422966 , 0.447655 , 0.462445 , 0.49472 , 0.511411 , 0.515793 , 0.606308 , 0.552974 , 0.519352 
 1002 , 0.685947 , 0.495294 , 0.495691 , 0.541496 , 0.486425 , 0.244362 , 0.278091 , 0.327216 , 0.363286 , 0.418399 , 0.350218 , 0.387437 , 0.336255 , 0.31734 , 0.369062 , 0.581567 , 0.522467 , 0.500714 , 0.513088 , 0.561432 , 0.419974 , 0.403543 , 0.528739 , 0.457279 , 0.536643 , 0.394731 , 0.414937 , 0.397058 , 0.420968 , 0.396391 , 0.411319 , 0.424033 , 0.448425 , 0.46304 , 0.495805 , 0.512761 , 0.516947 , 0.607875 , 0.554692 , 0.521332 
 1003 , 0.68812 , 0.496644 , 0.497213 , 0.542925 , 0.48772 , 0.245018 , 0.278909 , 0.32779 , 0.363911 , 0.419357 , 0.350724 , 0.387656 , 0.337211 , 0.317957 , 0.369439 , 0.582286 , 0.522918 , 0.501234 , 0.513809 , 0.562066 , 0.420309 , 0.403798 , 0.529 , 0.457738 , 0.537298 , 0.395059 , 0.41572 , 0.39756 , 0.421233 , 0.396792 , 0.41184 , 0.424402 , 0.448516 , 0.46355 , 0.496701 , 0.513383 , 0.518186 , 0.609057 , 0.555728 , 0.522762 
 1004 , 0.689961 , 0.497596 , 0.498422 , 0.544046 , 0.488497 , 0.245409 , 0.279527 , 0.328057 , 0.364283 , 0.420103 , 0.350954 , 0.387835 , 0.337768 , 0.318502 , 0.370078 , 0.582807 , 0.523726 , 0.501697 , 0.51457 , 0.562757 , 0.420573 , 0.404325 , 0.529735 , 0.458408 , 0.538108 , 0.394599 , 0.416643 , 0.397931 , 0.421356 , 0.397134 , 0.412314 , 0.424304 , 0.448469 , 0.464203 , 0.497567 , 0.514043 , 0.519596 , 0.610304 , 0.556321 , 0.524039 
 1005 , 0.691838 , 0.498554 , 0.499653 , 0.545195 , 0.48928 , 0.245803 , 0.280188 , 0.328284 , 0.364638 , 0.420867 , 0.351227 , 0.388037 , 0.338329 , 0.319096 , 0.37073 , 0.583318 , 0.524536 , 0.502135 , 0.515319 , 0.563429 , 0.420895 , 0.40483 , 0.530471 , 0.45909 , 0.538903 , 0.394101 , 0.417557 , 0.39831 , 0.421466 , 0.397482 , 0.412806 , 0.424177 , 0.448418 , 0.464854 , 0.498426 , 0.514719 , 0.52104 , 0.61154 , 0.556895 , 0.525292 
 1006 , 0.692991 , 0.499159 , 0.500442 , 0.546035 , 0.48951 , 0.245881 , 0.280856 , 0.328031 , 0.36466 , 0.421213 , 0.351847 , 0.388404 , 0.338564 , 0.320079 , 0.371145 , 0.583462 , 0.525098 , 0.502124 , 0.51535 , 0.563608 , 0.421641 , 0.40488 , 0.530871 , 0.459295 , 0.539094 , 0.393364 , 0.417736 , 0.398509 , 0.421341 , 0.397711 , 0.413246 , 0.42385 , 0.448492 , 0.465367 , 0.498774 , 0.515393 , 0.522105 , 0.612038 , 0.556881 , 0.525497 
 1007 , 0.693018 , 0.499259 , 0.50057 , 0.546136 , 0.489488 , 0.24562 , 0.281173 , 0.327465 , 0.364 , 0.420662 , 0.351736 , 0.388514 , 0.338504 , 0.320642 , 0.371136 , 0.583283 , 0.524172 , 0.501481 , 0.514728 , 0.562958 , 0.422186 , 0.404624 , 0.53051 , 0.458964 , 0.538757 , 0.392645 , 0.417215 , 0.398314 , 0.420975 , 0.397559 , 0.412999 , 0.423383 , 0.448224 , 0.465331 , 0.498305 , 0.515027 , 0.522776 , 0.612042 , 0.556377 , 0.524741 
 1008 , 0.692853 , 0.499286 , 0.500596 , 0.546122 , 0.489434 , 0.245315 , 0.281446 , 0.326845 , 0.363218 , 0.419963 , 0.351502 , 0.388601 , 0.338376 , 0.321179 , 0.371062 , 0.583051 , 0.522975 , 0.500709 , 0.513977 , 0.562138 , 0.422724 , 0.404303 , 0.530021 , 0.458514 , 0.538321 , 0.391889 , 0.416575 , 0.398053 , 0.420561 , 0.397327 , 0.412645 , 0.422867 , 0.447894 , 0.465205 , 0.497691 , 0.51449 , 0.523402 , 0.61195 , 0.555774 , 0.523786 
 1009 , 0.692325 , 0.499236 , 0.499974 , 0.545918 , 0.489453 , 0.245025 , 0.281641 , 0.327088 , 0.362753 , 0.419544 , 0.351664 , 0.389033 , 0.338134 , 0.321593 , 0.371427 , 0.582875 , 0.522761 , 0.500599 , 0.513675 , 0.562032 , 0.42332 , 0.404125 , 0.529676 , 0.458502 , 0.537854 , 0.392312 , 0.415781 , 0.397949 , 0.420836 , 0.397211 , 0.411948 , 0.422852 , 0.447698 , 0.465189 , 0.497333 , 0.514229 , 0.523443 , 0.61181 , 0.555615 , 0.523287 
 1010 , 0.692352 , 0.499412 , 0.49961 , 0.546094 , 0.489641 , 0.244998 , 0.28208 , 0.327983 , 0.36298 , 0.419688 , 0.352572 , 0.389682 , 0.338249 , 0.322211 , 0.372084 , 0.582708 , 0.523618 , 0.501085 , 0.513819 , 0.562189 , 0.424028 , 0.404061 , 0.529545 , 0.458841 , 0.537345 , 0.393213 , 0.415278 , 0.39802 , 0.42139 , 0.397184 , 0.41162 , 0.422978 , 0.447908 , 0.465378 , 0.497469 , 0.514443 , 0.523164 , 0.611793 , 0.556276 , 0.523646 
 1011 , 0.69291 , 0.499787 , 0.499574 , 0.5466 , 0.489957 , 0.245198 , 0.282747 , 0.32922 , 0.363676 , 0.420206 , 0.354016 , 0.390445 , 0.338667 , 0.32302 , 0.372869 , 0.582546 , 0.525066 , 0.501901 , 0.514228 , 0.562417 , 0.424816 , 0.404049 , 0.529549 , 0.459372 , 0.536826 , 0.394261 , 0.415014 , 0.398204 , 0.422036 , 0.397225 , 0.411638 , 0.423128 , 0.448407 , 0.465699 , 0.497929 , 0.514952 , 0.522782 , 0.611882 , 0.557494 , 0.524584 
 1012 , 0.694098 , 0.500215 , 0.499875 , 0.547206 , 0.490491 , 0.245799 , 0.283718 , 0.330538 , 0.364567 , 0.420899 , 0.35551 , 0.391285 , 0.339226 , 0.323923 , 0.373795 , 0.582697 , 0.526323 , 0.502771 , 0.514795 , 0.562978 , 0.425116 , 0.404644 , 0.529872 , 0.460053 , 0.53697 , 0.395644 , 0.41532 , 0.398696 , 0.422816 , 0.397844 , 0.411955 , 0.423469 , 0.449306 , 0.466385 , 0.498654 , 0.515675 , 0.523185 , 0.612198 , 0.559188 , 0.526025 
 1013 , 0.69608 , 0.50082 , 0.500635 , 0.548071 , 0.49135 , 0.246834 , 0.284999 , 0.331894 , 0.365651 , 0.421846 , 0.356977 , 0.39217 , 0.339914 , 0.324998 , 0.374936 , 0.583562 , 0.527368 , 0.503792 , 0.515637 , 0.564281 , 0.425002 , 0.406005 , 0.530695 , 0.461077 , 0.537975 , 0.397488 , 0.416229 , 0.399692 , 0.423794 , 0.39928 , 0.412674 , 0.424135 , 0.450611 , 0.467461 , 0.499882 , 0.516874 , 0.524737 , 0.61311 , 0.561423 , 0.528107 
 1014 , 0.698465 , 0.501792 , 0.501606 , 0.549328 , 0.492538 , 0.247902 , 0.286355 , 0.333249 , 0.366727 , 0.423045 , 0.3583 , 0.393004 , 0.340635 , 0.326306 , 0.37628 , 0.585443 , 0.52854 , 0.505043 , 0.516834 , 0.566608 , 0.425113 , 0.407761 , 0.53199 , 0.462511 , 0.539461 , 0.399762 , 0.417143 , 0.401145 , 0.424985 , 0.401174 , 0.413578 , 0.42507 , 0.451946 , 0.468542 , 0.501692 , 0.518773 , 0.527128 , 0.614971 , 0.563814 , 0.530578 
 1015 , 0.700782 , 0.50281 , 0.502624 , 0.550651 , 0.493702 , 0.248931 , 0.287508 , 0.334663 , 0.367935 , 0.424213 , 0.359327 , 0.393686 , 0.341426 , 0.327385 , 0.377343 , 0.587097 , 0.529361 , 0.505998 , 0.517751 , 0.568724 , 0.425256 , 0.409342 , 0.533122 , 0.463761 , 0.540743 , 0.401764 , 0.417964 , 0.402465 , 0.426071 , 0.402951 , 0.414447 , 0.426014 , 0.453266 , 0.469395 , 0.503396 , 0.520539 , 0.529333 , 0.61678 , 0.56605 , 0.532821 
 1016 , 0.702511 , 0.503908 , 0.503606 , 0.552046 , 0.494515 , 0.249667 , 0.287652 , 0.336134 , 0.369474 , 0.425097 , 0.358992 , 0.393693 , 0.342415 , 0.327315 , 0.37716 , 0.587507 , 0.528643 , 0.505628 , 0.517458 , 0.569683 , 0.425441 , 0.410041 , 0.533476 , 0.464101 , 0.54109 , 0.402441 , 0.418257 , 0.403115 , 0.42656 , 0.403932 , 0.415088 , 0.426875 , 0.454307 , 0.469105 , 0.504438 , 0.521488 , 0.530378 , 0.618065 , 0.567317 , 0.53372 
 1017 , 0.703671 , 0.504548 , 0.504102 , 0.55277 , 0.495093 , 0.250435 , 0.287751 , 0.337539 , 0.370328 , 0.425634 , 0.358963 , 0.39431 , 0.343444 , 0.327049 , 0.376866 , 0.587011 , 0.527739 , 0.504275 , 0.516517 , 0.57017 , 0.425806 , 0.410791 , 0.533875 , 0.464329 , 0.541289 , 0.403032 , 0.418838 , 0.403678 , 0.426683 , 0.40444 , 0.415375 , 0.427933 , 0.455406 , 0.469258 , 0.504735 , 0.521992 , 0.530455 , 0.618191 , 0.568116 , 0.534162 
 1018 , 0.704884 , 0.505181 , 0.50462 , 0.553519 , 0.495678 , 0.251252 , 0.287854 , 0.339029 , 0.371211 , 0.426187 , 0.358914 , 0.394955 , 0.344544 , 0.326761 , 0.376525 , 0.586465 , 0.526766 , 0.502834 , 0.515491 , 0.570654 , 0.426173 , 0.411572 , 0.534296 , 0.464561 , 0.541496 , 0.403653 , 0.419463 , 0.404257 , 0.426806 , 0.404977 , 0.415676 , 0.429053 , 0.456555 , 0.469428 , 0.505023 , 0.522518 , 0.530495 , 0.618301 , 0.568941 , 0.534628 
 1019 , 0.705464 , 0.505736 , 0.50503 , 0.554015 , 0.495944 , 0.252097 , 0.288368 , 0.339341 , 0.37135 , 0.425908 , 0.3596 , 0.395886 , 0.344971 , 0.326483 , 0.376908 , 0.58637 , 0.527089 , 0.501819 , 0.515541 , 0.570171 , 0.427319 , 0.412488 , 0.535052 , 0.465001 , 0.541474 , 0.403488 , 0.420004 , 0.404986 , 0.426887 , 0.405087 , 0.416044 , 0.430213 , 0.457657 , 0.470314 , 0.504929 , 0.523432 , 0.531049 , 0.618552 , 0.5684 , 0.535642 
 1020 , 0.705493 , 0.506016 , 0.504993 , 0.554139 , 0.495732 , 0.252684 , 0.288578 , 0.339063 , 0.371673 , 0.42537 , 0.360164 , 0.39626 , 0.344795 , 0.325797 , 0.377204 , 0.585726 , 0.527002 , 0.501292 , 0.516084 , 0.568283 , 0.427862 , 0.412752 , 0.534967 , 0.464577 , 0.541276 , 0.402857 , 0.420242 , 0.405161 , 0.426969 , 0.40496 , 0.416353 , 0.431131 , 0.458037 , 0.470511 , 0.504662 , 0.523617 , 0.531266 , 0.618321 , 0.567376 , 0.536048 
 1021 , 0.705282 , 0.506161 , 0.504734 , 0.554068 , 0.49528 , 0.253167 , 0.288621 , 0.338531 , 0.372155 , 0.424746 , 0.360654 , 0.396368 , 0.34434 , 0.324912 , 0.37743 , 0.584809 , 0.526684 , 0.500973 , 0.516826 , 0.565713 , 0.428075 , 0.412712 , 0.534438 , 0.463703 , 0.541025 , 0.402003 , 0.420365 , 0.405073 , 0.427052 , 0.404742 , 0.416632 , 0.431952 , 0.458082 , 0.470361 , 0.504345 , 0.523427 , 0.531282 , 0.617842 , 0.56616 , 0.536125 
 1022 , 0.704857 , 0.506067 , 0.504381 , 0.553927 , 0.495115 , 0.253423 , 0.289091 , 0.338161 , 0.372763 , 0.425133 , 0.361363 , 0.396325 , 0.343839 , 0.32447 , 0.378008 , 0.584133 , 0.526776 , 0.501528 , 0.517611 , 0.564231 , 0.428102 , 0.412451 , 0.534587 , 0.463294 , 0.542023 , 0.401412 , 0.420551 , 0.404785 , 0.426992 , 0.404785 , 0.417106 , 0.432397 , 0.457386 , 0.470154 , 0.504439 , 0.523764 , 0.531013 , 0.617438 , 0.565038 , 0.536648 
 1023 , 0.704181 , 0.505751 , 0.504108 , 0.553712 , 0.495118 , 0.253553 , 0.289873 , 0.338137 , 0.37332 , 0.42605 , 0.36188 , 0.396256 , 0.343382 , 0.324364 , 0.378766 , 0.583852 , 0.52703 , 0.502408 , 0.518083 , 0.564042 , 0.428226 , 0.412219 , 0.535372 , 0.463422 , 0.543728 , 0.40091 , 0.420575 , 0.404382 , 0.426626 , 0.404972 , 0.417406 , 0.432389 , 0.456536 , 0.469891 , 0.504699 , 0.524581 , 0.531194 , 0.61709 , 0.563913 , 0.537173 
 1024 , 0.703269 , 0.505336 , 0.504068 , 0.553457 , 0.495135 , 0.253676 , 0.290762 , 0.338494 , 0.373664 , 0.426843 , 0.361821 , 0.396241 , 0.343019 , 0.324389 , 0.379441 , 0.583915 , 0.527106 , 0.502915 , 0.518014 , 0.564897 , 0.428716 , 0.412233 , 0.536528 , 0.463957 , 0.545346 , 0.400231 , 0.420258 , 0.404035 , 0.425906 , 0.40513 , 0.417175 , 0.432029 , 0.456119 , 0.469561 , 0.504788 , 0.525622 , 0.532379 , 0.616808 , 0.562635 , 0.53722 
