SHB2_00010.spu,SHB2_00009.spu,SHB2_00008.spu,SHB2_00007.spu,SHB2_00006.spu,
Wavelength,SHB2_00011.spu,SHB2_00012.spu,SHB2_00013.spu,SHB2_00014.spu,SHB2_00015.spu,SHB2_00016.spu,SHB2_00017.spu,SHB2_00018.spu,SHB2_00019.spu,SHB2_00020.spu,SHB2_00021.spu,SHB2_00022.spu,SHB2_00023.spu,SHB2_00024.spu,SHB2_00025.spu,SHB2_00026.spu,SHB2_00027.spu,SHB2_00028.spu,SHB2_00029.spu,SHB2_00030.spu
  (nm),7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 ,7/19/2017 
  time  ,:44:52 A,:45:17 A,:45:41 A,:45:57 A,:46:17 A,:47:07 A,:47:28 A,:47:40 A,:47:58 A,:48:11 A,:48:42 A,:48:55 A,:49:08 A,:49:29 A,:49:45 A,:50:54 A,:51:04 A,:51:13 A,:51:24 A,:51:34 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 310 , 0.023078 , 0.011029 , 0.027066 , 0.022214 , 0.028158 , 0.025634 , 0.027339 , 0.007715 , 0.024297 , 0.016176 , 0.035973 , 0.015374 , 0.023406 , 0.015045 , 0.036736 , 0.028943 , 0.041671 , 0.04474 , 0.02579 , 0.032241 
 311 , 0.030922 , 0.014734 , 0.035818 , 0.029676 , 0.030632 , 0.034354 , 0.034235 , 0.010368 , 0.030196 , 0.021811 , 0.040813 , 0.020861 , 0.03126 , 0.020222 , 0.041664 , 0.031286 , 0.048341 , 0.056876 , 0.031831 , 0.043606 
 312 , 0.0222 , 0.010463 , 0.026935 , 0.02137 , 0.021409 , 0.024726 , 0.026746 , 0.007344 , 0.022894 , 0.01556 , 0.030271 , 0.014726 , 0.022238 , 0.01448 , 0.032084 , 0.024499 , 0.036525 , 0.041694 , 0.022672 , 0.033574 
 313 , 0.012525 , 0.005786 , 0.016975 , 0.012098 , 0.012013 , 0.01397 , 0.018451 , 0.004049 , 0.014789 , 0.008643 , 0.018977 , 0.008089 , 0.012436 , 0.008076 , 0.021807 , 0.017439 , 0.02407 , 0.025222 , 0.012791 , 0.022428 
 314 , 0.004259 , 0.001825 , 0.008463 , 0.004128 , 0.004065 , 0.004719 , 0.011387 , 0.001276 , 0.007787 , 0.002742 , 0.009173 , 0.002539 , 0.004191 , 0.002573 , 0.012937 , 0.011403 , 0.013537 , 0.011289 , 0.004348 , 0.013115 
 315 , 0.003561 , 0.00309 , 0.00735 , 0.004001 , 0.00446 , 0.002921 , 0.009564 , 0.002064 , 0.007882 , 0.004016 , 0.008523 , 0.00054 , 0.00189 , 0.002685 , 0.011435 , 0.012786 , 0.011929 , 0.008719 , 0.004232 , 0.012674 
 316 , 0.008901 , 0.008412 , 0.012209 , 0.010169 , 0.011496 , 0.007302 , 0.012082 , 0.005638 , 0.013615 , 0.010824 , 0.015293 , 0.001461 , 0.004445 , 0.007268 , 0.016017 , 0.020001 , 0.017592 , 0.01539 , 0.010883 , 0.019232 
 317 , 0.013035 , 0.012623 , 0.015989 , 0.015013 , 0.017097 , 0.010813 , 0.014086 , 0.008483 , 0.018048 , 0.016073 , 0.020566 , 0.002184 , 0.006461 , 0.010835 , 0.01963 , 0.025695 , 0.022173 , 0.020697 , 0.016242 , 0.024406 
 318 , 0.015906 , 0.015832 , 0.018722 , 0.018296 , 0.021182 , 0.013415 , 0.015742 , 0.010605 , 0.02127 , 0.019779 , 0.024378 , 0.002756 , 0.008236 , 0.013327 , 0.022145 , 0.0296 , 0.025389 , 0.024625 , 0.020154 , 0.027861 
 319 , 0.014886 , 0.016758 , 0.018615 , 0.016077 , 0.020651 , 0.013277 , 0.017193 , 0.010764 , 0.021475 , 0.019057 , 0.02426 , 0.003111 , 0.010731 , 0.012463 , 0.020937 , 0.027042 , 0.023601 , 0.024571 , 0.019246 , 0.025016 
 320 , 0.014098 , 0.017518 , 0.018543 , 0.014339 , 0.020228 , 0.013173 , 0.018322 , 0.010882 , 0.021643 , 0.018513 , 0.024172 , 0.003389 , 0.012676 , 0.011783 , 0.019987 , 0.02505 , 0.022178 , 0.024551 , 0.018529 , 0.02278 
 321 , 0.013479 , 0.01816 , 0.0185 , 0.012942 , 0.019884 , 0.013093 , 0.019224 , 0.010976 , 0.021782 , 0.01809 , 0.024106 , 0.003612 , 0.014233 , 0.011236 , 0.019218 , 0.023454 , 0.021015 , 0.024551 , 0.017947 , 0.020976 
 322 , 0.011011 , 0.015014 , 0.016171 , 0.0108 , 0.017326 , 0.011102 , 0.016811 , 0.00861 , 0.01958 , 0.016306 , 0.021148 , 0.002637 , 0.011606 , 0.009446 , 0.016609 , 0.021252 , 0.020006 , 0.021174 , 0.015036 , 0.017794 
 323 , 0.008421 , 0.011274 , 0.013563 , 0.008768 , 0.014554 , 0.008914 , 0.013819 , 0.005934 , 0.017065 , 0.014433 , 0.017866 , 0.001472 , 0.008212 , 0.007568 , 0.013885 , 0.019236 , 0.019191 , 0.017411 , 0.011932 , 0.014657 
 324 , 0.00635 , 0.008261 , 0.011473 , 0.007139 , 0.012343 , 0.007183 , 0.011406 , 0.003801 , 0.015054 , 0.012942 , 0.015257 , 0.00053 , 0.005485 , 0.006051 , 0.011704 , 0.017634 , 0.018548 , 0.014423 , 0.009454 , 0.012114 
 325 , 0.006962 , 0.008092 , 0.011965 , 0.007987 , 0.012418 , 0.007619 , 0.011654 , 0.004284 , 0.015117 , 0.014067 , 0.01517 , 0.001455 , 0.005724 , 0.006969 , 0.012162 , 0.018606 , 0.019147 , 0.014713 , 0.010051 , 0.012867 
 326 , 0.011396 , 0.011865 , 0.01614 , 0.012415 , 0.0157 , 0.011111 , 0.015684 , 0.008527 , 0.018073 , 0.01901 , 0.018597 , 0.005125 , 0.010144 , 0.011436 , 0.01636 , 0.023265 , 0.021544 , 0.019646 , 0.015012 , 0.018337 
 327 , 0.014955 , 0.014812 , 0.019487 , 0.015972 , 0.018334 , 0.013897 , 0.018897 , 0.011998 , 0.020383 , 0.023029 , 0.021366 , 0.00809 , 0.01367 , 0.015046 , 0.019702 , 0.02697 , 0.02344 , 0.023689 , 0.018988 , 0.02266 
 328 , 0.017869 , 0.017159 , 0.022225 , 0.018887 , 0.020489 , 0.016164 , 0.021508 , 0.014897 , 0.022226 , 0.026363 , 0.023648 , 0.010534 , 0.016543 , 0.018019 , 0.022413 , 0.029977 , 0.024968 , 0.027073 , 0.022238 , 0.026145 
 329 , 0.016968 , 0.016751 , 0.021376 , 0.017909 , 0.019961 , 0.015587 , 0.02141 , 0.014874 , 0.021585 , 0.024761 , 0.022149 , 0.010541 , 0.016279 , 0.017069 , 0.021181 , 0.028303 , 0.024852 , 0.025963 , 0.021232 , 0.024758 
 330 , 0.016067 , 0.016304 , 0.020526 , 0.016937 , 0.019417 , 0.014997 , 0.021235 , 0.014764 , 0.020951 , 0.023227 , 0.020738 , 0.010465 , 0.015954 , 0.016121 , 0.019986 , 0.026699 , 0.024696 , 0.024866 , 0.020225 , 0.023396 
 331 , 0.015287 , 0.015922 , 0.019789 , 0.016097 , 0.018944 , 0.014487 , 0.021086 , 0.014668 , 0.020415 , 0.021899 , 0.019518 , 0.010395 , 0.015682 , 0.015302 , 0.018953 , 0.025313 , 0.024563 , 0.023916 , 0.019353 , 0.022219 
 332 , 0.014705 , 0.015802 , 0.019708 , 0.01587 , 0.01845 , 0.014354 , 0.021046 , 0.01436 , 0.020003 , 0.021469 , 0.019286 , 0.010062 , 0.015465 , 0.015163 , 0.01858 , 0.024732 , 0.02416 , 0.023612 , 0.01913 , 0.022292 
 333 , 0.014269 , 0.015843 , 0.020012 , 0.016015 , 0.017964 , 0.014451 , 0.021071 , 0.01394 , 0.01969 , 0.021582 , 0.019634 , 0.009587 , 0.015294 , 0.01543 , 0.018614 , 0.024656 , 0.023614 , 0.023699 , 0.019295 , 0.023101 
 334 , 0.013886 , 0.015881 , 0.020276 , 0.016136 , 0.017539 , 0.014535 , 0.02109 , 0.013572 , 0.019411 , 0.021682 , 0.019923 , 0.00917 , 0.01514 , 0.01566 , 0.018642 , 0.024581 , 0.023141 , 0.023755 , 0.019429 , 0.02381 
