TEST_00013.spu,TEST_00012.spu,TEST_00011.spu,
Wavelength,SHB2_00001.spu,SHB2_00002.spu,SHB2_00003.spu,SHB2_00004.spu,SHB2_00005.spu,SHB2_00006.spu,SHB2_00007.spu,SHB2_00008.spu,SHB2_00009.spu,SHB2_00010.spu,SHB2_00011.spu,SHB2_00012.spu,SHB2_00013.spu,SHB2_00014.spu,SHB2_00015.spu,SHB2_00016.spu,SHB2_00017.spu,SHB2_00018.spu,SHB2_00019.spu,SHB2_00020.spu
  (nm),8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4,8/7/2017 4
  time  ,5:56 PM",6:37 PM",7:07 PM",7:39 PM",8:12 PM",9:10 PM",9:29 PM",9:44 PM",0:01 PM",0:18 PM",0:56 PM",1:15 PM",1:34 PM",1:56 PM",2:17 PM",3:42 PM",4:01 PM",4:19 PM",4:37 PM",4:56 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 347 , 0.015825 , 0.017327 , 0.018994 , 0.018096 , 0.018585 , 0.019167 , 0.020928 , 0.01816 , 0.021722 , 0.019994 , 0.020939 , 0.016264 , 0.01835 , 0.018983 , 0.019418 , 0.026346 , 0.024011 , 0.021425 , 0.022332 , 0.020169 
 348 , 0.016258 , 0.017392 , 0.019374 , 0.018033 , 0.018752 , 0.019056 , 0.020782 , 0.017881 , 0.021669 , 0.020379 , 0.020861 , 0.016505 , 0.018345 , 0.019002 , 0.01917 , 0.026505 , 0.02414 , 0.021429 , 0.022265 , 0.020331 
 349 , 0.01619 , 0.017015 , 0.019229 , 0.017917 , 0.01873 , 0.019117 , 0.020747 , 0.01781 , 0.021334 , 0.020235 , 0.020686 , 0.016442 , 0.018019 , 0.01888 , 0.018922 , 0.026263 , 0.02407 , 0.021272 , 0.022123 , 0.020117 
 350 , 0.015951 , 0.016507 , 0.018911 , 0.017798 , 0.018648 , 0.019253 , 0.020766 , 0.017827 , 0.020925 , 0.019917 , 0.020492 , 0.016281 , 0.017601 , 0.018724 , 0.018698 , 0.025895 , 0.023945 , 0.021074 , 0.021976 , 0.019785 
 351 , 0.015748 , 0.016056 , 0.018634 , 0.017703 , 0.018584 , 0.019399 , 0.020799 , 0.01785 , 0.020564 , 0.019638 , 0.020325 , 0.016146 , 0.017231 , 0.018597 , 0.018507 , 0.025571 , 0.023849 , 0.020907 , 0.021863 , 0.019493 
 352 , 0.015551 , 0.01573 , 0.018462 , 0.017639 , 0.018522 , 0.019343 , 0.020768 , 0.017812 , 0.020348 , 0.019458 , 0.020147 , 0.015955 , 0.01699 , 0.018448 , 0.01835 , 0.02539 , 0.02375 , 0.020887 , 0.021786 , 0.019376 
 353 , 0.015329 , 0.015591 , 0.018457 , 0.017607 , 0.018443 , 0.018879 , 0.020597 , 0.017639 , 0.020367 , 0.019428 , 0.019914 , 0.015627 , 0.016949 , 0.018226 , 0.018221 , 0.025443 , 0.023612 , 0.021125 , 0.021747 , 0.019559 
 354 , 0.015122 , 0.015462 , 0.018452 , 0.017578 , 0.018371 , 0.018448 , 0.020438 , 0.017478 , 0.020386 , 0.019402 , 0.019697 , 0.015321 , 0.016912 , 0.018018 , 0.018101 , 0.025495 , 0.023484 , 0.021354 , 0.021711 , 0.019736 
 355 , 0.014929 , 0.015341 , 0.018449 , 0.017553 , 0.018305 , 0.018048 , 0.02029 , 0.017328 , 0.020406 , 0.01938 , 0.019493 , 0.015034 , 0.016878 , 0.017824 , 0.01799 , 0.025548 , 0.023365 , 0.021576 , 0.021679 , 0.019908 
 356 , 0.015208 , 0.01545 , 0.018556 , 0.017619 , 0.018151 , 0.018164 , 0.0201 , 0.017449 , 0.02056 , 0.019457 , 0.019089 , 0.015176 , 0.017032 , 0.017871 , 0.017983 , 0.025582 , 0.023452 , 0.021368 , 0.021758 , 0.020002 
 357 , 0.015499 , 0.015566 , 0.018661 , 0.017687 , 0.018001 , 0.0183 , 0.019918 , 0.017579 , 0.020715 , 0.019533 , 0.018698 , 0.01533 , 0.017189 , 0.017925 , 0.01798 , 0.025612 , 0.023546 , 0.02115 , 0.021839 , 0.020086 
 358 , 0.015776 , 0.015679 , 0.018759 , 0.017751 , 0.017859 , 0.01843 , 0.019746 , 0.017704 , 0.020864 , 0.019604 , 0.01833 , 0.015476 , 0.017338 , 0.017977 , 0.017975 , 0.025639 , 0.023637 , 0.020944 , 0.021918 , 0.020165 
 359 , 0.015719 , 0.015571 , 0.018654 , 0.017706 , 0.017869 , 0.018514 , 0.019696 , 0.017663 , 0.020852 , 0.019593 , 0.018166 , 0.01555 , 0.017223 , 0.017954 , 0.017955 , 0.025692 , 0.023736 , 0.021005 , 0.021927 , 0.020169 
 360 , 0.015431 , 0.015315 , 0.018414 , 0.017588 , 0.017988 , 0.018564 , 0.019734 , 0.017509 , 0.020729 , 0.019529 , 0.018148 , 0.015577 , 0.016928 , 0.017884 , 0.017927 , 0.025766 , 0.023844 , 0.021255 , 0.021887 , 0.020125 
