  time  ,7:08 PM",7:22 PM",7:32 PM",7:40 PM",7:51 PM",8:22 PM",8:34 PM",8:45 PM",8:54 PM",9:07 PM",9:42 PM",9:57 PM",0:14 PM",0:23 PM",0:34 PM",0:57 PM",1:08 PM",1:19 PM",1:32 PM",1:41 PM",2:07 PM",2:21 PM",2:29 PM",2:38 PM",2:49 PM",3:36 PM",3:46 PM",3:57 PM",4:11 PM",4:22 PM",6:16 PM",6:32 PM",6:43 PM",6:53 PM",7:06 PM",7:37 PM",7:48 PM",7:59 PM",8:06 PM",8:16 PM",8:44 PM",8:56 PM",9:05 PM",9:18 PM",9:34 PM",0:05 PM",0:21 PM",0:30 PM",0:41 PM",0:49 PM",7:02 PM",7:03 PM",7:24 PM",7:34 PM",7:44 PM",8:28 PM",8:39 PM",8:50 PM",8:59 PM",9:10 PM",9:48 PM",0:00 PM",0:10 PM",0:22 PM",0:35 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 522 , 0.073063 , 0.076234 , 0.068358 , 0.080178 , 0.119534 , 0.083371 , 0.067245 , 0.051527 , 0.060596 , 0.073302 , 0.053323 , 0.106123 , 0.079189 , 0.063142 , 0.072643 , 0.06954 , 0.129284 , 0.067177 , 0.144763 , 0.085462 , 0.06129 , 0.078973 , 0.083064 , 0.08186 , 0.091213 , 0.107578 , 0.084917 , 0.075302 , 0.099327 , 0.098589 , 0.068949 , 0.097338 , 0.057164 , 0.072836 , 0.105282 , 0.071586 , 0.08586 , 0.056335 , 0.073052 , 0.078928 , 0.057903 , 0.06046 , 0.048084 , 0.059801 , 0.060346 , 0.08744 , 0.072336 , 0.061767 , 0.063176 , 0.067154 , 0.121647 , 0.122204 , 0.049061 , 0.06912 , 0.094929 , 0.072029 , 0.065313 , 0.073711 , 0.113476 , 0.101123 , 0.09877 , 0.063847 , 0.074052 , 0.083042 , 0.081973 
 523 , 0.073694 , 0.07707 , 0.06909 , 0.080662 , 0.120163 , 0.084027 , 0.067851 , 0.051903 , 0.061031 , 0.073989 , 0.053756 , 0.10667 , 0.07965 , 0.063566 , 0.073216 , 0.070034 , 0.12995 , 0.067533 , 0.145501 , 0.085891 , 0.061645 , 0.079514 , 0.083788 , 0.082526 , 0.091938 , 0.108171 , 0.08547 , 0.07582 , 0.100032 , 0.099202 , 0.069499 , 0.098088 , 0.057564 , 0.073637 , 0.106045 , 0.072228 , 0.086687 , 0.057064 , 0.073671 , 0.079537 , 0.058587 , 0.061054 , 0.048424 , 0.060337 , 0.060826 , 0.088164 , 0.073103 , 0.062213 , 0.063702 , 0.06801 , 0.122312 , 0.122891 , 0.049379 , 0.06967 , 0.095428 , 0.072546 , 0.065646 , 0.074149 , 0.114104 , 0.101635 , 0.099554 , 0.064407 , 0.074797 , 0.083697 , 0.082765 
 524 , 0.074409 , 0.077958 , 0.069869 , 0.08119 , 0.120863 , 0.084728 , 0.06847 , 0.052325 , 0.061518 , 0.074773 , 0.054225 , 0.107301 , 0.080166 , 0.064044 , 0.07384 , 0.070597 , 0.130647 , 0.067935 , 0.146314 , 0.086389 , 0.062064 , 0.080132 , 0.084523 , 0.083238 , 0.092726 , 0.10886 , 0.086105 , 0.076366 , 0.100804 , 0.099894 , 0.070085 , 0.098859 , 0.058014 , 0.074443 , 0.106857 , 0.072907 , 0.087607 , 0.057843 , 0.074329 , 0.0802 , 0.059322 , 0.061632 , 0.048809 , 0.060904 , 0.061347 , 0.08896 , 0.073908 , 0.062724 , 0.064283 , 0.068913 , 0.123093 , 0.123639 , 0.04972 , 0.070233 , 0.095958 , 0.073089 , 0.066058 , 0.07467 , 0.114765 , 0.102227 , 0.100418 , 0.065034 , 0.075546 , 0.084409 , 0.083659 
 525 , 0.075129 , 0.078877 , 0.070675 , 0.081714 , 0.121574 , 0.085439 , 0.06908 , 0.052767 , 0.062006 , 0.075562 , 0.054692 , 0.107949 , 0.080689 , 0.064523 , 0.074457 , 0.071176 , 0.131348 , 0.068328 , 0.147137 , 0.086908 , 0.062496 , 0.080768 , 0.085245 , 0.083958 , 0.093516 , 0.109567 , 0.08676 , 0.076906 , 0.101604 , 0.100601 , 0.070664 , 0.099622 , 0.058463 , 0.075255 , 0.107653 , 0.073591 , 0.088538 , 0.058645 , 0.074981 , 0.080859 , 0.060058 , 0.062177 , 0.049213 , 0.06147 , 0.061869 , 0.089779 , 0.074708 , 0.063248 , 0.064877 , 0.069832 , 0.123909 , 0.12441 , 0.050056 , 0.070789 , 0.096489 , 0.073626 , 0.066494 , 0.075209 , 0.115434 , 0.102834 , 0.101296 , 0.065674 , 0.07628 , 0.085131 , 0.08455 
 526 , 0.075838 , 0.079773 , 0.071458 , 0.082225 , 0.122283 , 0.086149 , 0.06969 , 0.053208 , 0.062493 , 0.076351 , 0.055147 , 0.108584 , 0.081199 , 0.065002 , 0.075074 , 0.071743 , 0.132023 , 0.068732 , 0.147946 , 0.087415 , 0.062915 , 0.081381 , 0.085955 , 0.084666 , 0.094292 , 0.110272 , 0.087415 , 0.077446 , 0.102379 , 0.101296 , 0.071241 , 0.100383 , 0.0589 , 0.076043 , 0.108424 , 0.074264 , 0.089456 , 0.059425 , 0.075621 , 0.081506 , 0.060793 , 0.06271 , 0.049616 , 0.062037 , 0.062379 , 0.090586 , 0.075496 , 0.063759 , 0.065458 , 0.070728 , 0.124701 , 0.125168 , 0.050391 , 0.071332 , 0.097007 , 0.074161 , 0.066918 , 0.075747 , 0.116089 , 0.103417 , 0.102151 , 0.066302 , 0.077013 , 0.085829 , 0.085442 
 527 , 0.076544 , 0.080667 , 0.072261 , 0.082758 , 0.122971 , 0.086835 , 0.07032 , 0.053645 , 0.062988 , 0.077127 , 0.055621 , 0.109209 , 0.081718 , 0.065477 , 0.075711 , 0.072307 , 0.132714 , 0.069144 , 0.148737 , 0.08792 , 0.063353 , 0.082004 , 0.086686 , 0.085373 , 0.095058 , 0.110956 , 0.088057 , 0.078018 , 0.103133 , 0.101979 , 0.071805 , 0.101146 , 0.059356 , 0.07683 , 0.10922 , 0.074945 , 0.090375 , 0.060201 , 0.07627 , 0.082152 , 0.061514 , 0.063284 , 0.050002 , 0.062599 , 0.062896 , 0.091403 , 0.076293 , 0.064267 , 0.066037 , 0.07161 , 0.125484 , 0.125929 , 0.050744 , 0.071862 , 0.097525 , 0.074706 , 0.06735 , 0.076259 , 0.116747 , 0.104024 , 0.103019 , 0.066939 , 0.077766 , 0.086538 , 0.086332 
 528 , 0.077266 , 0.081543 , 0.073103 , 0.083293 , 0.123665 , 0.087525 , 0.070976 , 0.054084 , 0.063496 , 0.077918 , 0.056108 , 0.109826 , 0.082241 , 0.065978 , 0.076386 , 0.072874 , 0.133466 , 0.069581 , 0.149523 , 0.088417 , 0.063794 , 0.082641 , 0.087468 , 0.086072 , 0.095828 , 0.111633 , 0.088691 , 0.07865 , 0.103868 , 0.102621 , 0.072394 , 0.101947 , 0.059848 , 0.077644 , 0.110032 , 0.075642 , 0.091288 , 0.060969 , 0.076946 , 0.082802 , 0.062227 , 0.063908 , 0.050367 , 0.063176 , 0.063393 , 0.092248 , 0.077129 , 0.064777 , 0.066596 , 0.07252 , 0.126249 , 0.126707 , 0.051145 , 0.072417 , 0.098069 , 0.075311 , 0.067797 , 0.076763 , 0.117443 , 0.104657 , 0.103959 , 0.067614 , 0.078604 , 0.087296 , 0.087285 
 529 , 0.077988 , 0.082409 , 0.073923 , 0.083829 , 0.124346 , 0.088203 , 0.071632 , 0.054523 , 0.063994 , 0.078698 , 0.056584 , 0.110443 , 0.082752 , 0.066467 , 0.077049 , 0.073419 , 0.134195 , 0.070006 , 0.150296 , 0.088913 , 0.064223 , 0.083267 , 0.088238 , 0.08676 , 0.096586 , 0.112287 , 0.089326 , 0.079271 , 0.10458 , 0.103263 , 0.072961 , 0.102736 , 0.060318 , 0.078446 , 0.110832 , 0.076328 , 0.092177 , 0.061726 , 0.07761 , 0.083439 , 0.06294 , 0.064532 , 0.050744 , 0.063753 , 0.063879 , 0.093082 , 0.077942 , 0.065288 , 0.067155 , 0.073396 , 0.127003 , 0.127472 , 0.051534 , 0.072949 , 0.098602 , 0.075892 , 0.068231 , 0.077267 , 0.118127 , 0.10529 , 0.104877 , 0.068277 , 0.079443 , 0.088054 , 0.088215 
 530 , 0.078689 , 0.083265 , 0.074744 , 0.084354 , 0.125006 , 0.088872 , 0.072267 , 0.054952 , 0.064492 , 0.079469 , 0.05705 , 0.111038 , 0.083265 , 0.066946 , 0.077703 , 0.073964 , 0.134925 , 0.070433 , 0.15106 , 0.0894 , 0.064653 , 0.083884 , 0.088987 , 0.08745 , 0.097324 , 0.112942 , 0.089939 , 0.079882 , 0.105293 , 0.103894 , 0.073529 , 0.103504 , 0.060788 , 0.079239 , 0.111623 , 0.077003 , 0.093058 , 0.062474 , 0.078253 , 0.084067 , 0.063632 , 0.065146 , 0.051099 , 0.06432 , 0.064366 , 0.093906 , 0.078746 , 0.065777 , 0.067703 , 0.074274 , 0.127735 , 0.128217 , 0.051913 , 0.073483 , 0.099124 , 0.076464 , 0.068667 , 0.077749 , 0.118802 , 0.105913 , 0.105775 , 0.068919 , 0.08026 , 0.088792 , 0.089136 
 531 , 0.079415 , 0.084169 , 0.075614 , 0.084904 , 0.125713 , 0.089577 , 0.072847 , 0.055358 , 0.064958 , 0.08023 , 0.057517 , 0.111727 , 0.08379 , 0.067438 , 0.078381 , 0.074512 , 0.135646 , 0.070814 , 0.151871 , 0.089887 , 0.065061 , 0.084559 , 0.089784 , 0.088211 , 0.09812 , 0.113622 , 0.090588 , 0.08046 , 0.106066 , 0.104574 , 0.074144 , 0.104321 , 0.061272 , 0.080012 , 0.112451 , 0.077704 , 0.093986 , 0.063293 , 0.078921 , 0.084708 , 0.064349 , 0.065773 , 0.0515 , 0.064866 , 0.064855 , 0.094744 , 0.079541 , 0.06629 , 0.068277 , 0.075143 , 0.128469 , 0.128986 , 0.052304 , 0.074075 , 0.099693 , 0.077026 , 0.06908 , 0.078232 , 0.119513 , 0.106537 , 0.106652 , 0.06954 , 0.081068 , 0.089508 , 0.090048 
 532 , 0.080129 , 0.08506 , 0.076474 , 0.085451 , 0.126407 , 0.090256 , 0.073416 , 0.055761 , 0.065428 , 0.080968 , 0.057979 , 0.112395 , 0.084302 , 0.067933 , 0.079049 , 0.075049 , 0.13635 , 0.071198 , 0.152683 , 0.090371 , 0.065451 , 0.085221 , 0.090555 , 0.088957 , 0.098888 , 0.114291 , 0.091222 , 0.081026 , 0.106831 , 0.105234 , 0.074738 , 0.105107 , 0.061749 , 0.080773 , 0.113257 , 0.078382 , 0.0949 , 0.064083 , 0.079566 , 0.085325 , 0.065048 , 0.066393 , 0.051887 , 0.065405 , 0.065324 , 0.095578 , 0.080336 , 0.066795 , 0.068853 , 0.076003 , 0.129188 , 0.12974 , 0.05268 , 0.074646 , 0.100256 , 0.077589 , 0.069485 , 0.078715 , 0.1202 , 0.107153 , 0.107498 , 0.070152 , 0.081853 , 0.09021 , 0.090957 
 533 , 0.080833 , 0.08593 , 0.077323 , 0.085987 , 0.1271 , 0.090947 , 0.073986 , 0.056163 , 0.065897 , 0.081696 , 0.058441 , 0.113051 , 0.084814 , 0.068417 , 0.079705 , 0.075574 , 0.137041 , 0.07157 , 0.153473 , 0.090832 , 0.065851 , 0.085872 , 0.091315 , 0.089693 , 0.099657 , 0.114949 , 0.091844 , 0.081581 , 0.107585 , 0.105882 , 0.075333 , 0.105894 , 0.062227 , 0.081523 , 0.114063 , 0.079061 , 0.095791 , 0.064873 , 0.080211 , 0.085941 , 0.065736 , 0.067002 , 0.052274 , 0.065932 , 0.065794 , 0.096389 , 0.081109 , 0.06729 , 0.069407 , 0.076851 , 0.129896 , 0.130471 , 0.053056 , 0.075217 , 0.100819 , 0.07814 , 0.069878 , 0.079176 , 0.120886 , 0.107769 , 0.108333 , 0.070741 , 0.082628 , 0.090901 , 0.091844 
 534 , 0.081513 , 0.086782 , 0.078146 , 0.086528 , 0.127757 , 0.091589 , 0.074549 , 0.056563 , 0.066375 , 0.082423 , 0.058915 , 0.113657 , 0.085283 , 0.068888 , 0.080348 , 0.076082 , 0.137695 , 0.071932 , 0.154228 , 0.091301 , 0.066236 , 0.086493 , 0.092027 , 0.090367 , 0.100363 , 0.115547 , 0.092466 , 0.082124 , 0.108295 , 0.106508 , 0.075898 , 0.106612 , 0.062662 , 0.082227 , 0.114821 , 0.079714 , 0.096685 , 0.06566 , 0.080855 , 0.086551 , 0.066421 , 0.067574 , 0.052666 , 0.066432 , 0.066271 , 0.097181 , 0.081847 , 0.067758 , 0.069949 , 0.07765 , 0.130582 , 0.131135 , 0.053393 , 0.075713 , 0.101343 , 0.078676 , 0.070283 , 0.079622 , 0.121485 , 0.108353 , 0.109137 , 0.071332 , 0.08338 , 0.091601 , 0.092719 
 535 , 0.082196 , 0.087611 , 0.078952 , 0.087068 , 0.128385 , 0.092217 , 0.075108 , 0.056972 , 0.066854 , 0.083154 , 0.059408 , 0.114255 , 0.08574 , 0.069359 , 0.080984 , 0.076574 , 0.138325 , 0.072303 , 0.154961 , 0.091755 , 0.066634 , 0.087114 , 0.092725 , 0.091005 , 0.10106 , 0.116137 , 0.093083 , 0.082646 , 0.108979 , 0.107121 , 0.076447 , 0.107317 , 0.06309 , 0.0829 , 0.11556 , 0.080372 , 0.097585 , 0.066461 , 0.081515 , 0.087149 , 0.067085 , 0.068135 , 0.053058 , 0.066923 , 0.066761 , 0.097954 , 0.082566 , 0.068227 , 0.07049 , 0.078444 , 0.131248 , 0.131779 , 0.053716 , 0.076193 , 0.101845 , 0.079206 , 0.070698 , 0.080072 , 0.122071 , 0.108933 , 0.109926 , 0.071922 , 0.084136 , 0.092309 , 0.093602 
 536 , 0.082868 , 0.08844 , 0.079759 , 0.087596 , 0.129024 , 0.092844 , 0.075667 , 0.057368 , 0.067332 , 0.083874 , 0.0599 , 0.114841 , 0.086197 , 0.069818 , 0.08162 , 0.077065 , 0.138942 , 0.072661 , 0.15568 , 0.092208 , 0.06702 , 0.087723 , 0.093422 , 0.09163 , 0.101744 , 0.116713 , 0.093688 , 0.083169 , 0.109674 , 0.10772 , 0.076996 , 0.108021 , 0.063506 , 0.083585 , 0.116297 , 0.08103 , 0.098473 , 0.067252 , 0.082163 , 0.087746 , 0.067749 , 0.068696 , 0.05345 , 0.067402 , 0.06724 , 0.098727 , 0.083284 , 0.068685 , 0.071008 , 0.079227 , 0.131914 , 0.132411 , 0.054039 , 0.076672 , 0.102345 , 0.079736 , 0.071112 , 0.08051 , 0.122643 , 0.109524 , 0.110714 , 0.072499 , 0.084891 , 0.093017 , 0.094474 
 537 , 0.083563 , 0.089282 , 0.080588 , 0.088124 , 0.129663 , 0.093461 , 0.076223 , 0.057781 , 0.067795 , 0.084593 , 0.060374 , 0.115434 , 0.086654 , 0.070296 , 0.082243 , 0.077566 , 0.139584 , 0.073028 , 0.156417 , 0.092651 , 0.067413 , 0.088321 , 0.094121 , 0.092269 , 0.102433 , 0.117298 , 0.094295 , 0.083702 , 0.110364 , 0.108315 , 0.077543 , 0.10872 , 0.06394 , 0.084258 , 0.117044 , 0.081676 , 0.099354 , 0.068038 , 0.082822 , 0.088333 , 0.068409 , 0.069265 , 0.053845 , 0.067876 , 0.067714 , 0.099505 , 0.083991 , 0.069138 , 0.071534 , 0.080009 , 0.13258 , 0.133055 , 0.054377 , 0.077149 , 0.10285 , 0.080263 , 0.071523 , 0.080958 , 0.123226 , 0.110097 , 0.11151 , 0.073097 , 0.085658 , 0.093704 , 0.095348 
 538 , 0.084293 , 0.090182 , 0.081464 , 0.088652 , 0.130317 , 0.094089 , 0.076804 , 0.058208 , 0.06826 , 0.085313 , 0.060828 , 0.116069 , 0.087121 , 0.070822 , 0.082855 , 0.07809 , 0.140264 , 0.073395 , 0.157166 , 0.09308 , 0.067831 , 0.088941 , 0.094865 , 0.092941 , 0.103154 , 0.117936 , 0.094912 , 0.084235 , 0.111084 , 0.108939 , 0.07809 , 0.109438 , 0.064387 , 0.084919 , 0.11782 , 0.082322 , 0.100268 , 0.068828 , 0.083493 , 0.088907 , 0.069071 , 0.069859 , 0.054232 , 0.068364 , 0.068144 , 0.100279 , 0.084698 , 0.069593 , 0.072074 , 0.080792 , 0.133238 , 0.133725 , 0.054754 , 0.077615 , 0.103363 , 0.08078 , 0.071911 , 0.081394 , 0.123825 , 0.110678 , 0.112325 , 0.073708 , 0.086461 , 0.094367 , 0.096257 
 539 , 0.085023 , 0.091072 , 0.08233 , 0.089179 , 0.130971 , 0.094705 , 0.077373 , 0.058625 , 0.068701 , 0.086022 , 0.061272 , 0.116704 , 0.087577 , 0.071337 , 0.083468 , 0.078604 , 0.140943 , 0.073751 , 0.157916 , 0.093509 , 0.068249 , 0.089551 , 0.095587 , 0.093602 , 0.103865 , 0.118561 , 0.095518 , 0.08478 , 0.111793 , 0.109553 , 0.078639 , 0.110157 , 0.064836 , 0.085581 , 0.118585 , 0.082969 , 0.101183 , 0.069618 , 0.084164 , 0.089481 , 0.069735 , 0.070454 , 0.05462 , 0.068841 , 0.068562 , 0.101044 , 0.085406 , 0.070036 , 0.072602 , 0.081587 , 0.133908 , 0.134396 , 0.055131 , 0.078081 , 0.103865 , 0.081285 , 0.072288 , 0.081831 , 0.124424 , 0.111259 , 0.11314 , 0.07432 , 0.087276 , 0.09503 , 0.097155 
 540 , 0.085743 , 0.091962 , 0.083185 , 0.089706 , 0.131625 , 0.095321 , 0.077931 , 0.059041 , 0.069154 , 0.086731 , 0.061715 , 0.117338 , 0.088033 , 0.071851 , 0.084069 , 0.079128 , 0.14161 , 0.074106 , 0.158663 , 0.093938 , 0.068666 , 0.09016 , 0.096321 , 0.094263 , 0.104563 , 0.119186 , 0.096123 , 0.085312 , 0.112502 , 0.110154 , 0.079175 , 0.110863 , 0.065283 , 0.086242 , 0.119349 , 0.083604 , 0.102075 , 0.070398 , 0.084836 , 0.090055 , 0.070375 , 0.071037 , 0.055007 , 0.069329 , 0.068992 , 0.101808 , 0.086103 , 0.07048 , 0.07313 , 0.082371 , 0.134554 , 0.135065 , 0.055495 , 0.078535 , 0.104365 , 0.081802 , 0.072677 , 0.082267 , 0.125022 , 0.111828 , 0.113944 , 0.07492 , 0.088067 , 0.095681 , 0.098041 
 541 , 0.086456 , 0.092821 , 0.084094 , 0.090284 , 0.132267 , 0.095951 , 0.078497 , 0.059448 , 0.069653 , 0.087445 , 0.062229 , 0.118024 , 0.088515 , 0.072353 , 0.084757 , 0.079637 , 0.14225 , 0.074471 , 0.159379 , 0.094391 , 0.069048 , 0.090773 , 0.097056 , 0.094985 , 0.105259 , 0.119758 , 0.096754 , 0.085839 , 0.113184 , 0.110787 , 0.079707 , 0.111555 , 0.065709 , 0.086921 , 0.120154 , 0.084256 , 0.102956 , 0.071224 , 0.085502 , 0.090668 , 0.071038 , 0.071655 , 0.055411 , 0.069816 , 0.069467 , 0.102606 , 0.086805 , 0.070922 , 0.073691 , 0.083128 , 0.135246 , 0.135734 , 0.055865 , 0.079032 , 0.104852 , 0.082325 , 0.073063 , 0.082732 , 0.125657 , 0.112404 , 0.114731 , 0.075471 , 0.088899 , 0.09637 , 0.098929 
 542 , 0.087168 , 0.093691 , 0.085001 , 0.090872 , 0.132912 , 0.096568 , 0.07906 , 0.059851 , 0.070149 , 0.088158 , 0.062752 , 0.118713 , 0.088997 , 0.07284 , 0.085455 , 0.080132 , 0.142895 , 0.074843 , 0.160089 , 0.094833 , 0.069438 , 0.091396 , 0.097803 , 0.095706 , 0.105946 , 0.120332 , 0.097395 , 0.086376 , 0.113867 , 0.11142 , 0.080248 , 0.112248 , 0.066142 , 0.087599 , 0.120961 , 0.08492 , 0.103814 , 0.072059 , 0.086166 , 0.09128 , 0.071698 , 0.072281 , 0.055821 , 0.0703 , 0.069939 , 0.103406 , 0.087506 , 0.07136 , 0.074249 , 0.083883 , 0.135953 , 0.136395 , 0.056217 , 0.079526 , 0.10534 , 0.082846 , 0.073445 , 0.083195 , 0.126308 , 0.112981 , 0.115521 , 0.07602 , 0.089719 , 0.097069 , 0.099807 
 543 , 0.08788 , 0.094551 , 0.085898 , 0.09146 , 0.133558 , 0.097186 , 0.079624 , 0.060243 , 0.070645 , 0.08886 , 0.063251 , 0.119401 , 0.089478 , 0.073327 , 0.086143 , 0.080639 , 0.14354 , 0.075204 , 0.160799 , 0.095285 , 0.069828 , 0.092008 , 0.098539 , 0.096416 , 0.106643 , 0.120905 , 0.098037 , 0.086901 , 0.114538 , 0.112054 , 0.080779 , 0.112941 , 0.066575 , 0.088288 , 0.121768 , 0.085583 , 0.104684 , 0.072884 , 0.086831 , 0.091892 , 0.072359 , 0.072895 , 0.05622 , 0.070785 , 0.070423 , 0.104195 , 0.088195 , 0.071799 , 0.074808 , 0.084638 , 0.136637 , 0.137056 , 0.056581 , 0.080021 , 0.105816 , 0.083367 , 0.07384 , 0.083659 , 0.126934 , 0.113547 , 0.116299 , 0.076569 , 0.090539 , 0.097746 , 0.100685 
 544 , 0.088591 , 0.095441 , 0.086805 , 0.092034 , 0.134246 , 0.097822 , 0.080211 , 0.060663 , 0.071155 , 0.089583 , 0.063768 , 0.120125 , 0.089968 , 0.073851 , 0.086817 , 0.081157 , 0.144213 , 0.075567 , 0.161555 , 0.095733 , 0.070233 , 0.092641 , 0.099293 , 0.097145 , 0.107369 , 0.121525 , 0.098686 , 0.087459 , 0.11527 , 0.112702 , 0.081344 , 0.113671 , 0.067035 , 0.088953 , 0.122564 , 0.086245 , 0.105572 , 0.073688 , 0.087517 , 0.092512 , 0.073011 , 0.073513 , 0.05666 , 0.071249 , 0.070898 , 0.105 , 0.088906 , 0.072241 , 0.075357 , 0.085393 , 0.137315 , 0.137735 , 0.056929 , 0.080503 , 0.10633 , 0.083888 , 0.074248 , 0.084121 , 0.127582 , 0.114161 , 0.117102 , 0.077142 , 0.091333 , 0.098441 , 0.101545 
 545 , 0.089306 , 0.096313 , 0.087718 , 0.092588 , 0.134969 , 0.098462 , 0.080792 , 0.061091 , 0.071648 , 0.090322 , 0.064267 , 0.120838 , 0.090474 , 0.074392 , 0.087484 , 0.081668 , 0.144884 , 0.075934 , 0.162344 , 0.096161 , 0.070644 , 0.0933 , 0.100062 , 0.097855 , 0.108108 , 0.122169 , 0.099326 , 0.088045 , 0.116026 , 0.113329 , 0.081902 , 0.114391 , 0.067502 , 0.089586 , 0.123349 , 0.086924 , 0.106485 , 0.074462 , 0.088196 , 0.093113 , 0.073657 , 0.0741 , 0.057096 , 0.071695 , 0.071356 , 0.105808 , 0.089586 , 0.072676 , 0.075899 , 0.086141 , 0.13797 , 0.138403 , 0.05726 , 0.080979 , 0.106847 , 0.084413 , 0.074684 , 0.084576 , 0.128231 , 0.114789 , 0.117907 , 0.077721 , 0.092074 , 0.099104 , 0.102386 
 546 , 0.089999 , 0.097186 , 0.088608 , 0.093142 , 0.135693 , 0.099102 , 0.081362 , 0.061507 , 0.072153 , 0.09105 , 0.064767 , 0.121552 , 0.090969 , 0.074923 , 0.088152 , 0.082192 , 0.145557 , 0.076279 , 0.163122 , 0.09659 , 0.071055 , 0.093949 , 0.10082 , 0.098553 , 0.108849 , 0.122803 , 0.099956 , 0.08862 , 0.116784 , 0.113956 , 0.082461 , 0.115125 , 0.067958 , 0.090209 , 0.124124 , 0.087591 , 0.107377 , 0.075227 , 0.088865 , 0.093715 , 0.07428 , 0.074701 , 0.057522 , 0.072141 , 0.071814 , 0.106617 , 0.090279 , 0.0731 , 0.076419 , 0.086878 , 0.138603 , 0.139071 , 0.057603 , 0.081456 , 0.107365 , 0.084927 , 0.075122 , 0.085032 , 0.128868 , 0.115405 , 0.118713 , 0.0783 , 0.092815 , 0.099769 , 0.103216 
 547 , 0.090679 , 0.098015 , 0.089474 , 0.093674 , 0.136376 , 0.099723 , 0.081917 , 0.061911 , 0.072628 , 0.091767 , 0.065257 , 0.122243 , 0.091452 , 0.075459 , 0.088808 , 0.082701 , 0.146215 , 0.076629 , 0.163869 , 0.096997 , 0.071434 , 0.094575 , 0.101559 , 0.099231 , 0.109562 , 0.123413 , 0.100565 , 0.089182 , 0.117505 , 0.114557 , 0.082993 , 0.115809 , 0.068404 , 0.09082 , 0.124864 , 0.088246 , 0.108251 , 0.075974 , 0.089509 , 0.094283 , 0.074897 , 0.075272 , 0.057934 , 0.072569 , 0.072265 , 0.107397 , 0.090925 , 0.073517 , 0.076933 , 0.087591 , 0.13923 , 0.139722 , 0.057934 , 0.081917 , 0.107865 , 0.085438 , 0.075529 , 0.085473 , 0.129497 , 0.116008 , 0.119471 , 0.078863 , 0.093557 , 0.100413 , 0.10404 
 548 , 0.091309 , 0.098795 , 0.090255 , 0.094179 , 0.137005 , 0.100329 , 0.082454 , 0.062294 , 0.073083 , 0.092434 , 0.065715 , 0.12289 , 0.091872 , 0.075953 , 0.089447 , 0.083204 , 0.14688 , 0.076937 , 0.164521 , 0.097389 , 0.071794 , 0.09514 , 0.10225 , 0.099849 , 0.110216 , 0.123968 , 0.101137 , 0.089716 , 0.118181 , 0.115124 , 0.083426 , 0.116459 , 0.068842 , 0.091391 , 0.125584 , 0.088826 , 0.109068 , 0.076691 , 0.090126 , 0.094812 , 0.075461 , 0.075812 , 0.058288 , 0.072989 , 0.072696 , 0.108119 , 0.091532 , 0.073926 , 0.077382 , 0.088264 , 0.139817 , 0.14032 , 0.058288 , 0.08236 , 0.10833 , 0.085909 , 0.075859 , 0.085886 , 0.130059 , 0.116553 , 0.120149 , 0.079408 , 0.094297 , 0.101055 , 0.104851 
 549 , 0.09195 , 0.099573 , 0.091035 , 0.094682 , 0.137608 , 0.100922 , 0.082978 , 0.062688 , 0.073525 , 0.093099 , 0.066159 , 0.123534 , 0.09229 , 0.076457 , 0.090085 , 0.083693 , 0.147553 , 0.077254 , 0.165169 , 0.097767 , 0.072152 , 0.095703 , 0.102939 , 0.100476 , 0.110856 , 0.124507 , 0.101708 , 0.090237 , 0.118843 , 0.115699 , 0.083869 , 0.117095 , 0.069267 , 0.091961 , 0.126302 , 0.089416 , 0.109882 , 0.077395 , 0.090742 , 0.095327 , 0.076023 , 0.076351 , 0.058641 , 0.073419 , 0.073126 , 0.108838 , 0.092137 , 0.074334 , 0.077829 , 0.088924 , 0.140411 , 0.140904 , 0.05863 , 0.082802 , 0.108803 , 0.086391 , 0.076199 , 0.086285 , 0.130618 , 0.117095 , 0.120836 , 0.079963 , 0.095034 , 0.101684 , 0.10566 
