  time  ,56:51 AM,59:56 AM,00:08 AM,00:20 AM,00:29 AM,00:36 AM,01:00 AM,01:07 AM,01:16 AM,01:24 AM,01:31 AM,02:01 AM,02:18 AM,02:26 AM,02:33 AM,03:42 AM,03:50 AM,03:57 AM,04:05 AM,04:14 AM,06:34 AM,06:46 AM,06:54 AM,07:02 AM,07:11 AM,07:44 AM,07:54 AM,08:02 AM,08:10 AM,08:16 AM,10:33 AM,10:41 AM,10:49 AM,10:59 AM,11:06 AM,11:40 AM,11:48 AM,11:55 AM,12:01 AM,12:10 AM,13:25 AM,13:33 AM,13:40 AM,13:47 AM,13:55 AM,14:39 AM,14:48 AM,14:55 AM,15:03 AM,15:12 AM,15:49 AM,15:58 AM,16:06 AM,16:14 AM,16:21 AM,17:13 AM,17:45 AM,17:53 AM,18:00 AM,18:07 AM,18:45 AM,18:57 AM,19:04 AM,19:12 AM,19:19 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 530 , 1.024871 , 0.119428 , 0.11 , 0.081089 , 0.111337 , 0.101042 , 0.118331 , 0.117792 , 0.111627 , 0.102817 , 0.075203 , 0.098966 , 0.102199 , 0.085049 , 0.106648 , 0.094118 , 0.082735 , 0.091075 , 0.105341 , 0.089998 , 0.070344 , 0.107756 , 0.093459 , 0.094976 , 0.091175 , 0.097121 , 0.086496 , 0.101401 , 0.090516 , 0.101161 , 0.094238 , 0.09306 , 0.085688 , 0.098976 , 0.092372 , 0.107836 , 0.085388 , 0.091843 , 0.082805 , 0.086007 , 0.082246 , 0.087783 , 0.099954 , 0.116695 , 0.101461 , 0.095126 , 0.086286 , 0.088581 , 0.082994 , 0.077387 , 0.095255 , 0.073536 , 0.109541 , 0.066613 , 0.070673 , 0.107197 , 0.1017 , 0.090437 , 0.092881 , 0.10151 , 0.107816 , 0.116575 , 0.087304 , 0.088132 , 0.102877 
 531 , 1.024523 , 0.120276 , 0.110782 , 0.081683 , 0.112072 , 0.101719 , 0.119316 , 0.118857 , 0.112551 , 0.103508 , 0.075957 , 0.09979 , 0.103328 , 0.086469 , 0.107605 , 0.094874 , 0.083432 , 0.091866 , 0.106485 , 0.090756 , 0.07114 , 0.108574 , 0.094104 , 0.095663 , 0.091856 , 0.098031 , 0.087359 , 0.102618 , 0.091536 , 0.102208 , 0.095073 , 0.093814 , 0.08641 , 0.09964 , 0.092915 , 0.108684 , 0.08615 , 0.092395 , 0.083402 , 0.086529 , 0.082872 , 0.088558 , 0.10067 , 0.117448 , 0.102079 , 0.095783 , 0.086829 , 0.089148 , 0.083681 , 0.077905 , 0.096982 , 0.074698 , 0.110752 , 0.067373 , 0.07137 , 0.108014 , 0.102488 , 0.091246 , 0.093674 , 0.102278 , 0.108634 , 0.117478 , 0.087908 , 0.088948 , 0.103508 
 532 , 1.024144 , 0.121103 , 0.111547 , 0.082269 , 0.112808 , 0.102391 , 0.120272 , 0.119902 , 0.113458 , 0.104183 , 0.076686 , 0.1006 , 0.104433 , 0.087863 , 0.108555 , 0.095617 , 0.08412 , 0.092636 , 0.107625 , 0.091505 , 0.071933 , 0.109376 , 0.094747 , 0.096348 , 0.092536 , 0.098939 , 0.088213 , 0.103822 , 0.092546 , 0.103252 , 0.095888 , 0.094557 , 0.087122 , 0.10028 , 0.093446 , 0.109526 , 0.086882 , 0.092936 , 0.08398 , 0.087042 , 0.0835 , 0.089314 , 0.101371 , 0.118171 , 0.102692 , 0.096428 , 0.087352 , 0.089704 , 0.084361 , 0.078417 , 0.098689 , 0.075846 , 0.111957 , 0.068121 , 0.072053 , 0.108825 , 0.103262 , 0.092045 , 0.094437 , 0.103022 , 0.109436 , 0.118371 , 0.088493 , 0.089744 , 0.104122 
 533 , 1.023761 , 0.121919 , 0.112301 , 0.082845 , 0.113523 , 0.103053 , 0.121217 , 0.120927 , 0.114345 , 0.104847 , 0.077405 , 0.10141 , 0.105528 , 0.089247 , 0.109485 , 0.096351 , 0.084789 , 0.093405 , 0.108734 , 0.092233 , 0.072716 , 0.110177 , 0.095389 , 0.097032 , 0.093205 , 0.099837 , 0.089057 , 0.105017 , 0.093546 , 0.104286 , 0.096681 , 0.095279 , 0.087825 , 0.100919 , 0.093966 , 0.110347 , 0.087614 , 0.093465 , 0.084559 , 0.087554 , 0.084108 , 0.090069 , 0.102062 , 0.118893 , 0.103284 , 0.097072 , 0.087865 , 0.090249 , 0.08502 , 0.078918 , 0.100378 , 0.076984 , 0.113132 , 0.068849 , 0.072726 , 0.109616 , 0.104015 , 0.092834 , 0.095199 , 0.103755 , 0.110227 , 0.119244 , 0.089077 , 0.09052 , 0.104727 
 534 , 1.023406 , 0.122675 , 0.112996 , 0.083414 , 0.11417 , 0.103657 , 0.122093 , 0.121822 , 0.115164 , 0.105465 , 0.078021 , 0.102131 , 0.106519 , 0.090483 , 0.110325 , 0.09704 , 0.085402 , 0.094098 , 0.109772 , 0.092933 , 0.073433 , 0.110927 , 0.095985 , 0.097642 , 0.093827 , 0.100635 , 0.08981 , 0.106057 , 0.094429 , 0.105213 , 0.097421 , 0.095965 , 0.088485 , 0.101478 , 0.094469 , 0.111118 , 0.088264 , 0.093947 , 0.085111 , 0.088023 , 0.084669 , 0.090754 , 0.102693 , 0.119522 , 0.103878 , 0.097622 , 0.088374 , 0.090754 , 0.085643 , 0.079427 , 0.10184 , 0.077961 , 0.11415 , 0.069496 , 0.073342 , 0.110375 , 0.104772 , 0.093515 , 0.095835 , 0.10435 , 0.110927 , 0.120035 , 0.089659 , 0.091125 , 0.105304 
 535 , 1.023298 , 0.123421 , 0.113675 , 0.083984 , 0.114802 , 0.104261 , 0.122949 , 0.122657 , 0.115968 , 0.106061 , 0.078613 , 0.102833 , 0.107479 , 0.091668 , 0.11113 , 0.097733 , 0.086006 , 0.094786 , 0.110789 , 0.09364 , 0.074127 , 0.111664 , 0.096577 , 0.098216 , 0.094424 , 0.101394 , 0.090542 , 0.107037 , 0.095289 , 0.106112 , 0.098146 , 0.096637 , 0.089134 , 0.102028 , 0.094967 , 0.111885 , 0.088902 , 0.094424 , 0.085664 , 0.0885 , 0.085211 , 0.091417 , 0.103305 , 0.120132 , 0.104482 , 0.098156 , 0.088912 , 0.091266 , 0.086267 , 0.079951 , 0.103195 , 0.078875 , 0.115113 , 0.070094 , 0.073936 , 0.111141 , 0.105538 , 0.094153 , 0.096436 , 0.104905 , 0.111603 , 0.120796 , 0.09024 , 0.091668 , 0.10587 
 536 , 1.023188 , 0.124167 , 0.114345 , 0.084545 , 0.115423 , 0.104855 , 0.123805 , 0.123492 , 0.116752 , 0.106658 , 0.079185 , 0.103535 , 0.108431 , 0.092846 , 0.111927 , 0.098417 , 0.08659 , 0.095455 , 0.111796 , 0.094337 , 0.074813 , 0.11239 , 0.097158 , 0.09879 , 0.095022 , 0.102155 , 0.091254 , 0.108018 , 0.09613 , 0.107 , 0.09886 , 0.097309 , 0.089783 , 0.102568 , 0.095475 , 0.112642 , 0.089531 , 0.094891 , 0.086217 , 0.088967 , 0.085753 , 0.09208 , 0.103918 , 0.120732 , 0.105086 , 0.098679 , 0.089441 , 0.091768 , 0.086882 , 0.080474 , 0.104552 , 0.079789 , 0.116067 , 0.070692 , 0.07452 , 0.111897 , 0.106305 , 0.0948 , 0.097037 , 0.105459 , 0.112279 , 0.121558 , 0.090811 , 0.092201 , 0.106446 
 537 , 1.023182 , 0.124933 , 0.11501 , 0.085112 , 0.11606 , 0.105451 , 0.12462 , 0.124307 , 0.117534 , 0.107238 , 0.079762 , 0.10422 , 0.109348 , 0.093954 , 0.112709 , 0.099092 , 0.087181 , 0.096125 , 0.11278 , 0.095024 , 0.075482 , 0.113113 , 0.09775 , 0.099375 , 0.09561 , 0.102888 , 0.091956 , 0.108974 , 0.096952 , 0.107874 , 0.099567 , 0.097982 , 0.090422 , 0.10313 , 0.095973 , 0.113395 , 0.090149 , 0.095357 , 0.086757 , 0.089432 , 0.086293 , 0.092713 , 0.104513 , 0.121349 , 0.105673 , 0.099213 , 0.089937 , 0.092259 , 0.087464 , 0.080994 , 0.105835 , 0.080651 , 0.116989 , 0.071273 , 0.075089 , 0.112618 , 0.107006 , 0.095368 , 0.097578 , 0.105996 , 0.112961 , 0.122308 , 0.09137 , 0.092733 , 0.107006 
 538 , 1.023018 , 0.125672 , 0.115644 , 0.085662 , 0.116686 , 0.106021 , 0.125339 , 0.125096 , 0.118283 , 0.10779 , 0.080294 , 0.104838 , 0.110165 , 0.094901 , 0.113451 , 0.099733 , 0.087764 , 0.096791 , 0.113754 , 0.09568 , 0.076109 , 0.113794 , 0.098328 , 0.099966 , 0.096175 , 0.103554 , 0.092596 , 0.109882 , 0.097681 , 0.108669 , 0.100218 , 0.098571 , 0.091009 , 0.103706 , 0.096407 , 0.114098 , 0.090736 , 0.095811 , 0.087259 , 0.089867 , 0.086804 , 0.093243 , 0.105071 , 0.121942 , 0.106172 , 0.099733 , 0.090332 , 0.092708 , 0.087956 , 0.081456 , 0.107001 , 0.081426 , 0.117858 , 0.071813 , 0.075624 , 0.113238 , 0.107557 , 0.09576 , 0.097964 , 0.106466 , 0.113623 , 0.122973 , 0.091869 , 0.093233 , 0.107547 
 539 , 1.022845 , 0.126402 , 0.116278 , 0.086211 , 0.117301 , 0.10659 , 0.126047 , 0.125885 , 0.119042 , 0.108341 , 0.080816 , 0.105466 , 0.110984 , 0.095849 , 0.114183 , 0.100364 , 0.088348 , 0.097459 , 0.114719 , 0.096335 , 0.076726 , 0.114466 , 0.098906 , 0.100567 , 0.09673 , 0.104221 , 0.093237 , 0.110781 , 0.0984 , 0.109465 , 0.10087 , 0.099159 , 0.091597 , 0.104282 , 0.096841 , 0.1148 , 0.091324 , 0.096264 , 0.08776 , 0.090291 , 0.087315 , 0.093774 , 0.105618 , 0.122535 , 0.106661 , 0.100253 , 0.090727 , 0.093156 , 0.088439 , 0.081929 , 0.108149 , 0.082192 , 0.118718 , 0.072352 , 0.076149 , 0.113849 , 0.108098 , 0.096153 , 0.09836 , 0.106934 , 0.114274 , 0.123648 , 0.092377 , 0.093723 , 0.108088 
 540 , 1.022676 , 0.127132 , 0.116903 , 0.086752 , 0.117917 , 0.10716 , 0.126757 , 0.126676 , 0.119782 , 0.108884 , 0.081349 , 0.106075 , 0.111793 , 0.096779 , 0.114916 , 0.100996 , 0.088922 , 0.098127 , 0.115676 , 0.096992 , 0.077334 , 0.115129 , 0.099476 , 0.101148 , 0.097286 , 0.104879 , 0.093869 , 0.111682 , 0.099121 , 0.110263 , 0.101513 , 0.099749 , 0.092176 , 0.104859 , 0.097276 , 0.115484 , 0.091912 , 0.096708 , 0.088253 , 0.090706 , 0.087827 , 0.094305 , 0.106157 , 0.123128 , 0.10716 , 0.100773 , 0.091112 , 0.093606 , 0.088922 , 0.082393 , 0.109299 , 0.08295 , 0.119579 , 0.072893 , 0.076675 , 0.11445 , 0.108651 , 0.096546 , 0.098746 , 0.107393 , 0.114926 , 0.124314 , 0.092865 , 0.094214 , 0.10863 
 541 , 1.022075 , 0.127733 , 0.117456 , 0.087194 , 0.11843 , 0.107656 , 0.127388 , 0.127357 , 0.120398 , 0.109361 , 0.081787 , 0.106571 , 0.112445 , 0.097522 , 0.115498 , 0.101539 , 0.089416 , 0.098668 , 0.116462 , 0.097562 , 0.077892 , 0.115721 , 0.099946 , 0.10162 , 0.097775 , 0.105414 , 0.094367 , 0.112394 , 0.099703 , 0.110903 , 0.102097 , 0.10023 , 0.092601 , 0.105353 , 0.097643 , 0.116087 , 0.092409 , 0.097055 , 0.088655 , 0.091039 , 0.08827 , 0.094772 , 0.106662 , 0.123644 , 0.107626 , 0.101184 , 0.091496 , 0.094083 , 0.089325 , 0.082761 , 0.110182 , 0.083522 , 0.120276 , 0.073306 , 0.0771 , 0.115011 , 0.109097 , 0.097065 , 0.099267 , 0.10792 , 0.115478 , 0.124882 , 0.09319 , 0.094712 , 0.108995 
 542 , 1.021303 , 0.128327 , 0.118003 , 0.087612 , 0.118917 , 0.108126 , 0.127992 , 0.127992 , 0.120977 , 0.109822 , 0.082222 , 0.10704 , 0.11308 , 0.098229 , 0.116044 , 0.102056 , 0.089875 , 0.099194 , 0.117211 , 0.098118 , 0.078415 , 0.116277 , 0.100391 , 0.102066 , 0.09824 , 0.105924 , 0.094839 , 0.11308 , 0.10026 , 0.111517 , 0.102665 , 0.100696 , 0.093002 , 0.105812 , 0.097996 , 0.116673 , 0.09287 , 0.097387 , 0.089043 , 0.091357 , 0.088698 , 0.095235 , 0.107162 , 0.124155 , 0.108086 , 0.101579 , 0.091865 , 0.094534 , 0.089713 , 0.083115 , 0.11103 , 0.084069 , 0.120937 , 0.073695 , 0.077501 , 0.115547 , 0.109517 , 0.09758 , 0.099782 , 0.108431 , 0.116014 , 0.125434 , 0.093489 , 0.095204 , 0.109334 
 543 , 1.02054 , 0.128899 , 0.11855 , 0.088039 , 0.119393 , 0.108586 , 0.128595 , 0.128625 , 0.121546 , 0.110272 , 0.082645 , 0.107499 , 0.113705 , 0.098927 , 0.1166 , 0.102573 , 0.090334 , 0.099699 , 0.11795 , 0.098663 , 0.078948 , 0.116833 , 0.100836 , 0.102512 , 0.098703 , 0.106422 , 0.095301 , 0.113756 , 0.100816 , 0.11212 , 0.103233 , 0.101161 , 0.093412 , 0.10627 , 0.098348 , 0.11725 , 0.093341 , 0.097708 , 0.08942 , 0.091665 , 0.089115 , 0.095687 , 0.107651 , 0.124654 , 0.108535 , 0.101974 , 0.092233 , 0.094996 , 0.090101 , 0.083468 , 0.111866 , 0.084606 , 0.121586 , 0.074083 , 0.077892 , 0.116092 , 0.109947 , 0.098084 , 0.100288 , 0.108931 , 0.116539 , 0.125984 , 0.093798 , 0.095687 , 0.109673 
 544 , 1.019637 , 0.129466 , 0.119094 , 0.088464 , 0.119846 , 0.109047 , 0.129172 , 0.129222 , 0.12207 , 0.110723 , 0.08304 , 0.107939 , 0.114299 , 0.099578 , 0.117123 , 0.103073 , 0.090771 , 0.100208 , 0.118677 , 0.099203 , 0.079453 , 0.117367 , 0.101285 , 0.102982 , 0.099172 , 0.106903 , 0.095759 , 0.114421 , 0.101336 , 0.112724 , 0.103764 , 0.10162 , 0.093818 , 0.106669 , 0.098705 , 0.117804 , 0.093778 , 0.098034 , 0.089785 , 0.091969 , 0.089511 , 0.096104 , 0.108112 , 0.125088 , 0.108935 , 0.102342 , 0.092569 , 0.095383 , 0.090476 , 0.083791 , 0.112643 , 0.085112 , 0.122202 , 0.074425 , 0.078245 , 0.116615 , 0.110327 , 0.0984 , 0.100594 , 0.10925 , 0.117042 , 0.12649 , 0.094082 , 0.096013 , 0.110012 
 545 , 1.018373 , 0.12996 , 0.11958 , 0.088868 , 0.120261 , 0.109475 , 0.129706 , 0.129737 , 0.122526 , 0.1111 , 0.083373 , 0.108337 , 0.114848 , 0.100182 , 0.1176 , 0.103544 , 0.091163 , 0.100669 , 0.119357 , 0.099704 , 0.07994 , 0.117854 , 0.101705 , 0.103432 , 0.099623 , 0.107342 , 0.09618 , 0.11504 , 0.101807 , 0.113304 , 0.104224 , 0.10202 , 0.094179 , 0.106997 , 0.099004 , 0.11829 , 0.094159 , 0.098313 , 0.090086 , 0.092219 , 0.089833 , 0.096465 , 0.10851 , 0.12542 , 0.109251 , 0.10265 , 0.092839 , 0.095703 , 0.090797 , 0.084084 , 0.113365 , 0.085567 , 0.12278 , 0.07473 , 0.078559 , 0.117062 , 0.110633 , 0.098547 , 0.10074 , 0.109404 , 0.117458 , 0.126903 , 0.094301 , 0.09619 , 0.110297 
 546 , 1.017105 , 0.130453 , 0.120056 , 0.08927 , 0.120655 , 0.109892 , 0.13024 , 0.13025 , 0.12297 , 0.111486 , 0.083706 , 0.108735 , 0.115385 , 0.100785 , 0.118076 , 0.104003 , 0.091555 , 0.10113 , 0.120026 , 0.100206 , 0.080416 , 0.11834 , 0.102125 , 0.103881 , 0.100064 , 0.10777 , 0.096601 , 0.115649 , 0.102267 , 0.113873 , 0.104673 , 0.102409 , 0.09454 , 0.107313 , 0.099302 , 0.118777 , 0.09453 , 0.098591 , 0.090387 , 0.092469 , 0.090154 , 0.096814 , 0.108897 , 0.125752 , 0.109557 , 0.102947 , 0.093108 , 0.096012 , 0.091108 , 0.084356 , 0.114065 , 0.086021 , 0.123346 , 0.075035 , 0.078873 , 0.117518 , 0.110928 , 0.098693 , 0.100886 , 0.109567 , 0.117873 , 0.127306 , 0.09453 , 0.096368 , 0.110583 
 547 , 1.015836 , 0.130901 , 0.120504 , 0.089657 , 0.121052 , 0.1103 , 0.130719 , 0.130739 , 0.123408 , 0.111833 , 0.084012 , 0.109101 , 0.115874 , 0.101324 , 0.118514 , 0.104441 , 0.091932 , 0.101567 , 0.120646 , 0.100684 , 0.080884 , 0.118808 , 0.102532 , 0.104299 , 0.100481 , 0.108177 , 0.096998 , 0.116209 , 0.102715 , 0.114402 , 0.105111 , 0.102796 , 0.094876 , 0.107619 , 0.099577 , 0.119225 , 0.094876 , 0.098846 , 0.090672 , 0.092713 , 0.090459 , 0.097161 , 0.109264 , 0.126078 , 0.109863 , 0.103233 , 0.093373 , 0.096318 , 0.091414 , 0.084651 , 0.114716 , 0.086438 , 0.123875 , 0.07531 , 0.079158 , 0.117955 , 0.111234 , 0.098877 , 0.1011 , 0.109782 , 0.11828 , 0.127693 , 0.094744 , 0.096582 , 0.110848 
 548 , 1.014687 , 0.131337 , 0.120926 , 0.090019 , 0.121464 , 0.110698 , 0.131133 , 0.131215 , 0.123831 , 0.11215 , 0.084301 , 0.109418 , 0.116274 , 0.10178 , 0.118874 , 0.104878 , 0.092304 , 0.101994 , 0.12119 , 0.101151 , 0.081315 , 0.11928 , 0.102928 , 0.104675 , 0.100877 , 0.108535 , 0.097332 , 0.11666 , 0.103121 , 0.114872 , 0.105569 , 0.103233 , 0.095219 , 0.107986 , 0.099871 , 0.119687 , 0.095209 , 0.09916 , 0.090974 , 0.092985 , 0.09076 , 0.097545 , 0.109621 , 0.126502 , 0.110221 , 0.103538 , 0.093655 , 0.096651 , 0.091725 , 0.084981 , 0.115238 , 0.086789 , 0.124339 , 0.075556 , 0.079436 , 0.118417 , 0.111632 , 0.099201 , 0.101537 , 0.1102 , 0.118742 , 0.128097 , 0.095016 , 0.096926 , 0.111145 
 549 , 1.013543 , 0.131769 , 0.121335 , 0.090379 , 0.121873 , 0.111084 , 0.131535 , 0.131677 , 0.124241 , 0.112466 , 0.084578 , 0.109733 , 0.116672 , 0.102225 , 0.119232 , 0.105313 , 0.092665 , 0.102428 , 0.121731 , 0.101605 , 0.081754 , 0.11975 , 0.103322 , 0.105039 , 0.10126 , 0.10889 , 0.097673 , 0.117109 , 0.103525 , 0.115331 , 0.106025 , 0.103668 , 0.09556 , 0.108351 , 0.100152 , 0.120136 , 0.09554 , 0.099462 , 0.091263 , 0.093254 , 0.09106 , 0.097927 , 0.109977 , 0.126913 , 0.110566 , 0.10384 , 0.093935 , 0.096983 , 0.092025 , 0.08532 , 0.115747 , 0.087128 , 0.124799 , 0.07579 , 0.079701 , 0.118887 , 0.112029 , 0.099523 , 0.101971 , 0.110617 , 0.119201 , 0.128497 , 0.095286 , 0.097277 , 0.11144 
 550 , 1.012398 , 0.1322 , 0.121733 , 0.090738 , 0.122271 , 0.111479 , 0.131936 , 0.132139 , 0.12466 , 0.11278 , 0.084854 , 0.110046 , 0.117068 , 0.102669 , 0.119589 , 0.105748 , 0.093025 , 0.102852 , 0.122261 , 0.102059 , 0.082182 , 0.120209 , 0.103705 , 0.105402 , 0.101642 , 0.109244 , 0.098004 , 0.117546 , 0.103929 , 0.115788 , 0.106479 , 0.104091 , 0.09589 , 0.108715 , 0.100433 , 0.120585 , 0.09587 , 0.099762 , 0.091551 , 0.093523 , 0.091358 , 0.098309 , 0.110331 , 0.127322 , 0.11091 , 0.104142 , 0.094214 , 0.097313 , 0.092323 , 0.085647 , 0.116266 , 0.087456 , 0.125259 , 0.076033 , 0.079976 , 0.119345 , 0.112424 , 0.099844 , 0.102404 , 0.111022 , 0.11965 , 0.128887 , 0.095555 , 0.097618 , 0.111743 
 551 , 1.011566 , 0.132624 , 0.122096 , 0.09104 , 0.122615 , 0.111842 , 0.132329 , 0.132512 , 0.125036 , 0.113083 , 0.085059 , 0.110306 , 0.117437 , 0.102911 , 0.119939 , 0.106105 , 0.093319 , 0.103206 , 0.122727 , 0.102504 , 0.082567 , 0.120631 , 0.104071 , 0.10579 , 0.102016 , 0.109533 , 0.098273 , 0.117925 , 0.104183 , 0.116135 , 0.106878 , 0.104407 , 0.096187 , 0.109004 , 0.100724 , 0.120987 , 0.096147 , 0.099982 , 0.091783 , 0.093767 , 0.09161 , 0.098517 , 0.110673 , 0.127629 , 0.111191 , 0.104386 , 0.094428 , 0.097571 , 0.092566 , 0.085873 , 0.116542 , 0.087673 , 0.125595 , 0.076199 , 0.080166 , 0.119665 , 0.112636 , 0.100083 , 0.102667 , 0.111344 , 0.12 , 0.129227 , 0.095699 , 0.097917 , 0.111934 
 552 , 1.011036 , 0.133081 , 0.122487 , 0.091374 , 0.122985 , 0.112238 , 0.132756 , 0.132908 , 0.125448 , 0.113418 , 0.085288 , 0.110589 , 0.117835 , 0.103159 , 0.120319 , 0.106498 , 0.093633 , 0.103577 , 0.123209 , 0.102976 , 0.082977 , 0.121082 , 0.104472 , 0.106203 , 0.102416 , 0.109836 , 0.098569 , 0.118324 , 0.104452 , 0.116512 , 0.107292 , 0.104737 , 0.096493 , 0.109307 , 0.101032 , 0.121428 , 0.096422 , 0.100208 , 0.092035 , 0.09402 , 0.091893 , 0.098722 , 0.111037 , 0.127952 , 0.111495 , 0.104645 , 0.094641 , 0.097857 , 0.092819 , 0.086122 , 0.116828 , 0.087893 , 0.125967 , 0.076393 , 0.080382 , 0.119993 , 0.112869 , 0.10034 , 0.102936 , 0.111688 , 0.12039 , 0.12958 , 0.095852 , 0.098244 , 0.112136 
 553 , 1.010512 , 0.133539 , 0.122877 , 0.091697 , 0.123346 , 0.112643 , 0.133172 , 0.133315 , 0.125851 , 0.113743 , 0.085506 , 0.110872 , 0.118224 , 0.103418 , 0.120688 , 0.10688 , 0.093948 , 0.103947 , 0.123692 , 0.103438 , 0.083378 , 0.121543 , 0.104874 , 0.106625 , 0.102817 , 0.110149 , 0.098856 , 0.118723 , 0.104721 , 0.11688 , 0.107695 , 0.105067 , 0.096789 , 0.109599 , 0.10134 , 0.121859 , 0.096707 , 0.100434 , 0.092288 , 0.094273 , 0.092166 , 0.098937 , 0.111411 , 0.128274 , 0.111798 , 0.104904 , 0.094864 , 0.098143 , 0.093072 , 0.086361 , 0.117124 , 0.088113 , 0.126329 , 0.076576 , 0.080598 , 0.120332 , 0.113092 , 0.100597 , 0.103204 , 0.112022 , 0.120769 , 0.129944 , 0.096015 , 0.098571 , 0.112338 
 554 , 1.010001 , 0.133933 , 0.123208 , 0.091983 , 0.123647 , 0.112973 , 0.133484 , 0.133596 , 0.126144 , 0.114013 , 0.085642 , 0.111057 , 0.118478 , 0.103503 , 0.120955 , 0.107193 , 0.094195 , 0.104237 , 0.124034 , 0.103819 , 0.083695 , 0.121914 , 0.105215 , 0.106979 , 0.103156 , 0.110333 , 0.099068 , 0.118978 , 0.104889 , 0.117173 , 0.108019 , 0.105368 , 0.097029 , 0.109895 , 0.101617 , 0.12222 , 0.096938 , 0.100648 , 0.092483 , 0.094471 , 0.092411 , 0.099129 , 0.11174 , 0.12856 , 0.112056 , 0.105124 , 0.095072 , 0.098385 , 0.093278 , 0.08659 , 0.117194 , 0.088171 , 0.126562 , 0.076671 , 0.080729 , 0.12066 , 0.113299 , 0.100679 , 0.10336 , 0.112219 , 0.121119 , 0.130232 , 0.096193 , 0.098711 , 0.112555 
 555 , 1.009745 , 0.134373 , 0.123547 , 0.092262 , 0.123935 , 0.113252 , 0.133741 , 0.133853 , 0.126384 , 0.114272 , 0.085742 , 0.111201 , 0.11867 , 0.103507 , 0.12117 , 0.107476 , 0.094436 , 0.104507 , 0.124323 , 0.10417 , 0.083967 , 0.122262 , 0.105527 , 0.107293 , 0.103446 , 0.110466 , 0.099252 , 0.11917 , 0.105038 , 0.117435 , 0.108364 , 0.105701 , 0.097293 , 0.110252 , 0.101925 , 0.122598 , 0.09717 , 0.100905 , 0.092701 , 0.094691 , 0.092691 , 0.099375 , 0.112129 , 0.128914 , 0.112364 , 0.105395 , 0.095334 , 0.098681 , 0.093507 , 0.086875 , 0.117149 , 0.08811 , 0.126721 , 0.076732 , 0.080844 , 0.121068 , 0.113588 , 0.100691 , 0.103527 , 0.112405 , 0.121517 , 0.130578 , 0.096466 , 0.098813 , 0.112843 
 556 , 1.009485 , 0.134814 , 0.123886 , 0.092532 , 0.124234 , 0.11354 , 0.133997 , 0.1341 , 0.126623 , 0.114531 , 0.085832 , 0.111345 , 0.118861 , 0.103501 , 0.121394 , 0.10777 , 0.094666 , 0.104777 , 0.124611 , 0.104522 , 0.084228 , 0.12262 , 0.105829 , 0.107596 , 0.103736 , 0.110589 , 0.099446 , 0.119362 , 0.105176 , 0.117697 , 0.108699 , 0.106054 , 0.097546 , 0.110619 , 0.102234 , 0.122988 , 0.097414 , 0.101172 , 0.09291 , 0.094911 , 0.092971 , 0.09962 , 0.112519 , 0.129269 , 0.112672 , 0.105666 , 0.095606 , 0.098976 , 0.093747 , 0.08716 , 0.117105 , 0.088058 , 0.126889 , 0.076783 , 0.08095 , 0.121486 , 0.113877 , 0.100713 , 0.103685 , 0.11258 , 0.121915 , 0.130923 , 0.096729 , 0.098915 , 0.113142 
 557 , 1.009222 , 0.135242 , 0.12421 , 0.092792 , 0.124517 , 0.113823 , 0.134219 , 0.134332 , 0.126848 , 0.114774 , 0.085911 , 0.111471 , 0.119037 , 0.103435 , 0.121593 , 0.108046 , 0.094888 , 0.10503 , 0.124865 , 0.104867 , 0.08448 , 0.122963 , 0.106134 , 0.107903 , 0.104028 , 0.110715 , 0.099611 , 0.119517 , 0.105276 , 0.117943 , 0.109038 , 0.10638 , 0.097781 , 0.11096 , 0.102536 , 0.123351 , 0.097628 , 0.101421 , 0.093119 , 0.095123 , 0.093232 , 0.099847 , 0.112882 , 0.129619 , 0.112984 , 0.10592 , 0.095859 , 0.099274 , 0.093958 , 0.087425 , 0.116982 , 0.087956 , 0.127022 , 0.076802 , 0.081035 , 0.121879 , 0.11414 , 0.100767 , 0.103885 , 0.1128 , 0.122298 , 0.131234 , 0.096974 , 0.099049 , 0.113424 
