  time  ,56:51 AM,59:56 AM,00:08 AM,00:20 AM,00:29 AM,00:36 AM,01:00 AM,01:07 AM,01:16 AM,01:24 AM,01:31 AM,02:01 AM,02:18 AM,02:26 AM,02:33 AM,03:42 AM,03:50 AM,03:57 AM,04:05 AM,04:14 AM,06:34 AM,06:46 AM,06:54 AM,07:02 AM,07:11 AM,07:44 AM,07:54 AM,08:02 AM,08:10 AM,08:16 AM,10:33 AM,10:41 AM,10:49 AM,10:59 AM,11:06 AM,11:40 AM,11:48 AM,11:55 AM,12:01 AM,12:10 AM,13:25 AM,13:33 AM,13:40 AM,13:47 AM,13:55 AM,14:39 AM,14:48 AM,14:55 AM,15:03 AM,15:12 AM,15:49 AM,15:58 AM,16:06 AM,16:14 AM,16:21 AM,17:13 AM,17:45 AM,17:53 AM,18:00 AM,18:07 AM,18:45 AM,18:57 AM,19:04 AM,19:12 AM,19:19 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 948 , 1.007698 , 0.420805 , 0.422581 , 0.376151 , 0.403147 , 0.382947 , 0.540069 , 0.478448 , 0.498484 , 0.430637 , 0.429519 , 0.421221 , 0.444097 , 0.49 , 0.42086 , 0.412661 , 0.390783 , 0.408693 , 0.473219 , 0.456526 , 0.460033 , 0.440315 , 0.402829 , 0.419358 , 0.418328 , 0.542097 , 0.461371 , 0.535531 , 0.458247 , 0.495612 , 0.428719 , 0.389315 , 0.373093 , 0.363283 , 0.342907 , 0.485813 , 0.397119 , 0.320854 , 0.334741 , 0.31145 , 0.363568 , 0.412595 , 0.393228 , 0.388668 , 0.41436 , 0.35572 , 0.358208 , 0.402511 , 0.405942 , 0.318793 , 0.61583 , 0.549649 , 0.608628 , 0.357474 , 0.354153 , 0.404693 , 0.362592 , 0.370879 , 0.354931 , 0.376819 , 0.407126 , 0.408518 , 0.3612 , 0.375899 , 0.366626 
 949 , 1.007481 , 0.420988 , 0.422371 , 0.37606 , 0.403508 , 0.383526 , 0.539929 , 0.478411 , 0.498811 , 0.431056 , 0.429343 , 0.420944 , 0.443858 , 0.489039 , 0.420889 , 0.41305 , 0.391266 , 0.40891 , 0.472811 , 0.456924 , 0.460371 , 0.44052 , 0.403003 , 0.419615 , 0.418715 , 0.540961 , 0.461063 , 0.534373 , 0.457308 , 0.494979 , 0.429431 , 0.389795 , 0.372886 , 0.364553 , 0.343011 , 0.48591 , 0.397173 , 0.320679 , 0.335084 , 0.311434 , 0.363532 , 0.41238 , 0.393155 , 0.388664 , 0.414982 , 0.356571 , 0.358042 , 0.402641 , 0.405836 , 0.318307 , 0.614436 , 0.548251 , 0.607716 , 0.356856 , 0.353617 , 0.404969 , 0.363444 , 0.369252 , 0.353178 , 0.374775 , 0.407812 , 0.408888 , 0.361545 , 0.373523 , 0.366529 
 950 , 1.006812 , 0.420916 , 0.422382 , 0.376652 , 0.404003 , 0.383544 , 0.540034 , 0.478211 , 0.498647 , 0.431189 , 0.428826 , 0.420916 , 0.443453 , 0.48774 , 0.420523 , 0.413203 , 0.391585 , 0.408915 , 0.472762 , 0.457457 , 0.460323 , 0.440817 , 0.403281 , 0.419724 , 0.418794 , 0.539629 , 0.460258 , 0.533175 , 0.456385 , 0.494457 , 0.429384 , 0.390382 , 0.372878 , 0.364246 , 0.342934 , 0.486131 , 0.397428 , 0.320386 , 0.33521 , 0.311349 , 0.362823 , 0.411387 , 0.393292 , 0.387811 , 0.414921 , 0.356588 , 0.358021 , 0.402449 , 0.405491 , 0.318504 , 0.613148 , 0.546522 , 0.606857 , 0.355898 , 0.353174 , 0.405731 , 0.362999 , 0.371237 , 0.354049 , 0.376532 , 0.408248 , 0.407985 , 0.35987 , 0.373972 , 0.364815 
 951 , 1.006164 , 0.420837 , 0.422686 , 0.377234 , 0.404435 , 0.383602 , 0.54041 , 0.478074 , 0.498043 , 0.430947 , 0.427774 , 0.420531 , 0.442885 , 0.48627 , 0.419787 , 0.413243 , 0.391589 , 0.408823 , 0.472625 , 0.457547 , 0.460086 , 0.441036 , 0.403494 , 0.419841 , 0.41855 , 0.538857 , 0.459353 , 0.531821 , 0.455424 , 0.493962 , 0.429711 , 0.390791 , 0.373568 , 0.363458 , 0.34362 , 0.486281 , 0.397728 , 0.320237 , 0.335468 , 0.311155 , 0.362429 , 0.411591 , 0.394117 , 0.387946 , 0.416055 , 0.356696 , 0.358851 , 0.402739 , 0.405639 , 0.31888 , 0.611763 , 0.544754 , 0.605788 , 0.355076 , 0.352461 , 0.406405 , 0.362484 , 0.37394 , 0.355623 , 0.378601 , 0.408976 , 0.408604 , 0.360088 , 0.375647 , 0.363622 
 952 , 1.005508 , 0.420762 , 0.423006 , 0.377807 , 0.404861 , 0.383651 , 0.540795 , 0.477933 , 0.497435 , 0.430699 , 0.426738 , 0.420138 , 0.442333 , 0.484806 , 0.419055 , 0.413287 , 0.391597 , 0.408735 , 0.472494 , 0.457632 , 0.459854 , 0.44126 , 0.403711 , 0.419952 , 0.4183 , 0.538092 , 0.458453 , 0.530486 , 0.45447 , 0.493474 , 0.430032 , 0.391192 , 0.374272 , 0.362672 , 0.344297 , 0.486426 , 0.398021 , 0.320089 , 0.335728 , 0.310972 , 0.362048 , 0.41181 , 0.394945 , 0.388094 , 0.417194 , 0.356817 , 0.359684 , 0.403044 , 0.405802 , 0.319246 , 0.610377 , 0.542995 , 0.60473 , 0.354256 , 0.351761 , 0.40706 , 0.361971 , 0.376625 , 0.357189 , 0.380642 , 0.409698 , 0.409227 , 0.360319 , 0.377315 , 0.362442 
 953 , 1.0052 , 0.420986 , 0.42346 , 0.378262 , 0.405516 , 0.383964 , 0.540794 , 0.477347 , 0.497318 , 0.430699 , 0.426207 , 0.419972 , 0.441949 , 0.483615 , 0.418794 , 0.413354 , 0.391584 , 0.408907 , 0.472637 , 0.457996 , 0.45973 , 0.44135 , 0.403761 , 0.420495 , 0.418511 , 0.537545 , 0.457974 , 0.529761 , 0.454039 , 0.493252 , 0.430372 , 0.391671 , 0.375471 , 0.363 , 0.345492 , 0.48694 , 0.398648 , 0.320506 , 0.336738 , 0.311294 , 0.36312 , 0.413093 , 0.395879 , 0.390047 , 0.419209 , 0.358073 , 0.361027 , 0.403935 , 0.406367 , 0.320648 , 0.608874 , 0.54135 , 0.603826 , 0.353516 , 0.351248 , 0.408024 , 0.362673 , 0.379603 , 0.35937 , 0.382427 , 0.411894 , 0.410476 , 0.361583 , 0.379483 , 0.363218 
 954 , 1.005107 , 0.421336 , 0.423721 , 0.378734 , 0.406068 , 0.384321 , 0.540375 , 0.476548 , 0.497523 , 0.430973 , 0.426073 , 0.419898 , 0.441613 , 0.482396 , 0.418679 , 0.413473 , 0.391704 , 0.409106 , 0.472965 , 0.458602 , 0.459658 , 0.441395 , 0.403955 , 0.421118 , 0.419125 , 0.536683 , 0.457741 , 0.529409 , 0.453679 , 0.493003 , 0.430592 , 0.392336 , 0.376153 , 0.36388 , 0.346162 , 0.487253 , 0.398957 , 0.32094 , 0.337613 , 0.311891 , 0.363978 , 0.414127 , 0.396496 , 0.391682 , 0.420007 , 0.359361 , 0.362083 , 0.40462 , 0.406569 , 0.322106 , 0.607381 , 0.540005 , 0.60321 , 0.352641 , 0.350899 , 0.40878 , 0.363727 , 0.381609 , 0.360874 , 0.383689 , 0.413658 , 0.410696 , 0.362192 , 0.380651 , 0.364109 
 955 , 1.00506 , 0.421686 , 0.423865 , 0.379239 , 0.406549 , 0.384666 , 0.539838 , 0.475727 , 0.497817 , 0.431341 , 0.426034 , 0.419844 , 0.441269 , 0.481154 , 0.41858 , 0.4136 , 0.391891 , 0.409284 , 0.473341 , 0.459261 , 0.459577 , 0.441421 , 0.404228 , 0.421707 , 0.419855 , 0.535675 , 0.457583 , 0.529148 , 0.4533 , 0.492728 , 0.430763 , 0.393047 , 0.376547 , 0.364865 , 0.346535 , 0.487431 , 0.399084 , 0.321318 , 0.338329 , 0.312524 , 0.364549 , 0.414896 , 0.396959 , 0.392916 , 0.420149 , 0.360506 , 0.362936 , 0.405121 , 0.40656 , 0.323454 , 0.605911 , 0.538814 , 0.602696 , 0.351701 , 0.3506 , 0.409404 , 0.364778 , 0.383108 , 0.361977 , 0.384743 , 0.415005 , 0.410396 , 0.36237 , 0.381299 , 0.364811 
 956 , 1.005011 , 0.422069 , 0.423961 , 0.37949 , 0.406785 , 0.384936 , 0.539503 , 0.475302 , 0.498 , 0.431755 , 0.425928 , 0.419591 , 0.440941 , 0.480085 , 0.418352 , 0.413786 , 0.391958 , 0.409568 , 0.47365 , 0.459823 , 0.459583 , 0.44156 , 0.404676 , 0.422254 , 0.420558 , 0.534764 , 0.457279 , 0.528709 , 0.452844 , 0.492532 , 0.430864 , 0.393741 , 0.376772 , 0.365782 , 0.346867 , 0.487597 , 0.398632 , 0.321517 , 0.33866 , 0.312951 , 0.365412 , 0.415504 , 0.397611 , 0.394099 , 0.420091 , 0.361379 , 0.363445 , 0.406144 , 0.406742 , 0.324561 , 0.604911 , 0.537873 , 0.602368 , 0.351074 , 0.350302 , 0.409829 , 0.365912 , 0.382359 , 0.361814 , 0.384186 , 0.415895 , 0.409992 , 0.362553 , 0.380381 , 0.36564 
 957 , 1.004821 , 0.422531 , 0.424124 , 0.379458 , 0.406888 , 0.38507 , 0.539433 , 0.475333 , 0.498028 , 0.43214 , 0.425694 , 0.419194 , 0.440666 , 0.479276 , 0.4181 , 0.413994 , 0.39184 , 0.409997 , 0.473881 , 0.460198 , 0.459678 , 0.441847 , 0.405187 , 0.422715 , 0.421036 , 0.534006 , 0.456721 , 0.527939 , 0.452377 , 0.492341 , 0.430775 , 0.394267 , 0.376825 , 0.366393 , 0.347066 , 0.487813 , 0.397766 , 0.321586 , 0.338476 , 0.312963 , 0.366566 , 0.415609 , 0.398503 , 0.39508 , 0.420267 , 0.361778 , 0.363576 , 0.407798 , 0.40705 , 0.325454 , 0.604303 , 0.537126 , 0.60193 , 0.35076 , 0.350045 , 0.409715 , 0.366967 , 0.379436 , 0.36024 , 0.382036 , 0.416204 , 0.409607 , 0.36258 , 0.377974 , 0.366696 
 958 , 1.00445 , 0.423031 , 0.424429 , 0.379359 , 0.407144 , 0.38507 , 0.539417 , 0.475448 , 0.497966 , 0.432415 , 0.425361 , 0.418848 , 0.440424 , 0.478634 , 0.418013 , 0.414177 , 0.391604 , 0.41046 , 0.474104 , 0.460471 , 0.459735 , 0.44219 , 0.405486 , 0.423117 , 0.421189 , 0.533348 , 0.455974 , 0.5269 , 0.451965 , 0.49205 , 0.430476 , 0.394563 , 0.376899 , 0.366669 , 0.347098 , 0.488127 , 0.397207 , 0.321719 , 0.338126 , 0.312681 , 0.36771 , 0.415163 , 0.399472 , 0.395809 , 0.421145 , 0.361869 , 0.363678 , 0.409626 , 0.40722 , 0.326368 , 0.603591 , 0.536252 , 0.601001 , 0.350425 , 0.349862 , 0.409106 , 0.367753 , 0.376737 , 0.358488 , 0.379955 , 0.416377 , 0.409442 , 0.3624 , 0.37574 , 0.367883 
 959 , 1.00411 , 0.423454 , 0.424797 , 0.379342 , 0.407401 , 0.385058 , 0.539434 , 0.475415 , 0.497876 , 0.432612 , 0.425013 , 0.418561 , 0.440168 , 0.47798 , 0.417933 , 0.414296 , 0.391445 , 0.410778 , 0.474278 , 0.460692 , 0.459805 , 0.44256 , 0.405809 , 0.423465 , 0.421311 , 0.532722 , 0.455302 , 0.525924 , 0.451567 , 0.491782 , 0.43022 , 0.394779 , 0.376928 , 0.366828 , 0.347008 , 0.488405 , 0.396846 , 0.321883 , 0.337752 , 0.312465 , 0.36856 , 0.41461 , 0.400256 , 0.396132 , 0.421982 , 0.361751 , 0.363797 , 0.411125 , 0.407336 , 0.327014 , 0.60289 , 0.535407 , 0.600108 , 0.350082 , 0.349736 , 0.408743 , 0.368441 , 0.374958 , 0.357703 , 0.378866 , 0.416645 , 0.409436 , 0.361806 , 0.374265 , 0.368864 
 960 , 1.003905 , 0.4236 , 0.425418 , 0.379623 , 0.407657 , 0.385013 , 0.539599 , 0.474784 , 0.497698 , 0.432464 , 0.424579 , 0.41849 , 0.439908 , 0.477194 , 0.417866 , 0.414155 , 0.391553 , 0.410562 , 0.474322 , 0.460703 , 0.459917 , 0.44306 , 0.406248 , 0.423686 , 0.421287 , 0.532165 , 0.454861 , 0.525108 , 0.451171 , 0.491631 , 0.430087 , 0.394662 , 0.376719 , 0.366477 , 0.346458 , 0.488532 , 0.397201 , 0.322135 , 0.337303 , 0.312474 , 0.368349 , 0.413552 , 0.400331 , 0.394942 , 0.42261 , 0.360862 , 0.364046 , 0.41139 , 0.407173 , 0.326599 , 0.602218 , 0.534607 , 0.599249 , 0.349706 , 0.349911 , 0.409389 , 0.368769 , 0.376675 , 0.36069 , 0.381624 , 0.417285 , 0.409981 , 0.359539 , 0.375654 , 0.369005 
 961 , 1.004432 , 0.423477 , 0.425951 , 0.380006 , 0.408008 , 0.385127 , 0.540012 , 0.474198 , 0.497682 , 0.43232 , 0.424176 , 0.418443 , 0.439882 , 0.476328 , 0.417754 , 0.414075 , 0.391882 , 0.410267 , 0.474403 , 0.460891 , 0.460203 , 0.443583 , 0.4069 , 0.424058 , 0.421584 , 0.531557 , 0.454555 , 0.524629 , 0.450607 , 0.491658 , 0.429813 , 0.394271 , 0.376134 , 0.366032 , 0.346379 , 0.488538 , 0.397315 , 0.322056 , 0.337052 , 0.312417 , 0.368033 , 0.413118 , 0.400026 , 0.394755 , 0.422477 , 0.360266 , 0.364064 , 0.411138 , 0.40676 , 0.326004 , 0.601642 , 0.533612 , 0.598694 , 0.349283 , 0.349842 , 0.4106 , 0.368765 , 0.378489 , 0.36373 , 0.383911 , 0.41798 , 0.41003 , 0.357405 , 0.377123 , 0.36855 
 962 , 1.004948 , 0.423365 , 0.426463 , 0.380368 , 0.408337 , 0.385241 , 0.540415 , 0.473645 , 0.497655 , 0.432175 , 0.423806 , 0.418406 , 0.439867 , 0.475495 , 0.417653 , 0.414006 , 0.392201 , 0.409983 , 0.474473 , 0.46108 , 0.460467 , 0.444073 , 0.407519 , 0.424419 , 0.421859 , 0.530981 , 0.45426 , 0.524172 , 0.450065 , 0.491685 , 0.42955 , 0.393901 , 0.375592 , 0.365598 , 0.346299 , 0.488543 , 0.397418 , 0.321988 , 0.336812 , 0.31236 , 0.367728 , 0.412704 , 0.39972 , 0.394589 , 0.422343 , 0.359692 , 0.364092 , 0.410897 , 0.406368 , 0.325441 , 0.601097 , 0.53267 , 0.59816 , 0.348881 , 0.349774 , 0.411758 , 0.368761 , 0.380228 , 0.36662 , 0.386091 , 0.418642 , 0.410069 , 0.355368 , 0.378528 , 0.368126 
 963 , 1.005291 , 0.423459 , 0.426515 , 0.380327 , 0.408606 , 0.385807 , 0.54078 , 0.473712 , 0.49797 , 0.432296 , 0.423952 , 0.418505 , 0.440017 , 0.47516 , 0.417539 , 0.414312 , 0.392767 , 0.410054 , 0.474666 , 0.461293 , 0.460757 , 0.444489 , 0.40821 , 0.424907 , 0.422312 , 0.530871 , 0.454259 , 0.524469 , 0.45014 , 0.49131 , 0.429958 , 0.394408 , 0.376381 , 0.366289 , 0.347276 , 0.489369 , 0.398011 , 0.322535 , 0.337206 , 0.312948 , 0.368499 , 0.413861 , 0.400209 , 0.396295 , 0.422011 , 0.360681 , 0.365346 , 0.411791 , 0.407598 , 0.32542 , 0.600663 , 0.532072 , 0.597649 , 0.348659 , 0.349807 , 0.414719 , 0.370579 , 0.38229 , 0.367276 , 0.38659 , 0.41992 , 0.412413 , 0.356091 , 0.379587 , 0.369485 
 964 , 1.00496 , 0.423786 , 0.426582 , 0.380051 , 0.408801 , 0.386606 , 0.541111 , 0.474078 , 0.498425 , 0.432731 , 0.424268 , 0.41872 , 0.439982 , 0.475127 , 0.417424 , 0.414799 , 0.393258 , 0.41015 , 0.474967 , 0.46162 , 0.460977 , 0.444888 , 0.408811 , 0.425318 , 0.422779 , 0.530914 , 0.454529 , 0.524915 , 0.450394 , 0.490852 , 0.43047 , 0.39524 , 0.377458 , 0.366875 , 0.348087 , 0.490274 , 0.398421 , 0.323343 , 0.337697 , 0.313681 , 0.369414 , 0.414789 , 0.400756 , 0.3969 , 0.421483 , 0.36138 , 0.366565 , 0.412175 , 0.40894 , 0.325089 , 0.600401 , 0.531771 , 0.597166 , 0.348601 , 0.350004 , 0.417059 , 0.372413 , 0.383757 , 0.367539 , 0.387035 , 0.420123 , 0.414724 , 0.356774 , 0.380104 , 0.370699 
 965 , 1.00445 , 0.424154 , 0.42667 , 0.379723 , 0.408962 , 0.387421 , 0.54141 , 0.474496 , 0.498895 , 0.433223 , 0.424593 , 0.418962 , 0.439882 , 0.475159 , 0.417313 , 0.415322 , 0.393716 , 0.410247 , 0.475277 , 0.461948 , 0.461166 , 0.445267 , 0.409379 , 0.425675 , 0.423244 , 0.530993 , 0.45486 , 0.525362 , 0.450685 , 0.490395 , 0.430964 , 0.396114 , 0.378534 , 0.367357 , 0.348792 , 0.491144 , 0.398769 , 0.324178 , 0.338161 , 0.314414 , 0.370291 , 0.415568 , 0.401275 , 0.397131 , 0.420942 , 0.361918 , 0.367689 , 0.412388 , 0.410215 , 0.324671 , 0.600188 , 0.53155 , 0.59672 , 0.348578 , 0.350248 , 0.419079 , 0.374134 , 0.385001 , 0.367764 , 0.387506 , 0.420011 , 0.416863 , 0.357325 , 0.380472 , 0.371789 
 966 , 1.003983 , 0.424431 , 0.426754 , 0.379528 , 0.409158 , 0.387917 , 0.541823 , 0.47498 , 0.499394 , 0.433777 , 0.424904 , 0.419053 , 0.439552 , 0.475335 , 0.417429 , 0.415751 , 0.394069 , 0.410331 , 0.475625 , 0.462332 , 0.461407 , 0.445511 , 0.409825 , 0.425947 , 0.423592 , 0.531079 , 0.454825 , 0.525508 , 0.450695 , 0.490241 , 0.431368 , 0.396693 , 0.379098 , 0.367482 , 0.349263 , 0.49164 , 0.398823 , 0.324655 , 0.338615 , 0.31504 , 0.370805 , 0.41616 , 0.401899 , 0.397134 , 0.420968 , 0.361943 , 0.36802 , 0.412159 , 0.410696 , 0.324483 , 0.600181 , 0.531434 , 0.596363 , 0.348403 , 0.350177 , 0.420139 , 0.374892 , 0.384723 , 0.367095 , 0.388433 , 0.419892 , 0.418171 , 0.357534 , 0.380388 , 0.372494 
 967 , 1.003613 , 0.424648 , 0.426721 , 0.379557 , 0.40933 , 0.388096 , 0.542283 , 0.475331 , 0.499707 , 0.434213 , 0.425145 , 0.418873 , 0.43907 , 0.475418 , 0.417631 , 0.416012 , 0.394368 , 0.410474 , 0.475871 , 0.462604 , 0.461643 , 0.445645 , 0.410107 , 0.426138 , 0.423677 , 0.53111 , 0.454259 , 0.525367 , 0.450513 , 0.490207 , 0.431665 , 0.396926 , 0.37919 , 0.367402 , 0.349438 , 0.491783 , 0.398848 , 0.324739 , 0.338924 , 0.315585 , 0.370716 , 0.416606 , 0.402291 , 0.397002 , 0.421323 , 0.361626 , 0.367801 , 0.411759 , 0.410571 , 0.324469 , 0.600209 , 0.531336 , 0.596032 , 0.348078 , 0.349795 , 0.420363 , 0.374775 , 0.383357 , 0.365739 , 0.389132 , 0.420298 , 0.418905 , 0.357351 , 0.379999 , 0.372907 
 968 , 1.003326 , 0.424849 , 0.426596 , 0.379741 , 0.409457 , 0.388132 , 0.54271 , 0.47549 , 0.499802 , 0.434459 , 0.425302 , 0.418528 , 0.43859 , 0.475285 , 0.417751 , 0.416144 , 0.394669 , 0.410686 , 0.475975 , 0.462719 , 0.461845 , 0.445731 , 0.410298 , 0.426305 , 0.423543 , 0.531104 , 0.453378 , 0.525107 , 0.450315 , 0.490095 , 0.431903 , 0.396934 , 0.379158 , 0.367336 , 0.349431 , 0.491788 , 0.399048 , 0.324623 , 0.339044 , 0.316112 , 0.370184 , 0.417018 , 0.402327 , 0.396901 , 0.421602 , 0.361264 , 0.367487 , 0.411484 , 0.410309 , 0.324483 , 0.600114 , 0.531212 , 0.595692 , 0.347705 , 0.349313 , 0.420297 , 0.374337 , 0.381898 , 0.364284 , 0.389211 , 0.421278 , 0.419531 , 0.356928 , 0.379557 , 0.373193 
 969 , 1.003051 , 0.425153 , 0.426538 , 0.380127 , 0.409672 , 0.38823 , 0.543074 , 0.475556 , 0.499865 , 0.434651 , 0.425391 , 0.418326 , 0.438265 , 0.475177 , 0.417796 , 0.416347 , 0.394937 , 0.410937 , 0.476129 , 0.462866 , 0.462087 , 0.44587 , 0.410429 , 0.426505 , 0.423476 , 0.531043 , 0.452696 , 0.524834 , 0.450176 , 0.490063 , 0.432055 , 0.396852 , 0.37898 , 0.367123 , 0.349229 , 0.491654 , 0.399308 , 0.324531 , 0.339082 , 0.316493 , 0.369481 , 0.417115 , 0.402239 , 0.396625 , 0.421594 , 0.360729 , 0.367025 , 0.411197 , 0.409812 , 0.324423 , 0.600065 , 0.531033 , 0.595391 , 0.347325 , 0.348926 , 0.420057 , 0.373809 , 0.380873 , 0.363585 , 0.389441 , 0.422015 , 0.419733 , 0.356153 , 0.379326 , 0.3733 
 970 , 1.002833 , 0.425707 , 0.426722 , 0.380968 , 0.41012 , 0.388472 , 0.543343 , 0.475492 , 0.499914 , 0.434729 , 0.425302 , 0.41852 , 0.438311 , 0.47512 , 0.417689 , 0.416717 , 0.395134 , 0.411311 , 0.476453 , 0.46316 , 0.462461 , 0.446143 , 0.410491 , 0.42681 , 0.423653 , 0.530902 , 0.452532 , 0.52461 , 0.450217 , 0.490259 , 0.432042 , 0.396576 , 0.378576 , 0.366659 , 0.348703 , 0.491351 , 0.3997 , 0.324531 , 0.338982 , 0.316547 , 0.368538 , 0.416575 , 0.40207 , 0.396117 , 0.420988 , 0.359898 , 0.366277 , 0.41107 , 0.408864 , 0.324323 , 0.600162 , 0.530738 , 0.595268 , 0.346933 , 0.348768 , 0.419677 , 0.3733 , 0.380837 , 0.364628 , 0.390121 , 0.422277 , 0.419022 , 0.354765 , 0.379646 , 0.373213 
 971 , 1.002706 , 0.426316 , 0.427112 , 0.381791 , 0.410765 , 0.388786 , 0.54363 , 0.475795 , 0.500316 , 0.434817 , 0.425246 , 0.418949 , 0.43856 , 0.475326 , 0.417749 , 0.417083 , 0.395257 , 0.411801 , 0.477006 , 0.463649 , 0.462994 , 0.446494 , 0.410732 , 0.427221 , 0.424308 , 0.530971 , 0.452769 , 0.524707 , 0.450313 , 0.490658 , 0.432067 , 0.396458 , 0.378539 , 0.366578 , 0.348615 , 0.491575 , 0.400081 , 0.324694 , 0.339077 , 0.316629 , 0.368662 , 0.416232 , 0.4027 , 0.396228 , 0.420706 , 0.359463 , 0.365978 , 0.411867 , 0.408571 , 0.324781 , 0.600541 , 0.530524 , 0.595565 , 0.346694 , 0.348833 , 0.420477 , 0.373846 , 0.381158 , 0.365847 , 0.391296 , 0.422594 , 0.418535 , 0.354355 , 0.380459 , 0.373988 
 972 , 1.002588 , 0.426923 , 0.427512 , 0.382599 , 0.411418 , 0.389097 , 0.543923 , 0.476089 , 0.500711 , 0.434905 , 0.42519 , 0.419367 , 0.43882 , 0.475522 , 0.417819 , 0.417448 , 0.395378 , 0.412301 , 0.477561 , 0.464139 , 0.463517 , 0.446856 , 0.410982 , 0.427632 , 0.424961 , 0.531045 , 0.453006 , 0.524797 , 0.450421 , 0.491061 , 0.432081 , 0.396338 , 0.378488 , 0.366494 , 0.348535 , 0.491791 , 0.40047 , 0.324862 , 0.339179 , 0.316717 , 0.368783 , 0.415899 , 0.403327 , 0.396327 , 0.420425 , 0.359046 , 0.365687 , 0.412661 , 0.408278 , 0.325233 , 0.600929 , 0.530304 , 0.595859 , 0.346463 , 0.348895 , 0.421275 , 0.374388 , 0.381476 , 0.367028 , 0.392434 , 0.4229 , 0.418069 , 0.353965 , 0.381247 , 0.37477 
 973 , 1.002508 , 0.427786 , 0.427819 , 0.383006 , 0.4121 , 0.38983 , 0.54438 , 0.476925 , 0.50121 , 0.435333 , 0.425475 , 0.419943 , 0.439386 , 0.475885 , 0.418168 , 0.417862 , 0.3958 , 0.41302 , 0.478229 , 0.464558 , 0.463989 , 0.447492 , 0.411662 , 0.428104 , 0.42588 , 0.531411 , 0.453539 , 0.525353 , 0.450789 , 0.49156 , 0.432157 , 0.396775 , 0.378745 , 0.366991 , 0.348906 , 0.49259 , 0.401047 , 0.325005 , 0.339639 , 0.316789 , 0.369894 , 0.415912 , 0.403304 , 0.39603 , 0.420074 , 0.359773 , 0.366805 , 0.41382 , 0.408737 , 0.32575 , 0.601308 , 0.530534 , 0.596444 , 0.346606 , 0.349421 , 0.422276 , 0.374747 , 0.380958 , 0.365315 , 0.39075 , 0.423054 , 0.418464 , 0.355588 , 0.380662 , 0.375667 
 974 , 1.002101 , 0.428525 , 0.427671 , 0.383216 , 0.412426 , 0.390406 , 0.544706 , 0.477247 , 0.501423 , 0.435693 , 0.425657 , 0.420327 , 0.439698 , 0.476 , 0.418204 , 0.418193 , 0.396196 , 0.413367 , 0.478615 , 0.464968 , 0.464301 , 0.447939 , 0.412229 , 0.428448 , 0.426434 , 0.53153 , 0.453783 , 0.52562 , 0.451146 , 0.491825 , 0.432486 , 0.397608 , 0.378718 , 0.367632 , 0.349235 , 0.493269 , 0.40169 , 0.32541 , 0.340338 , 0.316917 , 0.370729 , 0.416333 , 0.403375 , 0.396086 , 0.420196 , 0.360814 , 0.367993 , 0.414702 , 0.409197 , 0.325968 , 0.601462 , 0.530643 , 0.596548 , 0.346565 , 0.349804 , 0.423053 , 0.37491 , 0.380787 , 0.364327 , 0.389706 , 0.423217 , 0.419507 , 0.356972 , 0.379933 , 0.375895 
 975 , 1.001635 , 0.429238 , 0.427435 , 0.383397 , 0.412698 , 0.390968 , 0.545009 , 0.477493 , 0.501582 , 0.436055 , 0.425829 , 0.420684 , 0.439966 , 0.476073 , 0.418182 , 0.418521 , 0.396583 , 0.413659 , 0.478957 , 0.465366 , 0.464569 , 0.448356 , 0.412774 , 0.428768 , 0.426933 , 0.531615 , 0.453983 , 0.525846 , 0.451492 , 0.492056 , 0.432854 , 0.398495 , 0.378645 , 0.368288 , 0.349541 , 0.493924 , 0.402352 , 0.325856 , 0.341074 , 0.317061 , 0.371522 , 0.416805 , 0.403466 , 0.39619 , 0.420389 , 0.361919 , 0.369195 , 0.415538 , 0.40966 , 0.326129 , 0.601588 , 0.530741 , 0.596574 , 0.346493 , 0.350175 , 0.423808 , 0.37504 , 0.380677 , 0.363426 , 0.388739 , 0.423371 , 0.420662 , 0.358335 , 0.37918 , 0.376012 
