  time  ,:00:35 A,:00:44 A,:00:52 A,:00:58 A,:01:06 A,:02:13 A,:02:18 A,:02:25 A,:02:32 A,:02:40 A,:03:39 A,:03:48 A,:03:54 A,:04:01 A,:04:08 A,:04:23 A,:04:31 A,:04:41 A,:04:49 A,:04:57 A,:05:32 A,:05:42 A,:05:48 A,:05:55 A,:06:01 A,:06:13 A,:06:20 A,:06:28 A,:06:39 A,:06:52 A,:11:10 A,:11:17 A,:11:23 A,:11:30 A,:11:36 A,:11:47 A,:11:52 A,:11:58 A,:12:04 A,:12:15 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 736 , 0.391794 , 0.362464 , 0.362944 , 0.337724 , 0.258862 , 0.343009 , 0.313893 , 0.306993 , 0.315386 , 0.298743 , 0.255672 , 0.124314 , 0.350615 , 0.341762 , 0.150332 , 0.35358 , 0.268492 , 0.298835 , 0.370826 , 0.267817 , 0.190867 , 0.152336 , 0.166536 , 0.247923 , 0.313914 , 0.37605 , 0.444934 , 0.437788 , 0.293621 , 0.253035 , 0.235716 , 0.183496 , 0.13511 , 0.216998 , 0.325098 , 0.277877 , 0.20517 , 0.372697 , 0.366931 , 0.300736 
 737 , 0.396339 , 0.365748 , 0.366381 , 0.340786 , 0.261141 , 0.345752 , 0.316264 , 0.309664 , 0.317797 , 0.301296 , 0.257677 , 0.125063 , 0.354539 , 0.345538 , 0.151527 , 0.356777 , 0.270806 , 0.301265 , 0.373902 , 0.270285 , 0.191917 , 0.153172 , 0.16767 , 0.250361 , 0.31702 , 0.379838 , 0.448827 , 0.441634 , 0.295809 , 0.255511 , 0.237865 , 0.185224 , 0.136078 , 0.21883 , 0.328198 , 0.280656 , 0.206844 , 0.376098 , 0.370315 , 0.302941 
 738 , 0.400171 , 0.36852 , 0.369237 , 0.343329 , 0.263096 , 0.34817 , 0.318342 , 0.312046 , 0.319928 , 0.30356 , 0.259421 , 0.125754 , 0.357885 , 0.348774 , 0.152645 , 0.359523 , 0.272841 , 0.303407 , 0.376587 , 0.272442 , 0.192895 , 0.153986 , 0.168747 , 0.252532 , 0.319683 , 0.383169 , 0.452213 , 0.445068 , 0.297766 , 0.257722 , 0.239726 , 0.186722 , 0.136973 , 0.22042 , 0.330861 , 0.283006 , 0.208311 , 0.379146 , 0.373209 , 0.304901 
 739 , 0.403969 , 0.371284 , 0.372073 , 0.34586 , 0.265039 , 0.35057 , 0.320384 , 0.314414 , 0.322043 , 0.305803 , 0.261158 , 0.126448 , 0.361209 , 0.352003 , 0.153746 , 0.362243 , 0.274849 , 0.305506 , 0.37924 , 0.274582 , 0.193864 , 0.154791 , 0.169802 , 0.254677 , 0.322319 , 0.38648 , 0.455535 , 0.448459 , 0.2997 , 0.25992 , 0.241581 , 0.188223 , 0.137865 , 0.222003 , 0.333501 , 0.285334 , 0.209766 , 0.382179 , 0.376076 , 0.306827 
 740 , 0.407757 , 0.374038 , 0.374909 , 0.348391 , 0.266963 , 0.352959 , 0.322416 , 0.316772 , 0.324157 , 0.308046 , 0.262886 , 0.127131 , 0.364533 , 0.355213 , 0.154837 , 0.364953 , 0.276857 , 0.307605 , 0.381884 , 0.276724 , 0.194834 , 0.155585 , 0.170856 , 0.256812 , 0.324936 , 0.389771 , 0.458837 , 0.451841 , 0.301634 , 0.262097 , 0.243435 , 0.189713 , 0.138756 , 0.223585 , 0.336131 , 0.287663 , 0.211222 , 0.385213 , 0.378934 , 0.308752 
 741 , 0.410997 , 0.376384 , 0.377338 , 0.350545 , 0.268604 , 0.355029 , 0.324182 , 0.318825 , 0.326029 , 0.30999 , 0.264407 , 0.127719 , 0.367364 , 0.357944 , 0.155795 , 0.367292 , 0.278609 , 0.309446 , 0.384193 , 0.278568 , 0.195704 , 0.156257 , 0.171763 , 0.25864 , 0.32723 , 0.392711 , 0.461742 , 0.454805 , 0.30335 , 0.263996 , 0.244991 , 0.191004 , 0.13952 , 0.225022 , 0.338374 , 0.289651 , 0.2124 , 0.387898 , 0.381423 , 0.310452 
 742 , 0.41396 , 0.378523 , 0.379539 , 0.352517 , 0.270117 , 0.356981 , 0.325844 , 0.320743 , 0.327783 , 0.311804 , 0.265858 , 0.128244 , 0.369953 , 0.36046 , 0.156692 , 0.369461 , 0.280256 , 0.311168 , 0.386343 , 0.280256 , 0.196522 , 0.156867 , 0.172569 , 0.260336 , 0.329343 , 0.395456 , 0.464504 , 0.457567 , 0.304949 , 0.265755 , 0.24642 , 0.192202 , 0.140221 , 0.226397 , 0.340458 , 0.291566 , 0.213446 , 0.390428 , 0.383736 , 0.312051 
 743 , 0.416924 , 0.380651 , 0.381739 , 0.354499 , 0.27163 , 0.358933 , 0.327506 , 0.322661 , 0.329548 , 0.313619 , 0.267299 , 0.128779 , 0.372543 , 0.362977 , 0.15759 , 0.37164 , 0.281904 , 0.31289 , 0.388503 , 0.281945 , 0.197341 , 0.157487 , 0.173385 , 0.262033 , 0.331468 , 0.398213 , 0.467257 , 0.460329 , 0.306547 , 0.267524 , 0.247859 , 0.1934 , 0.140931 , 0.227773 , 0.342532 , 0.293471 , 0.214492 , 0.392968 , 0.38606 , 0.31366 
 744 , 0.419619 , 0.382604 , 0.383725 , 0.356328 , 0.273029 , 0.360767 , 0.329065 , 0.324462 , 0.331182 , 0.315326 , 0.268651 , 0.129275 , 0.374918 , 0.365299 , 0.158439 , 0.373674 , 0.283449 , 0.314483 , 0.390486 , 0.283521 , 0.198126 , 0.158079 , 0.174151 , 0.263585 , 0.333443 , 0.400783 , 0.469891 , 0.462975 , 0.308071 , 0.269165 , 0.249178 , 0.194508 , 0.141596 , 0.229088 , 0.344459 , 0.295226 , 0.215462 , 0.395378 , 0.388226 , 0.315151 
 745 , 0.421939 , 0.384308 , 0.385429 , 0.357951 , 0.274273 , 0.362426 , 0.330443 , 0.326029 , 0.332644 , 0.316853 , 0.269839 , 0.129714 , 0.376942 , 0.367313 , 0.159188 , 0.37546 , 0.284787 , 0.315876 , 0.392208 , 0.28491 , 0.198815 , 0.158632 , 0.174845 , 0.264901 , 0.335144 , 0.40302 , 0.472255 , 0.465424 , 0.309436 , 0.27059 , 0.250324 , 0.195492 , 0.142224 , 0.230294 , 0.346223 , 0.296669 , 0.216345 , 0.39763 , 0.39013 , 0.316462 
 746 , 0.4243 , 0.386043 , 0.387165 , 0.359599 , 0.275534 , 0.364085 , 0.331838 , 0.327599 , 0.334102 , 0.318389 , 0.271027 , 0.130152 , 0.378985 , 0.369333 , 0.15993 , 0.377246 , 0.286142 , 0.317278 , 0.393935 , 0.286296 , 0.199504 , 0.159179 , 0.17554 , 0.266211 , 0.336859 , 0.405274 , 0.474616 , 0.467876 , 0.310806 , 0.272025 , 0.251487 , 0.196499 , 0.14287 , 0.231515 , 0.348023 , 0.298109 , 0.217254 , 0.399934 , 0.392052 , 0.317793 
 747 , 0.42664 , 0.387767 , 0.388889 , 0.361237 , 0.276788 , 0.365746 , 0.333225 , 0.329158 , 0.335562 , 0.319924 , 0.272217 , 0.13058 , 0.381003 , 0.371336 , 0.160672 , 0.379016 , 0.287485 , 0.318668 , 0.395653 , 0.28767 , 0.200194 , 0.159725 , 0.176228 , 0.267512 , 0.338568 , 0.407513 , 0.476972 , 0.470322 , 0.312172 , 0.273442 , 0.252647 , 0.197507 , 0.143511 , 0.232726 , 0.34982 , 0.29953 , 0.218149 , 0.402231 , 0.393975 , 0.31911 
 748 , 0.428248 , 0.389119 , 0.390039 , 0.362458 , 0.277687 , 0.366986 , 0.334297 , 0.330348 , 0.336685 , 0.321085 , 0.273107 , 0.130888 , 0.382441 , 0.372775 , 0.161189 , 0.380311 , 0.288438 , 0.319762 , 0.396934 , 0.288634 , 0.200731 , 0.160103 , 0.176737 , 0.268362 , 0.339818 , 0.409268 , 0.478831 , 0.472298 , 0.313208 , 0.27443 , 0.253486 , 0.198281 , 0.143976 , 0.233688 , 0.351127 , 0.300482 , 0.218719 , 0.404078 , 0.395394 , 0.320103 
 749 , 0.429863 , 0.390485 , 0.39122 , 0.363706 , 0.278611 , 0.368237 , 0.335386 , 0.331559 , 0.337837 , 0.32227 , 0.274008 , 0.131186 , 0.383886 , 0.374236 , 0.16172 , 0.381631 , 0.289409 , 0.320874 , 0.398202 , 0.289606 , 0.201263 , 0.160478 , 0.177245 , 0.269219 , 0.341106 , 0.411048 , 0.480722 , 0.474288 , 0.314265 , 0.275435 , 0.254345 , 0.199018 , 0.144446 , 0.234682 , 0.352411 , 0.301459 , 0.21926 , 0.405866 , 0.396847 , 0.321122 
 750 , 0.431514 , 0.391877 , 0.392415 , 0.364969 , 0.279548 , 0.369512 , 0.336489 , 0.332794 , 0.339003 , 0.32347 , 0.274922 , 0.131485 , 0.385377 , 0.375732 , 0.162252 , 0.382966 , 0.290404 , 0.322 , 0.399494 , 0.290591 , 0.201796 , 0.160865 , 0.177765 , 0.270079 , 0.342419 , 0.412875 , 0.482638 , 0.476315 , 0.315346 , 0.276454 , 0.255218 , 0.199767 , 0.144918 , 0.235689 , 0.35372 , 0.302451 , 0.219814 , 0.40769 , 0.398324 , 0.322166 
 751 , 0.432834 , 0.392949 , 0.393346 , 0.365979 , 0.280291 , 0.370518 , 0.337399 , 0.333812 , 0.339951 , 0.324421 , 0.275679 , 0.131712 , 0.386486 , 0.376855 , 0.162697 , 0.384071 , 0.291219 , 0.322926 , 0.40052 , 0.291365 , 0.202257 , 0.161181 , 0.178174 , 0.270743 , 0.343464 , 0.414303 , 0.484201 , 0.477989 , 0.316212 , 0.277227 , 0.255894 , 0.200344 , 0.145296 , 0.236516 , 0.354727 , 0.303182 , 0.220213 , 0.409168 , 0.399474 , 0.322999 
 752 , 0.434068 , 0.393906 , 0.394189 , 0.366898 , 0.280973 , 0.371443 , 0.338246 , 0.334759 , 0.340822 , 0.325271 , 0.276386 , 0.131931 , 0.387508 , 0.377894 , 0.163128 , 0.38512 , 0.29199 , 0.323826 , 0.401499 , 0.292084 , 0.202703 , 0.161462 , 0.178543 , 0.271349 , 0.344414 , 0.415626 , 0.485686 , 0.479623 , 0.31704 , 0.277946 , 0.256488 , 0.200912 , 0.145618 , 0.237272 , 0.355557 , 0.30375 , 0.220485 , 0.41061 , 0.400515 , 0.323731 
 753 , 0.435363 , 0.394911 , 0.395069 , 0.367863 , 0.281684 , 0.372415 , 0.339126 , 0.335749 , 0.341738 , 0.326163 , 0.277122 , 0.132158 , 0.388577 , 0.37898 , 0.163569 , 0.386217 , 0.292791 , 0.324758 , 0.402525 , 0.292833 , 0.203161 , 0.161765 , 0.178934 , 0.271972 , 0.345408 , 0.41703 , 0.487257 , 0.481332 , 0.317899 , 0.278684 , 0.257111 , 0.201504 , 0.14595 , 0.238065 , 0.35641 , 0.304327 , 0.22077 , 0.412111 , 0.401613 , 0.324496 
 754 , 0.436651 , 0.395785 , 0.395997 , 0.368672 , 0.282345 , 0.37351 , 0.33996 , 0.336731 , 0.342702 , 0.327022 , 0.277867 , 0.132518 , 0.389772 , 0.380106 , 0.164194 , 0.387347 , 0.293641 , 0.325593 , 0.403598 , 0.293652 , 0.203694 , 0.162204 , 0.179397 , 0.272711 , 0.346375 , 0.418378 , 0.488813 , 0.483054 , 0.318839 , 0.279465 , 0.257699 , 0.201831 , 0.146313 , 0.238864 , 0.357238 , 0.305065 , 0.221216 , 0.413476 , 0.402762 , 0.32535 
 755 , 0.437927 , 0.396465 , 0.39699 , 0.369217 , 0.282901 , 0.374835 , 0.340748 , 0.33773 , 0.343798 , 0.327894 , 0.278662 , 0.13314 , 0.3912 , 0.381278 , 0.165151 , 0.388535 , 0.294577 , 0.326299 , 0.40477 , 0.294609 , 0.204365 , 0.162882 , 0.180006 , 0.273632 , 0.34733 , 0.419679 , 0.490391 , 0.484815 , 0.319931 , 0.280311 , 0.25822 , 0.201764 , 0.146743 , 0.239705 , 0.358086 , 0.306136 , 0.221992 , 0.414617 , 0.404021 , 0.326406 
 756 , 0.439325 , 0.397209 , 0.398071 , 0.369814 , 0.283511 , 0.376323 , 0.341632 , 0.338851 , 0.345037 , 0.328861 , 0.279545 , 0.133829 , 0.392769 , 0.382574 , 0.166214 , 0.389859 , 0.295625 , 0.327072 , 0.406078 , 0.295678 , 0.205098 , 0.163628 , 0.180677 , 0.274663 , 0.348389 , 0.421112 , 0.492154 , 0.486755 , 0.321134 , 0.281237 , 0.258799 , 0.201681 , 0.147236 , 0.24064 , 0.359069 , 0.30735 , 0.222869 , 0.415875 , 0.40541 , 0.327589 
 757 , 0.44086 , 0.398014 , 0.399283 , 0.370455 , 0.284189 , 0.377963 , 0.342593 , 0.340098 , 0.346412 , 0.329942 , 0.280532 , 0.134603 , 0.39452 , 0.384007 , 0.167401 , 0.39133 , 0.296785 , 0.327924 , 0.407518 , 0.296861 , 0.205929 , 0.164472 , 0.181419 , 0.275813 , 0.349559 , 0.422686 , 0.494089 , 0.488892 , 0.322467 , 0.282257 , 0.25944 , 0.201589 , 0.147774 , 0.241668 , 0.360148 , 0.308698 , 0.223842 , 0.417261 , 0.406943 , 0.328901 
 758 , 0.442366 , 0.398724 , 0.400592 , 0.371063 , 0.284919 , 0.379787 , 0.343511 , 0.341381 , 0.347911 , 0.331028 , 0.281551 , 0.135555 , 0.396377 , 0.385469 , 0.168866 , 0.392857 , 0.298011 , 0.328714 , 0.409034 , 0.298206 , 0.206978 , 0.165487 , 0.182207 , 0.277097 , 0.350812 , 0.424223 , 0.496101 , 0.491136 , 0.323955 , 0.283366 , 0.26005 , 0.201307 , 0.148364 , 0.242765 , 0.361209 , 0.310266 , 0.225002 , 0.418562 , 0.408621 , 0.330387 
 759 , 0.443977 , 0.399475 , 0.402031 , 0.371712 , 0.285703 , 0.381738 , 0.344476 , 0.342731 , 0.34951 , 0.332179 , 0.28262 , 0.136577 , 0.398367 , 0.387025 , 0.170461 , 0.394451 , 0.299316 , 0.329525 , 0.410609 , 0.299623 , 0.208096 , 0.166567 , 0.183042 , 0.278463 , 0.352132 , 0.425823 , 0.498241 , 0.493536 , 0.325554 , 0.28454 , 0.260704 , 0.200988 , 0.149005 , 0.243932 , 0.362322 , 0.311941 , 0.22625 , 0.419965 , 0.410444 , 0.331982 
 760 , 0.445754 , 0.400308 , 0.403611 , 0.37242 , 0.286573 , 0.38387 , 0.34553 , 0.344211 , 0.351271 , 0.333448 , 0.283801 , 0.1377 , 0.400563 , 0.388736 , 0.172205 , 0.396207 , 0.300738 , 0.330422 , 0.412335 , 0.301182 , 0.209326 , 0.16776 , 0.183966 , 0.279966 , 0.353588 , 0.427598 , 0.500587 , 0.496165 , 0.327296 , 0.28583 , 0.261411 , 0.200625 , 0.149704 , 0.245217 , 0.363553 , 0.313795 , 0.227638 , 0.421501 , 0.412456 , 0.333736 
 761 , 0.446803 , 0.401098 , 0.40441 , 0.373149 , 0.287337 , 0.385166 , 0.346407 , 0.345264 , 0.352448 , 0.334444 , 0.284619 , 0.138205 , 0.401648 , 0.38975 , 0.173058 , 0.397312 , 0.301684 , 0.331284 , 0.413428 , 0.302094 , 0.210058 , 0.168355 , 0.184557 , 0.280778 , 0.354541 , 0.428929 , 0.502357 , 0.498204 , 0.328468 , 0.286679 , 0.261998 , 0.200921 , 0.150211 , 0.246206 , 0.364411 , 0.31465 , 0.228267 , 0.422974 , 0.41373 , 0.334833 
 762 , 0.447635 , 0.401835 , 0.404915 , 0.373877 , 0.288038 , 0.386111 , 0.347184 , 0.346147 , 0.353398 , 0.335286 , 0.285314 , 0.138491 , 0.402311 , 0.390499 , 0.173592 , 0.398204 , 0.302443 , 0.33213 , 0.414339 , 0.302746 , 0.210595 , 0.168718 , 0.185015 , 0.281348 , 0.3553 , 0.430106 , 0.503885 , 0.499962 , 0.329396 , 0.287368 , 0.262533 , 0.201442 , 0.150649 , 0.247123 , 0.36521 , 0.315228 , 0.228675 , 0.424454 , 0.414684 , 0.335707 
 763 , 0.448462 , 0.402567 , 0.405426 , 0.374602 , 0.288725 , 0.387042 , 0.347958 , 0.347016 , 0.354335 , 0.336124 , 0.285997 , 0.138765 , 0.402979 , 0.391232 , 0.174114 , 0.399092 , 0.3032 , 0.332974 , 0.415245 , 0.303395 , 0.211131 , 0.16908 , 0.185461 , 0.281915 , 0.356056 , 0.431269 , 0.505388 , 0.501707 , 0.33031 , 0.288065 , 0.263066 , 0.20196 , 0.151086 , 0.248028 , 0.366006 , 0.315792 , 0.22907 , 0.42592 , 0.415624 , 0.336568 
 764 , 0.448985 , 0.403257 , 0.405596 , 0.37531 , 0.289396 , 0.387569 , 0.348644 , 0.347672 , 0.354955 , 0.336854 , 0.286534 , 0.138744 , 0.403161 , 0.39166 , 0.174178 , 0.39968 , 0.303716 , 0.333789 , 0.415869 , 0.303759 , 0.211437 , 0.169212 , 0.185743 , 0.282198 , 0.356568 , 0.432219 , 0.506504 , 0.502979 , 0.330948 , 0.288552 , 0.263509 , 0.202766 , 0.151388 , 0.248729 , 0.366606 , 0.315891 , 0.229058 , 0.427296 , 0.41619 , 0.337057 
 765 , 0.449145 , 0.403904 , 0.405336 , 0.375948 , 0.290037 , 0.387535 , 0.349193 , 0.347992 , 0.355145 , 0.337375 , 0.286867 , 0.138367 , 0.402745 , 0.391706 , 0.173633 , 0.399838 , 0.30391 , 0.334541 , 0.416059 , 0.303741 , 0.211448 , 0.169009 , 0.185778 , 0.282085 , 0.356725 , 0.432849 , 0.507068 , 0.503581 , 0.331202 , 0.288742 , 0.263851 , 0.203906 , 0.151534 , 0.249136 , 0.366974 , 0.315444 , 0.228543 , 0.428531 , 0.416312 , 0.33709 
 766 , 0.449287 , 0.404509 , 0.405085 , 0.376542 , 0.290642 , 0.387499 , 0.349707 , 0.348272 , 0.355311 , 0.337861 , 0.287175 , 0.138 , 0.402372 , 0.391751 , 0.17312 , 0.399984 , 0.304081 , 0.335242 , 0.416219 , 0.303735 , 0.211446 , 0.168826 , 0.185804 , 0.28198 , 0.356851 , 0.433429 , 0.507608 , 0.504162 , 0.33144 , 0.288914 , 0.264184 , 0.204973 , 0.151679 , 0.249541 , 0.367335 , 0.315058 , 0.228068 , 0.42971 , 0.416471 , 0.337127 
 767 , 0.449433 , 0.405055 , 0.404867 , 0.377089 , 0.29119 , 0.387485 , 0.350177 , 0.34854 , 0.355484 , 0.338311 , 0.287457 , 0.137691 , 0.402052 , 0.391802 , 0.172685 , 0.400133 , 0.304255 , 0.335871 , 0.416389 , 0.303734 , 0.211464 , 0.16867 , 0.185844 , 0.281899 , 0.356986 , 0.43397 , 0.508118 , 0.504697 , 0.331658 , 0.289094 , 0.264486 , 0.205937 , 0.15182 , 0.249909 , 0.367684 , 0.314724 , 0.227668 , 0.430789 , 0.416619 , 0.337195 
 768 , 0.449681 , 0.405493 , 0.404867 , 0.37757 , 0.29154 , 0.387705 , 0.350607 , 0.348886 , 0.355747 , 0.338814 , 0.287734 , 0.137601 , 0.402 , 0.39199 , 0.172519 , 0.400457 , 0.304458 , 0.336437 , 0.416691 , 0.303895 , 0.211619 , 0.168693 , 0.18598 , 0.282031 , 0.357217 , 0.434479 , 0.508748 , 0.505349 , 0.331985 , 0.289392 , 0.264743 , 0.206604 , 0.151979 , 0.250271 , 0.368103 , 0.314708 , 0.227604 , 0.431664 , 0.416931 , 0.337469 
 769 , 0.449917 , 0.405902 , 0.404893 , 0.378045 , 0.291886 , 0.387924 , 0.351031 , 0.349263 , 0.356032 , 0.339333 , 0.288018 , 0.137515 , 0.401961 , 0.392208 , 0.172391 , 0.400786 , 0.304676 , 0.336983 , 0.417007 , 0.304063 , 0.211779 , 0.168731 , 0.186137 , 0.282185 , 0.357488 , 0.434975 , 0.509384 , 0.505995 , 0.332325 , 0.289703 , 0.264986 , 0.207256 , 0.152125 , 0.250626 , 0.3685 , 0.31471 , 0.227563 , 0.432511 , 0.417236 , 0.337742 
 770 , 0.450139 , 0.40629 , 0.40491 , 0.378505 , 0.292207 , 0.38814 , 0.351437 , 0.349622 , 0.356301 , 0.339821 , 0.288287 , 0.137438 , 0.401934 , 0.392413 , 0.172265 , 0.401104 , 0.30487 , 0.337508 , 0.417314 , 0.304227 , 0.211934 , 0.16877 , 0.186276 , 0.282323 , 0.357732 , 0.435453 , 0.509991 , 0.50661 , 0.332644 , 0.289998 , 0.265232 , 0.207869 , 0.152269 , 0.250971 , 0.368871 , 0.314713 , 0.227533 , 0.433317 , 0.417532 , 0.338006 
 771 , 0.450616 , 0.40666 , 0.405257 , 0.378959 , 0.29265 , 0.388804 , 0.351949 , 0.3502 , 0.356902 , 0.340439 , 0.288744 , 0.137669 , 0.402314 , 0.392909 , 0.172597 , 0.401685 , 0.30527 , 0.338009 , 0.417919 , 0.304673 , 0.212374 , 0.169099 , 0.186652 , 0.282774 , 0.35817 , 0.436142 , 0.510868 , 0.507516 , 0.333233 , 0.290472 , 0.265535 , 0.208258 , 0.152593 , 0.25148 , 0.369407 , 0.315167 , 0.227874 , 0.434215 , 0.418181 , 0.338616 
 772 , 0.451136 , 0.407024 , 0.405651 , 0.379364 , 0.293092 , 0.389598 , 0.352512 , 0.350834 , 0.357597 , 0.341094 , 0.289265 , 0.137975 , 0.40282 , 0.393488 , 0.173027 , 0.402317 , 0.305696 , 0.338514 , 0.418569 , 0.305192 , 0.212881 , 0.169503 , 0.187066 , 0.283289 , 0.358625 , 0.436897 , 0.511792 , 0.50851 , 0.333859 , 0.291006 , 0.265841 , 0.208582 , 0.152958 , 0.252043 , 0.369991 , 0.31573 , 0.228315 , 0.435114 , 0.418925 , 0.339301 
 773 , 0.451645 , 0.40739 , 0.406046 , 0.379762 , 0.293518 , 0.390374 , 0.353057 , 0.351451 , 0.358274 , 0.341752 , 0.289771 , 0.138277 , 0.403317 , 0.394059 , 0.173453 , 0.40295 , 0.306125 , 0.339012 , 0.41922 , 0.305695 , 0.213373 , 0.169895 , 0.187467 , 0.283798 , 0.359072 , 0.437632 , 0.512696 , 0.509474 , 0.334478 , 0.291513 , 0.266142 , 0.208901 , 0.15332 , 0.25259 , 0.370566 , 0.316286 , 0.228741 , 0.435994 , 0.41965 , 0.339988 
 774 , 0.452112 , 0.407789 , 0.406427 , 0.380143 , 0.293956 , 0.391163 , 0.353596 , 0.352076 , 0.358968 , 0.342396 , 0.290251 , 0.138597 , 0.40383 , 0.394626 , 0.173906 , 0.403577 , 0.306612 , 0.339546 , 0.419854 , 0.306222 , 0.21387 , 0.170306 , 0.18786 , 0.284266 , 0.359528 , 0.438369 , 0.513631 , 0.510496 , 0.335155 , 0.291992 , 0.266437 , 0.209183 , 0.15366 , 0.253158 , 0.371139 , 0.316819 , 0.229144 , 0.436901 , 0.420371 , 0.340686 
 775 , 0.452568 , 0.408217 , 0.406808 , 0.380553 , 0.294405 , 0.391869 , 0.354118 , 0.352688 , 0.359649 , 0.342994 , 0.290654 , 0.138901 , 0.404286 , 0.395121 , 0.174395 , 0.404148 , 0.307129 , 0.340069 , 0.420433 , 0.306716 , 0.214317 , 0.170697 , 0.1882 , 0.284657 , 0.359935 , 0.439038 , 0.514506 , 0.511519 , 0.335853 , 0.292371 , 0.266699 , 0.209401 , 0.153978 , 0.253752 , 0.371674 , 0.317332 , 0.229531 , 0.437809 , 0.421079 , 0.341373 
 776 , 0.453033 , 0.408655 , 0.407191 , 0.380966 , 0.294843 , 0.392541 , 0.354624 , 0.353288 , 0.360311 , 0.343559 , 0.291034 , 0.13921 , 0.40472 , 0.395585 , 0.174856 , 0.404698 , 0.307627 , 0.340567 , 0.420983 , 0.307202 , 0.214767 , 0.171069 , 0.188531 , 0.28503 , 0.360311 , 0.439665 , 0.515339 , 0.512506 , 0.336515 , 0.292721 , 0.266952 , 0.209622 , 0.154285 , 0.254338 , 0.372193 , 0.317822 , 0.229916 , 0.4387 , 0.421768 , 0.342063 
 777 , 0.453508 , 0.409085 , 0.407565 , 0.381394 , 0.29528 , 0.393225 , 0.355138 , 0.353883 , 0.360974 , 0.344125 , 0.291422 , 0.139498 , 0.405141 , 0.396042 , 0.175321 , 0.405248 , 0.308121 , 0.341064 , 0.421543 , 0.307675 , 0.215204 , 0.171441 , 0.188863 , 0.285405 , 0.360687 , 0.440295 , 0.516182 , 0.513493 , 0.337173 , 0.29309 , 0.267217 , 0.209847 , 0.154603 , 0.254918 , 0.37272 , 0.318315 , 0.230288 , 0.439593 , 0.422458 , 0.342743 
 778 , 0.453978 , 0.409525 , 0.407871 , 0.381834 , 0.295681 , 0.393924 , 0.35567 , 0.354486 , 0.361624 , 0.344722 , 0.291903 , 0.139773 , 0.405576 , 0.396496 , 0.175754 , 0.405875 , 0.308645 , 0.341585 , 0.422158 , 0.308133 , 0.215662 , 0.171785 , 0.189199 , 0.285842 , 0.361123 , 0.440992 , 0.517148 , 0.514608 , 0.337851 , 0.293536 , 0.267521 , 0.210082 , 0.154926 , 0.255463 , 0.373202 , 0.31874 , 0.23058 , 0.440501 , 0.423119 , 0.343357 
 779 , 0.454437 , 0.409984 , 0.408189 , 0.382278 , 0.296073 , 0.394753 , 0.356195 , 0.355095 , 0.362283 , 0.345397 , 0.292452 , 0.140079 , 0.406117 , 0.397039 , 0.176244 , 0.406619 , 0.309253 , 0.342192 , 0.422865 , 0.308655 , 0.216169 , 0.172186 , 0.189595 , 0.286342 , 0.361664 , 0.441781 , 0.518255 , 0.515852 , 0.338625 , 0.294054 , 0.267822 , 0.210327 , 0.155246 , 0.256009 , 0.37369 , 0.319165 , 0.230866 , 0.441417 , 0.423783 , 0.343976 
 780 , 0.454898 , 0.410433 , 0.408509 , 0.382711 , 0.296476 , 0.395572 , 0.356721 , 0.355705 , 0.362954 , 0.346083 , 0.293012 , 0.140396 , 0.406659 , 0.397582 , 0.176746 , 0.407365 , 0.309872 , 0.342801 , 0.423573 , 0.309188 , 0.216688 , 0.172576 , 0.189992 , 0.286854 , 0.362195 , 0.442581 , 0.519376 , 0.517109 , 0.339401 , 0.294573 , 0.268134 , 0.210573 , 0.155567 , 0.256566 , 0.374179 , 0.31958 , 0.231153 , 0.442346 , 0.424439 , 0.344586 
 781 , 0.455262 , 0.410802 , 0.408765 , 0.383078 , 0.296882 , 0.396318 , 0.357198 , 0.356265 , 0.363577 , 0.346713 , 0.293527 , 0.14069 , 0.407136 , 0.398055 , 0.177195 , 0.408036 , 0.310401 , 0.343368 , 0.424214 , 0.309651 , 0.217173 , 0.172981 , 0.190371 , 0.287255 , 0.362687 , 0.44334 , 0.520402 , 0.518311 , 0.34012 , 0.295028 , 0.268397 , 0.210794 , 0.155881 , 0.257172 , 0.37463 , 0.319868 , 0.23141 , 0.443254 , 0.42504 , 0.345148 
 782 , 0.455656 , 0.411161 , 0.409038 , 0.383466 , 0.297327 , 0.397019 , 0.357712 , 0.356844 , 0.364221 , 0.347323 , 0.293982 , 0.140992 , 0.40759 , 0.398498 , 0.177607 , 0.408641 , 0.31089 , 0.343892 , 0.42481 , 0.310065 , 0.217642 , 0.173351 , 0.190741 , 0.287602 , 0.363105 , 0.444066 , 0.521328 , 0.519398 , 0.34075 , 0.29544 , 0.268689 , 0.211038 , 0.156217 , 0.257806 , 0.375114 , 0.320186 , 0.231677 , 0.444205 , 0.425689 , 0.345747 
