SHB1_00005.ref_SHB1_DARK.spu,SHB1_00004.ref_SHB1_DARK.spu,SHB1_00003.ref_SHB1_DARK.spu,
Wavelength,SHB1_00006_B1_NP.spu,SHB1_00007_B1_NP.spu,SHB1_00008_B1_NP.spu,SHB1_00009_B1_NP.spu,SHB1_00010_B1_NP.spu,SHB1_00011_B1_P.spu,SHB1_00012_B1_P.spu,SHB1_00013_B1_P.spu,SHB1_00014_B1_P.spu,SHB1_00015_B1_P.spu,SHB1_00016_B1_N.spu,SHB1_00017_B1_N.spu,SHB1_00018_B1_N.spu,SHB1_00019_B1_N.spu,SHB1_00020_B1_N.spu,SHB1_00021_B1_CT2.spu,SHB1_00022_B1_CT2.spu,SHB1_00023_B1_CT2.spu,SHB1_00024_B1_CT2.spu,SHB1_00025_B1_CT2.spu
  (nm),7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2,7/7/2017 2
  time  ,4:06 PM",4:33 PM",5:04 PM",5:27 PM",5:47 PM",6:34 PM",6:59 PM",8:21 PM",8:41 PM",9:11 PM",0:17 PM",1:06 PM",1:25 PM",1:47 PM",2:17 PM",3:39 PM",4:03 PM",4:26 PM",4:48 PM",5:04 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 512 , 0.025604 , 0.028816 , 0.033657 , 0.02672 , 0.035714 , 0.027079 , 0.029805 , 0.030853 , 0.024779 , 0.027719 , 0.02768 , 0.025323 , 0.025497 , 0.033744 , 0.028253 , 0.0241 , 0.018648 , 0.025721 , 0.023518 , 0.023654 
 513 , 0.026053 , 0.029428 , 0.034705 , 0.027217 , 0.036315 , 0.027741 , 0.030311 , 0.031776 , 0.025393 , 0.028352 , 0.028216 , 0.025966 , 0.026092 , 0.034618 , 0.029031 , 0.024744 , 0.01906 , 0.02648 , 0.023977 , 0.024346 
 514 , 0.026631 , 0.030233 , 0.036098 , 0.027884 , 0.037136 , 0.028622 , 0.03102 , 0.03303 , 0.026195 , 0.029175 , 0.028894 , 0.026826 , 0.026894 , 0.035738 , 0.030078 , 0.025651 , 0.019612 , 0.027476 , 0.024612 , 0.025282 
 515 , 0.027239 , 0.031098 , 0.037573 , 0.0286 , 0.038001 , 0.029572 , 0.031779 , 0.034374 , 0.027045 , 0.030058 , 0.029611 , 0.027725 , 0.027725 , 0.036931 , 0.031186 , 0.026607 , 0.020191 , 0.028522 , 0.025285 , 0.026286 
 516 , 0.027858 , 0.031956 , 0.039052 , 0.029308 , 0.038867 , 0.030515 , 0.03254 , 0.035713 , 0.027887 , 0.030934 , 0.03032 , 0.028637 , 0.028568 , 0.038127 , 0.032287 , 0.027566 , 0.020781 , 0.029581 , 0.02596 , 0.027284 
 517 , 0.02854 , 0.032919 , 0.040733 , 0.030107 , 0.039857 , 0.031576 , 0.033376 , 0.03721 , 0.028822 , 0.031926 , 0.031148 , 0.02964 , 0.029513 , 0.039448 , 0.033561 , 0.028638 , 0.021437 , 0.030759 , 0.026711 , 0.028414 
 518 , 0.029304 , 0.034008 , 0.042666 , 0.030989 , 0.040991 , 0.032752 , 0.03429 , 0.038877 , 0.029869 , 0.033044 , 0.032109 , 0.030755 , 0.03057 , 0.040932 , 0.03503 , 0.029849 , 0.022156 , 0.032099 , 0.027532 , 0.029703 
 519 , 0.030069 , 0.035079 , 0.044562 , 0.031872 , 0.042116 , 0.033928 , 0.035196 , 0.040527 , 0.030887 , 0.034143 , 0.033051 , 0.031862 , 0.031618 , 0.042398 , 0.036492 , 0.031043 , 0.022876 , 0.033431 , 0.028353 , 0.030975 
 520 , 0.030821 , 0.036155 , 0.046471 , 0.032742 , 0.043243 , 0.035102 , 0.036116 , 0.04219 , 0.031913 , 0.035258 , 0.034 , 0.032976 , 0.032664 , 0.043867 , 0.037949 , 0.032245 , 0.023596 , 0.03476 , 0.029173 , 0.032245 
 521 , 0.031662 , 0.037355 , 0.048575 , 0.033699 , 0.04448 , 0.036438 , 0.037101 , 0.044071 , 0.032997 , 0.036467 , 0.035044 , 0.034264 , 0.033826 , 0.045494 , 0.039567 , 0.033592 , 0.024399 , 0.036204 , 0.030063 , 0.033641 
 522 , 0.032474 , 0.03852 , 0.050642 , 0.034629 , 0.045698 , 0.03775 , 0.038072 , 0.045912 , 0.034064 , 0.037652 , 0.036063 , 0.035526 , 0.03497 , 0.047102 , 0.041143 , 0.034922 , 0.02518 , 0.037633 , 0.030933 , 0.035009 
 523 , 0.033277 , 0.039667 , 0.052662 , 0.035541 , 0.046896 , 0.039024 , 0.039033 , 0.047716 , 0.035111 , 0.038809 , 0.037063 , 0.03676 , 0.036087 , 0.048672 , 0.042701 , 0.036214 , 0.025951 , 0.039024 , 0.031785 , 0.03635 
 524 , 0.034133 , 0.040891 , 0.054788 , 0.036545 , 0.048157 , 0.040373 , 0.04007 , 0.049641 , 0.036232 , 0.040012 , 0.038146 , 0.038029 , 0.037267 , 0.050334 , 0.044348 , 0.037599 , 0.026759 , 0.04051 , 0.032677 , 0.037785 
 525 , 0.034987 , 0.042107 , 0.056935 , 0.037559 , 0.049423 , 0.041736 , 0.041129 , 0.051585 , 0.037373 , 0.041227 , 0.039241 , 0.0393 , 0.038459 , 0.052015 , 0.04602 , 0.039007 , 0.027573 , 0.042019 , 0.033588 , 0.039232 
 526 , 0.035832 , 0.043316 , 0.059038 , 0.038556 , 0.050673 , 0.043062 , 0.04218 , 0.053494 , 0.038487 , 0.042415 , 0.040329 , 0.040554 , 0.039633 , 0.05366 , 0.047656 , 0.040378 , 0.028378 , 0.043493 , 0.034471 , 0.040652 
 527 , 0.036653 , 0.044482 , 0.061112 , 0.039518 , 0.051899 , 0.044355 , 0.043207 , 0.055343 , 0.039557 , 0.04358 , 0.041382 , 0.041784 , 0.040774 , 0.055245 , 0.04924 , 0.041725 , 0.029168 , 0.044934 , 0.035329 , 0.042039 
 528 , 0.037445 , 0.045608 , 0.063152 , 0.040431 , 0.053063 , 0.045598 , 0.044223 , 0.05713 , 0.040579 , 0.044714 , 0.042396 , 0.043015 , 0.041875 , 0.056747 , 0.050765 , 0.043054 , 0.02994 , 0.046325 , 0.036158 , 0.043398 
 529 , 0.038228 , 0.046715 , 0.065156 , 0.041326 , 0.054219 , 0.046814 , 0.04523 , 0.058871 , 0.041582 , 0.045821 , 0.043391 , 0.044208 , 0.042949 , 0.058212 , 0.052262 , 0.044365 , 0.030695 , 0.047699 , 0.036979 , 0.044729 
 530 , 0.038984 , 0.047797 , 0.067126 , 0.042204 , 0.055339 , 0.048013 , 0.046202 , 0.060588 , 0.042568 , 0.046911 , 0.04436 , 0.045384 , 0.044006 , 0.059652 , 0.053725 , 0.04564 , 0.031441 , 0.049037 , 0.037773 , 0.046034 
 531 , 0.039651 , 0.04874 , 0.068842 , 0.042973 , 0.056292 , 0.049056 , 0.046887 , 0.062089 , 0.043417 , 0.047843 , 0.045201 , 0.046404 , 0.044925 , 0.060935 , 0.05505 , 0.046729 , 0.03204 , 0.050199 , 0.038468 , 0.047173 
 532 , 0.040298 , 0.049672 , 0.070531 , 0.043732 , 0.05723 , 0.050076 , 0.04755 , 0.063575 , 0.044245 , 0.048764 , 0.046031 , 0.047402 , 0.045833 , 0.062193 , 0.056342 , 0.047787 , 0.032641 , 0.051329 , 0.039143 , 0.0483 
 533 , 0.040936 , 0.050585 , 0.072193 , 0.044472 , 0.05816 , 0.051079 , 0.048224 , 0.065033 , 0.045074 , 0.049676 , 0.046852 , 0.048382 , 0.046733 , 0.063433 , 0.057617 , 0.048837 , 0.033233 , 0.052451 , 0.03982 , 0.04941 
 534 , 0.041519 , 0.051377 , 0.073666 , 0.045122 , 0.058978 , 0.051971 , 0.048923 , 0.066312 , 0.045795 , 0.050467 , 0.047596 , 0.049259 , 0.047537 , 0.064521 , 0.058731 , 0.049774 , 0.03378 , 0.053456 , 0.040441 , 0.050387 
 535 , 0.042083 , 0.052115 , 0.075065 , 0.045721 , 0.059768 , 0.052809 , 0.049667 , 0.067521 , 0.046494 , 0.051223 , 0.048308 , 0.050083 , 0.048308 , 0.065538 , 0.059778 , 0.050668 , 0.03432 , 0.054405 , 0.041032 , 0.051322 
 536 , 0.042647 , 0.052855 , 0.076447 , 0.046321 , 0.06054 , 0.053649 , 0.050402 , 0.068712 , 0.047175 , 0.051971 , 0.049012 , 0.050909 , 0.049082 , 0.066557 , 0.060808 , 0.051554 , 0.034853 , 0.055357 , 0.041624 , 0.052239 
 537 , 0.043133 , 0.053529 , 0.077722 , 0.046874 , 0.061248 , 0.054394 , 0.051002 , 0.069813 , 0.047789 , 0.052643 , 0.049659 , 0.051669 , 0.049778 , 0.067485 , 0.061756 , 0.052365 , 0.035324 , 0.056225 , 0.042159 , 0.053091 
 538 , 0.043488 , 0.054069 , 0.078787 , 0.047304 , 0.06181 , 0.054955 , 0.051329 , 0.070747 , 0.04825 , 0.053162 , 0.050193 , 0.052305 , 0.050343 , 0.068276 , 0.062537 , 0.053043 , 0.035697 , 0.056928 , 0.042581 , 0.05379 
 539 , 0.043833 , 0.054619 , 0.079834 , 0.047744 , 0.062362 , 0.055517 , 0.051646 , 0.071672 , 0.048692 , 0.053681 , 0.050718 , 0.052943 , 0.050907 , 0.069047 , 0.06331 , 0.053711 , 0.03607 , 0.057633 , 0.043005 , 0.05448 
 540 , 0.044179 , 0.055151 , 0.080873 , 0.048176 , 0.062915 , 0.05607 , 0.051963 , 0.072588 , 0.049145 , 0.054202 , 0.051244 , 0.053582 , 0.051473 , 0.06982 , 0.064075 , 0.054381 , 0.036434 , 0.058329 , 0.043419 , 0.055171 
 541 , 0.044557 , 0.055664 , 0.081809 , 0.048559 , 0.063368 , 0.056594 , 0.052322 , 0.073364 , 0.04958 , 0.054703 , 0.051721 , 0.054133 , 0.052041 , 0.070493 , 0.064749 , 0.054953 , 0.036782 , 0.058956 , 0.043816 , 0.055794 
 542 , 0.04493 , 0.056173 , 0.082737 , 0.048949 , 0.063818 , 0.057125 , 0.052676 , 0.074129 , 0.050011 , 0.055201 , 0.052195 , 0.05468 , 0.052596 , 0.071173 , 0.065422 , 0.055522 , 0.037125 , 0.05957 , 0.044219 , 0.056414 
 543 , 0.045294 , 0.056683 , 0.083655 , 0.049328 , 0.064269 , 0.057647 , 0.053031 , 0.074895 , 0.050442 , 0.05569 , 0.05267 , 0.055228 , 0.053161 , 0.071835 , 0.066095 , 0.056091 , 0.037468 , 0.060175 , 0.044612 , 0.057034 
 544 , 0.045617 , 0.057126 , 0.084494 , 0.049674 , 0.064699 , 0.058091 , 0.05335 , 0.075556 , 0.050819 , 0.056112 , 0.053099 , 0.05572 , 0.053621 , 0.072442 , 0.066718 , 0.056614 , 0.037773 , 0.060742 , 0.044964 , 0.057598 
 545 , 0.045913 , 0.057532 , 0.085273 , 0.050014 , 0.065111 , 0.058487 , 0.053653 , 0.076167 , 0.05117 , 0.056487 , 0.053482 , 0.056185 , 0.054014 , 0.073011 , 0.067302 , 0.0571 , 0.038053 , 0.061271 , 0.04529 , 0.058135 
 546 , 0.046199 , 0.057928 , 0.086042 , 0.050344 , 0.065522 , 0.058873 , 0.053944 , 0.076768 , 0.0515 , 0.056851 , 0.053864 , 0.05665 , 0.054407 , 0.073579 , 0.067876 , 0.057586 , 0.038333 , 0.06179 , 0.045616 , 0.058672 
 547 , 0.046476 , 0.058299 , 0.086769 , 0.050656 , 0.065893 , 0.059246 , 0.054221 , 0.077323 , 0.051804 , 0.057191 , 0.054231 , 0.057071 , 0.054785 , 0.07409 , 0.06841 , 0.058027 , 0.038591 , 0.062277 , 0.045922 , 0.059165 
 548 , 0.046703 , 0.058593 , 0.087334 , 0.050918 , 0.066156 , 0.059551 , 0.054408 , 0.077784 , 0.052017 , 0.057453 , 0.054549 , 0.057383 , 0.055124 , 0.074486 , 0.068819 , 0.058381 , 0.038796 , 0.062657 , 0.046158 , 0.059541 
 549 , 0.046928 , 0.058885 , 0.087908 , 0.051189 , 0.066428 , 0.059864 , 0.054603 , 0.078253 , 0.052219 , 0.057713 , 0.054865 , 0.057693 , 0.055451 , 0.07487 , 0.069215 , 0.058743 , 0.03899 , 0.063035 , 0.046393 , 0.059915 
 550 , 0.047163 , 0.059177 , 0.088472 , 0.051451 , 0.0667 , 0.060168 , 0.054798 , 0.078713 , 0.052422 , 0.057973 , 0.055172 , 0.058004 , 0.055779 , 0.075255 , 0.069623 , 0.059096 , 0.039195 , 0.063414 , 0.046627 , 0.060279 
 551 , 0.047301 , 0.059357 , 0.088756 , 0.051566 , 0.066823 , 0.060289 , 0.054919 , 0.078909 , 0.052559 , 0.058111 , 0.055335 , 0.058171 , 0.055973 , 0.075455 , 0.069832 , 0.059296 , 0.039298 , 0.063632 , 0.046784 , 0.060491 
 552 , 0.047446 , 0.059535 , 0.089029 , 0.051665 , 0.066939 , 0.060387 , 0.055032 , 0.07909 , 0.052679 , 0.058237 , 0.055489 , 0.058329 , 0.056148 , 0.075631 , 0.070033 , 0.059475 , 0.039393 , 0.063836 , 0.046918 , 0.060702 
 553 , 0.047581 , 0.059714 , 0.089292 , 0.051754 , 0.067066 , 0.060486 , 0.055155 , 0.079261 , 0.0528 , 0.058364 , 0.055643 , 0.058496 , 0.056323 , 0.075818 , 0.070234 , 0.059664 , 0.039488 , 0.06404 , 0.047063 , 0.060902 
 554 , 0.047622 , 0.059749 , 0.089333 , 0.051752 , 0.067033 , 0.06045 , 0.05514 , 0.079231 , 0.05282 , 0.058365 , 0.055679 , 0.058507 , 0.056361 , 0.075812 , 0.070237 , 0.059657 , 0.039493 , 0.064062 , 0.047113 , 0.060918 
 555 , 0.047588 , 0.059682 , 0.089207 , 0.051684 , 0.066895 , 0.060324 , 0.055026 , 0.079039 , 0.052754 , 0.058266 , 0.055627 , 0.058408 , 0.05632 , 0.075677 , 0.070094 , 0.059529 , 0.039448 , 0.063961 , 0.047089 , 0.060813 
 556 , 0.047555 , 0.059605 , 0.08908 , 0.051616 , 0.066757 , 0.060196 , 0.054911 , 0.078857 , 0.052687 , 0.058176 , 0.055585 , 0.058319 , 0.056268 , 0.075541 , 0.06995 , 0.0594 , 0.039393 , 0.063859 , 0.047076 , 0.060696 
 557 , 0.047492 , 0.059498 , 0.088864 , 0.051508 , 0.066579 , 0.060009 , 0.054778 , 0.078585 , 0.052571 , 0.058027 , 0.055493 , 0.05817 , 0.056157 , 0.075336 , 0.069716 , 0.059202 , 0.039308 , 0.063688 , 0.047022 , 0.06053 
 558 , 0.047312 , 0.059209 , 0.088339 , 0.051247 , 0.066211 , 0.059649 , 0.054538 , 0.078046 , 0.052269 , 0.057697 , 0.055233 , 0.05783 , 0.055877 , 0.074909 , 0.069216 , 0.05878 , 0.039095 , 0.063308 , 0.046832 , 0.06015 
 559 , 0.047125 , 0.058932 , 0.08781 , 0.050979 , 0.065853 , 0.05928 , 0.054311 , 0.077506 , 0.051971 , 0.057358 , 0.054966 , 0.05748 , 0.055589 , 0.07448 , 0.068705 , 0.05836 , 0.038896 , 0.062919 , 0.046645 , 0.05978 
 560 , 0.046948 , 0.058644 , 0.087281 , 0.050711 , 0.065494 , 0.05892 , 0.054074 , 0.076966 , 0.051661 , 0.057019 , 0.054698 , 0.057141 , 0.055311 , 0.074052 , 0.068204 , 0.057929 , 0.038687 , 0.062529 , 0.046457 , 0.059401 
 561 , 0.046642 , 0.058162 , 0.086462 , 0.05035 , 0.064934 , 0.058367 , 0.05371 , 0.076158 , 0.051248 , 0.056539 , 0.054282 , 0.056569 , 0.054854 , 0.073359 , 0.067436 , 0.057325 , 0.03838 , 0.061921 , 0.046132 , 0.058816 
 562 , 0.046316 , 0.057666 , 0.085596 , 0.049977 , 0.064355 , 0.057798 , 0.053332 , 0.075297 , 0.050813 , 0.056044 , 0.053842 , 0.055973 , 0.054362 , 0.072635 , 0.066639 , 0.056697 , 0.038056 , 0.061296 , 0.045786 , 0.058196 
 563 , 0.045991 , 0.057171 , 0.084723 , 0.049595 , 0.063768 , 0.057222 , 0.052945 , 0.074449 , 0.05039 , 0.055552 , 0.053403 , 0.055369 , 0.053882 , 0.071904 , 0.065835 , 0.056071 , 0.037734 , 0.060663 , 0.045441 , 0.057588 
 564 , 0.045612 , 0.0566 , 0.083691 , 0.049129 , 0.063116 , 0.05657 , 0.052483 , 0.073465 , 0.049891 , 0.054984 , 0.05289 , 0.054699 , 0.053317 , 0.071066 , 0.064946 , 0.05534 , 0.037357 , 0.059935 , 0.045042 , 0.056854 
 565 , 0.045193 , 0.055977 , 0.082522 , 0.048589 , 0.062413 , 0.055835 , 0.051964 , 0.072356 , 0.049359 , 0.054356 , 0.052308 , 0.05396 , 0.052663 , 0.070136 , 0.063964 , 0.054508 , 0.036933 , 0.059099 , 0.044595 , 0.056018 
 566 , 0.044776 , 0.055357 , 0.081347 , 0.048051 , 0.061703 , 0.055104 , 0.051436 , 0.071262 , 0.048819 , 0.05372 , 0.051729 , 0.053224 , 0.052022 , 0.069201 , 0.062996 , 0.053679 , 0.03651 , 0.058267 , 0.04415 , 0.055185 
 567 , 0.044351 , 0.054718 , 0.080138 , 0.047494 , 0.060965 , 0.054355 , 0.05089 , 0.070123 , 0.04825 , 0.053066 , 0.051131 , 0.052461 , 0.051353 , 0.068239 , 0.061982 , 0.052824 , 0.036069 , 0.057408 , 0.043696 , 0.054325 
 568 , 0.043884 , 0.053995 , 0.078781 , 0.046883 , 0.060114 , 0.053514 , 0.050324 , 0.068881 , 0.047595 , 0.05232 , 0.050434 , 0.051628 , 0.050605 , 0.067175 , 0.060836 , 0.051889 , 0.035569 , 0.056463 , 0.043172 , 0.053393 
 569 , 0.043427 , 0.053271 , 0.07742 , 0.046282 , 0.05927 , 0.052672 , 0.049746 , 0.067636 , 0.046951 , 0.051563 , 0.049746 , 0.050775 , 0.049846 , 0.066109 , 0.0597 , 0.050954 , 0.035061 , 0.055507 , 0.042648 , 0.052462 
 570 , 0.042962 , 0.05254 , 0.076058 , 0.045675 , 0.058422 , 0.051835 , 0.049162 , 0.066381 , 0.046291 , 0.050811 , 0.049053 , 0.049927 , 0.049093 , 0.065039 , 0.058551 , 0.050017 , 0.034557 , 0.054547 , 0.042128 , 0.051527 
 571 , 0.042491 , 0.051814 , 0.074711 , 0.045072 , 0.057637 , 0.051013 , 0.048601 , 0.065161 , 0.045675 , 0.050094 , 0.048413 , 0.049105 , 0.048384 , 0.064004 , 0.057439 , 0.049115 , 0.034058 , 0.053623 , 0.041611 , 0.050588 
 572 , 0.042029 , 0.051094 , 0.073372 , 0.044487 , 0.056855 , 0.050199 , 0.048027 , 0.063953 , 0.045057 , 0.049383 , 0.047781 , 0.048292 , 0.047682 , 0.06298 , 0.056324 , 0.048213 , 0.033574 , 0.052696 , 0.041095 , 0.049639 
 573 , 0.04155 , 0.050368 , 0.072023 , 0.043886 , 0.056077 , 0.049381 , 0.047445 , 0.062735 , 0.044443 , 0.048677 , 0.047151 , 0.047474 , 0.046976 , 0.061953 , 0.055207 , 0.047318 , 0.033083 , 0.051766 , 0.040572 , 0.048696 
 574 , 0.04109 , 0.049676 , 0.070736 , 0.043336 , 0.055325 , 0.048596 , 0.046885 , 0.061548 , 0.043852 , 0.047994 , 0.046545 , 0.046681 , 0.046282 , 0.060964 , 0.054168 , 0.046448 , 0.032602 , 0.050872 , 0.040079 , 0.047809 
 575 , 0.040646 , 0.049028 , 0.069505 , 0.042831 , 0.054607 , 0.047858 , 0.046311 , 0.060398 , 0.043295 , 0.047346 , 0.045963 , 0.045934 , 0.045615 , 0.060002 , 0.053195 , 0.045615 , 0.032137 , 0.050005 , 0.039601 , 0.046969 
 576 , 0.040193 , 0.048374 , 0.068273 , 0.042317 , 0.053873 , 0.047114 , 0.04574 , 0.059237 , 0.042731 , 0.046691 , 0.045374 , 0.045173 , 0.044932 , 0.059044 , 0.052209 , 0.044788 , 0.031676 , 0.049133 , 0.039126 , 0.046124 
 577 , 0.039761 , 0.047734 , 0.067065 , 0.041816 , 0.053174 , 0.046377 , 0.045182 , 0.058126 , 0.04218 , 0.046051 , 0.044799 , 0.044436 , 0.044273 , 0.058107 , 0.051262 , 0.043977 , 0.031214 , 0.048289 , 0.038661 , 0.045306 
 578 , 0.039426 , 0.047197 , 0.066053 , 0.041388 , 0.052626 , 0.045769 , 0.044759 , 0.057282 , 0.041721 , 0.045521 , 0.044302 , 0.043836 , 0.04375 , 0.05734 , 0.050435 , 0.043312 , 0.030846 , 0.047626 , 0.038264 , 0.044616 
 579 , 0.039095 , 0.046647 , 0.065023 , 0.040964 , 0.052074 , 0.045148 , 0.044332 , 0.056428 , 0.041258 , 0.044987 , 0.043801 , 0.043222 , 0.043213 , 0.05657 , 0.049607 , 0.042634 , 0.030472 , 0.046951 , 0.037872 , 0.043924 
 580 , 0.038755 , 0.046098 , 0.063988 , 0.040532 , 0.051513 , 0.04452 , 0.043896 , 0.055567 , 0.040797 , 0.044445 , 0.043301 , 0.042611 , 0.042668 , 0.055794 , 0.048773 , 0.041959 , 0.030099 , 0.046278 , 0.03747 , 0.043235 
 581 , 0.038498 , 0.045677 , 0.063175 , 0.040196 , 0.051054 , 0.044016 , 0.043611 , 0.054846 , 0.040413 , 0.044026 , 0.042922 , 0.042101 , 0.042224 , 0.055148 , 0.048129 , 0.041403 , 0.029791 , 0.045714 , 0.037168 , 0.042686 
 582 , 0.038272 , 0.045283 , 0.06241 , 0.0399 , 0.0506 , 0.043542 , 0.043364 , 0.054148 , 0.040051 , 0.043627 , 0.042573 , 0.041623 , 0.041792 , 0.054534 , 0.047523 , 0.04087 , 0.029502 , 0.04518 , 0.036889 , 0.042168 
 583 , 0.038037 , 0.04488 , 0.061636 , 0.039586 , 0.050146 , 0.043068 , 0.043115 , 0.053441 , 0.039689 , 0.043219 , 0.042214 , 0.041125 , 0.04136 , 0.053911 , 0.046898 , 0.040327 , 0.029204 , 0.044636 , 0.03661 , 0.041642 
 584 , 0.037798 , 0.044517 , 0.060929 , 0.039299 , 0.049734 , 0.04264 , 0.042818 , 0.052803 , 0.039356 , 0.042837 , 0.04188 , 0.040698 , 0.040979 , 0.053356 , 0.046337 , 0.039862 , 0.02894 , 0.044151 , 0.036353 , 0.041167 
 585 , 0.037562 , 0.044177 , 0.060308 , 0.039016 , 0.049366 , 0.042282 , 0.04247 , 0.052247 , 0.039063 , 0.042488 , 0.041578 , 0.04034 , 0.040649 , 0.052876 , 0.045838 , 0.039458 , 0.028704 , 0.043727 , 0.036126 , 0.040734 
 586 , 0.037326 , 0.043829 , 0.059667 , 0.038724 , 0.048999 , 0.041914 , 0.042111 , 0.051673 , 0.038762 , 0.04213 , 0.041276 , 0.039963 , 0.04031 , 0.052386 , 0.04532 , 0.039053 , 0.028459 , 0.043294 , 0.03589 , 0.040301 
 587 , 0.037089 , 0.043488 , 0.059026 , 0.03844 , 0.04863 , 0.041546 , 0.041753 , 0.051107 , 0.038459 , 0.041771 , 0.040974 , 0.039585 , 0.039979 , 0.051895 , 0.044811 , 0.038647 , 0.028223 , 0.04286 , 0.035663 , 0.039867 
 588 , 0.03696 , 0.043247 , 0.058546 , 0.038266 , 0.04835 , 0.041264 , 0.041527 , 0.05069 , 0.038229 , 0.041555 , 0.040785 , 0.039291 , 0.039723 , 0.051517 , 0.044422 , 0.038304 , 0.028042 , 0.042561 , 0.035503 , 0.039554 
 589 , 0.03682 , 0.042999 , 0.058051 , 0.038082 , 0.048076 , 0.040974 , 0.041294 , 0.050261 , 0.037997 , 0.041322 , 0.040597 , 0.038986 , 0.039457 , 0.051128 , 0.044026 , 0.03796 , 0.027862 , 0.042236 , 0.035341 , 0.039231 
 590 , 0.036691 , 0.042743 , 0.057539 , 0.03789 , 0.047785 , 0.040666 , 0.041044 , 0.049825 , 0.037748 , 0.041091 , 0.040392 , 0.038674 , 0.039184 , 0.050722 , 0.043621 , 0.037607 , 0.027665 , 0.041912 , 0.035171 , 0.0389 
 591 , 0.036611 , 0.042587 , 0.057204 , 0.037802 , 0.047607 , 0.040478 , 0.040904 , 0.049536 , 0.037613 , 0.040941 , 0.040279 , 0.038483 , 0.039022 , 0.050463 , 0.043362 , 0.037386 , 0.027581 , 0.041698 , 0.035079 , 0.038682 
 592 , 0.036559 , 0.042473 , 0.056913 , 0.037736 , 0.047476 , 0.040328 , 0.040784 , 0.04929 , 0.037527 , 0.040812 , 0.040185 , 0.038344 , 0.038885 , 0.050239 , 0.043157 , 0.037214 , 0.027521 , 0.041515 , 0.035021 , 0.038496 
 593 , 0.036499 , 0.042352 , 0.056622 , 0.037672 , 0.047328 , 0.04016 , 0.040655 , 0.049044 , 0.037424 , 0.040684 , 0.040093 , 0.038186 , 0.038749 , 0.050006 , 0.042943 , 0.037033 , 0.027472 , 0.041332 , 0.034964 , 0.03831 
 594 , 0.036444 , 0.042237 , 0.056348 , 0.037601 , 0.047199 , 0.04 , 0.040555 , 0.048805 , 0.037323 , 0.040545 , 0.04001 , 0.03805 , 0.038623 , 0.049799 , 0.042725 , 0.036864 , 0.02739 , 0.041166 , 0.034895 , 0.038145 
 595 , 0.036387 , 0.042138 , 0.056085 , 0.037528 , 0.047065 , 0.039847 , 0.040461 , 0.04857 , 0.037202 , 0.040403 , 0.039914 , 0.037892 , 0.038505 , 0.049596 , 0.042502 , 0.036703 , 0.027281 , 0.041017 , 0.034805 , 0.037978 
 596 , 0.036321 , 0.04203 , 0.055813 , 0.037455 , 0.046932 , 0.039695 , 0.040368 , 0.048335 , 0.03708 , 0.040262 , 0.03982 , 0.037744 , 0.038378 , 0.049393 , 0.042271 , 0.036542 , 0.027171 , 0.040867 , 0.034716 , 0.037821 
 597 , 0.036265 , 0.041922 , 0.055548 , 0.037382 , 0.046798 , 0.039541 , 0.040283 , 0.048109 , 0.036968 , 0.040129 , 0.039724 , 0.037585 , 0.038259 , 0.049188 , 0.042037 , 0.036371 , 0.027061 , 0.040717 , 0.034626 , 0.037662 
 598 , 0.03623 , 0.041815 , 0.055312 , 0.037322 , 0.046713 , 0.039476 , 0.04024 , 0.047892 , 0.036916 , 0.040027 , 0.03966 , 0.037457 , 0.038192 , 0.049032 , 0.041863 , 0.036211 , 0.027013 , 0.040597 , 0.034578 , 0.037506 
 599 , 0.036191 , 0.041704 , 0.055062 , 0.037267 , 0.046625 , 0.039408 , 0.040192 , 0.047671 , 0.03686 , 0.039921 , 0.039601 , 0.037325 , 0.038119 , 0.048882 , 0.041684 , 0.036046 , 0.026979 , 0.040483 , 0.034545 , 0.037354 
 600 , 0.036154 , 0.041593 , 0.054823 , 0.037203 , 0.046537 , 0.03934 , 0.040146 , 0.047441 , 0.036805 , 0.039816 , 0.039544 , 0.037193 , 0.038058 , 0.048733 , 0.041496 , 0.035882 , 0.026936 , 0.04036 , 0.034502 , 0.037203 
 601 , 0.036086 , 0.041471 , 0.054529 , 0.037118 , 0.046418 , 0.039192 , 0.04002 , 0.047187 , 0.036719 , 0.039689 , 0.039455 , 0.03705 , 0.037956 , 0.048569 , 0.041296 , 0.035745 , 0.026865 , 0.040215 , 0.034421 , 0.037021 
 602 , 0.035995 , 0.041335 , 0.054212 , 0.037011 , 0.046266 , 0.039022 , 0.039861 , 0.04691 , 0.03663 , 0.039559 , 0.039363 , 0.036893 , 0.03784 , 0.048404 , 0.041082 , 0.035605 , 0.026769 , 0.040066 , 0.034326 , 0.036835 
