  time  ,28:56 PM,29:20 PM,29:30 PM,29:40 PM,30:07 PM,30:18 PM,30:28 PM,30:38 PM,30:48 PM,31:39 PM,31:48 PM,31:56 PM,32:05 PM,32:15 PM,32:44 PM,32:53 PM,33:00 PM,33:08 PM,33:16 PM,33:39 PM,33:49 PM,34:00 PM,34:09 PM,34:20 PM,29:07 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 507 , 0.0488 , 0.059059 , 0.085505 , 0.06743 , 0.078761 , 0.090437 , 0.087589 , 0.093211 , 0.095801 , 0.073435 , 0.081165 , 0.060476 , 0.061302 , 0.046865 , 0.085456 , 0.064459 , 0.050847 , 0.082139 , 0.063411 , 0.066875 , 0.052475 , 0.071462 , 0.071548 , 0.089241 , 0.06579 
 508 , 0.049046 , 0.059431 , 0.08607 , 0.067859 , 0.079499 , 0.091139 , 0.088297 , 0.093859 , 0.096578 , 0.07411 , 0.081923 , 0.061301 , 0.062088 , 0.047569 , 0.085947 , 0.064943 , 0.051162 , 0.082723 , 0.063811 , 0.067355 , 0.052835 , 0.071932 , 0.072043 , 0.0897 , 0.06621 
 509 , 0.049279 , 0.059778 , 0.086622 , 0.068288 , 0.080224 , 0.091817 , 0.08898 , 0.094494 , 0.09733 , 0.074772 , 0.082656 , 0.062112 , 0.062873 , 0.04826 , 0.086438 , 0.065415 , 0.051477 , 0.083294 , 0.064199 , 0.067834 , 0.053184 , 0.07239 , 0.072513 , 0.090147 , 0.066618 
 510 , 0.049536 , 0.060148 , 0.087185 , 0.06871 , 0.080966 , 0.092522 , 0.089688 , 0.095135 , 0.098103 , 0.075458 , 0.083395 , 0.062945 , 0.063668 , 0.048972 , 0.086928 , 0.065889 , 0.051794 , 0.083873 , 0.064589 , 0.068306 , 0.053548 , 0.072857 , 0.072992 , 0.090596 , 0.06703 
 511 , 0.049879 , 0.060576 , 0.087749 , 0.069188 , 0.081811 , 0.09333 , 0.090447 , 0.095906 , 0.098949 , 0.076266 , 0.084203 , 0.063901 , 0.064588 , 0.049793 , 0.08743 , 0.066403 , 0.052149 , 0.084498 , 0.06498 , 0.068832 , 0.053976 , 0.073347 , 0.073506 , 0.091048 , 0.067458 
 512 , 0.050214 , 0.060993 , 0.088313 , 0.069662 , 0.082648 , 0.094137 , 0.091207 , 0.096676 , 0.09979 , 0.077056 , 0.085002 , 0.064843 , 0.065517 , 0.050619 , 0.087945 , 0.066927 , 0.052495 , 0.085125 , 0.065358 , 0.069355 , 0.05442 , 0.073843 , 0.074015 , 0.091513 , 0.067872 
 513 , 0.050549 , 0.061408 , 0.088864 , 0.070135 , 0.083483 , 0.094944 , 0.091965 , 0.097444 , 0.100631 , 0.077857 , 0.085788 , 0.065796 , 0.066434 , 0.051431 , 0.088448 , 0.067439 , 0.052841 , 0.085751 , 0.065747 , 0.069878 , 0.054851 , 0.07434 , 0.074524 , 0.091965 , 0.068297 
 514 , 0.050895 , 0.061938 , 0.089483 , 0.070698 , 0.084453 , 0.095814 , 0.09282 , 0.098354 , 0.10163 , 0.078759 , 0.086747 , 0.066919 , 0.067582 , 0.05249 , 0.089029 , 0.06806 , 0.053251 , 0.086514 , 0.066183 , 0.070453 , 0.0553 , 0.074882 , 0.075103 , 0.092501 , 0.068809 
 515 , 0.051256 , 0.062486 , 0.090104 , 0.071282 , 0.085448 , 0.096689 , 0.093704 , 0.099306 , 0.102673 , 0.079674 , 0.087745 , 0.068076 , 0.068776 , 0.053591 , 0.089613 , 0.068715 , 0.053677 , 0.087303 , 0.066626 , 0.071024 , 0.055765 , 0.075435 , 0.075705 , 0.093053 , 0.069366 
 516 , 0.051607 , 0.063023 , 0.090727 , 0.071855 , 0.086433 , 0.097566 , 0.094589 , 0.100261 , 0.103717 , 0.08059 , 0.088734 , 0.069235 , 0.069973 , 0.054707 , 0.09021 , 0.069358 , 0.054104 , 0.088106 , 0.06707 , 0.071597 , 0.05622 , 0.076001 , 0.076296 , 0.093618 , 0.069912 
 517 , 0.051963 , 0.063586 , 0.091406 , 0.072478 , 0.087482 , 0.098502 , 0.095501 , 0.101196 , 0.104787 , 0.081579 , 0.08977 , 0.070485 , 0.071285 , 0.055923 , 0.090803 , 0.07003 , 0.054521 , 0.088958 , 0.067546 , 0.072219 , 0.05671 , 0.076598 , 0.07693 , 0.094185 , 0.070461 
 518 , 0.052337 , 0.064141 , 0.092143 , 0.073126 , 0.088586 , 0.099479 , 0.096463 , 0.102113 , 0.105867 , 0.082641 , 0.090863 , 0.071809 , 0.072695 , 0.057248 , 0.091368 , 0.070714 , 0.054934 , 0.089854 , 0.068055 , 0.072892 , 0.057248 , 0.077225 , 0.077594 , 0.094777 , 0.071009 
 519 , 0.05271 , 0.064684 , 0.09288 , 0.073775 , 0.089678 , 0.100444 , 0.097414 , 0.103031 , 0.106936 , 0.083691 , 0.091944 , 0.073122 , 0.074095 , 0.058574 , 0.09192 , 0.071385 , 0.055334 , 0.090737 , 0.068552 , 0.073565 , 0.057773 , 0.077864 , 0.078259 , 0.095344 , 0.071557 
 520 , 0.053086 , 0.065236 , 0.093615 , 0.074416 , 0.090756 , 0.101403 , 0.098347 , 0.103929 , 0.107996 , 0.084743 , 0.093011 , 0.074429 , 0.075501 , 0.0599 , 0.092481 , 0.072063 , 0.055748 , 0.091631 , 0.069044 , 0.074219 , 0.058298 , 0.078483 , 0.078914 , 0.095932 , 0.0721 
 521 , 0.053542 , 0.065825 , 0.094419 , 0.075102 , 0.091845 , 0.102378 , 0.099323 , 0.104916 , 0.109105 , 0.085783 , 0.094136 , 0.075804 , 0.077024 , 0.061341 , 0.093113 , 0.072773 , 0.056252 , 0.092645 , 0.069521 , 0.074905 , 0.058914 , 0.07913 , 0.079586 , 0.096526 , 0.072736 
 522 , 0.053996 , 0.066395 , 0.095224 , 0.075762 , 0.092894 , 0.103334 , 0.100277 , 0.105885 , 0.110199 , 0.086806 , 0.095236 , 0.077155 , 0.078511 , 0.062747 , 0.09372 , 0.07347 , 0.056757 , 0.093622 , 0.070007 , 0.075578 , 0.059506 , 0.079756 , 0.080236 , 0.097122 , 0.073359 
 523 , 0.054438 , 0.066953 , 0.096003 , 0.076423 , 0.093932 , 0.104277 , 0.101206 , 0.106817 , 0.111268 , 0.087803 , 0.096299 , 0.078482 , 0.079974 , 0.064142 , 0.094326 , 0.074154 , 0.057249 , 0.094597 , 0.070467 , 0.076225 , 0.060097 , 0.080368 , 0.080886 , 0.097692 , 0.073957 
 524 , 0.054874 , 0.067574 , 0.096825 , 0.077102 , 0.095048 , 0.105255 , 0.102218 , 0.107846 , 0.112376 , 0.088901 , 0.097417 , 0.079867 , 0.081508 , 0.065599 , 0.095011 , 0.074893 , 0.057749 , 0.095578 , 0.07103 , 0.076904 , 0.060724 , 0.081002 , 0.08157 , 0.098331 , 0.074621 
 525 , 0.05529 , 0.068205 , 0.097654 , 0.077782 , 0.096171 , 0.106243 , 0.103228 , 0.108888 , 0.113497 , 0.090004 , 0.098544 , 0.081267 , 0.083059 , 0.06708 , 0.095689 , 0.075644 , 0.058256 , 0.096554 , 0.071603 , 0.07756 , 0.061358 , 0.081638 , 0.082256 , 0.098964 , 0.075298 
 526 , 0.055695 , 0.068823 , 0.098471 , 0.07845 , 0.097271 , 0.107207 , 0.104225 , 0.109904 , 0.114594 , 0.091108 , 0.099634 , 0.082632 , 0.084575 , 0.068526 , 0.096367 , 0.076384 , 0.058751 , 0.097506 , 0.072164 , 0.078215 , 0.061993 , 0.082261 , 0.082942 , 0.099597 , 0.075963 
 527 , 0.056118 , 0.069438 , 0.099276 , 0.079128 , 0.098334 , 0.108147 , 0.105161 , 0.110873 , 0.115644 , 0.092163 , 0.100725 , 0.083961 , 0.086042 , 0.069922 , 0.097008 , 0.077108 , 0.059228 , 0.098483 , 0.07271 , 0.078868 , 0.062599 , 0.082895 , 0.083589 , 0.100217 , 0.076588 
 528 , 0.056557 , 0.070045 , 0.100035 , 0.07981 , 0.099365 , 0.109081 , 0.106004 , 0.111761 , 0.11665 , 0.093186 , 0.101835 , 0.085232 , 0.087466 , 0.071261 , 0.097628 , 0.077812 , 0.059684 , 0.099465 , 0.073221 , 0.079549 , 0.063171 , 0.083545 , 0.084227 , 0.100854 , 0.077155 
 529 , 0.056995 , 0.070638 , 0.100783 , 0.080492 , 0.100373 , 0.110002 , 0.106834 , 0.112649 , 0.117631 , 0.094185 , 0.10292 , 0.086481 , 0.088867 , 0.072564 , 0.098223 , 0.078504 , 0.060151 , 0.100447 , 0.07372 , 0.080206 , 0.063742 , 0.084182 , 0.084841 , 0.101478 , 0.077721 
 530 , 0.057422 , 0.071221 , 0.101518 , 0.08115 , 0.101369 , 0.1109 , 0.10764 , 0.113513 , 0.118602 , 0.09516 , 0.103982 , 0.087707 , 0.090233 , 0.073859 , 0.098806 , 0.079184 , 0.060595 , 0.101394 , 0.074195 , 0.080864 , 0.06429 , 0.08482 , 0.085455 , 0.102091 , 0.078276 
 531 , 0.057771 , 0.071722 , 0.102177 , 0.081662 , 0.102276 , 0.111705 , 0.108492 , 0.114321 , 0.11949 , 0.095998 , 0.104904 , 0.088811 , 0.091427 , 0.074985 , 0.099349 , 0.079731 , 0.060985 , 0.102152 , 0.074574 , 0.0814 , 0.064771 , 0.085349 , 0.086009 , 0.102637 , 0.078834 
 532 , 0.058106 , 0.07223 , 0.102822 , 0.082178 , 0.103159 , 0.112496 , 0.109317 , 0.115127 , 0.120363 , 0.096839 , 0.105789 , 0.089907 , 0.092612 , 0.076107 , 0.09988 , 0.080271 , 0.061372 , 0.102885 , 0.07496 , 0.081929 , 0.065249 , 0.085881 , 0.086554 , 0.103171 , 0.079386 
 533 , 0.05844 , 0.072726 , 0.103455 , 0.082682 , 0.104042 , 0.113287 , 0.110143 , 0.115919 , 0.121234 , 0.097654 , 0.106674 , 0.090979 , 0.093773 , 0.077205 , 0.100398 , 0.08081 , 0.061759 , 0.103617 , 0.075333 , 0.082445 , 0.065714 , 0.0864 , 0.087111 , 0.103692 , 0.079925 
 534 , 0.058787 , 0.073203 , 0.104084 , 0.08323 , 0.104884 , 0.114036 , 0.110935 , 0.116699 , 0.122088 , 0.098483 , 0.107572 , 0.091994 , 0.094844 , 0.078216 , 0.100946 , 0.081342 , 0.062138 , 0.104346 , 0.075791 , 0.083005 , 0.066201 , 0.08693 , 0.087643 , 0.104234 , 0.080441 
 535 , 0.059126 , 0.073675 , 0.104716 , 0.083805 , 0.105717 , 0.11477 , 0.111703 , 0.117488 , 0.122934 , 0.099294 , 0.10846 , 0.092971 , 0.095876 , 0.07921 , 0.101498 , 0.081889 , 0.062531 , 0.105079 , 0.076255 , 0.08358 , 0.066689 , 0.087486 , 0.088175 , 0.104791 , 0.08095 
 536 , 0.059452 , 0.074136 , 0.105348 , 0.084381 , 0.106539 , 0.115505 , 0.11247 , 0.118276 , 0.123769 , 0.100118 , 0.109348 , 0.093936 , 0.096883 , 0.08018 , 0.102062 , 0.082425 , 0.062913 , 0.105811 , 0.076732 , 0.084143 , 0.067189 , 0.08803 , 0.088707 , 0.105335 , 0.081446 
 537 , 0.059817 , 0.074602 , 0.105943 , 0.08494 , 0.107337 , 0.116231 , 0.113203 , 0.119032 , 0.124584 , 0.100893 , 0.110201 , 0.094876 , 0.097841 , 0.081096 , 0.102601 , 0.082943 , 0.063284 , 0.106521 , 0.07719 , 0.084689 , 0.067668 , 0.088558 , 0.089224 , 0.10588 , 0.081938 
 538 , 0.060217 , 0.075085 , 0.106508 , 0.085451 , 0.108093 , 0.116899 , 0.113905 , 0.119716 , 0.125377 , 0.10164 , 0.111024 , 0.095728 , 0.098697 , 0.081866 , 0.103124 , 0.083425 , 0.063638 , 0.107175 , 0.077614 , 0.085174 , 0.068129 , 0.089061 , 0.089715 , 0.106395 , 0.082444 
 539 , 0.060629 , 0.075556 , 0.107073 , 0.085961 , 0.108837 , 0.117567 , 0.114606 , 0.120388 , 0.126158 , 0.102375 , 0.111835 , 0.09658 , 0.09954 , 0.082623 , 0.103634 , 0.083908 , 0.06398 , 0.107817 , 0.078025 , 0.085659 , 0.068603 , 0.089564 , 0.090206 , 0.10691 , 0.08295 
 540 , 0.061029 , 0.076028 , 0.10764 , 0.086473 , 0.109595 , 0.118223 , 0.115297 , 0.121074 , 0.12694 , 0.103111 , 0.112635 , 0.097435 , 0.100387 , 0.083382 , 0.104146 , 0.084379 , 0.064334 , 0.108447 , 0.07845 , 0.086145 , 0.069065 , 0.090055 , 0.090699 , 0.107413 , 0.083458 
 541 , 0.061331 , 0.076424 , 0.108163 , 0.086869 , 0.110234 , 0.118873 , 0.115981 , 0.12174 , 0.127663 , 0.103793 , 0.113379 , 0.098185 , 0.101166 , 0.084052 , 0.104626 , 0.08481 , 0.064627 , 0.108984 , 0.078811 , 0.086667 , 0.069465 , 0.090544 , 0.091125 , 0.107897 , 0.083888 
 542 , 0.061636 , 0.076799 , 0.108679 , 0.08727 , 0.11088 , 0.119517 , 0.116646 , 0.122387 , 0.128382 , 0.104443 , 0.114104 , 0.098916 , 0.101939 , 0.084702 , 0.105088 , 0.085246 , 0.064912 , 0.109514 , 0.079164 , 0.087181 , 0.069869 , 0.091013 , 0.091557 , 0.108388 , 0.08431 
 543 , 0.061929 , 0.077174 , 0.109196 , 0.087658 , 0.111513 , 0.120161 , 0.117312 , 0.123035 , 0.129075 , 0.105106 , 0.11483 , 0.099649 , 0.1027 , 0.085354 , 0.105562 , 0.085683 , 0.065196 , 0.110031 , 0.079504 , 0.087696 , 0.070273 , 0.091495 , 0.091988 , 0.108854 , 0.084733 
 544 , 0.062191 , 0.077561 , 0.109734 , 0.088066 , 0.112167 , 0.120758 , 0.117932 , 0.123622 , 0.12978 , 0.105755 , 0.115537 , 0.100344 , 0.103386 , 0.085937 , 0.106034 , 0.086051 , 0.065486 , 0.110532 , 0.079855 , 0.088155 , 0.070643 , 0.091943 , 0.092412 , 0.109303 , 0.085139 
 545 , 0.062451 , 0.077947 , 0.110295 , 0.088472 , 0.112818 , 0.121327 , 0.118537 , 0.12418 , 0.130482 , 0.106415 , 0.116267 , 0.101013 , 0.104031 , 0.086481 , 0.106503 , 0.086392 , 0.065786 , 0.111005 , 0.080204 , 0.088586 , 0.070998 , 0.092377 , 0.092834 , 0.109724 , 0.08553 
 546 , 0.062699 , 0.078345 , 0.110856 , 0.08889 , 0.11347 , 0.121896 , 0.119129 , 0.124726 , 0.131172 , 0.107062 , 0.116998 , 0.101681 , 0.104676 , 0.087025 , 0.106973 , 0.086733 , 0.066087 , 0.111478 , 0.080553 , 0.089005 , 0.071353 , 0.092811 , 0.093256 , 0.110145 , 0.085934 
 547 , 0.062961 , 0.078726 , 0.111388 , 0.089283 , 0.114107 , 0.122466 , 0.119722 , 0.125273 , 0.131841 , 0.107704 , 0.117702 , 0.10233 , 0.105316 , 0.087543 , 0.107412 , 0.087073 , 0.066391 , 0.111947 , 0.080911 , 0.089436 , 0.071701 , 0.093247 , 0.093666 , 0.110575 , 0.086323 
 548 , 0.063257 , 0.079068 , 0.111873 , 0.089639 , 0.114672 , 0.123004 , 0.120269 , 0.125827 , 0.13248 , 0.108261 , 0.118348 , 0.102893 , 0.105908 , 0.088036 , 0.107816 , 0.087438 , 0.066704 , 0.11242 , 0.081256 , 0.089855 , 0.072072 , 0.093696 , 0.094065 , 0.111059 , 0.086713 
 549 , 0.063552 , 0.079421 , 0.112343 , 0.089979 , 0.115247 , 0.123538 , 0.120825 , 0.126378 , 0.133103 , 0.108815 , 0.118978 , 0.103466 , 0.106497 , 0.088514 , 0.108217 , 0.087801 , 0.067016 , 0.112903 , 0.081611 , 0.090272 , 0.072442 , 0.094156 , 0.094462 , 0.111541 , 0.087088 
 550 , 0.06386 , 0.079761 , 0.112813 , 0.090332 , 0.115809 , 0.12406 , 0.121369 , 0.126929 , 0.133725 , 0.10937 , 0.119622 , 0.104027 , 0.107087 , 0.088993 , 0.108605 , 0.088164 , 0.067328 , 0.113361 , 0.081954 , 0.090689 , 0.072811 , 0.094604 , 0.094859 , 0.112009 , 0.087475 
 551 , 0.064093 , 0.080071 , 0.113242 , 0.090673 , 0.116371 , 0.124533 , 0.12194 , 0.127458 , 0.134329 , 0.10987 , 0.12019 , 0.104518 , 0.10752 , 0.089306 , 0.109014 , 0.088489 , 0.067593 , 0.113727 , 0.082256 , 0.091081 , 0.073136 , 0.095003 , 0.095245 , 0.112424 , 0.087824 
 552 , 0.064322 , 0.08038 , 0.113672 , 0.091017 , 0.11692 , 0.125013 , 0.122532 , 0.127979 , 0.134947 , 0.110361 , 0.120781 , 0.105017 , 0.107957 , 0.089624 , 0.109428 , 0.088818 , 0.067863 , 0.114069 , 0.082566 , 0.091477 , 0.073463 , 0.095402 , 0.09562 , 0.112816 , 0.088179 
 553 , 0.064564 , 0.080689 , 0.114091 , 0.09135 , 0.117457 , 0.125481 , 0.123114 , 0.128514 , 0.135553 , 0.110866 , 0.12136 , 0.105517 , 0.108396 , 0.089929 , 0.109842 , 0.089149 , 0.068122 , 0.114424 , 0.082865 , 0.091862 , 0.073791 , 0.095803 , 0.096008 , 0.113221 , 0.088534 
 554 , 0.064767 , 0.080975 , 0.114468 , 0.091656 , 0.117917 , 0.125944 , 0.123636 , 0.128957 , 0.1361 , 0.111288 , 0.121892 , 0.105902 , 0.10871 , 0.090105 , 0.110262 , 0.089412 , 0.068345 , 0.114724 , 0.083181 , 0.092233 , 0.074089 , 0.096157 , 0.096349 , 0.113596 , 0.088848 
 555 , 0.064967 , 0.081234 , 0.114809 , 0.091917 , 0.118289 , 0.12639 , 0.124092 , 0.129318 , 0.136585 , 0.111612 , 0.122359 , 0.106194 , 0.108903 , 0.09017 , 0.110662 , 0.089618 , 0.068549 , 0.114963 , 0.083481 , 0.092559 , 0.074352 , 0.096487 , 0.096641 , 0.113936 , 0.089105 
 556 , 0.065154 , 0.081481 , 0.115138 , 0.09219 , 0.118674 , 0.126837 , 0.124536 , 0.129691 , 0.137071 , 0.111924 , 0.122814 , 0.106474 , 0.109096 , 0.090236 , 0.111063 , 0.089838 , 0.068741 , 0.115216 , 0.083796 , 0.092898 , 0.074629 , 0.096806 , 0.096921 , 0.11429 , 0.089362 
 557 , 0.065359 , 0.081721 , 0.115449 , 0.092431 , 0.119041 , 0.127254 , 0.124976 , 0.130048 , 0.13754 , 0.112231 , 0.12325 , 0.106721 , 0.109244 , 0.090256 , 0.111471 , 0.090024 , 0.06895 , 0.115449 , 0.084089 , 0.093217 , 0.074885 , 0.09713 , 0.097207 , 0.114625 , 0.089612 
 558 , 0.065538 , 0.081891 , 0.115677 , 0.09259 , 0.119359 , 0.127587 , 0.12536 , 0.130394 , 0.137965 , 0.112471 , 0.123596 , 0.106805 , 0.109213 , 0.090118 , 0.111853 , 0.090118 , 0.069143 , 0.115587 , 0.084298 , 0.093479 , 0.075041 , 0.097393 , 0.097432 , 0.114956 , 0.089848 
 559 , 0.065709 , 0.082049 , 0.115914 , 0.092749 , 0.119687 , 0.127915 , 0.125752 , 0.130722 , 0.138384 , 0.112721 , 0.123949 , 0.106901 , 0.10918 , 0.089968 , 0.112245 , 0.090226 , 0.069353 , 0.115734 , 0.084509 , 0.093741 , 0.075199 , 0.097668 , 0.097668 , 0.115271 , 0.090084 
 560 , 0.065879 , 0.082207 , 0.116151 , 0.092908 , 0.120015 , 0.128256 , 0.126131 , 0.131063 , 0.138802 , 0.112958 , 0.12429 , 0.106996 , 0.109146 , 0.089831 , 0.112636 , 0.09032 , 0.069549 , 0.115881 , 0.084718 , 0.094016 , 0.075357 , 0.097956 , 0.097905 , 0.115598 , 0.09032 
 561 , 0.065964 , 0.082336 , 0.116315 , 0.092985 , 0.120212 , 0.128494 , 0.126437 , 0.131259 , 0.139156 , 0.113061 , 0.124507 , 0.106926 , 0.10892 , 0.0895 , 0.112894 , 0.090374 , 0.069642 , 0.115878 , 0.08487 , 0.094233 , 0.075481 , 0.098181 , 0.098052 , 0.115865 , 0.090464 
 562 , 0.066034 , 0.08244 , 0.116471 , 0.093056 , 0.120399 , 0.128704 , 0.126702 , 0.131426 , 0.139475 , 0.11312 , 0.124674 , 0.10683 , 0.108666 , 0.089153 , 0.113146 , 0.090411 , 0.069731 , 0.115867 , 0.08502 , 0.094442 , 0.075585 , 0.098383 , 0.098178 , 0.116111 , 0.090578 
 563 , 0.066103 , 0.082542 , 0.116624 , 0.093138 , 0.120584 , 0.128912 , 0.126977 , 0.13159 , 0.139803 , 0.113191 , 0.12485 , 0.10672 , 0.108398 , 0.088794 , 0.113396 , 0.090447 , 0.069818 , 0.115843 , 0.085168 , 0.09465 , 0.0757 , 0.098596 , 0.098302 , 0.116355 , 0.090704 
 564 , 0.066172 , 0.082619 , 0.116766 , 0.093195 , 0.120731 , 0.129095 , 0.127228 , 0.131729 , 0.140068 , 0.113223 , 0.125002 , 0.10656 , 0.108056 , 0.088348 , 0.113671 , 0.090458 , 0.069919 , 0.115768 , 0.085304 , 0.09482 , 0.075776 , 0.09881 , 0.098401 , 0.1166 , 0.090804 
 565 , 0.06625 , 0.082656 , 0.116871 , 0.093237 , 0.120823 , 0.129249 , 0.127439 , 0.131837 , 0.140264 , 0.113226 , 0.125119 , 0.106329 , 0.107642 , 0.087832 , 0.113952 , 0.09042 , 0.070049 , 0.115648 , 0.085423 , 0.094945 , 0.075824 , 0.098999 , 0.098464 , 0.116808 , 0.090891 
 566 , 0.066325 , 0.082691 , 0.116972 , 0.093288 , 0.120923 , 0.129411 , 0.127645 , 0.131939 , 0.140452 , 0.113223 , 0.125231 , 0.106108 , 0.107213 , 0.087316 , 0.114227 , 0.090391 , 0.070175 , 0.115511 , 0.085537 , 0.095054 , 0.075868 , 0.099196 , 0.098535 , 0.117023 , 0.090975 
 567 , 0.066387 , 0.082711 , 0.117069 , 0.093311 , 0.121008 , 0.129544 , 0.127847 , 0.132039 , 0.14065 , 0.113207 , 0.125339 , 0.105849 , 0.10676 , 0.086776 , 0.114498 , 0.090335 , 0.070287 , 0.115385 , 0.085636 , 0.095173 , 0.07591 , 0.099377 , 0.098579 , 0.117221 , 0.091057 
 568 , 0.066415 , 0.082701 , 0.117099 , 0.093289 , 0.121007 , 0.129629 , 0.12799 , 0.132112 , 0.140796 , 0.113104 , 0.125393 , 0.105478 , 0.106209 , 0.086142 , 0.114704 , 0.090238 , 0.07031 , 0.115272 , 0.085688 , 0.095293 , 0.075907 , 0.099503 , 0.098608 , 0.117377 , 0.091095 
 569 , 0.066446 , 0.082675 , 0.117127 , 0.09326 , 0.121002 , 0.129719 , 0.128139 , 0.132202 , 0.140956 , 0.112988 , 0.125455 , 0.105112 , 0.105651 , 0.085509 , 0.11492 , 0.090125 , 0.070334 , 0.115158 , 0.085735 , 0.095417 , 0.075902 , 0.099619 , 0.098628 , 0.117541 , 0.091141 
 570 , 0.066459 , 0.082668 , 0.117146 , 0.093237 , 0.121014 , 0.129799 , 0.128289 , 0.132282 , 0.141104 , 0.112866 , 0.125506 , 0.104742 , 0.105104 , 0.084877 , 0.115137 , 0.090018 , 0.070365 , 0.115049 , 0.085788 , 0.095546 , 0.075893 , 0.099738 , 0.09864 , 0.117695 , 0.091178 
 571 , 0.066457 , 0.08264 , 0.117166 , 0.093239 , 0.121 , 0.129861 , 0.128409 , 0.132294 , 0.141242 , 0.112735 , 0.125518 , 0.104371 , 0.104569 , 0.084216 , 0.115366 , 0.0899 , 0.070416 , 0.114857 , 0.085854 , 0.095609 , 0.075864 , 0.099853 , 0.098625 , 0.117873 , 0.091228 
 572 , 0.066449 , 0.082624 , 0.117206 , 0.093234 , 0.121005 , 0.129938 , 0.128531 , 0.132307 , 0.141387 , 0.112628 , 0.125558 , 0.104017 , 0.104054 , 0.083561 , 0.115602 , 0.089792 , 0.070471 , 0.114652 , 0.08593 , 0.095664 , 0.07585 , 0.09997 , 0.098588 , 0.118044 , 0.091285 
 573 , 0.066447 , 0.082611 , 0.117233 , 0.093232 , 0.12101 , 0.13 , 0.128639 , 0.132318 , 0.141528 , 0.112524 , 0.125585 , 0.103657 , 0.103546 , 0.082906 , 0.115835 , 0.089676 , 0.070531 , 0.114449 , 0.086009 , 0.095722 , 0.075817 , 0.100088 , 0.098567 , 0.118227 , 0.091343 
 574 , 0.066474 , 0.082589 , 0.117271 , 0.093207 , 0.121001 , 0.130083 , 0.12873 , 0.13235 , 0.141651 , 0.112419 , 0.125609 , 0.103276 , 0.103032 , 0.082309 , 0.11604 , 0.089587 , 0.070582 , 0.11426 , 0.086088 , 0.095816 , 0.075812 , 0.100192 , 0.098546 , 0.118392 , 0.091379 
 575 , 0.066529 , 0.082586 , 0.117365 , 0.09319 , 0.120977 , 0.130211 , 0.128854 , 0.132465 , 0.141796 , 0.112361 , 0.125679 , 0.102908 , 0.102569 , 0.081823 , 0.116251 , 0.089554 , 0.070662 , 0.114142 , 0.086209 , 0.095977 , 0.075836 , 0.100315 , 0.098582 , 0.118589 , 0.091444 
 576 , 0.066602 , 0.082599 , 0.117448 , 0.093163 , 0.120966 , 0.130349 , 0.128988 , 0.132578 , 0.141938 , 0.112304 , 0.125748 , 0.102547 , 0.102089 , 0.081334 , 0.116472 , 0.089514 , 0.070722 , 0.114027 , 0.086321 , 0.096139 , 0.075865 , 0.100439 , 0.098632 , 0.118785 , 0.091501 
 577 , 0.066654 , 0.082604 , 0.117536 , 0.093143 , 0.120949 , 0.130469 , 0.129116 , 0.132684 , 0.142073 , 0.112243 , 0.125811 , 0.102172 , 0.101633 , 0.080844 , 0.116698 , 0.089478 , 0.070797 , 0.113907 , 0.086436 , 0.09628 , 0.075898 , 0.100555 , 0.098663 , 0.118973 , 0.09155 
 578 , 0.066646 , 0.082634 , 0.117591 , 0.093138 , 0.120989 , 0.130574 , 0.129287 , 0.132804 , 0.142246 , 0.112202 , 0.125889 , 0.101889 , 0.101281 , 0.080441 , 0.116947 , 0.089442 , 0.070903 , 0.113823 , 0.086509 , 0.096357 , 0.075934 , 0.100697 , 0.098706 , 0.119165 , 0.091624 
 579 , 0.06666 , 0.082687 , 0.117662 , 0.093135 , 0.121057 , 0.130685 , 0.129474 , 0.132929 , 0.142426 , 0.112177 , 0.12596 , 0.101611 , 0.100934 , 0.08004 , 0.117211 , 0.089395 , 0.071017 , 0.113732 , 0.086593 , 0.096435 , 0.07598 , 0.100839 , 0.098738 , 0.119348 , 0.09171 
 580 , 0.066658 , 0.082723 , 0.117725 , 0.093137 , 0.121117 , 0.130811 , 0.129664 , 0.133057 , 0.14262 , 0.112157 , 0.126047 , 0.101329 , 0.100584 , 0.079626 , 0.117477 , 0.089355 , 0.071127 , 0.113647 , 0.086683 , 0.096506 , 0.076021 , 0.100998 , 0.098788 , 0.119545 , 0.09179 
 581 , 0.066686 , 0.082732 , 0.117798 , 0.093151 , 0.121196 , 0.130965 , 0.129833 , 0.133125 , 0.142788 , 0.112158 , 0.126152 , 0.101138 , 0.100336 , 0.079287 , 0.117668 , 0.089363 , 0.071181 , 0.113574 , 0.086744 , 0.096596 , 0.076078 , 0.101127 , 0.098814 , 0.119721 , 0.091853 
 582 , 0.066728 , 0.082733 , 0.117909 , 0.093172 , 0.121287 , 0.131137 , 0.130007 , 0.133185 , 0.142953 , 0.112166 , 0.126288 , 0.100951 , 0.100115 , 0.078967 , 0.117862 , 0.089382 , 0.071223 , 0.113496 , 0.086817 , 0.09669 , 0.076131 , 0.101245 , 0.098856 , 0.11991 , 0.091924 
