  time  ,46:53 PM,47:11 PM,47:20 PM,47:37 PM,48:02 PM,05:31 PM,06:13 PM,06:41 PM,07:12 PM,07:54 PM,09:38 PM,09:57 PM,10:17 PM,10:51 PM,11:27 PM,13:17 PM,13:44 PM,14:14 PM,14:38 PM,15:01 PM,16:06 PM,16:44 PM,17:07 PM,17:33 PM,17:59 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 719 , 0.12508 , 0.147976 , 0.129266 , 0.143481 , 0.15499 , 0.175919 , 0.149999 , 0.110724 , 0.142854 , 0.124368 , 0.140662 , 0.179918 , 0.141234 , 0.15573 , 0.113262 , 0.1373 , 0.13775 , 0.110959 , 0.107372 , 0.101566 , 0.146281 , 0.148678 , 0.154241 , 0.137113 , 0.144586 
 720 , 0.126673 , 0.150215 , 0.130642 , 0.144958 , 0.156677 , 0.178426 , 0.152111 , 0.11219 , 0.144967 , 0.125898 , 0.143081 , 0.18275 , 0.143622 , 0.157919 , 0.114786 , 0.139691 , 0.13928 , 0.112591 , 0.108753 , 0.102525 , 0.148376 , 0.150589 , 0.15607 , 0.138813 , 0.146573 
 721 , 0.128242 , 0.152363 , 0.131983 , 0.146347 , 0.158306 , 0.18084 , 0.154137 , 0.113609 , 0.147006 , 0.127424 , 0.145437 , 0.185492 , 0.145938 , 0.160014 , 0.116264 , 0.141974 , 0.140767 , 0.114166 , 0.11009 , 0.103507 , 0.150414 , 0.152438 , 0.157851 , 0.140516 , 0.14852 
 722 , 0.129733 , 0.154421 , 0.133316 , 0.147645 , 0.159883 , 0.183135 , 0.156069 , 0.114969 , 0.148932 , 0.1289 , 0.147691 , 0.188116 , 0.148173 , 0.162039 , 0.117644 , 0.144155 , 0.142147 , 0.115654 , 0.111349 , 0.104435 , 0.152348 , 0.154199 , 0.15954 , 0.142156 , 0.150376 
 723 , 0.131231 , 0.156472 , 0.134646 , 0.148941 , 0.161464 , 0.18544 , 0.158013 , 0.116327 , 0.150861 , 0.130364 , 0.149965 , 0.190747 , 0.150418 , 0.164058 , 0.119031 , 0.146339 , 0.143533 , 0.117148 , 0.112608 , 0.105373 , 0.154284 , 0.155955 , 0.161234 , 0.143791 , 0.152236 
 724 , 0.132664 , 0.158452 , 0.135937 , 0.150187 , 0.162975 , 0.18766 , 0.159886 , 0.117623 , 0.152696 , 0.131763 , 0.152117 , 0.193268 , 0.15254 , 0.166009 , 0.120353 , 0.148458 , 0.144873 , 0.118579 , 0.113817 , 0.106278 , 0.156153 , 0.157661 , 0.162865 , 0.145369 , 0.154039 
 725 , 0.133979 , 0.16021 , 0.137123 , 0.151279 , 0.164317 , 0.189714 , 0.161585 , 0.118759 , 0.154369 , 0.13297 , 0.15403 , 0.195572 , 0.154424 , 0.167764 , 0.121565 , 0.150372 , 0.146127 , 0.119868 , 0.114899 , 0.107115 , 0.157844 , 0.159229 , 0.164363 , 0.146787 , 0.155708 
 726 , 0.135298 , 0.161964 , 0.13831 , 0.152361 , 0.165653 , 0.191761 , 0.163264 , 0.119882 , 0.15605 , 0.134181 , 0.155941 , 0.197866 , 0.156307 , 0.169516 , 0.122784 , 0.152261 , 0.147372 , 0.121146 , 0.115983 , 0.107945 , 0.15952 , 0.160792 , 0.165864 , 0.148187 , 0.157359 
 727 , 0.136613 , 0.163722 , 0.139492 , 0.153439 , 0.166994 , 0.193792 , 0.164946 , 0.121011 , 0.157735 , 0.135379 , 0.157845 , 0.200162 , 0.158183 , 0.171262 , 0.124 , 0.154143 , 0.148623 , 0.122428 , 0.117063 , 0.108773 , 0.16119 , 0.16236 , 0.16735 , 0.149573 , 0.159005 
 728 , 0.137919 , 0.165349 , 0.140644 , 0.154441 , 0.168284 , 0.195669 , 0.166561 , 0.122107 , 0.159289 , 0.136561 , 0.159635 , 0.202321 , 0.159945 , 0.172941 , 0.125197 , 0.155872 , 0.14983 , 0.123629 , 0.11807 , 0.109558 , 0.162752 , 0.163827 , 0.168794 , 0.150951 , 0.160556 
 729 , 0.139199 , 0.166977 , 0.141775 , 0.155455 , 0.169589 , 0.197531 , 0.168197 , 0.123217 , 0.160834 , 0.137743 , 0.161398 , 0.204457 , 0.161689 , 0.174586 , 0.126366 , 0.157584 , 0.150986 , 0.124791 , 0.119067 , 0.110329 , 0.16431 , 0.165248 , 0.17019 , 0.152315 , 0.162071 
 730 , 0.140477 , 0.168584 , 0.142904 , 0.156458 , 0.170874 , 0.199372 , 0.169811 , 0.124324 , 0.162375 , 0.138923 , 0.163139 , 0.206589 , 0.163411 , 0.176219 , 0.127524 , 0.159285 , 0.152149 , 0.125951 , 0.120052 , 0.111098 , 0.165848 , 0.166647 , 0.171574 , 0.153676 , 0.163584 
 731 , 0.14164 , 0.170066 , 0.143928 , 0.157369 , 0.172055 , 0.201053 , 0.171265 , 0.12532 , 0.163763 , 0.139978 , 0.16468 , 0.208464 , 0.164962 , 0.177713 , 0.12858 , 0.160802 , 0.15321 , 0.127 , 0.120933 , 0.11177 , 0.16726 , 0.167932 , 0.172836 , 0.15489 , 0.16498 
 732 , 0.142749 , 0.17146 , 0.1449 , 0.158217 , 0.173167 , 0.202641 , 0.172631 , 0.126256 , 0.165052 , 0.140961 , 0.166123 , 0.21022 , 0.166414 , 0.179122 , 0.129569 , 0.16222 , 0.154241 , 0.128026 , 0.121744 , 0.112386 , 0.168583 , 0.169173 , 0.174047 , 0.15602 , 0.166268 
 733 , 0.143839 , 0.172845 , 0.145862 , 0.159054 , 0.174269 , 0.204218 , 0.173988 , 0.127182 , 0.16633 , 0.141943 , 0.167564 , 0.211966 , 0.167855 , 0.18052 , 0.130548 , 0.163636 , 0.15528 , 0.129032 , 0.122555 , 0.112992 , 0.169905 , 0.170404 , 0.175258 , 0.157131 , 0.167546 
 734 , 0.144888 , 0.17415 , 0.146785 , 0.159855 , 0.175312 , 0.205691 , 0.175276 , 0.128069 , 0.167543 , 0.142873 , 0.168877 , 0.213587 , 0.169185 , 0.18182 , 0.131445 , 0.164965 , 0.156251 , 0.129975 , 0.123313 , 0.113574 , 0.171146 , 0.171572 , 0.176401 , 0.158194 , 0.168759 
 735 , 0.145865 , 0.175309 , 0.147655 , 0.160578 , 0.176263 , 0.206996 , 0.176417 , 0.128873 , 0.168616 , 0.143686 , 0.16996 , 0.214988 , 0.170305 , 0.182929 , 0.132188 , 0.166136 , 0.157127 , 0.13078 , 0.123978 , 0.114124 , 0.172249 , 0.172639 , 0.177416 , 0.159143 , 0.169878 
 736 , 0.146837 , 0.176469 , 0.148507 , 0.161294 , 0.177205 , 0.20829 , 0.177541 , 0.129664 , 0.169685 , 0.144503 , 0.171029 , 0.216372 , 0.17142 , 0.184034 , 0.132915 , 0.167297 , 0.157988 , 0.13158 , 0.124651 , 0.114679 , 0.173345 , 0.173717 , 0.178421 , 0.160086 , 0.17102 
 737 , 0.147799 , 0.177631 , 0.14937 , 0.16202 , 0.178139 , 0.209579 , 0.178666 , 0.130453 , 0.170747 , 0.14531 , 0.1721 , 0.217752 , 0.172527 , 0.185123 , 0.133641 , 0.16845 , 0.158851 , 0.13237 , 0.125313 , 0.115224 , 0.174443 , 0.174779 , 0.179429 , 0.16103 , 0.172164 
 738 , 0.148692 , 0.178662 , 0.15022 , 0.162745 , 0.179016 , 0.210741 , 0.179671 , 0.131183 , 0.171731 , 0.146063 , 0.173113 , 0.218972 , 0.17355 , 0.186056 , 0.134339 , 0.169521 , 0.15967 , 0.133148 , 0.125954 , 0.115767 , 0.175433 , 0.175787 , 0.180408 , 0.161953 , 0.173168 
 739 , 0.149581 , 0.179699 , 0.151083 , 0.16347 , 0.179881 , 0.211902 , 0.180691 , 0.131923 , 0.172718 , 0.146823 , 0.174147 , 0.220212 , 0.174584 , 0.186999 , 0.135063 , 0.170624 , 0.160521 , 0.133944 , 0.126589 , 0.116286 , 0.176422 , 0.176777 , 0.181419 , 0.16287 , 0.174165 
 740 , 0.150471 , 0.180748 , 0.151938 , 0.164207 , 0.180757 , 0.213074 , 0.181713 , 0.132673 , 0.173698 , 0.147593 , 0.175192 , 0.221444 , 0.175611 , 0.187943 , 0.135789 , 0.17174 , 0.161374 , 0.13475 , 0.127227 , 0.116807 , 0.177414 , 0.17776 , 0.182442 , 0.163797 , 0.175155 
 741 , 0.151267 , 0.181652 , 0.1527 , 0.164813 , 0.181525 , 0.214053 , 0.182601 , 0.133307 , 0.17451 , 0.148239 , 0.176015 , 0.222518 , 0.176462 , 0.188795 , 0.136399 , 0.172649 , 0.162113 , 0.135432 , 0.12776 , 0.117234 , 0.178232 , 0.178597 , 0.183331 , 0.164558 , 0.176015 
 742 , 0.15207 , 0.182526 , 0.153458 , 0.165414 , 0.18228 , 0.215027 , 0.183494 , 0.133926 , 0.175298 , 0.148903 , 0.176813 , 0.223606 , 0.177306 , 0.189645 , 0.136993 , 0.173509 , 0.162831 , 0.136071 , 0.128286 , 0.11769 , 0.179067 , 0.179432 , 0.184188 , 0.165332 , 0.176886 
 743 , 0.152875 , 0.183411 , 0.154217 , 0.166015 , 0.183046 , 0.216012 , 0.184388 , 0.134538 , 0.176088 , 0.149569 , 0.177613 , 0.224696 , 0.178151 , 0.190507 , 0.137597 , 0.174362 , 0.16355 , 0.136721 , 0.128822 , 0.118147 , 0.179905 , 0.18027 , 0.185046 , 0.166116 , 0.177759 
 744 , 0.153644 , 0.184247 , 0.154933 , 0.166582 , 0.18379 , 0.216943 , 0.185234 , 0.135129 , 0.176841 , 0.150197 , 0.178349 , 0.225721 , 0.178944 , 0.191305 , 0.138164 , 0.175149 , 0.164214 , 0.137314 , 0.129314 , 0.118579 , 0.180727 , 0.181056 , 0.185874 , 0.166856 , 0.178578 
 745 , 0.154353 , 0.184998 , 0.155589 , 0.167076 , 0.184531 , 0.217786 , 0.185996 , 0.135671 , 0.177538 , 0.150728 , 0.178994 , 0.2266 , 0.179653 , 0.192028 , 0.138691 , 0.17579 , 0.164806 , 0.137822 , 0.129749 , 0.118975 , 0.181447 , 0.18174 , 0.186637 , 0.16747 , 0.179314 
 746 , 0.155063 , 0.185769 , 0.156253 , 0.167572 , 0.185284 , 0.218628 , 0.186758 , 0.136215 , 0.178232 , 0.151253 , 0.179652 , 0.227493 , 0.180357 , 0.192757 , 0.139228 , 0.176428 , 0.165402 , 0.13834 , 0.13018 , 0.119365 , 0.182161 , 0.182436 , 0.187408 , 0.168067 , 0.180064 
 747 , 0.155776 , 0.186543 , 0.156922 , 0.168076 , 0.186039 , 0.219482 , 0.187523 , 0.136759 , 0.178936 , 0.151771 , 0.180302 , 0.228381 , 0.181071 , 0.193481 , 0.139756 , 0.177057 , 0.166013 , 0.138858 , 0.130618 , 0.119758 , 0.182868 , 0.183133 , 0.188183 , 0.168671 , 0.180806 
 748 , 0.156396 , 0.187225 , 0.157555 , 0.168475 , 0.1867 , 0.220169 , 0.188126 , 0.137233 , 0.179524 , 0.152219 , 0.180849 , 0.22913 , 0.181705 , 0.194097 , 0.140223 , 0.177592 , 0.166534 , 0.139331 , 0.130996 , 0.120131 , 0.183471 , 0.183756 , 0.188853 , 0.169211 , 0.181447 
 749 , 0.157047 , 0.187923 , 0.158207 , 0.168877 , 0.18738 , 0.220888 , 0.188733 , 0.137734 , 0.180135 , 0.152684 , 0.181415 , 0.2299 , 0.182363 , 0.194726 , 0.140698 , 0.178174 , 0.167045 , 0.139796 , 0.131391 , 0.12052 , 0.184112 , 0.184406 , 0.189534 , 0.169788 , 0.182133 
 750 , 0.15771 , 0.188642 , 0.15888 , 0.169289 , 0.188071 , 0.221619 , 0.189352 , 0.138237 , 0.180748 , 0.153169 , 0.181992 , 0.230693 , 0.183032 , 0.195376 , 0.141175 , 0.178758 , 0.167566 , 0.140273 , 0.131798 , 0.120929 , 0.184764 , 0.185068 , 0.190217 , 0.170376 , 0.182821 
 751 , 0.158231 , 0.189209 , 0.159403 , 0.169593 , 0.188585 , 0.22215 , 0.189814 , 0.138596 , 0.181215 , 0.153504 , 0.182369 , 0.231223 , 0.183523 , 0.195844 , 0.141546 , 0.179196 , 0.167955 , 0.140606 , 0.132064 , 0.121213 , 0.185226 , 0.185561 , 0.190744 , 0.170802 , 0.183337 
 752 , 0.158714 , 0.189747 , 0.159898 , 0.169891 , 0.189085 , 0.222643 , 0.190278 , 0.138933 , 0.181655 , 0.153829 , 0.182709 , 0.231732 , 0.183995 , 0.196337 , 0.141907 , 0.179623 , 0.168381 , 0.140965 , 0.132296 , 0.121473 , 0.185682 , 0.185999 , 0.191313 , 0.171205 , 0.183818 
 753 , 0.159232 , 0.190313 , 0.160428 , 0.170206 , 0.189612 , 0.223168 , 0.19077 , 0.139284 , 0.182132 , 0.15417 , 0.183075 , 0.232264 , 0.184495 , 0.19685 , 0.142291 , 0.180077 , 0.168823 , 0.141348 , 0.13255 , 0.121745 , 0.186157 , 0.186456 , 0.19191 , 0.171635 , 0.184317 
 754 , 0.159803 , 0.190841 , 0.161038 , 0.170693 , 0.190181 , 0.223728 , 0.191284 , 0.139711 , 0.18262 , 0.15457 , 0.183468 , 0.232751 , 0.184948 , 0.197328 , 0.14269 , 0.180574 , 0.169335 , 0.141766 , 0.132894 , 0.122061 , 0.186664 , 0.186928 , 0.19251 , 0.172097 , 0.184769 
 755 , 0.160481 , 0.191324 , 0.161806 , 0.171461 , 0.190838 , 0.224341 , 0.191896 , 0.140284 , 0.183194 , 0.155096 , 0.183947 , 0.233225 , 0.185386 , 0.197777 , 0.143134 , 0.181202 , 0.169974 , 0.142276 , 0.133411 , 0.122498 , 0.187245 , 0.187493 , 0.193135 , 0.172652 , 0.185234 
 756 , 0.161218 , 0.191868 , 0.162658 , 0.172315 , 0.191561 , 0.225024 , 0.192579 , 0.140925 , 0.183834 , 0.155689 , 0.184486 , 0.233778 , 0.185888 , 0.19829 , 0.143632 , 0.181904 , 0.170702 , 0.142836 , 0.133985 , 0.122994 , 0.187894 , 0.188144 , 0.193846 , 0.173284 , 0.185763 
 757 , 0.162042 , 0.19246 , 0.163598 , 0.173274 , 0.192353 , 0.225767 , 0.19333 , 0.141638 , 0.184553 , 0.156349 , 0.185094 , 0.234379 , 0.186448 , 0.198849 , 0.14419 , 0.182688 , 0.171505 , 0.143455 , 0.134621 , 0.123545 , 0.188613 , 0.188864 , 0.194625 , 0.173969 , 0.186361 
 758 , 0.162958 , 0.193091 , 0.164642 , 0.174477 , 0.193236 , 0.226602 , 0.194175 , 0.142417 , 0.185386 , 0.157082 , 0.185744 , 0.234965 , 0.187012 , 0.199392 , 0.144828 , 0.183595 , 0.172357 , 0.144092 , 0.135342 , 0.124249 , 0.189374 , 0.189616 , 0.195404 , 0.17469 , 0.186963 
 759 , 0.163931 , 0.193766 , 0.165767 , 0.175761 , 0.194187 , 0.2275 , 0.195066 , 0.143229 , 0.186244 , 0.157825 , 0.186381 , 0.235521 , 0.187563 , 0.199911 , 0.145496 , 0.184544 , 0.173251 , 0.144773 , 0.136117 , 0.12497 , 0.190171 , 0.190386 , 0.196219 , 0.175439 , 0.187563 
 760 , 0.164999 , 0.194494 , 0.167002 , 0.177176 , 0.195234 , 0.228498 , 0.196033 , 0.144109 , 0.187182 , 0.158634 , 0.187073 , 0.236116 , 0.188178 , 0.200484 , 0.146221 , 0.185573 , 0.174225 , 0.14551 , 0.136975 , 0.125765 , 0.19105 , 0.191228 , 0.197099 , 0.176258 , 0.188228 
 761 , 0.16566 , 0.195078 , 0.167822 , 0.177798 , 0.195933 , 0.229206 , 0.196693 , 0.144651 , 0.187812 , 0.159153 , 0.187466 , 0.236712 , 0.188677 , 0.201017 , 0.146707 , 0.18613 , 0.174867 , 0.145977 , 0.137395 , 0.126198 , 0.191676 , 0.191868 , 0.197875 , 0.176818 , 0.188841 
 762 , 0.16613 , 0.195542 , 0.168412 , 0.178078 , 0.196466 , 0.229738 , 0.197111 , 0.144979 , 0.188177 , 0.159487 , 0.187638 , 0.237161 , 0.188966 , 0.201357 , 0.146991 , 0.186434 , 0.175295 , 0.14625 , 0.137575 , 0.126456 , 0.192095 , 0.192317 , 0.198478 , 0.177163 , 0.189303 
 763 , 0.1666 , 0.196005 , 0.169002 , 0.178366 , 0.196988 , 0.23027 , 0.197529 , 0.145306 , 0.18855 , 0.159811 , 0.187817 , 0.237609 , 0.189244 , 0.201704 , 0.147264 , 0.186737 , 0.175714 , 0.146512 , 0.137755 , 0.126703 , 0.192514 , 0.192755 , 0.199081 , 0.177498 , 0.189775 
 764 , 0.16698 , 0.1965 , 0.169444 , 0.178358 , 0.197461 , 0.230701 , 0.197899 , 0.145546 , 0.188871 , 0.160064 , 0.188005 , 0.23815 , 0.189603 , 0.202151 , 0.147525 , 0.186911 , 0.176027 , 0.146764 , 0.137888 , 0.126919 , 0.192895 , 0.193209 , 0.199687 , 0.177825 , 0.190317 
 765 , 0.167223 , 0.197038 , 0.169692 , 0.178006 , 0.197873 , 0.230916 , 0.198211 , 0.145667 , 0.189136 , 0.160213 , 0.188189 , 0.238781 , 0.190037 , 0.202716 , 0.147751 , 0.186865 , 0.176148 , 0.146981 , 0.137897 , 0.127029 , 0.193172 , 0.193585 , 0.20022 , 0.178081 , 0.190873 
 766 , 0.167465 , 0.197561 , 0.169938 , 0.177693 , 0.19828 , 0.231101 , 0.198504 , 0.145796 , 0.189386 , 0.160335 , 0.18836 , 0.23935 , 0.190441 , 0.203244 , 0.14797 , 0.186811 , 0.176256 , 0.147168 , 0.137901 , 0.127113 , 0.193399 , 0.193912 , 0.200687 , 0.178309 , 0.191365 
 767 , 0.167695 , 0.198047 , 0.170175 , 0.177431 , 0.19867 , 0.231279 , 0.19879 , 0.145918 , 0.18963 , 0.160467 , 0.188524 , 0.239883 , 0.190819 , 0.203733 , 0.148175 , 0.186778 , 0.176363 , 0.147348 , 0.137909 , 0.127197 , 0.193634 , 0.194229 , 0.201113 , 0.178528 , 0.191813 
 768 , 0.16801 , 0.198527 , 0.17051 , 0.177488 , 0.199112 , 0.231553 , 0.199131 , 0.146163 , 0.18995 , 0.160697 , 0.188751 , 0.240334 , 0.191167 , 0.204158 , 0.148421 , 0.186883 , 0.176615 , 0.147576 , 0.137976 , 0.127327 , 0.193964 , 0.194568 , 0.201528 , 0.178827 , 0.192226 
 769 , 0.16831 , 0.198973 , 0.170813 , 0.177533 , 0.199529 , 0.231842 , 0.199446 , 0.146398 , 0.190251 , 0.160914 , 0.188962 , 0.240749 , 0.191493 , 0.204544 , 0.148641 , 0.186997 , 0.176857 , 0.147798 , 0.138065 , 0.127452 , 0.194292 , 0.194913 , 0.20193 , 0.179128 , 0.192642 
 770 , 0.1686 , 0.199402 , 0.171106 , 0.177579 , 0.199929 , 0.232109 , 0.199744 , 0.14662 , 0.190534 , 0.16112 , 0.189156 , 0.241143 , 0.19181 , 0.204913 , 0.148858 , 0.187104 , 0.177089 , 0.147998 , 0.138141 , 0.127581 , 0.194603 , 0.195241 , 0.202315 , 0.179419 , 0.193031 
 771 , 0.169053 , 0.199825 , 0.171612 , 0.177944 , 0.200432 , 0.232577 , 0.200133 , 0.146967 , 0.190925 , 0.161442 , 0.189375 , 0.241551 , 0.192148 , 0.205279 , 0.149124 , 0.187414 , 0.177486 , 0.14833 , 0.138394 , 0.127813 , 0.194997 , 0.195679 , 0.202804 , 0.179784 , 0.193465 
 772 , 0.169552 , 0.200236 , 0.17219 , 0.17839 , 0.200966 , 0.233137 , 0.200545 , 0.147341 , 0.191324 , 0.161818 , 0.189622 , 0.241974 , 0.192483 , 0.205689 , 0.149389 , 0.187789 , 0.177988 , 0.148716 , 0.138719 , 0.128113 , 0.19542 , 0.196196 , 0.203369 , 0.180176 , 0.19397 
 773 , 0.170039 , 0.200644 , 0.172755 , 0.178833 , 0.201487 , 0.233693 , 0.200962 , 0.147713 , 0.191719 , 0.162191 , 0.189874 , 0.242393 , 0.192824 , 0.206085 , 0.149661 , 0.18817 , 0.178477 , 0.14909 , 0.139041 , 0.128412 , 0.195849 , 0.196701 , 0.203921 , 0.180556 , 0.194472 
 774 , 0.170573 , 0.201075 , 0.17336 , 0.179331 , 0.202045 , 0.234242 , 0.201414 , 0.148113 , 0.192147 , 0.162578 , 0.190179 , 0.242821 , 0.193183 , 0.206509 , 0.149977 , 0.188578 , 0.178992 , 0.149488 , 0.139402 , 0.12877 , 0.196281 , 0.197223 , 0.204493 , 0.180969 , 0.194973 
 775 , 0.171157 , 0.201557 , 0.174012 , 0.179882 , 0.202672 , 0.234782 , 0.201954 , 0.148603 , 0.19269 , 0.163009 , 0.190563 , 0.243271 , 0.193588 , 0.206963 , 0.15039 , 0.189079 , 0.179523 , 0.149917 , 0.139765 , 0.129178 , 0.196755 , 0.197728 , 0.205073 , 0.181442 , 0.195441 
 776 , 0.17175 , 0.202052 , 0.174646 , 0.18044 , 0.203292 , 0.235298 , 0.202497 , 0.149096 , 0.193257 , 0.163448 , 0.190938 , 0.243723 , 0.194005 , 0.207419 , 0.15081 , 0.189594 , 0.180033 , 0.150346 , 0.140132 , 0.129567 , 0.197233 , 0.198218 , 0.205639 , 0.181926 , 0.195899 
 777 , 0.172311 , 0.202533 , 0.175251 , 0.180952 , 0.203889 , 0.2358 , 0.203026 , 0.149564 , 0.193796 , 0.163878 , 0.191282 , 0.244157 , 0.194403 , 0.207845 , 0.151214 , 0.190078 , 0.180516 , 0.150749 , 0.140476 , 0.129937 , 0.197695 , 0.198672 , 0.206175 , 0.182385 , 0.196319 
 778 , 0.172703 , 0.202908 , 0.17573 , 0.181261 , 0.204355 , 0.236178 , 0.203412 , 0.149846 , 0.194131 , 0.164183 , 0.191465 , 0.24446 , 0.194654 , 0.208125 , 0.151531 , 0.190361 , 0.180851 , 0.150998 , 0.140689 , 0.13016 , 0.198043 , 0.198995 , 0.206601 , 0.182641 , 0.196606 
 779 , 0.1731 , 0.203287 , 0.176273 , 0.181571 , 0.204822 , 0.236591 , 0.203812 , 0.150136 , 0.194464 , 0.164486 , 0.191681 , 0.244804 , 0.19494 , 0.208433 , 0.151851 , 0.190643 , 0.181209 , 0.15126 , 0.140921 , 0.130402 , 0.198409 , 0.199352 , 0.207051 , 0.182896 , 0.196941 
 780 , 0.173499 , 0.203668 , 0.176809 , 0.181883 , 0.205299 , 0.237004 , 0.204203 , 0.150436 , 0.194798 , 0.1648 , 0.191898 , 0.24514 , 0.195218 , 0.208743 , 0.152172 , 0.190935 , 0.181568 , 0.151523 , 0.141155 , 0.130644 , 0.198785 , 0.19971 , 0.207512 , 0.183161 , 0.197268 
 781 , 0.173945 , 0.204056 , 0.177397 , 0.182235 , 0.205825 , 0.237428 , 0.204553 , 0.150776 , 0.195202 , 0.165119 , 0.192094 , 0.245527 , 0.195575 , 0.209076 , 0.15244 , 0.191214 , 0.181939 , 0.151809 , 0.141386 , 0.130906 , 0.19917 , 0.200098 , 0.207977 , 0.183517 , 0.197659 
 782 , 0.174406 , 0.204465 , 0.177945 , 0.182602 , 0.206368 , 0.237852 , 0.204895 , 0.151108 , 0.195609 , 0.165454 , 0.192281 , 0.245905 , 0.195953 , 0.209419 , 0.152696 , 0.191496 , 0.182334 , 0.152084 , 0.141621 , 0.131187 , 0.199559 , 0.200515 , 0.208463 , 0.183903 , 0.198057 
 783 , 0.174867 , 0.204874 , 0.178511 , 0.182959 , 0.206911 , 0.238286 , 0.205237 , 0.15146 , 0.196026 , 0.165799 , 0.192477 , 0.246293 , 0.196332 , 0.209781 , 0.152972 , 0.191779 , 0.18273 , 0.152369 , 0.141856 , 0.131468 , 0.199948 , 0.200933 , 0.208968 , 0.184308 , 0.198465 
 784 , 0.175349 , 0.205303 , 0.179084 , 0.183316 , 0.207467 , 0.238714 , 0.205638 , 0.15182 , 0.196436 , 0.166137 , 0.19273 , 0.246701 , 0.196694 , 0.210168 , 0.153286 , 0.192059 , 0.183144 , 0.152692 , 0.14211 , 0.131768 , 0.200333 , 0.201387 , 0.209469 , 0.184705 , 0.198878 
 785 , 0.175874 , 0.205766 , 0.179687 , 0.183673 , 0.208018 , 0.239155 , 0.206092 , 0.15221 , 0.196847 , 0.166495 , 0.193053 , 0.247155 , 0.197038 , 0.210614 , 0.153657 , 0.192363 , 0.183568 , 0.153062 , 0.142399 , 0.1321 , 0.200746 , 0.201896 , 0.209991 , 0.185129 , 0.199328 
 786 , 0.17641 , 0.206226 , 0.1803 , 0.184037 , 0.208592 , 0.239595 , 0.206561 , 0.152621 , 0.197258 , 0.166858 , 0.193387 , 0.247614 , 0.197402 , 0.211073 , 0.15403 , 0.192669 , 0.183989 , 0.153445 , 0.142696 , 0.132444 , 0.201177 , 0.202403 , 0.210527 , 0.18556 , 0.199778 
 787 , 0.176933 , 0.206685 , 0.180909 , 0.184388 , 0.209148 , 0.240021 , 0.207011 , 0.153016 , 0.197649 , 0.167207 , 0.193701 , 0.24806 , 0.197735 , 0.211505 , 0.154386 , 0.192973 , 0.184407 , 0.153821 , 0.142964 , 0.132769 , 0.201597 , 0.202891 , 0.211055 , 0.185978 , 0.200227 
 788 , 0.177312 , 0.207084 , 0.181435 , 0.184676 , 0.209615 , 0.240385 , 0.207391 , 0.153321 , 0.197956 , 0.167502 , 0.193871 , 0.248353 , 0.197984 , 0.211811 , 0.154615 , 0.193229 , 0.184743 , 0.154098 , 0.143148 , 0.133012 , 0.201925 , 0.203239 , 0.211504 , 0.186258 , 0.200583 
 789 , 0.177682 , 0.207491 , 0.181961 , 0.184974 , 0.21011 , 0.240754 , 0.207779 , 0.15363 , 0.198252 , 0.1678 , 0.194021 , 0.24865 , 0.198223 , 0.212125 , 0.154858 , 0.193484 , 0.185089 , 0.154369 , 0.143326 , 0.133243 , 0.202253 , 0.203586 , 0.211952 , 0.186518 , 0.200948 
 790 , 0.178055 , 0.20792 , 0.1825 , 0.185274 , 0.210608 , 0.241135 , 0.208179 , 0.15395 , 0.19855 , 0.1681 , 0.194183 , 0.248949 , 0.198474 , 0.212432 , 0.155112 , 0.193751 , 0.185437 , 0.154651 , 0.143515 , 0.133484 , 0.202592 , 0.203945 , 0.212403 , 0.186791 , 0.201306 
 791 , 0.178538 , 0.20841 , 0.183098 , 0.185689 , 0.211213 , 0.241631 , 0.208631 , 0.15433 , 0.198984 , 0.168469 , 0.194472 , 0.249454 , 0.198888 , 0.212873 , 0.155482 , 0.194108 , 0.185853 , 0.155012 , 0.14381 , 0.133779 , 0.203015 , 0.204388 , 0.21296 , 0.187158 , 0.201748 
 792 , 0.17905 , 0.208895 , 0.183707 , 0.186098 , 0.211823 , 0.242119 , 0.209058 , 0.154707 , 0.199398 , 0.168852 , 0.19476 , 0.249955 , 0.199311 , 0.213321 , 0.155821 , 0.194462 , 0.186271 , 0.155379 , 0.144125 , 0.1341 , 0.20345 , 0.204833 , 0.213513 , 0.187548 , 0.202192 
 793 , 0.179572 , 0.20938 , 0.184327 , 0.186517 , 0.212445 , 0.242628 , 0.209505 , 0.155095 , 0.199812 , 0.169235 , 0.195057 , 0.250467 , 0.199736 , 0.21378 , 0.156171 , 0.194817 , 0.18669 , 0.155748 , 0.144441 , 0.134422 , 0.203885 , 0.205288 , 0.214068 , 0.187948 , 0.202646 
 794 , 0.180088 , 0.209842 , 0.18492 , 0.1869 , 0.213041 , 0.243064 , 0.209938 , 0.155436 , 0.200186 , 0.169606 , 0.195325 , 0.250922 , 0.20009 , 0.214203 , 0.156493 , 0.195133 , 0.187101 , 0.156079 , 0.144733 , 0.134723 , 0.204308 , 0.205711 , 0.214578 , 0.188312 , 0.203088 
