  time  ,36:42 PM,36:53 PM,37:04 PM,37:12 PM,37:24 PM,37:50 PM,37:55 PM,38:01 PM,38:10 PM,38:19 PM,38:40 PM,38:48 PM,39:08 PM,39:18 PM,39:28 PM,40:06 PM,40:15 PM,40:24 PM,40:36 PM,40:44 PM,41:49 PM,41:56 PM,42:05 PM,42:12 PM,42:21 PM,42:49 PM,42:57 PM,43:03 PM,43:10 PM,43:19 PM,44:01 PM,44:10 PM,44:17 PM,44:24 PM,44:31 PM,44:57 PM,45:06 PM,45:13 PM,45:21 PM,45:29 PM,46:49 PM,47:14 PM,47:26 PM,47:33 PM,47:40 PM,47:47 PM,48:34 PM,48:42 PM,48:50 PM,49:00 PM,49:07 PM,49:45 PM,49:53 PM,50:00 PM,50:08 PM,50:16 PM,50:51 PM,50:59 PM,51:08 PM,51:17 PM,51:24 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 507 , 0.05962 , 0.042915 , 0.062992 , 0.073816 , 0.060837 , 0.037795 , 0.037094 , 0.045983 , 0.039443 , 0.033705 , 0.041014 , 0.035049 , 0.025349 , 0.028399 , 0.031973 , 0.050114 , 0.050579 , 0.047005 , 0.039451 , 0.056097 , 0.040643 , 0.054297 , 0.069472 , 0.052371 , 0.057871 , 0.037018 , 0.033705 , 0.034947 , 0.036629 , 0.038868 , 0.050816 , 0.057195 , 0.054356 , 0.060313 , 0.059333 , 0.052869 , 0.036773 , 0.042577 , 0.045788 , 0.047292 , 0.050664 , 0.05101 , 0.049853 , 0.066025 , 0.0721 , 0.062569 , 0.064284 , 0.069726 , 0.067335 , 0.057153 , 0.053106 , 0.030545 , 0.031432 , 0.036646 , 0.032573 , 0.032928 , 0.050419 , 0.044656 , 0.045518 , 0.045315 , 0.053528 
 508 , 0.060071 , 0.043202 , 0.063453 , 0.074258 , 0.061303 , 0.038403 , 0.037846 , 0.046626 , 0.039938 , 0.034067 , 0.041507 , 0.035898 , 0.026147 , 0.029125 , 0.032473 , 0.05054 , 0.051021 , 0.047453 , 0.039988 , 0.056613 , 0.041169 , 0.054816 , 0.069965 , 0.052843 , 0.058308 , 0.037542 , 0.034354 , 0.035476 , 0.037323 , 0.039516 , 0.051282 , 0.057709 , 0.05485 , 0.060822 , 0.05981 , 0.053382 , 0.037222 , 0.042966 , 0.046222 , 0.047672 , 0.051097 , 0.051459 , 0.05038 , 0.06654 , 0.07263 , 0.06304 , 0.064727 , 0.070193 , 0.067789 , 0.057591 , 0.053484 , 0.031334 , 0.031967 , 0.037154 , 0.032988 , 0.033384 , 0.050894 , 0.045058 , 0.045859 , 0.045758 , 0.053964 
 509 , 0.060513 , 0.043489 , 0.063907 , 0.074701 , 0.06176 , 0.038992 , 0.038588 , 0.047261 , 0.040415 , 0.034429 , 0.041998 , 0.036736 , 0.026927 , 0.02984 , 0.032964 , 0.050957 , 0.051454 , 0.047884 , 0.040508 , 0.05712 , 0.041695 , 0.055335 , 0.07044 , 0.053314 , 0.058737 , 0.038049 , 0.034993 , 0.035995 , 0.038007 , 0.040146 , 0.05174 , 0.058223 , 0.055327 , 0.061322 , 0.060278 , 0.053879 , 0.037654 , 0.043354 , 0.046646 , 0.048052 , 0.051529 , 0.0519 , 0.05089 , 0.067047 , 0.073152 , 0.063494 , 0.065161 , 0.070643 , 0.068234 , 0.05803 , 0.053845 , 0.032105 , 0.032501 , 0.037662 , 0.033402 , 0.033823 , 0.051361 , 0.04545 , 0.046191 , 0.046191 , 0.054401 
 510 , 0.060971 , 0.0438 , 0.064379 , 0.075148 , 0.062233 , 0.039601 , 0.039357 , 0.047905 , 0.040905 , 0.034797 , 0.042496 , 0.037607 , 0.027772 , 0.030591 , 0.033468 , 0.051397 , 0.051893 , 0.048334 , 0.041048 , 0.057631 , 0.042226 , 0.055856 , 0.070932 , 0.053795 , 0.059171 , 0.038592 , 0.035656 , 0.036539 , 0.038718 , 0.040813 , 0.052213 , 0.058742 , 0.055814 , 0.061838 , 0.060761 , 0.0544 , 0.038104 , 0.043741 , 0.047089 , 0.048444 , 0.051977 , 0.052348 , 0.051422 , 0.067559 , 0.073675 , 0.063966 , 0.065615 , 0.071109 , 0.068678 , 0.058472 , 0.054224 , 0.032913 , 0.033039 , 0.038196 , 0.03383 , 0.034293 , 0.051843 , 0.045861 , 0.046534 , 0.046635 , 0.054838 
 511 , 0.061523 , 0.044247 , 0.06499 , 0.075727 , 0.062819 , 0.040317 , 0.040325 , 0.048606 , 0.041512 , 0.035276 , 0.043119 , 0.038726 , 0.028948 , 0.031599 , 0.034106 , 0.051972 , 0.052443 , 0.048892 , 0.041688 , 0.058216 , 0.042892 , 0.056499 , 0.071478 , 0.054362 , 0.05968 , 0.039324 , 0.036437 , 0.037228 , 0.039601 , 0.041646 , 0.05278 , 0.059343 , 0.056331 , 0.062432 , 0.061329 , 0.05501 , 0.038659 , 0.044196 , 0.047629 , 0.048909 , 0.052527 , 0.052872 , 0.052031 , 0.068112 , 0.07428 , 0.064535 , 0.066185 , 0.071646 , 0.069172 , 0.05899 , 0.054656 , 0.033921 , 0.03366 , 0.038895 , 0.034384 , 0.034897 , 0.052434 , 0.046384 , 0.046948 , 0.047183 , 0.055346 
 512 , 0.062067 , 0.044693 , 0.065601 , 0.076295 , 0.063405 , 0.041025 , 0.041286 , 0.049304 , 0.042119 , 0.035749 , 0.043742 , 0.039838 , 0.030129 , 0.032611 , 0.034731 , 0.052551 , 0.052981 , 0.049438 , 0.04232 , 0.058794 , 0.04354 , 0.057137 , 0.072021 , 0.054932 , 0.060191 , 0.040049 , 0.037222 , 0.037912 , 0.040478 , 0.042472 , 0.053334 , 0.059947 , 0.056851 , 0.063035 , 0.061907 , 0.055622 , 0.039224 , 0.044643 , 0.048168 , 0.049363 , 0.053081 , 0.053393 , 0.052636 , 0.068663 , 0.074881 , 0.065096 , 0.066754 , 0.07218 , 0.069665 , 0.059509 , 0.055084 , 0.034925 , 0.034285 , 0.039586 , 0.034942 , 0.035497 , 0.053014 , 0.046914 , 0.047369 , 0.047722 , 0.055858 
 513 , 0.062612 , 0.04514 , 0.066212 , 0.076862 , 0.063983 , 0.041733 , 0.042246 , 0.050002 , 0.042717 , 0.036223 , 0.044357 , 0.040942 , 0.031302 , 0.033615 , 0.035365 , 0.053123 , 0.053518 , 0.049985 , 0.042953 , 0.059373 , 0.044198 , 0.057766 , 0.072555 , 0.055495 , 0.060694 , 0.040774 , 0.038006 , 0.038595 , 0.041363 , 0.043297 , 0.053897 , 0.060542 , 0.057371 , 0.06363 , 0.062477 , 0.056235 , 0.039773 , 0.045089 , 0.048706 , 0.049825 , 0.053628 , 0.053905 , 0.053232 , 0.069215 , 0.075474 , 0.065657 , 0.067323 , 0.072715 , 0.070157 , 0.060029 , 0.055512 , 0.035928 , 0.034902 , 0.040277 , 0.035499 , 0.036105 , 0.053602 , 0.047436 , 0.047781 , 0.048261 , 0.056361 
 514 , 0.063229 , 0.045616 , 0.066908 , 0.077474 , 0.064643 , 0.042585 , 0.043359 , 0.050827 , 0.043427 , 0.036801 , 0.045102 , 0.042416 , 0.032759 , 0.034839 , 0.036009 , 0.053766 , 0.054119 , 0.050591 , 0.043671 , 0.060004 , 0.045001 , 0.05848 , 0.073155 , 0.056157 , 0.061267 , 0.041591 , 0.038922 , 0.039402 , 0.042391 , 0.044252 , 0.054549 , 0.061233 , 0.058026 , 0.06429 , 0.063111 , 0.056956 , 0.040438 , 0.045632 , 0.049329 , 0.050347 , 0.054229 , 0.05449 , 0.053925 , 0.069838 , 0.076152 , 0.066302 , 0.067952 , 0.07334 , 0.070722 , 0.060594 , 0.056022 , 0.037255 , 0.035706 , 0.041069 , 0.036178 , 0.036792 , 0.054254 , 0.04804 , 0.048242 , 0.048891 , 0.05694 
 515 , 0.063857 , 0.046108 , 0.067607 , 0.078092 , 0.065307 , 0.04347 , 0.044507 , 0.051679 , 0.044161 , 0.037394 , 0.045872 , 0.043968 , 0.034293 , 0.036121 , 0.036669 , 0.054418 , 0.054738 , 0.051207 , 0.044406 , 0.060655 , 0.045839 , 0.059213 , 0.07376 , 0.056845 , 0.06186 , 0.042425 , 0.039872 , 0.040243 , 0.043462 , 0.04524 , 0.05521 , 0.061936 , 0.058716 , 0.064961 , 0.063764 , 0.057713 , 0.041119 , 0.046193 , 0.049977 , 0.050895 , 0.054848 , 0.055084 , 0.054629 , 0.070481 , 0.076844 , 0.06695 , 0.068602 , 0.073996 , 0.071307 , 0.061169 , 0.05655 , 0.03865 , 0.036551 , 0.041878 , 0.036897 , 0.037504 , 0.054915 , 0.04867 , 0.048712 , 0.049547 , 0.057536 
 516 , 0.064486 , 0.046593 , 0.068316 , 0.078701 , 0.065979 , 0.044357 , 0.045648 , 0.052532 , 0.044889 , 0.037988 , 0.046644 , 0.045522 , 0.035812 , 0.037398 , 0.03733 , 0.055071 , 0.05535 , 0.051823 , 0.045142 , 0.061297 , 0.046677 , 0.059939 , 0.074357 , 0.057526 , 0.062453 , 0.043261 , 0.040823 , 0.041084 , 0.044526 , 0.04623 , 0.055881 , 0.062639 , 0.059399 , 0.065634 , 0.064419 , 0.058463 , 0.041801 , 0.046753 , 0.050617 , 0.051435 , 0.055459 , 0.05567 , 0.055324 , 0.071125 , 0.077537 , 0.067608 , 0.069253 , 0.074652 , 0.071885 , 0.061753 , 0.057079 , 0.040047 , 0.037398 , 0.042687 , 0.037609 , 0.038216 , 0.055578 , 0.049293 , 0.049183 , 0.050195 , 0.058125 
 517 , 0.065155 , 0.047108 , 0.069068 , 0.07939 , 0.06669 , 0.045295 , 0.046889 , 0.053483 , 0.045674 , 0.038641 , 0.047454 , 0.047226 , 0.037477 , 0.03881 , 0.038118 , 0.055769 , 0.056047 , 0.052497 , 0.045969 , 0.061992 , 0.047563 , 0.060727 , 0.075013 , 0.05824 , 0.063072 , 0.044182 , 0.041871 , 0.041989 , 0.045674 , 0.047302 , 0.056604 , 0.063401 , 0.060137 , 0.066369 , 0.06513 , 0.059277 , 0.042545 , 0.047369 , 0.051316 , 0.052024 , 0.056123 , 0.056317 , 0.056081 , 0.071826 , 0.078277 , 0.0683 , 0.069962 , 0.075367 , 0.072517 , 0.062389 , 0.057658 , 0.041626 , 0.038346 , 0.043574 , 0.038379 , 0.038995 , 0.0563 , 0.049975 , 0.049688 , 0.050911 , 0.058788 
 518 , 0.065896 , 0.047662 , 0.069898 , 0.080171 , 0.067458 , 0.046303 , 0.048228 , 0.054559 , 0.046531 , 0.039364 , 0.048312 , 0.049114 , 0.039305 , 0.040394 , 0.039068 , 0.056526 , 0.056838 , 0.053259 , 0.046919 , 0.062756 , 0.048523 , 0.061582 , 0.075739 , 0.058999 , 0.063744 , 0.045197 , 0.043028 , 0.04296 , 0.046919 , 0.048489 , 0.057412 , 0.064242 , 0.060958 , 0.067205 , 0.065913 , 0.060164 , 0.043391 , 0.048084 , 0.052102 , 0.052702 , 0.05683 , 0.057032 , 0.056897 , 0.072599 , 0.079082 , 0.069053 , 0.07075 , 0.076161 , 0.073215 , 0.063102 , 0.058282 , 0.043424 , 0.039406 , 0.044556 , 0.039229 , 0.039828 , 0.0571 , 0.050743 , 0.050254 , 0.051723 , 0.059548 
 519 , 0.066621 , 0.048216 , 0.070702 , 0.080935 , 0.068209 , 0.047295 , 0.049552 , 0.055627 , 0.047363 , 0.040079 , 0.049154 , 0.050971 , 0.04111 , 0.041955 , 0.040003 , 0.057275 , 0.057621 , 0.054005 , 0.047861 , 0.063503 , 0.049467 , 0.062421 , 0.076448 , 0.059759 , 0.064407 , 0.046205 , 0.044169 , 0.043924 , 0.048157 , 0.049661 , 0.058213 , 0.065066 , 0.06177 , 0.068023 , 0.06668 , 0.061044 , 0.044211 , 0.048783 , 0.052881 , 0.053363 , 0.057528 , 0.05774 , 0.057706 , 0.073364 , 0.079879 , 0.069806 , 0.07153 , 0.076938 , 0.073905 , 0.063807 , 0.058906 , 0.0452 , 0.040459 , 0.045521 , 0.04007 , 0.040654 , 0.057883 , 0.051503 , 0.050811 , 0.052518 , 0.0603 
 520 , 0.067353 , 0.04876 , 0.071521 , 0.081709 , 0.068968 , 0.048287 , 0.050874 , 0.056682 , 0.04821 , 0.040795 , 0.049995 , 0.052844 , 0.042926 , 0.043535 , 0.040931 , 0.058027 , 0.058399 , 0.054755 , 0.048794 , 0.064258 , 0.050409 , 0.06326 , 0.07716 , 0.060504 , 0.065061 , 0.047204 , 0.045302 , 0.044888 , 0.049377 , 0.050823 , 0.059008 , 0.065898 , 0.062584 , 0.068849 , 0.067446 , 0.061925 , 0.04504 , 0.049479 , 0.053656 , 0.054019 , 0.05823 , 0.058441 , 0.058517 , 0.074117 , 0.080669 , 0.070549 , 0.072299 , 0.07771 , 0.07459 , 0.064512 , 0.059532 , 0.046976 , 0.041506 , 0.046486 , 0.040905 , 0.04148 , 0.058669 , 0.05226 , 0.051373 , 0.053309 , 0.061045 
 521 , 0.068176 , 0.049367 , 0.072456 , 0.082562 , 0.069817 , 0.049307 , 0.052267 , 0.057748 , 0.04913 , 0.041552 , 0.05088 , 0.054898 , 0.04496 , 0.045349 , 0.041831 , 0.058847 , 0.059211 , 0.055507 , 0.049764 , 0.065021 , 0.051405 , 0.064142 , 0.077902 , 0.061292 , 0.065774 , 0.048233 , 0.046432 , 0.045907 , 0.050635 , 0.052056 , 0.059879 , 0.066797 , 0.063474 , 0.06969 , 0.068227 , 0.062915 , 0.045941 , 0.050246 , 0.054492 , 0.054729 , 0.058991 , 0.05916 , 0.059389 , 0.074925 , 0.081505 , 0.071381 , 0.073098 , 0.07852 , 0.07528 , 0.065267 , 0.060209 , 0.048884 , 0.042634 , 0.047497 , 0.041806 , 0.042389 , 0.059516 , 0.053046 , 0.052005 , 0.054153 , 0.061808 
 522 , 0.068987 , 0.049965 , 0.073372 , 0.083396 , 0.070655 , 0.05032 , 0.053639 , 0.058794 , 0.050032 , 0.042303 , 0.051751 , 0.056907 , 0.046968 , 0.047137 , 0.042718 , 0.059658 , 0.060005 , 0.056246 , 0.050727 , 0.065779 , 0.052377 , 0.065008 , 0.07863 , 0.062071 , 0.066464 , 0.049245 , 0.047543 , 0.046909 , 0.051869 , 0.053266 , 0.06075 , 0.067692 , 0.064356 , 0.070519 , 0.068996 , 0.063882 , 0.046824 , 0.050989 , 0.055315 , 0.055425 , 0.059734 , 0.059861 , 0.060251 , 0.075717 , 0.082321 , 0.072187 , 0.073889 , 0.079307 , 0.075954 , 0.066007 , 0.060877 , 0.050752 , 0.043751 , 0.048492 , 0.042693 , 0.043285 , 0.060344 , 0.053825 , 0.052623 , 0.054976 , 0.062562 
 523 , 0.069782 , 0.050546 , 0.074264 , 0.084221 , 0.071476 , 0.051309 , 0.054986 , 0.059825 , 0.050919 , 0.04303 , 0.052605 , 0.058893 , 0.048936 , 0.048894 , 0.043589 , 0.060452 , 0.060791 , 0.056978 , 0.051665 , 0.066519 , 0.053342 , 0.065858 , 0.07934 , 0.062833 , 0.067146 , 0.050233 , 0.04864 , 0.047894 , 0.05308 , 0.054444 , 0.061596 , 0.068561 , 0.065223 , 0.071324 , 0.069748 , 0.064833 , 0.04769 , 0.051724 , 0.056122 , 0.056105 , 0.060469 , 0.060545 , 0.061088 , 0.076493 , 0.083119 , 0.072985 , 0.074654 , 0.080077 , 0.07662 , 0.06674 , 0.061528 , 0.052588 , 0.044843 , 0.04947 , 0.043555 , 0.044157 , 0.061155 , 0.054588 , 0.053224 , 0.055791 , 0.063299 
 524 , 0.070634 , 0.051192 , 0.075209 , 0.085079 , 0.07234 , 0.052337 , 0.056377 , 0.060968 , 0.05187 , 0.043808 , 0.053534 , 0.061011 , 0.050971 , 0.050674 , 0.044496 , 0.061291 , 0.061639 , 0.057777 , 0.052685 , 0.067342 , 0.05434 , 0.066782 , 0.080123 , 0.063641 , 0.067876 , 0.051259 , 0.0498 , 0.048909 , 0.054366 , 0.055689 , 0.06253 , 0.069523 , 0.066154 , 0.072188 , 0.070575 , 0.065848 , 0.048637 , 0.052524 , 0.057013 , 0.056869 , 0.061257 , 0.061291 , 0.061961 , 0.077313 , 0.083984 , 0.073825 , 0.075497 , 0.080929 , 0.077356 , 0.067503 , 0.062207 , 0.054544 , 0.046015 , 0.050479 , 0.04447 , 0.045039 , 0.062046 , 0.055443 , 0.053873 , 0.056691 , 0.064083 
 525 , 0.071509 , 0.05185 , 0.07616 , 0.085947 , 0.073209 , 0.053381 , 0.057785 , 0.062139 , 0.05282 , 0.044589 , 0.054478 , 0.06315 , 0.053015 , 0.052445 , 0.045405 , 0.062139 , 0.062504 , 0.058593 , 0.053721 , 0.068184 , 0.055345 , 0.067716 , 0.08093 , 0.06446 , 0.068609 , 0.052292 , 0.050966 , 0.049929 , 0.055659 , 0.056952 , 0.063482 , 0.070514 , 0.067113 , 0.073065 , 0.071415 , 0.066883 , 0.049605 , 0.053338 , 0.057938 , 0.057666 , 0.062062 , 0.062054 , 0.062836 , 0.078132 , 0.084875 , 0.074655 , 0.076355 , 0.081797 , 0.078098 , 0.068295 , 0.062878 , 0.056527 , 0.047208 , 0.051485 , 0.04538 , 0.045915 , 0.062955 , 0.056314 , 0.054529 , 0.057624 , 0.064885 
 526 , 0.072366 , 0.052501 , 0.077086 , 0.086788 , 0.07407 , 0.0544 , 0.059162 , 0.063294 , 0.053753 , 0.045362 , 0.055406 , 0.065253 , 0.055022 , 0.054196 , 0.046299 , 0.062979 , 0.063362 , 0.059401 , 0.05475 , 0.06901 , 0.056334 , 0.068635 , 0.08172 , 0.06527 , 0.069325 , 0.053293 , 0.052117 , 0.050942 , 0.05693 , 0.058191 , 0.064427 , 0.071489 , 0.068047 , 0.073925 , 0.072247 , 0.067894 , 0.050567 , 0.054136 , 0.058847 , 0.058447 , 0.062851 , 0.0628 , 0.063694 , 0.078934 , 0.085741 , 0.075476 , 0.077205 , 0.082657 , 0.078832 , 0.069061 , 0.063541 , 0.058472 , 0.048378 , 0.052484 , 0.046282 , 0.046768 , 0.063856 , 0.057186 , 0.055176 , 0.058532 , 0.065671 
 527 , 0.073226 , 0.053133 , 0.077988 , 0.087625 , 0.074899 , 0.055387 , 0.060482 , 0.064391 , 0.054652 , 0.0461 , 0.056291 , 0.067285 , 0.056957 , 0.055856 , 0.047175 , 0.063794 , 0.064178 , 0.060175 , 0.055711 , 0.06982 , 0.057281 , 0.069513 , 0.082495 , 0.066047 , 0.070016 , 0.054251 , 0.053219 , 0.051904 , 0.058135 , 0.059373 , 0.065347 , 0.072432 , 0.068975 , 0.074779 , 0.073055 , 0.068898 , 0.051503 , 0.054943 , 0.059731 , 0.059202 , 0.063632 , 0.063529 , 0.064519 , 0.079721 , 0.086575 , 0.076273 , 0.078014 , 0.083485 , 0.07955 , 0.06982 , 0.064187 , 0.060337 , 0.04948 , 0.05344 , 0.047133 , 0.047602 , 0.064716 , 0.058015 , 0.055813 , 0.059407 , 0.066448 
 528 , 0.074077 , 0.053775 , 0.078866 , 0.088445 , 0.075711 , 0.05634 , 0.061703 , 0.065414 , 0.055494 , 0.046822 , 0.05711 , 0.069203 , 0.058795 , 0.057418 , 0.048036 , 0.064585 , 0.064952 , 0.060916 , 0.056597 , 0.070605 , 0.058162 , 0.070349 , 0.083228 , 0.066782 , 0.070674 , 0.055126 , 0.054279 , 0.0528 , 0.059274 , 0.060454 , 0.066252 , 0.073359 , 0.069878 , 0.075608 , 0.073838 , 0.069895 , 0.052407 , 0.055759 , 0.060599 , 0.059924 , 0.064405 , 0.064225 , 0.06532 , 0.080474 , 0.087358 , 0.077028 , 0.078781 , 0.084297 , 0.080252 , 0.070545 , 0.064824 , 0.062087 , 0.050499 , 0.054356 , 0.047917 , 0.048421 , 0.065517 , 0.058803 , 0.056435 , 0.060214 , 0.067219 
 529 , 0.074912 , 0.0544 , 0.079728 , 0.089264 , 0.076506 , 0.057279 , 0.062899 , 0.066421 , 0.056328 , 0.047528 , 0.057921 , 0.071099 , 0.060612 , 0.05895 , 0.04889 , 0.065367 , 0.06571 , 0.06164 , 0.057467 , 0.071391 , 0.059035 , 0.071168 , 0.083952 , 0.067518 , 0.071314 , 0.055985 , 0.055317 , 0.053689 , 0.060389 , 0.061529 , 0.067141 , 0.074261 , 0.070765 , 0.076429 , 0.074612 , 0.070868 , 0.053303 , 0.056568 , 0.061451 , 0.060637 , 0.065162 , 0.064904 , 0.066104 , 0.081218 , 0.088133 , 0.077774 , 0.07953 , 0.0851 , 0.080936 , 0.071262 , 0.065453 , 0.063816 , 0.051504 , 0.055265 , 0.048685 , 0.049216 , 0.06631 , 0.059575 , 0.057047 , 0.061014 , 0.06798 
 530 , 0.075734 , 0.055011 , 0.080576 , 0.090062 , 0.077297 , 0.058196 , 0.064076 , 0.067407 , 0.057148 , 0.04822 , 0.058711 , 0.072953 , 0.062393 , 0.060462 , 0.049723 , 0.066136 , 0.066463 , 0.062359 , 0.058324 , 0.072154 , 0.059895 , 0.071974 , 0.084671 , 0.068231 , 0.071948 , 0.056839 , 0.056341 , 0.054556 , 0.061484 , 0.062582 , 0.068016 , 0.075159 , 0.071639 , 0.077236 , 0.075374 , 0.071837 , 0.054187 , 0.057354 , 0.06229 , 0.061329 , 0.065905 , 0.06557 , 0.066875 , 0.081949 , 0.088894 , 0.078507 , 0.080275 , 0.08589 , 0.081615 , 0.071974 , 0.066068 , 0.06551 , 0.052487 , 0.056152 , 0.049448 , 0.049997 , 0.067098 , 0.060333 , 0.057655 , 0.061801 , 0.068729 
 531 , 0.07655 , 0.0556 , 0.08142 , 0.090868 , 0.078099 , 0.059024 , 0.065116 , 0.068291 , 0.057897 , 0.048863 , 0.059446 , 0.074615 , 0.063954 , 0.061863 , 0.050437 , 0.066888 , 0.067163 , 0.063076 , 0.05917 , 0.07292 , 0.060753 , 0.072799 , 0.085413 , 0.068987 , 0.072636 , 0.057647 , 0.057217 , 0.055376 , 0.062483 , 0.063576 , 0.068893 , 0.07606 , 0.072524 , 0.078022 , 0.076112 , 0.072756 , 0.05504 , 0.058129 , 0.063128 , 0.062035 , 0.066664 , 0.066234 , 0.067637 , 0.082728 , 0.089715 , 0.079244 , 0.081042 , 0.086695 , 0.082324 , 0.072687 , 0.066699 , 0.067052 , 0.053371 , 0.056899 , 0.050162 , 0.050695 , 0.067878 , 0.061063 , 0.058207 , 0.062569 , 0.069435 
 532 , 0.077354 , 0.056173 , 0.082242 , 0.091656 , 0.07888 , 0.059845 , 0.066139 , 0.069164 , 0.05863 , 0.0495 , 0.060164 , 0.076251 , 0.065492 , 0.063251 , 0.051138 , 0.067621 , 0.067845 , 0.063785 , 0.060009 , 0.073673 , 0.061613 , 0.073621 , 0.086147 , 0.069742 , 0.073328 , 0.058449 , 0.058087 , 0.056182 , 0.063466 , 0.064561 , 0.069759 , 0.076966 , 0.073397 , 0.078802 , 0.076854 , 0.073682 , 0.055897 , 0.058906 , 0.063966 , 0.062742 , 0.067406 , 0.066889 , 0.068397 , 0.083509 , 0.090535 , 0.079975 , 0.081811 , 0.087492 , 0.083027 , 0.073397 , 0.067311 , 0.068578 , 0.05425 , 0.057638 , 0.050863 , 0.05138 , 0.068647 , 0.061785 , 0.058759 , 0.063337 , 0.070121 
 533 , 0.078141 , 0.056738 , 0.083056 , 0.092436 , 0.079661 , 0.060651 , 0.067154 , 0.070031 , 0.059364 , 0.050122 , 0.060884 , 0.077873 , 0.067016 , 0.064615 , 0.051841 , 0.068346 , 0.068528 , 0.064477 , 0.060832 , 0.074427 , 0.062456 , 0.074427 , 0.086882 , 0.07048 , 0.074012 , 0.059234 , 0.05894 , 0.056988 , 0.064434 , 0.065531 , 0.070618 , 0.077865 , 0.074271 , 0.079575 , 0.07758 , 0.074591 , 0.056738 , 0.059666 , 0.064788 , 0.06344 , 0.068148 , 0.067534 , 0.069141 , 0.084273 , 0.091347 , 0.080698 , 0.082572 , 0.08829 , 0.083729 , 0.074099 , 0.067923 , 0.070082 , 0.055114 , 0.05837 , 0.051556 , 0.052057 , 0.069417 , 0.062499 , 0.059303 , 0.064097 , 0.070808 
 534 , 0.07884 , 0.057223 , 0.083769 , 0.093105 , 0.080339 , 0.061345 , 0.068058 , 0.070786 , 0.059994 , 0.050658 , 0.061501 , 0.079204 , 0.068265 , 0.065745 , 0.052416 , 0.068932 , 0.069166 , 0.065078 , 0.061527 , 0.075082 , 0.063164 , 0.075151 , 0.087519 , 0.071124 , 0.074597 , 0.059908 , 0.059665 , 0.057647 , 0.065269 , 0.066386 , 0.071383 , 0.078667 , 0.075021 , 0.080278 , 0.078252 , 0.075419 , 0.057474 , 0.060332 , 0.06552 , 0.064056 , 0.068802 , 0.06811 , 0.069824 , 0.084964 , 0.092074 , 0.081343 , 0.083232 , 0.088982 , 0.084366 , 0.074683 , 0.068447 , 0.071323 , 0.055854 , 0.058955 , 0.052121 , 0.052641 , 0.070084 , 0.063121 , 0.059786 , 0.064758 , 0.071409 
 535 , 0.079473 , 0.057668 , 0.084428 , 0.093721 , 0.080966 , 0.061989 , 0.068904 , 0.071508 , 0.060592 , 0.051143 , 0.062084 , 0.08041 , 0.069399 , 0.066761 , 0.05293 , 0.06946 , 0.069772 , 0.065625 , 0.062162 , 0.075699 , 0.063785 , 0.075837 , 0.088115 , 0.071716 , 0.075126 , 0.060522 , 0.060349 , 0.058258 , 0.066041 , 0.067178 , 0.07208 , 0.079412 , 0.075699 , 0.08094 , 0.0789 , 0.076202 , 0.058136 , 0.06093 , 0.06618 , 0.064627 , 0.06939 , 0.068644 , 0.070484 , 0.085625 , 0.092758 , 0.081946 , 0.083846 , 0.089625 , 0.084966 , 0.075221 , 0.068939 , 0.072445 , 0.056548 , 0.05949 , 0.052626 , 0.05319 , 0.070709 , 0.063698 , 0.060245 , 0.065373 , 0.071967 
 536 , 0.080106 , 0.058113 , 0.085079 , 0.094328 , 0.081584 , 0.062625 , 0.069753 , 0.072213 , 0.06119 , 0.051628 , 0.062659 , 0.08161 , 0.070527 , 0.067771 , 0.053445 , 0.069988 , 0.070379 , 0.066171 , 0.062799 , 0.076316 , 0.064407 , 0.076507 , 0.088704 , 0.072309 , 0.075656 , 0.061138 , 0.061016 , 0.058852 , 0.066806 , 0.067962 , 0.072778 , 0.08015 , 0.076368 , 0.081593 , 0.07955 , 0.076986 , 0.058791 , 0.061529 , 0.066841 , 0.065189 , 0.069979 , 0.069179 , 0.071126 , 0.08627 , 0.093433 , 0.08254 , 0.084462 , 0.090269 , 0.085557 , 0.075751 , 0.069414 , 0.073561 , 0.057235 , 0.060008 , 0.053132 , 0.053732 , 0.071326 , 0.064276 , 0.060695 , 0.065989 , 0.072526 
