  time  ,36:42 PM,36:53 PM,37:04 PM,37:12 PM,37:24 PM,37:50 PM,37:55 PM,38:01 PM,38:10 PM,38:19 PM,38:40 PM,38:48 PM,39:08 PM,39:18 PM,39:28 PM,40:06 PM,40:15 PM,40:24 PM,40:36 PM,40:44 PM,41:49 PM,41:56 PM,42:05 PM,42:12 PM,42:21 PM,42:49 PM,42:57 PM,43:03 PM,43:10 PM,43:19 PM,44:01 PM,44:10 PM,44:17 PM,44:24 PM,44:31 PM,44:57 PM,45:06 PM,45:13 PM,45:21 PM,45:29 PM,46:49 PM,47:14 PM,47:26 PM,47:33 PM,47:40 PM,47:47 PM,48:34 PM,48:42 PM,48:50 PM,49:00 PM,49:07 PM,49:45 PM,49:53 PM,50:00 PM,50:08 PM,50:16 PM,50:51 PM,50:59 PM,51:08 PM,51:17 PM,51:24 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 709 , 0.154518 , 0.115079 , 0.168974 , 0.174818 , 0.166407 , 0.130572 , 0.144426 , 0.145948 , 0.122746 , 0.109703 , 0.120104 , 0.183413 , 0.157302 , 0.141374 , 0.106351 , 0.145112 , 0.13844 , 0.146775 , 0.123716 , 0.169467 , 0.18751 , 0.159777 , 0.177661 , 0.161633 , 0.162853 , 0.129218 , 0.135781 , 0.129109 , 0.143715 , 0.145312 , 0.155972 , 0.159124 , 0.150697 , 0.161616 , 0.155688 , 0.163154 , 0.119987 , 0.119795 , 0.12747 , 0.120188 , 0.14517 , 0.144434 , 0.163723 , 0.167251 , 0.177192 , 0.176114 , 0.156031 , 0.165546 , 0.173488 , 0.160864 , 0.140597 , 0.181824 , 0.13946 , 0.156733 , 0.129711 , 0.112621 , 0.151315 , 0.127211 , 0.127897 , 0.137779 , 0.143707 
 710 , 0.157638 , 0.117549 , 0.172677 , 0.177986 , 0.169677 , 0.134225 , 0.149022 , 0.150617 , 0.126489 , 0.113702 , 0.123581 , 0.191554 , 0.16529 , 0.148299 , 0.110038 , 0.148449 , 0.141661 , 0.150268 , 0.127013 , 0.172735 , 0.19319 , 0.163055 , 0.18037 , 0.165166 , 0.165764 , 0.133734 , 0.14122 , 0.13336 , 0.148665 , 0.150293 , 0.159399 , 0.162399 , 0.154165 , 0.164592 , 0.158419 , 0.167301 , 0.124047 , 0.123033 , 0.130644 , 0.122892 , 0.147975 , 0.147194 , 0.167251 , 0.169827 , 0.180005 , 0.179697 , 0.1591 , 0.168813 , 0.176449 , 0.164135 , 0.143447 , 0.190249 , 0.145441 , 0.162523 , 0.134441 , 0.116486 , 0.154971 , 0.130361 , 0.131134 , 0.141752 , 0.147053 
 711 , 0.16065 , 0.119943 , 0.176191 , 0.180958 , 0.17273 , 0.137772 , 0.153454 , 0.155276 , 0.130209 , 0.117788 , 0.127014 , 0.199461 , 0.173213 , 0.155159 , 0.113711 , 0.151565 , 0.144685 , 0.153537 , 0.130093 , 0.175667 , 0.198454 , 0.166149 , 0.182863 , 0.168429 , 0.168429 , 0.138204 , 0.146657 , 0.137455 , 0.153512 , 0.155184 , 0.162689 , 0.165492 , 0.157489 , 0.167414 , 0.160975 , 0.171391 , 0.128146 , 0.126191 , 0.133745 , 0.125558 , 0.15065 , 0.149793 , 0.170559 , 0.172189 , 0.182622 , 0.18303 , 0.162015 , 0.171865 , 0.179195 , 0.167148 , 0.146066 , 0.198562 , 0.151515 , 0.168271 , 0.139186 , 0.120334 , 0.158479 , 0.133362 , 0.134344 , 0.145708 , 0.150334 
 712 , 0.163668 , 0.122354 , 0.179692 , 0.183907 , 0.175726 , 0.141392 , 0.157987 , 0.16014 , 0.13403 , 0.12208 , 0.130635 , 0.207608 , 0.181473 , 0.16231 , 0.117592 , 0.154816 , 0.147826 , 0.156919 , 0.13326 , 0.178649 , 0.203649 , 0.169266 , 0.185332 , 0.171676 , 0.17108 , 0.142866 , 0.152373 , 0.141682 , 0.158575 , 0.160281 , 0.16597 , 0.168562 , 0.160844 , 0.170252 , 0.163536 , 0.175576 , 0.132382 , 0.129384 , 0.13687 , 0.128266 , 0.153309 , 0.152373 , 0.173829 , 0.174516 , 0.185207 , 0.186317 , 0.164919 , 0.174864 , 0.181895 , 0.170194 , 0.148729 , 0.207144 , 0.157896 , 0.174243 , 0.144116 , 0.1243 , 0.162087 , 0.136448 , 0.137699 , 0.149814 , 0.153698 
 713 , 0.166777 , 0.124835 , 0.183301 , 0.186927 , 0.178809 , 0.145126 , 0.162656 , 0.165169 , 0.137972 , 0.1265 , 0.134362 , 0.216012 , 0.189993 , 0.169694 , 0.121596 , 0.158164 , 0.151068 , 0.160422 , 0.13653 , 0.181719 , 0.208998 , 0.172471 , 0.187875 , 0.17501 , 0.173815 , 0.147673 , 0.158271 , 0.146041 , 0.163801 , 0.16554 , 0.169356 , 0.171713 , 0.164288 , 0.173172 , 0.166175 , 0.179889 , 0.136744 , 0.132673 , 0.14009 , 0.131049 , 0.156038 , 0.155024 , 0.177202 , 0.176914 , 0.187867 , 0.189705 , 0.167897 , 0.177944 , 0.184677 , 0.173337 , 0.151472 , 0.215995 , 0.164485 , 0.1804 , 0.149189 , 0.128379 , 0.165821 , 0.139645 , 0.14117 , 0.154052 , 0.157159 
 714 , 0.169926 , 0.127362 , 0.186933 , 0.189963 , 0.181907 , 0.148919 , 0.167396 , 0.170361 , 0.142029 , 0.131115 , 0.138177 , 0.224569 , 0.198799 , 0.177284 , 0.125744 , 0.161525 , 0.154331 , 0.163906 , 0.139787 , 0.184781 , 0.214312 , 0.175723 , 0.190415 , 0.178359 , 0.176544 , 0.152655 , 0.164407 , 0.150528 , 0.169162 , 0.170936 , 0.172759 , 0.174886 , 0.167766 , 0.176093 , 0.1688 , 0.184305 , 0.141257 , 0.136067 , 0.1434 , 0.133907 , 0.158773 , 0.157698 , 0.180585 , 0.179296 , 0.190513 , 0.193092 , 0.170878 , 0.181028 , 0.18745 , 0.176454 , 0.154199 , 0.225103 , 0.171363 , 0.186826 , 0.154462 , 0.13261 , 0.169646 , 0.142891 , 0.144764 , 0.158429 , 0.160728 
 715 , 0.173053 , 0.129898 , 0.190536 , 0.19293 , 0.184922 , 0.152742 , 0.172111 , 0.175791 , 0.146234 , 0.136013 , 0.142078 , 0.233199 , 0.207962 , 0.18511 , 0.130087 , 0.164799 , 0.157521 , 0.167242 , 0.14289 , 0.187749 , 0.219388 , 0.178979 , 0.192856 , 0.181643 , 0.179201 , 0.157881 , 0.170914 , 0.155185 , 0.174651 , 0.176487 , 0.176127 , 0.177979 , 0.171225 , 0.178905 , 0.171332 , 0.188831 , 0.14598 , 0.139587 , 0.146816 , 0.136865 , 0.161414 , 0.160324 , 0.183889 , 0.181602 , 0.193053 , 0.19638 , 0.173758 , 0.183995 , 0.19011 , 0.179405 , 0.156783 , 0.23447 , 0.178692 , 0.193643 , 0.160029 , 0.137021 , 0.173586 , 0.146177 , 0.148505 , 0.163029 , 0.164406 
 716 , 0.176314 , 0.132542 , 0.194275 , 0.196025 , 0.188062 , 0.15675 , 0.177017 , 0.181456 , 0.150618 , 0.14111 , 0.146171 , 0.242233 , 0.217527 , 0.193294 , 0.134635 , 0.168212 , 0.16087 , 0.17073 , 0.146122 , 0.190866 , 0.224672 , 0.182364 , 0.195379 , 0.185062 , 0.181955 , 0.163347 , 0.17772 , 0.160053 , 0.180393 , 0.182298 , 0.179625 , 0.181195 , 0.174818 , 0.18184 , 0.173967 , 0.19354 , 0.150896 , 0.143244 , 0.150365 , 0.139941 , 0.164149 , 0.163061 , 0.187326 , 0.183991 , 0.19569 , 0.199802 , 0.176755 , 0.187081 , 0.192877 , 0.182486 , 0.159497 , 0.244261 , 0.186345 , 0.200759 , 0.165825 , 0.1416 , 0.177712 , 0.149596 , 0.1524 , 0.167836 , 0.168245 
 717 , 0.179701 , 0.135288 , 0.198178 , 0.199238 , 0.191328 , 0.160915 , 0.182139 , 0.187374 , 0.155191 , 0.146417 , 0.150445 , 0.251675 , 0.227515 , 0.201855 , 0.139381 , 0.171776 , 0.164364 , 0.174369 , 0.1495 , 0.194125 , 0.230165 , 0.18589 , 0.198006 , 0.188621 , 0.18483 , 0.169052 , 0.184822 , 0.165139 , 0.186395 , 0.18836 , 0.183273 , 0.184536 , 0.17856 , 0.184903 , 0.176717 , 0.198447 , 0.156006 , 0.147053 , 0.154066 , 0.14314 , 0.166989 , 0.165905 , 0.190904 , 0.186477 , 0.19843 , 0.203363 , 0.179872 , 0.190293 , 0.195756 , 0.185702 , 0.162325 , 0.254479 , 0.194345 , 0.208182 , 0.171865 , 0.146377 , 0.182025 , 0.153185 , 0.156487 , 0.172844 , 0.17224 
 718 , 0.183116 , 0.137916 , 0.201965 , 0.202337 , 0.194438 , 0.165052 , 0.187333 , 0.193435 , 0.159905 , 0.151949 , 0.15479 , 0.261167 , 0.237753 , 0.210722 , 0.144245 , 0.175314 , 0.167739 , 0.177912 , 0.152848 , 0.197279 , 0.235317 , 0.189332 , 0.200508 , 0.192059 , 0.187575 , 0.174982 , 0.192326 , 0.170377 , 0.192585 , 0.194697 , 0.186758 , 0.187778 , 0.182258 , 0.187818 , 0.179312 , 0.203308 , 0.161264 , 0.150889 , 0.157776 , 0.146333 , 0.169698 , 0.168589 , 0.194285 , 0.188838 , 0.201067 , 0.206772 , 0.1828 , 0.193313 , 0.198428 , 0.188806 , 0.165084 , 0.265019 , 0.202936 , 0.21608 , 0.178365 , 0.151383 , 0.18645 , 0.156894 , 0.160763 , 0.178106 , 0.17631 
 719 , 0.186619 , 0.14062 , 0.205851 , 0.205496 , 0.197632 , 0.169283 , 0.192674 , 0.199642 , 0.164754 , 0.157648 , 0.159207 , 0.270865 , 0.248217 , 0.219763 , 0.149187 , 0.178924 , 0.171132 , 0.181548 , 0.156292 , 0.200442 , 0.240635 , 0.192868 , 0.203114 , 0.195589 , 0.190405 , 0.181039 , 0.200014 , 0.175727 , 0.198891 , 0.201152 , 0.190349 , 0.191116 , 0.186053 , 0.190801 , 0.181952 , 0.208282 , 0.166667 , 0.154814 , 0.161589 , 0.149607 , 0.172529 , 0.171342 , 0.197753 , 0.191269 , 0.203768 , 0.210268 , 0.185811 , 0.196405 , 0.201168 , 0.191972 , 0.16787 , 0.275822 , 0.211754 , 0.224188 , 0.185052 , 0.156542 , 0.190963 , 0.160676 , 0.165157 , 0.183478 , 0.18049 
 720 , 0.190213 , 0.14339 , 0.20985 , 0.208739 , 0.200909 , 0.173628 , 0.198171 , 0.20604 , 0.169738 , 0.163511 , 0.163761 , 0.280861 , 0.258984 , 0.229077 , 0.15428 , 0.182657 , 0.174627 , 0.185291 , 0.15983 , 0.203696 , 0.246088 , 0.196495 , 0.205799 , 0.199226 , 0.193314 , 0.187273 , 0.207925 , 0.181232 , 0.20538 , 0.207804 , 0.194039 , 0.194538 , 0.189947 , 0.19387 , 0.184663 , 0.213386 , 0.172218 , 0.158856 , 0.165501 , 0.152968 , 0.17544 , 0.17416 , 0.201312 , 0.193765 , 0.206548 , 0.213861 , 0.188908 , 0.19958 , 0.203978 , 0.195239 , 0.170744 , 0.28695 , 0.220837 , 0.23254 , 0.191936 , 0.161852 , 0.195609 , 0.164583 , 0.169681 , 0.189004 , 0.184784 
 721 , 0.193708 , 0.146035 , 0.213671 , 0.21178 , 0.203985 , 0.177862 , 0.203578 , 0.212514 , 0.174623 , 0.169405 , 0.168192 , 0.290658 , 0.269865 , 0.238365 , 0.159479 , 0.186248 , 0.178078 , 0.188913 , 0.163349 , 0.206913 , 0.251155 , 0.199923 , 0.208349 , 0.20266 , 0.196102 , 0.193636 , 0.216104 , 0.186743 , 0.211915 , 0.214493 , 0.197498 , 0.197777 , 0.193684 , 0.19674 , 0.187261 , 0.21837 , 0.177679 , 0.16279 , 0.169293 , 0.156224 , 0.178173 , 0.176817 , 0.204663 , 0.196118 , 0.209179 , 0.217253 , 0.191769 , 0.202548 , 0.206562 , 0.198344 , 0.173506 , 0.298022 , 0.230251 , 0.241229 , 0.198974 , 0.167211 , 0.200219 , 0.168495 , 0.174256 , 0.194594 , 0.189072 
 722 , 0.19713 , 0.148593 , 0.21737 , 0.214714 , 0.206928 , 0.181916 , 0.208741 , 0.218817 , 0.179347 , 0.175172 , 0.172325 , 0.299914 , 0.280429 , 0.247329 , 0.164547 , 0.189519 , 0.181311 , 0.192207 , 0.166622 , 0.209878 , 0.255838 , 0.203063 , 0.210721 , 0.205822 , 0.198657 , 0.199834 , 0.224074 , 0.192032 , 0.218181 , 0.220949 , 0.200796 , 0.200884 , 0.197313 , 0.199436 , 0.189734 , 0.2232 , 0.183029 , 0.166638 , 0.172993 , 0.159409 , 0.180707 , 0.179355 , 0.207866 , 0.198355 , 0.211692 , 0.220511 , 0.194466 , 0.205385 , 0.208996 , 0.201146 , 0.175975 , 0.308654 , 0.239519 , 0.249826 , 0.205934 , 0.172468 , 0.204558 , 0.172205 , 0.178584 , 0.200064 , 0.193209 
 723 , 0.200562 , 0.151161 , 0.221085 , 0.217661 , 0.209884 , 0.185984 , 0.213943 , 0.225152 , 0.184098 , 0.180958 , 0.17648 , 0.30921 , 0.291049 , 0.256345 , 0.169639 , 0.192817 , 0.184565 , 0.19552 , 0.169908 , 0.212849 , 0.260538 , 0.206222 , 0.213111 , 0.208996 , 0.201212 , 0.206063 , 0.23208 , 0.197352 , 0.224478 , 0.227451 , 0.204113 , 0.203994 , 0.20095 , 0.20214 , 0.192231 , 0.228061 , 0.18841 , 0.170503 , 0.176702 , 0.162607 , 0.183249 , 0.181902 , 0.211089 , 0.200594 , 0.214212 , 0.223772 , 0.197177 , 0.208227 , 0.211438 , 0.203963 , 0.178461 , 0.319349 , 0.248846 , 0.258477 , 0.21292 , 0.177756 , 0.208925 , 0.175933 , 0.182932 , 0.205572 , 0.197367 
 724 , 0.204008 , 0.153719 , 0.224754 , 0.220569 , 0.212789 , 0.190064 , 0.219166 , 0.231604 , 0.188914 , 0.186817 , 0.180748 , 0.318498 , 0.301827 , 0.265482 , 0.17486 , 0.19615 , 0.187834 , 0.198861 , 0.17322 , 0.215824 , 0.265111 , 0.209352 , 0.215493 , 0.212143 , 0.203756 , 0.212442 , 0.240314 , 0.202786 , 0.230863 , 0.234047 , 0.20739 , 0.207082 , 0.204576 , 0.204828 , 0.194699 , 0.232912 , 0.193809 , 0.174379 , 0.180393 , 0.165803 , 0.185761 , 0.184429 , 0.214271 , 0.202834 , 0.216722 , 0.227008 , 0.199854 , 0.211039 , 0.213845 , 0.206791 , 0.180945 , 0.330108 , 0.258396 , 0.26735 , 0.220096 , 0.183144 , 0.213372 , 0.179739 , 0.187361 , 0.211142 , 0.201565 
 725 , 0.207421 , 0.156229 , 0.228283 , 0.223362 , 0.215529 , 0.19403 , 0.224296 , 0.238095 , 0.193771 , 0.192649 , 0.185113 , 0.327449 , 0.312559 , 0.274538 , 0.180137 , 0.199375 , 0.19093 , 0.202083 , 0.176417 , 0.218621 , 0.269381 , 0.212381 , 0.217774 , 0.215168 , 0.206212 , 0.218912 , 0.248785 , 0.208198 , 0.237224 , 0.240552 , 0.210544 , 0.21005 , 0.208048 , 0.207389 , 0.197044 , 0.2376 , 0.199124 , 0.178198 , 0.183975 , 0.168897 , 0.188175 , 0.18684 , 0.217287 , 0.205019 , 0.219108 , 0.230089 , 0.202397 , 0.2137 , 0.216141 , 0.209446 , 0.183292 , 0.340667 , 0.268118 , 0.276344 , 0.22742 , 0.188598 , 0.217821 , 0.183567 , 0.191824 , 0.216675 , 0.205686 
 726 , 0.210797 , 0.158711 , 0.231773 , 0.226129 , 0.218244 , 0.197935 , 0.229343 , 0.244463 , 0.198554 , 0.198389 , 0.189406 , 0.336243 , 0.32309 , 0.283412 , 0.185299 , 0.202512 , 0.193937 , 0.205209 , 0.17953 , 0.221324 , 0.273614 , 0.215375 , 0.22 , 0.218165 , 0.208634 , 0.225251 , 0.257122 , 0.213486 , 0.24346 , 0.246909 , 0.213666 , 0.212976 , 0.211471 , 0.209896 , 0.19933 , 0.242214 , 0.204354 , 0.181968 , 0.187502 , 0.171935 , 0.190574 , 0.189226 , 0.220258 , 0.207168 , 0.221465 , 0.233129 , 0.204895 , 0.216308 , 0.218393 , 0.212004 , 0.185589 , 0.351065 , 0.277698 , 0.285176 , 0.234634 , 0.193976 , 0.222202 , 0.187314 , 0.196218 , 0.222124 , 0.209716 
 727 , 0.214152 , 0.161174 , 0.235232 , 0.228868 , 0.220931 , 0.201792 , 0.234332 , 0.250778 , 0.203295 , 0.204062 , 0.193651 , 0.344938 , 0.333509 , 0.292187 , 0.190402 , 0.205612 , 0.196915 , 0.208304 , 0.182614 , 0.223999 , 0.277799 , 0.21834 , 0.222207 , 0.221119 , 0.211029 , 0.231522 , 0.265377 , 0.218708 , 0.249643 , 0.253197 , 0.216751 , 0.215874 , 0.214848 , 0.212383 , 0.201588 , 0.24677 , 0.209533 , 0.185698 , 0.190997 , 0.174935 , 0.192946 , 0.191584 , 0.223201 , 0.209291 , 0.223788 , 0.236132 , 0.207373 , 0.218895 , 0.220625 , 0.214543 , 0.187851 , 0.361368 , 0.287185 , 0.293917 , 0.241768 , 0.19931 , 0.226535 , 0.191036 , 0.200578 , 0.227522 , 0.213698 
 728 , 0.217351 , 0.163472 , 0.238491 , 0.231406 , 0.223425 , 0.205528 , 0.239355 , 0.257237 , 0.207931 , 0.209627 , 0.19768 , 0.353374 , 0.343869 , 0.300934 , 0.195463 , 0.208569 , 0.199757 , 0.211214 , 0.185686 , 0.226684 , 0.281629 , 0.221146 , 0.22432 , 0.223939 , 0.21329 , 0.237962 , 0.273944 , 0.2239 , 0.255914 , 0.259656 , 0.219598 , 0.218595 , 0.218066 , 0.214714 , 0.203739 , 0.251154 , 0.214566 , 0.189233 , 0.194343 , 0.177799 , 0.195167 , 0.193752 , 0.225945 , 0.211284 , 0.226008 , 0.238966 , 0.209642 , 0.221317 , 0.222725 , 0.217016 , 0.189987 , 0.371784 , 0.297177 , 0.302964 , 0.249202 , 0.204633 , 0.230869 , 0.194841 , 0.204937 , 0.232977 , 0.217584 
 729 , 0.220473 , 0.165711 , 0.241668 , 0.23388 , 0.225844 , 0.209134 , 0.244155 , 0.263391 , 0.212352 , 0.215033 , 0.201439 , 0.361305 , 0.353665 , 0.309193 , 0.200235 , 0.211279 , 0.20238 , 0.213867 , 0.188538 , 0.229116 , 0.285317 , 0.223831 , 0.226373 , 0.226637 , 0.215437 , 0.244116 , 0.282091 , 0.228852 , 0.26186 , 0.265824 , 0.222323 , 0.221204 , 0.221212 , 0.216968 , 0.205823 , 0.255409 , 0.219479 , 0.192641 , 0.197623 , 0.180602 , 0.19732 , 0.19582 , 0.228611 , 0.213222 , 0.22816 , 0.241707 , 0.211839 , 0.22366 , 0.224764 , 0.219354 , 0.191973 , 0.381754 , 0.306784 , 0.311672 , 0.25642 , 0.209756 , 0.234984 , 0.198455 , 0.209072 , 0.238225 , 0.221375 
 730 , 0.223517 , 0.167894 , 0.244759 , 0.236285 , 0.228193 , 0.212652 , 0.248828 , 0.269378 , 0.21666 , 0.220294 , 0.205088 , 0.369006 , 0.363181 , 0.317212 , 0.204863 , 0.213918 , 0.204932 , 0.216442 , 0.19131 , 0.231478 , 0.288918 , 0.226438 , 0.228371 , 0.229257 , 0.217537 , 0.250094 , 0.290021 , 0.23366 , 0.267631 , 0.271809 , 0.22497 , 0.223743 , 0.224271 , 0.219168 , 0.207853 , 0.259561 , 0.224255 , 0.195954 , 0.200816 , 0.183326 , 0.199411 , 0.197834 , 0.231206 , 0.215106 , 0.230259 , 0.24437 , 0.21398 , 0.225948 , 0.226741 , 0.221638 , 0.193904 , 0.391458 , 0.316132 , 0.320139 , 0.263452 , 0.214741 , 0.238996 , 0.201973 , 0.213103 , 0.243337 , 0.225063 
 731 , 0.226375 , 0.169907 , 0.247638 , 0.238556 , 0.23035 , 0.215983 , 0.253257 , 0.275156 , 0.220726 , 0.225282 , 0.208529 , 0.376142 , 0.372205 , 0.324789 , 0.209373 , 0.216417 , 0.207328 , 0.218843 , 0.193914 , 0.233768 , 0.292173 , 0.228893 , 0.230257 , 0.231683 , 0.21954 , 0.255891 , 0.297798 , 0.238278 , 0.273133 , 0.277542 , 0.227413 , 0.226104 , 0.227119 , 0.221214 , 0.209722 , 0.263431 , 0.228738 , 0.199028 , 0.203794 , 0.185847 , 0.201337 , 0.199695 , 0.233628 , 0.216867 , 0.232194 , 0.246833 , 0.215945 , 0.228056 , 0.228568 , 0.223756 , 0.195688 , 0.400637 , 0.325277 , 0.328415 , 0.270374 , 0.219548 , 0.242811 , 0.205313 , 0.216975 , 0.248243 , 0.228552 
 732 , 0.229078 , 0.17181 , 0.250336 , 0.240714 , 0.232386 , 0.219115 , 0.257371 , 0.280635 , 0.224654 , 0.229984 , 0.211724 , 0.382713 , 0.380621 , 0.331837 , 0.213622 , 0.218689 , 0.209477 , 0.220997 , 0.196284 , 0.235833 , 0.295185 , 0.231185 , 0.232006 , 0.233943 , 0.221392 , 0.261384 , 0.30521 , 0.242573 , 0.278249 , 0.28289 , 0.229798 , 0.228427 , 0.229798 , 0.223112 , 0.21146 , 0.26707 , 0.23299 , 0.201978 , 0.206618 , 0.188227 , 0.203148 , 0.201467 , 0.235903 , 0.218549 , 0.234005 , 0.249151 , 0.217798 , 0.230038 , 0.230271 , 0.225708 , 0.197299 , 0.409278 , 0.334022 , 0.336361 , 0.277064 , 0.224236 , 0.246346 , 0.208416 , 0.220633 , 0.2529 , 0.231805 
 733 , 0.231702 , 0.173658 , 0.252963 , 0.242816 , 0.234366 , 0.222144 , 0.261351 , 0.285942 , 0.228464 , 0.234544 , 0.214817 , 0.389064 , 0.388762 , 0.338657 , 0.217721 , 0.220881 , 0.211548 , 0.223081 , 0.198567 , 0.237828 , 0.298102 , 0.233398 , 0.233708 , 0.236124 , 0.22319 , 0.266703 , 0.312377 , 0.246728 , 0.283193 , 0.288072 , 0.232112 , 0.230679 , 0.232399 , 0.224955 , 0.213136 , 0.270591 , 0.237116 , 0.204833 , 0.209349 , 0.190535 , 0.204903 , 0.203191 , 0.238115 , 0.220169 , 0.235768 , 0.251398 , 0.219588 , 0.231965 , 0.231926 , 0.227589 , 0.198854 , 0.417644 , 0.342483 , 0.344055 , 0.283549 , 0.228782 , 0.249764 , 0.211417 , 0.224173 , 0.257416 , 0.234962 
 734 , 0.234191 , 0.175405 , 0.255432 , 0.244781 , 0.236214 , 0.225028 , 0.265131 , 0.291008 , 0.23209 , 0.238881 , 0.217779 , 0.395029 , 0.396456 , 0.345104 , 0.22164 , 0.222919 , 0.213461 , 0.225066 , 0.200716 , 0.239718 , 0.300776 , 0.23547 , 0.235315 , 0.238183 , 0.224857 , 0.271798 , 0.319234 , 0.250704 , 0.287853 , 0.293 , 0.234276 , 0.232803 , 0.234858 , 0.226694 , 0.214733 , 0.273922 , 0.241021 , 0.207531 , 0.211926 , 0.192708 , 0.206569 , 0.204817 , 0.240199 , 0.22171 , 0.237424 , 0.253518 , 0.221268 , 0.233765 , 0.233493 , 0.229354 , 0.200313 , 0.425542 , 0.350624 , 0.3515 , 0.289822 , 0.233168 , 0.253014 , 0.214275 , 0.227547 , 0.261634 , 0.237959 
 735 , 0.236551 , 0.177029 , 0.257691 , 0.246554 , 0.237909 , 0.227821 , 0.268702 , 0.295809 , 0.235511 , 0.243016 , 0.220619 , 0.400567 , 0.403663 , 0.351125 , 0.225376 , 0.224794 , 0.215187 , 0.226936 , 0.202685 , 0.241502 , 0.303096 , 0.237351 , 0.236854 , 0.240059 , 0.226385 , 0.276719 , 0.325826 , 0.25454 , 0.292201 , 0.297664 , 0.236218 , 0.23472 , 0.237164 , 0.228349 , 0.21625 , 0.277068 , 0.244645 , 0.210042 , 0.21431 , 0.194731 , 0.20811 , 0.206363 , 0.242123 , 0.223134 , 0.238965 , 0.255471 , 0.222792 , 0.235387 , 0.234953 , 0.230979 , 0.201645 , 0.432873 , 0.358451 , 0.358785 , 0.295949 , 0.237374 , 0.256084 , 0.216987 , 0.230723 , 0.26549 , 0.240796 
 736 , 0.238866 , 0.17863 , 0.259915 , 0.248296 , 0.239557 , 0.230577 , 0.272217 , 0.300515 , 0.238851 , 0.247086 , 0.223405 , 0.405986 , 0.410728 , 0.357011 , 0.229032 , 0.226626 , 0.216886 , 0.228761 , 0.204607 , 0.243251 , 0.305359 , 0.239208 , 0.238377 , 0.241893 , 0.227884 , 0.281539 , 0.332283 , 0.258324 , 0.296464 , 0.302223 , 0.238106 , 0.236561 , 0.239441 , 0.229987 , 0.217755 , 0.280165 , 0.248203 , 0.212516 , 0.216653 , 0.196722 , 0.209621 , 0.20789 , 0.244004 , 0.224539 , 0.240465 , 0.257385 , 0.224282 , 0.236972 , 0.236375 , 0.232564 , 0.202954 , 0.440051 , 0.366115 , 0.365944 , 0.301975 , 0.241497 , 0.2591 , 0.219664 , 0.233837 , 0.26926 , 0.243585 
 737 , 0.24112 , 0.180192 , 0.262082 , 0.249994 , 0.241175 , 0.233271 , 0.275645 , 0.3051 , 0.242114 , 0.251066 , 0.226121 , 0.411251 , 0.417594 , 0.362729 , 0.232588 , 0.228411 , 0.218544 , 0.230531 , 0.206472 , 0.244956 , 0.307569 , 0.241012 , 0.239863 , 0.243682 , 0.229343 , 0.286234 , 0.338569 , 0.262004 , 0.30062 , 0.30666 , 0.23994 , 0.238364 , 0.241648 , 0.231579 , 0.219227 , 0.283183 , 0.251679 , 0.214926 , 0.21894 , 0.198669 , 0.211099 , 0.209383 , 0.245841 , 0.225912 , 0.241936 , 0.259264 , 0.225733 , 0.238512 , 0.237767 , 0.23411 , 0.204236 , 0.447049 , 0.37359 , 0.37293 , 0.307864 , 0.245522 , 0.262035 , 0.222263 , 0.236866 , 0.272935 , 0.246306 
 738 , 0.243159 , 0.181565 , 0.264071 , 0.251524 , 0.242691 , 0.235697 , 0.278691 , 0.30927 , 0.24509 , 0.254639 , 0.22857 , 0.415696 , 0.423625 , 0.36774 , 0.235837 , 0.229949 , 0.220049 , 0.232059 , 0.208086 , 0.24643 , 0.309597 , 0.242676 , 0.241196 , 0.245332 , 0.230728 , 0.290468 , 0.344421 , 0.265248 , 0.304488 , 0.310711 , 0.241616 , 0.239981 , 0.243579 , 0.233002 , 0.220524 , 0.285864 , 0.254756 , 0.217058 , 0.220976 , 0.200406 , 0.212455 , 0.210734 , 0.247497 , 0.227137 , 0.243307 , 0.26094 , 0.227028 , 0.239872 , 0.239077 , 0.235487 , 0.205406 , 0.453238 , 0.380685 , 0.37933 , 0.31332 , 0.249242 , 0.26457 , 0.224551 , 0.239583 , 0.276308 , 0.248782 
