  time  ,:04:29 A,:04:39 A,:04:46 A,:04:54 A,:05:01 A,:05:27 A,:05:34 A,:05:40 A,:05:46 A,:05:52 A,:06:43 A,:06:48 A,:06:54 A,:07:05 A,:07:12 A,:07:23 A,:07:30 A,:07:35 A,:07:41 A,:07:47 A,:08:08 A,:08:14 A,:08:21 A,:08:27 A,:08:34 A,:08:48 A,:08:54 A,:09:00 A,:09:07 A,:09:14 A,:09:44 A,:09:52 A,:09:59 A,:10:06 A,:10:14 A,:10:27 A,:10:36 A,:10:43 A,:10:50 A,:10:57 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 326 , 0.019925 , 0.004709 , 0.016363 , 0.017301 , 0.022817 , 0.013506 , 0.012336 , 0.017029 , 0.015573 , 0.014714 , 0.013492 , 0.020499 , 0.006083 , 0.02384 , 0.014505 , 0.011192 , 0.015549 , 0.009742 , 0.019394 , 0.015566 , 0.012374 , 0.011646 , 0.00902 , 0.007059 , 0.006071 , 0.005628 , 0.013549 , 0.013082 , 0.01376 , 0.003375 , 0.006371 , 0.004774 , 0.013232 , 0.011611 , 0.000478 , 0.00434 , 0.005598 , 0.008854 , 0.005219 , 0.000492 
 327 , 0.019898 , 0.005776 , 0.017318 , 0.019018 , 0.022487 , 0.012953 , 0.01392 , 0.016211 , 0.016085 , 0.013308 , 0.011487 , 0.020581 , 0.007932 , 0.022181 , 0.013283 , 0.011907 , 0.017154 , 0.008183 , 0.01964 , 0.014032 , 0.01479 , 0.012458 , 0.010192 , 0.007059 , 0.007058 , 0.00884 , 0.014967 , 0.014126 , 0.014918 , 0.005313 , 0.008333 , 0.00761 , 0.015876 , 0.013445 , 0.000758 , 0.005235 , 0.006368 , 0.010565 , 0.007316 , 0.000772 
 328 , 0.019876 , 0.006656 , 0.018118 , 0.020402 , 0.022207 , 0.012498 , 0.015216 , 0.015539 , 0.016531 , 0.012144 , 0.009844 , 0.020663 , 0.009448 , 0.020805 , 0.012277 , 0.012482 , 0.018448 , 0.006898 , 0.019865 , 0.012767 , 0.016802 , 0.013117 , 0.011185 , 0.00706 , 0.007857 , 0.011453 , 0.016156 , 0.014996 , 0.015836 , 0.006899 , 0.009925 , 0.010001 , 0.018055 , 0.014974 , 0.00099 , 0.005984 , 0.007007 , 0.011949 , 0.009004 , 0.001 
 329 , 0.020864 , 0.005956 , 0.019159 , 0.020914 , 0.022952 , 0.01342 , 0.01572 , 0.017602 , 0.017611 , 0.01279 , 0.011854 , 0.021893 , 0.01163 , 0.022387 , 0.01474 , 0.014704 , 0.017596 , 0.007618 , 0.019389 , 0.014055 , 0.015193 , 0.016503 , 0.011445 , 0.008354 , 0.008179 , 0.012285 , 0.016432 , 0.015217 , 0.017352 , 0.007712 , 0.010984 , 0.010897 , 0.018933 , 0.015938 , 0.001978 , 0.007141 , 0.008665 , 0.0128 , 0.009839 , 0.00251 
 330 , 0.021792 , 0.005303 , 0.020088 , 0.021316 , 0.023647 , 0.014236 , 0.01614 , 0.019473 , 0.018567 , 0.013412 , 0.0137 , 0.023033 , 0.013558 , 0.023816 , 0.01707 , 0.0167 , 0.016791 , 0.008309 , 0.018959 , 0.015245 , 0.013684 , 0.019551 , 0.011643 , 0.009511 , 0.00845 , 0.012949 , 0.016625 , 0.015389 , 0.018684 , 0.008373 , 0.01192 , 0.011615 , 0.019647 , 0.016789 , 0.002858 , 0.008142 , 0.010138 , 0.013537 , 0.010557 , 0.003868 
 331 , 0.022648 , 0.004738 , 0.020917 , 0.021656 , 0.024274 , 0.01492 , 0.016522 , 0.021094 , 0.019397 , 0.01396 , 0.015298 , 0.024062 , 0.015256 , 0.025023 , 0.019195 , 0.01846 , 0.016095 , 0.008914 , 0.018585 , 0.016276 , 0.012376 , 0.022233 , 0.011809 , 0.010512 , 0.008699 , 0.013533 , 0.016774 , 0.015539 , 0.019852 , 0.008933 , 0.012778 , 0.012229 , 0.020265 , 0.01757 , 0.003625 , 0.009001 , 0.011422 , 0.014202 , 0.011209 , 0.00506 
 332 , 0.022896 , 0.005172 , 0.020286 , 0.020887 , 0.024283 , 0.015043 , 0.015801 , 0.020632 , 0.018615 , 0.013921 , 0.015422 , 0.023987 , 0.014652 , 0.024566 , 0.018721 , 0.017965 , 0.015721 , 0.009989 , 0.018142 , 0.016566 , 0.012483 , 0.022084 , 0.01161 , 0.010704 , 0.009311 , 0.013087 , 0.016602 , 0.015581 , 0.019769 , 0.008789 , 0.012154 , 0.012334 , 0.020619 , 0.01756 , 0.003746 , 0.008832 , 0.011531 , 0.013856 , 0.011305 , 0.005267 
 333 , 0.02277 , 0.006161 , 0.018835 , 0.019501 , 0.023926 , 0.014836 , 0.014476 , 0.018982 , 0.016932 , 0.013543 , 0.014682 , 0.023264 , 0.012712 , 0.023142 , 0.016742 , 0.016162 , 0.015553 , 0.011275 , 0.017678 , 0.016408 , 0.013411 , 0.020287 , 0.011205 , 0.010412 , 0.010101 , 0.012053 , 0.016248 , 0.015559 , 0.01896 , 0.008238 , 0.010722 , 0.012138 , 0.020802 , 0.017085 , 0.003482 , 0.008069 , 0.010945 , 0.01293 , 0.011067 , 0.004887 
 334 , 0.022657 , 0.007012 , 0.01757 , 0.018289 , 0.023603 , 0.014668 , 0.013322 , 0.017544 , 0.015464 , 0.013207 , 0.014033 , 0.022623 , 0.011009 , 0.021894 , 0.015028 , 0.014585 , 0.015397 , 0.012379 , 0.017268 , 0.016264 , 0.014202 , 0.018723 , 0.010849 , 0.010155 , 0.01078 , 0.011146 , 0.015945 , 0.015536 , 0.018248 , 0.007755 , 0.009497 , 0.011965 , 0.020972 , 0.01666 , 0.003251 , 0.0074 , 0.010432 , 0.01212 , 0.01085 , 0.004556 
 335 , 0.022609 , 0.007942 , 0.01704 , 0.017795 , 0.023572 , 0.014724 , 0.012841 , 0.016623 , 0.014802 , 0.013178 , 0.013874 , 0.022303 , 0.010282 , 0.021093 , 0.014194 , 0.013849 , 0.015551 , 0.012942 , 0.017277 , 0.016277 , 0.015082 , 0.017927 , 0.010945 , 0.010272 , 0.011441 , 0.010794 , 0.015948 , 0.015695 , 0.018027 , 0.007839 , 0.009001 , 0.012181 , 0.0213 , 0.016828 , 0.003438 , 0.007329 , 0.010311 , 0.0118 , 0.011136 , 0.004619 
 336 , 0.022762 , 0.009457 , 0.018717 , 0.019489 , 0.024477 , 0.015512 , 0.014382 , 0.017055 , 0.016555 , 0.014138 , 0.015245 , 0.022929 , 0.012539 , 0.021525 , 0.015917 , 0.015629 , 0.016758 , 0.011939 , 0.018651 , 0.016799 , 0.016561 , 0.019348 , 0.012544 , 0.011643 , 0.012254 , 0.01215 , 0.016953 , 0.016507 , 0.019319 , 0.009801 , 0.010635 , 0.013732 , 0.022237 , 0.018983 , 0.005047 , 0.009198 , 0.011428 , 0.012975 , 0.013158 , 0.005981 
 337 , 0.022891 , 0.010827 , 0.020209 , 0.020973 , 0.025284 , 0.016204 , 0.01573 , 0.017455 , 0.018088 , 0.014986 , 0.016465 , 0.023457 , 0.014509 , 0.021915 , 0.017492 , 0.017208 , 0.017854 , 0.011066 , 0.019874 , 0.01726 , 0.017854 , 0.020579 , 0.013939 , 0.012858 , 0.012977 , 0.013316 , 0.017816 , 0.017197 , 0.020461 , 0.011513 , 0.012092 , 0.015097 , 0.023029 , 0.020891 , 0.006458 , 0.010827 , 0.012394 , 0.013983 , 0.014945 , 0.007176 
 338 , 0.023002 , 0.012077 , 0.02155 , 0.022285 , 0.026009 , 0.016817 , 0.016923 , 0.017827 , 0.019443 , 0.015741 , 0.017562 , 0.023908 , 0.016245 , 0.022268 , 0.018946 , 0.01862 , 0.018856 , 0.0103 , 0.020974 , 0.01767 , 0.018994 , 0.021655 , 0.015168 , 0.013943 , 0.013627 , 0.01433 , 0.018562 , 0.017788 , 0.02148 , 0.013021 , 0.013402 , 0.016308 , 0.023705 , 0.022596 , 0.007708 , 0.012261 , 0.01324 , 0.014856 , 0.016539 , 0.008235 
 339 , 0.022193 , 0.011638 , 0.020829 , 0.021594 , 0.025895 , 0.016249 , 0.016431 , 0.018006 , 0.019057 , 0.015527 , 0.017562 , 0.023459 , 0.015699 , 0.022342 , 0.018829 , 0.018745 , 0.018336 , 0.010149 , 0.020074 , 0.017859 , 0.017887 , 0.021758 , 0.015042 , 0.013423 , 0.01306 , 0.01403 , 0.018145 , 0.017117 , 0.021036 , 0.012301 , 0.013298 , 0.015982 , 0.023739 , 0.02208 , 0.007458 , 0.012033 , 0.012868 , 0.014463 , 0.016181 , 0.008386 
 340 , 0.021313 , 0.010964 , 0.019841 , 0.020637 , 0.025669 , 0.015542 , 0.015707 , 0.018127 , 0.01842 , 0.015171 , 0.017375 , 0.022912 , 0.014827 , 0.022364 , 0.018455 , 0.018635 , 0.017617 , 0.010119 , 0.018938 , 0.017993 , 0.016507 , 0.021686 , 0.014703 , 0.012688 , 0.01235 , 0.01354 , 0.017575 , 0.016301 , 0.020392 , 0.011281 , 0.012966 , 0.015431 , 0.023667 , 0.021246 , 0.006983 , 0.011549 , 0.012329 , 0.013898 , 0.015531 , 0.008369 
 341 , 0.020536 , 0.01037 , 0.018966 , 0.019795 , 0.025494 , 0.014916 , 0.015068 , 0.018217 , 0.01786 , 0.014855 , 0.017203 , 0.022449 , 0.014057 , 0.022383 , 0.018107 , 0.018529 , 0.016979 , 0.010089 , 0.017935 , 0.018112 , 0.015286 , 0.021623 , 0.014408 , 0.01204 , 0.011723 , 0.013108 , 0.017075 , 0.015583 , 0.019819 , 0.010381 , 0.012672 , 0.014942 , 0.023616 , 0.020509 , 0.006565 , 0.011122 , 0.011855 , 0.013402 , 0.014957 , 0.008351 
 342 , 0.020521 , 0.010393 , 0.01883 , 0.019641 , 0.025364 , 0.014678 , 0.015156 , 0.018232 , 0.017705 , 0.014933 , 0.017084 , 0.022219 , 0.013779 , 0.022388 , 0.017915 , 0.018501 , 0.017249 , 0.010393 , 0.017842 , 0.018181 , 0.015373 , 0.021431 , 0.01442 , 0.011849 , 0.011699 , 0.013107 , 0.017099 , 0.015584 , 0.019773 , 0.010179 , 0.01278 , 0.015105 , 0.023976 , 0.020532 , 0.006715 , 0.011133 , 0.011789 , 0.013372 , 0.014867 , 0.008459 
 343 , 0.021272 , 0.011042 , 0.019441 , 0.020185 , 0.025266 , 0.01483 , 0.015985 , 0.018177 , 0.017959 , 0.015406 , 0.017018 , 0.022216 , 0.013996 , 0.022377 , 0.017884 , 0.018555 , 0.018448 , 0.011042 , 0.018661 , 0.0182 , 0.016776 , 0.021108 , 0.014734 , 0.012116 , 0.012276 , 0.013542 , 0.017648 , 0.016316 , 0.020262 , 0.010679 , 0.013298 , 0.015935 , 0.02474 , 0.021313 , 0.00744 , 0.011584 , 0.012131 , 0.013805 , 0.015265 , 0.008698 
 344 , 0.021926 , 0.011623 , 0.019984 , 0.020662 , 0.025168 , 0.014964 , 0.016721 , 0.018129 , 0.018179 , 0.015811 , 0.016956 , 0.022209 , 0.014187 , 0.022357 , 0.017861 , 0.018602 , 0.01952 , 0.011623 , 0.019376 , 0.018214 , 0.017983 , 0.020817 , 0.015001 , 0.012342 , 0.01277 , 0.013923 , 0.018118 , 0.016957 , 0.020696 , 0.011114 , 0.013756 , 0.016676 , 0.025393 , 0.021983 , 0.008073 , 0.011976 , 0.01242 , 0.014167 , 0.015616 , 0.008909 
 345 , 0.022449 , 0.012102 , 0.020426 , 0.021071 , 0.025082 , 0.015087 , 0.017357 , 0.018111 , 0.018405 , 0.016141 , 0.016914 , 0.022172 , 0.014376 , 0.022371 , 0.017868 , 0.018685 , 0.02041 , 0.012105 , 0.019967 , 0.018236 , 0.018909 , 0.020623 , 0.015211 , 0.012562 , 0.013184 , 0.014227 , 0.018525 , 0.01751 , 0.021063 , 0.011487 , 0.014156 , 0.017314 , 0.025925 , 0.022558 , 0.008613 , 0.012324 , 0.01266 , 0.014495 , 0.015913 , 0.00911 
 346 , 0.022241 , 0.012026 , 0.020255 , 0.021255 , 0.025108 , 0.015212 , 0.017608 , 0.018375 , 0.018979 , 0.016118 , 0.01706 , 0.02182 , 0.014758 , 0.02282 , 0.018186 , 0.019267 , 0.020297 , 0.012046 , 0.019994 , 0.018372 , 0.018199 , 0.021264 , 0.015139 , 0.013061 , 0.013386 , 0.014059 , 0.018836 , 0.01782 , 0.021134 , 0.011707 , 0.014409 , 0.017543 , 0.025962 , 0.022964 , 0.008836 , 0.012698 , 0.012733 , 0.015001 , 0.016002 , 0.009442 
 347 , 0.022065 , 0.011951 , 0.02011 , 0.021421 , 0.025127 , 0.015325 , 0.017845 , 0.01862 , 0.019496 , 0.016102 , 0.017198 , 0.021504 , 0.015102 , 0.023237 , 0.01847 , 0.019778 , 0.0202 , 0.011994 , 0.020025 , 0.0185 , 0.017574 , 0.021839 , 0.015075 , 0.013507 , 0.01357 , 0.013914 , 0.019118 , 0.01809 , 0.021203 , 0.011897 , 0.014637 , 0.017751 , 0.025994 , 0.023325 , 0.009039 , 0.013025 , 0.012805 , 0.015459 , 0.016073 , 0.009737 
 348 , 0.021914 , 0.011878 , 0.019988 , 0.021572 , 0.025138 , 0.015429 , 0.018071 , 0.018849 , 0.019963 , 0.016089 , 0.017332 , 0.021219 , 0.015414 , 0.023628 , 0.018724 , 0.02023 , 0.020117 , 0.011948 , 0.020059 , 0.01862 , 0.017019 , 0.02236 , 0.015018 , 0.01391 , 0.013738 , 0.013786 , 0.019377 , 0.01833 , 0.021272 , 0.012063 , 0.014845 , 0.017942 , 0.026022 , 0.023648 , 0.009226 , 0.013315 , 0.012876 , 0.015877 , 0.016129 , 0.01 
 349 , 0.022059 , 0.011872 , 0.019971 , 0.021492 , 0.025132 , 0.015284 , 0.017619 , 0.019009 , 0.019915 , 0.01627 , 0.017394 , 0.021356 , 0.015151 , 0.023943 , 0.018856 , 0.020084 , 0.020019 , 0.012354 , 0.020156 , 0.018836 , 0.01704 , 0.022469 , 0.014898 , 0.013863 , 0.01367 , 0.013715 , 0.019322 , 0.018286 , 0.021192 , 0.012016 , 0.014791 , 0.017963 , 0.025966 , 0.023667 , 0.009206 , 0.013228 , 0.0129 , 0.015884 , 0.016 , 0.009968 
 350 , 0.022306 , 0.011894 , 0.019995 , 0.021333 , 0.025121 , 0.015059 , 0.016953 , 0.019133 , 0.019684 , 0.016505 , 0.017426 , 0.021652 , 0.014698 , 0.024198 , 0.018934 , 0.019733 , 0.019923 , 0.012912 , 0.020264 , 0.019068 , 0.017266 , 0.022413 , 0.014764 , 0.013655 , 0.013523 , 0.01367 , 0.019157 , 0.018142 , 0.021063 , 0.011897 , 0.014643 , 0.017915 , 0.025888 , 0.023571 , 0.009112 , 0.013011 , 0.012905 , 0.01574 , 0.015814 , 0.009831 
 351 , 0.022534 , 0.011919 , 0.02002 , 0.021191 , 0.025111 , 0.014855 , 0.016357 , 0.019243 , 0.01948 , 0.016712 , 0.017458 , 0.021936 , 0.014292 , 0.024418 , 0.019003 , 0.019419 , 0.019839 , 0.013429 , 0.020354 , 0.019272 , 0.017469 , 0.022355 , 0.014644 , 0.01347 , 0.013394 , 0.013631 , 0.01901 , 0.01801 , 0.020947 , 0.01179 , 0.014509 , 0.017865 , 0.025825 , 0.023481 , 0.009028 , 0.012817 , 0.012911 , 0.015613 , 0.015647 , 0.009709 
 352 , 0.022712 , 0.011968 , 0.020054 , 0.021166 , 0.025132 , 0.014877 , 0.016197 , 0.01925 , 0.019439 , 0.016943 , 0.017443 , 0.022149 , 0.014124 , 0.024554 , 0.019049 , 0.019368 , 0.019984 , 0.013706 , 0.02049 , 0.019412 , 0.017788 , 0.02234 , 0.014638 , 0.013492 , 0.013411 , 0.013746 , 0.019037 , 0.018125 , 0.020978 , 0.011759 , 0.014498 , 0.017925 , 0.025908 , 0.023562 , 0.009099 , 0.012819 , 0.013068 , 0.015657 , 0.015704 , 0.009701 
