  time  ,43:20 PM,43:36 PM,43:46 PM,43:59 PM,44:08 PM,45:32 PM,45:47 PM,45:59 PM,46:13 PM,46:25 PM,47:26 PM,47:37 PM,47:47 PM,47:56 PM,48:06 PM,48:43 PM,48:54 PM,49:04 PM,49:14 PM,49:26 PM,51:21 PM,51:33 PM,51:46 PM,51:59 PM,52:12 PM,53:19 PM,53:29 PM,53:40 PM,53:51 PM,54:04 PM,54:33 PM,54:43 PM,55:01 PM,55:15 PM,55:27 PM,56:16 PM,56:26 PM,56:36 PM,56:50 PM,57:00 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 349 , 0.014298 , 0.017381 , 0.015161 , 0.016196 , 0.015678 , 0.034558 , 0.031391 , 0.026646 , 0.031716 , 0.029624 , 0.017057 , 0.01914 , 0.019246 , 0.028868 , 0.024237 , 0.01981 , 0.024837 , 0.026669 , 0.032961 , 0.041598 , 0.013956 , 0.012526 , 0.014098 , 0.014779 , 0.016906 , 0.020094 , 0.017305 , 0.020859 , 0.024343 , 0.027303 , 0.020003 , 0.022275 , 0.019267 , 0.018832 , 0.017281 , 0.023179 , 0.022698 , 0.026161 , 0.019035 , 0.019414 
 350 , 0.014032 , 0.017104 , 0.015063 , 0.01548 , 0.015729 , 0.034265 , 0.031431 , 0.026514 , 0.031636 , 0.029358 , 0.016947 , 0.019045 , 0.018916 , 0.028878 , 0.024265 , 0.019373 , 0.024466 , 0.026483 , 0.032915 , 0.041628 , 0.013699 , 0.012221 , 0.013784 , 0.01419 , 0.016698 , 0.02015 , 0.01722 , 0.020863 , 0.023845 , 0.027101 , 0.019929 , 0.022153 , 0.018792 , 0.018595 , 0.017192 , 0.022663 , 0.022252 , 0.026224 , 0.018739 , 0.019262 
 351 , 0.013797 , 0.016858 , 0.014975 , 0.014842 , 0.015773 , 0.034008 , 0.031475 , 0.026401 , 0.031572 , 0.02912 , 0.016848 , 0.018963 , 0.018626 , 0.028878 , 0.024305 , 0.018984 , 0.024136 , 0.026322 , 0.032879 , 0.041662 , 0.013472 , 0.011948 , 0.013505 , 0.013665 , 0.016511 , 0.020207 , 0.017145 , 0.020874 , 0.023402 , 0.026919 , 0.019864 , 0.022054 , 0.018368 , 0.018388 , 0.017114 , 0.022199 , 0.021851 , 0.026292 , 0.018477 , 0.019132 
 352 , 0.013665 , 0.016772 , 0.014903 , 0.01461 , 0.015781 , 0.033935 , 0.031545 , 0.026356 , 0.031533 , 0.029076 , 0.016911 , 0.019055 , 0.018539 , 0.029078 , 0.024407 , 0.018873 , 0.024043 , 0.026332 , 0.03282 , 0.041772 , 0.013452 , 0.011804 , 0.013352 , 0.013455 , 0.016522 , 0.02026 , 0.017158 , 0.020971 , 0.023213 , 0.02691 , 0.020028 , 0.022161 , 0.018246 , 0.018417 , 0.017035 , 0.021964 , 0.021611 , 0.026392 , 0.018371 , 0.019062 
 353 , 0.013702 , 0.016971 , 0.014851 , 0.015094 , 0.015723 , 0.034189 , 0.031659 , 0.026429 , 0.031525 , 0.029386 , 0.017283 , 0.01948 , 0.018816 , 0.029689 , 0.024618 , 0.01926 , 0.024375 , 0.026656 , 0.032705 , 0.042028 , 0.013813 , 0.011878 , 0.013411 , 0.0138 , 0.016908 , 0.020309 , 0.017335 , 0.021234 , 0.023468 , 0.027223 , 0.020638 , 0.022647 , 0.018667 , 0.018879 , 0.016948 , 0.022126 , 0.02164 , 0.026547 , 0.018538 , 0.019086 
 354 , 0.013733 , 0.017157 , 0.014803 , 0.015538 , 0.015668 , 0.034418 , 0.03176 , 0.026496 , 0.03151 , 0.029678 , 0.017631 , 0.019882 , 0.019068 , 0.030277 , 0.024808 , 0.019619 , 0.024687 , 0.026949 , 0.032597 , 0.042265 , 0.014148 , 0.011944 , 0.013461 , 0.014135 , 0.017272 , 0.020354 , 0.017495 , 0.021478 , 0.023697 , 0.027517 , 0.021214 , 0.023097 , 0.01906 , 0.019303 , 0.016865 , 0.02228 , 0.021663 , 0.02668 , 0.01869 , 0.019104 
 355 , 0.01376 , 0.017331 , 0.014758 , 0.015945 , 0.015613 , 0.034625 , 0.031851 , 0.026557 , 0.03149 , 0.029951 , 0.017957 , 0.020261 , 0.019297 , 0.030845 , 0.024978 , 0.019954 , 0.024978 , 0.027217 , 0.032496 , 0.042485 , 0.01446 , 0.012002 , 0.013503 , 0.014459 , 0.017615 , 0.020395 , 0.017641 , 0.021703 , 0.023906 , 0.027795 , 0.02176 , 0.023514 , 0.019428 , 0.019692 , 0.016786 , 0.022426 , 0.021681 , 0.026793 , 0.018826 , 0.019114 
 356 , 0.013564 , 0.017285 , 0.014479 , 0.015765 , 0.015455 , 0.034546 , 0.031867 , 0.026293 , 0.031555 , 0.029843 , 0.017821 , 0.020166 , 0.019251 , 0.030632 , 0.024927 , 0.019681 , 0.024791 , 0.02728 , 0.03278 , 0.042385 , 0.014052 , 0.012084 , 0.013613 , 0.014456 , 0.017378 , 0.020371 , 0.01755 , 0.021612 , 0.024091 , 0.027638 , 0.021472 , 0.023446 , 0.01938 , 0.019534 , 0.016595 , 0.022104 , 0.021509 , 0.026606 , 0.018578 , 0.019037 
 357 , 0.013368 , 0.017231 , 0.014203 , 0.015565 , 0.015302 , 0.034457 , 0.031878 , 0.026027 , 0.031621 , 0.029722 , 0.017668 , 0.020054 , 0.019194 , 0.030392 , 0.024867 , 0.019396 , 0.024593 , 0.02733 , 0.033068 , 0.042277 , 0.013632 , 0.012165 , 0.013721 , 0.014438 , 0.017126 , 0.020346 , 0.017453 , 0.021511 , 0.024267 , 0.02747 , 0.021162 , 0.023359 , 0.019315 , 0.019357 , 0.016411 , 0.021779 , 0.021335 , 0.026412 , 0.018326 , 0.01896 
 358 , 0.01318 , 0.01718 , 0.013941 , 0.015373 , 0.015157 , 0.034373 , 0.031888 , 0.025775 , 0.031684 , 0.029607 , 0.017523 , 0.019948 , 0.019139 , 0.030165 , 0.024811 , 0.019127 , 0.024406 , 0.027377 , 0.033341 , 0.042176 , 0.013237 , 0.012242 , 0.013824 , 0.01442 , 0.016888 , 0.020321 , 0.017362 , 0.021416 , 0.024433 , 0.027313 , 0.020873 , 0.023278 , 0.019252 , 0.019187 , 0.016238 , 0.021476 , 0.021171 , 0.026225 , 0.018089 , 0.018888 
 359 , 0.013157 , 0.017108 , 0.013853 , 0.015409 , 0.015313 , 0.034607 , 0.031949 , 0.025783 , 0.031847 , 0.029689 , 0.017708 , 0.020036 , 0.01936 , 0.030227 , 0.024881 , 0.019218 , 0.024513 , 0.027501 , 0.033675 , 0.04242 , 0.013024 , 0.012373 , 0.013956 , 0.014444 , 0.017001 , 0.020341 , 0.017566 , 0.021551 , 0.02452 , 0.027513 , 0.020864 , 0.023304 , 0.019291 , 0.019136 , 0.016359 , 0.021518 , 0.021205 , 0.026345 , 0.018213 , 0.018992 
 360 , 0.013249 , 0.017026 , 0.013889 , 0.015607 , 0.015676 , 0.035062 , 0.032042 , 0.025975 , 0.032076 , 0.029908 , 0.018121 , 0.020256 , 0.019768 , 0.030485 , 0.025038 , 0.019557 , 0.024823 , 0.027679 , 0.034047 , 0.042904 , 0.012942 , 0.012538 , 0.014108 , 0.014496 , 0.017355 , 0.020393 , 0.017978 , 0.021847 , 0.024551 , 0.027962 , 0.021047 , 0.023405 , 0.019399 , 0.019164 , 0.016683 , 0.021804 , 0.021377 , 0.026682 , 0.018589 , 0.019216 
 361 , 0.013339 , 0.01695 , 0.013925 , 0.015799 , 0.016019 , 0.0355 , 0.032129 , 0.026158 , 0.03229 , 0.030116 , 0.018514 , 0.020466 , 0.020157 , 0.030727 , 0.025187 , 0.019881 , 0.025118 , 0.027849 , 0.034402 , 0.043368 , 0.012867 , 0.012694 , 0.014253 , 0.014545 , 0.017691 , 0.020447 , 0.018374 , 0.022132 , 0.024584 , 0.028393 , 0.02122 , 0.023502 , 0.0195 , 0.019186 , 0.01699 , 0.022081 , 0.021541 , 0.027003 , 0.018951 , 0.019425 
 362 , 0.013428 , 0.01683 , 0.013912 , 0.015958 , 0.016225 , 0.035806 , 0.032223 , 0.026302 , 0.032432 , 0.030282 , 0.018762 , 0.020623 , 0.020416 , 0.03089 , 0.025304 , 0.020104 , 0.025336 , 0.027983 , 0.034654 , 0.043744 , 0.012881 , 0.012786 , 0.014349 , 0.014567 , 0.017948 , 0.020484 , 0.018668 , 0.022313 , 0.024561 , 0.028707 , 0.021334 , 0.023527 , 0.019523 , 0.019217 , 0.017191 , 0.022249 , 0.021638 , 0.027169 , 0.019184 , 0.019519 
 363 , 0.013513 , 0.016523 , 0.0137 , 0.015987 , 0.015958 , 0.035623 , 0.032362 , 0.026304 , 0.032331 , 0.0303 , 0.018504 , 0.020598 , 0.020231 , 0.030809 , 0.025315 , 0.019978 , 0.02528 , 0.028001 , 0.034547 , 0.043818 , 0.013205 , 0.012655 , 0.01427 , 0.0145 , 0.017929 , 0.02044 , 0.018597 , 0.02211 , 0.02431 , 0.02861 , 0.021249 , 0.023281 , 0.019266 , 0.019317 , 0.017019 , 0.022009 , 0.021497 , 0.026767 , 0.018949 , 0.019216 
 364 , 0.01359 , 0.016237 , 0.013502 , 0.016012 , 0.01571 , 0.035449 , 0.03249 , 0.026304 , 0.032236 , 0.030316 , 0.018263 , 0.020573 , 0.020057 , 0.030738 , 0.025327 , 0.019861 , 0.025226 , 0.02802 , 0.034446 , 0.043888 , 0.013505 , 0.012533 , 0.014196 , 0.014438 , 0.01791 , 0.020397 , 0.018531 , 0.02192 , 0.024074 , 0.028521 , 0.021171 , 0.023052 , 0.019028 , 0.019414 , 0.01686 , 0.021784 , 0.021365 , 0.026394 , 0.018731 , 0.018933 
 365 , 0.01366 , 0.015969 , 0.013318 , 0.016032 , 0.015478 , 0.035284 , 0.032609 , 0.026302 , 0.032147 , 0.03033 , 0.018037 , 0.020548 , 0.019895 , 0.030674 , 0.025338 , 0.019751 , 0.025175 , 0.028039 , 0.034352 , 0.043954 , 0.013782 , 0.012419 , 0.014128 , 0.014381 , 0.017889 , 0.020355 , 0.018468 , 0.021743 , 0.023853 , 0.028438 , 0.0211 , 0.022837 , 0.018804 , 0.019509 , 0.016712 , 0.021574 , 0.021241 , 0.026046 , 0.018526 , 0.018669 
 366 , 0.013569 , 0.016033 , 0.013218 , 0.016121 , 0.015506 , 0.035412 , 0.0328 , 0.026295 , 0.032312 , 0.030499 , 0.01814 , 0.020565 , 0.01984 , 0.030817 , 0.025445 , 0.019987 , 0.025283 , 0.028081 , 0.034393 , 0.044068 , 0.013837 , 0.012549 , 0.014197 , 0.014612 , 0.017964 , 0.020444 , 0.01843 , 0.021773 , 0.024019 , 0.028421 , 0.021264 , 0.023064 , 0.018828 , 0.0196 , 0.016658 , 0.021525 , 0.021335 , 0.025996 , 0.018553 , 0.018728 
 367 , 0.013446 , 0.016164 , 0.013136 , 0.016224 , 0.015587 , 0.0356 , 0.033001 , 0.026288 , 0.03253 , 0.030697 , 0.018309 , 0.020591 , 0.019809 , 0.030999 , 0.02557 , 0.020293 , 0.025422 , 0.028128 , 0.034461 , 0.044191 , 0.013846 , 0.012729 , 0.014292 , 0.014899 , 0.018057 , 0.020559 , 0.018398 , 0.021847 , 0.024263 , 0.028419 , 0.021473 , 0.023381 , 0.018903 , 0.019688 , 0.016625 , 0.021511 , 0.021473 , 0.026009 , 0.018627 , 0.018852 
 368 , 0.013324 , 0.016291 , 0.013057 , 0.016324 , 0.015666 , 0.03578 , 0.033197 , 0.02628 , 0.032741 , 0.03089 , 0.018474 , 0.020614 , 0.01978 , 0.031177 , 0.025692 , 0.020591 , 0.025556 , 0.028173 , 0.034527 , 0.044311 , 0.013855 , 0.012905 , 0.014386 , 0.015179 , 0.018147 , 0.020671 , 0.018368 , 0.021921 , 0.024501 , 0.028421 , 0.021678 , 0.023689 , 0.018974 , 0.019771 , 0.016593 , 0.021497 , 0.021607 , 0.026023 , 0.018699 , 0.018974 
 369 , 0.013316 , 0.016344 , 0.013124 , 0.016411 , 0.015792 , 0.035955 , 0.033405 , 0.026312 , 0.032875 , 0.031107 , 0.018634 , 0.020697 , 0.019866 , 0.031313 , 0.025891 , 0.020831 , 0.025739 , 0.028348 , 0.034719 , 0.044432 , 0.013897 , 0.013056 , 0.014496 , 0.015377 , 0.018337 , 0.020822 , 0.018411 , 0.022062 , 0.024711 , 0.02843 , 0.021885 , 0.023889 , 0.019003 , 0.019864 , 0.016684 , 0.021557 , 0.021655 , 0.026163 , 0.018777 , 0.019101 
 370 , 0.013446 , 0.016309 , 0.01337 , 0.016487 , 0.015979 , 0.036125 , 0.033636 , 0.026392 , 0.032922 , 0.031359 , 0.018794 , 0.020853 , 0.020096 , 0.031403 , 0.026192 , 0.021008 , 0.025987 , 0.028688 , 0.03507 , 0.044558 , 0.013983 , 0.013185 , 0.014632 , 0.015478 , 0.018652 , 0.021025 , 0.018545 , 0.022291 , 0.02489 , 0.028449 , 0.022105 , 0.023958 , 0.018978 , 0.019972 , 0.016928 , 0.021708 , 0.021598 , 0.026465 , 0.018866 , 0.01924 
 371 , 0.01358 , 0.016273 , 0.013621 , 0.016565 , 0.01617 , 0.036304 , 0.033872 , 0.026476 , 0.032967 , 0.031617 , 0.018957 , 0.021017 , 0.02033 , 0.031496 , 0.026499 , 0.021186 , 0.02624 , 0.029033 , 0.035431 , 0.04469 , 0.014076 , 0.013315 , 0.014772 , 0.015586 , 0.018974 , 0.021231 , 0.018683 , 0.022525 , 0.025077 , 0.028474 , 0.022329 , 0.024036 , 0.018958 , 0.020083 , 0.017177 , 0.021862 , 0.021547 , 0.026769 , 0.018957 , 0.019381 
 372 , 0.013702 , 0.016248 , 0.013837 , 0.016614 , 0.016336 , 0.036486 , 0.034097 , 0.026553 , 0.033014 , 0.031858 , 0.019103 , 0.021174 , 0.020542 , 0.03158 , 0.026793 , 0.021363 , 0.026502 , 0.029355 , 0.035771 , 0.044835 , 0.014173 , 0.01342 , 0.014895 , 0.015683 , 0.019271 , 0.021405 , 0.018816 , 0.022732 , 0.025252 , 0.028508 , 0.022521 , 0.024093 , 0.018936 , 0.020183 , 0.017403 , 0.021974 , 0.021486 , 0.027022 , 0.019035 , 0.019493 
 373 , 0.013654 , 0.01634 , 0.013587 , 0.0163 , 0.016168 , 0.03666 , 0.034166 , 0.026515 , 0.03308 , 0.031886 , 0.019008 , 0.02122 , 0.020445 , 0.031554 , 0.026894 , 0.021474 , 0.026807 , 0.029312 , 0.035774 , 0.045123 , 0.014327 , 0.0132 , 0.014779 , 0.015628 , 0.019206 , 0.021159 , 0.018882 , 0.02261 , 0.025266 , 0.028609 , 0.022316 , 0.023874 , 0.018907 , 0.020114 , 0.017311 , 0.021531 , 0.021268 , 0.026578 , 0.018937 , 0.019246 
 374 , 0.013605 , 0.016431 , 0.013344 , 0.015983 , 0.016002 , 0.036828 , 0.034235 , 0.026477 , 0.033146 , 0.031902 , 0.018912 , 0.02126 , 0.020348 , 0.031526 , 0.026989 , 0.021588 , 0.027108 , 0.029283 , 0.035781 , 0.045393 , 0.014467 , 0.012982 , 0.014663 , 0.015565 , 0.019142 , 0.020914 , 0.018939 , 0.022484 , 0.025273 , 0.0287 , 0.022109 , 0.023649 , 0.018874 , 0.020045 , 0.017222 , 0.021109 , 0.021054 , 0.026157 , 0.018833 , 0.018997 
 375 , 0.013554 , 0.01652 , 0.013108 , 0.015664 , 0.015838 , 0.036991 , 0.034303 , 0.02644 , 0.033213 , 0.031908 , 0.018817 , 0.021295 , 0.020248 , 0.031497 , 0.027079 , 0.021706 , 0.027404 , 0.029265 , 0.035791 , 0.04565 , 0.014595 , 0.012765 , 0.014549 , 0.015496 , 0.019079 , 0.020669 , 0.018987 , 0.022354 , 0.025274 , 0.028782 , 0.021902 , 0.023419 , 0.018835 , 0.019977 , 0.017135 , 0.020703 , 0.020842 , 0.025755 , 0.018723 , 0.018744 
 376 , 0.013662 , 0.01655 , 0.013087 , 0.015642 , 0.016034 , 0.037074 , 0.03444 , 0.026521 , 0.033317 , 0.031858 , 0.018897 , 0.021337 , 0.020281 , 0.031458 , 0.027137 , 0.021728 , 0.027501 , 0.029346 , 0.036047 , 0.045852 , 0.014489 , 0.012985 , 0.014737 , 0.015516 , 0.0192 , 0.0207 , 0.019056 , 0.022392 , 0.025386 , 0.02895 , 0.022047 , 0.023434 , 0.018894 , 0.019901 , 0.017098 , 0.020656 , 0.020753 , 0.025535 , 0.018728 , 0.018752 
 377 , 0.013841 , 0.01657 , 0.013158 , 0.015754 , 0.01638 , 0.037132 , 0.034607 , 0.026645 , 0.033439 , 0.031806 , 0.01904 , 0.021391 , 0.020386 , 0.031466 , 0.027208 , 0.021731 , 0.027547 , 0.02948 , 0.036394 , 0.04604 , 0.014298 , 0.013393 , 0.01505 , 0.015587 , 0.01941 , 0.020865 , 0.019142 , 0.02252 , 0.025571 , 0.029177 , 0.022357 , 0.023573 , 0.019 , 0.019845 , 0.017101 , 0.020767 , 0.02074 , 0.025435 , 0.018811 , 0.018903 
 378 , 0.014028 , 0.016605 , 0.013234 , 0.015881 , 0.016731 , 0.037197 , 0.034778 , 0.026763 , 0.033564 , 0.031776 , 0.019173 , 0.021455 , 0.02051 , 0.031527 , 0.027307 , 0.021755 , 0.027626 , 0.029629 , 0.036727 , 0.04624 , 0.01412 , 0.013809 , 0.015367 , 0.015674 , 0.019635 , 0.021053 , 0.019243 , 0.022674 , 0.025788 , 0.029428 , 0.022686 , 0.023736 , 0.019115 , 0.019812 , 0.017127 , 0.020891 , 0.020755 , 0.025382 , 0.018926 , 0.019094 
 379 , 0.01419 , 0.016661 , 0.013336 , 0.016044 , 0.016861 , 0.037324 , 0.034958 , 0.026907 , 0.033712 , 0.031858 , 0.019277 , 0.021623 , 0.020639 , 0.031667 , 0.027373 , 0.021842 , 0.027772 , 0.029804 , 0.036963 , 0.046458 , 0.01411 , 0.014076 , 0.015605 , 0.015781 , 0.019858 , 0.021145 , 0.019323 , 0.022846 , 0.026 , 0.029578 , 0.022913 , 0.023848 , 0.019189 , 0.019755 , 0.017157 , 0.0209 , 0.020743 , 0.025391 , 0.018992 , 0.019172 
 380 , 0.0143 , 0.016741 , 0.013492 , 0.016263 , 0.01655 , 0.037574 , 0.035161 , 0.027101 , 0.033899 , 0.032135 , 0.019332 , 0.021989 , 0.020748 , 0.031914 , 0.027361 , 0.022034 , 0.028014 , 0.030011 , 0.037022 , 0.04672 , 0.01443 , 0.014027 , 0.015687 , 0.01591 , 0.020055 , 0.021013 , 0.019354 , 0.023024 , 0.026154 , 0.02949 , 0.02293 , 0.023836 , 0.019167 , 0.019638 , 0.017172 , 0.02068 , 0.020661 , 0.025468 , 0.018935 , 0.018981 
 381 , 0.01442 , 0.01682 , 0.013654 , 0.016481 , 0.016253 , 0.037829 , 0.035372 , 0.027286 , 0.034079 , 0.032399 , 0.01939 , 0.022346 , 0.020844 , 0.032165 , 0.027366 , 0.022224 , 0.028246 , 0.03021 , 0.037103 , 0.047014 , 0.014757 , 0.013973 , 0.015776 , 0.016034 , 0.020242 , 0.020867 , 0.019392 , 0.02319 , 0.026285 , 0.029383 , 0.022968 , 0.023824 , 0.019146 , 0.019535 , 0.017183 , 0.02048 , 0.020598 , 0.02553 , 0.018893 , 0.018791 
 382 , 0.014546 , 0.016901 , 0.013822 , 0.0167 , 0.01596 , 0.038088 , 0.035587 , 0.027466 , 0.034258 , 0.032657 , 0.019451 , 0.022701 , 0.020932 , 0.032419 , 0.027383 , 0.022415 , 0.028474 , 0.030408 , 0.0372 , 0.047328 , 0.015092 , 0.013914 , 0.015872 , 0.016154 , 0.020422 , 0.020711 , 0.019433 , 0.023351 , 0.026402 , 0.029263 , 0.023017 , 0.023812 , 0.019123 , 0.019439 , 0.017195 , 0.020292 , 0.020544 , 0.025583 , 0.018862 , 0.0186 
 383 , 0.014677 , 0.01741 , 0.014023 , 0.017003 , 0.016206 , 0.03848 , 0.036058 , 0.027614 , 0.034445 , 0.03313 , 0.019786 , 0.022907 , 0.021323 , 0.032785 , 0.027649 , 0.022775 , 0.028875 , 0.030819 , 0.037681 , 0.047594 , 0.015441 , 0.014031 , 0.016079 , 0.016439 , 0.020825 , 0.021003 , 0.019646 , 0.023522 , 0.026602 , 0.0296 , 0.023235 , 0.024179 , 0.01925 , 0.019669 , 0.017418 , 0.020451 , 0.020734 , 0.025509 , 0.018901 , 0.018779 
 384 , 0.014804 , 0.017933 , 0.014229 , 0.017306 , 0.016472 , 0.038861 , 0.03653 , 0.027759 , 0.034617 , 0.033595 , 0.020127 , 0.023109 , 0.021728 , 0.033141 , 0.027926 , 0.023142 , 0.029282 , 0.03125 , 0.038189 , 0.047862 , 0.015792 , 0.01416 , 0.016291 , 0.016738 , 0.021234 , 0.021312 , 0.019865 , 0.023691 , 0.026825 , 0.02996 , 0.023461 , 0.024561 , 0.019402 , 0.019911 , 0.017651 , 0.020638 , 0.020951 , 0.025464 , 0.018962 , 0.019 
 385 , 0.014924 , 0.018451 , 0.014432 , 0.017604 , 0.016733 , 0.03923 , 0.036995 , 0.027903 , 0.034779 , 0.034053 , 0.020464 , 0.02331 , 0.022138 , 0.033482 , 0.028198 , 0.023504 , 0.029689 , 0.031688 , 0.038699 , 0.048131 , 0.016148 , 0.014286 , 0.016502 , 0.017042 , 0.021643 , 0.021623 , 0.020082 , 0.023862 , 0.027059 , 0.030321 , 0.023687 , 0.024942 , 0.019562 , 0.02015 , 0.017883 , 0.02083 , 0.021179 , 0.025442 , 0.01903 , 0.019233 
 386 , 0.015008 , 0.018642 , 0.014492 , 0.017726 , 0.0168 , 0.039384 , 0.037241 , 0.027895 , 0.034893 , 0.034262 , 0.02061 , 0.023487 , 0.022293 , 0.033676 , 0.028392 , 0.023861 , 0.029995 , 0.031914 , 0.038911 , 0.048337 , 0.016291 , 0.014422 , 0.016559 , 0.017207 , 0.02189 , 0.021711 , 0.02019 , 0.023953 , 0.027181 , 0.030564 , 0.023891 , 0.025137 , 0.019677 , 0.020243 , 0.017974 , 0.020951 , 0.021238 , 0.025521 , 0.019036 , 0.019241 
 387 , 0.015059 , 0.018604 , 0.014449 , 0.017725 , 0.016736 , 0.039395 , 0.037339 , 0.027785 , 0.034983 , 0.034304 , 0.020626 , 0.023638 , 0.022276 , 0.033767 , 0.028526 , 0.024194 , 0.030221 , 0.03199 , 0.038915 , 0.048492 , 0.016287 , 0.01456 , 0.016505 , 0.017265 , 0.022023 , 0.021654 , 0.020215 , 0.023983 , 0.027217 , 0.030713 , 0.024067 , 0.025203 , 0.019759 , 0.020238 , 0.017967 , 0.021013 , 0.021178 , 0.025667 , 0.018999 , 0.019099 
 388 , 0.015106 , 0.018567 , 0.014407 , 0.017717 , 0.016671 , 0.039406 , 0.037432 , 0.027683 , 0.035069 , 0.03434 , 0.02064 , 0.02378 , 0.022257 , 0.033863 , 0.028659 , 0.024508 , 0.030441 , 0.032063 , 0.03892 , 0.048643 , 0.016285 , 0.014689 , 0.016454 , 0.017326 , 0.022145 , 0.021594 , 0.020245 , 0.024018 , 0.027258 , 0.030858 , 0.024235 , 0.025271 , 0.019833 , 0.020232 , 0.017959 , 0.021078 , 0.021125 , 0.025805 , 0.01897 , 0.018961 
 389 , 0.015176 , 0.018561 , 0.01435 , 0.017745 , 0.016625 , 0.039465 , 0.037552 , 0.027637 , 0.035152 , 0.034418 , 0.020662 , 0.023908 , 0.022333 , 0.034012 , 0.028815 , 0.024763 , 0.030665 , 0.032157 , 0.039001 , 0.048816 , 0.016306 , 0.014804 , 0.016489 , 0.017421 , 0.022314 , 0.021575 , 0.02031 , 0.024096 , 0.027332 , 0.030993 , 0.02442 , 0.025338 , 0.01989 , 0.020257 , 0.017962 , 0.021121 , 0.021097 , 0.025927 , 0.018972 , 0.018832 
 390 , 0.01534 , 0.018668 , 0.014263 , 0.017877 , 0.016627 , 0.039696 , 0.037762 , 0.027755 , 0.035225 , 0.034655 , 0.020704 , 0.024001 , 0.022724 , 0.034348 , 0.029064 , 0.024841 , 0.030943 , 0.032328 , 0.03933 , 0.049063 , 0.016395 , 0.014887 , 0.016794 , 0.017661 , 0.02267 , 0.021679 , 0.020494 , 0.024329 , 0.027518 , 0.031116 , 0.024696 , 0.025417 , 0.01988 , 0.020392 , 0.018006 , 0.021108 , 0.021141 , 0.026004 , 0.019094 , 0.018712 
 391 , 0.015491 , 0.018764 , 0.014177 , 0.018001 , 0.016627 , 0.03992 , 0.037967 , 0.027874 , 0.035303 , 0.034883 , 0.020741 , 0.024086 , 0.023097 , 0.034676 , 0.029301 , 0.024915 , 0.031213 , 0.032491 , 0.039654 , 0.049302 , 0.016479 , 0.01497 , 0.017083 , 0.017894 , 0.023009 , 0.021777 , 0.020676 , 0.024553 , 0.027697 , 0.031236 , 0.024956 , 0.025495 , 0.019877 , 0.020528 , 0.018048 , 0.021091 , 0.021179 , 0.026075 , 0.019214 , 0.018593 
 392 , 0.01564 , 0.018862 , 0.014097 , 0.018122 , 0.01663 , 0.040129 , 0.038168 , 0.027987 , 0.035377 , 0.0351 , 0.020785 , 0.024174 , 0.02346 , 0.034984 , 0.029531 , 0.024991 , 0.031473 , 0.032643 , 0.039962 , 0.049531 , 0.01656 , 0.015048 , 0.017364 , 0.018116 , 0.023331 , 0.021872 , 0.020849 , 0.024772 , 0.027872 , 0.031351 , 0.025209 , 0.025569 , 0.019872 , 0.02065 , 0.01809 , 0.021074 , 0.021209 , 0.026142 , 0.019325 , 0.018476 
 393 , 0.015492 , 0.018749 , 0.013979 , 0.018226 , 0.01665 , 0.040216 , 0.038306 , 0.027973 , 0.03528 , 0.035126 , 0.020861 , 0.024159 , 0.023378 , 0.035106 , 0.029542 , 0.025177 , 0.031612 , 0.032923 , 0.040195 , 0.049594 , 0.016559 , 0.015172 , 0.017528 , 0.018079 , 0.023441 , 0.021781 , 0.020952 , 0.024835 , 0.027931 , 0.031389 , 0.025121 , 0.025721 , 0.019787 , 0.020478 , 0.017982 , 0.021028 , 0.021203 , 0.025881 , 0.019258 , 0.018532 
 394 , 0.015306 , 0.018604 , 0.013874 , 0.018311 , 0.016662 , 0.04028 , 0.038437 , 0.027928 , 0.035176 , 0.035116 , 0.020942 , 0.024135 , 0.023236 , 0.035191 , 0.029517 , 0.025372 , 0.031721 , 0.033205 , 0.0404 , 0.049627 , 0.01655 , 0.015291 , 0.017659 , 0.018004 , 0.023498 , 0.021677 , 0.02104 , 0.024862 , 0.027973 , 0.031421 , 0.02499 , 0.025874 , 0.019691 , 0.02026 , 0.017854 , 0.02098 , 0.021182 , 0.025589 , 0.019158 , 0.018611 
 395 , 0.015133 , 0.018476 , 0.013769 , 0.018388 , 0.016681 , 0.04035 , 0.038555 , 0.027897 , 0.035077 , 0.035117 , 0.02102 , 0.024116 , 0.023103 , 0.035268 , 0.0295 , 0.025544 , 0.031822 , 0.033465 , 0.040597 , 0.049667 , 0.016545 , 0.015404 , 0.017782 , 0.017941 , 0.023565 , 0.021571 , 0.021116 , 0.02489 , 0.028017 , 0.031455 , 0.024866 , 0.026014 , 0.019608 , 0.020063 , 0.017734 , 0.020933 , 0.021164 , 0.02532 , 0.019066 , 0.018683 
