  time  ,"9:52 PM""","9:53 PM""","0:00 PM""","0:02 PM""","0:40 PM""","1:10 PM""","1:11 PM""","1:31 PM""","1:32 PM""","1:46 PM""","4:03 PM""","4:29 PM""","4:46 PM""","5:06 PM""","5:19 PM""","6:40 PM""","7:05 PM""","7:17 PM""","7:33 PM""","7:47 PM""","9:28 PM""","9:47 PM""","0:10 PM""","0:21 PM""","0:38 PM""","1:28 PM""","1:44 PM""","2:04 PM""","2:20 PM""","2:33 PM""","4:06 PM""","4:19 PM""","4:41 PM""","4:51 PM""","5:04 PM""","5:52 PM""","6:07 PM""","6:20 PM""","6:33 PM""","6:49 PM""","7:34 PM""","7:47 PM""","8:01 PM""","8:12 PM""","8:27 PM""","9:24 PM""","9:40 PM""","9:52 PM""","0:03 PM""","0:13 PM""","1:13 PM""","1:36 PM""","1:49 PM""","2:04 PM""","2:20 PM""","4:37 PM""","5:02 PM""","5:21 PM""","5:42 PM""","5:58 PM""","2:15 PM""","2:48 PM""","3:04 PM""","3:20 PM""","3:34 PM""","5:08 PM""","5:24 PM""","5:37 PM""","5:47 PM""","6:02 PM""","7:50 PM""","8:03 PM""","8:16 PM""","8:31 PM""","8:45 PM""","9:57 PM""","0:13 PM""","0:29 PM""","0:46 PM""","1:01 PM""","1:52 PM""","2:10 PM""","2:22 PM""","2:40 PM""","2:55 PM""","3:44 PM""","3:55 PM""","4:09 PM""","4:20 PM""","4:31 PM""","5:48 PM""","5:59 PM""","6:11 PM""","6:22 PM""","6:33 PM""","7:22 PM""","7:32 PM""","7:45 PM""","7:56 PM""","8:07 PM""","8:52 PM""","9:07 PM""","9:19 PM""","9:33 PM""","9:42 PM""","0:24 PM""","0:33 PM""","0:43 PM""","0:53 PM""","1:03 PM""","1:54 PM""","2:06 PM""","2:17 PM""","2:29 PM""","2:38 PM"""
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,0.023843,0.024329,0.025299,0.024935,0.027527,0.033218,0.033129,0.035787,0.035798,0.036239,0.039934,0.045062,0.031519,0.035732,0.042537,0.031453,0.039261,0.048955,0.02434,0.039052,0.039327,0.038478,0.053124,0.029556,0.031541,0.052539,0.043496,0.039702,0.059719,0.059961,0.039526,0.032743,0.042404,0.046485,0.027527,0.037574,0.035765,0.03603,0.036857,0.032214,0.026093,0.02713,0.032368,0.038456,0.027306,0.034717,0.024163,0.033085,0.039493,0.035401,0.039647,0.029975,0.031596,0.025619,0.028156,0.050301,0.042206,0.037927,0.048304,0.046749,0.033813,0.035247,0.031365,0.027273,0.031993,0.029137,0.0356,0.02863,0.046782,0.031409,0.027681,0.033129,0.019531,0.026237,0.034861,0.040728,0.038666,0.064483,0.043871,0.051381,0.030174,0.043904,0.045338,0.035434,0.041147,0.039151,0.040629,0.037519,0.036857,0.028178,0.051944,0.051844,0.033526,0.042691,0.026964,0.045636,0.039901,0.046661,0.046264,0.030229,0.03571,0.027814,0.041235,0.029611,0.025939,0.048161,0.032093,0.038732,0.036813,0.024262,0.044069,0.029391,0.034067,0.037894,0.036317
407,0.02401,0.024466,0.025389,0.025066,0.027713,0.033496,0.033429,0.035954,0.036043,0.036443,0.040224,0.045562,0.031828,0.036065,0.04286,0.03175,0.03959,0.049265,0.024388,0.039279,0.039435,0.0385,0.053469,0.029782,0.031806,0.052713,0.043716,0.039891,0.059964,0.060253,0.039868,0.032985,0.042604,0.046763,0.027802,0.037678,0.035976,0.036087,0.037044,0.032317,0.026312,0.027268,0.032651,0.038778,0.02748,0.034953,0.024255,0.033096,0.039768,0.035765,0.040102,0.030215,0.031839,0.025667,0.02828,0.050522,0.042404,0.038011,0.048531,0.047086,0.034008,0.035375,0.031628,0.027402,0.032084,0.029181,0.035742,0.028792,0.046863,0.03165,0.027813,0.033329,0.019606,0.026279,0.035064,0.041014,0.03879,0.064913,0.044294,0.05179,0.030282,0.04425,0.04564,0.035654,0.041347,0.039279,0.040903,0.037644,0.036966,0.028225,0.052657,0.052124,0.033718,0.04316,0.027079,0.045718,0.040113,0.046874,0.046385,0.030449,0.035854,0.027925,0.041548,0.029682,0.026001,0.048743,0.032351,0.039068,0.036921,0.024421,0.04445,0.029604,0.034219,0.0382,0.036387
408,0.024164,0.024601,0.025475,0.025195,0.027896,0.033747,0.033713,0.0361,0.036257,0.036638,0.040482,0.04603,0.032121,0.036369,0.04315,0.032021,0.0399,0.049572,0.024433,0.039485,0.03953,0.038532,0.053786,0.029981,0.032043,0.052878,0.043912,0.040068,0.060197,0.060533,0.040191,0.03322,0.042791,0.047039,0.028075,0.03777,0.036167,0.036145,0.037221,0.032413,0.026506,0.027403,0.032917,0.039093,0.02765,0.035181,0.024343,0.033096,0.040034,0.0361,0.040527,0.03044,0.032077,0.025722,0.0284,0.050737,0.042601,0.038095,0.048742,0.047398,0.034184,0.035495,0.031875,0.027504,0.032166,0.029219,0.035876,0.028938,0.046938,0.031886,0.027941,0.033511,0.01967,0.026327,0.035271,0.041278,0.038902,0.065308,0.044685,0.052172,0.030384,0.044573,0.045918,0.035865,0.041536,0.039395,0.041166,0.03777,0.037053,0.028277,0.053338,0.052385,0.033903,0.043609,0.027179,0.045784,0.040314,0.047084,0.046512,0.030642,0.035999,0.028031,0.041827,0.029745,0.026058,0.049292,0.032592,0.039395,0.03703,0.024579,0.044797,0.029813,0.034352,0.038476,0.03647
409,0.024318,0.024725,0.02556,0.025312,0.028066,0.033993,0.033982,0.03624,0.036477,0.036816,0.040733,0.046469,0.032402,0.036658,0.043432,0.032277,0.040191,0.049844,0.024476,0.039683,0.039616,0.038554,0.0541,0.030177,0.032277,0.053028,0.044109,0.040225,0.060423,0.060795,0.040496,0.03344,0.042957,0.047293,0.028326,0.037854,0.036353,0.036206,0.03738,0.032503,0.026689,0.027536,0.033158,0.039379,0.027807,0.035393,0.02442,0.033102,0.040282,0.036421,0.040925,0.030652,0.032289,0.025763,0.028518,0.050928,0.042777,0.038171,0.048941,0.047699,0.034355,0.035608,0.032108,0.027615,0.032243,0.029252,0.036014,0.029071,0.046999,0.032097,0.028055,0.033689,0.019734,0.026362,0.03545,0.041535,0.039006,0.065695,0.045057,0.052542,0.030482,0.044877,0.046175,0.036059,0.041716,0.039503,0.041411,0.037877,0.037143,0.028326,0.053976,0.052621,0.034072,0.044019,0.027276,0.045859,0.040496,0.047281,0.046615,0.030832,0.036127,0.028134,0.042099,0.029805,0.026113,0.04981,0.032819,0.039695,0.037132,0.024725,0.045136,0.030019,0.034479,0.038746,0.036534
410,0.024432,0.02484,0.025746,0.025497,0.028261,0.034207,0.034219,0.036427,0.036541,0.03696,0.041117,0.046905,0.032633,0.036903,0.043824,0.032554,0.040573,0.050065,0.024568,0.03986,0.039803,0.038761,0.054415,0.030334,0.032486,0.053259,0.044322,0.04046,0.060656,0.061018,0.040924,0.033516,0.04311,0.047528,0.028601,0.038161,0.036575,0.036235,0.037673,0.03252,0.026969,0.027649,0.033301,0.039712,0.028,0.035612,0.024489,0.033154,0.040517,0.036699,0.041457,0.030877,0.032474,0.025916,0.02868,0.051141,0.042974,0.03824,0.049068,0.047981,0.034491,0.035714,0.032225,0.02766,0.032293,0.029325,0.036201,0.029269,0.047097,0.032225,0.028204,0.03372,0.019754,0.026437,0.035635,0.04174,0.03918,0.06607,0.045376,0.052806,0.030583,0.045183,0.046407,0.036167,0.041944,0.039656,0.041604,0.037968,0.037186,0.028363,0.054641,0.052738,0.034309,0.044311,0.027389,0.045897,0.040675,0.047426,0.046724,0.030991,0.036326,0.028238,0.042408,0.029948,0.026188,0.050382,0.033052,0.040041,0.037243,0.024749,0.045455,0.03013,0.034513,0.038987,0.036597
411,0.024545,0.024943,0.025932,0.02567,0.028443,0.034409,0.034432,0.036602,0.036602,0.03708,0.041466,0.047318,0.032852,0.037136,0.044182,0.032818,0.040932,0.050273,0.024659,0.040011,0.039989,0.038943,0.054705,0.030489,0.032682,0.053466,0.044523,0.04067,0.060886,0.061227,0.041318,0.03358,0.043261,0.04775,0.028864,0.038432,0.036773,0.036261,0.037943,0.032523,0.027227,0.027761,0.03342,0.040023,0.028182,0.035818,0.024557,0.033205,0.040739,0.036955,0.041955,0.03108,0.032648,0.026057,0.02883,0.051341,0.043148,0.038307,0.049193,0.048239,0.034614,0.035818,0.032341,0.027705,0.03233,0.029398,0.036375,0.029443,0.047182,0.032341,0.028352,0.03375,0.019784,0.026511,0.035807,0.041932,0.03933,0.066409,0.045659,0.053045,0.030682,0.045455,0.046625,0.036261,0.042148,0.039807,0.041784,0.038045,0.037239,0.028398,0.055261,0.05283,0.034523,0.044568,0.0275,0.045943,0.040841,0.047568,0.04683,0.031136,0.036511,0.028318,0.042693,0.030091,0.026261,0.05092,0.033273,0.040364,0.037341,0.024773,0.045761,0.03025,0.034545,0.039216,0.036648
412,0.024654,0.025053,0.026101,0.025828,0.02862,0.034604,0.034638,0.036758,0.036667,0.037203,0.041808,0.047712,0.033065,0.037363,0.04452,0.033065,0.041261,0.050459,0.024734,0.040155,0.040155,0.039129,0.054984,0.030638,0.03286,0.053662,0.044703,0.040862,0.061093,0.061435,0.041682,0.033647,0.043392,0.047963,0.029099,0.038696,0.036964,0.036291,0.038206,0.03253,0.02748,0.027868,0.033544,0.040315,0.028358,0.036006,0.02462,0.033248,0.040953,0.037203,0.042412,0.031276,0.032815,0.026181,0.028974,0.051519,0.043312,0.038366,0.049308,0.048487,0.03473,0.035915,0.032461,0.027754,0.03237,0.029464,0.03653,0.029601,0.047267,0.03245,0.028472,0.033784,0.01981,0.02658,0.035961,0.042104,0.039483,0.066735,0.045934,0.053274,0.030774,0.045717,0.046823,0.036348,0.042343,0.039938,0.041944,0.038115,0.037271,0.028427,0.05585,0.052921,0.034718,0.044817,0.027594,0.045979,0.040998,0.047689,0.046925,0.031276,0.03669,0.028404,0.042959,0.030205,0.026329,0.051428,0.033476,0.040679,0.037442,0.024791,0.046036,0.030353,0.03457,0.039426,0.036701
413,0.024804,0.025204,0.026256,0.025993,0.028818,0.034844,0.034867,0.03696,0.036857,0.037383,0.042163,0.048121,0.033289,0.0376,0.044839,0.033312,0.041637,0.050694,0.024827,0.040391,0.040345,0.039316,0.055326,0.030773,0.033083,0.053942,0.044908,0.041065,0.061295,0.061695,0.042037,0.033758,0.043558,0.048213,0.029344,0.03895,0.037189,0.036365,0.038435,0.032592,0.027709,0.027994,0.033701,0.040631,0.028543,0.03624,0.02469,0.033335,0.041225,0.037486,0.042872,0.031482,0.033038,0.026279,0.029104,0.051781,0.04349,0.038481,0.049482,0.048727,0.03489,0.036022,0.032603,0.027823,0.032431,0.029504,0.03672,0.029698,0.047378,0.032614,0.028623,0.03393,0.019875,0.026656,0.036159,0.0423,0.039716,0.067139,0.046269,0.05361,0.030876,0.045971,0.047092,0.036514,0.042552,0.040128,0.042175,0.038286,0.037406,0.028452,0.056538,0.053107,0.034959,0.045136,0.027731,0.046028,0.041203,0.047858,0.047023,0.031448,0.036891,0.028543,0.043272,0.03027,0.026405,0.051975,0.033701,0.04102,0.037566,0.024907,0.046394,0.030465,0.034673,0.03967,0.036788
414,0.024975,0.025376,0.026397,0.026156,0.029047,0.035105,0.035128,0.037158,0.037112,0.037617,0.04255,0.04855,0.033521,0.037858,0.045143,0.033567,0.042022,0.050948,0.024929,0.040669,0.040542,0.039498,0.055686,0.030906,0.033338,0.054275,0.045108,0.041254,0.061479,0.061995,0.042378,0.033889,0.043743,0.048493,0.029587,0.0392,0.037433,0.036458,0.038672,0.032684,0.027935,0.028118,0.033877,0.040955,0.028738,0.036481,0.02478,0.033453,0.04154,0.037789,0.043307,0.031674,0.033281,0.026363,0.029231,0.052083,0.043674,0.038638,0.049697,0.048963,0.035082,0.036149,0.032776,0.027912,0.032512,0.029552,0.036906,0.029747,0.047517,0.032799,0.028772,0.034141,0.019961,0.02673,0.036378,0.042516,0.039992,0.067594,0.046657,0.053988,0.030986,0.04621,0.04738,0.036734,0.042757,0.040347,0.042412,0.038512,0.037594,0.028474,0.057269,0.053334,0.035208,0.04551,0.027877,0.046095,0.041426,0.048057,0.047139,0.031629,0.037112,0.028715,0.043594,0.030286,0.026501,0.052542,0.033923,0.04138,0.037709,0.025067,0.046783,0.030585,0.034818,0.039923,0.036917
415,0.025131,0.025545,0.026523,0.026304,0.02925,0.03536,0.03536,0.037351,0.037362,0.037822,0.042908,0.048961,0.033738,0.038099,0.045428,0.033807,0.042391,0.051193,0.025027,0.040929,0.040722,0.039675,0.056038,0.031022,0.033577,0.054588,0.045313,0.041447,0.061664,0.062274,0.042701,0.034014,0.04391,0.048754,0.029825,0.039445,0.037661,0.036545,0.038881,0.032771,0.028145,0.028237,0.03406,0.041263,0.028916,0.036706,0.024866,0.033553,0.041827,0.038087,0.043714,0.031862,0.033507,0.026442,0.029354,0.052378,0.04384,0.038778,0.049893,0.049191,0.035256,0.036269,0.032944,0.027996,0.032587,0.029584,0.037098,0.029791,0.047649,0.032978,0.028905,0.034347,0.020045,0.026799,0.036591,0.042713,0.04025,0.068016,0.047016,0.054358,0.031091,0.046441,0.047649,0.036925,0.042954,0.04055,0.042655,0.03872,0.037765,0.028491,0.057971,0.053564,0.035452,0.045854,0.028019,0.046153,0.041643,0.048248,0.047258,0.031793,0.037305,0.02887,0.043898,0.03032,0.026592,0.05308,0.034152,0.041723,0.037845,0.025211,0.047154,0.030688,0.034969,0.04017,0.03704
416,0.025304,0.025731,0.026666,0.026458,0.029471,0.035636,0.035624,0.037552,0.037586,0.038037,0.043254,0.049361,0.033985,0.03836,0.045736,0.034054,0.042735,0.051462,0.025142,0.041177,0.040923,0.039849,0.05638,0.03118,0.033812,0.054879,0.045505,0.041638,0.061863,0.062544,0.043058,0.034146,0.044086,0.049038,0.03006,0.039687,0.037898,0.03664,0.03911,0.032877,0.028363,0.028375,0.03425,0.041569,0.02909,0.036952,0.024958,0.033673,0.042123,0.038383,0.044132,0.032057,0.033742,0.026539,0.029506,0.052639,0.044016,0.038902,0.050088,0.049442,0.035428,0.036397,0.033119,0.028086,0.03268,0.029656,0.037298,0.029864,0.04778,0.033165,0.029056,0.034539,0.020132,0.026885,0.036801,0.042943,0.040507,0.068443,0.047364,0.054706,0.031203,0.046694,0.047987,0.037159,0.043162,0.040761,0.042897,0.038914,0.037921,0.028536,0.058665,0.053805,0.035705,0.046233,0.028167,0.046221,0.041835,0.048461,0.047376,0.031988,0.037517,0.029033,0.044213,0.030383,0.026689,0.053632,0.034389,0.042065,0.038002,0.025373,0.047526,0.03081,0.035116,0.040438,0.037159
417,0.025509,0.025949,0.02684,0.026632,0.029722,0.035972,0.035961,0.037778,0.037824,0.038287,0.043623,0.049792,0.034294,0.038669,0.046111,0.034352,0.043044,0.051794,0.025289,0.041389,0.041146,0.040012,0.056725,0.031447,0.034086,0.055127,0.045706,0.041887,0.062083,0.062801,0.043542,0.03434,0.044271,0.049398,0.030359,0.039954,0.038194,0.036794,0.039387,0.033044,0.028588,0.028553,0.034502,0.041944,0.029294,0.037269,0.025058,0.033796,0.042431,0.03875,0.044606,0.032326,0.03397,0.026667,0.029722,0.05287,0.044236,0.03897,0.050289,0.04978,0.035602,0.036586,0.033345,0.028206,0.032801,0.029826,0.037558,0.030035,0.04794,0.033426,0.029225,0.034734,0.020197,0.027025,0.037025,0.043264,0.040741,0.0689,0.047731,0.055069,0.031366,0.047072,0.048495,0.037488,0.043403,0.040984,0.043183,0.039086,0.038021,0.028646,0.059433,0.054132,0.036007,0.04669,0.028333,0.046343,0.042025,0.048762,0.047523,0.032234,0.037778,0.02919,0.044583,0.030567,0.026852,0.054248,0.034711,0.042419,0.038229,0.025532,0.047917,0.030961,0.035278,0.040752,0.037315
418,0.025713,0.026154,0.027001,0.026803,0.029971,0.036306,0.036283,0.037989,0.038047,0.038523,0.043965,0.050207,0.034589,0.038975,0.046471,0.034636,0.04335,0.052122,0.025434,0.041598,0.041365,0.040159,0.057053,0.0317,0.034346,0.055371,0.045902,0.04212,0.062309,0.063052,0.044011,0.03452,0.04444,0.049731,0.030632,0.040205,0.038476,0.036933,0.039648,0.033197,0.028811,0.028718,0.034752,0.042294,0.029495,0.037571,0.025167,0.033928,0.042735,0.039091,0.045067,0.03257,0.034206,0.026792,0.029936,0.053096,0.04444,0.039033,0.050486,0.050103,0.035773,0.036771,0.033557,0.028323,0.032918,0.029983,0.037803,0.030203,0.048084,0.033673,0.029379,0.034914,0.020271,0.027163,0.037246,0.043582,0.040971,0.069352,0.048084,0.055429,0.031526,0.047422,0.048977,0.037803,0.04364,0.041191,0.043466,0.039254,0.038117,0.028753,0.060174,0.054442,0.036295,0.047121,0.028486,0.046459,0.042213,0.049047,0.047678,0.032466,0.038024,0.029333,0.044951,0.030749,0.027012,0.054837,0.03503,0.042746,0.038441,0.02569,0.048293,0.031108,0.035436,0.041064,0.037467
419,0.025902,0.026356,0.02717,0.026972,0.030206,0.036626,0.036591,0.038196,0.038266,0.038743,0.044303,0.050607,0.034881,0.039278,0.046815,0.034905,0.04364,0.052433,0.025577,0.041802,0.041569,0.040313,0.057376,0.031939,0.034602,0.055608,0.046082,0.042337,0.062517,0.063296,0.044454,0.034684,0.044605,0.05006,0.030904,0.040453,0.038743,0.037068,0.039894,0.033346,0.029019,0.02888,0.034986,0.042628,0.029682,0.037859,0.025263,0.034044,0.043023,0.039418,0.045501,0.032811,0.034416,0.026914,0.030136,0.053305,0.044651,0.039092,0.050676,0.050409,0.035928,0.03694,0.033765,0.028438,0.033032,0.030136,0.038045,0.030357,0.048234,0.033904,0.029543,0.035091,0.020343,0.027286,0.037464,0.043884,0.041197,0.069774,0.04842,0.055759,0.031671,0.047769,0.049443,0.038103,0.043861,0.041395,0.043733,0.039418,0.038208,0.028857,0.060877,0.054747,0.036568,0.047548,0.028647,0.046559,0.042383,0.049327,0.047815,0.032695,0.038254,0.029485,0.045291,0.030915,0.027158,0.05541,0.035323,0.04307,0.038638,0.025832,0.048641,0.031253,0.035591,0.041348,0.037615
420,0.026033,0.026476,0.027314,0.027128,0.03039,0.036877,0.036877,0.03838,0.03845,0.038916,0.044728,0.050983,0.035119,0.039533,0.047163,0.035165,0.043971,0.052672,0.025684,0.042049,0.04177,0.040488,0.057669,0.032067,0.034816,0.055829,0.046324,0.042527,0.062689,0.063528,0.04481,0.034851,0.044751,0.050319,0.031193,0.040686,0.038974,0.03718,0.040162,0.033465,0.029248,0.029015,0.035212,0.042993,0.029854,0.038077,0.025369,0.034198,0.043319,0.039708,0.045951,0.033022,0.034606,0.027023,0.030238,0.053499,0.044833,0.039149,0.050843,0.050622,0.036085,0.037064,0.03393,0.028526,0.033127,0.030226,0.038264,0.030494,0.048374,0.034129,0.029702,0.035305,0.020431,0.027396,0.037669,0.044157,0.041443,0.07026,0.048758,0.056097,0.031787,0.048025,0.049877,0.038345,0.044053,0.04163,0.043983,0.039638,0.038322,0.028945,0.061594,0.05499,0.036808,0.047955,0.028829,0.046673,0.042597,0.049481,0.047943,0.032882,0.038473,0.029586,0.045625,0.03103,0.02728,0.056003,0.035596,0.043447,0.038799,0.02594,0.049003,0.031461,0.035713,0.041653,0.037751
421,0.026172,0.026569,0.027455,0.027291,0.030556,0.037119,0.037154,0.038553,0.038635,0.039078,0.045151,0.051353,0.035359,0.039789,0.047506,0.035417,0.044289,0.052904,0.025776,0.042307,0.041957,0.040675,0.057964,0.032176,0.035032,0.05604,0.046562,0.042703,0.062848,0.063769,0.045151,0.035021,0.044895,0.050572,0.031477,0.04092,0.039206,0.037294,0.04043,0.033575,0.029471,0.029145,0.03544,0.043333,0.030019,0.038285,0.025473,0.034356,0.043613,0.039987,0.046399,0.033214,0.034787,0.027128,0.030334,0.053697,0.045012,0.039206,0.051004,0.050817,0.036233,0.037189,0.034076,0.028597,0.033214,0.030311,0.038483,0.030637,0.048509,0.034333,0.029868,0.03551,0.02053,0.027513,0.037865,0.044429,0.041689,0.070729,0.049092,0.056425,0.031896,0.048276,0.050281,0.038576,0.04423,0.041864,0.04423,0.039859,0.038436,0.02904,0.062289,0.055224,0.037049,0.048346,0.029005,0.046795,0.042808,0.049628,0.048054,0.033074,0.038681,0.02967,0.045944,0.031139,0.027373,0.056576,0.03586,0.043822,0.038949,0.026021,0.049348,0.031686,0.035837,0.041957,0.037889
422,0.026288,0.026661,0.027583,0.027454,0.030733,0.037349,0.03743,0.038714,0.038819,0.039239,0.045563,0.051712,0.035575,0.040021,0.047838,0.035657,0.044606,0.053123,0.025879,0.042552,0.042144,0.040849,0.058246,0.032296,0.035237,0.05625,0.046788,0.042879,0.063006,0.063986,0.045469,0.035178,0.045038,0.050825,0.031748,0.041152,0.039425,0.037395,0.040686,0.033685,0.029695,0.029263,0.035657,0.043673,0.030185,0.038492,0.025564,0.034502,0.043894,0.040254,0.046835,0.033405,0.034968,0.027233,0.03043,0.05387,0.045178,0.039262,0.051163,0.051,0.036369,0.037302,0.034222,0.028656,0.0333,0.030383,0.03869,0.030768,0.048643,0.034537,0.030021,0.035703,0.020629,0.027618,0.038049,0.044676,0.041934,0.071174,0.049413,0.056752,0.032005,0.048515,0.050685,0.038807,0.044419,0.042086,0.044466,0.040067,0.038539,0.029123,0.062959,0.055457,0.037279,0.048713,0.029181,0.046905,0.043019,0.049763,0.048176,0.033253,0.038877,0.029753,0.046263,0.031235,0.027478,0.057149,0.036112,0.044186,0.039099,0.026113,0.04967,0.031888,0.035948,0.042249,0.038025
423,0.026408,0.026759,0.02773,0.02759,0.0309,0.037601,0.037648,0.038888,0.038981,0.039402,0.045893,0.052057,0.0358,0.040256,0.048139,0.03587,0.044922,0.053355,0.025964,0.042794,0.042314,0.040993,0.058477,0.032443,0.035391,0.056442,0.046981,0.043063,0.063179,0.06422,0.045788,0.035309,0.045168,0.051063,0.031975,0.041367,0.039636,0.037484,0.040934,0.0338,0.029882,0.029402,0.035823,0.04401,0.030373,0.038689,0.025672,0.034619,0.044174,0.040537,0.04725,0.033589,0.035122,0.027344,0.030584,0.054068,0.045332,0.039309,0.05132,0.051191,0.036502,0.037402,0.034373,0.028724,0.033356,0.03049,0.038899,0.0309,0.048794,0.034724,0.030174,0.035893,0.020724,0.027753,0.038244,0.044911,0.042151,0.0716,0.049729,0.057086,0.032128,0.048735,0.051098,0.03904,0.044572,0.042303,0.0447,0.040221,0.038642,0.029204,0.063623,0.055706,0.037507,0.049063,0.029321,0.046981,0.043191,0.049928,0.048279,0.033426,0.039086,0.029859,0.046525,0.031332,0.027578,0.057659,0.036361,0.044525,0.03925,0.026221,0.050022,0.032104,0.036116,0.042513,0.038162
424,0.026513,0.026865,0.027896,0.027708,0.031072,0.037871,0.037835,0.039054,0.039125,0.039558,0.046169,0.052405,0.036007,0.040496,0.048419,0.036065,0.045243,0.0536,0.026032,0.043016,0.042477,0.041129,0.058687,0.032631,0.035503,0.056636,0.04713,0.04325,0.063375,0.064477,0.04611,0.035409,0.04529,0.051303,0.032151,0.041574,0.03984,0.037566,0.041176,0.033921,0.030041,0.029549,0.035972,0.044341,0.030568,0.038902,0.025763,0.034718,0.044446,0.040824,0.047658,0.03378,0.03528,0.027451,0.030803,0.05428,0.045466,0.039359,0.051479,0.051397,0.036616,0.037495,0.03453,0.028798,0.033381,0.030627,0.039113,0.031014,0.04897,0.034893,0.030346,0.036065,0.020816,0.027931,0.038445,0.045126,0.042348,0.072002,0.050049,0.057433,0.03228,0.048947,0.051525,0.0393,0.044727,0.042489,0.044915,0.040332,0.03875,0.029279,0.064266,0.055991,0.037753,0.049392,0.029408,0.047013,0.043333,0.050119,0.048396,0.033604,0.0393,0.029982,0.046767,0.031424,0.027662,0.058136,0.036593,0.044845,0.039406,0.026361,0.050389,0.032338,0.0363,0.042758,0.038292
425,0.026617,0.026958,0.02805,0.027827,0.031245,0.038128,0.038034,0.039221,0.039268,0.039726,0.046444,0.052752,0.036213,0.040724,0.0487,0.03626,0.045575,0.053845,0.026112,0.043249,0.042639,0.041264,0.058895,0.032807,0.035614,0.056816,0.047278,0.043426,0.06357,0.064721,0.046421,0.03552,0.045411,0.051542,0.032337,0.041781,0.040043,0.037647,0.041417,0.03404,0.030211,0.029683,0.036108,0.044683,0.030763,0.039115,0.025865,0.034816,0.044718,0.041112,0.048054,0.03397,0.035427,0.027568,0.03101,0.054479,0.045587,0.039397,0.051624,0.051601,0.03673,0.037588,0.034686,0.02886,0.033418,0.030775,0.039326,0.031127,0.049146,0.035062,0.030493,0.036237,0.020908,0.028097,0.038645,0.04534,0.042556,0.072392,0.050356,0.05778,0.032419,0.04917,0.051953,0.039549,0.04487,0.042686,0.045141,0.04043,0.038845,0.029354,0.064909,0.056264,0.037975,0.049722,0.029506,0.047055,0.043484,0.050309,0.0485,0.033782,0.039502,0.030105,0.046996,0.031503,0.027756,0.058602,0.036824,0.045164,0.039561,0.026499,0.050744,0.03256,0.036495,0.043003,0.038434
426,0.026737,0.027079,0.028221,0.027962,0.031435,0.038393,0.03824,0.039394,0.039441,0.039888,0.046741,0.05311,0.036439,0.04096,0.048989,0.036474,0.045893,0.054111,0.026196,0.043491,0.04282,0.041407,0.059114,0.032977,0.035756,0.057007,0.047435,0.043621,0.063765,0.064966,0.046752,0.035638,0.04554,0.051791,0.032542,0.041996,0.040265,0.037734,0.041666,0.034166,0.030399,0.029834,0.036274,0.04501,0.030976,0.039335,0.025972,0.03492,0.04501,0.041407,0.048459,0.034178,0.035603,0.027679,0.031223,0.054688,0.045728,0.039453,0.051791,0.051815,0.036863,0.037699,0.034838,0.028951,0.03346,0.030917,0.039547,0.03127,0.049331,0.03525,0.03067,0.036415,0.021016,0.028292,0.038864,0.045575,0.042761,0.072807,0.050696,0.058149,0.032565,0.04939,0.052392,0.039818,0.045033,0.042902,0.045375,0.040559,0.038958,0.029434,0.065566,0.056548,0.038228,0.050061,0.029634,0.047117,0.043644,0.05052,0.048624,0.033966,0.039724,0.030234,0.047247,0.031612,0.027868,0.059103,0.037075,0.045493,0.039724,0.026643,0.051108,0.032789,0.036698,0.043267,0.038593
