  time  ,6:43 AM",6:58 AM",7:07 AM",7:20 AM",7:28 AM",7:41 AM",7:50 AM",8:01 AM",8:08 AM",8:16 AM",9:12 AM",9:20 AM",9:27 AM",9:34 AM",9:41 AM",9:55 AM",0:02 AM",0:10 AM",0:18 AM",0:27 AM",0:58 AM",1:10 AM",1:19 AM",1:27 AM",1:38 AM",1:53 AM",2:03 AM",2:11 AM",2:29 AM",2:39 AM",3:15 AM",3:24 AM",3:34 AM",3:43 AM",3:53 AM",4:33 AM",4:40 AM",4:49 AM",4:57 AM",5:05 AM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 664 , 0.047274 , 0.038915 , 0.032275 , 0.059706 , 0.082807 , 0.046816 , 0.11102 , 0.106645 , 0.05032 , 0.065509 , 0.03704 , 0.040712 , 0.040846 , 0.050756 , 0.048792 , 0.078243 , 0.0584 , 0.048691 , 0.097751 , 0.079415 , 0.09659 , 0.026583 , 0.040422 , 0.036839 , 0.025523 , 0.037788 , 0.082696 , 0.063802 , 0.06619 , 0.048356 , 0.036281 , 0.055075 , 0.081412 , 0.056849 , 0.023603 , 0.055398 , 0.059818 , 0.067317 , 0.085653 , 0.032453 
 665 , 0.04715 , 0.038834 , 0.032259 , 0.059785 , 0.082702 , 0.04658 , 0.110864 , 0.106388 , 0.050119 , 0.065311 , 0.036802 , 0.040352 , 0.040609 , 0.050543 , 0.048612 , 0.077991 , 0.058212 , 0.048556 , 0.097648 , 0.079219 , 0.096621 , 0.026578 , 0.040106 , 0.036545 , 0.025305 , 0.037539 , 0.082523 , 0.063569 , 0.065914 , 0.048165 , 0.036266 , 0.055064 , 0.081485 , 0.056716 , 0.023497 , 0.055164 , 0.059495 , 0.066985 , 0.08537 , 0.032315 
 666 , 0.047019 , 0.038749 , 0.032243 , 0.059865 , 0.082599 , 0.046339 , 0.110713 , 0.106148 , 0.049921 , 0.065111 , 0.036573 , 0.039988 , 0.04039 , 0.050323 , 0.048437 , 0.077733 , 0.058024 , 0.048426 , 0.097543 , 0.079028 , 0.096639 , 0.026562 , 0.039799 , 0.036261 , 0.025089 , 0.037287 , 0.082354 , 0.063325 , 0.065646 , 0.04799 , 0.036249 , 0.055066 , 0.08155 , 0.056584 , 0.023381 , 0.054921 , 0.059173 , 0.066651 , 0.085088 , 0.032176 
 667 , 0.046889 , 0.038665 , 0.032227 , 0.059945 , 0.082497 , 0.046097 , 0.110561 , 0.105897 , 0.049723 , 0.064911 , 0.036333 , 0.039636 , 0.04016 , 0.050103 , 0.04825 , 0.077486 , 0.057847 , 0.048295 , 0.097438 , 0.078837 , 0.096668 , 0.026558 , 0.039491 , 0.035965 , 0.024873 , 0.037047 , 0.082184 , 0.063092 , 0.065379 , 0.047804 , 0.036233 , 0.055057 , 0.081626 , 0.056463 , 0.023266 , 0.054689 , 0.058862 , 0.066305 , 0.084807 , 0.032037 
 668 , 0.046802 , 0.038536 , 0.032158 , 0.059982 , 0.082411 , 0.045897 , 0.110503 , 0.105678 , 0.049494 , 0.064763 , 0.036123 , 0.039418 , 0.039921 , 0.049862 , 0.048109 , 0.077284 , 0.057681 , 0.048153 , 0.097368 , 0.078647 , 0.096642 , 0.026484 , 0.03924 , 0.035665 , 0.024674 , 0.036827 , 0.08202 , 0.062886 , 0.065221 , 0.047628 , 0.03619 , 0.055034 , 0.081663 , 0.056363 , 0.023166 , 0.054498 , 0.058619 , 0.06607 , 0.084556 , 0.031879 
 669 , 0.046714 , 0.038418 , 0.03209 , 0.060009 , 0.082315 , 0.045708 , 0.110435 , 0.105471 , 0.049275 , 0.064604 , 0.035914 , 0.039201 , 0.03967 , 0.04961 , 0.047944 , 0.077093 , 0.057515 , 0.048011 , 0.097298 , 0.078457 , 0.096615 , 0.02641 , 0.039 , 0.035366 , 0.024487 , 0.036607 , 0.081868 , 0.062681 , 0.065051 , 0.047441 , 0.036137 , 0.055011 , 0.081689 , 0.056263 , 0.023067 , 0.054306 , 0.058376 , 0.065834 , 0.084316 , 0.031721 
 670 , 0.046627 , 0.0383 , 0.03201 , 0.060036 , 0.082219 , 0.045508 , 0.110379 , 0.105253 , 0.049045 , 0.064445 , 0.035703 , 0.038983 , 0.039431 , 0.049369 , 0.047791 , 0.076902 , 0.057349 , 0.047881 , 0.097228 , 0.078268 , 0.096579 , 0.026336 , 0.038748 , 0.035054 , 0.024287 , 0.036386 , 0.081704 , 0.062487 , 0.064893 , 0.047265 , 0.036084 , 0.054988 , 0.081726 , 0.056163 , 0.022955 , 0.054115 , 0.058144 , 0.065609 , 0.084077 , 0.031562 
 671 , 0.046612 , 0.038263 , 0.03202 , 0.060174 , 0.082264 , 0.045413 , 0.110406 , 0.10515 , 0.048977 , 0.064433 , 0.035595 , 0.038834 , 0.039316 , 0.049269 , 0.047744 , 0.076817 , 0.057293 , 0.047834 , 0.097249 , 0.078229 , 0.096655 , 0.026327 , 0.038621 , 0.034912 , 0.024175 , 0.03629 , 0.08167 , 0.062393 , 0.064814 , 0.047195 , 0.036089 , 0.055029 , 0.081849 , 0.056139 , 0.02292 , 0.054021 , 0.058044 , 0.065497 , 0.083979 , 0.031505 
 672 , 0.046637 , 0.038263 , 0.032068 , 0.060364 , 0.082397 , 0.045391 , 0.110514 , 0.105126 , 0.048994 , 0.064506 , 0.035547 , 0.038724 , 0.039274 , 0.049263 , 0.047759 , 0.076807 , 0.057288 , 0.047838 , 0.097336 , 0.078289 , 0.096787 , 0.026354 , 0.038578 , 0.034851 , 0.02411 , 0.036254 , 0.081701 , 0.062395 , 0.064786 , 0.047198 , 0.03612 , 0.055122 , 0.082027 , 0.056155 , 0.022909 , 0.053977 , 0.058029 , 0.06546 , 0.083991 , 0.031506 
 673 , 0.046672 , 0.038275 , 0.032115 , 0.060566 , 0.082531 , 0.045357 , 0.110622 , 0.105102 , 0.049021 , 0.06459 , 0.03551 , 0.038601 , 0.039231 , 0.049258 , 0.047774 , 0.076798 , 0.057295 , 0.047852 , 0.097413 , 0.078349 , 0.09693 , 0.026382 , 0.038522 , 0.034791 , 0.024044 , 0.036229 , 0.081744 , 0.062387 , 0.06477 , 0.0472 , 0.036162 , 0.055215 , 0.082205 , 0.056182 , 0.022909 , 0.053945 , 0.058014 , 0.065433 , 0.083992 , 0.031508 
 674 , 0.046723 , 0.038322 , 0.032185 , 0.060766 , 0.08268 , 0.045372 , 0.110789 , 0.105169 , 0.049077 , 0.064707 , 0.035529 , 0.038581 , 0.039268 , 0.049302 , 0.047827 , 0.076847 , 0.057343 , 0.047906 , 0.097545 , 0.078446 , 0.097106 , 0.02643 , 0.038525 , 0.034786 , 0.024032 , 0.036239 , 0.081813 , 0.062444 , 0.064798 , 0.047252 , 0.036216 , 0.055327 , 0.082399 , 0.05625 , 0.022928 , 0.053964 , 0.058063 , 0.065439 , 0.084066 , 0.031532 
 675 , 0.046858 , 0.038439 , 0.032265 , 0.060964 , 0.082915 , 0.045503 , 0.111117 , 0.105463 , 0.049239 , 0.064892 , 0.035719 , 0.038743 , 0.039488 , 0.049442 , 0.047986 , 0.07708 , 0.057522 , 0.048043 , 0.097789 , 0.078615 , 0.09736 , 0.026487 , 0.038642 , 0.034895 , 0.024106 , 0.036351 , 0.081989 , 0.062623 , 0.064982 , 0.047388 , 0.036317 , 0.055491 , 0.08261 , 0.056428 , 0.023 , 0.054137 , 0.058222 , 0.065558 , 0.08428 , 0.031611 
 676 , 0.046985 , 0.03856 , 0.032352 , 0.061165 , 0.083136 , 0.045639 , 0.111451 , 0.105763 , 0.049393 , 0.065077 , 0.035903 , 0.038911 , 0.039714 , 0.049585 , 0.048138 , 0.077301 , 0.057704 , 0.048183 , 0.09804 , 0.078783 , 0.09761 , 0.026551 , 0.038752 , 0.034998 , 0.024188 , 0.036468 , 0.082164 , 0.062816 , 0.065156 , 0.047539 , 0.036423 , 0.055646 , 0.082831 , 0.056608 , 0.023068 , 0.054301 , 0.058383 , 0.065665 , 0.084493 , 0.031685 
 677 , 0.047123 , 0.038682 , 0.03245 , 0.061354 , 0.083369 , 0.045764 , 0.111786 , 0.106064 , 0.049548 , 0.065275 , 0.036087 , 0.03909 , 0.03994 , 0.049729 , 0.048279 , 0.077523 , 0.057876 , 0.048324 , 0.09828 , 0.07895 , 0.097861 , 0.026615 , 0.038875 , 0.035113 , 0.02427 , 0.036586 , 0.082338 , 0.062997 , 0.065331 , 0.047678 , 0.036529 , 0.055814 , 0.083041 , 0.056788 , 0.023148 , 0.054465 , 0.058556 , 0.065784 , 0.084718 , 0.031759 
 678 , 0.047369 , 0.03889 , 0.032585 , 0.061687 , 0.083744 , 0.046117 , 0.112299 , 0.106529 , 0.049907 , 0.065682 , 0.036341 , 0.039505 , 0.04021 , 0.050055 , 0.048587 , 0.077985 , 0.058227 , 0.04861 , 0.098744 , 0.079362 , 0.098312 , 0.02678 , 0.039209 , 0.035476 , 0.024538 , 0.036932 , 0.082765 , 0.063428 , 0.065716 , 0.048006 , 0.036727 , 0.056076 , 0.083357 , 0.057123 , 0.023286 , 0.054869 , 0.058989 , 0.066262 , 0.085212 , 0.031981 
 679 , 0.047626 , 0.039107 , 0.03272 , 0.062007 , 0.084133 , 0.046474 , 0.112827 , 0.106988 , 0.050283 , 0.066113 , 0.036598 , 0.039928 , 0.040487 , 0.050386 , 0.048903 , 0.078442 , 0.058575 , 0.048892 , 0.099198 , 0.079787 , 0.098765 , 0.026938 , 0.039563 , 0.035845 , 0.024828 , 0.037282 , 0.083186 , 0.063866 , 0.066113 , 0.048345 , 0.036928 , 0.056362 , 0.083665 , 0.057468 , 0.023437 , 0.055279 , 0.059441 , 0.066763 , 0.085718 , 0.032207 
 680 , 0.047885 , 0.039325 , 0.032857 , 0.062342 , 0.084513 , 0.046845 , 0.113359 , 0.107462 , 0.050662 , 0.066548 , 0.036857 , 0.040365 , 0.040777 , 0.050731 , 0.049222 , 0.078902 , 0.058936 , 0.049188 , 0.099667 , 0.080228 , 0.099222 , 0.027108 , 0.039908 , 0.036228 , 0.02512 , 0.037634 , 0.083622 , 0.064308 , 0.066514 , 0.048697 , 0.037131 , 0.056639 , 0.083988 , 0.057828 , 0.023588 , 0.055691 , 0.059896 , 0.067268 , 0.086239 , 0.032445 
 681 , 0.048339 , 0.039741 , 0.03313 , 0.062789 , 0.085125 , 0.047466 , 0.114163 , 0.108255 , 0.051328 , 0.067319 , 0.037418 , 0.04112 , 0.041407 , 0.051317 , 0.049776 , 0.079688 , 0.059571 , 0.04973 , 0.100415 , 0.080906 , 0.099817 , 0.02736 , 0.040557 , 0.036867 , 0.025612 , 0.038246 , 0.084355 , 0.065077 , 0.06725 , 0.049293 , 0.037453 , 0.057053 , 0.08447 , 0.058409 , 0.023899 , 0.056398 , 0.060697 , 0.068123 , 0.087137 , 0.032866 
 682 , 0.048924 , 0.040283 , 0.033512 , 0.063321 , 0.085908 , 0.048278 , 0.115175 , 0.10928 , 0.052189 , 0.068304 , 0.038195 , 0.042106 , 0.042291 , 0.052085 , 0.050504 , 0.080705 , 0.060402 , 0.050447 , 0.101366 , 0.081755 , 0.100513 , 0.027686 , 0.041402 , 0.037688 , 0.026244 , 0.039026 , 0.085308 , 0.066055 , 0.068224 , 0.050077 , 0.037872 , 0.057564 , 0.085066 , 0.059156 , 0.024318 , 0.057299 , 0.06174 , 0.069227 , 0.088308 , 0.03342 
 683 , 0.049527 , 0.040845 , 0.033887 , 0.063872 , 0.086714 , 0.049111 , 0.116224 , 0.110331 , 0.053082 , 0.069336 , 0.038981 , 0.043114 , 0.043183 , 0.052862 , 0.051241 , 0.081747 , 0.061255 , 0.051183 , 0.102343 , 0.082627 , 0.101231 , 0.028017 , 0.042269 , 0.038529 , 0.026894 , 0.039826 , 0.086274 , 0.067067 , 0.069232 , 0.050882 , 0.038309 , 0.058083 , 0.085683 , 0.059924 , 0.024752 , 0.058234 , 0.062807 , 0.070343 , 0.089504 , 0.033979 
 684 , 0.050278 , 0.041544 , 0.034355 , 0.064505 , 0.087699 , 0.050162 , 0.117501 , 0.11167 , 0.05418 , 0.070568 , 0.039999 , 0.044413 , 0.04432 , 0.053878 , 0.052171 , 0.083065 , 0.062322 , 0.052078 , 0.10354 , 0.08375 , 0.102089 , 0.02842 , 0.043367 , 0.039616 , 0.027711 , 0.040859 , 0.087432 , 0.068338 , 0.070463 , 0.051881 , 0.038838 , 0.05871 , 0.086386 , 0.06087 , 0.025249 , 0.059383 , 0.064122 , 0.071764 , 0.090997 , 0.03468 
 685 , 0.051358 , 0.042575 , 0.03498 , 0.065324 , 0.089087 , 0.051696 , 0.119338 , 0.1137 , 0.055761 , 0.072337 , 0.041538 , 0.046419 , 0.045988 , 0.0554 , 0.053536 , 0.08501 , 0.063938 , 0.053373 , 0.105278 , 0.085441 , 0.103217 , 0.02897 , 0.045021 , 0.041282 , 0.028935 , 0.042447 , 0.08904 , 0.070228 , 0.072232 , 0.053326 , 0.039581 , 0.059582 , 0.087281 , 0.062226 , 0.025918 , 0.061014 , 0.066046 , 0.073839 , 0.093176 , 0.035714 
 686 , 0.052463 , 0.043628 , 0.035634 , 0.066149 , 0.090505 , 0.05327 , 0.121219 , 0.115773 , 0.057384 , 0.074131 , 0.043114 , 0.048466 , 0.047707 , 0.056963 , 0.054929 , 0.087011 , 0.065588 , 0.054696 , 0.107066 , 0.087186 , 0.104378 , 0.029545 , 0.046713 , 0.042997 , 0.030176 , 0.044084 , 0.090692 , 0.07218 , 0.074038 , 0.054801 , 0.040344 , 0.060481 , 0.088203 , 0.063625 , 0.0266 , 0.06269 , 0.068007 , 0.075978 , 0.095402 , 0.036756 
 687 , 0.053603 , 0.044703 , 0.036294 , 0.067007 , 0.091962 , 0.054893 , 0.123143 , 0.117901 , 0.059056 , 0.075978 , 0.044726 , 0.050566 , 0.049452 , 0.058564 , 0.056359 , 0.089053 , 0.067277 , 0.056042 , 0.108883 , 0.088971 , 0.105565 , 0.030126 , 0.048455 , 0.04475 , 0.031451 , 0.045746 , 0.092384 , 0.07416 , 0.075896 , 0.0563 , 0.041114 , 0.06139 , 0.089135 , 0.065049 , 0.0273 , 0.064404 , 0.070009 , 0.078159 , 0.097684 , 0.037831 
 688 , 0.055385 , 0.046348 , 0.037254 , 0.068238 , 0.094355 , 0.057334 , 0.12611 , 0.120926 , 0.061666 , 0.078839 , 0.047236 , 0.05389 , 0.052186 , 0.061058 , 0.058595 , 0.092195 , 0.069756 , 0.058011 , 0.1114 , 0.091529 , 0.107232 , 0.030903 , 0.051217 , 0.047446 , 0.03346 , 0.048251 , 0.094763 , 0.077228 , 0.078862 , 0.058677 , 0.042122 , 0.062751 , 0.09035 , 0.067164 , 0.028358 , 0.066907 , 0.07299 , 0.081489 , 0.100951 , 0.039519 
 689 , 0.057199 , 0.04802 , 0.038234 , 0.069473 , 0.096776 , 0.059827 , 0.129125 , 0.123975 , 0.064311 , 0.081747 , 0.049784 , 0.057269 , 0.054957 , 0.063587 , 0.060866 , 0.095375 , 0.072276 , 0.060014 , 0.113955 , 0.094126 , 0.108922 , 0.031683 , 0.054023 , 0.050181 , 0.03549 , 0.050788 , 0.097162 , 0.080322 , 0.081864 , 0.061076 , 0.043127 , 0.064136 , 0.09158 , 0.06931 , 0.029417 , 0.06945 , 0.076013 , 0.084865 , 0.104262 , 0.041235 
 690 , 0.059003 , 0.049681 , 0.039203 , 0.070719 , 0.09921 , 0.062309 , 0.13214 , 0.127035 , 0.066958 , 0.084644 , 0.052333 , 0.06065 , 0.057718 , 0.066117 , 0.063138 , 0.098544 , 0.074796 , 0.062005 , 0.116511 , 0.096711 , 0.110611 , 0.032463 , 0.05683 , 0.052905 , 0.037532 , 0.053326 , 0.099572 , 0.083429 , 0.084877 , 0.063489 , 0.044132 , 0.065509 , 0.092797 , 0.071455 , 0.030489 , 0.071993 , 0.079037 , 0.088241 , 0.107574 , 0.042941 
 691 , 0.061423 , 0.051813 , 0.040379 , 0.072288 , 0.102326 , 0.06542 , 0.135803 , 0.130655 , 0.070324 , 0.088126 , 0.055764 , 0.065025 , 0.0614 , 0.069383 , 0.066025 , 0.102488 , 0.077958 , 0.064491 , 0.119546 , 0.099885 , 0.112574 , 0.033407 , 0.060389 , 0.056415 , 0.040124 , 0.056578 , 0.102442 , 0.087336 , 0.088614 , 0.066513 , 0.045237 , 0.067175 , 0.094215 , 0.074182 , 0.031792 , 0.075112 , 0.082665 , 0.092449 , 0.111552 , 0.04512 
 692 , 0.064184 , 0.054206 , 0.041659 , 0.074035 , 0.105808 , 0.068884 , 0.139828 , 0.134584 , 0.074081 , 0.091918 , 0.05967 , 0.06996 , 0.065596 , 0.073062 , 0.069243 , 0.10685 , 0.081466 , 0.06724 , 0.122835 , 0.103378 , 0.114698 , 0.034436 , 0.064346 , 0.060353 , 0.043013 , 0.060225 , 0.105554 , 0.091687 , 0.09274 , 0.069856 , 0.046393 , 0.068976 , 0.095738 , 0.077218 , 0.033232 , 0.078549 , 0.086617 , 0.097092 , 0.115867 , 0.047539 
 693 , 0.06688 , 0.056549 , 0.042919 , 0.075748 , 0.109234 , 0.072277 , 0.14377 , 0.138442 , 0.077766 , 0.09565 , 0.063513 , 0.074802 , 0.069705 , 0.076659 , 0.072404 , 0.111125 , 0.084915 , 0.069936 , 0.126058 , 0.106801 , 0.116775 , 0.035447 , 0.06823 , 0.064217 , 0.045859 , 0.063802 , 0.108611 , 0.095962 , 0.096804 , 0.073153 , 0.047531 , 0.070755 , 0.097242 , 0.08021 , 0.034651 , 0.081928 , 0.090496 , 0.101658 , 0.120119 , 0.049918 
 694 , 0.06985 , 0.059086 , 0.044265 , 0.077559 , 0.112967 , 0.075951 , 0.147938 , 0.142458 , 0.081741 , 0.09964 , 0.067667 , 0.080144 , 0.074147 , 0.080581 , 0.075801 , 0.115701 , 0.088611 , 0.072837 , 0.129499 , 0.110451 , 0.118895 , 0.036522 , 0.072435 , 0.068391 , 0.04893 , 0.067667 , 0.111841 , 0.100559 , 0.101191 , 0.076686 , 0.048734 , 0.072653 , 0.09879 , 0.083453 , 0.036143 , 0.085544 , 0.094631 , 0.106556 , 0.124616 , 0.05248 
 695 , 0.073504 , 0.062163 , 0.045856 , 0.07965 , 0.117552 , 0.080405 , 0.152776 , 0.146963 , 0.086505 , 0.104357 , 0.072703 , 0.086802 , 0.079467 , 0.08536 , 0.079856 , 0.1211 , 0.093005 , 0.076262 , 0.133528 , 0.114748 , 0.121191 , 0.037765 , 0.07751 , 0.073436 , 0.052619 , 0.072291 , 0.115584 , 0.106062 , 0.106497 , 0.080897 , 0.050124 , 0.074866 , 0.1005 , 0.087363 , 0.037879 , 0.089846 , 0.099448 , 0.112333 , 0.129843 , 0.055549 
 696 , 0.077096 , 0.065197 , 0.047427 , 0.081701 , 0.122062 , 0.084779 , 0.157521 , 0.151377 , 0.091184 , 0.109 , 0.077655 , 0.09335 , 0.08471 , 0.090067 , 0.083833 , 0.126393 , 0.097328 , 0.079638 , 0.137483 , 0.118961 , 0.123441 , 0.038981 , 0.082488 , 0.078384 , 0.056261 , 0.076823 , 0.119246 , 0.111473 , 0.111724 , 0.085041 , 0.051485 , 0.077039 , 0.102183 , 0.091207 , 0.039574 , 0.094079 , 0.10419 , 0.118015 , 0.134964 , 0.058575 
 697 , 0.080629 , 0.068175 , 0.048966 , 0.083717 , 0.126496 , 0.089087 , 0.16219 , 0.15573 , 0.095786 , 0.113565 , 0.082514 , 0.099782 , 0.089859 , 0.094696 , 0.087736 , 0.131605 , 0.101576 , 0.082945 , 0.141368 , 0.123113 , 0.125644 , 0.040178 , 0.087396 , 0.083252 , 0.059831 , 0.081288 , 0.122863 , 0.1168 , 0.116857 , 0.089122 , 0.052837 , 0.079176 , 0.103846 , 0.094991 , 0.041246 , 0.098238 , 0.108853 , 0.123601 , 0.140006 , 0.061534 
 698 , 0.08523 , 0.071972 , 0.050975 , 0.086237 , 0.132088 , 0.094496 , 0.167701 , 0.160607 , 0.1016 , 0.11909 , 0.088771 , 0.107811 , 0.096328 , 0.10048 , 0.092663 , 0.137857 , 0.106838 , 0.08704 , 0.145946 , 0.128117 , 0.128162 , 0.041676 , 0.093489 , 0.089382 , 0.064347 , 0.086792 , 0.127042 , 0.123275 , 0.123173 , 0.094111 , 0.05438 , 0.081723 , 0.105752 , 0.099756 , 0.043351 , 0.103274 , 0.114383 , 0.130278 , 0.145844 , 0.065241 
 699 , 0.08981 , 0.075738 , 0.052976 , 0.088741 , 0.137642 , 0.099863 , 0.173181 , 0.165436 , 0.107405 , 0.124583 , 0.095011 , 0.11578 , 0.102756 , 0.106223 , 0.097555 , 0.144058 , 0.112043 , 0.091105 , 0.150486 , 0.133105 , 0.13064 , 0.043171 , 0.099536 , 0.095461 , 0.068849 , 0.092264 , 0.131191 , 0.129706 , 0.129447 , 0.099063 , 0.055915 , 0.084238 , 0.10763 , 0.104489 , 0.045445 , 0.108272 , 0.119867 , 0.13691 , 0.151635 , 0.068917 
 700 , 0.094324 , 0.079459 , 0.054948 , 0.09121 , 0.143122 , 0.105157 , 0.178588 , 0.170187 , 0.113111 , 0.130004 , 0.101158 , 0.12363 , 0.109089 , 0.111889 , 0.102379 , 0.150168 , 0.117188 , 0.095119 , 0.154963 , 0.138013 , 0.133096 , 0.044642 , 0.105515 , 0.10146 , 0.073286 , 0.097651 , 0.135291 , 0.136053 , 0.135627 , 0.103947 , 0.057423 , 0.086718 , 0.109481 , 0.109156 , 0.047509 , 0.1132 , 0.125276 , 0.143458 , 0.157338 , 0.072547 
 701 , 0.099426 , 0.083496 , 0.057076 , 0.093841 , 0.149123 , 0.110931 , 0.184271 , 0.175175 , 0.119358 , 0.135768 , 0.107999 , 0.132312 , 0.116003 , 0.118088 , 0.107586 , 0.15667 , 0.122725 , 0.099449 , 0.15968 , 0.143248 , 0.135656 , 0.046174 , 0.112012 , 0.108066 , 0.078123 , 0.103484 , 0.139558 , 0.142869 , 0.1423 , 0.109225 , 0.058994 , 0.089371 , 0.11141 , 0.11423 , 0.049741 , 0.118533 , 0.130963 , 0.150438 , 0.163314 , 0.076451 
 702 , 0.104831 , 0.087686 , 0.059303 , 0.096541 , 0.155378 , 0.116966 , 0.190089 , 0.180248 , 0.125876 , 0.141702 , 0.115182 , 0.141414 , 0.123217 , 0.124547 , 0.112998 , 0.163336 , 0.128448 , 0.103933 , 0.16451 , 0.14864 , 0.138267 , 0.047733 , 0.118784 , 0.114993 , 0.083164 , 0.109541 , 0.143908 , 0.149915 , 0.149205 , 0.114683 , 0.060589 , 0.092108 , 0.113353 , 0.119504 , 0.052044 , 0.12407 , 0.136793 , 0.157595 , 0.169409 , 0.080482 
 703 , 0.110162 , 0.091817 , 0.061505 , 0.099199 , 0.161563 , 0.122911 , 0.195831 , 0.185253 , 0.132298 , 0.147559 , 0.122272 , 0.150391 , 0.130326 , 0.13091 , 0.118338 , 0.169915 , 0.134083 , 0.108355 , 0.169265 , 0.153961 , 0.140838 , 0.049274 , 0.125456 , 0.12182 , 0.088136 , 0.115506 , 0.148198 , 0.156869 , 0.15601 , 0.120068 , 0.062155 , 0.094803 , 0.115264 , 0.124707 , 0.054321 , 0.129533 , 0.142534 , 0.16467 , 0.175424 , 0.084456 
 704 , 0.115627 , 0.096019 , 0.06371 , 0.101916 , 0.167839 , 0.128987 , 0.201585 , 0.190208 , 0.138818 , 0.153427 , 0.129447 , 0.15951 , 0.137502 , 0.137371 , 0.123737 , 0.176509 , 0.139771 , 0.112821 , 0.174021 , 0.159324 , 0.143388 , 0.050821 , 0.132231 , 0.128767 , 0.093192 , 0.121534 , 0.152474 , 0.163894 , 0.162907 , 0.125512 , 0.063688 , 0.097488 , 0.117183 , 0.130006 , 0.05663 , 0.135058 , 0.14832 , 0.171785 , 0.181419 , 0.08849 
 705 , 0.121547 , 0.100488 , 0.065997 , 0.104791 , 0.17446 , 0.13548 , 0.207524 , 0.19518 , 0.145688 , 0.159491 , 0.137005 , 0.169111 , 0.144969 , 0.144196 , 0.129401 , 0.183273 , 0.145655 , 0.117483 , 0.17885 , 0.164851 , 0.145982 , 0.052412 , 0.139369 , 0.136134 , 0.098527 , 0.127832 , 0.156789 , 0.171213 , 0.170102 , 0.131199 , 0.065191 , 0.100194 , 0.119161 , 0.135633 , 0.059079 , 0.140807 , 0.154305 , 0.179177 , 0.187489 , 0.092775 
 706 , 0.127409 , 0.104901 , 0.068271 , 0.107639 , 0.181007 , 0.14191 , 0.213395 , 0.200095 , 0.152482 , 0.165489 , 0.144485 , 0.178615 , 0.152341 , 0.150934 , 0.134995 , 0.189967 , 0.151475 , 0.122096 , 0.183625 , 0.170326 , 0.148543 , 0.053987 , 0.146433 , 0.143414 , 0.103808 , 0.134064 , 0.161052 , 0.178464 , 0.177219 , 0.136813 , 0.066659 , 0.102877 , 0.121111 , 0.141195 , 0.061497 , 0.146487 , 0.16023 , 0.186482 , 0.193505 , 0.097001 
 707 , 0.133202 , 0.109264 , 0.070514 , 0.110447 , 0.187496 , 0.148273 , 0.219206 , 0.204963 , 0.159204 , 0.171415 , 0.151884 , 0.188023 , 0.159634 , 0.157603 , 0.140533 , 0.19659 , 0.157237 , 0.126667 , 0.188356 , 0.175736 , 0.151089 , 0.055551 , 0.153411 , 0.150616 , 0.109028 , 0.140222 , 0.165278 , 0.185626 , 0.184271 , 0.142382 , 0.068128 , 0.105534 , 0.123045 , 0.146703 , 0.063882 , 0.152121 , 0.166095 , 0.193709 , 0.199449 , 0.101181 
 708 , 0.139289 , 0.113727 , 0.072806 , 0.113212 , 0.194196 , 0.154787 , 0.22487 , 0.209694 , 0.166255 , 0.177326 , 0.159642 , 0.197647 , 0.16708 , 0.164315 , 0.146116 , 0.203102 , 0.162954 , 0.131293 , 0.193006 , 0.181142 , 0.153618 , 0.057104 , 0.160499 , 0.158098 , 0.114359 , 0.146437 , 0.169331 , 0.192813 , 0.19142 , 0.148056 , 0.069559 , 0.108164 , 0.124927 , 0.152364 , 0.06629 , 0.157927 , 0.171871 , 0.200959 , 0.205225 , 0.105474 
 709 , 0.145393 , 0.118189 , 0.075098 , 0.115985 , 0.20091 , 0.161312 , 0.230542 , 0.214411 , 0.173311 , 0.183246 , 0.167413 , 0.207267 , 0.174525 , 0.171054 , 0.151697 , 0.209609 , 0.168658 , 0.135928 , 0.197673 , 0.186557 , 0.156137 , 0.058668 , 0.167604 , 0.165592 , 0.119722 , 0.152655 , 0.173397 , 0.199994 , 0.198578 , 0.153752 , 0.071009 , 0.110799 , 0.126803 , 0.158032 , 0.068698 , 0.16376 , 0.177656 , 0.208225 , 0.211004 , 0.109777 
 710 , 0.151489 , 0.122666 , 0.077395 , 0.118752 , 0.207645 , 0.167842 , 0.236225 , 0.219153 , 0.180387 , 0.189166 , 0.175193 , 0.21691 , 0.181984 , 0.177795 , 0.157296 , 0.216128 , 0.174379 , 0.140573 , 0.202335 , 0.19198 , 0.158671 , 0.060228 , 0.174728 , 0.173099 , 0.125088 , 0.158893 , 0.177467 , 0.20719 , 0.205751 , 0.159454 , 0.072445 , 0.113442 , 0.128684 , 0.163706 , 0.071112 , 0.169598 , 0.183454 , 0.215504 , 0.216783 , 0.114088 
