JUL13WSG100005.spu,JUL13WSG100004.spu,JUL13WSG100003.spu,
Wavelength,JUL13WSG100006.spu,JUL13WSG100007.spu,JUL13WSG100008.spu,JUL13WSG100009.spu,JUL13WSG100010.spu,JUL13WSG100011.spu,JUL13WSG100012.spu,JUL13WSG100013.spu,JUL13WSG100014.spu,JUL13WSG100015.spu,JUL13WSG100016.spu,JUL13WSG100017.spu,JUL13WSG100018.spu,JUL13WSG100019.spu,JUL13WSG100020.spu,JUL13WSG100021.spu,JUL13WSG100022.spu,JUL13WSG100023.spu,JUL13WSG100024.spu,JUL13WSG100025.spu,JUL13WSG100026.spu,JUL13WSG100027.spu,JUL13WSG100028.spu,JUL13WSG100029.spu,JUL13WSG100030.spu
  (nm),7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 ,7/13/2016 
  time  ,:53:32 A,:53:46 A,:53:52 A,:54:01 A,:54:07 A,:54:37 A,:54:45 A,:54:54 A,:55:01 A,:55:10 A,:56:00 A,:56:06 A,:56:13 A,:56:20 A,:56:30 A,:57:06 A,:57:15 A,:57:20 A,:57:26 A,:57:32 A,:58:05 A,:58:12 A,:58:17 A,:58:23 A,:58:29 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 728 , 0.119328 , 0.16908 , 0.150408 , 0.145508 , 0.14118 , 0.24053 , 0.221655 , 0.242624 , 0.164022 , 0.210207 , 0.286894 , 0.276518 , 0.255495 , 0.286183 , 0.290475 , 0.21998 , 0.217548 , 0.17715 , 0.14258 , 0.191787 , 0.06682 , 0.145922 , 0.090446 , 0.142112 , 0.123611 
 729 , 0.121323 , 0.17119 , 0.152549 , 0.14712 , 0.14292 , 0.242795 , 0.223608 , 0.245318 , 0.165806 , 0.213141 , 0.291445 , 0.282591 , 0.260746 , 0.290864 , 0.295672 , 0.223356 , 0.22181 , 0.179544 , 0.144173 , 0.194027 , 0.067959 , 0.148359 , 0.09171 , 0.144218 , 0.125455 
 730 , 0.123283 , 0.173265 , 0.154655 , 0.1487 , 0.144629 , 0.245023 , 0.225525 , 0.247972 , 0.167558 , 0.216026 , 0.295926 , 0.288568 , 0.265914 , 0.295466 , 0.30079 , 0.226679 , 0.226003 , 0.181899 , 0.145738 , 0.196231 , 0.069075 , 0.150756 , 0.092951 , 0.146288 , 0.127268 
 731 , 0.125088 , 0.175222 , 0.15655 , 0.150139 , 0.146303 , 0.247174 , 0.227375 , 0.250438 , 0.169168 , 0.218715 , 0.300116 , 0.294116 , 0.270679 , 0.29976 , 0.305476 , 0.229818 , 0.229927 , 0.184116 , 0.147182 , 0.198294 , 0.070104 , 0.152993 , 0.094136 , 0.148273 , 0.128983 
 732 , 0.126777 , 0.177083 , 0.158355 , 0.15146 , 0.147948 , 0.249224 , 0.229195 , 0.252773 , 0.170708 , 0.221357 , 0.304203 , 0.299476 , 0.275257 , 0.30386 , 0.309905 , 0.232911 , 0.233674 , 0.18623 , 0.148602 , 0.200286 , 0.07108 , 0.155145 , 0.095294 , 0.150232 , 0.130673 
 733 , 0.128439 , 0.178912 , 0.160129 , 0.152753 , 0.149565 , 0.251231 , 0.230977 , 0.255065 , 0.17222 , 0.223955 , 0.308215 , 0.304752 , 0.279764 , 0.30789 , 0.314261 , 0.235947 , 0.237358 , 0.188309 , 0.149995 , 0.202241 , 0.072038 , 0.157262 , 0.096429 , 0.152161 , 0.132333 
 734 , 0.130031 , 0.180624 , 0.161844 , 0.154034 , 0.151082 , 0.253126 , 0.232623 , 0.25722 , 0.173689 , 0.226372 , 0.311965 , 0.30969 , 0.284015 , 0.311662 , 0.31833 , 0.238797 , 0.240842 , 0.190266 , 0.151323 , 0.204124 , 0.072946 , 0.159274 , 0.097497 , 0.153997 , 0.133911 
 735 , 0.131548 , 0.182194 , 0.163467 , 0.155331 , 0.152441 , 0.254887 , 0.234071 , 0.259157 , 0.175116 , 0.22846 , 0.315277 , 0.314033 , 0.287883 , 0.315032 , 0.321892 , 0.24133 , 0.24407 , 0.192057 , 0.152541 , 0.20589 , 0.073802 , 0.16116 , 0.098452 , 0.155676 , 0.135346 
 736 , 0.13306 , 0.18376 , 0.165065 , 0.156617 , 0.153779 , 0.256644 , 0.235515 , 0.261075 , 0.176527 , 0.230507 , 0.318534 , 0.318284 , 0.291701 , 0.318361 , 0.325394 , 0.243821 , 0.247274 , 0.193835 , 0.153734 , 0.207627 , 0.074654 , 0.163036 , 0.09939 , 0.157323 , 0.136758 
 737 , 0.134546 , 0.185301 , 0.166635 , 0.15789 , 0.155098 , 0.258375 , 0.236944 , 0.262962 , 0.177918 , 0.232526 , 0.321742 , 0.322471 , 0.295456 , 0.321647 , 0.328848 , 0.246273 , 0.250431 , 0.195586 , 0.154911 , 0.209342 , 0.075497 , 0.164882 , 0.100321 , 0.158942 , 0.138154 
 738 , 0.135748 , 0.186658 , 0.167934 , 0.158956 , 0.156223 , 0.25989 , 0.238286 , 0.26458 , 0.17907 , 0.234378 , 0.324436 , 0.325986 , 0.298535 , 0.324459 , 0.331874 , 0.248434 , 0.25312 , 0.197136 , 0.155958 , 0.210808 , 0.076203 , 0.166458 , 0.101162 , 0.160351 , 0.139309 
 739 , 0.136937 , 0.187959 , 0.169229 , 0.160008 , 0.157329 , 0.261379 , 0.239563 , 0.266155 , 0.18018 , 0.236212 , 0.32708 , 0.329475 , 0.301532 , 0.32725 , 0.334896 , 0.250551 , 0.255752 , 0.198655 , 0.156986 , 0.21228 , 0.076886 , 0.167979 , 0.10199 , 0.161743 , 0.140444 
 740 , 0.138123 , 0.189257 , 0.170516 , 0.161051 , 0.158432 , 0.262865 , 0.240831 , 0.267721 , 0.181287 , 0.238034 , 0.329709 , 0.332947 , 0.30452 , 0.330026 , 0.337904 , 0.252653 , 0.258371 , 0.200171 , 0.158011 , 0.213739 , 0.07757 , 0.169488 , 0.102818 , 0.163133 , 0.141571 
 741 , 0.139189 , 0.190347 , 0.171672 , 0.161899 , 0.159341 , 0.264082 , 0.241929 , 0.269098 , 0.182263 , 0.239564 , 0.332011 , 0.335913 , 0.307102 , 0.332402 , 0.340417 , 0.254384 , 0.260659 , 0.201486 , 0.158876 , 0.214972 , 0.078194 , 0.170825 , 0.103554 , 0.164356 , 0.142557 
 742 , 0.140242 , 0.191437 , 0.172769 , 0.162673 , 0.160204 , 0.265187 , 0.242991 , 0.27047 , 0.183215 , 0.241025 , 0.334244 , 0.338744 , 0.309662 , 0.334636 , 0.342774 , 0.256031 , 0.262838 , 0.202712 , 0.159707 , 0.216106 , 0.078822 , 0.172143 , 0.10426 , 0.165533 , 0.14348 
 743 , 0.141293 , 0.192529 , 0.173873 , 0.163443 , 0.161069 , 0.266295 , 0.244052 , 0.271846 , 0.184169 , 0.242493 , 0.336477 , 0.341577 , 0.312229 , 0.336874 , 0.345132 , 0.257681 , 0.265022 , 0.203941 , 0.160534 , 0.217239 , 0.079446 , 0.173468 , 0.104972 , 0.166713 , 0.144405 
 744 , 0.142281 , 0.1936 , 0.174902 , 0.164178 , 0.161931 , 0.267389 , 0.24503 , 0.273163 , 0.185039 , 0.243884 , 0.338534 , 0.344178 , 0.314603 , 0.338959 , 0.347326 , 0.25929 , 0.267038 , 0.205105 , 0.161344 , 0.21834 , 0.080025 , 0.174722 , 0.105629 , 0.167816 , 0.145299 
 745 , 0.143144 , 0.194599 , 0.175824 , 0.164833 , 0.162781 , 0.268467 , 0.245869 , 0.274379 , 0.185763 , 0.245146 , 0.340291 , 0.346361 , 0.316605 , 0.340783 , 0.349211 , 0.260798 , 0.268759 , 0.20616 , 0.162113 , 0.219365 , 0.080526 , 0.175838 , 0.106201 , 0.16879 , 0.14616 
 746 , 0.144002 , 0.195598 , 0.176757 , 0.165492 , 0.163631 , 0.269561 , 0.246716 , 0.275597 , 0.186504 , 0.246419 , 0.342063 , 0.348544 , 0.318601 , 0.34262 , 0.351101 , 0.262314 , 0.270484 , 0.207224 , 0.162884 , 0.220391 , 0.081025 , 0.176951 , 0.106774 , 0.169774 , 0.14704 
 747 , 0.14485 , 0.196586 , 0.177682 , 0.166138 , 0.164484 , 0.270651 , 0.24756 , 0.276809 , 0.187236 , 0.247685 , 0.343834 , 0.350716 , 0.320584 , 0.344447 , 0.352975 , 0.263825 , 0.272203 , 0.208283 , 0.163647 , 0.221411 , 0.081524 , 0.178063 , 0.107343 , 0.170762 , 0.147912 
 748 , 0.145414 , 0.197313 , 0.178303 , 0.166592 , 0.165158 , 0.271452 , 0.248185 , 0.277668 , 0.187822 , 0.248605 , 0.345232 , 0.352335 , 0.322086 , 0.345895 , 0.354246 , 0.264924 , 0.27349 , 0.209033 , 0.1642 , 0.222165 , 0.081864 , 0.178845 , 0.10772 , 0.171569 , 0.148559 
 749 , 0.146 , 0.198065 , 0.178948 , 0.167087 , 0.165837 , 0.272289 , 0.248819 , 0.278529 , 0.188404 , 0.249535 , 0.346677 , 0.354016 , 0.323614 , 0.347356 , 0.355514 , 0.266035 , 0.274817 , 0.209819 , 0.164765 , 0.222939 , 0.082214 , 0.17966 , 0.108099 , 0.172377 , 0.149206 
 750 , 0.146603 , 0.198836 , 0.179607 , 0.16759 , 0.166535 , 0.273143 , 0.249469 , 0.279407 , 0.188999 , 0.250487 , 0.348153 , 0.35574 , 0.325174 , 0.348852 , 0.356814 , 0.267169 , 0.276172 , 0.210618 , 0.165349 , 0.223733 , 0.082573 , 0.180493 , 0.108493 , 0.173202 , 0.149866 
 751 , 0.147097 , 0.199382 , 0.1801 , 0.167972 , 0.167 , 0.273803 , 0.250017 , 0.280113 , 0.189501 , 0.251173 , 0.34929 , 0.357018 , 0.326305 , 0.350006 , 0.357829 , 0.268004 , 0.277136 , 0.211249 , 0.165772 , 0.224282 , 0.082855 , 0.18111 , 0.108822 , 0.173808 , 0.150402 
 752 , 0.147552 , 0.199844 , 0.180532 , 0.168311 , 0.16739 , 0.274396 , 0.250552 , 0.280775 , 0.189991 , 0.251776 , 0.350248 , 0.358084 , 0.327277 , 0.351084 , 0.358787 , 0.268744 , 0.277961 , 0.211805 , 0.166123 , 0.224747 , 0.083109 , 0.181667 , 0.109137 , 0.174362 , 0.150907 
 753 , 0.148034 , 0.200333 , 0.180985 , 0.16867 , 0.167805 , 0.27502 , 0.251111 , 0.281472 , 0.190507 , 0.252418 , 0.351266 , 0.359205 , 0.328302 , 0.352216 , 0.359794 , 0.269518 , 0.278831 , 0.212387 , 0.166498 , 0.225235 , 0.083382 , 0.182249 , 0.109467 , 0.174941 , 0.151441 
 754 , 0.148398 , 0.200715 , 0.181359 , 0.169013 , 0.168065 , 0.275464 , 0.251494 , 0.282009 , 0.190881 , 0.253012 , 0.35189 , 0.360028 , 0.329035 , 0.353115 , 0.360718 , 0.270112 , 0.27949 , 0.212855 , 0.166806 , 0.225642 , 0.083578 , 0.182752 , 0.109793 , 0.175404 , 0.15184 
 755 , 0.148562 , 0.200928 , 0.181619 , 0.169287 , 0.168069 , 0.275595 , 0.251557 , 0.282273 , 0.191018 , 0.253526 , 0.351922 , 0.360373 , 0.329285 , 0.353578 , 0.361452 , 0.270356 , 0.279784 , 0.213101 , 0.166995 , 0.225872 , 0.083647 , 0.183097 , 0.110107 , 0.175643 , 0.151986 
 756 , 0.148743 , 0.201174 , 0.181905 , 0.169574 , 0.168075 , 0.275726 , 0.251618 , 0.282562 , 0.191156 , 0.254091 , 0.351966 , 0.360759 , 0.329559 , 0.354063 , 0.362234 , 0.270611 , 0.280099 , 0.21336 , 0.167192 , 0.226102 , 0.083722 , 0.183458 , 0.110443 , 0.175894 , 0.152132 
 757 , 0.148951 , 0.201441 , 0.182224 , 0.169899 , 0.168086 , 0.27588 , 0.251692 , 0.282891 , 0.191314 , 0.254716 , 0.352012 , 0.361169 , 0.329854 , 0.354587 , 0.363079 , 0.270889 , 0.280447 , 0.213655 , 0.16742 , 0.226352 , 0.083814 , 0.183859 , 0.110823 , 0.176168 , 0.152293 
 758 , 0.149189 , 0.201683 , 0.182623 , 0.170406 , 0.16821 , 0.27616 , 0.251874 , 0.283419 , 0.191556 , 0.255403 , 0.35198 , 0.361449 , 0.33012 , 0.355068 , 0.363871 , 0.271245 , 0.280772 , 0.214044 , 0.167812 , 0.226673 , 0.08398 , 0.184426 , 0.111407 , 0.176438 , 0.152479 
 759 , 0.149448 , 0.20195 , 0.183055 , 0.170978 , 0.168377 , 0.276467 , 0.252087 , 0.28404 , 0.191873 , 0.256188 , 0.351961 , 0.361802 , 0.330436 , 0.355648 , 0.364831 , 0.271708 , 0.28115 , 0.214494 , 0.168256 , 0.227062 , 0.084172 , 0.185084 , 0.112057 , 0.176733 , 0.152737 
 760 , 0.149732 , 0.202246 , 0.183526 , 0.171596 , 0.168553 , 0.276805 , 0.252319 , 0.284714 , 0.19222 , 0.25704 , 0.351939 , 0.362186 , 0.330785 , 0.356279 , 0.36587 , 0.272215 , 0.28156 , 0.214986 , 0.168746 , 0.227485 , 0.084383 , 0.185792 , 0.112766 , 0.177055 , 0.153016 
 761 , 0.150295 , 0.203025 , 0.184238 , 0.172263 , 0.16918 , 0.277657 , 0.252897 , 0.285781 , 0.192938 , 0.257984 , 0.352828 , 0.363111 , 0.331717 , 0.357461 , 0.366944 , 0.273183 , 0.282398 , 0.21574 , 0.16956 , 0.228174 , 0.084733 , 0.186599 , 0.113297 , 0.17774 , 0.153706 
 762 , 0.15093 , 0.203971 , 0.184992 , 0.172964 , 0.169909 , 0.278704 , 0.25361 , 0.286904 , 0.193766 , 0.258882 , 0.354063 , 0.364165 , 0.332871 , 0.358818 , 0.367936 , 0.274251 , 0.283393 , 0.216606 , 0.170456 , 0.228972 , 0.085131 , 0.187388 , 0.113733 , 0.178609 , 0.154446 
 763 , 0.151562 , 0.204911 , 0.185738 , 0.173663 , 0.170637 , 0.279747 , 0.254321 , 0.288028 , 0.194596 , 0.259774 , 0.355301 , 0.365214 , 0.334023 , 0.360172 , 0.368922 , 0.27532 , 0.284391 , 0.217464 , 0.171346 , 0.22977 , 0.085529 , 0.188178 , 0.114161 , 0.179476 , 0.15519 
 764 , 0.152232 , 0.205844 , 0.186463 , 0.174201 , 0.171523 , 0.280844 , 0.255278 , 0.289102 , 0.195453 , 0.260657 , 0.356918 , 0.366376 , 0.335328 , 0.361658 , 0.369813 , 0.276441 , 0.285496 , 0.218327 , 0.172081 , 0.230631 , 0.085949 , 0.188902 , 0.11453 , 0.180414 , 0.155997 
 765 , 0.152924 , 0.206711 , 0.187144 , 0.174517 , 0.172571 , 0.281973 , 0.25645 , 0.290058 , 0.19625 , 0.261501 , 0.358851 , 0.367621 , 0.336712 , 0.363192 , 0.370576 , 0.277562 , 0.286692 , 0.219117 , 0.17258 , 0.231515 , 0.086376 , 0.189533 , 0.114808 , 0.181351 , 0.156897 
 766 , 0.153569 , 0.207527 , 0.187789 , 0.174819 , 0.17355 , 0.283044 , 0.257541 , 0.29095 , 0.196983 , 0.262304 , 0.360641 , 0.368796 , 0.33799 , 0.364613 , 0.371311 , 0.278613 , 0.287822 , 0.219859 , 0.173054 , 0.232337 , 0.086777 , 0.19014 , 0.115072 , 0.18222 , 0.157756 
 767 , 0.154194 , 0.208299 , 0.188418 , 0.175114 , 0.174451 , 0.284035 , 0.258536 , 0.291806 , 0.19767 , 0.263049 , 0.362277 , 0.369879 , 0.339166 , 0.365911 , 0.37198 , 0.279579 , 0.288859 , 0.220551 , 0.173525 , 0.233093 , 0.087155 , 0.190717 , 0.115334 , 0.183017 , 0.158547 
 768 , 0.154881 , 0.209079 , 0.189154 , 0.175486 , 0.17516 , 0.284828 , 0.25925 , 0.292706 , 0.198332 , 0.263716 , 0.363506 , 0.370737 , 0.340075 , 0.366815 , 0.37249 , 0.280319 , 0.289648 , 0.221211 , 0.174158 , 0.233744 , 0.087502 , 0.191286 , 0.115641 , 0.183677 , 0.159134 
 769 , 0.155553 , 0.209799 , 0.189854 , 0.175835 , 0.175863 , 0.285577 , 0.259953 , 0.293596 , 0.19901 , 0.264415 , 0.364727 , 0.371581 , 0.341031 , 0.367678 , 0.373026 , 0.281059 , 0.290408 , 0.221901 , 0.174774 , 0.234419 , 0.087851 , 0.191844 , 0.115952 , 0.184355 , 0.159698 
 770 , 0.156197 , 0.210491 , 0.190518 , 0.17617 , 0.17654 , 0.286294 , 0.260622 , 0.294453 , 0.199655 , 0.265078 , 0.365895 , 0.372384 , 0.341945 , 0.368506 , 0.373537 , 0.281766 , 0.291136 , 0.222565 , 0.175363 , 0.235062 , 0.088178 , 0.192379 , 0.116247 , 0.185008 , 0.160232 
 771 , 0.156636 , 0.211071 , 0.190993 , 0.17656 , 0.177084 , 0.286953 , 0.261148 , 0.295149 , 0.200059 , 0.265698 , 0.366573 , 0.37291 , 0.342555 , 0.369201 , 0.374054 , 0.282393 , 0.291642 , 0.22313 , 0.175864 , 0.235617 , 0.088446 , 0.192838 , 0.116562 , 0.185583 , 0.160686 
 772 , 0.157026 , 0.211649 , 0.191451 , 0.176935 , 0.177571 , 0.287524 , 0.26163 , 0.295795 , 0.200354 , 0.266195 , 0.367163 , 0.373346 , 0.34297 , 0.369908 , 0.374491 , 0.282979 , 0.292011 , 0.223565 , 0.176324 , 0.236084 , 0.088711 , 0.193266 , 0.116877 , 0.186093 , 0.161104 
 773 , 0.157411 , 0.212215 , 0.191908 , 0.177308 , 0.178051 , 0.288083 , 0.262102 , 0.296435 , 0.200645 , 0.266681 , 0.367739 , 0.373775 , 0.343379 , 0.3706 , 0.374923 , 0.283548 , 0.292368 , 0.223992 , 0.176773 , 0.236536 , 0.088968 , 0.193688 , 0.117183 , 0.186596 , 0.161517 
 774 , 0.157771 , 0.212705 , 0.192356 , 0.177678 , 0.178499 , 0.28859 , 0.262536 , 0.297 , 0.200994 , 0.267149 , 0.36834 , 0.374157 , 0.343791 , 0.371258 , 0.375342 , 0.284075 , 0.292732 , 0.224436 , 0.177212 , 0.236973 , 0.089228 , 0.194124 , 0.117505 , 0.187103 , 0.161894 
 775 , 0.158079 , 0.213149 , 0.192772 , 0.178071 , 0.17889 , 0.289102 , 0.262947 , 0.297444 , 0.201432 , 0.267608 , 0.368848 , 0.374539 , 0.344254 , 0.371891 , 0.375782 , 0.284543 , 0.293232 , 0.224958 , 0.177647 , 0.237397 , 0.089474 , 0.194571 , 0.117838 , 0.187637 , 0.162219 
 776 , 0.158375 , 0.213607 , 0.193169 , 0.178476 , 0.179277 , 0.289629 , 0.263368 , 0.297875 , 0.201874 , 0.268073 , 0.369315 , 0.374937 , 0.34473 , 0.372529 , 0.376232 , 0.285008 , 0.293771 , 0.225506 , 0.178075 , 0.237831 , 0.089719 , 0.195016 , 0.118163 , 0.188182 , 0.162546 
 777 , 0.158664 , 0.214075 , 0.193561 , 0.178879 , 0.179658 , 0.290163 , 0.263777 , 0.298327 , 0.202312 , 0.268547 , 0.369777 , 0.375335 , 0.345188 , 0.37317 , 0.376686 , 0.285472 , 0.294296 , 0.226044 , 0.178497 , 0.238263 , 0.089966 , 0.195461 , 0.118487 , 0.188703 , 0.162875 
 778 , 0.158945 , 0.214582 , 0.193893 , 0.179314 , 0.180012 , 0.2907 , 0.264128 , 0.298894 , 0.202703 , 0.269082 , 0.370221 , 0.375686 , 0.345514 , 0.373778 , 0.377186 , 0.285919 , 0.294674 , 0.22646 , 0.178866 , 0.238679 , 0.09021 , 0.19588 , 0.118798 , 0.189097 , 0.163254 
 779 , 0.159244 , 0.215036 , 0.194236 , 0.179734 , 0.180379 , 0.291213 , 0.264465 , 0.299466 , 0.203085 , 0.269621 , 0.370725 , 0.375954 , 0.345778 , 0.374339 , 0.377682 , 0.286358 , 0.294951 , 0.226804 , 0.179241 , 0.239085 , 0.090453 , 0.196279 , 0.119117 , 0.189459 , 0.163637 
 780 , 0.159545 , 0.215503 , 0.194581 , 0.180161 , 0.180748 , 0.291736 , 0.26481 , 0.300047 , 0.203469 , 0.270163 , 0.371232 , 0.376221 , 0.346047 , 0.374905 , 0.378183 , 0.286806 , 0.295236 , 0.227157 , 0.179619 , 0.239496 , 0.090692 , 0.196686 , 0.119442 , 0.189829 , 0.164031 
 781 , 0.159819 , 0.215896 , 0.194846 , 0.18035 , 0.181097 , 0.292183 , 0.265277 , 0.300561 , 0.203808 , 0.270673 , 0.371744 , 0.376418 , 0.346312 , 0.375423 , 0.378624 , 0.287192 , 0.295482 , 0.22745 , 0.180028 , 0.239845 , 0.090867 , 0.197013 , 0.119737 , 0.190187 , 0.164409 
 782 , 0.16012 , 0.216289 , 0.195096 , 0.180487 , 0.181467 , 0.292612 , 0.265739 , 0.301091 , 0.204099 , 0.271206 , 0.372229 , 0.376657 , 0.346693 , 0.375934 , 0.379016 , 0.287506 , 0.295763 , 0.227741 , 0.180438 , 0.240193 , 0.09103 , 0.197352 , 0.119985 , 0.190515 , 0.164746 
 783 , 0.160427 , 0.216682 , 0.195346 , 0.18063 , 0.181848 , 0.293046 , 0.266213 , 0.301626 , 0.204401 , 0.27175 , 0.372716 , 0.376902 , 0.34708 , 0.376452 , 0.379416 , 0.287831 , 0.296045 , 0.228033 , 0.180853 , 0.240547 , 0.091194 , 0.197701 , 0.120239 , 0.190853 , 0.165088 
 784 , 0.160771 , 0.217069 , 0.195666 , 0.180862 , 0.182224 , 0.293459 , 0.266605 , 0.302169 , 0.204713 , 0.272258 , 0.373138 , 0.377186 , 0.347474 , 0.376953 , 0.379763 , 0.288163 , 0.296338 , 0.228336 , 0.181233 , 0.240901 , 0.091382 , 0.198059 , 0.120505 , 0.191212 , 0.165403 
 785 , 0.161101 , 0.217497 , 0.1961 , 0.181208 , 0.182572 , 0.293826 , 0.267001 , 0.302735 , 0.205093 , 0.272693 , 0.373521 , 0.377587 , 0.347852 , 0.377537 , 0.380085 , 0.288616 , 0.296672 , 0.228745 , 0.181605 , 0.241272 , 0.091608 , 0.198421 , 0.120812 , 0.191674 , 0.165751 
 786 , 0.161429 , 0.217949 , 0.196563 , 0.181572 , 0.182915 , 0.294195 , 0.267439 , 0.303307 , 0.205506 , 0.273131 , 0.37393 , 0.378025 , 0.348231 , 0.378164 , 0.38042 , 0.289108 , 0.297026 , 0.229198 , 0.181988 , 0.241661 , 0.091847 , 0.198794 , 0.12114 , 0.192171 , 0.166124 
 787 , 0.161742 , 0.218428 , 0.197011 , 0.18193 , 0.183278 , 0.294597 , 0.267885 , 0.303882 , 0.20592 , 0.273576 , 0.37435 , 0.378455 , 0.348595 , 0.378812 , 0.38079 , 0.289619 , 0.297388 , 0.229667 , 0.182391 , 0.242061 , 0.092088 , 0.199182 , 0.121472 , 0.192678 , 0.166497 
 788 , 0.162007 , 0.218956 , 0.197375 , 0.18226 , 0.183708 , 0.295172 , 0.268304 , 0.30443 , 0.206306 , 0.274061 , 0.374804 , 0.378781 , 0.348883 , 0.3795 , 0.38132 , 0.290133 , 0.297716 , 0.230134 , 0.18283 , 0.242457 , 0.092317 , 0.199596 , 0.121789 , 0.193189 , 0.166862 
 789 , 0.162334 , 0.219495 , 0.197739 , 0.182592 , 0.18418 , 0.295847 , 0.268708 , 0.305006 , 0.206695 , 0.274597 , 0.375295 , 0.379091 , 0.349188 , 0.380222 , 0.381884 , 0.290618 , 0.29803 , 0.230574 , 0.183296 , 0.242844 , 0.092551 , 0.200046 , 0.122112 , 0.193681 , 0.167231 
 790 , 0.162664 , 0.220047 , 0.198111 , 0.182937 , 0.184669 , 0.296542 , 0.269126 , 0.305596 , 0.207091 , 0.275152 , 0.375796 , 0.379405 , 0.349502 , 0.380964 , 0.382463 , 0.291116 , 0.298353 , 0.231027 , 0.183771 , 0.243239 , 0.092791 , 0.200509 , 0.122441 , 0.19419 , 0.167608 
 791 , 0.163016 , 0.220438 , 0.19847 , 0.183281 , 0.185142 , 0.297122 , 0.269632 , 0.306168 , 0.207506 , 0.27578 , 0.376442 , 0.379737 , 0.349979 , 0.381702 , 0.382903 , 0.29157 , 0.298695 , 0.231429 , 0.184219 , 0.243556 , 0.09305 , 0.200956 , 0.122718 , 0.194664 , 0.168043 
 792 , 0.163308 , 0.22073 , 0.198753 , 0.183607 , 0.185568 , 0.297541 , 0.270064 , 0.306621 , 0.207872 , 0.276359 , 0.376999 , 0.379982 , 0.350395 , 0.382271 , 0.383283 , 0.291966 , 0.298996 , 0.231785 , 0.184595 , 0.243843 , 0.093273 , 0.201344 , 0.122974 , 0.195119 , 0.168461 
 793 , 0.163602 , 0.221034 , 0.199038 , 0.183945 , 0.186001 , 0.297963 , 0.270504 , 0.307086 , 0.20825 , 0.27695 , 0.377569 , 0.380231 , 0.35082 , 0.382858 , 0.383673 , 0.292371 , 0.299304 , 0.232153 , 0.184978 , 0.244137 , 0.093497 , 0.201734 , 0.123236 , 0.195581 , 0.168882 
 794 , 0.16392 , 0.221404 , 0.199369 , 0.184272 , 0.186352 , 0.298405 , 0.270883 , 0.307608 , 0.208621 , 0.277517 , 0.378069 , 0.380497 , 0.351191 , 0.383343 , 0.384063 , 0.292699 , 0.299607 , 0.232518 , 0.185349 , 0.244482 , 0.093698 , 0.202105 , 0.12352 , 0.196032 , 0.169269 
 795 , 0.16431 , 0.221885 , 0.199803 , 0.184619 , 0.186651 , 0.298869 , 0.271274 , 0.308287 , 0.209012 , 0.278049 , 0.378561 , 0.380818 , 0.351633 , 0.383825 , 0.384446 , 0.292979 , 0.300012 , 0.232914 , 0.185742 , 0.244907 , 0.093897 , 0.202501 , 0.123853 , 0.196468 , 0.169628 
 796 , 0.164732 , 0.222394 , 0.20026 , 0.184979 , 0.186959 , 0.299338 , 0.271696 , 0.309017 , 0.209421 , 0.278588 , 0.379084 , 0.381159 , 0.352119 , 0.384334 , 0.384836 , 0.293277 , 0.300448 , 0.233326 , 0.186158 , 0.245358 , 0.094112 , 0.202918 , 0.124202 , 0.196912 , 0.169996 
 797 , 0.165139 , 0.222902 , 0.200701 , 0.185312 , 0.18729 , 0.299817 , 0.272126 , 0.309716 , 0.209799 , 0.279121 , 0.379571 , 0.381499 , 0.352583 , 0.384897 , 0.385216 , 0.293614 , 0.300873 , 0.233733 , 0.186562 , 0.24579 , 0.094327 , 0.203332 , 0.124534 , 0.197358 , 0.170375 
 798 , 0.165487 , 0.223376 , 0.201082 , 0.18554 , 0.187656 , 0.300314 , 0.272562 , 0.310273 , 0.210069 , 0.279627 , 0.379946 , 0.381833 , 0.352908 , 0.38561 , 0.38557 , 0.294092 , 0.301222 , 0.234113 , 0.186922 , 0.246188 , 0.094551 , 0.203697 , 0.124823 , 0.197789 , 0.170781 
 799 , 0.165834 , 0.22385 , 0.201476 , 0.185779 , 0.188043 , 0.300863 , 0.273011 , 0.310808 , 0.210367 , 0.280178 , 0.380334 , 0.382198 , 0.353182 , 0.386331 , 0.385961 , 0.294606 , 0.301552 , 0.234515 , 0.187308 , 0.246619 , 0.094784 , 0.20405 , 0.125109 , 0.198238 , 0.171211 
 800 , 0.166187 , 0.224334 , 0.201883 , 0.18602 , 0.188442 , 0.301423 , 0.273465 , 0.311359 , 0.210668 , 0.280739 , 0.380734 , 0.382576 , 0.353453 , 0.387066 , 0.386361 , 0.29513 , 0.301893 , 0.234921 , 0.187701 , 0.247055 , 0.09502 , 0.204411 , 0.1254 , 0.198704 , 0.171658 
