JUL12WSG200005.spu,JUL12WSG200004.spu,
Wavelength,JUL12WSG200006.spu,JUL12WSG200007.spu,JUL12WSG200008.spu,JUL12WSG200009.spu,JUL12WSG200010.spu,JUL12WSG200011.spu,JUL12WSG200012.spu,JUL12WSG200013.spu,JUL12WSG200014.spu,JUL12WSG200015.spu
  (nm),7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 
  time  ,:01:52 A,:02:00 A,:02:08 A,:02:15 A,:02:23 A,:03:28 A,:03:36 A,:03:44 A,:03:53 A,:04:01 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,
 667 , 0.022816 , 0.042593 , 0.053678 , 0.053428 , 0.046452 , 0.090598 , 0.058558 , 0.053097 , 0.084746 , 0.066212 
 668 , 0.022664 , 0.042398 , 0.053463 , 0.053121 , 0.046294 , 0.090507 , 0.058452 , 0.053034 , 0.084621 , 0.066061 
 669 , 0.022511 , 0.04221 , 0.053248 , 0.052813 , 0.046138 , 0.090421 , 0.058351 , 0.052971 , 0.084497 , 0.065908 
 670 , 0.022365 , 0.042017 , 0.053034 , 0.052505 , 0.045982 , 0.090335 , 0.05825 , 0.052908 , 0.084372 , 0.065754 
 671 , 0.022301 , 0.041903 , 0.052925 , 0.052336 , 0.045906 , 0.090345 , 0.058216 , 0.052914 , 0.084324 , 0.065655 
 672 , 0.0223 , 0.041834 , 0.052872 , 0.052244 , 0.045889 , 0.090422 , 0.058227 , 0.052954 , 0.084335 , 0.065604 
 673 , 0.022298 , 0.041765 , 0.052813 , 0.052151 , 0.045871 , 0.0905 , 0.058244 , 0.052994 , 0.084346 , 0.065547 
 674 , 0.022308 , 0.041746 , 0.052806 , 0.052115 , 0.045893 , 0.090602 , 0.058292 , 0.053037 , 0.084424 , 0.065545 
 675 , 0.022337 , 0.041853 , 0.052912 , 0.052219 , 0.046032 , 0.090773 , 0.058438 , 0.053093 , 0.084652 , 0.065659 
 676 , 0.022368 , 0.041959 , 0.053019 , 0.052319 , 0.046169 , 0.090943 , 0.058579 , 0.053151 , 0.084871 , 0.065765 
 677 , 0.022399 , 0.042064 , 0.053126 , 0.052419 , 0.046306 , 0.091115 , 0.058726 , 0.053209 , 0.085095 , 0.065877 
 678 , 0.022636 , 0.042371 , 0.053511 , 0.052924 , 0.046646 , 0.091496 , 0.059029 , 0.053423 , 0.085541 , 0.066282 
 679 , 0.022878 , 0.042683 , 0.053922 , 0.053455 , 0.047 , 0.091883 , 0.059344 , 0.05365 , 0.086011 , 0.066711 
 680 , 0.023126 , 0.043002 , 0.054335 , 0.05399 , 0.047366 , 0.092278 , 0.059656 , 0.053878 , 0.086483 , 0.067142 
 681 , 0.023531 , 0.043557 , 0.055032 , 0.05492 , 0.047939 , 0.092905 , 0.060169 , 0.054194 , 0.087182 , 0.067809 
 682 , 0.024038 , 0.044267 , 0.05592 , 0.05611 , 0.048642 , 0.093686 , 0.060815 , 0.054566 , 0.088019 , 0.068624 
 683 , 0.024558 , 0.044996 , 0.056816 , 0.05732 , 0.049357 , 0.094482 , 0.061469 , 0.054946 , 0.088877 , 0.069453 
 684 , 0.025211 , 0.045962 , 0.057942 , 0.058822 , 0.05026 , 0.09547 , 0.06228 , 0.055465 , 0.089945 , 0.070495 
 685 , 0.026161 , 0.047483 , 0.059585 , 0.061021 , 0.051611 , 0.096912 , 0.063438 , 0.05631 , 0.091523 , 0.072024 
 686 , 0.027139 , 0.049041 , 0.061266 , 0.063264 , 0.052987 , 0.098384 , 0.064617 , 0.057174 , 0.093136 , 0.073575 
 687 , 0.028129 , 0.05063 , 0.062978 , 0.065551 , 0.054388 , 0.099883 , 0.065821 , 0.058051 , 0.094787 , 0.075158 
 688 , 0.029641 , 0.052972 , 0.065379 , 0.068744 , 0.056499 , 0.101974 , 0.067389 , 0.059277 , 0.097036 , 0.077378 
 689 , 0.031182 , 0.055355 , 0.067823 , 0.071992 , 0.05865 , 0.10411 , 0.068988 , 0.060516 , 0.099319 , 0.079651 
 690 , 0.032732 , 0.057748 , 0.070281 , 0.07526 , 0.060809 , 0.106254 , 0.0706 , 0.061757 , 0.101616 , 0.081928 
 691 , 0.034655 , 0.060693 , 0.073223 , 0.078988 , 0.063405 , 0.108744 , 0.072452 , 0.063237 , 0.104277 , 0.084562 
 692 , 0.036771 , 0.063929 , 0.076413 , 0.082943 , 0.066247 , 0.11143 , 0.074453 , 0.064845 , 0.107124 , 0.087367 
 693 , 0.038878 , 0.067142 , 0.079581 , 0.086874 , 0.069067 , 0.114095 , 0.076433 , 0.066445 , 0.109949 , 0.090155 
 694 , 0.041111 , 0.070554 , 0.082908 , 0.090932 , 0.072042 , 0.116864 , 0.078472 , 0.068091 , 0.11283 , 0.093043 
 695 , 0.043707 , 0.07448 , 0.086653 , 0.095353 , 0.075386 , 0.119894 , 0.080661 , 0.069855 , 0.115903 , 0.096242 
 696 , 0.046274 , 0.078361 , 0.090362 , 0.099724 , 0.078694 , 0.122888 , 0.08282 , 0.071601 , 0.118945 , 0.099402 
 697 , 0.048818 , 0.082204 , 0.094034 , 0.104054 , 0.081961 , 0.125849 , 0.084949 , 0.073324 , 0.121959 , 0.102532 
 698 , 0.051831 , 0.086692 , 0.098193 , 0.108767 , 0.085655 , 0.129163 , 0.087261 , 0.075246 , 0.125245 , 0.105886 
 699 , 0.054832 , 0.091166 , 0.102337 , 0.113464 , 0.089345 , 0.13245 , 0.08956 , 0.077157 , 0.128512 , 0.109207 
 700 , 0.057796 , 0.095599 , 0.106443 , 0.118108 , 0.092995 , 0.135705 , 0.091833 , 0.079049 , 0.131736 , 0.112489 
 701 , 0.060894 , 0.100244 , 0.110637 , 0.122706 , 0.096726 , 0.138992 , 0.094132 , 0.080938 , 0.134951 , 0.115792 
 702 , 0.064061 , 0.10498 , 0.114855 , 0.12722 , 0.10045 , 0.142282 , 0.096437 , 0.082827 , 0.138161 , 0.119096 
 703 , 0.067185 , 0.109655 , 0.119027 , 0.131685 , 0.104132 , 0.14554 , 0.098712 , 0.08469 , 0.141333 , 0.122356 
 704 , 0.070335 , 0.114345 , 0.123203 , 0.136102 , 0.107807 , 0.148752 , 0.100945 , 0.08653 , 0.144447 , 0.12556 
 705 , 0.073599 , 0.11915 , 0.127469 , 0.140523 , 0.111562 , 0.151965 , 0.103098 , 0.088346 , 0.147472 , 0.128695 
 706 , 0.076839 , 0.123928 , 0.131707 , 0.144926 , 0.115304 , 0.15516 , 0.105241 , 0.090149 , 0.150463 , 0.131814 
 707 , 0.08006 , 0.128667 , 0.135915 , 0.149304 , 0.119022 , 0.158341 , 0.10737 , 0.091936 , 0.153436 , 0.134909 
 708 , 0.083134 , 0.133134 , 0.139878 , 0.153121 , 0.122486 , 0.161211 , 0.109334 , 0.093463 , 0.15602 , 0.137655 
 709 , 0.086214 , 0.137625 , 0.143865 , 0.156915 , 0.125935 , 0.164053 , 0.111299 , 0.094992 , 0.158607 , 0.140401 
 710 , 0.089312 , 0.142139 , 0.147874 , 0.160731 , 0.129398 , 0.166908 , 0.113266 , 0.096524 , 0.16121 , 0.143164 
 711 , 0.092422 , 0.146455 , 0.151728 , 0.164312 , 0.132604 , 0.169558 , 0.115105 , 0.097894 , 0.163592 , 0.145651 
 712 , 0.095621 , 0.150742 , 0.155553 , 0.167864 , 0.135762 , 0.172162 , 0.116901 , 0.099184 , 0.1659 , 0.14801 
 713 , 0.098901 , 0.155144 , 0.159477 , 0.17151 , 0.139011 , 0.174831 , 0.118738 , 0.10051 , 0.168267 , 0.150432 
 714 , 0.102308 , 0.159657 , 0.163485 , 0.175192 , 0.1423 , 0.17755 , 0.120599 , 0.101834 , 0.170626 , 0.152836 
 715 , 0.105903 , 0.164286 , 0.167547 , 0.17881 , 0.145561 , 0.180258 , 0.122446 , 0.103105 , 0.172868 , 0.155134 
 716 , 0.10962 , 0.169079 , 0.17174 , 0.182539 , 0.148927 , 0.18305 , 0.124362 , 0.104415 , 0.175183 , 0.157504 
 717 , 0.113473 , 0.174037 , 0.176079 , 0.186406 , 0.152403 , 0.185934 , 0.126345 , 0.105772 , 0.177578 , 0.159957 
 718 , 0.117553 , 0.179125 , 0.180465 , 0.190142 , 0.15591 , 0.188833 , 0.128298 , 0.107215 , 0.179991 , 0.16249 
 719 , 0.121741 , 0.184362 , 0.185 , 0.193977 , 0.159529 , 0.191838 , 0.130282 , 0.108697 , 0.182474 , 0.165122 
 720 , 0.126039 , 0.189734 , 0.189649 , 0.197915 , 0.163245 , 0.194928 , 0.132319 , 0.110223 , 0.185021 , 0.167819 
 721 , 0.130439 , 0.194992 , 0.194174 , 0.201695 , 0.166893 , 0.197873 , 0.134232 , 0.11167 , 0.187531 , 0.170393 
 722 , 0.134905 , 0.200139 , 0.198596 , 0.205441 , 0.170485 , 0.200743 , 0.136117 , 0.11308 , 0.190045 , 0.172903 
 723 , 0.139405 , 0.20533 , 0.203061 , 0.209218 , 0.174104 , 0.203643 , 0.138023 , 0.114504 , 0.192582 , 0.175437 
 724 , 0.143987 , 0.210511 , 0.207481 , 0.212902 , 0.177703 , 0.206508 , 0.139902 , 0.115923 , 0.195067 , 0.177939 
 725 , 0.148642 , 0.215601 , 0.211754 , 0.216325 , 0.181201 , 0.209243 , 0.141706 , 0.117311 , 0.197412 , 0.18032 
 726 , 0.153268 , 0.220675 , 0.216002 , 0.219721 , 0.184686 , 0.211956 , 0.143498 , 0.118689 , 0.19974 , 0.182685 
 727 , 0.157865 , 0.225719 , 0.220228 , 0.223098 , 0.188149 , 0.214653 , 0.145278 , 0.120055 , 0.202056 , 0.185034 
 728 , 0.162395 , 0.230519 , 0.224116 , 0.226113 , 0.191352 , 0.217139 , 0.146877 , 0.121378 , 0.204206 , 0.187301 
 729 , 0.166843 , 0.23521 , 0.22789 , 0.229041 , 0.194484 , 0.219581 , 0.148451 , 0.122705 , 0.206336 , 0.189552 
 730 , 0.171202 , 0.239813 , 0.231594 , 0.231916 , 0.197555 , 0.221981 , 0.15 , 0.124008 , 0.208422 , 0.191761 
 731 , 0.175443 , 0.244192 , 0.235087 , 0.234599 , 0.200471 , 0.224231 , 0.15143 , 0.125202 , 0.210439 , 0.193839 
 732 , 0.179528 , 0.248345 , 0.238467 , 0.237143 , 0.203276 , 0.226424 , 0.152789 , 0.126305 , 0.212427 , 0.195816 
 733 , 0.183526 , 0.252414 , 0.241774 , 0.239631 , 0.206019 , 0.22857 , 0.154122 , 0.127382 , 0.214373 , 0.197748 
 734 , 0.187352 , 0.256231 , 0.24491 , 0.241995 , 0.208581 , 0.230639 , 0.15539 , 0.128444 , 0.216197 , 0.199551 
 735 , 0.190955 , 0.259706 , 0.247802 , 0.244197 , 0.210852 , 0.232569 , 0.156567 , 0.129489 , 0.217778 , 0.201132 
 736 , 0.194512 , 0.263143 , 0.250652 , 0.246377 , 0.213081 , 0.234457 , 0.157718 , 0.130515 , 0.219301 , 0.202678 
 737 , 0.198003 , 0.266511 , 0.253445 , 0.248512 , 0.215262 , 0.236304 , 0.158848 , 0.131522 , 0.220801 , 0.204193 
 738 , 0.201193 , 0.269545 , 0.25593 , 0.250392 , 0.217165 , 0.237902 , 0.159912 , 0.1324 , 0.222167 , 0.205596 
 739 , 0.204389 , 0.272572 , 0.258365 , 0.252266 , 0.219088 , 0.239523 , 0.160988 , 0.133274 , 0.223574 , 0.207004 
 740 , 0.207564 , 0.275586 , 0.260779 , 0.254132 , 0.220999 , 0.241125 , 0.162051 , 0.134143 , 0.224966 , 0.20841 
 741 , 0.21034 , 0.278147 , 0.262849 , 0.255676 , 0.222664 , 0.242519 , 0.162922 , 0.134856 , 0.226133 , 0.209621 
 742 , 0.212889 , 0.28051 , 0.264862 , 0.257104 , 0.22418 , 0.243814 , 0.163714 , 0.135486 , 0.227178 , 0.210766 
 743 , 0.215434 , 0.282867 , 0.266875 , 0.258529 , 0.225695 , 0.245112 , 0.164502 , 0.136113 , 0.228225 , 0.211908 
 744 , 0.217738 , 0.28507 , 0.268742 , 0.259858 , 0.227122 , 0.246313 , 0.165235 , 0.136705 , 0.229218 , 0.212965 
 745 , 0.219686 , 0.287015 , 0.270315 , 0.26099 , 0.228433 , 0.247324 , 0.165857 , 0.13724 , 0.230136 , 0.213848 
 746 , 0.221656 , 0.288971 , 0.271878 , 0.262117 , 0.229763 , 0.248334 , 0.166476 , 0.137787 , 0.23106 , 0.214732 
 747 , 0.223604 , 0.290917 , 0.273425 , 0.263224 , 0.231081 , 0.249333 , 0.167086 , 0.138326 , 0.231972 , 0.215608 
 748 , 0.224933 , 0.292273 , 0.274469 , 0.263922 , 0.232008 , 0.249939 , 0.167486 , 0.138619 , 0.232605 , 0.216273 
 749 , 0.226323 , 0.29365 , 0.275579 , 0.264667 , 0.232944 , 0.250569 , 0.167907 , 0.13893 , 0.233238 , 0.216971 
 750 , 0.227746 , 0.295061 , 0.276714 , 0.26543 , 0.233903 , 0.251211 , 0.168333 , 0.139254 , 0.233883 , 0.21769 
 751 , 0.228772 , 0.29595 , 0.277581 , 0.265995 , 0.234667 , 0.251657 , 0.168653 , 0.139467 , 0.23436 , 0.218226 
 752 , 0.229622 , 0.296766 , 0.278344 , 0.266513 , 0.235409 , 0.252031 , 0.168927 , 0.139634 , 0.234809 , 0.21869 
 753 , 0.230522 , 0.297619 , 0.279141 , 0.267066 , 0.23618 , 0.252429 , 0.169217 , 0.139809 , 0.235281 , 0.219176 
 754 , 0.23133 , 0.298289 , 0.279941 , 0.267686 , 0.236741 , 0.252865 , 0.16958 , 0.139965 , 0.235675 , 0.21952 
 755 , 0.232044 , 0.298593 , 0.280753 , 0.268442 , 0.236953 , 0.253366 , 0.17007 , 0.140064 , 0.235937 , 0.219612 
 756 , 0.232846 , 0.298901 , 0.281648 , 0.26927 , 0.23719 , 0.253916 , 0.170608 , 0.140165 , 0.23623 , 0.219707 
 757 , 0.233725 , 0.299249 , 0.282645 , 0.270184 , 0.23744 , 0.25454 , 0.171212 , 0.140289 , 0.236558 , 0.219818 
 758 , 0.234584 , 0.299698 , 0.283858 , 0.271185 , 0.237621 , 0.255382 , 0.171963 , 0.140512 , 0.236962 , 0.220006 
 759 , 0.235503 , 0.300177 , 0.285248 , 0.272219 , 0.237773 , 0.256264 , 0.172761 , 0.140721 , 0.237357 , 0.220194 
 760 , 0.236503 , 0.300699 , 0.286766 , 0.273345 , 0.237935 , 0.257228 , 0.173629 , 0.140951 , 0.237788 , 0.220397 
 761 , 0.237427 , 0.301715 , 0.288086 , 0.274269 , 0.238756 , 0.25814 , 0.17429 , 0.141318 , 0.238487 , 0.221055 
 762 , 0.238171 , 0.302794 , 0.289072 , 0.275136 , 0.239791 , 0.259045 , 0.174929 , 0.141806 , 0.239317 , 0.221872 
 763 , 0.238916 , 0.303873 , 0.290058 , 0.276002 , 0.240819 , 0.259946 , 0.175566 , 0.142286 , 0.240149 , 0.222686 
 764 , 0.239558 , 0.305034 , 0.290809 , 0.276659 , 0.242056 , 0.260635 , 0.175986 , 0.142792 , 0.240987 , 0.223589 
 765 , 0.240073 , 0.306317 , 0.291246 , 0.277018 , 0.243515 , 0.261121 , 0.176132 , 0.143305 , 0.241872 , 0.224649 
 766 , 0.240575 , 0.30755 , 0.291669 , 0.277346 , 0.244902 , 0.261622 , 0.176274 , 0.143785 , 0.242728 , 0.225675 
 767 , 0.241051 , 0.308694 , 0.292075 , 0.277658 , 0.246165 , 0.262109 , 0.176417 , 0.144239 , 0.243532 , 0.226619 
 768 , 0.241518 , 0.309655 , 0.292524 , 0.277952 , 0.247055 , 0.262718 , 0.176608 , 0.144681 , 0.244241 , 0.227344 
 769 , 0.241932 , 0.310512 , 0.292964 , 0.278261 , 0.247879 , 0.263241 , 0.17679 , 0.14511 , 0.24489 , 0.228005 
 770 , 0.242327 , 0.31133 , 0.293385 , 0.278556 , 0.248664 , 0.263738 , 0.176963 , 0.145525 , 0.245506 , 0.22864 
 771 , 0.242722 , 0.311934 , 0.29392 , 0.279046 , 0.24921 , 0.264297 , 0.177303 , 0.145918 , 0.246039 , 0.229175 
 772 , 0.243144 , 0.312535 , 0.294488 , 0.279543 , 0.24971 , 0.264899 , 0.177664 , 0.146262 , 0.246551 , 0.229669 
 773 , 0.243561 , 0.313128 , 0.29505 , 0.280034 , 0.250194 , 0.265491 , 0.178018 , 0.146606 , 0.247054 , 0.230158 
 774 , 0.243914 , 0.313619 , 0.295576 , 0.280525 , 0.250655 , 0.266041 , 0.178386 , 0.146912 , 0.24752 , 0.230599 
 775 , 0.2442 , 0.313988 , 0.296058 , 0.28105 , 0.251088 , 0.266522 , 0.178763 , 0.147184 , 0.247923 , 0.230994 
 776 , 0.244493 , 0.314351 , 0.29654 , 0.281593 , 0.251531 , 0.26699 , 0.179136 , 0.147455 , 0.248318 , 0.231388 
 777 , 0.244783 , 0.314701 , 0.297033 , 0.282115 , 0.251973 , 0.267462 , 0.179505 , 0.147718 , 0.248724 , 0.231786 
 778 , 0.245045 , 0.315002 , 0.297575 , 0.28254 , 0.252395 , 0.26793 , 0.179871 , 0.147977 , 0.24919 , 0.232204 
 779 , 0.245321 , 0.315302 , 0.29813 , 0.282937 , 0.252786 , 0.268405 , 0.18024 , 0.148243 , 0.249641 , 0.232581 
 780 , 0.245594 , 0.315605 , 0.298694 , 0.283333 , 0.253176 , 0.268888 , 0.180612 , 0.14851 , 0.250096 , 0.232966 
 781 , 0.245766 , 0.31596 , 0.29921 , 0.283732 , 0.253628 , 0.269346 , 0.180958 , 0.148693 , 0.250505 , 0.233321 
 782 , 0.245895 , 0.316403 , 0.299768 , 0.284231 , 0.254167 , 0.269817 , 0.181326 , 0.14886 , 0.250972 , 0.233744 
 783 , 0.246032 , 0.316861 , 0.300337 , 0.284739 , 0.254725 , 0.270291 , 0.181702 , 0.149034 , 0.251444 , 0.23417 
 784 , 0.246148 , 0.317304 , 0.300904 , 0.285281 , 0.255241 , 0.270778 , 0.1821 , 0.149251 , 0.251933 , 0.234648 
 785 , 0.246324 , 0.317684 , 0.301487 , 0.285794 , 0.255728 , 0.271255 , 0.182523 , 0.149501 , 0.252418 , 0.235138 
 786 , 0.246527 , 0.318049 , 0.302082 , 0.286304 , 0.256232 , 0.271732 , 0.182956 , 0.149762 , 0.252917 , 0.23563 
 787 , 0.246731 , 0.318419 , 0.302683 , 0.286803 , 0.256747 , 0.272215 , 0.183379 , 0.150025 , 0.253437 , 0.236124 
 788 , 0.246869 , 0.318789 , 0.303198 , 0.287167 , 0.257218 , 0.272665 , 0.18372 , 0.15029 , 0.25401 , 0.236605 
 789 , 0.246924 , 0.319162 , 0.303654 , 0.287459 , 0.257667 , 0.273142 , 0.184039 , 0.15055 , 0.25456 , 0.237099 
 790 , 0.246985 , 0.319546 , 0.304121 , 0.287752 , 0.258121 , 0.273626 , 0.184369 , 0.150821 , 0.255121 , 0.237609 
 791 , 0.247053 , 0.319915 , 0.304576 , 0.288079 , 0.258617 , 0.274091 , 0.184709 , 0.151017 , 0.255615 , 0.238163 
 792 , 0.247208 , 0.320283 , 0.305127 , 0.288695 , 0.259156 , 0.274548 , 0.185073 , 0.151228 , 0.256175 , 0.23874 
 793 , 0.247366 , 0.320654 , 0.305698 , 0.289326 , 0.259709 , 0.275014 , 0.185445 , 0.151446 , 0.256748 , 0.23933 
 794 , 0.24757 , 0.321047 , 0.30625 , 0.289934 , 0.260265 , 0.275464 , 0.185822 , 0.151663 , 0.257326 , 0.23989 
 795 , 0.24775 , 0.32147 , 0.306745 , 0.290432 , 0.260843 , 0.275927 , 0.186189 , 0.151894 , 0.257892 , 0.240436 
 796 , 0.247909 , 0.321907 , 0.307234 , 0.290923 , 0.261427 , 0.276401 , 0.186564 , 0.152132 , 0.258462 , 0.241002 
 797 , 0.248052 , 0.322364 , 0.307732 , 0.291406 , 0.262012 , 0.276892 , 0.186931 , 0.152388 , 0.259024 , 0.241574 
 798 , 0.248129 , 0.322842 , 0.308236 , 0.291828 , 0.262552 , 0.277427 , 0.18729 , 0.152681 , 0.259533 , 0.24214 
 799 , 0.248229 , 0.323318 , 0.308763 , 0.292237 , 0.263101 , 0.277984 , 0.187677 , 0.15297 , 0.260062 , 0.242711 
 800 , 0.24833 , 0.323805 , 0.309306 , 0.29265 , 0.263665 , 0.278551 , 0.188077 , 0.153269 , 0.2606 , 0.243296 
 801 , 0.248356 , 0.324146 , 0.309736 , 0.292994 , 0.264146 , 0.279011 , 0.188387 , 0.153405 , 0.261105 , 0.243801 
 802 , 0.248348 , 0.324472 , 0.310134 , 0.293351 , 0.264621 , 0.27936 , 0.188654 , 0.153528 , 0.261613 , 0.244342 
 803 , 0.248337 , 0.324811 , 0.31055 , 0.29372 , 0.265107 , 0.279721 , 0.188927 , 0.153659 , 0.262141 , 0.244893 
 804 , 0.248296 , 0.325098 , 0.310906 , 0.294137 , 0.265595 , 0.279999 , 0.189218 , 0.153834 , 0.262657 , 0.245429 
 805 , 0.248275 , 0.325487 , 0.311299 , 0.294553 , 0.266128 , 0.280387 , 0.18954 , 0.154047 , 0.263169 , 0.245946 
 806 , 0.248264 , 0.325917 , 0.311723 , 0.294979 , 0.266695 , 0.280829 , 0.189888 , 0.154263 , 0.263706 , 0.246478 
 807 , 0.248243 , 0.32632 , 0.312178 , 0.295391 , 0.267217 , 0.281298 , 0.190249 , 0.154454 , 0.264207 , 0.246939 
 808 , 0.248223 , 0.326542 , 0.312657 , 0.295781 , 0.267522 , 0.281719 , 0.19061 , 0.154553 , 0.264593 , 0.247184 
 809 , 0.248226 , 0.326688 , 0.313145 , 0.296239 , 0.267764 , 0.282077 , 0.190991 , 0.154643 , 0.264987 , 0.247423 
 810 , 0.248218 , 0.326837 , 0.313663 , 0.296719 , 0.268016 , 0.282454 , 0.1914 , 0.154736 , 0.265398 , 0.247681 
 811 , 0.248268 , 0.326964 , 0.314285 , 0.297176 , 0.26823 , 0.282879 , 0.191875 , 0.154815 , 0.265759 , 0.247953 
 812 , 0.248241 , 0.327245 , 0.314938 , 0.297621 , 0.268584 , 0.283404 , 0.192375 , 0.15493 , 0.266228 , 0.248033 
 813 , 0.248208 , 0.327543 , 0.315637 , 0.298091 , 0.268961 , 0.283962 , 0.192907 , 0.155061 , 0.266738 , 0.248118 
 814 , 0.248242 , 0.327893 , 0.316185 , 0.298611 , 0.269425 , 0.284528 , 0.193321 , 0.155241 , 0.267276 , 0.248242 
 815 , 0.248363 , 0.328111 , 0.316592 , 0.299146 , 0.269859 , 0.285068 , 0.193619 , 0.155418 , 0.267763 , 0.248866 
 816 , 0.248504 , 0.328313 , 0.317015 , 0.299702 , 0.27029 , 0.285631 , 0.193922 , 0.155594 , 0.268266 , 0.249615 
 817 , 0.248664 , 0.328582 , 0.317464 , 0.3002 , 0.270753 , 0.286154 , 0.194217 , 0.155775 , 0.268788 , 0.250386 
 818 , 0.248808 , 0.328982 , 0.317995 , 0.300539 , 0.2713 , 0.286589 , 0.194537 , 0.155966 , 0.269273 , 0.251016 
 819 , 0.248907 , 0.32938 , 0.318566 , 0.300874 , 0.271904 , 0.287054 , 0.194902 , 0.156161 , 0.269725 , 0.251529 
 820 , 0.249012 , 0.329789 , 0.319151 , 0.301223 , 0.272526 , 0.28753 , 0.195286 , 0.156371 , 0.270187 , 0.252049 
 821 , 0.249223 , 0.330332 , 0.319688 , 0.30176 , 0.2732 , 0.288026 , 0.195668 , 0.156712 , 0.270716 , 0.252573 
 822 , 0.249474 , 0.330905 , 0.320222 , 0.302383 , 0.273794 , 0.288542 , 0.196015 , 0.157004 , 0.271361 , 0.25316 
 823 , 0.24972 , 0.331485 , 0.320752 , 0.303003 , 0.27439 , 0.28906 , 0.196369 , 0.157297 , 0.272009 , 0.253748 
 824 , 0.249965 , 0.331902 , 0.321224 , 0.303561 , 0.274857 , 0.289524 , 0.196614 , 0.157458 , 0.272572 , 0.254375 
 825 , 0.250241 , 0.332179 , 0.32166 , 0.304068 , 0.275314 , 0.289953 , 0.196881 , 0.157749 , 0.273095 , 0.25498 
 826 , 0.250521 , 0.332439 , 0.322099 , 0.304575 , 0.275782 , 0.290378 , 0.197151 , 0.15807 , 0.273617 , 0.255586 
 827 , 0.250804 , 0.33277 , 0.322578 , 0.305055 , 0.276268 , 0.290849 , 0.197472 , 0.158442 , 0.274125 , 0.256157 
 828 , 0.251013 , 0.333282 , 0.323089 , 0.305411 , 0.276781 , 0.291387 , 0.197836 , 0.158808 , 0.27462 , 0.256657 
 829 , 0.251163 , 0.333861 , 0.323587 , 0.305704 , 0.277295 , 0.291927 , 0.198163 , 0.159121 , 0.275128 , 0.257147 
 830 , 0.251325 , 0.334437 , 0.324073 , 0.305993 , 0.277812 , 0.292456 , 0.198496 , 0.159437 , 0.275643 , 0.257643 
 831 , 0.251601 , 0.334941 , 0.324444 , 0.306316 , 0.278317 , 0.292923 , 0.198835 , 0.159803 , 0.276214 , 0.258189 
 832 , 0.251908 , 0.335406 , 0.324801 , 0.306766 , 0.278792 , 0.293431 , 0.199238 , 0.160192 , 0.276724 , 0.258723 
 833 , 0.252216 , 0.335866 , 0.32516 , 0.307206 , 0.279269 , 0.293941 , 0.199636 , 0.160577 , 0.277235 , 0.259253 
 834 , 0.25251 , 0.336374 , 0.325603 , 0.307657 , 0.279727 , 0.294459 , 0.199983 , 0.160946 , 0.277727 , 0.259804 
 835 , 0.252827 , 0.336889 , 0.326169 , 0.308112 , 0.280276 , 0.295052 , 0.200276 , 0.161287 , 0.278277 , 0.260426 
 836 , 0.253145 , 0.337398 , 0.326741 , 0.308558 , 0.280829 , 0.295653 , 0.200561 , 0.161617 , 0.278837 , 0.261047 
 837 , 0.253444 , 0.337852 , 0.327277 , 0.309004 , 0.281449 , 0.296235 , 0.200842 , 0.161915 , 0.279375 , 0.261638 
 838 , 0.253678 , 0.338205 , 0.327625 , 0.309367 , 0.282072 , 0.2967 , 0.201108 , 0.162174 , 0.279906 , 0.262161 
 839 , 0.253889 , 0.33853 , 0.327875 , 0.309684 , 0.282632 , 0.297087 , 0.201369 , 0.162437 , 0.280445 , 0.262665 
 840 , 0.254099 , 0.338862 , 0.328135 , 0.309996 , 0.283175 , 0.297477 , 0.201641 , 0.162693 , 0.280983 , 0.26318 
 841 , 0.254365 , 0.339234 , 0.328576 , 0.310359 , 0.28356 , 0.297886 , 0.201961 , 0.162919 , 0.281523 , 0.263717 
 842 , 0.254672 , 0.339667 , 0.329224 , 0.310805 , 0.284006 , 0.298334 , 0.202332 , 0.163136 , 0.282046 , 0.264271 
 843 , 0.254983 , 0.340103 , 0.329875 , 0.311256 , 0.284456 , 0.298786 , 0.202699 , 0.16335 , 0.282579 , 0.26483 
 844 , 0.255149 , 0.340366 , 0.330372 , 0.311654 , 0.284853 , 0.299231 , 0.203068 , 0.163541 , 0.282943 , 0.265212 
 845 , 0.255305 , 0.34059 , 0.330666 , 0.311989 , 0.285193 , 0.299764 , 0.203352 , 0.163756 , 0.283206 , 0.265469 
 846 , 0.255468 , 0.340816 , 0.330951 , 0.312325 , 0.285534 , 0.3003 , 0.203638 , 0.163975 , 0.283476 , 0.265725 
 847 , 0.255657 , 0.341103 , 0.331243 , 0.312625 , 0.285903 , 0.300798 , 0.203889 , 0.164198 , 0.283823 , 0.265983 
 848 , 0.255872 , 0.34138 , 0.331652 , 0.312861 , 0.286317 , 0.301202 , 0.204125 , 0.164412 , 0.284284 , 0.266321 
 849 , 0.256086 , 0.341626 , 0.332139 , 0.313086 , 0.286752 , 0.301586 , 0.204388 , 0.164626 , 0.284767 , 0.266712 
 850 , 0.256288 , 0.341865 , 0.332623 , 0.313319 , 0.287178 , 0.301966 , 0.20464 , 0.164826 , 0.285242 , 0.267115 
