  time  ,:07:22 A,:07:35 A,:07:42 A,:07:49 A,:07:57 A,:08:27 A,:08:36 A,:08:44 A,:08:51 A,:09:00 A,:10:12 A,:10:19 A,:10:26 A,:10:42 A,:10:50 A,:11:29 A,:11:36 A,:11:43 A,:11:50 A,:11:56 A,:12:16 A,:12:23 A,:12:33 A,:12:46 A,:12:55 A,:13:39 A,:13:47 A,:13:57 A,:14:05 A,:14:13 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 564 , 0.112156 , 0.098606 , 0.088443 , 0.081131 , 0.065316 , 0.116979 , 0.131828 , 0.099123 , 0.094293 , 0.113346 , 0.072506 , 0.067377 , 0.066649 , 0.051405 , 0.076614 , 0.075145 , 0.100572 , 0.056765 , 0.070887 , 0.067125 , 0.073798 , 0.057037 , 0.059411 , 0.057629 , 0.042229 , 0.083886 , 0.07473 , 0.073315 , 0.068234 , 0.054663 
 565 , 0.111856 , 0.098305 , 0.088105 , 0.080843 , 0.064984 , 0.116668 , 0.131647 , 0.098772 , 0.093669 , 0.112769 , 0.071665 , 0.066669 , 0.066013 , 0.050872 , 0.076091 , 0.074893 , 0.100349 , 0.056584 , 0.070683 , 0.0669 , 0.073424 , 0.056808 , 0.059258 , 0.057342 , 0.042032 , 0.08332 , 0.074379 , 0.073066 , 0.067962 , 0.054303 
 566 , 0.111553 , 0.09801 , 0.087773 , 0.08056 , 0.064653 , 0.116368 , 0.131461 , 0.098427 , 0.093053 , 0.1122 , 0.070822 , 0.065966 , 0.06538 , 0.050342 , 0.07557 , 0.07464 , 0.100138 , 0.05641 , 0.070485 , 0.06668 , 0.073044 , 0.056578 , 0.059097 , 0.057063 , 0.041842 , 0.082756 , 0.074021 , 0.072815 , 0.067697 , 0.053951 
 567 , 0.11125 , 0.097701 , 0.087421 , 0.080258 , 0.064316 , 0.116068 , 0.131252 , 0.098062 , 0.092393 , 0.111572 , 0.069958 , 0.065261 , 0.064718 , 0.049788 , 0.075044 , 0.074401 , 0.099892 , 0.056235 , 0.070293 , 0.066447 , 0.072659 , 0.056342 , 0.058929 , 0.056764 , 0.041627 , 0.082174 , 0.073657 , 0.072545 , 0.067419 , 0.053581 
 568 , 0.110926 , 0.097363 , 0.086983 , 0.079899 , 0.063965 , 0.115826 , 0.130927 , 0.097623 , 0.091557 , 0.110713 , 0.068999 , 0.064518 , 0.063919 , 0.049111 , 0.074505 , 0.074192 , 0.099534 , 0.056069 , 0.070104 , 0.066156 , 0.072235 , 0.056069 , 0.058699 , 0.056402 , 0.041347 , 0.081523 , 0.07324 , 0.072195 , 0.067108 , 0.053146 
 569 , 0.110605 , 0.097028 , 0.086545 , 0.079528 , 0.063609 , 0.115585 , 0.130605 , 0.09718 , 0.090718 , 0.109858 , 0.068047 , 0.063781 , 0.06312 , 0.048438 , 0.073966 , 0.073986 , 0.099177 , 0.055911 , 0.069919 , 0.065871 , 0.07181 , 0.055792 , 0.058477 , 0.056043 , 0.041064 , 0.080871 , 0.072829 , 0.071843 , 0.066804 , 0.05271 
 570 , 0.110285 , 0.096687 , 0.086112 , 0.079168 , 0.063252 , 0.11535 , 0.130281 , 0.09674 , 0.089882 , 0.108998 , 0.067088 , 0.063035 , 0.062319 , 0.047762 , 0.073427 , 0.073775 , 0.098816 , 0.055744 , 0.069735 , 0.065577 , 0.071384 , 0.05552 , 0.058253 , 0.055684 , 0.04078 , 0.080213 , 0.072415 , 0.071483 , 0.066497 , 0.052282 
 571 , 0.109887 , 0.096284 , 0.085739 , 0.078735 , 0.062804 , 0.115032 , 0.130017 , 0.096316 , 0.089117 , 0.108204 , 0.065993 , 0.062205 , 0.061526 , 0.047121 , 0.072827 , 0.073519 , 0.098494 , 0.055514 , 0.069482 , 0.065322 , 0.07091 , 0.055227 , 0.058038 , 0.055318 , 0.040496 , 0.079518 , 0.071999 , 0.071145 , 0.06615 , 0.051836 
 572 , 0.10948 , 0.095873 , 0.08539 , 0.078299 , 0.062349 , 0.114701 , 0.129778 , 0.095898 , 0.088373 , 0.107429 , 0.064873 , 0.061346 , 0.060732 , 0.04649 , 0.07221 , 0.073258 , 0.098182 , 0.05527 , 0.069227 , 0.065073 , 0.070431 , 0.054928 , 0.057826 , 0.054953 , 0.040214 , 0.078823 , 0.071589 , 0.070812 , 0.065798 , 0.051388 
 573 , 0.109073 , 0.095469 , 0.085037 , 0.077866 , 0.061887 , 0.114363 , 0.129533 , 0.095482 , 0.08763 , 0.106652 , 0.063749 , 0.060494 , 0.059942 , 0.045857 , 0.071594 , 0.072993 , 0.09787 , 0.055031 , 0.068974 , 0.064827 , 0.06995 , 0.054633 , 0.057618 , 0.054594 , 0.039931 , 0.078129 , 0.071183 , 0.070483 , 0.06545 , 0.050948 
 574 , 0.108652 , 0.095098 , 0.084665 , 0.077473 , 0.06146 , 0.114009 , 0.129277 , 0.095034 , 0.086881 , 0.105888 , 0.062734 , 0.059715 , 0.059199 , 0.045218 , 0.071008 , 0.072715 , 0.097557 , 0.054804 , 0.068715 , 0.064543 , 0.069492 , 0.054345 , 0.057415 , 0.054224 , 0.039657 , 0.077422 , 0.07076 , 0.070116 , 0.06511 , 0.050511 
 575 , 0.108229 , 0.094768 , 0.084258 , 0.077129 , 0.06107 , 0.113614 , 0.12899 , 0.094559 , 0.086128 , 0.105139 , 0.061834 , 0.059009 , 0.058516 , 0.044562 , 0.070449 , 0.072439 , 0.097245 , 0.054598 , 0.068464 , 0.064223 , 0.069045 , 0.05408 , 0.057221 , 0.053846 , 0.039386 , 0.076718 , 0.070316 , 0.069728 , 0.06478 , 0.050086 
 576 , 0.107806 , 0.094431 , 0.083853 , 0.07678 , 0.060684 , 0.113223 , 0.128705 , 0.094086 , 0.085377 , 0.104395 , 0.060935 , 0.058301 , 0.057831 , 0.043911 , 0.069889 , 0.072159 , 0.096927 , 0.054389 , 0.068209 , 0.063907 , 0.068604 , 0.053812 , 0.057022 , 0.053467 , 0.039114 , 0.076009 , 0.069876 , 0.069331 , 0.064453 , 0.049655 
 577 , 0.107379 , 0.094074 , 0.08343 , 0.076407 , 0.060277 , 0.112816 , 0.128392 , 0.093601 , 0.084624 , 0.103641 , 0.060041 , 0.057609 , 0.057136 , 0.043264 , 0.069316 , 0.071866 , 0.096593 , 0.054175 , 0.067947 , 0.06358 , 0.068146 , 0.05354 , 0.056806 , 0.053092 , 0.038841 , 0.075306 , 0.069434 , 0.068936 , 0.064122 , 0.049217 
 578 , 0.106908 , 0.093576 , 0.082879 , 0.075891 , 0.059806 , 0.112316 , 0.12792 , 0.093051 , 0.083891 , 0.102835 , 0.059182 , 0.056966 , 0.056405 , 0.042652 , 0.068651 , 0.071527 , 0.096125 , 0.053917 , 0.067645 , 0.063176 , 0.067657 , 0.053244 , 0.056516 , 0.052732 , 0.03856 , 0.074663 , 0.068991 , 0.068521 , 0.063775 , 0.048751 
 579 , 0.106438 , 0.093085 , 0.082329 , 0.075377 , 0.059329 , 0.111822 , 0.127441 , 0.092497 , 0.083162 , 0.102028 , 0.058324 , 0.056328 , 0.055666 , 0.042037 , 0.067984 , 0.071187 , 0.095652 , 0.053669 , 0.067347 , 0.062777 , 0.067163 , 0.052946 , 0.056223 , 0.052377 , 0.038283 , 0.074023 , 0.068541 , 0.068113 , 0.063421 , 0.048291 
 580 , 0.105968 , 0.092591 , 0.081778 , 0.074862 , 0.058852 , 0.111329 , 0.126968 , 0.091947 , 0.082435 , 0.101228 , 0.057467 , 0.055686 , 0.054932 , 0.041427 , 0.067319 , 0.070844 , 0.09518 , 0.053413 , 0.067039 , 0.062378 , 0.066675 , 0.052647 , 0.055929 , 0.052021 , 0.038005 , 0.073385 , 0.068097 , 0.067702 , 0.06307 , 0.047827 
 581 , 0.105102 , 0.091773 , 0.08104 , 0.074102 , 0.058177 , 0.110385 , 0.12599 , 0.091141 , 0.081468 , 0.100109 , 0.056496 , 0.054792 , 0.054117 , 0.040764 , 0.066519 , 0.070235 , 0.094381 , 0.052967 , 0.066495 , 0.061809 , 0.065953 , 0.052142 , 0.055472 , 0.051467 , 0.03762 , 0.072512 , 0.067434 , 0.067025 , 0.062489 , 0.047203 
 582 , 0.104133 , 0.090871 , 0.080261 , 0.073279 , 0.057455 , 0.109322 , 0.124895 , 0.090276 , 0.080434 , 0.098908 , 0.055489 , 0.053833 , 0.053279 , 0.040089 , 0.065677 , 0.069561 , 0.093511 , 0.052469 , 0.065879 , 0.061197 , 0.065182 , 0.051593 , 0.054971 , 0.05086 , 0.037211 , 0.071575 , 0.066707 , 0.066284 , 0.061852 , 0.046541 
 583 , 0.103165 , 0.089967 , 0.079479 , 0.07245 , 0.056729 , 0.108256 , 0.123799 , 0.089401 , 0.079402 , 0.097703 , 0.054484 , 0.052876 , 0.052446 , 0.039407 , 0.064837 , 0.068885 , 0.092642 , 0.051969 , 0.065267 , 0.060589 , 0.064407 , 0.051038 , 0.054467 , 0.05026 , 0.036802 , 0.070647 , 0.065986 , 0.065544 , 0.061213 , 0.045876 
 584 , 0.101973 , 0.088908 , 0.078511 , 0.071527 , 0.055946 , 0.107005 , 0.122452 , 0.08832 , 0.078208 , 0.096317 , 0.053412 , 0.051915 , 0.051508 , 0.038676 , 0.063914 , 0.06812 , 0.091582 , 0.05135 , 0.064514 , 0.059849 , 0.063518 , 0.050401 , 0.053832 , 0.049568 , 0.036311 , 0.069605 , 0.065126 , 0.064736 , 0.060478 , 0.045176 
 585 , 0.100522 , 0.08768 , 0.077323 , 0.070494 , 0.055104 , 0.105537 , 0.120807 , 0.086986 , 0.076835 , 0.094709 , 0.052287 , 0.050955 , 0.05045 , 0.037878 , 0.062885 , 0.067246 , 0.090291 , 0.0506 , 0.063597 , 0.058954 , 0.062501 , 0.049647 , 0.053038 , 0.048792 , 0.035715 , 0.068451 , 0.064107 , 0.063849 , 0.05962 , 0.044431 
 586 , 0.099076 , 0.08645 , 0.076135 , 0.069466 , 0.054268 , 0.104066 , 0.119157 , 0.085647 , 0.075463 , 0.093108 , 0.05116 , 0.04999 , 0.049397 , 0.037081 , 0.061864 , 0.066369 , 0.089004 , 0.049849 , 0.062673 , 0.058066 , 0.061486 , 0.048899 , 0.052245 , 0.048012 , 0.03512 , 0.067301 , 0.063085 , 0.062961 , 0.058767 , 0.043694 
 587 , 0.097634 , 0.085223 , 0.074966 , 0.068444 , 0.053434 , 0.102604 , 0.117519 , 0.084333 , 0.074104 , 0.091523 , 0.050044 , 0.049042 , 0.048358 , 0.036292 , 0.060841 , 0.065488 , 0.087722 , 0.049109 , 0.061765 , 0.057179 , 0.060474 , 0.048158 , 0.051458 , 0.047234 , 0.034528 , 0.066151 , 0.062082 , 0.062077 , 0.057914 , 0.042954 
 588 , 0.096302 , 0.084004 , 0.073967 , 0.067489 , 0.052653 , 0.101249 , 0.116024 , 0.083202 , 0.072853 , 0.090159 , 0.048997 , 0.048162 , 0.047465 , 0.035622 , 0.059851 , 0.06459 , 0.086518 , 0.04847 , 0.060933 , 0.056337 , 0.059549 , 0.047465 , 0.050699 , 0.046477 , 0.033964 , 0.065078 , 0.061197 , 0.061224 , 0.057035 , 0.042265 
 589 , 0.094963 , 0.08278 , 0.072965 , 0.066532 , 0.051877 , 0.099895 , 0.114523 , 0.08207 , 0.071605 , 0.088796 , 0.047953 , 0.047281 , 0.046577 , 0.034946 , 0.058858 , 0.063692 , 0.085311 , 0.047823 , 0.060104 , 0.055503 , 0.058625 , 0.046772 , 0.049937 , 0.045726 , 0.033401 , 0.064001 , 0.06031 , 0.060375 , 0.056159 , 0.041574 
 590 , 0.093627 , 0.081565 , 0.071964 , 0.065583 , 0.051098 , 0.098543 , 0.113027 , 0.080934 , 0.070359 , 0.087433 , 0.046904 , 0.046402 , 0.045685 , 0.03427 , 0.057864 , 0.062796 , 0.084101 , 0.047183 , 0.059276 , 0.05466 , 0.057704 , 0.046081 , 0.049178 , 0.044968 , 0.032837 , 0.06293 , 0.059421 , 0.059522 , 0.055281 , 0.040882 
 591 , 0.092672 , 0.08072 , 0.071197 , 0.064965 , 0.050526 , 0.097571 , 0.112015 , 0.080038 , 0.069494 , 0.086487 , 0.046214 , 0.045765 , 0.045029 , 0.03376 , 0.057156 , 0.062139 , 0.083271 , 0.046738 , 0.058653 , 0.054087 , 0.057039 , 0.045558 , 0.048669 , 0.044484 , 0.032459 , 0.062198 , 0.058801 , 0.058928 , 0.054701 , 0.040411 
 592 , 0.091837 , 0.079983 , 0.070503 , 0.064439 , 0.050015 , 0.096714 , 0.111143 , 0.079215 , 0.068748 , 0.085674 , 0.045632 , 0.045207 , 0.04445 , 0.033299 , 0.056541 , 0.061559 , 0.082547 , 0.046352 , 0.058086 , 0.053583 , 0.056452 , 0.045096 , 0.048233 , 0.044077 , 0.032138 , 0.06157 , 0.058254 , 0.058412 , 0.054213 , 0.040004 
 593 , 0.091005 , 0.079247 , 0.069812 , 0.063914 , 0.0495 , 0.095853 , 0.110268 , 0.078397 , 0.068001 , 0.084857 , 0.045049 , 0.044647 , 0.043864 , 0.032842 , 0.055924 , 0.060976 , 0.081825 , 0.045972 , 0.057516 , 0.05308 , 0.055862 , 0.044626 , 0.047799 , 0.043666 , 0.031819 , 0.060945 , 0.057709 , 0.057892 , 0.053727 , 0.0396 
 594 , 0.090354 , 0.078639 , 0.069252 , 0.063452 , 0.049078 , 0.095169 , 0.109528 , 0.077748 , 0.06737 , 0.084175 , 0.044568 , 0.044174 , 0.043391 , 0.032459 , 0.055427 , 0.060523 , 0.0812 , 0.045662 , 0.057071 , 0.052665 , 0.055376 , 0.044267 , 0.047429 , 0.043314 , 0.031542 , 0.06043 , 0.057278 , 0.05749 , 0.053318 , 0.039276 
 595 , 0.089939 , 0.078201 , 0.068873 , 0.06307 , 0.048787 , 0.09473 , 0.108972 , 0.077344 , 0.066896 , 0.083657 , 0.044219 , 0.043811 , 0.043067 , 0.032186 , 0.055095 , 0.060231 , 0.080709 , 0.045457 , 0.056788 , 0.052364 , 0.055028 , 0.044048 , 0.04714 , 0.043036 , 0.031308 , 0.060071 , 0.057005 , 0.057258 , 0.053025 , 0.039072 
 596 , 0.08952 , 0.077763 , 0.068494 , 0.062696 , 0.048492 , 0.094295 , 0.108422 , 0.076935 , 0.066423 , 0.08314 , 0.043876 , 0.043449 , 0.04274 , 0.031913 , 0.054758 , 0.059945 , 0.08022 , 0.045253 , 0.056506 , 0.052065 , 0.054681 , 0.043829 , 0.046852 , 0.04276 , 0.03108 , 0.059709 , 0.056738 , 0.05702 , 0.052733 , 0.038869 
 597 , 0.089119 , 0.077339 , 0.068129 , 0.062329 , 0.048215 , 0.09387 , 0.107897 , 0.076536 , 0.065959 , 0.082638 , 0.043525 , 0.04309 , 0.04242 , 0.031653 , 0.054425 , 0.059667 , 0.079751 , 0.045051 , 0.056237 , 0.051783 , 0.054348 , 0.043618 , 0.046572 , 0.042491 , 0.030855 , 0.05936 , 0.056478 , 0.05679 , 0.052454 , 0.038672 
 598 , 0.088909 , 0.077065 , 0.067977 , 0.062169 , 0.048085 , 0.093588 , 0.107708 , 0.076254 , 0.065629 , 0.08229 , 0.043151 , 0.042793 , 0.042181 , 0.031511 , 0.054148 , 0.059485 , 0.07953 , 0.044875 , 0.056056 , 0.051657 , 0.054148 , 0.043467 , 0.046376 , 0.042339 , 0.03072 , 0.059148 , 0.056311 , 0.056633 , 0.05228 , 0.038548 
 599 , 0.088709 , 0.076794 , 0.067824 , 0.062009 , 0.047957 , 0.093308 , 0.107513 , 0.075969 , 0.065306 , 0.081942 , 0.042777 , 0.042497 , 0.041943 , 0.031366 , 0.053868 , 0.059307 , 0.079312 , 0.0447 , 0.055873 , 0.051533 , 0.053945 , 0.043317 , 0.046181 , 0.042187 , 0.030582 , 0.058936 , 0.056143 , 0.056473 , 0.052103 , 0.038422 
 600 , 0.088503 , 0.076517 , 0.067676 , 0.061848 , 0.047828 , 0.093028 , 0.107322 , 0.07569 , 0.064977 , 0.081595 , 0.042405 , 0.042197 , 0.041705 , 0.031221 , 0.053595 , 0.059124 , 0.079099 , 0.04452 , 0.05569 , 0.051409 , 0.053747 , 0.043166 , 0.045981 , 0.042035 , 0.030445 , 0.058723 , 0.055974 , 0.056319 , 0.051926 , 0.038297 
 601 , 0.088276 , 0.076328 , 0.067486 , 0.061722 , 0.047769 , 0.092892 , 0.107199 , 0.075462 , 0.064662 , 0.081287 , 0.042111 , 0.04198 , 0.041413 , 0.031033 , 0.053427 , 0.058989 , 0.078924 , 0.044368 , 0.055568 , 0.051287 , 0.053584 , 0.043047 , 0.045836 , 0.041889 , 0.030335 , 0.058539 , 0.055816 , 0.056196 , 0.051722 , 0.038159 
 602 , 0.088043 , 0.076167 , 0.067286 , 0.061608 , 0.047737 , 0.092807 , 0.107107 , 0.075247 , 0.064351 , 0.080981 , 0.041842 , 0.041791 , 0.041094 , 0.030829 , 0.053309 , 0.058865 , 0.078753 , 0.044231 , 0.055466 , 0.051162 , 0.053435 , 0.042938 , 0.045711 , 0.041746 , 0.030233 , 0.05836 , 0.055663 , 0.056082 , 0.05151 , 0.038023 
 603 , 0.087809 , 0.076 , 0.067081 , 0.061494 , 0.047709 , 0.092715 , 0.107015 , 0.075027 , 0.064035 , 0.080674 , 0.041578 , 0.041603 , 0.040771 , 0.030626 , 0.053185 , 0.058746 , 0.078582 , 0.044094 , 0.055363 , 0.051042 , 0.053291 , 0.042833 , 0.045591 , 0.041603 , 0.030132 , 0.058176 , 0.055514 , 0.055968 , 0.051294 , 0.037887 
 604 , 0.087649 , 0.075844 , 0.06695 , 0.06138 , 0.047657 , 0.092655 , 0.106967 , 0.074837 , 0.063793 , 0.080422 , 0.041276 , 0.041397 , 0.040491 , 0.030418 , 0.05302 , 0.058631 , 0.078428 , 0.043991 , 0.055277 , 0.05094 , 0.053131 , 0.042732 , 0.045486 , 0.041478 , 0.030041 , 0.057996 , 0.055382 , 0.055876 , 0.051122 , 0.037751 
 605 , 0.087608 , 0.075709 , 0.066914 , 0.061273 , 0.047593 , 0.09264 , 0.106984 , 0.074697 , 0.063668 , 0.080247 , 0.040926 , 0.041147 , 0.040287 , 0.030194 , 0.05278 , 0.058541 , 0.07831 , 0.04393 , 0.0552 , 0.050873 , 0.052961 , 0.042637 , 0.045414 , 0.041379 , 0.029973 , 0.057817 , 0.055286 , 0.055809 , 0.051004 , 0.037625 
 606 , 0.08757 , 0.075577 , 0.06688 , 0.06116 , 0.047523 , 0.092627 , 0.107004 , 0.074561 , 0.063538 , 0.080071 , 0.040571 , 0.040902 , 0.040083 , 0.029974 , 0.052534 , 0.058451 , 0.078191 , 0.043868 , 0.055123 , 0.050805 , 0.052796 , 0.042536 , 0.045346 , 0.041274 , 0.029904 , 0.057636 , 0.055193 , 0.055736 , 0.05089 , 0.037499 
 607 , 0.087528 , 0.07544 , 0.066841 , 0.061051 , 0.04745 , 0.092606 , 0.107025 , 0.074415 , 0.063406 , 0.079889 , 0.040223 , 0.04065 , 0.039877 , 0.029747 , 0.052297 , 0.058359 , 0.078071 , 0.043809 , 0.055049 , 0.05074 , 0.052628 , 0.042438 , 0.045276 , 0.041173 , 0.029832 , 0.05745 , 0.055094 , 0.055667 , 0.050775 , 0.037371 
 608 , 0.087427 , 0.075293 , 0.0667 , 0.06099 , 0.047329 , 0.092454 , 0.107039 , 0.074223 , 0.063144 , 0.079668 , 0.039952 , 0.040384 , 0.039625 , 0.029506 , 0.052141 , 0.058293 , 0.077955 , 0.043754 , 0.054993 , 0.050664 , 0.052457 , 0.042357 , 0.04522 , 0.041072 , 0.029762 , 0.057228 , 0.054943 , 0.055596 , 0.050659 , 0.03718 
 609 , 0.087333 , 0.075142 , 0.066567 , 0.060928 , 0.047201 , 0.092304 , 0.107065 , 0.074023 , 0.062882 , 0.079455 , 0.03968 , 0.040117 , 0.039374 , 0.029267 , 0.051986 , 0.058232 , 0.077849 , 0.043707 , 0.054938 , 0.05059 , 0.052287 , 0.042276 , 0.045168 , 0.040965 , 0.029688 , 0.057007 , 0.054788 , 0.055531 , 0.050545 , 0.036989 
 610 , 0.087239 , 0.074987 , 0.066428 , 0.060867 , 0.047073 , 0.092148 , 0.107086 , 0.073827 , 0.062619 , 0.079238 , 0.039403 , 0.03985 , 0.039122 , 0.029023 , 0.051832 , 0.058171 , 0.077737 , 0.043655 , 0.054883 , 0.050516 , 0.052113 , 0.042189 , 0.045115 , 0.040859 , 0.029615 , 0.056786 , 0.054637 , 0.055466 , 0.050431 , 0.036793 
 611 , 0.087225 , 0.074953 , 0.066345 , 0.060749 , 0.046981 , 0.092114 , 0.107057 , 0.073749 , 0.062405 , 0.079034 , 0.039105 , 0.039617 , 0.038874 , 0.028801 , 0.051714 , 0.058179 , 0.077684 , 0.043618 , 0.054891 , 0.050459 , 0.052 , 0.042127 , 0.045058 , 0.040747 , 0.029539 , 0.056588 , 0.054525 , 0.055398 , 0.050339 , 0.036656 
 612 , 0.087233 , 0.074973 , 0.066275 , 0.060604 , 0.046899 , 0.092141 , 0.107006 , 0.073723 , 0.06221 , 0.078822 , 0.038794 , 0.039391 , 0.038623 , 0.028591 , 0.051606 , 0.058211 , 0.077653 , 0.043591 , 0.054928 , 0.050407 , 0.051907 , 0.042066 , 0.044997 , 0.040636 , 0.029464 , 0.056399 , 0.054432 , 0.055325 , 0.050261 , 0.036535 
 613 , 0.087241 , 0.074992 , 0.066206 , 0.060455 , 0.046817 , 0.092168 , 0.106951 , 0.073692 , 0.062011 , 0.07861 , 0.038477 , 0.039169 , 0.038372 , 0.028376 , 0.051503 , 0.058247 , 0.077621 , 0.04356 , 0.054966 , 0.050354 , 0.051815 , 0.042005 , 0.044935 , 0.040519 , 0.029385 , 0.05621 , 0.054339 , 0.055252 , 0.050179 , 0.03642 
 614 , 0.087255 , 0.075003 , 0.066151 , 0.060328 , 0.046702 , 0.09218 , 0.106955 , 0.073669 , 0.061803 , 0.078418 , 0.038146 , 0.038913 , 0.038116 , 0.028186 , 0.051371 , 0.058237 , 0.077611 , 0.043527 , 0.054977 , 0.050303 , 0.051707 , 0.041942 , 0.044911 , 0.040423 , 0.029309 , 0.05603 , 0.054255 , 0.055168 , 0.050132 , 0.03628 
 615 , 0.087269 , 0.074969 , 0.066139 , 0.060257 , 0.046528 , 0.092158 , 0.107045 , 0.07366 , 0.061586 , 0.078253 , 0.037788 , 0.038595 , 0.037863 , 0.028025 , 0.051186 , 0.058156 , 0.077636 , 0.043499 , 0.054957 , 0.050253 , 0.051572 , 0.041874 , 0.044948 , 0.040375 , 0.029233 , 0.055859 , 0.05418 , 0.055077 , 0.050133 , 0.036113 
 616 , 0.087285 , 0.074936 , 0.066127 , 0.060185 , 0.046357 , 0.092138 , 0.107134 , 0.073647 , 0.061364 , 0.078089 , 0.037428 , 0.038275 , 0.037613 , 0.027862 , 0.051005 , 0.058074 , 0.077658 , 0.043469 , 0.054931 , 0.050198 , 0.051436 , 0.04181 , 0.044984 , 0.040321 , 0.02916 , 0.055693 , 0.054104 , 0.054981 , 0.050138 , 0.035939 
 617 , 0.0873 , 0.074907 , 0.066114 , 0.060113 , 0.046187 , 0.092118 , 0.107228 , 0.073639 , 0.061146 , 0.077925 , 0.037063 , 0.037955 , 0.037358 , 0.027698 , 0.050819 , 0.057993 , 0.077685 , 0.043445 , 0.05491 , 0.050147 , 0.0513 , 0.04174 , 0.045024 , 0.040271 , 0.029087 , 0.055526 , 0.054027 , 0.05489 , 0.050142 , 0.035769 
 618 , 0.087311 , 0.075046 , 0.06611 , 0.060183 , 0.046178 , 0.092175 , 0.107384 , 0.073687 , 0.061016 , 0.077839 , 0.036856 , 0.037864 , 0.037182 , 0.027474 , 0.050746 , 0.058037 , 0.077844 , 0.04348 , 0.054948 , 0.050159 , 0.051232 , 0.04176 , 0.04507 , 0.040256 , 0.029094 , 0.05543 , 0.054021 , 0.054883 , 0.05021 , 0.035698 
 619 , 0.087323 , 0.075196 , 0.066099 , 0.060244 , 0.04617 , 0.092235 , 0.107533 , 0.073731 , 0.060886 , 0.077755 , 0.036647 , 0.037771 , 0.037008 , 0.027245 , 0.050671 , 0.058082 , 0.078006 , 0.043516 , 0.054981 , 0.050169 , 0.051168 , 0.04178 , 0.045117 , 0.04023 , 0.029096 , 0.055327 , 0.054002 , 0.05487 , 0.050269 , 0.035624 
 620 , 0.087335 , 0.075346 , 0.066089 , 0.06031 , 0.046163 , 0.09229 , 0.107688 , 0.07378 , 0.060757 , 0.077666 , 0.036433 , 0.037683 , 0.036835 , 0.02702 , 0.050596 , 0.058126 , 0.078168 , 0.043552 , 0.055014 , 0.050179 , 0.051103 , 0.041795 , 0.045159 , 0.040209 , 0.029103 , 0.05523 , 0.05399 , 0.054863 , 0.050335 , 0.035545 
 621 , 0.087388 , 0.075423 , 0.0661 , 0.060288 , 0.046042 , 0.09231 , 0.107817 , 0.07381 , 0.06069 , 0.077608 , 0.036227 , 0.037558 , 0.036699 , 0.026874 , 0.050483 , 0.058183 , 0.078251 , 0.043626 , 0.055059 , 0.050156 , 0.051055 , 0.041813 , 0.045198 , 0.04016 , 0.029084 , 0.055134 , 0.053999 , 0.054818 , 0.050427 , 0.035468 
 622 , 0.087462 , 0.075457 , 0.066119 , 0.06022 , 0.045862 , 0.092312 , 0.107936 , 0.073834 , 0.060652 , 0.077567 , 0.036017 , 0.037424 , 0.03658 , 0.02677 , 0.05036 , 0.05825 , 0.078296 , 0.043726 , 0.055109 , 0.050108 , 0.051023 , 0.041822 , 0.045239 , 0.040108 , 0.029062 , 0.055043 , 0.054023 , 0.054752 , 0.050541 , 0.035394 
 623 , 0.087533 , 0.075496 , 0.06614 , 0.060152 , 0.045677 , 0.092319 , 0.108056 , 0.073857 , 0.060619 , 0.077532 , 0.035807 , 0.037291 , 0.036461 , 0.026662 , 0.050232 , 0.058316 , 0.078347 , 0.043832 , 0.055164 , 0.050061 , 0.050986 , 0.041836 , 0.04528 , 0.040056 , 0.029035 , 0.054958 , 0.054053 , 0.054686 , 0.050659 , 0.035315 
 624 , 0.087604 , 0.075565 , 0.066177 , 0.06012 , 0.045555 , 0.092323 , 0.108175 , 0.073894 , 0.060573 , 0.077517 , 0.035624 , 0.037164 , 0.036364 , 0.026568 , 0.050148 , 0.058379 , 0.078437 , 0.04392 , 0.05522 , 0.050043 , 0.050953 , 0.041847 , 0.045329 , 0.040026 , 0.029018 , 0.054898 , 0.054073 , 0.054651 , 0.050777 , 0.035247 
 625 , 0.087676 , 0.075699 , 0.06625 , 0.060165 , 0.045543 , 0.09234 , 0.108327 , 0.073961 , 0.060487 , 0.077537 , 0.035505 , 0.037041 , 0.036306 , 0.026499 , 0.050152 , 0.058437 , 0.078615 , 0.044002 , 0.055264 , 0.050076 , 0.050917 , 0.041871 , 0.045387 , 0.040033 , 0.029022 , 0.054886 , 0.054076 , 0.05468 , 0.050892 , 0.035197 
 626 , 0.087757 , 0.075835 , 0.066319 , 0.060207 , 0.045532 , 0.092361 , 0.108478 , 0.07403 , 0.060404 , 0.077555 , 0.035381 , 0.036914 , 0.036248 , 0.026435 , 0.050157 , 0.058493 , 0.078791 , 0.04408 , 0.055311 , 0.050116 , 0.050878 , 0.041891 , 0.045447 , 0.040036 , 0.029027 , 0.054877 , 0.054085 , 0.054711 , 0.051009 , 0.035149 
