  time  ,47:18 PM,47:30 PM,47:41 PM,47:49 PM,47:58 PM,06:54 PM,07:14 PM,07:31 PM,07:43 PM,07:53 PM,09:57 PM,10:12 PM,10:21 PM,10:30 PM,10:42 PM,10:50 PM,10:56 PM,11:04 PM,11:15 PM,11:21 PM,12:38 PM,12:52 PM,13:04 PM,13:28 PM,13:36 PM,15:27 PM,15:37 PM,15:47 PM,15:59 PM,16:07 PM,17:00 PM,17:13 PM,17:30 PM,17:39 PM,17:54 PM,19:28 PM,19:36 PM,19:43 PM,19:49 PM,19:56 PM,20:09 PM,20:16 PM,20:22 PM,20:30 PM,20:41 PM,21:54 PM,22:03 PM,22:11 PM,22:22 PM,22:35 PM,23:09 PM,23:22 PM,23:30 PM,23:39 PM,23:52 PM,24:33 PM,24:54 PM,25:04 PM,25:13 PM,25:22 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 773 , 0.30884 , 0.292349 , 0.237592 , 0.255025 , 0.283843 , 0.344676 , 0.366175 , 0.374085 , 0.416793 , 0.340253 , 0.216945 , 0.255269 , 0.198774 , 0.243072 , 0.298187 , 0.310628 , 0.309958 , 0.28018 , 0.30943 , 0.294172 , 0.226337 , 0.320997 , 0.275445 , 0.295206 , 0.273173 , 0.312173 , 0.256263 , 0.429762 , 0.347345 , 0.300061 , 0.297318 , 0.281344 , 0.312633 , 0.354579 , 0.334495 , 0.220625 , 0.173681 , 0.207201 , 0.180342 , 0.219546 , 0.339827 , 0.288653 , 0.340077 , 0.313598 , 0.298454 , 0.338913 , 0.301747 , 0.301872 , 0.312332 , 0.305841 , 0.41363 , 0.331383 , 0.401035 , 0.403034 , 0.394226 , 0.269885 , 0.261606 , 0.252146 , 0.292491 , 0.320872 
 774 , 0.309452 , 0.292974 , 0.238103 , 0.255633 , 0.284495 , 0.345118 , 0.366771 , 0.374615 , 0.4174 , 0.340819 , 0.217491 , 0.255844 , 0.199252 , 0.243586 , 0.298726 , 0.311253 , 0.310521 , 0.280658 , 0.309932 , 0.294638 , 0.226725 , 0.321505 , 0.275901 , 0.295759 , 0.273586 , 0.312734 , 0.256708 , 0.430202 , 0.34808 , 0.300527 , 0.297891 , 0.281905 , 0.313231 , 0.355164 , 0.335015 , 0.22107 , 0.174146 , 0.207628 , 0.18075 , 0.220046 , 0.340453 , 0.289218 , 0.340602 , 0.314072 , 0.298812 , 0.339481 , 0.302317 , 0.302603 , 0.312854 , 0.30637 , 0.414198 , 0.332077 , 0.401717 , 0.403666 , 0.394976 , 0.270367 , 0.262116 , 0.252602 , 0.292951 , 0.321442 
 775 , 0.309928 , 0.293508 , 0.238595 , 0.256181 , 0.285065 , 0.345567 , 0.367426 , 0.375163 , 0.417951 , 0.341362 , 0.21797 , 0.256359 , 0.199683 , 0.243976 , 0.299159 , 0.311789 , 0.311043 , 0.281125 , 0.310365 , 0.295093 , 0.226981 , 0.321921 , 0.276323 , 0.296276 , 0.273779 , 0.313196 , 0.257066 , 0.430662 , 0.348668 , 0.300923 , 0.298447 , 0.282377 , 0.313834 , 0.355554 , 0.335326 , 0.221462 , 0.174578 , 0.208022 , 0.181126 , 0.220526 , 0.341023 , 0.289665 , 0.341087 , 0.314454 , 0.299119 , 0.339926 , 0.302789 , 0.303209 , 0.313283 , 0.306873 , 0.414764 , 0.332667 , 0.402249 , 0.404184 , 0.395655 , 0.270815 , 0.262562 , 0.25308 , 0.293358 , 0.321972 
 776 , 0.310395 , 0.294047 , 0.239085 , 0.256728 , 0.285616 , 0.346079 , 0.368131 , 0.375761 , 0.418558 , 0.341953 , 0.218472 , 0.256884 , 0.200121 , 0.244362 , 0.299582 , 0.312289 , 0.311575 , 0.281605 , 0.310804 , 0.295577 , 0.227248 , 0.322399 , 0.276789 , 0.296861 , 0.273998 , 0.313681 , 0.257442 , 0.431184 , 0.349279 , 0.301332 , 0.299036 , 0.282871 , 0.314481 , 0.355948 , 0.335652 , 0.221861 , 0.175019 , 0.208424 , 0.181505 , 0.22101 , 0.341608 , 0.290093 , 0.341591 , 0.314832 , 0.299427 , 0.340371 , 0.303254 , 0.303783 , 0.313721 , 0.307409 , 0.415387 , 0.333258 , 0.402762 , 0.404713 , 0.396363 , 0.271293 , 0.263018 , 0.253592 , 0.293793 , 0.32252 
 777 , 0.310883 , 0.294582 , 0.239571 , 0.257268 , 0.286158 , 0.346605 , 0.368819 , 0.376349 , 0.419157 , 0.342537 , 0.218984 , 0.2574 , 0.20056 , 0.244741 , 0.300006 , 0.312758 , 0.312106 , 0.282073 , 0.311246 , 0.296054 , 0.227546 , 0.322902 , 0.277255 , 0.297444 , 0.274255 , 0.314177 , 0.257827 , 0.431707 , 0.349865 , 0.301754 , 0.29962 , 0.28336 , 0.315106 , 0.356333 , 0.335982 , 0.222272 , 0.175472 , 0.208823 , 0.1819 , 0.221482 , 0.342191 , 0.290514 , 0.342104 , 0.31521 , 0.299741 , 0.340823 , 0.303716 , 0.304362 , 0.31416 , 0.307946 , 0.416001 , 0.333853 , 0.403289 , 0.405263 , 0.397064 , 0.271779 , 0.26347 , 0.2541 , 0.294242 , 0.323069 
 778 , 0.311503 , 0.29511 , 0.240053 , 0.257756 , 0.286653 , 0.347187 , 0.3694 , 0.376896 , 0.419716 , 0.343072 , 0.219515 , 0.257843 , 0.201006 , 0.245079 , 0.300402 , 0.313097 , 0.312593 , 0.28245 , 0.311671 , 0.296472 , 0.227996 , 0.32352 , 0.277778 , 0.298055 , 0.27474 , 0.314732 , 0.258312 , 0.432248 , 0.350329 , 0.302257 , 0.300112 , 0.283795 , 0.315584 , 0.356723 , 0.336371 , 0.222715 , 0.175999 , 0.209203 , 0.182358 , 0.221909 , 0.342765 , 0.290954 , 0.342608 , 0.315648 , 0.300054 , 0.341292 , 0.304118 , 0.304935 , 0.314616 , 0.308437 , 0.416539 , 0.334394 , 0.403873 , 0.405885 , 0.3977 , 0.272271 , 0.263924 , 0.254591 , 0.294768 , 0.323601 
 779 , 0.312121 , 0.295591 , 0.24053 , 0.258237 , 0.287141 , 0.347751 , 0.369979 , 0.377455 , 0.420264 , 0.343589 , 0.220036 , 0.258261 , 0.201423 , 0.245434 , 0.30078 , 0.313444 , 0.313032 , 0.282782 , 0.31208 , 0.296833 , 0.22844 , 0.324111 , 0.278325 , 0.298632 , 0.275283 , 0.315255 , 0.258835 , 0.432789 , 0.350803 , 0.302742 , 0.300582 , 0.284204 , 0.316038 , 0.357147 , 0.336816 , 0.223165 , 0.176531 , 0.209584 , 0.18281 , 0.222323 , 0.343311 , 0.291401 , 0.343032 , 0.316119 , 0.300333 , 0.341749 , 0.304483 , 0.305475 , 0.315057 , 0.308841 , 0.417031 , 0.334872 , 0.404414 , 0.406497 , 0.398296 , 0.272736 , 0.264384 , 0.255074 , 0.295255 , 0.324117 
 780 , 0.312755 , 0.296077 , 0.241011 , 0.258729 , 0.287634 , 0.348314 , 0.370565 , 0.37802 , 0.420819 , 0.344118 , 0.220567 , 0.258689 , 0.20185 , 0.245794 , 0.301168 , 0.313796 , 0.313482 , 0.283119 , 0.312494 , 0.297193 , 0.228895 , 0.324715 , 0.278876 , 0.29921 , 0.275831 , 0.315777 , 0.259363 , 0.433336 , 0.351283 , 0.303231 , 0.301058 , 0.284618 , 0.316498 , 0.357582 , 0.337267 , 0.223618 , 0.177071 , 0.209974 , 0.18326 , 0.222741 , 0.343862 , 0.291847 , 0.343461 , 0.316596 , 0.300616 , 0.342218 , 0.304852 , 0.306026 , 0.315504 , 0.309251 , 0.41753 , 0.335355 , 0.404966 , 0.407122 , 0.3989 , 0.273205 , 0.264848 , 0.255568 , 0.295746 , 0.324633 
 781 , 0.313183 , 0.296422 , 0.241396 , 0.259149 , 0.288035 , 0.34866 , 0.371032 , 0.378427 , 0.421199 , 0.344326 , 0.220995 , 0.259172 , 0.202263 , 0.246102 , 0.301484 , 0.314145 , 0.313725 , 0.283422 , 0.312856 , 0.297495 , 0.229125 , 0.324946 , 0.279223 , 0.299414 , 0.276213 , 0.316087 , 0.259715 , 0.433674 , 0.351582 , 0.30356 , 0.301391 , 0.284862 , 0.316717 , 0.357822 , 0.337474 , 0.223964 , 0.17754 , 0.210247 , 0.183518 , 0.223072 , 0.344291 , 0.292164 , 0.343784 , 0.316945 , 0.30079 , 0.342629 , 0.305129 , 0.306465 , 0.315889 , 0.309509 , 0.417962 , 0.335701 , 0.405429 , 0.407494 , 0.399224 , 0.27356 , 0.265156 , 0.2559 , 0.296054 , 0.325034 
 782 , 0.313577 , 0.2968 , 0.241779 , 0.259477 , 0.288423 , 0.349032 , 0.37159 , 0.378888 , 0.421676 , 0.344599 , 0.221467 , 0.259728 , 0.202665 , 0.246393 , 0.301776 , 0.314597 , 0.31395 , 0.28375 , 0.313197 , 0.297885 , 0.229423 , 0.325267 , 0.279609 , 0.299775 , 0.276639 , 0.316558 , 0.260101 , 0.434113 , 0.351827 , 0.303946 , 0.301816 , 0.285203 , 0.317024 , 0.358121 , 0.337651 , 0.224313 , 0.178007 , 0.210494 , 0.183753 , 0.223415 , 0.344721 , 0.292477 , 0.344138 , 0.317188 , 0.301064 , 0.343036 , 0.305416 , 0.306874 , 0.316342 , 0.30982 , 0.418392 , 0.336111 , 0.40599 , 0.407898 , 0.399655 , 0.273991 , 0.26548 , 0.256199 , 0.296368 , 0.325424 
 783 , 0.313972 , 0.29718 , 0.242169 , 0.259813 , 0.288818 , 0.349407 , 0.372163 , 0.379357 , 0.422162 , 0.344873 , 0.221939 , 0.260292 , 0.203081 , 0.246691 , 0.302075 , 0.315057 , 0.314182 , 0.284086 , 0.31354 , 0.298282 , 0.229729 , 0.325595 , 0.280002 , 0.300144 , 0.277079 , 0.317035 , 0.260502 , 0.434566 , 0.352068 , 0.304345 , 0.30225 , 0.285545 , 0.317339 , 0.358422 , 0.337837 , 0.22467 , 0.178482 , 0.210742 , 0.18399 , 0.223766 , 0.345159 , 0.292792 , 0.344506 , 0.317438 , 0.30134 , 0.34345 , 0.30571 , 0.307291 , 0.316802 , 0.310133 , 0.418824 , 0.33653 , 0.406553 , 0.408316 , 0.400094 , 0.27443 , 0.265812 , 0.256499 , 0.296695 , 0.325823 
 784 , 0.314372 , 0.297584 , 0.242574 , 0.260157 , 0.289204 , 0.349807 , 0.372684 , 0.379819 , 0.422663 , 0.345115 , 0.222332 , 0.260753 , 0.203493 , 0.24698 , 0.302434 , 0.315564 , 0.314483 , 0.284343 , 0.313875 , 0.298665 , 0.230086 , 0.32603 , 0.280346 , 0.300617 , 0.277494 , 0.317545 , 0.260945 , 0.435127 , 0.352279 , 0.30476 , 0.302679 , 0.28595 , 0.317621 , 0.358724 , 0.338021 , 0.225031 , 0.178968 , 0.211031 , 0.18425 , 0.224149 , 0.345564 , 0.293125 , 0.344875 , 0.317732 , 0.301616 , 0.343852 , 0.305998 , 0.307769 , 0.31727 , 0.310475 , 0.41928 , 0.336969 , 0.407131 , 0.40875 , 0.400522 , 0.274829 , 0.266129 , 0.25682 , 0.297011 , 0.326246 
 785 , 0.314768 , 0.298042 , 0.24301 , 0.260637 , 0.289591 , 0.350272 , 0.373232 , 0.380279 , 0.423269 , 0.345324 , 0.22267 , 0.261093 , 0.203933 , 0.247244 , 0.302902 , 0.316031 , 0.314855 , 0.284568 , 0.314265 , 0.299001 , 0.230513 , 0.32654 , 0.280649 , 0.301118 , 0.277871 , 0.318008 , 0.261374 , 0.435831 , 0.352535 , 0.305165 , 0.303136 , 0.286421 , 0.317891 , 0.359027 , 0.338248 , 0.225407 , 0.17944 , 0.211407 , 0.184522 , 0.224536 , 0.345921 , 0.29348 , 0.345278 , 0.318142 , 0.301837 , 0.344266 , 0.306235 , 0.308329 , 0.317715 , 0.310955 , 0.419825 , 0.337388 , 0.407678 , 0.409263 , 0.400882 , 0.27514 , 0.266479 , 0.257192 , 0.297369 , 0.326792 
 786 , 0.315176 , 0.298522 , 0.243461 , 0.261162 , 0.289988 , 0.350758 , 0.373811 , 0.380743 , 0.423923 , 0.345535 , 0.223029 , 0.261437 , 0.204392 , 0.247515 , 0.303395 , 0.31648 , 0.315234 , 0.284805 , 0.314684 , 0.29933 , 0.230955 , 0.327062 , 0.280968 , 0.301611 , 0.278248 , 0.318463 , 0.261793 , 0.436558 , 0.352817 , 0.305565 , 0.303611 , 0.286917 , 0.318171 , 0.359339 , 0.338492 , 0.225796 , 0.179918 , 0.21181 , 0.184808 , 0.224924 , 0.346283 , 0.293843 , 0.345687 , 0.31858 , 0.302038 , 0.344698 , 0.306448 , 0.308905 , 0.318159 , 0.311479 , 0.420402 , 0.337813 , 0.408223 , 0.409809 , 0.401222 , 0.275434 , 0.266859 , 0.257582 , 0.297744 , 0.327372 
 787 , 0.315589 , 0.299025 , 0.243911 , 0.261704 , 0.290401 , 0.351249 , 0.37443 , 0.381211 , 0.424576 , 0.345761 , 0.22344 , 0.261809 , 0.204846 , 0.247796 , 0.303899 , 0.316929 , 0.315624 , 0.285066 , 0.315109 , 0.299681 , 0.23142 , 0.327612 , 0.281333 , 0.302144 , 0.278659 , 0.318924 , 0.262207 , 0.437261 , 0.353133 , 0.305976 , 0.304104 , 0.2874 , 0.318485 , 0.359674 , 0.338764 , 0.226201 , 0.180408 , 0.212236 , 0.185112 , 0.225329 , 0.346668 , 0.294222 , 0.346089 , 0.319012 , 0.302255 , 0.345141 , 0.30669 , 0.309475 , 0.318602 , 0.31202 , 0.42099 , 0.338243 , 0.408779 , 0.410382 , 0.401583 , 0.275734 , 0.267268 , 0.258 , 0.298142 , 0.327951 
 788 , 0.316058 , 0.299548 , 0.24427 , 0.26222 , 0.290839 , 0.351689 , 0.375076 , 0.381654 , 0.42511 , 0.346041 , 0.224026 , 0.26225 , 0.205269 , 0.248139 , 0.304353 , 0.317317 , 0.315994 , 0.285397 , 0.315526 , 0.300116 , 0.23191 , 0.328232 , 0.281862 , 0.302802 , 0.279128 , 0.319371 , 0.262554 , 0.437758 , 0.353527 , 0.306378 , 0.304622 , 0.287755 , 0.318879 , 0.360058 , 0.339124 , 0.226619 , 0.180922 , 0.212695 , 0.185487 , 0.225764 , 0.347136 , 0.294579 , 0.346439 , 0.319348 , 0.302492 , 0.34555 , 0.30704 , 0.309896 , 0.319002 , 0.3125 , 0.421522 , 0.338667 , 0.409355 , 0.411005 , 0.402021 , 0.276032 , 0.267728 , 0.258457 , 0.298588 , 0.328425 
 789 , 0.316555 , 0.30006 , 0.244625 , 0.262707 , 0.291265 , 0.352099 , 0.375627 , 0.382126 , 0.425528 , 0.346302 , 0.224598 , 0.262689 , 0.205708 , 0.248483 , 0.304785 , 0.317709 , 0.316333 , 0.285708 , 0.315923 , 0.300563 , 0.232363 , 0.328846 , 0.282346 , 0.303474 , 0.279565 , 0.319799 , 0.262935 , 0.438194 , 0.353873 , 0.306753 , 0.30509 , 0.288056 , 0.319225 , 0.360443 , 0.339456 , 0.227028 , 0.181454 , 0.213121 , 0.185869 , 0.226226 , 0.34759 , 0.294918 , 0.346811 , 0.319659 , 0.302718 , 0.345944 , 0.307455 , 0.31029 , 0.319377 , 0.312901 , 0.421974 , 0.339105 , 0.409981 , 0.411586 , 0.402492 , 0.276327 , 0.268152 , 0.25886 , 0.299012 , 0.328828 
 790 , 0.317068 , 0.300576 , 0.244982 , 0.263197 , 0.291706 , 0.352513 , 0.376188 , 0.382604 , 0.425952 , 0.346567 , 0.225186 , 0.263144 , 0.206162 , 0.248831 , 0.305222 , 0.318111 , 0.316681 , 0.286028 , 0.316336 , 0.301021 , 0.23282 , 0.329471 , 0.282841 , 0.304161 , 0.280017 , 0.320232 , 0.263326 , 0.438642 , 0.35423 , 0.307137 , 0.305573 , 0.288366 , 0.319581 , 0.360838 , 0.339788 , 0.227447 , 0.182001 , 0.21355 , 0.18626 , 0.226697 , 0.348061 , 0.295274 , 0.347193 , 0.319974 , 0.302954 , 0.34635 , 0.307876 , 0.310694 , 0.319763 , 0.313313 , 0.422437 , 0.339554 , 0.410626 , 0.412184 , 0.402974 , 0.276631 , 0.268593 , 0.259272 , 0.299451 , 0.329237 
 791 , 0.317492 , 0.301041 , 0.245408 , 0.263722 , 0.292139 , 0.353008 , 0.376745 , 0.383135 , 0.426416 , 0.346887 , 0.225694 , 0.263628 , 0.206537 , 0.249197 , 0.305668 , 0.318605 , 0.317094 , 0.286423 , 0.316714 , 0.301351 , 0.233156 , 0.329956 , 0.283272 , 0.304649 , 0.280332 , 0.320655 , 0.26371 , 0.439166 , 0.354542 , 0.30746 , 0.306031 , 0.288707 , 0.319888 , 0.361348 , 0.34014 , 0.227861 , 0.182484 , 0.213805 , 0.186554 , 0.227071 , 0.348545 , 0.295629 , 0.347619 , 0.320345 , 0.303196 , 0.34677 , 0.308204 , 0.311097 , 0.320075 , 0.313674 , 0.422796 , 0.33993 , 0.411182 , 0.412652 , 0.40351 , 0.276987 , 0.268934 , 0.259575 , 0.299834 , 0.329622 
 792 , 0.317908 , 0.301513 , 0.245861 , 0.264308 , 0.292662 , 0.353554 , 0.377446 , 0.383607 , 0.427037 , 0.347293 , 0.226218 , 0.264144 , 0.206886 , 0.249577 , 0.306196 , 0.319127 , 0.317627 , 0.286835 , 0.317047 , 0.301665 , 0.233528 , 0.330376 , 0.283734 , 0.305083 , 0.280698 , 0.321062 , 0.264115 , 0.439751 , 0.354914 , 0.307832 , 0.306501 , 0.289144 , 0.320276 , 0.361924 , 0.340599 , 0.228323 , 0.183017 , 0.214078 , 0.186839 , 0.227437 , 0.349111 , 0.296014 , 0.348014 , 0.320798 , 0.303447 , 0.347229 , 0.308488 , 0.311607 , 0.320376 , 0.31411 , 0.423268 , 0.340406 , 0.41165 , 0.413174 , 0.404047 , 0.277468 , 0.269326 , 0.260029 , 0.300235 , 0.33006 
 793 , 0.31833 , 0.302003 , 0.246319 , 0.264912 , 0.29319 , 0.354113 , 0.378173 , 0.384087 , 0.427673 , 0.347712 , 0.226753 , 0.264665 , 0.207245 , 0.249962 , 0.306731 , 0.319662 , 0.318172 , 0.287253 , 0.317386 , 0.301991 , 0.23391 , 0.330809 , 0.284208 , 0.305529 , 0.281069 , 0.321481 , 0.264524 , 0.440352 , 0.355292 , 0.308204 , 0.306989 , 0.289588 , 0.320677 , 0.36252 , 0.341065 , 0.228794 , 0.18356 , 0.214356 , 0.187139 , 0.227815 , 0.349695 , 0.296405 , 0.348416 , 0.321258 , 0.30371 , 0.347695 , 0.308779 , 0.312123 , 0.320689 , 0.314558 , 0.423748 , 0.340889 , 0.412126 , 0.413704 , 0.404587 , 0.27796 , 0.269722 , 0.260488 , 0.300647 , 0.33051 
 794 , 0.318851 , 0.30244 , 0.246796 , 0.265438 , 0.293717 , 0.354649 , 0.378849 , 0.384619 , 0.428365 , 0.348146 , 0.227357 , 0.265168 , 0.207611 , 0.250271 , 0.307141 , 0.320113 , 0.318739 , 0.287613 , 0.317712 , 0.302393 , 0.234388 , 0.331288 , 0.28469 , 0.305997 , 0.281526 , 0.321885 , 0.264974 , 0.440955 , 0.355735 , 0.30862 , 0.30744 , 0.289979 , 0.321134 , 0.363054 , 0.34156 , 0.229264 , 0.184092 , 0.214637 , 0.187491 , 0.228202 , 0.350317 , 0.296793 , 0.348827 , 0.32175 , 0.30396 , 0.348146 , 0.309113 , 0.312664 , 0.321052 , 0.31503 , 0.424285 , 0.341466 , 0.412634 , 0.414307 , 0.405115 , 0.278468 , 0.270151 , 0.260983 , 0.301066 , 0.331054 
 795 , 0.31947 , 0.302859 , 0.247281 , 0.26586 , 0.294193 , 0.355142 , 0.379432 , 0.385179 , 0.42897 , 0.34852 , 0.228014 , 0.265642 , 0.207972 , 0.250565 , 0.307343 , 0.320539 , 0.3193 , 0.287911 , 0.318048 , 0.30283 , 0.234901 , 0.331797 , 0.285197 , 0.306491 , 0.281971 , 0.322302 , 0.265431 , 0.441521 , 0.356164 , 0.309047 , 0.307836 , 0.290262 , 0.321521 , 0.36345 , 0.34191 , 0.229689 , 0.184551 , 0.214911 , 0.187912 , 0.228561 , 0.350882 , 0.297189 , 0.349248 , 0.32222 , 0.304228 , 0.348579 , 0.309475 , 0.313195 , 0.321521 , 0.315463 , 0.42474 , 0.341992 , 0.413247 , 0.414886 , 0.405603 , 0.278845 , 0.270502 , 0.261412 , 0.30142 , 0.331633 
 796 , 0.320101 , 0.303297 , 0.247784 , 0.266271 , 0.294666 , 0.355634 , 0.380022 , 0.385747 , 0.429552 , 0.348879 , 0.228691 , 0.266135 , 0.208333 , 0.250873 , 0.307534 , 0.32099 , 0.319866 , 0.288217 , 0.318407 , 0.30328 , 0.235416 , 0.332322 , 0.285717 , 0.306987 , 0.282416 , 0.322732 , 0.265894 , 0.442096 , 0.356575 , 0.309475 , 0.308228 , 0.290524 , 0.321884 , 0.363824 , 0.342219 , 0.230115 , 0.184998 , 0.215182 , 0.188346 , 0.22892 , 0.351427 , 0.297602 , 0.349691 , 0.322684 , 0.304504 , 0.349014 , 0.309846 , 0.313741 , 0.322014 , 0.315889 , 0.425162 , 0.342483 , 0.413895 , 0.415454 , 0.406099 , 0.279192 , 0.270837 , 0.261817 , 0.301762 , 0.33221 
 797 , 0.320723 , 0.303748 , 0.248269 , 0.266699 , 0.295146 , 0.356127 , 0.380626 , 0.3863 , 0.430154 , 0.349228 , 0.229362 , 0.266664 , 0.208746 , 0.251221 , 0.307778 , 0.321459 , 0.320404 , 0.288582 , 0.318819 , 0.303724 , 0.23589 , 0.332819 , 0.286231 , 0.307536 , 0.282902 , 0.323185 , 0.26634 , 0.442686 , 0.356999 , 0.309893 , 0.308621 , 0.290815 , 0.322254 , 0.364229 , 0.342517 , 0.230529 , 0.185449 , 0.215469 , 0.188772 , 0.229262 , 0.351962 , 0.298033 , 0.350153 , 0.323144 , 0.304814 , 0.349458 , 0.310205 , 0.314283 , 0.322496 , 0.316333 , 0.42557 , 0.342941 , 0.41454 , 0.416001 , 0.406592 , 0.279532 , 0.271195 , 0.262251 , 0.302122 , 0.332772 
 798 , 0.321221 , 0.304184 , 0.248689 , 0.267154 , 0.295615 , 0.356581 , 0.381206 , 0.386759 , 0.430765 , 0.34947 , 0.229958 , 0.267283 , 0.209322 , 0.251622 , 0.308232 , 0.321952 , 0.320807 , 0.289106 , 0.319385 , 0.304172 , 0.236172 , 0.333182 , 0.286634 , 0.308226 , 0.283488 , 0.323687 , 0.266652 , 0.443258 , 0.357419 , 0.310227 , 0.309064 , 0.291177 , 0.322613 , 0.36463 , 0.342789 , 0.230867 , 0.185876 , 0.215778 , 0.189104 , 0.229569 , 0.352456 , 0.298483 , 0.350632 , 0.323534 , 0.305222 , 0.349889 , 0.310545 , 0.314741 , 0.322896 , 0.316753 , 0.425932 , 0.343273 , 0.415085 , 0.416413 , 0.407065 , 0.279883 , 0.271674 , 0.262745 , 0.302514 , 0.333277 
 799 , 0.321684 , 0.304599 , 0.249114 , 0.267607 , 0.296079 , 0.357014 , 0.381727 , 0.387195 , 0.43137 , 0.34966 , 0.230533 , 0.26792 , 0.20993 , 0.251976 , 0.308743 , 0.322447 , 0.321182 , 0.289641 , 0.319952 , 0.304664 , 0.236451 , 0.333532 , 0.286969 , 0.308962 , 0.284066 , 0.324209 , 0.266904 , 0.443797 , 0.357872 , 0.310546 , 0.309594 , 0.291539 , 0.322973 , 0.365002 , 0.343098 , 0.231207 , 0.186323 , 0.21609 , 0.189403 , 0.229918 , 0.352982 , 0.298923 , 0.35112 , 0.323937 , 0.305627 , 0.350346 , 0.310924 , 0.315157 , 0.323275 , 0.317132 , 0.426356 , 0.343618 , 0.415561 , 0.416791 , 0.407562 , 0.2803 , 0.272236 , 0.263262 , 0.302902 , 0.333816 
 800 , 0.322161 , 0.305031 , 0.249544 , 0.268077 , 0.296561 , 0.357462 , 0.382256 , 0.387646 , 0.431992 , 0.349851 , 0.231124 , 0.268569 , 0.210559 , 0.25234 , 0.309272 , 0.322955 , 0.321569 , 0.290194 , 0.320532 , 0.305168 , 0.236739 , 0.333889 , 0.287316 , 0.309711 , 0.284656 , 0.324743 , 0.267159 , 0.444348 , 0.358333 , 0.310877 , 0.310137 , 0.291912 , 0.323345 , 0.365375 , 0.343419 , 0.231556 , 0.186789 , 0.216411 , 0.18971 , 0.230271 , 0.353529 , 0.299375 , 0.351616 , 0.324341 , 0.306044 , 0.350805 , 0.311316 , 0.315586 , 0.323665 , 0.317523 , 0.426786 , 0.34397 , 0.416047 , 0.417184 , 0.408069 , 0.280723 , 0.27281 , 0.263783 , 0.303302 , 0.334374 
 801 , 0.322434 , 0.305373 , 0.249951 , 0.268421 , 0.296972 , 0.357806 , 0.382674 , 0.388038 , 0.432463 , 0.349994 , 0.23138 , 0.269003 , 0.21098 , 0.252631 , 0.309769 , 0.32345 , 0.321983 , 0.290414 , 0.320866 , 0.305456 , 0.236923 , 0.334375 , 0.287521 , 0.310143 , 0.284936 , 0.32506 , 0.267352 , 0.444772 , 0.358649 , 0.311088 , 0.310595 , 0.292137 , 0.323593 , 0.365588 , 0.343661 , 0.231903 , 0.187193 , 0.2166 , 0.18995 , 0.230525 , 0.354099 , 0.299664 , 0.351966 , 0.324698 , 0.306258 , 0.351289 , 0.31167 , 0.315941 , 0.323973 , 0.317807 , 0.427206 , 0.34429 , 0.4165 , 0.417564 , 0.408361 , 0.281063 , 0.273203 , 0.263936 , 0.303507 , 0.334767 
 802 , 0.32274 , 0.305763 , 0.250407 , 0.268772 , 0.297465 , 0.358265 , 0.383129 , 0.388561 , 0.432956 , 0.350164 , 0.231692 , 0.269445 , 0.211332 , 0.252987 , 0.310248 , 0.323913 , 0.322454 , 0.290639 , 0.321274 , 0.305692 , 0.23713 , 0.334957 , 0.28778 , 0.310493 , 0.285308 , 0.325378 , 0.267569 , 0.445239 , 0.35895 , 0.311344 , 0.310945 , 0.292402 , 0.323913 , 0.365967 , 0.343916 , 0.232281 , 0.187588 , 0.216776 , 0.190275 , 0.23078 , 0.354697 , 0.299979 , 0.352338 , 0.325075 , 0.306472 , 0.351737 , 0.311976 , 0.316396 , 0.324211 , 0.318195 , 0.427661 , 0.344708 , 0.417076 , 0.417796 , 0.408659 , 0.281394 , 0.273507 , 0.26409 , 0.303773 , 0.335213 
 803 , 0.323053 , 0.306167 , 0.250868 , 0.269122 , 0.297972 , 0.358736 , 0.383595 , 0.389097 , 0.433458 , 0.350343 , 0.232011 , 0.269892 , 0.211697 , 0.253347 , 0.310742 , 0.32439 , 0.322933 , 0.290876 , 0.321691 , 0.305934 , 0.237333 , 0.33556 , 0.28805 , 0.310844 , 0.285685 , 0.325705 , 0.26779 , 0.445715 , 0.359261 , 0.311608 , 0.311304 , 0.29268 , 0.324247 , 0.366351 , 0.344185 , 0.232668 , 0.18799 , 0.216959 , 0.190612 , 0.231038 , 0.355313 , 0.300301 , 0.352715 , 0.325466 , 0.306692 , 0.352195 , 0.312295 , 0.316858 , 0.324462 , 0.318591 , 0.428136 , 0.345135 , 0.417666 , 0.41803 , 0.408963 , 0.281731 , 0.273829 , 0.264248 , 0.304046 , 0.335668 
