JUL26MNAT00035.spu,JUL26MNAT00034.spu,JUL26MNAT00033.spu,JUL26MNAT00032.spu,JUL26MNAT00031.spu,
Wavelength,JUL26MNAT00036.spu,JUL26MNAT00037.spu,JUL26MNAT00038.spu,JUL26MNAT00039.spu,JUL26MNAT00040.spu
  (nm),7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 
  time  ,38:55 PM,39:06 PM,39:11 PM,39:17 PM,39:33 PM
temp C,SW,SW,SW,SW,SW
,,,,,
 650 , 0.113968 , 0.104759 , 0.097998 , 0.106834 , 0.102132 
 651 , 0.113867 , 0.10447 , 0.0978 , 0.106524 , 0.101841 
 652 , 0.11378 , 0.104269 , 0.097623 , 0.106318 , 0.101578 
 653 , 0.1137 , 0.104061 , 0.097446 , 0.106112 , 0.101315 
 654 , 0.113551 , 0.10385 , 0.0972 , 0.105862 , 0.101045 
 655 , 0.113253 , 0.10363 , 0.09681 , 0.105529 , 0.100751 
 656 , 0.112953 , 0.10342 , 0.096424 , 0.105186 , 0.100442 
 657 , 0.112652 , 0.103211 , 0.096038 , 0.104843 , 0.100141 
 658 , 0.112412 , 0.102809 , 0.095679 , 0.104505 , 0.09976 
 659 , 0.112173 , 0.102404 , 0.095319 , 0.104168 , 0.099385 
 660 , 0.111942 , 0.102 , 0.094958 , 0.103831 , 0.09901 
 661 , 0.111728 , 0.101656 , 0.094621 , 0.103571 , 0.098703 
 662 , 0.111552 , 0.101329 , 0.094314 , 0.103356 , 0.098435 
 663 , 0.111384 , 0.101008 , 0.094007 , 0.10314 , 0.098166 
 664 , 0.111189 , 0.100647 , 0.093706 , 0.102855 , 0.097876 
 665 , 0.110935 , 0.100178 , 0.093394 , 0.102375 , 0.097547 
 666 , 0.110668 , 0.099708 , 0.093077 , 0.101898 , 0.097225 
 667 , 0.1104 , 0.099245 , 0.092767 , 0.101422 , 0.09691 
 668 , 0.110419 , 0.099094 , 0.092596 , 0.101244 , 0.096747 
 669 , 0.110454 , 0.098965 , 0.092433 , 0.10109 , 0.096585 
 670 , 0.11049 , 0.098836 , 0.092277 , 0.100927 , 0.096421 
 671 , 0.110569 , 0.09883 , 0.092249 , 0.10094 , 0.096477 
 672 , 0.110669 , 0.098904 , 0.092286 , 0.101049 , 0.09666 
 673 , 0.110768 , 0.098977 , 0.092314 , 0.101158 , 0.09685 
 674 , 0.110912 , 0.099067 , 0.092401 , 0.101299 , 0.097018 
 675 , 0.111153 , 0.099207 , 0.092618 , 0.101507 , 0.097135 
 676 , 0.111398 , 0.099345 , 0.092843 , 0.101721 , 0.097251 
 677 , 0.111644 , 0.099483 , 0.093076 , 0.101937 , 0.097368 
 678 , 0.112227 , 0.100173 , 0.09357 , 0.102585 , 0.097931 
 679 , 0.112838 , 0.100913 , 0.094074 , 0.103278 , 0.098517 
 680 , 0.113455 , 0.101652 , 0.094584 , 0.103977 , 0.099117 
 681 , 0.114312 , 0.102635 , 0.095534 , 0.10495 , 0.100062 
 682 , 0.115338 , 0.10378 , 0.096777 , 0.106077 , 0.101223 
 683 , 0.116383 , 0.104951 , 0.098056 , 0.107231 , 0.10242 
 684 , 0.117685 , 0.106441 , 0.099586 , 0.108647 , 0.103888 
 685 , 0.11959 , 0.108708 , 0.101709 , 0.110665 , 0.106017 
 686 , 0.121515 , 0.111017 , 0.103871 , 0.112741 , 0.10818 
 687 , 0.123491 , 0.113386 , 0.106077 , 0.114867 , 0.110393 
 688 , 0.126417 , 0.116957 , 0.109255 , 0.1181 , 0.11374 
 689 , 0.129397 , 0.120594 , 0.112485 , 0.121375 , 0.117147 
 690 , 0.132389 , 0.124236 , 0.115727 , 0.124646 , 0.120557 
 691 , 0.135931 , 0.128421 , 0.119598 , 0.128539 , 0.124516 
 692 , 0.139715 , 0.132848 , 0.123802 , 0.132746 , 0.128717 
 693 , 0.14343 , 0.137197 , 0.127937 , 0.136884 , 0.132848 
 694 , 0.147291 , 0.141746 , 0.132224 , 0.141201 , 0.137192 
 695 , 0.151586 , 0.146885 , 0.13694 , 0.146023 , 0.142138 
 696 , 0.155804 , 0.151916 , 0.141555 , 0.150739 , 0.146991 
 697 , 0.159931 , 0.156851 , 0.146076 , 0.155369 , 0.151749 
 698 , 0.164701 , 0.162172 , 0.151365 , 0.16035 , 0.157222 
 699 , 0.169392 , 0.167395 , 0.156569 , 0.165245 , 0.162636 
 700 , 0.173981 , 0.172504 , 0.161658 , 0.170044 , 0.167941 
 701 , 0.178783 , 0.177707 , 0.16687 , 0.174865 , 0.17338 
 702 , 0.183644 , 0.18292 , 0.172094 , 0.179641 , 0.178811 
 703 , 0.188398 , 0.188015 , 0.177208 , 0.184318 , 0.184123 
 704 , 0.193078 , 0.193048 , 0.182222 , 0.188956 , 0.189382 
 705 , 0.197728 , 0.198077 , 0.187155 , 0.193649 , 0.194652 
 706 , 0.202302 , 0.203019 , 0.191987 , 0.19826 , 0.199827 
 707 , 0.206796 , 0.207876 , 0.196736 , 0.202798 , 0.204915 
 708 , 0.211211 , 0.212364 , 0.201298 , 0.207011 , 0.209625 
 709 , 0.215624 , 0.216866 , 0.205881 , 0.21122 , 0.214317 
 710 , 0.220031 , 0.22136 , 0.210449 , 0.215425 , 0.218999 
 711 , 0.224139 , 0.225493 , 0.214757 , 0.219437 , 0.223426 
 712 , 0.228132 , 0.229421 , 0.218954 , 0.223416 , 0.227777 
 713 , 0.232216 , 0.233441 , 0.223241 , 0.227494 , 0.232238 
 714 , 0.236348 , 0.237447 , 0.227557 , 0.231558 , 0.236772 
 715 , 0.240527 , 0.241351 , 0.231844 , 0.235505 , 0.241422 
 716 , 0.244859 , 0.245402 , 0.236284 , 0.23959 , 0.246251 
 717 , 0.249335 , 0.249584 , 0.240882 , 0.243821 , 0.251249 
 718 , 0.253554 , 0.25354 , 0.245255 , 0.247699 , 0.255694 
 719 , 0.257862 , 0.257573 , 0.249719 , 0.251607 , 0.260207 
 720 , 0.262272 , 0.261696 , 0.25428 , 0.2556 , 0.264815 
 721 , 0.266365 , 0.265475 , 0.258398 , 0.259296 , 0.269156 
 722 , 0.270298 , 0.269062 , 0.26224 , 0.262851 , 0.273275 
 723 , 0.274233 , 0.272654 , 0.266078 , 0.26641 , 0.277403 
 724 , 0.27808 , 0.276138 , 0.269871 , 0.269837 , 0.281371 
 725 , 0.281616 , 0.279325 , 0.273538 , 0.272982 , 0.285031 
 726 , 0.285057 , 0.282454 , 0.27716 , 0.276092 , 0.288652 
 727 , 0.288453 , 0.285539 , 0.280731 , 0.279158 , 0.292221 
 728 , 0.291359 , 0.288422 , 0.283663 , 0.281888 , 0.295194 
 729 , 0.2942 , 0.291155 , 0.286513 , 0.284481 , 0.298108 
 730 , 0.296958 , 0.293812 , 0.289287 , 0.286991 , 0.300946 
 731 , 0.299438 , 0.296075 , 0.291857 , 0.289171 , 0.303548 
 732 , 0.30174 , 0.2982 , 0.294259 , 0.291227 , 0.306081 
 733 , 0.303974 , 0.300249 , 0.296593 , 0.293221 , 0.308539 
 734 , 0.306109 , 0.302203 , 0.298794 , 0.295071 , 0.310837 
 735 , 0.30814 , 0.304046 , 0.300829 , 0.296708 , 0.312873 
 736 , 0.310139 , 0.305847 , 0.302806 , 0.298289 , 0.314825 
 737 , 0.312071 , 0.307601 , 0.304722 , 0.29983 , 0.316733 
 738 , 0.313657 , 0.309123 , 0.30631 , 0.301237 , 0.318396 
 739 , 0.315187 , 0.31058 , 0.30786 , 0.302638 , 0.320032 
 740 , 0.316686 , 0.312014 , 0.30938 , 0.304009 , 0.321646 
 741 , 0.31809 , 0.313269 , 0.310796 , 0.305186 , 0.323076 
 742 , 0.319522 , 0.314538 , 0.312256 , 0.306289 , 0.32441 
 743 , 0.320947 , 0.3158 , 0.313708 , 0.307385 , 0.325736 
 744 , 0.322272 , 0.317061 , 0.315053 , 0.308504 , 0.326971 
 745 , 0.323417 , 0.318324 , 0.316199 , 0.309681 , 0.32806 
 746 , 0.324551 , 0.319584 , 0.317332 , 0.310862 , 0.329138 
 747 , 0.325673 , 0.32083 , 0.318456 , 0.312031 , 0.330211 
 748 , 0.326486 , 0.321708 , 0.319367 , 0.312786 , 0.331209 
 749 , 0.327336 , 0.322589 , 0.320349 , 0.313566 , 0.332257 
 750 , 0.328208 , 0.323494 , 0.321347 , 0.31436 , 0.333322 
 751 , 0.329059 , 0.324261 , 0.322214 , 0.315021 , 0.334219 
 752 , 0.329945 , 0.324988 , 0.322966 , 0.315694 , 0.33503 
 753 , 0.330869 , 0.325766 , 0.32376 , 0.316395 , 0.335886 
 754 , 0.331628 , 0.32633 , 0.324405 , 0.31711 , 0.336638 
 755 , 0.332081 , 0.326605 , 0.324859 , 0.317783 , 0.337215 
 756 , 0.332602 , 0.32693 , 0.325398 , 0.318522 , 0.337842 
 757 , 0.33318 , 0.327301 , 0.326005 , 0.319329 , 0.338546 
 758 , 0.333907 , 0.327667 , 0.326792 , 0.320063 , 0.339234 
 759 , 0.334726 , 0.328081 , 0.327641 , 0.320907 , 0.33997 
 760 , 0.335627 , 0.328539 , 0.328576 , 0.321835 , 0.340789 
 761 , 0.336727 , 0.329609 , 0.329652 , 0.322947 , 0.341655 
 762 , 0.337789 , 0.330824 , 0.330774 , 0.324053 , 0.342633 
 763 , 0.338854 , 0.332037 , 0.331893 , 0.325162 , 0.343605 
 764 , 0.339798 , 0.333317 , 0.33287 , 0.326005 , 0.344517 
 765 , 0.340525 , 0.334586 , 0.3336 , 0.326513 , 0.345428 
 766 , 0.341191 , 0.33573 , 0.334262 , 0.326988 , 0.346314 
 767 , 0.34183 , 0.336789 , 0.334902 , 0.327422 , 0.347125 
 768 , 0.342599 , 0.337676 , 0.335655 , 0.327754 , 0.347819 
 769 , 0.343322 , 0.338522 , 0.336364 , 0.328079 , 0.348461 
 770 , 0.344004 , 0.339322 , 0.337041 , 0.328394 , 0.349071 
 771 , 0.344577 , 0.339991 , 0.337558 , 0.32887 , 0.349623 
 772 , 0.345081 , 0.340575 , 0.337958 , 0.329306 , 0.350121 
 773 , 0.345581 , 0.341147 , 0.338345 , 0.329738 , 0.350606 
 774 , 0.346075 , 0.341611 , 0.338797 , 0.330144 , 0.35115 
 775 , 0.346599 , 0.342055 , 0.339345 , 0.330586 , 0.351698 
 776 , 0.34714 , 0.34253 , 0.33991 , 0.331033 , 0.352218 
 777 , 0.347686 , 0.343049 , 0.340473 , 0.331521 , 0.352727 
 778 , 0.348319 , 0.343856 , 0.341046 , 0.332217 , 0.353187 
 779 , 0.348938 , 0.344654 , 0.341662 , 0.332895 , 0.35368 
 780 , 0.349555 , 0.345457 , 0.342284 , 0.333579 , 0.35417 
 781 , 0.349925 , 0.346046 , 0.342807 , 0.334136 , 0.354732 
 782 , 0.350313 , 0.346596 , 0.343273 , 0.334746 , 0.355368 
 783 , 0.350706 , 0.347151 , 0.343751 , 0.335375 , 0.356025 
 784 , 0.351228 , 0.347688 , 0.344319 , 0.335956 , 0.356676 
 785 , 0.351861 , 0.348227 , 0.345025 , 0.336466 , 0.357271 
 786 , 0.35251 , 0.348792 , 0.34576 , 0.336972 , 0.357856 
 787 , 0.353185 , 0.349397 , 0.346491 , 0.337497 , 0.358474 
 788 , 0.35389 , 0.350123 , 0.347126 , 0.33806 , 0.359152 
 789 , 0.354587 , 0.350832 , 0.34775 , 0.338639 , 0.359846 
 790 , 0.355307 , 0.351563 , 0.348397 , 0.339233 , 0.360555 
 791 , 0.355865 , 0.352183 , 0.349078 , 0.339784 , 0.3612 
 792 , 0.356357 , 0.352837 , 0.349759 , 0.340291 , 0.36187 
 793 , 0.356858 , 0.353499 , 0.350455 , 0.340814 , 0.362556 
 794 , 0.357413 , 0.354278 , 0.351075 , 0.341354 , 0.363143 
 795 , 0.358113 , 0.355162 , 0.351685 , 0.341953 , 0.36361 
 796 , 0.358843 , 0.356075 , 0.352315 , 0.342575 , 0.364078 
 797 , 0.359543 , 0.356922 , 0.352907 , 0.343198 , 0.36459 
 798 , 0.360023 , 0.357525 , 0.353383 , 0.343832 , 0.365274 
 799 , 0.360481 , 0.358129 , 0.353881 , 0.344529 , 0.36606 
 800 , 0.360942 , 0.358745 , 0.354396 , 0.345244 , 0.366858 
 801 , 0.361413 , 0.359216 , 0.355088 , 0.34573 , 0.367563 
 802 , 0.361909 , 0.359706 , 0.355772 , 0.346096 , 0.36823 
 803 , 0.362423 , 0.360205 , 0.356481 , 0.346478 , 0.368908 
 804 , 0.363015 , 0.360922 , 0.357112 , 0.346921 , 0.369627 
 805 , 0.36378 , 0.361832 , 0.357657 , 0.347514 , 0.370329 
 806 , 0.364605 , 0.36279 , 0.358227 , 0.348157 , 0.371045 
 807 , 0.365384 , 0.363628 , 0.358796 , 0.348789 , 0.371761 
 808 , 0.365945 , 0.364159 , 0.359382 , 0.349364 , 0.372398 
 809 , 0.366478 , 0.364747 , 0.360052 , 0.349942 , 0.373063 
 810 , 0.367041 , 0.365365 , 0.360759 , 0.350554 , 0.373767 
 811 , 0.367681 , 0.366141 , 0.361463 , 0.351317 , 0.374116 
 812 , 0.36847 , 0.366801 , 0.362206 , 0.352068 , 0.374493 
 813 , 0.369306 , 0.367516 , 0.362986 , 0.352871 , 0.374907 
 814 , 0.37006 , 0.368212 , 0.363686 , 0.353575 , 0.375526 
 815 , 0.370591 , 0.368956 , 0.364285 , 0.354313 , 0.376302 
 816 , 0.371117 , 0.36975 , 0.364889 , 0.355103 , 0.377127 
 817 , 0.371664 , 0.370476 , 0.365474 , 0.355826 , 0.377918 
 818 , 0.372273 , 0.371066 , 0.365995 , 0.356361 , 0.378679 
 819 , 0.372954 , 0.371711 , 0.366554 , 0.356919 , 0.379555 
 820 , 0.373641 , 0.372379 , 0.367128 , 0.357491 , 0.380445 
 821 , 0.374412 , 0.37314 , 0.367831 , 0.358092 , 0.381147 
 822 , 0.375219 , 0.373751 , 0.36846 , 0.358565 , 0.381679 
 823 , 0.37602 , 0.374373 , 0.3691 , 0.359031 , 0.382221 
 824 , 0.37666 , 0.374909 , 0.369817 , 0.359464 , 0.382736 
 825 , 0.377142 , 0.37556 , 0.37066 , 0.359916 , 0.38335 
 826 , 0.377613 , 0.376232 , 0.371507 , 0.360359 , 0.383978 
 827 , 0.378184 , 0.377013 , 0.372273 , 0.36083 , 0.384442 
 828 , 0.378944 , 0.377935 , 0.37286 , 0.361281 , 0.384608 
 829 , 0.379703 , 0.378816 , 0.373418 , 0.361702 , 0.38473 
 830 , 0.380435 , 0.3797 , 0.373957 , 0.362124 , 0.384887 
 831 , 0.380765 , 0.380524 , 0.374337 , 0.362639 , 0.385496 
 832 , 0.380956 , 0.381269 , 0.374775 , 0.363304 , 0.38622 
 833 , 0.38115 , 0.382001 , 0.375208 , 0.363965 , 0.38694 
 834 , 0.38145 , 0.382357 , 0.375743 , 0.36441 , 0.387622 
 835 , 0.381911 , 0.382617 , 0.376259 , 0.364706 , 0.388148 
 836 , 0.382373 , 0.382869 , 0.376767 , 0.364996 , 0.388659 
 837 , 0.382869 , 0.383221 , 0.377278 , 0.365319 , 0.389132 
 838 , 0.383421 , 0.383685 , 0.377711 , 0.365627 , 0.389587 
 839 , 0.383988 , 0.384148 , 0.378105 , 0.365898 , 0.390048 
 840 , 0.384523 , 0.38461 , 0.378502 , 0.366157 , 0.390511 
 841 , 0.384843 , 0.385139 , 0.379052 , 0.366439 , 0.391018 
 842 , 0.385093 , 0.385732 , 0.379681 , 0.366804 , 0.391567 
 843 , 0.38535 , 0.38633 , 0.380323 , 0.367176 , 0.392131 
 844 , 0.385892 , 0.386931 , 0.380812 , 0.367647 , 0.392443 
 845 , 0.38661 , 0.387583 , 0.381214 , 0.368124 , 0.392676 
 846 , 0.387342 , 0.388235 , 0.381609 , 0.368604 , 0.392907 
 847 , 0.38792 , 0.388901 , 0.381882 , 0.369121 , 0.393304 
 848 , 0.388257 , 0.389629 , 0.382228 , 0.369722 , 0.393856 
 849 , 0.388565 , 0.390413 , 0.382685 , 0.370375 , 0.394437 
 850 , 0.388867 , 0.391135 , 0.383226 , 0.370996 , 0.395018 
 851 , 0.389192 , 0.391463 , 0.383943 , 0.371444 , 0.395544 
 852 , 0.389605 , 0.391629 , 0.384468 , 0.371846 , 0.396051 
 853 , 0.390023 , 0.391801 , 0.384999 , 0.37226 , 0.396563 
 854 , 0.390624 , 0.392183 , 0.385335 , 0.372597 , 0.39706 
 855 , 0.39134 , 0.392656 , 0.385763 , 0.372873 , 0.397599 
 856 , 0.392064 , 0.393126 , 0.386189 , 0.373155 , 0.398144 
 857 , 0.392635 , 0.393699 , 0.386665 , 0.373488 , 0.398731 
 858 , 0.393004 , 0.394355 , 0.387131 , 0.373939 , 0.399361 
 859 , 0.393326 , 0.395044 , 0.387592 , 0.374453 , 0.400015 
 860 , 0.393713 , 0.395673 , 0.388072 , 0.374966 , 0.400549 
 861 , 0.394269 , 0.396187 , 0.38861 , 0.375428 , 0.400672 
 862 , 0.3949 , 0.396782 , 0.389142 , 0.375809 , 0.400666 
 863 , 0.395541 , 0.397395 , 0.389693 , 0.376198 , 0.400668 
 864 , 0.396 , 0.39829 , 0.389772 , 0.376875 , 0.40099 
 865 , 0.396414 , 0.399129 , 0.390079 , 0.377741 , 0.40162 
 866 , 0.396836 , 0.399996 , 0.390394 , 0.378626 , 0.40226 
 867 , 0.397262 , 0.400469 , 0.391091 , 0.379202 , 0.403061 
 868 , 0.397751 , 0.400773 , 0.391855 , 0.379486 , 0.403915 
 869 , 0.398268 , 0.401104 , 0.392581 , 0.379741 , 0.404778 
 870 , 0.398827 , 0.4015 , 0.393162 , 0.379976 , 0.405539 
 871 , 0.399299 , 0.401924 , 0.39345 , 0.380162 , 0.406 
 872 , 0.399621 , 0.402238 , 0.393728 , 0.380328 , 0.406338 
 873 , 0.39994 , 0.402583 , 0.394034 , 0.380495 , 0.406688 
 874 , 0.400079 , 0.403206 , 0.394695 , 0.380934 , 0.407179 
 875 , 0.400555 , 0.404017 , 0.395419 , 0.381536 , 0.407863 
 876 , 0.401054 , 0.404854 , 0.396176 , 0.382151 , 0.408563 
 877 , 0.401877 , 0.405566 , 0.396839 , 0.382865 , 0.409044 
 878 , 0.40269 , 0.406383 , 0.397594 , 0.383447 , 0.40936 
 879 , 0.403501 , 0.407264 , 0.398396 , 0.384008 , 0.409652 
 880 , 0.404124 , 0.408197 , 0.398924 , 0.384495 , 0.410017 
 881 , 0.404557 , 0.409076 , 0.399094 , 0.385 , 0.410504 
 882 , 0.405047 , 0.409852 , 0.399271 , 0.385665 , 0.41101 
 883 , 0.405536 , 0.410596 , 0.399519 , 0.386315 , 0.411536 
 884 , 0.405853 , 0.410904 , 0.400286 , 0.386661 , 0.412218 
 885 , 0.406002 , 0.411273 , 0.40098 , 0.387028 , 0.413073 
 886 , 0.406153 , 0.411654 , 0.401688 , 0.387413 , 0.413969 
 887 , 0.406405 , 0.41215 , 0.402263 , 0.387904 , 0.414626 
 888 , 0.406952 , 0.412522 , 0.402915 , 0.388204 , 0.41507 
 889 , 0.407566 , 0.412882 , 0.40362 , 0.38848 , 0.415509 
 890 , 0.408133 , 0.413277 , 0.404298 , 0.388846 , 0.416164 
 891 , 0.40862 , 0.413911 , 0.40465 , 0.389493 , 0.417024 
 892 , 0.40913 , 0.414781 , 0.404759 , 0.39035 , 0.417933 
 893 , 0.409769 , 0.415674 , 0.404933 , 0.391245 , 0.418729 
 894 , 0.4108 , 0.416356 , 0.405558 , 0.392032 , 0.418868 
 895 , 0.411764 , 0.41697 , 0.407074 , 0.392569 , 0.418995 
 896 , 0.41281 , 0.417637 , 0.408727 , 0.393167 , 0.419134 
 897 , 0.413107 , 0.418469 , 0.409476 , 0.393642 , 0.419365 
 898 , 0.413671 , 0.419244 , 0.409645 , 0.3945 , 0.41981 
 899 , 0.414306 , 0.420064 , 0.409775 , 0.395433 , 0.420299 
 900 , 0.415122 , 0.420657 , 0.41009 , 0.395946 , 0.420918 
 901 , 0.415711 , 0.42104 , 0.410589 , 0.396125 , 0.421855 
 902 , 0.4161 , 0.421391 , 0.411123 , 0.396308 , 0.42297 
 903 , 0.416423 , 0.421739 , 0.411699 , 0.39663 , 0.424065 
 904 , 0.416691 , 0.42215 , 0.41233 , 0.39725 , 0.424991 
 905 , 0.417318 , 0.422828 , 0.412897 , 0.397854 , 0.425808 
 906 , 0.417965 , 0.423536 , 0.413486 , 0.398478 , 0.426664 
 907 , 0.418552 , 0.424573 , 0.413968 , 0.399087 , 0.427701 
 908 , 0.41894 , 0.425122 , 0.414205 , 0.399395 , 0.4283 
 909 , 0.419335 , 0.425699 , 0.414459 , 0.39972 , 0.428925 
 910 , 0.420079 , 0.426085 , 0.41521 , 0.400367 , 0.429223 
 911 , 0.420751 , 0.426692 , 0.416394 , 0.401152 , 0.429411 
 912 , 0.42132 , 0.42746 , 0.417714 , 0.401954 , 0.429615 
 913 , 0.421881 , 0.428533 , 0.418483 , 0.40258 , 0.429666 
 914 , 0.422565 , 0.429999 , 0.41833 , 0.403042 , 0.429919 
 915 , 0.423573 , 0.431356 , 0.41817 , 0.403785 , 0.430971 
 916 , 0.424519 , 0.432625 , 0.418043 , 0.404491 , 0.432078 
 917 , 0.424724 , 0.432708 , 0.418354 , 0.404772 , 0.43374 
 918 , 0.424866 , 0.433064 , 0.419048 , 0.405257 , 0.434016 
 919 , 0.424996 , 0.433434 , 0.419748 , 0.405757 , 0.434288 
 920 , 0.425436 , 0.433805 , 0.420754 , 0.406335 , 0.434243 
 921 , 0.425727 , 0.433608 , 0.421474 , 0.406162 , 0.434499 
 922 , 0.425934 , 0.433206 , 0.422087 , 0.405721 , 0.434899 
 923 , 0.425722 , 0.432602 , 0.422211 , 0.4051 , 0.435204 
 924 , 0.42517 , 0.432103 , 0.421765 , 0.404657 , 0.435421 
 925 , 0.424792 , 0.432014 , 0.421272 , 0.404694 , 0.435706 
 926 , 0.424347 , 0.431831 , 0.420755 , 0.404593 , 0.435811 
 927 , 0.423807 , 0.431252 , 0.420497 , 0.403738 , 0.434811 
 928 , 0.42354 , 0.430822 , 0.420633 , 0.402589 , 0.433417 
 929 , 0.423172 , 0.430263 , 0.420784 , 0.401172 , 0.431692 
 930 , 0.423645 , 0.430666 , 0.419525 , 0.401222 , 0.429823 
 931 , 0.423282 , 0.430556 , 0.417371 , 0.401195 , 0.427698 
 932 , 0.422583 , 0.43024 , 0.414552 , 0.401073 , 0.425052 
 933 , 0.421183 , 0.428503 , 0.412009 , 0.399073 , 0.423304 
 934 , 0.419032 , 0.425235 , 0.409711 , 0.395611 , 0.423084 
 935 , 0.416435 , 0.421221 , 0.406852 , 0.39195 , 0.423383 
 936 , 0.413698 , 0.418045 , 0.404914 , 0.388776 , 0.423891 
 937 , 0.411682 , 0.418474 , 0.406547 , 0.38821 , 0.424548 
 938 , 0.410322 , 0.418438 , 0.408694 , 0.387174 , 0.423736 
 939 , 0.408896 , 0.418402 , 0.410947 , 0.386101 , 0.422886 
 940 , 0.406845 , 0.418105 , 0.409915 , 0.385591 , 0.421959 
 941 , 0.404694 , 0.416933 , 0.407688 , 0.386063 , 0.42229 
 942 , 0.402474 , 0.415662 , 0.405292 , 0.386656 , 0.422773 
 943 , 0.404004 , 0.414319 , 0.405794 , 0.387403 , 0.422161 
 944 , 0.40706 , 0.414982 , 0.407801 , 0.387281 , 0.4204 
 945 , 0.409981 , 0.417042 , 0.409944 , 0.386505 , 0.418208 
 946 , 0.412517 , 0.420338 , 0.411081 , 0.386981 , 0.416807 
 947 , 0.414331 , 0.424498 , 0.410597 , 0.389413 , 0.416833 
 948 , 0.416022 , 0.426006 , 0.410217 , 0.391651 , 0.417023 
 949 , 0.417549 , 0.42726 , 0.409766 , 0.393656 , 0.417166 
 950 , 0.417331 , 0.425541 , 0.40834 , 0.393109 , 0.416884 
 951 , 0.415904 , 0.424996 , 0.406951 , 0.39377 , 0.417422 
 952 , 0.414491 , 0.424469 , 0.405578 , 0.394424 , 0.417954 
 953 , 0.413706 , 0.424508 , 0.406394 , 0.395378 , 0.419859 
 954 , 0.414006 , 0.424286 , 0.408074 , 0.395847 , 0.421274 
 955 , 0.414682 , 0.423904 , 0.409826 , 0.396054 , 0.42227 
 956 , 0.414497 , 0.423233 , 0.411253 , 0.395686 , 0.423011 
 957 , 0.413533 , 0.421683 , 0.411845 , 0.395317 , 0.423803 
 958 , 0.412704 , 0.419238 , 0.411632 , 0.395842 , 0.425048 
 959 , 0.412402 , 0.417051 , 0.411744 , 0.396261 , 0.425765 
 960 , 0.414116 , 0.415716 , 0.413238 , 0.396092 , 0.424588 
 961 , 0.415291 , 0.417876 , 0.415726 , 0.393615 , 0.424388 
 962 , 0.416382 , 0.419883 , 0.418047 , 0.39133 , 0.424185 
 963 , 0.418398 , 0.42504 , 0.418462 , 0.392872 , 0.42572 
 964 , 0.42107 , 0.428643 , 0.417605 , 0.39513 , 0.425793 
 965 , 0.42374 , 0.431533 , 0.416525 , 0.397322 , 0.42544 
 966 , 0.425189 , 0.432224 , 0.415797 , 0.398232 , 0.425653 
 967 , 0.424909 , 0.43175 , 0.416145 , 0.398911 , 0.426805 
 968 , 0.423598 , 0.43148 , 0.417403 , 0.400173 , 0.428538 
 969 , 0.422373 , 0.431185 , 0.418768 , 0.401337 , 0.429941 
 970 , 0.421433 , 0.430917 , 0.420329 , 0.402259 , 0.43073 
 971 , 0.4213 , 0.431034 , 0.421216 , 0.402589 , 0.431699 
 972 , 0.421174 , 0.43115 , 0.422083 , 0.402898 , 0.432668 
 973 , 0.420558 , 0.431757 , 0.421867 , 0.402314 , 0.433989 
 974 , 0.420116 , 0.431704 , 0.420896 , 0.402344 , 0.434439 
 975 , 0.419705 , 0.431564 , 0.419808 , 0.402471 , 0.434758 
 976 , 0.42057 , 0.430793 , 0.420234 , 0.402339 , 0.433959 
 977 , 0.421826 , 0.429727 , 0.421826 , 0.40108 , 0.432528 
 978 , 0.422979 , 0.428655 , 0.423831 , 0.399056 , 0.430988 
 979 , 0.424051 , 0.428646 , 0.424817 , 0.398006 , 0.42931 
 980 , 0.425286 , 0.430316 , 0.424322 , 0.398733 , 0.427682 
 981 , 0.427303 , 0.43261 , 0.423551 , 0.400693 , 0.426681 
 982 , 0.429116 , 0.43471 , 0.422791 , 0.40252 , 0.425903 
 983 , 0.429653 , 0.435604 , 0.422058 , 0.403501 , 0.426686 
 984 , 0.428344 , 0.435588 , 0.421701 , 0.404447 , 0.428217 
 985 , 0.426987 , 0.435551 , 0.421354 , 0.405378 , 0.429772 
 986 , 0.426272 , 0.434535 , 0.421235 , 0.405694 , 0.430845 
 987 , 0.426726 , 0.433613 , 0.42066 , 0.405308 , 0.431132 
 988 , 0.4277 , 0.432832 , 0.419843 , 0.404649 , 0.431091 
 989 , 0.42814 , 0.432724 , 0.419255 , 0.404316 , 0.43182 
 990 , 0.427756 , 0.433018 , 0.419136 , 0.404686 , 0.433229 
 991 , 0.426714 , 0.432966 , 0.41952 , 0.405781 , 0.434667 
 992 , 0.425896 , 0.432743 , 0.420283 , 0.406764 , 0.435622 
 993 , 0.425901 , 0.432026 , 0.422178 , 0.407232 , 0.435024 
 994 , 0.427022 , 0.431917 , 0.423673 , 0.406372 , 0.434268 
 995 , 0.428177 , 0.43181 , 0.425202 , 0.405475 , 0.433499 
 996 , 0.429104 , 0.433202 , 0.424502 , 0.405363 , 0.431244 
 997 , 0.429625 , 0.435083 , 0.423391 , 0.405419 , 0.429342 
 998 , 0.43004 , 0.437139 , 0.422166 , 0.405524 , 0.427504 
 999 , 0.429841 , 0.438324 , 0.420539 , 0.404895 , 0.427664 
 1000 , 0.429464 , 0.438494 , 0.419277 , 0.404484 , 0.429209 
 1001 , 0.429266 , 0.438037 , 0.418674 , 0.40477 , 0.431149 
