  time  ,:05:45 A,:05:52 A,:06:00 A,:06:06 A,:06:12 A,:06:51 A,:06:59 A,:07:08 A,:07:20 A,:07:28 A,:08:09 A,:08:18 A,:08:26 A,:08:33 A,:08:44 A,:09:26 A,:09:34 A,:09:47 A,:09:56 A,:10:06 A,:10:45 A,:10:53 A,:11:01 A,:11:08 A,:11:16 A,:11:54 A,:12:02 A,:12:11 A,:12:19 A,:12:26 A,:13:11 A,:13:21 A,:13:30 A,:13:36 A,:13:45 A,:14:25 A,:14:33 A,:14:43 A,:14:53 A,:15:01 A,:15:44 A,:15:51 A,:16:05 A,:16:12 A,:16:21 A,:17:10 A,:17:18 A,:17:25 A,:17:32 A,:17:39 A,:18:47 A,:18:55 A,:19:02 A,:19:13 A,:19:25 A,:20:03 A,:20:15 A,:20:24 A,:20:31 A,:20:38 A,:21:18 A,:21:26 A,:21:34 A,:21:42 A,:21:49 A,:22:34 A,:22:42 A,:22:56 A,:23:05 A,:23:13 A,:24:13 A,:24:22 A,:24:30 A,:24:48 A,:24:56 A,:25:40 A,:25:52 A,:26:02 A,:26:11 A,:26:19 A,:27:01 A,:27:11 A,:27:19 A,:27:26 A,:27:35 A,:28:24 A,:28:33 A,:28:41 A,:28:48 A,:28:59 A,:29:48 A,:29:56 A,:30:03 A,:30:12 A,:30:20 A,:31:03 A,:31:10 A,:31:18 A,:31:25 A,:31:33 A,:33:35 A,:33:47 A,:33:55 A,:34:06 A,:34:12 A,:36:08 A,:36:18 A,:36:28 A,:36:38 A,:36:46 A,:37:27 A,:37:35 A,:37:57 A,:38:04 A,:38:43 A,:38:58 A,:39:07 A,:39:14 A,:39:22 A,:39:29 A,:40:15 A,:40:22 A,:40:30 A,:40:38 A,:40:49 A,:42:01 A,:43:06 A,:43:15 A,:43:23 A,:43:33 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 951 , 0.482335 , 0.54893 , 0.520261 , 0.398409 , 0.431445 , 0.400188 , 0.448357 , 0.463813 , 0.423806 , 0.483916 , 0.46132 , 0.541011 , 0.477423 , 0.488011 , 0.460938 , 0.336505 , 0.54668 , 0.52904 , 0.387085 , 0.444026 , 0.387615 , 0.410791 , 0.365505 , 0.485643 , 0.362519 , 0.465636 , 0.364983 , 0.375733 , 0.423909 , 0.371762 , 0.38849 , 0.516842 , 0.454916 , 0.400857 , 0.477188 , 0.509673 , 0.520246 , 0.472276 , 0.310159 , 0.492923 , 0.461202 , 0.420217 , 0.536084 , 0.461129 , 0.424217 , 0.415776 , 0.393696 , 0.490886 , 0.455636 , 0.409923 , 0.466077 , 0.435879 , 0.499504 , 0.413328 , 0.422725 , 0.392629 , 0.389306 , 0.416004 , 0.438056 , 0.387725 , 0.438203 , 0.349262 , 0.41646 , 0.399703 , 0.482386 , 0.446291 , 0.406019 , 0.42646 , 0.374438 , 0.397004 , 0.417725 , 0.370188 , 0.44471 , 0.432342 , 0.451056 , 0.392843 , 0.46685 , 0.406776 , 0.440526 , 0.414343 , 0.452217 , 0.496835 , 0.384078 , 0.416526 , 0.398438 , 0.405857 , 0.322667 , 0.394784 , 0.465247 , 0.555261 , 0.403424 , 0.436784 , 0.443063 , 0.386188 , 0.488224 , 0.488298 , 0.5389 , 0.503857 , 0.484673 , 0.409938 , 0.471504 , 0.353181 , 0.469923 , 0.352196 , 0.471232 , 0.431747 , 0.511143 , 0.53504 , 0.534548 , 0.457953 , 0.503805 , 0.414953 , 0.467982 , 0.35038 , 0.323961 , 0.386946 , 0.368711 , 0.399578 , 0.279064 , 0.326895 , 0.339924 , 0.448945 , 0.432938 , 0.455357 , 0.368806 , 0.372938 , 0.458805 , 0.345997 , 0.434614 , 0.377085 
 952 , 0.482375 , 0.548272 , 0.519216 , 0.398963 , 0.432092 , 0.402167 , 0.448134 , 0.465545 , 0.425684 , 0.485991 , 0.463689 , 0.539279 , 0.47979 , 0.488628 , 0.461671 , 0.336704 , 0.548839 , 0.530367 , 0.387635 , 0.444819 , 0.388092 , 0.412552 , 0.365775 , 0.4858 , 0.362888 , 0.465405 , 0.366003 , 0.375902 , 0.425287 , 0.373494 , 0.389093 , 0.517581 , 0.456479 , 0.401209 , 0.47702 , 0.510164 , 0.521175 , 0.472446 , 0.310889 , 0.494343 , 0.460367 , 0.419704 , 0.537283 , 0.461325 , 0.423821 , 0.415822 , 0.393211 , 0.49178 , 0.456103 , 0.410129 , 0.467011 , 0.43534 , 0.498682 , 0.413288 , 0.422532 , 0.391693 , 0.3893 , 0.416794 , 0.437947 , 0.388246 , 0.438279 , 0.349881 , 0.416949 , 0.40048 , 0.484518 , 0.447471 , 0.406859 , 0.42676 , 0.374761 , 0.397063 , 0.41907 , 0.369509 , 0.445107 , 0.431974 , 0.451006 , 0.394382 , 0.466436 , 0.408987 , 0.440569 , 0.41513 , 0.452324 , 0.499028 , 0.384682 , 0.416669 , 0.400245 , 0.406203 , 0.322298 , 0.394581 , 0.465965 , 0.555799 , 0.405378 , 0.437108 , 0.443155 , 0.386737 , 0.488304 , 0.488061 , 0.537784 , 0.503145 , 0.484923 , 0.410578 , 0.472137 , 0.353364 , 0.469552 , 0.353939 , 0.470148 , 0.432166 , 0.511004 , 0.535331 , 0.534042 , 0.459815 , 0.504515 , 0.41541 , 0.468241 , 0.350382 , 0.32492 , 0.388269 , 0.369288 , 0.399729 , 0.279056 , 0.32752 , 0.340173 , 0.44968 , 0.432659 , 0.455654 , 0.3685 , 0.373155 , 0.45843 , 0.346817 , 0.433838 , 0.377221 
 953 , 0.482613 , 0.547419 , 0.521158 , 0.397347 , 0.434489 , 0.402898 , 0.447317 , 0.467674 , 0.428151 , 0.487568 , 0.465094 , 0.538148 , 0.481444 , 0.488517 , 0.461278 , 0.336659 , 0.550521 , 0.53101 , 0.388496 , 0.445935 , 0.387717 , 0.413043 , 0.36586 , 0.48648 , 0.363118 , 0.465417 , 0.366779 , 0.375807 , 0.426233 , 0.374491 , 0.388547 , 0.518828 , 0.457941 , 0.401237 , 0.476658 , 0.50816 , 0.521269 , 0.472843 , 0.311744 , 0.496059 , 0.459896 , 0.420381 , 0.537737 , 0.462455 , 0.423483 , 0.416866 , 0.392613 , 0.493156 , 0.455294 , 0.409515 , 0.467461 , 0.435238 , 0.49878 , 0.413617 , 0.423049 , 0.39129 , 0.389386 , 0.417977 , 0.437988 , 0.388959 , 0.439098 , 0.350304 , 0.416749 , 0.400185 , 0.486311 , 0.448229 , 0.406736 , 0.426821 , 0.374939 , 0.397193 , 0.418895 , 0.368683 , 0.445127 , 0.432533 , 0.450883 , 0.394811 , 0.465851 , 0.409816 , 0.439642 , 0.416352 , 0.451699 , 0.500787 , 0.384636 , 0.416991 , 0.401612 , 0.406802 , 0.322889 , 0.394694 , 0.466366 , 0.555719 , 0.407243 , 0.436738 , 0.443943 , 0.385467 , 0.487583 , 0.489237 , 0.53631 , 0.502911 , 0.485716 , 0.410934 , 0.472762 , 0.352744 , 0.470667 , 0.35395 , 0.469667 , 0.432739 , 0.510594 , 0.536141 , 0.534347 , 0.461256 , 0.504977 , 0.416117 , 0.468755 , 0.350326 , 0.326058 , 0.388665 , 0.370815 , 0.399046 , 0.27969 , 0.327873 , 0.340643 , 0.449413 , 0.433364 , 0.456206 , 0.368587 , 0.373763 , 0.458705 , 0.346878 , 0.433636 , 0.377468 
 954 , 0.481602 , 0.545637 , 0.523769 , 0.395773 , 0.436115 , 0.401573 , 0.446036 , 0.468912 , 0.428313 , 0.488454 , 0.463657 , 0.536664 , 0.481697 , 0.487497 , 0.460316 , 0.33597 , 0.549309 , 0.530997 , 0.388479 , 0.445933 , 0.386867 , 0.412635 , 0.365728 , 0.486253 , 0.36285 , 0.464415 , 0.367097 , 0.374862 , 0.426384 , 0.374509 , 0.387654 , 0.518374 , 0.458093 , 0.401411 , 0.476103 , 0.504492 , 0.519581 , 0.472865 , 0.311512 , 0.496153 , 0.458932 , 0.420319 , 0.536627 , 0.462398 , 0.422888 , 0.417581 , 0.3921 , 0.493135 , 0.454096 , 0.408491 , 0.46747 , 0.435798 , 0.498523 , 0.413187 , 0.422682 , 0.391069 , 0.390135 , 0.419031 , 0.43716 , 0.388832 , 0.438934 , 0.350175 , 0.416146 , 0.399298 , 0.485267 , 0.447818 , 0.405488 , 0.425295 , 0.37389 , 0.396884 , 0.41739 , 0.36862 , 0.444822 , 0.431971 , 0.449503 , 0.394499 , 0.465372 , 0.409618 , 0.438691 , 0.415925 , 0.450754 , 0.500444 , 0.384165 , 0.417096 , 0.401352 , 0.406835 , 0.323369 , 0.393888 , 0.466432 , 0.554675 , 0.40646 , 0.435158 , 0.444631 , 0.383643 , 0.485701 , 0.489227 , 0.535516 , 0.503418 , 0.485444 , 0.41017 , 0.472306 , 0.351596 , 0.472107 , 0.352494 , 0.469899 , 0.432273 , 0.510211 , 0.53559 , 0.53428 , 0.461618 , 0.503749 , 0.415204 , 0.468213 , 0.349925 , 0.326968 , 0.388015 , 0.372153 , 0.39801 , 0.279877 , 0.327587 , 0.341277 , 0.448568 , 0.432972 , 0.456797 , 0.368746 , 0.37442 , 0.458851 , 0.346561 , 0.433553 , 0.377784 
 955 , 0.480035 , 0.543495 , 0.526274 , 0.394497 , 0.437163 , 0.399538 , 0.44464 , 0.469701 , 0.427404 , 0.489085 , 0.461131 , 0.534991 , 0.481423 , 0.486184 , 0.459248 , 0.33503 , 0.546935 , 0.530776 , 0.388053 , 0.445415 , 0.385927 , 0.411991 , 0.365539 , 0.485571 , 0.362387 , 0.462961 , 0.367244 , 0.373592 , 0.426245 , 0.37419 , 0.386761 , 0.517128 , 0.457676 , 0.401686 , 0.475481 , 0.500475 , 0.517253 , 0.472698 , 0.310796 , 0.495507 , 0.457728 , 0.419794 , 0.53494 , 0.461714 , 0.422185 , 0.418015 , 0.391647 , 0.492458 , 0.452908 , 0.4074 , 0.467331 , 0.436594 , 0.498009 , 0.412397 , 0.421853 , 0.39085 , 0.391153 , 0.419971 , 0.435952 , 0.388326 , 0.43827 , 0.349838 , 0.415453 , 0.398291 , 0.483062 , 0.446958 , 0.403886 , 0.423137 , 0.372352 , 0.396379 , 0.415527 , 0.368912 , 0.444419 , 0.430829 , 0.447622 , 0.393995 , 0.464962 , 0.409157 , 0.437864 , 0.414752 , 0.449785 , 0.49925 , 0.383601 , 0.417085 , 0.400446 , 0.406588 , 0.32367 , 0.392673 , 0.466401 , 0.553298 , 0.404558 , 0.433162 , 0.445164 , 0.381815 , 0.483445 , 0.488531 , 0.535058 , 0.504188 , 0.484641 , 0.40898 , 0.471399 , 0.350332 , 0.473488 , 0.350628 , 0.470365 , 0.431346 , 0.509879 , 0.534386 , 0.533958 , 0.461552 , 0.501833 , 0.413578 , 0.467198 , 0.34938 , 0.327745 , 0.387034 , 0.373267 , 0.39694 , 0.279801 , 0.327051 , 0.34194 , 0.4476 , 0.431988 , 0.457374 , 0.368882 , 0.375039 , 0.458865 , 0.346177 , 0.433442 , 0.378102 
 956 , 0.478035 , 0.542058 , 0.527359 , 0.393636 , 0.437645 , 0.398427 , 0.444479 , 0.469675 , 0.426182 , 0.489284 , 0.459723 , 0.534952 , 0.481013 , 0.486151 , 0.458441 , 0.335576 , 0.54528 , 0.53106 , 0.388365 , 0.445098 , 0.385652 , 0.411932 , 0.365387 , 0.484765 , 0.362151 , 0.462082 , 0.367783 , 0.372707 , 0.426388 , 0.374491 , 0.386087 , 0.516147 , 0.456974 , 0.402239 , 0.475801 , 0.498167 , 0.515144 , 0.4721 , 0.310446 , 0.495314 , 0.456878 , 0.419179 , 0.533514 , 0.46077 , 0.422069 , 0.418442 , 0.392088 , 0.492174 , 0.452079 , 0.406662 , 0.467338 , 0.436967 , 0.497562 , 0.412264 , 0.42086 , 0.391085 , 0.3925 , 0.421309 , 0.43623 , 0.388188 , 0.438161 , 0.349626 , 0.415515 , 0.398376 , 0.481131 , 0.446056 , 0.403403 , 0.421442 , 0.371454 , 0.396127 , 0.415146 , 0.369545 , 0.445407 , 0.43017 , 0.445938 , 0.394218 , 0.464596 , 0.409043 , 0.43763 , 0.414586 , 0.449454 , 0.498779 , 0.383529 , 0.41738 , 0.400226 , 0.406706 , 0.323715 , 0.391196 , 0.466476 , 0.552312 , 0.403241 , 0.432094 , 0.4461 , 0.381214 , 0.482237 , 0.487758 , 0.535335 , 0.505303 , 0.483888 , 0.408003 , 0.471371 , 0.350201 , 0.474975 , 0.34973 , 0.471046 , 0.4309 , 0.510264 , 0.533006 , 0.53417 , 0.461434 , 0.500636 , 0.412699 , 0.466085 , 0.349435 , 0.328366 , 0.386625 , 0.37354 , 0.396747 , 0.28003 , 0.326922 , 0.342638 , 0.447066 , 0.431792 , 0.458065 , 0.369169 , 0.37559 , 0.458632 , 0.346147 , 0.433849 , 0.37845 
 957 , 0.476514 , 0.541206 , 0.526858 , 0.393394 , 0.437313 , 0.398966 , 0.445884 , 0.468921 , 0.425464 , 0.48901 , 0.460218 , 0.536516 , 0.480902 , 0.486974 , 0.45788 , 0.33775 , 0.544918 , 0.531856 , 0.389557 , 0.444951 , 0.386624 , 0.412395 , 0.365528 , 0.484136 , 0.362389 , 0.462107 , 0.368836 , 0.372496 , 0.426795 , 0.375436 , 0.385529 , 0.515744 , 0.455998 , 0.402178 , 0.476815 , 0.498249 , 0.513634 , 0.471354 , 0.310634 , 0.49561 , 0.456954 , 0.419172 , 0.532804 , 0.460387 , 0.422539 , 0.418562 , 0.393409 , 0.492773 , 0.451426 , 0.406537 , 0.467237 , 0.436622 , 0.497647 , 0.413542 , 0.420003 , 0.39174 , 0.393997 , 0.423369 , 0.438232 , 0.388814 , 0.439011 , 0.349577 , 0.416313 , 0.399693 , 0.480358 , 0.444833 , 0.40417 , 0.420466 , 0.371658 , 0.396055 , 0.416181 , 0.369791 , 0.447038 , 0.430338 , 0.445171 , 0.394761 , 0.463922 , 0.409521 , 0.43774 , 0.415534 , 0.449853 , 0.499447 , 0.384125 , 0.418246 , 0.400884 , 0.406904 , 0.323689 , 0.390204 , 0.466745 , 0.552136 , 0.403479 , 0.43219 , 0.446876 , 0.381706 , 0.482299 , 0.487356 , 0.535642 , 0.505931 , 0.483115 , 0.407154 , 0.472265 , 0.351099 , 0.475602 , 0.349827 , 0.471457 , 0.431352 , 0.511297 , 0.531724 , 0.534796 , 0.461386 , 0.501013 , 0.413137 , 0.464907 , 0.349923 , 0.328636 , 0.386991 , 0.373334 , 0.397473 , 0.281092 , 0.327158 , 0.343351 , 0.446884 , 0.432697 , 0.458461 , 0.369607 , 0.375929 , 0.457983 , 0.346453 , 0.434682 , 0.378913 
 958 , 0.476518 , 0.54021 , 0.526128 , 0.393501 , 0.43661 , 0.400686 , 0.447763 , 0.468324 , 0.426083 , 0.488679 , 0.461971 , 0.537987 , 0.481516 , 0.487126 , 0.457326 , 0.340136 , 0.545467 , 0.532635 , 0.390946 , 0.444738 , 0.388509 , 0.412759 , 0.366079 , 0.484027 , 0.363053 , 0.462634 , 0.370061 , 0.372748 , 0.427136 , 0.37637 , 0.384814 , 0.515843 , 0.455044 , 0.4007 , 0.477416 , 0.499442 , 0.512737 , 0.471077 , 0.311102 , 0.49596 , 0.457959 , 0.420275 , 0.532841 , 0.461316 , 0.423006 , 0.418221 , 0.394686 , 0.494163 , 0.450509 , 0.40681 , 0.466705 , 0.435808 , 0.498477 , 0.41599 , 0.419649 , 0.39236 , 0.395172 , 0.425907 , 0.440586 , 0.390055 , 0.440475 , 0.349603 , 0.417058 , 0.401201 , 0.481016 , 0.443199 , 0.405191 , 0.419951 , 0.372601 , 0.395901 , 0.41708 , 0.368869 , 0.447432 , 0.431082 , 0.445562 , 0.394664 , 0.462693 , 0.410388 , 0.43745 , 0.416646 , 0.450391 , 0.500767 , 0.384961 , 0.419524 , 0.401871 , 0.406663 , 0.32397 , 0.39046 , 0.467146 , 0.5526 , 0.405294 , 0.432709 , 0.446733 , 0.381987 , 0.482738 , 0.487693 , 0.534807 , 0.505213 , 0.482245 , 0.406163 , 0.473183 , 0.351856 , 0.474692 , 0.349971 , 0.471085 , 0.432451 , 0.512192 , 0.530898 , 0.535219 , 0.461544 , 0.502754 , 0.414511 , 0.463789 , 0.350141 , 0.328593 , 0.387626 , 0.373742 , 0.398264 , 0.282973 , 0.327334 , 0.344009 , 0.446578 , 0.434093 , 0.45818 , 0.370024 , 0.376046 , 0.457068 , 0.346695 , 0.435344 , 0.379528 
 959 , 0.477128 , 0.539365 , 0.525446 , 0.39395 , 0.435664 , 0.402157 , 0.449584 , 0.468001 , 0.426566 , 0.488604 , 0.463444 , 0.539174 , 0.482399 , 0.487198 , 0.45668 , 0.342298 , 0.545637 , 0.533329 , 0.392294 , 0.444681 , 0.39052 , 0.413154 , 0.366751 , 0.48421 , 0.36391 , 0.463408 , 0.371197 , 0.373133 , 0.427479 , 0.377255 , 0.38441 , 0.515751 , 0.45442 , 0.399419 , 0.47785 , 0.500617 , 0.512211 , 0.47096 , 0.311699 , 0.496274 , 0.459087 , 0.42148 , 0.533057 , 0.462384 , 0.423563 , 0.418035 , 0.396011 , 0.49545 , 0.449768 , 0.407266 , 0.466433 , 0.43534 , 0.499373 , 0.418454 , 0.419647 , 0.392971 , 0.396394 , 0.42837 , 0.442606 , 0.391469 , 0.441921 , 0.349821 , 0.417924 , 0.402709 , 0.481832 , 0.44198 , 0.406081 , 0.419426 , 0.373803 , 0.395952 , 0.418042 , 0.368223 , 0.447751 , 0.431962 , 0.446183 , 0.394752 , 0.461751 , 0.411285 , 0.437365 , 0.417785 , 0.451026 , 0.502075 , 0.385963 , 0.420832 , 0.402974 , 0.406589 , 0.32436 , 0.39105 , 0.467566 , 0.55327 , 0.407096 , 0.433449 , 0.446617 , 0.382386 , 0.483172 , 0.488155 , 0.534043 , 0.504717 , 0.481596 , 0.405484 , 0.474029 , 0.352765 , 0.473985 , 0.350344 , 0.470702 , 0.433611 , 0.512991 , 0.530539 , 0.53592 , 0.462002 , 0.504724 , 0.415922 , 0.463054 , 0.350255 , 0.328658 , 0.388385 , 0.374473 , 0.399029 , 0.284802 , 0.327635 , 0.344654 , 0.446522 , 0.435421 , 0.457909 , 0.370424 , 0.376019 , 0.456209 , 0.347142 , 0.435929 , 0.380126 
 960 , 0.480061 , 0.539179 , 0.524976 , 0.395829 , 0.43369 , 0.402817 , 0.451237 , 0.468733 , 0.426555 , 0.489515 , 0.463852 , 0.539406 , 0.484415 , 0.486983 , 0.45565 , 0.343757 , 0.544331 , 0.533706 , 0.393523 , 0.445229 , 0.393136 , 0.413749 , 0.367927 , 0.485542 , 0.365607 , 0.465206 , 0.371966 , 0.374081 , 0.427784 , 0.378054 , 0.385123 , 0.514922 , 0.455064 , 0.398858 , 0.47769 , 0.501772 , 0.513012 , 0.471382 , 0.312825 , 0.496452 , 0.46064 , 0.42316 , 0.533947 , 0.464109 , 0.424499 , 0.418571 , 0.397673 , 0.496555 , 0.449715 , 0.408437 , 0.467189 , 0.436221 , 0.500418 , 0.421118 , 0.421059 , 0.393663 , 0.397855 , 0.430477 , 0.44348 , 0.393648 , 0.443385 , 0.350767 , 0.419303 , 0.404346 , 0.483288 , 0.442383 , 0.406534 , 0.41885 , 0.376122 , 0.39686 , 0.419479 , 0.368651 , 0.447915 , 0.43358 , 0.447805 , 0.395653 , 0.461796 , 0.412373 , 0.438087 , 0.41915 , 0.452108 , 0.503448 , 0.387647 , 0.422252 , 0.404632 , 0.407193 , 0.325163 , 0.392909 , 0.467819 , 0.554678 , 0.408846 , 0.435102 , 0.446759 , 0.38322 , 0.483661 , 0.489157 , 0.533625 , 0.505014 , 0.481817 , 0.406022 , 0.47469 , 0.354514 , 0.474119 , 0.351609 , 0.470263 , 0.435116 , 0.513444 , 0.53195 , 0.537804 , 0.463626 , 0.50767 , 0.417503 , 0.463838 , 0.350086 , 0.329173 , 0.38966 , 0.376598 , 0.399809 , 0.286519 , 0.328463 , 0.345359 , 0.447432 , 0.436675 , 0.457713 , 0.370802 , 0.375471 , 0.455437 , 0.348425 , 0.436368 , 0.380681 
 961 , 0.480685 , 0.541025 , 0.525185 , 0.397283 , 0.43275 , 0.403195 , 0.451922 , 0.468875 , 0.426127 , 0.489748 , 0.463227 , 0.54082 , 0.485521 , 0.487316 , 0.455439 , 0.344592 , 0.543098 , 0.533259 , 0.394023 , 0.445886 , 0.394682 , 0.414485 , 0.368923 , 0.486349 , 0.366586 , 0.466751 , 0.3717 , 0.375099 , 0.427724 , 0.379121 , 0.385407 , 0.514489 , 0.456289 , 0.399642 , 0.477982 , 0.501573 , 0.512533 , 0.470736 , 0.31336 , 0.496627 , 0.46048 , 0.424251 , 0.534248 , 0.465073 , 0.424639 , 0.420529 , 0.399246 , 0.49851 , 0.450391 , 0.408998 , 0.467916 , 0.437438 , 0.499433 , 0.422383 , 0.422383 , 0.39466 , 0.398484 , 0.429555 , 0.443893 , 0.395085 , 0.444384 , 0.351472 , 0.420295 , 0.405393 , 0.483594 , 0.444325 , 0.406668 , 0.418778 , 0.378213 , 0.398067 , 0.422214 , 0.370432 , 0.449747 , 0.436339 , 0.449314 , 0.39762 , 0.461813 , 0.413086 , 0.439372 , 0.420419 , 0.453029 , 0.504877 , 0.388806 , 0.422119 , 0.405921 , 0.408294 , 0.325456 , 0.393114 , 0.465403 , 0.554527 , 0.408902 , 0.436347 , 0.448889 , 0.383444 , 0.484598 , 0.490092 , 0.535156 , 0.505353 , 0.48303 , 0.407283 , 0.475418 , 0.357516 , 0.476451 , 0.351955 , 0.470568 , 0.436229 , 0.513412 , 0.533193 , 0.539596 , 0.464765 , 0.509024 , 0.417855 , 0.465498 , 0.351032 , 0.3298 , 0.390653 , 0.378865 , 0.400792 , 0.287447 , 0.329229 , 0.346658 , 0.448135 , 0.438024 , 0.458421 , 0.371128 , 0.375692 , 0.454721 , 0.349479 , 0.437665 , 0.380381 
 962 , 0.481267 , 0.54279 , 0.525392 , 0.398672 , 0.431854 , 0.403557 , 0.452574 , 0.469011 , 0.425722 , 0.489981 , 0.462638 , 0.542167 , 0.48657 , 0.487627 , 0.45523 , 0.345387 , 0.541932 , 0.532837 , 0.394506 , 0.446516 , 0.396157 , 0.415175 , 0.369862 , 0.487113 , 0.367515 , 0.468219 , 0.371446 , 0.376067 , 0.427659 , 0.380138 , 0.385676 , 0.514082 , 0.457459 , 0.400389 , 0.478253 , 0.501386 , 0.512087 , 0.470126 , 0.31387 , 0.496795 , 0.460327 , 0.42529 , 0.534539 , 0.465997 , 0.424776 , 0.4224 , 0.400748 , 0.500381 , 0.451034 , 0.409528 , 0.468601 , 0.438595 , 0.498504 , 0.423581 , 0.423639 , 0.395607 , 0.399083 , 0.428678 , 0.444286 , 0.396457 , 0.445328 , 0.352134 , 0.421241 , 0.406388 , 0.483886 , 0.446179 , 0.406792 , 0.418711 , 0.380197 , 0.399215 , 0.424828 , 0.372136 , 0.451489 , 0.438976 , 0.450748 , 0.399487 , 0.461823 , 0.413767 , 0.440597 , 0.42163 , 0.453902 , 0.506234 , 0.389908 , 0.422004 , 0.407144 , 0.409344 , 0.32573 , 0.393311 , 0.463129 , 0.554386 , 0.408956 , 0.437531 , 0.450917 , 0.383651 , 0.485492 , 0.490993 , 0.536607 , 0.505677 , 0.484194 , 0.408493 , 0.476111 , 0.360393 , 0.478671 , 0.352288 , 0.47086 , 0.437289 , 0.513378 , 0.534377 , 0.541301 , 0.46585 , 0.510305 , 0.418197 , 0.467075 , 0.351944 , 0.330402 , 0.391602 , 0.381025 , 0.401731 , 0.288331 , 0.329962 , 0.347902 , 0.448804 , 0.439313 , 0.459095 , 0.371446 , 0.375898 , 0.454049 , 0.350484 , 0.438903 , 0.380094 
 963 , 0.481981 , 0.545215 , 0.527389 , 0.399917 , 0.433644 , 0.405081 , 0.454063 , 0.469157 , 0.427016 , 0.489415 , 0.461452 , 0.541839 , 0.486383 , 0.486514 , 0.457688 , 0.345567 , 0.541524 , 0.532867 , 0.394652 , 0.446885 , 0.396849 , 0.415913 , 0.371589 , 0.488382 , 0.368725 , 0.468842 , 0.371252 , 0.377741 , 0.428239 , 0.38163 , 0.386676 , 0.515165 , 0.45886 , 0.40095 , 0.4787 , 0.50133 , 0.511503 , 0.469853 , 0.313225 , 0.497134 , 0.460398 , 0.426203 , 0.535049 , 0.467106 , 0.423354 , 0.423976 , 0.402525 , 0.502751 , 0.45292 , 0.410244 , 0.469259 , 0.439657 , 0.497969 , 0.423735 , 0.424357 , 0.396959 , 0.399529 , 0.427572 , 0.44504 , 0.397266 , 0.445779 , 0.353206 , 0.422753 , 0.407476 , 0.484412 , 0.448203 , 0.407805 , 0.419567 , 0.381754 , 0.398914 , 0.426972 , 0.374328 , 0.45344 , 0.440338 , 0.452546 , 0.401734 , 0.463371 , 0.414858 , 0.441575 , 0.421911 , 0.455205 , 0.507871 , 0.391078 , 0.421838 , 0.408252 , 0.4102 , 0.326284 , 0.393707 , 0.461643 , 0.554802 , 0.408765 , 0.438126 , 0.453235 , 0.38442 , 0.486968 , 0.493238 , 0.538221 , 0.506421 , 0.486273 , 0.410149 , 0.476459 , 0.361841 , 0.479498 , 0.350826 , 0.471764 , 0.438792 , 0.513993 , 0.535386 , 0.543311 , 0.468066 , 0.511181 , 0.418395 , 0.467927 , 0.352906 , 0.331044 , 0.391737 , 0.382992 , 0.402576 , 0.289247 , 0.330737 , 0.349442 , 0.449016 , 0.440433 , 0.459416 , 0.371604 , 0.37684 , 0.454377 , 0.350819 , 0.440162 , 0.379704 
