  time  ,:05:45 A,:05:52 A,:06:00 A,:06:06 A,:06:12 A,:06:51 A,:06:59 A,:07:08 A,:07:20 A,:07:28 A,:08:09 A,:08:18 A,:08:26 A,:08:33 A,:08:44 A,:09:26 A,:09:34 A,:09:47 A,:09:56 A,:10:06 A,:10:45 A,:10:53 A,:11:01 A,:11:08 A,:11:16 A,:11:54 A,:12:02 A,:12:11 A,:12:19 A,:12:26 A,:13:11 A,:13:21 A,:13:30 A,:13:36 A,:13:45 A,:14:25 A,:14:33 A,:14:43 A,:14:53 A,:15:01 A,:15:44 A,:15:51 A,:16:05 A,:16:12 A,:16:21 A,:17:10 A,:17:18 A,:17:25 A,:17:32 A,:17:39 A,:18:47 A,:18:55 A,:19:02 A,:19:13 A,:19:25 A,:20:03 A,:20:15 A,:20:24 A,:20:31 A,:20:38 A,:21:18 A,:21:26 A,:21:34 A,:21:42 A,:21:49 A,:22:34 A,:22:42 A,:22:56 A,:23:05 A,:23:13 A,:24:13 A,:24:22 A,:24:30 A,:24:48 A,:24:56 A,:25:40 A,:25:52 A,:26:02 A,:26:11 A,:26:19 A,:27:01 A,:27:11 A,:27:19 A,:27:26 A,:27:35 A,:28:24 A,:28:33 A,:28:41 A,:28:48 A,:28:59 A,:29:48 A,:29:56 A,:30:03 A,:30:12 A,:30:20 A,:31:03 A,:31:10 A,:31:18 A,:31:25 A,:31:33 A,:33:35 A,:33:47 A,:33:55 A,:34:06 A,:34:12 A,:36:08 A,:36:18 A,:36:28 A,:36:38 A,:36:46 A,:37:27 A,:37:35 A,:37:57 A,:38:04 A,:38:43 A,:38:58 A,:39:07 A,:39:14 A,:39:22 A,:39:29 A,:40:15 A,:40:22 A,:40:30 A,:40:38 A,:40:49 A,:42:01 A,:43:06 A,:43:15 A,:43:23 A,:43:33 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 497 , 0.042631 , 0.035506 , 0.038141 , 0.027415 , 0.039979 , 0.047331 , 0.056283 , 0.043285 , 0.038273 , 0.040481 , 0.027426 , 0.031983 , 0.036309 , 0.037529 , 0.035416 , 0.047204 , 0.024083 , 0.040365 , 0.038886 , 0.040613 , 0.047495 , 0.047938 , 0.051667 , 0.038712 , 0.045842 , 0.040212 , 0.041326 , 0.04121 , 0.043491 , 0.051271 , 0.040138 , 0.034233 , 0.044933 , 0.037851 , 0.037133 , 0.024605 , 0.023454 , 0.028197 , 0.0383 , 0.029971 , 0.024526 , 0.032855 , 0.025493 , 0.029163 , 0.025688 , 0.033842 , 0.032844 , 0.033959 , 0.038891 , 0.037645 , 0.031704 , 0.033811 , 0.029644 , 0.033462 , 0.030072 , 0.036293 , 0.039261 , 0.047399 , 0.042456 , 0.040148 , 0.047278 , 0.048398 , 0.041537 , 0.033409 , 0.037217 , 0.034138 , 0.040122 , 0.031846 , 0.03614 , 0.038221 , 0.032887 , 0.029792 , 0.039419 , 0.029433 , 0.027505 , 0.053172 , 0.030367 , 0.040016 , 0.034967 , 0.041854 , 0.03708 , 0.046264 , 0.038923 , 0.03839 , 0.050954 , 0.029781 , 0.033763 , 0.026882 , 0.026253 , 0.0321 , 0.036256 , 0.044928 , 0.048297 , 0.032902 , 0.04178 , 0.026961 , 0.030695 , 0.030293 , 0.027785 , 0.028191 , 0.050299 , 0.043322 , 0.031941 , 0.041833 , 0.033003 , 0.034339 , 0.035068 , 0.039805 , 0.049723 , 0.040344 , 0.027706 , 0.034408 , 0.036002 , 0.02864 , 0.050647 , 0.040391 , 0.066227 , 0.031154 , 0.042034 , 0.03878 , 0.040312 , 0.040803 , 0.042995 , 0.037735 , 0.04675 , 0.044928 , 0.028403 , 0.03568 , 0.045134 , 0.044035 
 498 , 0.04304 , 0.035829 , 0.038474 , 0.027673 , 0.040169 , 0.047739 , 0.056703 , 0.043663 , 0.03858 , 0.04085 , 0.027726 , 0.032371 , 0.036711 , 0.037909 , 0.035776 , 0.047554 , 0.024384 , 0.040754 , 0.039192 , 0.040971 , 0.047876 , 0.048282 , 0.051967 , 0.039049 , 0.046144 , 0.040512 , 0.041599 , 0.041478 , 0.043811 , 0.051619 , 0.040422 , 0.034499 , 0.04531 , 0.038115 , 0.037439 , 0.024907 , 0.023719 , 0.028428 , 0.03858 , 0.030276 , 0.024838 , 0.033179 , 0.025788 , 0.029431 , 0.025926 , 0.034171 , 0.033131 , 0.034256 , 0.039245 , 0.037946 , 0.032049 , 0.03415 , 0.029932 , 0.03376 , 0.03036 , 0.036621 , 0.039509 , 0.047707 , 0.042792 , 0.040527 , 0.047623 , 0.048673 , 0.041905 , 0.033686 , 0.037592 , 0.034472 , 0.040454 , 0.032118 , 0.036378 , 0.038537 , 0.033242 , 0.030054 , 0.039783 , 0.029711 , 0.027805 , 0.053583 , 0.030656 , 0.040311 , 0.03528 , 0.04218 , 0.037455 , 0.046736 , 0.039266 , 0.038717 , 0.051365 , 0.03008 , 0.033987 , 0.027177 , 0.026522 , 0.03245 , 0.036568 , 0.045279 , 0.048726 , 0.0332 , 0.042095 , 0.027319 , 0.03103 , 0.030687 , 0.028064 , 0.028475 , 0.050732 , 0.043626 , 0.032276 , 0.042122 , 0.0333 , 0.034615 , 0.035322 , 0.040211 , 0.050252 , 0.040718 , 0.027969 , 0.034699 , 0.036294 , 0.028887 , 0.050943 , 0.040739 , 0.06658 , 0.031442 , 0.042317 , 0.039049 , 0.040612 , 0.041203 , 0.043341 , 0.038104 , 0.046973 , 0.045194 , 0.02866 , 0.035951 , 0.0455 , 0.044355 
 499 , 0.043455 , 0.036147 , 0.038806 , 0.027936 , 0.040358 , 0.048141 , 0.057117 , 0.044036 , 0.038885 , 0.041213 , 0.028026 , 0.032759 , 0.037112 , 0.038284 , 0.036131 , 0.047898 , 0.024691 , 0.041149 , 0.039498 , 0.041323 , 0.048257 , 0.048621 , 0.052268 , 0.039387 , 0.046447 , 0.040806 , 0.041872 , 0.041751 , 0.044125 , 0.051962 , 0.040706 , 0.034764 , 0.045687 , 0.038379 , 0.03774 , 0.025202 , 0.023983 , 0.028659 , 0.038864 , 0.03058 , 0.02515 , 0.033503 , 0.026089 , 0.029698 , 0.026163 , 0.0345 , 0.033419 , 0.034553 , 0.039598 , 0.038242 , 0.032395 , 0.03449 , 0.030221 , 0.034052 , 0.030653 , 0.036949 , 0.039751 , 0.048014 , 0.043128 , 0.040901 , 0.047956 , 0.048948 , 0.042273 , 0.033962 , 0.037967 , 0.034801 , 0.040785 , 0.03239 , 0.036611 , 0.038849 , 0.033593 , 0.030316 , 0.040141 , 0.029994 , 0.028105 , 0.053988 , 0.030944 , 0.0406 , 0.035587 , 0.0425 , 0.037825 , 0.047207 , 0.039614 , 0.039038 , 0.051777 , 0.030374 , 0.03421 , 0.027477 , 0.026786 , 0.032796 , 0.03688 , 0.045635 , 0.049154 , 0.033492 , 0.04241 , 0.027672 , 0.031366 , 0.031076 , 0.028347 , 0.028759 , 0.051165 , 0.043925 , 0.032606 , 0.042416 , 0.033593 , 0.034896 , 0.035582 , 0.040611 , 0.05078 , 0.041091 , 0.028231 , 0.034986 , 0.036579 , 0.029128 , 0.051239 , 0.041086 , 0.066932 , 0.031735 , 0.0426 , 0.039318 , 0.040912 , 0.041603 , 0.043687 , 0.038469 , 0.047191 , 0.04546 , 0.028912 , 0.036215 , 0.045867 , 0.044674 
 500 , 0.043874 , 0.036519 , 0.039176 , 0.028219 , 0.040605 , 0.048556 , 0.057546 , 0.044422 , 0.039229 , 0.041617 , 0.028351 , 0.033155 , 0.037526 , 0.038675 , 0.036508 , 0.048292 , 0.02504 , 0.041586 , 0.039835 , 0.041717 , 0.048672 , 0.048994 , 0.052605 , 0.039745 , 0.046769 , 0.041137 , 0.042171 , 0.042071 , 0.044464 , 0.052331 , 0.041 , 0.035079 , 0.046078 , 0.038686 , 0.038085 , 0.02552 , 0.024296 , 0.028926 , 0.039165 , 0.030924 , 0.025488 , 0.03384 , 0.0264 , 0.02998 , 0.026437 , 0.034847 , 0.03374 , 0.034884 , 0.039983 , 0.03857 , 0.03277 , 0.034852 , 0.030539 , 0.034383 , 0.030977 , 0.037299 , 0.04003 , 0.04835 , 0.043515 , 0.041311 , 0.048324 , 0.049226 , 0.042672 , 0.034262 , 0.038369 , 0.035158 , 0.041143 , 0.032691 , 0.036882 , 0.039192 , 0.033967 , 0.030613 , 0.040521 , 0.030302 , 0.028446 , 0.054419 , 0.031267 , 0.040932 , 0.035923 , 0.042846 , 0.038222 , 0.047697 , 0.039988 , 0.039387 , 0.052215 , 0.030692 , 0.034446 , 0.027803 , 0.027075 , 0.033181 , 0.03722 , 0.046004 , 0.0496 , 0.033824 , 0.042767 , 0.028061 , 0.031726 , 0.031504 , 0.028683 , 0.029068 , 0.051614 , 0.044254 , 0.032954 , 0.042735 , 0.033919 , 0.035221 , 0.035881 , 0.041048 , 0.051335 , 0.041491 , 0.028541 , 0.035269 , 0.036903 , 0.029395 , 0.051562 , 0.041449 , 0.067306 , 0.032047 , 0.042904 , 0.039603 , 0.041211 , 0.042023 , 0.044058 , 0.038875 , 0.047454 , 0.045751 , 0.029184 , 0.036503 , 0.046257 , 0.045013 
 501 , 0.04432 , 0.037051 , 0.039698 , 0.028607 , 0.041047 , 0.048996 , 0.05802 , 0.044879 , 0.039692 , 0.042165 , 0.02877 , 0.033567 , 0.037995 , 0.039128 , 0.036962 , 0.048859 , 0.025539 , 0.042186 , 0.040267 , 0.042233 , 0.049212 , 0.049492 , 0.053108 , 0.040188 , 0.047167 , 0.04159 , 0.042555 , 0.042555 , 0.044858 , 0.052797 , 0.041337 , 0.035544 , 0.046529 , 0.039134 , 0.038564 , 0.025913 , 0.024775 , 0.029319 , 0.039561 , 0.031416 , 0.025908 , 0.034247 , 0.026757 , 0.030336 , 0.026841 , 0.035264 , 0.034179 , 0.035354 , 0.040467 , 0.038991 , 0.03323 , 0.035322 , 0.030968 , 0.034848 , 0.031401 , 0.037726 , 0.040451 , 0.048812 , 0.044089 , 0.041822 , 0.048796 , 0.049513 , 0.043171 , 0.034658 , 0.038881 , 0.035612 , 0.041595 , 0.033109 , 0.037268 , 0.039624 , 0.034453 , 0.031042 , 0.040973 , 0.030721 , 0.028928 , 0.054942 , 0.031706 , 0.041405 , 0.03634 , 0.043271 , 0.038728 , 0.048279 , 0.040478 , 0.039829 , 0.052749 , 0.03109 , 0.034732 , 0.028217 , 0.027463 , 0.033699 , 0.037658 , 0.046439 , 0.050124 , 0.034273 , 0.04325 , 0.028559 , 0.032165 , 0.03207 , 0.029192 , 0.029482 , 0.052148 , 0.044674 , 0.033346 , 0.04314 , 0.034363 , 0.035702 , 0.03634 , 0.041616 , 0.052011 , 0.041991 , 0.029023 , 0.03557 , 0.037347 , 0.029719 , 0.051974 , 0.04189 , 0.067756 , 0.032434 , 0.043256 , 0.039924 , 0.041521 , 0.042523 , 0.04451 , 0.039418 , 0.047857 , 0.046134 , 0.029508 , 0.036851 , 0.046735 , 0.045417 
 502 , 0.044762 , 0.037579 , 0.040214 , 0.02899 , 0.04149 , 0.049431 , 0.058495 , 0.045326 , 0.040151 , 0.042707 , 0.029184 , 0.03398 , 0.038454 , 0.039582 , 0.037416 , 0.049421 , 0.026038 , 0.042781 , 0.040694 , 0.042739 , 0.049742 , 0.049979 , 0.0536 , 0.040625 , 0.047555 , 0.042043 , 0.042934 , 0.043028 , 0.045252 , 0.053257 , 0.041674 , 0.036009 , 0.046976 , 0.039582 , 0.039034 , 0.026307 , 0.025253 , 0.029711 , 0.039951 , 0.031904 , 0.026323 , 0.034655 , 0.027113 , 0.030692 , 0.02724 , 0.035682 , 0.034612 , 0.035814 , 0.040942 , 0.039413 , 0.03369 , 0.035782 , 0.031387 , 0.035313 , 0.031825 , 0.038149 , 0.040868 , 0.049268 , 0.044657 , 0.042333 , 0.049268 , 0.049795 , 0.043666 , 0.035055 , 0.039387 , 0.036062 , 0.042043 , 0.033527 , 0.037653 , 0.040056 , 0.034929 , 0.031466 , 0.041416 , 0.031134 , 0.029406 , 0.055455 , 0.032151 , 0.04188 , 0.036757 , 0.043687 , 0.039229 , 0.048852 , 0.040963 , 0.040262 , 0.053273 , 0.031487 , 0.035018 , 0.028631 , 0.027846 , 0.034217 , 0.038096 , 0.046875 , 0.050649 , 0.034718 , 0.043735 , 0.029053 , 0.032605 , 0.032626 , 0.029696 , 0.029896 , 0.052672 , 0.045094 , 0.033738 , 0.043545 , 0.034807 , 0.036178 , 0.036794 , 0.042175 , 0.052683 , 0.042491 , 0.029501 , 0.035861 , 0.037785 , 0.030049 , 0.052388 , 0.042322 , 0.068208 , 0.032821 , 0.043603 , 0.040251 , 0.041827 , 0.043018 , 0.044962 , 0.039956 , 0.048261 , 0.046512 , 0.029838 , 0.037195 , 0.047207 , 0.045816 
 503 , 0.045199 , 0.038102 , 0.040726 , 0.029367 , 0.041927 , 0.049861 , 0.05896 , 0.045773 , 0.04061 , 0.043244 , 0.029599 , 0.034388 , 0.038919 , 0.04003 , 0.037865 , 0.049977 , 0.026538 , 0.043371 , 0.041121 , 0.043249 , 0.050272 , 0.050472 , 0.054092 , 0.041063 , 0.047949 , 0.042491 , 0.043313 , 0.043508 , 0.045647 , 0.053713 , 0.042006 , 0.036463 , 0.047422 , 0.040025 , 0.039503 , 0.026696 , 0.025721 , 0.030099 , 0.040336 , 0.032386 , 0.026738 , 0.035057 , 0.027465 , 0.031042 , 0.027633 , 0.036095 , 0.035046 , 0.036274 , 0.041421 , 0.039835 , 0.034145 , 0.036237 , 0.031806 , 0.035779 , 0.032249 , 0.038566 , 0.041279 , 0.049724 , 0.04522 , 0.042838 , 0.04973 , 0.050077 , 0.044161 , 0.035441 , 0.039888 , 0.036511 , 0.042485 , 0.03394 , 0.038039 , 0.040483 , 0.035405 , 0.03189 , 0.041858 , 0.031548 , 0.029883 , 0.055962 , 0.032586 , 0.042348 , 0.037169 , 0.044108 , 0.03973 , 0.049424 , 0.041442 , 0.040694 , 0.053797 , 0.03188 , 0.035304 , 0.02904 , 0.028229 , 0.034725 , 0.038529 , 0.047301 , 0.051163 , 0.035162 , 0.044213 , 0.029546 , 0.033039 , 0.033181 , 0.030199 , 0.030299 , 0.053196 , 0.04551 , 0.034119 , 0.04395 , 0.035241 , 0.036653 , 0.037243 , 0.042733 , 0.053349 , 0.042986 , 0.029973 , 0.036153 , 0.038218 , 0.030368 , 0.052796 , 0.042754 , 0.068649 , 0.033202 , 0.04395 , 0.040573 , 0.042127 , 0.043508 , 0.045409 , 0.040489 , 0.048655 , 0.04689 , 0.030157 , 0.037538 , 0.04768 , 0.04621 
 504 , 0.045906 , 0.038799 , 0.041313 , 0.029904 , 0.042415 , 0.050524 , 0.059645 , 0.046428 , 0.041182 , 0.043955 , 0.030189 , 0.03505 , 0.039605 , 0.04076 , 0.038567 , 0.050724 , 0.027163 , 0.044171 , 0.041709 , 0.043881 , 0.05092 , 0.051083 , 0.054695 , 0.041661 , 0.0485 , 0.043074 , 0.043818 , 0.044092 , 0.046222 , 0.054383 , 0.042542 , 0.03698 , 0.04803 , 0.040602 , 0.04009 , 0.0273 , 0.026303 , 0.030679 , 0.040876 , 0.033047 , 0.027305 , 0.035672 , 0.028022 , 0.031576 , 0.028159 , 0.036669 , 0.035646 , 0.036901 , 0.042125 , 0.040412 , 0.034744 , 0.036837 , 0.032335 , 0.036342 , 0.032862 , 0.039136 , 0.041762 , 0.050308 , 0.045911 , 0.04348 , 0.05035 , 0.050593 , 0.044762 , 0.036015 , 0.040538 , 0.037206 , 0.043122 , 0.034417 , 0.038614 , 0.041055 , 0.035967 , 0.032424 , 0.042516 , 0.032092 , 0.030479 , 0.056682 , 0.033199 , 0.04298 , 0.03776 , 0.044698 , 0.040417 , 0.05016 , 0.042094 , 0.041292 , 0.054552 , 0.032504 , 0.035778 , 0.029588 , 0.028776 , 0.035456 , 0.03912 , 0.047935 , 0.0519 , 0.035746 , 0.044835 , 0.030263 , 0.033679 , 0.033895 , 0.030843 , 0.03088 , 0.053851 , 0.046048 , 0.034686 , 0.04453 , 0.035862 , 0.037191 , 0.037818 , 0.043465 , 0.054273 , 0.043686 , 0.03059 , 0.036616 , 0.038793 , 0.030853 , 0.053361 , 0.043343 , 0.069293 , 0.033716 , 0.044429 , 0.041071 , 0.042653 , 0.044171 , 0.04609 , 0.041187 , 0.049201 , 0.047408 , 0.030658 , 0.038039 , 0.04831 , 0.046744 
 505 , 0.046653 , 0.039515 , 0.041912 , 0.03046 , 0.042904 , 0.05121 , 0.060354 , 0.047112 , 0.041759 , 0.044689 , 0.030798 , 0.03575 , 0.040322 , 0.041521 , 0.039298 , 0.0515 , 0.027809 , 0.04499 , 0.042318 , 0.044525 , 0.051574 , 0.051711 , 0.055302 , 0.042276 , 0.049071 , 0.04367 , 0.04434 , 0.044684 , 0.046827 , 0.055074 , 0.043105 , 0.037492 , 0.048659 , 0.041194 , 0.040697 , 0.027936 , 0.026896 , 0.031278 , 0.041426 , 0.033728 , 0.027883 , 0.036315 , 0.028606 , 0.032133 , 0.028691 , 0.03726 , 0.036273 , 0.037545 , 0.042862 , 0.041004 , 0.035349 , 0.03745 , 0.032873 , 0.036912 , 0.033496 , 0.039721 , 0.042244 , 0.050903 , 0.046611 , 0.044135 , 0.050988 , 0.051136 , 0.045381 , 0.036611 , 0.041204 , 0.037936 , 0.043781 , 0.0349 , 0.039219 , 0.041642 , 0.036542 , 0.032968 , 0.0432 , 0.032651 , 0.031093 , 0.057424 , 0.033828 , 0.043633 , 0.038369 , 0.045317 , 0.04112 , 0.050914 , 0.042757 , 0.041906 , 0.055338 , 0.033152 , 0.036268 , 0.030153 , 0.02934 , 0.036209 , 0.039726 , 0.048596 , 0.052656 , 0.036352 , 0.04547 , 0.031009 , 0.03434 , 0.034631 , 0.0315 , 0.031473 , 0.054515 , 0.046595 , 0.035275 , 0.045132 , 0.036505 , 0.037735 , 0.038401 , 0.044214 , 0.055233 , 0.044409 , 0.03122 , 0.037096 , 0.039377 , 0.031357 , 0.053939 , 0.04395 , 0.069959 , 0.034251 , 0.044927 , 0.041595 , 0.043205 , 0.044858 , 0.046801 , 0.041912 , 0.049758 , 0.047936 , 0.031178 , 0.038564 , 0.048966 , 0.047297 
 506 , 0.047397 , 0.040222 , 0.0425 , 0.031011 , 0.043394 , 0.051891 , 0.061059 , 0.047788 , 0.042337 , 0.045419 , 0.031402 , 0.036441 , 0.041031 , 0.042278 , 0.040026 , 0.052266 , 0.028446 , 0.045805 , 0.042923 , 0.04516 , 0.052224 , 0.05233 , 0.055909 , 0.042886 , 0.049639 , 0.044266 , 0.044859 , 0.045276 , 0.047428 , 0.055761 , 0.043664 , 0.038001 , 0.049279 , 0.041781 , 0.041295 , 0.028563 , 0.027484 , 0.031873 , 0.041972 , 0.034405 , 0.028462 , 0.036949 , 0.029187 , 0.032687 , 0.029224 , 0.037842 , 0.03689 , 0.038186 , 0.04359 , 0.041596 , 0.035955 , 0.038059 , 0.033411 , 0.037477 , 0.034125 , 0.040301 , 0.042723 , 0.051494 , 0.047301 , 0.04479 , 0.051616 , 0.051674 , 0.04599 , 0.037197 , 0.041866 , 0.038656 , 0.044436 , 0.035373 , 0.039814 , 0.04222 , 0.037107 , 0.033512 , 0.04388 , 0.0332 , 0.031698 , 0.058162 , 0.034453 , 0.044277 , 0.038974 , 0.045927 , 0.041818 , 0.051664 , 0.04342 , 0.042511 , 0.05611 , 0.033797 , 0.036758 , 0.030709 , 0.029906 , 0.036959 , 0.040333 , 0.049247 , 0.053403 , 0.036949 , 0.046101 , 0.031746 , 0.034998 , 0.035357 , 0.032153 , 0.032068 , 0.055174 , 0.047143 , 0.035859 , 0.045736 , 0.037139 , 0.038276 , 0.038984 , 0.044959 , 0.056179 , 0.045123 , 0.031846 , 0.037573 , 0.039962 , 0.031862 , 0.054519 , 0.044552 , 0.070619 , 0.034776 , 0.045419 , 0.042114 , 0.043748 , 0.045541 , 0.047508 , 0.042627 , 0.050315 , 0.048465 , 0.031688 , 0.039085 , 0.049607 , 0.047841 
 507 , 0.04828 , 0.041057 , 0.043226 , 0.031603 , 0.044006 , 0.052633 , 0.06188 , 0.048555 , 0.043025 , 0.046296 , 0.032101 , 0.037197 , 0.041869 , 0.043083 , 0.040872 , 0.053094 , 0.029169 , 0.046763 , 0.043603 , 0.045946 , 0.053004 , 0.053036 , 0.056626 , 0.043603 , 0.050294 , 0.044944 , 0.045485 , 0.045999 , 0.048147 , 0.056546 , 0.044308 , 0.038629 , 0.050024 , 0.042484 , 0.042033 , 0.029286 , 0.028178 , 0.032526 , 0.042601 , 0.035172 , 0.029164 , 0.037696 , 0.029827 , 0.033316 , 0.02988 , 0.038523 , 0.037563 , 0.038921 , 0.04443 , 0.042272 , 0.036662 , 0.03882 , 0.034074 , 0.038183 , 0.034854 , 0.040983 , 0.043295 , 0.052172 , 0.048083 , 0.045581 , 0.052357 , 0.052272 , 0.046715 , 0.037881 , 0.042648 , 0.039467 , 0.045146 , 0.035972 , 0.040426 , 0.042892 , 0.037839 , 0.034138 , 0.044637 , 0.033841 , 0.032436 , 0.058985 , 0.03514 , 0.045034 , 0.039679 , 0.046678 , 0.042664 , 0.052548 , 0.044202 , 0.043232 , 0.056986 , 0.034493 , 0.03734 , 0.031375 , 0.03059 , 0.03786 , 0.040999 , 0.049987 , 0.054255 , 0.037653 , 0.046869 , 0.032589 , 0.035766 , 0.036253 , 0.032939 , 0.032695 , 0.055989 , 0.047792 , 0.036545 , 0.046424 , 0.037871 , 0.038958 , 0.039684 , 0.045846 , 0.057273 , 0.045968 , 0.032584 , 0.038115 , 0.04067 , 0.032441 , 0.055173 , 0.045241 , 0.071388 , 0.03541 , 0.045989 , 0.042712 , 0.044372 , 0.046344 , 0.04829 , 0.043454 , 0.050963 , 0.04908 , 0.032298 , 0.039689 , 0.050353 , 0.048486 
 508 , 0.049286 , 0.042009 , 0.044075 , 0.032251 , 0.044735 , 0.053433 , 0.062819 , 0.049409 , 0.04383 , 0.047322 , 0.03289 , 0.038006 , 0.042834 , 0.043936 , 0.041833 , 0.053977 , 0.029972 , 0.047849 , 0.044357 , 0.046864 , 0.053897 , 0.053817 , 0.057442 , 0.04441 , 0.051027 , 0.045709 , 0.046204 , 0.046853 , 0.048983 , 0.057432 , 0.045033 , 0.039368 , 0.050883 , 0.043297 , 0.042909 , 0.030111 , 0.028977 , 0.033236 , 0.043308 , 0.036025 , 0.029988 , 0.038554 , 0.030526 , 0.034023 , 0.030654 , 0.039289 , 0.038282 , 0.039752 , 0.045373 , 0.043036 , 0.037468 , 0.039725 , 0.034865 , 0.039012 , 0.035668 , 0.041759 , 0.043957 , 0.052928 , 0.04894 , 0.046502 , 0.053205 , 0.052938 , 0.047556 , 0.03865 , 0.043558 , 0.040364 , 0.045916 , 0.03668 , 0.041056 , 0.043654 , 0.038719 , 0.034843 , 0.045475 , 0.034566 , 0.033289 , 0.059891 , 0.035887 , 0.045901 , 0.04047 , 0.047551 , 0.043649 , 0.053561 , 0.045097 , 0.044059 , 0.057953 , 0.035243 , 0.038 , 0.032134 , 0.031399 , 0.038905 , 0.041737 , 0.050814 , 0.055206 , 0.038474 , 0.047769 , 0.033534 , 0.036653 , 0.037303 , 0.033853 , 0.033369 , 0.056947 , 0.048541 , 0.037335 , 0.047199 , 0.038692 , 0.039773 , 0.040492 , 0.046859 , 0.058496 , 0.046928 , 0.033438 , 0.038719 , 0.041509 , 0.033097 , 0.055893 , 0.046012 , 0.072258 , 0.036148 , 0.04663 , 0.043393 , 0.045065 , 0.047263 , 0.049148 , 0.044399 , 0.051698 , 0.049776 , 0.032991 , 0.040375 , 0.051192 , 0.049233 
 509 , 0.050288 , 0.042961 , 0.044922 , 0.032897 , 0.045457 , 0.054227 , 0.063757 , 0.050256 , 0.044628 , 0.048343 , 0.033672 , 0.038813 , 0.0438 , 0.044783 , 0.04279 , 0.054853 , 0.030775 , 0.048931 , 0.045109 , 0.047782 , 0.054788 , 0.054596 , 0.058263 , 0.045216 , 0.051758 , 0.046467 , 0.046926 , 0.047701 , 0.049818 , 0.058316 , 0.045756 , 0.040107 , 0.051742 , 0.04411 , 0.043773 , 0.03093 , 0.029775 , 0.03395 , 0.044019 , 0.036878 , 0.030812 , 0.039406 , 0.031224 , 0.034724 , 0.031427 , 0.040053 , 0.039 , 0.040582 , 0.046312 , 0.043794 , 0.038273 , 0.04063 , 0.035644 , 0.039839 , 0.036483 , 0.042528 , 0.044618 , 0.053687 , 0.049797 , 0.047418 , 0.054046 , 0.053602 , 0.048396 , 0.039417 , 0.044463 , 0.041256 , 0.046681 , 0.037386 , 0.041683 , 0.044414 , 0.039594 , 0.035553 , 0.046312 , 0.035286 , 0.034147 , 0.060796 , 0.036633 , 0.046761 , 0.041261 , 0.048423 , 0.044634 , 0.054569 , 0.045991 , 0.044879 , 0.058925 , 0.035991 , 0.038664 , 0.032891 , 0.032207 , 0.039952 , 0.042474 , 0.051635 , 0.056151 , 0.039289 , 0.048669 , 0.034473 , 0.037541 , 0.038348 , 0.034767 , 0.03404 , 0.057904 , 0.049289 , 0.038118 , 0.047974 , 0.039508 , 0.040582 , 0.041298 , 0.047872 , 0.059716 , 0.047888 , 0.034286 , 0.039326 , 0.042335 , 0.033746 , 0.056611 , 0.046782 , 0.073126 , 0.036884 , 0.047263 , 0.044072 , 0.045761 , 0.048177 , 0.05 , 0.045339 , 0.052431 , 0.05047 , 0.033677 , 0.041058 , 0.052025 , 0.049973 
