JUL26LOF00140.spu,JUL26LOF00139.spu,JUL26LOF00138.spu,JUL26LOF00137.spu,JUL26LOF00136.spu,
Wavelength,JUL26LOF00141.spu,JUL26LOF00142.spu,JUL26LOF00143.spu,JUL26LOF00144.spu,JUL26LOF00145.spu,JUL26LOF00146.spu,JUL26LOF00147.spu,JUL26LOF00148.spu,JUL26LOF00149.spu,JUL26LOF00150.spu,JUL26LOF00151.spu,JUL26LOF00152.spu,JUL26LOF00153.spu,JUL26LOF00154.spu,JUL26LOF00155.spu,JUL26LOF00156.spu,JUL26LOF00157.spu,JUL26LOF00158.spu,JUL26LOF00159.spu,JUL26LOF00160.spu,JUL26LOF00161.spu,JUL26LOF00162.spu,JUL26LOF00163.spu,JUL26LOF00164.spu,JUL26LOF00165.spu
  (nm),7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 
  time  ,:46:48 A,:47:00 A,:47:08 A,:47:20 A,:47:27 A,:48:09 A,:48:17 A,:48:25 A,:48:32 A,:48:38 A,:49:24 A,:49:31 A,:49:40 A,:49:50 A,:49:57 A,:50:35 A,:50:44 A,:50:52 A,:51:00 A,:51:07 A,:02:15 P,:02:30 P,:02:40 P,:02:49 P,:03:06 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 522 , 0.055166 , 0.058841 , 0.064181 , 0.067024 , 0.064223 , 0.065623 , 0.056668 , 0.072166 , 0.06937 , 0.054364 , 0.060236 , 0.060248 , 0.063109 , 0.053723 , 0.06196 , 0.072938 , 0.065192 , 0.053568 , 0.058285 , 0.057021 , 0.059996 , 0.067611 , 0.079331 , 0.070633 , 0.07732 
 523 , 0.056848 , 0.060488 , 0.065929 , 0.069532 , 0.066201 , 0.067362 , 0.058221 , 0.074018 , 0.07108 , 0.055851 , 0.062096 , 0.062012 , 0.065337 , 0.055422 , 0.063874 , 0.074835 , 0.066975 , 0.054823 , 0.059714 , 0.058584 , 0.061733 , 0.069327 , 0.081473 , 0.072604 , 0.079061 
 524 , 0.058614 , 0.062217 , 0.06767 , 0.07214 , 0.068263 , 0.069111 , 0.059921 , 0.076031 , 0.07294 , 0.057496 , 0.063976 , 0.063915 , 0.06756 , 0.057209 , 0.065838 , 0.076763 , 0.068831 , 0.056098 , 0.061234 , 0.060171 , 0.063573 , 0.071157 , 0.083689 , 0.07462 , 0.080843 
 525 , 0.060402 , 0.063968 , 0.069416 , 0.074772 , 0.070348 , 0.07086 , 0.061667 , 0.078097 , 0.074858 , 0.059193 , 0.065856 , 0.065875 , 0.06978 , 0.059033 , 0.067824 , 0.078714 , 0.070718 , 0.057379 , 0.062778 , 0.06176 , 0.065455 , 0.073026 , 0.085927 , 0.076653 , 0.082638 
 526 , 0.062196 , 0.065724 , 0.071159 , 0.077404 , 0.07243 , 0.072611 , 0.063411 , 0.080165 , 0.076774 , 0.060887 , 0.067743 , 0.06783 , 0.072 , 0.060856 , 0.069812 , 0.080657 , 0.072605 , 0.058668 , 0.064321 , 0.063349 , 0.067332 , 0.074898 , 0.088161 , 0.078681 , 0.084434 
 527 , 0.063957 , 0.067432 , 0.072922 , 0.080055 , 0.074515 , 0.074389 , 0.065116 , 0.082164 , 0.078664 , 0.062553 , 0.069579 , 0.069762 , 0.074219 , 0.06266 , 0.071789 , 0.082611 , 0.074483 , 0.059941 , 0.065846 , 0.064933 , 0.069183 , 0.07675 , 0.090386 , 0.080697 , 0.08625 
 528 , 0.065671 , 0.069072 , 0.074717 , 0.082765 , 0.076611 , 0.076224 , 0.066758 , 0.084075 , 0.080521 , 0.064183 , 0.071354 , 0.071653 , 0.076452 , 0.064437 , 0.073751 , 0.084571 , 0.076338 , 0.061208 , 0.067342 , 0.06651 , 0.070972 , 0.078576 , 0.092619 , 0.082702 , 0.08808 
 529 , 0.067386 , 0.070717 , 0.076507 , 0.085474 , 0.078702 , 0.07806 , 0.068394 , 0.085981 , 0.082374 , 0.065807 , 0.073124 , 0.073535 , 0.078683 , 0.066211 , 0.075711 , 0.086527 , 0.078189 , 0.062469 , 0.068836 , 0.068092 , 0.072765 , 0.080397 , 0.094852 , 0.084698 , 0.08991 
 530 , 0.069095 , 0.072355 , 0.078291 , 0.088168 , 0.080786 , 0.079886 , 0.070029 , 0.087896 , 0.084221 , 0.067436 , 0.074896 , 0.075414 , 0.080903 , 0.067981 , 0.077669 , 0.088479 , 0.080041 , 0.06373 , 0.070327 , 0.069659 , 0.074546 , 0.082219 , 0.097078 , 0.086697 , 0.091732 
 531 , 0.070727 , 0.073897 , 0.079779 , 0.090524 , 0.082583 , 0.081557 , 0.071589 , 0.089819 , 0.085975 , 0.069014 , 0.07659 , 0.076969 , 0.082871 , 0.069544 , 0.0794 , 0.090204 , 0.081746 , 0.064916 , 0.071655 , 0.071073 , 0.076197 , 0.083877 , 0.0991 , 0.088583 , 0.093374 
 532 , 0.072362 , 0.075439 , 0.081265 , 0.092883 , 0.084375 , 0.083229 , 0.073153 , 0.091729 , 0.087729 , 0.070589 , 0.078286 , 0.07853 , 0.084843 , 0.071097 , 0.081133 , 0.091927 , 0.083453 , 0.066115 , 0.072988 , 0.072487 , 0.077851 , 0.085542 , 0.101107 , 0.090471 , 0.095018 
 533 , 0.073995 , 0.076984 , 0.082757 , 0.09524 , 0.086165 , 0.084897 , 0.074719 , 0.093646 , 0.089481 , 0.072161 , 0.07998 , 0.080087 , 0.08681 , 0.072659 , 0.082864 , 0.093653 , 0.085156 , 0.067305 , 0.074314 , 0.073902 , 0.079509 , 0.087202 , 0.103119 , 0.092364 , 0.096655 
 534 , 0.075334 , 0.078338 , 0.084006 , 0.097314 , 0.087746 , 0.086254 , 0.07605 , 0.095267 , 0.091051 , 0.073474 , 0.081356 , 0.081463 , 0.088462 , 0.073963 , 0.084307 , 0.095146 , 0.086602 , 0.068268 , 0.075441 , 0.07512 , 0.080901 , 0.088609 , 0.104862 , 0.093875 , 0.09803 
 535 , 0.07655 , 0.079618 , 0.085155 , 0.099265 , 0.08924 , 0.087477 , 0.077283 , 0.096755 , 0.092543 , 0.074679 , 0.082592 , 0.082767 , 0.089973 , 0.07515 , 0.085626 , 0.09654 , 0.087921 , 0.069142 , 0.076476 , 0.076254 , 0.082181 , 0.089906 , 0.106498 , 0.095228 , 0.099285 
 536 , 0.077767 , 0.080893 , 0.086299 , 0.101218 , 0.090738 , 0.088701 , 0.078512 , 0.098241 , 0.094039 , 0.075886 , 0.083823 , 0.084073 , 0.091482 , 0.07634 , 0.086942 , 0.097937 , 0.089249 , 0.070007 , 0.077517 , 0.077382 , 0.083464 , 0.091204 , 0.108133 , 0.096583 , 0.100548 
 537 , 0.078933 , 0.082103 , 0.087416 , 0.103049 , 0.092144 , 0.089913 , 0.079681 , 0.099675 , 0.09545 , 0.077021 , 0.085049 , 0.085307 , 0.092906 , 0.07747 , 0.088226 , 0.099267 , 0.090518 , 0.070845 , 0.078518 , 0.078464 , 0.084688 , 0.092471 , 0.109689 , 0.09794 , 0.101763 
 538 , 0.080013 , 0.083184 , 0.088439 , 0.104648 , 0.093359 , 0.091097 , 0.080717 , 0.100999 , 0.09666 , 0.078011 , 0.086232 , 0.086396 , 0.094145 , 0.078469 , 0.089437 , 0.100445 , 0.091678 , 0.071622 , 0.079453 , 0.079419 , 0.085794 , 0.093646 , 0.111044 , 0.099277 , 0.102905 
 539 , 0.081086 , 0.084265 , 0.089468 , 0.106251 , 0.094568 , 0.092282 , 0.081752 , 0.102317 , 0.097876 , 0.078993 , 0.087415 , 0.087484 , 0.095385 , 0.079467 , 0.090641 , 0.101624 , 0.092838 , 0.072396 , 0.080379 , 0.080379 , 0.0869 , 0.094822 , 0.112401 , 0.100615 , 0.104047 
 540 , 0.082159 , 0.085345 , 0.090488 , 0.107849 , 0.095776 , 0.093474 , 0.082787 , 0.103637 , 0.099093 , 0.07998 , 0.088599 , 0.088571 , 0.096625 , 0.080463 , 0.091846 , 0.102802 , 0.093998 , 0.073168 , 0.081311 , 0.081346 , 0.087999 , 0.095997 , 0.113758 , 0.101947 , 0.105181 
 541 , 0.083179 , 0.086387 , 0.091416 , 0.109255 , 0.09682 , 0.094527 , 0.08381 , 0.104918 , 0.100346 , 0.081011 , 0.089608 , 0.08956 , 0.097741 , 0.081385 , 0.092864 , 0.103955 , 0.095046 , 0.073883 , 0.082133 , 0.082223 , 0.089019 , 0.097042 , 0.115088 , 0.103096 , 0.106269 
 542 , 0.084204 , 0.087427 , 0.092342 , 0.110648 , 0.097862 , 0.095585 , 0.084838 , 0.106194 , 0.101613 , 0.082047 , 0.090615 , 0.090546 , 0.098857 , 0.082311 , 0.093873 , 0.105101 , 0.0961 , 0.074599 , 0.082958 , 0.083098 , 0.090031 , 0.098091 , 0.116412 , 0.104238 , 0.107349 
 543 , 0.085222 , 0.088467 , 0.093265 , 0.112043 , 0.098902 , 0.096643 , 0.085865 , 0.107476 , 0.102881 , 0.083088 , 0.091628 , 0.09153 , 0.099972 , 0.083228 , 0.09488 , 0.106252 , 0.097153 , 0.075304 , 0.083781 , 0.083977 , 0.091048 , 0.09914 , 0.117744 , 0.105385 , 0.108428 
 544 , 0.086174 , 0.089456 , 0.094221 , 0.113407 , 0.099962 , 0.0977 , 0.086842 , 0.108719 , 0.10406 , 0.084059 , 0.092569 , 0.092513 , 0.101073 , 0.084115 , 0.095922 , 0.107384 , 0.098213 , 0.076026 , 0.084635 , 0.084853 , 0.092063 , 0.10018 , 0.119029 , 0.106505 , 0.109485 
 545 , 0.08708 , 0.090415 , 0.095197 , 0.114749 , 0.101031 , 0.09875 , 0.087787 , 0.109938 , 0.105185 , 0.08499 , 0.093459 , 0.093494 , 0.102168 , 0.08499 , 0.096984 , 0.108519 , 0.099265 , 0.076746 , 0.085505 , 0.085724 , 0.093077 , 0.101222 , 0.120287 , 0.107622 , 0.110518 
 546 , 0.087985 , 0.091378 , 0.09617 , 0.116092 , 0.102098 , 0.099805 , 0.08873 , 0.111157 , 0.106309 , 0.085919 , 0.094353 , 0.094474 , 0.10327 , 0.085869 , 0.098045 , 0.109645 , 0.100324 , 0.07747 , 0.08638 , 0.0866 , 0.09409 , 0.102262 , 0.121544 , 0.108737 , 0.111548 
 547 , 0.088846 , 0.092272 , 0.09706 , 0.117318 , 0.103068 , 0.100806 , 0.089603 , 0.112316 , 0.107385 , 0.086813 , 0.095212 , 0.095354 , 0.104274 , 0.086677 , 0.099015 , 0.110703 , 0.101313 , 0.078164 , 0.087198 , 0.087419 , 0.095033 , 0.103225 , 0.122741 , 0.109783 , 0.112516 
 548 , 0.089603 , 0.092978 , 0.097729 , 0.118231 , 0.103784 , 0.101656 , 0.090283 , 0.113322 , 0.108334 , 0.087618 , 0.095973 , 0.095995 , 0.105009 , 0.08731 , 0.099742 , 0.111559 , 0.102114 , 0.078746 , 0.087854 , 0.088098 , 0.095794 , 0.104013 , 0.123763 , 0.110635 , 0.113322 
 549 , 0.090352 , 0.093684 , 0.098397 , 0.11915 , 0.104499 , 0.102506 , 0.090964 , 0.114329 , 0.109285 , 0.088417 , 0.096735 , 0.096627 , 0.105744 , 0.087949 , 0.100477 , 0.112422 , 0.102916 , 0.079335 , 0.08851 , 0.088769 , 0.096555 , 0.104795 , 0.124785 , 0.11148 , 0.11412 
 550 , 0.091105 , 0.094393 , 0.099068 , 0.12006 , 0.105218 , 0.103353 , 0.09164 , 0.115334 , 0.11024 , 0.089226 , 0.0975 , 0.097269 , 0.106482 , 0.088591 , 0.101207 , 0.113282 , 0.103722 , 0.079919 , 0.089169 , 0.08945 , 0.097312 , 0.105579 , 0.125812 , 0.112328 , 0.114915 
 551 , 0.091548 , 0.094845 , 0.099439 , 0.120605 , 0.105685 , 0.103787 , 0.09207 , 0.115939 , 0.110794 , 0.089642 , 0.097852 , 0.097577 , 0.106895 , 0.088903 , 0.101591 , 0.113786 , 0.104236 , 0.080229 , 0.089562 , 0.08986 , 0.097707 , 0.106084 , 0.126431 , 0.112772 , 0.115402 
 552 , 0.091961 , 0.095272 , 0.099788 , 0.121133 , 0.106133 , 0.104188 , 0.092476 , 0.116509 , 0.111332 , 0.09003 , 0.098176 , 0.097864 , 0.10728 , 0.089195 , 0.101944 , 0.114272 , 0.104725 , 0.080518 , 0.089935 , 0.090255 , 0.098081 , 0.106569 , 0.127029 , 0.113198 , 0.115855 
 553 , 0.092375 , 0.095699 , 0.100137 , 0.121656 , 0.106582 , 0.104596 , 0.092891 , 0.117073 , 0.111864 , 0.090418 , 0.0985 , 0.098151 , 0.107674 , 0.089479 , 0.102298 , 0.114759 , 0.105215 , 0.080815 , 0.090316 , 0.090651 , 0.098449 , 0.107055 , 0.127628 , 0.113624 , 0.116316 
 554 , 0.092535 , 0.095857 , 0.100308 , 0.121777 , 0.106733 , 0.104817 , 0.093008 , 0.11734 , 0.112052 , 0.090553 , 0.09864 , 0.098224 , 0.107753 , 0.089541 , 0.102413 , 0.114951 , 0.105415 , 0.080944 , 0.090466 , 0.090816 , 0.098603 , 0.107294 , 0.127875 , 0.113815 , 0.116532 
 555 , 0.092518 , 0.095824 , 0.100347 , 0.121614 , 0.106661 , 0.104913 , 0.092925 , 0.117382 , 0.112 , 0.090493 , 0.098643 , 0.098155 , 0.107608 , 0.08943 , 0.102357 , 0.114942 , 0.105409 , 0.080959 , 0.090464 , 0.090813 , 0.098599 , 0.107353 , 0.12787 , 0.113835 , 0.116574 
 556 , 0.0925 , 0.095799 , 0.100386 , 0.12145 , 0.106589 , 0.105002 , 0.09285 , 0.117424 , 0.111948 , 0.090432 , 0.098638 , 0.098078 , 0.107463 , 0.089326 , 0.102308 , 0.114934 , 0.105402 , 0.080981 , 0.090461 , 0.090811 , 0.098595 , 0.107412 , 0.127872 , 0.113856 , 0.116616 
 557 , 0.09243 , 0.095734 , 0.100349 , 0.121189 , 0.106435 , 0.10503 , 0.092735 , 0.117404 , 0.111872 , 0.090333 , 0.098566 , 0.09794 , 0.107257 , 0.089147 , 0.102191 , 0.114871 , 0.105343 , 0.080965 , 0.090413 , 0.090777 , 0.098515 , 0.107417 , 0.127806 , 0.113801 , 0.116589 
 558 , 0.092163 , 0.095542 , 0.100055 , 0.120612 , 0.106006 , 0.104822 , 0.092534 , 0.117182 , 0.111689 , 0.090121 , 0.098238 , 0.097562 , 0.106834 , 0.088726 , 0.10185 , 0.114602 , 0.105098 , 0.08082 , 0.09023 , 0.090615 , 0.098187 , 0.10722 , 0.127552 , 0.113483 , 0.116361 
 559 , 0.091905 , 0.095351 , 0.09976 , 0.120033 , 0.10557 , 0.10462 , 0.092326 , 0.116958 , 0.111511 , 0.089918 , 0.097911 , 0.097178 , 0.106412 , 0.0883 , 0.101509 , 0.114332 , 0.104852 , 0.080677 , 0.090041 , 0.090455 , 0.097853 , 0.107028 , 0.127301 , 0.113164 , 0.116131 
 560 , 0.09164 , 0.095159 , 0.099459 , 0.119455 , 0.105143 , 0.104411 , 0.092125 , 0.116733 , 0.111332 , 0.089707 , 0.097584 , 0.096802 , 0.105997 , 0.087876 , 0.101168 , 0.114062 , 0.104614 , 0.080535 , 0.089859 , 0.090294 , 0.097519 , 0.106829 , 0.12705 , 0.112846 , 0.115894 
 561 , 0.091165 , 0.094791 , 0.099154 , 0.11859 , 0.104621 , 0.10408 , 0.091693 , 0.116279 , 0.11092 , 0.089309 , 0.097074 , 0.096301 , 0.105423 , 0.087316 , 0.100692 , 0.113679 , 0.10421 , 0.080288 , 0.089591 , 0.089952 , 0.097081 , 0.106499 , 0.126644 , 0.112371 , 0.115521 
 562 , 0.090663 , 0.094401 , 0.098838 , 0.117693 , 0.104088 , 0.103728 , 0.091239 , 0.115799 , 0.110469 , 0.088877 , 0.09654 , 0.095791 , 0.10483 , 0.086745 , 0.100199 , 0.113286 , 0.103793 , 0.080025 , 0.089316 , 0.089583 , 0.096634 , 0.106155 , 0.126228 , 0.111888 , 0.115122 
 563 , 0.090162 , 0.094018 , 0.098528 , 0.116799 , 0.103563 , 0.103369 , 0.090779 , 0.11532 , 0.110027 , 0.088445 , 0.096 , 0.095282 , 0.104245 , 0.086176 , 0.099699 , 0.112892 , 0.103376 , 0.079769 , 0.089041 , 0.089221 , 0.09618 , 0.105818 , 0.125812 , 0.111406 , 0.114716 
 564 , 0.089611 , 0.093526 , 0.098122 , 0.115709 , 0.102875 , 0.102918 , 0.090198 , 0.114786 , 0.109517 , 0.087943 , 0.095395 , 0.09465 , 0.10349 , 0.085481 , 0.099081 , 0.112402 , 0.102853 , 0.079475 , 0.088695 , 0.088809 , 0.095588 , 0.105351 , 0.125244 , 0.110849 , 0.114256 
 565 , 0.089016 , 0.092947 , 0.097639 , 0.114453 , 0.102048 , 0.102382 , 0.089514 , 0.114196 , 0.108941 , 0.087378 , 0.094727 , 0.093901 , 0.102574 , 0.084672 , 0.09833 , 0.111811 , 0.102233 , 0.07916 , 0.088289 , 0.088353 , 0.094869 , 0.104782 , 0.124536 , 0.11023 , 0.113762 
 566 , 0.088422 , 0.092368 , 0.097157 , 0.113196 , 0.101223 , 0.10184 , 0.088825 , 0.113607 , 0.108364 , 0.086806 , 0.094054 , 0.093154 , 0.101662 , 0.083866 , 0.097589 , 0.111219 , 0.10162 , 0.078836 , 0.087876 , 0.087904 , 0.094153 , 0.104213 , 0.12383 , 0.109611 , 0.113267 
 567 , 0.087796 , 0.091743 , 0.096642 , 0.111914 , 0.100377 , 0.101265 , 0.088128 , 0.112965 , 0.107756 , 0.086211 , 0.09335 , 0.092363 , 0.100722 , 0.083039 , 0.096818 , 0.110582 , 0.100976 , 0.078486 , 0.08743 , 0.087416 , 0.093421 , 0.103619 , 0.123085 , 0.108933 , 0.112732 
 568 , 0.086999 , 0.090949 , 0.095976 , 0.110535 , 0.099443 , 0.100542 , 0.087377 , 0.11211 , 0.106991 , 0.085452 , 0.092489 , 0.091383 , 0.099688 , 0.082126 , 0.095969 , 0.109764 , 0.100199 , 0.078008 , 0.086838 , 0.086789 , 0.092622 , 0.10293 , 0.122194 , 0.107993 , 0.112019 
 569 , 0.08621 , 0.09016 , 0.095314 , 0.109155 , 0.098506 , 0.099828 , 0.086627 , 0.111255 , 0.10622 , 0.084693 , 0.091621 , 0.090404 , 0.098645 , 0.081216 , 0.095126 , 0.108946 , 0.099424 , 0.077529 , 0.086237 , 0.086168 , 0.091822 , 0.102241 , 0.121305 , 0.107054 , 0.111311 
 570 , 0.085416 , 0.089374 , 0.094652 , 0.10777 , 0.097567 , 0.099107 , 0.085879 , 0.110401 , 0.105455 , 0.083944 , 0.090762 , 0.089429 , 0.097601 , 0.080304 , 0.094278 , 0.108129 , 0.098651 , 0.07705 , 0.085644 , 0.08554 , 0.091025 , 0.101559 , 0.120418 , 0.106112 , 0.110595 
 571 , 0.084597 , 0.088587 , 0.093942 , 0.106311 , 0.096651 , 0.098317 , 0.085035 , 0.109507 , 0.104549 , 0.083088 , 0.089917 , 0.088505 , 0.09652 , 0.079351 , 0.093353 , 0.107271 , 0.097837 , 0.076588 , 0.084994 , 0.084871 , 0.090185 , 0.100826 , 0.119469 , 0.105228 , 0.109822 
 572 , 0.08377 , 0.087804 , 0.093218 , 0.104835 , 0.095734 , 0.097516 , 0.084178 , 0.10861 , 0.103611 , 0.082219 , 0.089069 , 0.087586 , 0.095428 , 0.07839 , 0.092402 , 0.106406 , 0.09702 , 0.076132 , 0.084335 , 0.084192 , 0.089327 , 0.100074 , 0.1185 , 0.104345 , 0.109018 
 573 , 0.08294 , 0.087022 , 0.092493 , 0.103356 , 0.094821 , 0.09671 , 0.083324 , 0.107714 , 0.102681 , 0.081354 , 0.088222 , 0.086664 , 0.094328 , 0.077427 , 0.091454 , 0.105542 , 0.096204 , 0.075666 , 0.083682 , 0.083513 , 0.088472 , 0.099328 , 0.117531 , 0.103464 , 0.108214 
 574 , 0.082151 , 0.086274 , 0.091769 , 0.101941 , 0.093883 , 0.095951 , 0.082566 , 0.106834 , 0.101821 , 0.080558 , 0.087378 , 0.085779 , 0.093268 , 0.076516 , 0.090544 , 0.104719 , 0.095409 , 0.075204 , 0.083048 , 0.082861 , 0.087646 , 0.098575 , 0.116591 , 0.102584 , 0.107483 
 575 , 0.081406 , 0.085562 , 0.091053 , 0.100581 , 0.092939 , 0.095249 , 0.081924 , 0.105972 , 0.101052 , 0.079859 , 0.086545 , 0.084931 , 0.092248 , 0.07565 , 0.089679 , 0.103933 , 0.094638 , 0.074733 , 0.082448 , 0.082236 , 0.086844 , 0.097812 , 0.115692 , 0.101709 , 0.106848 
 576 , 0.080655 , 0.084851 , 0.090331 , 0.099222 , 0.091997 , 0.094539 , 0.081281 , 0.10511 , 0.100283 , 0.079154 , 0.085707 , 0.084074 , 0.091226 , 0.074781 , 0.088822 , 0.103154 , 0.093861 , 0.07426 , 0.081848 , 0.081617 , 0.086043 , 0.097055 , 0.114799 , 0.100829 , 0.10621 
 577 , 0.079899 , 0.084145 , 0.089626 , 0.097877 , 0.091063 , 0.093833 , 0.08063 , 0.10424 , 0.099491 , 0.078442 , 0.084864 , 0.083237 , 0.090208 , 0.073921 , 0.087973 , 0.102372 , 0.093095 , 0.07379 , 0.081244 , 0.08099 , 0.085242 , 0.096303 , 0.113903 , 0.099961 , 0.105554 
 578 , 0.079057 , 0.083472 , 0.088982 , 0.096618 , 0.090201 , 0.093092 , 0.079925 , 0.103361 , 0.098596 , 0.077663 , 0.084016 , 0.08246 , 0.089228 , 0.073099 , 0.08716 , 0.101591 , 0.09234 , 0.07332 , 0.080671 , 0.080379 , 0.084457 , 0.095581 , 0.112981 , 0.099147 , 0.104787 
 579 , 0.078219 , 0.082806 , 0.088338 , 0.095357 , 0.089323 , 0.092353 , 0.079216 , 0.102486 , 0.097693 , 0.076874 , 0.083166 , 0.081693 , 0.088242 , 0.07228 , 0.086351 , 0.1008 , 0.091575 , 0.072847 , 0.080091 , 0.079763 , 0.083668 , 0.094849 , 0.112059 , 0.09833 , 0.104011 
 580 , 0.077384 , 0.082134 , 0.087688 , 0.094098 , 0.088448 , 0.091608 , 0.078508 , 0.101606 , 0.096786 , 0.076088 , 0.082313 , 0.080921 , 0.08726 , 0.071459 , 0.085537 , 0.100016 , 0.090816 , 0.072379 , 0.079516 , 0.079146 , 0.082881 , 0.094117 , 0.111138 , 0.097514 , 0.103234 
 581 , 0.076484 , 0.081174 , 0.086788 , 0.092597 , 0.0873 , 0.09068 , 0.077573 , 0.100534 , 0.095699 , 0.075218 , 0.081307 , 0.079864 , 0.086053 , 0.070516 , 0.084534 , 0.098971 , 0.089775 , 0.071681 , 0.078693 , 0.078301 , 0.081845 , 0.093123 , 0.109913 , 0.096407 , 0.102192 
 582 , 0.075575 , 0.080142 , 0.085829 , 0.091041 , 0.086086 , 0.089707 , 0.076577 , 0.099404 , 0.094561 , 0.074329 , 0.080273 , 0.078726 , 0.08479 , 0.069549 , 0.08348 , 0.097863 , 0.088667 , 0.070921 , 0.077812 , 0.077398 , 0.080762 , 0.092068 , 0.108612 , 0.095225 , 0.101089 
 583 , 0.074669 , 0.079107 , 0.084866 , 0.089485 , 0.084872 , 0.088728 , 0.075586 , 0.098269 , 0.093421 , 0.073435 , 0.079231 , 0.077595 , 0.083527 , 0.068587 , 0.082424 , 0.09675 , 0.087557 , 0.070162 , 0.076931 , 0.076497 , 0.079671 , 0.091016 , 0.107313 , 0.094047 , 0.099986 
 584 , 0.07368 , 0.078011 , 0.083789 , 0.087899 , 0.083648 , 0.087617 , 0.074545 , 0.097009 , 0.092175 , 0.072441 , 0.078091 , 0.076404 , 0.082213 , 0.067539 , 0.081256 , 0.095512 , 0.086403 , 0.069349 , 0.075956 , 0.075514 , 0.078514 , 0.089844 , 0.105892 , 0.092752 , 0.098739 
 585 , 0.072598 , 0.076847 , 0.082574 , 0.08629 , 0.082416 , 0.086351 , 0.073439 , 0.095594 , 0.090812 , 0.071327 , 0.076835 , 0.075152 , 0.080824 , 0.066399 , 0.079959 , 0.094136 , 0.085171 , 0.068469 , 0.074898 , 0.074438 , 0.077289 , 0.088524 , 0.104348 , 0.091315 , 0.097338 
 586 , 0.071517 , 0.075692 , 0.081353 , 0.084674 , 0.081186 , 0.08508 , 0.072329 , 0.094176 , 0.089446 , 0.070209 , 0.075578 , 0.073894 , 0.079436 , 0.065252 , 0.078654 , 0.092754 , 0.083939 , 0.067593 , 0.073834 , 0.073363 , 0.076062 , 0.087212 , 0.1028 , 0.089882 , 0.095931 
 587 , 0.070463 , 0.074546 , 0.080155 , 0.083089 , 0.079972 , 0.083832 , 0.07124 , 0.092781 , 0.088097 , 0.069119 , 0.074357 , 0.072666 , 0.078075 , 0.064135 , 0.07738 , 0.091397 , 0.082724 , 0.066721 , 0.072796 , 0.072307 , 0.074858 , 0.085917 , 0.101284 , 0.088474 , 0.094561 
 588 , 0.069621 , 0.073533 , 0.079206 , 0.081771 , 0.078932 , 0.082779 , 0.070251 , 0.091577 , 0.086913 , 0.068199 , 0.073405 , 0.071702 , 0.076967 , 0.06322 , 0.076349 , 0.090242 , 0.081672 , 0.065942 , 0.071924 , 0.071434 , 0.073889 , 0.084861 , 0.099978 , 0.087327 , 0.093501 
 589 , 0.068783 , 0.072517 , 0.078254 , 0.080441 , 0.077885 , 0.081717 , 0.069256 , 0.090374 , 0.085716 , 0.067277 , 0.072442 , 0.070734 , 0.075853 , 0.06229 , 0.075311 , 0.089075 , 0.08062 , 0.065159 , 0.071046 , 0.070555 , 0.072904 , 0.083783 , 0.098673 , 0.086172 , 0.092434 
 590 , 0.067934 , 0.071498 , 0.077291 , 0.079107 , 0.076834 , 0.080655 , 0.068265 , 0.089161 , 0.084511 , 0.066351 , 0.071481 , 0.069762 , 0.074732 , 0.061364 , 0.074275 , 0.087905 , 0.079559 , 0.064369 , 0.070167 , 0.06967 , 0.071915 , 0.082706 , 0.097359 , 0.085008 , 0.091361 
 591 , 0.067416 , 0.070948 , 0.076624 , 0.078188 , 0.076187 , 0.080014 , 0.067666 , 0.088411 , 0.083745 , 0.065772 , 0.070863 , 0.069112 , 0.073993 , 0.060743 , 0.07363 , 0.08722 , 0.078914 , 0.063935 , 0.069639 , 0.069146 , 0.071311 , 0.082015 , 0.096535 , 0.084266 , 0.090633 
 592 , 0.066988 , 0.070541 , 0.076038 , 0.077382 , 0.075654 , 0.079495 , 0.067186 , 0.087788 , 0.083111 , 0.065293 , 0.070344 , 0.068547 , 0.07336 , 0.060215 , 0.073106 , 0.086687 , 0.078388 , 0.063598 , 0.069225 , 0.068717 , 0.070812 , 0.081422 , 0.09585 , 0.083625 , 0.090003 
 593 , 0.066554 , 0.070133 , 0.075447 , 0.076573 , 0.075115 , 0.078976 , 0.066706 , 0.087166 , 0.082472 , 0.064814 , 0.069824 , 0.067978 , 0.072723 , 0.059681 , 0.072576 , 0.086141 , 0.077862 , 0.063266 , 0.068811 , 0.068287 , 0.070314 , 0.080828 , 0.095153 , 0.082984 , 0.089372 
 594 , 0.066261 , 0.069847 , 0.075073 , 0.075982 , 0.074736 , 0.078615 , 0.066367 , 0.086748 , 0.08205 , 0.064464 , 0.069426 , 0.067602 , 0.072255 , 0.059284 , 0.072216 , 0.085777 , 0.077498 , 0.063044 , 0.068556 , 0.068001 , 0.069971 , 0.08045 , 0.094679 , 0.082566 , 0.088948 
