JUL26LOF00140.spu,JUL26LOF00139.spu,JUL26LOF00138.spu,JUL26LOF00137.spu,JUL26LOF00136.spu,
Wavelength,JUL26LOF00141.spu,JUL26LOF00142.spu,JUL26LOF00143.spu,JUL26LOF00144.spu,JUL26LOF00145.spu,JUL26LOF00146.spu,JUL26LOF00147.spu,JUL26LOF00148.spu,JUL26LOF00149.spu,JUL26LOF00150.spu,JUL26LOF00151.spu,JUL26LOF00152.spu,JUL26LOF00153.spu,JUL26LOF00154.spu,JUL26LOF00155.spu,JUL26LOF00156.spu,JUL26LOF00157.spu,JUL26LOF00158.spu,JUL26LOF00159.spu,JUL26LOF00160.spu,JUL26LOF00161.spu,JUL26LOF00162.spu,JUL26LOF00163.spu,JUL26LOF00164.spu,JUL26LOF00165.spu
  (nm),7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 ,7/26/2016 
  time  ,:46:48 A,:47:00 A,:47:08 A,:47:20 A,:47:27 A,:48:09 A,:48:17 A,:48:25 A,:48:32 A,:48:38 A,:49:24 A,:49:31 A,:49:40 A,:49:50 A,:49:57 A,:50:35 A,:50:44 A,:50:52 A,:51:00 A,:51:07 A,:02:15 P,:02:30 P,:02:40 P,:02:49 P,:03:06 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 713 , 0.222087 , 0.200934 , 0.202629 , 0.255873 , 0.224517 , 0.197429 , 0.176062 , 0.217928 , 0.191384 , 0.18099 , 0.197307 , 0.192281 , 0.2165 , 0.184935 , 0.216644 , 0.232354 , 0.215574 , 0.163741 , 0.188411 , 0.190262 , 0.19703 , 0.19423 , 0.22978 , 0.214949 , 0.211976 
 714 , 0.229153 , 0.206813 , 0.207706 , 0.26444 , 0.231221 , 0.202655 , 0.181438 , 0.223855 , 0.196337 , 0.186426 , 0.203041 , 0.197996 , 0.222772 , 0.191177 , 0.222893 , 0.23888 , 0.22177 , 0.167979 , 0.1934 , 0.195243 , 0.202471 , 0.198744 , 0.234941 , 0.220549 , 0.217093 
 715 , 0.236216 , 0.212655 , 0.212684 , 0.272979 , 0.237904 , 0.207925 , 0.186752 , 0.229753 , 0.201262 , 0.191889 , 0.208849 , 0.203644 , 0.229053 , 0.197445 , 0.22899 , 0.245325 , 0.227848 , 0.172225 , 0.198277 , 0.200211 , 0.207793 , 0.203184 , 0.239867 , 0.226109 , 0.222137 
 716 , 0.243523 , 0.218702 , 0.217816 , 0.28179 , 0.244775 , 0.213369 , 0.192229 , 0.23584 , 0.206349 , 0.197511 , 0.214855 , 0.209459 , 0.235538 , 0.203897 , 0.235257 , 0.251967 , 0.23412 , 0.176595 , 0.203308 , 0.20536 , 0.213289 , 0.207772 , 0.244964 , 0.231868 , 0.227357 
 717 , 0.251057 , 0.22494 , 0.223112 , 0.290872 , 0.25186 , 0.218979 , 0.197882 , 0.242126 , 0.211596 , 0.203302 , 0.221057 , 0.21545 , 0.242228 , 0.210548 , 0.241716 , 0.258811 , 0.240583 , 0.1811 , 0.208488 , 0.210674 , 0.218957 , 0.212507 , 0.250221 , 0.237811 , 0.232738 
 718 , 0.25842 , 0.231135 , 0.227975 , 0.299656 , 0.258748 , 0.224392 , 0.203641 , 0.24828 , 0.216631 , 0.209051 , 0.227291 , 0.221153 , 0.248653 , 0.217015 , 0.247969 , 0.265283 , 0.246833 , 0.185423 , 0.21333 , 0.215687 , 0.224465 , 0.216947 , 0.255266 , 0.243469 , 0.237913 
 719 , 0.265873 , 0.23744 , 0.232926 , 0.30858 , 0.265811 , 0.229888 , 0.209509 , 0.254522 , 0.22175 , 0.214903 , 0.233613 , 0.226963 , 0.255165 , 0.223582 , 0.254376 , 0.271863 , 0.253198 , 0.189807 , 0.21825 , 0.220747 , 0.230085 , 0.221429 , 0.260395 , 0.249168 , 0.243127 
 720 , 0.273482 , 0.243884 , 0.23799 , 0.3177 , 0.273021 , 0.235506 , 0.215504 , 0.260891 , 0.226983 , 0.220881 , 0.240063 , 0.232899 , 0.261812 , 0.230287 , 0.260919 , 0.278584 , 0.259694 , 0.194278 , 0.223275 , 0.22591 , 0.235821 , 0.226005 , 0.265633 , 0.254986 , 0.248446 
 721 , 0.280661 , 0.250126 , 0.242747 , 0.326527 , 0.279931 , 0.24083 , 0.221302 , 0.267001 , 0.231969 , 0.226529 , 0.246258 , 0.238651 , 0.268138 , 0.236756 , 0.267196 , 0.284974 , 0.26587 , 0.198486 , 0.22804 , 0.23072 , 0.241248 , 0.230347 , 0.270568 , 0.260648 , 0.253526 
 722 , 0.287621 , 0.256201 , 0.247338 , 0.33522 , 0.286581 , 0.246015 , 0.226939 , 0.272959 , 0.236824 , 0.231987 , 0.252331 , 0.244297 , 0.274327 , 0.243124 , 0.273282 , 0.291185 , 0.271892 , 0.202563 , 0.232704 , 0.235357 , 0.246427 , 0.234539 , 0.275289 , 0.266148 , 0.258514 
 723 , 0.294614 , 0.262314 , 0.251958 , 0.343959 , 0.293271 , 0.251226 , 0.232616 , 0.278949 , 0.241707 , 0.237475 , 0.258442 , 0.249983 , 0.280552 , 0.249528 , 0.279404 , 0.297426 , 0.277945 , 0.206667 , 0.237397 , 0.240015 , 0.251625 , 0.238756 , 0.280025 , 0.271677 , 0.263529 
 724 , 0.301475 , 0.268325 , 0.256467 , 0.352498 , 0.299785 , 0.256323 , 0.238213 , 0.284834 , 0.246481 , 0.242864 , 0.264492 , 0.255539 , 0.286662 , 0.255771 , 0.285419 , 0.303519 , 0.283834 , 0.210702 , 0.241969 , 0.24457 , 0.256776 , 0.242869 , 0.284663 , 0.277096 , 0.268502 
 725 , 0.30798 , 0.274049 , 0.260663 , 0.360462 , 0.305876 , 0.261126 , 0.243582 , 0.290431 , 0.250939 , 0.247976 , 0.270338 , 0.26074 , 0.292413 , 0.261599 , 0.291108 , 0.309213 , 0.289297 , 0.214519 , 0.246187 , 0.248863 , 0.261753 , 0.246688 , 0.288961 , 0.282127 , 0.273196 
 726 , 0.314448 , 0.279738 , 0.264815 , 0.368362 , 0.311939 , 0.26591 , 0.248913 , 0.295998 , 0.255362 , 0.253062 , 0.27614 , 0.265905 , 0.298111 , 0.267391 , 0.296752 , 0.314866 , 0.294722 , 0.218308 , 0.250349 , 0.253133 , 0.266697 , 0.250459 , 0.293208 , 0.287084 , 0.277796 
 727 , 0.320886 , 0.285387 , 0.26894 , 0.376214 , 0.317966 , 0.270667 , 0.254215 , 0.301525 , 0.259752 , 0.258119 , 0.281906 , 0.271035 , 0.303769 , 0.273147 , 0.302361 , 0.320485 , 0.300112 , 0.222069 , 0.25449 , 0.257382 , 0.271607 , 0.254204 , 0.297423 , 0.292002 , 0.282362 
 728 , 0.326769 , 0.290799 , 0.272565 , 0.383536 , 0.323548 , 0.27486 , 0.259216 , 0.306601 , 0.263664 , 0.262541 , 0.287288 , 0.275862 , 0.308841 , 0.278409 , 0.307489 , 0.325624 , 0.304974 , 0.225481 , 0.258187 , 0.261051 , 0.276142 , 0.257579 , 0.301283 , 0.296528 , 0.286499 
 729 , 0.332512 , 0.296112 , 0.276122 , 0.39077 , 0.329032 , 0.278977 , 0.264172 , 0.311569 , 0.26752 , 0.266873 , 0.292539 , 0.280588 , 0.313865 , 0.28358 , 0.312528 , 0.330725 , 0.30975 , 0.228856 , 0.261832 , 0.264632 , 0.280462 , 0.260818 , 0.304966 , 0.300901 , 0.290506 
 730 , 0.338164 , 0.301334 , 0.279616 , 0.397881 , 0.334426 , 0.283025 , 0.269042 , 0.316452 , 0.271311 , 0.27113 , 0.297705 , 0.28524 , 0.318803 , 0.288666 , 0.317488 , 0.335747 , 0.314451 , 0.232183 , 0.265418 , 0.268159 , 0.284703 , 0.263999 , 0.30858 , 0.305187 , 0.294438 
 731 , 0.343233 , 0.306045 , 0.282796 , 0.404398 , 0.339321 , 0.286742 , 0.273558 , 0.320867 , 0.274753 , 0.274994 , 0.302434 , 0.289421 , 0.323261 , 0.29318 , 0.322072 , 0.340312 , 0.318702 , 0.235165 , 0.268687 , 0.271367 , 0.288615 , 0.266896 , 0.311891 , 0.309135 , 0.298023 
 732 , 0.347948 , 0.310386 , 0.285802 , 0.410433 , 0.343867 , 0.290157 , 0.277811 , 0.325092 , 0.277997 , 0.278628 , 0.306925 , 0.293306 , 0.327368 , 0.297348 , 0.326408 , 0.344487 , 0.322667 , 0.237907 , 0.271772 , 0.274372 , 0.292357 , 0.269572 , 0.314972 , 0.312816 , 0.30133 
 733 , 0.35257 , 0.314635 , 0.288747 , 0.416349 , 0.348325 , 0.293507 , 0.281988 , 0.329234 , 0.28118 , 0.282191 , 0.311335 , 0.297109 , 0.331398 , 0.301435 , 0.330662 , 0.348572 , 0.326555 , 0.240599 , 0.2748 , 0.277315 , 0.296022 , 0.272198 , 0.317984 , 0.316419 , 0.304565 
 734 , 0.356925 , 0.318612 , 0.291445 , 0.421871 , 0.352474 , 0.296628 , 0.2859 , 0.333142 , 0.284161 , 0.285542 , 0.315531 , 0.300655 , 0.335194 , 0.305276 , 0.334627 , 0.352386 , 0.330198 , 0.24313 , 0.27762 , 0.280035 , 0.29945 , 0.274649 , 0.320791 , 0.319773 , 0.307636 
 735 , 0.360914 , 0.322239 , 0.293705 , 0.426883 , 0.356218 , 0.299459 , 0.289445 , 0.336647 , 0.286838 , 0.288623 , 0.31945 , 0.303797 , 0.33868 , 0.30878 , 0.338157 , 0.355827 , 0.333477 , 0.245456 , 0.280119 , 0.282417 , 0.302496 , 0.276862 , 0.323341 , 0.322774 , 0.310499 
 736 , 0.364863 , 0.325859 , 0.295913 , 0.431876 , 0.359942 , 0.302269 , 0.292951 , 0.340081 , 0.289481 , 0.291682 , 0.323321 , 0.306903 , 0.342144 , 0.312243 , 0.341653 , 0.359252 , 0.336727 , 0.247757 , 0.282579 , 0.284775 , 0.30549 , 0.279037 , 0.325881 , 0.325743 , 0.313341 
 737 , 0.368743 , 0.329422 , 0.298087 , 0.436787 , 0.363602 , 0.305034 , 0.296392 , 0.343461 , 0.292079 , 0.294691 , 0.327119 , 0.309955 , 0.345548 , 0.315643 , 0.34509 , 0.362619 , 0.33991 , 0.250019 , 0.284999 , 0.287092 , 0.308425 , 0.281182 , 0.328373 , 0.32866 , 0.316124 
 738 , 0.372016 , 0.332596 , 0.300021 , 0.440925 , 0.366735 , 0.307364 , 0.299245 , 0.346302 , 0.294368 , 0.297244 , 0.330324 , 0.312651 , 0.348446 , 0.318453 , 0.348036 , 0.365449 , 0.342566 , 0.251977 , 0.287091 , 0.289119 , 0.310905 , 0.283057 , 0.330335 , 0.331205 , 0.318486 
 739 , 0.375262 , 0.335745 , 0.301996 , 0.444987 , 0.369822 , 0.309673 , 0.302063 , 0.349129 , 0.29665 , 0.299742 , 0.333553 , 0.31539 , 0.351321 , 0.321269 , 0.350999 , 0.368246 , 0.345237 , 0.253942 , 0.289185 , 0.291122 , 0.313431 , 0.284971 , 0.332265 , 0.333786 , 0.320891 
 740 , 0.378491 , 0.338883 , 0.303962 , 0.449027 , 0.372892 , 0.311963 , 0.304869 , 0.351937 , 0.298925 , 0.302233 , 0.336759 , 0.318117 , 0.354172 , 0.324072 , 0.353944 , 0.37103 , 0.34789 , 0.255898 , 0.291269 , 0.29311 , 0.315938 , 0.286872 , 0.33418 , 0.336348 , 0.323271 
 741 , 0.381298 , 0.341547 , 0.305681 , 0.452439 , 0.375444 , 0.313944 , 0.307265 , 0.354398 , 0.300832 , 0.304347 , 0.339645 , 0.320478 , 0.356624 , 0.326443 , 0.35644 , 0.373452 , 0.35019 , 0.257561 , 0.293032 , 0.294839 , 0.318046 , 0.288445 , 0.335873 , 0.338501 , 0.325238 
 742 , 0.383949 , 0.344041 , 0.307312 , 0.45563 , 0.377837 , 0.315894 , 0.309513 , 0.356735 , 0.302558 , 0.306346 , 0.342337 , 0.322604 , 0.358886 , 0.32861 , 0.35869 , 0.375764 , 0.352315 , 0.259096 , 0.294658 , 0.296518 , 0.320045 , 0.289942 , 0.337594 , 0.340599 , 0.327045 
 743 , 0.386606 , 0.346535 , 0.308947 , 0.458828 , 0.380229 , 0.317842 , 0.311761 , 0.359077 , 0.304281 , 0.308337 , 0.34503 , 0.324739 , 0.361147 , 0.330781 , 0.360934 , 0.37808 , 0.354439 , 0.26063 , 0.296287 , 0.298195 , 0.322049 , 0.291437 , 0.339307 , 0.342691 , 0.328857 
 744 , 0.389073 , 0.34889 , 0.310446 , 0.461804 , 0.382492 , 0.319674 , 0.313896 , 0.361242 , 0.305896 , 0.310199 , 0.347515 , 0.326742 , 0.363245 , 0.332829 , 0.363066 , 0.380254 , 0.356412 , 0.262073 , 0.297818 , 0.299782 , 0.323915 , 0.292837 , 0.340918 , 0.344643 , 0.330546 
 745 , 0.391242 , 0.351022 , 0.311724 , 0.464422 , 0.384532 , 0.321224 , 0.31583 , 0.363114 , 0.307359 , 0.311853 , 0.349616 , 0.328552 , 0.365105 , 0.334694 , 0.365077 , 0.382198 , 0.358142 , 0.263359 , 0.299209 , 0.301195 , 0.325521 , 0.29408 , 0.342388 , 0.346331 , 0.332135 
 746 , 0.393443 , 0.353175 , 0.313003 , 0.467074 , 0.386582 , 0.322753 , 0.317779 , 0.365004 , 0.308857 , 0.313521 , 0.351722 , 0.330385 , 0.366998 , 0.336592 , 0.367138 , 0.38416 , 0.3599 , 0.264652 , 0.300622 , 0.30261 , 0.327141 , 0.295344 , 0.343881 , 0.348027 , 0.333776 
 747 , 0.395619 , 0.355311 , 0.314287 , 0.46971 , 0.388621 , 0.32427 , 0.319716 , 0.366874 , 0.310332 , 0.315179 , 0.35381 , 0.332209 , 0.368871 , 0.338479 , 0.369182 , 0.38611 , 0.361643 , 0.265939 , 0.30202 , 0.304023 , 0.328733 , 0.296603 , 0.345363 , 0.349708 , 0.335403 
 748 , 0.397097 , 0.356811 , 0.315389 , 0.471744 , 0.390155 , 0.32538 , 0.321151 , 0.368215 , 0.311251 , 0.316354 , 0.355346 , 0.333486 , 0.370156 , 0.339844 , 0.370639 , 0.387629 , 0.362913 , 0.266872 , 0.303003 , 0.305069 , 0.329836 , 0.297536 , 0.346389 , 0.350901 , 0.336494 
 749 , 0.398645 , 0.358327 , 0.316525 , 0.473872 , 0.391729 , 0.326586 , 0.322684 , 0.369639 , 0.312191 , 0.317577 , 0.356996 , 0.334781 , 0.371493 , 0.341237 , 0.372102 , 0.389198 , 0.364122 , 0.267841 , 0.304013 , 0.306162 , 0.331067 , 0.298547 , 0.347464 , 0.352264 , 0.337625 
 750 , 0.40023 , 0.35988 , 0.317683 , 0.476048 , 0.393335 , 0.32782 , 0.324253 , 0.3711 , 0.313158 , 0.318834 , 0.358689 , 0.336106 , 0.372861 , 0.34267 , 0.373602 , 0.390811 , 0.365367 , 0.268836 , 0.305049 , 0.307277 , 0.332322 , 0.29959 , 0.348568 , 0.353657 , 0.338778 
 751 , 0.401498 , 0.361063 , 0.318477 , 0.477577 , 0.394447 , 0.328802 , 0.32547 , 0.3722 , 0.313877 , 0.319838 , 0.360008 , 0.337017 , 0.373947 , 0.343716 , 0.374651 , 0.39198 , 0.366263 , 0.269591 , 0.305817 , 0.308169 , 0.333166 , 0.300295 , 0.349302 , 0.354566 , 0.339513 
 752 , 0.402637 , 0.362261 , 0.319154 , 0.478979 , 0.39542 , 0.329639 , 0.32655 , 0.373168 , 0.314546 , 0.320741 , 0.361239 , 0.337832 , 0.374917 , 0.344645 , 0.375616 , 0.392983 , 0.3674 , 0.270348 , 0.306549 , 0.309044 , 0.334004 , 0.300966 , 0.350119 , 0.355384 , 0.340315 
 753 , 0.403849 , 0.363528 , 0.319859 , 0.480459 , 0.396446 , 0.330523 , 0.327689 , 0.374181 , 0.31525 , 0.321704 , 0.362545 , 0.338701 , 0.375945 , 0.345623 , 0.376627 , 0.394034 , 0.3686 , 0.271141 , 0.307321 , 0.309964 , 0.334895 , 0.301682 , 0.350978 , 0.356253 , 0.341164 
 754 , 0.404783 , 0.364471 , 0.320473 , 0.481464 , 0.397288 , 0.331192 , 0.328364 , 0.374869 , 0.3159 , 0.32252 , 0.363491 , 0.339416 , 0.376864 , 0.346367 , 0.377313 , 0.394751 , 0.36958 , 0.271867 , 0.307904 , 0.310762 , 0.335461 , 0.30223 , 0.351482 , 0.356865 , 0.341807 
 755 , 0.405261 , 0.36489 , 0.320996 , 0.481646 , 0.39795 , 0.331554 , 0.328236 , 0.375037 , 0.316474 , 0.323156 , 0.363827 , 0.339951 , 0.377685 , 0.346721 , 0.377468 , 0.394955 , 0.370022 , 0.272433 , 0.308194 , 0.311324 , 0.335576 , 0.302669 , 0.351519 , 0.357197 , 0.342229 
 756 , 0.405787 , 0.365352 , 0.321604 , 0.481832 , 0.39875 , 0.33196 , 0.328094 , 0.375237 , 0.317115 , 0.323881 , 0.364181 , 0.340568 , 0.378632 , 0.347111 , 0.377655 , 0.395202 , 0.370448 , 0.273037 , 0.308518 , 0.311937 , 0.335738 , 0.303216 , 0.351607 , 0.357632 , 0.342751 
 757 , 0.406373 , 0.365849 , 0.322296 , 0.482007 , 0.399615 , 0.332419 , 0.327917 , 0.375459 , 0.31783 , 0.324677 , 0.364594 , 0.341245 , 0.379683 , 0.347537 , 0.377851 , 0.395479 , 0.370916 , 0.273706 , 0.308881 , 0.31261 , 0.33593 , 0.303831 , 0.351714 , 0.358119 , 0.343336 
 758 , 0.407034 , 0.366243 , 0.323258 , 0.481778 , 0.400295 , 0.333023 , 0.327463 , 0.375721 , 0.318683 , 0.325469 , 0.365222 , 0.341926 , 0.380829 , 0.347903 , 0.377903 , 0.395779 , 0.371357 , 0.274496 , 0.309387 , 0.313375 , 0.336173 , 0.304554 , 0.351885 , 0.358736 , 0.34402 
 759 , 0.407786 , 0.366632 , 0.324231 , 0.481533 , 0.400861 , 0.333687 , 0.326943 , 0.375965 , 0.319582 , 0.326267 , 0.365915 , 0.342566 , 0.382002 , 0.348309 , 0.377877 , 0.396053 , 0.371852 , 0.275351 , 0.309921 , 0.314169 , 0.336382 , 0.305266 , 0.352004 , 0.359407 , 0.344643 
 760 , 0.408601 , 0.367058 , 0.325303 , 0.481264 , 0.401485 , 0.334414 , 0.326377 , 0.376229 , 0.320561 , 0.327139 , 0.366674 , 0.343272 , 0.383279 , 0.348752 , 0.377853 , 0.396353 , 0.372396 , 0.276278 , 0.310504 , 0.315034 , 0.336617 , 0.30604 , 0.35213 , 0.360137 , 0.345321 
 761 , 0.409902 , 0.368242 , 0.326244 , 0.482336 , 0.40243 , 0.335383 , 0.327086 , 0.377146 , 0.321454 , 0.328037 , 0.367944 , 0.344252 , 0.384399 , 0.349724 , 0.378635 , 0.397285 , 0.373381 , 0.27721 , 0.311416 , 0.315976 , 0.337841 , 0.307245 , 0.353305 , 0.361624 , 0.346647 
 762 , 0.411385 , 0.3695 , 0.327126 , 0.483565 , 0.403553 , 0.336385 , 0.328225 , 0.378264 , 0.322252 , 0.328962 , 0.369247 , 0.345384 , 0.385433 , 0.350805 , 0.379691 , 0.398386 , 0.374449 , 0.278181 , 0.312338 , 0.316981 , 0.338974 , 0.308229 , 0.354309 , 0.362658 , 0.34768 
 763 , 0.412866 , 0.370761 , 0.32801 , 0.484794 , 0.404677 , 0.337389 , 0.329362 , 0.379378 , 0.323057 , 0.329882 , 0.370553 , 0.346514 , 0.386468 , 0.351888 , 0.380747 , 0.399488 , 0.375512 , 0.279144 , 0.313251 , 0.317978 , 0.340105 , 0.309212 , 0.35532 , 0.363694 , 0.34871 
 764 , 0.414344 , 0.372196 , 0.328854 , 0.486544 , 0.40592 , 0.338335 , 0.330907 , 0.380712 , 0.323627 , 0.330735 , 0.371996 , 0.347594 , 0.387317 , 0.352998 , 0.382153 , 0.400853 , 0.376714 , 0.279958 , 0.314191 , 0.31896 , 0.341584 , 0.31029 , 0.356744 , 0.365019 , 0.349807 
 765 , 0.415518 , 0.373741 , 0.329476 , 0.488954 , 0.407112 , 0.33916 , 0.332931 , 0.382209 , 0.32385 , 0.331431 , 0.373543 , 0.348446 , 0.387796 , 0.35401 , 0.383869 , 0.402481 , 0.377987 , 0.280482 , 0.315098 , 0.319803 , 0.343144 , 0.311171 , 0.358403 , 0.366359 , 0.350748 
 766 , 0.416537 , 0.375164 , 0.330008 , 0.491248 , 0.408178 , 0.339928 , 0.334845 , 0.383602 , 0.324048 , 0.332082 , 0.374987 , 0.349198 , 0.388206 , 0.354925 , 0.385449 , 0.404001 , 0.379164 , 0.28096 , 0.315945 , 0.320566 , 0.344503 , 0.311905 , 0.359871 , 0.367511 , 0.351563 
 767 , 0.417491 , 0.376473 , 0.330489 , 0.493351 , 0.409154 , 0.340666 , 0.336621 , 0.384896 , 0.324266 , 0.332706 , 0.376319 , 0.34989 , 0.388582 , 0.35577 , 0.386908 , 0.405405 , 0.380239 , 0.281408 , 0.316734 , 0.321272 , 0.345764 , 0.31258 , 0.361227 , 0.36857 , 0.35233 
 768 , 0.418436 , 0.377476 , 0.330804 , 0.494839 , 0.409888 , 0.341458 , 0.338112 , 0.386029 , 0.324713 , 0.333421 , 0.377418 , 0.350408 , 0.388905 , 0.356488 , 0.388056 , 0.406558 , 0.381029 , 0.281881 , 0.317462 , 0.3219 , 0.346872 , 0.313145 , 0.36224 , 0.369467 , 0.353026 
 769 , 0.419362 , 0.3784 , 0.331077 , 0.496104 , 0.410568 , 0.342189 , 0.33944 , 0.387096 , 0.325159 , 0.334085 , 0.378446 , 0.350914 , 0.389242 , 0.357177 , 0.389161 , 0.407646 , 0.381799 , 0.282328 , 0.318165 , 0.322536 , 0.347964 , 0.313696 , 0.363153 , 0.370354 , 0.353594 
 770 , 0.420245 , 0.379273 , 0.331342 , 0.497307 , 0.411216 , 0.342883 , 0.340705 , 0.388106 , 0.325586 , 0.334718 , 0.379423 , 0.351398 , 0.389558 , 0.357828 , 0.390209 , 0.408681 , 0.382535 , 0.282754 , 0.318834 , 0.323137 , 0.348996 , 0.314213 , 0.364017 , 0.371196 , 0.354141 
 771 , 0.420957 , 0.379899 , 0.331664 , 0.498098 , 0.411833 , 0.343367 , 0.341419 , 0.388824 , 0.32607 , 0.335194 , 0.380196 , 0.35196 , 0.390044 , 0.358372 , 0.390913 , 0.409388 , 0.38313 , 0.28322 , 0.31946 , 0.32373 , 0.349732 , 0.314671 , 0.364573 , 0.37186 , 0.354626 
 772 , 0.42161 , 0.380497 , 0.332082 , 0.498936 , 0.412618 , 0.343781 , 0.342056 , 0.38946 , 0.326481 , 0.335689 , 0.38093 , 0.352609 , 0.390647 , 0.358918 , 0.391576 , 0.410034 , 0.383695 , 0.283708 , 0.32012 , 0.324271 , 0.350434 , 0.315268 , 0.36529 , 0.372511 , 0.355264 
 773 , 0.422251 , 0.381086 , 0.332485 , 0.499759 , 0.413386 , 0.344186 , 0.34268 , 0.390091 , 0.32689 , 0.336182 , 0.381648 , 0.353255 , 0.391239 , 0.359454 , 0.392218 , 0.410668 , 0.384255 , 0.284184 , 0.320767 , 0.32481 , 0.351129 , 0.315852 , 0.365999 , 0.373153 , 0.355886 
 774 , 0.422834 , 0.381535 , 0.332875 , 0.500395 , 0.414004 , 0.344606 , 0.343096 , 0.390659 , 0.32723 , 0.336661 , 0.382296 , 0.353796 , 0.391786 , 0.359865 , 0.392783 , 0.411203 , 0.384761 , 0.284616 , 0.321332 , 0.325319 , 0.351655 , 0.316354 , 0.366595 , 0.373678 , 0.356355 
 775 , 0.423432 , 0.381894 , 0.333278 , 0.500855 , 0.414321 , 0.345066 , 0.343265 , 0.391194 , 0.327603 , 0.337081 , 0.382854 , 0.354195 , 0.392267 , 0.360189 , 0.39328 , 0.41162 , 0.38517 , 0.284999 , 0.321762 , 0.325843 , 0.352139 , 0.316756 , 0.367055 , 0.374252 , 0.35676 
 776 , 0.424053 , 0.382278 , 0.333691 , 0.50132 , 0.414595 , 0.345535 , 0.343423 , 0.391743 , 0.328 , 0.337489 , 0.383412 , 0.354584 , 0.392746 , 0.36053 , 0.393784 , 0.412031 , 0.385566 , 0.285377 , 0.322173 , 0.326374 , 0.35268 , 0.317153 , 0.367509 , 0.374885 , 0.357207 
 777 , 0.42468 , 0.382693 , 0.334109 , 0.501783 , 0.414877 , 0.346001 , 0.343622 , 0.392283 , 0.328399 , 0.337893 , 0.383972 , 0.35499 , 0.393229 , 0.360885 , 0.394288 , 0.412461 , 0.385965 , 0.285763 , 0.322593 , 0.326917 , 0.353217 , 0.31756 , 0.367946 , 0.375507 , 0.357655 
 778 , 0.425381 , 0.383315 , 0.334514 , 0.502229 , 0.415306 , 0.34649 , 0.344028 , 0.392782 , 0.328747 , 0.338297 , 0.384552 , 0.355479 , 0.393744 , 0.361329 , 0.394837 , 0.413023 , 0.386393 , 0.286221 , 0.32304 , 0.327486 , 0.353751 , 0.31808 , 0.368381 , 0.376084 , 0.358114 
 779 , 0.426123 , 0.383946 , 0.334913 , 0.502704 , 0.415861 , 0.347041 , 0.34445 , 0.39325 , 0.329067 , 0.338718 , 0.385203 , 0.355986 , 0.394255 , 0.361772 , 0.395404 , 0.41366 , 0.386884 , 0.286729 , 0.323496 , 0.328074 , 0.354311 , 0.31871 , 0.36891 , 0.376706 , 0.358589 
 780 , 0.426865 , 0.384583 , 0.335322 , 0.503186 , 0.416424 , 0.347603 , 0.344877 , 0.393731 , 0.329385 , 0.339138 , 0.385853 , 0.356505 , 0.394773 , 0.36222 , 0.395977 , 0.414303 , 0.387375 , 0.287241 , 0.323952 , 0.328666 , 0.354881 , 0.319345 , 0.369445 , 0.377334 , 0.359069 
 781 , 0.427373 , 0.385068 , 0.335801 , 0.503614 , 0.417014 , 0.347987 , 0.345155 , 0.393983 , 0.329615 , 0.339522 , 0.386294 , 0.35695 , 0.395228 , 0.362553 , 0.396364 , 0.414784 , 0.387827 , 0.287749 , 0.3243 , 0.329182 , 0.355321 , 0.319888 , 0.369894 , 0.377787 , 0.359439 
 782 , 0.427782 , 0.38549 , 0.336288 , 0.503997 , 0.417463 , 0.348273 , 0.345465 , 0.39427 , 0.329842 , 0.339969 , 0.386693 , 0.357365 , 0.395665 , 0.362795 , 0.396657 , 0.41516 , 0.388328 , 0.288241 , 0.324682 , 0.329637 , 0.355754 , 0.320347 , 0.370384 , 0.378286 , 0.359897 
 783 , 0.428196 , 0.385922 , 0.336779 , 0.504383 , 0.417928 , 0.348562 , 0.345777 , 0.394566 , 0.330078 , 0.340418 , 0.387101 , 0.357795 , 0.396118 , 0.363047 , 0.396954 , 0.415534 , 0.388833 , 0.288754 , 0.325073 , 0.330102 , 0.356189 , 0.320821 , 0.37089 , 0.378794 , 0.360364 
 784 , 0.428619 , 0.386372 , 0.337263 , 0.504758 , 0.418312 , 0.348938 , 0.346191 , 0.394932 , 0.330329 , 0.340925 , 0.387601 , 0.35813 , 0.396552 , 0.363323 , 0.397293 , 0.415974 , 0.389384 , 0.289244 , 0.325485 , 0.330606 , 0.356564 , 0.321256 , 0.371402 , 0.379335 , 0.360799 
 785 , 0.429036 , 0.38683 , 0.337746 , 0.505151 , 0.418667 , 0.349399 , 0.346674 , 0.395312 , 0.330645 , 0.341399 , 0.388235 , 0.358394 , 0.396976 , 0.363681 , 0.39773 , 0.41649 , 0.389875 , 0.289627 , 0.325894 , 0.331181 , 0.356929 , 0.321722 , 0.371952 , 0.379873 , 0.361179 
