  time  ,:06:06 P,:06:19 P,:06:21 P,:06:22 P,:06:34 P,:07:33 P,:07:42 P,:07:50 P,:07:58 P,:08:11 P,:08:52 P,:09:17 P,:09:26 P,:09:32 P,:09:42 P,:10:27 P,:10:37 P,:10:45 P,:10:53 P,:11:00 P,:11:37 P,:11:44 P,:11:54 P,:12:05 P,:12:20 P,:13:08 P,:13:17 P,:13:25 P,:13:39 P,:13:49 P,:14:35 P,:14:43 P,:14:52 P,:15:05 P,:15:12 P,:15:50 P,:15:57 P,:16:05 P,:16:13 P,:16:20 P,:17:24 P,:17:37 P,:17:44 P,:17:52 P,:18:01 P,:18:58 P,:19:28 P,:19:35 P,:19:46 P,:19:52 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 471 , 0.995984 , 0.991504 , 1.007463 , 1.003943 , 1.001107 , 0.042667 , 0.039223 , 0.032514 , 0.04045 , 0.03711 , 0.042077 , 0.06108 , 0.050922 , 0.043408 , 0.033122 , 0.043593 , 0.039721 , 0.037457 , 0.041515 , 0.033058 , 0.04412 , 0.035825 , 0.071037 , 0.04632 , 0.053069 , 0.058898 , 0.055379 , 0.039732 , 0.038731 , 0.046134 , 0.053625 , 0.038071 , 0.056091 , 0.056594 , 0.040873 , 0.028126 , 0.046679 , 0.052791 , 0.037741 , 0.041955 , 0.046013 , 0.042129 , 0.045451 , 0.039802 , 0.042042 , 0.047541 , 0.040323 , 0.050163 , 0.065486 , 0.069063 
 472 , 0.995924 , 0.9914 , 1.0075 , 1.003985 , 1.00119 , 0.042801 , 0.039391 , 0.032547 , 0.040533 , 0.037233 , 0.042105 , 0.061267 , 0.051088 , 0.043595 , 0.033255 , 0.043671 , 0.039884 , 0.037581 , 0.041647 , 0.03315 , 0.044233 , 0.035957 , 0.07134 , 0.046443 , 0.053211 , 0.059098 , 0.055589 , 0.039849 , 0.03884 , 0.046269 , 0.053739 , 0.038196 , 0.056256 , 0.056766 , 0.040997 , 0.028192 , 0.046785 , 0.052967 , 0.037825 , 0.042053 , 0.046165 , 0.042267 , 0.04559 , 0.039953 , 0.042215 , 0.047771 , 0.040435 , 0.050317 , 0.065645 , 0.069235 
 473 , 0.995867 , 0.991307 , 1.007532 , 1.004018 , 1.001276 , 0.042936 , 0.039549 , 0.032578 , 0.040618 , 0.037359 , 0.042151 , 0.061461 , 0.051249 , 0.043766 , 0.033385 , 0.043755 , 0.040043 , 0.037707 , 0.04178 , 0.033246 , 0.044347 , 0.036081 , 0.071639 , 0.046566 , 0.053357 , 0.059294 , 0.055797 , 0.039967 , 0.038956 , 0.046398 , 0.053857 , 0.038323 , 0.056425 , 0.056936 , 0.041135 , 0.028256 , 0.046903 , 0.053142 , 0.037911 , 0.042151 , 0.046317 , 0.042401 , 0.045736 , 0.040101 , 0.042384 , 0.047995 , 0.040548 , 0.050464 , 0.065801 , 0.069402 
 474 , 0.995862 , 0.991458 , 1.007475 , 1.003938 , 1.001267 , 0.043031 , 0.039599 , 0.032617 , 0.040727 , 0.037434 , 0.042322 , 0.06172 , 0.051404 , 0.043799 , 0.03349 , 0.043887 , 0.040151 , 0.037818 , 0.041909 , 0.033356 , 0.044492 , 0.036154 , 0.071907 , 0.046703 , 0.053551 , 0.059462 , 0.05593 , 0.040064 , 0.039081 , 0.046487 , 0.053999 , 0.038441 , 0.056611 , 0.057077 , 0.041333 , 0.028306 , 0.047087 , 0.053289 , 0.03801 , 0.042263 , 0.046447 , 0.042473 , 0.045906 , 0.04025 , 0.042508 , 0.048198 , 0.040698 , 0.050618 , 0.065932 , 0.069557 
 475 , 0.995862 , 0.991618 , 1.007414 , 1.003853 , 1.001253 , 0.043128 , 0.039642 , 0.032659 , 0.040843 , 0.037503 , 0.042498 , 0.061984 , 0.051562 , 0.043833 , 0.033603 , 0.044019 , 0.040266 , 0.037922 , 0.042038 , 0.033463 , 0.044631 , 0.036226 , 0.072178 , 0.04684 , 0.053736 , 0.059629 , 0.056068 , 0.040166 , 0.039205 , 0.046578 , 0.054144 , 0.038558 , 0.056796 , 0.057222 , 0.041536 , 0.028357 , 0.047272 , 0.053445 , 0.038115 , 0.042381 , 0.046567 , 0.042545 , 0.046071 , 0.0404 , 0.042632 , 0.048397 , 0.040848 , 0.050775 , 0.066058 , 0.069713 
 476 , 0.995859 , 0.991783 , 1.007357 , 1.003765 , 1.001237 , 0.043224 , 0.039685 , 0.032695 , 0.040952 , 0.037577 , 0.042675 , 0.062249 , 0.051714 , 0.043866 , 0.033711 , 0.044152 , 0.04038 , 0.038033 , 0.042161 , 0.033577 , 0.044777 , 0.036298 , 0.072445 , 0.046979 , 0.053928 , 0.059796 , 0.056205 , 0.040269 , 0.039329 , 0.046663 , 0.054284 , 0.038675 , 0.056976 , 0.057361 , 0.041735 , 0.028403 , 0.047452 , 0.053595 , 0.038219 , 0.042494 , 0.046692 , 0.042617 , 0.046237 , 0.040549 , 0.042757 , 0.048596 , 0.040999 , 0.050932 , 0.06619 , 0.069869 
 477 , 0.995845 , 0.991795 , 1.007365 , 1.003741 , 1.001254 , 0.043251 , 0.039768 , 0.032802 , 0.041056 , 0.037707 , 0.0428 , 0.062537 , 0.051855 , 0.044017 , 0.033815 , 0.044287 , 0.04054 , 0.038146 , 0.042273 , 0.033674 , 0.044901 , 0.03639 , 0.072699 , 0.047084 , 0.054068 , 0.059985 , 0.056374 , 0.040382 , 0.039411 , 0.046786 , 0.054419 , 0.038784 , 0.057141 , 0.057503 , 0.041834 , 0.028447 , 0.047611 , 0.053751 , 0.038322 , 0.042583 , 0.046862 , 0.042724 , 0.046382 , 0.04071 , 0.042888 , 0.04877 , 0.04112 , 0.051088 , 0.066365 , 0.070024 
 478 , 0.99583 , 0.991705 , 1.007413 , 1.003746 , 1.001305 , 0.043258 , 0.039866 , 0.032942 , 0.041157 , 0.037853 , 0.042906 , 0.062845 , 0.051989 , 0.044214 , 0.033922 , 0.044425 , 0.040723 , 0.038264 , 0.042383 , 0.033769 , 0.045024 , 0.036498 , 0.072943 , 0.047183 , 0.054189 , 0.060192 , 0.056566 , 0.040494 , 0.039479 , 0.046913 , 0.054547 , 0.038892 , 0.057305 , 0.057646 , 0.041896 , 0.028482 , 0.047764 , 0.053908 , 0.038423 , 0.042665 , 0.047054 , 0.042853 , 0.046526 , 0.040875 , 0.043017 , 0.048944 , 0.041233 , 0.051244 , 0.066553 , 0.070179 
 479 , 0.995818 , 0.991618 , 1.007459 , 1.003747 , 1.001359 , 0.043264 , 0.039964 , 0.033076 , 0.041264 , 0.038 , 0.043017 , 0.063158 , 0.052129 , 0.044406 , 0.034029 , 0.044559 , 0.0409 , 0.038382 , 0.042488 , 0.033865 , 0.045147 , 0.0366 , 0.073194 , 0.047276 , 0.054311 , 0.060394 , 0.056753 , 0.040612 , 0.039553 , 0.047047 , 0.054682 , 0.039006 , 0.05747 , 0.057788 , 0.041959 , 0.028523 , 0.047917 , 0.05407 , 0.038529 , 0.042747 , 0.047247 , 0.042982 , 0.046664 , 0.041041 , 0.043147 , 0.049117 , 0.041347 , 0.0514 , 0.066741 , 0.070341 
 480 , 0.995824 , 0.991565 , 1.00748 , 1.00374 , 1.001392 , 0.043303 , 0.040023 , 0.033151 , 0.041368 , 0.038106 , 0.043096 , 0.063388 , 0.052275 , 0.044565 , 0.034112 , 0.044653 , 0.041061 , 0.038477 , 0.042583 , 0.033953 , 0.045261 , 0.03669 , 0.073416 , 0.047379 , 0.054439 , 0.060562 , 0.056899 , 0.040701 , 0.039622 , 0.047143 , 0.054787 , 0.039103 , 0.057631 , 0.057914 , 0.042028 , 0.028568 , 0.048051 , 0.054221 , 0.038613 , 0.042825 , 0.047385 , 0.043061 , 0.046783 , 0.04115 , 0.043249 , 0.049278 , 0.041444 , 0.051543 , 0.066892 , 0.070472 
 481 , 0.995871 , 0.99165 , 1.007436 , 1.003699 , 1.001344 , 0.04339 , 0.040025 , 0.033136 , 0.041483 , 0.038142 , 0.04313 , 0.063485 , 0.05244 , 0.044659 , 0.034157 , 0.044683 , 0.041182 , 0.038532 , 0.042646 , 0.034033 , 0.04535 , 0.036749 , 0.073604 , 0.047487 , 0.054565 , 0.060652 , 0.056974 , 0.040751 , 0.039706 , 0.04718 , 0.054849 , 0.039175 , 0.057794 , 0.058013 , 0.042115 , 0.028608 , 0.048166 , 0.054347 , 0.038661 , 0.042882 , 0.047434 , 0.043065 , 0.046861 , 0.041153 , 0.043307 , 0.049418 , 0.041531 , 0.051667 , 0.066962 , 0.070564 
 482 , 0.995915 , 0.991738 , 1.007395 , 1.003661 , 1.001292 , 0.043478 , 0.040022 , 0.033121 , 0.041593 , 0.038179 , 0.043171 , 0.063578 , 0.052612 , 0.044754 , 0.034202 , 0.044707 , 0.04131 , 0.038592 , 0.042716 , 0.034114 , 0.045446 , 0.036808 , 0.073793 , 0.047596 , 0.054692 , 0.060748 , 0.057055 , 0.040802 , 0.039786 , 0.047218 , 0.05491 , 0.039254 , 0.057959 , 0.058113 , 0.042208 , 0.028649 , 0.048281 , 0.054479 , 0.038704 , 0.042941 , 0.04749 , 0.043065 , 0.046946 , 0.041156 , 0.043366 , 0.049558 , 0.041611 , 0.051785 , 0.06704 , 0.070662 
 483 , 0.995959 , 0.991826 , 1.007353 , 1.003616 , 1.001245 , 0.043573 , 0.040025 , 0.033101 , 0.041704 , 0.038215 , 0.043206 , 0.063677 , 0.052779 , 0.04485 , 0.034248 , 0.044737 , 0.041432 , 0.038659 , 0.042786 , 0.034195 , 0.045542 , 0.036873 , 0.073983 , 0.047706 , 0.054825 , 0.060838 , 0.057131 , 0.040853 , 0.039865 , 0.047262 , 0.054973 , 0.039327 , 0.058124 , 0.058219 , 0.042295 , 0.028696 , 0.048397 , 0.054606 , 0.038753 , 0.043005 , 0.04754 , 0.04307 , 0.047032 , 0.041166 , 0.043425 , 0.049698 , 0.041698 , 0.051904 , 0.067118 , 0.070754 
 484 , 0.995873 , 0.991762 , 1.00732 , 1.003628 , 1.001416 , 0.043714 , 0.040148 , 0.033238 , 0.041845 , 0.038367 , 0.043371 , 0.063915 , 0.052854 , 0.04501 , 0.034421 , 0.044892 , 0.041431 , 0.038781 , 0.04291 , 0.034315 , 0.04569 , 0.037006 , 0.074255 , 0.047855 , 0.055001 , 0.060993 , 0.057338 , 0.041005 , 0.04 , 0.047406 , 0.055102 , 0.039455 , 0.058237 , 0.058385 , 0.042454 , 0.028772 , 0.048559 , 0.054794 , 0.038858 , 0.043141 , 0.047666 , 0.043218 , 0.047187 , 0.041313 , 0.04362 , 0.049884 , 0.041816 , 0.052055 , 0.067252 , 0.070931 
 485 , 0.995774 , 0.991674 , 1.007283 , 1.003667 , 1.001602 , 0.043863 , 0.040277 , 0.033378 , 0.041981 , 0.038526 , 0.043537 , 0.064152 , 0.052934 , 0.04517 , 0.034591 , 0.045046 , 0.041431 , 0.03891 , 0.043029 , 0.034437 , 0.045845 , 0.037147 , 0.074537 , 0.048005 , 0.055182 , 0.061152 , 0.057549 , 0.041159 , 0.040135 , 0.047549 , 0.055229 , 0.039591 , 0.058354 , 0.058555 , 0.04262 , 0.028857 , 0.048727 , 0.054981 , 0.038969 , 0.043277 , 0.047792 , 0.043372 , 0.047342 , 0.041461 , 0.043815 , 0.05007 , 0.04194 , 0.052206 , 0.067395 , 0.071105 
 486 , 0.995672 , 0.991582 , 1.007249 , 1.00371 , 1.001786 , 0.044005 , 0.040401 , 0.033518 , 0.042123 , 0.038679 , 0.043704 , 0.064395 , 0.053014 , 0.045331 , 0.034766 , 0.045207 , 0.041437 , 0.03904 , 0.043153 , 0.034559 , 0.046 , 0.037282 , 0.074818 , 0.04816 , 0.055363 , 0.061312 , 0.057755 , 0.041312 , 0.040271 , 0.047693 , 0.055358 , 0.03972 , 0.058471 , 0.058725 , 0.04278 , 0.028936 , 0.048894 , 0.055168 , 0.039081 , 0.043414 , 0.047918 , 0.043526 , 0.047498 , 0.041608 , 0.044011 , 0.050262 , 0.042058 , 0.052357 , 0.067538 , 0.071279 
 487 , 0.995588 , 0.99148 , 1.007289 , 1.003773 , 1.00187 , 0.044142 , 0.040566 , 0.033616 , 0.042209 , 0.038811 , 0.043817 , 0.064632 , 0.053149 , 0.045578 , 0.034946 , 0.045353 , 0.041577 , 0.039154 , 0.043273 , 0.034674 , 0.046133 , 0.037375 , 0.075063 , 0.048291 , 0.055536 , 0.061488 , 0.057924 , 0.041435 , 0.040371 , 0.047824 , 0.055524 , 0.039863 , 0.058645 , 0.05887 , 0.04293 , 0.029042 , 0.049094 , 0.055341 , 0.03916 , 0.043533 , 0.048066 , 0.043675 , 0.047694 , 0.041778 , 0.044219 , 0.05046 , 0.042168 , 0.052546 , 0.067681 , 0.071428 
 488 , 0.995521 , 0.991351 , 1.0074 , 1.003815 , 1.001913 , 0.044271 , 0.040745 , 0.033686 , 0.042269 , 0.038932 , 0.043905 , 0.064874 , 0.053309 , 0.045878 , 0.035133 , 0.045494 , 0.04179 , 0.039251 , 0.043391 , 0.034785 , 0.046262 , 0.037443 , 0.075294 , 0.048418 , 0.055701 , 0.061673 , 0.058081 , 0.041536 , 0.040461 , 0.047945 , 0.055707 , 0.040007 , 0.058855 , 0.058997 , 0.043066 , 0.02915 , 0.049316 , 0.0555 , 0.039227 , 0.043639 , 0.048223 , 0.043816 , 0.04791 , 0.041962 , 0.044425 , 0.050656 , 0.042269 , 0.052742 , 0.067822 , 0.071572 
 489 , 0.99546 , 0.991221 , 1.007509 , 1.003861 , 1.001948 , 0.0444 , 0.040929 , 0.033756 , 0.042328 , 0.039052 , 0.043993 , 0.06511 , 0.053474 , 0.046172 , 0.035315 , 0.04564 , 0.042004 , 0.039353 , 0.043509 , 0.034896 , 0.046384 , 0.037511 , 0.075524 , 0.048539 , 0.055865 , 0.061863 , 0.058232 , 0.041638 , 0.040545 , 0.048067 , 0.055889 , 0.04015 , 0.059065 , 0.05913 , 0.043208 , 0.029264 , 0.049537 , 0.055664 , 0.039294 , 0.043745 , 0.048379 , 0.043958 , 0.048126 , 0.042139 , 0.044625 , 0.050859 , 0.042364 , 0.052943 , 0.067956 , 0.07171 
 490 , 0.995441 , 0.99115 , 1.007578 , 1.003876 , 1.001955 , 0.044588 , 0.041127 , 0.033883 , 0.042471 , 0.039206 , 0.044151 , 0.065408 , 0.053695 , 0.046415 , 0.035516 , 0.045843 , 0.04223 , 0.039512 , 0.043674 , 0.035038 , 0.046545 , 0.037626 , 0.07583 , 0.048714 , 0.056088 , 0.062089 , 0.05844 , 0.041788 , 0.040668 , 0.048219 , 0.056094 , 0.04032 , 0.059313 , 0.059307 , 0.043379 , 0.029415 , 0.049781 , 0.055882 , 0.039436 , 0.043904 , 0.048614 , 0.044151 , 0.04839 , 0.042365 , 0.044876 , 0.051107 , 0.042536 , 0.05317 , 0.068155 , 0.07191 
 491 , 0.995585 , 0.991253 , 1.007501 , 1.0038 , 1.001861 , 0.044923 , 0.041364 , 0.034127 , 0.042813 , 0.03946 , 0.044487 , 0.065861 , 0.054046 , 0.046544 , 0.035765 , 0.04619 , 0.042501 , 0.039808 , 0.043927 , 0.035252 , 0.046803 , 0.037851 , 0.076321 , 0.049019 , 0.056444 , 0.06242 , 0.058789 , 0.042047 , 0.040886 , 0.048435 , 0.056362 , 0.040556 , 0.059656 , 0.059603 , 0.043644 , 0.02966 , 0.050079 , 0.056238 , 0.039743 , 0.044198 , 0.049031 , 0.044463 , 0.048759 , 0.04269 , 0.045229 , 0.051482 , 0.04286 , 0.053474 , 0.068484 , 0.072261 
 492 , 0.99573 , 0.991352 , 1.007424 , 1.003731 , 1.001763 , 0.045253 , 0.0416 , 0.034365 , 0.043149 , 0.039715 , 0.044817 , 0.066309 , 0.054396 , 0.046673 , 0.036009 , 0.046531 , 0.042766 , 0.040098 , 0.044175 , 0.035467 , 0.047055 , 0.038077 , 0.076808 , 0.049318 , 0.056806 , 0.06275 , 0.059127 , 0.042307 , 0.041093 , 0.048646 , 0.056629 , 0.040793 , 0.059993 , 0.059887 , 0.043904 , 0.029899 , 0.050378 , 0.056588 , 0.040045 , 0.044493 , 0.049442 , 0.044775 , 0.049129 , 0.043014 , 0.045577 , 0.051851 , 0.043185 , 0.053778 , 0.068807 , 0.072613 
 493 , 0.995866 , 0.991455 , 1.007346 , 1.003659 , 1.001674 , 0.045576 , 0.04183 , 0.034598 , 0.043485 , 0.039963 , 0.045146 , 0.066745 , 0.054741 , 0.046796 , 0.036247 , 0.046866 , 0.043032 , 0.040381 , 0.044422 , 0.035681 , 0.047302 , 0.038296 , 0.077282 , 0.049611 , 0.057156 , 0.063075 , 0.059465 , 0.042561 , 0.0413 , 0.048863 , 0.056897 , 0.041023 , 0.060331 , 0.060172 , 0.044163 , 0.030139 , 0.050671 , 0.056938 , 0.040346 , 0.044781 , 0.049847 , 0.045082 , 0.049487 , 0.043332 , 0.045924 , 0.05222 , 0.043497 , 0.054076 , 0.069124 , 0.072953 
 494 , 0.995907 , 0.991502 , 1.007279 , 1.003734 , 1.001578 , 0.045725 , 0.042103 , 0.034859 , 0.043776 , 0.040283 , 0.045395 , 0.067163 , 0.05503 , 0.04708 , 0.036567 , 0.047156 , 0.043316 , 0.040613 , 0.044659 , 0.035961 , 0.04758 , 0.038534 , 0.077663 , 0.049918 , 0.057445 , 0.063382 , 0.059801 , 0.042828 , 0.041532 , 0.049106 , 0.057204 , 0.041285 , 0.060655 , 0.060455 , 0.044394 , 0.030342 , 0.051037 , 0.05731 , 0.04059 , 0.045036 , 0.050189 , 0.045425 , 0.049854 , 0.043682 , 0.046349 , 0.052557 , 0.043776 , 0.054341 , 0.069418 , 0.07327 
 495 , 0.995915 , 0.991565 , 1.007205 , 1.003844 , 1.001472 , 0.045856 , 0.042372 , 0.035113 , 0.044061 , 0.040606 , 0.045633 , 0.067572 , 0.05531 , 0.047369 , 0.036891 , 0.04744 , 0.043602 , 0.040841 , 0.044897 , 0.036238 , 0.047852 , 0.038769 , 0.078032 , 0.050218 , 0.05773 , 0.063687 , 0.060126 , 0.043096 , 0.041759 , 0.049353 , 0.057512 , 0.041542 , 0.060973 , 0.060738 , 0.04462 , 0.030534 , 0.051407 , 0.057683 , 0.040835 , 0.045285 , 0.050524 , 0.045768 , 0.050218 , 0.044026 , 0.046781 , 0.052885 , 0.044043 , 0.054598 , 0.069703 , 0.07357 
 496 , 0.995925 , 0.991624 , 1.007134 , 1.00395 , 1.001367 , 0.045988 , 0.04264 , 0.035362 , 0.044346 , 0.040928 , 0.04587 , 0.067981 , 0.055584 , 0.047659 , 0.037209 , 0.047723 , 0.043881 , 0.041069 , 0.045129 , 0.036515 , 0.048123 , 0.039004 , 0.078401 , 0.050512 , 0.058014 , 0.063992 , 0.06045 , 0.043364 , 0.041981 , 0.049594 , 0.05782 , 0.041793 , 0.061286 , 0.061021 , 0.044846 , 0.030725 , 0.051771 , 0.058049 , 0.041075 , 0.045535 , 0.050854 , 0.046111 , 0.050577 , 0.044364 , 0.047206 , 0.053213 , 0.044305 , 0.054855 , 0.069988 , 0.073871 
 497 , 0.995966 , 0.991701 , 1.007057 , 1.004003 , 1.001273 , 0.046293 , 0.042927 , 0.035667 , 0.044704 , 0.041274 , 0.04614 , 0.068386 , 0.055948 , 0.048022 , 0.037544 , 0.047999 , 0.044233 , 0.041356 , 0.045392 , 0.036796 , 0.048405 , 0.039279 , 0.078806 , 0.050852 , 0.058366 , 0.06432 , 0.060807 , 0.043698 , 0.042239 , 0.049852 , 0.058154 , 0.042086 , 0.061649 , 0.061343 , 0.045133 , 0.031019 , 0.052206 , 0.058472 , 0.041403 , 0.045845 , 0.051252 , 0.04654 , 0.051023 , 0.044769 , 0.047687 , 0.0536 , 0.044622 , 0.055189 , 0.070298 , 0.074205 
 498 , 0.996056 , 0.991763 , 1.007028 , 1.003958 , 1.001195 , 0.046722 , 0.043229 , 0.036009 , 0.045111 , 0.041642 , 0.046446 , 0.068784 , 0.056371 , 0.048439 , 0.037896 , 0.048268 , 0.044646 , 0.041683 , 0.045675 , 0.037085 , 0.048686 , 0.03959 , 0.079226 , 0.051226 , 0.05877 , 0.064662 , 0.061181 , 0.044082 , 0.042512 , 0.050121 , 0.058511 , 0.042412 , 0.062045 , 0.061698 , 0.04547 , 0.031393 , 0.052696 , 0.058917 , 0.041795 , 0.046199 , 0.051714 , 0.047028 , 0.051532 , 0.045217 , 0.048204 , 0.054025 , 0.044964 , 0.055565 , 0.070624 , 0.074558 
 499 , 0.996143 , 0.991824 , 1.006996 , 1.003923 , 1.001114 , 0.047139 , 0.043531 , 0.036351 , 0.045517 , 0.042009 , 0.046746 , 0.069175 , 0.056794 , 0.048855 , 0.038243 , 0.048532 , 0.045059 , 0.042009 , 0.045952 , 0.037367 , 0.048967 , 0.0399 , 0.079647 , 0.051594 , 0.059174 , 0.065003 , 0.061548 , 0.044472 , 0.042791 , 0.050389 , 0.058868 , 0.042732 , 0.062441 , 0.062053 , 0.045805 , 0.031761 , 0.053186 , 0.059362 , 0.042186 , 0.046546 , 0.052164 , 0.047515 , 0.052034 , 0.045659 , 0.04872 , 0.054449 , 0.045306 , 0.055942 , 0.07095 , 0.074911 
 500 , 0.996236 , 0.991892 , 1.006967 , 1.003879 , 1.001026 , 0.047577 , 0.043873 , 0.036723 , 0.045962 , 0.042417 , 0.047078 , 0.069613 , 0.057209 , 0.049279 , 0.038631 , 0.048856 , 0.045457 , 0.042346 , 0.046262 , 0.037686 , 0.049273 , 0.040216 , 0.080085 , 0.051991 , 0.059598 , 0.065374 , 0.06194 , 0.04487 , 0.043092 , 0.050682 , 0.059258 , 0.043086 , 0.062856 , 0.062422 , 0.046162 , 0.032168 , 0.053705 , 0.059839 , 0.042605 , 0.046925 , 0.052642 , 0.048046 , 0.052584 , 0.046138 , 0.049285 , 0.054891 , 0.04568 , 0.05634 , 0.071303 , 0.075271 
 501 , 0.996407 , 0.991914 , 1.006965 , 1.00375 , 1.000964 , 0.04809 , 0.044331 , 0.037192 , 0.046548 , 0.042982 , 0.047527 , 0.070179 , 0.05761 , 0.049739 , 0.03914 , 0.049357 , 0.045832 , 0.042718 , 0.046659 , 0.038125 , 0.049668 , 0.040583 , 0.08062 , 0.052489 , 0.060097 , 0.065857 , 0.062414 , 0.045328 , 0.043474 , 0.05107 , 0.059745 , 0.043539 , 0.063352 , 0.06283 , 0.046589 , 0.032688 , 0.054337 , 0.060437 , 0.043099 , 0.047404 , 0.053211 , 0.0487 , 0.053275 , 0.046747 , 0.050014 , 0.055404 , 0.046155 , 0.056824 , 0.071769 , 0.075681 
 502 , 0.99657 , 0.991934 , 1.006962 , 1.003627 , 1.000907 , 0.048599 , 0.044783 , 0.037662 , 0.047128 , 0.043535 , 0.047971 , 0.070741 , 0.058005 , 0.050199 , 0.039643 , 0.049853 , 0.046201 , 0.043083 , 0.047057 , 0.038553 , 0.050064 , 0.040944 , 0.08115 , 0.052977 , 0.060584 , 0.066328 , 0.062876 , 0.045785 , 0.043845 , 0.051447 , 0.060227 , 0.043986 , 0.063849 , 0.063233 , 0.04701 , 0.033208 , 0.054964 , 0.061024 , 0.043588 , 0.047884 , 0.053768 , 0.049349 , 0.053955 , 0.04735 , 0.050738 , 0.055913 , 0.046629 , 0.057308 , 0.07223 , 0.076092 
 503 , 0.996737 , 0.991952 , 1.006956 , 1.003507 , 1.000848 , 0.049101 , 0.045235 , 0.03812 , 0.047701 , 0.044082 , 0.048415 , 0.071291 , 0.058401 , 0.050659 , 0.040146 , 0.050348 , 0.046571 , 0.043449 , 0.047455 , 0.038981 , 0.050448 , 0.041306 , 0.081674 , 0.053464 , 0.061071 , 0.066799 , 0.063338 , 0.046237 , 0.044222 , 0.051824 , 0.060702 , 0.044433 , 0.064333 , 0.063636 , 0.047426 , 0.033722 , 0.055584 , 0.06161 , 0.044076 , 0.048351 , 0.054319 , 0.049997 , 0.054635 , 0.047941 , 0.051461 , 0.056421 , 0.047098 , 0.057786 , 0.072685 , 0.076497 
 504 , 0.996839 , 0.991923 , 1.00696 , 1.003588 , 1.000691 , 0.049776 , 0.045866 , 0.038743 , 0.048383 , 0.044742 , 0.048957 , 0.072042 , 0.059013 , 0.051345 , 0.040815 , 0.050953 , 0.047201 , 0.043952 , 0.047926 , 0.039556 , 0.0509 , 0.041798 , 0.082349 , 0.054108 , 0.061711 , 0.067459 , 0.064011 , 0.046832 , 0.044672 , 0.052293 , 0.061336 , 0.044971 , 0.064995 , 0.064228 , 0.047903 , 0.034382 , 0.056355 , 0.062402 , 0.044772 , 0.048957 , 0.055097 , 0.050812 , 0.05546 , 0.04874 , 0.052299 , 0.05714 , 0.047739 , 0.058398 , 0.073277 , 0.077087 
 505 , 0.996906 , 0.991865 , 1.006933 , 1.003766 , 1.000529 , 0.050466 , 0.046521 , 0.039385 , 0.049085 , 0.045408 , 0.049512 , 0.07281 , 0.059651 , 0.052058 , 0.041498 , 0.051567 , 0.047867 , 0.044466 , 0.048411 , 0.040146 , 0.051362 , 0.042312 , 0.083037 , 0.054769 , 0.062367 , 0.068139 , 0.064703 , 0.04744 , 0.045133 , 0.052778 , 0.061992 , 0.045514 , 0.065669 , 0.064837 , 0.048388 , 0.035053 , 0.057139 , 0.06321 , 0.04549 , 0.04957 , 0.055893 , 0.051643 , 0.056302 , 0.049559 , 0.053153 , 0.057889 , 0.0484 , 0.059024 , 0.073882 , 0.077698 
 506 , 0.996966 , 0.991814 , 1.006907 , 1.003945 , 1.000368 , 0.051144 , 0.047169 , 0.040021 , 0.049769 , 0.046063 , 0.050061 , 0.073573 , 0.060277 , 0.052766 , 0.042175 , 0.052175 , 0.048522 , 0.044974 , 0.048885 , 0.040729 , 0.051812 , 0.042814 , 0.083725 , 0.055424 , 0.063011 , 0.068813 , 0.065388 , 0.048042 , 0.045589 , 0.053252 , 0.062637 , 0.046051 , 0.066331 , 0.065441 , 0.048861 , 0.035712 , 0.057918 , 0.064007 , 0.046203 , 0.050179 , 0.056683 , 0.052468 , 0.057134 , 0.050366 , 0.053996 , 0.058626 , 0.049049 , 0.059645 , 0.07448 , 0.078303 
 507 , 0.997021 , 0.991855 , 1.006826 , 1.004008 , 1.000289 , 0.051921 , 0.047845 , 0.040729 , 0.050598 , 0.046791 , 0.050715 , 0.074353 , 0.060941 , 0.053438 , 0.042878 , 0.052794 , 0.049198 , 0.045543 , 0.049438 , 0.041361 , 0.052343 , 0.043341 , 0.084439 , 0.05615 , 0.063705 , 0.069504 , 0.066107 , 0.048694 , 0.046082 , 0.053766 , 0.063325 , 0.046632 , 0.067061 , 0.066054 , 0.049403 , 0.036482 , 0.058785 , 0.064859 , 0.046949 , 0.050849 , 0.05752 , 0.053368 , 0.058047 , 0.051224 , 0.054937 , 0.059395 , 0.049742 , 0.060308 , 0.075097 , 0.078945 
