JUL12SHB100005.spu,JUL12SHB100004.spu,JUL12SHB100003.spu,
Wavelength,JUL12SHB100006.spu,JUL12SHB100007.spu,JUL12SHB100008.spu,JUL12SHB100009.spu,JUL12SHB100010.spu,JUL12SHB100011.spu,JUL12SHB100012.spu,JUL12SHB100013.spu,JUL12SHB100014.spu,JUL12SHB100015.spu,JUL12SHB100016.spu,JUL12SHB100017.spu,JUL12SHB100018.spu,JUL12SHB100019.spu,JUL12SHB100020.spu,JUL12SHB100021.spu,JUL12SHB100022.spu,JUL12SHB100023.spu,JUL12SHB100024.spu,JUL12SHB100025.spu
  (nm),7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 
  time  ,33:22 PM,33:38 PM,34:00 PM,34:16 PM,34:44 PM,35:06 PM,35:20 PM,35:38 PM,35:47 PM,35:56 PM,36:25 PM,36:42 PM,36:55 PM,37:04 PM,37:17 PM,37:37 PM,37:45 PM,37:53 PM,38:03 PM,38:10 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 393 , 0.009157 , 0.011165 , 0.019129 , 0.003144 , 0.010733 , 0.010098 , 0.008204 , 0.011351 , 0.008663 , 0.011143 , 0.00979 , 0.013913 , 0.013053 , 0.015606 , 0.0119 , 0.009959 , 0.006015 , 0.012312 , 0.011783 , 0.008363 
 394 , 0.009444 , 0.011321 , 0.019498 , 0.003413 , 0.011017 , 0.010353 , 0.008515 , 0.011702 , 0.008807 , 0.011447 , 0.010006 , 0.014078 , 0.013174 , 0.015531 , 0.012046 , 0.009953 , 0.006277 , 0.012553 , 0.011937 , 0.00856 
 395 , 0.009709 , 0.011465 , 0.019842 , 0.00366 , 0.01128 , 0.010587 , 0.0088 , 0.012024 , 0.00894 , 0.011732 , 0.010201 , 0.014229 , 0.013285 , 0.015466 , 0.012184 , 0.00995 , 0.006518 , 0.012775 , 0.01208 , 0.008742 
 396 , 0.009889 , 0.011726 , 0.020149 , 0.003973 , 0.011565 , 0.010854 , 0.009048 , 0.012273 , 0.009117 , 0.011924 , 0.010511 , 0.01449 , 0.013522 , 0.015666 , 0.012364 , 0.010072 , 0.00679 , 0.012999 , 0.012281 , 0.008906 
 397 , 0.009989 , 0.012082 , 0.020409 , 0.004329 , 0.011857 , 0.01114 , 0.009247 , 0.012445 , 0.009323 , 0.012026 , 0.010904 , 0.014837 , 0.013866 , 0.016105 , 0.012578 , 0.010302 , 0.007081 , 0.013213 , 0.012524 , 0.009047 
 398 , 0.010078 , 0.012388 , 0.020633 , 0.004638 , 0.01211 , 0.011387 , 0.009419 , 0.012596 , 0.009501 , 0.012116 , 0.011246 , 0.01514 , 0.014162 , 0.016484 , 0.01276 , 0.010502 , 0.007332 , 0.013398 , 0.012736 , 0.009167 
 399 , 0.010188 , 0.012674 , 0.020846 , 0.004887 , 0.012335 , 0.011602 , 0.009586 , 0.012741 , 0.009686 , 0.012223 , 0.011524 , 0.015411 , 0.01443 , 0.016816 , 0.012944 , 0.010679 , 0.007536 , 0.01357 , 0.012941 , 0.009292 
 400 , 0.010545 , 0.013055 , 0.021148 , 0.00493 , 0.012554 , 0.011814 , 0.009832 , 0.012961 , 0.010038 , 0.012526 , 0.011599 , 0.015714 , 0.014716 , 0.017101 , 0.013254 , 0.010837 , 0.007614 , 0.013807 , 0.013244 , 0.009531 
 401 , 0.01086 , 0.013391 , 0.021414 , 0.004967 , 0.012748 , 0.011997 , 0.010051 , 0.013159 , 0.010351 , 0.012796 , 0.011669 , 0.015986 , 0.014967 , 0.017352 , 0.013528 , 0.010978 , 0.007683 , 0.014015 , 0.013515 , 0.009746 
 402 , 0.011142 , 0.013692 , 0.021649 , 0.005004 , 0.012919 , 0.012162 , 0.010245 , 0.013335 , 0.010628 , 0.013036 , 0.01173 , 0.016223 , 0.015193 , 0.017578 , 0.013773 , 0.011103 , 0.007743 , 0.014202 , 0.013757 , 0.009933 
 403 , 0.011277 , 0.01377 , 0.021735 , 0.005142 , 0.013094 , 0.01224 , 0.010439 , 0.013511 , 0.010724 , 0.013207 , 0.011849 , 0.016378 , 0.015402 , 0.017683 , 0.013803 , 0.011263 , 0.00789 , 0.014312 , 0.013875 , 0.010012 
 404 , 0.011359 , 0.013771 , 0.021766 , 0.005311 , 0.013263 , 0.012291 , 0.010623 , 0.01368 , 0.010757 , 0.013354 , 0.011981 , 0.016502 , 0.015601 , 0.017747 , 0.013761 , 0.011433 , 0.008053 , 0.0144 , 0.013949 , 0.010051 
 405 , 0.011437 , 0.013775 , 0.0218 , 0.005468 , 0.013424 , 0.012335 , 0.010792 , 0.01384 , 0.010789 , 0.013489 , 0.012106 , 0.016618 , 0.015782 , 0.01781 , 0.013724 , 0.011588 , 0.008205 , 0.014482 , 0.014021 , 0.010089 
 406 , 0.011569 , 0.013831 , 0.021914 , 0.005599 , 0.013554 , 0.012413 , 0.010922 , 0.013994 , 0.010867 , 0.013658 , 0.012233 , 0.01676 , 0.015996 , 0.017895 , 0.013748 , 0.011707 , 0.00829 , 0.014585 , 0.014111 , 0.010154 
 407 , 0.011791 , 0.013973 , 0.022165 , 0.005686 , 0.013644 , 0.012546 , 0.01099 , 0.014151 , 0.011032 , 0.013885 , 0.012378 , 0.016959 , 0.016263 , 0.018025 , 0.013871 , 0.01178 , 0.00827 , 0.014732 , 0.014235 , 0.01027 
 408 , 0.012004 , 0.014102 , 0.022401 , 0.005772 , 0.013732 , 0.012672 , 0.011054 , 0.014297 , 0.011184 , 0.014099 , 0.012513 , 0.017144 , 0.016519 , 0.018151 , 0.013986 , 0.011845 , 0.008252 , 0.014869 , 0.014353 , 0.010379 
 409 , 0.012202 , 0.014228 , 0.022628 , 0.005853 , 0.013814 , 0.012794 , 0.011114 , 0.014438 , 0.011332 , 0.014303 , 0.012641 , 0.01732 , 0.016757 , 0.018265 , 0.014092 , 0.011909 , 0.008232 , 0.014998 , 0.014467 , 0.010479 
 410 , 0.012192 , 0.014357 , 0.022814 , 0.005997 , 0.013978 , 0.013002 , 0.011248 , 0.014645 , 0.011464 , 0.014476 , 0.01275 , 0.017476 , 0.016849 , 0.018409 , 0.014317 , 0.011976 , 0.008403 , 0.015145 , 0.014634 , 0.010568 
 411 , 0.012179 , 0.01448 , 0.022988 , 0.006137 , 0.014131 , 0.013197 , 0.011376 , 0.014837 , 0.01159 , 0.01464 , 0.012859 , 0.017625 , 0.016935 , 0.018545 , 0.014528 , 0.012037 , 0.008565 , 0.015288 , 0.014793 , 0.010649 
 412 , 0.012169 , 0.014601 , 0.023154 , 0.006264 , 0.014278 , 0.013383 , 0.011494 , 0.015023 , 0.011711 , 0.014795 , 0.012958 , 0.017766 , 0.017018 , 0.018672 , 0.014729 , 0.012096 , 0.008722 , 0.015419 , 0.014946 , 0.010728 
 413 , 0.012296 , 0.014791 , 0.023322 , 0.006337 , 0.014498 , 0.01354 , 0.01163 , 0.015183 , 0.011804 , 0.014987 , 0.013103 , 0.01803 , 0.017245 , 0.018859 , 0.01488 , 0.012255 , 0.008824 , 0.015542 , 0.015124 , 0.01083 
 414 , 0.012491 , 0.015019 , 0.023492 , 0.006378 , 0.01475 , 0.013671 , 0.011771 , 0.015322 , 0.011886 , 0.015199 , 0.013272 , 0.018354 , 0.017544 , 0.019071 , 0.015001 , 0.012465 , 0.008903 , 0.015654 , 0.015311 , 0.010949 
 415 , 0.012676 , 0.01524 , 0.023649 , 0.006413 , 0.014992 , 0.013802 , 0.011908 , 0.015459 , 0.011964 , 0.015402 , 0.013433 , 0.018664 , 0.017831 , 0.019274 , 0.015116 , 0.012665 , 0.008974 , 0.015764 , 0.015493 , 0.01106 
 416 , 0.012861 , 0.015448 , 0.023822 , 0.006478 , 0.015194 , 0.013951 , 0.012048 , 0.015631 , 0.012059 , 0.015616 , 0.013571 , 0.01894 , 0.018104 , 0.019472 , 0.015236 , 0.01285 , 0.009058 , 0.015889 , 0.015657 , 0.011174 
 417 , 0.013051 , 0.015633 , 0.024028 , 0.006616 , 0.01531 , 0.014168 , 0.012215 , 0.015916 , 0.012208 , 0.015867 , 0.013669 , 0.019153 , 0.01836 , 0.019679 , 0.015364 , 0.013009 , 0.009178 , 0.016058 , 0.015805 , 0.011306 
 418 , 0.013236 , 0.015813 , 0.024231 , 0.006746 , 0.015423 , 0.014374 , 0.012381 , 0.016189 , 0.01235 , 0.016108 , 0.013766 , 0.019359 , 0.018608 , 0.019877 , 0.015488 , 0.013166 , 0.009296 , 0.016228 , 0.015945 , 0.011432 
 419 , 0.013418 , 0.015991 , 0.024431 , 0.006875 , 0.01553 , 0.014574 , 0.01254 , 0.016459 , 0.012489 , 0.016342 , 0.013855 , 0.019559 , 0.018849 , 0.020071 , 0.015612 , 0.013321 , 0.009409 , 0.016389 , 0.016085 , 0.011556 
 420 , 0.013553 , 0.016219 , 0.024704 , 0.007055 , 0.015836 , 0.014797 , 0.012723 , 0.016768 , 0.012644 , 0.016598 , 0.014106 , 0.019861 , 0.019095 , 0.020343 , 0.015812 , 0.013482 , 0.009614 , 0.016606 , 0.016326 , 0.011712 
 421 , 0.013679 , 0.016452 , 0.024981 , 0.007239 , 0.016152 , 0.015018 , 0.012908 , 0.017079 , 0.012796 , 0.016855 , 0.01437 , 0.020167 , 0.019344 , 0.020627 , 0.016024 , 0.013643 , 0.009828 , 0.016827 , 0.016576 , 0.011869 
 422 , 0.013807 , 0.016683 , 0.025255 , 0.007425 , 0.016469 , 0.015233 , 0.013088 , 0.017386 , 0.012951 , 0.017107 , 0.014631 , 0.020472 , 0.019588 , 0.020901 , 0.016231 , 0.013803 , 0.010038 , 0.017047 , 0.016825 , 0.01203 
 423 , 0.013924 , 0.016921 , 0.025539 , 0.007536 , 0.016721 , 0.015521 , 0.013217 , 0.017616 , 0.013123 , 0.017391 , 0.014843 , 0.020781 , 0.01987 , 0.021202 , 0.016456 , 0.014022 , 0.010162 , 0.017236 , 0.017028 , 0.012184 
 424 , 0.014032 , 0.017166 , 0.025834 , 0.007587 , 0.016919 , 0.015863 , 0.013307 , 0.017785 , 0.013315 , 0.017702 , 0.01501 , 0.0211 , 0.020193 , 0.021525 , 0.016696 , 0.014288 , 0.01021 , 0.017406 , 0.017187 , 0.012334 
 425 , 0.014145 , 0.017413 , 0.026134 , 0.007639 , 0.017113 , 0.016206 , 0.013396 , 0.017954 , 0.013508 , 0.018012 , 0.015182 , 0.021422 , 0.020514 , 0.021846 , 0.016938 , 0.014557 , 0.010257 , 0.017575 , 0.01735 , 0.012484 
 426 , 0.01426 , 0.017659 , 0.026424 , 0.007697 , 0.017319 , 0.016541 , 0.013504 , 0.018146 , 0.013705 , 0.018331 , 0.015344 , 0.021735 , 0.02081 , 0.022151 , 0.017168 , 0.014806 , 0.010327 , 0.017752 , 0.017525 , 0.012642 
 427 , 0.0144 , 0.017914 , 0.026701 , 0.007806 , 0.01755 , 0.016834 , 0.013706 , 0.018468 , 0.013922 , 0.018671 , 0.015505 , 0.022007 , 0.02097 , 0.022363 , 0.017347 , 0.014968 , 0.010506 , 0.017977 , 0.017749 , 0.012813 
 428 , 0.014541 , 0.01817 , 0.026976 , 0.00791 , 0.017782 , 0.017126 , 0.013915 , 0.018789 , 0.014141 , 0.01901 , 0.015667 , 0.022285 , 0.02113 , 0.02258 , 0.017522 , 0.01513 , 0.010686 , 0.0182 , 0.017974 , 0.012985 
 429 , 0.014683 , 0.018429 , 0.027248 , 0.008016 , 0.018016 , 0.017415 , 0.01412 , 0.019108 , 0.014361 , 0.019352 , 0.015826 , 0.022561 , 0.02129 , 0.022798 , 0.017703 , 0.015293 , 0.010864 , 0.018429 , 0.018197 , 0.013162 
 430 , 0.014908 , 0.018792 , 0.027671 , 0.00823 , 0.018391 , 0.017868 , 0.014389 , 0.019537 , 0.014568 , 0.019799 , 0.016163 , 0.023072 , 0.021752 , 0.023216 , 0.017955 , 0.015671 , 0.011111 , 0.018718 , 0.01853 , 0.013417 
 431 , 0.015151 , 0.019189 , 0.028124 , 0.008474 , 0.018803 , 0.018359 , 0.014672 , 0.019992 , 0.014774 , 0.020267 , 0.01654 , 0.023639 , 0.02229 , 0.023692 , 0.018226 , 0.016096 , 0.011371 , 0.019025 , 0.018891 , 0.013692 
 432 , 0.015394 , 0.019579 , 0.02858 , 0.008717 , 0.019209 , 0.018852 , 0.014956 , 0.02045 , 0.014979 , 0.020739 , 0.01692 , 0.024206 , 0.022829 , 0.024165 , 0.018495 , 0.016523 , 0.011633 , 0.019335 , 0.019249 , 0.013967 
 433 , 0.01572 , 0.020106 , 0.029162 , 0.008955 , 0.019678 , 0.019415 , 0.015274 , 0.020994 , 0.015297 , 0.021275 , 0.017335 , 0.024813 , 0.023396 , 0.024754 , 0.018895 , 0.016976 , 0.011919 , 0.019756 , 0.019696 , 0.014294 
 434 , 0.016142 , 0.020801 , 0.029906 , 0.00918 , 0.020221 , 0.020066 , 0.015624 , 0.021649 , 0.015761 , 0.021894 , 0.017791 , 0.025469 , 0.024009 , 0.025492 , 0.019454 , 0.017461 , 0.012233 , 0.02032 , 0.02025 , 0.014673 
 435 , 0.016567 , 0.021497 , 0.030647 , 0.009401 , 0.020764 , 0.020721 , 0.015979 , 0.022301 , 0.01622 , 0.022513 , 0.018249 , 0.026123 , 0.024619 , 0.026233 , 0.020012 , 0.017945 , 0.012543 , 0.020885 , 0.020807 , 0.015054 
 436 , 0.016979 , 0.022172 , 0.031381 , 0.009633 , 0.021305 , 0.021364 , 0.016338 , 0.022946 , 0.016678 , 0.023128 , 0.018703 , 0.026779 , 0.025227 , 0.026961 , 0.020556 , 0.018428 , 0.012855 , 0.021438 , 0.021354 , 0.015437 
 437 , 0.017225 , 0.022604 , 0.03197 , 0.009893 , 0.021835 , 0.021886 , 0.016748 , 0.023447 , 0.017075 , 0.023714 , 0.019144 , 0.02743 , 0.025742 , 0.027525 , 0.020942 , 0.018867 , 0.013168 , 0.021871 , 0.02181 , 0.015789 
 438 , 0.017471 , 0.023037 , 0.032558 , 0.010155 , 0.022362 , 0.022408 , 0.017159 , 0.023943 , 0.017471 , 0.024296 , 0.019584 , 0.028077 , 0.026261 , 0.028092 , 0.021324 , 0.019303 , 0.013476 , 0.022306 , 0.02226 , 0.016141 
 439 , 0.01772 , 0.023466 , 0.033152 , 0.01042 , 0.022893 , 0.022924 , 0.017568 , 0.024441 , 0.017871 , 0.024878 , 0.020022 , 0.028729 , 0.026775 , 0.028656 , 0.021705 , 0.019741 , 0.013786 , 0.022737 , 0.022716 , 0.01649 
 440 , 0.018009 , 0.023936 , 0.033664 , 0.010568 , 0.023338 , 0.023423 , 0.017861 , 0.024889 , 0.018205 , 0.025381 , 0.020375 , 0.029319 , 0.027297 , 0.02917 , 0.022052 , 0.020184 , 0.01403 , 0.023137 , 0.0231 , 0.016829 
 441 , 0.018318 , 0.024418 , 0.03414 , 0.010666 , 0.023753 , 0.023919 , 0.018108 , 0.025319 , 0.018516 , 0.025856 , 0.020694 , 0.029891 , 0.027825 , 0.029665 , 0.022395 , 0.020635 , 0.014245 , 0.023517 , 0.023458 , 0.017159 
 442 , 0.018627 , 0.024904 , 0.034622 , 0.010763 , 0.024164 , 0.024409 , 0.018355 , 0.025747 , 0.018829 , 0.026329 , 0.02101 , 0.030462 , 0.028352 , 0.030163 , 0.022734 , 0.021086 , 0.014456 , 0.023903 , 0.023816 , 0.017491 
 443 , 0.018941 , 0.025338 , 0.035117 , 0.01092 , 0.02455 , 0.024886 , 0.018605 , 0.026197 , 0.019123 , 0.026798 , 0.021327 , 0.03099 , 0.028836 , 0.030616 , 0.023084 , 0.021481 , 0.014688 , 0.024269 , 0.02417 , 0.01779 
 444 , 0.019265 , 0.025677 , 0.035633 , 0.011176 , 0.024886 , 0.025337 , 0.018858 , 0.02668 , 0.019393 , 0.027254 , 0.021638 , 0.031449 , 0.029243 , 0.030998 , 0.023471 , 0.021766 , 0.014942 , 0.024596 , 0.024518 , 0.018028 
 445 , 0.019585 , 0.026018 , 0.036146 , 0.011429 , 0.025218 , 0.025787 , 0.019112 , 0.027167 , 0.019659 , 0.027719 , 0.021957 , 0.031904 , 0.029657 , 0.031375 , 0.023855 , 0.022058 , 0.015197 , 0.024931 , 0.024863 , 0.018273 
 446 , 0.019902 , 0.026354 , 0.036661 , 0.011685 , 0.025557 , 0.02624 , 0.019367 , 0.027653 , 0.019925 , 0.028177 , 0.022271 , 0.032362 , 0.030067 , 0.031758 , 0.024236 , 0.022345 , 0.015449 , 0.025261 , 0.02521 , 0.018513 
 447 , 0.020049 , 0.026645 , 0.036876 , 0.011807 , 0.025837 , 0.026554 , 0.019458 , 0.027866 , 0.020043 , 0.028388 , 0.022542 , 0.032698 , 0.030319 , 0.032027 , 0.024393 , 0.022622 , 0.015601 , 0.025471 , 0.025442 , 0.018696 
 448 , 0.02019 , 0.026939 , 0.037088 , 0.011925 , 0.02612 , 0.026869 , 0.01955 , 0.028068 , 0.020161 , 0.028593 , 0.022812 , 0.033031 , 0.03057 , 0.032299 , 0.024541 , 0.022893 , 0.015757 , 0.025676 , 0.025665 , 0.018875 
 449 , 0.020331 , 0.027228 , 0.0373 , 0.012037 , 0.026399 , 0.027181 , 0.019641 , 0.028271 , 0.020279 , 0.028798 , 0.023084 , 0.033365 , 0.030821 , 0.032571 , 0.024689 , 0.023165 , 0.015909 , 0.025877 , 0.025895 , 0.019062 
 450 , 0.020425 , 0.027411 , 0.037443 , 0.012061 , 0.026568 , 0.027423 , 0.019681 , 0.028393 , 0.020407 , 0.028945 , 0.02318 , 0.033566 , 0.030997 , 0.03277 , 0.024807 , 0.023337 , 0.015984 , 0.026016 , 0.026016 , 0.019169 
 451 , 0.020494 , 0.02752 , 0.037546 , 0.012031 , 0.026666 , 0.027613 , 0.019692 , 0.028462 , 0.020534 , 0.029055 , 0.023167 , 0.033681 , 0.03113 , 0.032932 , 0.024899 , 0.023446 , 0.016007 , 0.026114 , 0.026067 , 0.019244 
 452 , 0.020557 , 0.027636 , 0.03765 , 0.011996 , 0.026764 , 0.02781 , 0.019702 , 0.028531 , 0.020667 , 0.029164 , 0.023155 , 0.033796 , 0.031262 , 0.033093 , 0.024997 , 0.023556 , 0.016035 , 0.026206 , 0.026125 , 0.019313 
 453 , 0.020583 , 0.027723 , 0.037693 , 0.011985 , 0.026846 , 0.027944 , 0.019718 , 0.028589 , 0.020758 , 0.029257 , 0.023163 , 0.033893 , 0.03136 , 0.03319 , 0.025051 , 0.023633 , 0.016069 , 0.026271 , 0.026161 , 0.019363 
 454 , 0.02051 , 0.027733 , 0.037571 , 0.012032 , 0.026894 , 0.027889 , 0.019735 , 0.028601 , 0.020736 , 0.029301 , 0.023219 , 0.033925 , 0.031356 , 0.033092 , 0.024995 , 0.023601 , 0.016112 , 0.026228 , 0.026141 , 0.019353 
 455 , 0.020431 , 0.027741 , 0.037444 , 0.012078 , 0.02694 , 0.027833 , 0.019751 , 0.028612 , 0.020714 , 0.02935 , 0.023273 , 0.033956 , 0.031356 , 0.032993 , 0.024939 , 0.023573 , 0.016154 , 0.026185 , 0.026127 , 0.019342 
 456 , 0.020352 , 0.027755 , 0.037322 , 0.012123 , 0.026985 , 0.027778 , 0.019766 , 0.028622 , 0.020691 , 0.029397 , 0.023327 , 0.033985 , 0.031355 , 0.032894 , 0.024883 , 0.023545 , 0.016194 , 0.026141 , 0.026118 , 0.01933 
 457 , 0.020359 , 0.027698 , 0.037205 , 0.012036 , 0.026874 , 0.027744 , 0.019666 , 0.028562 , 0.020599 , 0.029328 , 0.023242 , 0.03395 , 0.03137 , 0.032823 , 0.024809 , 0.023505 , 0.016131 , 0.026045 , 0.026056 , 0.0193 
 458 , 0.02037 , 0.027635 , 0.037088 , 0.011937 , 0.026746 , 0.027709 , 0.019561 , 0.02849 , 0.020496 , 0.029242 , 0.023139 , 0.033909 , 0.031384 , 0.032758 , 0.024741 , 0.023464 , 0.016057 , 0.025943 , 0.025994 , 0.019265 
 459 , 0.020381 , 0.027572 , 0.036977 , 0.011839 , 0.026619 , 0.02768 , 0.01945 , 0.028424 , 0.020393 , 0.029156 , 0.023032 , 0.033866 , 0.031398 , 0.032686 , 0.024666 , 0.023423 , 0.015983 , 0.025841 , 0.025938 , 0.019229 
 460 , 0.020353 , 0.027507 , 0.03687 , 0.011804 , 0.026541 , 0.027643 , 0.019359 , 0.028355 , 0.020342 , 0.029055 , 0.022947 , 0.033779 , 0.031316 , 0.032576 , 0.024597 , 0.023337 , 0.015901 , 0.02575 , 0.02584 , 0.019167 
 461 , 0.020285 , 0.027435 , 0.036765 , 0.011826 , 0.026502 , 0.027598 , 0.01929 , 0.028284 , 0.02033 , 0.02893 , 0.022871 , 0.033651 , 0.03115 , 0.032432 , 0.024535 , 0.023214 , 0.015817 , 0.025664 , 0.025721 , 0.019066 
 462 , 0.020217 , 0.027362 , 0.03666 , 0.011842 , 0.026467 , 0.027558 , 0.019222 , 0.028212 , 0.020323 , 0.028804 , 0.022794 , 0.033529 , 0.030985 , 0.032288 , 0.024477 , 0.02309 , 0.015727 , 0.025584 , 0.025601 , 0.01897 
 463 , 0.020131 , 0.027265 , 0.036525 , 0.011834 , 0.02642 , 0.027488 , 0.019146 , 0.028111 , 0.020286 , 0.028661 , 0.022705 , 0.033394 , 0.030825 , 0.032137 , 0.02439 , 0.022978 , 0.015637 , 0.02548 , 0.025469 , 0.018874 
 464 , 0.019938 , 0.027062 , 0.036224 , 0.011693 , 0.02631 , 0.027266 , 0.019032 , 0.027874 , 0.020121 , 0.028426 , 0.022536 , 0.033218 , 0.030692 , 0.031969 , 0.024177 , 0.022895 , 0.01554 , 0.025299 , 0.025277 , 0.018767 
 465 , 0.019747 , 0.026858 , 0.035924 , 0.011554 , 0.026205 , 0.02705 , 0.018923 , 0.027632 , 0.01995 , 0.028192 , 0.022372 , 0.033047 , 0.030559 , 0.0318 , 0.023964 , 0.022811 , 0.015447 , 0.025123 , 0.02509 , 0.018654 
 466 , 0.019551 , 0.026655 , 0.035625 , 0.011415 , 0.026093 , 0.026829 , 0.018808 , 0.027391 , 0.019785 , 0.027959 , 0.022202 , 0.03287 , 0.030425 , 0.031637 , 0.023752 , 0.022726 , 0.015349 , 0.024942 , 0.024898 , 0.018547 
 467 , 0.019456 , 0.026563 , 0.035409 , 0.011316 , 0.025955 , 0.026705 , 0.018674 , 0.027258 , 0.019678 , 0.027883 , 0.022035 , 0.03277 , 0.030337 , 0.031445 , 0.023615 , 0.0226 , 0.015247 , 0.024777 , 0.024755 , 0.018456 
 468 , 0.019383 , 0.0265 , 0.035207 , 0.011227 , 0.025808 , 0.026597 , 0.018528 , 0.027144 , 0.019578 , 0.027836 , 0.021871 , 0.032682 , 0.030259 , 0.031243 , 0.023493 , 0.02246 , 0.015138 , 0.024623 , 0.024629 , 0.018366 
 469 , 0.019316 , 0.026442 , 0.035012 , 0.011139 , 0.025661 , 0.02649 , 0.018378 , 0.027034 , 0.019483 , 0.027794 , 0.021702 , 0.032593 , 0.03018 , 0.031047 , 0.023372 , 0.022321 , 0.015028 , 0.024465 , 0.024503 , 0.018276 
 470 , 0.019275 , 0.026374 , 0.034892 , 0.011117 , 0.025596 , 0.026417 , 0.018313 , 0.027003 , 0.019452 , 0.027749 , 0.021648 , 0.032545 , 0.03015 , 0.030923 , 0.023324 , 0.022234 , 0.014994 , 0.024387 , 0.02443 , 0.018233 
 471 , 0.019265 , 0.026301 , 0.034862 , 0.011171 , 0.025624 , 0.026381 , 0.018341 , 0.027074 , 0.019491 , 0.027708 , 0.021725 , 0.032536 , 0.030189 , 0.030882 , 0.023368 , 0.022214 , 0.015049 , 0.024394 , 0.024437 , 0.018245 
 472 , 0.019261 , 0.026232 , 0.034832 , 0.01122 , 0.025658 , 0.026345 , 0.018369 , 0.027145 , 0.019535 , 0.027666 , 0.021807 , 0.032533 , 0.030228 , 0.030841 , 0.023413 , 0.022193 , 0.015104 , 0.024406 , 0.024438 , 0.018256 
 473 , 0.019257 , 0.026181 , 0.034807 , 0.011269 , 0.025697 , 0.02632 , 0.018397 , 0.027207 , 0.019574 , 0.027631 , 0.021883 , 0.032535 , 0.030279 , 0.030816 , 0.023452 , 0.022179 , 0.015148 , 0.024419 , 0.024451 , 0.018274 
 474 , 0.019289 , 0.026313 , 0.034867 , 0.011263 , 0.025807 , 0.026453 , 0.018395 , 0.027207 , 0.019591 , 0.027692 , 0.021907 , 0.03268 , 0.030407 , 0.030978 , 0.023496 , 0.022241 , 0.015093 , 0.02446 , 0.024536 , 0.018309 
 475 , 0.019327 , 0.026448 , 0.034926 , 0.01126 , 0.025924 , 0.026589 , 0.018398 , 0.027205 , 0.019608 , 0.027756 , 0.021937 , 0.032824 , 0.030539 , 0.031144 , 0.023536 , 0.022304 , 0.015037 , 0.024503 , 0.024622 , 0.018349 
 476 , 0.019365 , 0.026584 , 0.034985 , 0.011257 , 0.026037 , 0.026719 , 0.0184 , 0.027207 , 0.01963 , 0.02782 , 0.021961 , 0.032974 , 0.03067 , 0.03131 , 0.023576 , 0.022367 , 0.014986 , 0.024546 , 0.024709 , 0.018384 
 477 , 0.019429 , 0.02666 , 0.035006 , 0.011236 , 0.026079 , 0.026753 , 0.018429 , 0.027247 , 0.019695 , 0.027866 , 0.021972 , 0.033061 , 0.030784 , 0.031376 , 0.023612 , 0.022401 , 0.015017 , 0.024601 , 0.024786 , 0.018402 
 478 , 0.019506 , 0.026708 , 0.03501 , 0.011198 , 0.026093 , 0.026746 , 0.018471 , 0.027296 , 0.019783 , 0.027906 , 0.021977 , 0.033126 , 0.030884 , 0.031412 , 0.023643 , 0.022424 , 0.01508 , 0.024661 , 0.024868 , 0.018406 
 479 , 0.019577 , 0.026761 , 0.035014 , 0.011166 , 0.026107 , 0.026739 , 0.018514 , 0.02735 , 0.019866 , 0.02795 , 0.021983 , 0.033187 , 0.030983 , 0.031441 , 0.023674 , 0.022446 , 0.015148 , 0.024721 , 0.024945 , 0.018415 
 480 , 0.019601 , 0.026761 , 0.034969 , 0.011152 , 0.0261 , 0.026712 , 0.018541 , 0.027356 , 0.019863 , 0.027946 , 0.021982 , 0.033232 , 0.031037 , 0.031425 , 0.023648 , 0.022452 , 0.015172 , 0.02474 , 0.024964 , 0.018399 
 481 , 0.019525 , 0.026676 , 0.034835 , 0.011187 , 0.026066 , 0.026638 , 0.018545 , 0.027292 , 0.01971 , 0.027869 , 0.021976 , 0.033228 , 0.031028 , 0.031327 , 0.023517 , 0.022412 , 0.015135 , 0.024699 , 0.02489 , 0.018343 
 482 , 0.01945 , 0.026592 , 0.034695 , 0.011221 , 0.026032 , 0.02657 , 0.018553 , 0.027227 , 0.019553 , 0.027792 , 0.02197 , 0.033229 , 0.031018 , 0.03123 , 0.023393 , 0.022377 , 0.015099 , 0.024658 , 0.02481 , 0.018287 
 483 , 0.01938 , 0.026508 , 0.034562 , 0.011255 , 0.025998 , 0.026497 , 0.018556 , 0.027158 , 0.019401 , 0.027715 , 0.021958 , 0.033229 , 0.031014 , 0.031139 , 0.023269 , 0.022337 , 0.015063 , 0.024612 , 0.024736 , 0.018237 
 484 , 0.019433 , 0.026483 , 0.03452 , 0.01125 , 0.02597 , 0.026504 , 0.018467 , 0.027147 , 0.019395 , 0.02766 , 0.021878 , 0.033166 , 0.030985 , 0.031066 , 0.023255 , 0.022283 , 0.015028 , 0.024545 , 0.024691 , 0.018202 
