JUL12SHB200005.spu,JUL12SHB200004.spu,JUL12SHB200003.spu,
Wavelength,JUL12SHB200007.spu,JUL12SHB200008.spu,JUL12SHB200009.spu,JUL12SHB200010.spu,JUL12SHB200011.spu,JUL12SHB200012.spu,JUL12SHB200013.spu,JUL12SHB200014.spu,JUL12SHB200015.spu,JUL12SHB200016.spu,JUL12SHB200017.spu,JUL12SHB200018.spu,JUL12SHB200019.spu,JUL12SHB200020.spu,JUL12SHB200021.spu,JUL12SHB200022.spu,JUL12SHB200023.spu,JUL12SHB200024.spu,JUL12SHB200025.spu
  (nm),7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 
  time  ,:44:37 A,:44:49 A,:45:04 A,:45:16 A,:45:46 A,:45:53 A,:46:01 A,:46:22 A,:46:32 A,:46:54 A,:47:06 A,:47:12 A,:47:20 A,:47:29 A,:48:20 A,:48:28 A,:48:34 A,:48:42 A,:48:48 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,
 408 , 0.013615 , 0.006847 , 0.00839 , 0.016406 , 0.010097 , 0.006172 , 0.024651 , 0.024427 , 0.01452 , 0.012553 , 0.016682 , 0.014889 , 0.010369 , 0.009541 , 0.017923 , 0.034039 , 0.020469 , 0.022537 , 0.0254 
 409 , 0.01375 , 0.006888 , 0.008457 , 0.016571 , 0.010176 , 0.006245 , 0.024757 , 0.024528 , 0.014521 , 0.012606 , 0.016778 , 0.014976 , 0.01039 , 0.009627 , 0.018174 , 0.034542 , 0.020732 , 0.022861 , 0.025769 
 410 , 0.013819 , 0.007004 , 0.00863 , 0.01676 , 0.010389 , 0.00633 , 0.024875 , 0.02472 , 0.014638 , 0.012724 , 0.016957 , 0.015149 , 0.010571 , 0.00979 , 0.018576 , 0.035021 , 0.021168 , 0.023332 , 0.026308 
 411 , 0.013884 , 0.00712 , 0.008792 , 0.016938 , 0.010586 , 0.006413 , 0.02499 , 0.024902 , 0.014751 , 0.012835 , 0.017133 , 0.015312 , 0.010739 , 0.009941 , 0.018954 , 0.035469 , 0.021581 , 0.02378 , 0.026814 
 412 , 0.013948 , 0.007226 , 0.008947 , 0.017107 , 0.010777 , 0.006491 , 0.025097 , 0.02507 , 0.014855 , 0.012941 , 0.017295 , 0.015466 , 0.0109 , 0.010085 , 0.019309 , 0.035893 , 0.021969 , 0.024202 , 0.027296 
 413 , 0.014029 , 0.00731 , 0.009091 , 0.017272 , 0.010917 , 0.006583 , 0.025282 , 0.025244 , 0.014946 , 0.013003 , 0.01743 , 0.015623 , 0.010998 , 0.010182 , 0.019667 , 0.036463 , 0.022353 , 0.024628 , 0.027763 
 414 , 0.01412 , 0.007381 , 0.009228 , 0.017431 , 0.011031 , 0.00668 , 0.025502 , 0.025409 , 0.015032 , 0.013037 , 0.017548 , 0.01578 , 0.011062 , 0.010248 , 0.020018 , 0.037102 , 0.022729 , 0.02505 , 0.028221 
 415 , 0.014204 , 0.007451 , 0.009355 , 0.017582 , 0.011143 , 0.006773 , 0.025715 , 0.02557 , 0.015113 , 0.013071 , 0.017661 , 0.015932 , 0.011127 , 0.010312 , 0.020353 , 0.037708 , 0.023089 , 0.025456 , 0.028654 
 416 , 0.014326 , 0.007544 , 0.009485 , 0.017754 , 0.011272 , 0.006869 , 0.025925 , 0.025744 , 0.015209 , 0.013146 , 0.017798 , 0.016081 , 0.011232 , 0.01038 , 0.020709 , 0.038333 , 0.023483 , 0.025878 , 0.029129 
 417 , 0.014545 , 0.007692 , 0.009622 , 0.018001 , 0.011474 , 0.006992 , 0.026146 , 0.025975 , 0.015343 , 0.013333 , 0.018001 , 0.016253 , 0.011466 , 0.010461 , 0.021156 , 0.039054 , 0.023996 , 0.026396 , 0.029733 
 418 , 0.014762 , 0.007839 , 0.009755 , 0.018238 , 0.011667 , 0.007107 , 0.026361 , 0.026197 , 0.015478 , 0.013514 , 0.018198 , 0.016418 , 0.011687 , 0.010539 , 0.021589 , 0.039747 , 0.024489 , 0.026897 , 0.030316 
 419 , 0.01497 , 0.007982 , 0.009886 , 0.018468 , 0.01185 , 0.007221 , 0.026567 , 0.02641 , 0.015606 , 0.01369 , 0.018391 , 0.01658 , 0.011903 , 0.010615 , 0.022006 , 0.040421 , 0.024964 , 0.027376 , 0.030882 
 420 , 0.015027 , 0.00807 , 0.010002 , 0.0187 , 0.012022 , 0.007349 , 0.026749 , 0.026636 , 0.015727 , 0.013776 , 0.018546 , 0.01676 , 0.012043 , 0.010727 , 0.022388 , 0.041096 , 0.025409 , 0.027835 , 0.03141 
 421 , 0.015065 , 0.008153 , 0.010111 , 0.018924 , 0.012187 , 0.007482 , 0.026923 , 0.026858 , 0.015851 , 0.013844 , 0.018692 , 0.016938 , 0.012171 , 0.010836 , 0.022763 , 0.04176 , 0.025836 , 0.028279 , 0.031922 
 422 , 0.015101 , 0.008232 , 0.01022 , 0.019144 , 0.012348 , 0.00761 , 0.027097 , 0.027073 , 0.015965 , 0.013915 , 0.018837 , 0.017114 , 0.012295 , 0.010945 , 0.023129 , 0.042403 , 0.026255 , 0.028709 , 0.032424 
 423 , 0.015167 , 0.008297 , 0.010331 , 0.01934 , 0.012512 , 0.007684 , 0.02725 , 0.027246 , 0.016064 , 0.013977 , 0.018969 , 0.017286 , 0.01243 , 0.011038 , 0.023484 , 0.042989 , 0.026658 , 0.029123 , 0.032897 
 424 , 0.015246 , 0.008349 , 0.010438 , 0.019524 , 0.012681 , 0.007716 , 0.027397 , 0.027389 , 0.016144 , 0.014042 , 0.019093 , 0.017459 , 0.012569 , 0.011117 , 0.023835 , 0.043524 , 0.027053 , 0.029523 , 0.033355 
 425 , 0.015328 , 0.008404 , 0.010546 , 0.019707 , 0.01285 , 0.007743 , 0.027538 , 0.02753 , 0.016223 , 0.014102 , 0.019217 , 0.017628 , 0.012709 , 0.011195 , 0.024186 , 0.04406 , 0.027442 , 0.029925 , 0.033805 
 426 , 0.015423 , 0.008468 , 0.010658 , 0.019878 , 0.013019 , 0.007791 , 0.027685 , 0.027681 , 0.016313 , 0.014177 , 0.019347 , 0.017792 , 0.012852 , 0.011281 , 0.024538 , 0.044604 , 0.027832 , 0.030331 , 0.034264 
 427 , 0.015572 , 0.008601 , 0.01077 , 0.020017 , 0.013189 , 0.007901 , 0.027851 , 0.027893 , 0.016452 , 0.014326 , 0.019493 , 0.01792 , 0.013005 , 0.011403 , 0.024915 , 0.045218 , 0.028216 , 0.03077 , 0.034767 
 428 , 0.015725 , 0.008731 , 0.010886 , 0.020152 , 0.01336 , 0.008008 , 0.028016 , 0.028101 , 0.016592 , 0.014475 , 0.019638 , 0.018044 , 0.013154 , 0.011521 , 0.025285 , 0.045828 , 0.028593 , 0.031206 , 0.035262 
 429 , 0.015874 , 0.008858 , 0.010998 , 0.020282 , 0.013527 , 0.008119 , 0.028181 , 0.028308 , 0.016727 , 0.014625 , 0.019784 , 0.018167 , 0.013303 , 0.011644 , 0.025657 , 0.046437 , 0.028971 , 0.031639 , 0.035756 
 430 , 0.016045 , 0.008988 , 0.011157 , 0.020586 , 0.013754 , 0.008271 , 0.028454 , 0.028636 , 0.016928 , 0.014798 , 0.02006 , 0.018396 , 0.013512 , 0.011802 , 0.026099 , 0.047185 , 0.029459 , 0.032141 , 0.036338 
 431 , 0.016221 , 0.009114 , 0.011324 , 0.020925 , 0.013994 , 0.008435 , 0.028745 , 0.028988 , 0.017139 , 0.014977 , 0.020361 , 0.018648 , 0.013725 , 0.011969 , 0.026548 , 0.047956 , 0.029967 , 0.03265 , 0.036923 
 432 , 0.016394 , 0.00924 , 0.01149 , 0.021255 , 0.01423 , 0.008595 , 0.029029 , 0.029334 , 0.017345 , 0.015155 , 0.020657 , 0.018889 , 0.013934 , 0.012135 , 0.026985 , 0.048709 , 0.030465 , 0.033145 , 0.037503 
 433 , 0.016648 , 0.009406 , 0.011706 , 0.021625 , 0.014518 , 0.00878 , 0.029432 , 0.029762 , 0.017609 , 0.015422 , 0.020999 , 0.01923 , 0.014205 , 0.012371 , 0.027532 , 0.049666 , 0.031066 , 0.033765 , 0.038234 
 434 , 0.017008 , 0.009618 , 0.011982 , 0.022047 , 0.014873 , 0.008999 , 0.029976 , 0.030299 , 0.01794 , 0.015801 , 0.021406 , 0.0197 , 0.014559 , 0.012703 , 0.028208 , 0.050887 , 0.031801 , 0.034546 , 0.039165 
 435 , 0.017362 , 0.009829 , 0.012259 , 0.022465 , 0.015228 , 0.009213 , 0.03052 , 0.03083 , 0.01827 , 0.016181 , 0.021805 , 0.020156 , 0.014905 , 0.013027 , 0.028876 , 0.052091 , 0.032532 , 0.035313 , 0.040084 
 436 , 0.017714 , 0.010044 , 0.012532 , 0.022887 , 0.015587 , 0.009428 , 0.031059 , 0.03137 , 0.0186 , 0.01655 , 0.022207 , 0.020613 , 0.015253 , 0.01335 , 0.029543 , 0.053289 , 0.03326 , 0.03609 , 0.041003 
 437 , 0.018131 , 0.010317 , 0.012835 , 0.023455 , 0.016055 , 0.009643 , 0.031701 , 0.032087 , 0.018983 , 0.016912 , 0.022733 , 0.021091 , 0.015636 , 0.013705 , 0.030282 , 0.054653 , 0.034107 , 0.037048 , 0.042046 
 438 , 0.018548 , 0.010587 , 0.013133 , 0.024019 , 0.016528 , 0.009857 , 0.032345 , 0.032805 , 0.019368 , 0.017273 , 0.023256 , 0.021568 , 0.016021 , 0.014063 , 0.031022 , 0.056018 , 0.034948 , 0.038011 , 0.043094 
 439 , 0.018968 , 0.01086 , 0.013439 , 0.024589 , 0.016998 , 0.010073 , 0.032986 , 0.033527 , 0.01975 , 0.017635 , 0.023782 , 0.022044 , 0.016404 , 0.014419 , 0.031759 , 0.057381 , 0.035791 , 0.038969 , 0.044136 
 440 , 0.019321 , 0.011081 , 0.013685 , 0.025041 , 0.017389 , 0.010286 , 0.033512 , 0.034081 , 0.020126 , 0.017953 , 0.024241 , 0.02249 , 0.016771 , 0.014676 , 0.032413 , 0.058553 , 0.036534 , 0.039766 , 0.045039 
 441 , 0.019654 , 0.011279 , 0.013915 , 0.025438 , 0.017744 , 0.010498 , 0.033987 , 0.034574 , 0.0205 , 0.018252 , 0.024672 , 0.022922 , 0.017133 , 0.0149 , 0.033032 , 0.059649 , 0.037239 , 0.040502 , 0.045888 
 442 , 0.019989 , 0.011479 , 0.014146 , 0.025842 , 0.018103 , 0.010713 , 0.034462 , 0.035067 , 0.020871 , 0.018557 , 0.025105 , 0.023356 , 0.017493 , 0.015124 , 0.03365 , 0.060737 , 0.037941 , 0.041232 , 0.046733 
 443 , 0.020306 , 0.011675 , 0.014376 , 0.02624 , 0.018442 , 0.010904 , 0.034942 , 0.03556 , 0.02122 , 0.01886 , 0.025515 , 0.023773 , 0.017844 , 0.015377 , 0.034258 , 0.061831 , 0.038614 , 0.041965 , 0.047582 
 444 , 0.020597 , 0.011879 , 0.014621 , 0.026639 , 0.018758 , 0.011058 , 0.03543 , 0.036039 , 0.021516 , 0.019171 , 0.02588 , 0.02416 , 0.018169 , 0.015701 , 0.034841 , 0.062916 , 0.039241 , 0.042696 , 0.048439 
 445 , 0.020884 , 0.012079 , 0.014868 , 0.027036 , 0.019072 , 0.011207 , 0.035919 , 0.036525 , 0.021819 , 0.019479 , 0.026242 , 0.024555 , 0.018492 , 0.016017 , 0.035423 , 0.063999 , 0.039872 , 0.043434 , 0.049293 
 446 , 0.021173 , 0.012281 , 0.015111 , 0.027435 , 0.019388 , 0.011362 , 0.036405 , 0.037007 , 0.022118 , 0.019789 , 0.026606 , 0.024948 , 0.018818 , 0.016341 , 0.036009 , 0.065086 , 0.040497 , 0.044167 , 0.050149 
 447 , 0.021384 , 0.012441 , 0.015278 , 0.027873 , 0.019599 , 0.011489 , 0.036684 , 0.037354 , 0.022362 , 0.020008 , 0.026837 , 0.025189 , 0.019014 , 0.016453 , 0.036386 , 0.065838 , 0.040967 , 0.04465 , 0.050729 
 448 , 0.021595 , 0.012601 , 0.015439 , 0.028307 , 0.01981 , 0.011623 , 0.036953 , 0.037696 , 0.022599 , 0.020227 , 0.027062 , 0.025432 , 0.019206 , 0.016561 , 0.036755 , 0.06658 , 0.041431 , 0.045124 , 0.051302 
 449 , 0.021806 , 0.012757 , 0.015594 , 0.028743 , 0.020022 , 0.011752 , 0.037223 , 0.03804 , 0.022838 , 0.020447 , 0.027287 , 0.025675 , 0.019399 , 0.016669 , 0.037132 , 0.067321 , 0.041898 , 0.045601 , 0.051872 
 450 , 0.021929 , 0.012848 , 0.015699 , 0.028887 , 0.020151 , 0.011824 , 0.037381 , 0.038221 , 0.022975 , 0.020582 , 0.027437 , 0.025826 , 0.019531 , 0.016739 , 0.037402 , 0.067874 , 0.042204 , 0.04595 , 0.052304 
 451 , 0.02199 , 0.012897 , 0.015765 , 0.028851 , 0.020227 , 0.011863 , 0.037468 , 0.038304 , 0.023051 , 0.020669 , 0.027541 , 0.025924 , 0.019624 , 0.016794 , 0.037609 , 0.068308 , 0.042411 , 0.046216 , 0.052651 
 452 , 0.02205 , 0.012941 , 0.01583 , 0.028814 , 0.020303 , 0.011901 , 0.037556 , 0.038381 , 0.023122 , 0.020756 , 0.027644 , 0.026022 , 0.019716 , 0.016843 , 0.037815 , 0.068742 , 0.042617 , 0.046487 , 0.052998 
 453 , 0.022097 , 0.012975 , 0.015879 , 0.028789 , 0.020367 , 0.011924 , 0.037598 , 0.038428 , 0.02318 , 0.02082 , 0.027716 , 0.026089 , 0.019796 , 0.01687 , 0.037975 , 0.069075 , 0.042771 , 0.046682 , 0.053267 
 454 , 0.022099 , 0.012969 , 0.015867 , 0.028777 , 0.020392 , 0.011917 , 0.037537 , 0.038364 , 0.023178 , 0.020827 , 0.027703 , 0.026066 , 0.019834 , 0.016823 , 0.038015 , 0.069111 , 0.042782 , 0.046668 , 0.053313 
 455 , 0.022101 , 0.012968 , 0.015861 , 0.02877 , 0.020417 , 0.011914 , 0.03747 , 0.038299 , 0.023176 , 0.020829 , 0.027689 , 0.026042 , 0.019871 , 0.016775 , 0.038048 , 0.069144 , 0.042791 , 0.046652 , 0.053363 
 456 , 0.022103 , 0.012961 , 0.015849 , 0.028762 , 0.020441 , 0.011906 , 0.037408 , 0.038239 , 0.023174 , 0.02083 , 0.027675 , 0.026024 , 0.019908 , 0.016733 , 0.038084 , 0.069185 , 0.042799 , 0.046635 , 0.053411 
 457 , 0.022022 , 0.012959 , 0.015824 , 0.028693 , 0.020356 , 0.01185 , 0.03729 , 0.038123 , 0.02311 , 0.020791 , 0.027605 , 0.025992 , 0.019847 , 0.016673 , 0.038038 , 0.06922 , 0.042755 , 0.046651 , 0.053411 
 458 , 0.021932 , 0.012956 , 0.015795 , 0.028624 , 0.020261 , 0.011788 , 0.037171 , 0.038006 , 0.023036 , 0.020753 , 0.027524 , 0.02596 , 0.019775 , 0.016614 , 0.037985 , 0.069263 , 0.042706 , 0.04667 , 0.05341 
 459 , 0.021841 , 0.012953 , 0.015765 , 0.028549 , 0.020166 , 0.011726 , 0.037053 , 0.03789 , 0.022968 , 0.020709 , 0.027443 , 0.025927 , 0.019698 , 0.016554 , 0.037927 , 0.069308 , 0.04266 , 0.046688 , 0.053402 
 460 , 0.021724 , 0.012875 , 0.015706 , 0.028434 , 0.020078 , 0.011654 , 0.03689 , 0.037724 , 0.022872 , 0.020634 , 0.027328 , 0.02586 , 0.019617 , 0.016492 , 0.037818 , 0.069241 , 0.042552 , 0.046615 , 0.053362 
 461 , 0.021579 , 0.012729 , 0.015629 , 0.028291 , 0.019994 , 0.011577 , 0.036692 , 0.03751 , 0.022752 , 0.020531 , 0.02718 , 0.025767 , 0.019524 , 0.016432 , 0.037667 , 0.069086 , 0.042402 , 0.046449 , 0.053285 
 462 , 0.021434 , 0.012584 , 0.015546 , 0.028141 , 0.019909 , 0.0115 , 0.036498 , 0.037302 , 0.022638 , 0.020423 , 0.027031 , 0.025667 , 0.019437 , 0.016371 , 0.037515 , 0.068924 , 0.042251 , 0.046287 , 0.053217 
 463 , 0.021289 , 0.012456 , 0.015458 , 0.027986 , 0.019818 , 0.011418 , 0.036293 , 0.037083 , 0.022517 , 0.020314 , 0.026882 , 0.025566 , 0.019344 , 0.0163 , 0.037356 , 0.068748 , 0.042093 , 0.046112 , 0.053124 
 464 , 0.021146 , 0.012393 , 0.015332 , 0.027797 , 0.01969 , 0.011332 , 0.036032 , 0.036821 , 0.022387 , 0.020198 , 0.02672 , 0.025423 , 0.019249 , 0.016162 , 0.03717 , 0.068454 , 0.041923 , 0.045887 , 0.052938 
 465 , 0.021009 , 0.012326 , 0.015205 , 0.027613 , 0.019562 , 0.011251 , 0.035776 , 0.036566 , 0.022257 , 0.020081 , 0.026558 , 0.025279 , 0.019149 , 0.016025 , 0.036988 , 0.068168 , 0.041753 , 0.045661 , 0.052749 
 466 , 0.020867 , 0.012264 , 0.015074 , 0.027424 , 0.019439 , 0.011165 , 0.035515 , 0.03631 , 0.022122 , 0.019965 , 0.026396 , 0.025135 , 0.019054 , 0.015894 , 0.036801 , 0.067876 , 0.041581 , 0.045434 , 0.052559 
 467 , 0.020736 , 0.01221 , 0.014997 , 0.027277 , 0.019351 , 0.011111 , 0.035295 , 0.036136 , 0.022001 , 0.01987 , 0.026274 , 0.02502 , 0.018942 , 0.015808 , 0.036645 , 0.067712 , 0.041397 , 0.045267 , 0.052418 
 468 , 0.020604 , 0.012162 , 0.014928 , 0.02714 , 0.019274 , 0.011068 , 0.035085 , 0.035989 , 0.021884 , 0.019781 , 0.026166 , 0.024906 , 0.018828 , 0.015731 , 0.036491 , 0.067575 , 0.041214 , 0.045114 , 0.052286 
 469 , 0.020473 , 0.012114 , 0.014858 , 0.027007 , 0.019193 , 0.011024 , 0.034876 , 0.035841 , 0.021768 , 0.019688 , 0.026057 , 0.024797 , 0.018713 , 0.015658 , 0.036341 , 0.067443 , 0.041031 , 0.044965 , 0.052154 
 470 , 0.020403 , 0.012079 , 0.014815 , 0.026929 , 0.019142 , 0.010992 , 0.03473 , 0.035732 , 0.021689 , 0.019636 , 0.025992 , 0.024715 , 0.018659 , 0.015608 , 0.036275 , 0.067426 , 0.040956 , 0.044899 , 0.052133 
 471 , 0.02042 , 0.012064 , 0.014806 , 0.02692 , 0.019128 , 0.010963 , 0.034658 , 0.035665 , 0.021661 , 0.019627 , 0.025978 , 0.024672 , 0.01867 , 0.015584 , 0.036318 , 0.06754 , 0.041014 , 0.044947 , 0.052251 
 472 , 0.020436 , 0.012045 , 0.014797 , 0.026912 , 0.01911 , 0.010933 , 0.034585 , 0.035602 , 0.021632 , 0.019618 , 0.025965 , 0.024629 , 0.018681 , 0.01556 , 0.036365 , 0.067659 , 0.041076 , 0.044995 , 0.052368 
 473 , 0.020452 , 0.012026 , 0.014793 , 0.026909 , 0.019096 , 0.010909 , 0.034523 , 0.03555 , 0.021614 , 0.019615 , 0.025962 , 0.024596 , 0.018692 , 0.015541 , 0.036412 , 0.067799 , 0.041139 , 0.045053 , 0.052497 
 474 , 0.020498 , 0.012024 , 0.014808 , 0.026972 , 0.019143 , 0.010914 , 0.034566 , 0.035591 , 0.021648 , 0.019668 , 0.026042 , 0.024672 , 0.018723 , 0.015568 , 0.036546 , 0.068118 , 0.041276 , 0.045235 , 0.052745 
 475 , 0.020544 , 0.01202 , 0.014823 , 0.027033 , 0.019185 , 0.010916 , 0.034615 , 0.035633 , 0.021677 , 0.019717 , 0.026125 , 0.024756 , 0.018749 , 0.0156 , 0.036676 , 0.068432 , 0.041409 , 0.045421 , 0.052987 
 476 , 0.02059 , 0.01202 , 0.014837 , 0.027093 , 0.019227 , 0.010914 , 0.034662 , 0.035678 , 0.021712 , 0.01977 , 0.026203 , 0.024835 , 0.018775 , 0.015626 , 0.036805 , 0.068752 , 0.041543 , 0.045606 , 0.053231 
 477 , 0.020611 , 0.012025 , 0.014853 , 0.02713 , 0.01926 , 0.010925 , 0.034677 , 0.035706 , 0.021745 , 0.019769 , 0.026257 , 0.024886 , 0.018786 , 0.015624 , 0.036891 , 0.068991 , 0.041635 , 0.045754 , 0.053427 
 478 , 0.020628 , 0.012034 , 0.014874 , 0.027155 , 0.019284 , 0.010933 , 0.034683 , 0.035729 , 0.02177 , 0.019749 , 0.026297 , 0.024927 , 0.018789 , 0.015616 , 0.036962 , 0.069205 , 0.041716 , 0.045889 , 0.053614 
 479 , 0.020645 , 0.012044 , 0.014894 , 0.027186 , 0.019314 , 0.010945 , 0.034689 , 0.035752 , 0.021799 , 0.019729 , 0.02633 , 0.024964 , 0.018797 , 0.015603 , 0.037038 , 0.069413 , 0.041802 , 0.046019 , 0.0538 
 480 , 0.020636 , 0.012034 , 0.014888 , 0.027175 , 0.019298 , 0.010939 , 0.034647 , 0.035727 , 0.021792 , 0.019719 , 0.026354 , 0.024965 , 0.018786 , 0.015582 , 0.03705 , 0.069528 , 0.041825 , 0.046068 , 0.053905 
 481 , 0.020594 , 0.012003 , 0.01484 , 0.027101 , 0.019218 , 0.010911 , 0.034528 , 0.035636 , 0.021731 , 0.019719 , 0.026343 , 0.024902 , 0.018753 , 0.015543 , 0.036971 , 0.069471 , 0.041754 , 0.045965 , 0.053873 
 482 , 0.020551 , 0.011968 , 0.014792 , 0.027032 , 0.019139 , 0.010883 , 0.03441 , 0.035544 , 0.021676 , 0.019724 , 0.026336 , 0.024838 , 0.01872 , 0.015503 , 0.036891 , 0.06942 , 0.041682 , 0.045868 , 0.053841 
 483 , 0.020508 , 0.011937 , 0.014744 , 0.026957 , 0.01906 , 0.01085 , 0.034286 , 0.035448 , 0.021615 , 0.019724 , 0.026323 , 0.024774 , 0.018687 , 0.015463 , 0.036811 , 0.069367 , 0.04161 , 0.045765 , 0.053803 
 484 , 0.020462 , 0.011903 , 0.014691 , 0.026895 , 0.019058 , 0.01079 , 0.03421 , 0.035318 , 0.021575 , 0.019685 , 0.026208 , 0.024714 , 0.018622 , 0.015418 , 0.036798 , 0.069278 , 0.041556 , 0.045702 , 0.05377 
 485 , 0.020413 , 0.011868 , 0.014636 , 0.026824 , 0.019054 , 0.010724 , 0.034135 , 0.035184 , 0.021537 , 0.019643 , 0.026095 , 0.024655 , 0.018559 , 0.015371 , 0.036783 , 0.069189 , 0.041501 , 0.045643 , 0.053733 
 486 , 0.020369 , 0.011838 , 0.014582 , 0.026758 , 0.019049 , 0.010657 , 0.034054 , 0.03505 , 0.021499 , 0.019602 , 0.025981 , 0.024592 , 0.018496 , 0.015329 , 0.036768 , 0.069104 , 0.041445 , 0.045578 , 0.053696 
 487 , 0.020387 , 0.011853 , 0.014635 , 0.026831 , 0.019088 , 0.010684 , 0.034111 , 0.035121 , 0.021551 , 0.019666 , 0.026055 , 0.024671 , 0.018546 , 0.015361 , 0.036933 , 0.069412 , 0.041595 , 0.04575 , 0.053966 
 488 , 0.020447 , 0.011902 , 0.014745 , 0.026971 , 0.019155 , 0.010754 , 0.034239 , 0.035301 , 0.021654 , 0.019788 , 0.026228 , 0.024816 , 0.018651 , 0.015428 , 0.037192 , 0.069924 , 0.041851 , 0.046046 , 0.054396 
 489 , 0.020506 , 0.011946 , 0.014861 , 0.027111 , 0.019221 , 0.01082 , 0.034372 , 0.035482 , 0.021756 , 0.019911 , 0.026401 , 0.024966 , 0.018756 , 0.015501 , 0.037452 , 0.070438 , 0.042112 , 0.046337 , 0.054822 
 490 , 0.020632 , 0.012028 , 0.014991 , 0.027321 , 0.019339 , 0.010905 , 0.034581 , 0.035714 , 0.021916 , 0.020076 , 0.026624 , 0.02516 , 0.018907 , 0.015608 , 0.03778 , 0.071082 , 0.042447 , 0.046724 , 0.055338 
 491 , 0.020912 , 0.0122 , 0.015173 , 0.027691 , 0.019569 , 0.011009 , 0.034995 , 0.03607 , 0.022194 , 0.020337 , 0.026959 , 0.02546 , 0.019171 , 0.015799 , 0.03825 , 0.072034 , 0.042985 , 0.047331 , 0.056063 
 492 , 0.021189 , 0.012373 , 0.01535 , 0.028059 , 0.019802 , 0.011113 , 0.035406 , 0.036422 , 0.022469 , 0.020599 , 0.027296 , 0.025762 , 0.019431 , 0.015996 , 0.038724 , 0.072982 , 0.043516 , 0.047936 , 0.056788 
 493 , 0.021467 , 0.012547 , 0.015529 , 0.028429 , 0.020035 , 0.011222 , 0.03582 , 0.036776 , 0.022746 , 0.020864 , 0.027631 , 0.02606 , 0.019692 , 0.016189 , 0.039196 , 0.073931 , 0.04405 , 0.048546 , 0.057512 
 494 , 0.021699 , 0.012734 , 0.015686 , 0.028781 , 0.020284 , 0.011361 , 0.036161 , 0.037169 , 0.023041 , 0.021123 , 0.027911 , 0.026379 , 0.019924 , 0.016365 , 0.039684 , 0.07477 , 0.044601 , 0.049096 , 0.058235 
 495 , 0.021926 , 0.012922 , 0.015843 , 0.029132 , 0.020531 , 0.011506 , 0.036497 , 0.037562 , 0.023338 , 0.021379 , 0.028191 , 0.026697 , 0.020153 , 0.01654 , 0.040173 , 0.075605 , 0.04515 , 0.049647 , 0.058956 
 496 , 0.022155 , 0.013106 , 0.016 , 0.029485 , 0.020779 , 0.011652 , 0.03683 , 0.037958 , 0.023636 , 0.021636 , 0.028467 , 0.027018 , 0.020384 , 0.016717 , 0.040664 , 0.07644 , 0.045698 , 0.050202 , 0.059672 
 497 , 0.022397 , 0.013306 , 0.016206 , 0.029892 , 0.020999 , 0.011783 , 0.037184 , 0.038347 , 0.02392 , 0.021927 , 0.028734 , 0.027315 , 0.020618 , 0.016899 , 0.041169 , 0.077268 , 0.046254 , 0.050724 , 0.060368 
 498 , 0.022646 , 0.013511 , 0.01645 , 0.030342 , 0.021197 , 0.011906 , 0.037542 , 0.038734 , 0.024199 , 0.022243 , 0.028993 , 0.027597 , 0.020868 , 0.017082 , 0.041683 , 0.078086 , 0.046813 , 0.051221 , 0.061045 
 499 , 0.0229 , 0.013717 , 0.016694 , 0.030794 , 0.021391 , 0.012029 , 0.037902 , 0.039118 , 0.024478 , 0.02256 , 0.029253 , 0.027875 , 0.021113 , 0.017261 , 0.0422 , 0.078901 , 0.047368 , 0.051724 , 0.06172 
 500 , 0.023167 , 0.013935 , 0.016951 , 0.031281 , 0.021628 , 0.012175 , 0.038316 , 0.039541 , 0.024802 , 0.02291 , 0.029536 , 0.028191 , 0.021397 , 0.017471 , 0.042772 , 0.079791 , 0.04798 , 0.052288 , 0.062456 
 501 , 0.023495 , 0.014217 , 0.017273 , 0.031891 , 0.021986 , 0.012407 , 0.038895 , 0.040119 , 0.025284 , 0.023368 , 0.029897 , 0.028625 , 0.021812 , 0.017774 , 0.043555 , 0.080919 , 0.048795 , 0.053065 , 0.063403 
 502 , 0.023825 , 0.014502 , 0.017587 , 0.032502 , 0.022341 , 0.012636 , 0.039472 , 0.040696 , 0.025765 , 0.023825 , 0.030255 , 0.029062 , 0.02223 , 0.018074 , 0.044338 , 0.082039 , 0.049606 , 0.053847 , 0.064347 
 503 , 0.024157 , 0.014783 , 0.017908 , 0.033111 , 0.022704 , 0.012861 , 0.040053 , 0.041277 , 0.026244 , 0.02428 , 0.030614 , 0.029497 , 0.022645 , 0.018376 , 0.045126 , 0.083166 , 0.050423 , 0.054623 , 0.065296 
 504 , 0.024667 , 0.015219 , 0.018356 , 0.034019 , 0.023184 , 0.013169 , 0.040855 , 0.042081 , 0.026926 , 0.024956 , 0.031112 , 0.030053 , 0.023238 , 0.018827 , 0.046149 , 0.084665 , 0.051508 , 0.055657 , 0.06655 
