JUL12SHB200005.spu,JUL12SHB200004.spu,JUL12SHB200003.spu,
Wavelength,JUL12SHB200007.spu,JUL12SHB200008.spu,JUL12SHB200009.spu,JUL12SHB200010.spu,JUL12SHB200011.spu,JUL12SHB200012.spu,JUL12SHB200013.spu,JUL12SHB200014.spu,JUL12SHB200015.spu,JUL12SHB200016.spu,JUL12SHB200017.spu,JUL12SHB200018.spu,JUL12SHB200019.spu,JUL12SHB200020.spu,JUL12SHB200021.spu,JUL12SHB200022.spu,JUL12SHB200023.spu,JUL12SHB200024.spu,JUL12SHB200025.spu
  (nm),7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 ,7/12/2016 
  time  ,:44:37 A,:44:49 A,:45:04 A,:45:16 A,:45:46 A,:45:53 A,:46:01 A,:46:22 A,:46:32 A,:46:54 A,:47:06 A,:47:12 A,:47:20 A,:47:29 A,:48:20 A,:48:28 A,:48:34 A,:48:42 A,:48:48 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,
 505 , 0.025202 , 0.015682 , 0.018818 , 0.034963 , 0.023682 , 0.01349 , 0.041687 , 0.04292 , 0.027637 , 0.025659 , 0.031629 , 0.030627 , 0.02386 , 0.019297 , 0.047203 , 0.086218 , 0.052628 , 0.056728 , 0.067847 
 506 , 0.025735 , 0.016139 , 0.019284 , 0.035911 , 0.024179 , 0.013808 , 0.042514 , 0.043756 , 0.028348 , 0.026364 , 0.032143 , 0.0312 , 0.024477 , 0.019772 , 0.048255 , 0.087772 , 0.053747 , 0.057802 , 0.069144 
 507 , 0.026305 , 0.016693 , 0.01983 , 0.036981 , 0.024734 , 0.014134 , 0.043451 , 0.044695 , 0.029147 , 0.027145 , 0.032704 , 0.031858 , 0.025138 , 0.020293 , 0.049386 , 0.089406 , 0.054961 , 0.058949 , 0.070492 
 508 , 0.026918 , 0.017336 , 0.020443 , 0.038163 , 0.025349 , 0.014477 , 0.044485 , 0.045725 , 0.03003 , 0.028005 , 0.033317 , 0.032593 , 0.025832 , 0.02086 , 0.050588 , 0.091121 , 0.056268 , 0.060175 , 0.071886 
 509 , 0.027531 , 0.017981 , 0.021061 , 0.039351 , 0.025958 , 0.014817 , 0.045518 , 0.04676 , 0.030916 , 0.028862 , 0.03393 , 0.033323 , 0.026527 , 0.021426 , 0.051784 , 0.092835 , 0.057569 , 0.061395 , 0.073287 
 510 , 0.028144 , 0.018615 , 0.021674 , 0.040556 , 0.026572 , 0.015172 , 0.046553 , 0.047803 , 0.031815 , 0.029732 , 0.034525 , 0.034042 , 0.027233 , 0.021997 , 0.052984 , 0.0945 , 0.058876 , 0.062585 , 0.074658 
 511 , 0.028764 , 0.01923 , 0.022278 , 0.041859 , 0.027201 , 0.015603 , 0.047616 , 0.048884 , 0.032753 , 0.030683 , 0.035022 , 0.034655 , 0.028002 , 0.022584 , 0.05418 , 0.095888 , 0.060171 , 0.063597 , 0.075902 
 512 , 0.029386 , 0.019839 , 0.02288 , 0.04316 , 0.027826 , 0.016035 , 0.048674 , 0.04996 , 0.033691 , 0.03163 , 0.035524 , 0.035267 , 0.028773 , 0.02317 , 0.055374 , 0.097275 , 0.061473 , 0.064603 , 0.077146 
 513 , 0.030009 , 0.02045 , 0.023478 , 0.044458 , 0.028453 , 0.016468 , 0.049734 , 0.051039 , 0.034632 , 0.03258 , 0.036026 , 0.035881 , 0.029546 , 0.023757 , 0.056571 , 0.098665 , 0.062767 , 0.065611 , 0.078387 
 514 , 0.030777 , 0.021272 , 0.024293 , 0.046085 , 0.029241 , 0.016966 , 0.051066 , 0.052378 , 0.035881 , 0.033793 , 0.036613 , 0.036691 , 0.030492 , 0.024522 , 0.057935 , 0.100216 , 0.064274 , 0.066753 , 0.07981 
 515 , 0.031577 , 0.022148 , 0.025157 , 0.047791 , 0.030062 , 0.017483 , 0.052467 , 0.053781 , 0.037209 , 0.035067 , 0.037226 , 0.037551 , 0.031482 , 0.02533 , 0.059346 , 0.101801 , 0.065828 , 0.067931 , 0.081281 
 516 , 0.03238 , 0.023015 , 0.026023 , 0.049503 , 0.03089 , 0.018002 , 0.053866 , 0.055188 , 0.03853 , 0.03634 , 0.037836 , 0.038407 , 0.03247 , 0.02614 , 0.060755 , 0.103385 , 0.067381 , 0.069107 , 0.082751 
 517 , 0.033349 , 0.024041 , 0.027016 , 0.051529 , 0.031873 , 0.018617 , 0.055554 , 0.056885 , 0.04007 , 0.037841 , 0.038599 , 0.039424 , 0.03363 , 0.027129 , 0.062398 , 0.105315 , 0.069209 , 0.070528 , 0.084469 
 518 , 0.034527 , 0.025255 , 0.02817 , 0.053928 , 0.033058 , 0.019357 , 0.057606 , 0.05894 , 0.041871 , 0.0396 , 0.039549 , 0.040628 , 0.035001 , 0.028334 , 0.064324 , 0.107665 , 0.071387 , 0.072268 , 0.086483 
 519 , 0.035704 , 0.026466 , 0.029325 , 0.056331 , 0.034238 , 0.020098 , 0.059651 , 0.060999 , 0.04367 , 0.041361 , 0.040497 , 0.041828 , 0.036375 , 0.029541 , 0.066246 , 0.110018 , 0.073558 , 0.074007 , 0.088499 
 520 , 0.036906 , 0.027701 , 0.030504 , 0.058772 , 0.035453 , 0.020859 , 0.061747 , 0.063103 , 0.045516 , 0.043171 , 0.041477 , 0.043062 , 0.037781 , 0.030773 , 0.0682 , 0.112412 , 0.075769 , 0.07578 , 0.090563 
 521 , 0.038376 , 0.029163 , 0.031947 , 0.061642 , 0.036949 , 0.021764 , 0.064281 , 0.065656 , 0.047756 , 0.04544 , 0.042696 , 0.044527 , 0.039496 , 0.03223 , 0.070467 , 0.11526 , 0.078346 , 0.077901 , 0.093092 
 522 , 0.039847 , 0.030622 , 0.033388 , 0.064511 , 0.038452 , 0.022675 , 0.066816 , 0.068205 , 0.05 , 0.047712 , 0.043926 , 0.045991 , 0.041212 , 0.033691 , 0.072739 , 0.118105 , 0.080925 , 0.080021 , 0.095623 
 523 , 0.041316 , 0.03208 , 0.034833 , 0.067384 , 0.039954 , 0.023581 , 0.069347 , 0.070762 , 0.052237 , 0.049986 , 0.045147 , 0.047463 , 0.042925 , 0.035151 , 0.075005 , 0.120954 , 0.083504 , 0.082143 , 0.09815 
 524 , 0.042837 , 0.033579 , 0.036371 , 0.070373 , 0.041504 , 0.024553 , 0.071999 , 0.073451 , 0.054584 , 0.052167 , 0.046374 , 0.049011 , 0.044701 , 0.036693 , 0.077327 , 0.123838 , 0.086133 , 0.084275 , 0.10069 
 525 , 0.044374 , 0.035093 , 0.03795 , 0.073397 , 0.043069 , 0.025546 , 0.074684 , 0.076194 , 0.056976 , 0.054311 , 0.047598 , 0.050594 , 0.046491 , 0.038269 , 0.079665 , 0.126722 , 0.088772 , 0.08642 , 0.10322 
 526 , 0.045915 , 0.036605 , 0.039528 , 0.076425 , 0.044633 , 0.026536 , 0.077373 , 0.078935 , 0.059362 , 0.056452 , 0.048825 , 0.052174 , 0.048285 , 0.039838 , 0.081997 , 0.129614 , 0.091416 , 0.08856 , 0.105751 
 527 , 0.047441 , 0.038081 , 0.041039 , 0.079408 , 0.046183 , 0.027492 , 0.080034 , 0.081655 , 0.061712 , 0.058618 , 0.050056 , 0.053714 , 0.050037 , 0.041389 , 0.084269 , 0.132447 , 0.094023 , 0.090635 , 0.108251 
 528 , 0.048945 , 0.0395 , 0.042438 , 0.082322 , 0.047712 , 0.028393 , 0.08265 , 0.084323 , 0.063982 , 0.060839 , 0.051301 , 0.055193 , 0.051728 , 0.042915 , 0.086443 , 0.135209 , 0.096558 , 0.092623 , 0.110696 
 529 , 0.050451 , 0.04092 , 0.043843 , 0.085239 , 0.049244 , 0.029293 , 0.085264 , 0.086998 , 0.066253 , 0.063061 , 0.052548 , 0.056665 , 0.053418 , 0.044444 , 0.088625 , 0.137968 , 0.0991 , 0.094613 , 0.113143 
 530 , 0.051951 , 0.042336 , 0.045236 , 0.08814 , 0.050764 , 0.030193 , 0.087868 , 0.089656 , 0.068517 , 0.065269 , 0.05379 , 0.058136 , 0.055098 , 0.045956 , 0.090793 , 0.140717 , 0.101622 , 0.096593 , 0.115584 
 531 , 0.053212 , 0.043616 , 0.046515 , 0.090718 , 0.052123 , 0.030993 , 0.090176 , 0.091973 , 0.070576 , 0.067192 , 0.054799 , 0.059438 , 0.056596 , 0.047274 , 0.092718 , 0.143159 , 0.103863 , 0.098345 , 0.117741 
 532 , 0.054479 , 0.0449 , 0.047791 , 0.093302 , 0.053483 , 0.031795 , 0.092473 , 0.094304 , 0.072628 , 0.069114 , 0.055816 , 0.060737 , 0.05809 , 0.048588 , 0.094651 , 0.145597 , 0.106106 , 0.100099 , 0.119893 
 533 , 0.05574 , 0.04618 , 0.049069 , 0.095884 , 0.054846 , 0.032598 , 0.094777 , 0.096629 , 0.074685 , 0.071032 , 0.056828 , 0.062036 , 0.059588 , 0.049905 , 0.096577 , 0.148036 , 0.108346 , 0.101856 , 0.122051 
 534 , 0.056812 , 0.047217 , 0.050152 , 0.098061 , 0.055938 , 0.033265 , 0.096691 , 0.098563 , 0.07638 , 0.072642 , 0.057666 , 0.063126 , 0.060843 , 0.050974 , 0.098165 , 0.150053 , 0.110193 , 0.103273 , 0.123832 
 535 , 0.057797 , 0.048151 , 0.051154 , 0.100059 , 0.056898 , 0.033869 , 0.098439 , 0.100315 , 0.077915 , 0.074118 , 0.058433 , 0.064118 , 0.061993 , 0.051941 , 0.0996 , 0.151889 , 0.111862 , 0.104544 , 0.125443 
 536 , 0.058782 , 0.049078 , 0.052157 , 0.102053 , 0.057859 , 0.034477 , 0.100194 , 0.102072 , 0.079442 , 0.075598 , 0.059204 , 0.06511 , 0.063139 , 0.052908 , 0.101031 , 0.153722 , 0.113529 , 0.10581 , 0.127056 
 537 , 0.059691 , 0.049937 , 0.053072 , 0.10391 , 0.05877 , 0.035028 , 0.101809 , 0.103698 , 0.080896 , 0.076973 , 0.059917 , 0.066026 , 0.064211 , 0.05382 , 0.102373 , 0.155444 , 0.115109 , 0.106991 , 0.128567 
 538 , 0.060437 , 0.050652 , 0.05382 , 0.105484 , 0.059571 , 0.035476 , 0.103181 , 0.105105 , 0.082182 , 0.078155 , 0.060536 , 0.06678 , 0.065116 , 0.054632 , 0.103541 , 0.156942 , 0.11652 , 0.107987 , 0.129872 
 539 , 0.061179 , 0.051378 , 0.054567 , 0.107068 , 0.060377 , 0.035921 , 0.104561 , 0.106513 , 0.083469 , 0.079337 , 0.061152 , 0.067537 , 0.066019 , 0.05545 , 0.104708 , 0.158433 , 0.117926 , 0.10898 , 0.13117 
 540 , 0.061926 , 0.052095 , 0.055311 , 0.108649 , 0.061174 , 0.036375 , 0.105936 , 0.107923 , 0.084757 , 0.080513 , 0.061771 , 0.068298 , 0.066922 , 0.056258 , 0.105875 , 0.159931 , 0.119332 , 0.109978 , 0.132467 
 541 , 0.06259 , 0.052761 , 0.055951 , 0.110088 , 0.061874 , 0.036759 , 0.10714 , 0.109164 , 0.085904 , 0.081593 , 0.06238 , 0.069012 , 0.06773 , 0.056903 , 0.106864 , 0.161338 , 0.120572 , 0.110925 , 0.133773 
 542 , 0.063247 , 0.053427 , 0.056592 , 0.111509 , 0.062563 , 0.03714 , 0.108337 , 0.110391 , 0.087043 , 0.082664 , 0.062983 , 0.069726 , 0.068527 , 0.057534 , 0.107849 , 0.162747 , 0.121797 , 0.111868 , 0.135081 
 543 , 0.063908 , 0.05409 , 0.057228 , 0.112932 , 0.063254 , 0.037517 , 0.109527 , 0.111624 , 0.088181 , 0.083735 , 0.063595 , 0.070438 , 0.069328 , 0.058168 , 0.108833 , 0.164148 , 0.123029 , 0.112809 , 0.136381 
 544 , 0.064531 , 0.054708 , 0.057834 , 0.114279 , 0.063936 , 0.037885 , 0.110687 , 0.112822 , 0.089241 , 0.084746 , 0.064175 , 0.07114 , 0.07012 , 0.058792 , 0.109819 , 0.165532 , 0.124198 , 0.113718 , 0.137621 
 545 , 0.065124 , 0.055299 , 0.058421 , 0.115583 , 0.064622 , 0.038255 , 0.111836 , 0.113995 , 0.090254 , 0.085716 , 0.064746 , 0.071828 , 0.070899 , 0.059411 , 0.110811 , 0.166901 , 0.125346 , 0.114614 , 0.138822 
 546 , 0.065713 , 0.055894 , 0.059003 , 0.116894 , 0.065305 , 0.038626 , 0.11299 , 0.115174 , 0.091266 , 0.086691 , 0.065312 , 0.072512 , 0.071683 , 0.060033 , 0.111802 , 0.168276 , 0.126492 , 0.115512 , 0.140029 
 547 , 0.066251 , 0.056431 , 0.059535 , 0.118078 , 0.065931 , 0.038966 , 0.114029 , 0.116237 , 0.092182 , 0.087591 , 0.065834 , 0.073147 , 0.072376 , 0.060605 , 0.112703 , 0.169551 , 0.127557 , 0.116342 , 0.141147 
 548 , 0.066639 , 0.056806 , 0.059944 , 0.11894 , 0.066423 , 0.039216 , 0.114797 , 0.117029 , 0.092863 , 0.088288 , 0.066242 , 0.073642 , 0.07286 , 0.06106 , 0.113367 , 0.170584 , 0.128432 , 0.117022 , 0.142045 
 549 , 0.067034 , 0.057187 , 0.060346 , 0.119802 , 0.066915 , 0.039467 , 0.115558 , 0.117813 , 0.093551 , 0.088978 , 0.066656 , 0.074143 , 0.073345 , 0.061515 , 0.114031 , 0.171624 , 0.129306 , 0.117701 , 0.14295 
 550 , 0.067424 , 0.05757 , 0.060742 , 0.120668 , 0.06741 , 0.039711 , 0.116321 , 0.118607 , 0.094236 , 0.089671 , 0.067065 , 0.07464 , 0.073824 , 0.061973 , 0.114703 , 0.17266 , 0.130177 , 0.118375 , 0.14385 
 551 , 0.067514 , 0.057689 , 0.060848 , 0.121006 , 0.06757 , 0.039738 , 0.116541 , 0.118847 , 0.094478 , 0.089908 , 0.067225 , 0.07487 , 0.074052 , 0.062062 , 0.114996 , 0.1732 , 0.130591 , 0.118671 , 0.144359 
 552 , 0.067581 , 0.057787 , 0.060938 , 0.12129 , 0.067702 , 0.039738 , 0.116711 , 0.11905 , 0.094683 , 0.090111 , 0.067369 , 0.075087 , 0.074253 , 0.062126 , 0.115262 , 0.173713 , 0.130958 , 0.118937 , 0.144831 
 553 , 0.067642 , 0.057885 , 0.061021 , 0.121583 , 0.067833 , 0.039744 , 0.116881 , 0.119253 , 0.094888 , 0.090307 , 0.067514 , 0.075303 , 0.074454 , 0.062183 , 0.115529 , 0.174221 , 0.131333 , 0.119204 , 0.14531 
 554 , 0.067546 , 0.057775 , 0.060916 , 0.121435 , 0.067758 , 0.039651 , 0.11667 , 0.119081 , 0.094767 , 0.090193 , 0.067468 , 0.075275 , 0.074388 , 0.062043 , 0.115528 , 0.174381 , 0.131341 , 0.119215 , 0.145479 
 555 , 0.067334 , 0.057515 , 0.060655 , 0.120971 , 0.067539 , 0.039487 , 0.116164 , 0.118624 , 0.094393 , 0.089849 , 0.067298 , 0.075075 , 0.074125 , 0.061768 , 0.115342 , 0.174282 , 0.131087 , 0.119035 , 0.145429 
 556 , 0.067114 , 0.057262 , 0.060402 , 0.120506 , 0.067313 , 0.039323 , 0.115658 , 0.118174 , 0.094019 , 0.089512 , 0.067128 , 0.074868 , 0.073862 , 0.061486 , 0.115148 , 0.174175 , 0.130826 , 0.118855 , 0.145384 
 557 , 0.066836 , 0.056944 , 0.060076 , 0.119925 , 0.067021 , 0.039115 , 0.115064 , 0.117608 , 0.093544 , 0.089065 , 0.066921 , 0.074617 , 0.073526 , 0.061146 , 0.114887 , 0.174007 , 0.130498 , 0.118622 , 0.145265 
 558 , 0.066324 , 0.05642 , 0.059526 , 0.118952 , 0.066487 , 0.038755 , 0.114142 , 0.116667 , 0.092762 , 0.088298 , 0.0666 , 0.074206 , 0.072925 , 0.060573 , 0.114375 , 0.173639 , 0.129939 , 0.11821 , 0.144909 
 559 , 0.065811 , 0.055896 , 0.058975 , 0.117979 , 0.06596 , 0.038396 , 0.113233 , 0.115726 , 0.091976 , 0.08752 , 0.066277 , 0.073784 , 0.072322 , 0.060006 , 0.113868 , 0.173274 , 0.129377 , 0.117809 , 0.144553 
 560 , 0.065299 , 0.055374 , 0.058426 , 0.117007 , 0.065426 , 0.038032 , 0.112312 , 0.114779 , 0.091192 , 0.086751 , 0.065955 , 0.073371 , 0.071721 , 0.059434 , 0.113355 , 0.172902 , 0.128815 , 0.117402 , 0.144197 
 561 , 0.064656 , 0.054759 , 0.057762 , 0.115694 , 0.064782 , 0.037617 , 0.111065 , 0.113555 , 0.090132 , 0.085764 , 0.065584 , 0.072843 , 0.070951 , 0.058712 , 0.112718 , 0.17245 , 0.128059 , 0.116889 , 0.143738 
 562 , 0.063995 , 0.054138 , 0.057078 , 0.114337 , 0.064128 , 0.037189 , 0.109777 , 0.112289 , 0.089026 , 0.084746 , 0.065201 , 0.072301 , 0.070154 , 0.057961 , 0.112057 , 0.171976 , 0.12726 , 0.116365 , 0.143262 
 563 , 0.063344 , 0.053506 , 0.056396 , 0.11298 , 0.06347 , 0.036769 , 0.108481 , 0.111021 , 0.087917 , 0.083733 , 0.06482 , 0.071761 , 0.069354 , 0.057214 , 0.111406 , 0.17151 , 0.126463 , 0.115835 , 0.142787 
 564 , 0.06256 , 0.05276 , 0.055592 , 0.111422 , 0.062693 , 0.036264 , 0.107006 , 0.109545 , 0.08666 , 0.082565 , 0.064318 , 0.071105 , 0.068427 , 0.05636 , 0.110619 , 0.170871 , 0.125512 , 0.115188 , 0.142161 
 565 , 0.061662 , 0.051896 , 0.054686 , 0.109685 , 0.0618 , 0.035696 , 0.105354 , 0.107908 , 0.085267 , 0.081269 , 0.063723 , 0.070358 , 0.067402 , 0.055415 , 0.109719 , 0.170083 , 0.124427 , 0.114432 , 0.141411 
 566 , 0.060769 , 0.051045 , 0.05378 , 0.107953 , 0.060914 , 0.035126 , 0.103705 , 0.106275 , 0.083884 , 0.079975 , 0.063124 , 0.069609 , 0.06637 , 0.05447 , 0.108816 , 0.169295 , 0.123354 , 0.113671 , 0.140654 
 567 , 0.059869 , 0.050159 , 0.052867 , 0.106173 , 0.060014 , 0.034539 , 0.102029 , 0.104606 , 0.082465 , 0.078657 , 0.062515 , 0.068837 , 0.065326 , 0.053513 , 0.107884 , 0.168489 , 0.12224 , 0.112887 , 0.139867 
 568 , 0.058916 , 0.049191 , 0.051916 , 0.104195 , 0.059046 , 0.033914 , 0.100213 , 0.102822 , 0.080886 , 0.077226 , 0.06186 , 0.067965 , 0.064202 , 0.052469 , 0.106797 , 0.167605 , 0.121015 , 0.112014 , 0.138942 
 569 , 0.057963 , 0.048226 , 0.050961 , 0.10222 , 0.058078 , 0.033293 , 0.0984 , 0.101033 , 0.079314 , 0.0758 , 0.061206 , 0.067088 , 0.063078 , 0.051429 , 0.105714 , 0.166716 , 0.119793 , 0.111142 , 0.138023 
 570 , 0.057016 , 0.047256 , 0.050013 , 0.100242 , 0.057111 , 0.032664 , 0.096589 , 0.099244 , 0.077736 , 0.074366 , 0.060548 , 0.066217 , 0.06195 , 0.050391 , 0.104637 , 0.165832 , 0.118569 , 0.110272 , 0.137098 
 571 , 0.056073 , 0.046309 , 0.049026 , 0.098233 , 0.056093 , 0.032055 , 0.094813 , 0.097477 , 0.076162 , 0.072903 , 0.059881 , 0.065341 , 0.060811 , 0.049334 , 0.10354 , 0.164832 , 0.117258 , 0.109375 , 0.136143 
 572 , 0.055128 , 0.045354 , 0.048036 , 0.096212 , 0.055068 , 0.031442 , 0.093045 , 0.095714 , 0.074591 , 0.071444 , 0.059212 , 0.064465 , 0.059664 , 0.048282 , 0.102441 , 0.163811 , 0.115927 , 0.108477 , 0.135184 
 573 , 0.054185 , 0.044407 , 0.047049 , 0.094184 , 0.05404 , 0.030835 , 0.091279 , 0.093947 , 0.073028 , 0.069978 , 0.05854 , 0.063587 , 0.058514 , 0.047227 , 0.10134 , 0.162798 , 0.114603 , 0.107573 , 0.134224 
 574 , 0.053265 , 0.043492 , 0.0461 , 0.092266 , 0.053115 , 0.030248 , 0.089579 , 0.09224 , 0.07155 , 0.068601 , 0.057913 , 0.062744 , 0.057423 , 0.046224 , 0.100248 , 0.161802 , 0.113316 , 0.1067 , 0.133247 
 575 , 0.052366 , 0.042631 , 0.045186 , 0.090463 , 0.052288 , 0.029679 , 0.087934 , 0.090593 , 0.070156 , 0.067328 , 0.057334 , 0.061939 , 0.056393 , 0.045283 , 0.09918 , 0.160846 , 0.11208 , 0.105854 , 0.132263 
 576 , 0.051468 , 0.041758 , 0.044274 , 0.088651 , 0.051461 , 0.029109 , 0.086296 , 0.088947 , 0.068769 , 0.066048 , 0.056756 , 0.061132 , 0.05536 , 0.044345 , 0.098103 , 0.159891 , 0.110843 , 0.105013 , 0.131278 
 577 , 0.050576 , 0.0409 , 0.043383 , 0.086862 , 0.05064 , 0.028543 , 0.084666 , 0.087321 , 0.067395 , 0.064784 , 0.056161 , 0.060335 , 0.054348 , 0.043421 , 0.097029 , 0.158916 , 0.109603 , 0.104152 , 0.130283 
 578 , 0.049756 , 0.040086 , 0.042574 , 0.0852 , 0.049819 , 0.028016 , 0.083135 , 0.085807 , 0.066107 , 0.063586 , 0.055474 , 0.059578 , 0.053429 , 0.042625 , 0.095946 , 0.157816 , 0.108352 , 0.103197 , 0.129237 
 579 , 0.048934 , 0.03927 , 0.041771 , 0.083542 , 0.048997 , 0.027483 , 0.0816 , 0.084302 , 0.064824 , 0.062393 , 0.054784 , 0.058817 , 0.052515 , 0.041828 , 0.094864 , 0.156723 , 0.107098 , 0.102247 , 0.128191 
 580 , 0.048113 , 0.038456 , 0.040969 , 0.081881 , 0.048175 , 0.026955 , 0.080073 , 0.082791 , 0.063535 , 0.061197 , 0.054091 , 0.058062 , 0.051597 , 0.041025 , 0.093781 , 0.155627 , 0.105844 , 0.101293 , 0.127138 
 581 , 0.047235 , 0.037667 , 0.040169 , 0.08017 , 0.047334 , 0.026443 , 0.078534 , 0.081202 , 0.06222 , 0.059972 , 0.0534 , 0.057205 , 0.050595 , 0.040162 , 0.092481 , 0.154053 , 0.104378 , 0.100128 , 0.12575 
 582 , 0.046348 , 0.03689 , 0.039371 , 0.078454 , 0.046482 , 0.025942 , 0.076994 , 0.079585 , 0.060889 , 0.058745 , 0.052714 , 0.056319 , 0.049574 , 0.039285 , 0.091132 , 0.152369 , 0.102863 , 0.098916 , 0.124265 
 583 , 0.045451 , 0.036116 , 0.038569 , 0.076733 , 0.045632 , 0.025439 , 0.075458 , 0.077971 , 0.05956 , 0.057518 , 0.052031 , 0.055439 , 0.048551 , 0.038412 , 0.089778 , 0.15068 , 0.101343 , 0.0977 , 0.122788 
 584 , 0.044525 , 0.035284 , 0.037721 , 0.074946 , 0.044728 , 0.024908 , 0.073823 , 0.076284 , 0.058191 , 0.056256 , 0.051244 , 0.054476 , 0.047511 , 0.037512 , 0.088302 , 0.14868 , 0.099675 , 0.096265 , 0.12109 
 585 , 0.043551 , 0.034395 , 0.036808 , 0.073098 , 0.043775 , 0.024356 , 0.07205 , 0.074516 , 0.056762 , 0.054944 , 0.050336 , 0.053414 , 0.046435 , 0.036584 , 0.086667 , 0.14629 , 0.097819 , 0.094559 , 0.119121 
 586 , 0.042576 , 0.033506 , 0.035894 , 0.071248 , 0.04282 , 0.023798 , 0.07028 , 0.072744 , 0.055339 , 0.053635 , 0.049421 , 0.052354 , 0.045358 , 0.03565 , 0.085031 , 0.143899 , 0.095968 , 0.092855 , 0.117157 
 587 , 0.041623 , 0.032628 , 0.035002 , 0.069434 , 0.041879 , 0.023251 , 0.068544 , 0.071003 , 0.053945 , 0.052347 , 0.048523 , 0.051308 , 0.044305 , 0.034734 , 0.083422 , 0.141533 , 0.09414 , 0.091178 , 0.115211 
 588 , 0.040782 , 0.031874 , 0.034261 , 0.067892 , 0.04108 , 0.022741 , 0.067081 , 0.069497 , 0.05278 , 0.051243 , 0.047684 , 0.050387 , 0.04345 , 0.033946 , 0.081985 , 0.139377 , 0.092548 , 0.089682 , 0.11346 
 589 , 0.039941 , 0.031115 , 0.033522 , 0.066348 , 0.04028 , 0.022233 , 0.065615 , 0.067994 , 0.051625 , 0.050141 , 0.04685 , 0.049468 , 0.042593 , 0.033155 , 0.080544 , 0.137227 , 0.09096 , 0.088187 , 0.111714 
 590 , 0.039098 , 0.030354 , 0.032784 , 0.064805 , 0.039477 , 0.02173 , 0.064153 , 0.06649 , 0.050465 , 0.049033 , 0.046016 , 0.048545 , 0.041732 , 0.032362 , 0.079107 , 0.135075 , 0.089377 , 0.086694 , 0.109971 
 591 , 0.038463 , 0.029775 , 0.032233 , 0.063625 , 0.038848 , 0.021369 , 0.063023 , 0.065367 , 0.049598 , 0.048192 , 0.045409 , 0.047888 , 0.041035 , 0.031799 , 0.078076 , 0.13355 , 0.088185 , 0.085575 , 0.108713 
 592 , 0.037881 , 0.029258 , 0.031737 , 0.062564 , 0.038274 , 0.021061 , 0.061992 , 0.064358 , 0.048821 , 0.047425 , 0.04486 , 0.047307 , 0.040376 , 0.031295 , 0.077158 , 0.132203 , 0.087111 , 0.084562 , 0.107596 
 593 , 0.037304 , 0.028735 , 0.031245 , 0.061495 , 0.037694 , 0.02075 , 0.060965 , 0.063352 , 0.048045 , 0.046659 , 0.044315 , 0.046728 , 0.039723 , 0.03079 , 0.076245 , 0.130857 , 0.086039 , 0.083556 , 0.106478 
 594 , 0.036824 , 0.028299 , 0.030813 , 0.060568 , 0.037239 , 0.02049 , 0.060079 , 0.062481 , 0.047386 , 0.046009 , 0.043856 , 0.046248 , 0.0392 , 0.030398 , 0.075477 , 0.129762 , 0.085151 , 0.082722 , 0.105546 
 595 , 0.036478 , 0.027974 , 0.030467 , 0.059827 , 0.036944 , 0.020316 , 0.059393 , 0.061807 , 0.046893 , 0.045523 , 0.043512 , 0.045898 , 0.038871 , 0.030165 , 0.074942 , 0.129022 , 0.084536 , 0.082139 , 0.104879 
 596 , 0.036134 , 0.027651 , 0.030117 , 0.059091 , 0.036656 , 0.020143 , 0.058706 , 0.061125 , 0.046403 , 0.045034 , 0.043174 , 0.045555 , 0.038542 , 0.029927 , 0.074403 , 0.128277 , 0.083918 , 0.081563 , 0.104214 
 597 , 0.035786 , 0.02733 , 0.029775 , 0.058358 , 0.036363 , 0.01997 , 0.058028 , 0.060457 , 0.045916 , 0.044552 , 0.042836 , 0.045213 , 0.03822 , 0.029675 , 0.073875 , 0.127544 , 0.083312 , 0.080988 , 0.10356 
 598 , 0.03544 , 0.02705 , 0.029495 , 0.057742 , 0.036051 , 0.019794 , 0.057449 , 0.059894 , 0.045476 , 0.04418 , 0.042597 , 0.044922 , 0.037906 , 0.029197 , 0.073456 , 0.126882 , 0.082801 , 0.080472 , 0.103055 
 599 , 0.035092 , 0.026772 , 0.029212 , 0.057119 , 0.035738 , 0.019617 , 0.056864 , 0.059336 , 0.045041 , 0.043808 , 0.042356 , 0.04463 , 0.03759 , 0.028718 , 0.073031 , 0.126221 , 0.082293 , 0.079952 , 0.102551 
 600 , 0.034746 , 0.026495 , 0.028931 , 0.056499 , 0.035425 , 0.019441 , 0.056287 , 0.05878 , 0.044604 , 0.043433 , 0.042116 , 0.044335 , 0.037276 , 0.028242 , 0.072602 , 0.125556 , 0.081787 , 0.079428 , 0.102041 
 601 , 0.03441 , 0.026179 , 0.028653 , 0.055932 , 0.035138 , 0.019255 , 0.05572 , 0.058152 , 0.044148 , 0.043038 , 0.041825 , 0.043999 , 0.03694 , 0.027888 , 0.072145 , 0.124881 , 0.081259 , 0.078915 , 0.101547 
