  time  ,11:50 PM,11:58 PM,12:05 PM,12:16 PM,12:22 PM,13:26 PM,13:32 PM,13:38 PM,13:44 PM,13:49 PM,14:39 PM,14:47 PM,14:54 PM,14:59 PM,15:05 PM,16:50 PM,16:55 PM,17:00 PM,17:07 PM,17:12 PM,18:37 PM,18:44 PM,18:52 PM,18:58 PM,19:05 PM,20:03 PM,20:10 PM,20:16 PM,20:22 PM,20:28 PM,21:18 PM,21:26 PM,21:34 PM,21:42 PM,21:49 PM,22:50 PM,22:57 PM,23:03 PM,23:10 PM,23:24 PM,24:36 PM,24:42 PM,24:49 PM,24:56 PM,25:02 PM,26:16 PM,26:22 PM,26:29 PM,26:35 PM,26:42 PM,27:19 PM,27:25 PM,27:32 PM,27:39 PM,27:47 PM,28:27 PM,28:33 PM,28:39 PM,28:44 PM,28:50 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 339 , 0.003096 , 0.00113 , 0.001448 , 0.002256 , 0.004885 , 0.009208 , 0.009242 , 0.009451 , 0.017315 , 0.011862 , 0.027637 , 0.034809 , 0.040687 , 0.018347 , 0.024001 , 0.021521 , 0.016927 , 0.007253 , 0.011824 , 0.028903 , 0.021229 , 0.02614 , 0.022068 , 0.008374 , 0.014356 , 0.002307 , 0.002898 , 0.005545 , 0.003036 , 0.009565 , 0.003491 , 0.003486 , 0.002434 , 0.022985 , 0.039918 , 0.007686 , 0.022491 , 0.001031 , 0.025496 , 0.013967 , 0.011452 , 0.004846 , 0.002108 , 0.005685 , 0.004158 , 0.026405 , 0.005066 , 0.019242 , 0.001887 , 0.020566 , 0.000382 , 0.009334 , 0.0358 , 0.022253 , 0.009052 , 0.021546 , 0.030975 , 0.025646 , 0.012616 , 0.019433 
 340 , 0.004068 , 0.000587 , 0.002673 , 0.002428 , 0.005017 , 0.011714 , 0.009719 , 0.010971 , 0.016973 , 0.012378 , 0.030546 , 0.039965 , 0.040837 , 0.018252 , 0.027554 , 0.02572 , 0.018351 , 0.007859 , 0.013582 , 0.030497 , 0.021969 , 0.024106 , 0.027045 , 0.009325 , 0.015603 , 0.002702 , 0.003732 , 0.006108 , 0.00344 , 0.010013 , 0.004388 , 0.003863 , 0.003711 , 0.023429 , 0.0438 , 0.009917 , 0.020379 , 0.002125 , 0.029418 , 0.015699 , 0.01243 , 0.005946 , 0.003441 , 0.006581 , 0.004765 , 0.026127 , 0.005685 , 0.019001 , 0.003344 , 0.022242 , 0.000752 , 0.010151 , 0.039987 , 0.026061 , 0.008519 , 0.022768 , 0.029613 , 0.024098 , 0.012241 , 0.020371 
 341 , 0.004768 , 0.000181 , 0.003538 , 0.002561 , 0.005083 , 0.0141 , 0.010013 , 0.012318 , 0.016612 , 0.012685 , 0.032965 , 0.044743 , 0.040581 , 0.018043 , 0.030903 , 0.029967 , 0.019477 , 0.00828 , 0.015089 , 0.031583 , 0.022387 , 0.022555 , 0.032486 , 0.010138 , 0.016543 , 0.003023 , 0.004474 , 0.006474 , 0.00373 , 0.010294 , 0.005137 , 0.004168 , 0.004816 , 0.023582 , 0.046974 , 0.01227 , 0.01886 , 0.003052 , 0.033149 , 0.017121 , 0.013128 , 0.006951 , 0.004472 , 0.007284 , 0.005245 , 0.025722 , 0.006144 , 0.018689 , 0.004894 , 0.02354 , 0.001043 , 0.010757 , 0.04368 , 0.02982 , 0.008127 , 0.023607 , 0.028431 , 0.022834 , 0.01191 , 0.020981 
 342 , 0.005387 , 0.000456 , 0.004014 , 0.002998 , 0.005611 , 0.014833 , 0.010647 , 0.012869 , 0.016258 , 0.012981 , 0.034496 , 0.044137 , 0.041299 , 0.018062 , 0.031019 , 0.031023 , 0.020559 , 0.008962 , 0.016281 , 0.033006 , 0.023021 , 0.022198 , 0.033536 , 0.010842 , 0.016718 , 0.003391 , 0.005169 , 0.006896 , 0.004278 , 0.010658 , 0.005849 , 0.00486 , 0.005494 , 0.023701 , 0.047241 , 0.013764 , 0.018608 , 0.003673 , 0.034244 , 0.018153 , 0.013272 , 0.007689 , 0.004987 , 0.007716 , 0.005711 , 0.025661 , 0.00659 , 0.018451 , 0.005817 , 0.024321 , 0.001538 , 0.011199 , 0.045937 , 0.031023 , 0.008533 , 0.024747 , 0.027418 , 0.022654 , 0.012161 , 0.021261 
 343 , 0.006065 , 0.001346 , 0.004214 , 0.003768 , 0.006619 , 0.014093 , 0.011755 , 0.012733 , 0.016026 , 0.013334 , 0.035298 , 0.039576 , 0.043209 , 0.018373 , 0.028495 , 0.029018 , 0.02173 , 0.010011 , 0.017219 , 0.035016 , 0.024013 , 0.022851 , 0.030468 , 0.011456 , 0.016392 , 0.003795 , 0.00582 , 0.007414 , 0.005093 , 0.011166 , 0.00658 , 0.005915 , 0.005771 , 0.023935 , 0.045189 , 0.014128 , 0.0194 , 0.004012 , 0.032914 , 0.018895 , 0.013028 , 0.008157 , 0.005099 , 0.007946 , 0.006213 , 0.026022 , 0.007074 , 0.018369 , 0.005945 , 0.024755 , 0.002236 , 0.011553 , 0.046858 , 0.029716 , 0.009763 , 0.026371 , 0.026652 , 0.023452 , 0.012985 , 0.021402 
 344 , 0.006743 , 0.002097 , 0.004371 , 0.00445 , 0.007478 , 0.01358 , 0.012859 , 0.012635 , 0.015857 , 0.013624 , 0.035978 , 0.036476 , 0.044912 , 0.018627 , 0.026691 , 0.027543 , 0.022777 , 0.010985 , 0.018026 , 0.036832 , 0.024883 , 0.023405 , 0.028417 , 0.011938 , 0.01616 , 0.004105 , 0.006375 , 0.00783 , 0.005765 , 0.011578 , 0.007241 , 0.006776 , 0.005988 , 0.024123 , 0.04357 , 0.014426 , 0.020072 , 0.004287 , 0.031912 , 0.019532 , 0.012836 , 0.008558 , 0.005183 , 0.008126 , 0.006661 , 0.026316 , 0.007482 , 0.018303 , 0.006042 , 0.025111 , 0.002813 , 0.011857 , 0.047633 , 0.028717 , 0.010959 , 0.027815 , 0.026044 , 0.02413 , 0.013724 , 0.021516 
 345 , 0.007398 , 0.002743 , 0.004536 , 0.005054 , 0.008245 , 0.013285 , 0.013915 , 0.012657 , 0.015766 , 0.013996 , 0.036649 , 0.034435 , 0.046281 , 0.018814 , 0.02576 , 0.02659 , 0.023699 , 0.011894 , 0.018791 , 0.038028 , 0.025733 , 0.023976 , 0.027071 , 0.012355 , 0.016179 , 0.004411 , 0.006892 , 0.008176 , 0.006355 , 0.01199 , 0.007861 , 0.007503 , 0.006253 , 0.024529 , 0.042618 , 0.014715 , 0.020752 , 0.004586 , 0.031305 , 0.020065 , 0.012809 , 0.008974 , 0.005333 , 0.008358 , 0.007094 , 0.026687 , 0.00792 , 0.01832 , 0.00617 , 0.025466 , 0.003338 , 0.012247 , 0.04807 , 0.028184 , 0.012074 , 0.028974 , 0.025775 , 0.024632 , 0.014492 , 0.021762 
 346 , 0.007871 , 0.003361 , 0.005148 , 0.005527 , 0.009153 , 0.013877 , 0.014661 , 0.01363 , 0.016085 , 0.015694 , 0.038143 , 0.034739 , 0.046144 , 0.018836 , 0.02942 , 0.027548 , 0.024392 , 0.012793 , 0.020054 , 0.035318 , 0.02729 , 0.025489 , 0.027122 , 0.013006 , 0.018148 , 0.005352 , 0.007752 , 0.008524 , 0.007127 , 0.013038 , 0.008679 , 0.00818 , 0.007534 , 0.027538 , 0.045381 , 0.015355 , 0.022381 , 0.005692 , 0.032536 , 0.020364 , 0.014142 , 0.010133 , 0.006363 , 0.009454 , 0.007884 , 0.028235 , 0.009342 , 0.019078 , 0.006802 , 0.026372 , 0.004268 , 0.014055 , 0.046563 , 0.030282 , 0.012728 , 0.028662 , 0.027819 , 0.024365 , 0.016339 , 0.02347 
 347 , 0.008273 , 0.003883 , 0.005644 , 0.005947 , 0.009978 , 0.014377 , 0.015288 , 0.014494 , 0.016357 , 0.017319 , 0.03945 , 0.034994 , 0.046052 , 0.018871 , 0.033224 , 0.02838 , 0.024986 , 0.013579 , 0.021204 , 0.033426 , 0.0287 , 0.026839 , 0.027172 , 0.013556 , 0.020082 , 0.006217 , 0.008549 , 0.008815 , 0.007804 , 0.013991 , 0.009399 , 0.008781 , 0.008666 , 0.030558 , 0.047924 , 0.015909 , 0.023877 , 0.006689 , 0.033604 , 0.020619 , 0.015367 , 0.011167 , 0.007396 , 0.010491 , 0.008571 , 0.029629 , 0.010682 , 0.019732 , 0.007359 , 0.027151 , 0.005147 , 0.01579 , 0.045422 , 0.032226 , 0.013284 , 0.02841 , 0.029729 , 0.024167 , 0.018103 , 0.025046 
 348 , 0.008619 , 0.004329 , 0.006055 , 0.006321 , 0.010731 , 0.014806 , 0.015823 , 0.015265 , 0.016591 , 0.018873 , 0.040604 , 0.035212 , 0.04599 , 0.018912 , 0.037177 , 0.029107 , 0.025499 , 0.014272 , 0.022254 , 0.032033 , 0.029983 , 0.028049 , 0.02722 , 0.014028 , 0.02198 , 0.007011 , 0.00929 , 0.009062 , 0.008404 , 0.014859 , 0.010036 , 0.009319 , 0.009674 , 0.033587 , 0.050274 , 0.016395 , 0.025252 , 0.007589 , 0.034537 , 0.02084 , 0.016494 , 0.012094 , 0.00843 , 0.011472 , 0.009173 , 0.03089 , 0.011944 , 0.020301 , 0.007854 , 0.027828 , 0.005976 , 0.017453 , 0.044529 , 0.034032 , 0.013764 , 0.028203 , 0.03152 , 0.024015 , 0.019785 , 0.026502 
 349 , 0.009042 , 0.004523 , 0.006408 , 0.007133 , 0.01139 , 0.015295 , 0.016205 , 0.016175 , 0.017254 , 0.01935 , 0.041857 , 0.035915 , 0.046648 , 0.019533 , 0.037939 , 0.029857 , 0.026344 , 0.015032 , 0.022736 , 0.031916 , 0.030748 , 0.029273 , 0.02894 , 0.014316 , 0.02284 , 0.007718 , 0.010359 , 0.010185 , 0.00938 , 0.015787 , 0.010605 , 0.009935 , 0.010158 , 0.03496 , 0.052588 , 0.016845 , 0.024874 , 0.008524 , 0.034339 , 0.021928 , 0.017284 , 0.012818 , 0.009205 , 0.012263 , 0.01001 , 0.031265 , 0.012582 , 0.021369 , 0.008593 , 0.027686 , 0.006667 , 0.018204 , 0.045989 , 0.03557 , 0.014174 , 0.028813 , 0.032792 , 0.024842 , 0.020833 , 0.027593 
 350 , 0.009442 , 0.004612 , 0.006709 , 0.008118 , 0.011979 , 0.015753 , 0.016492 , 0.017097 , 0.018028 , 0.019386 , 0.04304 , 0.036712 , 0.047462 , 0.020309 , 0.037408 , 0.030541 , 0.027242 , 0.015769 , 0.022965 , 0.032163 , 0.03125 , 0.030416 , 0.031286 , 0.014509 , 0.023219 , 0.008356 , 0.011556 , 0.011717 , 0.010482 , 0.016696 , 0.011112 , 0.01054 , 0.010411 , 0.035558 , 0.054751 , 0.017236 , 0.024024 , 0.009435 , 0.033785 , 0.023303 , 0.017884 , 0.013409 , 0.009808 , 0.012924 , 0.010908 , 0.031281 , 0.012926 , 0.022588 , 0.009393 , 0.027281 , 0.007265 , 0.018541 , 0.048151 , 0.036893 , 0.014519 , 0.029642 , 0.033767 , 0.025961 , 0.021548 , 0.028463 
 351 , 0.009774 , 0.004687 , 0.006966 , 0.009074 , 0.012518 , 0.016142 , 0.016732 , 0.01795 , 0.018727 , 0.019407 , 0.04408 , 0.037398 , 0.048156 , 0.021002 , 0.036933 , 0.031127 , 0.02804 , 0.016434 , 0.02315 , 0.032357 , 0.031673 , 0.03144 , 0.033562 , 0.014667 , 0.023538 , 0.008942 , 0.012728 , 0.013294 , 0.011528 , 0.017542 , 0.011565 , 0.011086 , 0.010628 , 0.036066 , 0.056724 , 0.017566 , 0.023349 , 0.010281 , 0.033306 , 0.024598 , 0.018411 , 0.013925 , 0.01034 , 0.013518 , 0.011746 , 0.031274 , 0.013216 , 0.023734 , 0.010131 , 0.026924 , 0.007812 , 0.018827 , 0.050091 , 0.038073 , 0.014812 , 0.03036 , 0.034628 , 0.02698 , 0.022173 , 0.029236 
 352 , 0.010047 , 0.004936 , 0.007301 , 0.009656 , 0.013108 , 0.016376 , 0.016834 , 0.018644 , 0.019217 , 0.019315 , 0.04443 , 0.037292 , 0.049029 , 0.021567 , 0.03674 , 0.031501 , 0.028946 , 0.016979 , 0.023589 , 0.032266 , 0.032276 , 0.032224 , 0.034306 , 0.014951 , 0.023779 , 0.009426 , 0.013377 , 0.014021 , 0.012153 , 0.017968 , 0.011935 , 0.011426 , 0.010873 , 0.035988 , 0.057599 , 0.017747 , 0.023323 , 0.010752 , 0.032854 , 0.025225 , 0.018675 , 0.014236 , 0.01076 , 0.013905 , 0.012405 , 0.031319 , 0.013392 , 0.02469 , 0.010704 , 0.026898 , 0.008162 , 0.019283 , 0.051318 , 0.03889 , 0.015032 , 0.030922 , 0.035015 , 0.027455 , 0.022565 , 0.029394 
 353 , 0.010268 , 0.005554 , 0.007845 , 0.009539 , 0.013853 , 0.016359 , 0.016718 , 0.019088 , 0.019374 , 0.019036 , 0.043628 , 0.035877 , 0.050356 , 0.021955 , 0.037001 , 0.031543 , 0.030176 , 0.017362 , 0.024563 , 0.031705 , 0.033296 , 0.032647 , 0.032347 , 0.015511 , 0.023918 , 0.009755 , 0.013038 , 0.013072 , 0.012003 , 0.017669 , 0.012192 , 0.011429 , 0.011207 , 0.034962 , 0.05658 , 0.017694 , 0.024362 , 0.010575 , 0.032377 , 0.024653 , 0.018521 , 0.014223 , 0.011023 , 0.013959 , 0.012763 , 0.031467 , 0.013398 , 0.025337 , 0.011009 , 0.027428 , 0.008174 , 0.020131 , 0.051337 , 0.039134 , 0.015156 , 0.031269 , 0.034612 , 0.027014 , 0.02259 , 0.02854 
 354 , 0.010462 , 0.006158 , 0.008375 , 0.009442 , 0.01456 , 0.016324 , 0.016604 , 0.019484 , 0.019501 , 0.018783 , 0.042892 , 0.034649 , 0.051571 , 0.022295 , 0.037208 , 0.031553 , 0.031357 , 0.017698 , 0.025477 , 0.031189 , 0.034234 , 0.03301 , 0.030744 , 0.016023 , 0.024024 , 0.010053 , 0.012743 , 0.012294 , 0.01186 , 0.017398 , 0.012419 , 0.011424 , 0.011502 , 0.034069 , 0.055638 , 0.017632 , 0.025354 , 0.010418 , 0.031931 , 0.024133 , 0.018375 , 0.014202 , 0.011259 , 0.013997 , 0.013081 , 0.031576 , 0.013393 , 0.025916 , 0.011281 , 0.027899 , 0.008178 , 0.020941 , 0.051299 , 0.039324 , 0.015256 , 0.031563 , 0.034224 , 0.026615 , 0.022594 , 0.027794 
 355 , 0.010634 , 0.006747 , 0.008894 , 0.009358 , 0.015229 , 0.016276 , 0.016493 , 0.01984 , 0.019603 , 0.018552 , 0.042214 , 0.033572 , 0.052687 , 0.022595 , 0.037371 , 0.031538 , 0.032493 , 0.017995 , 0.026339 , 0.030714 , 0.035099 , 0.033322 , 0.029406 , 0.016494 , 0.024104 , 0.010323 , 0.012484 , 0.011645 , 0.011724 , 0.017152 , 0.012621 , 0.011413 , 0.011765 , 0.033285 , 0.054767 , 0.017565 , 0.026306 , 0.010277 , 0.031515 , 0.023658 , 0.018237 , 0.014175 , 0.011473 , 0.014022 , 0.013366 , 0.031653 , 0.01338 , 0.026437 , 0.011525 , 0.02832 , 0.008176 , 0.021716 , 0.051218 , 0.039469 , 0.015337 , 0.031814 , 0.033852 , 0.026251 , 0.022583 , 0.027138 
 356 , 0.010845 , 0.006688 , 0.008964 , 0.009498 , 0.014453 , 0.016595 , 0.016985 , 0.019469 , 0.019658 , 0.018814 , 0.042464 , 0.034818 , 0.051309 , 0.022408 , 0.038134 , 0.032212 , 0.031998 , 0.017993 , 0.026498 , 0.031796 , 0.035484 , 0.030848 , 0.029656 , 0.016791 , 0.023916 , 0.010231 , 0.01301 , 0.011791 , 0.011809 , 0.017194 , 0.012892 , 0.011694 , 0.011695 , 0.034205 , 0.053804 , 0.01789 , 0.026632 , 0.010213 , 0.031551 , 0.023922 , 0.018499 , 0.013566 , 0.011303 , 0.014471 , 0.01352 , 0.03177 , 0.013319 , 0.025855 , 0.011499 , 0.029089 , 0.008298 , 0.021267 , 0.051673 , 0.03975 , 0.015601 , 0.032097 , 0.03426 , 0.027488 , 0.022757 , 0.027751 
 357 , 0.011038 , 0.006602 , 0.009001 , 0.009634 , 0.01372 , 0.016904 , 0.017478 , 0.019088 , 0.019691 , 0.019071 , 0.042707 , 0.036139 , 0.049973 , 0.022197 , 0.038859 , 0.032864 , 0.031473 , 0.017965 , 0.026591 , 0.032912 , 0.035795 , 0.028793 , 0.029941 , 0.017051 , 0.023728 , 0.010127 , 0.013555 , 0.011955 , 0.011892 , 0.017232 , 0.013143 , 0.011967 , 0.01161 , 0.035152 , 0.052904 , 0.018206 , 0.026887 , 0.010153 , 0.031582 , 0.024187 , 0.018751 , 0.013016 , 0.011127 , 0.014916 , 0.01365 , 0.03186 , 0.013259 , 0.025278 , 0.011457 , 0.029819 , 0.008412 , 0.02082 , 0.052087 , 0.039987 , 0.015848 , 0.032342 , 0.034656 , 0.028789 , 0.022909 , 0.028378 
 358 , 0.011213 , 0.006521 , 0.00903 , 0.009756 , 0.013085 , 0.017187 , 0.01794 , 0.018732 , 0.019707 , 0.019301 , 0.042906 , 0.037417 , 0.048779 , 0.021989 , 0.039522 , 0.033462 , 0.030997 , 0.01793 , 0.026658 , 0.033984 , 0.036061 , 0.027144 , 0.030187 , 0.017285 , 0.023554 , 0.010028 , 0.014079 , 0.012103 , 0.011964 , 0.017255 , 0.013373 , 0.012219 , 0.011526 , 0.036044 , 0.052069 , 0.018492 , 0.027107 , 0.010095 , 0.03159 , 0.02442 , 0.018976 , 0.012538 , 0.010963 , 0.015337 , 0.013763 , 0.031924 , 0.013203 , 0.024755 , 0.011412 , 0.030494 , 0.008514 , 0.020427 , 0.052439 , 0.04018 , 0.016071 , 0.032551 , 0.035004 , 0.030072 , 0.023035 , 0.028958 
 359 , 0.011377 , 0.006587 , 0.009181 , 0.009972 , 0.013012 , 0.017369 , 0.017926 , 0.018633 , 0.019774 , 0.019497 , 0.043128 , 0.038054 , 0.048087 , 0.022299 , 0.039558 , 0.033761 , 0.031408 , 0.017896 , 0.026596 , 0.034545 , 0.036239 , 0.027687 , 0.03007 , 0.017408 , 0.023851 , 0.010186 , 0.013942 , 0.012591 , 0.012057 , 0.016912 , 0.013288 , 0.012574 , 0.011411 , 0.036542 , 0.051985 , 0.018668 , 0.027088 , 0.010251 , 0.03233 , 0.024681 , 0.019138 , 0.012716 , 0.011234 , 0.015357 , 0.013854 , 0.031848 , 0.013349 , 0.024762 , 0.01177 , 0.031149 , 0.008719 , 0.020844 , 0.051897 , 0.040563 , 0.016222 , 0.032737 , 0.035701 , 0.030327 , 0.023483 , 0.029256 
 360 , 0.011528 , 0.006745 , 0.00941 , 0.010243 , 0.013297 , 0.017479 , 0.017601 , 0.018704 , 0.019875 , 0.019663 , 0.043357 , 0.038205 , 0.047722 , 0.02296 , 0.039175 , 0.033844 , 0.032406 , 0.017865 , 0.026463 , 0.034717 , 0.03635 , 0.029761 , 0.029732 , 0.017453 , 0.024462 , 0.01052 , 0.013381 , 0.013338 , 0.012162 , 0.01637 , 0.013011 , 0.012992 , 0.011284 , 0.036745 , 0.052388 , 0.018764 , 0.026917 , 0.010549 , 0.033584 , 0.024951 , 0.019252 , 0.013333 , 0.011807 , 0.015109 , 0.013929 , 0.031685 , 0.013625 , 0.025113 , 0.012409 , 0.031769 , 0.008984 , 0.021828 , 0.050824 , 0.041065 , 0.01632 , 0.032901 , 0.036632 , 0.029859 , 0.024148 , 0.029348 
 361 , 0.011664 , 0.006887 , 0.009619 , 0.010488 , 0.013554 , 0.017575 , 0.017315 , 0.018762 , 0.019962 , 0.019809 , 0.04355 , 0.038327 , 0.047374 , 0.02358 , 0.038819 , 0.033908 , 0.033333 , 0.017832 , 0.026343 , 0.034862 , 0.036439 , 0.031898 , 0.029428 , 0.017487 , 0.02503 , 0.010837 , 0.012889 , 0.014078 , 0.012254 , 0.015902 , 0.012772 , 0.013382 , 0.011173 , 0.036919 , 0.052735 , 0.018847 , 0.02676 , 0.010824 , 0.034778 , 0.025191 , 0.019351 , 0.013922 , 0.012355 , 0.014885 , 0.013994 , 0.031532 , 0.013877 , 0.025428 , 0.013017 , 0.032335 , 0.009223 , 0.022787 , 0.049872 , 0.041513 , 0.016404 , 0.033039 , 0.037503 , 0.029437 , 0.024766 , 0.02942 
 362 , 0.011817 , 0.007011 , 0.009781 , 0.010708 , 0.01393 , 0.017714 , 0.017198 , 0.018914 , 0.020146 , 0.020014 , 0.043894 , 0.038639 , 0.04733 , 0.024106 , 0.038707 , 0.034206 , 0.034087 , 0.017855 , 0.026326 , 0.035192 , 0.036796 , 0.033652 , 0.029347 , 0.017549 , 0.025472 , 0.011125 , 0.012653 , 0.014675 , 0.012325 , 0.015757 , 0.012708 , 0.013664 , 0.011192 , 0.037124 , 0.053237 , 0.01899 , 0.026735 , 0.011113 , 0.035711 , 0.025436 , 0.019474 , 0.014408 , 0.012768 , 0.014916 , 0.014137 , 0.031532 , 0.01415 , 0.025705 , 0.013495 , 0.033006 , 0.009446 , 0.023578 , 0.049324 , 0.042001 , 0.01661 , 0.033179 , 0.038016 , 0.029275 , 0.025203 , 0.029523 
 363 , 0.012085 , 0.007116 , 0.009825 , 0.010913 , 0.014924 , 0.018069 , 0.017656 , 0.019482 , 0.020782 , 0.020511 , 0.044961 , 0.039791 , 0.048463 , 0.024371 , 0.039506 , 0.035523 , 0.034369 , 0.018104 , 0.026695 , 0.03636 , 0.038326 , 0.033524 , 0.030081 , 0.017743 , 0.025513 , 0.011341 , 0.013232 , 0.014695 , 0.012347 , 0.016755 , 0.013253 , 0.013599 , 0.011707 , 0.037547 , 0.054513 , 0.019421 , 0.027209 , 0.011529 , 0.035743 , 0.025781 , 0.019742 , 0.014554 , 0.012709 , 0.015919 , 0.014639 , 0.032123 , 0.014591 , 0.025918 , 0.013531 , 0.034256 , 0.009682 , 0.023731 , 0.050071 , 0.042798 , 0.017363 , 0.033402 , 0.037283 , 0.030038 , 0.025045 , 0.029795 
 364 , 0.012337 , 0.007212 , 0.009861 , 0.011104 , 0.015928 , 0.0184 , 0.018083 , 0.020017 , 0.021389 , 0.020975 , 0.045963 , 0.040875 , 0.049524 , 0.024614 , 0.04025 , 0.036791 , 0.034622 , 0.018334 , 0.027033 , 0.037471 , 0.039802 , 0.033412 , 0.03077 , 0.01792 , 0.025553 , 0.011541 , 0.013778 , 0.014713 , 0.01237 , 0.017752 , 0.013778 , 0.01355 , 0.012208 , 0.037933 , 0.055707 , 0.019823 , 0.027648 , 0.011927 , 0.035774 , 0.026098 , 0.019988 , 0.014687 , 0.01266 , 0.016901 , 0.015118 , 0.032672 , 0.015009 , 0.026115 , 0.013568 , 0.035439 , 0.009902 , 0.023872 , 0.050759 , 0.043538 , 0.018091 , 0.033602 , 0.03665 , 0.030755 , 0.024911 , 0.030043 
 365 , 0.012573 , 0.007301 , 0.009892 , 0.011281 , 0.016941 , 0.018707 , 0.018484 , 0.020522 , 0.021968 , 0.021409 , 0.046904 , 0.0419 , 0.050519 , 0.024836 , 0.040943 , 0.03801 , 0.034852 , 0.018546 , 0.027346 , 0.038527 , 0.041226 , 0.033314 , 0.031419 , 0.018084 , 0.025593 , 0.011726 , 0.014293 , 0.014728 , 0.012392 , 0.018746 , 0.014283 , 0.013512 , 0.012695 , 0.038287 , 0.056829 , 0.020201 , 0.028054 , 0.012305 , 0.035804 , 0.02639 , 0.020215 , 0.01481 , 0.012618 , 0.017861 , 0.015575 , 0.033181 , 0.015407 , 0.026296 , 0.013605 , 0.036562 , 0.010108 , 0.024003 , 0.051394 , 0.044227 , 0.018795 , 0.033782 , 0.036098 , 0.031431 , 0.024797 , 0.030271 
 366 , 0.012503 , 0.007363 , 0.010208 , 0.011459 , 0.016711 , 0.018946 , 0.018359 , 0.020611 , 0.022171 , 0.021068 , 0.046529 , 0.041431 , 0.050963 , 0.02483 , 0.040946 , 0.037057 , 0.034329 , 0.018861 , 0.027839 , 0.038283 , 0.040269 , 0.033877 , 0.031306 , 0.018312 , 0.025528 , 0.01175 , 0.014368 , 0.014548 , 0.012501 , 0.018896 , 0.014234 , 0.013508 , 0.012792 , 0.03864 , 0.056434 , 0.020511 , 0.028388 , 0.012383 , 0.035997 , 0.026568 , 0.020322 , 0.014801 , 0.012707 , 0.01771 , 0.015631 , 0.03302 , 0.015541 , 0.026614 , 0.013739 , 0.037434 , 0.010256 , 0.024141 , 0.051807 , 0.044273 , 0.018782 , 0.033953 , 0.036216 , 0.031898 , 0.025396 , 0.030689 
 367 , 0.012374 , 0.007411 , 0.010568 , 0.011627 , 0.01623 , 0.019149 , 0.018134 , 0.020594 , 0.02227 , 0.020587 , 0.045897 , 0.040675 , 0.051237 , 0.024767 , 0.04079 , 0.035771 , 0.033705 , 0.019178 , 0.028339 , 0.037769 , 0.038937 , 0.034547 , 0.031034 , 0.018536 , 0.025435 , 0.011735 , 0.014337 , 0.014335 , 0.012619 , 0.018845 , 0.014072 , 0.013507 , 0.012793 , 0.038957 , 0.05573 , 0.020783 , 0.028676 , 0.012389 , 0.036198 , 0.026702 , 0.020389 , 0.014759 , 0.012814 , 0.01734 , 0.015591 , 0.032724 , 0.015603 , 0.026934 , 0.013882 , 0.038208 , 0.010382 , 0.024263 , 0.052125 , 0.044152 , 0.018615 , 0.034095 , 0.036444 , 0.032282 , 0.026128 , 0.031116 
 368 , 0.012257 , 0.00745 , 0.010911 , 0.011786 , 0.015784 , 0.019332 , 0.017925 , 0.020567 , 0.022352 , 0.020137 , 0.045308 , 0.03997 , 0.051468 , 0.0247 , 0.040631 , 0.034639 , 0.033153 , 0.01947 , 0.028801 , 0.037283 , 0.037764 , 0.03517 , 0.030779 , 0.018741 , 0.025338 , 0.011716 , 0.014293 , 0.014134 , 0.012726 , 0.018792 , 0.013924 , 0.013501 , 0.012788 , 0.039238 , 0.055064 , 0.021031 , 0.028935 , 0.012394 , 0.036368 , 0.026819 , 0.020444 , 0.014714 , 0.012914 , 0.017002 , 0.015547 , 0.03245 , 0.015653 , 0.027225 , 0.014012 , 0.038934 , 0.010499 , 0.024368 , 0.052396 , 0.044013 , 0.018457 , 0.03421 , 0.036636 , 0.03263 , 0.026826 , 0.031506 
 369 , 0.012294 , 0.007538 , 0.011055 , 0.011842 , 0.01582 , 0.019287 , 0.017846 , 0.020512 , 0.022347 , 0.019999 , 0.04527 , 0.039837 , 0.051311 , 0.024681 , 0.04029 , 0.03424 , 0.033423 , 0.019621 , 0.028921 , 0.037282 , 0.03747 , 0.035431 , 0.030965 , 0.018857 , 0.025368 , 0.011662 , 0.014248 , 0.014098 , 0.012827 , 0.018773 , 0.013835 , 0.013369 , 0.012825 , 0.039619 , 0.054863 , 0.020978 , 0.029282 , 0.012331 , 0.036523 , 0.026944 , 0.020534 , 0.014819 , 0.012995 , 0.016722 , 0.015521 , 0.032518 , 0.015658 , 0.027525 , 0.014085 , 0.039437 , 0.010506 , 0.024463 , 0.052615 , 0.043607 , 0.018476 , 0.034117 , 0.036618 , 0.032376 , 0.027012 , 0.031511 
