 310 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000137 , 0 , 0 , 0 
 311 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000016 , 0 , 0 , 0 
 312 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 313 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 315 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 492 , 0.05826 , 0.042672 , 0.072472 , 0.041092 , 0.058571 , 0.051307 , 0.053684 , 0.03801 , 0.048689 , 0.04483 , 0.059246 , 0.02731 , 0.058219 , 0.036844 , 0.053347 , 0.056399 , 0.065268 , 0.071603 , 0.061956 , 0.073883 , 0.051486 , 0.059159 , 0.068643 , 0.048536 , 0.068193 , 0.094424 , 0.066383 , 0.057559 , 0.047636 , 0.084501 , 0.073622 , 0.050622 , 0.050284 , 0.041317 , 0.04984 
 493 , 0.058943 , 0.043139 , 0.073136 , 0.041574 , 0.059303 , 0.051777 , 0.054253 , 0.038516 , 0.049275 , 0.045347 , 0.059911 , 0.027639 , 0.058979 , 0.037204 , 0.053934 , 0.057177 , 0.066026 , 0.072549 , 0.062758 , 0.074814 , 0.052138 , 0.059818 , 0.069563 , 0.049111 , 0.069038 , 0.095606 , 0.06721 , 0.058202 , 0.048169 , 0.085516 , 0.074556 , 0.051262 , 0.050876 , 0.041795 , 0.050501 
 494 , 0.059612 , 0.043604 , 0.073912 , 0.041957 , 0.059938 , 0.052307 , 0.054927 , 0.038856 , 0.049843 , 0.045758 , 0.060565 , 0.02788 , 0.059581 , 0.037588 , 0.054507 , 0.0578 , 0.066757 , 0.073317 , 0.063454 , 0.075595 , 0.052685 , 0.060415 , 0.07035 , 0.049625 , 0.069765 , 0.096667 , 0.067927 , 0.058872 , 0.048667 , 0.086462 , 0.075398 , 0.0518 , 0.051411 , 0.042206 , 0.051054 
 495 , 0.060286 , 0.044065 , 0.074702 , 0.042342 , 0.060573 , 0.052855 , 0.055608 , 0.039193 , 0.050409 , 0.046167 , 0.061228 , 0.028119 , 0.060177 , 0.037976 , 0.055093 , 0.058413 , 0.067494 , 0.074078 , 0.064148 , 0.076368 , 0.053229 , 0.061015 , 0.071137 , 0.050133 , 0.070497 , 0.097731 , 0.068639 , 0.059553 , 0.049175 , 0.087406 , 0.076248 , 0.052329 , 0.051949 , 0.042618 , 0.051606 
 496 , 0.060964 , 0.044533 , 0.075492 , 0.042723 , 0.06121 , 0.0534 , 0.056293 , 0.039527 , 0.050973 , 0.046579 , 0.061885 , 0.028353 , 0.060771 , 0.038371 , 0.055676 , 0.059029 , 0.068225 , 0.074838 , 0.064841 , 0.077139 , 0.053777 , 0.061613 , 0.071924 , 0.050649 , 0.071228 , 0.098791 , 0.06935 , 0.060237 , 0.049681 , 0.088355 , 0.077092 , 0.052867 , 0.052485 , 0.043027 , 0.05216 
 497 , 0.061635 , 0.044948 , 0.076231 , 0.043183 , 0.061793 , 0.053901 , 0.056812 , 0.039873 , 0.051427 , 0.047029 , 0.062492 , 0.028624 , 0.061341 , 0.038764 , 0.056171 , 0.059623 , 0.068902 , 0.075532 , 0.06546 , 0.077886 , 0.05429 , 0.062156 , 0.072658 , 0.051138 , 0.071928 , 0.099733 , 0.07001 , 0.060832 , 0.05015 , 0.089224 , 0.07786 , 0.053397 , 0.053019 , 0.043441 , 0.052677 
 498 , 0.062311 , 0.045331 , 0.07694 , 0.043703 , 0.062332 , 0.054375 , 0.057199 , 0.040225 , 0.051792 , 0.047513 , 0.063059 , 0.028921 , 0.061895 , 0.039171 , 0.056609 , 0.060208 , 0.069541 , 0.076192 , 0.066031 , 0.078611 , 0.054775 , 0.062653 , 0.073346 , 0.051613 , 0.072603 , 0.100586 , 0.070632 , 0.061373 , 0.050601 , 0.090036 , 0.078563 , 0.053927 , 0.053552 , 0.043856 , 0.053173 
 499 , 0.062989 , 0.04571 , 0.077652 , 0.044225 , 0.062873 , 0.054849 , 0.057593 , 0.040583 , 0.052159 , 0.047999 , 0.063624 , 0.029219 , 0.062445 , 0.039568 , 0.057048 , 0.060796 , 0.070183 , 0.076848 , 0.066605 , 0.079338 , 0.055262 , 0.063148 , 0.074042 , 0.05209 , 0.07328 , 0.101437 , 0.071256 , 0.061911 , 0.051049 , 0.090845 , 0.079269 , 0.054453 , 0.054083 , 0.044267 , 0.053671 
 500 , 0.063652 , 0.046135 , 0.078364 , 0.04473 , 0.063461 , 0.055349 , 0.058037 , 0.040976 , 0.052587 , 0.048452 , 0.064235 , 0.02953 , 0.063015 , 0.039964 , 0.057539 , 0.061393 , 0.070846 , 0.077547 , 0.067214 , 0.080087 , 0.055773 , 0.063683 , 0.074748 , 0.052582 , 0.074006 , 0.102348 , 0.071912 , 0.062469 , 0.051521 , 0.091697 , 0.080002 , 0.054994 , 0.054639 , 0.044704 , 0.054188 
 501 , 0.064256 , 0.046687 , 0.079093 , 0.04519 , 0.064225 , 0.055946 , 0.058663 , 0.041509 , 0.053235 , 0.048818 , 0.06497 , 0.029875 , 0.063665 , 0.040332 , 0.058205 , 0.062019 , 0.071576 , 0.078374 , 0.067948 , 0.080936 , 0.056356 , 0.064352 , 0.075523 , 0.053128 , 0.074895 , 0.103443 , 0.072689 , 0.0631 , 0.052052 , 0.092682 , 0.080829 , 0.055584 , 0.055248 , 0.045206 , 0.054769 
 502 , 0.064865 , 0.047249 , 0.079821 , 0.045654 , 0.064989 , 0.056542 , 0.059288 , 0.042046 , 0.053887 , 0.049182 , 0.065706 , 0.030227 , 0.064309 , 0.040703 , 0.058876 , 0.062644 , 0.072306 , 0.079206 , 0.068687 , 0.081786 , 0.056938 , 0.065021 , 0.076299 , 0.053673 , 0.075791 , 0.104546 , 0.073473 , 0.063741 , 0.052581 , 0.093669 , 0.081657 , 0.056172 , 0.055862 , 0.045713 , 0.055353 
 503 , 0.065477 , 0.047804 , 0.080548 , 0.046115 , 0.065752 , 0.057146 , 0.059916 , 0.042581 , 0.054538 , 0.049546 , 0.06644 , 0.030571 , 0.064961 , 0.04107 , 0.059545 , 0.063272 , 0.073039 , 0.080037 , 0.069425 , 0.08264 , 0.057523 , 0.065687 , 0.077079 , 0.05422 , 0.076686 , 0.105649 , 0.07425 , 0.06438 , 0.053112 , 0.094661 , 0.082489 , 0.056764 , 0.056479 , 0.046217 , 0.055936 
 504 , 0.066339 , 0.048418 , 0.081544 , 0.04667 , 0.066528 , 0.057903 , 0.060722 , 0.043104 , 0.055311 , 0.050117 , 0.067399 , 0.030994 , 0.065776 , 0.041616 , 0.060279 , 0.064142 , 0.073958 , 0.081019 , 0.070305 , 0.083687 , 0.058298 , 0.066458 , 0.078097 , 0.054873 , 0.077707 , 0.106959 , 0.075181 , 0.065143 , 0.053737 , 0.09584 , 0.083595 , 0.05753 , 0.057216 , 0.046805 , 0.056707 
 505 , 0.067237 , 0.049042 , 0.082573 , 0.047238 , 0.067314 , 0.058679 , 0.061544 , 0.043626 , 0.056107 , 0.05072 , 0.068398 , 0.031423 , 0.066616 , 0.042188 , 0.061027 , 0.065042 , 0.074903 , 0.082017 , 0.071214 , 0.084758 , 0.059104 , 0.067237 , 0.079163 , 0.055541 , 0.078749 , 0.108303 , 0.076128 , 0.06593 , 0.05437 , 0.097043 , 0.084747 , 0.058319 , 0.057971 , 0.047396 , 0.057508 
 506 , 0.068137 , 0.04967 , 0.083603 , 0.047805 , 0.068098 , 0.05946 , 0.062372 , 0.044146 , 0.056898 , 0.05132 , 0.069393 , 0.03185 , 0.067456 , 0.042759 , 0.061769 , 0.065943 , 0.075848 , 0.083017 , 0.072118 , 0.085836 , 0.059915 , 0.068027 , 0.080225 , 0.056213 , 0.079786 , 0.10965 , 0.077077 , 0.066716 , 0.055006 , 0.098242 , 0.085896 , 0.059109 , 0.058719 , 0.047997 , 0.058308 
 507 , 0.069073 , 0.050349 , 0.084618 , 0.048455 , 0.068957 , 0.060241 , 0.063227 , 0.044834 , 0.057696 , 0.052016 , 0.070348 , 0.032403 , 0.068339 , 0.043349 , 0.062592 , 0.066882 , 0.076812 , 0.084038 , 0.07307 , 0.086892 , 0.060732 , 0.068863 , 0.081317 , 0.056956 , 0.080881 , 0.110998 , 0.078071 , 0.067572 , 0.055703 , 0.099478 , 0.08703 , 0.059943 , 0.05954 , 0.04866 , 0.059137 
 508 , 0.070027 , 0.051079 , 0.085599 , 0.049186 , 0.069866 , 0.061011 , 0.064103 , 0.045683 , 0.05848 , 0.052795 , 0.07127 , 0.033065 , 0.06925 , 0.043957 , 0.063476 , 0.067856 , 0.077799 , 0.085083 , 0.074052 , 0.087914 , 0.061561 , 0.069733 , 0.082412 , 0.057758 , 0.082001 , 0.112329 , 0.079092 , 0.068489 , 0.056442 , 0.100732 , 0.088136 , 0.060811 , 0.060434 , 0.049381 , 0.05999 
 509 , 0.070982 , 0.051815 , 0.08658 , 0.049917 , 0.070781 , 0.061781 , 0.06498 , 0.046534 , 0.059269 , 0.053574 , 0.072187 , 0.033727 , 0.070166 , 0.044557 , 0.06436 , 0.068832 , 0.078792 , 0.086128 , 0.075035 , 0.088936 , 0.062384 , 0.070602 , 0.083515 , 0.058554 , 0.08313 , 0.113669 , 0.080115 , 0.069413 , 0.057181 , 0.101989 , 0.089238 , 0.061686 , 0.061323 , 0.050101 , 0.060843 
 510 , 0.071859 , 0.052478 , 0.087478 , 0.05058 , 0.071612 , 0.062483 , 0.06579 , 0.047301 , 0.060001 , 0.054258 , 0.073038 , 0.034315 , 0.071005 , 0.045117 , 0.065161 , 0.06972 , 0.079696 , 0.087074 , 0.075929 , 0.08987 , 0.06314 , 0.071404 , 0.084525 , 0.059282 , 0.084154 , 0.114899 , 0.081038 , 0.070242 , 0.057845 , 0.103131 , 0.090257 , 0.062483 , 0.06214 , 0.050754 , 0.061629 
 511 , 0.072298 , 0.052784 , 0.087949 , 0.050906 , 0.072034 , 0.062822 , 0.066259 , 0.047622 , 0.06041 , 0.054432 , 0.073536 , 0.034501 , 0.071444 , 0.045445 , 0.06555 , 0.070184 , 0.080138 , 0.087516 , 0.076353 , 0.090367 , 0.063497 , 0.071837 , 0.085036 , 0.059651 , 0.084682 , 0.115573 , 0.081448 , 0.0706 , 0.05811 , 0.103684 , 0.090834 , 0.062879 , 0.062553 , 0.051046 , 0.062069 
 512 , 0.072745 , 0.053088 , 0.088427 , 0.051235 , 0.072463 , 0.063167 , 0.066725 , 0.047941 , 0.060824 , 0.054613 , 0.074029 , 0.034692 , 0.071889 , 0.045773 , 0.065943 , 0.070644 , 0.080577 , 0.087965 , 0.076776 , 0.090865 , 0.063854 , 0.072277 , 0.085549 , 0.060019 , 0.085206 , 0.116249 , 0.081861 , 0.07096 , 0.058375 , 0.104238 , 0.091422 , 0.063274 , 0.062964 , 0.051331 , 0.062502 
 513 , 0.073186 , 0.053397 , 0.088905 , 0.051565 , 0.072888 , 0.063506 , 0.067193 , 0.048261 , 0.061234 , 0.054795 , 0.074528 , 0.034876 , 0.072335 , 0.046102 , 0.066336 , 0.071112 , 0.081023 , 0.088409 , 0.077201 , 0.091369 , 0.064216 , 0.072718 , 0.086069 , 0.060394 , 0.085731 , 0.116926 , 0.082275 , 0.07132 , 0.05864 , 0.104793 , 0.092006 , 0.063675 , 0.063376 , 0.051621 , 0.062937 
 514 , 0.073766 , 0.053727 , 0.089436 , 0.052017 , 0.073315 , 0.063933 , 0.067546 , 0.048596 , 0.061585 , 0.055161 , 0.075019 , 0.035235 , 0.072733 , 0.04649 , 0.066716 , 0.071553 , 0.081449 , 0.088821 , 0.077655 , 0.091858 , 0.064582 , 0.073106 , 0.086574 , 0.060777 , 0.086326 , 0.117423 , 0.082696 , 0.071593 , 0.05892 , 0.105383 , 0.092535 , 0.064125 , 0.063843 , 0.05196 , 0.063385 
 515 , 0.074376 , 0.054065 , 0.089967 , 0.052494 , 0.073731 , 0.064384 , 0.067871 , 0.048934 , 0.061915 , 0.055563 , 0.075506 , 0.035631 , 0.073121 , 0.046894 , 0.06708 , 0.071991 , 0.081869 , 0.089227 , 0.078105 , 0.092347 , 0.064949 , 0.073477 , 0.087074 , 0.061163 , 0.086927 , 0.117879 , 0.083118 , 0.071844 , 0.059202 , 0.105977 , 0.093047 , 0.064588 , 0.064328 , 0.052308 , 0.063831 
 516 , 0.074992 , 0.054404 , 0.0905 , 0.052973 , 0.074155 , 0.064831 , 0.068197 , 0.049273 , 0.062246 , 0.055966 , 0.075988 , 0.036028 , 0.07351 , 0.047292 , 0.067445 , 0.072435 , 0.082291 , 0.089634 , 0.078562 , 0.092837 , 0.065323 , 0.073849 , 0.087575 , 0.06155 , 0.087535 , 0.118336 , 0.083535 , 0.07209 , 0.059485 , 0.106573 , 0.093561 , 0.065052 , 0.064809 , 0.052662 , 0.064277 
 517 , 0.075681 , 0.054903 , 0.091147 , 0.053485 , 0.074774 , 0.065391 , 0.068736 , 0.049766 , 0.062749 , 0.056394 , 0.076662 , 0.036494 , 0.074077 , 0.047754 , 0.068028 , 0.073045 , 0.08291 , 0.090235 , 0.079168 , 0.0935 , 0.06585 , 0.074383 , 0.08829 , 0.062041 , 0.088324 , 0.119086 , 0.084129 , 0.072569 , 0.059898 , 0.107362 , 0.094294 , 0.065646 , 0.065425 , 0.053151 , 0.064864 
 518 , 0.076461 , 0.055605 , 0.09195 , 0.054047 , 0.075628 , 0.066079 , 0.06953 , 0.050453 , 0.063471 , 0.056865 , 0.077557 , 0.037053 , 0.074864 , 0.048274 , 0.06888 , 0.073877 , 0.083769 , 0.091077 , 0.07997 , 0.09438 , 0.066575 , 0.075109 , 0.089274 , 0.062673 , 0.089331 , 0.1202 , 0.084939 , 0.073341 , 0.060471 , 0.108385 , 0.095293 , 0.066409 , 0.06621 , 0.053813 , 0.065628 
 519 , 0.077245 , 0.056305 , 0.092755 , 0.054612 , 0.076482 , 0.066769 , 0.070328 , 0.051139 , 0.064192 , 0.057333 , 0.078451 , 0.037615 , 0.075649 , 0.048791 , 0.069737 , 0.074708 , 0.084633 , 0.091917 , 0.080775 , 0.095264 , 0.067298 , 0.075839 , 0.090252 , 0.063297 , 0.090338 , 0.121312 , 0.085752 , 0.074111 , 0.061041 , 0.109407 , 0.096291 , 0.067177 , 0.066988 , 0.054474 , 0.066391 
 520 , 0.078069 , 0.057011 , 0.093605 , 0.055186 , 0.077335 , 0.067494 , 0.071149 , 0.051824 , 0.064941 , 0.057825 , 0.079374 , 0.038171 , 0.076457 , 0.049335 , 0.070601 , 0.075562 , 0.085525 , 0.092791 , 0.081603 , 0.096181 , 0.068042 , 0.076602 , 0.09126 , 0.063947 , 0.091381 , 0.12246 , 0.086593 , 0.074898 , 0.061626 , 0.11047 , 0.09733 , 0.067961 , 0.067788 , 0.055145 , 0.067176 
 521 , 0.079216 , 0.057795 , 0.09488 , 0.055882 , 0.078259 , 0.068526 , 0.072118 , 0.052517 , 0.065913 , 0.058588 , 0.080545 , 0.038707 , 0.07746 , 0.050085 , 0.071506 , 0.076655 , 0.086646 , 0.094035 , 0.082657 , 0.097394 , 0.068951 , 0.077653 , 0.092542 , 0.064793 , 0.092728 , 0.123959 , 0.087666 , 0.075833 , 0.062315 , 0.111892 , 0.098695 , 0.068934 , 0.068724 , 0.05594 , 0.068164 
 522 , 0.080361 , 0.058583 , 0.096159 , 0.056579 , 0.079195 , 0.069566 , 0.07309 , 0.053209 , 0.066891 , 0.059349 , 0.081717 , 0.039244 , 0.078458 , 0.050834 , 0.072412 , 0.077745 , 0.087768 , 0.095281 , 0.083714 , 0.09861 , 0.069867 , 0.078706 , 0.09382 , 0.065636 , 0.094079 , 0.125462 , 0.088752 , 0.076761 , 0.063002 , 0.113324 , 0.10006 , 0.069908 , 0.069667 , 0.056738 , 0.069154 
 523 , 0.081514 , 0.059375 , 0.097438 , 0.057279 , 0.080127 , 0.070602 , 0.074061 , 0.053904 , 0.067864 , 0.060113 , 0.082889 , 0.039778 , 0.079466 , 0.051582 , 0.073323 , 0.078841 , 0.088896 , 0.096527 , 0.084776 , 0.099831 , 0.070781 , 0.079764 , 0.095105 , 0.066489 , 0.095432 , 0.126971 , 0.08983 , 0.077692 , 0.063691 , 0.114755 , 0.101433 , 0.070882 , 0.070608 , 0.057529 , 0.070144 
 524 , 0.082783 , 0.060242 , 0.098678 , 0.058191 , 0.081261 , 0.071585 , 0.075121 , 0.054818 , 0.068902 , 0.061036 , 0.08413 , 0.040516 , 0.080666 , 0.052406 , 0.074375 , 0.080058 , 0.090126 , 0.09783 , 0.085982 , 0.101191 , 0.071843 , 0.080906 , 0.096458 , 0.067441 , 0.096915 , 0.128609 , 0.090998 , 0.078747 , 0.064524 , 0.116262 , 0.102923 , 0.071939 , 0.071699 , 0.05842 , 0.071236 
 525 , 0.084097 , 0.061141 , 0.099908 , 0.059172 , 0.08245 , 0.072534 , 0.076204 , 0.055812 , 0.069964 , 0.062022 , 0.085391 , 0.041313 , 0.081934 , 0.053253 , 0.075475 , 0.08132 , 0.091395 , 0.099142 , 0.087233 , 0.102612 , 0.072953 , 0.08208 , 0.097824 , 0.068426 , 0.098444 , 0.130284 , 0.092185 , 0.079844 , 0.065406 , 0.117791 , 0.104459 , 0.073032 , 0.07285 , 0.059342 , 0.072364 
 526 , 0.085409 , 0.062032 , 0.101137 , 0.060154 , 0.083641 , 0.073487 , 0.077294 , 0.056815 , 0.071026 , 0.063015 , 0.086649 , 0.042118 , 0.083205 , 0.054101 , 0.076581 , 0.082579 , 0.092671 , 0.100449 , 0.088491 , 0.104028 , 0.074065 , 0.083254 , 0.099191 , 0.069417 , 0.09997 , 0.131966 , 0.093365 , 0.08094 , 0.066293 , 0.11932 , 0.105999 , 0.074126 , 0.074003 , 0.060265 , 0.073494 
 527 , 0.08669 , 0.062913 , 0.102392 , 0.061053 , 0.084823 , 0.074448 , 0.078386 , 0.057748 , 0.072079 , 0.063924 , 0.08788 , 0.042858 , 0.084426 , 0.054932 , 0.077698 , 0.083825 , 0.093927 , 0.101747 , 0.089716 , 0.105405 , 0.075118 , 0.084414 , 0.100568 , 0.070392 , 0.101461 , 0.13361 , 0.094541 , 0.08202 , 0.067124 , 0.120822 , 0.107502 , 0.075223 , 0.07513 , 0.061158 , 0.074591 
 528 , 0.08792 , 0.063764 , 0.10369 , 0.061822 , 0.085979 , 0.075432 , 0.079509 , 0.058591 , 0.073127 , 0.064716 , 0.089079 , 0.043503 , 0.085572 , 0.055747 , 0.078845 , 0.085033 , 0.095173 , 0.103014 , 0.090908 , 0.106722 , 0.076089 , 0.08554 , 0.101974 , 0.071348 , 0.102901 , 0.135225 , 0.095711 , 0.083085 , 0.067879 , 0.122279 , 0.10897 , 0.07634 , 0.076233 , 0.061998 , 0.075638 
 529 , 0.089159 , 0.064625 , 0.104996 , 0.062589 , 0.087141 , 0.076408 , 0.080633 , 0.059433 , 0.074176 , 0.065511 , 0.090272 , 0.044152 , 0.086724 , 0.056568 , 0.079988 , 0.086237 , 0.096419 , 0.104281 , 0.092093 , 0.108044 , 0.07706 , 0.086667 , 0.103376 , 0.072303 , 0.104344 , 0.136834 , 0.096881 , 0.084149 , 0.068635 , 0.123735 , 0.110435 , 0.077458 , 0.077332 , 0.062842 , 0.07668 
 530 , 0.090397 , 0.065472 , 0.106299 , 0.063364 , 0.088296 , 0.077395 , 0.08175 , 0.060273 , 0.075224 , 0.066308 , 0.09147 , 0.0448 , 0.087868 , 0.057387 , 0.081124 , 0.087447 , 0.097658 , 0.105552 , 0.093278 , 0.109358 , 0.078034 , 0.087792 , 0.104779 , 0.073263 , 0.105788 , 0.138447 , 0.098054 , 0.085212 , 0.069387 , 0.12519 , 0.1119 , 0.07857 , 0.078429 , 0.063684 , 0.077733 
 531 , 0.091746 , 0.066199 , 0.107592 , 0.064247 , 0.089363 , 0.078373 , 0.08267 , 0.060981 , 0.076125 , 0.067127 , 0.092577 , 0.045548 , 0.088918 , 0.058199 , 0.082013 , 0.088667 , 0.098812 , 0.106858 , 0.0944 , 0.110658 , 0.079076 , 0.088796 , 0.106091 , 0.074206 , 0.107296 , 0.140031 , 0.099147 , 0.08618 , 0.070154 , 0.126614 , 0.113318 , 0.079559 , 0.079456 , 0.064505 , 0.078799 
 532 , 0.093085 , 0.066917 , 0.108874 , 0.065131 , 0.090429 , 0.079348 , 0.08359 , 0.061695 , 0.07703 , 0.067943 , 0.093683 , 0.046302 , 0.089968 , 0.059013 , 0.082888 , 0.08989 , 0.09997 , 0.108166 , 0.095521 , 0.111953 , 0.080115 , 0.089805 , 0.107393 , 0.075153 , 0.108809 , 0.141609 , 0.100243 , 0.087149 , 0.070918 , 0.128028 , 0.114726 , 0.08055 , 0.080485 , 0.065319 , 0.079875 
 533 , 0.094427 , 0.067644 , 0.110163 , 0.066014 , 0.091493 , 0.080322 , 0.084506 , 0.062406 , 0.077932 , 0.068764 , 0.094787 , 0.04705 , 0.091015 , 0.059832 , 0.083773 , 0.091114 , 0.101133 , 0.109482 , 0.096647 , 0.113254 , 0.08116 , 0.090819 , 0.108696 , 0.076105 , 0.110313 , 0.143193 , 0.101342 , 0.088114 , 0.071685 , 0.129448 , 0.116135 , 0.081546 , 0.08152 , 0.066138 , 0.080944 
 534 , 0.095317 , 0.068292 , 0.111069 , 0.066643 , 0.092375 , 0.081023 , 0.085278 , 0.063015 , 0.078688 , 0.069321 , 0.095654 , 0.04756 , 0.091841 , 0.06035 , 0.084625 , 0.092059 , 0.102039 , 0.110429 , 0.097534 , 0.114229 , 0.081933 , 0.09159 , 0.10973 , 0.076808 , 0.111478 , 0.144308 , 0.102158 , 0.088873 , 0.072204 , 0.130529 , 0.117244 , 0.082316 , 0.082322 , 0.066729 , 0.081749 
 535 , 0.09602 , 0.068923 , 0.111811 , 0.067158 , 0.093167 , 0.081602 , 0.085975 , 0.063589 , 0.07938 , 0.069766 , 0.096412 , 0.047957 , 0.092583 , 0.060736 , 0.085471 , 0.092882 , 0.102834 , 0.111214 , 0.098322 , 0.115069 , 0.082584 , 0.092265 , 0.11065 , 0.077416 , 0.112488 , 0.145224 , 0.102847 , 0.089544 , 0.072612 , 0.13147 , 0.11822 , 0.082996 , 0.083029 , 0.067225 , 0.082445 
 536 , 0.096725 , 0.06955 , 0.112561 , 0.067669 , 0.093969 , 0.082183 , 0.086681 , 0.064158 , 0.080074 , 0.070218 , 0.097172 , 0.048362 , 0.093321 , 0.061122 , 0.086314 , 0.093702 , 0.103632 , 0.112007 , 0.099114 , 0.115904 , 0.083238 , 0.092941 , 0.111573 , 0.078026 , 0.113502 , 0.146141 , 0.103538 , 0.090218 , 0.073021 , 0.132414 , 0.119201 , 0.083671 , 0.083738 , 0.067722 , 0.083138 
 537 , 0.097443 , 0.070161 , 0.113342 , 0.068168 , 0.094698 , 0.082792 , 0.087383 , 0.064691 , 0.080772 , 0.070678 , 0.09796 , 0.048752 , 0.094034 , 0.061537 , 0.087087 , 0.094537 , 0.104409 , 0.112792 , 0.099893 , 0.116738 , 0.083893 , 0.093591 , 0.11247 , 0.078631 , 0.114503 , 0.147074 , 0.104215 , 0.090879 , 0.07347 , 0.133349 , 0.120181 , 0.084336 , 0.08443 , 0.068235 , 0.083826 
 538 , 0.098185 , 0.070724 , 0.114182 , 0.068633 , 0.095319 , 0.083463 , 0.088103 , 0.065133 , 0.081474 , 0.071189 , 0.098792 , 0.049136 , 0.094672 , 0.062024 , 0.087725 , 0.0954 , 0.105145 , 0.113582 , 0.10066 , 0.117561 , 0.084542 , 0.094213 , 0.113312 , 0.079214 , 0.115497 , 0.148043 , 0.104868 , 0.091509 , 0.073988 , 0.134279 , 0.121155 , 0.084987 , 0.085088 , 0.068775 , 0.084495 
 539 , 0.09893 , 0.071282 , 0.115025 , 0.0691 , 0.095942 , 0.08413 , 0.088827 , 0.065576 , 0.082179 , 0.071696 , 0.099622 , 0.049516 , 0.095312 , 0.062513 , 0.088359 , 0.096267 , 0.105876 , 0.114374 , 0.101424 , 0.118386 , 0.085194 , 0.094831 , 0.11415 , 0.0798 , 0.116488 , 0.149009 , 0.105524 , 0.09214 , 0.074515 , 0.135205 , 0.122133 , 0.085635 , 0.085743 , 0.069317 , 0.085167 
 540 , 0.099678 , 0.07185 , 0.115863 , 0.069568 , 0.096567 , 0.0848 , 0.089546 , 0.066028 , 0.082887 , 0.072204 , 0.100455 , 0.049904 , 0.095947 , 0.062998 , 0.088995 , 0.097125 , 0.10661 , 0.115169 , 0.102191 , 0.119214 , 0.085849 , 0.09545 , 0.114999 , 0.080388 , 0.117477 , 0.14997 , 0.106174 , 0.092767 , 0.075036 , 0.136134 , 0.123108 , 0.086278 , 0.086401 , 0.069854 , 0.085842 
 541 , 0.100589 , 0.072378 , 0.116621 , 0.070141 , 0.097415 , 0.085413 , 0.09021 , 0.066686 , 0.083511 , 0.072878 , 0.101144 , 0.050435 , 0.096778 , 0.063579 , 0.08969 , 0.098024 , 0.107452 , 0.116067 , 0.103025 , 0.120138 , 0.08659 , 0.096217 , 0.11591 , 0.081068 , 0.118571 , 0.151038 , 0.106939 , 0.09348 , 0.075581 , 0.137093 , 0.124155 , 0.087021 , 0.087185 , 0.070408 , 0.08659 
 542 , 0.101506 , 0.072903 , 0.117369 , 0.070717 , 0.098254 , 0.086015 , 0.090863 , 0.067355 , 0.084131 , 0.073563 , 0.101837 , 0.05097 , 0.097615 , 0.064157 , 0.090382 , 0.098921 , 0.1083 , 0.116956 , 0.103865 , 0.121068 , 0.087329 , 0.096996 , 0.116832 , 0.081759 , 0.119672 , 0.152112 , 0.107695 , 0.094184 , 0.076121 , 0.138058 , 0.1252 , 0.087769 , 0.087975 , 0.070958 , 0.087349 
 543 , 0.102413 , 0.07343 , 0.118111 , 0.071295 , 0.099104 , 0.086626 , 0.091518 , 0.068027 , 0.084747 , 0.074245 , 0.102524 , 0.051507 , 0.098454 , 0.064738 , 0.091076 , 0.099816 , 0.109143 , 0.117848 , 0.1047 , 0.122001 , 0.08807 , 0.09777 , 0.117752 , 0.082446 , 0.120764 , 0.153181 , 0.108459 , 0.094889 , 0.076656 , 0.139025 , 0.126243 , 0.088519 , 0.088768 , 0.071509 , 0.088105 
