 310 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000137 , 0 , 0 , 0 
 311 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000016 , 0 , 0 , 0 
 312 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 313 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 314 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 315 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 316 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 
 1000 , 0.293063 , 0.275534 , 0.288065 , 0.244462 , 0.252247 , 0.289591 , 0.289103 , 0.241404 , 0.35385 , 0.272252 , 0.320046 , 0.286024 , 0.28359 , 0.215018 , 0.326542 , 0.365507 , 0.333744 , 0.333649 , 0.3343 , 0.363486 , 0.256472 , 0.297464 , 0.337534 , 0.240692 , 0.352765 , 0.326088 , 0.235559 , 0.297268 , 0.200269 , 0.305276 , 0.357057 , 0.33628 , 0.279541 , 0.26425 , 0.307778 
 1001 , 0.291478 , 0.274621 , 0.288081 , 0.241699 , 0.252352 , 0.290522 , 0.287932 , 0.239916 , 0.354615 , 0.270478 , 0.320405 , 0.282134 , 0.280968 , 0.213694 , 0.323742 , 0.364821 , 0.334388 , 0.332211 , 0.332014 , 0.362481 , 0.254922 , 0.296225 , 0.335181 , 0.238607 , 0.351605 , 0.324983 , 0.234247 , 0.296367 , 0.198308 , 0.304464 , 0.35589 , 0.335269 , 0.277055 , 0.263846 , 0.305318 
 1002 , 0.290599 , 0.273713 , 0.28858 , 0.240515 , 0.25266 , 0.291398 , 0.287524 , 0.239045 , 0.355171 , 0.270048 , 0.319725 , 0.279714 , 0.279761 , 0.212811 , 0.321392 , 0.364437 , 0.332927 , 0.331322 , 0.330299 , 0.361809 , 0.254266 , 0.295124 , 0.333367 , 0.23704 , 0.35026 , 0.324325 , 0.233362 , 0.295808 , 0.19688 , 0.303286 , 0.355192 , 0.334275 , 0.275264 , 0.263112 , 0.303489 
 1003 , 0.290879 , 0.27259 , 0.289885 , 0.242379 , 0.253314 , 0.291913 , 0.288466 , 0.239418 , 0.355383 , 0.272049 , 0.317494 , 0.280227 , 0.281383 , 0.212965 , 0.320306 , 0.364562 , 0.327659 , 0.331546 , 0.329815 , 0.361858 , 0.255186 , 0.294339 , 0.33281 , 0.2366 , 0.348638 , 0.324307 , 0.233092 , 0.295928 , 0.196467 , 0.301524 , 0.355228 , 0.333553 , 0.274915 , 0.261796 , 0.302977 
 1004 , 0.290324 , 0.269963 , 0.290967 , 0.244919 , 0.2538 , 0.2914 , 0.289065 , 0.240181 , 0.35596 , 0.273795 , 0.316708 , 0.281599 , 0.284076 , 0.214101 , 0.320979 , 0.364258 , 0.322056 , 0.332283 , 0.329914 , 0.362316 , 0.255756 , 0.293532 , 0.333224 , 0.236783 , 0.346958 , 0.32326 , 0.231754 , 0.296152 , 0.195907 , 0.299868 , 0.354424 , 0.333901 , 0.275236 , 0.260345 , 0.302887 
 1005 , 0.28962 , 0.267383 , 0.291783 , 0.24718 , 0.254176 , 0.290576 , 0.289105 , 0.240759 , 0.356407 , 0.275159 , 0.315871 , 0.282861 , 0.286522 , 0.215186 , 0.321647 , 0.363803 , 0.316447 , 0.332956 , 0.329905 , 0.362719 , 0.256169 , 0.292678 , 0.333661 , 0.236793 , 0.345092 , 0.322095 , 0.2304 , 0.29619 , 0.19518 , 0.298095 , 0.353498 , 0.33419 , 0.275397 , 0.258793 , 0.302692 
 1006 , 0.287448 , 0.266599 , 0.288957 , 0.244709 , 0.252946 , 0.286218 , 0.282195 , 0.238845 , 0.354903 , 0.271118 , 0.314958 , 0.282093 , 0.28458 , 0.215053 , 0.321848 , 0.361692 , 0.313361 , 0.332409 , 0.328699 , 0.362141 , 0.254373 , 0.291743 , 0.334162 , 0.234543 , 0.341774 , 0.320061 , 0.229433 , 0.294013 , 0.192769 , 0.295814 , 0.351464 , 0.333612 , 0.273388 , 0.256765 , 0.301284 
 1007 , 0.28595 , 0.266431 , 0.287324 , 0.241052 , 0.250985 , 0.282905 , 0.27493 , 0.236042 , 0.351618 , 0.267859 , 0.312683 , 0.28028 , 0.282639 , 0.214986 , 0.320073 , 0.3596 , 0.311384 , 0.330971 , 0.328326 , 0.362088 , 0.252889 , 0.289914 , 0.334717 , 0.23269 , 0.339544 , 0.318346 , 0.229617 , 0.290954 , 0.190865 , 0.294143 , 0.350537 , 0.332337 , 0.271041 , 0.254405 , 0.299452 
 1008 , 0.284477 , 0.266356 , 0.285796 , 0.23705 , 0.24882 , 0.279588 , 0.267288 , 0.232971 , 0.34793 , 0.264554 , 0.310084 , 0.278221 , 0.280601 , 0.214925 , 0.317896 , 0.357408 , 0.309492 , 0.329333 , 0.328068 , 0.36212 , 0.25139 , 0.287856 , 0.33531 , 0.230795 , 0.337377 , 0.316598 , 0.229999 , 0.287625 , 0.188951 , 0.292487 , 0.349752 , 0.330883 , 0.268539 , 0.251894 , 0.297477 
 1009 , 0.286723 , 0.268551 , 0.287728 , 0.236447 , 0.247094 , 0.279659 , 0.261399 , 0.230923 , 0.345686 , 0.264792 , 0.312021 , 0.27877 , 0.280976 , 0.216374 , 0.317905 , 0.359461 , 0.310454 , 0.329447 , 0.329312 , 0.36377 , 0.250813 , 0.287884 , 0.337061 , 0.232498 , 0.339192 , 0.317022 , 0.232681 , 0.287592 , 0.190588 , 0.293631 , 0.350436 , 0.331958 , 0.268897 , 0.25388 , 0.29754 
 1010 , 0.289476 , 0.270686 , 0.288941 , 0.236585 , 0.245781 , 0.280585 , 0.256574 , 0.228954 , 0.345801 , 0.265594 , 0.315695 , 0.280707 , 0.28129 , 0.21726 , 0.317875 , 0.361984 , 0.311199 , 0.330511 , 0.329529 , 0.365343 , 0.249796 , 0.288962 , 0.338359 , 0.234567 , 0.341298 , 0.317625 , 0.235075 , 0.288765 , 0.192713 , 0.294954 , 0.350304 , 0.333687 , 0.269839 , 0.257305 , 0.297913 
 1011 , 0.291886 , 0.272326 , 0.288872 , 0.236564 , 0.244661 , 0.281477 , 0.252069 , 0.226777 , 0.347445 , 0.266094 , 0.319848 , 0.283228 , 0.281045 , 0.217396 , 0.317361 , 0.364025 , 0.311183 , 0.33196 , 0.328648 , 0.366553 , 0.24823 , 0.29044 , 0.339084 , 0.236179 , 0.342808 , 0.317922 , 0.236801 , 0.290196 , 0.194496 , 0.295833 , 0.349209 , 0.335421 , 0.270636 , 0.260964 , 0.298098 
 1012 , 0.293493 , 0.274355 , 0.288811 , 0.238377 , 0.246379 , 0.283395 , 0.25581 , 0.228158 , 0.350515 , 0.267134 , 0.324055 , 0.28615 , 0.283085 , 0.217319 , 0.317696 , 0.365982 , 0.311768 , 0.334382 , 0.328723 , 0.367908 , 0.248569 , 0.292994 , 0.340061 , 0.238289 , 0.344884 , 0.319003 , 0.23839 , 0.292341 , 0.1968 , 0.297548 , 0.34937 , 0.337871 , 0.272732 , 0.264507 , 0.299158 
 1013 , 0.294335 , 0.276602 , 0.288888 , 0.242258 , 0.251037 , 0.286281 , 0.267836 , 0.233311 , 0.354419 , 0.268434 , 0.327813 , 0.289136 , 0.287537 , 0.216867 , 0.319403 , 0.368304 , 0.313217 , 0.337284 , 0.330312 , 0.369063 , 0.251198 , 0.296478 , 0.341381 , 0.240955 , 0.347393 , 0.321042 , 0.240028 , 0.295121 , 0.199665 , 0.300078 , 0.351256 , 0.341106 , 0.276293 , 0.267823 , 0.301086 
 1014 , 0.295506 , 0.278493 , 0.28931 , 0.246684 , 0.255655 , 0.288926 , 0.278608 , 0.238689 , 0.356667 , 0.268957 , 0.330495 , 0.29133 , 0.292098 , 0.216039 , 0.322439 , 0.371969 , 0.315347 , 0.338859 , 0.33329 , 0.369349 , 0.254624 , 0.2995 , 0.342975 , 0.243808 , 0.349582 , 0.323463 , 0.242225 , 0.297688 , 0.202745 , 0.302551 , 0.35433 , 0.344591 , 0.280251 , 0.271139 , 0.302921 
 1015 , 0.296096 , 0.279124 , 0.28915 , 0.24972 , 0.258835 , 0.291157 , 0.286894 , 0.242572 , 0.358166 , 0.269023 , 0.331817 , 0.292211 , 0.295272 , 0.214831 , 0.324189 , 0.374523 , 0.31702 , 0.33937 , 0.335431 , 0.368936 , 0.257004 , 0.301528 , 0.343681 , 0.245552 , 0.35089 , 0.324912 , 0.243383 , 0.299325 , 0.204663 , 0.303845 , 0.356335 , 0.346957 , 0.28311 , 0.273415 , 0.303852 
 1016 , 0.294259 , 0.2746 , 0.286642 , 0.246708 , 0.255729 , 0.291374 , 0.284334 , 0.239967 , 0.356485 , 0.267215 , 0.327486 , 0.287647 , 0.292433 , 0.212265 , 0.320427 , 0.37218 , 0.316639 , 0.335558 , 0.333827 , 0.365765 , 0.254792 , 0.299275 , 0.340723 , 0.24256 , 0.348441 , 0.322226 , 0.240137 , 0.296987 , 0.201662 , 0.300219 , 0.35375 , 0.34445 , 0.281137 , 0.271159 , 0.300992 
 1017 , 0.292479 , 0.272875 , 0.285608 , 0.243111 , 0.251554 , 0.292036 , 0.283763 , 0.238242 , 0.355391 , 0.264982 , 0.323387 , 0.282605 , 0.290068 , 0.210643 , 0.314698 , 0.367805 , 0.316475 , 0.334146 , 0.331558 , 0.362528 , 0.251908 , 0.297675 , 0.338341 , 0.239624 , 0.346321 , 0.320227 , 0.235893 , 0.295162 , 0.198407 , 0.296537 , 0.350992 , 0.341064 , 0.278343 , 0.267856 , 0.298948 
 1018 , 0.2906 , 0.271075 , 0.28454 , 0.239321 , 0.247164 , 0.292752 , 0.283201 , 0.236431 , 0.354244 , 0.262651 , 0.319081 , 0.277299 , 0.287587 , 0.208954 , 0.308663 , 0.363173 , 0.316314 , 0.33269 , 0.329144 , 0.359136 , 0.248872 , 0.29599 , 0.335819 , 0.236527 , 0.344099 , 0.318118 , 0.231424 , 0.293237 , 0.194977 , 0.292656 , 0.348082 , 0.337486 , 0.275393 , 0.264373 , 0.296803 
 1019 , 0.291827 , 0.271572 , 0.287048 , 0.239573 , 0.245041 , 0.292585 , 0.28389 , 0.23638 , 0.353781 , 0.263649 , 0.314399 , 0.278114 , 0.2886 , 0.208038 , 0.306982 , 0.362305 , 0.317537 , 0.334517 , 0.327797 , 0.357944 , 0.2474 , 0.294759 , 0.336048 , 0.235594 , 0.343124 , 0.318412 , 0.230385 , 0.292148 , 0.19358 , 0.293098 , 0.346637 , 0.335625 , 0.273684 , 0.262952 , 0.297336 
 1020 , 0.293728 , 0.27136 , 0.28953 , 0.241478 , 0.243821 , 0.292023 , 0.283743 , 0.235684 , 0.353012 , 0.266723 , 0.310947 , 0.280216 , 0.290886 , 0.208179 , 0.308433 , 0.36319 , 0.319508 , 0.335431 , 0.327548 , 0.357841 , 0.247485 , 0.29305 , 0.336137 , 0.234629 , 0.342938 , 0.318145 , 0.230924 , 0.291222 , 0.192906 , 0.295167 , 0.346191 , 0.334527 , 0.273853 , 0.262614 , 0.298482 
 1021 , 0.295886 , 0.27069 , 0.291923 , 0.244099 , 0.242891 , 0.291305 , 0.28314 , 0.234588 , 0.352047 , 0.270786 , 0.307965 , 0.282755 , 0.293736 , 0.208801 , 0.311289 , 0.364799 , 0.321858 , 0.335799 , 0.327778 , 0.358172 , 0.248254 , 0.291037 , 0.336053 , 0.233517 , 0.343071 , 0.317497 , 0.232102 , 0.290296 , 0.192457 , 0.297912 , 0.346141 , 0.333684 , 0.274879 , 0.262696 , 0.299855 
 1022 , 0.295706 , 0.271935 , 0.292139 , 0.243171 , 0.240445 , 0.288627 , 0.282395 , 0.231341 , 0.349391 , 0.269477 , 0.308067 , 0.282574 , 0.291781 , 0.206675 , 0.314684 , 0.36443 , 0.321839 , 0.334207 , 0.327534 , 0.357269 , 0.248274 , 0.288407 , 0.334489 , 0.230887 , 0.342635 , 0.31516 , 0.231706 , 0.289798 , 0.190458 , 0.298488 , 0.346306 , 0.333057 , 0.274104 , 0.261255 , 0.30105 
 1023 , 0.293047 , 0.273703 , 0.290611 , 0.239065 , 0.23714 , 0.285017 , 0.281926 , 0.226875 , 0.345759 , 0.2645 , 0.309024 , 0.280767 , 0.285672 , 0.202033 , 0.316826 , 0.362136 , 0.318896 , 0.331575 , 0.326098 , 0.355976 , 0.246846 , 0.285086 , 0.33201 , 0.227544 , 0.341137 , 0.312197 , 0.229703 , 0.289259 , 0.187249 , 0.296358 , 0.345918 , 0.33221 , 0.271337 , 0.258429 , 0.301815 
 1024 , 0.288673 , 0.274361 , 0.288424 , 0.233332 , 0.233884 , 0.281793 , 0.282034 , 0.222478 , 0.342163 , 0.258939 , 0.308207 , 0.279047 , 0.277639 , 0.196057 , 0.316343 , 0.358669 , 0.313589 , 0.32917 , 0.32316 , 0.355267 , 0.243814 , 0.281213 , 0.329494 , 0.2245 , 0.338451 , 0.309856 , 0.226694 , 0.288224 , 0.183588 , 0.291992 , 0.344413 , 0.330778 , 0.267109 , 0.254854 , 0.302038 
 1025 , 0.283555 , 0.273849 , 0.284886 , 0.227629 , 0.229699 , 0.278823 , 0.281051 , 0.21793 , 0.33877 , 0.254581 , 0.307231 , 0.277008 , 0.270827 , 0.190819 , 0.314557 , 0.354961 , 0.308134 , 0.326595 , 0.320683 , 0.35472 , 0.241329 , 0.277836 , 0.326767 , 0.22151 , 0.336011 , 0.307555 , 0.22369 , 0.286652 , 0.180788 , 0.287777 , 0.343034 , 0.329292 , 0.263694 , 0.251229 , 0.301802 
 1026 , 0.277416 , 0.271115 , 0.278905 , 0.222395 , 0.223904 , 0.276554 , 0.278009 , 0.213439 , 0.335857 , 0.252852 , 0.306102 , 0.274589 , 0.267013 , 0.187359 , 0.310514 , 0.351223 , 0.30302 , 0.323895 , 0.319352 , 0.354153 , 0.240209 , 0.275775 , 0.323792 , 0.218872 , 0.334478 , 0.305185 , 0.220954 , 0.284158 , 0.179872 , 0.284365 , 0.342047 , 0.327818 , 0.262049 , 0.247772 , 0.300725 
 1027 , 0.273025 , 0.269396 , 0.273434 , 0.218168 , 0.218044 , 0.273926 , 0.275789 , 0.209696 , 0.331637 , 0.250165 , 0.305743 , 0.273178 , 0.264692 , 0.18374 , 0.30886 , 0.34951 , 0.301067 , 0.321821 , 0.318739 , 0.34978 , 0.240197 , 0.274799 , 0.320678 , 0.21654 , 0.335537 , 0.299876 , 0.218785 , 0.282322 , 0.178752 , 0.283915 , 0.341481 , 0.326573 , 0.259628 , 0.2447 , 0.300305 
 1028 , 0.268435 , 0.267579 , 0.267871 , 0.214026 , 0.212459 , 0.271185 , 0.27367 , 0.206236 , 0.327481 , 0.247607 , 0.30547 , 0.271832 , 0.262602 , 0.180228 , 0.307321 , 0.347975 , 0.299211 , 0.319893 , 0.318132 , 0.345337 , 0.240305 , 0.273914 , 0.317742 , 0.214325 , 0.336768 , 0.294561 , 0.216657 , 0.280548 , 0.177736 , 0.283555 , 0.341042 , 0.325323 , 0.25729 , 0.24178 , 0.29997 
 1029 , 0.265049 , 0.265893 , 0.266353 , 0.215723 , 0.217955 , 0.269708 , 0.275985 , 0.211706 , 0.327892 , 0.249858 , 0.306765 , 0.273475 , 0.26696 , 0.181889 , 0.309555 , 0.351704 , 0.301318 , 0.322807 , 0.318246 , 0.342623 , 0.242437 , 0.275651 , 0.320757 , 0.216714 , 0.339923 , 0.292669 , 0.217634 , 0.281893 , 0.179601 , 0.285485 , 0.343271 , 0.325227 , 0.258269 , 0.244683 , 0.301736 
 1030 , 0.260628 , 0.262288 , 0.262776 , 0.216265 , 0.221816 , 0.266124 , 0.276397 , 0.216655 , 0.330071 , 0.251722 , 0.306714 , 0.270629 , 0.269966 , 0.182453 , 0.308513 , 0.352521 , 0.301476 , 0.324303 , 0.318451 , 0.342143 , 0.242739 , 0.276236 , 0.322476 , 0.21683 , 0.339828 , 0.292242 , 0.217018 , 0.282743 , 0.180752 , 0.283943 , 0.343935 , 0.323529 , 0.259882 , 0.246177 , 0.299767 
 1031 , 0.255738 , 0.258045 , 0.258519 , 0.216519 , 0.225356 , 0.261844 , 0.276292 , 0.221676 , 0.332852 , 0.253563 , 0.306297 , 0.266499 , 0.272717 , 0.182743 , 0.306555 , 0.352577 , 0.301105 , 0.325471 , 0.318697 , 0.342241 , 0.242551 , 0.276522 , 0.32391 , 0.216323 , 0.338846 , 0.292197 , 0.21594 , 0.283499 , 0.181753 , 0.281408 , 0.344192 , 0.321331 , 0.261739 , 0.247353 , 0.296749 
 1032 , 0.254355 , 0.253005 , 0.256755 , 0.214897 , 0.224796 , 0.262522 , 0.275204 , 0.222438 , 0.337313 , 0.25071 , 0.303482 , 0.261346 , 0.271099 , 0.182639 , 0.303121 , 0.349807 , 0.298787 , 0.323928 , 0.317604 , 0.340735 , 0.239523 , 0.276797 , 0.322098 , 0.213624 , 0.336916 , 0.292303 , 0.214104 , 0.28214 , 0.180295 , 0.276637 , 0.341048 , 0.317305 , 0.260609 , 0.246111 , 0.290355 
 1033 , 0.255388 , 0.249935 , 0.25792 , 0.214125 , 0.224226 , 0.265711 , 0.273947 , 0.221513 , 0.34103 , 0.24677 , 0.301632 , 0.257419 , 0.268333 , 0.183178 , 0.301221 , 0.347284 , 0.296721 , 0.323035 , 0.315905 , 0.338881 , 0.23667 , 0.277696 , 0.32012 , 0.211781 , 0.336641 , 0.29423 , 0.213256 , 0.28036 , 0.178643 , 0.27209 , 0.338241 , 0.314375 , 0.258595 , 0.245497 , 0.285702 
 1034 , 0.25781 , 0.249055 , 0.26138 , 0.214819 , 0.224948 , 0.269989 , 0.272819 , 0.220215 , 0.343487 , 0.243129 , 0.301506 , 0.254938 , 0.265723 , 0.184529 , 0.301304 , 0.34585 , 0.295476 , 0.323661 , 0.313978 , 0.337122 , 0.234819 , 0.279282 , 0.318948 , 0.211466 , 0.338398 , 0.298097 , 0.213641 , 0.278794 , 0.17753 , 0.268372 , 0.336795 , 0.313092 , 0.256597 , 0.246294 , 0.283729 
 1035 , 0.261433 , 0.248723 , 0.265791 , 0.218556 , 0.224398 , 0.271765 , 0.271514 , 0.217942 , 0.343332 , 0.243285 , 0.298803 , 0.255591 , 0.264229 , 0.185056 , 0.301326 , 0.34449 , 0.294278 , 0.323839 , 0.313046 , 0.335391 , 0.234326 , 0.280006 , 0.317181 , 0.210587 , 0.340021 , 0.301745 , 0.212532 , 0.277538 , 0.175553 , 0.264835 , 0.336033 , 0.313032 , 0.254893 , 0.246827 , 0.282663 
 1036 , 0.265833 , 0.248372 , 0.27043 , 0.225018 , 0.222316 , 0.270562 , 0.270005 , 0.215017 , 0.341181 , 0.248038 , 0.292885 , 0.260115 , 0.264761 , 0.185276 , 0.301306 , 0.34357 , 0.292816 , 0.322793 , 0.313906 , 0.333902 , 0.235389 , 0.280063 , 0.314672 , 0.208943 , 0.341006 , 0.303897 , 0.209556 , 0.276949 , 0.172655 , 0.262427 , 0.336013 , 0.314477 , 0.253798 , 0.247069 , 0.282723 
 1037 , 0.26825 , 0.245313 , 0.272096 , 0.228677 , 0.219761 , 0.268914 , 0.268369 , 0.213558 , 0.342641 , 0.254089 , 0.285515 , 0.266117 , 0.268334 , 0.188027 , 0.301369 , 0.343956 , 0.289956 , 0.318935 , 0.317368 , 0.333103 , 0.236446 , 0.281404 , 0.31169 , 0.206684 , 0.340214 , 0.301515 , 0.205782 , 0.27739 , 0.169698 , 0.263411 , 0.335746 , 0.316368 , 0.253628 , 0.247439 , 0.2829 
 1038 , 0.26862 , 0.242205 , 0.271162 , 0.229721 , 0.216795 , 0.265348 , 0.265264 , 0.210883 , 0.342612 , 0.257547 , 0.278864 , 0.270158 , 0.270396 , 0.189004 , 0.301452 , 0.343848 , 0.286441 , 0.314133 , 0.320158 , 0.33194 , 0.236328 , 0.28154 , 0.307947 , 0.2041 , 0.338189 , 0.29785 , 0.201411 , 0.276716 , 0.165714 , 0.264386 , 0.33472 , 0.316808 , 0.25259 , 0.246931 , 0.282586 
 1039 , 0.259999 , 0.239449 , 0.259118 , 0.219344 , 0.212663 , 0.254072 , 0.256306 , 0.203452 , 0.335982 , 0.248583 , 0.276764 , 0.264573 , 0.265101 , 0.181599 , 0.301711 , 0.341662 , 0.280739 , 0.306074 , 0.319231 , 0.32947 , 0.231077 , 0.276327 , 0.301655 , 0.200697 , 0.331119 , 0.28916 , 0.195348 , 0.271232 , 0.158019 , 0.265158 , 0.330612 , 0.310725 , 0.247955 , 0.242705 , 0.280203 
 1040 , 0.250974 , 0.235849 , 0.247782 , 0.210296 , 0.206415 , 0.245245 , 0.248578 , 0.193423 , 0.321809 , 0.236979 , 0.275154 , 0.256447 , 0.255089 , 0.169612 , 0.298688 , 0.335705 , 0.274735 , 0.299619 , 0.312065 , 0.324823 , 0.225116 , 0.267428 , 0.295873 , 0.195896 , 0.323352 , 0.282653 , 0.188127 , 0.260583 , 0.148587 , 0.260775 , 0.324539 , 0.302121 , 0.240035 , 0.234548 , 0.272546 
 1041 , 0.241356 , 0.232007 , 0.235796 , 0.200751 , 0.199668 , 0.235824 , 0.240352 , 0.182619 , 0.306465 , 0.224423 , 0.273459 , 0.247642 , 0.244083 , 0.156594 , 0.295236 , 0.329103 , 0.26835 , 0.292832 , 0.304033 , 0.319675 , 0.218711 , 0.257738 , 0.289725 , 0.19067 , 0.315069 , 0.275884 , 0.180402 , 0.249048 , 0.138505 , 0.255707 , 0.317939 , 0.292732 , 0.231433 , 0.225707 , 0.264102 
 1042 , 0.236252 , 0.223268 , 0.231521 , 0.193509 , 0.189227 , 0.231485 , 0.232165 , 0.174283 , 0.296514 , 0.215955 , 0.272173 , 0.240455 , 0.237178 , 0.149378 , 0.285013 , 0.323046 , 0.26358 , 0.28923 , 0.29655 , 0.316384 , 0.21087 , 0.252607 , 0.286864 , 0.185936 , 0.308796 , 0.275964 , 0.176518 , 0.24159 , 0.136184 , 0.253019 , 0.312326 , 0.287407 , 0.228085 , 0.220787 , 0.256636 
 1043 , 0.231861 , 0.215629 , 0.228208 , 0.186709 , 0.180925 , 0.225429 , 0.223617 , 0.16839 , 0.291032 , 0.20855 , 0.271257 , 0.236582 , 0.233017 , 0.143922 , 0.276743 , 0.320002 , 0.259769 , 0.287037 , 0.292792 , 0.315099 , 0.203588 , 0.249664 , 0.284578 , 0.18158 , 0.304906 , 0.278161 , 0.175185 , 0.238001 , 0.135701 , 0.252683 , 0.308762 , 0.283647 , 0.228172 , 0.219216 , 0.25205 
 1044 , 0.227453 , 0.208581 , 0.224873 , 0.179711 , 0.17363 , 0.217747 , 0.214443 , 0.163485 , 0.287708 , 0.201192 , 0.270502 , 0.234484 , 0.230084 , 0.138906 , 0.269676 , 0.318683 , 0.256294 , 0.285434 , 0.291143 , 0.314904 , 0.19639 , 0.247655 , 0.282335 , 0.177234 , 0.302194 , 0.281378 , 0.175158 , 0.236399 , 0.135851 , 0.25367 , 0.306258 , 0.28045 , 0.230121 , 0.219435 , 0.248963 
 1045 , 0.223045 , 0.205258 , 0.224221 , 0.18357 , 0.179755 , 0.216643 , 0.210973 , 0.167428 , 0.289484 , 0.203928 , 0.272976 , 0.237901 , 0.237272 , 0.140639 , 0.270178 , 0.320665 , 0.255592 , 0.290185 , 0.2937 , 0.319452 , 0.195956 , 0.25025 , 0.283579 , 0.177023 , 0.304457 , 0.288534 , 0.178564 , 0.238778 , 0.138067 , 0.258318 , 0.309068 , 0.284829 , 0.233611 , 0.222409 , 0.249322 
 1046 , 0.218099 , 0.203079 , 0.225237 , 0.193967 , 0.193071 , 0.219213 , 0.209882 , 0.176259 , 0.293911 , 0.212687 , 0.276393 , 0.241976 , 0.24851 , 0.145958 , 0.273814 , 0.323652 , 0.256201 , 0.297145 , 0.29673 , 0.325669 , 0.199153 , 0.255786 , 0.286175 , 0.179224 , 0.309302 , 0.297109 , 0.182647 , 0.24191 , 0.141281 , 0.265088 , 0.314073 , 0.292731 , 0.236921 , 0.225696 , 0.25084 
 1047 , 0.211934 , 0.198248 , 0.226194 , 0.203461 , 0.202546 , 0.220799 , 0.206053 , 0.182986 , 0.296976 , 0.220458 , 0.277489 , 0.239764 , 0.254292 , 0.149595 , 0.273728 , 0.32424 , 0.255867 , 0.300127 , 0.295074 , 0.328995 , 0.200782 , 0.261422 , 0.286986 , 0.180954 , 0.312812 , 0.303366 , 0.183364 , 0.241165 , 0.14386 , 0.271477 , 0.316493 , 0.297797 , 0.23776 , 0.225889 , 0.250132 
 1048 , 0.206627 , 0.193111 , 0.227441 , 0.207618 , 0.207691 , 0.222741 , 0.204465 , 0.186819 , 0.301071 , 0.224035 , 0.275419 , 0.235187 , 0.254547 , 0.152466 , 0.272765 , 0.323642 , 0.255068 , 0.299697 , 0.290404 , 0.329847 , 0.201052 , 0.263826 , 0.286238 , 0.181764 , 0.315557 , 0.304542 , 0.18172 , 0.238405 , 0.143875 , 0.273951 , 0.31722 , 0.300724 , 0.237689 , 0.223688 , 0.246925 
 1049 , 0.203482 , 0.187771 , 0.229442 , 0.200387 , 0.203878 , 0.225526 , 0.207685 , 0.184179 , 0.30699 , 0.218596 , 0.267097 , 0.226131 , 0.243951 , 0.153758 , 0.270263 , 0.320549 , 0.253437 , 0.292358 , 0.279922 , 0.325493 , 0.198466 , 0.258892 , 0.282333 , 0.180617 , 0.316324 , 0.294942 , 0.175377 , 0.231802 , 0.138464 , 0.267823 , 0.31436 , 0.299239 , 0.235638 , 0.216768 , 0.238647 
 1050 , 0.201628 , 0.187005 , 0.236457 , 0.195577 , 0.203069 , 0.232877 , 0.213348 , 0.181119 , 0.311576 , 0.214393 , 0.263816 , 0.220602 , 0.238409 , 0.15814 , 0.272886 , 0.317116 , 0.25353 , 0.288273 , 0.274053 , 0.321539 , 0.196276 , 0.250778 , 0.279614 , 0.180313 , 0.314364 , 0.286508 , 0.17151 , 0.229607 , 0.133072 , 0.26257 , 0.31123 , 0.301434 , 0.232575 , 0.212837 , 0.230572 
