  time  ,48:23 PM,48:34 PM,48:42 PM,48:47 PM,48:56 PM,49:39 PM,49:50 PM,49:56 PM,50:06 PM,50:14 PM,50:47 PM,50:54 PM,51:04 PM,51:11 PM,51:20 PM,52:05 PM,52:13 PM,52:22 PM,52:33 PM,52:44 PM,53:21 PM,53:29 PM,53:36 PM,53:44 PM,53:52 PM,54:33 PM,54:40 PM,54:48 PM,55:01 PM,55:10 PM,55:50 PM,56:00 PM,56:07 PM,56:14 PM,56:21 PM,57:02 PM,57:09 PM,57:17 PM,57:27 PM,57:36 PM,58:17 PM,58:24 PM,58:31 PM,58:40 PM,58:52 PM,59:30 PM,59:39 PM,59:48 PM,59:55 PM,00:04 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 571 , 0.109021 , 0.087353 , 0.100821 , 0.116489 , 0.111759 , 0.117503 , 0.112945 , 0.103325 , 0.126482 , 0.104656 , 0.135571 , 0.140246 , 0.137088 , 0.112765 , 0.097966 , 0.102801 , 0.138819 , 0.092118 , 0.088932 , 0.085312 , 0.084864 , 0.097291 , 0.089981 , 0.147936 , 0.101401 , 0.141557 , 0.141446 , 0.107642 , 0.108938 , 0.108793 , 0.131399 , 0.109531 , 0.093518 , 0.12273 , 0.127116 , 0.146363 , 0.113752 , 0.140067 , 0.14426 , 0.135136 , 0.196188 , 0.133488 , 0.155597 , 0.166645 , 0.156514 , 0.114889 , 0.109159 , 0.119386 , 0.105028 , 0.129254 
 572 , 0.109047 , 0.087299 , 0.100778 , 0.116495 , 0.111806 , 0.117385 , 0.112819 , 0.103153 , 0.126441 , 0.104679 , 0.13558 , 0.140385 , 0.137038 , 0.112709 , 0.097882 , 0.102722 , 0.138776 , 0.092022 , 0.088743 , 0.085259 , 0.084814 , 0.097204 , 0.089893 , 0.147929 , 0.101298 , 0.141453 , 0.141384 , 0.107657 , 0.108814 , 0.108588 , 0.131349 , 0.109492 , 0.093371 , 0.122662 , 0.127084 , 0.146251 , 0.113681 , 0.140097 , 0.144225 , 0.135162 , 0.196284 , 0.133368 , 0.155609 , 0.166692 , 0.156609 , 0.114865 , 0.109095 , 0.119377 , 0.104994 , 0.1292 
 573 , 0.109074 , 0.08725 , 0.100737 , 0.116501 , 0.111846 , 0.117269 , 0.112696 , 0.102979 , 0.126401 , 0.104705 , 0.135587 , 0.140533 , 0.136993 , 0.112648 , 0.097795 , 0.102647 , 0.138733 , 0.091931 , 0.088554 , 0.085211 , 0.084763 , 0.097122 , 0.089811 , 0.147926 , 0.101192 , 0.141349 , 0.141322 , 0.107675 , 0.108687 , 0.108388 , 0.131299 , 0.109448 , 0.093222 , 0.122596 , 0.12706 , 0.146139 , 0.113613 , 0.140132 , 0.144196 , 0.135193 , 0.196372 , 0.133243 , 0.155624 , 0.166733 , 0.156698 , 0.114836 , 0.109033 , 0.119361 , 0.104957 , 0.129146 
 574 , 0.109102 , 0.087239 , 0.100767 , 0.116472 , 0.111947 , 0.117295 , 0.11279 , 0.102965 , 0.126452 , 0.104826 , 0.135704 , 0.140728 , 0.137019 , 0.112682 , 0.097847 , 0.102729 , 0.138813 , 0.091973 , 0.088541 , 0.085264 , 0.084717 , 0.097159 , 0.089768 , 0.148025 , 0.101144 , 0.141362 , 0.141328 , 0.107726 , 0.108704 , 0.108319 , 0.131321 , 0.109472 , 0.093261 , 0.122595 , 0.127127 , 0.14613 , 0.113613 , 0.140195 , 0.144188 , 0.135239 , 0.196435 , 0.133142 , 0.155638 , 0.166785 , 0.156784 , 0.114827 , 0.10898 , 0.119358 , 0.104948 , 0.129116 
 575 , 0.10911 , 0.087249 , 0.100855 , 0.116401 , 0.112073 , 0.117431 , 0.11309 , 0.103082 , 0.126582 , 0.105016 , 0.135927 , 0.140957 , 0.137084 , 0.112802 , 0.098005 , 0.102969 , 0.138977 , 0.092139 , 0.088707 , 0.085389 , 0.084653 , 0.097296 , 0.089757 , 0.148195 , 0.101136 , 0.141472 , 0.141365 , 0.107798 , 0.108849 , 0.108374 , 0.131392 , 0.109564 , 0.093463 , 0.122649 , 0.127231 , 0.146235 , 0.113685 , 0.140288 , 0.144182 , 0.135292 , 0.196459 , 0.133044 , 0.15562 , 0.166798 , 0.156851 , 0.114822 , 0.108922 , 0.119351 , 0.104962 , 0.129097 
 576 , 0.109116 , 0.087266 , 0.100942 , 0.116329 , 0.112208 , 0.117569 , 0.113389 , 0.103198 , 0.126706 , 0.105215 , 0.136141 , 0.141191 , 0.13715 , 0.112918 , 0.098168 , 0.103204 , 0.139134 , 0.092302 , 0.088872 , 0.085515 , 0.084579 , 0.097432 , 0.089748 , 0.148363 , 0.101121 , 0.141589 , 0.14141 , 0.107869 , 0.108983 , 0.108433 , 0.131464 , 0.109647 , 0.093656 , 0.122705 , 0.12733 , 0.146346 , 0.113754 , 0.140375 , 0.144183 , 0.135338 , 0.196482 , 0.132943 , 0.155602 , 0.166816 , 0.156916 , 0.114822 , 0.108864 , 0.119348 , 0.104982 , 0.129081 
 577 , 0.10909 , 0.087254 , 0.100956 , 0.116237 , 0.112275 , 0.117619 , 0.113605 , 0.103246 , 0.126767 , 0.105339 , 0.136297 , 0.141364 , 0.137152 , 0.112973 , 0.09827 , 0.103358 , 0.139219 , 0.092387 , 0.088958 , 0.085582 , 0.08447 , 0.097494 , 0.089689 , 0.148472 , 0.101061 , 0.141641 , 0.141397 , 0.107899 , 0.109057 , 0.108432 , 0.131486 , 0.109682 , 0.093782 , 0.122713 , 0.127366 , 0.146412 , 0.113769 , 0.14041 , 0.144135 , 0.135349 , 0.196442 , 0.132789 , 0.15554 , 0.166781 , 0.156929 , 0.114776 , 0.108767 , 0.119297 , 0.104957 , 0.129024 
 578 , 0.108899 , 0.087102 , 0.100584 , 0.11598 , 0.111989 , 0.117162 , 0.113334 , 0.102948 , 0.126463 , 0.105065 , 0.136039 , 0.141186 , 0.13679 , 0.112635 , 0.098063 , 0.102994 , 0.138802 , 0.091982 , 0.088611 , 0.08526 , 0.084111 , 0.097161 , 0.08931 , 0.148188 , 0.10076 , 0.141323 , 0.141081 , 0.107678 , 0.108723 , 0.108076 , 0.131186 , 0.10935 , 0.093503 , 0.122485 , 0.127018 , 0.146163 , 0.113478 , 0.140154 , 0.143818 , 0.135111 , 0.19606 , 0.132381 , 0.155216 , 0.166471 , 0.156673 , 0.114484 , 0.108455 , 0.11903 , 0.104745 , 0.12873 
 579 , 0.108706 , 0.086953 , 0.100219 , 0.115728 , 0.111708 , 0.116701 , 0.11305 , 0.102651 , 0.126154 , 0.10479 , 0.135769 , 0.141008 , 0.136431 , 0.112298 , 0.097853 , 0.102618 , 0.138389 , 0.09157 , 0.088257 , 0.08493 , 0.083757 , 0.096835 , 0.088931 , 0.147907 , 0.100459 , 0.141002 , 0.140775 , 0.107449 , 0.108389 , 0.107721 , 0.130887 , 0.109011 , 0.093223 , 0.122257 , 0.126666 , 0.145904 , 0.113193 , 0.1399 , 0.143505 , 0.134881 , 0.195679 , 0.131983 , 0.15489 , 0.166172 , 0.156427 , 0.114198 , 0.108149 , 0.118769 , 0.104537 , 0.128436 
 580 , 0.108518 , 0.086811 , 0.099849 , 0.115475 , 0.111421 , 0.116241 , 0.112772 , 0.102346 , 0.12585 , 0.104509 , 0.135503 , 0.140832 , 0.136076 , 0.111968 , 0.097648 , 0.102243 , 0.137974 , 0.091161 , 0.087905 , 0.08461 , 0.083413 , 0.096509 , 0.088548 , 0.147628 , 0.100158 , 0.140677 , 0.140465 , 0.107225 , 0.108061 , 0.10736 , 0.130593 , 0.108679 , 0.092937 , 0.12204 , 0.126319 , 0.145652 , 0.112901 , 0.139648 , 0.143187 , 0.134654 , 0.195303 , 0.13159 , 0.154572 , 0.165873 , 0.156181 , 0.113918 , 0.107843 , 0.118506 , 0.104335 , 0.128147 
 581 , 0.107976 , 0.086292 , 0.099431 , 0.114868 , 0.110829 , 0.115755 , 0.112118 , 0.101844 , 0.125283 , 0.104103 , 0.134894 , 0.140299 , 0.135475 , 0.11139 , 0.097204 , 0.10169 , 0.137332 , 0.090644 , 0.087364 , 0.084154 , 0.082973 , 0.096062 , 0.088072 , 0.146942 , 0.099636 , 0.140069 , 0.139744 , 0.1067 , 0.107485 , 0.106783 , 0.12998 , 0.108091 , 0.092533 , 0.121429 , 0.125653 , 0.144926 , 0.112348 , 0.139035 , 0.142558 , 0.134083 , 0.194396 , 0.130829 , 0.153847 , 0.165091 , 0.155487 , 0.11335 , 0.107268 , 0.117957 , 0.103847 , 0.127555 
 582 , 0.107347 , 0.085671 , 0.099012 , 0.114165 , 0.110165 , 0.115278 , 0.111391 , 0.101299 , 0.124662 , 0.103682 , 0.13421 , 0.139683 , 0.134811 , 0.110747 , 0.096711 , 0.101097 , 0.136637 , 0.090095 , 0.08679 , 0.083675 , 0.082524 , 0.095587 , 0.087586 , 0.146154 , 0.099056 , 0.139392 , 0.138918 , 0.106102 , 0.10686 , 0.106165 , 0.129288 , 0.107461 , 0.092105 , 0.120719 , 0.124934 , 0.144075 , 0.111714 , 0.138331 , 0.141863 , 0.133427 , 0.19336 , 0.129995 , 0.153011 , 0.164183 , 0.154679 , 0.112699 , 0.106626 , 0.117325 , 0.103277 , 0.126886 
 583 , 0.106721 , 0.085052 , 0.098587 , 0.113466 , 0.109499 , 0.114805 , 0.110656 , 0.100745 , 0.12404 , 0.103261 , 0.133526 , 0.13907 , 0.134146 , 0.110106 , 0.096209 , 0.100501 , 0.135948 , 0.089545 , 0.08621 , 0.083194 , 0.082074 , 0.095108 , 0.087092 , 0.145371 , 0.09848 , 0.138713 , 0.138087 , 0.105507 , 0.106233 , 0.105551 , 0.128595 , 0.106833 , 0.091666 , 0.120005 , 0.124209 , 0.143231 , 0.111082 , 0.137631 , 0.14116 , 0.132775 , 0.192324 , 0.129152 , 0.152178 , 0.163272 , 0.153868 , 0.112052 , 0.105982 , 0.116688 , 0.102704 , 0.126218 
 584 , 0.105971 , 0.084382 , 0.09792 , 0.11253 , 0.108771 , 0.114041 , 0.109855 , 0.100113 , 0.123219 , 0.10267 , 0.132633 , 0.138201 , 0.133246 , 0.109359 , 0.095616 , 0.09984 , 0.135024 , 0.088953 , 0.085602 , 0.082592 , 0.081484 , 0.094477 , 0.086469 , 0.144338 , 0.097772 , 0.137767 , 0.137074 , 0.104782 , 0.105482 , 0.104782 , 0.127691 , 0.106083 , 0.091095 , 0.11912 , 0.123288 , 0.142177 , 0.110294 , 0.136696 , 0.140195 , 0.131884 , 0.190936 , 0.128149 , 0.151076 , 0.162057 , 0.15281 , 0.111236 , 0.105197 , 0.115843 , 0.101995 , 0.125331 
 585 , 0.105087 , 0.083665 , 0.096984 , 0.111306 , 0.107955 , 0.112957 , 0.108958 , 0.099399 , 0.122143 , 0.101864 , 0.131499 , 0.137052 , 0.132056 , 0.108493 , 0.094911 , 0.099094 , 0.133841 , 0.088331 , 0.084955 , 0.081842 , 0.080717 , 0.093651 , 0.08567 , 0.143021 , 0.096898 , 0.136477 , 0.135835 , 0.103919 , 0.104573 , 0.103821 , 0.126527 , 0.10516 , 0.090349 , 0.118039 , 0.122124 , 0.140917 , 0.109331 , 0.135499 , 0.13888 , 0.130722 , 0.189131 , 0.126919 , 0.149637 , 0.16048 , 0.151441 , 0.110242 , 0.104249 , 0.114767 , 0.101112 , 0.124191 
 586 , 0.104197 , 0.082944 , 0.09604 , 0.110077 , 0.107143 , 0.111871 , 0.108061 , 0.098684 , 0.121072 , 0.101057 , 0.130364 , 0.135906 , 0.130871 , 0.107626 , 0.094205 , 0.098346 , 0.132658 , 0.087708 , 0.084315 , 0.081097 , 0.079956 , 0.092822 , 0.084876 , 0.141708 , 0.096022 , 0.135194 , 0.134596 , 0.103056 , 0.103671 , 0.102868 , 0.125365 , 0.104233 , 0.089604 , 0.116954 , 0.120963 , 0.139655 , 0.108363 , 0.134306 , 0.137566 , 0.129567 , 0.187322 , 0.125685 , 0.148205 , 0.158903 , 0.150076 , 0.10925 , 0.103303 , 0.113688 , 0.100224 , 0.123046 
 587 , 0.103298 , 0.082217 , 0.095103 , 0.108876 , 0.106313 , 0.110771 , 0.107148 , 0.097946 , 0.119985 , 0.100252 , 0.129223 , 0.13476 , 0.129688 , 0.106748 , 0.093482 , 0.097582 , 0.131464 , 0.087075 , 0.083648 , 0.080352 , 0.079184 , 0.09198 , 0.084077 , 0.140392 , 0.095138 , 0.133908 , 0.133348 , 0.102183 , 0.102761 , 0.101909 , 0.124199 , 0.103298 , 0.088851 , 0.115867 , 0.119801 , 0.138396 , 0.107386 , 0.133103 , 0.136256 , 0.128401 , 0.185515 , 0.124455 , 0.146769 , 0.15733 , 0.148712 , 0.108262 , 0.10235 , 0.112607 , 0.09934 , 0.121899 
 588 , 0.10232 , 0.081459 , 0.094188 , 0.107907 , 0.10542 , 0.109574 , 0.10608 , 0.096928 , 0.118785 , 0.099433 , 0.128008 , 0.133659 , 0.128503 , 0.105773 , 0.092638 , 0.096645 , 0.1302 , 0.086297 , 0.082802 , 0.079608 , 0.078377 , 0.091006 , 0.083244 , 0.139134 , 0.094182 , 0.132645 , 0.132068 , 0.101265 , 0.101825 , 0.100982 , 0.123028 , 0.102291 , 0.088088 , 0.114737 , 0.118632 , 0.137112 , 0.106392 , 0.131856 , 0.134985 , 0.127236 , 0.183691 , 0.12327 , 0.145327 , 0.155811 , 0.147372 , 0.107282 , 0.101383 , 0.111478 , 0.098431 , 0.120747 
 589 , 0.101347 , 0.080697 , 0.093272 , 0.106949 , 0.104536 , 0.108383 , 0.105014 , 0.095913 , 0.1176 , 0.098612 , 0.126788 , 0.132572 , 0.127319 , 0.104804 , 0.091803 , 0.095703 , 0.128928 , 0.085513 , 0.081951 , 0.078873 , 0.077572 , 0.090037 , 0.082423 , 0.137883 , 0.093232 , 0.1314 , 0.130788 , 0.100344 , 0.100892 , 0.10007 , 0.121868 , 0.101294 , 0.087337 , 0.113607 , 0.117466 , 0.135836 , 0.105398 , 0.130607 , 0.133726 , 0.126077 , 0.181875 , 0.122095 , 0.143882 , 0.1543 , 0.146033 , 0.106308 , 0.100414 , 0.110348 , 0.097522 , 0.1196 
 590 , 0.100377 , 0.079939 , 0.092355 , 0.105993 , 0.103652 , 0.107193 , 0.103946 , 0.094892 , 0.116414 , 0.097799 , 0.125572 , 0.131483 , 0.126137 , 0.103837 , 0.090959 , 0.094765 , 0.127659 , 0.084737 , 0.081098 , 0.078134 , 0.076767 , 0.089062 , 0.0816 , 0.136638 , 0.09228 , 0.130156 , 0.129505 , 0.099419 , 0.099961 , 0.099154 , 0.120704 , 0.100302 , 0.086582 , 0.112481 , 0.116299 , 0.134556 , 0.104408 , 0.12936 , 0.132463 , 0.124914 , 0.180062 , 0.120918 , 0.142439 , 0.152791 , 0.144689 , 0.105336 , 0.099448 , 0.109223 , 0.096622 , 0.118455 
 591 , 0.099696 , 0.079496 , 0.091795 , 0.105231 , 0.103032 , 0.106522 , 0.10342 , 0.094303 , 0.115645 , 0.097222 , 0.124688 , 0.130766 , 0.125311 , 0.103272 , 0.090498 , 0.09424 , 0.126813 , 0.084312 , 0.08061 , 0.077679 , 0.076257 , 0.08855 , 0.081061 , 0.135713 , 0.091647 , 0.129292 , 0.128618 , 0.098799 , 0.099353 , 0.09861 , 0.119867 , 0.099638 , 0.086117 , 0.111669 , 0.115565 , 0.133685 , 0.1037 , 0.128504 , 0.131526 , 0.124094 , 0.178734 , 0.120038 , 0.14142 , 0.151651 , 0.143722 , 0.104608 , 0.09877 , 0.108413 , 0.096039 , 0.117627 
 592 , 0.099095 , 0.079132 , 0.091338 , 0.104492 , 0.102461 , 0.105973 , 0.103039 , 0.093807 , 0.114962 , 0.096689 , 0.123871 , 0.130113 , 0.12458 , 0.10279 , 0.090118 , 0.093824 , 0.126055 , 0.083956 , 0.080222 , 0.077271 , 0.075807 , 0.088143 , 0.080579 , 0.134828 , 0.0911 , 0.128501 , 0.127826 , 0.098256 , 0.0988 , 0.098125 , 0.119093 , 0.099044 , 0.085692 , 0.110933 , 0.114922 , 0.132905 , 0.103068 , 0.127747 , 0.130663 , 0.12336 , 0.177541 , 0.119229 , 0.140526 , 0.150598 , 0.142858 , 0.103947 , 0.098159 , 0.10771 , 0.095555 , 0.116885 
 593 , 0.098489 , 0.078761 , 0.090879 , 0.103748 , 0.101882 , 0.105428 , 0.102654 , 0.093314 , 0.114283 , 0.096155 , 0.123059 , 0.129462 , 0.123848 , 0.10231 , 0.089741 , 0.093405 , 0.125297 , 0.083602 , 0.079832 , 0.076861 , 0.075356 , 0.08774 , 0.080102 , 0.133943 , 0.090547 , 0.127715 , 0.127033 , 0.097711 , 0.098252 , 0.097643 , 0.118318 , 0.098449 , 0.085271 , 0.11019 , 0.114271 , 0.132128 , 0.102434 , 0.126993 , 0.129806 , 0.122631 , 0.176348 , 0.118426 , 0.139631 , 0.149551 , 0.141992 , 0.103291 , 0.097553 , 0.107006 , 0.095067 , 0.116143 
 594 , 0.097981 , 0.078451 , 0.090406 , 0.103161 , 0.10138 , 0.104874 , 0.102276 , 0.092825 , 0.113676 , 0.095719 , 0.122355 , 0.128856 , 0.123223 , 0.101851 , 0.089415 , 0.093037 , 0.1246 , 0.083216 , 0.079459 , 0.076447 , 0.074941 , 0.087337 , 0.079666 , 0.133156 , 0.090047 , 0.126997 , 0.126331 , 0.097214 , 0.097735 , 0.097158 , 0.117646 , 0.097897 , 0.084885 , 0.109555 , 0.113637 , 0.131426 , 0.101862 , 0.126319 , 0.129069 , 0.121985 , 0.175274 , 0.117724 , 0.138828 , 0.148627 , 0.141247 , 0.102713 , 0.096996 , 0.106408 , 0.094656 , 0.115513 
 595 , 0.097606 , 0.078231 , 0.089915 , 0.10278 , 0.100992 , 0.104328 , 0.101889 , 0.092349 , 0.113178 , 0.095412 , 0.121805 , 0.12831 , 0.122757 , 0.101405 , 0.089147 , 0.092711 , 0.124021 , 0.082831 , 0.079089 , 0.075998 , 0.074561 , 0.086964 , 0.079295 , 0.132475 , 0.089598 , 0.126399 , 0.125764 , 0.096782 , 0.097261 , 0.09671 , 0.117132 , 0.097411 , 0.084546 , 0.109073 , 0.113011 , 0.130793 , 0.101399 , 0.125748 , 0.128532 , 0.121459 , 0.174345 , 0.117165 , 0.138134 , 0.147891 , 0.140657 , 0.10224 , 0.096531 , 0.105932 , 0.094326 , 0.11506 
 596 , 0.09723 , 0.078009 , 0.089425 , 0.102403 , 0.100609 , 0.103777 , 0.101506 , 0.091879 , 0.112673 , 0.095108 , 0.121248 , 0.127762 , 0.122289 , 0.100958 , 0.088877 , 0.092383 , 0.123436 , 0.08244 , 0.078723 , 0.075555 , 0.074187 , 0.086595 , 0.078923 , 0.1318 , 0.089154 , 0.125801 , 0.125203 , 0.096355 , 0.096787 , 0.096255 , 0.116612 , 0.096925 , 0.084207 , 0.108596 , 0.112385 , 0.130166 , 0.100936 , 0.125186 , 0.127995 , 0.120938 , 0.173416 , 0.1166 , 0.137445 , 0.147155 , 0.14007 , 0.101766 , 0.096067 , 0.10545 , 0.093995 , 0.114612 
 597 , 0.096845 , 0.077767 , 0.088951 , 0.102024 , 0.100212 , 0.103253 , 0.101104 , 0.091397 , 0.112172 , 0.094796 , 0.120695 , 0.127223 , 0.121818 , 0.100509 , 0.088598 , 0.092047 , 0.122849 , 0.082053 , 0.078346 , 0.075112 , 0.073806 , 0.086218 , 0.078539 , 0.13114 , 0.088714 , 0.125207 , 0.124645 , 0.095931 , 0.096322 , 0.095804 , 0.116094 , 0.096443 , 0.083871 , 0.108123 , 0.11177 , 0.129542 , 0.10047 , 0.124623 , 0.12746 , 0.120414 , 0.172503 , 0.116039 , 0.136759 , 0.146422 , 0.139486 , 0.101297 , 0.095611 , 0.104971 , 0.093667 , 0.114155 
 598 , 0.096345 , 0.077296 , 0.088552 , 0.101666 , 0.099704 , 0.102948 , 0.100575 , 0.090859 , 0.111634 , 0.094465 , 0.120161 , 0.126732 , 0.121345 , 0.10011 , 0.088201 , 0.091599 , 0.122178 , 0.081609 , 0.077883 , 0.074693 , 0.073427 , 0.085823 , 0.078058 , 0.130683 , 0.088289 , 0.124666 , 0.124162 , 0.095605 , 0.095972 , 0.095326 , 0.115558 , 0.096005 , 0.083576 , 0.107678 , 0.111322 , 0.129006 , 0.099984 , 0.124112 , 0.126984 , 0.119898 , 0.171723 , 0.11547 , 0.136092 , 0.14578 , 0.138941 , 0.100871 , 0.095205 , 0.104466 , 0.093364 , 0.113684 
 599 , 0.09585 , 0.076819 , 0.088142 , 0.101291 , 0.099187 , 0.102637 , 0.100043 , 0.090311 , 0.111093 , 0.094133 , 0.11963 , 0.126248 , 0.120862 , 0.09971 , 0.087804 , 0.091151 , 0.121495 , 0.081147 , 0.077418 , 0.074273 , 0.073046 , 0.085421 , 0.077587 , 0.130228 , 0.087864 , 0.124122 , 0.123675 , 0.095272 , 0.095632 , 0.094836 , 0.115024 , 0.095561 , 0.083273 , 0.107222 , 0.110869 , 0.128484 , 0.099486 , 0.123615 , 0.126505 , 0.119379 , 0.170946 , 0.114898 , 0.135429 , 0.145144 , 0.138395 , 0.100457 , 0.094798 , 0.103962 , 0.09307 , 0.113208 
 600 , 0.095361 , 0.076342 , 0.087731 , 0.100914 , 0.098669 , 0.10233 , 0.099515 , 0.089759 , 0.110546 , 0.093799 , 0.119098 , 0.125763 , 0.120378 , 0.099309 , 0.087405 , 0.090703 , 0.120812 , 0.080686 , 0.076949 , 0.073847 , 0.07266 , 0.085019 , 0.077117 , 0.129771 , 0.087438 , 0.123578 , 0.123187 , 0.094943 , 0.095291 , 0.094341 , 0.114489 , 0.095122 , 0.082975 , 0.106766 , 0.110421 , 0.12796 , 0.098984 , 0.123122 , 0.126024 , 0.11887 , 0.170168 , 0.114326 , 0.134766 , 0.144506 , 0.137852 , 0.100041 , 0.094396 , 0.103463 , 0.092774 , 0.112737 
 601 , 0.095013 , 0.076068 , 0.087399 , 0.100587 , 0.098482 , 0.102016 , 0.099205 , 0.089552 , 0.11018 , 0.093594 , 0.118716 , 0.125391 , 0.119995 , 0.099022 , 0.087189 , 0.090497 , 0.120335 , 0.080401 , 0.076619 , 0.073565 , 0.072394 , 0.084729 , 0.076808 , 0.129335 , 0.087119 , 0.123184 , 0.122784 , 0.094684 , 0.095051 , 0.094009 , 0.11406 , 0.094743 , 0.08277 , 0.106446 , 0.110013 , 0.12756 , 0.098633 , 0.122757 , 0.12566 , 0.118435 , 0.169543 , 0.113876 , 0.134266 , 0.143909 , 0.137434 , 0.099685 , 0.094079 , 0.103117 , 0.09252 , 0.11236 
 602 , 0.094718 , 0.07588 , 0.087103 , 0.100281 , 0.098434 , 0.10171 , 0.09896 , 0.089493 , 0.109894 , 0.093435 , 0.118395 , 0.125064 , 0.119641 , 0.098783 , 0.087023 , 0.090374 , 0.119925 , 0.080176 , 0.076331 , 0.073334 , 0.072164 , 0.084472 , 0.076551 , 0.128904 , 0.08684 , 0.122836 , 0.122406 , 0.094433 , 0.094831 , 0.093741 , 0.113653 , 0.094396 , 0.082598 , 0.106178 , 0.109604 , 0.12718 , 0.098343 , 0.122422 , 0.125328 , 0.11803 , 0.168976 , 0.113465 , 0.133818 , 0.143323 , 0.137051 , 0.099331 , 0.093794 , 0.102838 , 0.092269 , 0.112026 
 603 , 0.094416 , 0.075699 , 0.08681 , 0.099979 , 0.098381 , 0.101406 , 0.098718 , 0.089429 , 0.10961 , 0.093277 , 0.118065 , 0.124735 , 0.119289 , 0.098536 , 0.086858 , 0.090252 , 0.119508 , 0.079948 , 0.076047 , 0.073102 , 0.071937 , 0.084218 , 0.076292 , 0.128476 , 0.086554 , 0.12249 , 0.12202 , 0.094186 , 0.094613 , 0.093475 , 0.113249 , 0.094041 , 0.082423 , 0.105912 , 0.109188 , 0.126798 , 0.09805 , 0.122089 , 0.124991 , 0.117627 , 0.16841 , 0.113057 , 0.133366 , 0.14274 , 0.136664 , 0.09898 , 0.093507 , 0.10255 , 0.092021 , 0.111689 
 604 , 0.094144 , 0.075515 , 0.086505 , 0.099671 , 0.098261 , 0.101054 , 0.098399 , 0.089239 , 0.109294 , 0.093107 , 0.117746 , 0.124396 , 0.118917 , 0.098277 , 0.08667 , 0.090011 , 0.119044 , 0.079696 , 0.07576 , 0.072919 , 0.071685 , 0.083952 , 0.07602 , 0.128082 , 0.086276 , 0.12214 , 0.121613 , 0.093926 , 0.094373 , 0.093181 , 0.112836 , 0.093713 , 0.082218 , 0.105623 , 0.108788 , 0.12639 , 0.097761 , 0.121757 , 0.124646 , 0.117236 , 0.16785 , 0.112656 , 0.132923 , 0.142157 , 0.13629 , 0.098639 , 0.093208 , 0.102256 , 0.091771 , 0.111336 
 605 , 0.093898 , 0.075306 , 0.086185 , 0.099383 , 0.098027 , 0.100622 , 0.098033 , 0.088816 , 0.108965 , 0.092929 , 0.11743 , 0.124089 , 0.118541 , 0.098001 , 0.086455 , 0.089637 , 0.118578 , 0.07943 , 0.075475 , 0.072818 , 0.071426 , 0.083676 , 0.07574 , 0.127748 , 0.086016 , 0.121802 , 0.121172 , 0.093671 , 0.094115 , 0.092871 , 0.112448 , 0.093422 , 0.081982 , 0.105307 , 0.108446 , 0.125979 , 0.097456 , 0.121437 , 0.124301 , 0.116874 , 0.167304 , 0.112289 , 0.13247 , 0.141575 , 0.135937 , 0.098329 , 0.092882 , 0.101924 , 0.091527 , 0.11095 
 606 , 0.09365 , 0.075095 , 0.085868 , 0.099102 , 0.09779 , 0.100188 , 0.097664 , 0.088397 , 0.108633 , 0.092754 , 0.117115 , 0.123779 , 0.118163 , 0.097722 , 0.086232 , 0.089266 , 0.118121 , 0.079162 , 0.075189 , 0.072713 , 0.071159 , 0.083397 , 0.075463 , 0.127409 , 0.085758 , 0.121466 , 0.120734 , 0.093418 , 0.093855 , 0.092564 , 0.112062 , 0.093139 , 0.081743 , 0.104998 , 0.108101 , 0.125565 , 0.097153 , 0.121119 , 0.123963 , 0.116509 , 0.166758 , 0.111925 , 0.132019 , 0.140996 , 0.135585 , 0.098017 , 0.092554 , 0.101589 , 0.091284 , 0.110566 
 607 , 0.093412 , 0.074897 , 0.085573 , 0.098833 , 0.09758 , 0.099782 , 0.097328 , 0.088 , 0.108324 , 0.092588 , 0.116824 , 0.123493 , 0.117799 , 0.097454 , 0.086034 , 0.088918 , 0.117694 , 0.078924 , 0.074918 , 0.072616 , 0.070907 , 0.08314 , 0.075196 , 0.127095 , 0.08551 , 0.121144 , 0.120316 , 0.093181 , 0.093611 , 0.092274 , 0.111695 , 0.092866 , 0.08153 , 0.104706 , 0.107779 , 0.125171 , 0.096867 , 0.120809 , 0.123635 , 0.116158 , 0.166232 , 0.11157 , 0.131589 , 0.140435 , 0.135249 , 0.097722 , 0.092242 , 0.101272 , 0.091047 , 0.110201 
