MAY26LOF00011.spu,MAY26LOF00010.spu,MAY26LOF00009.spu,
Wavelength,MAY26LOF00012.spu,MAY26LOF00013.spu,MAY26LOF00014.spu,MAY26LOF00015.spu,MAY26LOF00016.spu,MAY26LOF00017.spu,MAY26LOF00018.spu,MAY26LOF00019.spu,MAY26LOF00020.spu,MAY26LOF00021.spu,MAY26LOF00022.spu,MAY26LOF00023.spu,MAY26LOF00024.spu,MAY26LOF00025.spu,MAY26LOF00026.spu,MAY26LOF00027.spu
  (nm),5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 
  time  ,52:33 PM,52:47 PM,52:55 PM,53:05 PM,53:12 PM,54:49 PM,54:59 PM,55:10 PM,55:16 PM,55:21 PM,55:53 PM,56:13 PM,56:19 PM,56:26 PM,56:32 PM,58:05 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,
 415 , 0.035997 , 0.027572 , 0.027519 , 0.041917 , 0.034202 , 0.036719 , 0.039256 , 0.030606 , 0.03242 , 0.030317 , 0.025633 , 0.025368 , 0.025444 , 0.034327 , 0.034724 , 0.043571 
 416 , 0.036398 , 0.027768 , 0.027739 , 0.042298 , 0.034532 , 0.037108 , 0.039527 , 0.030913 , 0.032686 , 0.030526 , 0.025789 , 0.025575 , 0.025676 , 0.034677 , 0.035065 , 0.043945 
 417 , 0.036827 , 0.027939 , 0.02789 , 0.042635 , 0.034974 , 0.037421 , 0.03979 , 0.031239 , 0.032962 , 0.030816 , 0.025996 , 0.025874 , 0.025862 , 0.035116 , 0.035356 , 0.044334 
 418 , 0.037243 , 0.028107 , 0.028034 , 0.042965 , 0.035403 , 0.037726 , 0.040045 , 0.031555 , 0.033227 , 0.031097 , 0.026197 , 0.026161 , 0.026042 , 0.035542 , 0.03564 , 0.044707 
 419 , 0.037641 , 0.028266 , 0.028171 , 0.043281 , 0.035819 , 0.038016 , 0.040291 , 0.031861 , 0.033486 , 0.031368 , 0.02639 , 0.026439 , 0.026213 , 0.035955 , 0.035909 , 0.045067 
 420 , 0.038197 , 0.028481 , 0.028481 , 0.04361 , 0.036257 , 0.038474 , 0.040672 , 0.032234 , 0.033737 , 0.03168 , 0.026574 , 0.026665 , 0.026437 , 0.036356 , 0.036298 , 0.045542 
 421 , 0.038755 , 0.028693 , 0.028805 , 0.04393 , 0.036684 , 0.038942 , 0.041055 , 0.032607 , 0.033984 , 0.031987 , 0.02675 , 0.026879 , 0.026663 , 0.036742 , 0.036696 , 0.046018 
 422 , 0.039303 , 0.028901 , 0.029115 , 0.044245 , 0.037104 , 0.039395 , 0.041431 , 0.032974 , 0.034228 , 0.032288 , 0.026924 , 0.027087 , 0.026886 , 0.037125 , 0.037079 , 0.046481 
 423 , 0.039812 , 0.029164 , 0.029408 , 0.044678 , 0.0375 , 0.03988 , 0.041827 , 0.033378 , 0.034594 , 0.032621 , 0.027179 , 0.02736 , 0.027133 , 0.037495 , 0.037516 , 0.046953 
 424 , 0.040296 , 0.029471 , 0.029682 , 0.045212 , 0.037878 , 0.040398 , 0.042241 , 0.033812 , 0.035072 , 0.032979 , 0.027505 , 0.027687 , 0.027408 , 0.037861 , 0.037997 , 0.04744 
 425 , 0.040772 , 0.029777 , 0.029956 , 0.045738 , 0.038253 , 0.040908 , 0.04265 , 0.034247 , 0.035542 , 0.033333 , 0.027823 , 0.02801 , 0.027678 , 0.038223 , 0.038469 , 0.047922 
 426 , 0.041238 , 0.03008 , 0.030233 , 0.046242 , 0.038633 , 0.041404 , 0.043052 , 0.034649 , 0.035968 , 0.033692 , 0.028124 , 0.028316 , 0.027927 , 0.038582 , 0.038915 , 0.048377 
 427 , 0.041656 , 0.030382 , 0.030545 , 0.046651 , 0.039035 , 0.041836 , 0.043448 , 0.034902 , 0.036175 , 0.034083 , 0.028315 , 0.028555 , 0.028071 , 0.038937 , 0.039228 , 0.048748 
 428 , 0.04207 , 0.03068 , 0.030861 , 0.047061 , 0.039439 , 0.042268 , 0.04384 , 0.035159 , 0.036386 , 0.03447 , 0.028506 , 0.028794 , 0.028213 , 0.039297 , 0.039542 , 0.04911 
 429 , 0.042481 , 0.030975 , 0.03117 , 0.047466 , 0.039839 , 0.042693 , 0.044232 , 0.035412 , 0.036592 , 0.034854 , 0.028697 , 0.029034 , 0.028355 , 0.039649 , 0.039852 , 0.049477 
 430 , 0.043145 , 0.031443 , 0.031683 , 0.048211 , 0.040464 , 0.043468 , 0.044906 , 0.03599 , 0.037137 , 0.035363 , 0.02901 , 0.029398 , 0.028801 , 0.040176 , 0.040494 , 0.050203 
 431 , 0.043865 , 0.03195 , 0.032237 , 0.049029 , 0.041137 , 0.044314 , 0.045636 , 0.036643 , 0.037758 , 0.035889 , 0.029355 , 0.029787 , 0.02932 , 0.040741 , 0.041217 , 0.051007 
 432 , 0.044575 , 0.032447 , 0.032781 , 0.049837 , 0.041801 , 0.045149 , 0.04636 , 0.037282 , 0.038369 , 0.036414 , 0.029696 , 0.030172 , 0.029825 , 0.041294 , 0.041926 , 0.051805 
 433 , 0.045482 , 0.033128 , 0.033439 , 0.050857 , 0.042695 , 0.046132 , 0.047271 , 0.03806 , 0.039144 , 0.037152 , 0.030201 , 0.030729 , 0.030418 , 0.04209 , 0.04279 , 0.052822 
 434 , 0.046638 , 0.034044 , 0.034252 , 0.052167 , 0.043887 , 0.047321 , 0.048428 , 0.039023 , 0.04014 , 0.038179 , 0.030929 , 0.03151 , 0.031118 , 0.043204 , 0.043851 , 0.054132 
 435 , 0.047793 , 0.034956 , 0.03506 , 0.053466 , 0.045074 , 0.0485 , 0.049579 , 0.03998 , 0.04113 , 0.039202 , 0.031653 , 0.032284 , 0.031813 , 0.044315 , 0.044909 , 0.055441 
 436 , 0.048952 , 0.03585 , 0.035869 , 0.054753 , 0.046254 , 0.049679 , 0.050732 , 0.040929 , 0.042117 , 0.040208 , 0.032367 , 0.033045 , 0.032507 , 0.045412 , 0.045965 , 0.056735 
 437 , 0.050183 , 0.036536 , 0.036678 , 0.055966 , 0.047367 , 0.050874 , 0.051993 , 0.041887 , 0.04307 , 0.041112 , 0.032974 , 0.033681 , 0.033175 , 0.0464 , 0.047028 , 0.057958 
 438 , 0.051417 , 0.037221 , 0.037486 , 0.057182 , 0.048487 , 0.052072 , 0.053252 , 0.042846 , 0.044021 , 0.042011 , 0.033581 , 0.034311 , 0.033846 , 0.047387 , 0.048097 , 0.059177 
 439 , 0.052651 , 0.037911 , 0.038293 , 0.058393 , 0.049599 , 0.053272 , 0.05451 , 0.043806 , 0.044973 , 0.042914 , 0.034187 , 0.034946 , 0.034518 , 0.048376 , 0.049161 , 0.0604 
 440 , 0.053742 , 0.038658 , 0.03902 , 0.059591 , 0.050584 , 0.05442 , 0.055637 , 0.04473 , 0.045941 , 0.043803 , 0.034812 , 0.03564 , 0.035153 , 0.049295 , 0.05017 , 0.061564 
 441 , 0.054773 , 0.039432 , 0.03971 , 0.060777 , 0.051519 , 0.055555 , 0.056704 , 0.045641 , 0.046911 , 0.044691 , 0.035438 , 0.036361 , 0.035779 , 0.050186 , 0.051157 , 0.062709 
 442 , 0.055806 , 0.040201 , 0.040398 , 0.061967 , 0.052449 , 0.056684 , 0.057769 , 0.046554 , 0.047884 , 0.04558 , 0.036067 , 0.037078 , 0.036402 , 0.051076 , 0.052146 , 0.063851 
 443 , 0.056808 , 0.040939 , 0.041085 , 0.063104 , 0.053364 , 0.057751 , 0.058802 , 0.047375 , 0.048782 , 0.046437 , 0.036675 , 0.037737 , 0.036961 , 0.051924 , 0.053062 , 0.064947 
 444 , 0.05776 , 0.041622 , 0.041758 , 0.064155 , 0.05426 , 0.058709 , 0.059772 , 0.048022 , 0.049554 , 0.047259 , 0.037254 , 0.038307 , 0.037412 , 0.052689 , 0.053856 , 0.065954 
 445 , 0.058713 , 0.042303 , 0.04243 , 0.065214 , 0.055151 , 0.059661 , 0.060747 , 0.048672 , 0.050326 , 0.048076 , 0.037837 , 0.038868 , 0.037864 , 0.053458 , 0.054644 , 0.066967 
 446 , 0.059667 , 0.042984 , 0.043107 , 0.066269 , 0.056048 , 0.060615 , 0.061719 , 0.049324 , 0.051097 , 0.048894 , 0.038417 , 0.039432 , 0.038311 , 0.05423 , 0.055435 , 0.06798 
 447 , 0.060432 , 0.043521 , 0.043672 , 0.067117 , 0.056716 , 0.061515 , 0.062525 , 0.049992 , 0.051755 , 0.049571 , 0.038761 , 0.039861 , 0.03884 , 0.054864 , 0.056217 , 0.068784 
 448 , 0.06119 , 0.044052 , 0.044239 , 0.067958 , 0.057385 , 0.062409 , 0.063324 , 0.050657 , 0.052407 , 0.05025 , 0.039102 , 0.040281 , 0.039373 , 0.055494 , 0.056996 , 0.069584 
 449 , 0.061947 , 0.044587 , 0.044803 , 0.068805 , 0.058047 , 0.06331 , 0.064127 , 0.051325 , 0.053057 , 0.050928 , 0.039438 , 0.040704 , 0.039903 , 0.056128 , 0.057775 , 0.070383 
 450 , 0.062472 , 0.044985 , 0.045156 , 0.069397 , 0.058543 , 0.063873 , 0.06463 , 0.051761 , 0.053504 , 0.051385 , 0.039701 , 0.041022 , 0.040225 , 0.056567 , 0.05831 , 0.070906 
 451 , 0.062862 , 0.04531 , 0.04539 , 0.069844 , 0.058938 , 0.06424 , 0.064958 , 0.052059 , 0.05383 , 0.051711 , 0.039917 , 0.041284 , 0.040418 , 0.056894 , 0.058693 , 0.071262 
 452 , 0.063252 , 0.045629 , 0.045618 , 0.070292 , 0.059327 , 0.064602 , 0.065285 , 0.052356 , 0.05415 , 0.052043 , 0.040133 , 0.041545 , 0.040617 , 0.05722 , 0.059077 , 0.071619 
 453 , 0.063585 , 0.04587 , 0.045818 , 0.070618 , 0.05965 , 0.064901 , 0.065561 , 0.052601 , 0.054406 , 0.052299 , 0.040295 , 0.041735 , 0.040756 , 0.057498 , 0.059388 , 0.071905 
 454 , 0.063751 , 0.045873 , 0.045924 , 0.070593 , 0.059768 , 0.065033 , 0.065714 , 0.05271 , 0.054463 , 0.052352 , 0.040312 , 0.041719 , 0.040772 , 0.057634 , 0.059473 , 0.072001 
 455 , 0.063919 , 0.045875 , 0.046033 , 0.070567 , 0.059883 , 0.065157 , 0.065858 , 0.052822 , 0.054524 , 0.052404 , 0.040323 , 0.041708 , 0.040787 , 0.057774 , 0.059561 , 0.072099 
 456 , 0.064084 , 0.045875 , 0.04614 , 0.070545 , 0.060001 , 0.065284 , 0.066011 , 0.052927 , 0.054583 , 0.052459 , 0.040344 , 0.04169 , 0.0408 , 0.057917 , 0.059652 , 0.072195 
 457 , 0.064201 , 0.045879 , 0.046138 , 0.070682 , 0.060082 , 0.065396 , 0.06612 , 0.053062 , 0.054633 , 0.052507 , 0.040386 , 0.0418 , 0.040807 , 0.057905 , 0.059717 , 0.072315 
 458 , 0.064317 , 0.045889 , 0.04613 , 0.070847 , 0.060168 , 0.065508 , 0.066234 , 0.053202 , 0.054689 , 0.052554 , 0.040433 , 0.04192 , 0.040807 , 0.057882 , 0.059783 , 0.072435 
 459 , 0.06443 , 0.045898 , 0.046115 , 0.071008 , 0.060252 , 0.065616 , 0.06634 , 0.053345 , 0.054743 , 0.052599 , 0.040478 , 0.042043 , 0.040807 , 0.057857 , 0.059845 , 0.072557 
 460 , 0.064463 , 0.045848 , 0.046065 , 0.071036 , 0.060242 , 0.065628 , 0.066288 , 0.053309 , 0.054684 , 0.052571 , 0.040452 , 0.04206 , 0.040718 , 0.05779 , 0.059815 , 0.072561 
 461 , 0.064422 , 0.045738 , 0.045981 , 0.070938 , 0.06014 , 0.065547 , 0.066088 , 0.053116 , 0.054534 , 0.052475 , 0.040353 , 0.041986 , 0.040535 , 0.05769 , 0.059698 , 0.072461 
 462 , 0.064383 , 0.045632 , 0.04589 , 0.070838 , 0.060041 , 0.06547 , 0.065881 , 0.052927 , 0.054381 , 0.052378 , 0.040258 , 0.041916 , 0.040357 , 0.057593 , 0.05958 , 0.072353 
 463 , 0.064349 , 0.045511 , 0.045817 , 0.070737 , 0.059937 , 0.065403 , 0.065697 , 0.052757 , 0.054242 , 0.052282 , 0.04016 , 0.041836 , 0.040204 , 0.057485 , 0.059484 , 0.07225 
 464 , 0.064315 , 0.045363 , 0.045802 , 0.070633 , 0.059832 , 0.065368 , 0.065607 , 0.052711 , 0.054177 , 0.05219 , 0.040087 , 0.04171 , 0.040174 , 0.057341 , 0.059485 , 0.072152 
 465 , 0.064288 , 0.045207 , 0.045785 , 0.070525 , 0.059724 , 0.065335 , 0.065513 , 0.052674 , 0.054109 , 0.052091 , 0.040012 , 0.041588 , 0.040147 , 0.057194 , 0.059492 , 0.072057 
 466 , 0.064257 , 0.045056 , 0.045769 , 0.070423 , 0.059619 , 0.065308 , 0.065421 , 0.052627 , 0.054037 , 0.052 , 0.039936 , 0.041469 , 0.040118 , 0.057045 , 0.059496 , 0.071957 
 467 , 0.064187 , 0.045036 , 0.045682 , 0.070426 , 0.059629 , 0.065281 , 0.065297 , 0.052615 , 0.053939 , 0.051969 , 0.03988 , 0.041471 , 0.040115 , 0.057029 , 0.0595 , 0.071888 
 468 , 0.064105 , 0.045053 , 0.045574 , 0.070453 , 0.059665 , 0.065264 , 0.065163 , 0.052604 , 0.053832 , 0.051949 , 0.039826 , 0.041506 , 0.040119 , 0.057038 , 0.059505 , 0.07182 
 469 , 0.064021 , 0.045063 , 0.045471 , 0.070484 , 0.059699 , 0.06524 , 0.065033 , 0.05259 , 0.053724 , 0.051933 , 0.039771 , 0.04154 , 0.040126 , 0.05705 , 0.059514 , 0.071755 
 470 , 0.064089 , 0.045091 , 0.045487 , 0.070534 , 0.05982 , 0.065314 , 0.065034 , 0.052614 , 0.053707 , 0.051975 , 0.03975 , 0.041578 , 0.040141 , 0.057131 , 0.059577 , 0.071802 
 471 , 0.064342 , 0.045131 , 0.045659 , 0.070605 , 0.060045 , 0.065495 , 0.065199 , 0.052688 , 0.053793 , 0.052081 , 0.039777 , 0.041616 , 0.040168 , 0.057292 , 0.059697 , 0.071985 
 472 , 0.064596 , 0.045165 , 0.045831 , 0.070682 , 0.060271 , 0.065675 , 0.065368 , 0.052758 , 0.053884 , 0.052192 , 0.039804 , 0.041654 , 0.040195 , 0.057458 , 0.059822 , 0.072168 
 473 , 0.064862 , 0.045221 , 0.046004 , 0.070786 , 0.060503 , 0.065872 , 0.065555 , 0.052859 , 0.053991 , 0.052309 , 0.039852 , 0.041719 , 0.040233 , 0.057625 , 0.059969 , 0.072378 
 474 , 0.065298 , 0.045463 , 0.046221 , 0.071186 , 0.060799 , 0.066242 , 0.065939 , 0.053271 , 0.054295 , 0.052539 , 0.04011 , 0.042004 , 0.040434 , 0.057855 , 0.060316 , 0.072868 
 475 , 0.065731 , 0.045706 , 0.046435 , 0.071585 , 0.061101 , 0.066614 , 0.066327 , 0.053683 , 0.054604 , 0.052768 , 0.040369 , 0.04229 , 0.04064 , 0.058079 , 0.06066 , 0.073362 
 476 , 0.06616 , 0.04595 , 0.04665 , 0.07199 , 0.061399 , 0.066983 , 0.06671 , 0.054096 , 0.054908 , 0.052997 , 0.040628 , 0.042577 , 0.040842 , 0.058308 , 0.061009 , 0.073853 
 477 , 0.066515 , 0.046074 , 0.046775 , 0.072312 , 0.06173 , 0.067254 , 0.06696 , 0.054279 , 0.055109 , 0.05322 , 0.040807 , 0.042756 , 0.040936 , 0.05854 , 0.061275 , 0.074196 
 478 , 0.066843 , 0.046161 , 0.046869 , 0.0726 , 0.062074 , 0.067482 , 0.06716 , 0.054375 , 0.055265 , 0.053447 , 0.040951 , 0.042899 , 0.040989 , 0.058785 , 0.06151 , 0.074472 
 479 , 0.067166 , 0.046242 , 0.046963 , 0.072893 , 0.062412 , 0.067709 , 0.06736 , 0.054475 , 0.055422 , 0.053674 , 0.041096 , 0.043037 , 0.041036 , 0.059025 , 0.061746 , 0.074754 
 480 , 0.06742 , 0.046275 , 0.047046 , 0.073081 , 0.062611 , 0.0679 , 0.067517 , 0.054554 , 0.055518 , 0.05381 , 0.04118 , 0.043109 , 0.041089 , 0.059191 , 0.061927 , 0.074955 
 481 , 0.067533 , 0.046218 , 0.047116 , 0.073094 , 0.062569 , 0.068017 , 0.067592 , 0.0546 , 0.055514 , 0.053784 , 0.041173 , 0.04307 , 0.041141 , 0.059221 , 0.062004 , 0.075012 
 482 , 0.06765 , 0.046161 , 0.047185 , 0.073101 , 0.062526 , 0.068138 , 0.067666 , 0.054652 , 0.055509 , 0.053757 , 0.04116 , 0.043026 , 0.041192 , 0.059256 , 0.062081 , 0.075063 
 483 , 0.067765 , 0.046109 , 0.047248 , 0.073112 , 0.062482 , 0.068252 , 0.067738 , 0.054702 , 0.055504 , 0.053734 , 0.041152 , 0.042986 , 0.041248 , 0.05929 , 0.062156 , 0.075118 
 484 , 0.06774 , 0.04611 , 0.047182 , 0.073219 , 0.062575 , 0.068283 , 0.06766 , 0.054777 , 0.055502 , 0.05378 , 0.0411 , 0.043035 , 0.041313 , 0.059345 , 0.062175 , 0.075116 
 485 , 0.067712 , 0.046113 , 0.047117 , 0.073327 , 0.062671 , 0.068323 , 0.06759 , 0.054857 , 0.055505 , 0.053832 , 0.041051 , 0.043086 , 0.041386 , 0.059404 , 0.062193 , 0.075117 
 486 , 0.067688 , 0.046121 , 0.047053 , 0.073432 , 0.06276 , 0.068355 , 0.067514 , 0.054935 , 0.055507 , 0.053882 , 0.040996 , 0.043135 , 0.041452 , 0.059462 , 0.062214 , 0.075116 
 487 , 0.068053 , 0.046356 , 0.047329 , 0.073834 , 0.06315 , 0.068709 , 0.06781 , 0.0552 , 0.055729 , 0.054179 , 0.041183 , 0.043362 , 0.041643 , 0.059812 , 0.062547 , 0.075516 
 488 , 0.068624 , 0.046712 , 0.047794 , 0.074392 , 0.063683 , 0.069218 , 0.06829 , 0.055571 , 0.056075 , 0.054612 , 0.04149 , 0.04368 , 0.041893 , 0.060322 , 0.063041 , 0.076115 
 489 , 0.069192 , 0.04707 , 0.048255 , 0.074952 , 0.064218 , 0.069728 , 0.068772 , 0.055944 , 0.056417 , 0.055041 , 0.041799 , 0.043993 , 0.042149 , 0.060833 , 0.063538 , 0.076711 
 490 , 0.069865 , 0.047504 , 0.048751 , 0.075641 , 0.064841 , 0.070361 , 0.069391 , 0.056444 , 0.056865 , 0.055523 , 0.042176 , 0.044392 , 0.042474 , 0.061405 , 0.064154 , 0.077442 
 491 , 0.07077 , 0.048087 , 0.049326 , 0.076624 , 0.065663 , 0.071269 , 0.070304 , 0.05724 , 0.057572 , 0.056118 , 0.04269 , 0.044986 , 0.042963 , 0.062111 , 0.065046 , 0.078475 
 492 , 0.071671 , 0.048674 , 0.049894 , 0.077613 , 0.066485 , 0.072178 , 0.071217 , 0.058036 , 0.058279 , 0.056712 , 0.043207 , 0.045584 , 0.04345 , 0.062816 , 0.065939 , 0.079509 
 493 , 0.072576 , 0.049258 , 0.050466 , 0.078598 , 0.067306 , 0.073088 , 0.07213 , 0.058831 , 0.058984 , 0.057308 , 0.043721 , 0.046174 , 0.043939 , 0.06352 , 0.066833 , 0.080545 
 494 , 0.07343 , 0.049796 , 0.050988 , 0.079474 , 0.068092 , 0.07389 , 0.072862 , 0.059434 , 0.059576 , 0.057973 , 0.044266 , 0.046755 , 0.044376 , 0.064214 , 0.067556 , 0.081433 
 495 , 0.074278 , 0.050338 , 0.051503 , 0.080353 , 0.06888 , 0.074685 , 0.073586 , 0.060024 , 0.060162 , 0.058644 , 0.044813 , 0.047331 , 0.044813 , 0.064906 , 0.068276 , 0.082315 
 496 , 0.075131 , 0.050878 , 0.052021 , 0.081231 , 0.069667 , 0.075479 , 0.074308 , 0.060612 , 0.060745 , 0.059319 , 0.045364 , 0.047911 , 0.045248 , 0.065596 , 0.068993 , 0.083198 
 497 , 0.07596 , 0.051371 , 0.052558 , 0.082041 , 0.070357 , 0.076254 , 0.07505 , 0.061191 , 0.061302 , 0.059932 , 0.045817 , 0.048386 , 0.045695 , 0.066218 , 0.069696 , 0.083978 
 498 , 0.076768 , 0.051833 , 0.053119 , 0.082805 , 0.070969 , 0.077012 , 0.07581 , 0.061766 , 0.061844 , 0.060508 , 0.046202 , 0.048784 , 0.046141 , 0.066785 , 0.070385 , 0.084697 
 499 , 0.077578 , 0.052292 , 0.053676 , 0.083566 , 0.071584 , 0.077773 , 0.076568 , 0.062332 , 0.062387 , 0.061081 , 0.046583 , 0.049183 , 0.046588 , 0.067354 , 0.071077 , 0.085414 
 500 , 0.078401 , 0.052805 , 0.054237 , 0.08439 , 0.072244 , 0.078557 , 0.077332 , 0.062936 , 0.062958 , 0.061682 , 0.047 , 0.04962 , 0.047073 , 0.067962 , 0.07179 , 0.086181 
 501 , 0.079254 , 0.053492 , 0.054808 , 0.085435 , 0.073051 , 0.079412 , 0.078113 , 0.063632 , 0.063643 , 0.062366 , 0.047531 , 0.050197 , 0.047666 , 0.068716 , 0.07259 , 0.087133 
 502 , 0.080108 , 0.054179 , 0.055377 , 0.086481 , 0.073853 , 0.080266 , 0.078893 , 0.064333 , 0.064327 , 0.06305 , 0.048066 , 0.050772 , 0.048258 , 0.069463 , 0.07339 , 0.08808 
 503 , 0.080955 , 0.054865 , 0.055944 , 0.087523 , 0.07466 , 0.08112 , 0.079678 , 0.065026 , 0.065015 , 0.063732 , 0.048598 , 0.051346 , 0.048854 , 0.070215 , 0.074189 , 0.089028 
 504 , 0.082098 , 0.055768 , 0.056744 , 0.088665 , 0.075748 , 0.082201 , 0.080659 , 0.065841 , 0.065767 , 0.064613 , 0.049189 , 0.052067 , 0.049441 , 0.071174 , 0.075103 , 0.09011 
 505 , 0.08328 , 0.056699 , 0.057578 , 0.089822 , 0.076876 , 0.08332 , 0.081676 , 0.066672 , 0.066534 , 0.065528 , 0.049794 , 0.052818 , 0.050024 , 0.072162 , 0.076037 , 0.091219 
 506 , 0.084464 , 0.057631 , 0.058412 , 0.09098 , 0.078001 , 0.084441 , 0.082688 , 0.067503 , 0.067295 , 0.066439 , 0.050403 , 0.053569 , 0.050606 , 0.073151 , 0.076965 , 0.092323 
 507 , 0.085625 , 0.058557 , 0.059279 , 0.092189 , 0.07908 , 0.085585 , 0.083768 , 0.068387 , 0.068131 , 0.067269 , 0.051068 , 0.054341 , 0.051301 , 0.07406 , 0.077967 , 0.093452 
 508 , 0.086762 , 0.059487 , 0.060179 , 0.093439 , 0.080109 , 0.086757 , 0.084912 , 0.069321 , 0.069034 , 0.068032 , 0.051792 , 0.055136 , 0.052102 , 0.074891 , 0.079032 , 0.094616 
 509 , 0.087901 , 0.060413 , 0.061078 , 0.094692 , 0.08114 , 0.087931 , 0.086058 , 0.070249 , 0.069937 , 0.068794 , 0.05252 , 0.055931 , 0.052903 , 0.075727 , 0.080103 , 0.095776 
 510 , 0.088953 , 0.06128 , 0.061896 , 0.095847 , 0.082094 , 0.088994 , 0.087093 , 0.0711 , 0.070769 , 0.069519 , 0.053201 , 0.056672 , 0.053616 , 0.076484 , 0.081075 , 0.096836 
 511 , 0.089535 , 0.061839 , 0.06229 , 0.096475 , 0.082696 , 0.089488 , 0.087554 , 0.071514 , 0.071182 , 0.070055 , 0.053653 , 0.057094 , 0.053885 , 0.076882 , 0.081545 , 0.097329 
 512 , 0.090112 , 0.062398 , 0.062683 , 0.097107 , 0.083295 , 0.089975 , 0.088016 , 0.071929 , 0.071597 , 0.070593 , 0.054103 , 0.057523 , 0.05415 , 0.077274 , 0.082012 , 0.09782 
 513 , 0.09069 , 0.062958 , 0.063071 , 0.09774 , 0.083895 , 0.090464 , 0.088472 , 0.072339 , 0.072012 , 0.071126 , 0.054553 , 0.057947 , 0.054416 , 0.077671 , 0.08248 , 0.098311 
 514 , 0.091314 , 0.063492 , 0.063552 , 0.098324 , 0.084452 , 0.091088 , 0.089046 , 0.072776 , 0.072467 , 0.07161 , 0.054953 , 0.058398 , 0.05481 , 0.078079 , 0.082911 , 0.0988 
 515 , 0.091957 , 0.064028 , 0.064051 , 0.098898 , 0.084999 , 0.091749 , 0.089664 , 0.07322 , 0.072934 , 0.072088 , 0.055341 , 0.058856 , 0.055234 , 0.078481 , 0.083342 , 0.099291 
 516 , 0.092596 , 0.064564 , 0.064552 , 0.099467 , 0.085546 , 0.092405 , 0.090276 , 0.073671 , 0.073397 , 0.072568 , 0.055731 , 0.059315 , 0.055659 , 0.078884 , 0.083769 , 0.099789 
 517 , 0.093435 , 0.065304 , 0.065161 , 0.100308 , 0.086288 , 0.093232 , 0.091027 , 0.074257 , 0.074006 , 0.073193 , 0.056238 , 0.059902 , 0.056214 , 0.079457 , 0.084411 , 0.100476 
 518 , 0.094522 , 0.066297 , 0.065895 , 0.101479 , 0.087258 , 0.094275 , 0.091936 , 0.07501 , 0.074776 , 0.074 , 0.056881 , 0.060639 , 0.056923 , 0.080235 , 0.085298 , 0.101394 
 519 , 0.095608 , 0.067286 , 0.066626 , 0.102656 , 0.088228 , 0.095312 , 0.09285 , 0.075761 , 0.075549 , 0.074805 , 0.057522 , 0.061376 , 0.057637 , 0.081005 , 0.086184 , 0.102311 
 520 , 0.096739 , 0.068306 , 0.067393 , 0.103865 , 0.089235 , 0.096392 , 0.093793 , 0.076534 , 0.076333 , 0.07564 , 0.058186 , 0.062135 , 0.058356 , 0.081817 , 0.087099 , 0.103263 
 521 , 0.098217 , 0.069554 , 0.068472 , 0.105418 , 0.090537 , 0.097799 , 0.095059 , 0.077511 , 0.077246 , 0.07673 , 0.059047 , 0.063096 , 0.059145 , 0.082948 , 0.088257 , 0.104564 
 522 , 0.099688 , 0.0708 , 0.069552 , 0.106969 , 0.091842 , 0.09921 , 0.096317 , 0.07849 , 0.078161 , 0.07782 , 0.059912 , 0.064052 , 0.059937 , 0.084077 , 0.089415 , 0.105864 
 523 , 0.101162 , 0.072044 , 0.070633 , 0.108524 , 0.093143 , 0.100623 , 0.097576 , 0.079462 , 0.079073 , 0.07891 , 0.060776 , 0.065009 , 0.060726 , 0.085205 , 0.090578 , 0.107157 
 524 , 0.10275 , 0.07336 , 0.071808 , 0.110179 , 0.09456 , 0.10211 , 0.098975 , 0.080612 , 0.080182 , 0.080042 , 0.06175 , 0.066063 , 0.061686 , 0.086345 , 0.091899 , 0.108558 
 525 , 0.104365 , 0.074703 , 0.073013 , 0.111872 , 0.096014 , 0.103616 , 0.10041 , 0.081819 , 0.081359 , 0.081199 , 0.062761 , 0.067145 , 0.06271 , 0.087483 , 0.093281 , 0.110003 
 526 , 0.105985 , 0.076051 , 0.074221 , 0.113562 , 0.097464 , 0.105125 , 0.101854 , 0.083027 , 0.082542 , 0.082348 , 0.063767 , 0.068234 , 0.063728 , 0.088619 , 0.094658 , 0.111442 
 527 , 0.107579 , 0.077419 , 0.075381 , 0.115247 , 0.098939 , 0.10658 , 0.103236 , 0.084205 , 0.083695 , 0.083506 , 0.064762 , 0.069347 , 0.064696 , 0.089756 , 0.095987 , 0.112863 
 528 , 0.109136 , 0.078825 , 0.076464 , 0.116912 , 0.10045 , 0.107949 , 0.10452 , 0.085341 , 0.084807 , 0.084655 , 0.065734 , 0.070515 , 0.065575 , 0.090894 , 0.097239 , 0.114241 
 529 , 0.11069 , 0.08023 , 0.077553 , 0.118574 , 0.101973 , 0.109325 , 0.105802 , 0.08647 , 0.085917 , 0.085811 , 0.066706 , 0.071673 , 0.066459 , 0.092037 , 0.098483 , 0.115618 
