MAY26LOF00011.spu,MAY26LOF00010.spu,MAY26LOF00009.spu,
Wavelength,MAY26LOF00012.spu,MAY26LOF00013.spu,MAY26LOF00014.spu,MAY26LOF00015.spu,MAY26LOF00016.spu,MAY26LOF00017.spu,MAY26LOF00018.spu,MAY26LOF00019.spu,MAY26LOF00020.spu,MAY26LOF00021.spu,MAY26LOF00022.spu,MAY26LOF00023.spu,MAY26LOF00024.spu,MAY26LOF00025.spu,MAY26LOF00026.spu,MAY26LOF00027.spu
  (nm),5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 ,5/26/2016 
  time  ,52:33 PM,52:47 PM,52:55 PM,53:05 PM,53:12 PM,54:49 PM,54:59 PM,55:10 PM,55:16 PM,55:21 PM,55:53 PM,56:13 PM,56:19 PM,56:26 PM,56:32 PM,58:05 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,
 530 , 0.112253 , 0.081628 , 0.078649 , 0.12024 , 0.103485 , 0.110699 , 0.107089 , 0.087605 , 0.087027 , 0.086959 , 0.06767 , 0.072834 , 0.067341 , 0.093179 , 0.099734 , 0.116999 
 531 , 0.113872 , 0.08291 , 0.079886 , 0.121745 , 0.104941 , 0.112129 , 0.108447 , 0.088667 , 0.088037 , 0.088098 , 0.068569 , 0.073824 , 0.068277 , 0.094275 , 0.100975 , 0.118313 
 532 , 0.115499 , 0.084194 , 0.081117 , 0.123252 , 0.106393 , 0.113557 , 0.109797 , 0.089725 , 0.089048 , 0.089239 , 0.069461 , 0.074814 , 0.069215 , 0.095372 , 0.102222 , 0.119628 
 533 , 0.117117 , 0.085474 , 0.082358 , 0.124761 , 0.107847 , 0.114987 , 0.111155 , 0.090788 , 0.09005 , 0.090381 , 0.070358 , 0.075803 , 0.070152 , 0.096474 , 0.103463 , 0.120949 
 534 , 0.118419 , 0.086511 , 0.083248 , 0.126035 , 0.108991 , 0.116107 , 0.112192 , 0.091642 , 0.090857 , 0.091239 , 0.071106 , 0.076611 , 0.070897 , 0.097342 , 0.104416 , 0.121988 
 535 , 0.119572 , 0.087445 , 0.083995 , 0.127211 , 0.110006 , 0.117093 , 0.113085 , 0.092395 , 0.091585 , 0.091976 , 0.071782 , 0.077334 , 0.071566 , 0.098107 , 0.105258 , 0.12291 
 536 , 0.12073 , 0.088376 , 0.084745 , 0.128385 , 0.111018 , 0.118083 , 0.113981 , 0.093159 , 0.092309 , 0.092716 , 0.072462 , 0.078059 , 0.07223 , 0.098875 , 0.106095 , 0.123834 
 537 , 0.121912 , 0.08934 , 0.085519 , 0.129547 , 0.112039 , 0.119066 , 0.114843 , 0.093895 , 0.093006 , 0.093486 , 0.073125 , 0.078796 , 0.072863 , 0.099651 , 0.10694 , 0.124723 
 538 , 0.123133 , 0.090341 , 0.08636 , 0.13069 , 0.113056 , 0.120025 , 0.115646 , 0.094578 , 0.093648 , 0.094301 , 0.073765 , 0.079555 , 0.073431 , 0.100461 , 0.10777 , 0.125553 
 539 , 0.124359 , 0.091348 , 0.087199 , 0.131839 , 0.114071 , 0.12098 , 0.116452 , 0.095255 , 0.094293 , 0.09512 , 0.0744 , 0.080318 , 0.074008 , 0.101266 , 0.108602 , 0.126377 
 540 , 0.125578 , 0.092346 , 0.08804 , 0.132978 , 0.11509 , 0.121938 , 0.117253 , 0.095942 , 0.094932 , 0.095935 , 0.075039 , 0.081077 , 0.074573 , 0.102074 , 0.109438 , 0.127211 
 541 , 0.126842 , 0.093384 , 0.089 , 0.134191 , 0.116152 , 0.122976 , 0.118197 , 0.09676 , 0.095702 , 0.096674 , 0.075748 , 0.081895 , 0.075309 , 0.102857 , 0.110386 , 0.12813 
 542 , 0.128109 , 0.094424 , 0.089961 , 0.1354 , 0.117223 , 0.124001 , 0.119133 , 0.097577 , 0.096471 , 0.097411 , 0.076456 , 0.082713 , 0.076044 , 0.103632 , 0.111342 , 0.129049 
 543 , 0.129376 , 0.095455 , 0.090912 , 0.136608 , 0.118292 , 0.12503 , 0.120073 , 0.098399 , 0.097243 , 0.098144 , 0.077168 , 0.083535 , 0.076775 , 0.104409 , 0.112296 , 0.129972 
 544 , 0.130614 , 0.096535 , 0.091838 , 0.137838 , 0.119432 , 0.125998 , 0.120966 , 0.0992 , 0.09801 , 0.098901 , 0.077903 , 0.084374 , 0.07742 , 0.105197 , 0.113209 , 0.130928 
 545 , 0.131843 , 0.097634 , 0.092745 , 0.139095 , 0.120611 , 0.126932 , 0.121822 , 0.099998 , 0.098787 , 0.099682 , 0.078636 , 0.085228 , 0.078012 , 0.105995 , 0.114092 , 0.131887 
 546 , 0.13307 , 0.098732 , 0.093656 , 0.140352 , 0.121789 , 0.127868 , 0.122674 , 0.100791 , 0.099559 , 0.100459 , 0.079373 , 0.086087 , 0.078605 , 0.106797 , 0.114979 , 0.132856 
 547 , 0.134267 , 0.099786 , 0.094558 , 0.141534 , 0.122914 , 0.128802 , 0.123537 , 0.101558 , 0.100283 , 0.101225 , 0.080077 , 0.086906 , 0.079194 , 0.107587 , 0.115862 , 0.133792 
 548 , 0.135386 , 0.100693 , 0.095435 , 0.142498 , 0.123911 , 0.129705 , 0.124418 , 0.102234 , 0.100909 , 0.101966 , 0.080714 , 0.087617 , 0.079798 , 0.108363 , 0.11674 , 0.134679 
 549 , 0.1365 , 0.101601 , 0.096314 , 0.143461 , 0.124902 , 0.130607 , 0.125305 , 0.102909 , 0.101533 , 0.1027 , 0.081351 , 0.088335 , 0.080401 , 0.109138 , 0.117618 , 0.135572 
 550 , 0.137617 , 0.102505 , 0.097189 , 0.144428 , 0.125903 , 0.131512 , 0.126188 , 0.103586 , 0.10216 , 0.103436 , 0.08199 , 0.089049 , 0.080999 , 0.109916 , 0.118492 , 0.136461 
 551 , 0.138378 , 0.103213 , 0.097747 , 0.145215 , 0.126662 , 0.132204 , 0.126797 , 0.104019 , 0.102709 , 0.103899 , 0.082491 , 0.089531 , 0.081474 , 0.110457 , 0.119034 , 0.137068 
 552 , 0.139118 , 0.103899 , 0.098286 , 0.145999 , 0.127408 , 0.132878 , 0.127386 , 0.104427 , 0.10325 , 0.104336 , 0.082977 , 0.090009 , 0.081944 , 0.110968 , 0.119554 , 0.137654 
 553 , 0.139851 , 0.104594 , 0.098826 , 0.146776 , 0.128149 , 0.133547 , 0.127983 , 0.104843 , 0.103792 , 0.104783 , 0.083472 , 0.09048 , 0.082414 , 0.11148 , 0.120076 , 0.138249 
 554 , 0.140407 , 0.105044 , 0.099222 , 0.147342 , 0.12868 , 0.133994 , 0.128362 , 0.105104 , 0.104075 , 0.10512 , 0.0838 , 0.090841 , 0.082703 , 0.111858 , 0.120465 , 0.138612 
 555 , 0.140844 , 0.105325 , 0.099526 , 0.147756 , 0.129035 , 0.134288 , 0.128596 , 0.105264 , 0.104182 , 0.105378 , 0.084007 , 0.091123 , 0.082856 , 0.112153 , 0.120768 , 0.138838 
 556 , 0.141281 , 0.105605 , 0.099829 , 0.14817 , 0.129397 , 0.134574 , 0.128829 , 0.105416 , 0.104288 , 0.105643 , 0.084221 , 0.091397 , 0.083017 , 0.112441 , 0.12107 , 0.139063 
 557 , 0.141683 , 0.105874 , 0.100145 , 0.148563 , 0.129724 , 0.134863 , 0.129081 , 0.105594 , 0.104413 , 0.105882 , 0.084424 , 0.091652 , 0.08319 , 0.112709 , 0.121368 , 0.139299 
 558 , 0.141979 , 0.106067 , 0.100497 , 0.148879 , 0.129948 , 0.13514 , 0.129343 , 0.105817 , 0.104601 , 0.106067 , 0.084612 , 0.091806 , 0.083418 , 0.112868 , 0.121627 , 0.139546 
 559 , 0.142283 , 0.106265 , 0.100848 , 0.149194 , 0.130174 , 0.13541 , 0.129608 , 0.106039 , 0.104787 , 0.10625 , 0.084793 , 0.091968 , 0.083639 , 0.113025 , 0.121883 , 0.139793 
 560 , 0.142578 , 0.106455 , 0.101198 , 0.149507 , 0.130399 , 0.135686 , 0.129872 , 0.106267 , 0.104971 , 0.10644 , 0.084982 , 0.092129 , 0.08386 , 0.113189 , 0.122136 , 0.140047 
 561 , 0.142866 , 0.106717 , 0.101403 , 0.149879 , 0.130688 , 0.13589 , 0.13017 , 0.106462 , 0.105206 , 0.106574 , 0.085211 , 0.092405 , 0.083979 , 0.11343 , 0.122397 , 0.140318 
 562 , 0.143141 , 0.106986 , 0.101594 , 0.150265 , 0.130984 , 0.136084 , 0.130474 , 0.106664 , 0.105449 , 0.106701 , 0.08544 , 0.0927 , 0.084068 , 0.113698 , 0.122675 , 0.140598 
 563 , 0.14342 , 0.107253 , 0.101784 , 0.150648 , 0.131277 , 0.136283 , 0.130784 , 0.106864 , 0.105689 , 0.106826 , 0.085675 , 0.092992 , 0.084164 , 0.113964 , 0.122957 , 0.140877 
 564 , 0.143642 , 0.107478 , 0.102031 , 0.150976 , 0.131555 , 0.136501 , 0.131047 , 0.106985 , 0.105858 , 0.106993 , 0.085818 , 0.093182 , 0.084296 , 0.114207 , 0.123198 , 0.141142 
 565 , 0.143806 , 0.107652 , 0.102326 , 0.151264 , 0.131824 , 0.136749 , 0.131267 , 0.107065 , 0.105958 , 0.107199 , 0.085909 , 0.093285 , 0.084468 , 0.114441 , 0.1234 , 0.141392 
 566 , 0.14397 , 0.107828 , 0.102614 , 0.15155 , 0.132085 , 0.137003 , 0.131494 , 0.10714 , 0.10606 , 0.107414 , 0.086003 , 0.093399 , 0.084635 , 0.114669 , 0.123603 , 0.14164 
 567 , 0.14413 , 0.107963 , 0.102883 , 0.151824 , 0.132334 , 0.137246 , 0.131738 , 0.107234 , 0.106181 , 0.107602 , 0.086088 , 0.09351 , 0.084807 , 0.114899 , 0.123815 , 0.141892 
 568 , 0.144254 , 0.10796 , 0.103077 , 0.152036 , 0.132505 , 0.137461 , 0.132066 , 0.107382 , 0.106386 , 0.107704 , 0.086175 , 0.093612 , 0.084974 , 0.11509 , 0.124087 , 0.142168 
 569 , 0.14438 , 0.107958 , 0.103265 , 0.152253 , 0.132666 , 0.137679 , 0.132397 , 0.107528 , 0.106597 , 0.107798 , 0.086254 , 0.093719 , 0.085148 , 0.115277 , 0.124365 , 0.142445 
 570 , 0.144507 , 0.107954 , 0.103456 , 0.152469 , 0.132829 , 0.137891 , 0.132728 , 0.107672 , 0.106804 , 0.107896 , 0.086333 , 0.093817 , 0.08532 , 0.115474 , 0.124643 , 0.142714 
 571 , 0.144468 , 0.107925 , 0.103451 , 0.152562 , 0.132869 , 0.137889 , 0.132819 , 0.107595 , 0.106798 , 0.107904 , 0.086336 , 0.093849 , 0.085295 , 0.11556 , 0.124739 , 0.142773 
 572 , 0.1444 , 0.107895 , 0.103405 , 0.15264 , 0.13288 , 0.137842 , 0.132873 , 0.107468 , 0.106741 , 0.107903 , 0.086332 , 0.093852 , 0.085234 , 0.11563 , 0.124804 , 0.142782 
 573 , 0.14433 , 0.10786 , 0.103361 , 0.152707 , 0.132898 , 0.137793 , 0.132919 , 0.107344 , 0.106693 , 0.10791 , 0.086325 , 0.09386 , 0.085165 , 0.115699 , 0.124861 , 0.142795 
 574 , 0.144276 , 0.107775 , 0.103415 , 0.152792 , 0.132881 , 0.137817 , 0.132994 , 0.107284 , 0.106645 , 0.107888 , 0.08632 , 0.093895 , 0.085183 , 0.115744 , 0.12499 , 0.142844 
 575 , 0.144239 , 0.10765 , 0.103582 , 0.15289 , 0.13285 , 0.1379 , 0.133087 , 0.107294 , 0.106605 , 0.107852 , 0.086329 , 0.093956 , 0.085298 , 0.115785 , 0.125195 , 0.142936 
 576 , 0.144204 , 0.107526 , 0.103753 , 0.152994 , 0.132817 , 0.137992 , 0.133176 , 0.107305 , 0.106566 , 0.107809 , 0.086333 , 0.094017 , 0.085407 , 0.115818 , 0.125395 , 0.143036 
 577 , 0.144119 , 0.107392 , 0.103868 , 0.153064 , 0.13274 , 0.138018 , 0.13322 , 0.107275 , 0.106507 , 0.107734 , 0.08632 , 0.094052 , 0.08547 , 0.115816 , 0.125543 , 0.143084 
 578 , 0.143739 , 0.107209 , 0.103685 , 0.152949 , 0.132446 , 0.13765 , 0.13295 , 0.107032 , 0.106304 , 0.10742 , 0.086182 , 0.09391 , 0.085257 , 0.115583 , 0.12531 , 0.142827 
 579 , 0.143366 , 0.10703 , 0.103499 , 0.152838 , 0.132152 , 0.137283 , 0.132685 , 0.10678 , 0.106105 , 0.107104 , 0.086033 , 0.09377 , 0.085034 , 0.115334 , 0.12507 , 0.142563 
 580 , 0.142982 , 0.106848 , 0.103317 , 0.152731 , 0.13186 , 0.136919 , 0.132416 , 0.106533 , 0.105897 , 0.106788 , 0.08589 , 0.093629 , 0.084804 , 0.115096 , 0.124825 , 0.142299 
 581 , 0.14231 , 0.106415 , 0.103007 , 0.152169 , 0.131275 , 0.136238 , 0.13192 , 0.10597 , 0.105379 , 0.106289 , 0.085528 , 0.093248 , 0.084445 , 0.114633 , 0.124366 , 0.141659 
 582 , 0.141557 , 0.105931 , 0.102668 , 0.151492 , 0.130603 , 0.135485 , 0.13136 , 0.105339 , 0.104773 , 0.105747 , 0.085115 , 0.092812 , 0.084055 , 0.114129 , 0.123866 , 0.140939 
 583 , 0.140806 , 0.10545 , 0.102329 , 0.150819 , 0.129939 , 0.134734 , 0.130806 , 0.104707 , 0.104173 , 0.105202 , 0.084706 , 0.092381 , 0.08367 , 0.113619 , 0.123366 , 0.14022 
 584 , 0.139774 , 0.104795 , 0.101809 , 0.149893 , 0.129005 , 0.133822 , 0.13003 , 0.103976 , 0.103473 , 0.104466 , 0.084184 , 0.091801 , 0.083185 , 0.112908 , 0.122672 , 0.139252 
 585 , 0.138425 , 0.103933 , 0.101073 , 0.148667 , 0.127788 , 0.132724 , 0.12901 , 0.103131 , 0.102647 , 0.103519 , 0.08355 , 0.091054 , 0.082589 , 0.111953 , 0.121743 , 0.137992 
 586 , 0.137073 , 0.103074 , 0.100344 , 0.14744 , 0.126562 , 0.131626 , 0.12799 , 0.102288 , 0.101828 , 0.102571 , 0.08292 , 0.090311 , 0.081995 , 0.110993 , 0.120813 , 0.136734 
 587 , 0.135739 , 0.102218 , 0.099615 , 0.146218 , 0.125361 , 0.130516 , 0.126963 , 0.101435 , 0.100994 , 0.101634 , 0.082286 , 0.089578 , 0.081398 , 0.110037 , 0.11987 , 0.135466 
 588 , 0.134501 , 0.101402 , 0.098915 , 0.144997 , 0.124268 , 0.129311 , 0.125859 , 0.100493 , 0.100057 , 0.1008 , 0.081656 , 0.088922 , 0.080772 , 0.109129 , 0.118857 , 0.134163 
 589 , 0.133259 , 0.100576 , 0.098218 , 0.143776 , 0.123185 , 0.1281 , 0.124764 , 0.099543 , 0.099118 , 0.099962 , 0.081023 , 0.088272 , 0.080148 , 0.108219 , 0.117844 , 0.132851 
 590 , 0.132018 , 0.099755 , 0.09752 , 0.142559 , 0.122095 , 0.126891 , 0.123664 , 0.098595 , 0.098181 , 0.099124 , 0.080391 , 0.087615 , 0.079525 , 0.107304 , 0.11683 , 0.131543 
 591 , 0.131121 , 0.099133 , 0.09709 , 0.141748 , 0.121214 , 0.126102 , 0.122941 , 0.098007 , 0.097525 , 0.098501 , 0.079938 , 0.087178 , 0.079182 , 0.106646 , 0.11616 , 0.130609 
 592 , 0.130335 , 0.098564 , 0.096743 , 0.141057 , 0.120387 , 0.125432 , 0.122327 , 0.097535 , 0.096944 , 0.097943 , 0.079539 , 0.086801 , 0.078924 , 0.106069 , 0.115579 , 0.129779 
 593 , 0.129547 , 0.097994 , 0.096397 , 0.140362 , 0.11956 , 0.124753 , 0.121704 , 0.097054 , 0.096361 , 0.097383 , 0.079143 , 0.086427 , 0.078667 , 0.105496 , 0.115001 , 0.128948 
 594 , 0.128818 , 0.097539 , 0.09608 , 0.139766 , 0.118857 , 0.124132 , 0.121144 , 0.096634 , 0.095881 , 0.096868 , 0.078841 , 0.086136 , 0.078421 , 0.104979 , 0.114486 , 0.128211 
 595 , 0.128183 , 0.097265 , 0.095802 , 0.139304 , 0.118345 , 0.123586 , 0.120661 , 0.096272 , 0.095553 , 0.096423 , 0.078657 , 0.085964 , 0.078193 , 0.104526 , 0.114015 , 0.127608 
 596 , 0.127547 , 0.096982 , 0.095527 , 0.138843 , 0.117826 , 0.123044 , 0.120181 , 0.095914 , 0.095221 , 0.095977 , 0.078476 , 0.085789 , 0.077962 , 0.10407 , 0.113543 , 0.127004 
 597 , 0.12692 , 0.096701 , 0.095266 , 0.138379 , 0.117322 , 0.122494 , 0.119704 , 0.095559 , 0.094882 , 0.095548 , 0.078291 , 0.08561 , 0.07774 , 0.103625 , 0.113068 , 0.126404 
 598 , 0.126336 , 0.096366 , 0.095093 , 0.137927 , 0.116904 , 0.121911 , 0.119302 , 0.095207 , 0.094448 , 0.095253 , 0.078079 , 0.08537 , 0.077548 , 0.103241 , 0.112565 , 0.125788 
 599 , 0.125751 , 0.096032 , 0.094925 , 0.137478 , 0.116477 , 0.121332 , 0.118902 , 0.094862 , 0.094016 , 0.094965 , 0.077865 , 0.085134 , 0.077354 , 0.102864 , 0.112075 , 0.125166 
 600 , 0.125164 , 0.09569 , 0.094753 , 0.137026 , 0.116047 , 0.120753 , 0.118505 , 0.094521 , 0.093584 , 0.094674 , 0.077655 , 0.084891 , 0.077169 , 0.102491 , 0.111591 , 0.124548 
 601 , 0.124671 , 0.095362 , 0.094637 , 0.13664 , 0.115703 , 0.120378 , 0.118198 , 0.094244 , 0.093361 , 0.094384 , 0.077476 , 0.08468 , 0.077077 , 0.102144 , 0.111258 , 0.124036 
 602 , 0.124231 , 0.095045 , 0.094547 , 0.136276 , 0.115389 , 0.120064 , 0.117917 , 0.093982 , 0.093211 , 0.094105 , 0.077301 , 0.084476 , 0.077021 , 0.101795 , 0.110994 , 0.123571 
 603 , 0.123783 , 0.094727 , 0.09446 , 0.135915 , 0.115079 , 0.119754 , 0.117633 , 0.093725 , 0.093057 , 0.093825 , 0.077129 , 0.08427 , 0.076962 , 0.101444 , 0.110721 , 0.123104 
 604 , 0.123308 , 0.094404 , 0.094299 , 0.135509 , 0.114774 , 0.119382 , 0.117299 , 0.093424 , 0.092865 , 0.093574 , 0.076926 , 0.084053 , 0.076832 , 0.101128 , 0.110438 , 0.122644 
 605 , 0.122775 , 0.094068 , 0.094008 , 0.135026 , 0.114473 , 0.118907 , 0.116891 , 0.093044 , 0.092597 , 0.093352 , 0.076666 , 0.083827 , 0.076583 , 0.10085 , 0.110088 , 0.122191 
 606 , 0.122233 , 0.09373 , 0.093724 , 0.134545 , 0.114173 , 0.118431 , 0.116486 , 0.092661 , 0.092333 , 0.093127 , 0.076404 , 0.083604 , 0.076333 , 0.100574 , 0.10974 , 0.121729 
 607 , 0.121698 , 0.093385 , 0.093434 , 0.134059 , 0.113866 , 0.117965 , 0.116079 , 0.092284 , 0.092061 , 0.092906 , 0.076142 , 0.083374 , 0.076093 , 0.100296 , 0.109397 , 0.121278 
 608 , 0.121291 , 0.092973 , 0.093163 , 0.133539 , 0.113484 , 0.117599 , 0.115739 , 0.09203 , 0.091753 , 0.092653 , 0.075808 , 0.083094 , 0.075905 , 0.10001 , 0.109135 , 0.120906 
 609 , 0.120873 , 0.092567 , 0.092896 , 0.133025 , 0.1131 , 0.117243 , 0.115398 , 0.091774 , 0.091434 , 0.092399 , 0.075479 , 0.08282 , 0.075733 , 0.099724 , 0.108883 , 0.120538 
 610 , 0.120463 , 0.092159 , 0.092626 , 0.132503 , 0.11272 , 0.116889 , 0.11506 , 0.091521 , 0.091124 , 0.092149 , 0.07515 , 0.082539 , 0.075553 , 0.09944 , 0.108632 , 0.120173 
 611 , 0.120082 , 0.091754 , 0.092331 , 0.132109 , 0.112388 , 0.116567 , 0.114702 , 0.091295 , 0.09091 , 0.091866 , 0.07486 , 0.082297 , 0.075351 , 0.099218 , 0.108392 , 0.119895 
 612 , 0.119734 , 0.091343 , 0.09203 , 0.131758 , 0.112075 , 0.116269 , 0.114326 , 0.091077 , 0.090736 , 0.091561 , 0.074576 , 0.082071 , 0.07513 , 0.099034 , 0.108147 , 0.11967 
 613 , 0.119389 , 0.090931 , 0.091732 , 0.13141 , 0.111759 , 0.115969 , 0.113954 , 0.090862 , 0.090565 , 0.091255 , 0.074297 , 0.081843 , 0.074913 , 0.098848 , 0.107904 , 0.119447 
 614 , 0.119161 , 0.090593 , 0.091512 , 0.131155 , 0.111516 , 0.115743 , 0.113703 , 0.090693 , 0.090408 , 0.091053 , 0.074071 , 0.081637 , 0.074731 , 0.09874 , 0.107749 , 0.119341 
 615 , 0.119156 , 0.090399 , 0.091454 , 0.131111 , 0.111403 , 0.115654 , 0.113708 , 0.09062 , 0.090288 , 0.091037 , 0.073951 , 0.081487 , 0.074615 , 0.0988 , 0.107781 , 0.11943 
 616 , 0.119147 , 0.090202 , 0.091396 , 0.131065 , 0.111283 , 0.115563 , 0.11371 , 0.090544 , 0.09017 , 0.091028 , 0.073831 , 0.081337 , 0.074505 , 0.09885 , 0.107814 , 0.119516 
 617 , 0.119143 , 0.090009 , 0.091343 , 0.131022 , 0.111172 , 0.115475 , 0.11372 , 0.090476 , 0.090056 , 0.091017 , 0.07371 , 0.081187 , 0.074393 , 0.098909 , 0.107852 , 0.119605 
 618 , 0.119235 , 0.089966 , 0.091352 , 0.131135 , 0.111165 , 0.115609 , 0.113904 , 0.090549 , 0.090197 , 0.091068 , 0.073658 , 0.081204 , 0.074451 , 0.099107 , 0.108095 , 0.119843 
 619 , 0.119325 , 0.089917 , 0.091343 , 0.13124 , 0.111158 , 0.115734 , 0.114073 , 0.090609 , 0.090326 , 0.091102 , 0.073593 , 0.081215 , 0.074506 , 0.09929 , 0.108322 , 0.120075 
 620 , 0.11941 , 0.089868 , 0.091339 , 0.13135 , 0.111146 , 0.115859 , 0.114241 , 0.090669 , 0.090459 , 0.09114 , 0.073528 , 0.081232 , 0.07456 , 0.099478 , 0.108548 , 0.12031 
 621 , 0.119426 , 0.089817 , 0.091277 , 0.131429 , 0.111154 , 0.115884 , 0.114299 , 0.090633 , 0.090476 , 0.091141 , 0.07344 , 0.081252 , 0.074528 , 0.099648 , 0.108684 , 0.120488 
 622 , 0.119411 , 0.089768 , 0.091217 , 0.131513 , 0.111187 , 0.115882 , 0.114324 , 0.090574 , 0.090453 , 0.091159 , 0.073348 , 0.081278 , 0.074466 , 0.099827 , 0.108788 , 0.120655 
 623 , 0.1194 , 0.089725 , 0.091156 , 0.131602 , 0.11122 , 0.115879 , 0.114349 , 0.090508 , 0.09043 , 0.091177 , 0.07326 , 0.081305 , 0.074404 , 0.100005 , 0.108895 , 0.120826 
 624 , 0.11945 , 0.089722 , 0.091183 , 0.131712 , 0.11128 , 0.115973 , 0.114449 , 0.090515 , 0.090453 , 0.091256 , 0.073195 , 0.081338 , 0.074401 , 0.100214 , 0.109062 , 0.121052 
 625 , 0.119626 , 0.08981 , 0.091355 , 0.131823 , 0.111391 , 0.116244 , 0.114694 , 0.090624 , 0.090525 , 0.091422 , 0.073192 , 0.081371 , 0.074502 , 0.100451 , 0.109386 , 0.121343 
 626 , 0.1198 , 0.0899 , 0.091523 , 0.131922 , 0.111498 , 0.116513 , 0.114937 , 0.090735 , 0.090594 , 0.091585 , 0.073191 , 0.081404 , 0.074605 , 0.100686 , 0.109719 , 0.121627 
 627 , 0.119974 , 0.08999 , 0.091696 , 0.132026 , 0.111605 , 0.116781 , 0.115185 , 0.090845 , 0.090668 , 0.091753 , 0.07319 , 0.081438 , 0.074708 , 0.100925 , 0.110056 , 0.12192 
 628 , 0.120268 , 0.090213 , 0.091851 , 0.132393 , 0.111911 , 0.117091 , 0.115422 , 0.091116 , 0.090876 , 0.091956 , 0.073404 , 0.081756 , 0.074927 , 0.101247 , 0.110471 , 0.122319 
 629 , 0.120562 , 0.09042 , 0.092012 , 0.132767 , 0.11222 , 0.117403 , 0.115649 , 0.091391 , 0.091099 , 0.092158 , 0.073616 , 0.082073 , 0.075151 , 0.10157 , 0.110873 , 0.122733 
 630 , 0.120861 , 0.090633 , 0.092174 , 0.133147 , 0.11253 , 0.117717 , 0.115883 , 0.091667 , 0.091322 , 0.092362 , 0.073829 , 0.082395 , 0.07537 , 0.1019 , 0.111281 , 0.123144 
 631 , 0.121258 , 0.090835 , 0.092423 , 0.133504 , 0.112857 , 0.118045 , 0.116185 , 0.091875 , 0.091572 , 0.092611 , 0.074027 , 0.082638 , 0.075532 , 0.102303 , 0.111686 , 0.123593 
 632 , 0.121717 , 0.091055 , 0.092735 , 0.133867 , 0.113188 , 0.118384 , 0.116558 , 0.092049 , 0.091835 , 0.092892 , 0.074222 , 0.082856 , 0.075656 , 0.10276 , 0.112063 , 0.124051 
 633 , 0.122172 , 0.091275 , 0.093041 , 0.134224 , 0.11352 , 0.118718 , 0.116937 , 0.092224 , 0.092098 , 0.093167 , 0.074422 , 0.083069 , 0.075785 , 0.103223 , 0.112441 , 0.124514 
 634 , 0.122614 , 0.091439 , 0.093343 , 0.134569 , 0.113849 , 0.119042 , 0.117279 , 0.09243 , 0.092362 , 0.093416 , 0.074579 , 0.083266 , 0.075927 , 0.103646 , 0.112784 , 0.124964 
 635 , 0.123012 , 0.091479 , 0.093616 , 0.134856 , 0.114181 , 0.119347 , 0.11752 , 0.092708 , 0.092634 , 0.09359 , 0.074652 , 0.08341 , 0.076096 , 0.103975 , 0.113073 , 0.125396 
 636 , 0.12341 , 0.091516 , 0.093886 , 0.13514 , 0.114508 , 0.119658 , 0.117751 , 0.092982 , 0.092903 , 0.093765 , 0.074725 , 0.083549 , 0.07626 , 0.104297 , 0.113357 , 0.125828 
 637 , 0.12381 , 0.091553 , 0.094151 , 0.135425 , 0.114841 , 0.119964 , 0.117987 , 0.093257 , 0.093173 , 0.093936 , 0.074798 , 0.083688 , 0.076424 , 0.10462 , 0.113647 , 0.126261 
 638 , 0.124038 , 0.091417 , 0.094157 , 0.135558 , 0.115142 , 0.120127 , 0.118067 , 0.09343 , 0.09333 , 0.094152 , 0.074827 , 0.083723 , 0.076471 , 0.104945 , 0.113724 , 0.126567 
 639 , 0.124257 , 0.091268 , 0.094161 , 0.135691 , 0.115446 , 0.120276 , 0.118149 , 0.093596 , 0.09348 , 0.094372 , 0.074856 , 0.083751 , 0.076514 , 0.105274 , 0.113794 , 0.12687 
 640 , 0.124476 , 0.091119 , 0.09416 , 0.135819 , 0.115751 , 0.120431 , 0.118237 , 0.093769 , 0.093636 , 0.094593 , 0.074879 , 0.083774 , 0.076556 , 0.105598 , 0.113869 , 0.127173 
 641 , 0.124591 , 0.090784 , 0.094085 , 0.135749 , 0.115934 , 0.120559 , 0.118265 , 0.093836 , 0.093671 , 0.09471 , 0.074768 , 0.08369 , 0.076516 , 0.105852 , 0.113963 , 0.127421 
 642 , 0.124642 , 0.090354 , 0.093971 , 0.135579 , 0.116066 , 0.120681 , 0.118278 , 0.09386 , 0.093653 , 0.094772 , 0.074586 , 0.083571 , 0.076437 , 0.106079 , 0.114093 , 0.127655 
 643 , 0.124694 , 0.089923 , 0.093857 , 0.135408 , 0.116204 , 0.120802 , 0.118291 , 0.093884 , 0.093629 , 0.094834 , 0.074404 , 0.083451 , 0.076363 , 0.106302 , 0.114229 , 0.127884 
 644 , 0.124729 , 0.089516 , 0.093749 , 0.13529 , 0.116338 , 0.120933 , 0.118285 , 0.093946 , 0.093627 , 0.094882 , 0.074244 , 0.083353 , 0.076286 , 0.106538 , 0.11435 , 0.128133 
