AUG1LOF00135.spu,AUG1LOF00134.spu,AUG1LOF00133.spu,AUG1LOF00132.spu,AUG1LOF00131.spu,
Wavelength,AUG1LOF00136.spu,AUG1LOF00137.spu,AUG1LOF00138.spu,AUG1LOF00139.spu,AUG1LOF00140.spu,AUG1LOF00141.spu,AUG1LOF00142.spu,AUG1LOF00143.spu,AUG1LOF00144.spu,AUG1LOF00145.spu,AUG1LOF00146.spu,AUG1LOF00147.spu,AUG1LOF00148.spu,AUG1LOF00149.spu,AUG1LOF00150.spu,AUG1LOF00151.spu,AUG1LOF00152.spu,AUG1LOF00153.spu,AUG1LOF00154.spu,AUG1LOF00155.spu,AUG1LOF00156.spu,AUG1LOF00157.spu,AUG1LOF00158.spu,AUG1LOF00159.spu,AUG1LOF00160.spu,AUG1LOF00161.spu,AUG1LOF00162.spu,AUG1LOF00163.spu,AUG1LOF00164.spu,AUG1LOF00165.spu,AUG1LOF00166.spu,AUG1LOF00167.spu,AUG1LOF00168.spu,AUG1LOF00169.spu,AUG1LOF00170.spu,AUG1LOF00171.spu,AUG1LOF00172.spu,AUG1LOF00173.spu,AUG1LOF00174.spu,AUG1LOF00175.spu,AUG1LOF00176.spu,AUG1LOF00177.spu,AUG1LOF00178.spu,AUG1LOF00179.spu,AUG1LOF00180.spu,AUG1LOF00181.spu,AUG1LOF00182.spu,AUG1LOF00183.spu,AUG1LOF00184.spu,AUG1LOF00185.spu,AUG1LOF00186.spu,AUG1LOF00187.spu,AUG1LOF00188.spu,AUG1LOF00189.spu,AUG1LOF00190.spu,AUG1LOF00191.spu,AUG1LOF00192.spu,AUG1LOF00193.spu,AUG1LOF00194.spu,AUG1LOF00195.spu,AUG1LOF00196.spu,AUG1LOF00197.spu,AUG1LOF00198.spu,AUG1LOF00199.spu,AUG1LOF00200.spu,AUG1LOF00201.spu,AUG1LOF00202.spu,AUG1LOF00203.spu,AUG1LOF00204.spu,AUG1LOF00205.spu,AUG1LOF00206.spu,AUG1LOF00207.spu,AUG1LOF00208.spu,AUG1LOF00209.spu,AUG1LOF00210.spu
 755 , 0.284553 , 0.220704 , 0.335165 , 0.278117 , 0.219882 , 0.302556 , 0.338281 , 0.242998 , 0.291997 , 0.372499 , 0.196139 , 0.357596 , 0.31284 , 0.307263 , 0.363352 , 0.341533 , 0.311638 , 0.311865 , 0.224795 , 0.314158 , 0.245865 , 0.328629 , 0.266082 , 0.301333 , 0.257326 , 0.323779 , 0.245306 , 0.258406 , 0.32428 , 0.273952 , 0.353647 , 0.299714 , 0.322282 , 0.336995 , 0.307969 , 0.263741 , 0.289308 , 0.291554 , 0.299899 , 0.316515 , 0.264447 , 0.271696 , 0.183524 , 0.180472 , 0.269809 , 0.221695 , 0.254057 , 0.31166 , 0.255212 , 0.247705 , 0.266166 , 0.316467 , 0.283984 , 0.267157 , 0.212101 , 0.333526 , 0.282497 , 0.294232 , 0.265217 , 0.314475 , 0.388282 , 0.270652 , 0.350258 , 0.365624 , 0.32856 , 0.312962 , 0.315587 , 0.320816 , 0.326747 , 0.34593 , 0.257094 , 0.309799 , 0.262154 , 0.260014 , 0.30701 
 756 , 0.285027 , 0.220767 , 0.335167 , 0.277991 , 0.220213 , 0.302663 , 0.338551 , 0.243201 , 0.291937 , 0.372951 , 0.196797 , 0.357195 , 0.313177 , 0.307334 , 0.363761 , 0.34175 , 0.311625 , 0.312016 , 0.225217 , 0.314407 , 0.245739 , 0.328717 , 0.266579 , 0.301449 , 0.257495 , 0.323956 , 0.245623 , 0.258624 , 0.324399 , 0.274307 , 0.353426 , 0.299717 , 0.322251 , 0.336825 , 0.308374 , 0.263913 , 0.289699 , 0.291831 , 0.299802 , 0.316867 , 0.264747 , 0.272153 , 0.183844 , 0.180682 , 0.270131 , 0.221934 , 0.254269 , 0.311562 , 0.254982 , 0.248067 , 0.2666 , 0.316629 , 0.284462 , 0.267223 , 0.212021 , 0.333283 , 0.282884 , 0.294217 , 0.265206 , 0.314402 , 0.388559 , 0.27087 , 0.350332 , 0.365925 , 0.328485 , 0.313589 , 0.316239 , 0.321412 , 0.327434 , 0.346506 , 0.257173 , 0.309535 , 0.262008 , 0.260282 , 0.307234 
 757 , 0.285555 , 0.220849 , 0.335156 , 0.277849 , 0.220601 , 0.302777 , 0.338858 , 0.243432 , 0.291876 , 0.373444 , 0.197538 , 0.356745 , 0.313577 , 0.307419 , 0.364213 , 0.341995 , 0.311612 , 0.312177 , 0.225682 , 0.31468 , 0.245608 , 0.328824 , 0.267139 , 0.301573 , 0.25768 , 0.324166 , 0.245988 , 0.258874 , 0.324535 , 0.274718 , 0.353196 , 0.299729 , 0.322211 , 0.33664 , 0.308818 , 0.264113 , 0.290133 , 0.292156 , 0.299698 , 0.317263 , 0.265095 , 0.272674 , 0.184208 , 0.180923 , 0.270503 , 0.222201 , 0.254512 , 0.31147 , 0.254734 , 0.24847 , 0.267092 , 0.316825 , 0.285005 , 0.267303 , 0.211924 , 0.333027 , 0.283337 , 0.294205 , 0.265196 , 0.314327 , 0.388855 , 0.271126 , 0.350418 , 0.366251 , 0.328401 , 0.314284 , 0.316962 , 0.322069 , 0.32819 , 0.347144 , 0.257279 , 0.309241 , 0.261863 , 0.260585 , 0.307487 
 758 , 0.286244 , 0.221062 , 0.335004 , 0.277642 , 0.221251 , 0.302872 , 0.339316 , 0.243735 , 0.291906 , 0.374068 , 0.198489 , 0.356206 , 0.31439 , 0.307609 , 0.364798 , 0.342383 , 0.311585 , 0.312336 , 0.226319 , 0.315041 , 0.245494 , 0.32899 , 0.267831 , 0.301717 , 0.257952 , 0.324505 , 0.246508 , 0.259286 , 0.324715 , 0.275357 , 0.353018 , 0.299863 , 0.322157 , 0.336495 , 0.309353 , 0.264485 , 0.290698 , 0.292683 , 0.299579 , 0.317741 , 0.265677 , 0.273429 , 0.184723 , 0.18133 , 0.271098 , 0.22258 , 0.2549 , 0.311464 , 0.254548 , 0.248929 , 0.267768 , 0.317205 , 0.285777 , 0.267468 , 0.211797 , 0.332835 , 0.284117 , 0.294212 , 0.265163 , 0.314232 , 0.389068 , 0.271544 , 0.350602 , 0.366521 , 0.328297 , 0.315078 , 0.317777 , 0.322782 , 0.328969 , 0.347824 , 0.257537 , 0.308896 , 0.261807 , 0.261066 , 0.307825 
 759 , 0.287008 , 0.221313 , 0.334921 , 0.27742 , 0.221929 , 0.302998 , 0.339834 , 0.244049 , 0.291962 , 0.374816 , 0.199526 , 0.355624 , 0.31535 , 0.307879 , 0.365481 , 0.342877 , 0.311602 , 0.31256 , 0.227042 , 0.315477 , 0.245407 , 0.329214 , 0.268611 , 0.301924 , 0.258286 , 0.324854 , 0.247081 , 0.259744 , 0.324923 , 0.276061 , 0.352781 , 0.299981 , 0.322116 , 0.33638 , 0.309922 , 0.264862 , 0.291288 , 0.293258 , 0.299392 , 0.318246 , 0.266294 , 0.274224 , 0.185294 , 0.181766 , 0.271733 , 0.222993 , 0.25529 , 0.311423 , 0.254321 , 0.249372 , 0.268421 , 0.317599 , 0.286534 , 0.26759 , 0.211636 , 0.332505 , 0.284965 , 0.294132 , 0.265104 , 0.314103 , 0.389248 , 0.271965 , 0.350849 , 0.366744 , 0.328113 , 0.315903 , 0.318631 , 0.323522 , 0.329719 , 0.348537 , 0.257823 , 0.308521 , 0.261692 , 0.261471 , 0.308132 
 760 , 0.287841 , 0.221598 , 0.334836 , 0.277182 , 0.222669 , 0.303137 , 0.3404 , 0.24439 , 0.292023 , 0.375631 , 0.200658 , 0.354988 , 0.316399 , 0.308168 , 0.366223 , 0.34342 , 0.311626 , 0.312798 , 0.227822 , 0.31595 , 0.245319 , 0.329456 , 0.269463 , 0.302155 , 0.258645 , 0.325237 , 0.247711 , 0.260239 , 0.325142 , 0.276828 , 0.352533 , 0.300117 , 0.322075 , 0.336251 , 0.310549 , 0.265276 , 0.291928 , 0.293881 , 0.299182 , 0.318796 , 0.266971 , 0.275086 , 0.185918 , 0.182243 , 0.27243 , 0.223445 , 0.255709 , 0.311378 , 0.254073 , 0.249849 , 0.26913 , 0.31803 , 0.287356 , 0.267726 , 0.211461 , 0.332143 , 0.285883 , 0.29405 , 0.265044 , 0.31396 , 0.389443 , 0.27243 , 0.351113 , 0.366989 , 0.327914 , 0.3168 , 0.319556 , 0.324324 , 0.330533 , 0.349312 , 0.258138 , 0.30811 , 0.26157 , 0.261913 , 0.308464 
 761 , 0.288672 , 0.222311 , 0.335624 , 0.27773 , 0.223136 , 0.303779 , 0.341149 , 0.24485 , 0.292571 , 0.376571 , 0.201233 , 0.355637 , 0.317186 , 0.308837 , 0.36708 , 0.34448 , 0.312348 , 0.31345 , 0.228435 , 0.316735 , 0.245788 , 0.330192 , 0.270274 , 0.302826 , 0.259307 , 0.326159 , 0.248386 , 0.260921 , 0.326149 , 0.277761 , 0.353412 , 0.300853 , 0.322736 , 0.337059 , 0.311374 , 0.266005 , 0.292966 , 0.294688 , 0.299895 , 0.319722 , 0.267921 , 0.276167 , 0.186658 , 0.182892 , 0.273436 , 0.224228 , 0.256693 , 0.312399 , 0.254679 , 0.250631 , 0.269982 , 0.319077 , 0.288318 , 0.268562 , 0.212052 , 0.333047 , 0.287027 , 0.294867 , 0.26579 , 0.31489 , 0.390352 , 0.273236 , 0.352065 , 0.368156 , 0.328696 , 0.31798 , 0.32065 , 0.325477 , 0.331888 , 0.35064 , 0.258969 , 0.308919 , 0.262254 , 0.262607 , 0.309278 
 762 , 0.289595 , 0.223209 , 0.336772 , 0.278606 , 0.223575 , 0.304753 , 0.34212 , 0.245377 , 0.293378 , 0.377639 , 0.201715 , 0.356912 , 0.317996 , 0.309776 , 0.368174 , 0.345841 , 0.313487 , 0.314388 , 0.229108 , 0.317775 , 0.246515 , 0.331275 , 0.271174 , 0.303765 , 0.260159 , 0.327194 , 0.249186 , 0.261667 , 0.327281 , 0.278725 , 0.354555 , 0.301788 , 0.323534 , 0.338028 , 0.312221 , 0.266737 , 0.294021 , 0.295555 , 0.300918 , 0.320688 , 0.268806 , 0.277093 , 0.187258 , 0.183454 , 0.274422 , 0.224985 , 0.257658 , 0.313472 , 0.255409 , 0.251343 , 0.27068 , 0.320106 , 0.289121 , 0.269393 , 0.212771 , 0.334173 , 0.287953 , 0.295823 , 0.26665 , 0.31605 , 0.391325 , 0.274056 , 0.353001 , 0.369548 , 0.329669 , 0.319175 , 0.321635 , 0.326612 , 0.333236 , 0.351904 , 0.259804 , 0.309915 , 0.263134 , 0.263299 , 0.310229 
 763 , 0.290519 , 0.22411 , 0.337915 , 0.279472 , 0.224017 , 0.305722 , 0.34309 , 0.245904 , 0.294179 , 0.378705 , 0.202193 , 0.358194 , 0.318805 , 0.310715 , 0.369261 , 0.347199 , 0.314623 , 0.315326 , 0.229776 , 0.318815 , 0.247237 , 0.332358 , 0.272075 , 0.304708 , 0.261008 , 0.328223 , 0.249982 , 0.262419 , 0.328409 , 0.27969 , 0.355692 , 0.302718 , 0.324331 , 0.33899 , 0.313067 , 0.26747 , 0.295073 , 0.296422 , 0.301943 , 0.321653 , 0.269697 , 0.27802 , 0.187854 , 0.184018 , 0.275404 , 0.225744 , 0.258625 , 0.31454 , 0.256139 , 0.25205 , 0.271372 , 0.321136 , 0.289925 , 0.27023 , 0.213488 , 0.3353 , 0.288875 , 0.296774 , 0.267511 , 0.317213 , 0.3923 , 0.274872 , 0.353935 , 0.370936 , 0.330637 , 0.320366 , 0.32262 , 0.327742 , 0.334581 , 0.353164 , 0.260636 , 0.310906 , 0.264006 , 0.263986 , 0.31118 
 764 , 0.291373 , 0.224977 , 0.339348 , 0.280552 , 0.224368 , 0.306854 , 0.344131 , 0.246461 , 0.295132 , 0.379733 , 0.202357 , 0.360002 , 0.319422 , 0.311683 , 0.370403 , 0.34872 , 0.31596 , 0.316328 , 0.230273 , 0.319888 , 0.248145 , 0.333607 , 0.272855 , 0.30581 , 0.26188 , 0.329382 , 0.250726 , 0.263207 , 0.329797 , 0.280598 , 0.35718 , 0.303853 , 0.325398 , 0.340244 , 0.313901 , 0.268292 , 0.29611 , 0.297257 , 0.30331 , 0.322709 , 0.270622 , 0.27898 , 0.188376 , 0.184669 , 0.276383 , 0.226524 , 0.25977 , 0.315944 , 0.25721 , 0.252872 , 0.271995 , 0.322351 , 0.290799 , 0.271319 , 0.214423 , 0.336885 , 0.289734 , 0.298046 , 0.268681 , 0.318833 , 0.393545 , 0.275876 , 0.35509 , 0.372651 , 0.331999 , 0.32167 , 0.323631 , 0.328885 , 0.336086 , 0.354496 , 0.261624 , 0.31237 , 0.265271 , 0.264753 , 0.312262 
 765 , 0.292085 , 0.225768 , 0.341088 , 0.28191 , 0.224622 , 0.308207 , 0.345261 , 0.247164 , 0.296315 , 0.380812 , 0.202085 , 0.362464 , 0.319835 , 0.312803 , 0.371681 , 0.350474 , 0.317583 , 0.31744 , 0.230568 , 0.320971 , 0.249304 , 0.335045 , 0.273518 , 0.307168 , 0.262838 , 0.330643 , 0.251337 , 0.263989 , 0.331458 , 0.281334 , 0.358994 , 0.305053 , 0.326668 , 0.341832 , 0.314628 , 0.269192 , 0.296992 , 0.297976 , 0.305079 , 0.323764 , 0.271418 , 0.279795 , 0.188689 , 0.1853 , 0.27713 , 0.2272 , 0.260896 , 0.317527 , 0.258568 , 0.253696 , 0.272387 , 0.323453 , 0.291556 , 0.272631 , 0.215435 , 0.338673 , 0.290297 , 0.299504 , 0.270073 , 0.320819 , 0.394916 , 0.276967 , 0.356369 , 0.374499 , 0.333649 , 0.322923 , 0.324564 , 0.329853 , 0.337567 , 0.355626 , 0.262573 , 0.314246 , 0.266873 , 0.265457 , 0.313298 
 766 , 0.292743 , 0.226507 , 0.342722 , 0.283214 , 0.224871 , 0.309497 , 0.346342 , 0.247871 , 0.297457 , 0.381889 , 0.201824 , 0.364798 , 0.320253 , 0.313914 , 0.372937 , 0.35216 , 0.319149 , 0.31851 , 0.230857 , 0.321997 , 0.250428 , 0.336404 , 0.27416 , 0.308484 , 0.263776 , 0.331828 , 0.2519 , 0.264717 , 0.333024 , 0.282007 , 0.360677 , 0.306128 , 0.327825 , 0.343331 , 0.315289 , 0.270029 , 0.297784 , 0.298628 , 0.306756 , 0.324727 , 0.27211 , 0.280514 , 0.188951 , 0.185863 , 0.277764 , 0.227805 , 0.26189 , 0.31895 , 0.259809 , 0.254431 , 0.272708 , 0.324369 , 0.292201 , 0.273848 , 0.216328 , 0.340243 , 0.290755 , 0.300821 , 0.271327 , 0.322626 , 0.396158 , 0.277953 , 0.357523 , 0.376158 , 0.335151 , 0.324042 , 0.325412 , 0.330698 , 0.338904 , 0.356603 , 0.263393 , 0.315964 , 0.268347 , 0.266072 , 0.31421 
 767 , 0.293368 , 0.227206 , 0.344215 , 0.28441 , 0.225122 , 0.3107 , 0.34736 , 0.248545 , 0.298509 , 0.382882 , 0.201592 , 0.36694 , 0.320644 , 0.314944 , 0.374103 , 0.353728 , 0.320593 , 0.3195 , 0.231131 , 0.322958 , 0.251464 , 0.337658 , 0.274769 , 0.309695 , 0.264651 , 0.332948 , 0.252429 , 0.26539 , 0.334472 , 0.28265 , 0.362235 , 0.307124 , 0.328894 , 0.344713 , 0.315903 , 0.270818 , 0.29854 , 0.299243 , 0.308309 , 0.325611 , 0.272773 , 0.281193 , 0.189201 , 0.186389 , 0.278366 , 0.228391 , 0.262788 , 0.320269 , 0.260951 , 0.255107 , 0.273009 , 0.325246 , 0.292799 , 0.274979 , 0.217154 , 0.341696 , 0.291198 , 0.302034 , 0.272475 , 0.324287 , 0.397294 , 0.278868 , 0.358607 , 0.377679 , 0.336539 , 0.325092 , 0.326211 , 0.331506 , 0.340146 , 0.35752 , 0.264153 , 0.317545 , 0.269705 , 0.266662 , 0.315067 
 768 , 0.29399 , 0.227933 , 0.345247 , 0.285303 , 0.225519 , 0.31171 , 0.348322 , 0.249207 , 0.299345 , 0.383695 , 0.201541 , 0.368549 , 0.321032 , 0.315765 , 0.375054 , 0.355059 , 0.321698 , 0.320315 , 0.231415 , 0.323797 , 0.252266 , 0.338598 , 0.275347 , 0.310596 , 0.265349 , 0.333981 , 0.252942 , 0.265958 , 0.335667 , 0.283363 , 0.363483 , 0.30796 , 0.329756 , 0.345799 , 0.316472 , 0.271488 , 0.299355 , 0.299773 , 0.309533 , 0.326346 , 0.273489 , 0.281836 , 0.189506 , 0.186869 , 0.278989 , 0.229042 , 0.263384 , 0.321368 , 0.261867 , 0.255651 , 0.273304 , 0.326186 , 0.293304 , 0.275893 , 0.217853 , 0.342962 , 0.29171 , 0.303008 , 0.273304 , 0.325505 , 0.398165 , 0.27968 , 0.359594 , 0.378856 , 0.337664 , 0.326005 , 0.326939 , 0.332361 , 0.341131 , 0.358376 , 0.264838 , 0.318726 , 0.270797 , 0.267294 , 0.315873 
 769 , 0.294555 , 0.228622 , 0.346168 , 0.286089 , 0.225865 , 0.312609 , 0.349203 , 0.249805 , 0.30014 , 0.384417 , 0.201486 , 0.37006 , 0.32137 , 0.316488 , 0.37591 , 0.356325 , 0.322704 , 0.321116 , 0.231699 , 0.324602 , 0.253032 , 0.339501 , 0.275885 , 0.311419 , 0.265976 , 0.334935 , 0.253435 , 0.266483 , 0.336807 , 0.284041 , 0.364656 , 0.308803 , 0.330606 , 0.346819 , 0.317025 , 0.272069 , 0.30015 , 0.300244 , 0.310675 , 0.32711 , 0.274122 , 0.282458 , 0.189824 , 0.187342 , 0.279619 , 0.229625 , 0.26397 , 0.322368 , 0.262723 , 0.256171 , 0.273543 , 0.3271 , 0.293769 , 0.276677 , 0.218516 , 0.344218 , 0.292207 , 0.303895 , 0.274075 , 0.326629 , 0.398996 , 0.280488 , 0.36056 , 0.379985 , 0.338746 , 0.326893 , 0.327596 , 0.333171 , 0.341979 , 0.359195 , 0.265526 , 0.319818 , 0.271826 , 0.26789 , 0.316658 
 770 , 0.29509 , 0.229275 , 0.347048 , 0.286842 , 0.226195 , 0.313462 , 0.35005 , 0.250373 , 0.300906 , 0.385109 , 0.201432 , 0.371501 , 0.321689 , 0.317173 , 0.376726 , 0.35753 , 0.323669 , 0.32188 , 0.23197 , 0.325369 , 0.253758 , 0.340361 , 0.276407 , 0.312202 , 0.266573 , 0.335851 , 0.253903 , 0.266988 , 0.337893 , 0.284686 , 0.365778 , 0.3096 , 0.331424 , 0.347795 , 0.317557 , 0.272623 , 0.300911 , 0.300694 , 0.311761 , 0.327837 , 0.274727 , 0.283053 , 0.190126 , 0.187793 , 0.280217 , 0.230182 , 0.264531 , 0.323316 , 0.263535 , 0.256667 , 0.273773 , 0.327971 , 0.294214 , 0.277423 , 0.219145 , 0.345415 , 0.292679 , 0.304742 , 0.27481 , 0.327702 , 0.399784 , 0.281264 , 0.36148 , 0.381065 , 0.339775 , 0.327743 , 0.32822 , 0.333943 , 0.342787 , 0.359972 , 0.266179 , 0.320859 , 0.272804 , 0.26846 , 0.317407 
 771 , 0.295624 , 0.229832 , 0.347672 , 0.287356 , 0.22652 , 0.314123 , 0.350665 , 0.250825 , 0.30153 , 0.385763 , 0.201716 , 0.372313 , 0.322066 , 0.317714 , 0.3774 , 0.358481 , 0.324438 , 0.322496 , 0.232321 , 0.326045 , 0.25429 , 0.341027 , 0.276957 , 0.312742 , 0.267098 , 0.33658 , 0.254416 , 0.26745 , 0.338717 , 0.285309 , 0.366539 , 0.310175 , 0.331929 , 0.348434 , 0.318044 , 0.273125 , 0.301556 , 0.301125 , 0.312475 , 0.328402 , 0.275235 , 0.283676 , 0.190451 , 0.188136 , 0.280763 , 0.230578 , 0.265062 , 0.323924 , 0.264012 , 0.257088 , 0.274096 , 0.328554 , 0.294679 , 0.277891 , 0.219549 , 0.346145 , 0.293183 , 0.305335 , 0.275329 , 0.328402 , 0.400314 , 0.281839 , 0.362098 , 0.381857 , 0.340528 , 0.328449 , 0.328764 , 0.334491 , 0.343378 , 0.360581 , 0.266705 , 0.321457 , 0.27344 , 0.268962 , 0.318029 
 772 , 0.296205 , 0.230394 , 0.348302 , 0.287838 , 0.226863 , 0.314815 , 0.351265 , 0.251251 , 0.302047 , 0.386367 , 0.202123 , 0.372947 , 0.322451 , 0.318183 , 0.378026 , 0.359343 , 0.325182 , 0.322982 , 0.232636 , 0.326672 , 0.254729 , 0.341618 , 0.277507 , 0.313241 , 0.267628 , 0.337334 , 0.254935 , 0.267934 , 0.339476 , 0.285985 , 0.367285 , 0.310725 , 0.332382 , 0.349002 , 0.318572 , 0.273686 , 0.302205 , 0.301621 , 0.313073 , 0.328903 , 0.275886 , 0.284354 , 0.190839 , 0.188518 , 0.281343 , 0.231005 , 0.265639 , 0.324567 , 0.264492 , 0.257566 , 0.274549 , 0.329245 , 0.295274 , 0.27838 , 0.21999 , 0.34687 , 0.29379 , 0.306015 , 0.275902 , 0.329114 , 0.400893 , 0.282375 , 0.362664 , 0.382657 , 0.341308 , 0.329187 , 0.329366 , 0.335108 , 0.344134 , 0.361343 , 0.26726 , 0.322125 , 0.274149 , 0.269486 , 0.318641 
 773 , 0.296783 , 0.230945 , 0.348924 , 0.288315 , 0.227194 , 0.315496 , 0.351847 , 0.251669 , 0.302555 , 0.386958 , 0.202519 , 0.373568 , 0.32283 , 0.318646 , 0.378643 , 0.360193 , 0.325916 , 0.323458 , 0.232945 , 0.327283 , 0.255156 , 0.342197 , 0.278048 , 0.313734 , 0.268151 , 0.338072 , 0.255447 , 0.268415 , 0.34023 , 0.286648 , 0.368012 , 0.311265 , 0.332822 , 0.349552 , 0.319089 , 0.274239 , 0.302845 , 0.302106 , 0.313655 , 0.329398 , 0.276529 , 0.285018 , 0.191213 , 0.188897 , 0.28191 , 0.231426 , 0.266209 , 0.325199 , 0.264964 , 0.258037 , 0.274994 , 0.329926 , 0.29586 , 0.278861 , 0.22042 , 0.347584 , 0.294388 , 0.306675 , 0.276466 , 0.329815 , 0.401461 , 0.282897 , 0.363222 , 0.383444 , 0.342071 , 0.32991 , 0.329957 , 0.335708 , 0.344872 , 0.362093 , 0.267808 , 0.322777 , 0.274841 , 0.269997 , 0.319242 
 774 , 0.297335 , 0.231435 , 0.349439 , 0.288708 , 0.227541 , 0.316075 , 0.35243 , 0.252061 , 0.302992 , 0.387515 , 0.20291 , 0.374108 , 0.323241 , 0.319076 , 0.379229 , 0.360998 , 0.326566 , 0.323905 , 0.233252 , 0.327868 , 0.255519 , 0.342736 , 0.278584 , 0.314237 , 0.268613 , 0.338741 , 0.255928 , 0.268863 , 0.340882 , 0.287253 , 0.368578 , 0.311719 , 0.333185 , 0.350024 , 0.319576 , 0.274669 , 0.303449 , 0.302562 , 0.314136 , 0.329854 , 0.277128 , 0.285606 , 0.191569 , 0.189269 , 0.282435 , 0.231823 , 0.266685 , 0.325722 , 0.265357 , 0.258457 , 0.275386 , 0.330524 , 0.296341 , 0.279269 , 0.220716 , 0.348122 , 0.294923 , 0.30721 , 0.276953 , 0.330402 , 0.401974 , 0.283423 , 0.363718 , 0.384116 , 0.342688 , 0.330619 , 0.330481 , 0.336261 , 0.345578 , 0.36274 , 0.268279 , 0.323331 , 0.275466 , 0.27043 , 0.319746 
 775 , 0.297816 , 0.231812 , 0.349767 , 0.288986 , 0.227896 , 0.316493 , 0.352973 , 0.252368 , 0.303353 , 0.388034 , 0.203255 , 0.374489 , 0.323663 , 0.319465 , 0.379701 , 0.361637 , 0.327056 , 0.324303 , 0.233541 , 0.328401 , 0.255771 , 0.343178 , 0.279074 , 0.314711 , 0.268959 , 0.339327 , 0.256363 , 0.269247 , 0.341407 , 0.287733 , 0.368935 , 0.312001 , 0.333405 , 0.350396 , 0.320014 , 0.274988 , 0.304031 , 0.302975 , 0.314562 , 0.330257 , 0.277612 , 0.286143 , 0.19187 , 0.189618 , 0.282878 , 0.232239 , 0.267103 , 0.326192 , 0.265646 , 0.258818 , 0.275724 , 0.330796 , 0.296674 , 0.279613 , 0.22086 , 0.348455 , 0.295362 , 0.307589 , 0.277324 , 0.330823 , 0.402353 , 0.28386 , 0.364134 , 0.384652 , 0.343104 , 0.331271 , 0.330908 , 0.336723 , 0.346187 , 0.363142 , 0.268612 , 0.323653 , 0.275932 , 0.270773 , 0.320137 
 776 , 0.298271 , 0.232175 , 0.350066 , 0.289261 , 0.228252 , 0.316885 , 0.353502 , 0.252643 , 0.303717 , 0.388554 , 0.203584 , 0.374831 , 0.324072 , 0.319856 , 0.380148 , 0.362235 , 0.327519 , 0.324698 , 0.233826 , 0.328919 , 0.256004 , 0.343605 , 0.27954 , 0.315169 , 0.269284 , 0.339918 , 0.256795 , 0.269621 , 0.341922 , 0.288192 , 0.369284 , 0.312262 , 0.333606 , 0.350766 , 0.320438 , 0.275302 , 0.304604 , 0.303385 , 0.314998 , 0.330662 , 0.27806 , 0.286685 , 0.192153 , 0.189956 , 0.283302 , 0.232677 , 0.267532 , 0.32668 , 0.265934 , 0.259173 , 0.276055 , 0.330982 , 0.296999 , 0.279967 , 0.221 , 0.348784 , 0.295786 , 0.307965 , 0.27768 , 0.331233 , 0.402711 , 0.284269 , 0.364549 , 0.385177 , 0.343504 , 0.331907 , 0.331324 , 0.337176 , 0.346769 , 0.363507 , 0.268926 , 0.323933 , 0.27636 , 0.271112 , 0.320529 
 777 , 0.29872 , 0.232553 , 0.350374 , 0.289548 , 0.228588 , 0.317272 , 0.354017 , 0.252937 , 0.304066 , 0.389075 , 0.203881 , 0.375178 , 0.324472 , 0.320245 , 0.380589 , 0.362835 , 0.327981 , 0.325083 , 0.234106 , 0.329433 , 0.256237 , 0.344031 , 0.280007 , 0.315627 , 0.269619 , 0.34049 , 0.257228 , 0.269989 , 0.342435 , 0.288659 , 0.369634 , 0.312509 , 0.333804 , 0.35114 , 0.320851 , 0.275625 , 0.305159 , 0.303804 , 0.315434 , 0.331083 , 0.278496 , 0.287234 , 0.192432 , 0.1903 , 0.283725 , 0.233104 , 0.267975 , 0.327178 , 0.266217 , 0.259532 , 0.276385 , 0.331163 , 0.297327 , 0.280334 , 0.221158 , 0.349115 , 0.296191 , 0.308336 , 0.278036 , 0.331656 , 0.403052 , 0.284673 , 0.364962 , 0.385711 , 0.343892 , 0.332545 , 0.331737 , 0.337624 , 0.347337 , 0.36388 , 0.269244 , 0.324226 , 0.276793 , 0.271451 , 0.32091 
 778 , 0.29918 , 0.233032 , 0.350767 , 0.289882 , 0.228792 , 0.31761 , 0.354394 , 0.253313 , 0.304357 , 0.389596 , 0.20397 , 0.375606 , 0.324815 , 0.32065 , 0.381035 , 0.363472 , 0.328469 , 0.325434 , 0.234383 , 0.329862 , 0.256466 , 0.344461 , 0.280476 , 0.316066 , 0.270032 , 0.341001 , 0.257661 , 0.27036 , 0.342965 , 0.28915 , 0.369988 , 0.312751 , 0.334081 , 0.351499 , 0.321194 , 0.275961 , 0.305562 , 0.304276 , 0.31584 , 0.331633 , 0.278932 , 0.287816 , 0.192708 , 0.190663 , 0.284173 , 0.233452 , 0.268509 , 0.327705 , 0.266512 , 0.259942 , 0.276677 , 0.331568 , 0.297711 , 0.28081 , 0.221388 , 0.349513 , 0.296511 , 0.308737 , 0.278421 , 0.332133 , 0.403366 , 0.285104 , 0.365382 , 0.386341 , 0.344251 , 0.33322 , 0.332144 , 0.338009 , 0.347845 , 0.364381 , 0.26959 , 0.324654 , 0.277258 , 0.27178 , 0.321307 
