  time  ,1:37 PM",1:43 PM",1:50 PM",1:57 PM",2:02 PM",2:34 PM",2:40 PM",2:46 PM",2:52 PM",2:57 PM",3:02 PM",3:34 PM",3:39 PM",3:46 PM",3:53 PM",3:59 PM",4:33 PM",4:39 PM",4:44 PM",4:50 PM",4:56 PM",5:31 PM",5:37 PM",5:42 PM",5:48 PM",5:54 PM",6:27 PM",6:33 PM",6:38 PM",6:45 PM",6:50 PM",7:24 PM",7:30 PM",7:36 PM",7:42 PM",8:42 PM",8:47 PM",8:54 PM",8:59 PM",9:06 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 795 , 0.297857 , 0.315567 , 0.356827 , 0.336162 , 0.387163 , 0.321958 , 0.35675 , 0.314248 , 0.250627 , 0.351336 , 0.318911 , 0.268182 , 0.295652 , 0.30137 , 0.32437 , 0.323782 , 0.368321 , 0.384873 , 0.309933 , 0.38021 , 0.2906 , 0.379472 , 0.363968 , 0.36162 , 0.356459 , 0.356058 , 0.392053 , 0.366077 , 0.363082 , 0.445551 , 0.364841 , 0.397447 , 0.382111 , 0.327973 , 0.368205 , 0.288705 , 0.284035 , 0.276842 , 0.281732 , 0.343277 
 796 , 0.298143 , 0.316023 , 0.357196 , 0.336823 , 0.387599 , 0.322233 , 0.357137 , 0.314475 , 0.250942 , 0.351898 , 0.319397 , 0.26864 , 0.295903 , 0.301711 , 0.324525 , 0.324195 , 0.368716 , 0.385352 , 0.310434 , 0.380547 , 0.290923 , 0.379764 , 0.364371 , 0.362091 , 0.35693 , 0.356626 , 0.392307 , 0.366534 , 0.363367 , 0.446185 , 0.365167 , 0.397954 , 0.382457 , 0.328314 , 0.368709 , 0.28898 , 0.284337 , 0.277298 , 0.282077 , 0.343791 
 797 , 0.298454 , 0.316505 , 0.357626 , 0.337461 , 0.388068 , 0.322503 , 0.357562 , 0.314755 , 0.251258 , 0.352452 , 0.319864 , 0.269115 , 0.296224 , 0.302053 , 0.324701 , 0.32461 , 0.369109 , 0.385812 , 0.310897 , 0.380897 , 0.291251 , 0.380093 , 0.364791 , 0.362567 , 0.357393 , 0.357205 , 0.392575 , 0.366983 , 0.363656 , 0.446851 , 0.365511 , 0.398456 , 0.382836 , 0.328663 , 0.369213 , 0.289267 , 0.284702 , 0.277758 , 0.282381 , 0.344308 
 798 , 0.298805 , 0.317027 , 0.358238 , 0.337925 , 0.388631 , 0.322807 , 0.358122 , 0.31515 , 0.251567 , 0.352946 , 0.320248 , 0.269601 , 0.29674 , 0.302435 , 0.324995 , 0.32495 , 0.36948 , 0.386208 , 0.311144 , 0.381279 , 0.291551 , 0.380539 , 0.365265 , 0.36307 , 0.357875 , 0.35779 , 0.392871 , 0.367421 , 0.364005 , 0.447597 , 0.365804 , 0.398859 , 0.383267 , 0.329022 , 0.369681 , 0.289603 , 0.285252 , 0.278199 , 0.282596 , 0.344809 
 799 , 0.29915 , 0.317553 , 0.358816 , 0.338325 , 0.389209 , 0.32318 , 0.358758 , 0.315543 , 0.251909 , 0.353469 , 0.320604 , 0.270065 , 0.29727 , 0.30291 , 0.32534 , 0.325269 , 0.369875 , 0.386626 , 0.311308 , 0.381702 , 0.291832 , 0.381038 , 0.365738 , 0.363643 , 0.358452 , 0.35838 , 0.393196 , 0.367917 , 0.364404 , 0.448374 , 0.366056 , 0.399214 , 0.383712 , 0.329373 , 0.370174 , 0.289997 , 0.285788 , 0.278646 , 0.28288 , 0.345324 
 800 , 0.299499 , 0.318098 , 0.359413 , 0.338736 , 0.389794 , 0.323565 , 0.359407 , 0.315947 , 0.25226 , 0.353998 , 0.320959 , 0.270539 , 0.297811 , 0.303396 , 0.325696 , 0.325592 , 0.370277 , 0.387051 , 0.311477 , 0.382131 , 0.292116 , 0.381551 , 0.366223 , 0.364216 , 0.359035 , 0.35899 , 0.393522 , 0.368426 , 0.364809 , 0.449174 , 0.366315 , 0.399582 , 0.38417 , 0.32973 , 0.370674 , 0.290395 , 0.286342 , 0.279096 , 0.283169 , 0.345852 
 801 , 0.299844 , 0.318631 , 0.359819 , 0.339104 , 0.390185 , 0.323963 , 0.359773 , 0.316304 , 0.252624 , 0.354434 , 0.321258 , 0.270823 , 0.298145 , 0.303804 , 0.326074 , 0.326093 , 0.370575 , 0.387519 , 0.311737 , 0.382657 , 0.292342 , 0.381919 , 0.366713 , 0.364792 , 0.359499 , 0.359525 , 0.393851 , 0.36885 , 0.365112 , 0.449867 , 0.366621 , 0.399994 , 0.384546 , 0.330027 , 0.37117 , 0.290806 , 0.28682 , 0.27937 , 0.283546 , 0.346344 
 802 , 0.300262 , 0.319249 , 0.360282 , 0.339592 , 0.39061 , 0.324392 , 0.360125 , 0.316635 , 0.252966 , 0.35487 , 0.321601 , 0.271114 , 0.298533 , 0.30418 , 0.326403 , 0.326705 , 0.370837 , 0.388022 , 0.312114 , 0.383272 , 0.292643 , 0.38223 , 0.367279 , 0.365248 , 0.359863 , 0.360059 , 0.39422 , 0.369218 , 0.365379 , 0.450669 , 0.367011 , 0.400529 , 0.38491 , 0.330361 , 0.371597 , 0.291339 , 0.287303 , 0.279684 , 0.28389 , 0.346838 
 803 , 0.300686 , 0.319881 , 0.36076 , 0.340087 , 0.391037 , 0.324827 , 0.360491 , 0.316977 , 0.253316 , 0.355314 , 0.32195 , 0.271414 , 0.298925 , 0.304568 , 0.326739 , 0.327337 , 0.3711 , 0.388541 , 0.312497 , 0.383903 , 0.292961 , 0.38255 , 0.367861 , 0.365713 , 0.360241 , 0.360602 , 0.394597 , 0.369602 , 0.365654 , 0.451499 , 0.367408 , 0.401074 , 0.385282 , 0.3307 , 0.372046 , 0.291883 , 0.287804 , 0.28 , 0.284237 , 0.347346 
 804 , 0.301069 , 0.320416 , 0.361175 , 0.34062 , 0.391475 , 0.325156 , 0.360917 , 0.31724 , 0.253628 , 0.355932 , 0.322317 , 0.271733 , 0.29932 , 0.305024 , 0.327012 , 0.327864 , 0.371455 , 0.389019 , 0.312902 , 0.384384 , 0.293265 , 0.382892 , 0.368418 , 0.366094 , 0.360653 , 0.361109 , 0.394988 , 0.370082 , 0.365916 , 0.452334 , 0.367797 , 0.401571 , 0.385645 , 0.331059 , 0.372512 , 0.292492 , 0.288207 , 0.280435 , 0.284556 , 0.347784 
 805 , 0.301396 , 0.320839 , 0.361507 , 0.341083 , 0.391944 , 0.325391 , 0.361341 , 0.317572 , 0.253929 , 0.356696 , 0.322661 , 0.272139 , 0.299726 , 0.305491 , 0.327194 , 0.328261 , 0.372004 , 0.389439 , 0.313258 , 0.384681 , 0.293457 , 0.383256 , 0.368889 , 0.366444 , 0.361116 , 0.361593 , 0.395323 , 0.370559 , 0.366106 , 0.453042 , 0.36814 , 0.401864 , 0.385973 , 0.331362 , 0.373084 , 0.29304 , 0.288514 , 0.280926 , 0.284869 , 0.348154 
 806 , 0.301726 , 0.321273 , 0.361842 , 0.341537 , 0.392428 , 0.32564 , 0.361769 , 0.31795 , 0.254252 , 0.357488 , 0.323001 , 0.272576 , 0.300158 , 0.30596 , 0.327374 , 0.32865 , 0.372602 , 0.389869 , 0.313617 , 0.384964 , 0.293631 , 0.383635 , 0.369359 , 0.36682 , 0.361602 , 0.362094 , 0.395665 , 0.371034 , 0.366288 , 0.453746 , 0.368481 , 0.402125 , 0.3863 , 0.331661 , 0.373692 , 0.293578 , 0.288833 , 0.281429 , 0.285197 , 0.348529 
 807 , 0.302067 , 0.321644 , 0.362179 , 0.342008 , 0.392912 , 0.325863 , 0.362185 , 0.318332 , 0.254521 , 0.358159 , 0.323373 , 0.272989 , 0.300598 , 0.306347 , 0.327519 , 0.329055 , 0.373202 , 0.390288 , 0.313999 , 0.385234 , 0.293781 , 0.383952 , 0.369804 , 0.367213 , 0.362052 , 0.362553 , 0.39595 , 0.371473 , 0.366492 , 0.454459 , 0.368742 , 0.402427 , 0.386649 , 0.331979 , 0.374264 , 0.294142 , 0.289167 , 0.281936 , 0.285522 , 0.348892 
 808 , 0.302424 , 0.321815 , 0.362496 , 0.342569 , 0.393325 , 0.326006 , 0.362523 , 0.318597 , 0.254609 , 0.358507 , 0.323883 , 0.273268 , 0.300993 , 0.306494 , 0.327651 , 0.329498 , 0.373686 , 0.390639 , 0.314406 , 0.385521 , 0.293874 , 0.38407 , 0.370146 , 0.367655 , 0.362355 , 0.362805 , 0.396099 , 0.371839 , 0.366714 , 0.45511 , 0.368736 , 0.402869 , 0.387038 , 0.332319 , 0.374694 , 0.294713 , 0.289548 , 0.282362 , 0.285807 , 0.349131 
 809 , 0.302776 , 0.321982 , 0.362812 , 0.343195 , 0.393708 , 0.326126 , 0.362812 , 0.31874 , 0.254669 , 0.358883 , 0.324489 , 0.27351 , 0.301361 , 0.306671 , 0.327871 , 0.330001 , 0.374126 , 0.390993 , 0.314845 , 0.385892 , 0.293996 , 0.38418 , 0.370521 , 0.368135 , 0.362663 , 0.36302 , 0.396256 , 0.372259 , 0.366929 , 0.455745 , 0.368674 , 0.403412 , 0.387455 , 0.332683 , 0.375089 , 0.295317 , 0.289973 , 0.282769 , 0.286071 , 0.349321 
 810 , 0.30315 , 0.322158 , 0.363143 , 0.343864 , 0.394113 , 0.326262 , 0.363116 , 0.318899 , 0.254733 , 0.359275 , 0.32512 , 0.273769 , 0.301757 , 0.306849 , 0.328102 , 0.330529 , 0.374584 , 0.391368 , 0.315308 , 0.386276 , 0.294122 , 0.384308 , 0.370906 , 0.36864 , 0.362987 , 0.363244 , 0.396426 , 0.372704 , 0.367166 , 0.456412 , 0.368613 , 0.403986 , 0.387899 , 0.333065 , 0.375511 , 0.295955 , 0.290417 , 0.283202 , 0.286346 , 0.349524 
 811 , 0.30332 , 0.322463 , 0.363241 , 0.344294 , 0.394359 , 0.326563 , 0.363322 , 0.318831 , 0.255047 , 0.359487 , 0.325389 , 0.274218 , 0.30205 , 0.307311 , 0.328437 , 0.330908 , 0.374856 , 0.39163 , 0.315695 , 0.386668 , 0.294379 , 0.384197 , 0.371299 , 0.368916 , 0.363282 , 0.363506 , 0.396647 , 0.372969 , 0.367246 , 0.456771 , 0.368543 , 0.404446 , 0.388134 , 0.333385 , 0.37586 , 0.296178 , 0.290686 , 0.283565 , 0.286661 , 0.349759 
 812 , 0.303457 , 0.322757 , 0.363346 , 0.344734 , 0.394622 , 0.326981 , 0.363769 , 0.318928 , 0.255429 , 0.35964 , 0.325605 , 0.274749 , 0.302394 , 0.30781 , 0.328698 , 0.331334 , 0.375139 , 0.391993 , 0.316163 , 0.386972 , 0.294669 , 0.38409 , 0.371746 , 0.369225 , 0.363591 , 0.363939 , 0.396871 , 0.373183 , 0.367427 , 0.457223 , 0.368544 , 0.404862 , 0.388328 , 0.333746 , 0.376263 , 0.296379 , 0.290936 , 0.283994 , 0.287094 , 0.350082 
 813 , 0.303606 , 0.323074 , 0.363459 , 0.345202 , 0.394893 , 0.327416 , 0.364232 , 0.319033 , 0.255829 , 0.359801 , 0.32583 , 0.275311 , 0.302752 , 0.308331 , 0.328982 , 0.331772 , 0.375433 , 0.392377 , 0.31666 , 0.38729 , 0.294977 , 0.383987 , 0.372212 , 0.369545 , 0.363917 , 0.364389 , 0.397102 , 0.373408 , 0.367617 , 0.457693 , 0.36854 , 0.405301 , 0.388527 , 0.334117 , 0.376691 , 0.296591 , 0.291202 , 0.284453 , 0.287558 , 0.350426 
 814 , 0.303775 , 0.323362 , 0.363717 , 0.345666 , 0.395191 , 0.327793 , 0.364796 , 0.319327 , 0.25623 , 0.360147 , 0.326154 , 0.275749 , 0.303242 , 0.308711 , 0.329117 , 0.33221 , 0.375767 , 0.39263 , 0.317061 , 0.387592 , 0.295296 , 0.384069 , 0.372661 , 0.369916 , 0.364168 , 0.364892 , 0.397225 , 0.37361 , 0.367807 , 0.458212 , 0.368565 , 0.405664 , 0.388739 , 0.334524 , 0.377085 , 0.296866 , 0.291547 , 0.284768 , 0.287915 , 0.350746 
 815 , 0.304023 , 0.323683 , 0.364222 , 0.34608 , 0.395566 , 0.328068 , 0.365371 , 0.319661 , 0.256637 , 0.360699 , 0.32644 , 0.276092 , 0.303845 , 0.309044 , 0.329238 , 0.332583 , 0.376083 , 0.392693 , 0.317315 , 0.387979 , 0.295657 , 0.384347 , 0.373197 , 0.370323 , 0.364516 , 0.365405 , 0.397406 , 0.373888 , 0.368073 , 0.458918 , 0.368682 , 0.40621 , 0.389074 , 0.335053 , 0.377534 , 0.297285 , 0.291983 , 0.28504 , 0.288187 , 0.351163 
 816 , 0.304289 , 0.324022 , 0.364772 , 0.346501 , 0.395961 , 0.328347 , 0.365967 , 0.32 , 0.257067 , 0.361279 , 0.326727 , 0.27645 , 0.304481 , 0.30941 , 0.329376 , 0.332966 , 0.376413 , 0.392749 , 0.317557 , 0.388397 , 0.296046 , 0.38465 , 0.373771 , 0.370744 , 0.364903 , 0.365939 , 0.397615 , 0.374189 , 0.368362 , 0.459684 , 0.368815 , 0.40682 , 0.389441 , 0.335615 , 0.378012 , 0.297741 , 0.292442 , 0.285325 , 0.288468 , 0.351615 
 817 , 0.304655 , 0.324419 , 0.365313 , 0.346956 , 0.39638 , 0.328695 , 0.366514 , 0.32037 , 0.25742 , 0.361861 , 0.327048 , 0.276766 , 0.305019 , 0.309816 , 0.329642 , 0.333416 , 0.376671 , 0.392955 , 0.317845 , 0.388845 , 0.296386 , 0.385036 , 0.374317 , 0.37116 , 0.365341 , 0.366507 , 0.397931 , 0.374523 , 0.368696 , 0.460462 , 0.36906 , 0.407429 , 0.389799 , 0.33612 , 0.378517 , 0.298218 , 0.292913 , 0.285598 , 0.288762 , 0.352082 
 818 , 0.305265 , 0.324951 , 0.365694 , 0.347473 , 0.396837 , 0.329163 , 0.366934 , 0.320843 , 0.257558 , 0.362367 , 0.327499 , 0.277012 , 0.305367 , 0.310298 , 0.330073 , 0.334024 , 0.376877 , 0.393516 , 0.318241 , 0.389236 , 0.296637 , 0.385552 , 0.374665 , 0.371474 , 0.365838 , 0.367126 , 0.398392 , 0.374904 , 0.369022 , 0.461191 , 0.369502 , 0.407889 , 0.390099 , 0.336421 , 0.378992 , 0.298739 , 0.293391 , 0.285831 , 0.289098 , 0.352554 
 819 , 0.305928 , 0.325528 , 0.365986 , 0.348006 , 0.397333 , 0.329606 , 0.367318 , 0.321375 , 0.257678 , 0.362848 , 0.328048 , 0.277279 , 0.305756 , 0.310788 , 0.330437 , 0.3347 , 0.377163 , 0.394127 , 0.318656 , 0.389562 , 0.296886 , 0.38606 , 0.374925 , 0.371746 , 0.366322 , 0.36775 , 0.398816 , 0.375323 , 0.369295 , 0.461916 , 0.369934 , 0.408249 , 0.390385 , 0.33665 , 0.379435 , 0.299289 , 0.293886 , 0.28608 , 0.289444 , 0.353017 
 820 , 0.306597 , 0.326123 , 0.366277 , 0.34854 , 0.397834 , 0.330067 , 0.367722 , 0.321911 , 0.257798 , 0.363338 , 0.328608 , 0.277552 , 0.306163 , 0.311291 , 0.33081 , 0.33538 , 0.377461 , 0.39475 , 0.319082 , 0.389891 , 0.297147 , 0.386581 , 0.37519 , 0.372017 , 0.36682 , 0.36839 , 0.399259 , 0.375747 , 0.369574 , 0.462662 , 0.370379 , 0.408619 , 0.390683 , 0.336888 , 0.379877 , 0.299852 , 0.29438 , 0.286341 , 0.289803 , 0.353489 
 821 , 0.307026 , 0.326736 , 0.366714 , 0.348864 , 0.398371 , 0.330361 , 0.368287 , 0.322315 , 0.257992 , 0.363968 , 0.329126 , 0.278026 , 0.306634 , 0.3119 , 0.330863 , 0.335717 , 0.378159 , 0.395405 , 0.319548 , 0.390366 , 0.297332 , 0.387256 , 0.375791 , 0.372433 , 0.367442 , 0.368953 , 0.39958 , 0.376354 , 0.369804 , 0.463346 , 0.370923 , 0.408978 , 0.391046 , 0.337165 , 0.380356 , 0.300332 , 0.294723 , 0.286882 , 0.290171 , 0.354075 
 822 , 0.307449 , 0.327485 , 0.367377 , 0.349323 , 0.398948 , 0.330752 , 0.368897 , 0.322746 , 0.25825 , 0.364702 , 0.329741 , 0.278534 , 0.307084 , 0.312539 , 0.331082 , 0.336007 , 0.37885 , 0.396093 , 0.320111 , 0.391052 , 0.297531 , 0.387943 , 0.376594 , 0.373059 , 0.368038 , 0.369489 , 0.400069 , 0.377096 , 0.370287 , 0.463993 , 0.371566 , 0.409485 , 0.391506 , 0.337582 , 0.380982 , 0.300805 , 0.295158 , 0.287496 , 0.290591 , 0.35477 
 823 , 0.307869 , 0.328238 , 0.368039 , 0.349779 , 0.39953 , 0.331139 , 0.369514 , 0.323181 , 0.258504 , 0.365448 , 0.330361 , 0.279046 , 0.307532 , 0.313182 , 0.331312 , 0.336294 , 0.379546 , 0.39678 , 0.320686 , 0.391743 , 0.297733 , 0.388635 , 0.37741 , 0.373689 , 0.368639 , 0.370024 , 0.400556 , 0.377851 , 0.370768 , 0.464647 , 0.372222 , 0.410003 , 0.39197 , 0.337996 , 0.381614 , 0.301282 , 0.29559 , 0.288107 , 0.291022 , 0.355463 
 824 , 0.308383 , 0.328995 , 0.368841 , 0.350497 , 0.400049 , 0.33158 , 0.370192 , 0.323632 , 0.258845 , 0.366166 , 0.331001 , 0.279526 , 0.308183 , 0.31374 , 0.331801 , 0.336661 , 0.380002 , 0.397381 , 0.321006 , 0.392411 , 0.298001 , 0.389274 , 0.378058 , 0.374363 , 0.369165 , 0.370578 , 0.401069 , 0.378547 , 0.371316 , 0.46525 , 0.372764 , 0.410445 , 0.392493 , 0.338419 , 0.38216 , 0.30191 , 0.296043 , 0.288612 , 0.291528 , 0.356205 
 825 , 0.308981 , 0.329652 , 0.369601 , 0.351394 , 0.400487 , 0.331895 , 0.371002 , 0.323972 , 0.259294 , 0.366833 , 0.331502 , 0.279999 , 0.308857 , 0.314254 , 0.332268 , 0.337113 , 0.380271 , 0.39792 , 0.321156 , 0.392978 , 0.298352 , 0.389831 , 0.378594 , 0.374943 , 0.369718 , 0.37132 , 0.401598 , 0.379119 , 0.371789 , 0.466049 , 0.373169 , 0.410882 , 0.393033 , 0.33886 , 0.382749 , 0.30259 , 0.296495 , 0.289076 , 0.292043 , 0.356791 
 826 , 0.30959 , 0.33029 , 0.370356 , 0.35231 , 0.400919 , 0.332184 , 0.371828 , 0.324305 , 0.259757 , 0.367495 , 0.331976 , 0.280478 , 0.309521 , 0.314773 , 0.332723 , 0.337568 , 0.380523 , 0.398459 , 0.321298 , 0.393538 , 0.298711 , 0.390386 , 0.37912 , 0.375519 , 0.37028 , 0.372084 , 0.402136 , 0.379687 , 0.37225 , 0.466883 , 0.37357 , 0.411328 , 0.393572 , 0.33931 , 0.383343 , 0.30328 , 0.296949 , 0.289546 , 0.292553 , 0.357356 
 827 , 0.310095 , 0.330975 , 0.371021 , 0.353025 , 0.401349 , 0.332566 , 0.372577 , 0.324633 , 0.260283 , 0.368102 , 0.332338 , 0.280908 , 0.310116 , 0.315289 , 0.333202 , 0.338051 , 0.380752 , 0.398977 , 0.321528 , 0.394094 , 0.299112 , 0.390899 , 0.379618 , 0.376001 , 0.370827 , 0.372812 , 0.402622 , 0.380192 , 0.372688 , 0.467663 , 0.37396 , 0.411758 , 0.394025 , 0.339794 , 0.383892 , 0.303842 , 0.297376 , 0.290024 , 0.293032 , 0.357866 
 828 , 0.310343 , 0.331695 , 0.37146 , 0.353324 , 0.401797 , 0.33332 , 0.373168 , 0.324993 , 0.260867 , 0.368555 , 0.332525 , 0.281244 , 0.310585 , 0.315766 , 0.333715 , 0.338494 , 0.380956 , 0.39948 , 0.321866 , 0.394638 , 0.299497 , 0.391415 , 0.380043 , 0.376412 , 0.371349 , 0.373389 , 0.402986 , 0.380597 , 0.37312 , 0.468316 , 0.37442 , 0.412179 , 0.39434 , 0.34032 , 0.38429 , 0.304242 , 0.297768 , 0.290499 , 0.293507 , 0.358435 
 829 , 0.310511 , 0.332384 , 0.371841 , 0.353545 , 0.402288 , 0.33426 , 0.373737 , 0.325402 , 0.261422 , 0.368955 , 0.33273 , 0.281559 , 0.311037 , 0.316213 , 0.334225 , 0.338868 , 0.381196 , 0.400018 , 0.322198 , 0.395168 , 0.29982 , 0.391984 , 0.380463 , 0.376858 , 0.371855 , 0.373903 , 0.403305 , 0.381003 , 0.37355 , 0.468932 , 0.374934 , 0.412605 , 0.394655 , 0.340833 , 0.384636 , 0.304664 , 0.298152 , 0.290956 , 0.294028 , 0.359136 
 830 , 0.310694 , 0.333058 , 0.372228 , 0.353761 , 0.402787 , 0.335183 , 0.374318 , 0.325811 , 0.261951 , 0.369376 , 0.332961 , 0.281879 , 0.31149 , 0.31666 , 0.334719 , 0.339239 , 0.381454 , 0.400551 , 0.322537 , 0.395699 , 0.300124 , 0.392564 , 0.380887 , 0.377315 , 0.372366 , 0.374408 , 0.403624 , 0.381406 , 0.373993 , 0.469554 , 0.37546 , 0.413045 , 0.394979 , 0.341336 , 0.384984 , 0.305073 , 0.298546 , 0.291403 , 0.294532 , 0.359817 
 831 , 0.311054 , 0.333634 , 0.372663 , 0.354023 , 0.403443 , 0.335861 , 0.374917 , 0.326271 , 0.262194 , 0.370001 , 0.333524 , 0.282244 , 0.311904 , 0.31711 , 0.334989 , 0.339629 , 0.38199 , 0.401106 , 0.322842 , 0.396184 , 0.300351 , 0.393308 , 0.381361 , 0.377793 , 0.372891 , 0.374903 , 0.403976 , 0.381872 , 0.374516 , 0.470176 , 0.376127 , 0.413538 , 0.395458 , 0.341647 , 0.385405 , 0.305364 , 0.299086 , 0.291785 , 0.294813 , 0.360273 
 832 , 0.311546 , 0.334311 , 0.373255 , 0.354319 , 0.404095 , 0.336344 , 0.375439 , 0.326776 , 0.262433 , 0.37069 , 0.334125 , 0.282696 , 0.312479 , 0.317657 , 0.335286 , 0.340139 , 0.38256 , 0.401634 , 0.323181 , 0.396643 , 0.300705 , 0.394092 , 0.381834 , 0.37817 , 0.373476 , 0.375501 , 0.404337 , 0.382387 , 0.375024 , 0.47081 , 0.376739 , 0.414016 , 0.396027 , 0.341902 , 0.385961 , 0.305697 , 0.299689 , 0.292271 , 0.295071 , 0.360624 
 833 , 0.312038 , 0.334989 , 0.373853 , 0.354608 , 0.404748 , 0.336835 , 0.375955 , 0.327288 , 0.262672 , 0.371379 , 0.334733 , 0.283155 , 0.313054 , 0.318197 , 0.33559 , 0.340657 , 0.383131 , 0.402162 , 0.323513 , 0.397109 , 0.30106 , 0.394876 , 0.382301 , 0.378547 , 0.374068 , 0.376107 , 0.404692 , 0.382896 , 0.375533 , 0.471451 , 0.377351 , 0.414495 , 0.396604 , 0.342164 , 0.386518 , 0.306023 , 0.300299 , 0.292764 , 0.295329 , 0.360975 
 834 , 0.312516 , 0.335642 , 0.374393 , 0.355001 , 0.405076 , 0.337274 , 0.376343 , 0.327809 , 0.262877 , 0.372001 , 0.335345 , 0.283659 , 0.313401 , 0.318711 , 0.335947 , 0.34118 , 0.383575 , 0.402788 , 0.323938 , 0.397485 , 0.301413 , 0.395528 , 0.382786 , 0.378853 , 0.374621 , 0.376751 , 0.405007 , 0.38345 , 0.375831 , 0.472021 , 0.377829 , 0.414852 , 0.397084 , 0.342432 , 0.387087 , 0.306522 , 0.300922 , 0.293172 , 0.295751 , 0.361368 
 835 , 0.312942 , 0.336232 , 0.374942 , 0.355452 , 0.405299 , 0.337717 , 0.376828 , 0.328231 , 0.26306 , 0.372648 , 0.335976 , 0.284105 , 0.313578 , 0.319105 , 0.336342 , 0.341717 , 0.383896 , 0.403323 , 0.324321 , 0.397935 , 0.301791 , 0.396007 , 0.383329 , 0.379253 , 0.375135 , 0.377332 , 0.405299 , 0.383999 , 0.376158 , 0.472571 , 0.378224 , 0.415151 , 0.39743 , 0.342774 , 0.38762 , 0.306966 , 0.301543 , 0.293508 , 0.296168 , 0.361794 
 836 , 0.313364 , 0.336802 , 0.375489 , 0.355911 , 0.405519 , 0.338155 , 0.377318 , 0.328642 , 0.263245 , 0.373294 , 0.336608 , 0.284542 , 0.313737 , 0.319481 , 0.336746 , 0.342249 , 0.384208 , 0.403855 , 0.324686 , 0.398388 , 0.302167 , 0.396476 , 0.38387 , 0.379659 , 0.375641 , 0.377912 , 0.405595 , 0.384553 , 0.37649 , 0.473125 , 0.378616 , 0.415446 , 0.39776 , 0.343125 , 0.388157 , 0.3074 , 0.30216 , 0.293841 , 0.296575 , 0.36222 
 837 , 0.313766 , 0.337404 , 0.376065 , 0.356358 , 0.405809 , 0.338613 , 0.377882 , 0.328949 , 0.263576 , 0.373889 , 0.337072 , 0.284941 , 0.314125 , 0.319935 , 0.337141 , 0.342653 , 0.384513 , 0.40431 , 0.324922 , 0.398894 , 0.302535 , 0.396926 , 0.384444 , 0.380127 , 0.376169 , 0.378503 , 0.405988 , 0.385086 , 0.376928 , 0.473716 , 0.379001 , 0.415797 , 0.398128 , 0.343503 , 0.388713 , 0.307826 , 0.3027 , 0.294259 , 0.296967 , 0.362671 
 838 , 0.31415 , 0.338065 , 0.376587 , 0.356804 , 0.406189 , 0.339074 , 0.378467 , 0.32913 , 0.264067 , 0.374355 , 0.337291 , 0.285253 , 0.314751 , 0.320493 , 0.337533 , 0.342895 , 0.384824 , 0.404835 , 0.325088 , 0.399328 , 0.302845 , 0.397372 , 0.385003 , 0.380526 , 0.376698 , 0.379137 , 0.4065 , 0.385625 , 0.37734 , 0.474334 , 0.379386 , 0.416208 , 0.398581 , 0.343904 , 0.389239 , 0.30829 , 0.303142 , 0.294754 , 0.297373 , 0.363154 
 839 , 0.314531 , 0.338763 , 0.377038 , 0.357259 , 0.406587 , 0.339516 , 0.379006 , 0.329319 , 0.264568 , 0.374788 , 0.337465 , 0.285521 , 0.315366 , 0.321062 , 0.337921 , 0.343134 , 0.385143 , 0.405461 , 0.325315 , 0.399683 , 0.303119 , 0.397832 , 0.385544 , 0.380828 , 0.377231 , 0.379779 , 0.407021 , 0.386172 , 0.377673 , 0.474955 , 0.379793 , 0.416618 , 0.399068 , 0.344293 , 0.389727 , 0.30878 , 0.303575 , 0.295235 , 0.297789 , 0.363638 
 840 , 0.314913 , 0.339448 , 0.37751 , 0.357724 , 0.407015 , 0.339986 , 0.37954 , 0.329537 , 0.265042 , 0.375205 , 0.337661 , 0.285802 , 0.315948 , 0.321601 , 0.338316 , 0.343417 , 0.38544 , 0.406055 , 0.325555 , 0.400017 , 0.303394 , 0.398298 , 0.386075 , 0.38112 , 0.377759 , 0.380409 , 0.407526 , 0.38671 , 0.377987 , 0.475561 , 0.380216 , 0.417029 , 0.399554 , 0.344686 , 0.390216 , 0.309295 , 0.304002 , 0.295727 , 0.298204 , 0.364128 
 841 , 0.31531 , 0.340043 , 0.378017 , 0.358207 , 0.407631 , 0.340589 , 0.380008 , 0.329976 , 0.26534 , 0.375569 , 0.337941 , 0.286125 , 0.316382 , 0.321907 , 0.338722 , 0.343915 , 0.385623 , 0.406401 , 0.325834 , 0.400302 , 0.303653 , 0.398774 , 0.386508 , 0.38135 , 0.378238 , 0.380983 , 0.407929 , 0.387123 , 0.378266 , 0.476035 , 0.3807 , 0.417339 , 0.39997 , 0.345035 , 0.390636 , 0.309896 , 0.304344 , 0.296275 , 0.298571 , 0.364638 
