AUG6NANT00050.spu,AUG6NANT00049.spu,AUG6NANT00048.spu,AUG6NANT00047.spu,AUG6NANT00046.spu,
Wavelength,AUG6NANT00051.spu,AUG6NANT00052.spu,AUG6NANT00053.spu,AUG6NANT00054.spu,AUG6NANT00055.spu,AUG6NANT00056.spu,AUG6NANT00057.spu,AUG6NANT00058.spu,AUG6NANT00059.spu,AUG6NANT00060.spu,AUG6NANT00061.spu,AUG6NANT00062.spu,AUG6NANT00063.spu,AUG6NANT00064.spu,AUG6NANT00065.spu,AUG6NANT00066.spu,AUG6NANT00067.spu,AUG6NANT00068.spu,AUG6NANT00069.spu,AUG6NANT00070.spu
  (nm),8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1,8/6/2016 1
  time  ,28:08 AM,28:15 AM,28:20 AM,28:27 AM,28:35 AM,29:10 AM,29:17 AM,29:24 AM,29:31 AM,29:40 AM,30:09 AM,30:17 AM,31:03 AM,31:09 AM,31:16 AM,31:45 AM,31:50 AM,31:57 AM,32:04 AM,32:13 AM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 383 , 0.026581 , 0.022795 , 0.027485 , 0.023238 , 0.02511 , 0.012308 , 0.015166 , 0.012898 , 0.019859 , 0.020304 , 0.023336 , 0.018217 , 0.010169 , 0.02111 , 0.013611 , 0.02705 , 0.026297 , 0.014324 , 0.022013 , 0.019776 
 384 , 0.026747 , 0.023071 , 0.027496 , 0.023655 , 0.025454 , 0.012195 , 0.014939 , 0.013083 , 0.020035 , 0.020207 , 0.023531 , 0.01834 , 0.010404 , 0.021414 , 0.013703 , 0.026649 , 0.026308 , 0.014119 , 0.022318 , 0.019691 
 385 , 0.026892 , 0.023347 , 0.0275 , 0.024051 , 0.025759 , 0.012079 , 0.014721 , 0.013268 , 0.020208 , 0.020126 , 0.023695 , 0.018445 , 0.010637 , 0.021706 , 0.0138 , 0.026261 , 0.02634 , 0.013928 , 0.022622 , 0.019627 
 386 , 0.027163 , 0.023681 , 0.027705 , 0.024213 , 0.025979 , 0.012295 , 0.014829 , 0.013462 , 0.020304 , 0.020433 , 0.023937 , 0.018722 , 0.010852 , 0.022005 , 0.01402 , 0.026492 , 0.026582 , 0.01392 , 0.022848 , 0.019579 
 387 , 0.027503 , 0.024031 , 0.028027 , 0.024204 , 0.02614 , 0.012721 , 0.015146 , 0.013649 , 0.020337 , 0.020976 , 0.024215 , 0.019093 , 0.011045 , 0.022296 , 0.014309 , 0.02712 , 0.026943 , 0.014029 , 0.023019 , 0.019533 
 388 , 0.027815 , 0.024356 , 0.028322 , 0.024178 , 0.026293 , 0.013122 , 0.015441 , 0.013822 , 0.020357 , 0.021482 , 0.024463 , 0.019431 , 0.011227 , 0.02257 , 0.014578 , 0.027718 , 0.027273 , 0.01413 , 0.023187 , 0.019483 
 389 , 0.028096 , 0.024632 , 0.028541 , 0.024209 , 0.026466 , 0.013435 , 0.015673 , 0.013974 , 0.020459 , 0.021883 , 0.024785 , 0.019699 , 0.011393 , 0.02282 , 0.014802 , 0.028182 , 0.02756 , 0.014304 , 0.023287 , 0.019522 
 390 , 0.028317 , 0.024809 , 0.028555 , 0.024457 , 0.026737 , 0.013509 , 0.015748 , 0.014071 , 0.020868 , 0.022002 , 0.025408 , 0.019783 , 0.011524 , 0.02303 , 0.014922 , 0.028274 , 0.027759 , 0.014749 , 0.023181 , 0.019864 
 391 , 0.028528 , 0.024975 , 0.028569 , 0.024693 , 0.026988 , 0.013577 , 0.015818 , 0.014163 , 0.021259 , 0.022114 , 0.026005 , 0.019866 , 0.011649 , 0.023227 , 0.015034 , 0.02836 , 0.027951 , 0.015171 , 0.023072 , 0.020193 
 392 , 0.028731 , 0.025132 , 0.028583 , 0.024918 , 0.027227 , 0.013642 , 0.01588 , 0.014252 , 0.021635 , 0.022222 , 0.02658 , 0.019947 , 0.011768 , 0.023412 , 0.015141 , 0.028441 , 0.028137 , 0.015576 , 0.022964 , 0.020511 
 393 , 0.02874 , 0.025371 , 0.028769 , 0.025334 , 0.027448 , 0.01396 , 0.01616 , 0.014453 , 0.02202 , 0.022712 , 0.027049 , 0.020337 , 0.012129 , 0.023825 , 0.015527 , 0.028864 , 0.028532 , 0.015654 , 0.02344 , 0.020675 
 394 , 0.028719 , 0.025605 , 0.028969 , 0.02575 , 0.027647 , 0.014292 , 0.016453 , 0.01466 , 0.022378 , 0.023226 , 0.027472 , 0.020747 , 0.012502 , 0.024244 , 0.015931 , 0.029312 , 0.028935 , 0.015676 , 0.023974 , 0.020804 
 395 , 0.028701 , 0.025825 , 0.029157 , 0.02613 , 0.027835 , 0.0146 , 0.016725 , 0.01485 , 0.022707 , 0.0237 , 0.027856 , 0.021125 , 0.012843 , 0.02463 , 0.016302 , 0.029724 , 0.029305 , 0.015695 , 0.024467 , 0.02092 
 396 , 0.028951 , 0.026018 , 0.029472 , 0.026507 , 0.028204 , 0.014987 , 0.01711 , 0.015178 , 0.023158 , 0.024191 , 0.028306 , 0.021543 , 0.013112 , 0.024998 , 0.016579 , 0.030175 , 0.029714 , 0.016017 , 0.024925 , 0.021299 
 397 , 0.029439 , 0.026185 , 0.029894 , 0.026863 , 0.028721 , 0.015426 , 0.017583 , 0.015619 , 0.023695 , 0.024676 , 0.028791 , 0.021974 , 0.013295 , 0.025327 , 0.016755 , 0.030632 , 0.03014 , 0.016599 , 0.025334 , 0.021894 
 398 , 0.02986 , 0.026331 , 0.030257 , 0.027169 , 0.029167 , 0.015808 , 0.017992 , 0.016001 , 0.024161 , 0.025096 , 0.029208 , 0.02235 , 0.013455 , 0.025613 , 0.016909 , 0.03103 , 0.030509 , 0.017102 , 0.025689 , 0.022408 
 399 , 0.030231 , 0.02649 , 0.030583 , 0.027448 , 0.029565 , 0.016139 , 0.018353 , 0.016352 , 0.024589 , 0.025465 , 0.029594 , 0.022674 , 0.013622 , 0.025913 , 0.017068 , 0.03137 , 0.030847 , 0.017524 , 0.026027 , 0.022838 
 400 , 0.030585 , 0.026876 , 0.030902 , 0.027748 , 0.029982 , 0.016413 , 0.018676 , 0.016796 , 0.025116 , 0.025832 , 0.03007 , 0.022951 , 0.013953 , 0.026558 , 0.017417 , 0.03161 , 0.031256 , 0.01776 , 0.026573 , 0.023057 
 401 , 0.030901 , 0.027218 , 0.031188 , 0.028017 , 0.030349 , 0.016656 , 0.018961 , 0.017193 , 0.02558 , 0.026151 , 0.030494 , 0.0232 , 0.014249 , 0.027125 , 0.017723 , 0.031822 , 0.031617 , 0.017969 , 0.027054 , 0.023248 
 402 , 0.031179 , 0.027524 , 0.031441 , 0.028255 , 0.030677 , 0.016869 , 0.019215 , 0.017542 , 0.025996 , 0.026437 , 0.030867 , 0.023417 , 0.014508 , 0.027631 , 0.017998 , 0.032012 , 0.031939 , 0.018154 , 0.027483 , 0.023421 
 403 , 0.03135 , 0.027709 , 0.031628 , 0.028386 , 0.030928 , 0.017189 , 0.019426 , 0.017743 , 0.026289 , 0.026862 , 0.031222 , 0.023786 , 0.014771 , 0.027945 , 0.018304 , 0.032294 , 0.032146 , 0.018265 , 0.027701 , 0.023581 
 404 , 0.031483 , 0.027853 , 0.031789 , 0.028484 , 0.031149 , 0.017531 , 0.019611 , 0.017888 , 0.026538 , 0.027311 , 0.031553 , 0.024179 , 0.015023 , 0.028186 , 0.018606 , 0.032589 , 0.032311 , 0.018351 , 0.027849 , 0.023728 
 405 , 0.031605 , 0.02799 , 0.031939 , 0.028575 , 0.031355 , 0.01785 , 0.019787 , 0.018025 , 0.026766 , 0.027732 , 0.031864 , 0.024547 , 0.015258 , 0.028412 , 0.018888 , 0.032866 , 0.032464 , 0.018427 , 0.027986 , 0.023867 
 406 , 0.031802 , 0.028132 , 0.032088 , 0.028712 , 0.031605 , 0.018141 , 0.020004 , 0.018197 , 0.027078 , 0.028096 , 0.032237 , 0.024901 , 0.015513 , 0.028716 , 0.019151 , 0.033106 , 0.03268 , 0.018603 , 0.028124 , 0.024088 
 407 , 0.032119 , 0.028287 , 0.032237 , 0.028929 , 0.031944 , 0.018402 , 0.020291 , 0.01843 , 0.02754 , 0.028401 , 0.032728 , 0.025248 , 0.01581 , 0.029157 , 0.019385 , 0.033293 , 0.033001 , 0.018942 , 0.028271 , 0.024452 
 408 , 0.032419 , 0.028438 , 0.032378 , 0.029135 , 0.032267 , 0.018647 , 0.020562 , 0.018655 , 0.027974 , 0.028692 , 0.033194 , 0.025576 , 0.016088 , 0.029573 , 0.019606 , 0.033472 , 0.033304 , 0.019262 , 0.028413 , 0.024793 
 409 , 0.032699 , 0.028576 , 0.032513 , 0.029329 , 0.032571 , 0.01888 , 0.020815 , 0.018863 , 0.028386 , 0.028965 , 0.033633 , 0.025889 , 0.016354 , 0.02997 , 0.019819 , 0.033642 , 0.033592 , 0.019566 , 0.028543 , 0.025115 
 410 , 0.032736 , 0.02874 , 0.032662 , 0.029552 , 0.032757 , 0.019349 , 0.021143 , 0.019162 , 0.028861 , 0.029544 , 0.03416 , 0.026276 , 0.016689 , 0.030418 , 0.020194 , 0.034031 , 0.03396 , 0.019603 , 0.028853 , 0.025298 
 411 , 0.032774 , 0.028898 , 0.032803 , 0.029762 , 0.032933 , 0.019794 , 0.021453 , 0.019446 , 0.029305 , 0.030088 , 0.034655 , 0.026644 , 0.016999 , 0.030838 , 0.020544 , 0.0344 , 0.034312 , 0.019639 , 0.029146 , 0.025471 
 412 , 0.032806 , 0.029046 , 0.032937 , 0.029965 , 0.033097 , 0.02021 , 0.021744 , 0.019712 , 0.029724 , 0.030606 , 0.035125 , 0.026988 , 0.017297 , 0.031234 , 0.020876 , 0.034745 , 0.034644 , 0.019674 , 0.029417 , 0.025635 
 413 , 0.032991 , 0.029192 , 0.033123 , 0.030167 , 0.033398 , 0.020562 , 0.022085 , 0.020011 , 0.030205 , 0.031092 , 0.035502 , 0.02739 , 0.017552 , 0.031672 , 0.021118 , 0.035052 , 0.034904 , 0.019897 , 0.029701 , 0.025897 
 414 , 0.033244 , 0.029331 , 0.033325 , 0.030367 , 0.033765 , 0.020877 , 0.02245 , 0.020323 , 0.030704 , 0.031556 , 0.035828 , 0.027809 , 0.017782 , 0.032123 , 0.021307 , 0.035325 , 0.03512 , 0.020208 , 0.029979 , 0.026197 
 415 , 0.03349 , 0.029467 , 0.033524 , 0.030559 , 0.034116 , 0.021175 , 0.022791 , 0.020618 , 0.031176 , 0.031999 , 0.036134 , 0.028207 , 0.018 , 0.032552 , 0.021488 , 0.035589 , 0.035328 , 0.020503 , 0.030246 , 0.026489 
 416 , 0.033705 , 0.029617 , 0.033723 , 0.030758 , 0.034477 , 0.021474 , 0.023128 , 0.020944 , 0.031646 , 0.032417 , 0.036497 , 0.028587 , 0.018242 , 0.03302 , 0.021702 , 0.03583 , 0.035558 , 0.020758 , 0.030521 , 0.02676 
 417 , 0.033876 , 0.029811 , 0.033937 , 0.030994 , 0.034903 , 0.021798 , 0.023471 , 0.021361 , 0.032147 , 0.032793 , 0.037027 , 0.028958 , 0.018561 , 0.033634 , 0.022011 , 0.036039 , 0.035861 , 0.020932 , 0.030834 , 0.027016 
 418 , 0.034044 , 0.030004 , 0.034149 , 0.03122 , 0.035317 , 0.022112 , 0.023799 , 0.021768 , 0.032628 , 0.03316 , 0.037539 , 0.029312 , 0.01887 , 0.034223 , 0.022308 , 0.036241 , 0.036154 , 0.021097 , 0.031138 , 0.027259 
 419 , 0.034205 , 0.030188 , 0.03435 , 0.031441 , 0.035717 , 0.022411 , 0.024115 , 0.022161 , 0.033093 , 0.033509 , 0.03803 , 0.029658 , 0.019169 , 0.034793 , 0.022599 , 0.036436 , 0.036436 , 0.021258 , 0.031432 , 0.027493 
 420 , 0.034456 , 0.030373 , 0.034549 , 0.03162 , 0.036024 , 0.022776 , 0.024449 , 0.022467 , 0.033479 , 0.033985 , 0.038495 , 0.030091 , 0.019534 , 0.035293 , 0.022925 , 0.036817 , 0.036747 , 0.021379 , 0.031686 , 0.027673 
 421 , 0.034705 , 0.030554 , 0.034741 , 0.031789 , 0.036316 , 0.023138 , 0.024775 , 0.022762 , 0.033847 , 0.034457 , 0.03894 , 0.030524 , 0.019904 , 0.035772 , 0.023253 , 0.037205 , 0.03705 , 0.021497 , 0.031926 , 0.027842 
 422 , 0.034951 , 0.030728 , 0.034928 , 0.031959 , 0.0366 , 0.023487 , 0.025092 , 0.023043 , 0.034204 , 0.034919 , 0.039378 , 0.030941 , 0.02026 , 0.03624 , 0.023572 , 0.037586 , 0.037351 , 0.021611 , 0.032159 , 0.028008 
 423 , 0.035188 , 0.03092 , 0.03509 , 0.032145 , 0.036922 , 0.023824 , 0.025455 , 0.023341 , 0.034643 , 0.035345 , 0.039796 , 0.031332 , 0.020575 , 0.03669 , 0.023855 , 0.037883 , 0.03766 , 0.021799 , 0.032368 , 0.028284 
 424 , 0.035416 , 0.031128 , 0.035222 , 0.032353 , 0.037279 , 0.024151 , 0.025857 , 0.023652 , 0.035155 , 0.035739 , 0.040206 , 0.031693 , 0.020851 , 0.037126 , 0.024119 , 0.038105 , 0.037975 , 0.022058 , 0.03256 , 0.028654 
 425 , 0.035646 , 0.031334 , 0.035358 , 0.032557 , 0.037635 , 0.024469 , 0.026255 , 0.023955 , 0.03566 , 0.036129 , 0.040608 , 0.032051 , 0.021127 , 0.037554 , 0.024384 , 0.038325 , 0.038289 , 0.022309 , 0.032751 , 0.02902 
 426 , 0.035849 , 0.031531 , 0.035487 , 0.032786 , 0.037988 , 0.024798 , 0.026638 , 0.024268 , 0.036139 , 0.036529 , 0.041015 , 0.032415 , 0.0214 , 0.037988 , 0.024644 , 0.038554 , 0.038595 , 0.022542 , 0.032954 , 0.029352 
 427 , 0.035956 , 0.031697 , 0.035619 , 0.033133 , 0.038328 , 0.025157 , 0.026961 , 0.024638 , 0.036537 , 0.036987 , 0.041446 , 0.032797 , 0.021675 , 0.038446 , 0.024934 , 0.038855 , 0.038892 , 0.022675 , 0.033233 , 0.029543 
 428 , 0.036061 , 0.031862 , 0.035746 , 0.033471 , 0.038673 , 0.025516 , 0.027285 , 0.025005 , 0.036927 , 0.037447 , 0.041873 , 0.03318 , 0.021951 , 0.038906 , 0.02522 , 0.039152 , 0.039184 , 0.022804 , 0.033508 , 0.029733 
 429 , 0.036165 , 0.032027 , 0.035872 , 0.03381 , 0.039009 , 0.025872 , 0.027605 , 0.025369 , 0.037317 , 0.037898 , 0.042297 , 0.033554 , 0.022219 , 0.039357 , 0.025502 , 0.039448 , 0.039471 , 0.022932 , 0.033783 , 0.029923 
 430 , 0.036413 , 0.032238 , 0.03617 , 0.034011 , 0.039435 , 0.02631 , 0.028027 , 0.02574 , 0.037846 , 0.038392 , 0.042732 , 0.034011 , 0.022526 , 0.039839 , 0.025795 , 0.03982 , 0.039843 , 0.023228 , 0.034176 , 0.030278 
 431 , 0.036685 , 0.032454 , 0.036496 , 0.034177 , 0.039873 , 0.026758 , 0.028471 , 0.026115 , 0.038395 , 0.038884 , 0.043153 , 0.034482 , 0.022831 , 0.040312 , 0.026088 , 0.040201 , 0.040229 , 0.023556 , 0.034588 , 0.030661 
 432 , 0.036958 , 0.032665 , 0.036819 , 0.034338 , 0.040299 , 0.027196 , 0.028901 , 0.026476 , 0.038933 , 0.03937 , 0.04357 , 0.034937 , 0.02313 , 0.040782 , 0.026373 , 0.040573 , 0.040606 , 0.023878 , 0.034993 , 0.031039 
 433 , 0.037378 , 0.033032 , 0.037242 , 0.034676 , 0.040895 , 0.027665 , 0.02937 , 0.026972 , 0.039589 , 0.039968 , 0.044155 , 0.035444 , 0.02352 , 0.041429 , 0.026756 , 0.041064 , 0.041125 , 0.024218 , 0.035519 , 0.031486 
 434 , 0.037988 , 0.033593 , 0.037794 , 0.035234 , 0.04171 , 0.028174 , 0.029885 , 0.027633 , 0.040406 , 0.040719 , 0.044953 , 0.036016 , 0.024015 , 0.042303 , 0.027254 , 0.04171 , 0.041819 , 0.024584 , 0.036196 , 0.032019 
 435 , 0.038588 , 0.034144 , 0.038338 , 0.035781 , 0.042503 , 0.02867 , 0.030392 , 0.028281 , 0.041203 , 0.041452 , 0.045737 , 0.036582 , 0.0245 , 0.04316 , 0.027743 , 0.042345 , 0.042498 , 0.024941 , 0.03686 , 0.032542 
 436 , 0.039194 , 0.034696 , 0.038883 , 0.036333 , 0.043294 , 0.029178 , 0.030903 , 0.028921 , 0.041997 , 0.042191 , 0.046529 , 0.037154 , 0.024982 , 0.044018 , 0.028241 , 0.042993 , 0.043187 , 0.025302 , 0.037523 , 0.033064 
 437 , 0.039985 , 0.035425 , 0.039648 , 0.037074 , 0.044287 , 0.029925 , 0.031623 , 0.029663 , 0.04294 , 0.043207 , 0.047648 , 0.038064 , 0.025599 , 0.045118 , 0.028955 , 0.04397 , 0.044113 , 0.025836 , 0.038341 , 0.033767 
 438 , 0.040781 , 0.036157 , 0.040408 , 0.037811 , 0.045275 , 0.030681 , 0.032345 , 0.030403 , 0.043888 , 0.044221 , 0.048764 , 0.038971 , 0.026213 , 0.046218 , 0.029667 , 0.044942 , 0.045038 , 0.026369 , 0.039163 , 0.034468 
 439 , 0.041575 , 0.036891 , 0.041174 , 0.03855 , 0.046263 , 0.031427 , 0.033066 , 0.031145 , 0.044835 , 0.045231 , 0.049878 , 0.03988 , 0.026826 , 0.047316 , 0.03038 , 0.045919 , 0.045965 , 0.026898 , 0.039983 , 0.035166 
 440 , 0.0423 , 0.037512 , 0.041835 , 0.039233 , 0.047187 , 0.032072 , 0.033725 , 0.031785 , 0.045752 , 0.046123 , 0.050843 , 0.040641 , 0.027372 , 0.048209 , 0.03095 , 0.046743 , 0.04679 , 0.027419 , 0.040662 , 0.035863 
 441 , 0.043003 , 0.038091 , 0.042448 , 0.039894 , 0.04809 , 0.032672 , 0.034358 , 0.032376 , 0.046652 , 0.046964 , 0.051744 , 0.041333 , 0.027897 , 0.049015 , 0.031466 , 0.047514 , 0.047572 , 0.027929 , 0.04129 , 0.036563 
 442 , 0.043711 , 0.038673 , 0.043068 , 0.040554 , 0.04899 , 0.033271 , 0.034991 , 0.032971 , 0.047554 , 0.047805 , 0.052645 , 0.042028 , 0.028415 , 0.049826 , 0.031979 , 0.048282 , 0.048357 , 0.028437 , 0.041921 , 0.037264 
 443 , 0.044377 , 0.039253 , 0.043671 , 0.041212 , 0.049832 , 0.0339 , 0.035599 , 0.033585 , 0.048432 , 0.048649 , 0.053545 , 0.042727 , 0.028933 , 0.050647 , 0.032516 , 0.049045 , 0.049154 , 0.028922 , 0.042596 , 0.037944 
 444 , 0.044986 , 0.039833 , 0.04425 , 0.041863 , 0.050577 , 0.034587 , 0.036162 , 0.034241 , 0.049266 , 0.049496 , 0.054435 , 0.043427 , 0.029429 , 0.051494 , 0.033089 , 0.049787 , 0.049985 , 0.029363 , 0.043356 , 0.038582 
 445 , 0.045597 , 0.040416 , 0.044831 , 0.042513 , 0.051326 , 0.035269 , 0.036722 , 0.034903 , 0.050095 , 0.050344 , 0.055319 , 0.044127 , 0.029923 , 0.052341 , 0.033666 , 0.050533 , 0.05081 , 0.029806 , 0.044116 , 0.039224 
 446 , 0.046205 , 0.041003 , 0.045415 , 0.043161 , 0.052068 , 0.035953 , 0.037281 , 0.03556 , 0.05093 , 0.051194 , 0.05621 , 0.044826 , 0.03042 , 0.053189 , 0.034237 , 0.051278 , 0.051631 , 0.030246 , 0.044876 , 0.039865 
 447 , 0.046584 , 0.041321 , 0.045828 , 0.0436 , 0.05271 , 0.036362 , 0.037795 , 0.035939 , 0.051503 , 0.051779 , 0.056743 , 0.045326 , 0.030755 , 0.053725 , 0.034568 , 0.051779 , 0.052118 , 0.030665 , 0.045371 , 0.040283 
 448 , 0.046955 , 0.041634 , 0.046234 , 0.044039 , 0.053347 , 0.036767 , 0.038305 , 0.036314 , 0.052071 , 0.05236 , 0.057272 , 0.04582 , 0.031084 , 0.054255 , 0.034896 , 0.05227 , 0.052599 , 0.031089 , 0.045866 , 0.040698 
 449 , 0.047327 , 0.041943 , 0.046648 , 0.044469 , 0.053983 , 0.037169 , 0.038817 , 0.03669 , 0.052642 , 0.052945 , 0.057798 , 0.046312 , 0.031409 , 0.054787 , 0.035224 , 0.052762 , 0.053082 , 0.031506 , 0.046357 , 0.041116 
 450 , 0.047659 , 0.042208 , 0.046904 , 0.044719 , 0.054408 , 0.037416 , 0.039086 , 0.036998 , 0.053064 , 0.053298 , 0.0582 , 0.046584 , 0.031662 , 0.055197 , 0.035454 , 0.053075 , 0.053418 , 0.031731 , 0.046675 , 0.041413 
 451 , 0.047964 , 0.042446 , 0.047067 , 0.044854 , 0.054695 , 0.037557 , 0.039204 , 0.037271 , 0.053385 , 0.053505 , 0.058531 , 0.046712 , 0.031856 , 0.055529 , 0.03563 , 0.053288 , 0.053665 , 0.031828 , 0.046889 , 0.04164 
 452 , 0.048264 , 0.042684 , 0.047229 , 0.044993 , 0.054987 , 0.037698 , 0.039316 , 0.037544 , 0.053706 , 0.053718 , 0.058863 , 0.046846 , 0.032056 , 0.055862 , 0.035806 , 0.053495 , 0.053918 , 0.031924 , 0.047103 , 0.041866 
 453 , 0.048466 , 0.042861 , 0.047346 , 0.045106 , 0.05522 , 0.037827 , 0.039409 , 0.037741 , 0.053946 , 0.0539 , 0.059117 , 0.046957 , 0.032215 , 0.056111 , 0.035952 , 0.053666 , 0.054106 , 0.032004 , 0.047272 , 0.042043 
 454 , 0.048366 , 0.042874 , 0.04733 , 0.045156 , 0.055293 , 0.037922 , 0.039414 , 0.037723 , 0.053915 , 0.054006 , 0.059157 , 0.047012 , 0.032288 , 0.056112 , 0.035993 , 0.053722 , 0.054126 , 0.032043 , 0.047302 , 0.042066 
 455 , 0.048271 , 0.042891 , 0.047313 , 0.045204 , 0.055363 , 0.038022 , 0.039422 , 0.037704 , 0.053895 , 0.054116 , 0.059201 , 0.047064 , 0.032353 , 0.056111 , 0.036038 , 0.053776 , 0.054144 , 0.032081 , 0.047336 , 0.042086 
 456 , 0.048176 , 0.042908 , 0.047301 , 0.045257 , 0.055431 , 0.038119 , 0.039424 , 0.037685 , 0.053867 , 0.054229 , 0.059243 , 0.047114 , 0.032422 , 0.056115 , 0.036075 , 0.053834 , 0.054167 , 0.032117 , 0.047368 , 0.042111 
 457 , 0.048197 , 0.04286 , 0.047257 , 0.045239 , 0.055507 , 0.038142 , 0.039447 , 0.037715 , 0.053932 , 0.054258 , 0.059257 , 0.047122 , 0.032407 , 0.056041 , 0.03605 , 0.053803 , 0.054152 , 0.032103 , 0.047359 , 0.04218 
 458 , 0.048226 , 0.042811 , 0.047218 , 0.045207 , 0.055578 , 0.038157 , 0.039468 , 0.037749 , 0.05401 , 0.054285 , 0.059269 , 0.047128 , 0.032378 , 0.055959 , 0.036013 , 0.053764 , 0.054134 , 0.032081 , 0.047341 , 0.042251 
 459 , 0.048264 , 0.04276 , 0.047171 , 0.045181 , 0.055653 , 0.038177 , 0.039487 , 0.037786 , 0.054086 , 0.054304 , 0.059278 , 0.047132 , 0.032349 , 0.055876 , 0.035974 , 0.053718 , 0.054114 , 0.032065 , 0.047328 , 0.042325 
 460 , 0.048179 , 0.042679 , 0.047041 , 0.045121 , 0.055611 , 0.038155 , 0.03942 , 0.037766 , 0.054085 , 0.054257 , 0.059219 , 0.047052 , 0.032288 , 0.055761 , 0.035912 , 0.053635 , 0.054041 , 0.032016 , 0.047286 , 0.042307 
 461 , 0.047992 , 0.042566 , 0.046839 , 0.045044 , 0.055467 , 0.038106 , 0.039276 , 0.037692 , 0.05402 , 0.054153 , 0.059088 , 0.046894 , 0.032199 , 0.055621 , 0.03582 , 0.053523 , 0.053915 , 0.03194 , 0.047219 , 0.042213 
 462 , 0.04781 , 0.042457 , 0.046635 , 0.044961 , 0.055325 , 0.038055 , 0.039131 , 0.037621 , 0.053953 , 0.054052 , 0.058965 , 0.046734 , 0.032109 , 0.055479 , 0.035733 , 0.053409 , 0.053794 , 0.031868 , 0.047151 , 0.042117 
 463 , 0.04762 , 0.042325 , 0.046436 , 0.044863 , 0.05517 , 0.037985 , 0.038989 , 0.037532 , 0.053855 , 0.053931 , 0.058806 , 0.046572 , 0.032012 , 0.055307 , 0.035626 , 0.05327 , 0.053642 , 0.031789 , 0.047063 , 0.042014 
 464 , 0.047424 , 0.042086 , 0.046242 , 0.044679 , 0.05496 , 0.037817 , 0.03888 , 0.037378 , 0.05362 , 0.053734 , 0.058502 , 0.046388 , 0.031877 , 0.055003 , 0.035463 , 0.05299 , 0.05337 , 0.031687 , 0.046898 , 0.041864 
 465 , 0.047227 , 0.041842 , 0.046047 , 0.0445 , 0.054747 , 0.037653 , 0.038775 , 0.037217 , 0.053389 , 0.05354 , 0.058197 , 0.046198 , 0.03174 , 0.054704 , 0.035298 , 0.052709 , 0.053092 , 0.031584 , 0.046731 , 0.041718 
 466 , 0.047034 , 0.041603 , 0.045851 , 0.044324 , 0.054533 , 0.037484 , 0.038673 , 0.037061 , 0.053157 , 0.053344 , 0.057892 , 0.046011 , 0.031597 , 0.054405 , 0.035132 , 0.052434 , 0.052819 , 0.031479 , 0.046568 , 0.041565 
 467 , 0.046908 , 0.041478 , 0.045715 , 0.044201 , 0.054428 , 0.037332 , 0.038541 , 0.036996 , 0.053016 , 0.053149 , 0.05778 , 0.0458 , 0.031485 , 0.054284 , 0.035019 , 0.052259 , 0.052691 , 0.031347 , 0.046418 , 0.041472 
 468 , 0.046801 , 0.041383 , 0.045591 , 0.044094 , 0.054351 , 0.037186 , 0.038401 , 0.036958 , 0.052897 , 0.052951 , 0.057715 , 0.045586 , 0.03137 , 0.054203 , 0.03492 , 0.052117 , 0.052595 , 0.031211 , 0.046275 , 0.041394 
 469 , 0.046692 , 0.041288 , 0.045466 , 0.043987 , 0.054273 , 0.037035 , 0.03826 , 0.036913 , 0.052784 , 0.052757 , 0.057649 , 0.045366 , 0.03126 , 0.05412 , 0.034816 , 0.05197 , 0.052498 , 0.031075 , 0.046127 , 0.041314 
 470 , 0.046681 , 0.041257 , 0.045417 , 0.043969 , 0.054279 , 0.037013 , 0.038171 , 0.036897 , 0.052741 , 0.052705 , 0.057665 , 0.045301 , 0.031231 , 0.0541 , 0.034791 , 0.051931 , 0.052483 , 0.03102 , 0.046101 , 0.041278 
 471 , 0.046789 , 0.041314 , 0.045462 , 0.044062 , 0.054385 , 0.037145 , 0.03815 , 0.036903 , 0.05279 , 0.052837 , 0.057786 , 0.04542 , 0.031307 , 0.054154 , 0.034855 , 0.052011 , 0.05258 , 0.031059 , 0.04622 , 0.041303 
 472 , 0.046897 , 0.041366 , 0.045513 , 0.044155 , 0.054491 , 0.037282 , 0.038124 , 0.036908 , 0.052839 , 0.052965 , 0.057912 , 0.045534 , 0.031377 , 0.054202 , 0.034914 , 0.052091 , 0.052676 , 0.031103 , 0.046339 , 0.041329 
 473 , 0.047011 , 0.041428 , 0.045569 , 0.044254 , 0.054608 , 0.037419 , 0.038119 , 0.036925 , 0.052909 , 0.053109 , 0.058044 , 0.045653 , 0.031448 , 0.054261 , 0.034983 , 0.052183 , 0.052777 , 0.031153 , 0.046458 , 0.041371 
 474 , 0.0472 , 0.041568 , 0.045744 , 0.044405 , 0.054857 , 0.037586 , 0.038287 , 0.037016 , 0.053175 , 0.053344 , 0.058285 , 0.045834 , 0.031516 , 0.054383 , 0.035128 , 0.052421 , 0.052948 , 0.031315 , 0.046588 , 0.04161 
