JUL14NANT00005.spu,JUL14NANT00004.spu,JUL14NANT00003.spu,
Wavelength,JUL14NANT00051.spu,JUL14NANT00052.spu,JUL14NANT00053.spu,JUL14NANT00054.spu,JUL14NANT00055.spu,JUL14NANT00056.spu,JUL14NANT00057.spu,JUL14NANT00058.spu,JUL14NANT00059.spu,JUL14NANT00060.spu,JUL14NANT00061.spu,JUL14NANT00062.spu,JUL14NANT00063.spu,JUL14NANT00064.spu,JUL14NANT00065.spu,JUL14NANT00066.spu,JUL14NANT00067.spu,JUL14NANT00068.spu,JUL14NANT00069.spu,JUL14NANT00070.spu
  (nm),7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 
  time  ,:36:01 A,:36:08 A,:36:15 A,:36:22 A,:36:28 A,:37:04 A,:37:11 A,:37:19 A,:37:27 A,:37:34 A,:37:59 A,:38:09 A,:38:17 A,:38:23 A,:38:29 A,:40:39 A,:40:48 A,:40:56 A,:41:01 A,:41:10 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 715 , 0.179581 , 0.191514 , 0.184383 , 0.153046 , 0.137101 , 0.177898 , 0.216196 , 0.204918 , 0.193461 , 0.172787 , 0.200982 , 0.143671 , 0.134135 , 0.160913 , 0.133013 , 0.173298 , 0.183651 , 0.187632 , 0.1982 , 0.167613 
 716 , 0.18314 , 0.19423 , 0.18668 , 0.154865 , 0.138838 , 0.179946 , 0.218317 , 0.208744 , 0.195804 , 0.174516 , 0.205249 , 0.146649 , 0.137298 , 0.163746 , 0.13512 , 0.176086 , 0.186751 , 0.190672 , 0.201775 , 0.170085 
 717 , 0.186753 , 0.196988 , 0.189015 , 0.156708 , 0.140598 , 0.182023 , 0.220467 , 0.21262 , 0.198181 , 0.176267 , 0.209582 , 0.149672 , 0.140502 , 0.166619 , 0.137262 , 0.178919 , 0.1899 , 0.193753 , 0.205409 , 0.172594 
 718 , 0.191063 , 0.20053 , 0.192179 , 0.159138 , 0.142883 , 0.184852 , 0.223592 , 0.217319 , 0.201329 , 0.178654 , 0.21508 , 0.153465 , 0.144398 , 0.170463 , 0.140044 , 0.182382 , 0.193694 , 0.197583 , 0.209832 , 0.175828 
 719 , 0.195426 , 0.20411 , 0.195374 , 0.161598 , 0.145202 , 0.187744 , 0.226769 , 0.222138 , 0.204533 , 0.181063 , 0.220631 , 0.157334 , 0.148374 , 0.174364 , 0.142944 , 0.185888 , 0.197554 , 0.201456 , 0.214339 , 0.179116 
 720 , 0.199864 , 0.207747 , 0.19862 , 0.164099 , 0.147557 , 0.190681 , 0.229995 , 0.22703 , 0.20779 , 0.183507 , 0.226266 , 0.161263 , 0.152406 , 0.178319 , 0.145888 , 0.189446 , 0.201473 , 0.205387 , 0.218916 , 0.182451 
 721 , 0.204254 , 0.21137 , 0.201873 , 0.166628 , 0.149913 , 0.193631 , 0.233284 , 0.231941 , 0.211149 , 0.185953 , 0.232017 , 0.165323 , 0.156506 , 0.182387 , 0.148944 , 0.192976 , 0.205406 , 0.209338 , 0.223503 , 0.185787 
 722 , 0.208603 , 0.214973 , 0.20512 , 0.169156 , 0.152267 , 0.196567 , 0.236642 , 0.236828 , 0.214558 , 0.188418 , 0.237845 , 0.169452 , 0.160612 , 0.186498 , 0.151835 , 0.196504 , 0.209324 , 0.213312 , 0.228073 , 0.189108 
 723 , 0.212974 , 0.218593 , 0.208373 , 0.171697 , 0.154628 , 0.199518 , 0.240014 , 0.241733 , 0.217985 , 0.190886 , 0.243698 , 0.173598 , 0.164734 , 0.190629 , 0.154729 , 0.200042 , 0.213261 , 0.217305 , 0.232667 , 0.192445 
 724 , 0.217376 , 0.222247 , 0.211655 , 0.174244 , 0.156981 , 0.202443 , 0.243404 , 0.246605 , 0.221388 , 0.193408 , 0.249655 , 0.177781 , 0.168897 , 0.194825 , 0.157629 , 0.203591 , 0.217178 , 0.221313 , 0.237242 , 0.195789 
 725 , 0.221741 , 0.225943 , 0.214938 , 0.176785 , 0.159292 , 0.20533 , 0.246786 , 0.251403 , 0.22473 , 0.196038 , 0.255806 , 0.18199 , 0.173117 , 0.199165 , 0.160609 , 0.207135 , 0.221045 , 0.225317 , 0.241741 , 0.199148 
 726 , 0.226065 , 0.229633 , 0.218208 , 0.179317 , 0.161592 , 0.208227 , 0.250149 , 0.256197 , 0.228063 , 0.198674 , 0.26196 , 0.186175 , 0.177327 , 0.203509 , 0.163623 , 0.210678 , 0.224911 , 0.229314 , 0.24622 , 0.202502 
 727 , 0.230372 , 0.23331 , 0.221462 , 0.181844 , 0.163884 , 0.211111 , 0.253503 , 0.260974 , 0.23138 , 0.201303 , 0.268097 , 0.190339 , 0.181517 , 0.207838 , 0.166625 , 0.214209 , 0.228765 , 0.233294 , 0.250683 , 0.205848 
 728 , 0.234551 , 0.236943 , 0.224671 , 0.184315 , 0.166202 , 0.214083 , 0.257017 , 0.265786 , 0.234752 , 0.203856 , 0.274258 , 0.194471 , 0.185681 , 0.212227 , 0.169663 , 0.217607 , 0.23251 , 0.237161 , 0.255064 , 0.209177 
 729 , 0.238774 , 0.240563 , 0.227904 , 0.186785 , 0.168507 , 0.217051 , 0.260564 , 0.270598 , 0.238148 , 0.206417 , 0.280376 , 0.198617 , 0.189873 , 0.216602 , 0.172732 , 0.22102 , 0.236287 , 0.241038 , 0.259459 , 0.212511 
 730 , 0.242949 , 0.244144 , 0.231105 , 0.189227 , 0.170782 , 0.219982 , 0.264067 , 0.275363 , 0.241509 , 0.208947 , 0.286427 , 0.20272 , 0.194018 , 0.220925 , 0.175767 , 0.224394 , 0.240023 , 0.244868 , 0.26381 , 0.21581 
 731 , 0.246965 , 0.247602 , 0.234248 , 0.191637 , 0.172939 , 0.222797 , 0.267452 , 0.279923 , 0.244791 , 0.211465 , 0.292243 , 0.206734 , 0.198023 , 0.225077 , 0.178675 , 0.227626 , 0.243626 , 0.248547 , 0.267996 , 0.21902 
 732 , 0.250794 , 0.250946 , 0.237274 , 0.193962 , 0.175007 , 0.225483 , 0.270719 , 0.284285 , 0.247985 , 0.213917 , 0.297864 , 0.210651 , 0.201851 , 0.229059 , 0.181434 , 0.23075 , 0.247078 , 0.25209 , 0.272054 , 0.222119 
 733 , 0.254584 , 0.254256 , 0.240269 , 0.196262 , 0.177057 , 0.22814 , 0.273951 , 0.288597 , 0.251143 , 0.216343 , 0.303417 , 0.214523 , 0.205644 , 0.233001 , 0.184167 , 0.233835 , 0.250488 , 0.255596 , 0.276068 , 0.225189 
 734 , 0.258179 , 0.257372 , 0.243078 , 0.198417 , 0.178973 , 0.230656 , 0.27697 , 0.292669 , 0.254082 , 0.218631 , 0.308701 , 0.218166 , 0.209212 , 0.236735 , 0.186743 , 0.236739 , 0.253689 , 0.258914 , 0.279837 , 0.22808 
 735 , 0.261412 , 0.260087 , 0.245561 , 0.200323 , 0.18066 , 0.232912 , 0.279595 , 0.296325 , 0.256567 , 0.220667 , 0.313531 , 0.221392 , 0.212396 , 0.24015 , 0.189064 , 0.239296 , 0.256494 , 0.26193 , 0.28315 , 0.230661 
 736 , 0.264597 , 0.262744 , 0.248011 , 0.202203 , 0.182328 , 0.235135 , 0.282172 , 0.299949 , 0.258995 , 0.222672 , 0.31832 , 0.224585 , 0.215548 , 0.243557 , 0.191361 , 0.241812 , 0.259258 , 0.26492 , 0.286411 , 0.233213 
 737 , 0.267742 , 0.265371 , 0.25042 , 0.204064 , 0.183974 , 0.237332 , 0.284719 , 0.303528 , 0.261396 , 0.224649 , 0.323053 , 0.22774 , 0.218657 , 0.246915 , 0.193631 , 0.244294 , 0.261983 , 0.267867 , 0.289634 , 0.235733 
 738 , 0.270211 , 0.267596 , 0.252263 , 0.205523 , 0.185337 , 0.239055 , 0.286778 , 0.306375 , 0.26344 , 0.226155 , 0.327007 , 0.230367 , 0.221189 , 0.249613 , 0.195479 , 0.246254 , 0.264137 , 0.270193 , 0.292141 , 0.237778 
 739 , 0.272726 , 0.269893 , 0.254131 , 0.20701 , 0.1867 , 0.240834 , 0.28887 , 0.309232 , 0.265562 , 0.227684 , 0.330987 , 0.233005 , 0.223761 , 0.252291 , 0.197337 , 0.24825 , 0.266334 , 0.272518 , 0.294664 , 0.23984 
 740 , 0.275233 , 0.272188 , 0.256 , 0.208497 , 0.188063 , 0.242605 , 0.29096 , 0.31209 , 0.267681 , 0.229209 , 0.334961 , 0.235639 , 0.226325 , 0.254964 , 0.199191 , 0.25024 , 0.268529 , 0.274837 , 0.297181 , 0.2419 
 741 , 0.277172 , 0.273873 , 0.257405 , 0.209634 , 0.189011 , 0.243936 , 0.292545 , 0.314342 , 0.269259 , 0.23034 , 0.338155 , 0.237681 , 0.228389 , 0.257086 , 0.200599 , 0.251783 , 0.270215 , 0.276644 , 0.299109 , 0.243512 
 742 , 0.278887 , 0.275301 , 0.258631 , 0.210614 , 0.189782 , 0.245062 , 0.293901 , 0.316331 , 0.270602 , 0.23131 , 0.340984 , 0.239472 , 0.23024 , 0.259007 , 0.201814 , 0.253103 , 0.271672 , 0.278227 , 0.300806 , 0.244914 
 743 , 0.280603 , 0.276731 , 0.259859 , 0.211599 , 0.190554 , 0.246186 , 0.295255 , 0.318327 , 0.271946 , 0.232282 , 0.343812 , 0.241266 , 0.232094 , 0.260926 , 0.203026 , 0.254423 , 0.27313 , 0.279808 , 0.302509 , 0.246322 
 744 , 0.282036 , 0.277936 , 0.26089 , 0.212389 , 0.191182 , 0.247123 , 0.296408 , 0.320026 , 0.273091 , 0.233097 , 0.346261 , 0.242839 , 0.233662 , 0.262588 , 0.204075 , 0.255521 , 0.274352 , 0.281143 , 0.303974 , 0.24753 
 745 , 0.282977 , 0.278761 , 0.261606 , 0.212849 , 0.191575 , 0.247731 , 0.297224 , 0.321213 , 0.273831 , 0.233659 , 0.348105 , 0.244032 , 0.234745 , 0.263817 , 0.204837 , 0.256247 , 0.275148 , 0.282066 , 0.305026 , 0.248419 
 746 , 0.28391 , 0.279595 , 0.262328 , 0.213309 , 0.191976 , 0.248342 , 0.298057 , 0.3224 , 0.274554 , 0.234226 , 0.349982 , 0.245235 , 0.235827 , 0.26505 , 0.205594 , 0.256985 , 0.275946 , 0.282995 , 0.306083 , 0.249322 
 747 , 0.284812 , 0.280381 , 0.263014 , 0.213743 , 0.192351 , 0.248919 , 0.298855 , 0.323541 , 0.275236 , 0.234763 , 0.351809 , 0.246399 , 0.236875 , 0.266242 , 0.206323 , 0.25769 , 0.276706 , 0.283885 , 0.307101 , 0.250192 
 748 , 0.284956 , 0.280277 , 0.262954 , 0.213677 , 0.192206 , 0.248814 , 0.298916 , 0.323727 , 0.275183 , 0.234635 , 0.352485 , 0.246837 , 0.237143 , 0.266637 , 0.206395 , 0.25768 , 0.276691 , 0.283982 , 0.307299 , 0.25045 
 749 , 0.285108 , 0.28014 , 0.262861 , 0.213604 , 0.192061 , 0.248706 , 0.298952 , 0.323944 , 0.275151 , 0.234468 , 0.353146 , 0.247292 , 0.237374 , 0.267014 , 0.206478 , 0.257639 , 0.276665 , 0.284071 , 0.307483 , 0.250693 
 750 , 0.285263 , 0.280002 , 0.262766 , 0.213531 , 0.191917 , 0.248593 , 0.29899 , 0.324161 , 0.275113 , 0.234301 , 0.353818 , 0.24775 , 0.237605 , 0.267393 , 0.206562 , 0.257593 , 0.276634 , 0.284157 , 0.307672 , 0.250939 
 751 , 0.285006 , 0.279506 , 0.262303 , 0.213128 , 0.191556 , 0.24818 , 0.298496 , 0.323838 , 0.274698 , 0.233824 , 0.353778 , 0.247688 , 0.23741 , 0.267249 , 0.206308 , 0.257191 , 0.276202 , 0.283871 , 0.307291 , 0.250732 
 752 , 0.284541 , 0.278877 , 0.261725 , 0.212608 , 0.191055 , 0.247639 , 0.297743 , 0.323228 , 0.274045 , 0.233219 , 0.353428 , 0.247367 , 0.237099 , 0.266925 , 0.205887 , 0.25664 , 0.275567 , 0.283423 , 0.306625 , 0.250339 
 753 , 0.284059 , 0.278223 , 0.261121 , 0.212062 , 0.190532 , 0.247069 , 0.296954 , 0.322591 , 0.273365 , 0.232588 , 0.353063 , 0.24703 , 0.236773 , 0.266586 , 0.205445 , 0.256063 , 0.274903 , 0.282958 , 0.30593 , 0.24993 
 754 , 0.283436 , 0.277609 , 0.260392 , 0.211509 , 0.190007 , 0.246543 , 0.296053 , 0.321857 , 0.272571 , 0.231898 , 0.352558 , 0.246473 , 0.236401 , 0.265991 , 0.20499 , 0.255459 , 0.27417 , 0.282454 , 0.305091 , 0.24943 
 755 , 0.282605 , 0.277042 , 0.2594 , 0.210896 , 0.189494 , 0.246066 , 0.29496 , 0.320894 , 0.271623 , 0.231083 , 0.351782 , 0.245562 , 0.235909 , 0.264875 , 0.20446 , 0.254732 , 0.273277 , 0.281842 , 0.30402 , 0.248729 
 756 , 0.281713 , 0.276414 , 0.258303 , 0.210216 , 0.188944 , 0.245542 , 0.293774 , 0.31982 , 0.270609 , 0.230185 , 0.350915 , 0.244572 , 0.235357 , 0.263628 , 0.203864 , 0.253914 , 0.272283 , 0.281149 , 0.302849 , 0.247951 
 757 , 0.280838 , 0.275834 , 0.257208 , 0.209565 , 0.188419 , 0.245058 , 0.292584 , 0.318768 , 0.269589 , 0.229304 , 0.350093 , 0.243583 , 0.234835 , 0.262352 , 0.203298 , 0.253126 , 0.271308 , 0.280503 , 0.301692 , 0.24719 
 758 , 0.281044 , 0.276483 , 0.257213 , 0.209811 , 0.188696 , 0.245557 , 0.292596 , 0.319094 , 0.269535 , 0.229513 , 0.350612 , 0.243564 , 0.235281 , 0.262094 , 0.203646 , 0.253547 , 0.27155 , 0.281083 , 0.301827 , 0.247438 
 759 , 0.281255 , 0.27724 , 0.257255 , 0.209986 , 0.188996 , 0.246084 , 0.292647 , 0.31954 , 0.269482 , 0.229802 , 0.351194 , 0.243555 , 0.235801 , 0.261924 , 0.204065 , 0.254071 , 0.271873 , 0.281744 , 0.301972 , 0.247726 
 760 , 0.281484 , 0.278064 , 0.257296 , 0.210176 , 0.189322 , 0.246655 , 0.292698 , 0.320028 , 0.269423 , 0.230115 , 0.351827 , 0.243547 , 0.236364 , 0.261732 , 0.204521 , 0.25464 , 0.272226 , 0.282464 , 0.302134 , 0.248035 
 761 , 0.282185 , 0.278895 , 0.257862 , 0.210505 , 0.18978 , 0.247293 , 0.293411 , 0.320906 , 0.269985 , 0.230734 , 0.352916 , 0.244163 , 0.23693 , 0.262403 , 0.205092 , 0.255288 , 0.272867 , 0.283326 , 0.302826 , 0.248856 
 762 , 0.283056 , 0.279676 , 0.258574 , 0.211281 , 0.190293 , 0.248016 , 0.294298 , 0.321906 , 0.270692 , 0.23133 , 0.354234 , 0.244975 , 0.237497 , 0.263303 , 0.205736 , 0.256019 , 0.273602 , 0.284274 , 0.303786 , 0.249924 
 763 , 0.283925 , 0.280455 , 0.25928 , 0.212053 , 0.190809 , 0.248739 , 0.29518 , 0.3229 , 0.271401 , 0.231925 , 0.355547 , 0.245787 , 0.238066 , 0.264198 , 0.206375 , 0.256744 , 0.274335 , 0.285216 , 0.304744 , 0.25099 
 764 , 0.284871 , 0.28105 , 0.260098 , 0.212811 , 0.191304 , 0.249375 , 0.296312 , 0.323951 , 0.272301 , 0.232577 , 0.35685 , 0.246796 , 0.238649 , 0.265303 , 0.206912 , 0.257421 , 0.275091 , 0.286087 , 0.305831 , 0.252119 
 765 , 0.285983 , 0.281505 , 0.261189 , 0.213464 , 0.191824 , 0.249987 , 0.297817 , 0.325116 , 0.273575 , 0.23342 , 0.358179 , 0.248144 , 0.239352 , 0.266768 , 0.207386 , 0.258139 , 0.276017 , 0.286984 , 0.307183 , 0.253397 
 766 , 0.287063 , 0.281976 , 0.262273 , 0.214055 , 0.19233 , 0.250601 , 0.299273 , 0.32625 , 0.274836 , 0.234271 , 0.359466 , 0.249458 , 0.24006 , 0.268202 , 0.207866 , 0.258863 , 0.27696 , 0.287892 , 0.308515 , 0.25465 
 767 , 0.288093 , 0.282465 , 0.26332 , 0.214639 , 0.192829 , 0.251212 , 0.300648 , 0.327343 , 0.276036 , 0.235085 , 0.360707 , 0.250701 , 0.240746 , 0.269559 , 0.208361 , 0.259575 , 0.277876 , 0.288768 , 0.309776 , 0.255851 
 768 , 0.289105 , 0.283237 , 0.264434 , 0.215399 , 0.193456 , 0.252006 , 0.302001 , 0.328593 , 0.277267 , 0.236012 , 0.362093 , 0.251857 , 0.24154 , 0.270834 , 0.20911 , 0.260457 , 0.278941 , 0.289755 , 0.311031 , 0.257134 
 769 , 0.290064 , 0.283908 , 0.265421 , 0.216092 , 0.194045 , 0.252714 , 0.303308 , 0.329793 , 0.278435 , 0.236903 , 0.3634 , 0.252931 , 0.242253 , 0.272007 , 0.209779 , 0.261265 , 0.279906 , 0.290674 , 0.312213 , 0.258332 
 770 , 0.290982 , 0.284551 , 0.266358 , 0.216755 , 0.194606 , 0.253394 , 0.304561 , 0.330934 , 0.279553 , 0.237753 , 0.364653 , 0.253954 , 0.242931 , 0.273122 , 0.210422 , 0.262039 , 0.280827 , 0.291546 , 0.313348 , 0.259478 
 771 , 0.291787 , 0.285344 , 0.2671 , 0.217434 , 0.19519 , 0.254119 , 0.305665 , 0.332007 , 0.280496 , 0.238478 , 0.365823 , 0.254751 , 0.243517 , 0.273975 , 0.211044 , 0.26281 , 0.281675 , 0.292459 , 0.314373 , 0.260549 
 772 , 0.292435 , 0.286168 , 0.267781 , 0.218067 , 0.195756 , 0.254779 , 0.306597 , 0.332945 , 0.281257 , 0.239009 , 0.366894 , 0.255448 , 0.244028 , 0.274722 , 0.2116 , 0.263505 , 0.282505 , 0.293282 , 0.315241 , 0.261498 
 773 , 0.29307 , 0.286973 , 0.268445 , 0.218684 , 0.196312 , 0.255435 , 0.307515 , 0.333866 , 0.282004 , 0.239531 , 0.367945 , 0.256136 , 0.244534 , 0.275458 , 0.212146 , 0.264187 , 0.28332 , 0.29409 , 0.316088 , 0.26243 
 774 , 0.29358 , 0.287599 , 0.268988 , 0.219181 , 0.196762 , 0.255938 , 0.308202 , 0.334554 , 0.282522 , 0.239999 , 0.368769 , 0.256653 , 0.244945 , 0.276014 , 0.21256 , 0.264758 , 0.283992 , 0.294765 , 0.316733 , 0.263183 
 775 , 0.294026 , 0.288051 , 0.269414 , 0.219573 , 0.197085 , 0.256348 , 0.308705 , 0.335031 , 0.282877 , 0.24047 , 0.369316 , 0.257005 , 0.245318 , 0.276386 , 0.212871 , 0.265228 , 0.284463 , 0.295317 , 0.317197 , 0.263791 
 776 , 0.294496 , 0.288505 , 0.269845 , 0.219978 , 0.197406 , 0.256782 , 0.309223 , 0.335521 , 0.283256 , 0.24096 , 0.369857 , 0.257361 , 0.245706 , 0.276758 , 0.213193 , 0.265709 , 0.284916 , 0.295873 , 0.317672 , 0.264419 
 777 , 0.294949 , 0.288953 , 0.27026 , 0.220365 , 0.197721 , 0.257219 , 0.309734 , 0.336007 , 0.283647 , 0.24143 , 0.370382 , 0.257697 , 0.246085 , 0.27712 , 0.213502 , 0.266171 , 0.285346 , 0.296414 , 0.318137 , 0.265034 
 778 , 0.295278 , 0.289369 , 0.270589 , 0.220677 , 0.198 , 0.25766 , 0.31018 , 0.336465 , 0.28406 , 0.24179 , 0.370844 , 0.257944 , 0.246344 , 0.277404 , 0.213737 , 0.266506 , 0.285668 , 0.296909 , 0.318537 , 0.265591 
 779 , 0.29557 , 0.289803 , 0.270932 , 0.221005 , 0.198287 , 0.258081 , 0.310618 , 0.336919 , 0.28444 , 0.24218 , 0.37134 , 0.258174 , 0.246546 , 0.277699 , 0.213975 , 0.266774 , 0.285997 , 0.29742 , 0.318928 , 0.266156 
 780 , 0.29586 , 0.29024 , 0.271281 , 0.22134 , 0.198577 , 0.258509 , 0.311063 , 0.337377 , 0.284824 , 0.242577 , 0.371845 , 0.258407 , 0.246756 , 0.277997 , 0.214215 , 0.267045 , 0.286328 , 0.297939 , 0.319327 , 0.266729 
 781 , 0.296118 , 0.290504 , 0.271525 , 0.221652 , 0.198777 , 0.258834 , 0.311442 , 0.337686 , 0.285095 , 0.242862 , 0.372136 , 0.25861 , 0.246905 , 0.278174 , 0.214405 , 0.267254 , 0.286581 , 0.298358 , 0.319626 , 0.267254 
 782 , 0.296452 , 0.290706 , 0.27174 , 0.221919 , 0.198987 , 0.259116 , 0.311774 , 0.337962 , 0.285327 , 0.243045 , 0.372384 , 0.258835 , 0.247099 , 0.278279 , 0.2146 , 0.267614 , 0.286835 , 0.298704 , 0.319897 , 0.267743 
 783 , 0.296793 , 0.290912 , 0.271962 , 0.222194 , 0.199197 , 0.259402 , 0.312113 , 0.338245 , 0.285566 , 0.243235 , 0.372635 , 0.259068 , 0.247292 , 0.278387 , 0.214793 , 0.267981 , 0.287086 , 0.299058 , 0.32017 , 0.268244 
 784 , 0.297159 , 0.291126 , 0.272234 , 0.222478 , 0.199427 , 0.2597 , 0.312437 , 0.338545 , 0.285803 , 0.243458 , 0.37296 , 0.259316 , 0.247474 , 0.278539 , 0.215017 , 0.268379 , 0.287387 , 0.299426 , 0.320491 , 0.268731 
 785 , 0.29747 , 0.291316 , 0.272516 , 0.222769 , 0.199662 , 0.260039 , 0.312763 , 0.338877 , 0.286015 , 0.243765 , 0.373367 , 0.25953 , 0.247593 , 0.278772 , 0.215209 , 0.268745 , 0.287724 , 0.299853 , 0.320857 , 0.269209 
 786 , 0.297763 , 0.291496 , 0.27279 , 0.223059 , 0.199897 , 0.260386 , 0.313106 , 0.339225 , 0.286229 , 0.244089 , 0.373787 , 0.259735 , 0.247702 , 0.279025 , 0.215396 , 0.269102 , 0.288075 , 0.300301 , 0.321232 , 0.269695 
 787 , 0.298046 , 0.291707 , 0.273063 , 0.223343 , 0.200148 , 0.260737 , 0.313462 , 0.339582 , 0.286455 , 0.244416 , 0.374211 , 0.259948 , 0.247817 , 0.279278 , 0.215572 , 0.269461 , 0.28843 , 0.300757 , 0.321611 , 0.270201 
 788 , 0.298309 , 0.292038 , 0.273329 , 0.223587 , 0.200452 , 0.261068 , 0.313849 , 0.339957 , 0.286766 , 0.244707 , 0.374582 , 0.260186 , 0.247952 , 0.279537 , 0.215761 , 0.269785 , 0.28878 , 0.301201 , 0.322019 , 0.270753 
 789 , 0.298595 , 0.292423 , 0.273623 , 0.223862 , 0.200753 , 0.261431 , 0.314226 , 0.340321 , 0.287138 , 0.244984 , 0.374909 , 0.260464 , 0.248112 , 0.279808 , 0.215993 , 0.270089 , 0.289108 , 0.301629 , 0.322452 , 0.271301 
 790 , 0.298893 , 0.292816 , 0.273925 , 0.224146 , 0.201068 , 0.261802 , 0.314607 , 0.340697 , 0.287518 , 0.245269 , 0.375239 , 0.260747 , 0.248276 , 0.280091 , 0.216229 , 0.270401 , 0.289448 , 0.302069 , 0.322894 , 0.271863 
 791 , 0.299306 , 0.293167 , 0.274317 , 0.224532 , 0.201346 , 0.262235 , 0.315075 , 0.341087 , 0.287976 , 0.24558 , 0.375625 , 0.261104 , 0.248545 , 0.28043 , 0.216465 , 0.270769 , 0.289837 , 0.302502 , 0.323342 , 0.272443 
 792 , 0.299758 , 0.293471 , 0.274734 , 0.224891 , 0.20159 , 0.262654 , 0.315614 , 0.341421 , 0.288412 , 0.245947 , 0.37613 , 0.261492 , 0.248837 , 0.280763 , 0.216702 , 0.271189 , 0.290274 , 0.30299 , 0.323731 , 0.27306 
 793 , 0.30022 , 0.293781 , 0.275161 , 0.22526 , 0.201839 , 0.263074 , 0.316164 , 0.341767 , 0.28886 , 0.246325 , 0.376642 , 0.261885 , 0.249144 , 0.281102 , 0.21695 , 0.27162 , 0.290726 , 0.303489 , 0.324131 , 0.273687 
 794 , 0.300639 , 0.294138 , 0.275619 , 0.225633 , 0.202122 , 0.263525 , 0.316731 , 0.342151 , 0.289289 , 0.246716 , 0.377172 , 0.262274 , 0.249419 , 0.281456 , 0.217257 , 0.272061 , 0.291176 , 0.304036 , 0.324572 , 0.274332 
 795 , 0.300983 , 0.29455 , 0.276079 , 0.226034 , 0.202449 , 0.263979 , 0.317284 , 0.342625 , 0.289671 , 0.24708 , 0.377704 , 0.262611 , 0.249691 , 0.281817 , 0.217579 , 0.272519 , 0.291623 , 0.304596 , 0.325103 , 0.27496 
 796 , 0.301331 , 0.294968 , 0.276544 , 0.22645 , 0.202791 , 0.264434 , 0.317837 , 0.343123 , 0.290055 , 0.247442 , 0.378241 , 0.262936 , 0.249974 , 0.282189 , 0.217893 , 0.272986 , 0.292074 , 0.305152 , 0.325654 , 0.275595 
 797 , 0.301702 , 0.295373 , 0.277 , 0.226873 , 0.203117 , 0.264865 , 0.318406 , 0.343617 , 0.290442 , 0.247826 , 0.378793 , 0.263286 , 0.250263 , 0.282561 , 0.218202 , 0.273465 , 0.292526 , 0.305714 , 0.326207 , 0.276241 
 798 , 0.302149 , 0.295719 , 0.277381 , 0.227282 , 0.203399 , 0.265192 , 0.318968 , 0.344085 , 0.290809 , 0.24827 , 0.379353 , 0.263717 , 0.250549 , 0.282931 , 0.218484 , 0.273923 , 0.292953 , 0.306265 , 0.326712 , 0.276903 
 799 , 0.302616 , 0.296088 , 0.277751 , 0.227693 , 0.203695 , 0.265539 , 0.319535 , 0.344584 , 0.291175 , 0.248724 , 0.379903 , 0.264179 , 0.250818 , 0.283326 , 0.218793 , 0.274359 , 0.29339 , 0.306845 , 0.327213 , 0.277603 
 800 , 0.303097 , 0.29646 , 0.278124 , 0.22811 , 0.203997 , 0.265899 , 0.320112 , 0.345089 , 0.291549 , 0.249185 , 0.380463 , 0.264649 , 0.251089 , 0.28373 , 0.219112 , 0.274803 , 0.293834 , 0.307435 , 0.327725 , 0.278321 
 801 , 0.303549 , 0.296837 , 0.27846 , 0.228425 , 0.204334 , 0.266236 , 0.32052 , 0.345547 , 0.291842 , 0.249512 , 0.380986 , 0.264911 , 0.251304 , 0.28412 , 0.219315 , 0.275212 , 0.294178 , 0.30796 , 0.328207 , 0.27894 
 802 , 0.304005 , 0.297194 , 0.278814 , 0.228712 , 0.204664 , 0.266583 , 0.320953 , 0.345978 , 0.292188 , 0.249874 , 0.38154 , 0.265138 , 0.251521 , 0.284473 , 0.219447 , 0.275632 , 0.294552 , 0.308471 , 0.328701 , 0.279548 
 803 , 0.304468 , 0.297562 , 0.279179 , 0.229005 , 0.205006 , 0.266935 , 0.321399 , 0.346422 , 0.292545 , 0.250244 , 0.38211 , 0.265379 , 0.251751 , 0.284831 , 0.219586 , 0.276066 , 0.294941 , 0.309002 , 0.329203 , 0.280171 
 804 , 0.304823 , 0.297874 , 0.279453 , 0.229312 , 0.205343 , 0.267319 , 0.321871 , 0.346841 , 0.292943 , 0.25057 , 0.382587 , 0.265683 , 0.251966 , 0.285124 , 0.219775 , 0.27648 , 0.295363 , 0.309505 , 0.32968 , 0.280731 
 805 , 0.305178 , 0.298205 , 0.279758 , 0.229711 , 0.205747 , 0.267751 , 0.322429 , 0.347247 , 0.29343 , 0.250869 , 0.383036 , 0.266141 , 0.25221 , 0.285412 , 0.220101 , 0.277016 , 0.295836 , 0.310058 , 0.330238 , 0.281327 
 806 , 0.305563 , 0.298558 , 0.280093 , 0.230143 , 0.206178 , 0.268204 , 0.323025 , 0.347661 , 0.293943 , 0.25118 , 0.38351 , 0.266644 , 0.252475 , 0.285721 , 0.220461 , 0.277603 , 0.296333 , 0.310644 , 0.330837 , 0.281958 
