JUL14NANT00005.spu,JUL14NANT00004.spu,JUL14NANT00003.spu,
Wavelength,JUL14NANT00051.spu,JUL14NANT00052.spu,JUL14NANT00053.spu,JUL14NANT00054.spu,JUL14NANT00055.spu,JUL14NANT00056.spu,JUL14NANT00057.spu,JUL14NANT00058.spu,JUL14NANT00059.spu,JUL14NANT00060.spu,JUL14NANT00061.spu,JUL14NANT00062.spu,JUL14NANT00063.spu,JUL14NANT00064.spu,JUL14NANT00065.spu,JUL14NANT00066.spu,JUL14NANT00067.spu,JUL14NANT00068.spu,JUL14NANT00069.spu,JUL14NANT00070.spu
  (nm),7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 ,7/14/2016 
  time  ,:36:01 A,:36:08 A,:36:15 A,:36:22 A,:36:28 A,:37:04 A,:37:11 A,:37:19 A,:37:27 A,:37:34 A,:37:59 A,:38:09 A,:38:17 A,:38:23 A,:38:29 A,:40:39 A,:40:48 A,:40:56 A,:41:01 A,:41:10 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 513 , 0.069505 , 0.096575 , 0.094745 , 0.078579 , 0.058916 , 0.086435 , 0.111298 , 0.079616 , 0.095139 , 0.091478 , 0.082537 , 0.060947 , 0.057801 , 0.076864 , 0.067487 , 0.073021 , 0.074609 , 0.078246 , 0.078337 , 0.071366 
 514 , 0.070795 , 0.097812 , 0.095816 , 0.079571 , 0.059836 , 0.087478 , 0.11251 , 0.080827 , 0.09632 , 0.092545 , 0.083685 , 0.061832 , 0.058804 , 0.077865 , 0.06835 , 0.074176 , 0.075917 , 0.079395 , 0.079753 , 0.072385 
 515 , 0.072135 , 0.099068 , 0.096899 , 0.080592 , 0.060774 , 0.088521 , 0.11371 , 0.082062 , 0.0975 , 0.093636 , 0.084851 , 0.062736 , 0.05985 , 0.078897 , 0.069249 , 0.075349 , 0.077251 , 0.080574 , 0.081206 , 0.073435 
 516 , 0.073471 , 0.100319 , 0.097984 , 0.081609 , 0.061713 , 0.089565 , 0.114905 , 0.0833 , 0.098683 , 0.094729 , 0.086019 , 0.063636 , 0.060892 , 0.079931 , 0.07015 , 0.076524 , 0.078593 , 0.081749 , 0.082656 , 0.074475 
 517 , 0.07506 , 0.101886 , 0.099399 , 0.082844 , 0.062863 , 0.09092 , 0.116485 , 0.084825 , 0.100216 , 0.096071 , 0.087525 , 0.064783 , 0.062089 , 0.081241 , 0.071244 , 0.077955 , 0.080186 , 0.083179 , 0.084428 , 0.075761 
 518 , 0.076948 , 0.103831 , 0.101211 , 0.084334 , 0.06428 , 0.092671 , 0.118542 , 0.086721 , 0.102193 , 0.097714 , 0.089457 , 0.066231 , 0.063476 , 0.082905 , 0.072592 , 0.079709 , 0.082101 , 0.084929 , 0.086604 , 0.077353 
 519 , 0.078836 , 0.105779 , 0.103031 , 0.085825 , 0.065697 , 0.094413 , 0.120596 , 0.088615 , 0.104167 , 0.099352 , 0.091393 , 0.067679 , 0.064858 , 0.084571 , 0.073933 , 0.08146 , 0.084016 , 0.086683 , 0.088782 , 0.078941 
 520 , 0.080773 , 0.10777 , 0.104893 , 0.087372 , 0.067135 , 0.096207 , 0.122707 , 0.090553 , 0.106192 , 0.101041 , 0.093367 , 0.069167 , 0.066284 , 0.086272 , 0.075305 , 0.083252 , 0.085974 , 0.088484 , 0.091006 , 0.080568 
 521 , 0.083185 , 0.110156 , 0.107176 , 0.089377 , 0.068742 , 0.098411 , 0.12537 , 0.092865 , 0.108631 , 0.103167 , 0.09572 , 0.071013 , 0.068096 , 0.088354 , 0.076936 , 0.085399 , 0.088316 , 0.090713 , 0.093637 , 0.082519 
 522 , 0.085595 , 0.112546 , 0.10946 , 0.091382 , 0.070357 , 0.100617 , 0.128025 , 0.095173 , 0.111076 , 0.105295 , 0.098069 , 0.072855 , 0.069914 , 0.090425 , 0.078566 , 0.087547 , 0.09066 , 0.092948 , 0.096269 , 0.084473 
 523 , 0.088005 , 0.114931 , 0.111748 , 0.09339 , 0.071972 , 0.102829 , 0.130689 , 0.097482 , 0.113509 , 0.107426 , 0.100415 , 0.074693 , 0.071735 , 0.0925 , 0.0802 , 0.089696 , 0.093 , 0.095177 , 0.098897 , 0.086424 
 524 , 0.090433 , 0.117422 , 0.114065 , 0.095337 , 0.073652 , 0.10506 , 0.133382 , 0.099878 , 0.116006 , 0.109627 , 0.10288 , 0.076537 , 0.073574 , 0.094618 , 0.081887 , 0.091895 , 0.095414 , 0.097413 , 0.101534 , 0.088376 
 525 , 0.092872 , 0.119956 , 0.116399 , 0.097265 , 0.075353 , 0.1073 , 0.136083 , 0.102305 , 0.118524 , 0.111856 , 0.105384 , 0.07838 , 0.075418 , 0.096762 , 0.083596 , 0.094114 , 0.097854 , 0.099651 , 0.104168 , 0.090336 
 526 , 0.095316 , 0.122489 , 0.118731 , 0.0992 , 0.077053 , 0.109537 , 0.13879 , 0.104741 , 0.121036 , 0.114074 , 0.107885 , 0.080217 , 0.077258 , 0.098896 , 0.08531 , 0.096333 , 0.100296 , 0.101888 , 0.106809 , 0.092298 
 527 , 0.097723 , 0.124994 , 0.121024 , 0.101152 , 0.078765 , 0.111762 , 0.141463 , 0.107151 , 0.123533 , 0.116246 , 0.110374 , 0.082095 , 0.079079 , 0.100999 , 0.087006 , 0.098537 , 0.102707 , 0.104102 , 0.109427 , 0.094266 
 528 , 0.100078 , 0.12745 , 0.123231 , 0.103144 , 0.080503 , 0.113973 , 0.144067 , 0.109532 , 0.125981 , 0.118333 , 0.112827 , 0.084014 , 0.080847 , 0.103043 , 0.088684 , 0.100719 , 0.105058 , 0.106284 , 0.112039 , 0.096238 
 529 , 0.102441 , 0.129902 , 0.125438 , 0.105128 , 0.082233 , 0.116185 , 0.146674 , 0.111912 , 0.128432 , 0.120417 , 0.11528 , 0.085941 , 0.082621 , 0.105081 , 0.090357 , 0.102903 , 0.107408 , 0.108456 , 0.114647 , 0.098202 
 530 , 0.104795 , 0.132342 , 0.127644 , 0.107104 , 0.08396 , 0.11839 , 0.149276 , 0.114275 , 0.130872 , 0.122491 , 0.117724 , 0.087855 , 0.084386 , 0.107117 , 0.092025 , 0.105077 , 0.109748 , 0.110628 , 0.117243 , 0.100165 
 531 , 0.106927 , 0.134498 , 0.129703 , 0.10884 , 0.085413 , 0.120349 , 0.151661 , 0.116281 , 0.132994 , 0.124409 , 0.119954 , 0.089529 , 0.085974 , 0.109013 , 0.093554 , 0.106955 , 0.111819 , 0.11254 , 0.119566 , 0.101918 
 532 , 0.109065 , 0.136648 , 0.131764 , 0.110567 , 0.086869 , 0.122304 , 0.154044 , 0.11828 , 0.135124 , 0.126322 , 0.122179 , 0.091201 , 0.087561 , 0.11091 , 0.095078 , 0.108835 , 0.113879 , 0.114452 , 0.121878 , 0.103672 
 533 , 0.111195 , 0.138793 , 0.133828 , 0.112301 , 0.088324 , 0.124262 , 0.156431 , 0.120282 , 0.137251 , 0.128235 , 0.124403 , 0.092867 , 0.089141 , 0.112808 , 0.0966 , 0.110709 , 0.115943 , 0.116359 , 0.124191 , 0.105426 
 534 , 0.112967 , 0.140629 , 0.135535 , 0.113705 , 0.089548 , 0.125943 , 0.158443 , 0.121998 , 0.139068 , 0.129774 , 0.126276 , 0.094195 , 0.090456 , 0.114365 , 0.097856 , 0.112265 , 0.117614 , 0.117962 , 0.126106 , 0.106844 
 535 , 0.114574 , 0.142333 , 0.137096 , 0.114973 , 0.090675 , 0.127494 , 0.160289 , 0.123606 , 0.14077 , 0.131153 , 0.128014 , 0.095383 , 0.091659 , 0.115772 , 0.098993 , 0.113668 , 0.119104 , 0.119425 , 0.12785 , 0.108096 
 536 , 0.116177 , 0.144039 , 0.138652 , 0.116234 , 0.091801 , 0.129054 , 0.162139 , 0.125201 , 0.142468 , 0.132533 , 0.12975 , 0.096571 , 0.092856 , 0.117174 , 0.100122 , 0.115072 , 0.120603 , 0.120883 , 0.129592 , 0.109355 
 537 , 0.11771 , 0.145652 , 0.140084 , 0.117451 , 0.092848 , 0.130513 , 0.163886 , 0.126712 , 0.144065 , 0.133881 , 0.131378 , 0.097739 , 0.093988 , 0.118482 , 0.101172 , 0.116412 , 0.122024 , 0.122269 , 0.131256 , 0.110563 
 538 , 0.119081 , 0.147028 , 0.141277 , 0.118545 , 0.093721 , 0.131765 , 0.16542 , 0.127999 , 0.145427 , 0.135119 , 0.132736 , 0.098835 , 0.094967 , 0.119581 , 0.102029 , 0.117589 , 0.123276 , 0.123493 , 0.132722 , 0.111678 
 539 , 0.120453 , 0.148404 , 0.142467 , 0.119638 , 0.094583 , 0.133017 , 0.166948 , 0.129278 , 0.146789 , 0.136356 , 0.134094 , 0.09993 , 0.095936 , 0.120686 , 0.102884 , 0.118765 , 0.124527 , 0.124709 , 0.134181 , 0.112792 
 540 , 0.121817 , 0.149785 , 0.143663 , 0.120728 , 0.095449 , 0.134267 , 0.168482 , 0.130562 , 0.148149 , 0.137598 , 0.13545 , 0.101023 , 0.09691 , 0.121788 , 0.103734 , 0.119947 , 0.125784 , 0.12593 , 0.135648 , 0.113904 
 541 , 0.123044 , 0.15113 , 0.144934 , 0.12176 , 0.096427 , 0.135516 , 0.169995 , 0.131765 , 0.149493 , 0.138797 , 0.136837 , 0.102043 , 0.097822 , 0.122956 , 0.104715 , 0.121055 , 0.127001 , 0.127096 , 0.13705 , 0.114992 
 542 , 0.124269 , 0.152483 , 0.146206 , 0.122786 , 0.097404 , 0.136779 , 0.171522 , 0.13298 , 0.150838 , 0.140003 , 0.138232 , 0.103062 , 0.098732 , 0.124143 , 0.10571 , 0.122174 , 0.128215 , 0.128259 , 0.138468 , 0.116081 
 543 , 0.1255 , 0.153836 , 0.147477 , 0.123825 , 0.098387 , 0.138041 , 0.173041 , 0.134194 , 0.152183 , 0.141213 , 0.139635 , 0.104087 , 0.099647 , 0.12533 , 0.106703 , 0.123284 , 0.129436 , 0.129428 , 0.139879 , 0.117169 
 544 , 0.126723 , 0.155198 , 0.148755 , 0.124891 , 0.099321 , 0.139341 , 0.174615 , 0.135423 , 0.153529 , 0.142387 , 0.141039 , 0.105116 , 0.100543 , 0.12647 , 0.107619 , 0.12437 , 0.130619 , 0.130596 , 0.141255 , 0.118232 
 545 , 0.127962 , 0.15656 , 0.150054 , 0.125993 , 0.100226 , 0.140681 , 0.176211 , 0.136661 , 0.154875 , 0.143556 , 0.142448 , 0.106147 , 0.101439 , 0.127573 , 0.108491 , 0.125454 , 0.131788 , 0.131758 , 0.142605 , 0.119278 
 546 , 0.129193 , 0.157928 , 0.151344 , 0.127093 , 0.101134 , 0.142022 , 0.177815 , 0.137898 , 0.15622 , 0.144723 , 0.143865 , 0.107176 , 0.102338 , 0.128673 , 0.109359 , 0.126537 , 0.132955 , 0.132917 , 0.143955 , 0.120321 
 547 , 0.130342 , 0.159186 , 0.15253 , 0.128103 , 0.101967 , 0.143251 , 0.179302 , 0.139024 , 0.157476 , 0.14583 , 0.145164 , 0.108115 , 0.103184 , 0.129706 , 0.110157 , 0.127536 , 0.13404 , 0.134002 , 0.14521 , 0.12132 
 548 , 0.13127 , 0.160176 , 0.153432 , 0.128885 , 0.102599 , 0.144166 , 0.180531 , 0.139898 , 0.15849 , 0.146779 , 0.146187 , 0.10882 , 0.103883 , 0.130564 , 0.110756 , 0.128323 , 0.134901 , 0.13487 , 0.146225 , 0.122172 
 549 , 0.132206 , 0.161174 , 0.154332 , 0.129666 , 0.103231 , 0.145081 , 0.181759 , 0.140771 , 0.159503 , 0.147727 , 0.147216 , 0.109531 , 0.104574 , 0.131428 , 0.111354 , 0.129117 , 0.135768 , 0.135738 , 0.147239 , 0.123023 
 550 , 0.133138 , 0.162174 , 0.155235 , 0.130442 , 0.103865 , 0.145998 , 0.182991 , 0.14164 , 0.160519 , 0.148671 , 0.148234 , 0.110237 , 0.105274 , 0.132288 , 0.111953 , 0.129914 , 0.136631 , 0.136608 , 0.14825 , 0.123886 
 551 , 0.133607 , 0.162802 , 0.155766 , 0.13085 , 0.104312 , 0.146534 , 0.183724 , 0.142202 , 0.16115 , 0.149207 , 0.148846 , 0.110688 , 0.105572 , 0.132731 , 0.112339 , 0.130358 , 0.137086 , 0.137102 , 0.148815 , 0.124367 
 552 , 0.134045 , 0.163406 , 0.15628 , 0.131236 , 0.104746 , 0.14706 , 0.184425 , 0.142742 , 0.161759 , 0.149715 , 0.149438 , 0.111126 , 0.105839 , 0.133145 , 0.112704 , 0.13079 , 0.137516 , 0.13757 , 0.149361 , 0.124833 
 553 , 0.134484 , 0.164013 , 0.156794 , 0.131616 , 0.10518 , 0.147579 , 0.185127 , 0.143276 , 0.162362 , 0.150216 , 0.150024 , 0.111558 , 0.106105 , 0.133559 , 0.113077 , 0.131222 , 0.137955 , 0.138047 , 0.149908 , 0.1253 
 554 , 0.134637 , 0.164232 , 0.156987 , 0.131787 , 0.105359 , 0.14782 , 0.185486 , 0.143433 , 0.162618 , 0.150461 , 0.15023 , 0.111699 , 0.106162 , 0.133664 , 0.113182 , 0.13137 , 0.138097 , 0.138236 , 0.150083 , 0.125539 
 555 , 0.134585 , 0.164152 , 0.156932 , 0.131789 , 0.10535 , 0.147859 , 0.18558 , 0.143311 , 0.162592 , 0.1505 , 0.150152 , 0.111635 , 0.106052 , 0.13355 , 0.11311 , 0.131295 , 0.138006 , 0.138191 , 0.149975 , 0.125597 
 556 , 0.134532 , 0.164072 , 0.156884 , 0.131799 , 0.105348 , 0.147889 , 0.185682 , 0.143187 , 0.162566 , 0.150545 , 0.150074 , 0.111571 , 0.105951 , 0.133436 , 0.11303 , 0.131213 , 0.137906 , 0.138153 , 0.149866 , 0.125661 
 557 , 0.134391 , 0.163941 , 0.156777 , 0.131744 , 0.10529 , 0.147861 , 0.185716 , 0.143014 , 0.162466 , 0.150532 , 0.149938 , 0.111427 , 0.105776 , 0.13328 , 0.112901 , 0.131057 , 0.137734 , 0.13805 , 0.149683 , 0.125653 
 558 , 0.133961 , 0.163627 , 0.156475 , 0.131487 , 0.105074 , 0.147627 , 0.185516 , 0.142709 , 0.162163 , 0.15034 , 0.149623 , 0.11104 , 0.105413 , 0.133013 , 0.11262 , 0.130647 , 0.137306 , 0.137753 , 0.149284 , 0.125429 
 559 , 0.133521 , 0.163321 , 0.156165 , 0.131235 , 0.104859 , 0.147394 , 0.185319 , 0.142408 , 0.161867 , 0.150156 , 0.149309 , 0.110645 , 0.105059 , 0.132743 , 0.11233 , 0.130243 , 0.136883 , 0.137452 , 0.148894 , 0.125211 
 560 , 0.133081 , 0.163008 , 0.155864 , 0.130976 , 0.104637 , 0.147161 , 0.18513 , 0.142099 , 0.161571 , 0.149972 , 0.148989 , 0.110252 , 0.104698 , 0.132474 , 0.112049 , 0.129832 , 0.136461 , 0.137152 , 0.148498 , 0.124992 
 561 , 0.132471 , 0.162605 , 0.15543 , 0.130593 , 0.104368 , 0.146836 , 0.184835 , 0.14157 , 0.161194 , 0.149634 , 0.148446 , 0.109819 , 0.104192 , 0.131996 , 0.111666 , 0.129351 , 0.135882 , 0.136725 , 0.147917 , 0.124706 
 562 , 0.131845 , 0.162196 , 0.154978 , 0.130193 , 0.104086 , 0.146512 , 0.184534 , 0.140999 , 0.160797 , 0.149273 , 0.147873 , 0.109377 , 0.103657 , 0.131485 , 0.111266 , 0.12884 , 0.135286 , 0.13628 , 0.147307 , 0.124412 
 563 , 0.13122 , 0.161796 , 0.154518 , 0.129794 , 0.103803 , 0.146188 , 0.184224 , 0.140428 , 0.1604 , 0.148911 , 0.147294 , 0.108937 , 0.103132 , 0.130968 , 0.110867 , 0.128337 , 0.134684 , 0.135828 , 0.146699 , 0.12411 
 564 , 0.130462 , 0.161178 , 0.153944 , 0.129306 , 0.10339 , 0.145706 , 0.183724 , 0.139681 , 0.159786 , 0.148459 , 0.146558 , 0.108357 , 0.102492 , 0.130325 , 0.110388 , 0.127685 , 0.133961 , 0.135246 , 0.145903 , 0.123654 
 565 , 0.12958 , 0.160366 , 0.153264 , 0.128755 , 0.102845 , 0.145094 , 0.183073 , 0.138794 , 0.158988 , 0.147918 , 0.1457 , 0.107653 , 0.101754 , 0.129587 , 0.109848 , 0.126915 , 0.133138 , 0.13457 , 0.144958 , 0.123099 
 566 , 0.1287 , 0.159555 , 0.152576 , 0.128195 , 0.102308 , 0.144474 , 0.182428 , 0.13791 , 0.158191 , 0.147376 , 0.144836 , 0.10695 , 0.101019 , 0.128851 , 0.109309 , 0.126146 , 0.13231 , 0.133878 , 0.144007 , 0.122536 
 567 , 0.127774 , 0.158725 , 0.151876 , 0.127594 , 0.101773 , 0.143849 , 0.181755 , 0.137016 , 0.157382 , 0.146798 , 0.143962 , 0.106229 , 0.100243 , 0.128111 , 0.108757 , 0.125351 , 0.131457 , 0.133167 , 0.143024 , 0.12196 
 568 , 0.126638 , 0.157844 , 0.151066 , 0.126794 , 0.101255 , 0.143177 , 0.18099 , 0.136093 , 0.156547 , 0.146107 , 0.143072 , 0.105416 , 0.099294 , 0.127324 , 0.108145 , 0.124468 , 0.13047 , 0.132335 , 0.141872 , 0.121328 
 569 , 0.12551 , 0.156965 , 0.150259 , 0.125991 , 0.100738 , 0.142501 , 0.180217 , 0.135165 , 0.155705 , 0.14542 , 0.142175 , 0.104599 , 0.098345 , 0.12654 , 0.107533 , 0.123591 , 0.129481 , 0.131504 , 0.14073 , 0.120701 
 570 , 0.124378 , 0.156083 , 0.149449 , 0.125188 , 0.100219 , 0.141821 , 0.179447 , 0.134237 , 0.154861 , 0.144729 , 0.141284 , 0.103783 , 0.097399 , 0.125755 , 0.10692 , 0.122699 , 0.128486 , 0.130673 , 0.139583 , 0.12007 
 571 , 0.123219 , 0.15505 , 0.148513 , 0.124404 , 0.099498 , 0.14101 , 0.178581 , 0.133164 , 0.153946 , 0.143935 , 0.140228 , 0.102899 , 0.096508 , 0.124872 , 0.10616 , 0.121735 , 0.127431 , 0.129808 , 0.138356 , 0.1193 
 572 , 0.122065 , 0.153991 , 0.147539 , 0.123618 , 0.098739 , 0.140165 , 0.177694 , 0.132073 , 0.153018 , 0.143119 , 0.139142 , 0.101998 , 0.095625 , 0.123966 , 0.105365 , 0.120766 , 0.126354 , 0.12893 , 0.137117 , 0.118501 
 573 , 0.120906 , 0.152923 , 0.14657 , 0.122836 , 0.09798 , 0.139324 , 0.176814 , 0.130976 , 0.152094 , 0.142298 , 0.138049 , 0.101091 , 0.094738 , 0.123067 , 0.104577 , 0.119797 , 0.125278 , 0.128058 , 0.135874 , 0.117708 
 574 , 0.11979 , 0.151886 , 0.145631 , 0.122014 , 0.097259 , 0.138497 , 0.175918 , 0.129905 , 0.151121 , 0.141507 , 0.137003 , 0.100233 , 0.093892 , 0.122199 , 0.103836 , 0.118875 , 0.124229 , 0.127182 , 0.134666 , 0.116945 
 575 , 0.118711 , 0.150878 , 0.144736 , 0.121151 , 0.096602 , 0.137706 , 0.175024 , 0.128876 , 0.150098 , 0.140749 , 0.136004 , 0.099418 , 0.093083 , 0.121364 , 0.103156 , 0.11798 , 0.123201 , 0.126315 , 0.1335 , 0.116221 
 576 , 0.117634 , 0.149875 , 0.143836 , 0.120294 , 0.095936 , 0.136918 , 0.174128 , 0.127846 , 0.149073 , 0.139987 , 0.135011 , 0.098596 , 0.092276 , 0.120526 , 0.102474 , 0.117085 , 0.122166 , 0.125446 , 0.132336 , 0.115501 
 577 , 0.116537 , 0.148853 , 0.142904 , 0.119427 , 0.095274 , 0.136088 , 0.173202 , 0.126815 , 0.14805 , 0.139203 , 0.134001 , 0.097781 , 0.091447 , 0.119679 , 0.101789 , 0.116173 , 0.121124 , 0.124567 , 0.131166 , 0.11477 
 578 , 0.115351 , 0.147759 , 0.141807 , 0.118538 , 0.09457 , 0.135099 , 0.172129 , 0.125766 , 0.147018 , 0.13828 , 0.132931 , 0.096968 , 0.090489 , 0.118753 , 0.10107 , 0.115206 , 0.119987 , 0.123645 , 0.129937 , 0.113958 
 579 , 0.114173 , 0.146663 , 0.140715 , 0.117652 , 0.093868 , 0.134114 , 0.171053 , 0.124714 , 0.145989 , 0.13736 , 0.131866 , 0.096157 , 0.089542 , 0.117838 , 0.100352 , 0.114235 , 0.118856 , 0.12272 , 0.128709 , 0.113155 
 580 , 0.112993 , 0.145568 , 0.139631 , 0.116767 , 0.093158 , 0.133136 , 0.169981 , 0.123672 , 0.144967 , 0.136438 , 0.130795 , 0.095348 , 0.088586 , 0.116917 , 0.099633 , 0.113266 , 0.117722 , 0.121795 , 0.127479 , 0.112352 
 581 , 0.111631 , 0.144008 , 0.138265 , 0.115574 , 0.092193 , 0.131854 , 0.16843 , 0.122324 , 0.143568 , 0.135154 , 0.129446 , 0.094337 , 0.087526 , 0.115777 , 0.098618 , 0.11201 , 0.116399 , 0.120565 , 0.12599 , 0.111259 
 582 , 0.110237 , 0.142355 , 0.136839 , 0.114307 , 0.091172 , 0.130493 , 0.166768 , 0.1209 , 0.14208 , 0.1338 , 0.128036 , 0.093274 , 0.086433 , 0.114581 , 0.097525 , 0.110685 , 0.11505 , 0.11926 , 0.124448 , 0.11011 
 583 , 0.108835 , 0.140706 , 0.135413 , 0.113042 , 0.090154 , 0.129133 , 0.165104 , 0.119481 , 0.1406 , 0.132445 , 0.126622 , 0.092214 , 0.085351 , 0.113393 , 0.096434 , 0.109365 , 0.113697 , 0.117957 , 0.122899 , 0.108967 
 584 , 0.10728 , 0.138885 , 0.133747 , 0.111618 , 0.088997 , 0.127594 , 0.163184 , 0.117942 , 0.138859 , 0.130858 , 0.125019 , 0.09095 , 0.084148 , 0.111985 , 0.095196 , 0.107896 , 0.112149 , 0.116461 , 0.121159 , 0.107627 
 585 , 0.105521 , 0.136832 , 0.131799 , 0.110011 , 0.087661 , 0.125822 , 0.160933 , 0.116234 , 0.136794 , 0.128969 , 0.12318 , 0.089438 , 0.082802 , 0.110283 , 0.093754 , 0.106244 , 0.110334 , 0.114735 , 0.119167 , 0.10605 
 586 , 0.103763 , 0.134783 , 0.129847 , 0.1084 , 0.086335 , 0.124056 , 0.158682 , 0.114527 , 0.134726 , 0.127082 , 0.121337 , 0.087934 , 0.081462 , 0.108578 , 0.09231 , 0.104591 , 0.108521 , 0.113005 , 0.117177 , 0.10447 
 587 , 0.102026 , 0.132745 , 0.127898 , 0.106797 , 0.085012 , 0.122285 , 0.156445 , 0.112837 , 0.132682 , 0.125217 , 0.119504 , 0.086444 , 0.080134 , 0.106885 , 0.090882 , 0.102949 , 0.106735 , 0.111292 , 0.11521 , 0.102905 
 588 , 0.100509 , 0.130807 , 0.125985 , 0.105251 , 0.083779 , 0.120548 , 0.154318 , 0.111282 , 0.130795 , 0.123549 , 0.117747 , 0.085105 , 0.078919 , 0.105257 , 0.089568 , 0.101438 , 0.105114 , 0.109682 , 0.113439 , 0.10142 
 589 , 0.098994 , 0.128864 , 0.124069 , 0.103703 , 0.082553 , 0.118809 , 0.152181 , 0.109722 , 0.128906 , 0.121871 , 0.115986 , 0.083772 , 0.077704 , 0.103624 , 0.088254 , 0.099919 , 0.103501 , 0.108069 , 0.111663 , 0.099925 
 590 , 0.097475 , 0.126923 , 0.122157 , 0.102156 , 0.081321 , 0.117077 , 0.150044 , 0.108162 , 0.127013 , 0.120197 , 0.114228 , 0.082434 , 0.076483 , 0.101993 , 0.08694 , 0.098407 , 0.101884 , 0.106456 , 0.109892 , 0.098437 
 591 , 0.096298 , 0.125464 , 0.120796 , 0.101056 , 0.080437 , 0.115768 , 0.148406 , 0.106958 , 0.125584 , 0.118964 , 0.112961 , 0.08143 , 0.075571 , 0.100787 , 0.085967 , 0.097285 , 0.100667 , 0.105246 , 0.108526 , 0.097327 
 592 , 0.095217 , 0.12415 , 0.119603 , 0.100086 , 0.079648 , 0.114597 , 0.146913 , 0.105864 , 0.124293 , 0.117873 , 0.111845 , 0.080528 , 0.074755 , 0.099706 , 0.085093 , 0.096293 , 0.099569 , 0.104164 , 0.107291 , 0.096341 
 593 , 0.094137 , 0.122837 , 0.118415 , 0.09912 , 0.078863 , 0.113432 , 0.145421 , 0.10477 , 0.123008 , 0.116779 , 0.110733 , 0.07963 , 0.073944 , 0.09863 , 0.084229 , 0.0953 , 0.098476 , 0.103082 , 0.106057 , 0.095347 
 594 , 0.093216 , 0.121751 , 0.117382 , 0.098288 , 0.078215 , 0.112462 , 0.144163 , 0.103894 , 0.121944 , 0.115834 , 0.109788 , 0.078855 , 0.073237 , 0.097714 , 0.083499 , 0.094459 , 0.097549 , 0.102182 , 0.105003 , 0.094506 
 595 , 0.092514 , 0.120982 , 0.11657 , 0.097644 , 0.07776 , 0.111779 , 0.143241 , 0.103328 , 0.121186 , 0.115105 , 0.109076 , 0.078256 , 0.072659 , 0.097037 , 0.082983 , 0.093844 , 0.096879 , 0.101542 , 0.104198 , 0.093873 
 596 , 0.091814 , 0.120221 , 0.11576 , 0.097 , 0.077311 , 0.111091 , 0.142315 , 0.102756 , 0.12043 , 0.114384 , 0.108361 , 0.077654 , 0.07209 , 0.096356 , 0.082463 , 0.093231 , 0.096205 , 0.100903 , 0.103395 , 0.093237 
 597 , 0.091122 , 0.119461 , 0.114964 , 0.096358 , 0.076851 , 0.110415 , 0.141396 , 0.10219 , 0.119675 , 0.113669 , 0.107652 , 0.077065 , 0.071522 , 0.095682 , 0.081949 , 0.092619 , 0.095537 , 0.10026 , 0.102595 , 0.092607 
 598 , 0.090567 , 0.118841 , 0.114284 , 0.095768 , 0.076354 , 0.109837 , 0.14058 , 0.101654 , 0.118951 , 0.113105 , 0.106994 , 0.076567 , 0.071072 , 0.095037 , 0.081487 , 0.092109 , 0.094951 , 0.099623 , 0.101867 , 0.092068 
 599 , 0.090015 , 0.118219 , 0.113613 , 0.095189 , 0.075853 , 0.109265 , 0.139778 , 0.101118 , 0.118225 , 0.112542 , 0.106337 , 0.076071 , 0.070628 , 0.094398 , 0.081032 , 0.091602 , 0.094369 , 0.098993 , 0.101135 , 0.091539 
 600 , 0.089465 , 0.117598 , 0.112944 , 0.09461 , 0.075353 , 0.108688 , 0.138972 , 0.100588 , 0.117507 , 0.11198 , 0.105682 , 0.075575 , 0.070185 , 0.09376 , 0.080572 , 0.091096 , 0.093789 , 0.098358 , 0.100411 , 0.091005 
 601 , 0.088839 , 0.117076 , 0.112242 , 0.094031 , 0.074923 , 0.108107 , 0.138195 , 0.10008 , 0.116769 , 0.111373 , 0.105073 , 0.075059 , 0.069691 , 0.093156 , 0.080194 , 0.090543 , 0.093179 , 0.097763 , 0.099711 , 0.090504 
 602 , 0.088185 , 0.11658 , 0.111522 , 0.093435 , 0.074522 , 0.107516 , 0.137394 , 0.099573 , 0.116008 , 0.11073 , 0.104467 , 0.074527 , 0.069175 , 0.092547 , 0.079845 , 0.089967 , 0.092535 , 0.09718 , 0.099024 , 0.090006 
 603 , 0.087526 , 0.116084 , 0.110804 , 0.092834 , 0.074121 , 0.106921 , 0.136589 , 0.099072 , 0.11525 , 0.110088 , 0.103867 , 0.073991 , 0.068655 , 0.091938 , 0.079497 , 0.089386 , 0.091893 , 0.096598 , 0.098334 , 0.08951 
 604 , 0.086856 , 0.115505 , 0.110061 , 0.092227 , 0.07369 , 0.106307 , 0.135792 , 0.098518 , 0.114512 , 0.109416 , 0.103226 , 0.073455 , 0.068123 , 0.091301 , 0.079112 , 0.088781 , 0.091239 , 0.095992 , 0.09762 , 0.088972 
