JUL14NANT00005.spu,JUL14NANT00004.spu,JUL14NANT00003.spu,
Wavelength,JUL14NANT00031.spu,JUL14NANT00032.spu,JUL14NANT00033.spu,JUL14NANT00034.spu,JUL14NANT00035.spu,JUL14NANT00036.spu,JUL14NANT00037.spu,JUL14NANT00038.spu,JUL14NANT00039.spu,JUL14NANT00040.spu,JUL14NANT00041.spu,JUL14NANT00042.spu,JUL14NANT00043.spu,JUL14NANT00044.spu,JUL14NANT00045.spu,JUL14NANT00046.spu,JUL14NANT00047.spu,JUL14NANT00048.spu,JUL14NANT00049.spu,JUL14NANT00050.spu
 515 , 0.116249 , 0.096638 , 0.078113 , 0.075877 , 0.087263 , 0.062888 , 0.096947 , 0.093126 , 0.093873 , 0.081637 , 0.09637 , 0.092816 , 0.072348 , 0.080957 , 0.107671 , 0.072761 , 0.083709 , 0.082755 , 0.095192 , 0.05643 
 516 , 0.117606 , 0.097886 , 0.079201 , 0.077048 , 0.08858 , 0.064122 , 0.09833 , 0.094237 , 0.094961 , 0.082656 , 0.098105 , 0.094997 , 0.074426 , 0.083392 , 0.109632 , 0.074335 , 0.085149 , 0.083994 , 0.096652 , 0.057912 
 517 , 0.119331 , 0.099466 , 0.080546 , 0.078431 , 0.090152 , 0.065526 , 0.100002 , 0.095614 , 0.096327 , 0.083923 , 0.100149 , 0.097528 , 0.076791 , 0.086184 , 0.111931 , 0.076187 , 0.086854 , 0.08544 , 0.098375 , 0.059577 
 518 , 0.121511 , 0.101456 , 0.082193 , 0.080089 , 0.092046 , 0.067145 , 0.102039 , 0.097322 , 0.098052 , 0.085482 , 0.102579 , 0.100487 , 0.079506 , 0.089432 , 0.114652 , 0.078396 , 0.088911 , 0.087162 , 0.100426 , 0.06147 
 519 , 0.12369 , 0.103451 , 0.083849 , 0.081744 , 0.093943 , 0.068766 , 0.104075 , 0.099025 , 0.099772 , 0.087041 , 0.105013 , 0.103451 , 0.082231 , 0.092678 , 0.117374 , 0.080595 , 0.090961 , 0.088887 , 0.102482 , 0.063364 
 520 , 0.125931 , 0.10549 , 0.085539 , 0.083432 , 0.09589 , 0.070422 , 0.106161 , 0.10078 , 0.101538 , 0.088639 , 0.10749 , 0.106465 , 0.084992 , 0.095958 , 0.120147 , 0.082855 , 0.093057 , 0.090658 , 0.104601 , 0.065308 
 521 , 0.128714 , 0.107891 , 0.087595 , 0.085437 , 0.098317 , 0.0724 , 0.108706 , 0.103016 , 0.103694 , 0.090569 , 0.110338 , 0.109942 , 0.08816 , 0.099572 , 0.123393 , 0.085543 , 0.09555 , 0.092878 , 0.107276 , 0.067682 
 522 , 0.131499 , 0.110296 , 0.089658 , 0.08744 , 0.10075 , 0.074382 , 0.11126 , 0.105244 , 0.105847 , 0.092491 , 0.113193 , 0.113427 , 0.091319 , 0.103184 , 0.126637 , 0.088232 , 0.098038 , 0.095097 , 0.109948 , 0.070059 
 523 , 0.134288 , 0.112696 , 0.091713 , 0.089446 , 0.103187 , 0.076364 , 0.11381 , 0.107477 , 0.107996 , 0.094421 , 0.116038 , 0.116916 , 0.094479 , 0.106799 , 0.129876 , 0.090925 , 0.10053 , 0.097316 , 0.112626 , 0.072439 
 524 , 0.137082 , 0.115126 , 0.09381 , 0.0915 , 0.1057 , 0.078336 , 0.116407 , 0.109653 , 0.110196 , 0.096372 , 0.118969 , 0.120398 , 0.097659 , 0.110533 , 0.133181 , 0.093642 , 0.103067 , 0.099593 , 0.11532 , 0.074887 
 525 , 0.139881 , 0.117556 , 0.095919 , 0.093578 , 0.108248 , 0.080302 , 0.119021 , 0.111804 , 0.112412 , 0.098331 , 0.121923 , 0.123891 , 0.100848 , 0.114314 , 0.136507 , 0.096376 , 0.105626 , 0.1019 , 0.118021 , 0.077353 
 526 , 0.142674 , 0.119992 , 0.098024 , 0.09566 , 0.110792 , 0.082271 , 0.121637 , 0.113955 , 0.114623 , 0.10029 , 0.12488 , 0.127383 , 0.104035 , 0.118097 , 0.139827 , 0.099107 , 0.108189 , 0.104206 , 0.120725 , 0.079828 
 527 , 0.145466 , 0.122445 , 0.100111 , 0.097729 , 0.11327 , 0.084204 , 0.124213 , 0.116119 , 0.116827 , 0.102233 , 0.12777 , 0.13084 , 0.107191 , 0.121805 , 0.143111 , 0.101806 , 0.110748 , 0.106451 , 0.123379 , 0.082228 
 528 , 0.148251 , 0.124916 , 0.102161 , 0.099789 , 0.115651 , 0.086069 , 0.126722 , 0.118299 , 0.119006 , 0.104135 , 0.130563 , 0.134222 , 0.110294 , 0.125394 , 0.146331 , 0.104438 , 0.113306 , 0.108602 , 0.125934 , 0.084519 
 529 , 0.151035 , 0.127391 , 0.104203 , 0.101849 , 0.118029 , 0.087935 , 0.129228 , 0.120478 , 0.121193 , 0.106033 , 0.133351 , 0.137604 , 0.113402 , 0.128983 , 0.149552 , 0.107068 , 0.115865 , 0.110748 , 0.128493 , 0.086819 
 530 , 0.15381 , 0.129849 , 0.106245 , 0.103896 , 0.120403 , 0.089799 , 0.131724 , 0.122649 , 0.123364 , 0.107935 , 0.136134 , 0.140971 , 0.116501 , 0.132555 , 0.152766 , 0.109687 , 0.118411 , 0.112888 , 0.131037 , 0.089105 
 531 , 0.156296 , 0.132017 , 0.108084 , 0.105756 , 0.122573 , 0.091434 , 0.13395 , 0.124561 , 0.125282 , 0.109657 , 0.138641 , 0.143879 , 0.119226 , 0.135669 , 0.155686 , 0.112089 , 0.120626 , 0.114819 , 0.133403 , 0.091199 
 532 , 0.158781 , 0.134181 , 0.109931 , 0.107612 , 0.124743 , 0.093073 , 0.136179 , 0.126475 , 0.127188 , 0.111385 , 0.14114 , 0.146792 , 0.121955 , 0.138785 , 0.158606 , 0.114494 , 0.122842 , 0.116743 , 0.13576 , 0.09329 
 533 , 0.161264 , 0.136342 , 0.111773 , 0.10947 , 0.12691 , 0.094713 , 0.138413 , 0.12839 , 0.129101 , 0.113111 , 0.14364 , 0.149697 , 0.124684 , 0.141893 , 0.161524 , 0.116901 , 0.125051 , 0.118669 , 0.138124 , 0.095382 
 534 , 0.163331 , 0.138167 , 0.113315 , 0.111037 , 0.12876 , 0.096089 , 0.140239 , 0.129966 , 0.130675 , 0.114507 , 0.145716 , 0.152129 , 0.12695 , 0.144552 , 0.163927 , 0.118919 , 0.126922 , 0.120246 , 0.140012 , 0.097139 
 535 , 0.165219 , 0.139857 , 0.114731 , 0.112469 , 0.130469 , 0.097338 , 0.141883 , 0.131396 , 0.132102 , 0.115758 , 0.147605 , 0.154354 , 0.128992 , 0.14702 , 0.166096 , 0.12078 , 0.128635 , 0.121672 , 0.141705 , 0.098757 
 536 , 0.16711 , 0.141543 , 0.116148 , 0.113903 , 0.132174 , 0.098594 , 0.14353 , 0.132827 , 0.13353 , 0.117002 , 0.149491 , 0.156572 , 0.131041 , 0.149484 , 0.168265 , 0.122633 , 0.130352 , 0.1231 , 0.143394 , 0.100374 
 537 , 0.168891 , 0.143164 , 0.117487 , 0.115258 , 0.133787 , 0.099773 , 0.145082 , 0.134177 , 0.134913 , 0.118215 , 0.151249 , 0.158678 , 0.13298 , 0.151776 , 0.170348 , 0.124389 , 0.131991 , 0.124454 , 0.145039 , 0.101915 
 538 , 0.170433 , 0.144631 , 0.118669 , 0.116445 , 0.135192 , 0.100776 , 0.146441 , 0.135322 , 0.136162 , 0.119306 , 0.152729 , 0.160509 , 0.134692 , 0.153656 , 0.17223 , 0.125891 , 0.133461 , 0.125623 , 0.146557 , 0.103275 
 539 , 0.171982 , 0.146105 , 0.119849 , 0.11763 , 0.136596 , 0.101778 , 0.1478 , 0.136473 , 0.137411 , 0.120395 , 0.154209 , 0.162336 , 0.136415 , 0.155533 , 0.174114 , 0.127401 , 0.134923 , 0.126797 , 0.148076 , 0.104644 
 540 , 0.173523 , 0.147579 , 0.121035 , 0.118821 , 0.138 , 0.102777 , 0.149157 , 0.137628 , 0.138658 , 0.121488 , 0.155689 , 0.164164 , 0.138132 , 0.157413 , 0.175993 , 0.128904 , 0.136393 , 0.127976 , 0.149595 , 0.106006 
 541 , 0.175119 , 0.149008 , 0.122112 , 0.119954 , 0.13937 , 0.103746 , 0.150469 , 0.138761 , 0.139862 , 0.122575 , 0.157178 , 0.165818 , 0.139656 , 0.159234 , 0.177813 , 0.130348 , 0.137784 , 0.129086 , 0.15099 , 0.107365 
 542 , 0.176729 , 0.150433 , 0.123199 , 0.12109 , 0.140748 , 0.104722 , 0.151782 , 0.139899 , 0.141072 , 0.123664 , 0.158672 , 0.167465 , 0.141183 , 0.161055 , 0.179635 , 0.131793 , 0.139176 , 0.130192 , 0.152387 , 0.108727 
 543 , 0.17834 , 0.151857 , 0.124277 , 0.122231 , 0.142125 , 0.105695 , 0.153095 , 0.141043 , 0.142281 , 0.124759 , 0.160166 , 0.16912 , 0.142711 , 0.162871 , 0.181461 , 0.133238 , 0.140569 , 0.131311 , 0.153792 , 0.110083 
 544 , 0.179978 , 0.153269 , 0.125383 , 0.123372 , 0.143489 , 0.106703 , 0.154416 , 0.142201 , 0.143497 , 0.125837 , 0.161618 , 0.170779 , 0.144234 , 0.164649 , 0.18324 , 0.134633 , 0.141992 , 0.132369 , 0.15516 , 0.111298 
 545 , 0.181646 , 0.154703 , 0.12651 , 0.124519 , 0.144851 , 0.10772 , 0.155736 , 0.143369 , 0.144717 , 0.126914 , 0.16305 , 0.172453 , 0.14575 , 0.166404 , 0.184993 , 0.135995 , 0.143451 , 0.133397 , 0.156522 , 0.112421 
 546 , 0.183308 , 0.156137 , 0.127635 , 0.125664 , 0.146213 , 0.108734 , 0.157055 , 0.144527 , 0.145942 , 0.127989 , 0.164489 , 0.174128 , 0.147259 , 0.168161 , 0.186754 , 0.137364 , 0.144911 , 0.13443 , 0.157883 , 0.11355 
 547 , 0.184861 , 0.157499 , 0.128686 , 0.126727 , 0.147471 , 0.109688 , 0.158278 , 0.145611 , 0.1471 , 0.128988 , 0.165833 , 0.175665 , 0.148643 , 0.169751 , 0.1884 , 0.138661 , 0.146253 , 0.135409 , 0.15917 , 0.114634 
 548 , 0.186113 , 0.15865 , 0.129523 , 0.127579 , 0.148465 , 0.110491 , 0.15925 , 0.14649 , 0.148063 , 0.129812 , 0.166928 , 0.176832 , 0.149657 , 0.170923 , 0.189781 , 0.139754 , 0.147303 , 0.136207 , 0.160275 , 0.115625 
 549 , 0.187365 , 0.159801 , 0.130361 , 0.128439 , 0.149458 , 0.111293 , 0.160228 , 0.147369 , 0.149031 , 0.130627 , 0.16803 , 0.177991 , 0.150679 , 0.172103 , 0.191163 , 0.140848 , 0.14836 , 0.137004 , 0.161372 , 0.116624 
 550 , 0.188621 , 0.160948 , 0.131193 , 0.129293 , 0.150448 , 0.112091 , 0.161201 , 0.14825 , 0.149996 , 0.131445 , 0.169128 , 0.179154 , 0.151696 , 0.173279 , 0.192542 , 0.141938 , 0.149414 , 0.137803 , 0.162472 , 0.117621 
 551 , 0.189377 , 0.16168 , 0.131664 , 0.129782 , 0.151073 , 0.112608 , 0.161742 , 0.148784 , 0.150597 , 0.131933 , 0.169791 , 0.179699 , 0.152225 , 0.1739 , 0.19334 , 0.142524 , 0.150075 , 0.1382 , 0.163086 , 0.118176 
 552 , 0.190097 , 0.162391 , 0.132121 , 0.130251 , 0.151677 , 0.113104 , 0.162252 , 0.149284 , 0.151169 , 0.132391 , 0.170433 , 0.180207 , 0.152732 , 0.174474 , 0.194099 , 0.143081 , 0.150715 , 0.138571 , 0.16366 , 0.118707 
 553 , 0.190818 , 0.163103 , 0.132572 , 0.130713 , 0.152275 , 0.113601 , 0.162763 , 0.149792 , 0.151751 , 0.132857 , 0.171069 , 0.180716 , 0.153239 , 0.175048 , 0.194852 , 0.143638 , 0.151358 , 0.138934 , 0.164228 , 0.119231 
 554 , 0.191178 , 0.16349 , 0.132714 , 0.130914 , 0.152554 , 0.113846 , 0.162927 , 0.149983 , 0.152006 , 0.133077 , 0.171237 , 0.180829 , 0.153334 , 0.175129 , 0.195217 , 0.143835 , 0.151674 , 0.139008 , 0.164471 , 0.119438 
 555 , 0.191256 , 0.163642 , 0.132631 , 0.130909 , 0.152615 , 0.113913 , 0.162831 , 0.149944 , 0.152013 , 0.13311 , 0.17104 , 0.180654 , 0.153102 , 0.174854 , 0.195287 , 0.143766 , 0.151735 , 0.138847 , 0.164469 , 0.119427 
 556 , 0.191341 , 0.163786 , 0.132548 , 0.130904 , 0.152676 , 0.113972 , 0.162736 , 0.149912 , 0.15202 , 0.133143 , 0.170843 , 0.180478 , 0.152869 , 0.174572 , 0.195356 , 0.143705 , 0.151804 , 0.138694 , 0.164465 , 0.119408 
 557 , 0.191359 , 0.163871 , 0.132408 , 0.130841 , 0.152647 , 0.114005 , 0.162566 , 0.149814 , 0.151991 , 0.133118 , 0.170602 , 0.180182 , 0.152532 , 0.174184 , 0.195335 , 0.143554 , 0.151783 , 0.138483 , 0.164388 , 0.1193 
 558 , 0.191181 , 0.163758 , 0.132112 , 0.130578 , 0.152313 , 0.113945 , 0.162186 , 0.149538 , 0.151827 , 0.132905 , 0.170248 , 0.179489 , 0.151842 , 0.173438 , 0.195027 , 0.143179 , 0.15148 , 0.138062 , 0.164097 , 0.118901 
 559 , 0.190998 , 0.163636 , 0.131812 , 0.130312 , 0.151979 , 0.113885 , 0.161805 , 0.149263 , 0.151664 , 0.132697 , 0.169892 , 0.178787 , 0.151156 , 0.172693 , 0.194722 , 0.142808 , 0.151179 , 0.137645 , 0.163806 , 0.118501 
 560 , 0.190815 , 0.163515 , 0.131506 , 0.130054 , 0.151647 , 0.113831 , 0.161425 , 0.148989 , 0.151501 , 0.132489 , 0.169545 , 0.178086 , 0.150472 , 0.171949 , 0.194409 , 0.142437 , 0.150879 , 0.137229 , 0.163515 , 0.118102 
 561 , 0.190485 , 0.163279 , 0.131083 , 0.129665 , 0.151213 , 0.113682 , 0.160964 , 0.148699 , 0.151236 , 0.132256 , 0.169006 , 0.177154 , 0.149565 , 0.170876 , 0.193888 , 0.141754 , 0.150416 , 0.136626 , 0.163042 , 0.117515 
 562 , 0.190147 , 0.16303 , 0.130637 , 0.129252 , 0.150756 , 0.113515 , 0.160491 , 0.148424 , 0.150963 , 0.132021 , 0.168437 , 0.176191 , 0.148623 , 0.16976 , 0.193343 , 0.141029 , 0.14993 , 0.136005 , 0.162541 , 0.11691 
 563 , 0.189801 , 0.162772 , 0.130183 , 0.128848 , 0.150307 , 0.113354 , 0.160018 , 0.148141 , 0.150688 , 0.131792 , 0.167868 , 0.175222 , 0.147675 , 0.168639 , 0.192799 , 0.140298 , 0.149437 , 0.135378 , 0.16204 , 0.116299 
 564 , 0.189315 , 0.162372 , 0.129602 , 0.128309 , 0.149669 , 0.113035 , 0.159344 , 0.147699 , 0.150285 , 0.131413 , 0.167103 , 0.173995 , 0.146512 , 0.167255 , 0.192023 , 0.139461 , 0.148817 , 0.134653 , 0.161391 , 0.11556 
 565 , 0.188699 , 0.161842 , 0.128898 , 0.127672 , 0.148865 , 0.112582 , 0.158488 , 0.147116 , 0.149766 , 0.13092 , 0.166158 , 0.172556 , 0.14517 , 0.165643 , 0.191069 , 0.138522 , 0.148092 , 0.133858 , 0.160631 , 0.114709 
 566 , 0.18808 , 0.161318 , 0.128195 , 0.127035 , 0.148062 , 0.112128 , 0.15764 , 0.146524 , 0.149245 , 0.130426 , 0.165215 , 0.171116 , 0.143826 , 0.164031 , 0.190115 , 0.137578 , 0.147368 , 0.133049 , 0.159864 , 0.113861 
 567 , 0.187426 , 0.160765 , 0.127481 , 0.126363 , 0.147248 , 0.111668 , 0.156775 , 0.14592 , 0.148718 , 0.129919 , 0.164246 , 0.16964 , 0.142439 , 0.162371 , 0.189121 , 0.136588 , 0.146595 , 0.132222 , 0.159063 , 0.112966 
 568 , 0.186605 , 0.160081 , 0.126705 , 0.125556 , 0.146368 , 0.111172 , 0.155853 , 0.145227 , 0.148165 , 0.129337 , 0.163176 , 0.168015 , 0.140813 , 0.160536 , 0.187962 , 0.135392 , 0.145615 , 0.131253 , 0.158075 , 0.111903 
 569 , 0.185782 , 0.159395 , 0.125925 , 0.124739 , 0.145502 , 0.110682 , 0.154927 , 0.144538 , 0.147614 , 0.128763 , 0.1621 , 0.166398 , 0.139181 , 0.158699 , 0.186805 , 0.134202 , 0.144635 , 0.130282 , 0.157091 , 0.110838 
 570 , 0.184962 , 0.158712 , 0.125144 , 0.123929 , 0.144626 , 0.110189 , 0.154 , 0.143853 , 0.147056 , 0.128177 , 0.161024 , 0.164779 , 0.137558 , 0.156857 , 0.185639 , 0.133007 , 0.143654 , 0.129318 , 0.156105 , 0.109769 
 571 , 0.184036 , 0.157931 , 0.124258 , 0.123073 , 0.14365 , 0.109575 , 0.152966 , 0.143109 , 0.146348 , 0.12749 , 0.159766 , 0.163064 , 0.135892 , 0.154918 , 0.184321 , 0.131716 , 0.142597 , 0.12825 , 0.15505 , 0.10858 
 572 , 0.183086 , 0.157126 , 0.123356 , 0.122224 , 0.142654 , 0.108936 , 0.151915 , 0.142349 , 0.145601 , 0.126775 , 0.158483 , 0.161321 , 0.134221 , 0.15296 , 0.182984 , 0.130411 , 0.141544 , 0.127167 , 0.153983 , 0.107361 
 573 , 0.182144 , 0.156315 , 0.122448 , 0.121367 , 0.141665 , 0.108301 , 0.150863 , 0.141585 , 0.144848 , 0.126063 , 0.157194 , 0.159578 , 0.13256 , 0.150999 , 0.181647 , 0.129103 , 0.140491 , 0.126085 , 0.152915 , 0.106148 
 574 , 0.181222 , 0.155496 , 0.121549 , 0.120505 , 0.14067 , 0.107717 , 0.149827 , 0.140828 , 0.144109 , 0.125345 , 0.155989 , 0.157876 , 0.130935 , 0.149084 , 0.18035 , 0.127861 , 0.139427 , 0.125023 , 0.151857 , 0.104972 
 575 , 0.180329 , 0.154666 , 0.120655 , 0.11964 , 0.139685 , 0.10717 , 0.148829 , 0.140069 , 0.143388 , 0.124627 , 0.154865 , 0.156227 , 0.129358 , 0.147247 , 0.179123 , 0.126662 , 0.138338 , 0.12401 , 0.150815 , 0.103858 
 576 , 0.179442 , 0.153837 , 0.119766 , 0.118774 , 0.138699 , 0.106619 , 0.147827 , 0.139311 , 0.142668 , 0.123905 , 0.153739 , 0.154584 , 0.127776 , 0.145413 , 0.177886 , 0.125467 , 0.137242 , 0.12299 , 0.14977 , 0.102734 
 577 , 0.178509 , 0.152987 , 0.118869 , 0.117898 , 0.137701 , 0.106055 , 0.146807 , 0.138532 , 0.141926 , 0.12317 , 0.152596 , 0.152952 , 0.126201 , 0.143574 , 0.176624 , 0.124253 , 0.136144 , 0.121962 , 0.148699 , 0.101614 
 578 , 0.177395 , 0.152014 , 0.117936 , 0.116924 , 0.136672 , 0.105421 , 0.145708 , 0.137656 , 0.141045 , 0.122363 , 0.151348 , 0.151376 , 0.124678 , 0.141772 , 0.175185 , 0.122945 , 0.135037 , 0.120853 , 0.147461 , 0.100467 
 579 , 0.176279 , 0.151043 , 0.117006 , 0.115947 , 0.135648 , 0.104787 , 0.144607 , 0.136789 , 0.140172 , 0.121558 , 0.150108 , 0.149806 , 0.123147 , 0.139959 , 0.173742 , 0.121641 , 0.133935 , 0.119743 , 0.146237 , 0.09932 
 580 , 0.17516 , 0.150071 , 0.116077 , 0.114972 , 0.134616 , 0.10415 , 0.143507 , 0.13592 , 0.13929 , 0.120751 , 0.14887 , 0.148236 , 0.121625 , 0.138158 , 0.172308 , 0.120335 , 0.132835 , 0.118629 , 0.145008 , 0.098173 
 581 , 0.173611 , 0.148674 , 0.114857 , 0.113748 , 0.13324 , 0.103264 , 0.142019 , 0.13466 , 0.138062 , 0.119605 , 0.147301 , 0.146294 , 0.119848 , 0.136061 , 0.170446 , 0.118848 , 0.131428 , 0.117258 , 0.143487 , 0.096873 
 582 , 0.171969 , 0.147174 , 0.113557 , 0.112479 , 0.131785 , 0.102325 , 0.140447 , 0.133304 , 0.136759 , 0.118377 , 0.145662 , 0.144263 , 0.118035 , 0.133887 , 0.168488 , 0.117312 , 0.129951 , 0.115826 , 0.141893 , 0.09553 
 583 , 0.170324 , 0.145681 , 0.112266 , 0.111207 , 0.130325 , 0.101382 , 0.138877 , 0.131948 , 0.135452 , 0.117149 , 0.144018 , 0.142229 , 0.116215 , 0.131723 , 0.166535 , 0.115778 , 0.128483 , 0.114393 , 0.140295 , 0.094195 
 584 , 0.168341 , 0.143983 , 0.110799 , 0.10979 , 0.128643 , 0.100288 , 0.13709 , 0.130399 , 0.133898 , 0.115773 , 0.142129 , 0.140032 , 0.114278 , 0.129429 , 0.164317 , 0.114062 , 0.126769 , 0.112817 , 0.138485 , 0.092725 
 585 , 0.165921 , 0.142001 , 0.109145 , 0.108176 , 0.126669 , 0.098995 , 0.135004 , 0.128601 , 0.132032 , 0.114205 , 0.139921 , 0.137621 , 0.112169 , 0.126959 , 0.161754 , 0.112131 , 0.12475 , 0.111045 , 0.136425 , 0.091099 
 586 , 0.16351 , 0.140025 , 0.107482 , 0.106559 , 0.1247 , 0.097699 , 0.132923 , 0.126795 , 0.130165 , 0.112648 , 0.137713 , 0.135216 , 0.110062 , 0.124483 , 0.159185 , 0.110196 , 0.122732 , 0.109272 , 0.134363 , 0.089463 
 587 , 0.161109 , 0.138056 , 0.105849 , 0.104964 , 0.122756 , 0.09642 , 0.130868 , 0.125004 , 0.128313 , 0.111085 , 0.13552 , 0.132839 , 0.107984 , 0.122041 , 0.156652 , 0.108292 , 0.120735 , 0.107526 , 0.132324 , 0.087856 
 588 , 0.15883 , 0.136181 , 0.104383 , 0.103552 , 0.121069 , 0.095265 , 0.129016 , 0.123332 , 0.126598 , 0.109565 , 0.133429 , 0.130733 , 0.106137 , 0.11986 , 0.154343 , 0.106596 , 0.118949 , 0.105926 , 0.130423 , 0.086407 
 589 , 0.156553 , 0.134313 , 0.102913 , 0.102136 , 0.119385 , 0.094108 , 0.127161 , 0.121656 , 0.124883 , 0.108045 , 0.131325 , 0.128619 , 0.104291 , 0.117689 , 0.15204 , 0.104903 , 0.117162 , 0.104328 , 0.128521 , 0.08496 
 590 , 0.154278 , 0.132445 , 0.101443 , 0.100723 , 0.1177 , 0.092951 , 0.125308 , 0.119986 , 0.123167 , 0.106517 , 0.129227 , 0.126499 , 0.102447 , 0.11551 , 0.149736 , 0.103209 , 0.115371 , 0.102725 , 0.126614 , 0.083516 
 591 , 0.15259 , 0.131091 , 0.100302 , 0.099662 , 0.116385 , 0.09212 , 0.12389 , 0.118695 , 0.121915 , 0.10542 , 0.127733 , 0.124818 , 0.101038 , 0.113853 , 0.148005 , 0.101984 , 0.11402 , 0.101607 , 0.125201 , 0.08249 
 592 , 0.151068 , 0.129893 , 0.099272 , 0.098701 , 0.115168 , 0.091395 , 0.122605 , 0.11751 , 0.120809 , 0.104444 , 0.126415 , 0.123271 , 0.099753 , 0.112356 , 0.146443 , 0.1009 , 0.11279 , 0.100639 , 0.12393 , 0.081592 
 593 , 0.149542 , 0.128688 , 0.09824 , 0.097744 , 0.113957 , 0.090665 , 0.121314 , 0.116331 , 0.119708 , 0.103465 , 0.125098 , 0.121715 , 0.098465 , 0.110857 , 0.144883 , 0.099817 , 0.11156 , 0.099669 , 0.12266 , 0.080693 
 594 , 0.148268 , 0.127703 , 0.097379 , 0.096934 , 0.112949 , 0.090067 , 0.120243 , 0.115353 , 0.118795 , 0.102657 , 0.123955 , 0.120431 , 0.097338 , 0.109577 , 0.143565 , 0.098839 , 0.110527 , 0.098787 , 0.121569 , 0.079893 
 595 , 0.147344 , 0.127011 , 0.096756 , 0.096313 , 0.112234 , 0.089654 , 0.119488 , 0.114662 , 0.11814 , 0.102079 , 0.123066 , 0.1195 , 0.096424 , 0.108563 , 0.142576 , 0.098005 , 0.109783 , 0.098005 , 0.120737 , 0.079202 
 596 , 0.146421 , 0.126325 , 0.096135 , 0.095694 , 0.111515 , 0.089235 , 0.118734 , 0.113971 , 0.117485 , 0.101507 , 0.122178 , 0.118566 , 0.095508 , 0.107554 , 0.141589 , 0.097175 , 0.10904 , 0.097221 , 0.119901 , 0.078513 
 597 , 0.145505 , 0.125651 , 0.095514 , 0.095087 , 0.110802 , 0.088821 , 0.117987 , 0.113294 , 0.116837 , 0.100942 , 0.121293 , 0.11764 , 0.094601 , 0.106548 , 0.140616 , 0.096352 , 0.1083 , 0.096451 , 0.119079 , 0.077833 
 598 , 0.144688 , 0.125153 , 0.09498 , 0.094577 , 0.110182 , 0.088484 , 0.117351 , 0.112783 , 0.116252 , 0.100481 , 0.120504 , 0.116776 , 0.093841 , 0.105602 , 0.139814 , 0.095693 , 0.10765 , 0.095883 , 0.118387 , 0.077304 
 599 , 0.14388 , 0.124653 , 0.094455 , 0.094077 , 0.109569 , 0.088153 , 0.116724 , 0.112273 , 0.11567 , 0.100024 , 0.119715 , 0.115916 , 0.093092 , 0.104664 , 0.139016 , 0.09504 , 0.107013 , 0.095326 , 0.117698 , 0.076781 
 600 , 0.143068 , 0.124158 , 0.093926 , 0.093572 , 0.108951 , 0.087822 , 0.116092 , 0.111769 , 0.115088 , 0.099567 , 0.118922 , 0.11506 , 0.09234 , 0.103726 , 0.138219 , 0.094388 , 0.106378 , 0.09477 , 0.117011 , 0.07626 
 601 , 0.142319 , 0.123625 , 0.093395 , 0.093088 , 0.10834 , 0.087431 , 0.115463 , 0.111271 , 0.114531 , 0.099098 , 0.118172 , 0.114241 , 0.09156 , 0.102881 , 0.137332 , 0.09373 , 0.105676 , 0.094207 , 0.116298 , 0.075718 
 602 , 0.141569 , 0.123086 , 0.092858 , 0.092603 , 0.107726 , 0.087008 , 0.114826 , 0.110764 , 0.113966 , 0.098617 , 0.11744 , 0.113417 , 0.090759 , 0.102057 , 0.136393 , 0.093067 , 0.104925 , 0.093633 , 0.11555 , 0.075166 
 603 , 0.140821 , 0.122541 , 0.092316 , 0.092119 , 0.107113 , 0.086585 , 0.114179 , 0.110263 , 0.113396 , 0.098137 , 0.116709 , 0.11259 , 0.089955 , 0.10123 , 0.135451 , 0.0924 , 0.104183 , 0.09306 , 0.114805 , 0.074611 
 604 , 0.140029 , 0.121959 , 0.091738 , 0.091576 , 0.106487 , 0.086093 , 0.113518 , 0.109725 , 0.112806 , 0.097631 , 0.115915 , 0.111756 , 0.089123 , 0.100342 , 0.134473 , 0.091677 , 0.103428 , 0.09244 , 0.114018 , 0.074016 
 605 , 0.139192 , 0.121295 , 0.091121 , 0.090953 , 0.105828 , 0.085479 , 0.112827 , 0.10914 , 0.112196 , 0.097086 , 0.115017 , 0.110911 , 0.08825 , 0.099349 , 0.133455 , 0.090864 , 0.102661 , 0.091752 , 0.113168 , 0.073352 
 606 , 0.138361 , 0.120631 , 0.090504 , 0.090326 , 0.105176 , 0.084867 , 0.112142 , 0.10855 , 0.111586 , 0.096547 , 0.114126 , 0.110062 , 0.087379 , 0.09836 , 0.13244 , 0.090042 , 0.10189 , 0.09106 , 0.112325 , 0.072686 
 607 , 0.13752 , 0.119963 , 0.089884 , 0.089701 , 0.104514 , 0.084245 , 0.111441 , 0.107961 , 0.110966 , 0.095992 , 0.113229 , 0.1092 , 0.086497 , 0.097354 , 0.131417 , 0.089225 , 0.101111 , 0.090359 , 0.111475 , 0.072016 
 608 , 0.136566 , 0.119151 , 0.089144 , 0.089012 , 0.103702 , 0.083534 , 0.110534 , 0.107209 , 0.110188 , 0.095278 , 0.112313 , 0.108112 , 0.08545 , 0.096159 , 0.130262 , 0.088319 , 0.100217 , 0.089568 , 0.110556 , 0.071245 
 609 , 0.135613 , 0.118338 , 0.088406 , 0.088318 , 0.102893 , 0.08283 , 0.10963 , 0.106453 , 0.109394 , 0.094551 , 0.111388 , 0.107017 , 0.084397 , 0.094962 , 0.129106 , 0.08742 , 0.099316 , 0.088773 , 0.109641 , 0.070468 
