JUN24SHB100005.spu,JUN24SHB100004.spu,
Wavelength,JUN24SHB100007.spu,JUN24SHB100008.spu,JUN24SHB100009.spu,JUN24SHB100010.spu,JUN24SHB100011.spu,JUN24SHB100012.spu,JUN24SHB100013.spu,JUN24SHB100014.spu,JUN24SHB100015.spu,JUN24SHB100016.spu,JUN24SHB100017.spu,JUN24SHB100018.spu,JUN24SHB100019.spu,JUN24SHB100020.spu
  (nm),6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 
  time  ,33:46 PM,33:56 PM,34:04 PM,34:15 PM,34:31 PM,35:18 PM,35:25 PM,35:35 PM,35:44 PM,35:55 PM,36:31 PM,36:40 PM,36:51 PM,36:59 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,
 427 , 0.013204 , 0.012809 , 0.015827 , 0.019107 , 0.018478 , 0.026085 , 0.014613 , 0.018525 , 0.028375 , 0.031967 , 0.022374 , 0.020361 , 0.038031 , 0.019075 
 428 , 0.013319 , 0.012902 , 0.015984 , 0.01926 , 0.018621 , 0.026305 , 0.014749 , 0.018661 , 0.028593 , 0.032234 , 0.022552 , 0.020559 , 0.038243 , 0.01928 
 429 , 0.013431 , 0.013 , 0.016145 , 0.01941 , 0.018761 , 0.026526 , 0.014886 , 0.0188 , 0.028807 , 0.032498 , 0.022727 , 0.020754 , 0.03845 , 0.019478 
 430 , 0.013636 , 0.013191 , 0.016315 , 0.019627 , 0.018985 , 0.026795 , 0.015074 , 0.019089 , 0.02924 , 0.032955 , 0.022972 , 0.021057 , 0.038889 , 0.019772 
 431 , 0.013858 , 0.013404 , 0.016485 , 0.019857 , 0.019221 , 0.027068 , 0.015269 , 0.019415 , 0.029719 , 0.033448 , 0.023229 , 0.021385 , 0.039381 , 0.020084 
 432 , 0.014075 , 0.013617 , 0.016652 , 0.020084 , 0.019454 , 0.027341 , 0.015458 , 0.019736 , 0.030192 , 0.033934 , 0.023483 , 0.021708 , 0.039861 , 0.020391 
 433 , 0.014347 , 0.013903 , 0.016927 , 0.020444 , 0.019822 , 0.027852 , 0.015782 , 0.020129 , 0.030806 , 0.034597 , 0.023916 , 0.022133 , 0.040557 , 0.020814 
 434 , 0.014691 , 0.014288 , 0.01734 , 0.02099 , 0.020362 , 0.028679 , 0.016268 , 0.020617 , 0.031603 , 0.03549 , 0.024576 , 0.022694 , 0.041534 , 0.02138 
 435 , 0.015027 , 0.014672 , 0.017754 , 0.021529 , 0.020901 , 0.029499 , 0.016754 , 0.021105 , 0.032395 , 0.036378 , 0.025239 , 0.023256 , 0.042504 , 0.021945 
 436 , 0.015364 , 0.015045 , 0.018161 , 0.022064 , 0.021437 , 0.030307 , 0.017229 , 0.021591 , 0.033185 , 0.037255 , 0.025883 , 0.02381 , 0.04347 , 0.022511 
 437 , 0.01568 , 0.015284 , 0.018547 , 0.02249 , 0.0219 , 0.030991 , 0.01756 , 0.022026 , 0.033893 , 0.038026 , 0.026389 , 0.024311 , 0.044404 , 0.023067 
 438 , 0.016 , 0.015522 , 0.018931 , 0.022918 , 0.022362 , 0.031673 , 0.017892 , 0.022463 , 0.034609 , 0.038798 , 0.026891 , 0.02481 , 0.04534 , 0.023625 
 439 , 0.016315 , 0.015758 , 0.019311 , 0.023345 , 0.022826 , 0.032355 , 0.018225 , 0.022901 , 0.035322 , 0.039567 , 0.027398 , 0.025316 , 0.046274 , 0.024188 
 440 , 0.016593 , 0.016046 , 0.019694 , 0.023798 , 0.02327 , 0.032957 , 0.018557 , 0.023317 , 0.03603 , 0.0403 , 0.027883 , 0.025743 , 0.047058 , 0.024621 
 441 , 0.016847 , 0.016355 , 0.020078 , 0.024265 , 0.023701 , 0.033525 , 0.018887 , 0.023725 , 0.036733 , 0.041015 , 0.028355 , 0.026136 , 0.047777 , 0.025008 
 442 , 0.017102 , 0.016662 , 0.020457 , 0.024731 , 0.024139 , 0.034096 , 0.019219 , 0.024134 , 0.037441 , 0.04173 , 0.028829 , 0.026535 , 0.048498 , 0.025396 
 443 , 0.017369 , 0.016953 , 0.020803 , 0.025159 , 0.02454 , 0.034619 , 0.019549 , 0.02452 , 0.038088 , 0.042414 , 0.029302 , 0.026968 , 0.049208 , 0.025773 
 444 , 0.017664 , 0.017208 , 0.021082 , 0.025503 , 0.024872 , 0.035052 , 0.019864 , 0.024862 , 0.038626 , 0.043052 , 0.029764 , 0.027463 , 0.049889 , 0.026145 
 445 , 0.017956 , 0.017464 , 0.021358 , 0.025849 , 0.0252 , 0.035486 , 0.020181 , 0.025205 , 0.039166 , 0.043683 , 0.030229 , 0.027958 , 0.050568 , 0.026518 
 446 , 0.01825 , 0.017722 , 0.021633 , 0.026196 , 0.025535 , 0.035921 , 0.020501 , 0.025545 , 0.039709 , 0.044318 , 0.030692 , 0.028452 , 0.051249 , 0.026888 
 447 , 0.018397 , 0.017886 , 0.021777 , 0.02638 , 0.02573 , 0.0362 , 0.020667 , 0.025802 , 0.04005 , 0.044642 , 0.0309 , 0.028707 , 0.051743 , 0.027128 
 448 , 0.018543 , 0.018045 , 0.021911 , 0.026556 , 0.025923 , 0.036474 , 0.020832 , 0.026053 , 0.040387 , 0.044954 , 0.031108 , 0.028964 , 0.05223 , 0.027371 
 449 , 0.018685 , 0.018205 , 0.022051 , 0.026738 , 0.026112 , 0.036749 , 0.020997 , 0.026305 , 0.040726 , 0.045266 , 0.03131 , 0.029212 , 0.052719 , 0.02761 
 450 , 0.018753 , 0.018318 , 0.022182 , 0.026915 , 0.026266 , 0.036946 , 0.021124 , 0.026417 , 0.040914 , 0.0455 , 0.031454 , 0.029339 , 0.053013 , 0.027742 
 451 , 0.018773 , 0.018396 , 0.022308 , 0.027089 , 0.026392 , 0.03709 , 0.021234 , 0.02645 , 0.041012 , 0.045678 , 0.031566 , 0.029393 , 0.053193 , 0.027806 
 452 , 0.018798 , 0.018479 , 0.022433 , 0.027262 , 0.026524 , 0.03724 , 0.021339 , 0.026477 , 0.041111 , 0.045856 , 0.031673 , 0.029441 , 0.053367 , 0.027875 
 453 , 0.018817 , 0.018523 , 0.022514 , 0.027384 , 0.02662 , 0.037335 , 0.021404 , 0.026499 , 0.041184 , 0.04596 , 0.031747 , 0.029495 , 0.053481 , 0.027934 
 454 , 0.018821 , 0.018466 , 0.022447 , 0.027336 , 0.026642 , 0.037255 , 0.021346 , 0.026486 , 0.041189 , 0.045849 , 0.031735 , 0.029564 , 0.053399 , 0.027983 
 455 , 0.018829 , 0.018408 , 0.022385 , 0.027293 , 0.026669 , 0.037175 , 0.021288 , 0.026476 , 0.041193 , 0.045737 , 0.031716 , 0.029632 , 0.053322 , 0.028026 
 456 , 0.018837 , 0.01835 , 0.022323 , 0.027243 , 0.026689 , 0.037094 , 0.02123 , 0.026466 , 0.041196 , 0.04563 , 0.031703 , 0.029698 , 0.053238 , 0.028072 
 457 , 0.018823 , 0.018384 , 0.02229 , 0.027223 , 0.02665 , 0.037042 , 0.021284 , 0.026459 , 0.041206 , 0.045592 , 0.031671 , 0.029674 , 0.053275 , 0.027992 
 458 , 0.018813 , 0.018423 , 0.022262 , 0.027202 , 0.026606 , 0.036984 , 0.021353 , 0.026452 , 0.041209 , 0.045563 , 0.031638 , 0.029644 , 0.053325 , 0.027901 
 459 , 0.018798 , 0.018465 , 0.022239 , 0.027186 , 0.026561 , 0.036931 , 0.02142 , 0.026443 , 0.041212 , 0.045533 , 0.03161 , 0.029608 , 0.053373 , 0.027811 
 460 , 0.018728 , 0.018432 , 0.02217 , 0.027105 , 0.026453 , 0.036803 , 0.021385 , 0.026346 , 0.041092 , 0.04538 , 0.031496 , 0.029548 , 0.053288 , 0.027717 
 461 , 0.018601 , 0.018332 , 0.022066 , 0.026976 , 0.026296 , 0.036614 , 0.021249 , 0.026164 , 0.040865 , 0.045126 , 0.031303 , 0.029467 , 0.05309 , 0.02762 
 462 , 0.018475 , 0.018233 , 0.021967 , 0.026842 , 0.02614 , 0.036425 , 0.021119 , 0.025984 , 0.040638 , 0.044872 , 0.031116 , 0.02938 , 0.052891 , 0.027523 
 463 , 0.018363 , 0.018127 , 0.021852 , 0.026701 , 0.025974 , 0.036229 , 0.020989 , 0.025813 , 0.040401 , 0.044603 , 0.030923 , 0.029282 , 0.052685 , 0.027414 
 464 , 0.018305 , 0.017971 , 0.021653 , 0.026533 , 0.025789 , 0.035977 , 0.020865 , 0.02567 , 0.040128 , 0.044269 , 0.030724 , 0.029107 , 0.052457 , 0.027271 
 465 , 0.018247 , 0.017811 , 0.02146 , 0.026359 , 0.0256 , 0.035726 , 0.020746 , 0.025526 , 0.039851 , 0.043932 , 0.030524 , 0.028928 , 0.052227 , 0.027133 
 466 , 0.018188 , 0.017656 , 0.021263 , 0.026186 , 0.025412 , 0.035479 , 0.020627 , 0.025377 , 0.039579 , 0.043595 , 0.030325 , 0.028753 , 0.051997 , 0.026994 
 467 , 0.01806 , 0.017614 , 0.021214 , 0.026124 , 0.025364 , 0.035345 , 0.020596 , 0.025256 , 0.039436 , 0.043424 , 0.030205 , 0.028611 , 0.051816 , 0.026865 
 468 , 0.017915 , 0.017603 , 0.021204 , 0.026086 , 0.025353 , 0.035244 , 0.020589 , 0.025143 , 0.039325 , 0.043293 , 0.030103 , 0.028476 , 0.05165 , 0.026746 
 469 , 0.017771 , 0.017596 , 0.021189 , 0.026048 , 0.025342 , 0.035138 , 0.020581 , 0.025026 , 0.039218 , 0.043162 , 0.030002 , 0.028341 , 0.051478 , 0.026623 
 470 , 0.017724 , 0.017588 , 0.021162 , 0.026008 , 0.025314 , 0.03504 , 0.02057 , 0.024979 , 0.039163 , 0.043072 , 0.029951 , 0.02831 , 0.05142 , 0.026538 
 471 , 0.017788 , 0.017584 , 0.021115 , 0.025958 , 0.025258 , 0.034944 , 0.020556 , 0.025006 , 0.03918 , 0.043022 , 0.02996 , 0.028411 , 0.051488 , 0.026497 
 472 , 0.017856 , 0.017584 , 0.021068 , 0.025907 , 0.025203 , 0.034852 , 0.020543 , 0.025033 , 0.039191 , 0.042967 , 0.029969 , 0.028512 , 0.051552 , 0.026456 
 473 , 0.017925 , 0.017585 , 0.021026 , 0.025871 , 0.025157 , 0.034776 , 0.020535 , 0.02507 , 0.039218 , 0.042926 , 0.029978 , 0.028603 , 0.051641 , 0.02643 
 474 , 0.017996 , 0.017615 , 0.021066 , 0.025955 , 0.025229 , 0.03487 , 0.020628 , 0.025195 , 0.039345 , 0.04299 , 0.030025 , 0.028665 , 0.05191 , 0.026555 
 475 , 0.018066 , 0.017651 , 0.021108 , 0.026036 , 0.025303 , 0.034964 , 0.020721 , 0.025317 , 0.039472 , 0.043056 , 0.030065 , 0.02873 , 0.05218 , 0.026681 
 476 , 0.018137 , 0.017686 , 0.021149 , 0.026117 , 0.025377 , 0.035058 , 0.020815 , 0.02544 , 0.0396 , 0.043122 , 0.03011 , 0.02879 , 0.052455 , 0.026804 
 477 , 0.01814 , 0.017717 , 0.021203 , 0.026224 , 0.025452 , 0.035139 , 0.020864 , 0.025491 , 0.039643 , 0.043184 , 0.030182 , 0.02885 , 0.052605 , 0.026902 
 478 , 0.01811 , 0.01775 , 0.021264 , 0.02634 , 0.025532 , 0.03522 , 0.02089 , 0.025517 , 0.039655 , 0.043253 , 0.030267 , 0.028912 , 0.052709 , 0.02699 
 479 , 0.018085 , 0.017779 , 0.021325 , 0.026461 , 0.025612 , 0.035301 , 0.02092 , 0.025543 , 0.039667 , 0.043322 , 0.030348 , 0.028975 , 0.052814 , 0.027078 
 480 , 0.018065 , 0.017798 , 0.021349 , 0.026522 , 0.025637 , 0.0353 , 0.020934 , 0.025548 , 0.039657 , 0.043316 , 0.030374 , 0.029014 , 0.052871 , 0.027115 
 481 , 0.018061 , 0.017785 , 0.021316 , 0.026494 , 0.025577 , 0.03516 , 0.020911 , 0.025503 , 0.039603 , 0.043194 , 0.030302 , 0.02901 , 0.052841 , 0.027047 
 482 , 0.018056 , 0.017776 , 0.021283 , 0.026462 , 0.025517 , 0.03502 , 0.020894 , 0.025458 , 0.03955 , 0.043072 , 0.030229 , 0.02901 , 0.05281 , 0.026983 
 483 , 0.018051 , 0.017762 , 0.021249 , 0.026434 , 0.025458 , 0.03488 , 0.020871 , 0.025418 , 0.039496 , 0.042949 , 0.030157 , 0.029004 , 0.052779 , 0.026915 
 484 , 0.018001 , 0.017781 , 0.021257 , 0.02643 , 0.025374 , 0.034805 , 0.020915 , 0.025384 , 0.03944 , 0.042877 , 0.030121 , 0.028972 , 0.052718 , 0.026811 
 485 , 0.01796 , 0.017804 , 0.021263 , 0.026423 , 0.025293 , 0.034735 , 0.020961 , 0.025356 , 0.039383 , 0.042804 , 0.030087 , 0.028942 , 0.052661 , 0.026706 
 486 , 0.017913 , 0.017825 , 0.021268 , 0.02642 , 0.025211 , 0.034665 , 0.021006 , 0.025323 , 0.039327 , 0.04273 , 0.030052 , 0.028911 , 0.052602 , 0.0266 
 487 , 0.017981 , 0.017889 , 0.021339 , 0.026511 , 0.025288 , 0.03472 , 0.021067 , 0.025404 , 0.039451 , 0.042779 , 0.030159 , 0.029029 , 0.052813 , 0.026719 
 488 , 0.018113 , 0.017982 , 0.021445 , 0.026654 , 0.025443 , 0.03483 , 0.021134 , 0.02554 , 0.03966 , 0.04289 , 0.030341 , 0.029227 , 0.053153 , 0.026951 
 489 , 0.018241 , 0.01807 , 0.021557 , 0.026793 , 0.025599 , 0.034946 , 0.021201 , 0.025677 , 0.039875 , 0.042996 , 0.030523 , 0.029426 , 0.053494 , 0.027183 
 490 , 0.018395 , 0.018194 , 0.02171 , 0.027001 , 0.025812 , 0.035152 , 0.021338 , 0.025856 , 0.040164 , 0.043229 , 0.030746 , 0.02967 , 0.053933 , 0.027446 
 491 , 0.018593 , 0.018401 , 0.021961 , 0.027368 , 0.026176 , 0.035576 , 0.021651 , 0.026147 , 0.040628 , 0.043755 , 0.031071 , 0.030027 , 0.054598 , 0.027767 
 492 , 0.018792 , 0.018609 , 0.022219 , 0.027727 , 0.026537 , 0.036003 , 0.021956 , 0.026428 , 0.041095 , 0.044273 , 0.031392 , 0.030385 , 0.055261 , 0.028094 
 493 , 0.018992 , 0.018818 , 0.022472 , 0.028089 , 0.026901 , 0.036427 , 0.022268 , 0.026716 , 0.04156 , 0.0448 , 0.031719 , 0.03074 , 0.055924 , 0.028419 
 494 , 0.019251 , 0.0191 , 0.022806 , 0.02844 , 0.02731 , 0.036865 , 0.022575 , 0.027019 , 0.041956 , 0.04526 , 0.03217 , 0.031131 , 0.056483 , 0.028711 
 495 , 0.019507 , 0.019391 , 0.023146 , 0.028788 , 0.027723 , 0.037302 , 0.022878 , 0.027325 , 0.042344 , 0.045721 , 0.032629 , 0.031524 , 0.057036 , 0.029005 
 496 , 0.019764 , 0.019683 , 0.023483 , 0.029134 , 0.02814 , 0.037743 , 0.023183 , 0.027627 , 0.042739 , 0.046179 , 0.033091 , 0.031914 , 0.057583 , 0.029296 
 497 , 0.019996 , 0.019935 , 0.023777 , 0.029482 , 0.028458 , 0.038108 , 0.023491 , 0.027908 , 0.043126 , 0.046611 , 0.033472 , 0.032351 , 0.05815 , 0.0296 
 498 , 0.020215 , 0.020164 , 0.024032 , 0.02983 , 0.028711 , 0.038418 , 0.023797 , 0.02818 , 0.043511 , 0.047016 , 0.033794 , 0.032824 , 0.05873 , 0.029912 
 499 , 0.02043 , 0.020394 , 0.024288 , 0.030179 , 0.028965 , 0.038734 , 0.024108 , 0.028447 , 0.043898 , 0.047423 , 0.034113 , 0.033294 , 0.059313 , 0.030225 
 500 , 0.020667 , 0.020667 , 0.024566 , 0.030556 , 0.029271 , 0.039109 , 0.024442 , 0.028742 , 0.044328 , 0.047873 , 0.03448 , 0.033777 , 0.059919 , 0.030561 
 501 , 0.020971 , 0.02108 , 0.02492 , 0.031042 , 0.029751 , 0.039703 , 0.024863 , 0.029101 , 0.0449 , 0.048467 , 0.03499 , 0.034298 , 0.060622 , 0.030964 
 502 , 0.021278 , 0.021491 , 0.025277 , 0.031526 , 0.03023 , 0.040296 , 0.025282 , 0.029457 , 0.045471 , 0.04906 , 0.035504 , 0.034814 , 0.06133 , 0.03137 
 503 , 0.021582 , 0.021905 , 0.025636 , 0.032014 , 0.030706 , 0.040887 , 0.025704 , 0.02982 , 0.046046 , 0.049652 , 0.036021 , 0.035333 , 0.062032 , 0.031774 
 504 , 0.021996 , 0.022331 , 0.0262 , 0.032637 , 0.031384 , 0.04168 , 0.026237 , 0.03031 , 0.046739 , 0.050476 , 0.036784 , 0.036118 , 0.062884 , 0.032449 
 505 , 0.022426 , 0.022764 , 0.026802 , 0.033283 , 0.032095 , 0.042498 , 0.026786 , 0.030823 , 0.047454 , 0.051334 , 0.037584 , 0.036941 , 0.063753 , 0.033162 
 506 , 0.022849 , 0.02319 , 0.027403 , 0.033929 , 0.032802 , 0.043318 , 0.027334 , 0.031336 , 0.04817 , 0.052192 , 0.038382 , 0.037765 , 0.064622 , 0.033876 
 507 , 0.023336 , 0.023711 , 0.028011 , 0.034654 , 0.033526 , 0.044186 , 0.027968 , 0.031894 , 0.048925 , 0.053118 , 0.039195 , 0.038623 , 0.065511 , 0.034526 
 508 , 0.023872 , 0.024313 , 0.028623 , 0.03545 , 0.034261 , 0.045097 , 0.028671 , 0.032496 , 0.049718 , 0.054098 , 0.040023 , 0.039512 , 0.066413 , 0.035122 
 509 , 0.024412 , 0.024916 , 0.029229 , 0.036248 , 0.034992 , 0.046005 , 0.029375 , 0.033093 , 0.050508 , 0.055075 , 0.040842 , 0.040399 , 0.067317 , 0.035712 
 510 , 0.024919 , 0.025518 , 0.02985 , 0.037041 , 0.035723 , 0.046909 , 0.030079 , 0.033671 , 0.051275 , 0.056043 , 0.041673 , 0.041286 , 0.068154 , 0.036317 
 511 , 0.025294 , 0.026145 , 0.0305 , 0.037811 , 0.03641 , 0.047759 , 0.030778 , 0.034131 , 0.051908 , 0.056956 , 0.042532 , 0.042183 , 0.068654 , 0.036971 
 512 , 0.025671 , 0.026768 , 0.03115 , 0.038572 , 0.037099 , 0.048608 , 0.031478 , 0.034588 , 0.052538 , 0.057869 , 0.043386 , 0.043069 , 0.06916 , 0.037628 
 513 , 0.026043 , 0.027393 , 0.031796 , 0.039341 , 0.037789 , 0.049459 , 0.032178 , 0.035047 , 0.053163 , 0.058779 , 0.044241 , 0.043963 , 0.069662 , 0.038286 
 514 , 0.026561 , 0.028082 , 0.032491 , 0.040099 , 0.03854 , 0.050508 , 0.032939 , 0.035636 , 0.053888 , 0.059834 , 0.045202 , 0.044962 , 0.070292 , 0.039065 
 515 , 0.027109 , 0.028779 , 0.033199 , 0.04085 , 0.039305 , 0.051606 , 0.033714 , 0.036255 , 0.05464 , 0.060922 , 0.046179 , 0.045992 , 0.070949 , 0.039875 
 516 , 0.027658 , 0.029479 , 0.033909 , 0.041602 , 0.040067 , 0.052706 , 0.03449 , 0.036876 , 0.055393 , 0.062006 , 0.047162 , 0.047025 , 0.071602 , 0.040687 
 517 , 0.02828 , 0.030302 , 0.034798 , 0.042579 , 0.041019 , 0.05406 , 0.035435 , 0.037611 , 0.056346 , 0.063407 , 0.048372 , 0.048251 , 0.072415 , 0.041645 
 518 , 0.02899 , 0.031286 , 0.035899 , 0.043837 , 0.042211 , 0.055729 , 0.036591 , 0.038482 , 0.057555 , 0.065188 , 0.049861 , 0.049706 , 0.073408 , 0.042786 
 519 , 0.029707 , 0.032268 , 0.037001 , 0.045101 , 0.043403 , 0.057394 , 0.037741 , 0.03935 , 0.058769 , 0.06697 , 0.051348 , 0.051164 , 0.074402 , 0.043921 
 520 , 0.030449 , 0.033267 , 0.038125 , 0.046385 , 0.04462 , 0.059099 , 0.038915 , 0.040249 , 0.060006 , 0.068792 , 0.052868 , 0.052666 , 0.075421 , 0.04509 
 521 , 0.03144 , 0.03445 , 0.039413 , 0.047918 , 0.046017 , 0.061154 , 0.040284 , 0.041377 , 0.06151 , 0.071017 , 0.054725 , 0.054533 , 0.076676 , 0.046481 
 522 , 0.032432 , 0.035634 , 0.040706 , 0.049449 , 0.047419 , 0.063206 , 0.041644 , 0.042501 , 0.063006 , 0.073241 , 0.056585 , 0.056402 , 0.07793 , 0.047871 
 523 , 0.033421 , 0.036818 , 0.041994 , 0.050978 , 0.048817 , 0.065259 , 0.043005 , 0.043624 , 0.064508 , 0.075462 , 0.058442 , 0.058275 , 0.079182 , 0.049256 
 524 , 0.03443 , 0.038067 , 0.043303 , 0.052497 , 0.050197 , 0.067348 , 0.044447 , 0.04478 , 0.066111 , 0.077733 , 0.060314 , 0.060133 , 0.08057 , 0.050764 
 525 , 0.03544 , 0.039345 , 0.044625 , 0.054012 , 0.051563 , 0.069445 , 0.045917 , 0.045947 , 0.067746 , 0.080024 , 0.062189 , 0.061994 , 0.082 , 0.052313 
 526 , 0.03645 , 0.040624 , 0.045942 , 0.055528 , 0.052929 , 0.071542 , 0.047384 , 0.047116 , 0.069383 , 0.082315 , 0.06406 , 0.063845 , 0.083429 , 0.053865 
 527 , 0.037426 , 0.041878 , 0.047245 , 0.057034 , 0.054311 , 0.073641 , 0.048799 , 0.048245 , 0.070967 , 0.084593 , 0.065901 , 0.065672 , 0.084798 , 0.055365 
 528 , 0.03837 , 0.043109 , 0.048524 , 0.058519 , 0.055708 , 0.075742 , 0.05013 , 0.049315 , 0.072457 , 0.086863 , 0.067681 , 0.06745 , 0.086054 , 0.056797 
 529 , 0.039307 , 0.044338 , 0.0498 , 0.060011 , 0.057111 , 0.077839 , 0.051459 , 0.050384 , 0.073944 , 0.089125 , 0.069466 , 0.069232 , 0.087313 , 0.058235 
 530 , 0.040242 , 0.045558 , 0.051073 , 0.061489 , 0.058499 , 0.079925 , 0.052785 , 0.051451 , 0.075428 , 0.091383 , 0.071247 , 0.071005 , 0.088567 , 0.059659 
 531 , 0.041061 , 0.046544 , 0.052176 , 0.062778 , 0.059717 , 0.081703 , 0.053985 , 0.052433 , 0.076803 , 0.093375 , 0.07291 , 0.072678 , 0.089689 , 0.060938 
 532 , 0.041879 , 0.047522 , 0.053278 , 0.064059 , 0.060928 , 0.083486 , 0.055178 , 0.053411 , 0.078184 , 0.095372 , 0.07458 , 0.074347 , 0.090802 , 0.062222 
 533 , 0.042698 , 0.048503 , 0.054378 , 0.065346 , 0.062144 , 0.085263 , 0.056377 , 0.054391 , 0.079566 , 0.097369 , 0.076249 , 0.07602 , 0.091921 , 0.0635 
 534 , 0.04334 , 0.04938 , 0.055318 , 0.066462 , 0.063179 , 0.086802 , 0.057395 , 0.055183 , 0.080697 , 0.099126 , 0.077594 , 0.077363 , 0.092848 , 0.064494 
 535 , 0.043901 , 0.050214 , 0.056186 , 0.067516 , 0.064143 , 0.088248 , 0.058327 , 0.055889 , 0.081715 , 0.100771 , 0.078794 , 0.078556 , 0.093703 , 0.065355 
 536 , 0.04446 , 0.051048 , 0.057053 , 0.068563 , 0.065101 , 0.089691 , 0.059264 , 0.056593 , 0.082733 , 0.102414 , 0.07999 , 0.079743 , 0.094561 , 0.066222 
 537 , 0.045012 , 0.051813 , 0.057871 , 0.069529 , 0.065989 , 0.091041 , 0.060133 , 0.057271 , 0.083692 , 0.103932 , 0.081143 , 0.080888 , 0.095364 , 0.067065 
 538 , 0.045545 , 0.052437 , 0.058595 , 0.070328 , 0.066718 , 0.092183 , 0.060855 , 0.057894 , 0.084525 , 0.105188 , 0.082199 , 0.08195 , 0.096068 , 0.067885 
 539 , 0.046074 , 0.053064 , 0.059323 , 0.071131 , 0.067445 , 0.093326 , 0.061574 , 0.058514 , 0.085368 , 0.10645 , 0.083262 , 0.083012 , 0.096768 , 0.068709 
 540 , 0.046606 , 0.053688 , 0.060043 , 0.071926 , 0.068176 , 0.094462 , 0.062298 , 0.059137 , 0.086202 , 0.107707 , 0.084324 , 0.084073 , 0.09747 , 0.069532 
 541 , 0.04706 , 0.054277 , 0.060616 , 0.072664 , 0.068843 , 0.095536 , 0.062942 , 0.059659 , 0.086957 , 0.108866 , 0.085163 , 0.085004 , 0.098207 , 0.070265 
 542 , 0.047514 , 0.05486 , 0.061184 , 0.073399 , 0.069505 , 0.096605 , 0.063582 , 0.060176 , 0.08771 , 0.110021 , 0.086 , 0.085933 , 0.098936 , 0.071001 
 543 , 0.047964 , 0.05544 , 0.061748 , 0.07413 , 0.070171 , 0.097679 , 0.064218 , 0.060688 , 0.088458 , 0.111175 , 0.086834 , 0.086861 , 0.099673 , 0.071741 
 544 , 0.048373 , 0.055981 , 0.062314 , 0.074872 , 0.070873 , 0.098749 , 0.064884 , 0.061161 , 0.089218 , 0.112346 , 0.087714 , 0.087761 , 0.100361 , 0.072431 
 545 , 0.048757 , 0.056493 , 0.062873 , 0.075626 , 0.071606 , 0.099818 , 0.065578 , 0.061612 , 0.08998 , 0.113528 , 0.088624 , 0.088644 , 0.101018 , 0.073084 
 546 , 0.049135 , 0.057 , 0.063441 , 0.076377 , 0.072342 , 0.100887 , 0.06627 , 0.062064 , 0.090738 , 0.114702 , 0.089532 , 0.089525 , 0.101677 , 0.073746 
 547 , 0.049509 , 0.05747 , 0.063952 , 0.077065 , 0.073009 , 0.101854 , 0.066884 , 0.062499 , 0.09144 , 0.115763 , 0.090357 , 0.09035 , 0.102327 , 0.074345 
 548 , 0.049862 , 0.057844 , 0.064333 , 0.077566 , 0.073499 , 0.102531 , 0.067292 , 0.062861 , 0.091989 , 0.116528 , 0.090984 , 0.091053 , 0.102944 , 0.0748 
 549 , 0.050222 , 0.058211 , 0.064721 , 0.078066 , 0.073988 , 0.103208 , 0.067706 , 0.063228 , 0.092544 , 0.117285 , 0.091611 , 0.091763 , 0.10356 , 0.075253 
 550 , 0.050569 , 0.058585 , 0.065102 , 0.078567 , 0.074479 , 0.103893 , 0.068114 , 0.063589 , 0.0931 , 0.118044 , 0.092233 , 0.092468 , 0.104177 , 0.075714 
 551 , 0.050709 , 0.058791 , 0.065257 , 0.078859 , 0.074696 , 0.104273 , 0.068376 , 0.063768 , 0.0934 , 0.118403 , 0.092523 , 0.092836 , 0.104544 , 0.075907 
 552 , 0.050837 , 0.058977 , 0.065395 , 0.079136 , 0.074881 , 0.104638 , 0.068631 , 0.063937 , 0.09368 , 0.118729 , 0.092794 , 0.093192 , 0.104903 , 0.076088 
 553 , 0.050958 , 0.059171 , 0.065532 , 0.079415 , 0.075067 , 0.105005 , 0.068887 , 0.064106 , 0.093968 , 0.119048 , 0.093066 , 0.093541 , 0.105264 , 0.076269 
 554 , 0.050953 , 0.059137 , 0.065515 , 0.079461 , 0.075092 , 0.105028 , 0.068889 , 0.064087 , 0.093953 , 0.119023 , 0.093085 , 0.093631 , 0.10542 , 0.076303 
 555 , 0.050862 , 0.058933 , 0.065395 , 0.079339 , 0.075006 , 0.104784 , 0.068699 , 0.063918 , 0.093717 , 0.118742 , 0.092898 , 0.093528 , 0.105421 , 0.076231 
 556 , 0.050765 , 0.05873 , 0.065267 , 0.079216 , 0.074919 , 0.104546 , 0.068501 , 0.063748 , 0.093474 , 0.118461 , 0.092711 , 0.093425 , 0.105421 , 0.076158 
 557 , 0.050645 , 0.058504 , 0.065089 , 0.079057 , 0.074788 , 0.104236 , 0.06828 , 0.06357 , 0.093214 , 0.118085 , 0.09248 , 0.093256 , 0.105405 , 0.076013 
 558 , 0.050432 , 0.058204 , 0.064724 , 0.078786 , 0.074523 , 0.103708 , 0.067988 , 0.063354 , 0.092931 , 0.117421 , 0.092079 , 0.092862 , 0.105351 , 0.07562 
