JUN24SHB100005.spu,JUN24SHB100004.spu,
Wavelength,JUN24SHB100007.spu,JUN24SHB100008.spu,JUN24SHB100009.spu,JUN24SHB100010.spu,JUN24SHB100011.spu,JUN24SHB100012.spu,JUN24SHB100013.spu,JUN24SHB100014.spu,JUN24SHB100015.spu,JUN24SHB100016.spu,JUN24SHB100017.spu,JUN24SHB100018.spu,JUN24SHB100019.spu,JUN24SHB100020.spu
  (nm),6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 
  time  ,33:46 PM,33:56 PM,34:04 PM,34:15 PM,34:31 PM,35:18 PM,35:25 PM,35:35 PM,35:44 PM,35:55 PM,36:31 PM,36:40 PM,36:51 PM,36:59 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,
 559 , 0.050227 , 0.057904 , 0.064366 , 0.078513 , 0.074256 , 0.10319 , 0.067695 , 0.063131 , 0.092645 , 0.11675 , 0.091682 , 0.092463 , 0.105291 , 0.075226 
 560 , 0.050023 , 0.057605 , 0.064003 , 0.07824 , 0.073982 , 0.102666 , 0.067404 , 0.062916 , 0.092366 , 0.116082 , 0.091286 , 0.092074 , 0.105238 , 0.074832 
 561 , 0.049688 , 0.057215 , 0.063608 , 0.077903 , 0.073639 , 0.10193 , 0.067002 , 0.062564 , 0.091941 , 0.115265 , 0.090737 , 0.091558 , 0.105143 , 0.0743 
 562 , 0.049349 , 0.056817 , 0.063203 , 0.07755 , 0.073281 , 0.101162 , 0.06659 , 0.062197 , 0.091487 , 0.114419 , 0.090168 , 0.091022 , 0.105042 , 0.073746 
 563 , 0.048997 , 0.056421 , 0.062806 , 0.077197 , 0.072924 , 0.10039 , 0.066179 , 0.06183 , 0.091041 , 0.113576 , 0.089594 , 0.090487 , 0.104933 , 0.073194 
 564 , 0.048668 , 0.0559 , 0.062289 , 0.076711 , 0.072442 , 0.099456 , 0.065666 , 0.061418 , 0.090484 , 0.112511 , 0.088895 , 0.089862 , 0.104781 , 0.072601 
 565 , 0.048334 , 0.055288 , 0.061678 , 0.076108 , 0.071871 , 0.098387 , 0.065055 , 0.060976 , 0.089851 , 0.111256 , 0.08809 , 0.089163 , 0.104591 , 0.071968 
 566 , 0.048008 , 0.054666 , 0.06107 , 0.075508 , 0.071296 , 0.097324 , 0.064453 , 0.060535 , 0.089221 , 0.110009 , 0.087296 , 0.088474 , 0.104399 , 0.071337 
 567 , 0.047657 , 0.054054 , 0.060452 , 0.074892 , 0.070711 , 0.096248 , 0.063829 , 0.06007 , 0.088574 , 0.108743 , 0.086467 , 0.087728 , 0.104201 , 0.070683 
 568 , 0.047205 , 0.053444 , 0.059772 , 0.074219 , 0.070088 , 0.095094 , 0.063136 , 0.059487 , 0.087878 , 0.107411 , 0.085518 , 0.086773 , 0.103966 , 0.069932 
 569 , 0.046748 , 0.052843 , 0.059085 , 0.07354 , 0.069468 , 0.093941 , 0.062443 , 0.058903 , 0.087179 , 0.106076 , 0.08457 , 0.085824 , 0.10373 , 0.069178 
 570 , 0.046293 , 0.052237 , 0.058403 , 0.072864 , 0.068843 , 0.092794 , 0.061747 , 0.058322 , 0.086475 , 0.104743 , 0.083613 , 0.084866 , 0.103489 , 0.068428 
 571 , 0.045787 , 0.051532 , 0.057724 , 0.072169 , 0.068202 , 0.091601 , 0.060972 , 0.05775 , 0.08565 , 0.103351 , 0.082668 , 0.083939 , 0.103138 , 0.067609 
 572 , 0.045279 , 0.050804 , 0.057043 , 0.071471 , 0.067565 , 0.090406 , 0.060183 , 0.057182 , 0.084802 , 0.101952 , 0.081722 , 0.083017 , 0.102765 , 0.066772 
 573 , 0.044767 , 0.050081 , 0.056367 , 0.070782 , 0.066924 , 0.089212 , 0.059398 , 0.056616 , 0.083957 , 0.100556 , 0.080774 , 0.082093 , 0.102394 , 0.06594 
 574 , 0.044309 , 0.049396 , 0.055695 , 0.070108 , 0.066278 , 0.08802 , 0.058665 , 0.056053 , 0.083193 , 0.099222 , 0.079813 , 0.081207 , 0.102036 , 0.065139 
 575 , 0.043898 , 0.048765 , 0.055027 , 0.069447 , 0.065633 , 0.08682 , 0.058 , 0.055493 , 0.082509 , 0.097923 , 0.078831 , 0.080357 , 0.101711 , 0.064373 
 576 , 0.043487 , 0.04813 , 0.054357 , 0.068787 , 0.06499 , 0.085621 , 0.057339 , 0.054928 , 0.081818 , 0.096626 , 0.077848 , 0.079503 , 0.101384 , 0.063605 
 577 , 0.043077 , 0.047505 , 0.05369 , 0.068128 , 0.064342 , 0.084442 , 0.056674 , 0.054365 , 0.081127 , 0.095342 , 0.07687 , 0.078639 , 0.101037 , 0.062834 
 578 , 0.042653 , 0.046953 , 0.053078 , 0.067487 , 0.063679 , 0.083355 , 0.05602 , 0.053798 , 0.080381 , 0.094127 , 0.075916 , 0.077722 , 0.100561 , 0.062057 
 579 , 0.042229 , 0.046396 , 0.052461 , 0.066849 , 0.063026 , 0.08227 , 0.055369 , 0.053238 , 0.079632 , 0.092917 , 0.074964 , 0.076806 , 0.100091 , 0.061284 
 580 , 0.0418 , 0.045841 , 0.051848 , 0.066213 , 0.06237 , 0.081193 , 0.054715 , 0.052669 , 0.078886 , 0.091708 , 0.074011 , 0.075888 , 0.099618 , 0.060511 
 581 , 0.041322 , 0.045175 , 0.051104 , 0.065355 , 0.061589 , 0.079933 , 0.053878 , 0.051992 , 0.077917 , 0.090257 , 0.072955 , 0.074848 , 0.098782 , 0.059728 
 582 , 0.040833 , 0.044475 , 0.050318 , 0.06444 , 0.06078 , 0.078622 , 0.052984 , 0.05127 , 0.076896 , 0.088736 , 0.071876 , 0.073773 , 0.097843 , 0.05895 
 583 , 0.040339 , 0.043773 , 0.049538 , 0.063529 , 0.059974 , 0.07731 , 0.052091 , 0.050558 , 0.075879 , 0.087221 , 0.070791 , 0.072698 , 0.096909 , 0.058163 
 584 , 0.039776 , 0.043024 , 0.048731 , 0.062595 , 0.05909 , 0.075957 , 0.051227 , 0.0498 , 0.074805 , 0.085683 , 0.069628 , 0.071521 , 0.095863 , 0.057245 
 585 , 0.03912 , 0.042206 , 0.047907 , 0.06163 , 0.058132 , 0.074582 , 0.050393 , 0.048997 , 0.073657 , 0.084129 , 0.068362 , 0.070235 , 0.094713 , 0.056171 
 586 , 0.038467 , 0.041389 , 0.047082 , 0.060675 , 0.057172 , 0.073205 , 0.049562 , 0.048197 , 0.07252 , 0.082575 , 0.067094 , 0.068953 , 0.09356 , 0.055093 
 587 , 0.037824 , 0.040585 , 0.046268 , 0.059724 , 0.056218 , 0.071839 , 0.048731 , 0.047402 , 0.071381 , 0.081039 , 0.065841 , 0.067692 , 0.092404 , 0.054041 
 588 , 0.037255 , 0.039897 , 0.045562 , 0.058819 , 0.055351 , 0.070577 , 0.047904 , 0.046671 , 0.070306 , 0.079665 , 0.064721 , 0.066622 , 0.091225 , 0.053189 
 589 , 0.036681 , 0.039209 , 0.044851 , 0.057915 , 0.054482 , 0.069313 , 0.047077 , 0.045942 , 0.069235 , 0.078289 , 0.063597 , 0.065555 , 0.090044 , 0.05234 
 590 , 0.036115 , 0.038519 , 0.04414 , 0.057017 , 0.053607 , 0.068047 , 0.046251 , 0.045206 , 0.068158 , 0.076912 , 0.062477 , 0.064483 , 0.088871 , 0.051485 
 591 , 0.035709 , 0.038018 , 0.043555 , 0.05634 , 0.052916 , 0.06708 , 0.045645 , 0.044671 , 0.067332 , 0.075774 , 0.06156 , 0.063595 , 0.08804 , 0.050831 
 592 , 0.035349 , 0.037572 , 0.043017 , 0.055727 , 0.052277 , 0.066199 , 0.045109 , 0.044196 , 0.066569 , 0.074698 , 0.060711 , 0.06277 , 0.087311 , 0.050234 
 593 , 0.034985 , 0.037128 , 0.042471 , 0.055117 , 0.051641 , 0.065313 , 0.044571 , 0.043724 , 0.065804 , 0.07363 , 0.059856 , 0.06194 , 0.086578 , 0.049634 
 594 , 0.034669 , 0.036749 , 0.042008 , 0.0546 , 0.051116 , 0.064577 , 0.044088 , 0.043241 , 0.065156 , 0.072752 , 0.059168 , 0.061221 , 0.085913 , 0.049089 
 595 , 0.034399 , 0.036442 , 0.041637 , 0.054212 , 0.05074 , 0.064041 , 0.043685 , 0.042735 , 0.064655 , 0.072127 , 0.058708 , 0.06065 , 0.085332 , 0.048628 
 596 , 0.034131 , 0.036137 , 0.041262 , 0.05382 , 0.050366 , 0.063508 , 0.043273 , 0.042238 , 0.064156 , 0.071504 , 0.05824 , 0.06007 , 0.084747 , 0.04817 
 597 , 0.033869 , 0.035827 , 0.040894 , 0.053429 , 0.049988 , 0.062966 , 0.042868 , 0.041754 , 0.063663 , 0.070873 , 0.057778 , 0.059504 , 0.084173 , 0.047708 
 598 , 0.03362 , 0.035468 , 0.040562 , 0.053056 , 0.049584 , 0.062361 , 0.04249 , 0.04146 , 0.063212 , 0.070223 , 0.057288 , 0.059021 , 0.083688 , 0.047269 
 599 , 0.033372 , 0.035107 , 0.040228 , 0.052686 , 0.049185 , 0.061753 , 0.042109 , 0.041163 , 0.062756 , 0.069576 , 0.056804 , 0.058534 , 0.083199 , 0.046823 
 600 , 0.033124 , 0.034747 , 0.039895 , 0.052313 , 0.048782 , 0.061147 , 0.04173 , 0.040867 , 0.062307 , 0.068932 , 0.056317 , 0.058043 , 0.082712 , 0.046385 
 601 , 0.032901 , 0.034464 , 0.039572 , 0.051973 , 0.048407 , 0.060559 , 0.04143 , 0.040561 , 0.06191 , 0.068354 , 0.055792 , 0.057511 , 0.082317 , 0.045985 
 602 , 0.032686 , 0.034206 , 0.039261 , 0.051649 , 0.048032 , 0.059982 , 0.041163 , 0.040256 , 0.061543 , 0.067799 , 0.055257 , 0.056962 , 0.081955 , 0.04561 
 603 , 0.032472 , 0.033949 , 0.038946 , 0.051327 , 0.047658 , 0.059407 , 0.040896 , 0.039947 , 0.061172 , 0.067247 , 0.054723 , 0.056411 , 0.081597 , 0.045231 
 604 , 0.032239 , 0.033679 , 0.038624 , 0.050986 , 0.047272 , 0.058817 , 0.04057 , 0.039625 , 0.060763 , 0.066623 , 0.054179 , 0.055865 , 0.081222 , 0.044866 
 605 , 0.031974 , 0.033383 , 0.038285 , 0.050621 , 0.046878 , 0.058213 , 0.040141 , 0.039292 , 0.060282 , 0.065901 , 0.053631 , 0.055345 , 0.080836 , 0.044524 
 606 , 0.031706 , 0.033088 , 0.037947 , 0.050257 , 0.046481 , 0.057606 , 0.039708 , 0.038959 , 0.059808 , 0.065178 , 0.053086 , 0.054817 , 0.080449 , 0.044178 
 607 , 0.031446 , 0.032792 , 0.037604 , 0.049888 , 0.046079 , 0.057002 , 0.039281 , 0.038626 , 0.05933 , 0.064465 , 0.052543 , 0.054297 , 0.080064 , 0.043836 
 608 , 0.031256 , 0.032491 , 0.037227 , 0.04947 , 0.045548 , 0.0564 , 0.038864 , 0.038322 , 0.058921 , 0.063823 , 0.052006 , 0.053804 , 0.079662 , 0.043464 
 609 , 0.031069 , 0.03219 , 0.036848 , 0.049053 , 0.045009 , 0.055793 , 0.038444 , 0.038014 , 0.058515 , 0.063178 , 0.051469 , 0.053311 , 0.079251 , 0.043088 
 610 , 0.030877 , 0.031884 , 0.036466 , 0.048636 , 0.044473 , 0.055187 , 0.038026 , 0.037707 , 0.058104 , 0.062531 , 0.050924 , 0.052814 , 0.078839 , 0.042713 
 611 , 0.030661 , 0.031636 , 0.036191 , 0.048386 , 0.044283 , 0.054687 , 0.037763 , 0.03745 , 0.057801 , 0.061993 , 0.050554 , 0.052405 , 0.078629 , 0.042318 
 612 , 0.030434 , 0.031407 , 0.035964 , 0.048215 , 0.044239 , 0.054241 , 0.037567 , 0.03722 , 0.057537 , 0.061493 , 0.05026 , 0.052042 , 0.07851 , 0.041915 
 613 , 0.030202 , 0.031178 , 0.035736 , 0.048038 , 0.044198 , 0.05379 , 0.037366 , 0.03699 , 0.057273 , 0.060989 , 0.04996 , 0.05168 , 0.078389 , 0.041508 
 614 , 0.030035 , 0.030945 , 0.035535 , 0.047874 , 0.044121 , 0.053349 , 0.037142 , 0.036801 , 0.057039 , 0.060506 , 0.049675 , 0.051356 , 0.07832 , 0.041183 
 615 , 0.02997 , 0.030692 , 0.035379 , 0.047729 , 0.043977 , 0.05293 , 0.036877 , 0.036689 , 0.056866 , 0.060064 , 0.0494 , 0.051106 , 0.078342 , 0.041 
 616 , 0.029908 , 0.030437 , 0.035226 , 0.047583 , 0.043832 , 0.052506 , 0.03661 , 0.036581 , 0.056693 , 0.059619 , 0.04912 , 0.050855 , 0.078361 , 0.040817 
 617 , 0.029846 , 0.030187 , 0.035069 , 0.047437 , 0.043682 , 0.052087 , 0.036349 , 0.036467 , 0.056519 , 0.059168 , 0.04884 , 0.050599 , 0.078385 , 0.040633 
 618 , 0.029784 , 0.0301 , 0.034948 , 0.047404 , 0.043519 , 0.051822 , 0.036199 , 0.036362 , 0.056389 , 0.058875 , 0.0486 , 0.050349 , 0.078443 , 0.040489 
 619 , 0.029715 , 0.030012 , 0.034829 , 0.047368 , 0.043351 , 0.051562 , 0.036051 , 0.036259 , 0.056255 , 0.058575 , 0.048362 , 0.050103 , 0.078497 , 0.040344 
 620 , 0.029652 , 0.029929 , 0.034711 , 0.047327 , 0.043179 , 0.051301 , 0.035898 , 0.036156 , 0.056122 , 0.058275 , 0.048124 , 0.049856 , 0.078553 , 0.0402 
 621 , 0.029628 , 0.029846 , 0.034625 , 0.047298 , 0.043098 , 0.051131 , 0.035784 , 0.036046 , 0.056008 , 0.058039 , 0.047986 , 0.049714 , 0.07855 , 0.040097 
 622 , 0.029625 , 0.029754 , 0.03455 , 0.047277 , 0.043056 , 0.051002 , 0.035684 , 0.035932 , 0.055911 , 0.057829 , 0.047891 , 0.049615 , 0.078522 , 0.040009 
 623 , 0.029617 , 0.029667 , 0.034479 , 0.047251 , 0.043018 , 0.050873 , 0.035579 , 0.035817 , 0.05581 , 0.057619 , 0.047796 , 0.049516 , 0.078488 , 0.039921 
 624 , 0.029624 , 0.02956 , 0.034419 , 0.047243 , 0.042978 , 0.050729 , 0.035495 , 0.035738 , 0.055747 , 0.057433 , 0.047714 , 0.049444 , 0.078523 , 0.039839 
 625 , 0.029641 , 0.029422 , 0.034387 , 0.047276 , 0.042952 , 0.050568 , 0.03545 , 0.035738 , 0.055756 , 0.05731 , 0.047658 , 0.049451 , 0.078684 , 0.039779 
 626 , 0.029664 , 0.029281 , 0.034357 , 0.047312 , 0.042922 , 0.050409 , 0.035406 , 0.035739 , 0.055768 , 0.057185 , 0.0476 , 0.049454 , 0.07884 , 0.039716 
 627 , 0.029687 , 0.02914 , 0.034326 , 0.047353 , 0.042893 , 0.05025 , 0.035357 , 0.035735 , 0.055775 , 0.05706 , 0.047547 , 0.049459 , 0.079001 , 0.039652 
 628 , 0.029692 , 0.029184 , 0.034363 , 0.047439 , 0.042957 , 0.050202 , 0.035364 , 0.035692 , 0.055804 , 0.057009 , 0.047518 , 0.04941 , 0.079162 , 0.039576 
 629 , 0.0297 , 0.029231 , 0.034399 , 0.047527 , 0.043022 , 0.050149 , 0.035376 , 0.03565 , 0.055836 , 0.056947 , 0.047487 , 0.049356 , 0.07933 , 0.039493 
 630 , 0.029702 , 0.029278 , 0.034436 , 0.047616 , 0.043082 , 0.050101 , 0.035384 , 0.035609 , 0.055862 , 0.056885 , 0.047462 , 0.049307 , 0.079494 , 0.039415 
 631 , 0.029744 , 0.029304 , 0.03443 , 0.047673 , 0.043095 , 0.050038 , 0.035364 , 0.035603 , 0.055888 , 0.056777 , 0.047413 , 0.04929 , 0.079637 , 0.039412 
 632 , 0.029806 , 0.029321 , 0.034407 , 0.047725 , 0.043084 , 0.04997 , 0.035327 , 0.035627 , 0.055926 , 0.056656 , 0.047365 , 0.049295 , 0.079781 , 0.039443 
 633 , 0.029864 , 0.029338 , 0.034383 , 0.047777 , 0.043067 , 0.049901 , 0.03529 , 0.035646 , 0.055959 , 0.056541 , 0.047316 , 0.049305 , 0.079925 , 0.039479 
 634 , 0.029892 , 0.029335 , 0.034333 , 0.047807 , 0.043025 , 0.049819 , 0.035222 , 0.035648 , 0.055986 , 0.056413 , 0.047245 , 0.049262 , 0.080068 , 0.039462 
 635 , 0.029862 , 0.029279 , 0.034222 , 0.047779 , 0.042926 , 0.049692 , 0.035086 , 0.035608 , 0.055971 , 0.056273 , 0.047121 , 0.04911 , 0.080192 , 0.03933 
 636 , 0.029829 , 0.029225 , 0.034108 , 0.04775 , 0.042832 , 0.04957 , 0.034953 , 0.035561 , 0.055951 , 0.056127 , 0.046991 , 0.048957 , 0.080309 , 0.039197 
 637 , 0.0298 , 0.029166 , 0.033999 , 0.047716 , 0.042738 , 0.049448 , 0.034814 , 0.035514 , 0.055931 , 0.055982 , 0.04686 , 0.048808 , 0.080431 , 0.039063 
 638 , 0.029703 , 0.029062 , 0.03391 , 0.047709 , 0.04263 , 0.049217 , 0.034681 , 0.035433 , 0.055875 , 0.055784 , 0.046726 , 0.048642 , 0.080479 , 0.038878 
 639 , 0.029609 , 0.028957 , 0.033819 , 0.047706 , 0.042521 , 0.048995 , 0.034551 , 0.03535 , 0.055827 , 0.055579 , 0.046594 , 0.048474 , 0.080529 , 0.038695 
 640 , 0.02952 , 0.028851 , 0.033732 , 0.047702 , 0.042416 , 0.048766 , 0.034421 , 0.035267 , 0.055773 , 0.055373 , 0.046462 , 0.048305 , 0.080584 , 0.038512 
 641 , 0.029423 , 0.028707 , 0.033594 , 0.047585 , 0.04218 , 0.048386 , 0.034238 , 0.035167 , 0.055699 , 0.055075 , 0.046164 , 0.048016 , 0.080651 , 0.038334 
 642 , 0.029325 , 0.028538 , 0.03343 , 0.047402 , 0.04188 , 0.047915 , 0.03403 , 0.035056 , 0.055612 , 0.054728 , 0.045771 , 0.047661 , 0.080731 , 0.03815 
 643 , 0.029223 , 0.028373 , 0.033267 , 0.047219 , 0.041573 , 0.047438 , 0.033821 , 0.034945 , 0.055531 , 0.054381 , 0.045383 , 0.047301 , 0.080811 , 0.037961 
 644 , 0.02911 , 0.028218 , 0.033094 , 0.047061 , 0.041267 , 0.047005 , 0.033594 , 0.034811 , 0.055417 , 0.054026 , 0.045007 , 0.046923 , 0.080878 , 0.037767 
 645 , 0.028955 , 0.028087 , 0.032889 , 0.046963 , 0.040952 , 0.046678 , 0.033323 , 0.034645 , 0.055225 , 0.053664 , 0.044677 , 0.046499 , 0.080904 , 0.037538 
 646 , 0.028801 , 0.027953 , 0.032684 , 0.046867 , 0.040629 , 0.046346 , 0.033052 , 0.034472 , 0.055037 , 0.0533 , 0.044349 , 0.046075 , 0.080921 , 0.037313 
 647 , 0.028642 , 0.027818 , 0.032473 , 0.046766 , 0.040305 , 0.046014 , 0.032775 , 0.0343 , 0.054838 , 0.05293 , 0.044009 , 0.045641 , 0.080943 , 0.037082 
 648 , 0.028517 , 0.027647 , 0.032298 , 0.04659 , 0.040059 , 0.045678 , 0.032544 , 0.034178 , 0.054684 , 0.052563 , 0.043783 , 0.045396 , 0.08086 , 0.036918 
 649 , 0.028395 , 0.027472 , 0.032125 , 0.046402 , 0.039812 , 0.045336 , 0.03231 , 0.034062 , 0.054529 , 0.052193 , 0.043558 , 0.045157 , 0.080772 , 0.036758 
 650 , 0.028272 , 0.027298 , 0.031953 , 0.046214 , 0.039565 , 0.044989 , 0.032076 , 0.033942 , 0.05438 , 0.051817 , 0.043328 , 0.044912 , 0.080684 , 0.036597 
 651 , 0.028143 , 0.027132 , 0.031759 , 0.046051 , 0.039326 , 0.044671 , 0.031857 , 0.033832 , 0.054218 , 0.051509 , 0.043076 , 0.044676 , 0.080652 , 0.036397 
 652 , 0.028007 , 0.026966 , 0.031542 , 0.045892 , 0.039084 , 0.044363 , 0.03165 , 0.033723 , 0.054035 , 0.051238 , 0.042809 , 0.044425 , 0.080652 , 0.03616 
 653 , 0.027867 , 0.0268 , 0.03132 , 0.045734 , 0.038837 , 0.044056 , 0.031438 , 0.033609 , 0.053846 , 0.050962 , 0.042537 , 0.044174 , 0.080651 , 0.035923 
 654 , 0.027729 , 0.026648 , 0.031148 , 0.045612 , 0.03861 , 0.043736 , 0.03124 , 0.03349 , 0.05369 , 0.050691 , 0.042275 , 0.043921 , 0.080655 , 0.035709 
 655 , 0.027609 , 0.026538 , 0.031082 , 0.045601 , 0.038424 , 0.043404 , 0.031098 , 0.033367 , 0.053609 , 0.050422 , 0.042041 , 0.04367 , 0.0807 , 0.03556 
 656 , 0.027484 , 0.026433 , 0.03102 , 0.045592 , 0.038237 , 0.043076 , 0.030954 , 0.033245 , 0.053527 , 0.050154 , 0.041805 , 0.043414 , 0.080754 , 0.035413 
 657 , 0.027358 , 0.026327 , 0.030958 , 0.045583 , 0.038045 , 0.042742 , 0.030809 , 0.033122 , 0.05345 , 0.049886 , 0.041568 , 0.043158 , 0.080803 , 0.035266 
 658 , 0.027313 , 0.026217 , 0.030811 , 0.045505 , 0.037746 , 0.042437 , 0.030621 , 0.033085 , 0.053366 , 0.049561 , 0.041346 , 0.042928 , 0.080884 , 0.035149 
 659 , 0.027277 , 0.026109 , 0.030665 , 0.045426 , 0.037446 , 0.042136 , 0.03044 , 0.033049 , 0.053299 , 0.04924 , 0.041126 , 0.04271 , 0.080966 , 0.035032 
 660 , 0.027237 , 0.025995 , 0.030514 , 0.045353 , 0.037146 , 0.04184 , 0.030258 , 0.033017 , 0.053227 , 0.048928 , 0.040901 , 0.042491 , 0.081048 , 0.03492 
 661 , 0.027134 , 0.025918 , 0.030357 , 0.045281 , 0.036895 , 0.041576 , 0.03009 , 0.032928 , 0.053195 , 0.048699 , 0.040709 , 0.042233 , 0.081089 , 0.03476 
 662 , 0.026995 , 0.02585 , 0.030194 , 0.045219 , 0.036664 , 0.041332 , 0.029932 , 0.032802 , 0.053183 , 0.048526 , 0.04052 , 0.041933 , 0.081087 , 0.034569 
 663 , 0.026855 , 0.025781 , 0.030025 , 0.045161 , 0.036437 , 0.041092 , 0.029768 , 0.032682 , 0.053171 , 0.048347 , 0.040332 , 0.041637 , 0.08109 , 0.034382 
 664 , 0.026721 , 0.025702 , 0.029889 , 0.045093 , 0.036215 , 0.040875 , 0.029616 , 0.032584 , 0.053148 , 0.048184 , 0.04016 , 0.041395 , 0.081108 , 0.03423 
 665 , 0.026604 , 0.025579 , 0.029818 , 0.045013 , 0.036035 , 0.040732 , 0.029473 , 0.032548 , 0.053089 , 0.048052 , 0.040032 , 0.041268 , 0.081176 , 0.034165 
 666 , 0.026489 , 0.025462 , 0.029742 , 0.044933 , 0.035853 , 0.040586 , 0.029335 , 0.032511 , 0.053023 , 0.047919 , 0.039911 , 0.041143 , 0.081245 , 0.034099 
 667 , 0.026373 , 0.025346 , 0.029671 , 0.044853 , 0.03567 , 0.040445 , 0.029191 , 0.032474 , 0.052963 , 0.047785 , 0.039784 , 0.041023 , 0.081318 , 0.034039 
 668 , 0.026386 , 0.025295 , 0.029566 , 0.044861 , 0.035497 , 0.040249 , 0.029127 , 0.032457 , 0.053016 , 0.047648 , 0.039634 , 0.040828 , 0.081398 , 0.033998 
 669 , 0.026405 , 0.02525 , 0.029461 , 0.044875 , 0.035329 , 0.040047 , 0.029062 , 0.032439 , 0.053084 , 0.047516 , 0.039483 , 0.040627 , 0.081478 , 0.033962 
 670 , 0.026418 , 0.025209 , 0.029354 , 0.044888 , 0.03516 , 0.03985 , 0.028996 , 0.032421 , 0.053147 , 0.047378 , 0.039326 , 0.040431 , 0.081557 , 0.03393 
 671 , 0.026441 , 0.025261 , 0.029358 , 0.044984 , 0.035057 , 0.039794 , 0.028968 , 0.0324 , 0.05321 , 0.047334 , 0.039311 , 0.040366 , 0.081622 , 0.033929 
 672 , 0.026464 , 0.02537 , 0.029431 , 0.045129 , 0.034989 , 0.039827 , 0.028951 , 0.032377 , 0.053263 , 0.047345 , 0.039379 , 0.040385 , 0.081672 , 0.033951 
 673 , 0.026493 , 0.025484 , 0.029504 , 0.04527 , 0.034925 , 0.039865 , 0.028934 , 0.032358 , 0.053315 , 0.047361 , 0.039447 , 0.040408 , 0.081721 , 0.033979 
 674 , 0.026547 , 0.025583 , 0.029567 , 0.04542 , 0.034893 , 0.03991 , 0.028948 , 0.032371 , 0.053393 , 0.047412 , 0.039527 , 0.040471 , 0.081807 , 0.034017 
 675 , 0.026682 , 0.025646 , 0.029616 , 0.045567 , 0.034947 , 0.039984 , 0.029022 , 0.032455 , 0.053527 , 0.047544 , 0.039631 , 0.04062 , 0.081992 , 0.034074 
 676 , 0.026819 , 0.025712 , 0.029661 , 0.045714 , 0.035002 , 0.040057 , 0.029097 , 0.032534 , 0.05366 , 0.04767 , 0.039725 , 0.040764 , 0.082171 , 0.034126 
 677 , 0.026952 , 0.025778 , 0.029706 , 0.045862 , 0.035051 , 0.040131 , 0.029172 , 0.032614 , 0.053792 , 0.047802 , 0.039825 , 0.040914 , 0.082351 , 0.034179 
 678 , 0.027101 , 0.025944 , 0.029921 , 0.046268 , 0.035392 , 0.040394 , 0.029427 , 0.032768 , 0.054128 , 0.048106 , 0.040155 , 0.041159 , 0.08269 , 0.034361 
 679 , 0.027254 , 0.026115 , 0.03015 , 0.046708 , 0.035757 , 0.040676 , 0.029703 , 0.032935 , 0.054487 , 0.048417 , 0.040516 , 0.041416 , 0.083061 , 0.034569 
 680 , 0.027408 , 0.026293 , 0.030386 , 0.047152 , 0.036124 , 0.04096 , 0.029981 , 0.033098 , 0.054848 , 0.048737 , 0.040875 , 0.041681 , 0.083436 , 0.034774 
 681 , 0.027726 , 0.026627 , 0.030804 , 0.047685 , 0.036668 , 0.041423 , 0.030375 , 0.03342 , 0.055254 , 0.049186 , 0.041391 , 0.042201 , 0.083833 , 0.035173 
 682 , 0.028156 , 0.027067 , 0.03134 , 0.048276 , 0.037336 , 0.042012 , 0.030846 , 0.033836 , 0.05569 , 0.049731 , 0.042001 , 0.042897 , 0.084249 , 0.035683 
 683 , 0.028588 , 0.027507 , 0.031889 , 0.048881 , 0.038017 , 0.042608 , 0.03133 , 0.034259 , 0.056138 , 0.050279 , 0.042619 , 0.043602 , 0.084673 , 0.036205 
 684 , 0.029135 , 0.028074 , 0.032519 , 0.049637 , 0.038837 , 0.0434 , 0.031949 , 0.034747 , 0.056719 , 0.051042 , 0.043406 , 0.044482 , 0.085203 , 0.036835 
 685 , 0.029939 , 0.028922 , 0.033364 , 0.050757 , 0.039993 , 0.044667 , 0.03289 , 0.035389 , 0.057622 , 0.052313 , 0.044591 , 0.045776 , 0.085984 , 0.03772 
 686 , 0.030756 , 0.029781 , 0.034221 , 0.051887 , 0.041168 , 0.045953 , 0.033849 , 0.036037 , 0.058537 , 0.053601 , 0.045803 , 0.047091 , 0.086776 , 0.038624 
 687 , 0.031585 , 0.030658 , 0.035091 , 0.053036 , 0.042356 , 0.047259 , 0.034821 , 0.036698 , 0.059465 , 0.054913 , 0.047027 , 0.048424 , 0.087582 , 0.039546 
 688 , 0.0328 , 0.031972 , 0.036599 , 0.054808 , 0.044279 , 0.049482 , 0.036379 , 0.037766 , 0.061026 , 0.05714 , 0.049143 , 0.050417 , 0.08865 , 0.040985 
 689 , 0.03403 , 0.033315 , 0.038132 , 0.056613 , 0.046235 , 0.051752 , 0.037955 , 0.038853 , 0.062618 , 0.059408 , 0.051289 , 0.052435 , 0.089723 , 0.042445 
 690 , 0.035256 , 0.034659 , 0.039667 , 0.058414 , 0.048193 , 0.054019 , 0.039538 , 0.039936 , 0.064208 , 0.061674 , 0.053438 , 0.05446 , 0.090798 , 0.043906 
