JUN24SHB100024.spu,JUN24SHB100023.spu,JUN24SHB100022.spu,
Wavelength,JUN24SHB100025.spu,JUN24SHB100026.spu,JUN24SHB100027.spu,JUN24SHB100028.spu,JUN24SHB100029.spu
  (nm),6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 ,6/24/2016 
  time  ,42:33 PM,42:43 PM,42:48 PM,42:55 PM,43:02 PM
temp C,SW,SW,SW,SW,SW
,,,,,
 646 , 0.035495 , 0.028658 , 0.04716 , 0.042896 , 0.022578 
 647 , 0.03506 , 0.028289 , 0.046641 , 0.04251 , 0.022474 
 648 , 0.034632 , 0.02803 , 0.046155 , 0.042177 , 0.022386 
 649 , 0.034202 , 0.027771 , 0.045664 , 0.041838 , 0.022298 
 650 , 0.033766 , 0.027507 , 0.045172 , 0.041494 , 0.022206 
 651 , 0.033367 , 0.027262 , 0.044735 , 0.041199 , 0.022147 
 652 , 0.032995 , 0.027018 , 0.044333 , 0.040939 , 0.022109 
 653 , 0.032613 , 0.026773 , 0.043925 , 0.040674 , 0.022072 
 654 , 0.032241 , 0.026521 , 0.043508 , 0.040379 , 0.022022 
 655 , 0.031898 , 0.02626 , 0.043065 , 0.040008 , 0.021937 
 656 , 0.031553 , 0.025997 , 0.04262 , 0.039636 , 0.021846 
 657 , 0.031208 , 0.025734 , 0.042175 , 0.039264 , 0.021755 
 658 , 0.030838 , 0.025521 , 0.041696 , 0.039018 , 0.021701 
 659 , 0.030473 , 0.025315 , 0.04122 , 0.038772 , 0.021652 
 660 , 0.030107 , 0.025105 , 0.040742 , 0.038526 , 0.021603 
 661 , 0.029716 , 0.024905 , 0.040188 , 0.038269 , 0.02161 
 662 , 0.029311 , 0.024706 , 0.039595 , 0.038004 , 0.021648 
 663 , 0.028901 , 0.024507 , 0.039007 , 0.037744 , 0.021686 
 664 , 0.028542 , 0.024327 , 0.038476 , 0.037474 , 0.021691 
 665 , 0.028295 , 0.024168 , 0.038059 , 0.037171 , 0.021624 
 666 , 0.028042 , 0.024011 , 0.037643 , 0.036859 , 0.021559 
 667 , 0.027794 , 0.023854 , 0.037231 , 0.036551 , 0.021493 
 668 , 0.027583 , 0.023731 , 0.036941 , 0.036355 , 0.021496 
 669 , 0.027367 , 0.023613 , 0.036666 , 0.036164 , 0.0215 
 670 , 0.027154 , 0.023494 , 0.03639 , 0.035973 , 0.021508 
 671 , 0.027061 , 0.023437 , 0.036207 , 0.035894 , 0.021543 
 672 , 0.027034 , 0.023412 , 0.036073 , 0.03587 , 0.021583 
 673 , 0.027008 , 0.023391 , 0.035943 , 0.035846 , 0.021628 
 674 , 0.027017 , 0.023416 , 0.03588 , 0.03586 , 0.021694 
 675 , 0.027105 , 0.023559 , 0.035986 , 0.03596 , 0.021806 
 676 , 0.027197 , 0.023701 , 0.036094 , 0.036068 , 0.021923 
 677 , 0.027284 , 0.02385 , 0.036202 , 0.036172 , 0.02204 
 678 , 0.027603 , 0.024101 , 0.03662 , 0.036538 , 0.02218 
 679 , 0.027935 , 0.024357 , 0.037052 , 0.036923 , 0.022318 
 680 , 0.028269 , 0.02462 , 0.037492 , 0.037311 , 0.022457 
 681 , 0.028906 , 0.025065 , 0.038309 , 0.03792 , 0.022658 
 682 , 0.029724 , 0.025623 , 0.039373 , 0.038666 , 0.022895 
 683 , 0.03056 , 0.026188 , 0.040452 , 0.039425 , 0.023144 
 684 , 0.031581 , 0.026928 , 0.0418 , 0.040402 , 0.023485 
 685 , 0.033049 , 0.02808 , 0.043798 , 0.041908 , 0.02406 
 686 , 0.03455 , 0.029256 , 0.045831 , 0.043443 , 0.024642 
 687 , 0.036069 , 0.030446 , 0.047895 , 0.045002 , 0.025242 
 688 , 0.038576 , 0.032269 , 0.051055 , 0.047406 , 0.026088 
 689 , 0.041117 , 0.034113 , 0.054255 , 0.049848 , 0.026947 
 690 , 0.043667 , 0.035954 , 0.057453 , 0.052287 , 0.027808 
 691 , 0.04685 , 0.038377 , 0.061375 , 0.055281 , 0.028931 
 692 , 0.050409 , 0.041138 , 0.065708 , 0.058579 , 0.030207 
 693 , 0.053932 , 0.043868 , 0.070002 , 0.061845 , 0.031465 
 694 , 0.057743 , 0.046755 , 0.074466 , 0.065331 , 0.032803 
 695 , 0.062297 , 0.050062 , 0.079392 , 0.069415 , 0.034334 
 696 , 0.066798 , 0.053327 , 0.08425 , 0.073456 , 0.035854 
 697 , 0.07124 , 0.056553 , 0.089052 , 0.077446 , 0.037353 
 698 , 0.076581 , 0.06041 , 0.094435 , 0.082074 , 0.039091 
 699 , 0.081911 , 0.064259 , 0.099794 , 0.086679 , 0.040822 
 700 , 0.08719 , 0.068065 , 0.105102 , 0.091238 , 0.042533 
 701 , 0.092807 , 0.072068 , 0.110526 , 0.096068 , 0.044381 
 702 , 0.098604 , 0.076164 , 0.116007 , 0.101038 , 0.046298 
 703 , 0.104343 , 0.080214 , 0.121433 , 0.105953 , 0.048196 
 704 , 0.110156 , 0.08425 , 0.126789 , 0.110863 , 0.050091 
 705 , 0.116248 , 0.088313 , 0.132067 , 0.115805 , 0.052 
 706 , 0.122298 , 0.092353 , 0.137304 , 0.120715 , 0.053897 
 707 , 0.128317 , 0.096371 , 0.14251 , 0.125591 , 0.055779 
 708 , 0.134182 , 0.100251 , 0.147399 , 0.130374 , 0.057694 
 709 , 0.140047 , 0.104133 , 0.152314 , 0.135178 , 0.059621 
 710 , 0.145932 , 0.108027 , 0.157243 , 0.139997 , 0.061553 
 711 , 0.15165 , 0.11183 , 0.161795 , 0.14468 , 0.063467 
 712 , 0.157357 , 0.11564 , 0.166194 , 0.149344 , 0.065404 
 713 , 0.16317 , 0.119521 , 0.170673 , 0.154094 , 0.067376 
 714 , 0.169082 , 0.123393 , 0.175174 , 0.158862 , 0.069363 
 715 , 0.175117 , 0.127144 , 0.179646 , 0.163556 , 0.071328 
 716 , 0.181299 , 0.130966 , 0.184226 , 0.168348 , 0.073335 
 717 , 0.187626 , 0.134881 , 0.188909 , 0.173261 , 0.075389 
 718 , 0.193861 , 0.13876 , 0.193407 , 0.178088 , 0.077428 
 719 , 0.200187 , 0.14272 , 0.197968 , 0.182992 , 0.079506 
 720 , 0.206614 , 0.146746 , 0.202607 , 0.187972 , 0.081619 
 721 , 0.212823 , 0.150568 , 0.206997 , 0.192796 , 0.083621 
 722 , 0.218937 , 0.154245 , 0.211239 , 0.197579 , 0.085566 
 723 , 0.225082 , 0.157933 , 0.215497 , 0.202377 , 0.087522 
 724 , 0.231131 , 0.161587 , 0.219672 , 0.20706 , 0.089469 
 725 , 0.236922 , 0.16515 , 0.22365 , 0.211425 , 0.091374 
 726 , 0.242693 , 0.168708 , 0.227621 , 0.215765 , 0.093274 
 727 , 0.248439 , 0.172248 , 0.231574 , 0.22008 , 0.095162 
 728 , 0.25368 , 0.17536 , 0.23511 , 0.22409 , 0.09682 
 729 , 0.258838 , 0.178428 , 0.238593 , 0.228054 , 0.098446 
 730 , 0.263934 , 0.181461 , 0.242031 , 0.231974 , 0.100055 
 731 , 0.268653 , 0.184223 , 0.245203 , 0.235474 , 0.10147 
 732 , 0.273152 , 0.186868 , 0.248232 , 0.238732 , 0.102788 
 733 , 0.277593 , 0.189479 , 0.251222 , 0.241949 , 0.104094 
 734 , 0.281712 , 0.191924 , 0.253988 , 0.244988 , 0.105361 
 735 , 0.2853 , 0.194074 , 0.256371 , 0.247781 , 0.106587 
 736 , 0.288859 , 0.196203 , 0.258724 , 0.250566 , 0.107811 
 737 , 0.29238 , 0.198307 , 0.261053 , 0.253318 , 0.109022 
 738 , 0.295398 , 0.200057 , 0.263022 , 0.255635 , 0.110074 
 739 , 0.298442 , 0.201801 , 0.264987 , 0.257923 , 0.111118 
 740 , 0.301483 , 0.203546 , 0.266947 , 0.260213 , 0.11216 
 741 , 0.304041 , 0.205022 , 0.268584 , 0.262068 , 0.112984 
 742 , 0.306356 , 0.20639 , 0.270122 , 0.263757 , 0.11371 
 743 , 0.308682 , 0.207761 , 0.271667 , 0.265445 , 0.114437 
 744 , 0.31081 , 0.208998 , 0.273067 , 0.267028 , 0.115107 
 745 , 0.312624 , 0.210013 , 0.274186 , 0.268412 , 0.115682 
 746 , 0.314448 , 0.211045 , 0.275301 , 0.269803 , 0.116261 
 747 , 0.316264 , 0.212063 , 0.276408 , 0.27118 , 0.116834 
 748 , 0.31747 , 0.212698 , 0.277147 , 0.271944 , 0.117191 
 749 , 0.318685 , 0.213347 , 0.277916 , 0.272738 , 0.117573 
 750 , 0.319925 , 0.214011 , 0.278707 , 0.273543 , 0.117964 
 751 , 0.32073 , 0.214571 , 0.279304 , 0.274157 , 0.118291 
 752 , 0.321496 , 0.215096 , 0.279845 , 0.274754 , 0.118605 
 753 , 0.322297 , 0.215654 , 0.280413 , 0.275384 , 0.118932 
 754 , 0.32293 , 0.216101 , 0.280899 , 0.275955 , 0.119307 
 755 , 0.323218 , 0.216353 , 0.281214 , 0.276404 , 0.119713 
 756 , 0.323517 , 0.216632 , 0.28155 , 0.276877 , 0.120146 
 757 , 0.323838 , 0.216925 , 0.281922 , 0.2774 , 0.120621 
 758 , 0.324034 , 0.217159 , 0.282381 , 0.277933 , 0.121181 
 759 , 0.324186 , 0.217409 , 0.282871 , 0.278487 , 0.121808 
 760 , 0.324353 , 0.217679 , 0.283404 , 0.279078 , 0.122488 
 761 , 0.324915 , 0.218198 , 0.28396 , 0.279809 , 0.122982 
 762 , 0.325767 , 0.21885 , 0.284609 , 0.280717 , 0.123431 
 763 , 0.326616 , 0.219498 , 0.285255 , 0.281625 , 0.123883 
 764 , 0.327678 , 0.220138 , 0.285925 , 0.28239 , 0.124148 
 765 , 0.328976 , 0.220728 , 0.286516 , 0.282879 , 0.124154 
 766 , 0.330208 , 0.221287 , 0.287046 , 0.283319 , 0.124155 
 767 , 0.331353 , 0.221808 , 0.28754 , 0.28374 , 0.124172 
 768 , 0.332294 , 0.222269 , 0.288025 , 0.284203 , 0.124294 
 769 , 0.333182 , 0.222729 , 0.288558 , 0.284708 , 0.124403 
 770 , 0.334032 , 0.223175 , 0.289065 , 0.285191 , 0.124513 
 771 , 0.334593 , 0.223468 , 0.289516 , 0.285704 , 0.124742 
 772 , 0.335023 , 0.223731 , 0.289906 , 0.286146 , 0.125001 
 773 , 0.335446 , 0.223991 , 0.290287 , 0.286578 , 0.125257 
 774 , 0.335806 , 0.22425 , 0.29065 , 0.286988 , 0.125512 
 775 , 0.336154 , 0.224457 , 0.291009 , 0.287358 , 0.125763 
 776 , 0.33653 , 0.224643 , 0.291372 , 0.28772 , 0.12601 
 777 , 0.336898 , 0.224842 , 0.291733 , 0.288083 , 0.126261 
 778 , 0.337203 , 0.22513 , 0.292058 , 0.288423 , 0.126526 
 779 , 0.337464 , 0.225446 , 0.292351 , 0.288773 , 0.126794 
 780 , 0.33773 , 0.22577 , 0.292643 , 0.289126 , 0.12707 
 781 , 0.338005 , 0.225983 , 0.2929 , 0.289332 , 0.127243 
 782 , 0.338325 , 0.2262 , 0.293232 , 0.289542 , 0.127386 
 783 , 0.338647 , 0.226424 , 0.293571 , 0.289754 , 0.12754 
 784 , 0.338907 , 0.22666 , 0.29386 , 0.290002 , 0.127721 
 785 , 0.339066 , 0.226873 , 0.294021 , 0.290261 , 0.127947 
 786 , 0.339217 , 0.227077 , 0.294168 , 0.290519 , 0.128176 
 787 , 0.339383 , 0.227279 , 0.294343 , 0.290799 , 0.128413 
 788 , 0.339623 , 0.227472 , 0.294612 , 0.291162 , 0.128658 
 789 , 0.339924 , 0.227708 , 0.294898 , 0.291558 , 0.128924 
 790 , 0.34023 , 0.227951 , 0.295194 , 0.291968 , 0.129197 
 791 , 0.340615 , 0.228203 , 0.295472 , 0.292215 , 0.129407 
 792 , 0.340951 , 0.22839 , 0.29574 , 0.2924 , 0.129559 
 793 , 0.341299 , 0.228583 , 0.296015 , 0.292585 , 0.129719 
 794 , 0.341576 , 0.228778 , 0.296249 , 0.292797 , 0.129886 
 795 , 0.34176 , 0.229006 , 0.296519 , 0.293 , 0.13009 
 796 , 0.341943 , 0.229249 , 0.296817 , 0.293196 , 0.1303 
 797 , 0.342139 , 0.229466 , 0.297131 , 0.293416 , 0.130506 
 798 , 0.342423 , 0.229593 , 0.297439 , 0.293742 , 0.130689 
 799 , 0.342759 , 0.229722 , 0.297713 , 0.294141 , 0.130889 
 800 , 0.343105 , 0.229851 , 0.297994 , 0.294548 , 0.13109 
 801 , 0.343449 , 0.230096 , 0.298232 , 0.294879 , 0.13141 
 802 , 0.343798 , 0.230397 , 0.298459 , 0.295143 , 0.131741 
 803 , 0.344158 , 0.230703 , 0.298695 , 0.295411 , 0.132077 
 804 , 0.344452 , 0.230972 , 0.298896 , 0.295621 , 0.132271 
 805 , 0.344746 , 0.231201 , 0.299115 , 0.295812 , 0.132373 
 806 , 0.345068 , 0.231443 , 0.299361 , 0.29601 , 0.132475 
 807 , 0.345355 , 0.231636 , 0.299589 , 0.296164 , 0.132587 
 808 , 0.345512 , 0.231665 , 0.299749 , 0.296203 , 0.132701 
 809 , 0.345637 , 0.23168 , 0.299898 , 0.296255 , 0.13281 
 810 , 0.34577 , 0.231687 , 0.300055 , 0.296315 , 0.132927 
 811 , 0.345638 , 0.231832 , 0.300061 , 0.296543 , 0.133187 
 812 , 0.345406 , 0.23195 , 0.299983 , 0.296762 , 0.133481 
 813 , 0.345159 , 0.232071 , 0.299905 , 0.296983 , 0.133795 
 814 , 0.345203 , 0.232177 , 0.300025 , 0.297221 , 0.134078 
 815 , 0.345525 , 0.232342 , 0.300393 , 0.297498 , 0.134315 
 816 , 0.345883 , 0.23253 , 0.300804 , 0.297792 , 0.134549 
 817 , 0.346248 , 0.232762 , 0.301186 , 0.298072 , 0.134736 
 818 , 0.346616 , 0.233096 , 0.30146 , 0.298314 , 0.134831 
 819 , 0.346998 , 0.233471 , 0.301714 , 0.298549 , 0.134958 
 820 , 0.347391 , 0.23386 , 0.301976 , 0.298798 , 0.135086 
 821 , 0.347703 , 0.234081 , 0.302186 , 0.299172 , 0.135245 
 822 , 0.347994 , 0.234236 , 0.302402 , 0.299545 , 0.135376 
 823 , 0.34829 , 0.234394 , 0.302622 , 0.299923 , 0.135504 
 824 , 0.348536 , 0.23458 , 0.302896 , 0.300218 , 0.135696 
 825 , 0.348799 , 0.234774 , 0.303166 , 0.300513 , 0.135946 
 826 , 0.349065 , 0.234969 , 0.303432 , 0.300815 , 0.136206 
 827 , 0.349365 , 0.23521 , 0.303671 , 0.30114 , 0.136432 
 828 , 0.349701 , 0.235548 , 0.303903 , 0.301509 , 0.13659 
 829 , 0.350024 , 0.235908 , 0.304168 , 0.301883 , 0.136739 
 830 , 0.350363 , 0.236265 , 0.304443 , 0.302255 , 0.13688 
 831 , 0.350906 , 0.236562 , 0.304872 , 0.302556 , 0.137007 
 832 , 0.351389 , 0.236865 , 0.305239 , 0.302771 , 0.137145 
 833 , 0.351878 , 0.237162 , 0.305611 , 0.302992 , 0.137278 
 834 , 0.352161 , 0.237442 , 0.305887 , 0.303231 , 0.137479 
 835 , 0.352398 , 0.237659 , 0.306166 , 0.303555 , 0.137727 
 836 , 0.352627 , 0.237869 , 0.306446 , 0.30388 , 0.137968 
 837 , 0.352902 , 0.238098 , 0.306683 , 0.304208 , 0.138246 
 838 , 0.353324 , 0.238394 , 0.306922 , 0.304577 , 0.138553 
 839 , 0.353817 , 0.238717 , 0.30718 , 0.304961 , 0.138856 
 840 , 0.354311 , 0.239048 , 0.307458 , 0.305326 , 0.139132 
 841 , 0.354796 , 0.239362 , 0.307813 , 0.305557 , 0.139228 
 842 , 0.355199 , 0.239621 , 0.308161 , 0.305795 , 0.139295 
 843 , 0.35561 , 0.239886 , 0.308519 , 0.306036 , 0.13937 
 844 , 0.355825 , 0.240137 , 0.308836 , 0.306332 , 0.139574 
 845 , 0.356065 , 0.240504 , 0.309111 , 0.306479 , 0.139846 
 846 , 0.356312 , 0.240882 , 0.309388 , 0.306628 , 0.140119 
 847 , 0.356522 , 0.241163 , 0.309569 , 0.30674 , 0.140332 
 848 , 0.356666 , 0.241265 , 0.309662 , 0.306942 , 0.140497 
 849 , 0.356792 , 0.241328 , 0.309756 , 0.307211 , 0.140675 
 850 , 0.35694 , 0.241433 , 0.309896 , 0.307501 , 0.140864 
 851 , 0.357192 , 0.241727 , 0.310192 , 0.307792 , 0.141105 
 852 , 0.357476 , 0.24206 , 0.3105 , 0.308028 , 0.141326 
 853 , 0.357769 , 0.242397 , 0.310817 , 0.308273 , 0.141554 
 854 , 0.358086 , 0.242611 , 0.311086 , 0.308455 , 0.141692 
 855 , 0.358471 , 0.242895 , 0.311387 , 0.308744 , 0.141824 
 856 , 0.358863 , 0.243184 , 0.311695 , 0.309038 , 0.141953 
 857 , 0.359229 , 0.24327 , 0.311931 , 0.309291 , 0.142007 
 858 , 0.359425 , 0.243138 , 0.312123 , 0.309375 , 0.141989 
 859 , 0.359556 , 0.242958 , 0.312319 , 0.309388 , 0.141968 
 860 , 0.359603 , 0.242877 , 0.312481 , 0.309429 , 0.14201 
 861 , 0.3595 , 0.24308 , 0.312476 , 0.309616 , 0.142225 
 862 , 0.359521 , 0.243316 , 0.312376 , 0.309922 , 0.142492 
 863 , 0.359542 , 0.243563 , 0.312279 , 0.310232 , 0.14276 
 864 , 0.359878 , 0.243709 , 0.312445 , 0.31056 , 0.142902 
 865 , 0.360335 , 0.243936 , 0.312903 , 0.310913 , 0.143002 
 866 , 0.360801 , 0.244168 , 0.313372 , 0.311276 , 0.143099 
 867 , 0.361227 , 0.244463 , 0.313732 , 0.311493 , 0.143144 
 868 , 0.36148 , 0.244715 , 0.313893 , 0.311586 , 0.143128 
 869 , 0.361682 , 0.244943 , 0.314004 , 0.311668 , 0.143107 
 870 , 0.361842 , 0.245084 , 0.31408 , 0.311815 , 0.143167 
 871 , 0.361931 , 0.245122 , 0.314064 , 0.3121 , 0.143428 
 872 , 0.362065 , 0.245237 , 0.314011 , 0.312406 , 0.143762 
 873 , 0.3622 , 0.24536 , 0.313966 , 0.312711 , 0.144092 
 874 , 0.362341 , 0.245666 , 0.314179 , 0.31288 , 0.144275 
 875 , 0.362428 , 0.245863 , 0.314442 , 0.313104 , 0.144374 
 876 , 0.362512 , 0.246066 , 0.314722 , 0.313334 , 0.144471 
 877 , 0.362597 , 0.24626 , 0.314949 , 0.313591 , 0.144587 
 878 , 0.362803 , 0.24649 , 0.315217 , 0.313826 , 0.144742 
 879 , 0.363042 , 0.246737 , 0.315504 , 0.314062 , 0.144909 
 880 , 0.363342 , 0.246919 , 0.31572 , 0.314199 , 0.144989 
 881 , 0.363527 , 0.24701 , 0.315799 , 0.314146 , 0.144937 
 882 , 0.363506 , 0.24711 , 0.31582 , 0.314042 , 0.144882 
 883 , 0.363454 , 0.247205 , 0.315835 , 0.313942 , 0.144849 
 884 , 0.363245 , 0.247317 , 0.315847 , 0.31393 , 0.145069 
 885 , 0.363386 , 0.247482 , 0.316088 , 0.31402 , 0.14538 
 886 , 0.363534 , 0.247651 , 0.316338 , 0.314119 , 0.145697 
 887 , 0.363658 , 0.247791 , 0.316485 , 0.314368 , 0.145989 
 888 , 0.363648 , 0.247832 , 0.31641 , 0.314703 , 0.146183 
 889 , 0.363624 , 0.247862 , 0.316299 , 0.315052 , 0.146358 
 890 , 0.36368 , 0.247826 , 0.316207 , 0.315186 , 0.14631 
 891 , 0.363889 , 0.247757 , 0.316113 , 0.315046 , 0.146043 
 892 , 0.364153 , 0.247719 , 0.315995 , 0.314854 , 0.14579 
 893 , 0.364335 , 0.247685 , 0.315873 , 0.314664 , 0.145615 
 894 , 0.364068 , 0.247639 , 0.315809 , 0.31454 , 0.145763 
 895 , 0.363649 , 0.247499 , 0.315997 , 0.314396 , 0.145935 
 896 , 0.363193 , 0.247358 , 0.316207 , 0.314248 , 0.146123 
 897 , 0.362923 , 0.247263 , 0.316154 , 0.314327 , 0.146189 
 898 , 0.36293 , 0.247371 , 0.315574 , 0.314457 , 0.146299 
 899 , 0.36296 , 0.247494 , 0.314927 , 0.314592 , 0.146415 
 900 , 0.36317 , 0.24774 , 0.314632 , 0.314596 , 0.146453 
 901 , 0.363434 , 0.247892 , 0.314708 , 0.314666 , 0.146325 
 902 , 0.36367 , 0.247935 , 0.314872 , 0.314849 , 0.146119 
 903 , 0.363883 , 0.247922 , 0.314947 , 0.315037 , 0.145935 
 904 , 0.364017 , 0.247894 , 0.314914 , 0.315147 , 0.145841 
 905 , 0.364086 , 0.248149 , 0.315151 , 0.315002 , 0.145844 
 906 , 0.364156 , 0.248415 , 0.3154 , 0.314856 , 0.145843 
 907 , 0.364062 , 0.248361 , 0.315809 , 0.314556 , 0.145916 
 908 , 0.364074 , 0.248015 , 0.315833 , 0.314364 , 0.145981 
 909 , 0.364089 , 0.247658 , 0.315849 , 0.314163 , 0.146053 
 910 , 0.363993 , 0.247664 , 0.315754 , 0.314331 , 0.146265 
 911 , 0.363765 , 0.247948 , 0.315664 , 0.314918 , 0.146567 
 912 , 0.363483 , 0.24829 , 0.315603 , 0.315633 , 0.146886 
 913 , 0.363465 , 0.248662 , 0.315631 , 0.316365 , 0.147165 
 914 , 0.363984 , 0.249022 , 0.315901 , 0.316955 , 0.147323 
 915 , 0.364659 , 0.249296 , 0.316346 , 0.317324 , 0.147379 
 916 , 0.365324 , 0.249541 , 0.316793 , 0.317624 , 0.147407 
 917 , 0.365688 , 0.24948 , 0.31718 , 0.317072 , 0.147101 
 918 , 0.365718 , 0.249436 , 0.317183 , 0.316194 , 0.146839 
 919 , 0.365752 , 0.24939 , 0.317185 , 0.315307 , 0.146566 
 920 , 0.365403 , 0.249121 , 0.316562 , 0.314826 , 0.146535 
 921 , 0.365093 , 0.249 , 0.316033 , 0.314947 , 0.146743 
 922 , 0.364821 , 0.248939 , 0.315581 , 0.315232 , 0.147023 
 923 , 0.364329 , 0.248805 , 0.31529 , 0.315358 , 0.147029 
 924 , 0.363591 , 0.248421 , 0.315038 , 0.315113 , 0.146615 
 925 , 0.362817 , 0.247801 , 0.314569 , 0.31462 , 0.146047 
 926 , 0.361975 , 0.247155 , 0.313997 , 0.314029 , 0.145373 
 927 , 0.361065 , 0.246581 , 0.313099 , 0.313164 , 0.144354 
 928 , 0.359869 , 0.245955 , 0.31226 , 0.312299 , 0.143093 
 929 , 0.358475 , 0.245226 , 0.31127 , 0.31129 , 0.141621 
 930 , 0.357335 , 0.243511 , 0.309817 , 0.309888 , 0.140647 
 931 , 0.355978 , 0.24155 , 0.307664 , 0.307954 , 0.139759 
 932 , 0.354352 , 0.239271 , 0.305032 , 0.305616 , 0.138742 
 933 , 0.352669 , 0.237605 , 0.302923 , 0.303506 , 0.137896 
 934 , 0.351177 , 0.236635 , 0.301914 , 0.302001 , 0.137388 
 935 , 0.349761 , 0.235629 , 0.301359 , 0.300679 , 0.136977 
 936 , 0.348417 , 0.235132 , 0.300808 , 0.299647 , 0.136543 
 937 , 0.347534 , 0.236047 , 0.30014 , 0.299619 , 0.13612 
 938 , 0.346526 , 0.236387 , 0.298462 , 0.299285 , 0.135508 
 939 , 0.345482 , 0.23674 , 0.29673 , 0.298945 , 0.134867 
 940 , 0.345627 , 0.235622 , 0.296005 , 0.297923 , 0.133559 
 941 , 0.346019 , 0.234826 , 0.296309 , 0.296909 , 0.13184 
 942 , 0.346439 , 0.234057 , 0.296718 , 0.295878 , 0.130048 
 943 , 0.345257 , 0.233067 , 0.296569 , 0.294939 , 0.129143 
 944 , 0.343296 , 0.232106 , 0.295546 , 0.294017 , 0.12883 
 945 , 0.341311 , 0.231218 , 0.294113 , 0.293067 , 0.128633 
 946 , 0.339552 , 0.23039 , 0.292427 , 0.292379 , 0.128432 
 947 , 0.338265 , 0.229627 , 0.290557 , 0.29238 , 0.128254 
 948 , 0.337127 , 0.228711 , 0.289173 , 0.292955 , 0.12817 
 949 , 0.336146 , 0.227863 , 0.287945 , 0.29352 , 0.128118 
 950 , 0.337055 , 0.227808 , 0.288521 , 0.293921 , 0.128412 
 951 , 0.338005 , 0.227514 , 0.288933 , 0.293133 , 0.128517 
 952 , 0.338953 , 0.227222 , 0.289334 , 0.292348 , 0.128621 
 953 , 0.338844 , 0.226889 , 0.289013 , 0.291451 , 0.128416 
 954 , 0.338236 , 0.227224 , 0.288639 , 0.29129 , 0.12818 
 955 , 0.33754 , 0.227852 , 0.288333 , 0.291463 , 0.127971 
 956 , 0.337248 , 0.22843 , 0.288416 , 0.291667 , 0.127785 
 957 , 0.337129 , 0.228657 , 0.288777 , 0.291421 , 0.127629 
 958 , 0.336612 , 0.228376 , 0.288935 , 0.290399 , 0.127482 
 959 , 0.335908 , 0.228264 , 0.28898 , 0.289528 , 0.12771 
 960 , 0.334448 , 0.228837 , 0.288578 , 0.28926 , 0.129478 
 961 , 0.333697 , 0.229324 , 0.288353 , 0.29016 , 0.131337 
 962 , 0.33297 , 0.229796 , 0.288135 , 0.291023 , 0.133125 
 963 , 0.333493 , 0.23036 , 0.288556 , 0.291891 , 0.133637 
 964 , 0.334437 , 0.231385 , 0.289012 , 0.292452 , 0.133704 
 965 , 0.335421 , 0.232493 , 0.289439 , 0.29292 , 0.133695 
 966 , 0.336419 , 0.233393 , 0.290114 , 0.29289 , 0.133314 
 967 , 0.337016 , 0.233963 , 0.290937 , 0.292207 , 0.132714 
 968 , 0.337151 , 0.234322 , 0.291712 , 0.291178 , 0.132137 
 969 , 0.337067 , 0.234381 , 0.291988 , 0.290629 , 0.131812 
 970 , 0.336604 , 0.233764 , 0.291128 , 0.291246 , 0.13209 
 971 , 0.336685 , 0.233165 , 0.290352 , 0.292374 , 0.132617 
 972 , 0.336777 , 0.232571 , 0.289584 , 0.293498 , 0.133143 
 973 , 0.337716 , 0.232686 , 0.289812 , 0.293694 , 0.133487 
 974 , 0.338387 , 0.232955 , 0.289636 , 0.293753 , 0.133678 
 975 , 0.339017 , 0.233251 , 0.289394 , 0.293793 , 0.13385 
 976 , 0.339133 , 0.234196 , 0.289128 , 0.293688 , 0.134031 
 977 , 0.338942 , 0.235251 , 0.289285 , 0.293644 , 0.13416 
 978 , 0.338696 , 0.236178 , 0.28978 , 0.293689 , 0.134241 
 979 , 0.338686 , 0.236534 , 0.290264 , 0.293826 , 0.134061 
 980 , 0.339096 , 0.236144 , 0.290614 , 0.293898 , 0.133555 
 981 , 0.339766 , 0.235908 , 0.29063 , 0.293376 , 0.133177 
 982 , 0.340383 , 0.235732 , 0.290699 , 0.292847 , 0.132879 
 983 , 0.340664 , 0.236014 , 0.291154 , 0.292214 , 0.13319 
 984 , 0.34051 , 0.23597 , 0.291488 , 0.292344 , 0.133454 
 985 , 0.340336 , 0.235906 , 0.29182 , 0.292502 , 0.133717 
 986 , 0.339863 , 0.236185 , 0.291897 , 0.29365 , 0.134321 
 987 , 0.340108 , 0.23655 , 0.292148 , 0.295071 , 0.135024 
 988 , 0.340759 , 0.236929 , 0.292515 , 0.296549 , 0.135761 
 989 , 0.342011 , 0.2368 , 0.293161 , 0.297181 , 0.135567 
 990 , 0.343565 , 0.236477 , 0.29414 , 0.296995 , 0.134501 
 991 , 0.344724 , 0.236567 , 0.295253 , 0.296658 , 0.133326 
 992 , 0.34555 , 0.23667 , 0.29615 , 0.296433 , 0.132531 
 993 , 0.345212 , 0.236755 , 0.296263 , 0.296515 , 0.132951 
 994 , 0.343794 , 0.236285 , 0.295769 , 0.295867 , 0.13327 
 995 , 0.342334 , 0.235799 , 0.295264 , 0.29519 , 0.133604 
 996 , 0.341314 , 0.235728 , 0.293906 , 0.294986 , 0.133123 
 997 , 0.34121 , 0.235783 , 0.292116 , 0.296029 , 0.13287 
 998 , 0.341375 , 0.235868 , 0.290161 , 0.297496 , 0.132691 
