"","Research_location","Date","Time","Site","Block","Treatment","ref_filenames","Weather","REP","Spufilename","NDVI(MODIS)","EVI(MODIS)","EVI2(MODIS)","PRI(550Reference)","PRI(570Ref)","WBI","ChlIndex","FileNum","Process_file","key_num","key"
"21","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,NA,"2","may27hist00034.spu","0.55494449218617503","0.45790609875003629","0.39679368006489663","8.4822530483289776E-2","0.10891208084740775","1.0145972329142074","0.19223144104803494",34,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00034","2016-05-27_HIST00034"
"22","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,NA,"3","may27hist00035.spu","0.55284360350177442","0.42297346657438051","0.36159289403374423","8.3213984553814041E-2","9.990604035665239E-2","0.99683057000265929","0.21496481710264814",35,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00035","2016-05-27_HIST00035"
"23","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,NA,"2","may27hist00009.spu","0.46315749999088152","0.41315001369291321","0.36391377677851272","7.9120004154189655E-2","0.102072160642028","0.99968421302561916","0.16325208953514994",9,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00009","2016-05-27_HIST00009"
"24","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,NA,"4","may27hist00036.spu","0.56347733191915006","0.42193077853368727","0.36439945032502863","8.2937226899712266E-2","0.10223897726245214","1.0112981104338017","0.21314302898057277",36,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00036","2016-05-27_HIST00036"
"25","Toolik",2016-05-27,"0.41666666666666669","HIST","2","CT",NA,NA,"5","may27hist00037.spu","0.59315775373121626","0.49371544945444229","0.42824877678795004","9.7184854649255137E-2","0.12297924422459068","1.0064062475773066","0.21393669462942144",37,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00037","2016-05-27_HIST00037"
"26","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"1","may27hist00038.spu","0.49406477000484356","0.32616365433062505","0.27006655951836234","5.673758865248224E-2","6.3235727414308315E-2","1.0212548547394129","0.17844697966089584",38,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00038","2016-05-27_HIST00038"
"27","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"2","may27hist00039.spu","0.50796689224252445","0.34778829986541621","0.29132816228736852","6.171586455778285E-2","7.2502543093237559E-2","1.0148554259179772","0.18343550106609802",39,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00039","2016-05-27_HIST00039"
"28","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"3","may27hist00040.spu","0.48243750086653975","0.29860191173726236","0.24817329185270637","5.5651557446054337E-2","6.0093786290737521E-2","1.0190875037807403","0.17306345206854373",40,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00040","2016-05-27_HIST00040"
"29","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"4","may27hist00041.spu","0.43078900922830732","0.23859754451229431","0.19808658697991835","4.7799885632175465E-2","4.39800672766218E-2","0.96753119823870137","0.14507066946060795",41,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00041","2016-05-27_HIST00041"
"30","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"5","may27hist00042.spu","0.34185998861381478","0.1870823116033879","0.16322244683557557","5.4685672745661947E-2","5.9027843322321846E-2","0.96260137951944214","8.91984685088133E-2",42,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00042","2016-05-27_HIST00042"
"31","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"1","may27hist00043.spu","0.31848372801671648","0.1689659753633744","0.14355523561717984","4.8076068603927907E-2","4.7683153730386042E-2","0.96006275691816301","8.6656365375542652E-2",43,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00043","2016-05-27_HIST00043"
"32","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"2","may27hist00044.spu","0.37373488228927643","0.29161217047952487","0.26037778247290966","7.0129585444612175E-2","8.9767925524891046E-2","0.95173382658074257","0.10731170461767402",44,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00044","2016-05-27_HIST00044"
"33","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"3","may27hist00045.spu","0.50351952328187255","0.3727469600947767","0.31689812480222534","7.1105430028697889E-2","8.7430516654457752E-2","0.98227163754769575","0.18161313773370369",45,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00045","2016-05-27_HIST00045"
"34","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,NA,"3","may27hist00010.spu","0.36651986368824935","0.30689995724531455","0.2752520632325558","7.2249782867910131E-2","9.0222741905215675E-2","0.97899708364518545","0.12204874260383464",10,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00010","2016-05-27_HIST00010"
"35","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"4","may27hist00046.spu","0.53872521239989357","0.34390478310416867","0.28910285528691454","6.7331014692944655E-2","7.8686181186140638E-2","0.98739902937919344","0.20598001078867925",46,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00046","2016-05-27_HIST00046"
"36","Toolik",2016-05-27,"0.41666666666666669","HIST","2","NP",NA,NA,"5","may27hist00047.spu","0.42807639792700491","0.25482722485131715","0.21261292525961978","5.4105622715021527E-2","5.263298565405361E-2","0.951286110191363","0.14145319493381578",47,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00047","2016-05-27_HIST00047"
"37","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"1","may27hist00048.spu","0.47047174881619519","0.38590577949065974","0.33978279492320002","7.9185310154282498E-2","9.7439977759776822E-2","0.98443776033301389","0.1677026409519696",48,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00048","2016-05-27_HIST00048"
"38","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"2","may27hist00049.spu","0.49569442885583231","0.42065154816353539","0.36524859366952167","8.1055189033303027E-2","9.8313790095939532E-2","0.99364711773173942","0.19447480194234609",49,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00049","2016-05-27_HIST00049"
"39","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"3","may27hist00050.spu","0.50744144945023328","0.46891548307641207","0.39387868550852906","7.6704313141133379E-2","9.183367964787631E-2","1.0143870441581824","0.19639590078050212",50,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00050","2016-05-27_HIST00050"
"40","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"4","may27hist00051.spu","0.43507442663020163","0.35954201253789897","0.31057654826666087","7.3486236899699325E-2","8.7222322042885894E-2","0.96405260913772162","0.16302173705984421",51,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00051","2016-05-27_HIST00051"
"41","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"5","may27hist00052.spu","0.50020267519567141","0.43681728600153696","0.36716021098054913","7.4923073945774396E-2","8.8327428944695821E-2","0.97733592988287232","0.19842252325540266",52,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00052","2016-05-27_HIST00052"
"42","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"1","may27hist00053.spu","0.56354039976816639","0.51188684930310191","0.43172228587079764","7.911408734140199E-2","9.7249933960196266E-2","0.98105862949365441","0.21543332942418197",53,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00053","2016-05-27_HIST00053"
"43","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"2","may27hist00054.spu","0.52655711451802201","0.43420763846840538","0.3717291081462325","7.3655767430284777E-2","9.0883714438577332E-2","0.97840989465814332","0.19844019055404058",54,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00054","2016-05-27_HIST00054"
"44","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"3","may27hist00055.spu","0.54463911429984346","0.50070260433217118","0.42173788072871382","7.737146170252418E-2","9.5212228590574752E-2","0.98235854010765389","0.23351332377367509",55,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00055","2016-05-27_HIST00055"
"45","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,NA,"4","may27hist00011.spu","0.42197366993880653","0.34812584737408803","0.30573385066640657","7.103490772141044E-2","8.7332195941798321E-2","1.0016166821563923","0.15618309817081064",11,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00011","2016-05-27_HIST00011"
"46","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"4","may27hist00056.spu","0.55091496684716956","0.4452940192908908","0.37848226730908274","7.2596476644179439E-2","8.8193134666163714E-2","1.0007357886447117","0.22270541100453578",56,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00056","2016-05-27_HIST00056"
"47","Toolik",2016-05-27,"0.41666666666666669","HIST","3","CT",NA,NA,"5","may27hist00057.spu","0.49485660472389187","0.39848497550350631","0.34559126222674819","7.5673035171515385E-2","9.0677061085006394E-2","0.99236193550774765","0.20954156525453521",57,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00057","2016-05-27_HIST00057"
"48","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"1","may27hist00058.spu","0.46512611923074149","0.26715901956594856","0.2316695045325626","6.0181615020223123E-2","6.8733479403348147E-2","0.97122550780521744","0.15984103743986608",58,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00058","2016-05-27_HIST00058"
"49","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"2","may27hist00059.spu","0.37990259821030004","0.21185343975322926","0.17762712792587479","4.7482984028573337E-2","4.7001314769241173E-2","0.95408643323286857","0.10788773349884791",59,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00059","2016-05-27_HIST00059"
"50","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"3","may27hist00060.spu","0.40422555689629514","0.26705829012298976","0.23273212607983174","6.2767432587646485E-2","7.6268850189748313E-2","0.96081992240890279","0.12532451777265557",60,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00060","2016-05-27_HIST00060"
"51","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"4","may27hist00061.spu","0.45204814656384779","0.26675027433794568","0.22772660065994979","5.6773476569735054E-2","6.492056613612826E-2","0.99907942008186079","0.15052824300274448",61,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00061","2016-05-27_HIST00061"
"52","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"5","may27hist00062.spu","0.45525899756836585","0.29786045909517789","0.25195757996131996","5.8403982421137042E-2","6.8242640499553947E-2","1.0031755184414834","0.14915837646844077",62,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00062","2016-05-27_HIST00062"
"53","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"1","may27hist00063.spu","0.40833556552434541","0.22795442453332737","0.19154079185500333","5.0184385809439416E-2","5.2459717667189529E-2","0.9896975722059439","0.13097397671427161",63,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00063","2016-05-27_HIST00063"
"54","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"2","may27hist00064.spu","0.41702899804967863","0.25063643836351363","0.21301832094359791","5.3818092388408477E-2","5.9982896933664619E-2","0.9560688904652177","0.1240806642941874",64,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00064","2016-05-27_HIST00064"
"55","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"3","may27hist00065.spu","0.45798109741990639","0.2774202116458675","0.23179509318189612","5.5156424421100893E-2","5.8484619443533337E-2","0.99431463666756692","0.16057712116307132",65,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00065","2016-05-27_HIST00065"
"56","Toolik",2016-05-27,"0.41666666666666669","HIST","1","CT",NA,NA,"5","may27hist00012.spu","0.36179513329217278","0.28082252362288523","0.2479355473734404","6.7230336479715311E-2","8.0576190899611169E-2","0.98468086925456266","0.11890300836794034",12,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00012","2016-05-27_HIST00012"
"57","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"4","may27hist00066.spu","0.41304920567572961","0.23058795927172007","0.19318930708363094","4.9326390729188332E-2","5.0523258725151468E-2","0.99485590755361053","0.12789828594206748",66,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00066","2016-05-27_HIST00066"
"58","Toolik",2016-05-27,"0.41666666666666669","HIST","3","NP",NA,NA,"5","may27hist00067.spu","0.30990156419342335","0.14424107173113959","0.12532649763251902","5.0321183893802815E-2","4.9901678588731492E-2","0.9724147400355686","7.7001498947708455E-2",67,"HistoricUnispecData/2016/Processed Data//HIST_2016-05-27_CTNP.xlsx","00067","2016-05-27_HIST00067"
