  time  ,13:14 PM,13:20 PM,13:35 PM,13:45 PM,13:51 PM,15:09 PM,15:22 PM,15:31 PM,15:40 PM,15:51 PM,16:45 PM,16:55 PM,17:02 PM,17:11 PM,17:18 PM,17:50 PM,17:57 PM,18:04 PM,18:13 PM,18:21 PM,19:37 PM,19:50 PM,20:15 PM,20:20 PM,20:28 PM,21:24 PM,21:31 PM,21:41 PM,21:49 PM,22:06 PM,22:26 PM,22:34 PM,22:45 PM,22:52 PM,23:01 PM,23:58 PM,24:06 PM,24:16 PM,24:25 PM,24:35 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 533 , 0.118068 , 0.1085 , 0.104974 , 0.092189 , 0.089334 , 0.086934 , 0.128552 , 0.105977 , 0.078086 , 0.082467 , 0.082793 , 0.096545 , 0.111016 , 0.100267 , 0.114776 , 0.136939 , 0.10978 , 0.117096 , 0.122369 , 0.133161 , 0.065842 , 0.110395 , 0.084491 , 0.099517 , 0.089358 , 0.073484 , 0.074807 , 0.078332 , 0.062329 , 0.084024 , 0.047574 , 0.064175 , 0.075711 , 0.061369 , 0.057142 , 0.083193 , 0.076579 , 0.089678 , 0.081766 , 0.075367 
 534 , 0.119457 , 0.110075 , 0.106177 , 0.093244 , 0.090542 , 0.087822 , 0.129712 , 0.10715 , 0.078935 , 0.083298 , 0.08362 , 0.097396 , 0.112014 , 0.101188 , 0.115782 , 0.138029 , 0.110762 , 0.118323 , 0.12354 , 0.134261 , 0.066907 , 0.111766 , 0.085609 , 0.100841 , 0.090678 , 0.074127 , 0.075459 , 0.079016 , 0.062873 , 0.084779 , 0.048038 , 0.064788 , 0.076413 , 0.061962 , 0.057711 , 0.084141 , 0.077479 , 0.090685 , 0.082647 , 0.076283 
 535 , 0.120685 , 0.111537 , 0.107262 , 0.094157 , 0.091671 , 0.088618 , 0.130711 , 0.108185 , 0.079713 , 0.084044 , 0.084362 , 0.098146 , 0.112933 , 0.102028 , 0.116666 , 0.139024 , 0.111668 , 0.119445 , 0.124623 , 0.135248 , 0.067904 , 0.113014 , 0.086617 , 0.102065 , 0.091914 , 0.074697 , 0.076049 , 0.079644 , 0.063343 , 0.085446 , 0.04845 , 0.065343 , 0.077071 , 0.062508 , 0.058214 , 0.084997 , 0.078298 , 0.091615 , 0.083458 , 0.077102 
 536 , 0.12192 , 0.113003 , 0.108347 , 0.095076 , 0.092807 , 0.089411 , 0.131714 , 0.109225 , 0.080488 , 0.084793 , 0.085106 , 0.098898 , 0.113855 , 0.102871 , 0.117552 , 0.140016 , 0.112564 , 0.120566 , 0.125711 , 0.136244 , 0.068902 , 0.114256 , 0.087619 , 0.103291 , 0.093146 , 0.075269 , 0.076647 , 0.080269 , 0.063814 , 0.086121 , 0.048857 , 0.065894 , 0.077725 , 0.063056 , 0.058713 , 0.085858 , 0.079122 , 0.092544 , 0.084267 , 0.077925 
 537 , 0.123114 , 0.114344 , 0.109405 , 0.095985 , 0.093868 , 0.090189 , 0.132691 , 0.110237 , 0.081211 , 0.085539 , 0.08581 , 0.099646 , 0.114716 , 0.103672 , 0.118414 , 0.140963 , 0.113443 , 0.121634 , 0.126756 , 0.137202 , 0.069858 , 0.115441 , 0.088595 , 0.104466 , 0.094322 , 0.075837 , 0.07721 , 0.080865 , 0.064288 , 0.086762 , 0.049268 , 0.066405 , 0.078338 , 0.063583 , 0.05921 , 0.08668 , 0.079901 , 0.093421 , 0.085035 , 0.078716 
 538 , 0.124238 , 0.115428 , 0.110397 , 0.09686 , 0.094778 , 0.090905 , 0.13363 , 0.111169 , 0.081836 , 0.086234 , 0.086437 , 0.100366 , 0.115435 , 0.10436 , 0.119238 , 0.141775 , 0.114258 , 0.122599 , 0.127706 , 0.13806 , 0.070704 , 0.116485 , 0.089519 , 0.10553 , 0.095373 , 0.076387 , 0.077716 , 0.081412 , 0.064767 , 0.087342 , 0.049674 , 0.066837 , 0.078855 , 0.064059 , 0.059667 , 0.087405 , 0.080595 , 0.094177 , 0.085734 , 0.079444 
 539 , 0.125366 , 0.116505 , 0.111387 , 0.097739 , 0.095692 , 0.09163 , 0.134565 , 0.112106 , 0.082457 , 0.086932 , 0.087066 , 0.101089 , 0.116162 , 0.105056 , 0.120058 , 0.142588 , 0.115068 , 0.123567 , 0.128647 , 0.13892 , 0.071561 , 0.117528 , 0.090441 , 0.106594 , 0.096423 , 0.076939 , 0.078217 , 0.081954 , 0.065242 , 0.087924 , 0.05008 , 0.06727 , 0.079367 , 0.06453 , 0.060131 , 0.088134 , 0.081293 , 0.094936 , 0.086436 , 0.080168 
 540 , 0.126494 , 0.117586 , 0.112376 , 0.098615 , 0.09661 , 0.092351 , 0.135503 , 0.113046 , 0.083073 , 0.087626 , 0.08769 , 0.101814 , 0.116884 , 0.105748 , 0.120881 , 0.143402 , 0.115881 , 0.124533 , 0.129597 , 0.139775 , 0.07241 , 0.118576 , 0.091361 , 0.107657 , 0.097479 , 0.077492 , 0.078725 , 0.082492 , 0.065718 , 0.088507 , 0.050489 , 0.067697 , 0.079887 , 0.065009 , 0.06059 , 0.088865 , 0.081988 , 0.095691 , 0.087134 , 0.080889 
 541 , 0.127473 , 0.118728 , 0.113165 , 0.099467 , 0.097549 , 0.093013 , 0.136462 , 0.113948 , 0.083652 , 0.088323 , 0.088297 , 0.10247 , 0.117669 , 0.106505 , 0.121698 , 0.144199 , 0.116662 , 0.125516 , 0.130578 , 0.140638 , 0.073194 , 0.119588 , 0.092191 , 0.108725 , 0.098505 , 0.078006 , 0.079231 , 0.083004 , 0.0662 , 0.089099 , 0.050853 , 0.06817 , 0.080431 , 0.065462 , 0.06101 , 0.089586 , 0.082683 , 0.096509 , 0.087848 , 0.08156 
 542 , 0.128446 , 0.11987 , 0.113952 , 0.100322 , 0.098497 , 0.093675 , 0.13742 , 0.114861 , 0.084229 , 0.089026 , 0.088903 , 0.103126 , 0.118465 , 0.107272 , 0.122514 , 0.145002 , 0.117446 , 0.126505 , 0.131566 , 0.141508 , 0.073978 , 0.120605 , 0.093017 , 0.109806 , 0.099535 , 0.078517 , 0.079742 , 0.08352 , 0.066679 , 0.089697 , 0.051212 , 0.068646 , 0.080973 , 0.065918 , 0.061431 , 0.090315 , 0.083372 , 0.09733 , 0.088568 , 0.08223 
 543 , 0.129421 , 0.121012 , 0.11474 , 0.10118 , 0.099437 , 0.094338 , 0.138375 , 0.11577 , 0.084802 , 0.089732 , 0.089512 , 0.103791 , 0.119263 , 0.108041 , 0.123331 , 0.1458 , 0.118226 , 0.127491 , 0.132557 , 0.142379 , 0.074766 , 0.121621 , 0.09384 , 0.110879 , 0.100565 , 0.079029 , 0.080253 , 0.084037 , 0.067153 , 0.090296 , 0.051578 , 0.069123 , 0.081517 , 0.066376 , 0.061853 , 0.091047 , 0.084063 , 0.098154 , 0.089278 , 0.082897 
 544 , 0.130482 , 0.122083 , 0.115579 , 0.102018 , 0.100377 , 0.095 , 0.139375 , 0.116693 , 0.085417 , 0.090436 , 0.090169 , 0.104525 , 0.120156 , 0.108808 , 0.124199 , 0.146706 , 0.119049 , 0.128535 , 0.133568 , 0.14334 , 0.07554 , 0.12265 , 0.094694 , 0.11194 , 0.101608 , 0.079583 , 0.080801 , 0.084596 , 0.067611 , 0.090911 , 0.051921 , 0.069642 , 0.082077 , 0.066842 , 0.062305 , 0.091797 , 0.084779 , 0.098965 , 0.089993 , 0.0836 
 545 , 0.131607 , 0.123101 , 0.116453 , 0.10283 , 0.101299 , 0.095679 , 0.140387 , 0.117618 , 0.086054 , 0.091125 , 0.090857 , 0.105304 , 0.121099 , 0.109583 , 0.125096 , 0.147663 , 0.119895 , 0.129604 , 0.134584 , 0.144346 , 0.076305 , 0.12367 , 0.095561 , 0.112992 , 0.102654 , 0.080152 , 0.081369 , 0.08519 , 0.068048 , 0.091537 , 0.052259 , 0.070187 , 0.082645 , 0.067308 , 0.062767 , 0.092545 , 0.085504 , 0.099762 , 0.090706 , 0.08432 
 546 , 0.132736 , 0.124116 , 0.117316 , 0.103639 , 0.102225 , 0.096353 , 0.141403 , 0.118539 , 0.086693 , 0.091816 , 0.091546 , 0.106085 , 0.122031 , 0.110359 , 0.125983 , 0.148623 , 0.120742 , 0.130672 , 0.135603 , 0.145348 , 0.077067 , 0.124694 , 0.096425 , 0.114035 , 0.103698 , 0.080716 , 0.081933 , 0.085779 , 0.068485 , 0.092164 , 0.052592 , 0.070734 , 0.083208 , 0.067775 , 0.063225 , 0.093295 , 0.08624 , 0.100562 , 0.091421 , 0.085036 
 547 , 0.133776 , 0.125086 , 0.11812 , 0.104401 , 0.103086 , 0.097006 , 0.142347 , 0.119396 , 0.087292 , 0.092446 , 0.092195 , 0.10678 , 0.122865 , 0.111082 , 0.126811 , 0.149511 , 0.121537 , 0.131668 , 0.136565 , 0.146279 , 0.077775 , 0.125641 , 0.097218 , 0.115014 , 0.104652 , 0.081245 , 0.082448 , 0.08632 , 0.068894 , 0.09275 , 0.052928 , 0.071233 , 0.083736 , 0.068213 , 0.06366 , 0.093993 , 0.086922 , 0.101308 , 0.092089 , 0.085706 
 548 , 0.134588 , 0.125915 , 0.118735 , 0.105039 , 0.103772 , 0.097613 , 0.143135 , 0.120069 , 0.087806 , 0.092948 , 0.092736 , 0.107282 , 0.123407 , 0.111655 , 0.127501 , 0.150209 , 0.122199 , 0.132458 , 0.137395 , 0.146998 , 0.078356 , 0.126406 , 0.097806 , 0.115822 , 0.105397 , 0.081668 , 0.082835 , 0.086757 , 0.069239 , 0.093234 , 0.053253 , 0.071588 , 0.084156 , 0.068568 , 0.063996 , 0.094554 , 0.087474 , 0.101933 , 0.092623 , 0.08624 
 549 , 0.1354 , 0.126751 , 0.119355 , 0.105676 , 0.104457 , 0.098213 , 0.143935 , 0.120741 , 0.088319 , 0.093456 , 0.093276 , 0.107781 , 0.123953 , 0.112226 , 0.12819 , 0.150911 , 0.122866 , 0.133254 , 0.138225 , 0.147713 , 0.078937 , 0.127164 , 0.098393 , 0.11663 , 0.106142 , 0.082095 , 0.083221 , 0.087193 , 0.069575 , 0.093716 , 0.053571 , 0.071948 , 0.084581 , 0.068923 , 0.064338 , 0.095108 , 0.088032 , 0.102564 , 0.093163 , 0.086773 
 550 , 0.136219 , 0.127582 , 0.119969 , 0.106314 , 0.105143 , 0.098814 , 0.144729 , 0.121421 , 0.088833 , 0.093957 , 0.093817 , 0.108281 , 0.124498 , 0.112797 , 0.12888 , 0.151607 , 0.123528 , 0.134045 , 0.139056 , 0.148422 , 0.07952 , 0.12793 , 0.098975 , 0.11744 , 0.10689 , 0.082517 , 0.083608 , 0.087628 , 0.069913 , 0.094205 , 0.053896 , 0.072301 , 0.084999 , 0.06927 , 0.064681 , 0.09567 , 0.088592 , 0.103197 , 0.093703 , 0.087301 
 551 , 0.136622 , 0.128009 , 0.120248 , 0.106637 , 0.105598 , 0.099138 , 0.145202 , 0.121844 , 0.089176 , 0.094248 , 0.09406 , 0.108569 , 0.12487 , 0.113131 , 0.129337 , 0.152024 , 0.123897 , 0.134556 , 0.139574 , 0.148878 , 0.079825 , 0.128391 , 0.099305 , 0.11796 , 0.107355 , 0.08279 , 0.083843 , 0.087909 , 0.070085 , 0.094489 , 0.054046 , 0.072527 , 0.085245 , 0.069482 , 0.06486 , 0.096019 , 0.088928 , 0.103558 , 0.09406 , 0.087613 
 552 , 0.136997 , 0.128402 , 0.120499 , 0.106944 , 0.106037 , 0.099438 , 0.145646 , 0.12224 , 0.089506 , 0.094519 , 0.09427 , 0.10884 , 0.125237 , 0.113443 , 0.129759 , 0.15242 , 0.124235 , 0.135041 , 0.140068 , 0.149308 , 0.080104 , 0.128832 , 0.09962 , 0.118463 , 0.107798 , 0.083054 , 0.084069 , 0.088175 , 0.070246 , 0.094768 , 0.054185 , 0.072739 , 0.08548 , 0.069675 , 0.065038 , 0.096347 , 0.08925 , 0.1039 , 0.094398 , 0.087913 
 553 , 0.137366 , 0.128796 , 0.120751 , 0.107246 , 0.106478 , 0.099739 , 0.146091 , 0.122642 , 0.089836 , 0.094798 , 0.094488 , 0.109104 , 0.125605 , 0.113756 , 0.130189 , 0.15281 , 0.124575 , 0.135521 , 0.140557 , 0.14974 , 0.080384 , 0.129274 , 0.099934 , 0.118967 , 0.108235 , 0.083319 , 0.084295 , 0.088442 , 0.070406 , 0.09504 , 0.054323 , 0.072958 , 0.085709 , 0.069875 , 0.065209 , 0.096676 , 0.089567 , 0.104236 , 0.09473 , 0.088207 
 554 , 0.137493 , 0.128945 , 0.120801 , 0.107467 , 0.106712 , 0.099911 , 0.14635 , 0.122837 , 0.089947 , 0.094976 , 0.094659 , 0.109288 , 0.125817 , 0.113946 , 0.130401 , 0.153004 , 0.124779 , 0.135814 , 0.140809 , 0.149991 , 0.08051 , 0.129471 , 0.100059 , 0.119231 , 0.108431 , 0.083442 , 0.084413 , 0.088572 , 0.070512 , 0.095165 , 0.054381 , 0.073047 , 0.085801 , 0.06996 , 0.065308 , 0.09683 , 0.089738 , 0.104434 , 0.094929 , 0.08835 
 555 , 0.137449 , 0.128924 , 0.120721 , 0.107646 , 0.106797 , 0.099983 , 0.146474 , 0.122885 , 0.089901 , 0.095097 , 0.094794 , 0.109412 , 0.125925 , 0.114049 , 0.130454 , 0.153065 , 0.1249 , 0.135967 , 0.140887 , 0.150113 , 0.080526 , 0.129497 , 0.100037 , 0.11932 , 0.108442 , 0.083464 , 0.084455 , 0.088607 , 0.070585 , 0.095185 , 0.054376 , 0.073045 , 0.08579 , 0.069972 , 0.065355 , 0.096856 , 0.0898 , 0.104533 , 0.095023 , 0.088378 
 556 , 0.137406 , 0.128896 , 0.120642 , 0.107819 , 0.106882 , 0.10005 , 0.146604 , 0.122933 , 0.089855 , 0.095218 , 0.094929 , 0.109537 , 0.126026 , 0.114159 , 0.130507 , 0.15312 , 0.125015 , 0.136126 , 0.140971 , 0.150243 , 0.080542 , 0.129516 , 0.100009 , 0.119415 , 0.108452 , 0.083487 , 0.084491 , 0.088648 , 0.070651 , 0.095212 , 0.054364 , 0.073043 , 0.085778 , 0.069977 , 0.065401 , 0.096883 , 0.089861 , 0.104638 , 0.09511 , 0.088406 
 557 , 0.137333 , 0.128804 , 0.120518 , 0.107934 , 0.106917 , 0.100079 , 0.14671 , 0.122964 , 0.089806 , 0.095289 , 0.095033 , 0.109612 , 0.126123 , 0.114246 , 0.130562 , 0.153171 , 0.125106 , 0.136248 , 0.141031 , 0.150341 , 0.080503 , 0.129485 , 0.099951 , 0.119467 , 0.108412 , 0.0835 , 0.084511 , 0.088661 , 0.070694 , 0.095215 , 0.054338 , 0.073038 , 0.085757 , 0.069967 , 0.065419 , 0.096893 , 0.089893 , 0.104707 , 0.095175 , 0.088411 
 558 , 0.137171 , 0.128508 , 0.120262 , 0.107812 , 0.106776 , 0.099962 , 0.146782 , 0.122945 , 0.089766 , 0.095194 , 0.095026 , 0.10954 , 0.126174 , 0.114275 , 0.13062 , 0.153179 , 0.125104 , 0.136249 , 0.141059 , 0.150327 , 0.080282 , 0.129275 , 0.099781 , 0.119374 , 0.108209 , 0.08347 , 0.084466 , 0.088602 , 0.070637 , 0.095167 , 0.054252 , 0.073025 , 0.085683 , 0.069904 , 0.06537 , 0.096875 , 0.089846 , 0.104664 , 0.095147 , 0.08834 
 559 , 0.13701 , 0.128207 , 0.120002 , 0.107694 , 0.106634 , 0.099852 , 0.146854 , 0.12293 , 0.08972 , 0.095091 , 0.095024 , 0.109474 , 0.12622 , 0.114302 , 0.130678 , 0.153192 , 0.125099 , 0.136245 , 0.141093 , 0.150318 , 0.080064 , 0.129067 , 0.09961 , 0.119277 , 0.10801 , 0.083435 , 0.084415 , 0.088538 , 0.070576 , 0.095111 , 0.054159 , 0.073014 , 0.08561 , 0.069845 , 0.065312 , 0.09685 , 0.0898 , 0.104619 , 0.095118 , 0.088269 
 560 , 0.136849 , 0.127907 , 0.119743 , 0.107577 , 0.106491 , 0.099741 , 0.146924 , 0.122907 , 0.08968 , 0.094995 , 0.095022 , 0.109414 , 0.126265 , 0.114327 , 0.130736 , 0.153198 , 0.125092 , 0.136246 , 0.141126 , 0.150302 , 0.07984 , 0.128859 , 0.099439 , 0.119187 , 0.107812 , 0.083406 , 0.084364 , 0.08848 , 0.070516 , 0.095062 , 0.054073 , 0.073003 , 0.085537 , 0.069779 , 0.065261 , 0.096832 , 0.089754 , 0.104574 , 0.095089 , 0.088199 
 561 , 0.136641 , 0.12749 , 0.119477 , 0.107443 , 0.106346 , 0.09973 , 0.14705 , 0.122754 , 0.089643 , 0.094914 , 0.094994 , 0.109376 , 0.126326 , 0.114366 , 0.130795 , 0.153264 , 0.125116 , 0.13626 , 0.14115 , 0.150348 , 0.079508 , 0.128674 , 0.099208 , 0.119042 , 0.107543 , 0.083408 , 0.084351 , 0.088465 , 0.070478 , 0.095048 , 0.054042 , 0.072966 , 0.085502 , 0.069729 , 0.065207 , 0.096747 , 0.089689 , 0.104553 , 0.095061 , 0.088117 
 562 , 0.136432 , 0.12705 , 0.119209 , 0.107304 , 0.106196 , 0.09973 , 0.147196 , 0.122579 , 0.089607 , 0.094832 , 0.094959 , 0.109346 , 0.126396 , 0.114404 , 0.13086 , 0.153342 , 0.125141 , 0.136266 , 0.14117 , 0.150413 , 0.079164 , 0.128491 , 0.098963 , 0.118889 , 0.107251 , 0.083414 , 0.084349 , 0.088459 , 0.070442 , 0.095039 , 0.054019 , 0.072931 , 0.085463 , 0.069681 , 0.065157 , 0.09664 , 0.089614 , 0.104528 , 0.095026 , 0.088025 
 563 , 0.13623 , 0.126604 , 0.118948 , 0.107165 , 0.106047 , 0.099736 , 0.147334 , 0.12241 , 0.089564 , 0.094756 , 0.094923 , 0.109322 , 0.126457 , 0.114448 , 0.130924 , 0.153425 , 0.125166 , 0.136276 , 0.141196 , 0.150476 , 0.078819 , 0.128315 , 0.098717 , 0.118735 , 0.106965 , 0.083426 , 0.084345 , 0.088452 , 0.070405 , 0.095036 , 0.053995 , 0.072895 , 0.08543 , 0.069633 , 0.065106 , 0.09654 , 0.089551 , 0.104509 , 0.094989 , 0.08794 
 564 , 0.135947 , 0.126083 , 0.118595 , 0.106985 , 0.105791 , 0.099723 , 0.147411 , 0.122207 , 0.089488 , 0.094665 , 0.094851 , 0.109289 , 0.126428 , 0.114453 , 0.130955 , 0.153452 , 0.125147 , 0.136206 , 0.141165 , 0.150505 , 0.078415 , 0.128008 , 0.098383 , 0.118522 , 0.106574 , 0.083387 , 0.08431 , 0.088419 , 0.070343 , 0.094991 , 0.053914 , 0.072819 , 0.085339 , 0.06952 , 0.065013 , 0.096391 , 0.089448 , 0.104423 , 0.094911 , 0.087782 
 565 , 0.135594 , 0.125509 , 0.118174 , 0.106788 , 0.105447 , 0.099698 , 0.147429 , 0.121974 , 0.089376 , 0.094563 , 0.094742 , 0.10926 , 0.126316 , 0.114408 , 0.130968 , 0.153436 , 0.1251 , 0.136089 , 0.141092 , 0.150495 , 0.077964 , 0.127578 , 0.097973 , 0.118254 , 0.106095 , 0.083303 , 0.084261 , 0.088365 , 0.070258 , 0.094894 , 0.053804 , 0.07271 , 0.085199 , 0.069366 , 0.064886 , 0.096202 , 0.089316 , 0.104277 , 0.094814 , 0.087572 
 566 , 0.135238 , 0.124929 , 0.117752 , 0.106596 , 0.105102 , 0.099669 , 0.147441 , 0.121746 , 0.089268 , 0.094465 , 0.094636 , 0.10922 , 0.126199 , 0.114371 , 0.130982 , 0.15342 , 0.125054 , 0.135968 , 0.141027 , 0.150493 , 0.077506 , 0.12716 , 0.09757 , 0.117989 , 0.105609 , 0.083223 , 0.084209 , 0.088314 , 0.070171 , 0.094807 , 0.053686 , 0.072599 , 0.085065 , 0.069211 , 0.064757 , 0.096018 , 0.089189 , 0.104129 , 0.094715 , 0.087354 
 567 , 0.134844 , 0.124333 , 0.117287 , 0.106383 , 0.104752 , 0.099599 , 0.147417 , 0.121497 , 0.089134 , 0.094327 , 0.094517 , 0.109153 , 0.126108 , 0.114327 , 0.13098 , 0.153396 , 0.125001 , 0.135839 , 0.14094 , 0.150475 , 0.077039 , 0.126717 , 0.097149 , 0.117693 , 0.105113 , 0.083135 , 0.084144 , 0.088243 , 0.070077 , 0.094707 , 0.053575 , 0.072487 , 0.084917 , 0.069056 , 0.064622 , 0.095814 , 0.089049 , 0.103973 , 0.094602 , 0.08713 
 568 , 0.13426 , 0.123643 , 0.116625 , 0.106085 , 0.104367 , 0.099361 , 0.147241 , 0.121169 , 0.088899 , 0.094055 , 0.094335 , 0.108917 , 0.12609 , 0.114255 , 0.130921 , 0.153302 , 0.124886 , 0.13566 , 0.140796 , 0.150385 , 0.076485 , 0.126182 , 0.096685 , 0.117283 , 0.10453 , 0.083034 , 0.084004 , 0.088125 , 0.069975 , 0.094589 , 0.053453 , 0.072377 , 0.084739 , 0.06892 , 0.064474 , 0.095559 , 0.088841 , 0.103755 , 0.094413 , 0.086881 
 569 , 0.133675 , 0.122949 , 0.115969 , 0.105792 , 0.103981 , 0.099123 , 0.147073 , 0.120847 , 0.088662 , 0.093785 , 0.094154 , 0.108684 , 0.12608 , 0.114183 , 0.130861 , 0.153212 , 0.124767 , 0.13548 , 0.140649 , 0.150288 , 0.075937 , 0.125647 , 0.096231 , 0.116868 , 0.103942 , 0.082936 , 0.083868 , 0.087995 , 0.069868 , 0.094465 , 0.053333 , 0.072275 , 0.084554 , 0.068782 , 0.064318 , 0.095306 , 0.088623 , 0.103535 , 0.094225 , 0.08663 
 570 , 0.133087 , 0.122255 , 0.115305 , 0.105495 , 0.103599 , 0.098886 , 0.146902 , 0.120525 , 0.088427 , 0.093512 , 0.093975 , 0.108452 , 0.126067 , 0.114116 , 0.130799 , 0.153119 , 0.124653 , 0.135305 , 0.140506 , 0.150194 , 0.075383 , 0.125116 , 0.095775 , 0.11645 , 0.103354 , 0.082834 , 0.083728 , 0.087874 , 0.069764 , 0.094341 , 0.053217 , 0.072162 , 0.084377 , 0.068646 , 0.064171 , 0.095048 , 0.088414 , 0.103322 , 0.094039 , 0.086376 
 571 , 0.132536 , 0.121415 , 0.114673 , 0.105097 , 0.10315 , 0.09863 , 0.146798 , 0.120151 , 0.088121 , 0.093248 , 0.093758 , 0.108308 , 0.125922 , 0.11392 , 0.13064 , 0.15294 , 0.124479 , 0.13502 , 0.140229 , 0.150048 , 0.07474 , 0.124556 , 0.09522 , 0.115963 , 0.102715 , 0.082669 , 0.083563 , 0.087687 , 0.069588 , 0.094167 , 0.053027 , 0.071988 , 0.084137 , 0.068432 , 0.063963 , 0.094742 , 0.088108 , 0.103067 , 0.093829 , 0.086027 
 572 , 0.131998 , 0.120549 , 0.114048 , 0.104671 , 0.102701 , 0.098373 , 0.146698 , 0.11977 , 0.087805 , 0.092988 , 0.093532 , 0.108175 , 0.125757 , 0.1137 , 0.130471 , 0.152736 , 0.1243 , 0.13471 , 0.139931 , 0.149898 , 0.074087 , 0.124009 , 0.094648 , 0.115468 , 0.10208 , 0.082482 , 0.083395 , 0.087488 , 0.069411 , 0.093976 , 0.05283 , 0.0718 , 0.083902 , 0.068214 , 0.063747 , 0.094419 , 0.087798 , 0.102802 , 0.093621 , 0.085657 
 573 , 0.131454 , 0.119683 , 0.113426 , 0.104246 , 0.102247 , 0.098122 , 0.146607 , 0.119394 , 0.087489 , 0.092727 , 0.093305 , 0.108044 , 0.125587 , 0.113483 , 0.130303 , 0.152537 , 0.124122 , 0.134396 , 0.139634 , 0.149745 , 0.073429 , 0.123456 , 0.094072 , 0.114967 , 0.101442 , 0.082302 , 0.083226 , 0.087288 , 0.069229 , 0.093789 , 0.052629 , 0.071606 , 0.08366 , 0.06799 , 0.063532 , 0.094104 , 0.087483 , 0.102542 , 0.093412 , 0.085282 
 574 , 0.130879 , 0.118836 , 0.112777 , 0.103805 , 0.101714 , 0.097833 , 0.146397 , 0.11898 , 0.087201 , 0.092405 , 0.093078 , 0.107829 , 0.125375 , 0.113264 , 0.130124 , 0.1523 , 0.123897 , 0.134061 , 0.139346 , 0.149517 , 0.072793 , 0.122867 , 0.093497 , 0.114468 , 0.10076 , 0.082084 , 0.083008 , 0.087076 , 0.06903 , 0.093584 , 0.052426 , 0.07142 , 0.083419 , 0.067764 , 0.063309 , 0.093771 , 0.087169 , 0.102245 , 0.093172 , 0.084904 
 575 , 0.130259 , 0.118008 , 0.112084 , 0.103338 , 0.101078 , 0.097482 , 0.146081 , 0.118522 , 0.086934 , 0.09201 , 0.092852 , 0.107535 , 0.125096 , 0.11305 , 0.129906 , 0.152017 , 0.12361 , 0.1337 , 0.139073 , 0.1492 , 0.072189 , 0.122236 , 0.092926 , 0.113966 , 0.10002 , 0.081846 , 0.082731 , 0.08686 , 0.068816 , 0.093353 , 0.052214 , 0.071248 , 0.083183 , 0.067528 , 0.063077 , 0.093434 , 0.086854 , 0.10192 , 0.092883 , 0.084532 
 576 , 0.129644 , 0.117179 , 0.111389 , 0.102866 , 0.100446 , 0.097136 , 0.145769 , 0.118063 , 0.086667 , 0.091616 , 0.092623 , 0.107238 , 0.124818 , 0.112838 , 0.129681 , 0.151732 , 0.12332 , 0.133335 , 0.138794 , 0.148882 , 0.07158 , 0.1216 , 0.092359 , 0.113458 , 0.099279 , 0.081607 , 0.082461 , 0.086642 , 0.068595 , 0.093121 , 0.052004 , 0.07107 , 0.082946 , 0.067294 , 0.062854 , 0.093096 , 0.086538 , 0.101601 , 0.092592 , 0.084162 
 577 , 0.129008 , 0.116327 , 0.110681 , 0.102391 , 0.099821 , 0.096788 , 0.14544 , 0.117575 , 0.086379 , 0.091227 , 0.092372 , 0.106935 , 0.124525 , 0.112605 , 0.12944 , 0.151415 , 0.123014 , 0.13296 , 0.138491 , 0.148553 , 0.070969 , 0.120956 , 0.091793 , 0.11294 , 0.098548 , 0.08136 , 0.082188 , 0.086409 , 0.068374 , 0.092865 , 0.051789 , 0.070884 , 0.082688 , 0.067047 , 0.062613 , 0.092749 , 0.086214 , 0.101264 , 0.092293 , 0.083784 
 578 , 0.128286 , 0.115373 , 0.10994 , 0.101879 , 0.09922 , 0.096435 , 0.144988 , 0.116901 , 0.085987 , 0.090845 , 0.091945 , 0.106593 , 0.124128 , 0.112267 , 0.129077 , 0.150928 , 0.122624 , 0.132485 , 0.138039 , 0.148136 , 0.070318 , 0.120261 , 0.09122 , 0.112321 , 0.097831 , 0.08105 , 0.08192 , 0.086114 , 0.068119 , 0.092501 , 0.051526 , 0.070621 , 0.082337 , 0.066753 , 0.062306 , 0.09232 , 0.085824 , 0.100864 , 0.091933 , 0.083395 
 579 , 0.127561 , 0.114414 , 0.109204 , 0.101362 , 0.098622 , 0.09608 , 0.144528 , 0.11623 , 0.085589 , 0.090475 , 0.091524 , 0.106248 , 0.123736 , 0.11192 , 0.128719 , 0.150439 , 0.122238 , 0.131998 , 0.137592 , 0.147718 , 0.069665 , 0.119564 , 0.090643 , 0.11171 , 0.097105 , 0.080744 , 0.08165 , 0.08581 , 0.067861 , 0.092129 , 0.05126 , 0.070355 , 0.081985 , 0.066458 , 0.061997 , 0.091896 , 0.085439 , 0.100463 , 0.091572 , 0.083005 
