  time  ,20:22 PM,20:30 PM,20:38 PM,20:49 PM,21:02 PM,21:24 PM,21:34 PM,21:43 PM,21:55 PM,22:04 PM,22:37 PM,22:47 PM,22:55 PM,23:08 PM,23:15 PM,23:36 PM,23:45 PM,23:54 PM,24:08 PM,24:16 PM,25:40 PM,25:49 PM,25:57 PM,26:06 PM,26:17 PM,26:35 PM,26:43 PM,26:57 PM,27:07 PM,27:17 PM,27:51 PM,28:05 PM,28:15 PM,28:25 PM,28:35 PM,28:58 PM,29:06 PM,29:18 PM,29:31 PM,29:42 PM,30:24 PM,30:38 PM,30:49 PM,31:00 PM,31:09 PM,31:29 PM,31:36 PM,31:43 PM,31:52 PM,32:07 PM,32:35 PM,32:47 PM,32:57 PM,33:05 PM,33:12 PM,33:37 PM,33:51 PM,34:02 PM,34:13 PM,34:22 PM,35:11 PM,35:21 PM,35:30 PM,35:38 PM,35:46 PM,36:01 PM,36:10 PM,36:19 PM,36:26 PM,36:35 PM,37:05 PM,37:16 PM,37:29 PM,37:38 PM,37:48 PM,38:07 PM,38:15 PM,38:23 PM,38:31 PM,38:39 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 754 , 0.287471 , 0.309115 , 0.368674 , 0.273802 , 0.342081 , 0.270348 , 0.357232 , 0.34999 , 0.323559 , 0.305218 , 0.25376 , 0.091271 , 0.220513 , 0.140486 , 0.179446 , 0.19787 , 0.181366 , 0.229213 , 0.231502 , 0.28014 , 0.310817 , 0.321254 , 0.339599 , 0.333751 , 0.312403 , 0.319849 , 0.318923 , 0.282559 , 0.426547 , 0.334984 , 0.323704 , 0.158005 , 0.231591 , 0.192282 , 0.25145 , 0.13392 , 0.165809 , 0.282455 , 0.260363 , 0.270264 , 0.279895 , 0.252501 , 0.281779 , 0.27093 , 0.284255 , 0.312253 , 0.35859 , 0.311639 , 0.32089 , 0.25759 , 0.203463 , 0.143426 , 0.307762 , 0.423914 , 0.349698 , 0.19633 , 0.104445 , 0.278771 , 0.274276 , 0.152557 , 0.293251 , 0.311701 , 0.245743 , 0.279666 , 0.316165 , 0.305307 , 0.249192 , 0.337253 , 0.330307 , 0.270296 , 0.173952 , 0.111823 , 0.170559 , 0.097717 , 0.128904 , 0.109055 , 0.143696 , 0.122541 , 0.128764 , 0.258095 
 755 , 0.287496 , 0.309357 , 0.369062 , 0.273962 , 0.342203 , 0.270534 , 0.357501 , 0.350467 , 0.323854 , 0.30539 , 0.253944 , 0.09131 , 0.220308 , 0.140548 , 0.179543 , 0.198018 , 0.181344 , 0.229262 , 0.231413 , 0.280154 , 0.311021 , 0.321551 , 0.33978 , 0.333903 , 0.312691 , 0.320044 , 0.319359 , 0.283132 , 0.426741 , 0.335284 , 0.32365 , 0.158321 , 0.231811 , 0.192601 , 0.251505 , 0.134001 , 0.165915 , 0.282598 , 0.260653 , 0.270336 , 0.280122 , 0.252944 , 0.282205 , 0.271189 , 0.284471 , 0.312518 , 0.358862 , 0.311749 , 0.321269 , 0.25799 , 0.203743 , 0.143573 , 0.307714 , 0.424083 , 0.349938 , 0.196484 , 0.104625 , 0.278966 , 0.274475 , 0.152512 , 0.293494 , 0.31199 , 0.245957 , 0.27952 , 0.316805 , 0.305756 , 0.249527 , 0.33766 , 0.330412 , 0.270875 , 0.17409 , 0.111889 , 0.170474 , 0.097758 , 0.128893 , 0.109251 , 0.143604 , 0.122476 , 0.128741 , 0.258178 
 756 , 0.287516 , 0.309622 , 0.369461 , 0.274152 , 0.34234 , 0.27074 , 0.357795 , 0.350961 , 0.324175 , 0.305555 , 0.254148 , 0.091342 , 0.220072 , 0.1406 , 0.179655 , 0.198192 , 0.1813 , 0.229296 , 0.231324 , 0.280168 , 0.311241 , 0.321864 , 0.33994 , 0.334054 , 0.312986 , 0.320224 , 0.319815 , 0.283732 , 0.42689 , 0.33559 , 0.323573 , 0.158655 , 0.232047 , 0.192935 , 0.251543 , 0.134086 , 0.166039 , 0.282752 , 0.260955 , 0.270389 , 0.280362 , 0.25343 , 0.282652 , 0.271484 , 0.284712 , 0.312798 , 0.359158 , 0.311859 , 0.32166 , 0.258393 , 0.204035 , 0.143729 , 0.307641 , 0.424254 , 0.350185 , 0.196646 , 0.104806 , 0.279157 , 0.274697 , 0.152455 , 0.293768 , 0.312273 , 0.246192 , 0.279356 , 0.317499 , 0.306241 , 0.249882 , 0.338121 , 0.330527 , 0.2715 , 0.174241 , 0.111949 , 0.170384 , 0.097793 , 0.128871 , 0.109465 , 0.143499 , 0.122394 , 0.128698 , 0.258267 
 757 , 0.287542 , 0.309914 , 0.369896 , 0.274358 , 0.34249 , 0.27096 , 0.358118 , 0.3515 , 0.324534 , 0.305739 , 0.254383 , 0.091374 , 0.219824 , 0.140653 , 0.179806 , 0.198391 , 0.181254 , 0.229342 , 0.231251 , 0.280211 , 0.311487 , 0.32219 , 0.340115 , 0.334231 , 0.313301 , 0.320433 , 0.320328 , 0.284401 , 0.427052 , 0.33593 , 0.323491 , 0.159039 , 0.232311 , 0.193299 , 0.251578 , 0.134182 , 0.166187 , 0.282917 , 0.2613 , 0.270457 , 0.28062 , 0.253974 , 0.283153 , 0.271815 , 0.284978 , 0.313118 , 0.359476 , 0.311974 , 0.322075 , 0.258846 , 0.20437 , 0.14391 , 0.307569 , 0.424441 , 0.350467 , 0.196834 , 0.105014 , 0.279377 , 0.27494 , 0.152405 , 0.294071 , 0.312588 , 0.246438 , 0.279188 , 0.318257 , 0.306778 , 0.250288 , 0.338636 , 0.330649 , 0.272187 , 0.174431 , 0.112031 , 0.170304 , 0.097845 , 0.128859 , 0.109708 , 0.143401 , 0.122315 , 0.12867 , 0.258379 
 758 , 0.287663 , 0.310283 , 0.370337 , 0.274623 , 0.342676 , 0.271122 , 0.358497 , 0.352079 , 0.325014 , 0.306041 , 0.254774 , 0.091305 , 0.219652 , 0.140667 , 0.18024 , 0.198628 , 0.181153 , 0.229561 , 0.231455 , 0.280587 , 0.311802 , 0.322436 , 0.340307 , 0.334578 , 0.313607 , 0.320808 , 0.321048 , 0.285242 , 0.427234 , 0.336472 , 0.323401 , 0.159619 , 0.232707 , 0.193739 , 0.251643 , 0.134384 , 0.166485 , 0.283071 , 0.261777 , 0.270642 , 0.280953 , 0.254649 , 0.283817 , 0.272275 , 0.28532 , 0.313534 , 0.359776 , 0.312052 , 0.322441 , 0.259397 , 0.204926 , 0.144194 , 0.307611 , 0.424568 , 0.3509 , 0.197141 , 0.105414 , 0.279784 , 0.275129 , 0.152428 , 0.294426 , 0.313012 , 0.246691 , 0.279111 , 0.31907 , 0.307481 , 0.250866 , 0.339269 , 0.330759 , 0.272922 , 0.174876 , 0.11225 , 0.170383 , 0.098078 , 0.128916 , 0.110042 , 0.143443 , 0.122383 , 0.128759 , 0.258604 
 759 , 0.287771 , 0.310749 , 0.3709 , 0.274917 , 0.342899 , 0.271307 , 0.358919 , 0.352735 , 0.325534 , 0.30637 , 0.255219 , 0.091248 , 0.21948 , 0.14072 , 0.180707 , 0.198856 , 0.181063 , 0.229829 , 0.231686 , 0.280985 , 0.312162 , 0.322725 , 0.340539 , 0.335004 , 0.313909 , 0.321255 , 0.32183 , 0.286191 , 0.427476 , 0.337102 , 0.323295 , 0.160245 , 0.233177 , 0.194221 , 0.251766 , 0.13462 , 0.166785 , 0.28323 , 0.262318 , 0.270888 , 0.281326 , 0.255344 , 0.284512 , 0.272766 , 0.285642 , 0.313962 , 0.360112 , 0.312125 , 0.322882 , 0.260011 , 0.205548 , 0.144492 , 0.307642 , 0.424646 , 0.351385 , 0.19747 , 0.105866 , 0.280211 , 0.275304 , 0.152429 , 0.294761 , 0.31347 , 0.246947 , 0.278997 , 0.319968 , 0.308222 , 0.251483 , 0.339885 , 0.330829 , 0.273645 , 0.17535 , 0.11251 , 0.170463 , 0.098343 , 0.12898 , 0.110402 , 0.143462 , 0.122477 , 0.128855 , 0.258844 
 760 , 0.287891 , 0.31125 , 0.37151 , 0.275231 , 0.343135 , 0.2715 , 0.359374 , 0.353445 , 0.326099 , 0.306722 , 0.255702 , 0.091184 , 0.2193 , 0.140782 , 0.181208 , 0.1991 , 0.180967 , 0.230114 , 0.231934 , 0.281412 , 0.312557 , 0.323045 , 0.34079 , 0.335459 , 0.314236 , 0.321739 , 0.322683 , 0.28722 , 0.427734 , 0.337783 , 0.323181 , 0.16093 , 0.233687 , 0.194745 , 0.251904 , 0.134869 , 0.167105 , 0.2834 , 0.262906 , 0.271154 , 0.281732 , 0.256101 , 0.285263 , 0.273295 , 0.285997 , 0.314424 , 0.360481 , 0.3122 , 0.32336 , 0.260671 , 0.206215 , 0.144817 , 0.307677 , 0.424728 , 0.351913 , 0.19783 , 0.106358 , 0.280677 , 0.275483 , 0.15243 , 0.295122 , 0.313968 , 0.247229 , 0.278867 , 0.320946 , 0.309026 , 0.252156 , 0.340548 , 0.330905 , 0.274433 , 0.175862 , 0.11279 , 0.170547 , 0.098629 , 0.129045 , 0.110786 , 0.143484 , 0.12257 , 0.128956 , 0.259108 
 761 , 0.288476 , 0.312132 , 0.372492 , 0.275893 , 0.34397 , 0.272016 , 0.36019 , 0.354235 , 0.326902 , 0.307393 , 0.256271 , 0.091421 , 0.219771 , 0.141215 , 0.181867 , 0.199466 , 0.181208 , 0.230644 , 0.232478 , 0.282006 , 0.313358 , 0.323904 , 0.341666 , 0.336442 , 0.315018 , 0.322617 , 0.323674 , 0.288155 , 0.428818 , 0.33874 , 0.323843 , 0.161505 , 0.234347 , 0.195263 , 0.252722 , 0.13527 , 0.167537 , 0.283895 , 0.263513 , 0.271776 , 0.282563 , 0.256992 , 0.286081 , 0.274064 , 0.286755 , 0.315253 , 0.36138 , 0.312975 , 0.324216 , 0.261373 , 0.206845 , 0.145326 , 0.308256 , 0.425509 , 0.35281 , 0.198291 , 0.106768 , 0.281316 , 0.276056 , 0.152844 , 0.296025 , 0.314854 , 0.248044 , 0.279447 , 0.32205 , 0.309941 , 0.25288 , 0.341585 , 0.331631 , 0.275259 , 0.176576 , 0.113177 , 0.171025 , 0.099041 , 0.12955 , 0.111196 , 0.143886 , 0.122957 , 0.129315 , 0.25976 
 762 , 0.289298 , 0.313019 , 0.373467 , 0.27666 , 0.344971 , 0.272644 , 0.361055 , 0.354988 , 0.327764 , 0.308126 , 0.256735 , 0.091735 , 0.220453 , 0.141684 , 0.182556 , 0.199851 , 0.18151 , 0.231178 , 0.233039 , 0.282604 , 0.314224 , 0.3248 , 0.342653 , 0.337457 , 0.315921 , 0.323563 , 0.324635 , 0.288877 , 0.43009 , 0.339601 , 0.324697 , 0.161984 , 0.234875 , 0.195717 , 0.253575 , 0.135643 , 0.167975 , 0.284441 , 0.264023 , 0.272331 , 0.283384 , 0.257837 , 0.2868 , 0.274798 , 0.287564 , 0.316127 , 0.36222 , 0.31389 , 0.325082 , 0.261987 , 0.207359 , 0.145828 , 0.30891 , 0.426428 , 0.353613 , 0.198748 , 0.107049 , 0.281892 , 0.276563 , 0.153337 , 0.296934 , 0.315716 , 0.248872 , 0.280112 , 0.322953 , 0.310772 , 0.253493 , 0.342627 , 0.332421 , 0.27606 , 0.177191 , 0.113486 , 0.171529 , 0.099407 , 0.130103 , 0.111552 , 0.144346 , 0.123374 , 0.129693 , 0.260381 
 763 , 0.290122 , 0.313902 , 0.374438 , 0.277425 , 0.345981 , 0.273274 , 0.361922 , 0.355741 , 0.328628 , 0.308855 , 0.257198 , 0.092053 , 0.221134 , 0.142148 , 0.183245 , 0.200237 , 0.181803 , 0.231713 , 0.233603 , 0.283199 , 0.315092 , 0.325702 , 0.343642 , 0.338476 , 0.316823 , 0.324507 , 0.325594 , 0.289601 , 0.431358 , 0.340464 , 0.325548 , 0.162467 , 0.235406 , 0.196168 , 0.254433 , 0.136019 , 0.168411 , 0.284986 , 0.264533 , 0.272887 , 0.284209 , 0.258687 , 0.28752 , 0.275535 , 0.28837 , 0.316998 , 0.363065 , 0.314804 , 0.32595 , 0.262602 , 0.207871 , 0.146336 , 0.30956 , 0.427346 , 0.354417 , 0.199202 , 0.107324 , 0.282473 , 0.277075 , 0.153835 , 0.297848 , 0.316575 , 0.249699 , 0.280778 , 0.323858 , 0.311605 , 0.254113 , 0.343673 , 0.333212 , 0.276859 , 0.177811 , 0.113799 , 0.172032 , 0.099779 , 0.130657 , 0.111909 , 0.144811 , 0.123796 , 0.13007 , 0.261005 
 764 , 0.291212 , 0.314849 , 0.375642 , 0.278259 , 0.347229 , 0.274117 , 0.362853 , 0.35652 , 0.329517 , 0.30968 , 0.25782 , 0.092525 , 0.222119 , 0.142812 , 0.183926 , 0.200592 , 0.182328 , 0.232298 , 0.234183 , 0.283888 , 0.316059 , 0.326785 , 0.344885 , 0.339619 , 0.317831 , 0.325518 , 0.326529 , 0.290119 , 0.432849 , 0.341335 , 0.326744 , 0.162879 , 0.235945 , 0.196567 , 0.255465 , 0.136433 , 0.168875 , 0.285686 , 0.265001 , 0.273535 , 0.285149 , 0.259526 , 0.288219 , 0.276237 , 0.289271 , 0.317877 , 0.364048 , 0.315942 , 0.326917 , 0.263183 , 0.208329 , 0.146867 , 0.310375 , 0.428498 , 0.355268 , 0.199703 , 0.10749 , 0.283106 , 0.277703 , 0.154467 , 0.298842 , 0.31751 , 0.250695 , 0.281707 , 0.324706 , 0.312423 , 0.254689 , 0.344681 , 0.334257 , 0.277555 , 0.178462 , 0.114221 , 0.172726 , 0.100181 , 0.131341 , 0.112219 , 0.145407 , 0.124329 , 0.130529 , 0.261707 
 765 , 0.292638 , 0.315904 , 0.377221 , 0.27917 , 0.348713 , 0.275204 , 0.36388 , 0.357423 , 0.330445 , 0.310703 , 0.25867 , 0.093185 , 0.223471 , 0.143739 , 0.184597 , 0.200927 , 0.183168 , 0.232979 , 0.234769 , 0.284697 , 0.317165 , 0.328168 , 0.346446 , 0.340914 , 0.31898 , 0.326597 , 0.327497 , 0.290442 , 0.434633 , 0.342266 , 0.328407 , 0.163207 , 0.236574 , 0.196926 , 0.256789 , 0.136931 , 0.169379 , 0.286588 , 0.265427 , 0.27434 , 0.286258 , 0.260348 , 0.288891 , 0.276908 , 0.290244 , 0.318807 , 0.365354 , 0.317358 , 0.328061 , 0.2638 , 0.208711 , 0.14744 , 0.311389 , 0.429956 , 0.35632 , 0.200287 , 0.107544 , 0.283827 , 0.278606 , 0.15526 , 0.299955 , 0.318574 , 0.251888 , 0.282978 , 0.325519 , 0.31324 , 0.255253 , 0.345622 , 0.335698 , 0.278087 , 0.179177 , 0.114789 , 0.173604 , 0.100604 , 0.132192 , 0.112491 , 0.146184 , 0.125003 , 0.131084 , 0.262534 
 766 , 0.294003 , 0.316921 , 0.378769 , 0.280037 , 0.350102 , 0.276232 , 0.364874 , 0.35833 , 0.331336 , 0.311708 , 0.259491 , 0.093815 , 0.224764 , 0.14463 , 0.185237 , 0.201259 , 0.183983 , 0.233639 , 0.235323 , 0.285469 , 0.318232 , 0.32951 , 0.347934 , 0.34215 , 0.320089 , 0.327623 , 0.328449 , 0.290779 , 0.436342 , 0.343175 , 0.330005 , 0.163528 , 0.2372 , 0.197281 , 0.258083 , 0.137417 , 0.169858 , 0.287453 , 0.265851 , 0.275114 , 0.287326 , 0.261133 , 0.289545 , 0.277548 , 0.291167 , 0.319727 , 0.366665 , 0.318722 , 0.329173 , 0.264423 , 0.209074 , 0.147996 , 0.312351 , 0.431343 , 0.357371 , 0.200851 , 0.107613 , 0.28452 , 0.279517 , 0.156015 , 0.301027 , 0.319604 , 0.253023 , 0.284199 , 0.326322 , 0.314029 , 0.255803 , 0.346511 , 0.337095 , 0.278593 , 0.179882 , 0.11533 , 0.174419 , 0.101002 , 0.133005 , 0.112759 , 0.146935 , 0.125644 , 0.131617 , 0.263326 
 767 , 0.295286 , 0.31788 , 0.380201 , 0.280846 , 0.351393 , 0.277186 , 0.365812 , 0.359194 , 0.332172 , 0.312664 , 0.260269 , 0.09439 , 0.225952 , 0.145439 , 0.185832 , 0.201572 , 0.184721 , 0.234255 , 0.235857 , 0.28618 , 0.319232 , 0.330769 , 0.349315 , 0.343315 , 0.321126 , 0.328579 , 0.329336 , 0.291109 , 0.437931 , 0.344037 , 0.331486 , 0.163836 , 0.237787 , 0.19762 , 0.259286 , 0.137869 , 0.170306 , 0.288248 , 0.266253 , 0.27583 , 0.288319 , 0.261866 , 0.290157 , 0.278154 , 0.292025 , 0.320583 , 0.367886 , 0.319994 , 0.330201 , 0.265009 , 0.209424 , 0.148521 , 0.313248 , 0.432628 , 0.358349 , 0.201377 , 0.107683 , 0.285171 , 0.28036 , 0.156711 , 0.302033 , 0.320563 , 0.254085 , 0.28534 , 0.327063 , 0.314768 , 0.256327 , 0.347349 , 0.338391 , 0.27907 , 0.180544 , 0.115838 , 0.175174 , 0.101372 , 0.133753 , 0.113012 , 0.147646 , 0.126244 , 0.13211 , 0.264072 
 768 , 0.29641 , 0.318745 , 0.381242 , 0.281582 , 0.352393 , 0.277914 , 0.366702 , 0.359987 , 0.332889 , 0.313574 , 0.260992 , 0.094782 , 0.226808 , 0.145959 , 0.186317 , 0.201829 , 0.185164 , 0.234737 , 0.236476 , 0.286691 , 0.320098 , 0.331782 , 0.350335 , 0.344362 , 0.322043 , 0.329385 , 0.330038 , 0.291502 , 0.439128 , 0.344871 , 0.332559 , 0.164126 , 0.238251 , 0.197965 , 0.260292 , 0.138216 , 0.170686 , 0.288837 , 0.266605 , 0.27635 , 0.289089 , 0.262469 , 0.29071 , 0.278737 , 0.292762 , 0.321312 , 0.368873 , 0.321081 , 0.330975 , 0.265494 , 0.209753 , 0.148933 , 0.314027 , 0.433567 , 0.359139 , 0.201762 , 0.107763 , 0.285776 , 0.281006 , 0.157217 , 0.302878 , 0.321338 , 0.254988 , 0.2863 , 0.327605 , 0.315468 , 0.25683 , 0.348102 , 0.339361 , 0.27956 , 0.181146 , 0.116221 , 0.175759 , 0.101722 , 0.134285 , 0.113299 , 0.1483 , 0.126743 , 0.132557 , 0.264696 
 769 , 0.297427 , 0.319566 , 0.382167 , 0.28228 , 0.35338 , 0.278624 , 0.367573 , 0.360709 , 0.333583 , 0.314424 , 0.261688 , 0.095158 , 0.2276 , 0.146449 , 0.186777 , 0.202073 , 0.185571 , 0.235166 , 0.237043 , 0.28719 , 0.320891 , 0.33267 , 0.351297 , 0.345377 , 0.322897 , 0.330169 , 0.330628 , 0.291883 , 0.440235 , 0.345686 , 0.333516 , 0.164406 , 0.238688 , 0.198272 , 0.26126 , 0.138533 , 0.171069 , 0.289407 , 0.266923 , 0.276845 , 0.289805 , 0.263029 , 0.291269 , 0.279305 , 0.293487 , 0.321979 , 0.369759 , 0.322149 , 0.331685 , 0.265943 , 0.210072 , 0.149296 , 0.314801 , 0.43448 , 0.359847 , 0.202109 , 0.107839 , 0.286354 , 0.281553 , 0.157702 , 0.303667 , 0.322046 , 0.255876 , 0.287242 , 0.328116 , 0.316178 , 0.257305 , 0.348853 , 0.340261 , 0.280047 , 0.181708 , 0.11658 , 0.176324 , 0.102073 , 0.134784 , 0.113558 , 0.148935 , 0.127214 , 0.132995 , 0.265309 
 770 , 0.298393 , 0.320344 , 0.383048 , 0.28295 , 0.354327 , 0.279301 , 0.368406 , 0.361397 , 0.334247 , 0.315237 , 0.262358 , 0.095514 , 0.22835 , 0.146915 , 0.187213 , 0.202311 , 0.185963 , 0.235575 , 0.237591 , 0.287663 , 0.321646 , 0.333518 , 0.352218 , 0.346346 , 0.323714 , 0.330924 , 0.331192 , 0.292248 , 0.441297 , 0.34646 , 0.334423 , 0.164668 , 0.239105 , 0.198558 , 0.262183 , 0.138836 , 0.171429 , 0.289953 , 0.267232 , 0.277321 , 0.29049 , 0.263563 , 0.291803 , 0.279849 , 0.294186 , 0.322618 , 0.370602 , 0.323171 , 0.332366 , 0.266374 , 0.210384 , 0.149638 , 0.315542 , 0.435348 , 0.360519 , 0.202445 , 0.107908 , 0.286914 , 0.282071 , 0.158166 , 0.304425 , 0.322726 , 0.256725 , 0.288139 , 0.328603 , 0.31685 , 0.257753 , 0.349566 , 0.341116 , 0.28051 , 0.182247 , 0.116927 , 0.176861 , 0.102409 , 0.13526 , 0.113805 , 0.149535 , 0.127662 , 0.13342 , 0.265888 
 771 , 0.299091 , 0.321071 , 0.383749 , 0.28347 , 0.354876 , 0.279809 , 0.369138 , 0.361957 , 0.334836 , 0.315732 , 0.26286 , 0.09585 , 0.228877 , 0.147362 , 0.187626 , 0.202598 , 0.186329 , 0.235833 , 0.237919 , 0.288088 , 0.32229 , 0.33412 , 0.352967 , 0.347047 , 0.324366 , 0.331531 , 0.331703 , 0.292721 , 0.442029 , 0.347068 , 0.33504 , 0.165028 , 0.239572 , 0.198901 , 0.26286 , 0.139146 , 0.171821 , 0.290373 , 0.267525 , 0.27766 , 0.291069 , 0.264188 , 0.29234 , 0.280364 , 0.294703 , 0.323242 , 0.371245 , 0.323875 , 0.332885 , 0.266787 , 0.210751 , 0.149977 , 0.316129 , 0.43601 , 0.361052 , 0.202781 , 0.108145 , 0.287377 , 0.282461 , 0.158543 , 0.305058 , 0.323373 , 0.257348 , 0.288768 , 0.329083 , 0.317494 , 0.258242 , 0.35018 , 0.341744 , 0.280986 , 0.182793 , 0.117244 , 0.177297 , 0.10281 , 0.135637 , 0.114044 , 0.149987 , 0.128018 , 0.133739 , 0.266379 
 772 , 0.299733 , 0.321739 , 0.38434 , 0.283958 , 0.355364 , 0.280216 , 0.369802 , 0.362402 , 0.33537 , 0.316058 , 0.263304 , 0.096174 , 0.229359 , 0.147791 , 0.187993 , 0.202903 , 0.186667 , 0.236067 , 0.238242 , 0.288491 , 0.322845 , 0.334658 , 0.353655 , 0.34767 , 0.324946 , 0.332084 , 0.332231 , 0.293187 , 0.442702 , 0.347602 , 0.335627 , 0.16539 , 0.240003 , 0.19923 , 0.263382 , 0.139442 , 0.172166 , 0.290692 , 0.2678 , 0.27791 , 0.29162 , 0.264834 , 0.292804 , 0.280813 , 0.295105 , 0.323788 , 0.37171 , 0.32438 , 0.333394 , 0.267213 , 0.211152 , 0.150312 , 0.316598 , 0.436581 , 0.361559 , 0.203139 , 0.108432 , 0.28781 , 0.282857 , 0.158875 , 0.305671 , 0.323977 , 0.257895 , 0.289324 , 0.329548 , 0.318055 , 0.258713 , 0.350757 , 0.342241 , 0.281463 , 0.183355 , 0.117572 , 0.177727 , 0.103207 , 0.136015 , 0.114281 , 0.150396 , 0.128348 , 0.134034 , 0.26682 
 773 , 0.30037 , 0.322401 , 0.384919 , 0.284431 , 0.355845 , 0.280618 , 0.370466 , 0.36284 , 0.335899 , 0.316378 , 0.263744 , 0.096486 , 0.229834 , 0.14821 , 0.18836 , 0.203207 , 0.187 , 0.236299 , 0.238562 , 0.288895 , 0.323389 , 0.33519 , 0.354327 , 0.348282 , 0.325521 , 0.332637 , 0.332753 , 0.293643 , 0.443371 , 0.34813 , 0.336208 , 0.165751 , 0.240426 , 0.199557 , 0.263897 , 0.139734 , 0.1725 , 0.291006 , 0.268067 , 0.27816 , 0.292167 , 0.265467 , 0.293259 , 0.281259 , 0.295502 , 0.324329 , 0.372167 , 0.324875 , 0.333892 , 0.267631 , 0.211552 , 0.150642 , 0.31706 , 0.437137 , 0.362052 , 0.203496 , 0.108712 , 0.288233 , 0.283249 , 0.159202 , 0.306279 , 0.32457 , 0.258435 , 0.289877 , 0.330001 , 0.31861 , 0.259175 , 0.351328 , 0.342736 , 0.281937 , 0.183912 , 0.117892 , 0.178146 , 0.103597 , 0.136383 , 0.114515 , 0.150794 , 0.128669 , 0.134325 , 0.267253 
 774 , 0.300921 , 0.32295 , 0.385448 , 0.284884 , 0.35635 , 0.280985 , 0.37097 , 0.363224 , 0.336403 , 0.316699 , 0.264129 , 0.096712 , 0.23028 , 0.148532 , 0.188759 , 0.203474 , 0.187232 , 0.236515 , 0.238909 , 0.289259 , 0.323848 , 0.335652 , 0.354881 , 0.348831 , 0.326046 , 0.333153 , 0.33329 , 0.294084 , 0.443968 , 0.348609 , 0.336667 , 0.166101 , 0.2408 , 0.199871 , 0.264319 , 0.139998 , 0.172775 , 0.291294 , 0.268308 , 0.278422 , 0.292615 , 0.266026 , 0.293698 , 0.28165 , 0.295864 , 0.324783 , 0.372524 , 0.325317 , 0.334358 , 0.26806 , 0.211908 , 0.150941 , 0.317396 , 0.437564 , 0.362453 , 0.203791 , 0.108934 , 0.288594 , 0.283568 , 0.159448 , 0.306813 , 0.325042 , 0.258919 , 0.290327 , 0.330458 , 0.319135 , 0.259616 , 0.351885 , 0.34314 , 0.282348 , 0.184426 , 0.118197 , 0.178508 , 0.103893 , 0.136722 , 0.114746 , 0.151147 , 0.12895 , 0.134588 , 0.267616 
 775 , 0.301368 , 0.323349 , 0.385977 , 0.285319 , 0.356838 , 0.281324 , 0.371254 , 0.363614 , 0.336847 , 0.317062 , 0.264473 , 0.096854 , 0.230682 , 0.148753 , 0.18924 , 0.203692 , 0.187362 , 0.236751 , 0.239272 , 0.289532 , 0.324267 , 0.336046 , 0.355332 , 0.349278 , 0.326559 , 0.333637 , 0.333881 , 0.294508 , 0.444471 , 0.349034 , 0.337006 , 0.166479 , 0.241139 , 0.200191 , 0.264707 , 0.140243 , 0.173021 , 0.291633 , 0.268574 , 0.278745 , 0.292959 , 0.266548 , 0.294142 , 0.282014 , 0.296254 , 0.325206 , 0.372967 , 0.325774 , 0.334725 , 0.268479 , 0.212213 , 0.151231 , 0.317619 , 0.437839 , 0.362749 , 0.204021 , 0.109083 , 0.288911 , 0.283791 , 0.159635 , 0.307305 , 0.32544 , 0.259396 , 0.290662 , 0.330936 , 0.319646 , 0.260054 , 0.352456 , 0.343505 , 0.282693 , 0.184895 , 0.118474 , 0.178846 , 0.104096 , 0.137017 , 0.114983 , 0.151453 , 0.129202 , 0.13481 , 0.267901 
 776 , 0.30181 , 0.323734 , 0.386521 , 0.285753 , 0.357299 , 0.28166 , 0.371517 , 0.364022 , 0.337277 , 0.317441 , 0.264817 , 0.096994 , 0.231077 , 0.148976 , 0.189726 , 0.203896 , 0.187499 , 0.236987 , 0.239629 , 0.289782 , 0.324707 , 0.336437 , 0.355795 , 0.349709 , 0.327083 , 0.334115 , 0.334476 , 0.294932 , 0.44496 , 0.349459 , 0.337346 , 0.166861 , 0.241489 , 0.200521 , 0.265115 , 0.140487 , 0.173287 , 0.291998 , 0.268851 , 0.279077 , 0.2933 , 0.267076 , 0.294603 , 0.282389 , 0.296659 , 0.325658 , 0.373478 , 0.326254 , 0.335066 , 0.268883 , 0.212506 , 0.151527 , 0.317856 , 0.438109 , 0.363039 , 0.204247 , 0.109219 , 0.289234 , 0.284004 , 0.159834 , 0.307816 , 0.32585 , 0.259895 , 0.290988 , 0.331425 , 0.320157 , 0.260501 , 0.353036 , 0.343894 , 0.283037 , 0.185362 , 0.118744 , 0.179202 , 0.104303 , 0.137304 , 0.115209 , 0.151766 , 0.129464 , 0.135024 , 0.268181 
