  time  ,20:22 PM,20:30 PM,20:38 PM,20:49 PM,21:02 PM,21:24 PM,21:34 PM,21:43 PM,21:55 PM,22:04 PM,22:37 PM,22:47 PM,22:55 PM,23:08 PM,23:15 PM,23:36 PM,23:45 PM,23:54 PM,24:08 PM,24:16 PM,25:40 PM,25:49 PM,25:57 PM,26:06 PM,26:17 PM,26:35 PM,26:43 PM,26:57 PM,27:07 PM,27:17 PM,27:51 PM,28:05 PM,28:15 PM,28:25 PM,28:35 PM,28:58 PM,29:06 PM,29:18 PM,29:31 PM,29:42 PM,30:24 PM,30:38 PM,30:49 PM,31:00 PM,31:09 PM,31:29 PM,31:36 PM,31:43 PM,31:52 PM,32:07 PM,32:35 PM,32:47 PM,32:57 PM,33:05 PM,33:12 PM,33:37 PM,33:51 PM,34:02 PM,34:13 PM,34:22 PM,35:11 PM,35:21 PM,35:30 PM,35:38 PM,35:46 PM,36:01 PM,36:10 PM,36:19 PM,36:26 PM,36:35 PM,37:05 PM,37:16 PM,37:29 PM,37:38 PM,37:48 PM,38:07 PM,38:15 PM,38:23 PM,38:31 PM,38:39 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 517 , 0.061362 , 0.0581 , 0.086106 , 0.069737 , 0.081204 , 0.072044 , 0.069372 , 0.071035 , 0.070422 , 0.055457 , 0.057469 , 0.061356 , 0.057545 , 0.070699 , 0.089362 , 0.050054 , 0.04963 , 0.052125 , 0.050662 , 0.0582 , 0.064157 , 0.067873 , 0.068971 , 0.08016 , 0.071696 , 0.070658 , 0.065184 , 0.053251 , 0.066759 , 0.060164 , 0.056489 , 0.065839 , 0.061385 , 0.060093 , 0.0603 , 0.056195 , 0.055268 , 0.05065 , 0.047099 , 0.053157 , 0.083021 , 0.059108 , 0.064989 , 0.068469 , 0.079647 , 0.068971 , 0.054944 , 0.055693 , 0.052956 , 0.06227 , 0.053741 , 0.06631 , 0.060371 , 0.05902 , 0.056619 , 0.052614 , 0.049624 , 0.0452 , 0.050426 , 0.058825 , 0.056112 , 0.046958 , 0.065638 , 0.081245 , 0.057681 , 0.055268 , 0.048173 , 0.057882 , 0.053234 , 0.045117 , 0.084071 , 0.054649 , 0.064918 , 0.057793 , 0.06191 , 0.044156 , 0.058371 , 0.066723 , 0.061426 , 0.054909 
 518 , 0.06298 , 0.059722 , 0.088212 , 0.071288 , 0.082931 , 0.073549 , 0.071246 , 0.072979 , 0.072054 , 0.05701 , 0.058838 , 0.061888 , 0.058559 , 0.071508 , 0.090349 , 0.05129 , 0.050803 , 0.053438 , 0.052031 , 0.059853 , 0.06568 , 0.069353 , 0.070552 , 0.081768 , 0.073246 , 0.072451 , 0.066784 , 0.054862 , 0.069069 , 0.062149 , 0.057983 , 0.066695 , 0.062529 , 0.06104 , 0.061455 , 0.056998 , 0.056352 , 0.052221 , 0.048536 , 0.054755 , 0.08445 , 0.060375 , 0.066374 , 0.069852 , 0.081062 , 0.070611 , 0.056785 , 0.057212 , 0.054542 , 0.063698 , 0.054892 , 0.067116 , 0.062126 , 0.061283 , 0.058434 , 0.053634 , 0.050275 , 0.046548 , 0.051978 , 0.059746 , 0.057497 , 0.048382 , 0.066843 , 0.082717 , 0.059265 , 0.056714 , 0.049385 , 0.05952 , 0.054886 , 0.046429 , 0.084955 , 0.055254 , 0.065852 , 0.058316 , 0.062565 , 0.044756 , 0.059141 , 0.067413 , 0.062167 , 0.05628 
 519 , 0.064595 , 0.061348 , 0.09032 , 0.072828 , 0.084655 , 0.075061 , 0.073121 , 0.074918 , 0.073694 , 0.058566 , 0.060208 , 0.062422 , 0.059569 , 0.072315 , 0.091335 , 0.052518 , 0.051975 , 0.054745 , 0.053402 , 0.061497 , 0.067204 , 0.070828 , 0.07213 , 0.083371 , 0.074804 , 0.074237 , 0.068386 , 0.056464 , 0.071377 , 0.06413 , 0.059479 , 0.067545 , 0.06367 , 0.061987 , 0.062613 , 0.057808 , 0.057437 , 0.053796 , 0.049981 , 0.056351 , 0.085879 , 0.061646 , 0.067766 , 0.07124 , 0.082482 , 0.072249 , 0.058625 , 0.058721 , 0.056124 , 0.065121 , 0.056046 , 0.067921 , 0.063873 , 0.063545 , 0.060249 , 0.054655 , 0.050924 , 0.047903 , 0.053527 , 0.060667 , 0.058888 , 0.049802 , 0.068046 , 0.084183 , 0.060852 , 0.058166 , 0.050602 , 0.061151 , 0.056542 , 0.047736 , 0.085843 , 0.055861 , 0.06678 , 0.058834 , 0.063222 , 0.045348 , 0.059915 , 0.068106 , 0.062912 , 0.057658 
 520 , 0.066251 , 0.062995 , 0.092466 , 0.074406 , 0.086424 , 0.076611 , 0.075037 , 0.076911 , 0.075373 , 0.060149 , 0.061608 , 0.062971 , 0.060617 , 0.073145 , 0.092364 , 0.053782 , 0.05317 , 0.056077 , 0.054797 , 0.063188 , 0.068761 , 0.072352 , 0.073752 , 0.085031 , 0.076388 , 0.076064 , 0.070022 , 0.058113 , 0.073728 , 0.066148 , 0.061013 , 0.068425 , 0.064851 , 0.062965 , 0.063806 , 0.058641 , 0.058551 , 0.055392 , 0.051446 , 0.05798 , 0.087349 , 0.062941 , 0.069181 , 0.072653 , 0.083938 , 0.073932 , 0.060497 , 0.060269 , 0.057752 , 0.066581 , 0.05723 , 0.068755 , 0.065674 , 0.065848 , 0.062106 , 0.055698 , 0.05159 , 0.049278 , 0.05511 , 0.061608 , 0.060311 , 0.05126 , 0.069289 , 0.085703 , 0.062467 , 0.05965 , 0.051842 , 0.062827 , 0.058233 , 0.049074 , 0.086761 , 0.056491 , 0.067746 , 0.059374 , 0.063914 , 0.045975 , 0.060713 , 0.068821 , 0.06368 , 0.059068 
 521 , 0.068301 , 0.064918 , 0.095003 , 0.076256 , 0.088655 , 0.078475 , 0.077329 , 0.079306 , 0.07745 , 0.06202 , 0.063323 , 0.063645 , 0.062014 , 0.074164 , 0.093827 , 0.05532 , 0.05458 , 0.057594 , 0.05643 , 0.065209 , 0.070648 , 0.074285 , 0.075735 , 0.087145 , 0.078275 , 0.078226 , 0.071969 , 0.060067 , 0.076517 , 0.068471 , 0.062923 , 0.06952 , 0.066331 , 0.064233 , 0.065306 , 0.059716 , 0.059934 , 0.057236 , 0.053149 , 0.059867 , 0.089231 , 0.0645 , 0.070896 , 0.074358 , 0.085781 , 0.075989 , 0.062675 , 0.062105 , 0.059764 , 0.068313 , 0.058655 , 0.069823 , 0.067895 , 0.068544 , 0.064306 , 0.056987 , 0.052446 , 0.050894 , 0.056993 , 0.062759 , 0.062056 , 0.053089 , 0.070908 , 0.087643 , 0.064366 , 0.061438 , 0.053362 , 0.064833 , 0.060268 , 0.050694 , 0.088031 , 0.057327 , 0.068974 , 0.06014 , 0.064882 , 0.046832 , 0.061741 , 0.069799 , 0.064736 , 0.060807 
 522 , 0.070348 , 0.066839 , 0.097542 , 0.078108 , 0.090878 , 0.080343 , 0.079627 , 0.081703 , 0.079529 , 0.063893 , 0.065038 , 0.064321 , 0.063415 , 0.075174 , 0.095288 , 0.056861 , 0.055992 , 0.059109 , 0.058068 , 0.067237 , 0.072535 , 0.076215 , 0.077716 , 0.089267 , 0.08016 , 0.080392 , 0.073913 , 0.062018 , 0.079302 , 0.070789 , 0.06483 , 0.070611 , 0.067812 , 0.065503 , 0.066802 , 0.060794 , 0.06132 , 0.059085 , 0.054859 , 0.061749 , 0.091105 , 0.066061 , 0.072602 , 0.076056 , 0.087626 , 0.078053 , 0.06486 , 0.063942 , 0.061773 , 0.070042 , 0.060089 , 0.070887 , 0.070121 , 0.071236 , 0.066502 , 0.058282 , 0.053303 , 0.052507 , 0.058883 , 0.063911 , 0.063801 , 0.054914 , 0.072516 , 0.089579 , 0.066257 , 0.063237 , 0.054871 , 0.066839 , 0.062294 , 0.052317 , 0.089298 , 0.05816 , 0.070201 , 0.060898 , 0.065852 , 0.047693 , 0.062772 , 0.070771 , 0.065797 , 0.062545 
 523 , 0.072397 , 0.06876 , 0.100075 , 0.079957 , 0.093103 , 0.082209 , 0.081918 , 0.084102 , 0.081603 , 0.065766 , 0.066749 , 0.064999 , 0.064813 , 0.07619 , 0.096753 , 0.058404 , 0.057402 , 0.060625 , 0.059703 , 0.069255 , 0.07442 , 0.078151 , 0.079703 , 0.091389 , 0.082048 , 0.082561 , 0.075862 , 0.063972 , 0.082091 , 0.073109 , 0.066737 , 0.071705 , 0.069292 , 0.066774 , 0.068302 , 0.061875 , 0.062704 , 0.060928 , 0.056561 , 0.063638 , 0.092979 , 0.067622 , 0.074315 , 0.077761 , 0.089471 , 0.080112 , 0.06704 , 0.065784 , 0.063786 , 0.071773 , 0.061516 , 0.071952 , 0.072342 , 0.073932 , 0.068698 , 0.059573 , 0.054154 , 0.054117 , 0.060767 , 0.065061 , 0.065549 , 0.05674 , 0.07413 , 0.091519 , 0.068154 , 0.06503 , 0.056387 , 0.068847 , 0.064331 , 0.053938 , 0.09056 , 0.058992 , 0.071432 , 0.061658 , 0.066817 , 0.048556 , 0.063805 , 0.071748 , 0.066855 , 0.064281 
 524 , 0.074481 , 0.070707 , 0.102564 , 0.081961 , 0.095359 , 0.084073 , 0.084361 , 0.086535 , 0.083679 , 0.067645 , 0.068395 , 0.065676 , 0.066201 , 0.077162 , 0.098196 , 0.059971 , 0.058777 , 0.062258 , 0.061446 , 0.071275 , 0.076318 , 0.080086 , 0.081705 , 0.09349 , 0.083967 , 0.084767 , 0.077818 , 0.065926 , 0.084879 , 0.075468 , 0.068657 , 0.072856 , 0.070775 , 0.068026 , 0.069838 , 0.062952 , 0.064077 , 0.062764 , 0.05829 , 0.065495 , 0.094853 , 0.069219 , 0.076031 , 0.079511 , 0.091316 , 0.082211 , 0.069269 , 0.067676 , 0.065789 , 0.073537 , 0.062964 , 0.073031 , 0.074575 , 0.076662 , 0.070938 , 0.060877 , 0.055041 , 0.055753 , 0.062696 , 0.066239 , 0.067301 , 0.058546 , 0.075756 , 0.093453 , 0.070126 , 0.066857 , 0.057896 , 0.070844 , 0.066407 , 0.055559 , 0.091834 , 0.059852 , 0.072675 , 0.062389 , 0.067763 , 0.049423 , 0.064895 , 0.072738 , 0.06787 , 0.065995 
 525 , 0.076573 , 0.072659 , 0.105046 , 0.084016 , 0.097615 , 0.085936 , 0.086857 , 0.088985 , 0.085753 , 0.069528 , 0.07002 , 0.066358 , 0.067577 , 0.078107 , 0.099635 , 0.061535 , 0.060133 , 0.063934 , 0.063227 , 0.073303 , 0.078215 , 0.082028 , 0.083713 , 0.095582 , 0.085891 , 0.086977 , 0.079768 , 0.06788 , 0.087665 , 0.077848 , 0.070582 , 0.074035 , 0.072255 , 0.069262 , 0.071384 , 0.064029 , 0.065449 , 0.064597 , 0.060026 , 0.067343 , 0.096725 , 0.070841 , 0.077754 , 0.081276 , 0.093158 , 0.084332 , 0.071523 , 0.069584 , 0.067785 , 0.075329 , 0.06442 , 0.07413 , 0.076807 , 0.079401 , 0.073189 , 0.062192 , 0.055929 , 0.0574 , 0.064635 , 0.067425 , 0.069054 , 0.060329 , 0.077388 , 0.095368 , 0.072116 , 0.068694 , 0.059401 , 0.072842 , 0.068498 , 0.057173 , 0.093114 , 0.060721 , 0.073922 , 0.063107 , 0.068701 , 0.050285 , 0.065998 , 0.073732 , 0.068871 , 0.067703 
 526 , 0.07866 , 0.07461 , 0.107518 , 0.086071 , 0.099872 , 0.087793 , 0.089349 , 0.091441 , 0.087825 , 0.071409 , 0.071638 , 0.06704 , 0.068953 , 0.079055 , 0.101077 , 0.063099 , 0.061485 , 0.065605 , 0.064999 , 0.075331 , 0.080114 , 0.083966 , 0.085726 , 0.097671 , 0.087812 , 0.089196 , 0.081728 , 0.069834 , 0.090446 , 0.080229 , 0.072506 , 0.07521 , 0.073737 , 0.070503 , 0.07292 , 0.065108 , 0.066823 , 0.066434 , 0.06176 , 0.069189 , 0.098596 , 0.072455 , 0.079476 , 0.083041 , 0.094999 , 0.086453 , 0.073775 , 0.071498 , 0.069783 , 0.077123 , 0.065873 , 0.075223 , 0.079043 , 0.082142 , 0.075439 , 0.063501 , 0.056817 , 0.059043 , 0.066575 , 0.068609 , 0.070809 , 0.062117 , 0.079024 , 0.097282 , 0.074107 , 0.070529 , 0.060911 , 0.074834 , 0.070593 , 0.058788 , 0.094393 , 0.061587 , 0.075172 , 0.063826 , 0.069642 , 0.051148 , 0.067104 , 0.074732 , 0.069872 , 0.069406 
 527 , 0.080735 , 0.076574 , 0.11002 , 0.08806 , 0.102135 , 0.089645 , 0.091777 , 0.093883 , 0.089896 , 0.073314 , 0.073295 , 0.067749 , 0.070345 , 0.08004 , 0.10249 , 0.064644 , 0.062834 , 0.067227 , 0.066731 , 0.07736 , 0.082024 , 0.085908 , 0.087731 , 0.099771 , 0.089735 , 0.091397 , 0.08366 , 0.071762 , 0.093213 , 0.082546 , 0.074397 , 0.076355 , 0.075208 , 0.071743 , 0.074422 , 0.066171 , 0.068161 , 0.068232 , 0.063471 , 0.071028 , 0.100467 , 0.074036 , 0.081206 , 0.084813 , 0.096853 , 0.088556 , 0.07602 , 0.073372 , 0.071756 , 0.078893 , 0.067317 , 0.076297 , 0.081244 , 0.084839 , 0.077669 , 0.064798 , 0.057674 , 0.060669 , 0.068477 , 0.069759 , 0.072548 , 0.063916 , 0.080639 , 0.099211 , 0.076065 , 0.072342 , 0.062408 , 0.076825 , 0.07269 , 0.060412 , 0.095642 , 0.062441 , 0.076407 , 0.064541 , 0.07059 , 0.051998 , 0.068174 , 0.075704 , 0.070867 , 0.071111 
 528 , 0.082789 , 0.07858 , 0.112562 , 0.089951 , 0.104405 , 0.091467 , 0.094127 , 0.096319 , 0.091974 , 0.075269 , 0.075009 , 0.068511 , 0.07175 , 0.081091 , 0.103878 , 0.066162 , 0.064172 , 0.068758 , 0.068368 , 0.0794 , 0.083947 , 0.087837 , 0.089749 , 0.101894 , 0.091662 , 0.0936 , 0.085554 , 0.07365 , 0.095962 , 0.08478 , 0.076252 , 0.077455 , 0.076687 , 0.07298 , 0.075881 , 0.06721 , 0.069447 , 0.069981 , 0.065174 , 0.072869 , 0.10233 , 0.075569 , 0.082958 , 0.086595 , 0.098733 , 0.090621 , 0.078249 , 0.075204 , 0.073702 , 0.080629 , 0.068745 , 0.077331 , 0.083414 , 0.087466 , 0.079868 , 0.066084 , 0.058473 , 0.062285 , 0.070312 , 0.070878 , 0.074274 , 0.065739 , 0.08223 , 0.101172 , 0.077988 , 0.074111 , 0.063892 , 0.078821 , 0.074801 , 0.062045 , 0.096846 , 0.063261 , 0.077624 , 0.065265 , 0.071561 , 0.05284 , 0.069181 , 0.076642 , 0.071848 , 0.072823 
 529 , 0.084841 , 0.080578 , 0.115107 , 0.091849 , 0.106674 , 0.093288 , 0.09648 , 0.098752 , 0.094056 , 0.077229 , 0.076716 , 0.069268 , 0.073156 , 0.082142 , 0.105268 , 0.067678 , 0.065518 , 0.070293 , 0.070004 , 0.081439 , 0.085866 , 0.089767 , 0.091757 , 0.10402 , 0.09359 , 0.095797 , 0.087455 , 0.075541 , 0.098713 , 0.087009 , 0.078102 , 0.078555 , 0.078168 , 0.07422 , 0.07734 , 0.06825 , 0.070739 , 0.071724 , 0.066877 , 0.074713 , 0.104191 , 0.077104 , 0.084703 , 0.088381 , 0.100618 , 0.092683 , 0.08048 , 0.077032 , 0.075652 , 0.082371 , 0.070168 , 0.078371 , 0.085577 , 0.090096 , 0.082063 , 0.067376 , 0.059278 , 0.063902 , 0.072151 , 0.072 , 0.076 , 0.06756 , 0.083816 , 0.103133 , 0.079915 , 0.075876 , 0.065373 , 0.080808 , 0.076907 , 0.063685 , 0.098056 , 0.064079 , 0.078844 , 0.06599 , 0.072532 , 0.053682 , 0.070187 , 0.07759 , 0.072834 , 0.074536 
 530 , 0.08689 , 0.082573 , 0.11764 , 0.09374 , 0.108939 , 0.0951 , 0.09882 , 0.101181 , 0.096128 , 0.079171 , 0.078422 , 0.070027 , 0.074556 , 0.08319 , 0.106645 , 0.069191 , 0.066857 , 0.071824 , 0.071638 , 0.083475 , 0.087772 , 0.091685 , 0.09376 , 0.106141 , 0.095511 , 0.097985 , 0.089344 , 0.077421 , 0.101446 , 0.089225 , 0.079941 , 0.079656 , 0.079642 , 0.075458 , 0.078793 , 0.069277 , 0.072023 , 0.073462 , 0.068575 , 0.076545 , 0.106048 , 0.078634 , 0.086446 , 0.09016 , 0.102494 , 0.094742 , 0.082699 , 0.078853 , 0.077593 , 0.084099 , 0.071592 , 0.07941 , 0.087739 , 0.092719 , 0.084244 , 0.068661 , 0.060073 , 0.065504 , 0.073979 , 0.073117 , 0.077719 , 0.06937 , 0.085398 , 0.105093 , 0.081824 , 0.07764 , 0.066857 , 0.082792 , 0.079006 , 0.065312 , 0.099258 , 0.064894 , 0.08006 , 0.066711 , 0.073495 , 0.054516 , 0.071187 , 0.078528 , 0.073813 , 0.076247 
 531 , 0.08882 , 0.084339 , 0.119947 , 0.095528 , 0.111039 , 0.096766 , 0.100953 , 0.103307 , 0.09809 , 0.080888 , 0.079951 , 0.070575 , 0.075711 , 0.084031 , 0.107895 , 0.070494 , 0.068033 , 0.073283 , 0.073156 , 0.085382 , 0.089469 , 0.093388 , 0.095569 , 0.108062 , 0.097267 , 0.099929 , 0.091047 , 0.079142 , 0.103902 , 0.091241 , 0.081563 , 0.080634 , 0.080908 , 0.07652 , 0.080166 , 0.070193 , 0.073203 , 0.075009 , 0.070046 , 0.078112 , 0.107768 , 0.080125 , 0.087971 , 0.091696 , 0.104183 , 0.096619 , 0.084714 , 0.080553 , 0.07935 , 0.085703 , 0.072828 , 0.080373 , 0.089676 , 0.09508 , 0.086165 , 0.069799 , 0.060816 , 0.066916 , 0.075624 , 0.074066 , 0.079303 , 0.070922 , 0.086867 , 0.106905 , 0.083536 , 0.079222 , 0.068194 , 0.08452 , 0.080854 , 0.066729 , 0.100357 , 0.065659 , 0.081088 , 0.067371 , 0.0743 , 0.055292 , 0.072086 , 0.079343 , 0.074668 , 0.077751 
 532 , 0.090739 , 0.086106 , 0.12225 , 0.09732 , 0.11314 , 0.09844 , 0.103079 , 0.105432 , 0.100051 , 0.082599 , 0.081487 , 0.071129 , 0.076874 , 0.084879 , 0.109141 , 0.071797 , 0.0692 , 0.074743 , 0.074676 , 0.0873 , 0.091163 , 0.095095 , 0.097367 , 0.109991 , 0.099026 , 0.101872 , 0.092748 , 0.08086 , 0.106363 , 0.093254 , 0.083179 , 0.081608 , 0.082175 , 0.077582 , 0.081527 , 0.071109 , 0.074379 , 0.076551 , 0.07152 , 0.07968 , 0.109492 , 0.081608 , 0.089498 , 0.09324 , 0.105871 , 0.098494 , 0.086726 , 0.082249 , 0.081096 , 0.087306 , 0.074069 , 0.081338 , 0.091615 , 0.097442 , 0.088082 , 0.070933 , 0.061547 , 0.068324 , 0.077265 , 0.07502 , 0.080887 , 0.072478 , 0.088338 , 0.10871 , 0.085243 , 0.080806 , 0.069538 , 0.086254 , 0.082701 , 0.068155 , 0.101467 , 0.066422 , 0.082114 , 0.068034 , 0.075114 , 0.056064 , 0.07299 , 0.080158 , 0.075526 , 0.079261 
 533 , 0.092663 , 0.08787 , 0.124548 , 0.099108 , 0.115241 , 0.100107 , 0.105213 , 0.107552 , 0.102004 , 0.084315 , 0.083016 , 0.071676 , 0.078033 , 0.085722 , 0.110387 , 0.073104 , 0.070371 , 0.076197 , 0.076204 , 0.089209 , 0.092853 , 0.096797 , 0.099176 , 0.111923 , 0.10078 , 0.103819 , 0.094451 , 0.082574 , 0.108816 , 0.095267 , 0.084804 , 0.082588 , 0.083438 , 0.078638 , 0.082894 , 0.072023 , 0.075558 , 0.078094 , 0.072988 , 0.081248 , 0.111216 , 0.083098 , 0.091018 , 0.094777 , 0.107559 , 0.100366 , 0.08874 , 0.083947 , 0.082846 , 0.08891 , 0.075307 , 0.082295 , 0.093554 , 0.099808 , 0.090005 , 0.072071 , 0.062281 , 0.069725 , 0.078903 , 0.075973 , 0.082465 , 0.074028 , 0.089808 , 0.110523 , 0.086952 , 0.082384 , 0.070881 , 0.087979 , 0.084553 , 0.069576 , 0.102575 , 0.067189 , 0.083138 , 0.068699 , 0.075918 , 0.056835 , 0.073886 , 0.080977 , 0.076381 , 0.080773 
 534 , 0.094222 , 0.089409 , 0.126506 , 0.100576 , 0.116927 , 0.101487 , 0.106978 , 0.109361 , 0.103602 , 0.085691 , 0.084205 , 0.072161 , 0.078994 , 0.086416 , 0.111353 , 0.074188 , 0.07136 , 0.077358 , 0.077406 , 0.090634 , 0.094284 , 0.098255 , 0.100672 , 0.113531 , 0.10226 , 0.105458 , 0.095852 , 0.084006 , 0.110908 , 0.096954 , 0.086129 , 0.083376 , 0.084465 , 0.079528 , 0.083993 , 0.072709 , 0.076488 , 0.07935 , 0.074181 , 0.082548 , 0.112647 , 0.084335 , 0.092319 , 0.096125 , 0.108991 , 0.101952 , 0.090415 , 0.085355 , 0.084362 , 0.090271 , 0.076331 , 0.083041 , 0.095181 , 0.101754 , 0.09162 , 0.072941 , 0.062835 , 0.070874 , 0.080247 , 0.076742 , 0.083815 , 0.075372 , 0.091024 , 0.112045 , 0.088361 , 0.083732 , 0.07201 , 0.089491 , 0.086115 , 0.070757 , 0.103424 , 0.067765 , 0.083986 , 0.069217 , 0.076564 , 0.057419 , 0.074598 , 0.081603 , 0.07707 , 0.082 
 535 , 0.095609 , 0.090838 , 0.128305 , 0.101902 , 0.118432 , 0.102735 , 0.10858 , 0.111018 , 0.105042 , 0.0869 , 0.085241 , 0.072621 , 0.079871 , 0.087045 , 0.112202 , 0.075168 , 0.072256 , 0.078384 , 0.078473 , 0.09185 , 0.095596 , 0.099609 , 0.10204 , 0.114997 , 0.103616 , 0.106955 , 0.097124 , 0.085303 , 0.112828 , 0.098494 , 0.087327 , 0.084084 , 0.085385 , 0.080346 , 0.084986 , 0.073289 , 0.077316 , 0.080477 , 0.075251 , 0.083733 , 0.113944 , 0.085454 , 0.093523 , 0.097392 , 0.110315 , 0.103396 , 0.091933 , 0.086652 , 0.085778 , 0.091534 , 0.077254 , 0.083692 , 0.096663 , 0.103513 , 0.093117 , 0.073695 , 0.063313 , 0.071905 , 0.081461 , 0.077427 , 0.085062 , 0.076621 , 0.092126 , 0.113441 , 0.089633 , 0.084972 , 0.073034 , 0.090914 , 0.087554 , 0.071836 , 0.10416 , 0.068256 , 0.084766 , 0.069674 , 0.077144 , 0.057922 , 0.075223 , 0.082136 , 0.077674 , 0.083093 
 536 , 0.096999 , 0.092264 , 0.130103 , 0.103223 , 0.119934 , 0.103977 , 0.11018 , 0.112672 , 0.106476 , 0.088111 , 0.086276 , 0.073082 , 0.080752 , 0.087668 , 0.113046 , 0.076155 , 0.073151 , 0.079409 , 0.079534 , 0.09306 , 0.096902 , 0.100966 , 0.103403 , 0.116466 , 0.104967 , 0.108456 , 0.098391 , 0.086602 , 0.114749 , 0.100038 , 0.088533 , 0.084795 , 0.086304 , 0.08116 , 0.085972 , 0.073871 , 0.078135 , 0.081597 , 0.076315 , 0.084919 , 0.11524 , 0.086574 , 0.094722 , 0.098654 , 0.111641 , 0.10485 , 0.093448 , 0.087938 , 0.087197 , 0.09279 , 0.078177 , 0.084338 , 0.098148 , 0.105279 , 0.094604 , 0.074452 , 0.063785 , 0.072929 , 0.082676 , 0.078114 , 0.086304 , 0.077865 , 0.093226 , 0.114839 , 0.090907 , 0.086207 , 0.074065 , 0.092327 , 0.08899 , 0.072909 , 0.104891 , 0.068755 , 0.085542 , 0.070133 , 0.07772 , 0.05842 , 0.075851 , 0.082663 , 0.078288 , 0.084179 
 537 , 0.09833 , 0.093611 , 0.131814 , 0.104482 , 0.121374 , 0.105199 , 0.1117 , 0.114282 , 0.107851 , 0.089282 , 0.087257 , 0.073476 , 0.081598 , 0.088224 , 0.113885 , 0.077081 , 0.074012 , 0.080345 , 0.080533 , 0.094244 , 0.09817 , 0.102262 , 0.104712 , 0.117859 , 0.106264 , 0.10989 , 0.09961 , 0.087848 , 0.11653 , 0.101504 , 0.089672 , 0.085468 , 0.08718 , 0.081925 , 0.086916 , 0.074436 , 0.078919 , 0.082663 , 0.077332 , 0.086053 , 0.116502 , 0.087646 , 0.095873 , 0.099847 , 0.112904 , 0.106229 , 0.094885 , 0.089171 , 0.088502 , 0.093959 , 0.079051 , 0.084946 , 0.099534 , 0.106953 , 0.095991 , 0.075188 , 0.06424 , 0.07388 , 0.083818 , 0.078765 , 0.087479 , 0.079037 , 0.094286 , 0.116175 , 0.092142 , 0.087382 , 0.075035 , 0.093639 , 0.090347 , 0.073956 , 0.105589 , 0.069223 , 0.086282 , 0.070553 , 0.078271 , 0.058895 , 0.076455 , 0.083178 , 0.078856 , 0.08521 
 538 , 0.099536 , 0.094809 , 0.133334 , 0.105604 , 0.122706 , 0.106325 , 0.113037 , 0.115798 , 0.109128 , 0.090369 , 0.088125 , 0.073736 , 0.082385 , 0.088649 , 0.114715 , 0.077896 , 0.074791 , 0.081098 , 0.08142 , 0.095375 , 0.09934 , 0.103458 , 0.105898 , 0.119134 , 0.107429 , 0.111184 , 0.100745 , 0.088985 , 0.118057 , 0.102808 , 0.090684 , 0.086069 , 0.087985 , 0.082566 , 0.087775 , 0.074994 , 0.079616 , 0.083615 , 0.078259 , 0.087083 , 0.117721 , 0.088635 , 0.096949 , 0.100913 , 0.114051 , 0.107485 , 0.096158 , 0.090285 , 0.089579 , 0.094935 , 0.07984 , 0.085475 , 0.100745 , 0.108478 , 0.097151 , 0.075882 , 0.06466 , 0.07468 , 0.084811 , 0.079336 , 0.08853 , 0.080042 , 0.095264 , 0.1174 , 0.093299 , 0.088433 , 0.07591 , 0.094739 , 0.091558 , 0.074931 , 0.106241 , 0.069659 , 0.086964 , 0.07089 , 0.07877 , 0.059326 , 0.077029 , 0.083664 , 0.07935 , 0.086118 
 539 , 0.100741 , 0.096 , 0.134848 , 0.106732 , 0.124032 , 0.107456 , 0.114367 , 0.117317 , 0.110399 , 0.091463 , 0.088991 , 0.074002 , 0.083175 , 0.089082 , 0.11554 , 0.078715 , 0.075575 , 0.081854 , 0.082304 , 0.096506 , 0.100516 , 0.10466 , 0.107091 , 0.120408 , 0.108594 , 0.112485 , 0.101872 , 0.090114 , 0.119579 , 0.10412 , 0.091695 , 0.086666 , 0.088787 , 0.08321 , 0.088632 , 0.075554 , 0.080316 , 0.084566 , 0.079185 , 0.08812 , 0.11894 , 0.089623 , 0.098016 , 0.10197 , 0.115189 , 0.108741 , 0.097433 , 0.0914 , 0.090655 , 0.095909 , 0.080625 , 0.086005 , 0.101949 , 0.109999 , 0.098311 , 0.076587 , 0.065082 , 0.075477 , 0.085802 , 0.079909 , 0.089588 , 0.08104 , 0.096246 , 0.118631 , 0.094462 , 0.089482 , 0.076776 , 0.095846 , 0.092776 , 0.075905 , 0.106894 , 0.070097 , 0.087649 , 0.071228 , 0.079277 , 0.059758 , 0.077598 , 0.084151 , 0.079846 , 0.087031 
