  time  ,:10:30 A,:10:38 A,:10:46 A,:10:55 A,:11:06 A,:11:31 A,:11:39 A,:11:47 A,:11:56 A,:12:04 A,:12:23 A,:12:30 A,:12:39 A,:12:47 A,:12:57 A,:13:26 A,:13:34 A,:13:42 A,:13:51 A,:14:04 A,:14:41 A,:15:01 A,:15:10 A,:15:17 A,:15:27 A,:15:36 A,:15:57 A,:16:05 A,:16:14 A,:16:24 A,:16:31 A,:16:54 A,:17:13 A,:17:57 A,:18:06 A,:18:17 A,:18:41 A,:18:52 A,:19:14 A,:19:22 A,:19:31 A,:20:24 A,:20:45 A,:20:54 A,:21:05 A,:21:16 A,:21:39 A,:21:56 A,:22:06 A,:22:14 A,:22:24 A,:22:52 A,:23:00 A,:23:11 A,:23:20 A,:23:32 A,:23:59 A,:24:10 A,:24:18 A,:24:27 A,:24:35 A,:24:44 A,:25:05 A,:25:14 A,:25:23 A,:25:33 A,:25:44 A,:26:07 A,:26:21 A,:26:29 A,:26:40 A,:26:49 A,:27:28 A,:27:38 A,:27:48 A,:27:57 A,:28:07 A,:28:32 A,:28:40 A,:28:50 A,:28:58 A,:29:07 A,:30:42 A,:30:59 A,:31:14 A,:31:27 A,:31:37 A,:31:56 A,:32:07 A,:32:19 A,:32:29 A,:32:57 A,:33:06 A,:33:17 A,:33:26 A,:33:37 A,:34:04 A,:34:12 A,:34:21 A,:34:35 A,:34:46 A,:35:08 A,:35:18 A,:35:29 A,:35:39 A,:35:47 A,:36:10 A,:36:27 A,:36:36 A,:36:46 A,:37:03 A,:37:25 A,:37:33 A,:37:40 A,:37:51 A,:38:04 A,:38:24 A,:38:33 A,:38:45 A,:38:53 A,:39:03 A,:44:53 A,:45:08 A,:45:15 A,:45:23 A,:45:30 A,:45:47 A,:45:54 A,:46:03 A,:46:12 A,:46:21 A,:46:48 A,:47:02 A,:47:11 A,:47:23 A,:47:31 A,:48:17 A,:48:26 A,:48:34 A,:48:42 A,:48:50 A,:49:10 A,:49:17 A,:49:24 A,:49:40 A,:49:59 A,:50:22 A,:50:30 A,:50:40 A,:50:49 A,:50:59 A,:51:25 A,:51:41 A,:51:50 A,:51:59 A,:52:08 A,:53:13 A,:53:20 A,:53:28 A,:53:35 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 491 , 0.029607 , 0.037989 , 0.032121 , 0.039869 , 0.038325 , 0.026391 , 0.031943 , 0.038751 , 0.036831 , 0.033605 , 0.045499 , 0.027559 , 0.028588 , 0.028024 , 0.029518 , 0.04831 , 0.051061 , 0.045183 , 0.033645 , 0.030171 , 0.223578 , 0.04066 , 0.038691 , 0.029172 , 0.034288 , 0.037751 , 0.036435 , 0.029696 , 0.028756 , 0.029597 , 0.031873 , 0.023898 , 0.026658 , 0.026757 , 0.023769 , 0.025698 , 0.038137 , 0.027133 , 0.034733 , 0.0293 , 0.035 , 0.03411 , 0.025797 , 0.039325 , 0.036969 , 0.041353 , 0.032833 , 0.033506 , 0.033318 , 0.041017 , 0.042818 , 0.027539 , 0.026075 , 0.036356 , 0.034218 , 0.037909 , 0.027826 , 0.027895 , 0.031101 , 0.029063 , 0.030844 , 0.027965 , 0.03027 , 0.030597 , 0.047043 , 0.045648 , 0.028974 , 0.049121 , 0.032022 , 0.03499 , 0.035178 , 0.029073 , 0.02555 , 0.03214 , 0.030666 , 0.036445 , 0.03502 , 0.032734 , 0.027697 , 0.035535 , 0.024452 , 0.024115 , 0.037435 , 0.03689 , 0.029508 , 0.033951 , 0.04541 , 0.038305 , 0.026629 , 0.022591 , 0.029241 , 0.046301 , 0.029835 , 0.031794 , 0.03315 , 0.026361 , 0.030102 , 0.036109 , 0.041027 , 0.028242 , 0.029736 , 0.036999 , 0.041244 , 0.035317 , 0.037514 , 0.032368 , 0.034545 , 0.034555 , 0.032477 , 0.040274 , 0.029459 , 0.028459 , 0.034021 , 0.027925 , 0.039701 , 0.039423 , 0.025332 , 0.034327 , 0.024224 , 0.020543 , 0.031408 , 0.03693 , 0.047617 , 0.046964 , 0.046004 , 0.038335 , 0.047122 , 0.038503 , 0.044539 , 0.025827 , 0.029845 , 0.036247 , 0.035465 , 0.033892 , 0.03218 , 0.042442 , 0.052495 , 0.039513 , 0.053901 , 0.051803 , 0.032477 , 0.051288 , 0.045836 , 0.036781 , 0.046588 , 0.053544 , 0.040957 , 0.049418 , 0.037741 , 0.054178 , 0.039206 , 0.045677 , 0.045262 , 0.03315 , 0.028123 , 0.029399 , 0.042382 , 0.030448 , 0.059393 , 0.030409 
 492 , 0.029733 , 0.03816 , 0.032279 , 0.040035 , 0.038515 , 0.026496 , 0.032101 , 0.03892 , 0.036996 , 0.033749 , 0.045758 , 0.02771 , 0.028716 , 0.028193 , 0.029644 , 0.048502 , 0.051275 , 0.045354 , 0.033818 , 0.030285 , 0.226335 , 0.040893 , 0.038861 , 0.029328 , 0.03441 , 0.037923 , 0.036591 , 0.029841 , 0.028835 , 0.029693 , 0.032012 , 0.024009 , 0.026723 , 0.0269 , 0.023871 , 0.025815 , 0.038347 , 0.027275 , 0.034894 , 0.029496 , 0.03518 , 0.034193 , 0.025973 , 0.039532 , 0.037104 , 0.041555 , 0.033019 , 0.03366 , 0.033394 , 0.04117 , 0.042976 , 0.027641 , 0.026111 , 0.036473 , 0.034302 , 0.038081 , 0.027927 , 0.028006 , 0.031282 , 0.029121 , 0.030966 , 0.028075 , 0.030443 , 0.030621 , 0.047219 , 0.045926 , 0.02915 , 0.049262 , 0.03216 , 0.03516 , 0.035357 , 0.029141 , 0.025657 , 0.032279 , 0.030838 , 0.036709 , 0.03513 , 0.0329 , 0.027808 , 0.035663 , 0.024542 , 0.024206 , 0.037588 , 0.037055 , 0.029575 , 0.034055 , 0.045522 , 0.038456 , 0.026762 , 0.022697 , 0.029308 , 0.046499 , 0.02996 , 0.031943 , 0.033256 , 0.026456 , 0.030246 , 0.036285 , 0.04118 , 0.028361 , 0.029841 , 0.037183 , 0.041416 , 0.035456 , 0.037686 , 0.032525 , 0.034716 , 0.034677 , 0.032614 , 0.040499 , 0.029634 , 0.028627 , 0.034203 , 0.028075 , 0.039887 , 0.039581 , 0.02543 , 0.034519 , 0.024355 , 0.020644 , 0.031519 , 0.037065 , 0.047732 , 0.04712 , 0.046143 , 0.038515 , 0.047357 , 0.038663 , 0.044722 , 0.025904 , 0.029979 , 0.036423 , 0.035683 , 0.034045 , 0.032298 , 0.042601 , 0.052696 , 0.03965 , 0.054067 , 0.052005 , 0.032515 , 0.051502 , 0.046015 , 0.036976 , 0.046814 , 0.053761 , 0.04112 , 0.049617 , 0.037874 , 0.054413 , 0.039285 , 0.045916 , 0.045443 , 0.033315 , 0.028282 , 0.029535 , 0.04264 , 0.030631 , 0.059643 , 0.030522 
 493 , 0.029868 , 0.038341 , 0.032427 , 0.040192 , 0.038696 , 0.026611 , 0.032259 , 0.039089 , 0.037151 , 0.033883 , 0.046018 , 0.02786 , 0.028835 , 0.028362 , 0.02976 , 0.048684 , 0.05147 , 0.045525 , 0.033982 , 0.0304 , 0.229084 , 0.041126 , 0.03902 , 0.029484 , 0.034523 , 0.038105 , 0.036737 , 0.029976 , 0.028904 , 0.02978 , 0.032141 , 0.024111 , 0.026778 , 0.027034 , 0.023963 , 0.025922 , 0.038558 , 0.027408 , 0.035045 , 0.029681 , 0.035359 , 0.034277 , 0.026148 , 0.039739 , 0.037239 , 0.041737 , 0.033194 , 0.033814 , 0.03347 , 0.041313 , 0.043134 , 0.027742 , 0.026158 , 0.03659 , 0.034385 , 0.038243 , 0.028018 , 0.028116 , 0.031462 , 0.029179 , 0.031079 , 0.028175 , 0.030626 , 0.030636 , 0.047405 , 0.046185 , 0.029327 , 0.049403 , 0.032299 , 0.03533 , 0.035537 , 0.029199 , 0.025754 , 0.032427 , 0.03101 , 0.036973 , 0.035241 , 0.033057 , 0.02792 , 0.035783 , 0.024623 , 0.024288 , 0.037731 , 0.037219 , 0.029652 , 0.034149 , 0.045634 , 0.038607 , 0.026886 , 0.022802 , 0.029386 , 0.046697 , 0.030075 , 0.032082 , 0.033352 , 0.026552 , 0.03038 , 0.036452 , 0.041343 , 0.028471 , 0.029937 , 0.037357 , 0.041579 , 0.035586 , 0.037859 , 0.032683 , 0.034887 , 0.034789 , 0.032742 , 0.040713 , 0.029809 , 0.028795 , 0.034375 , 0.028225 , 0.040064 , 0.039729 , 0.025528 , 0.03471 , 0.024485 , 0.020735 , 0.03163 , 0.0372 , 0.047858 , 0.047287 , 0.046283 , 0.038686 , 0.047592 , 0.038814 , 0.044896 , 0.025981 , 0.030114 , 0.03658 , 0.035891 , 0.034198 , 0.032417 , 0.04276 , 0.052887 , 0.039778 , 0.054225 , 0.052188 , 0.032555 , 0.051706 , 0.046185 , 0.03716 , 0.047041 , 0.053969 , 0.041274 , 0.049806 , 0.038007 , 0.054638 , 0.039375 , 0.046145 , 0.045624 , 0.03347 , 0.028431 , 0.029671 , 0.042888 , 0.030813 , 0.059894 , 0.030636 
 494 , 0.030038 , 0.038587 , 0.032613 , 0.040405 , 0.038921 , 0.026766 , 0.032475 , 0.039363 , 0.037369 , 0.034106 , 0.04633 , 0.028063 , 0.029007 , 0.028565 , 0.029901 , 0.048895 , 0.051715 , 0.045711 , 0.034185 , 0.030579 , 0.231769 , 0.041358 , 0.039265 , 0.029655 , 0.034686 , 0.038283 , 0.036917 , 0.030176 , 0.029076 , 0.02993 , 0.032367 , 0.02428 , 0.026953 , 0.027209 , 0.024103 , 0.026098 , 0.038725 , 0.027631 , 0.035207 , 0.029773 , 0.03563 , 0.03448 , 0.026285 , 0.039992 , 0.037428 , 0.041899 , 0.033379 , 0.034028 , 0.033645 , 0.041525 , 0.043363 , 0.027887 , 0.026305 , 0.036789 , 0.034588 , 0.03842 , 0.028122 , 0.02826 , 0.031581 , 0.029351 , 0.031237 , 0.028348 , 0.030746 , 0.030716 , 0.047529 , 0.04635 , 0.02941 , 0.049543 , 0.032426 , 0.035502 , 0.035728 , 0.029292 , 0.025931 , 0.032731 , 0.031119 , 0.037162 , 0.035423 , 0.033232 , 0.028083 , 0.035944 , 0.02484 , 0.024428 , 0.03788 , 0.037428 , 0.029773 , 0.034313 , 0.04578 , 0.038754 , 0.027012 , 0.022924 , 0.029469 , 0.04692 , 0.030225 , 0.03223 , 0.033507 , 0.026698 , 0.03053 , 0.036632 , 0.041574 , 0.028663 , 0.030058 , 0.037585 , 0.041761 , 0.035757 , 0.038066 , 0.032898 , 0.035079 , 0.035001 , 0.032927 , 0.040975 , 0.02998 , 0.028918 , 0.034549 , 0.028388 , 0.040258 , 0.039845 , 0.025705 , 0.034932 , 0.024644 , 0.020861 , 0.031846 , 0.037359 , 0.048099 , 0.047529 , 0.046517 , 0.038862 , 0.047873 , 0.03899 , 0.045171 , 0.026157 , 0.030215 , 0.036799 , 0.036111 , 0.034431 , 0.032603 , 0.043009 , 0.053071 , 0.040002 , 0.054486 , 0.052442 , 0.03279 , 0.051902 , 0.046419 , 0.037379 , 0.047273 , 0.054191 , 0.041506 , 0.049995 , 0.038184 , 0.054879 , 0.03955 , 0.046399 , 0.045878 , 0.033605 , 0.028604 , 0.029871 , 0.043156 , 0.031031 , 0.060165 , 0.030815 
 495 , 0.030218 , 0.038829 , 0.032807 , 0.040614 , 0.039133 , 0.026932 , 0.03268 , 0.039643 , 0.037593 , 0.034318 , 0.046656 , 0.028266 , 0.029188 , 0.028766 , 0.030041 , 0.049088 , 0.051962 , 0.045891 , 0.034386 , 0.030757 , 0.234338 , 0.041595 , 0.039506 , 0.029826 , 0.034837 , 0.038456 , 0.037083 , 0.030385 , 0.029237 , 0.0301 , 0.032582 , 0.024461 , 0.027138 , 0.027374 , 0.024235 , 0.026265 , 0.038898 , 0.027854 , 0.035367 , 0.029855 , 0.035897 , 0.03469 , 0.026422 , 0.040251 , 0.037613 , 0.042056 , 0.033553 , 0.034249 , 0.033827 , 0.041732 , 0.043586 , 0.028021 , 0.026452 , 0.036975 , 0.034788 , 0.038604 , 0.028237 , 0.028413 , 0.031689 , 0.029522 , 0.031385 , 0.028511 , 0.030865 , 0.030806 , 0.047666 , 0.046499 , 0.029482 , 0.049696 , 0.032562 , 0.035671 , 0.035916 , 0.029384 , 0.026108 , 0.033052 , 0.031228 , 0.037348 , 0.035612 , 0.033396 , 0.028237 , 0.036103 , 0.025069 , 0.024559 , 0.038035 , 0.037633 , 0.029904 , 0.034474 , 0.04591 , 0.038908 , 0.027128 , 0.023048 , 0.029551 , 0.047156 , 0.030385 , 0.032376 , 0.03366 , 0.026854 , 0.030679 , 0.036809 , 0.041811 , 0.028845 , 0.030179 , 0.037799 , 0.041938 , 0.035936 , 0.03828 , 0.033111 , 0.035279 , 0.03521 , 0.033111 , 0.041242 , 0.030149 , 0.029041 , 0.034729 , 0.028551 , 0.040447 , 0.039947 , 0.025893 , 0.035151 , 0.024804 , 0.020989 , 0.032062 , 0.037525 , 0.048353 , 0.047784 , 0.046764 , 0.039045 , 0.048156 , 0.039172 , 0.045449 , 0.026344 , 0.030316 , 0.037015 , 0.036338 , 0.034661 , 0.032788 , 0.043262 , 0.053237 , 0.040222 , 0.054747 , 0.052688 , 0.033033 , 0.052089 , 0.046656 , 0.037603 , 0.047499 , 0.054394 , 0.041742 , 0.050187 , 0.038378 , 0.05511 , 0.039731 , 0.046656 , 0.046146 , 0.033729 , 0.028776 , 0.030071 , 0.043419 , 0.031258 , 0.060436 , 0.031003 
 496 , 0.030397 , 0.039071 , 0.033001 , 0.040823 , 0.039355 , 0.027098 , 0.032884 , 0.039913 , 0.037818 , 0.034528 , 0.046961 , 0.028468 , 0.029359 , 0.028968 , 0.030182 , 0.049281 , 0.052199 , 0.04608 , 0.034587 , 0.030936 , 0.236911 , 0.041822 , 0.039746 , 0.029996 , 0.034998 , 0.03863 , 0.03726 , 0.030573 , 0.029408 , 0.03026 , 0.032805 , 0.024641 , 0.027313 , 0.027538 , 0.024367 , 0.026432 , 0.039061 , 0.028077 , 0.035537 , 0.029927 , 0.036163 , 0.034891 , 0.02656 , 0.04051 , 0.037798 , 0.042203 , 0.033735 , 0.03447 , 0.034009 , 0.041939 , 0.043819 , 0.028155 , 0.026608 , 0.037172 , 0.034998 , 0.038777 , 0.028351 , 0.028557 , 0.031797 , 0.029692 , 0.031533 , 0.028674 , 0.030984 , 0.030887 , 0.047793 , 0.046648 , 0.029555 , 0.049839 , 0.032688 , 0.03584 , 0.036104 , 0.029477 , 0.026276 , 0.033363 , 0.031327 , 0.037534 , 0.035801 , 0.033559 , 0.02839 , 0.036261 , 0.025297 , 0.02469 , 0.03819 , 0.037827 , 0.030025 , 0.034626 , 0.046051 , 0.039051 , 0.027235 , 0.023162 , 0.029633 , 0.047382 , 0.030534 , 0.032512 , 0.033814 , 0.027 , 0.030838 , 0.036986 , 0.042037 , 0.029036 , 0.030289 , 0.038023 , 0.042125 , 0.036114 , 0.038483 , 0.033314 , 0.035468 , 0.035419 , 0.033285 , 0.041499 , 0.030309 , 0.029164 , 0.0349 , 0.028713 , 0.040637 , 0.04006 , 0.02608 , 0.03537 , 0.024954 , 0.021107 , 0.032277 , 0.037681 , 0.048606 , 0.048038 , 0.047 , 0.039218 , 0.04843 , 0.039345 , 0.045718 , 0.02653 , 0.030417 , 0.03723 , 0.036555 , 0.034891 , 0.032972 , 0.043515 , 0.053413 , 0.040441 , 0.055008 , 0.052933 , 0.033275 , 0.052287 , 0.046893 , 0.037818 , 0.047725 , 0.054607 , 0.041969 , 0.050368 , 0.038562 , 0.055331 , 0.039913 , 0.046903 , 0.046403 , 0.033853 , 0.028948 , 0.03027 , 0.043682 , 0.031474 , 0.060706 , 0.03119 
 497 , 0.030619 , 0.039362 , 0.03324 , 0.041054 , 0.039636 , 0.027324 , 0.033152 , 0.040232 , 0.03811 , 0.034795 , 0.047362 , 0.028751 , 0.029602 , 0.029231 , 0.030385 , 0.049542 , 0.052515 , 0.046335 , 0.034844 , 0.031177 , 0.239526 , 0.04212 , 0.040047 , 0.030208 , 0.035216 , 0.038873 , 0.037533 , 0.030815 , 0.029632 , 0.030502 , 0.033025 , 0.024879 , 0.027578 , 0.027764 , 0.024585 , 0.026678 , 0.039352 , 0.028292 , 0.035793 , 0.03015 , 0.036438 , 0.035157 , 0.026805 , 0.040839 , 0.038052 , 0.042501 , 0.033993 , 0.034756 , 0.034257 , 0.042218 , 0.044105 , 0.02839 , 0.026795 , 0.037406 , 0.035284 , 0.039069 , 0.028556 , 0.0288 , 0.031988 , 0.029905 , 0.031734 , 0.028888 , 0.031196 , 0.031108 , 0.048085 , 0.046882 , 0.029778 , 0.050061 , 0.032937 , 0.036154 , 0.036399 , 0.029651 , 0.026492 , 0.033729 , 0.031607 , 0.037895 , 0.036076 , 0.033807 , 0.028614 , 0.036526 , 0.025534 , 0.024898 , 0.038384 , 0.038091 , 0.030218 , 0.034834 , 0.046256 , 0.039294 , 0.027412 , 0.023343 , 0.029808 , 0.047655 , 0.030737 , 0.032741 , 0.034032 , 0.027206 , 0.03105 , 0.03722 , 0.042315 , 0.029299 , 0.030492 , 0.038316 , 0.042354 , 0.03634 , 0.038795 , 0.033602 , 0.035753 , 0.035685 , 0.033543 , 0.041826 , 0.030561 , 0.029387 , 0.035147 , 0.028947 , 0.040878 , 0.040291 , 0.026326 , 0.035705 , 0.025162 , 0.021319 , 0.032585 , 0.037924 , 0.048916 , 0.0483 , 0.047274 , 0.03946 , 0.04878 , 0.039577 , 0.046061 , 0.026776 , 0.030609 , 0.037514 , 0.036907 , 0.035157 , 0.033221 , 0.043812 , 0.053659 , 0.040702 , 0.055293 , 0.05321 , 0.033524 , 0.052584 , 0.047185 , 0.038091 , 0.048007 , 0.054941 , 0.042247 , 0.050628 , 0.038805 , 0.055645 , 0.040164 , 0.047215 , 0.046677 , 0.034042 , 0.029182 , 0.030541 , 0.043988 , 0.031695 , 0.061092 , 0.03146 
 498 , 0.030876 , 0.039694 , 0.033513 , 0.041315 , 0.039957 , 0.027605 , 0.033464 , 0.040602 , 0.038454 , 0.035085 , 0.047818 , 0.029089 , 0.02989 , 0.029548 , 0.030652 , 0.049839 , 0.052906 , 0.046637 , 0.035143 , 0.031462 , 0.241922 , 0.042467 , 0.040387 , 0.030476 , 0.035495 , 0.039157 , 0.037878 , 0.031071 , 0.02988 , 0.030798 , 0.03323 , 0.025164 , 0.027917 , 0.028025 , 0.024851 , 0.02697 , 0.039733 , 0.028494 , 0.03612 , 0.030486 , 0.036716 , 0.035475 , 0.027127 , 0.041217 , 0.038376 , 0.042906 , 0.034294 , 0.035095 , 0.034538 , 0.042545 , 0.044449 , 0.028679 , 0.027009 , 0.037672 , 0.035622 , 0.03944 , 0.028835 , 0.029119 , 0.032233 , 0.030163 , 0.03197 , 0.029148 , 0.031472 , 0.031423 , 0.048492 , 0.047174 , 0.030115 , 0.050337 , 0.033269 , 0.036559 , 0.036764 , 0.02988 , 0.026736 , 0.034147 , 0.032009 , 0.038376 , 0.036393 , 0.034108 , 0.028874 , 0.036862 , 0.025789 , 0.025144 , 0.03861 , 0.038376 , 0.030466 , 0.035075 , 0.0465 , 0.039596 , 0.027625 , 0.023562 , 0.030036 , 0.047965 , 0.030984 , 0.033024 , 0.034274 , 0.027439 , 0.031316 , 0.037497 , 0.042623 , 0.029607 , 0.030749 , 0.038668 , 0.042633 , 0.036608 , 0.039166 , 0.033942 , 0.03611 , 0.036003 , 0.033835 , 0.042203 , 0.030857 , 0.029675 , 0.035456 , 0.029245 , 0.041149 , 0.040602 , 0.026609 , 0.03613 , 0.025398 , 0.021609 , 0.032956 , 0.038219 , 0.049283 , 0.04857 , 0.047574 , 0.039733 , 0.049185 , 0.03985 , 0.046461 , 0.027058 , 0.030857 , 0.037829 , 0.03735 , 0.035446 , 0.033503 , 0.044127 , 0.05396 , 0.040983 , 0.055601 , 0.053511 , 0.033776 , 0.052954 , 0.047525 , 0.038415 , 0.048316 , 0.055347 , 0.042555 , 0.050933 , 0.039108 , 0.056011 , 0.040465 , 0.047554 , 0.046949 , 0.034284 , 0.029451 , 0.030837 , 0.044313 , 0.031911 , 0.061547 , 0.031794 
 499 , 0.031133 , 0.040025 , 0.033785 , 0.041566 , 0.040278 , 0.027886 , 0.033775 , 0.040961 , 0.038796 , 0.035374 , 0.048274 , 0.029426 , 0.030167 , 0.029855 , 0.030918 , 0.050136 , 0.053285 , 0.046928 , 0.035442 , 0.031737 , 0.244313 , 0.042814 , 0.040727 , 0.030733 , 0.035764 , 0.03945 , 0.038221 , 0.031337 , 0.030138 , 0.031103 , 0.033444 , 0.025448 , 0.028247 , 0.028286 , 0.025127 , 0.027262 , 0.040103 , 0.028695 , 0.036447 , 0.030801 , 0.036993 , 0.035784 , 0.027447 , 0.041595 , 0.038689 , 0.043311 , 0.034594 , 0.035433 , 0.034828 , 0.042872 , 0.044793 , 0.028968 , 0.027223 , 0.037929 , 0.035969 , 0.03981 , 0.029114 , 0.029426 , 0.032478 , 0.030421 , 0.032205 , 0.029397 , 0.031747 , 0.031737 , 0.048898 , 0.047464 , 0.03044 , 0.050624 , 0.0336 , 0.036973 , 0.037139 , 0.030109 , 0.026979 , 0.034555 , 0.0324 , 0.038865 , 0.03671 , 0.034409 , 0.029144 , 0.037197 , 0.026033 , 0.02539 , 0.038835 , 0.03866 , 0.030704 , 0.035316 , 0.046743 , 0.039908 , 0.027827 , 0.023771 , 0.030275 , 0.048274 , 0.03122 , 0.033307 , 0.034526 , 0.027681 , 0.031581 , 0.037773 , 0.042921 , 0.029924 , 0.030996 , 0.039021 , 0.042901 , 0.036866 , 0.039537 , 0.034272 , 0.036466 , 0.03632 , 0.034136 , 0.04258 , 0.031152 , 0.029972 , 0.035764 , 0.029543 , 0.04141 , 0.040912 , 0.026891 , 0.036544 , 0.025634 , 0.021889 , 0.033336 , 0.038514 , 0.049639 , 0.048839 , 0.047864 , 0.040005 , 0.04958 , 0.040122 , 0.04685 , 0.02734 , 0.031113 , 0.038153 , 0.037792 , 0.035735 , 0.033795 , 0.044452 , 0.05426 , 0.041273 , 0.055898 , 0.053802 , 0.034029 , 0.053334 , 0.047864 , 0.038728 , 0.048625 , 0.055762 , 0.042862 , 0.051228 , 0.039401 , 0.056366 , 0.040766 , 0.047893 , 0.047221 , 0.034526 , 0.029719 , 0.031142 , 0.044647 , 0.032127 , 0.062002 , 0.032137 
 500 , 0.031404 , 0.040377 , 0.034061 , 0.041837 , 0.04061 , 0.028173 , 0.03409 , 0.04134 , 0.03916 , 0.035676 , 0.048746 , 0.029779 , 0.03047 , 0.030188 , 0.03119 , 0.050449 , 0.05367 , 0.047247 , 0.035745 , 0.032017 , 0.246844 , 0.04316 , 0.041077 , 0.031005 , 0.036046 , 0.039744 , 0.038576 , 0.031618 , 0.030402 , 0.031404 , 0.033691 , 0.02574 , 0.028572 , 0.028563 , 0.02539 , 0.02757 , 0.040474 , 0.028932 , 0.036766 , 0.031132 , 0.037302 , 0.036114 , 0.027774 , 0.041983 , 0.039005 , 0.043695 , 0.034917 , 0.035764 , 0.035122 , 0.043218 , 0.045126 , 0.029273 , 0.027463 , 0.038216 , 0.036289 , 0.040192 , 0.029399 , 0.029721 , 0.032747 , 0.030684 , 0.032455 , 0.029662 , 0.032056 , 0.032027 , 0.049301 , 0.047773 , 0.030762 , 0.050887 , 0.033905 , 0.03736 , 0.037506 , 0.030343 , 0.027239 , 0.034985 , 0.032796 , 0.039355 , 0.037039 , 0.034723 , 0.029419 , 0.037525 , 0.026305 , 0.025643 , 0.039073 , 0.038946 , 0.030957 , 0.035569 , 0.047004 , 0.040202 , 0.028047 , 0.024008 , 0.030499 , 0.04859 , 0.031472 , 0.033594 , 0.034781 , 0.02793 , 0.031852 , 0.03808 , 0.043238 , 0.030246 , 0.031268 , 0.039374 , 0.04318 , 0.037146 , 0.0399 , 0.034635 , 0.036834 , 0.03663 , 0.03444 , 0.042956 , 0.031502 , 0.030275 , 0.036075 , 0.029837 , 0.041691 , 0.041204 , 0.02719 , 0.036971 , 0.025896 , 0.022169 , 0.03372 , 0.03882 , 0.049982 , 0.049145 , 0.048182 , 0.040289 , 0.050001 , 0.040416 , 0.047247 , 0.027638 , 0.031385 , 0.038489 , 0.038255 , 0.036036 , 0.03408 , 0.044785 , 0.054566 , 0.041564 , 0.056201 , 0.054108 , 0.034285 , 0.05369 , 0.048191 , 0.039063 , 0.04896 , 0.056162 , 0.043189 , 0.051549 , 0.039705 , 0.056726 , 0.041058 , 0.048259 , 0.04751 , 0.034771 , 0.030003 , 0.031463 , 0.045019 , 0.032377 , 0.062429 , 0.032455 
