SHB1_00005_SHB1_REF.spu,SHB1_00004_SHB1_REF.spu,SHB1_00003_SHB1_REF.spu,SHB1_00002_SHB1_REF.spu,
Wavelength,SHB1_00006_B1_NP.spu,SHB1_00007_B1_NP.spu,SHB1_00008_B1_NP.spu,SHB1_00009_B1_NP.spu,SHB1_00010_B1_NP.spu,SHB1_00011_B1_P.spu,SHB1_00012_B1_P.spu,SHB1_00013_B1_P.spu,SHB1_00014_B1_P.spu,SHB1_00015_B1_P.spu,SHB1_00016_B1_N.spu,SHB1_00017_B1_N.spu,SHB1_00018_B1_N.spu,SHB1_00019_B1_N.spu,SHB1_00020_B1_N.spu,SHB1_00021_B1_CT2.spu,SHB1_00022_B1_CT2.spu,SHB1_00023_B1_CT2.spu,SHB1_00024_B1_CT2.spu,SHB1_00025_B1_CT2.spu
  (nm),7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 ,7/14/2017 
  time  ,:38:25 A,:39:05 A,:39:28 A,:40:20 A,:40:41 A,:41:37 A,:41:56 A,:42:14 A,:42:39 A,:42:58 A,:44:37 A,:45:15 A,:45:35 A,:45:52 A,:46:06 A,:46:57 A,:47:15 A,:47:29 A,:47:50 A,:48:06 A
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 330 , 0.006808 , 0.007006 , 0.003204 , 0.00643 , 0.005861 , 0.005261 , 0.009951 , 0.006603 , 0.009256 , 0.009935 , 0.004594 , 0.010797 , 0.008431 , 0.010515 , 0.008797 , 0.006889 , 0.004066 , 0.005874 , 0.002506 , 0.00421 
 331 , 0.007563 , 0.008514 , 0.004152 , 0.007312 , 0.006871 , 0.006098 , 0.010677 , 0.007879 , 0.009671 , 0.010605 , 0.005445 , 0.012089 , 0.009791 , 0.010975 , 0.010647 , 0.007587 , 0.005375 , 0.006876 , 0.003535 , 0.004871 
 332 , 0.00855 , 0.009027 , 0.004648 , 0.007797 , 0.007145 , 0.006565 , 0.010844 , 0.008355 , 0.009943 , 0.010839 , 0.005644 , 0.012023 , 0.00996 , 0.011332 , 0.010884 , 0.007532 , 0.00607 , 0.00718 , 0.003985 , 0.00536 
 333 , 0.009608 , 0.008931 , 0.004858 , 0.008033 , 0.006975 , 0.00679 , 0.010673 , 0.008346 , 0.010116 , 0.010808 , 0.005453 , 0.011169 , 0.009431 , 0.011612 , 0.010162 , 0.00704 , 0.006374 , 0.007063 , 0.004074 , 0.005733 
 334 , 0.010506 , 0.008845 , 0.005039 , 0.008249 , 0.006824 , 0.006982 , 0.010525 , 0.00834 , 0.010263 , 0.010782 , 0.005287 , 0.010426 , 0.00897 , 0.011856 , 0.009531 , 0.00661 , 0.00664 , 0.00696 , 0.004149 , 0.006065 
 335 , 0.010905 , 0.008663 , 0.005171 , 0.008295 , 0.006772 , 0.007045 , 0.010403 , 0.008257 , 0.010294 , 0.010791 , 0.005265 , 0.010033 , 0.008699 , 0.01205 , 0.009223 , 0.006394 , 0.006784 , 0.00681 , 0.004252 , 0.006325 
 336 , 0.009859 , 0.00812 , 0.005193 , 0.007799 , 0.007017 , 0.006708 , 0.010332 , 0.007904 , 0.009963 , 0.010911 , 0.005711 , 0.010642 , 0.00895 , 0.012143 , 0.009863 , 0.006804 , 0.006577 , 0.006458 , 0.00448 , 0.006419 
 337 , 0.008954 , 0.007651 , 0.00521 , 0.007369 , 0.007234 , 0.006416 , 0.010268 , 0.007599 , 0.009676 , 0.011025 , 0.006097 , 0.011184 , 0.009178 , 0.012221 , 0.010422 , 0.007165 , 0.006398 , 0.006155 , 0.004671 , 0.0065 
 338 , 0.008162 , 0.007242 , 0.005222 , 0.006995 , 0.00743 , 0.006162 , 0.01021 , 0.007331 , 0.009425 , 0.011133 , 0.006435 , 0.011671 , 0.009385 , 0.012285 , 0.010914 , 0.007486 , 0.006241 , 0.00589 , 0.004834 , 0.006568 
 339 , 0.008534 , 0.008009 , 0.005684 , 0.007571 , 0.007901 , 0.006788 , 0.010608 , 0.007926 , 0.010143 , 0.011276 , 0.007076 , 0.011899 , 0.009716 , 0.012568 , 0.01112 , 0.008013 , 0.006714 , 0.006938 , 0.005427 , 0.007227 
 340 , 0.009068 , 0.008904 , 0.006178 , 0.008244 , 0.008372 , 0.007493 , 0.011034 , 0.00861 , 0.010943 , 0.011411 , 0.007704 , 0.012056 , 0.010031 , 0.01286 , 0.011253 , 0.008506 , 0.007241 , 0.00809 , 0.006034 , 0.00791 
 341 , 0.009544 , 0.009706 , 0.006618 , 0.008835 , 0.008788 , 0.008109 , 0.0114 , 0.009219 , 0.011642 , 0.011529 , 0.008259 , 0.012188 , 0.010304 , 0.013118 , 0.011367 , 0.008925 , 0.007704 , 0.009095 , 0.00657 , 0.008506 
 342 , 0.009718 , 0.009795 , 0.006676 , 0.00898 , 0.008775 , 0.008203 , 0.011473 , 0.009364 , 0.011763 , 0.011374 , 0.008244 , 0.012128 , 0.01028 , 0.013126 , 0.011376 , 0.008956 , 0.00771 , 0.009288 , 0.006513 , 0.008705 
 343 , 0.009584 , 0.009158 , 0.006345 , 0.008678 , 0.008324 , 0.007775 , 0.011253 , 0.009037 , 0.011305 , 0.01094 , 0.00765 , 0.011876 , 0.009955 , 0.012878 , 0.011281 , 0.008602 , 0.007252 , 0.008663 , 0.005853 , 0.008508 
 344 , 0.009464 , 0.008596 , 0.006051 , 0.008408 , 0.007925 , 0.007396 , 0.011058 , 0.008746 , 0.010898 , 0.010556 , 0.007125 , 0.011653 , 0.009667 , 0.012658 , 0.011193 , 0.008288 , 0.006846 , 0.008108 , 0.005269 , 0.008331 
 345 , 0.009408 , 0.008209 , 0.005851 , 0.008236 , 0.00762 , 0.007131 , 0.010952 , 0.008548 , 0.010611 , 0.010264 , 0.006735 , 0.01151 , 0.009468 , 0.012517 , 0.011158 , 0.008057 , 0.006557 , 0.007687 , 0.004855 , 0.00822 
 346 , 0.010007 , 0.009265 , 0.006426 , 0.008936 , 0.007991 , 0.007808 , 0.011703 , 0.009123 , 0.011303 , 0.010664 , 0.007355 , 0.012086 , 0.010016 , 0.013092 , 0.011698 , 0.008471 , 0.007218 , 0.00826 , 0.005804 , 0.008702 
 347 , 0.010525 , 0.010193 , 0.006934 , 0.00955 , 0.008311 , 0.008398 , 0.012363 , 0.009636 , 0.011911 , 0.011007 , 0.007889 , 0.012586 , 0.010492 , 0.013591 , 0.012171 , 0.008831 , 0.00779 , 0.008752 , 0.006646 , 0.009125 
 348 , 0.010977 , 0.011015 , 0.007386 , 0.010094 , 0.008589 , 0.008917 , 0.012947 , 0.010097 , 0.012449 , 0.011305 , 0.008353 , 0.013024 , 0.010911 , 0.014029 , 0.01259 , 0.009147 , 0.008289 , 0.009177 , 0.007399 , 0.0095 
 349 , 0.011049 , 0.010819 , 0.007509 , 0.010212 , 0.008622 , 0.009003 , 0.013013 , 0.010172 , 0.012546 , 0.011496 , 0.008511 , 0.013279 , 0.010995 , 0.014036 , 0.012572 , 0.00927 , 0.008355 , 0.009254 , 0.007464 , 0.009496 
 350 , 0.010983 , 0.010266 , 0.007504 , 0.01017 , 0.008567 , 0.008929 , 0.012888 , 0.010102 , 0.01248 , 0.011639 , 0.008552 , 0.013453 , 0.010952 , 0.013887 , 0.012396 , 0.009318 , 0.008262 , 0.009206 , 0.007276 , 0.009357 
 351 , 0.010925 , 0.00977 , 0.0075 , 0.010135 , 0.008519 , 0.008863 , 0.012775 , 0.010037 , 0.012424 , 0.011769 , 0.008592 , 0.01361 , 0.010913 , 0.01375 , 0.012237 , 0.009363 , 0.008179 , 0.009164 , 0.007107 , 0.009234 
 352 , 0.010838 , 0.009449 , 0.007432 , 0.010015 , 0.008459 , 0.00875 , 0.01265 , 0.00991 , 0.012371 , 0.011762 , 0.008594 , 0.013688 , 0.010842 , 0.013659 , 0.012148 , 0.009324 , 0.008071 , 0.00908 , 0.007003 , 0.009131 
 353 , 0.010685 , 0.009414 , 0.007242 , 0.00972 , 0.00837 , 0.008537 , 0.012488 , 0.009654 , 0.012318 , 0.011501 , 0.008523 , 0.013628 , 0.010703 , 0.013643 , 0.012175 , 0.009123 , 0.007904 , 0.008909 , 0.007003 , 0.009055 
 354 , 0.010541 , 0.00938 , 0.007064 , 0.009447 , 0.008287 , 0.008338 , 0.012337 , 0.009415 , 0.012266 , 0.011258 , 0.008455 , 0.013571 , 0.010574 , 0.013628 , 0.012201 , 0.008936 , 0.007749 , 0.008749 , 0.007003 , 0.008983 
 355 , 0.010407 , 0.009348 , 0.006899 , 0.009193 , 0.008209 , 0.008152 , 0.012195 , 0.009191 , 0.012217 , 0.011032 , 0.008392 , 0.013517 , 0.010453 , 0.013613 , 0.012226 , 0.008761 , 0.007605 , 0.008601 , 0.007002 , 0.008915 
 356 , 0.010582 , 0.009375 , 0.006839 , 0.009289 , 0.008121 , 0.008289 , 0.012244 , 0.009433 , 0.012255 , 0.01126 , 0.008518 , 0.013708 , 0.010625 , 0.013673 , 0.01232 , 0.008917 , 0.007892 , 0.008836 , 0.007158 , 0.008958 
 357 , 0.010764 , 0.009404 , 0.006788 , 0.009398 , 0.008038 , 0.008435 , 0.012299 , 0.009686 , 0.012296 , 0.011501 , 0.008647 , 0.013901 , 0.010803 , 0.013732 , 0.012414 , 0.00908 , 0.008191 , 0.009076 , 0.007312 , 0.009003 
 358 , 0.010936 , 0.009433 , 0.006738 , 0.0095 , 0.007958 , 0.008574 , 0.012351 , 0.009926 , 0.012334 , 0.011732 , 0.008769 , 0.014085 , 0.010973 , 0.013788 , 0.012502 , 0.009235 , 0.008479 , 0.009304 , 0.007458 , 0.009046 
 359 , 0.011035 , 0.009582 , 0.006823 , 0.009557 , 0.008111 , 0.008751 , 0.012466 , 0.009999 , 0.012368 , 0.011771 , 0.008801 , 0.014127 , 0.011041 , 0.013841 , 0.012659 , 0.009327 , 0.008587 , 0.009414 , 0.007516 , 0.009142 
 360 , 0.011081 , 0.009809 , 0.006997 , 0.009581 , 0.008419 , 0.00895 , 0.012624 , 0.009955 , 0.012397 , 0.011676 , 0.008771 , 0.014071 , 0.011038 , 0.013893 , 0.012859 , 0.009374 , 0.008567 , 0.009444 , 0.007513 , 0.009273 
 361 , 0.011125 , 0.01002 , 0.00716 , 0.009603 , 0.008708 , 0.009136 , 0.012772 , 0.009914 , 0.012422 , 0.011588 , 0.008743 , 0.014019 , 0.011034 , 0.013941 , 0.013047 , 0.009417 , 0.008547 , 0.009471 , 0.00751 , 0.009397 
 362 , 0.011169 , 0.01017 , 0.00729 , 0.009624 , 0.00894 , 0.009262 , 0.012896 , 0.009895 , 0.012465 , 0.011546 , 0.00876 , 0.013997 , 0.011046 , 0.013988 , 0.013164 , 0.009466 , 0.008537 , 0.009497 , 0.007529 , 0.009495 
 363 , 0.011228 , 0.010128 , 0.007328 , 0.009652 , 0.009007 , 0.009192 , 0.012952 , 0.009951 , 0.012587 , 0.011668 , 0.008948 , 0.014078 , 0.011124 , 0.014027 , 0.013051 , 0.009551 , 0.008557 , 0.00952 , 0.00763 , 0.009503 
 364 , 0.011285 , 0.010087 , 0.007362 , 0.00968 , 0.00907 , 0.009126 , 0.013005 , 0.010002 , 0.012703 , 0.011782 , 0.009128 , 0.014152 , 0.011198 , 0.014064 , 0.012945 , 0.009632 , 0.008575 , 0.00954 , 0.007725 , 0.009508 
 365 , 0.011339 , 0.010048 , 0.007394 , 0.009706 , 0.009128 , 0.009064 , 0.013055 , 0.01005 , 0.012813 , 0.011889 , 0.0093 , 0.014219 , 0.011268 , 0.014098 , 0.012845 , 0.00971 , 0.008591 , 0.00956 , 0.007812 , 0.009512 
 366 , 0.011331 , 0.01016 , 0.007474 , 0.009776 , 0.009225 , 0.009143 , 0.013088 , 0.010075 , 0.012846 , 0.011912 , 0.009331 , 0.014356 , 0.011361 , 0.014219 , 0.012809 , 0.009721 , 0.008573 , 0.009648 , 0.00797 , 0.009589 
 367 , 0.011313 , 0.010302 , 0.007564 , 0.009854 , 0.009329 , 0.009249 , 0.013117 , 0.010095 , 0.012861 , 0.011917 , 0.009332 , 0.014507 , 0.011459 , 0.014357 , 0.012786 , 0.009717 , 0.00855 , 0.009747 , 0.008142 , 0.009681 
 368 , 0.011299 , 0.010441 , 0.007652 , 0.009929 , 0.009431 , 0.009353 , 0.013147 , 0.010113 , 0.012875 , 0.01192 , 0.009335 , 0.014654 , 0.011553 , 0.014491 , 0.012763 , 0.009714 , 0.008527 , 0.009845 , 0.00831 , 0.009771 
 369 , 0.011269 , 0.010485 , 0.007654 , 0.009983 , 0.009405 , 0.009349 , 0.013055 , 0.010055 , 0.012799 , 0.011874 , 0.009307 , 0.014668 , 0.011533 , 0.014483 , 0.012689 , 0.009642 , 0.008501 , 0.009844 , 0.008286 , 0.009738 
 370 , 0.011219 , 0.010412 , 0.007552 , 0.010012 , 0.009225 , 0.009211 , 0.012813 , 0.009903 , 0.012611 , 0.011765 , 0.009241 , 0.01452 , 0.011373 , 0.014304 , 0.012552 , 0.009484 , 0.008473 , 0.009725 , 0.008027 , 0.009555 
 371 , 0.011165 , 0.010336 , 0.00745 , 0.010042 , 0.009046 , 0.009075 , 0.012571 , 0.00975 , 0.012424 , 0.01166 , 0.009174 , 0.014368 , 0.011213 , 0.014123 , 0.012416 , 0.009326 , 0.008445 , 0.009604 , 0.007769 , 0.009375 
 372 , 0.011118 , 0.010263 , 0.007355 , 0.010065 , 0.00889 , 0.008948 , 0.012358 , 0.00961 , 0.012259 , 0.011561 , 0.009109 , 0.014227 , 0.011074 , 0.013962 , 0.012289 , 0.009181 , 0.00842 , 0.009487 , 0.007527 , 0.009213 
 373 , 0.011183 , 0.01024 , 0.007357 , 0.009985 , 0.009002 , 0.008952 , 0.012511 , 0.009633 , 0.012358 , 0.011522 , 0.009085 , 0.014232 , 0.011161 , 0.014031 , 0.012278 , 0.009212 , 0.008429 , 0.009426 , 0.007492 , 0.009274 
 374 , 0.01125 , 0.010218 , 0.007362 , 0.009909 , 0.009116 , 0.008954 , 0.012663 , 0.009661 , 0.012458 , 0.011483 , 0.009062 , 0.014242 , 0.01125 , 0.014105 , 0.012272 , 0.009246 , 0.00844 , 0.009368 , 0.007459 , 0.009335 
 375 , 0.011317 , 0.010199 , 0.007368 , 0.009838 , 0.009233 , 0.008955 , 0.012815 , 0.009692 , 0.012559 , 0.011445 , 0.009042 , 0.014255 , 0.01134 , 0.014183 , 0.012272 , 0.009284 , 0.008453 , 0.009311 , 0.007428 , 0.009397 
 376 , 0.011318 , 0.010258 , 0.007383 , 0.009811 , 0.009294 , 0.00896 , 0.012774 , 0.009672 , 0.012582 , 0.01144 , 0.009015 , 0.014211 , 0.011331 , 0.01412 , 0.012196 , 0.009259 , 0.008382 , 0.009322 , 0.007439 , 0.009379 
 377 , 0.011299 , 0.010354 , 0.0074 , 0.009807 , 0.009328 , 0.008974 , 0.01266 , 0.009634 , 0.012578 , 0.011456 , 0.008995 , 0.014154 , 0.011292 , 0.014012 , 0.0121 , 0.00922 , 0.008286 , 0.009369 , 0.007469 , 0.009341 
 378 , 0.011289 , 0.010454 , 0.007417 , 0.009808 , 0.009359 , 0.008995 , 0.012554 , 0.0096 , 0.01258 , 0.01148 , 0.008983 , 0.014107 , 0.011266 , 0.013919 , 0.012014 , 0.009193 , 0.008199 , 0.009424 , 0.007503 , 0.009315 
 379 , 0.011239 , 0.01045 , 0.007396 , 0.009796 , 0.00932 , 0.008971 , 0.01245 , 0.00956 , 0.012532 , 0.01149 , 0.008952 , 0.014026 , 0.011223 , 0.013811 , 0.011944 , 0.009129 , 0.008112 , 0.009383 , 0.007472 , 0.009234 
 380 , 0.011102 , 0.010225 , 0.007305 , 0.009754 , 0.009144 , 0.008848 , 0.012348 , 0.009503 , 0.012376 , 0.011465 , 0.008883 , 0.013874 , 0.011132 , 0.013659 , 0.011902 , 0.008983 , 0.008018 , 0.009148 , 0.00731 , 0.009035 
 381 , 0.010964 , 0.01 , 0.007217 , 0.00971 , 0.008971 , 0.008722 , 0.012252 , 0.009448 , 0.012219 , 0.01144 , 0.00883 , 0.013739 , 0.011039 , 0.013511 , 0.011868 , 0.008843 , 0.007933 , 0.008926 , 0.007151 , 0.008837 
 382 , 0.010825 , 0.009772 , 0.00713 , 0.009664 , 0.008796 , 0.008594 , 0.012158 , 0.009394 , 0.012059 , 0.011415 , 0.008783 , 0.013612 , 0.010943 , 0.013365 , 0.011838 , 0.008704 , 0.007852 , 0.008707 , 0.006994 , 0.008638 
 383 , 0.010994 , 0.009796 , 0.007226 , 0.00969 , 0.008916 , 0.008689 , 0.012148 , 0.009446 , 0.012091 , 0.01143 , 0.008734 , 0.013655 , 0.010958 , 0.013365 , 0.01189 , 0.008648 , 0.007773 , 0.008764 , 0.007084 , 0.00878 
 384 , 0.011175 , 0.009828 , 0.00733 , 0.009721 , 0.009052 , 0.008791 , 0.012143 , 0.009504 , 0.012141 , 0.011451 , 0.008688 , 0.013712 , 0.010979 , 0.013379 , 0.011947 , 0.008602 , 0.007697 , 0.008832 , 0.007184 , 0.00894 
 385 , 0.011354 , 0.00986 , 0.007435 , 0.009752 , 0.00919 , 0.008895 , 0.012137 , 0.009567 , 0.012196 , 0.011474 , 0.008644 , 0.013772 , 0.011004 , 0.013399 , 0.012007 , 0.00856 , 0.007622 , 0.008899 , 0.007287 , 0.009101 
 386 , 0.011541 , 0.009951 , 0.007548 , 0.009886 , 0.00931 , 0.009002 , 0.012214 , 0.00963 , 0.012299 , 0.011432 , 0.008726 , 0.013877 , 0.011071 , 0.013486 , 0.012055 , 0.008654 , 0.00768 , 0.008974 , 0.007402 , 0.009193 
 387 , 0.011723 , 0.010073 , 0.00766 , 0.010082 , 0.009411 , 0.00911 , 0.012339 , 0.009689 , 0.012426 , 0.011344 , 0.008884 , 0.014003 , 0.011162 , 0.01361 , 0.012093 , 0.008835 , 0.007825 , 0.009052 , 0.007518 , 0.009228 
 388 , 0.011898 , 0.010188 , 0.007769 , 0.010263 , 0.009509 , 0.00921 , 0.012456 , 0.009745 , 0.012545 , 0.011258 , 0.009033 , 0.014123 , 0.011242 , 0.013726 , 0.012124 , 0.009006 , 0.007959 , 0.009125 , 0.007625 , 0.009262 
 389 , 0.01202 , 0.010296 , 0.007851 , 0.010392 , 0.009578 , 0.009277 , 0.012548 , 0.009779 , 0.012636 , 0.011206 , 0.00916 , 0.014227 , 0.011319 , 0.013813 , 0.01217 , 0.009116 , 0.008074 , 0.009189 , 0.007719 , 0.009303 
 390 , 0.011984 , 0.010387 , 0.007859 , 0.010351 , 0.009554 , 0.009259 , 0.012567 , 0.009755 , 0.012649 , 0.011245 , 0.009242 , 0.014311 , 0.011393 , 0.01381 , 0.012255 , 0.00905 , 0.008151 , 0.009242 , 0.007761 , 0.009382 
 391 , 0.011954 , 0.010474 , 0.007873 , 0.010316 , 0.009538 , 0.009239 , 0.012587 , 0.009732 , 0.012664 , 0.011284 , 0.00932 , 0.014388 , 0.011465 , 0.013804 , 0.012338 , 0.008981 , 0.008221 , 0.009293 , 0.007805 , 0.009456 
 392 , 0.011923 , 0.010558 , 0.007881 , 0.010277 , 0.009518 , 0.009222 , 0.012603 , 0.00971 , 0.012677 , 0.011322 , 0.009399 , 0.014461 , 0.011529 , 0.013801 , 0.012421 , 0.008916 , 0.00829 , 0.00934 , 0.007847 , 0.009528 
