  time  ,43:06 PM,43:13 PM,43:20 PM,43:27 PM,43:35 PM,43:52 PM,43:59 PM,44:06 PM,44:13 PM,44:21 PM,44:39 PM,44:46 PM,44:56 PM,45:04 PM,45:13 PM,46:10 PM,46:24 PM,46:31 PM,46:41 PM,46:48 PM,47:16 PM,47:22 PM,47:29 PM,47:36 PM,47:45 PM,48:16 PM,48:24 PM,48:30 PM,48:37 PM,48:45 PM,49:11 PM,49:18 PM,49:25 PM,49:31 PM,49:38 PM,50:44 PM,50:56 PM,51:03 PM,51:11 PM,51:19 PM,51:46 PM,51:51 PM,51:59 PM,52:06 PM,52:13 PM,53:19 PM,53:26 PM,53:33 PM,53:40 PM,53:50 PM,54:27 PM,54:34 PM,54:43 PM,54:51 PM,54:57 PM,55:32 PM,55:41 PM,55:49 PM,55:55 PM,56:07 PM,56:42 PM,56:52 PM,56:58 PM,57:06 PM,57:13 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 391 , 0.014216 , 0.012788 , 0.015619 , 0.012773 , 0.011064 , 0.01472 , 0.017621 , 0.015328 , 0.014676 , 0.012521 , 0.025487 , 0.031387 , 0.025635 , 0.027908 , 0.023412 , 0.020852 , 0.030147 , 0.030043 , 0.026298 , 0.029159 , 0.010648 , 0.011068 , 0.010308 , 0.012921 , 0.014186 , 0.025571 , 0.021015 , 0.037025 , 0.041398 , 0.01683 , 0.021964 , 0.035953 , 0.031125 , 0.029065 , 0.019325 , 0.023891 , 0.025932 , 0.027651 , 0.030873 , 0.027128 , 0.021371 , 0.011088 , 0.014774 , 0.011933 , 0.016351 , 0.023115 , 0.02821 , 0.032123 , 0.028694 , 0.028571 , 0.032108 , 0.036185 , 0.033126 , 0.029934 , 0.029312 , 0.01389 , 0.00797 , 0.010495 , 0.010041 , 0.005203 , 0.016563 , 0.011839 , 0.020739 , 0.021796 , 0.022671 
 392 , 0.014307 , 0.012726 , 0.015646 , 0.012829 , 0.011097 , 0.01471 , 0.017512 , 0.015528 , 0.014694 , 0.012587 , 0.025576 , 0.031351 , 0.025619 , 0.027915 , 0.023544 , 0.020899 , 0.030415 , 0.030141 , 0.02634 , 0.029179 , 0.010705 , 0.011124 , 0.010275 , 0.012941 , 0.01428 , 0.025576 , 0.021141 , 0.037012 , 0.041384 , 0.016834 , 0.021942 , 0.035996 , 0.031265 , 0.029238 , 0.019393 , 0.023996 , 0.025963 , 0.027625 , 0.031039 , 0.027141 , 0.021522 , 0.01121 , 0.014823 , 0.011979 , 0.016339 , 0.023195 , 0.028265 , 0.032163 , 0.028867 , 0.028802 , 0.032308 , 0.036254 , 0.033313 , 0.02998 , 0.029356 , 0.013925 , 0.007925 , 0.010527 , 0.010017 , 0.00521 , 0.016705 , 0.011947 , 0.020877 , 0.021942 , 0.022764 
 393 , 0.014669 , 0.013098 , 0.015977 , 0.013162 , 0.011346 , 0.014914 , 0.017606 , 0.015661 , 0.015013 , 0.012713 , 0.025869 , 0.03165 , 0.025822 , 0.028316 , 0.023837 , 0.021174 , 0.030727 , 0.030424 , 0.026657 , 0.029425 , 0.010955 , 0.011469 , 0.010604 , 0.013215 , 0.014599 , 0.025863 , 0.02139 , 0.037244 , 0.041746 , 0.017115 , 0.02219 , 0.036409 , 0.031638 , 0.029519 , 0.019732 , 0.024327 , 0.026342 , 0.027924 , 0.03134 , 0.027539 , 0.021886 , 0.01151 , 0.015171 , 0.012304 , 0.016742 , 0.023574 , 0.028648 , 0.032561 , 0.029209 , 0.029127 , 0.032724 , 0.036689 , 0.033892 , 0.030348 , 0.029781 , 0.014143 , 0.008333 , 0.010861 , 0.010388 , 0.00546 , 0.017215 , 0.012327 , 0.02139 , 0.022418 , 0.023259 
 394 , 0.01505 , 0.013522 , 0.016346 , 0.013515 , 0.01161 , 0.015144 , 0.017735 , 0.015786 , 0.015358 , 0.012842 , 0.026182 , 0.031993 , 0.026056 , 0.02876 , 0.024157 , 0.021471 , 0.031043 , 0.030735 , 0.027006 , 0.02971 , 0.01122 , 0.011836 , 0.010975 , 0.013515 , 0.01493 , 0.026182 , 0.021641 , 0.037509 , 0.042156 , 0.017434 , 0.022477 , 0.036867 , 0.032037 , 0.029811 , 0.020094 , 0.024685 , 0.02676 , 0.02827 , 0.031647 , 0.027981 , 0.022264 , 0.011824 , 0.015553 , 0.012648 , 0.017182 , 0.023987 , 0.029069 , 0.033006 , 0.029565 , 0.029452 , 0.033157 , 0.037163 , 0.034509 , 0.030748 , 0.030251 , 0.014377 , 0.008792 , 0.011226 , 0.010799 , 0.005729 , 0.017748 , 0.012729 , 0.021943 , 0.022918 , 0.023786 
 395 , 0.015418 , 0.013922 , 0.016692 , 0.013855 , 0.01187 , 0.015364 , 0.017866 , 0.015907 , 0.015693 , 0.012977 , 0.02649 , 0.032338 , 0.026289 , 0.029193 , 0.024458 , 0.021762 , 0.031352 , 0.031037 , 0.027348 , 0.029984 , 0.011468 , 0.012185 , 0.011327 , 0.013795 , 0.01525 , 0.026483 , 0.021889 , 0.037777 , 0.042565 , 0.017731 , 0.022748 , 0.037307 , 0.032425 , 0.030098 , 0.020441 , 0.025028 , 0.027167 , 0.028596 , 0.031956 , 0.028401 , 0.022627 , 0.012118 , 0.015914 , 0.012977 , 0.017604 , 0.024377 , 0.029474 , 0.033431 , 0.02991 , 0.029776 , 0.033572 , 0.037616 , 0.035101 , 0.031137 , 0.030695 , 0.014606 , 0.009221 , 0.011562 , 0.011179 , 0.005982 , 0.018248 , 0.013104 , 0.022459 , 0.023392 , 0.024284 
 396 , 0.015687 , 0.01424 , 0.017077 , 0.014113 , 0.012038 , 0.015623 , 0.018093 , 0.016195 , 0.01599 , 0.013167 , 0.026723 , 0.032622 , 0.026511 , 0.029503 , 0.024747 , 0.021981 , 0.031606 , 0.031366 , 0.027633 , 0.030286 , 0.011735 , 0.012469 , 0.011601 , 0.01412 , 0.015545 , 0.02673 , 0.022115 , 0.038077 , 0.042953 , 0.017959 , 0.023089 , 0.037639 , 0.032763 , 0.030406 , 0.020739 , 0.025396 , 0.027471 , 0.02896 , 0.032241 , 0.028734 , 0.023011 , 0.012405 , 0.016265 , 0.013287 , 0.017945 , 0.024768 , 0.029849 , 0.033815 , 0.030279 , 0.030053 , 0.033984 , 0.038091 , 0.03567 , 0.031444 , 0.031098 , 0.01491 , 0.009554 , 0.011932 , 0.011537 , 0.006294 , 0.01865 , 0.013464 , 0.022912 , 0.023844 , 0.024684 
 397 , 0.015855 , 0.014472 , 0.017467 , 0.014274 , 0.012118 , 0.015885 , 0.018372 , 0.016613 , 0.016238 , 0.013413 , 0.02687 , 0.032836 , 0.0267 , 0.029673 , 0.024993 , 0.022124 , 0.031784 , 0.031689 , 0.027848 , 0.030592 , 0.012 , 0.012684 , 0.011801 , 0.014465 , 0.015811 , 0.026906 , 0.022301 , 0.038384 , 0.043299 , 0.018107 , 0.023456 , 0.037847 , 0.033028 , 0.03071 , 0.020969 , 0.025759 , 0.027664 , 0.029327 , 0.032483 , 0.028974 , 0.023375 , 0.012684 , 0.016584 , 0.013567 , 0.018202 , 0.025126 , 0.030173 , 0.034139 , 0.030637 , 0.030261 , 0.034367 , 0.038539 , 0.036191 , 0.031652 , 0.031431 , 0.015281 , 0.009778 , 0.012309 , 0.011846 , 0.006636 , 0.018931 , 0.013788 , 0.023279 , 0.024236 , 0.024964 
 398 , 0.016004 , 0.014671 , 0.017809 , 0.014412 , 0.012195 , 0.016118 , 0.018624 , 0.016971 , 0.016461 , 0.01362 , 0.027004 , 0.033029 , 0.026866 , 0.02983 , 0.025213 , 0.02225 , 0.031955 , 0.03197 , 0.028039 , 0.030858 , 0.012233 , 0.012873 , 0.011974 , 0.014762 , 0.016035 , 0.027064 , 0.022464 , 0.038658 , 0.043602 , 0.018236 , 0.023774 , 0.038033 , 0.033257 , 0.03098 , 0.021169 , 0.026074 , 0.027841 , 0.029639 , 0.032701 , 0.029182 , 0.023698 , 0.012919 , 0.016865 , 0.013803 , 0.018426 , 0.025442 , 0.030462 , 0.034423 , 0.030949 , 0.030454 , 0.034697 , 0.03894 , 0.036647 , 0.031841 , 0.031726 , 0.015593 , 0.009979 , 0.012637 , 0.012119 , 0.006932 , 0.019173 , 0.014069 , 0.023606 , 0.024581 , 0.025213 
 399 , 0.01617 , 0.014868 , 0.018115 , 0.01457 , 0.012273 , 0.016327 , 0.018836 , 0.017307 , 0.01668 , 0.013825 , 0.027149 , 0.033203 , 0.027031 , 0.029988 , 0.025416 , 0.022373 , 0.032128 , 0.032238 , 0.028223 , 0.031086 , 0.012453 , 0.013073 , 0.012147 , 0.015033 , 0.016256 , 0.027212 , 0.022624 , 0.038912 , 0.043884 , 0.018374 , 0.024036 , 0.03823 , 0.033493 , 0.031227 , 0.021354 , 0.026365 , 0.028027 , 0.029917 , 0.032913 , 0.029392 , 0.023989 , 0.013143 , 0.017111 , 0.014029 , 0.018632 , 0.025729 , 0.030725 , 0.034701 , 0.03125 , 0.030662 , 0.035006 , 0.039312 , 0.037069 , 0.032042 , 0.032003 , 0.015872 , 0.010171 , 0.012931 , 0.012367 , 0.007191 , 0.019409 , 0.014335 , 0.023894 , 0.024898 , 0.025455 
 400 , 0.01656 , 0.015212 , 0.018414 , 0.014907 , 0.012412 , 0.016528 , 0.018927 , 0.017724 , 0.01709 , 0.014145 , 0.027464 , 0.033393 , 0.027263 , 0.030216 , 0.025627 , 0.022594 , 0.032511 , 0.032551 , 0.028475 , 0.031227 , 0.012797 , 0.013439 , 0.012492 , 0.015365 , 0.016568 , 0.027408 , 0.022859 , 0.039218 , 0.044193 , 0.018646 , 0.024094 , 0.038608 , 0.033891 , 0.031484 , 0.021599 , 0.026694 , 0.028403 , 0.030128 , 0.033273 , 0.029759 , 0.024303 , 0.013423 , 0.017355 , 0.014338 , 0.018895 , 0.026004 , 0.031018 , 0.03511 , 0.031684 , 0.031139 , 0.035407 , 0.039764 , 0.037573 , 0.032462 , 0.032398 , 0.016135 , 0.010511 , 0.013271 , 0.012725 , 0.007414 , 0.019786 , 0.014731 , 0.024214 , 0.025249 , 0.025771 
 401 , 0.016907 , 0.015516 , 0.018683 , 0.015205 , 0.012545 , 0.016711 , 0.019018 , 0.018102 , 0.017455 , 0.014419 , 0.027742 , 0.033552 , 0.027464 , 0.030418 , 0.025811 , 0.022783 , 0.032857 , 0.03284 , 0.0287 , 0.031351 , 0.013102 , 0.013773 , 0.012799 , 0.015663 , 0.016842 , 0.027587 , 0.023061 , 0.039485 , 0.044477 , 0.018887 , 0.024149 , 0.038953 , 0.03424 , 0.031711 , 0.021817 , 0.026989 , 0.028732 , 0.030312 , 0.033585 , 0.030083 , 0.024583 , 0.013683 , 0.01757 , 0.014616 , 0.019125 , 0.026244 , 0.031277 , 0.035467 , 0.032071 , 0.031547 , 0.035754 , 0.040165 , 0.03802 , 0.032832 , 0.03275 , 0.016367 , 0.01081 , 0.013568 , 0.013036 , 0.007611 , 0.020115 , 0.015082 , 0.024501 , 0.025565 , 0.026056 
 402 , 0.01721 , 0.015786 , 0.018925 , 0.015461 , 0.012655 , 0.016868 , 0.0191 , 0.018425 , 0.017776 , 0.01467 , 0.027992 , 0.033703 , 0.027642 , 0.030598 , 0.025977 , 0.022955 , 0.033154 , 0.033087 , 0.028899 , 0.031464 , 0.013371 , 0.014062 , 0.013063 , 0.015919 , 0.017085 , 0.02775 , 0.023246 , 0.039723 , 0.044727 , 0.0191 , 0.024203 , 0.039248 , 0.034553 , 0.031913 , 0.022005 , 0.027251 , 0.029032 , 0.030481 , 0.03387 , 0.030365 , 0.024836 , 0.013904 , 0.017759 , 0.014862 , 0.019333 , 0.026468 , 0.031514 , 0.035793 , 0.032413 , 0.031922 , 0.036068 , 0.040531 , 0.038416 , 0.03317 , 0.033062 , 0.016569 , 0.011082 , 0.013838 , 0.013313 , 0.007785 , 0.020415 , 0.015395 , 0.024761 , 0.025844 , 0.02631 
 403 , 0.017456 , 0.016007 , 0.019142 , 0.015693 , 0.01288 , 0.017032 , 0.019218 , 0.018803 , 0.018142 , 0.014871 , 0.028217 , 0.03386 , 0.027853 , 0.030861 , 0.026192 , 0.023099 , 0.033428 , 0.033352 , 0.029098 , 0.031657 , 0.013617 , 0.014363 , 0.01332 , 0.016218 , 0.01732 , 0.027963 , 0.023429 , 0.039885 , 0.044969 , 0.019235 , 0.024497 , 0.039504 , 0.034801 , 0.032174 , 0.022192 , 0.027488 , 0.029302 , 0.030742 , 0.034166 , 0.03064 , 0.02515 , 0.014142 , 0.017972 , 0.015108 , 0.019549 , 0.026751 , 0.031776 , 0.036081 , 0.032708 , 0.032267 , 0.036326 , 0.040826 , 0.038809 , 0.03342 , 0.033403 , 0.016845 , 0.011338 , 0.014185 , 0.0136 , 0.007999 , 0.020693 , 0.015693 , 0.025056 , 0.026116 , 0.026607 
 404 , 0.017665 , 0.01621 , 0.019342 , 0.015901 , 0.01313 , 0.017174 , 0.019351 , 0.019187 , 0.018499 , 0.01504 , 0.028428 , 0.034004 , 0.028058 , 0.03113 , 0.026406 , 0.023231 , 0.033686 , 0.0336 , 0.029297 , 0.03187 , 0.013853 , 0.014662 , 0.01356 , 0.016512 , 0.017544 , 0.028187 , 0.02361 , 0.040018 , 0.045198 , 0.019342 , 0.024866 , 0.039734 , 0.035011 , 0.032438 , 0.022371 , 0.027723 , 0.029547 , 0.031018 , 0.034451 , 0.030898 , 0.02546 , 0.014378 , 0.018181 , 0.01535 , 0.019755 , 0.027052 , 0.032042 , 0.036344 , 0.032989 , 0.032584 , 0.036542 , 0.041094 , 0.039192 , 0.033634 , 0.033737 , 0.017122 , 0.011573 , 0.01455 , 0.013887 , 0.008217 , 0.020951 , 0.015978 , 0.025357 , 0.026381 , 0.026897 
 405 , 0.017863 , 0.016397 , 0.019539 , 0.016092 , 0.013369 , 0.017314 , 0.019469 , 0.019539 , 0.018841 , 0.01521 , 0.028632 , 0.034138 , 0.028248 , 0.031381 , 0.026607 , 0.023352 , 0.033929 , 0.033833 , 0.029487 , 0.03207 , 0.014067 , 0.014931 , 0.013788 , 0.01679 , 0.017759 , 0.028396 , 0.023771 , 0.040142 , 0.045413 , 0.019434 , 0.025202 , 0.039942 , 0.035212 , 0.03269 , 0.022532 , 0.027934 , 0.029775 , 0.031276 , 0.034723 , 0.031136 , 0.025752 , 0.0146 , 0.018378 , 0.015586 , 0.019949 , 0.027323 , 0.032297 , 0.036599 , 0.033248 , 0.032882 , 0.036756 , 0.041347 , 0.039558 , 0.033842 , 0.034051 , 0.017383 , 0.011798 , 0.014888 , 0.014155 , 0.008421 , 0.021206 , 0.01624 , 0.025647 , 0.026625 , 0.027175 
 406 , 0.018065 , 0.016598 , 0.019771 , 0.016262 , 0.013558 , 0.017473 , 0.019621 , 0.019948 , 0.019161 , 0.015378 , 0.02883 , 0.034283 , 0.028441 , 0.031579 , 0.026797 , 0.023465 , 0.034159 , 0.034053 , 0.029661 , 0.032259 , 0.0143 , 0.01521 , 0.014008 , 0.017022 , 0.017977 , 0.028582 , 0.023925 , 0.040293 , 0.04564 , 0.019532 , 0.025489 , 0.04016 , 0.035414 , 0.032895 , 0.022687 , 0.028158 , 0.030005 , 0.031481 , 0.034964 , 0.031366 , 0.026037 , 0.014795 , 0.018569 , 0.015776 , 0.020133 , 0.027584 , 0.032533 , 0.036855 , 0.033496 , 0.033143 , 0.036996 , 0.041592 , 0.039913 , 0.034062 , 0.034336 , 0.01765 , 0.012011 , 0.015202 , 0.014415 , 0.008591 , 0.021477 , 0.016483 , 0.025904 , 0.026903 , 0.027442 
 407 , 0.018259 , 0.016804 , 0.020071 , 0.016375 , 0.013679 , 0.017661 , 0.019821 , 0.020455 , 0.019482 , 0.015562 , 0.029045 , 0.034446 , 0.028625 , 0.03167 , 0.026973 , 0.023562 , 0.034393 , 0.034241 , 0.029821 , 0.032428 , 0.014554 , 0.015509 , 0.01425 , 0.017205 , 0.018232 , 0.028741 , 0.024054 , 0.040491 , 0.045857 , 0.019643 , 0.025696 , 0.040375 , 0.035625 , 0.033036 , 0.02283 , 0.028411 , 0.030241 , 0.031616 , 0.035187 , 0.031562 , 0.026295 , 0.014946 , 0.018759 , 0.015929 , 0.020304 , 0.027821 , 0.032759 , 0.037125 , 0.033741 , 0.033366 , 0.037295 , 0.041839 , 0.040286 , 0.034295 , 0.03458 , 0.017937 , 0.012205 , 0.015482 , 0.01467 , 0.008732 , 0.021804 , 0.016696 , 0.026143 , 0.02725 , 0.027687 
 408 , 0.018452 , 0.01701 , 0.020363 , 0.016487 , 0.013801 , 0.017839 , 0.020021 , 0.02094 , 0.019786 , 0.015739 , 0.029251 , 0.034606 , 0.028791 , 0.031766 , 0.027133 , 0.023662 , 0.034606 , 0.034425 , 0.029981 , 0.032586 , 0.014801 , 0.015793 , 0.014468 , 0.017388 , 0.01847 , 0.028882 , 0.024185 , 0.040672 , 0.046072 , 0.019741 , 0.025898 , 0.040573 , 0.035831 , 0.033163 , 0.022959 , 0.028638 , 0.030459 , 0.031739 , 0.03539 , 0.031757 , 0.026547 , 0.01509 , 0.018939 , 0.016072 , 0.020453 , 0.028052 , 0.032974 , 0.037382 , 0.033975 , 0.033569 , 0.037571 , 0.042078 , 0.040645 , 0.034524 , 0.034813 , 0.0182 , 0.012395 , 0.015739 , 0.014919 , 0.00887 , 0.022121 , 0.016902 , 0.026367 , 0.027583 , 0.027926 
 409 , 0.018627 , 0.017199 , 0.020637 , 0.016599 , 0.013916 , 0.018 , 0.020201 , 0.021392 , 0.020074 , 0.015908 , 0.029451 , 0.034763 , 0.02896 , 0.031852 , 0.027295 , 0.023748 , 0.034817 , 0.034599 , 0.030133 , 0.032743 , 0.015035 , 0.016063 , 0.01468 , 0.017554 , 0.018691 , 0.029023 , 0.024303 , 0.040857 , 0.046268 , 0.019837 , 0.026095 , 0.040766 , 0.036018 , 0.033289 , 0.023084 , 0.02886 , 0.03067 , 0.031861 , 0.03559 , 0.031934 , 0.026786 , 0.015226 , 0.019109 , 0.016208 , 0.020601 , 0.028269 , 0.03318 , 0.037628 , 0.03419 , 0.033771 , 0.037837 , 0.042312 , 0.040975 , 0.034735 , 0.035026 , 0.018446 , 0.01257 , 0.01599 , 0.015144 , 0.008995 , 0.022411 , 0.017099 , 0.026586 , 0.027887 , 0.02815 
 410 , 0.018908 , 0.017417 , 0.020902 , 0.016859 , 0.014097 , 0.018222 , 0.020399 , 0.021872 , 0.020536 , 0.016109 , 0.029657 , 0.034999 , 0.029071 , 0.032181 , 0.02748 , 0.023939 , 0.035154 , 0.034853 , 0.030343 , 0.032932 , 0.015286 , 0.016347 , 0.01492 , 0.017856 , 0.018981 , 0.029208 , 0.024461 , 0.041018 , 0.046534 , 0.019978 , 0.026299 , 0.041018 , 0.03627 , 0.03349 , 0.023189 , 0.029126 , 0.030828 , 0.032099 , 0.035877 , 0.032209 , 0.027095 , 0.015414 , 0.019329 , 0.016402 , 0.020811 , 0.028486 , 0.033407 , 0.037917 , 0.034532 , 0.034102 , 0.038127 , 0.042591 , 0.041329 , 0.035017 , 0.03531 , 0.018835 , 0.012807 , 0.016301 , 0.015469 , 0.009166 , 0.022622 , 0.017335 , 0.026894 , 0.028193 , 0.028385 
 411 , 0.019179 , 0.017634 , 0.021148 , 0.01711 , 0.014267 , 0.018434 , 0.020577 , 0.022316 , 0.020973 , 0.0163 , 0.02985 , 0.035212 , 0.029169 , 0.03249 , 0.027651 , 0.02411 , 0.035479 , 0.035093 , 0.03054 , 0.033115 , 0.015527 , 0.016613 , 0.015141 , 0.018149 , 0.019253 , 0.029381 , 0.024606 , 0.041173 , 0.046784 , 0.020117 , 0.026483 , 0.041256 , 0.036509 , 0.033685 , 0.023291 , 0.029381 , 0.030981 , 0.032324 , 0.036151 , 0.032462 , 0.027375 , 0.015583 , 0.019538 , 0.016576 , 0.02101 , 0.028691 , 0.033621 , 0.038202 , 0.034854 , 0.034421 , 0.038414 , 0.042866 , 0.041652 , 0.035286 , 0.035571 , 0.019198 , 0.013025 , 0.016594 , 0.015776 , 0.009327 , 0.022822 , 0.01756 , 0.027182 , 0.028488 , 0.028599 
 412 , 0.019427 , 0.017828 , 0.021379 , 0.017338 , 0.014434 , 0.018632 , 0.02075 , 0.022729 , 0.021388 , 0.016478 , 0.030043 , 0.035424 , 0.029266 , 0.03278 , 0.027814 , 0.024282 , 0.035785 , 0.035323 , 0.030727 , 0.033279 , 0.015756 , 0.016866 , 0.015359 , 0.018429 , 0.019501 , 0.029534 , 0.024754 , 0.041315 , 0.04702 , 0.02025 , 0.026668 , 0.041481 , 0.036737 , 0.033871 , 0.023385 , 0.029617 , 0.031125 , 0.032539 , 0.036414 , 0.032697 , 0.027648 , 0.015747 , 0.019733 , 0.016746 , 0.021194 , 0.028887 , 0.033825 , 0.038467 , 0.035156 , 0.034722 , 0.038679 , 0.043118 , 0.041962 , 0.035535 , 0.035822 , 0.019538 , 0.013223 , 0.016875 , 0.016071 , 0.009487 , 0.023015 , 0.017772 , 0.027454 , 0.028757 , 0.028804 
 413 , 0.019693 , 0.018076 , 0.021691 , 0.017528 , 0.0146 , 0.018829 , 0.021041 , 0.023271 , 0.021849 , 0.016719 , 0.030288 , 0.035641 , 0.029424 , 0.033132 , 0.02803 , 0.024424 , 0.036087 , 0.035604 , 0.030957 , 0.033504 , 0.016087 , 0.017193 , 0.015651 , 0.018755 , 0.019805 , 0.02974 , 0.024916 , 0.041552 , 0.047314 , 0.0204 , 0.026859 , 0.041784 , 0.036998 , 0.034108 , 0.023578 , 0.029898 , 0.031385 , 0.032825 , 0.03671 , 0.032974 , 0.027955 , 0.015948 , 0.019953 , 0.016952 , 0.021431 , 0.029164 , 0.034061 , 0.038773 , 0.035492 , 0.035074 , 0.038968 , 0.043411 , 0.042323 , 0.035827 , 0.036124 , 0.019935 , 0.013467 , 0.017212 , 0.016394 , 0.009656 , 0.023327 , 0.018067 , 0.027751 , 0.02908 , 0.029098 
 414 , 0.019951 , 0.018345 , 0.022042 , 0.017673 , 0.014779 , 0.019027 , 0.021398 , 0.023863 , 0.022341 , 0.016991 , 0.030556 , 0.035859 , 0.029623 , 0.033516 , 0.028269 , 0.024553 , 0.036391 , 0.035906 , 0.031191 , 0.03374 , 0.01645 , 0.017552 , 0.015974 , 0.019101 , 0.020128 , 0.029968 , 0.025086 , 0.041834 , 0.047632 , 0.020567 , 0.027055 , 0.042124 , 0.037278 , 0.034365 , 0.023797 , 0.030183 , 0.031705 , 0.033142 , 0.037017 , 0.033273 , 0.028269 , 0.016151 , 0.020194 , 0.017169 , 0.021678 , 0.029473 , 0.034328 , 0.039099 , 0.035831 , 0.035439 , 0.039258 , 0.043711 , 0.042712 , 0.036139 , 0.036429 , 0.020343 , 0.013724 , 0.01757 , 0.01673 , 0.009831 , 0.023695 , 0.018382 , 0.028064 , 0.029408 , 0.029427 
 415 , 0.020206 , 0.018602 , 0.022372 , 0.017815 , 0.014936 , 0.019221 , 0.021734 , 0.024425 , 0.022803 , 0.017252 , 0.03081 , 0.036061 , 0.029807 , 0.033876 , 0.028485 , 0.024687 , 0.03668 , 0.036192 , 0.03141 , 0.03397 , 0.016802 , 0.01788 , 0.016286 , 0.019437 , 0.02044 , 0.030173 , 0.02525 , 0.042099 , 0.04794 , 0.020721 , 0.027247 , 0.042446 , 0.037552 , 0.034617 , 0.024012 , 0.030463 , 0.03201 , 0.033454 , 0.037308 , 0.033548 , 0.028569 , 0.016352 , 0.020421 , 0.017383 , 0.021922 , 0.029769 , 0.034579 , 0.039408 , 0.036164 , 0.03578 , 0.039539 , 0.043993 , 0.043074 , 0.036436 , 0.036726 , 0.02074 , 0.013961 , 0.017918 , 0.017046 , 0.010004 , 0.024041 , 0.018687 , 0.028354 , 0.029722 , 0.029741 
 416 , 0.020437 , 0.018836 , 0.022669 , 0.017988 , 0.015106 , 0.01941 , 0.022038 , 0.024967 , 0.023262 , 0.017508 , 0.031051 , 0.036268 , 0.029977 , 0.034206 , 0.028715 , 0.024826 , 0.036975 , 0.036476 , 0.031625 , 0.034168 , 0.01715 , 0.018205 , 0.016585 , 0.019749 , 0.020729 , 0.030373 , 0.025419 , 0.042362 , 0.048229 , 0.020889 , 0.027453 , 0.042776 , 0.037794 , 0.034837 , 0.024204 , 0.03074 , 0.032303 , 0.033726 , 0.037587 , 0.03382 , 0.028866 , 0.016547 , 0.020644 , 0.017593 , 0.022132 , 0.030043 , 0.034799 , 0.039696 , 0.036466 , 0.036099 , 0.039809 , 0.044274 , 0.043417 , 0.036711 , 0.037012 , 0.021124 , 0.014193 , 0.018261 , 0.017357 , 0.010162 , 0.024374 , 0.018968 , 0.02864 , 0.030034 , 0.030043 
 417 , 0.020674 , 0.01902 , 0.022933 , 0.018254 , 0.015295 , 0.019625 , 0.0223 , 0.025514 , 0.023727 , 0.017772 , 0.031261 , 0.036508 , 0.030146 , 0.034475 , 0.028964 , 0.025022 , 0.037302 , 0.036782 , 0.031828 , 0.034333 , 0.017507 , 0.0185 , 0.016874 , 0.02005 , 0.021024 , 0.030571 , 0.025608 , 0.042605 , 0.048485 , 0.02108 , 0.027697 , 0.043153 , 0.03803 , 0.035033 , 0.024332 , 0.031063 , 0.032585 , 0.033946 , 0.037841 , 0.034069 , 0.029191 , 0.016741 , 0.020891 , 0.017847 , 0.0223 , 0.030306 , 0.034986 , 0.039967 , 0.036744 , 0.036385 , 0.0401 , 0.044562 , 0.04372 , 0.036971 , 0.037311 , 0.021525 , 0.014425 , 0.018613 , 0.017687 , 0.010332 , 0.024682 , 0.019227 , 0.028945 , 0.030363 , 0.030354 
 418 , 0.0209 , 0.019211 , 0.023195 , 0.018499 , 0.015473 , 0.019828 , 0.022541 , 0.026041 , 0.024173 , 0.018035 , 0.031468 , 0.036733 , 0.030301 , 0.034731 , 0.02921 , 0.025216 , 0.037615 , 0.037084 , 0.032018 , 0.034485 , 0.017845 , 0.018784 , 0.017152 , 0.02033 , 0.021298 , 0.030747 , 0.025785 , 0.042843 , 0.048743 , 0.02127 , 0.027939 , 0.043516 , 0.03826 , 0.035225 , 0.024457 , 0.031364 , 0.032853 , 0.034153 , 0.03809 , 0.034314 , 0.029495 , 0.016934 , 0.021118 , 0.018091 , 0.022474 , 0.030567 , 0.035158 , 0.040234 , 0.037008 , 0.036657 , 0.040376 , 0.044835 , 0.04401 , 0.037217 , 0.037596 , 0.021915 , 0.014638 , 0.018964 , 0.018006 , 0.010492 , 0.024988 , 0.019467 , 0.029238 , 0.03068 , 0.030652 
