SHB2_00004_SHB2_REF.spu,SHB2_00003_SHB2_REF.spu,SHB2_00002_SHB2_REF.spu,
Wavelength,SHB2_00005_B2_NP.spu,SHB2_00006_B2_NP.spu,SHB2_00007_B2_NP.spu,SHB2_00008_B2_NP.spu,SHB2_00009_B2_NP.spu,SHB2_00010_B2_CT1.spu,SHB2_00011_B2_CT1.spu,SHB2_00012_B2_CT1.spu,SHB2_00013_B2_CT1.spu,SHB2_00014_B2_CT1.spu,SHB2_00015_B2_N.spu,SHB2_00016_B2_N.spu,SHB2_00017_B2_N.spu,SHB2_00018_B2_N.spu,SHB2_00019_B2_N.spu,SHB2_00020_B2_P.spu,SHB2_00021_B2_P.spu,SHB2_00022_B2_P.spu,SHB2_00023_B2_P.spu,SHB2_00024_B2_P.spu
  (nm),6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 ,6/15/2017 
  time  ,52:04 PM,52:45 PM,53:04 PM,53:28 PM,53:43 PM,54:25 PM,54:41 PM,54:56 PM,55:11 PM,55:31 PM,56:42 PM,56:56 PM,57:10 PM,57:26 PM,57:42 PM,58:29 PM,58:41 PM,58:52 PM,59:02 PM,59:15 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,
 355 , 0.025115 , 0.028313 , 0.029714 , 0.025128 , 0.046182 , 0.022627 , 0.025276 , 0.020102 , 0.023115 , 0.024129 , 0.024508 , 0.016432 , 0.020953 , 0.017627 , 0.020125 , 0.040184 , 0.04889 , 0.049512 , 0.05153 , 0.048409 
 356 , 0.025207 , 0.028717 , 0.029919 , 0.025252 , 0.046605 , 0.022923 , 0.025449 , 0.020328 , 0.023312 , 0.024533 , 0.024447 , 0.016897 , 0.021191 , 0.017849 , 0.020263 , 0.040725 , 0.049131 , 0.049933 , 0.051729 , 0.048613 
 357 , 0.025296 , 0.029128 , 0.030134 , 0.025372 , 0.047037 , 0.023223 , 0.025624 , 0.020547 , 0.023508 , 0.024934 , 0.024373 , 0.017381 , 0.021427 , 0.018071 , 0.020392 , 0.041266 , 0.049377 , 0.050339 , 0.051927 , 0.048807 
 358 , 0.02538 , 0.029519 , 0.030334 , 0.025486 , 0.047448 , 0.023512 , 0.02579 , 0.020753 , 0.023695 , 0.025315 , 0.024304 , 0.017857 , 0.021652 , 0.018283 , 0.020515 , 0.041787 , 0.049612 , 0.050723 , 0.052111 , 0.048988 
 359 , 0.025326 , 0.029552 , 0.030322 , 0.025584 , 0.047627 , 0.023422 , 0.025773 , 0.020816 , 0.023761 , 0.025315 , 0.024215 , 0.017784 , 0.02166 , 0.018224 , 0.020458 , 0.041785 , 0.049854 , 0.050809 , 0.052155 , 0.048884 
 360 , 0.025181 , 0.029338 , 0.030166 , 0.025669 , 0.047639 , 0.023074 , 0.02563 , 0.020779 , 0.023738 , 0.025055 , 0.024114 , 0.017338 , 0.02152 , 0.017981 , 0.02028 , 0.041419 , 0.050092 , 0.050685 , 0.052102 , 0.048591 
 361 , 0.025046 , 0.029137 , 0.030021 , 0.025747 , 0.04765 , 0.022749 , 0.025496 , 0.020745 , 0.023717 , 0.024812 , 0.024021 , 0.016931 , 0.021389 , 0.017755 , 0.020114 , 0.041079 , 0.050313 , 0.050569 , 0.052049 , 0.048318 
 362 , 0.024944 , 0.028983 , 0.029899 , 0.025824 , 0.047673 , 0.022513 , 0.025372 , 0.020684 , 0.023684 , 0.024661 , 0.023898 , 0.016608 , 0.021257 , 0.017568 , 0.019993 , 0.040839 , 0.050486 , 0.050539 , 0.052046 , 0.048179 
 363 , 0.024933 , 0.028975 , 0.029822 , 0.025915 , 0.047741 , 0.022553 , 0.025259 , 0.020514 , 0.023605 , 0.024807 , 0.023642 , 0.016508 , 0.021093 , 0.017485 , 0.020015 , 0.040927 , 0.050515 , 0.050838 , 0.05224 , 0.048503 
 364 , 0.024921 , 0.028969 , 0.029746 , 0.026002 , 0.047803 , 0.022592 , 0.025152 , 0.020356 , 0.023531 , 0.024945 , 0.023402 , 0.016415 , 0.020937 , 0.017404 , 0.020034 , 0.041006 , 0.05054 , 0.051121 , 0.052425 , 0.048801 
 365 , 0.024909 , 0.028963 , 0.029672 , 0.026085 , 0.047858 , 0.02263 , 0.025049 , 0.020207 , 0.023463 , 0.025074 , 0.023177 , 0.016329 , 0.020787 , 0.017326 , 0.02005 , 0.041076 , 0.050561 , 0.05139 , 0.052602 , 0.049078 
 366 , 0.025046 , 0.029046 , 0.029881 , 0.026183 , 0.048077 , 0.022668 , 0.025061 , 0.020215 , 0.023397 , 0.025081 , 0.023204 , 0.016456 , 0.020924 , 0.017465 , 0.020136 , 0.041423 , 0.050889 , 0.05148 , 0.052874 , 0.049422 
 367 , 0.025213 , 0.029145 , 0.030149 , 0.02628 , 0.048326 , 0.022704 , 0.025098 , 0.020255 , 0.023334 , 0.025063 , 0.023283 , 0.016625 , 0.021122 , 0.017649 , 0.020236 , 0.041825 , 0.051277 , 0.051531 , 0.05316 , 0.049776 
 368 , 0.025374 , 0.02924 , 0.030409 , 0.026375 , 0.048568 , 0.02274 , 0.025132 , 0.020294 , 0.023275 , 0.025042 , 0.02336 , 0.016789 , 0.021314 , 0.017828 , 0.020332 , 0.042216 , 0.051653 , 0.051581 , 0.053437 , 0.050121 
 369 , 0.025508 , 0.029312 , 0.030596 , 0.026503 , 0.048699 , 0.022757 , 0.025238 , 0.020315 , 0.023349 , 0.025048 , 0.023467 , 0.016892 , 0.021444 , 0.017914 , 0.020401 , 0.042549 , 0.051839 , 0.051612 , 0.053495 , 0.050438 
 370 , 0.025607 , 0.029357 , 0.030697 , 0.026676 , 0.048703 , 0.022755 , 0.025436 , 0.020318 , 0.02359 , 0.025082 , 0.023614 , 0.016923 , 0.021495 , 0.017887 , 0.020439 , 0.042816 , 0.051797 , 0.051626 , 0.053292 , 0.050732 
 371 , 0.025711 , 0.029402 , 0.030799 , 0.026844 , 0.048704 , 0.022752 , 0.025633 , 0.020319 , 0.023826 , 0.025125 , 0.02376 , 0.016954 , 0.021546 , 0.017859 , 0.020477 , 0.043084 , 0.051759 , 0.051645 , 0.053109 , 0.051027 
 372 , 0.02582 , 0.029453 , 0.030907 , 0.027001 , 0.048748 , 0.022776 , 0.025825 , 0.020335 , 0.024039 , 0.025176 , 0.023896 , 0.016996 , 0.021611 , 0.017849 , 0.020515 , 0.043351 , 0.051748 , 0.051691 , 0.052997 , 0.051318 
 373 , 0.025932 , 0.029567 , 0.031037 , 0.02696 , 0.049248 , 0.023114 , 0.025884 , 0.020511 , 0.023929 , 0.025288 , 0.023886 , 0.017137 , 0.021795 , 0.01804 , 0.02052 , 0.043528 , 0.051953 , 0.051974 , 0.05361 , 0.051429 
 374 , 0.026051 , 0.029684 , 0.031179 , 0.026942 , 0.04976 , 0.023456 , 0.025959 , 0.020688 , 0.023838 , 0.025402 , 0.023889 , 0.017288 , 0.021985 , 0.018236 , 0.020528 , 0.043725 , 0.05218 , 0.052268 , 0.05422 , 0.051579 
 375 , 0.026177 , 0.029804 , 0.031333 , 0.026942 , 0.050283 , 0.0238 , 0.026046 , 0.020866 , 0.023762 , 0.025518 , 0.023901 , 0.017447 , 0.022179 , 0.018434 , 0.020539 , 0.043942 , 0.052424 , 0.052573 , 0.054826 , 0.05176 
 376 , 0.026204 , 0.029854 , 0.03137 , 0.027043 , 0.050343 , 0.023863 , 0.025974 , 0.020889 , 0.023697 , 0.025594 , 0.023829 , 0.017431 , 0.022201 , 0.018348 , 0.02044 , 0.044031 , 0.052551 , 0.052688 , 0.055041 , 0.051958 
 377 , 0.026201 , 0.029898 , 0.031369 , 0.027195 , 0.050265 , 0.023821 , 0.025845 , 0.020864 , 0.023649 , 0.025659 , 0.023733 , 0.017352 , 0.02217 , 0.018164 , 0.020315 , 0.044106 , 0.052667 , 0.052781 , 0.055119 , 0.052178 
 378 , 0.026209 , 0.029963 , 0.031379 , 0.027356 , 0.050237 , 0.023788 , 0.025724 , 0.020856 , 0.02361 , 0.025732 , 0.023648 , 0.017279 , 0.022157 , 0.018002 , 0.020207 , 0.044218 , 0.05282 , 0.052927 , 0.055223 , 0.052411 
 379 , 0.026279 , 0.030076 , 0.031469 , 0.027551 , 0.05044 , 0.023784 , 0.025755 , 0.020844 , 0.023665 , 0.025831 , 0.023638 , 0.017307 , 0.022219 , 0.017962 , 0.020164 , 0.044434 , 0.053021 , 0.053195 , 0.055412 , 0.052737 
 380 , 0.026471 , 0.030268 , 0.03174 , 0.027825 , 0.051067 , 0.023849 , 0.026104 , 0.020824 , 0.023918 , 0.026001 , 0.023788 , 0.017549 , 0.022432 , 0.018156 , 0.020251 , 0.044836 , 0.053312 , 0.053675 , 0.055781 , 0.053272 
 381 , 0.026674 , 0.030468 , 0.032049 , 0.028123 , 0.051695 , 0.023939 , 0.026476 , 0.020826 , 0.024201 , 0.026203 , 0.023968 , 0.017814 , 0.022664 , 0.018358 , 0.020355 , 0.045254 , 0.053639 , 0.054181 , 0.056204 , 0.053862 
 382 , 0.026884 , 0.030676 , 0.032384 , 0.028437 , 0.052332 , 0.024046 , 0.026865 , 0.020841 , 0.024502 , 0.026424 , 0.024165 , 0.018098 , 0.02291 , 0.018569 , 0.020471 , 0.045685 , 0.05399 , 0.054706 , 0.056664 , 0.054492 
 383 , 0.027019 , 0.0309 , 0.03259 , 0.028662 , 0.052588 , 0.02429 , 0.026915 , 0.020912 , 0.024512 , 0.026425 , 0.024268 , 0.018186 , 0.02296 , 0.018693 , 0.020578 , 0.045938 , 0.054357 , 0.055138 , 0.057228 , 0.054854 
 384 , 0.027158 , 0.031133 , 0.032791 , 0.028894 , 0.052839 , 0.02454 , 0.026959 , 0.020983 , 0.024516 , 0.026424 , 0.024355 , 0.018262 , 0.023009 , 0.018814 , 0.02069 , 0.046193 , 0.054727 , 0.055579 , 0.057811 , 0.055213 
 385 , 0.027301 , 0.031372 , 0.03299 , 0.029133 , 0.053096 , 0.024793 , 0.027005 , 0.021057 , 0.024523 , 0.026427 , 0.024436 , 0.018338 , 0.023066 , 0.018937 , 0.020806 , 0.046457 , 0.055095 , 0.056029 , 0.058403 , 0.055573 
 386 , 0.027386 , 0.03149 , 0.033116 , 0.029359 , 0.053477 , 0.024907 , 0.027094 , 0.021084 , 0.024491 , 0.026445 , 0.024395 , 0.018382 , 0.02311 , 0.019037 , 0.020911 , 0.046819 , 0.055457 , 0.056577 , 0.058807 , 0.055928 
 387 , 0.027421 , 0.031524 , 0.03319 , 0.029561 , 0.053917 , 0.024925 , 0.027201 , 0.02108 , 0.024435 , 0.026471 , 0.024277 , 0.018397 , 0.023141 , 0.019123 , 0.021001 , 0.047227 , 0.055794 , 0.057161 , 0.059064 , 0.056265 
 388 , 0.027448 , 0.031552 , 0.033255 , 0.029744 , 0.054327 , 0.024937 , 0.027294 , 0.021069 , 0.024376 , 0.026493 , 0.024165 , 0.018415 , 0.023165 , 0.019199 , 0.021085 , 0.047607 , 0.056119 , 0.0577 , 0.059293 , 0.056578 
 389 , 0.027502 , 0.031604 , 0.033381 , 0.029908 , 0.054746 , 0.024978 , 0.027375 , 0.021102 , 0.02439 , 0.026561 , 0.024092 , 0.01847 , 0.023242 , 0.01928 , 0.021193 , 0.047967 , 0.056451 , 0.058224 , 0.059553 , 0.056967 
