  time  ,7:18 PM",7:26 PM",7:35 PM",7:44 PM",8:00 PM",8:10 PM",8:16 PM",8:25 PM",8:32 PM",9:20 PM",9:30 PM",9:39 PM",9:47 PM",9:57 PM",0:13 PM",0:31 PM",0:39 PM",0:48 PM",0:55 PM",1:03 PM",1:31 PM",1:39 PM",1:47 PM",1:56 PM",2:13 PM",2:33 PM",2:44 PM",2:54 PM",3:03 PM",3:11 PM",3:59 PM",4:09 PM",4:21 PM",4:32 PM",4:41 PM",5:10 PM",5:16 PM",5:37 PM",5:46 PM",5:54 PM"
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 331 , 0.010337 , 0.013798 , 0.005614 , 0.004303 , 0.006435 , 0.007974 , 0.008117 , 0.005898 , 0.006828 , 0.0088 , 0.006762 , 0.006849 , 0.013234 , 0.007793 , 0.005511 , 0.001633 , 0.007087 , 0.001942 , 0.00564 , 0.005514 , 0.007441 , 0.007284 , 0.003148 , 0.002399 , 0 , 0 , 0 , 0 , 0 , 0 , 0.000395 , 0 , 0 , 0.003842 , 0.004264 , 0.002296 , 0 , 0.000777 , 0.002353 , 0.00235 
 332 , 0.011228 , 0.014621 , 0.006308 , 0.004585 , 0.006838 , 0.008536 , 0.008723 , 0.006216 , 0.007254 , 0.008832 , 0.007116 , 0.007407 , 0.013766 , 0.008312 , 0.005975 , 0.002363 , 0.007575 , 0.002496 , 0.006253 , 0.005917 , 0.007926 , 0.007919 , 0.003659 , 0.002833 , 0 , 0.000175 , 0.000158 , 0 , 0.000079 , 0.00033 , 0.000771 , 0 , 0.000289 , 0.004741 , 0.004885 , 0.002533 , 0 , 0.001402 , 0.003106 , 0.002827 
 333 , 0.012527 , 0.015023 , 0.006732 , 0.004832 , 0.007257 , 0.008829 , 0.008857 , 0.006404 , 0.007792 , 0.008392 , 0.007555 , 0.008479 , 0.013822 , 0.008916 , 0.006397 , 0.003258 , 0.007627 , 0.003047 , 0.007115 , 0.006194 , 0.008479 , 0.008485 , 0.004146 , 0.003115 , 0 , 0.000453 , 0.000412 , 0 , 0.00021 , 0.000852 , 0.001298 , 0 , 0.000746 , 0.005532 , 0.005112 , 0.002529 , 0 , 0.00227 , 0.003914 , 0.003192 
 334 , 0.013727 , 0.015383 , 0.007117 , 0.005059 , 0.007635 , 0.009093 , 0.008989 , 0.006577 , 0.008279 , 0.008002 , 0.007959 , 0.009472 , 0.013902 , 0.00947 , 0.00678 , 0.004078 , 0.007684 , 0.003541 , 0.007907 , 0.00645 , 0.008991 , 0.008999 , 0.004591 , 0.00337 , 0 , 0.000707 , 0.000643 , 0 , 0.000334 , 0.001324 , 0.001766 , 0 , 0.001158 , 0.006282 , 0.005321 , 0.002527 , 0 , 0.003065 , 0.00465 , 0.00353 
 335 , 0.014602 , 0.015652 , 0.007343 , 0.005233 , 0.007927 , 0.009385 , 0.009063 , 0.006671 , 0.008648 , 0.007827 , 0.008269 , 0.010295 , 0.013949 , 0.009911 , 0.006988 , 0.004757 , 0.007634 , 0.003895 , 0.008444 , 0.006616 , 0.009379 , 0.00945 , 0.004935 , 0.003578 , 0.000047 , 0.000962 , 0.000852 , 0.000048 , 0.00057 , 0.001843 , 0.002105 , 0 , 0.00153 , 0.00684 , 0.005338 , 0.002619 , 0.000151 , 0.003713 , 0.00523 , 0.003802 
 336 , 0.014533 , 0.015663 , 0.007082 , 0.005259 , 0.007989 , 0.009841 , 0.008945 , 0.006517 , 0.008702 , 0.008329 , 0.008314 , 0.010666 , 0.013893 , 0.010067 , 0.006666 , 0.005088 , 0.007203 , 0.003856 , 0.008207 , 0.006505 , 0.009411 , 0.009792 , 0.005002 , 0.003677 , 0.000263 , 0.001274 , 0.001027 , 0.000274 , 0.001213 , 0.002633 , 0.002101 , 0 , 0.001852 , 0.006814 , 0.004698 , 0.003047 , 0.000844 , 0.003979 , 0.005399 , 0.003895 
 337 , 0.014482 , 0.015697 , 0.006857 , 0.005287 , 0.008054 , 0.010252 , 0.008848 , 0.006386 , 0.00876 , 0.008785 , 0.008364 , 0.011027 , 0.013841 , 0.010211 , 0.006387 , 0.005389 , 0.006831 , 0.003827 , 0.008005 , 0.006412 , 0.009449 , 0.010107 , 0.005068 , 0.003769 , 0.000451 , 0.001552 , 0.001183 , 0.000477 , 0.001766 , 0.003333 , 0.0021 , 0 , 0.002145 , 0.006788 , 0.004139 , 0.003431 , 0.001451 , 0.004214 , 0.005549 , 0.003984 
 338 , 0.014445 , 0.01575 , 0.006663 , 0.005317 , 0.008121 , 0.010626 , 0.008767 , 0.006274 , 0.00882 , 0.009201 , 0.008418 , 0.011381 , 0.013792 , 0.010346 , 0.006144 , 0.005665 , 0.006505 , 0.003806 , 0.007832 , 0.006333 , 0.00949 , 0.010399 , 0.005131 , 0.003855 , 0.000616 , 0.001802 , 0.001325 , 0.000661 , 0.002248 , 0.00396 , 0.002102 , 0 , 0.002413 , 0.006762 , 0.003644 , 0.003777 , 0.001987 , 0.004423 , 0.005684 , 0.004069 
 339 , 0.014451 , 0.015953 , 0.007076 , 0.005815 , 0.00858 , 0.011008 , 0.009261 , 0.006895 , 0.008991 , 0.009799 , 0.0086 , 0.01135 , 0.014502 , 0.010535 , 0.006678 , 0.005878 , 0.006992 , 0.004438 , 0.008011 , 0.00681 , 0.009799 , 0.011077 , 0.005746 , 0.004378 , 0.001414 , 0.002625 , 0.001959 , 0.001437 , 0.002816 , 0.004536 , 0.002581 , 0.000478 , 0.003089 , 0.007393 , 0.004376 , 0.004417 , 0.002441 , 0.004927 , 0.006486 , 0.005057 
 340 , 0.014461 , 0.016147 , 0.007549 , 0.00634 , 0.009055 , 0.011354 , 0.009802 , 0.00757 , 0.009165 , 0.010363 , 0.008784 , 0.011259 , 0.01525 , 0.010714 , 0.007305 , 0.006055 , 0.00757 , 0.005107 , 0.00823 , 0.007335 , 0.010125 , 0.011761 , 0.006394 , 0.004937 , 0.002231 , 0.003429 , 0.002604 , 0.002224 , 0.003338 , 0.005042 , 0.00308 , 0.00099 , 0.003761 , 0.008068 , 0.005235 , 0.005032 , 0.002833 , 0.005423 , 0.007316 , 0.006085 
