  time  ,10:47 PM,11:17 PM,11:34 PM,11:49 PM,11:57 PM,12:59 PM,13:14 PM,13:30 PM,13:44 PM,13:57 PM,14:35 PM,14:54 PM,15:06 PM,15:19 PM,15:27 PM,16:10 PM,16:21 PM,16:35 PM,16:50 PM,16:59 PM,17:48 PM,17:57 PM,18:11 PM,18:21 PM,18:38 PM,18:50 PM,19:01 PM,19:09 PM,19:19 PM,19:31 PM,20:08 PM,20:22 PM,20:35 PM,20:49 PM,20:56 PM,22:26 PM,22:38 PM,23:04 PM,23:14 PM,23:22 PM,23:34 PM,23:42 PM,23:52 PM,24:00 PM,24:09 PM,25:09 PM,25:21 PM,25:34 PM,25:45 PM,25:55 PM,26:33 PM,26:49 PM,27:00 PM,27:11 PM,27:23 PM,27:51 PM,28:03 PM,28:18 PM,28:30 PM,28:41 PM,29:02 PM,29:10 PM,29:19 PM,29:28 PM,29:36 PM,30:09 PM,30:34 PM,30:44 PM,30:56 PM,31:05 PM,31:38 PM,31:49 PM,32:01 PM,32:11 PM,32:23 PM,33:22 PM,33:31 PM,33:43 PM,33:53 PM,34:03 PM,34:58 PM,35:11 PM,35:19 PM,35:31 PM,35:46 PM,36:00 PM,36:08 PM,36:19 PM,36:26 PM,36:35 PM,37:45 PM,37:56 PM,38:06 PM,38:19 PM,38:30 PM,39:12 PM,39:23 PM,39:32 PM,39:43 PM,39:51 PM,40:14 PM,40:25 PM,40:34 PM,40:44 PM,40:56 PM,41:08 PM,41:20 PM,41:35 PM,42:02 PM,42:11 PM,43:08 PM,43:23 PM,43:31 PM,43:39 PM,43:48 PM,44:29 PM,44:37 PM,44:46 PM,44:55 PM,45:03 PM,45:34 PM,45:42 PM,45:53 PM,46:02 PM,46:12 PM,46:26 PM,46:37 PM,46:46 PM,46:57 PM,47:07 PM,47:35 PM,47:45 PM,47:53 PM,48:00 PM,48:08 PM
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 919 , 0.296579 , 0.377239 , 0.368558 , 0.345794 , 0.390441 , 0.240152 , 0.256718 , 0.254879 , 0.278297 , 0.237621 , 0.302644 , 0.337359 , 0.378727 , 0.370889 , 0.33082 , 0.421971 , 0.444584 , 0.326015 , 0.387939 , 0.407879 , 0.132984 , 0.184748 , 0.196613 , 0.242748 , 0.205133 , 0.327304 , 0.329294 , 0.414882 , 0.244843 , 0.227803 , 0.262774 , 0.253135 , 0.278108 , 0.245212 , 0.280922 , 0.394042 , 0.302123 , 0.322764 , 0.301279 , 0.350911 , 0.360502 , 0.349177 , 0.320215 , 0.364805 , 0.342249 , 0.301763 , 0.337615 , 0.272952 , 0.331066 , 0.340733 , 0.356209 , 0.342505 , 0.350182 , 0.341747 , 0.330441 , 0.363175 , 0.362161 , 0.375997 , 0.325484 , 0.328953 , 0.328289 , 0.378045 , 0.326366 , 0.316756 , 0.348627 , 0.451568 , 0.41946 , 0.434273 , 0.438717 , 0.466921 , 0.249572 , 0.31268 , 0.365298 , 0.218913 , 0.192747 , 0.30907 , 0.275615 , 0.300028 , 0.279226 , 0.283453 , 0.267446 , 0.261883 , 0.24453 , 0.192197 , 0.209597 , 0.355451 , 0.240474 , 0.468457 , 0.167575 , 0.267067 , 0.290077 , 0.296749 , 0.220373 , 0.339463 , 0.312339 , 0.295205 , 0.339927 , 0.369894 , 0.329692 , 0.336497 , 0.36019 , 0.423497 , 0.392554 , 0.359829 , 0.313003 , 0.391587 , 0.369591 , 0.393957 , 0.359981 , 0.488188 , 0.300398 , 0.297271 , 0.347102 , 0.315012 , 0.304871 , 0.257457 , 0.360711 , 0.34785 , 0.236702 , 0.368065 , 0.186435 , 0.276572 , 0.307165 , 0.392507 , 0.430643 , 0.314159 , 0.210109 , 0.255116 , 0.263219 , 0.299555 , 0.328631 , 0.293413 , 0.32791 , 0.303052 , 0.286618 
 920 , 0.296848 , 0.37748 , 0.368924 , 0.346214 , 0.390491 , 0.240444 , 0.257095 , 0.255261 , 0.278758 , 0.237919 , 0.302888 , 0.337582 , 0.379093 , 0.371344 , 0.331139 , 0.422342 , 0.444812 , 0.326318 , 0.388206 , 0.408419 , 0.133032 , 0.184981 , 0.197051 , 0.243171 , 0.205424 , 0.327576 , 0.329372 , 0.415323 , 0.245034 , 0.228239 , 0.263173 , 0.253398 , 0.278421 , 0.245466 , 0.28135 , 0.394255 , 0.302418 , 0.323015 , 0.301775 , 0.351188 , 0.360781 , 0.349537 , 0.320317 , 0.365045 , 0.342681 , 0.302226 , 0.337908 , 0.273294 , 0.331187 , 0.340991 , 0.356662 , 0.342825 , 0.350526 , 0.341989 , 0.330697 , 0.363384 , 0.362394 , 0.37626 , 0.325752 , 0.329247 , 0.328757 , 0.378382 , 0.326587 , 0.316937 , 0.348826 , 0.451908 , 0.419644 , 0.434326 , 0.438916 , 0.467195 , 0.249768 , 0.312644 , 0.365304 , 0.219156 , 0.19297 , 0.309428 , 0.276021 , 0.300305 , 0.279583 , 0.283693 , 0.267916 , 0.262578 , 0.2449 , 0.192518 , 0.210033 , 0.355606 , 0.240934 , 0.468578 , 0.167821 , 0.267273 , 0.290444 , 0.296906 , 0.220625 , 0.339704 , 0.312673 , 0.295581 , 0.340175 , 0.370153 , 0.329958 , 0.336785 , 0.36056 , 0.423773 , 0.392997 , 0.360157 , 0.313461 , 0.391922 , 0.36999 , 0.394303 , 0.360234 , 0.488416 , 0.300958 , 0.297588 , 0.347386 , 0.315189 , 0.305337 , 0.257632 , 0.361031 , 0.348279 , 0.237246 , 0.368271 , 0.186603 , 0.276731 , 0.307488 , 0.392748 , 0.431032 , 0.31469 , 0.210542 , 0.255616 , 0.263634 , 0.29996 , 0.329017 , 0.293757 , 0.328354 , 0.303465 , 0.287035 
 921 , 0.297009 , 0.377598 , 0.369349 , 0.346512 , 0.390478 , 0.240646 , 0.257472 , 0.255543 , 0.279199 , 0.238177 , 0.303242 , 0.33782 , 0.37945 , 0.371722 , 0.331384 , 0.422721 , 0.444911 , 0.32658 , 0.388529 , 0.408722 , 0.133034 , 0.185181 , 0.197453 , 0.243628 , 0.205769 , 0.327786 , 0.329378 , 0.415658 , 0.245258 , 0.228722 , 0.263628 , 0.253642 , 0.278707 , 0.24574 , 0.281785 , 0.394501 , 0.302663 , 0.323367 , 0.302248 , 0.351327 , 0.361042 , 0.349822 , 0.320405 , 0.365316 , 0.343087 , 0.302576 , 0.338128 , 0.273777 , 0.331307 , 0.341254 , 0.357057 , 0.342981 , 0.350728 , 0.34219 , 0.330863 , 0.363666 , 0.362663 , 0.376353 , 0.325914 , 0.329551 , 0.329146 , 0.378698 , 0.326821 , 0.317164 , 0.348973 , 0.452118 , 0.419797 , 0.434327 , 0.439151 , 0.467487 , 0.24986 , 0.312639 , 0.365412 , 0.21945 , 0.19316 , 0.309686 , 0.276295 , 0.300646 , 0.279875 , 0.28383 , 0.268374 , 0.263261 , 0.245306 , 0.192851 , 0.210449 , 0.355678 , 0.241409 , 0.468741 , 0.168046 , 0.267574 , 0.290854 , 0.297 , 0.220955 , 0.339961 , 0.312957 , 0.296025 , 0.340453 , 0.370371 , 0.330227 , 0.337125 , 0.360878 , 0.424052 , 0.393324 , 0.360347 , 0.313835 , 0.392156 , 0.3704 , 0.394645 , 0.360589 , 0.488731 , 0.301466 , 0.297964 , 0.347583 , 0.315446 , 0.305943 , 0.257762 , 0.361235 , 0.348693 , 0.2378 , 0.368625 , 0.186773 , 0.276845 , 0.307795 , 0.392851 , 0.431259 , 0.315205 , 0.21097 , 0.256131 , 0.264033 , 0.300357 , 0.329368 , 0.29396 , 0.328683 , 0.303849 , 0.287371 
 922 , 0.297144 , 0.377674 , 0.369806 , 0.346773 , 0.390465 , 0.240836 , 0.257855 , 0.255799 , 0.279633 , 0.238442 , 0.303651 , 0.338066 , 0.379807 , 0.372104 , 0.331608 , 0.423123 , 0.444988 , 0.326839 , 0.388891 , 0.40898 , 0.133035 , 0.185376 , 0.197858 , 0.244098 , 0.206122 , 0.327997 , 0.329378 , 0.415969 , 0.245498 , 0.229222 , 0.26413 , 0.253887 , 0.278986 , 0.24602 , 0.282239 , 0.39477 , 0.302888 , 0.323769 , 0.302734 , 0.351426 , 0.361311 , 0.350113 , 0.320496 , 0.365626 , 0.34351 , 0.302917 , 0.338336 , 0.274304 , 0.331443 , 0.341541 , 0.35746 , 0.343105 , 0.350886 , 0.3424 , 0.331019 , 0.363995 , 0.362952 , 0.37639 , 0.326047 , 0.32987 , 0.329522 , 0.379016 , 0.327041 , 0.317436 , 0.349129 , 0.452296 , 0.419956 , 0.43433 , 0.439437 , 0.467809 , 0.24991 , 0.312648 , 0.365578 , 0.219762 , 0.19335 , 0.309926 , 0.276544 , 0.301006 , 0.280164 , 0.283948 , 0.26884 , 0.263956 , 0.24572 , 0.193196 , 0.210852 , 0.355722 , 0.241897 , 0.468938 , 0.16827 , 0.267914 , 0.291275 , 0.297077 , 0.221316 , 0.340238 , 0.313256 , 0.296498 , 0.340759 , 0.370598 , 0.330536 , 0.337477 , 0.361186 , 0.424358 , 0.393622 , 0.36051 , 0.314202 , 0.392367 , 0.370849 , 0.394992 , 0.360993 , 0.489095 , 0.301962 , 0.298361 , 0.347777 , 0.315727 , 0.306605 , 0.257893 , 0.361418 , 0.3491 , 0.238374 , 0.369044 , 0.18694 , 0.276949 , 0.308111 , 0.392956 , 0.431454 , 0.315727 , 0.211412 , 0.256667 , 0.264429 , 0.300774 , 0.329725 , 0.294133 , 0.328991 , 0.30423 , 0.287703 
 923 , 0.29702 , 0.377613 , 0.369971 , 0.346751 , 0.39035 , 0.240792 , 0.258006 , 0.255851 , 0.279766 , 0.23849 , 0.30379 , 0.33811 , 0.379916 , 0.372176 , 0.331595 , 0.42327 , 0.444942 , 0.326882 , 0.389067 , 0.408916 , 0.132853 , 0.185407 , 0.197987 , 0.244437 , 0.206276 , 0.327911 , 0.329234 , 0.416029 , 0.245485 , 0.229456 , 0.264365 , 0.253989 , 0.279012 , 0.246102 , 0.282372 , 0.394837 , 0.302849 , 0.323874 , 0.302918 , 0.351327 , 0.361379 , 0.350141 , 0.320347 , 0.365759 , 0.343626 , 0.303025 , 0.338384 , 0.274583 , 0.331399 , 0.34151 , 0.357587 , 0.34297 , 0.350778 , 0.342441 , 0.330997 , 0.364171 , 0.363103 , 0.376242 , 0.325971 , 0.329988 , 0.329616 , 0.379112 , 0.327049 , 0.317545 , 0.349103 , 0.45228 , 0.420007 , 0.434096 , 0.439484 , 0.467897 , 0.249688 , 0.31246 , 0.365582 , 0.219874 , 0.193372 , 0.309913 , 0.276592 , 0.301154 , 0.280227 , 0.283832 , 0.269077 , 0.264384 , 0.245857 , 0.193343 , 0.211037 , 0.355461 , 0.242222 , 0.468896 , 0.168301 , 0.268039 , 0.291327 , 0.296931 , 0.221462 , 0.340373 , 0.313323 , 0.296667 , 0.340834 , 0.370579 , 0.330664 , 0.337552 , 0.361271 , 0.424494 , 0.393662 , 0.360507 , 0.314273 , 0.392378 , 0.371108 , 0.395043 , 0.361232 , 0.489206 , 0.302222 , 0.298568 , 0.347819 , 0.315772 , 0.307013 , 0.257889 , 0.361438 , 0.34924 , 0.238646 , 0.369256 , 0.186896 , 0.276847 , 0.308267 , 0.392878 , 0.43146 , 0.315948 , 0.211556 , 0.256968 , 0.264629 , 0.300899 , 0.3299 , 0.294159 , 0.329038 , 0.304387 , 0.287771 
 924 , 0.296615 , 0.37751 , 0.36981 , 0.346471 , 0.390134 , 0.240508 , 0.257896 , 0.255718 , 0.279647 , 0.238301 , 0.303626 , 0.337992 , 0.379788 , 0.371948 , 0.33137 , 0.423171 , 0.444873 , 0.326736 , 0.389046 , 0.40855 , 0.132508 , 0.18526 , 0.197853 , 0.244693 , 0.206233 , 0.327555 , 0.329033 , 0.415931 , 0.245222 , 0.229442 , 0.264367 , 0.253971 , 0.278789 , 0.245961 , 0.282204 , 0.394668 , 0.302608 , 0.32367 , 0.302837 , 0.351135 , 0.361262 , 0.349996 , 0.319995 , 0.365746 , 0.343435 , 0.302987 , 0.338301 , 0.274584 , 0.331191 , 0.341148 , 0.357437 , 0.342606 , 0.350426 , 0.342326 , 0.330841 , 0.364188 , 0.363139 , 0.376032 , 0.325768 , 0.329952 , 0.329483 , 0.379029 , 0.326836 , 0.317528 , 0.348977 , 0.452164 , 0.420065 , 0.433638 , 0.43927 , 0.467773 , 0.249217 , 0.312045 , 0.365436 , 0.219765 , 0.193209 , 0.309688 , 0.276462 , 0.30109 , 0.280067 , 0.283482 , 0.269091 , 0.264567 , 0.245741 , 0.193269 , 0.210986 , 0.35492 , 0.242396 , 0.468582 , 0.168132 , 0.267923 , 0.290953 , 0.296545 , 0.221363 , 0.340389 , 0.313174 , 0.296565 , 0.340638 , 0.37032 , 0.330601 , 0.337373 , 0.361152 , 0.42449 , 0.3935 , 0.360373 , 0.314033 , 0.392211 , 0.371119 , 0.394788 , 0.361282 , 0.489006 , 0.302288 , 0.298573 , 0.347739 , 0.315551 , 0.307112 , 0.257726 , 0.361391 , 0.349157 , 0.238611 , 0.369041 , 0.186588 , 0.276561 , 0.30827 , 0.392741 , 0.431291 , 0.31588 , 0.211376 , 0.257047 , 0.264687 , 0.3007 , 0.329872 , 0.294089 , 0.328834 , 0.304295 , 0.287617 
 925 , 0.296206 , 0.377554 , 0.369674 , 0.346244 , 0.389936 , 0.240273 , 0.257818 , 0.255663 , 0.279614 , 0.238128 , 0.303445 , 0.337993 , 0.37973 , 0.371759 , 0.331196 , 0.42314 , 0.444976 , 0.326664 , 0.389073 , 0.408303 , 0.132177 , 0.185173 , 0.197775 , 0.245086 , 0.206287 , 0.327286 , 0.32896 , 0.415992 , 0.244996 , 0.229496 , 0.264435 , 0.254009 , 0.278611 , 0.245828 , 0.28212 , 0.394507 , 0.302472 , 0.323476 , 0.302863 , 0.351117 , 0.361192 , 0.349984 , 0.319726 , 0.365804 , 0.343256 , 0.303104 , 0.338304 , 0.274631 , 0.331025 , 0.34079 , 0.357342 , 0.342314 , 0.350154 , 0.342284 , 0.330755 , 0.36422 , 0.363247 , 0.37605 , 0.325702 , 0.330013 , 0.329501 , 0.379088 , 0.326684 , 0.317591 , 0.348971 , 0.452245 , 0.420273 , 0.433226 , 0.439071 , 0.467714 , 0.248825 , 0.311596 , 0.365333 , 0.219671 , 0.193043 , 0.30956 , 0.276376 , 0.301059 , 0.279945 , 0.283183 , 0.269157 , 0.264876 , 0.245707 , 0.193213 , 0.210989 , 0.354445 , 0.242599 , 0.468256 , 0.167989 , 0.267794 , 0.290582 , 0.296156 , 0.221285 , 0.340469 , 0.313119 , 0.296557 , 0.340429 , 0.370115 , 0.330584 , 0.337291 , 0.361072 , 0.424554 , 0.393465 , 0.36032 , 0.313791 , 0.392141 , 0.371098 , 0.394557 , 0.361363 , 0.488768 , 0.302452 , 0.298612 , 0.347718 , 0.315355 , 0.307214 , 0.257568 , 0.361483 , 0.349162 , 0.238609 , 0.368541 , 0.186256 , 0.276306 , 0.308327 , 0.392773 , 0.431151 , 0.315877 , 0.211219 , 0.257207 , 0.264846 , 0.300547 , 0.329842 , 0.294081 , 0.328719 , 0.304247 , 0.287554 
 926 , 0.295756 , 0.377561 , 0.36949 , 0.346016 , 0.389742 , 0.240051 , 0.257727 , 0.255586 , 0.279534 , 0.23793 , 0.30325 , 0.337916 , 0.379591 , 0.37152 , 0.330956 , 0.423044 , 0.445022 , 0.326552 , 0.389035 , 0.408014 , 0.131873 , 0.185053 , 0.197699 , 0.245455 , 0.206335 , 0.326977 , 0.328845 , 0.415963 , 0.244768 , 0.229496 , 0.264434 , 0.25405 , 0.278443 , 0.245647 , 0.282009 , 0.394328 , 0.302311 , 0.323239 , 0.302836 , 0.351127 , 0.361097 , 0.349976 , 0.319462 , 0.365844 , 0.343077 , 0.30317 , 0.33831 , 0.274676 , 0.330835 , 0.34041 , 0.357157 , 0.341996 , 0.349855 , 0.342198 , 0.330694 , 0.364218 , 0.363298 , 0.376035 , 0.325643 , 0.330067 , 0.329522 , 0.379116 , 0.326512 , 0.317644 , 0.348966 , 0.452275 , 0.420438 , 0.432791 , 0.438851 , 0.467607 , 0.248384 , 0.311099 , 0.365177 , 0.219597 , 0.192891 , 0.309381 , 0.276312 , 0.301018 , 0.279777 , 0.282847 , 0.269201 , 0.265171 , 0.245667 , 0.193144 , 0.211002 , 0.353905 , 0.242738 , 0.46784 , 0.167811 , 0.267686 , 0.29017 , 0.295746 , 0.221173 , 0.340501 , 0.313018 , 0.296503 , 0.340198 , 0.369914 , 0.330562 , 0.337239 , 0.360935 , 0.424599 , 0.393398 , 0.360268 , 0.313523 , 0.391984 , 0.371005 , 0.394307 , 0.3614 , 0.488475 , 0.302594 , 0.298634 , 0.347713 , 0.315108 , 0.30727 , 0.257384 , 0.361521 , 0.349148 , 0.238556 , 0.367955 , 0.185902 , 0.276009 , 0.308351 , 0.392802 , 0.430983 , 0.315846 , 0.211072 , 0.257353 , 0.26503 , 0.300362 , 0.329744 , 0.294018 , 0.328583 , 0.304139 , 0.287473 
 927 , 0.295346 , 0.377282 , 0.369036 , 0.345845 , 0.389636 , 0.240007 , 0.257542 , 0.255395 , 0.279164 , 0.237654 , 0.303077 , 0.337331 , 0.379068 , 0.37109 , 0.330426 , 0.422549 , 0.444717 , 0.326195 , 0.388573 , 0.407604 , 0.131805 , 0.184822 , 0.197713 , 0.245477 , 0.206289 , 0.326577 , 0.328496 , 0.415376 , 0.244641 , 0.22916 , 0.264003 , 0.254043 , 0.278379 , 0.245198 , 0.281785 , 0.394074 , 0.302086 , 0.322799 , 0.302488 , 0.351253 , 0.360883 , 0.349891 , 0.319321 , 0.365775 , 0.342925 , 0.30286 , 0.338229 , 0.274633 , 0.330602 , 0.339963 , 0.356496 , 0.341614 , 0.349458 , 0.341934 , 0.330777 , 0.363989 , 0.362988 , 0.375837 , 0.325565 , 0.330055 , 0.329467 , 0.378872 , 0.326216 , 0.317587 , 0.348828 , 0.451973 , 0.420268 , 0.432436 , 0.438556 , 0.467237 , 0.247871 , 0.310549 , 0.364743 , 0.219613 , 0.192862 , 0.308918 , 0.276387 , 0.300837 , 0.279442 , 0.282487 , 0.269111 , 0.265189 , 0.245539 , 0.193027 , 0.211027 , 0.353235 , 0.242391 , 0.467051 , 0.167546 , 0.267677 , 0.289701 , 0.295408 , 0.220903 , 0.340241 , 0.312706 , 0.296244 , 0.33988 , 0.369779 , 0.330488 , 0.337362 , 0.360552 , 0.424427 , 0.393145 , 0.36017 , 0.31317 , 0.39137 , 0.370543 , 0.394012 , 0.36113 , 0.488002 , 0.302488 , 0.298494 , 0.347744 , 0.314677 , 0.30704 , 0.257139 , 0.361161 , 0.348983 , 0.238222 , 0.367189 , 0.185576 , 0.275613 , 0.308144 , 0.392722 , 0.430661 , 0.315637 , 0.211068 , 0.257263 , 0.265169 , 0.300042 , 0.329301 , 0.293613 , 0.328383 , 0.303655 , 0.287296 
 928 , 0.29488 , 0.376701 , 0.368339 , 0.345622 , 0.38941 , 0.239749 , 0.257181 , 0.255043 , 0.278522 , 0.237205 , 0.302699 , 0.336364 , 0.378139 , 0.370383 , 0.329566 , 0.421677 , 0.444009 , 0.325563 , 0.387919 , 0.406904 , 0.131624 , 0.184399 , 0.197671 , 0.245243 , 0.206064 , 0.325948 , 0.327773 , 0.414463 , 0.244315 , 0.228646 , 0.263301 , 0.253938 , 0.27823 , 0.244534 , 0.28116 , 0.393507 , 0.301573 , 0.322143 , 0.301667 , 0.350949 , 0.360426 , 0.349521 , 0.318963 , 0.365399 , 0.342786 , 0.302261 , 0.337834 , 0.274383 , 0.330004 , 0.339127 , 0.355578 , 0.340972 , 0.348802 , 0.34142 , 0.330692 , 0.363471 , 0.36249 , 0.375262 , 0.325177 , 0.329712 , 0.328951 , 0.378119 , 0.325594 , 0.317233 , 0.348364 , 0.451255 , 0.419717 , 0.431905 , 0.437993 , 0.466643 , 0.247068 , 0.309851 , 0.363846 , 0.21945 , 0.192792 , 0.308235 , 0.27626 , 0.300489 , 0.278877 , 0.282004 , 0.268878 , 0.264927 , 0.245129 , 0.19276 , 0.210891 , 0.352169 , 0.241886 , 0.465778 , 0.16703 , 0.26744 , 0.288989 , 0.294932 , 0.22043 , 0.339763 , 0.312051 , 0.295672 , 0.339293 , 0.369486 , 0.330181 , 0.337239 , 0.360009 , 0.423898 , 0.392485 , 0.359884 , 0.312604 , 0.390494 , 0.369934 , 0.39334 , 0.360656 , 0.487161 , 0.302115 , 0.298122 , 0.347467 , 0.313928 , 0.306567 , 0.256753 , 0.360416 , 0.348635 , 0.237737 , 0.366369 , 0.185077 , 0.274967 , 0.307683 , 0.39211 , 0.430153 , 0.31521 , 0.210974 , 0.256805 , 0.265083 , 0.29953 , 0.328576 , 0.293087 , 0.328034 , 0.303002 , 0.2868 
 929 , 0.294314 , 0.375997 , 0.367481 , 0.34535 , 0.389126 , 0.239436 , 0.256733 , 0.254601 , 0.277734 , 0.23665 , 0.302239 , 0.335166 , 0.37701 , 0.369528 , 0.328507 , 0.420617 , 0.443128 , 0.324771 , 0.387099 , 0.406053 , 0.131401 , 0.183893 , 0.197613 , 0.244945 , 0.205792 , 0.325172 , 0.326892 , 0.413346 , 0.243921 , 0.228017 , 0.262442 , 0.25382 , 0.27804 , 0.243721 , 0.280383 , 0.392809 , 0.300941 , 0.321341 , 0.300667 , 0.350585 , 0.359861 , 0.349054 , 0.318523 , 0.364948 , 0.342596 , 0.301532 , 0.33734 , 0.274072 , 0.329288 , 0.338111 , 0.354458 , 0.340179 , 0.34801 , 0.340781 , 0.330586 , 0.362837 , 0.361877 , 0.374562 , 0.324708 , 0.329288 , 0.328317 , 0.377211 , 0.324834 , 0.316793 , 0.347788 , 0.450388 , 0.419055 , 0.431244 , 0.437302 , 0.465923 , 0.246085 , 0.308994 , 0.362742 , 0.219258 , 0.192716 , 0.30739 , 0.276109 , 0.300055 , 0.278188 , 0.281407 , 0.268595 , 0.264595 , 0.244628 , 0.192431 , 0.21072 , 0.35087 , 0.241272 , 0.464224 , 0.166417 , 0.26716 , 0.288108 , 0.294345 , 0.219859 , 0.339176 , 0.311252 , 0.294989 , 0.338585 , 0.369127 , 0.329805 , 0.337076 , 0.359344 , 0.423245 , 0.391669 , 0.359523 , 0.311917 , 0.389432 , 0.369201 , 0.392524 , 0.360083 , 0.486133 , 0.301659 , 0.297659 , 0.347144 , 0.313014 , 0.306007 , 0.25629 , 0.359502 , 0.3482 , 0.237146 , 0.36537 , 0.184474 , 0.274167 , 0.307115 , 0.391363 , 0.429535 , 0.314682 , 0.210868 , 0.256258 , 0.264975 , 0.298894 , 0.327694 , 0.292446 , 0.32761 , 0.302197 , 0.286198 
 930 , 0.294064 , 0.37535 , 0.366632 , 0.34486 , 0.388939 , 0.239026 , 0.256303 , 0.253925 , 0.277091 , 0.236249 , 0.301776 , 0.334277 , 0.376156 , 0.368487 , 0.327582 , 0.419722 , 0.442082 , 0.324104 , 0.386351 , 0.405232 , 0.131117 , 0.183557 , 0.197325 , 0.244683 , 0.205508 , 0.324429 , 0.326126 , 0.41243 , 0.243458 , 0.227595 , 0.261972 , 0.253642 , 0.277814 , 0.242923 , 0.279553 , 0.392365 , 0.30033 , 0.320772 , 0.299618 , 0.349921 , 0.359277 , 0.348338 , 0.318111 , 0.364505 , 0.34224 , 0.300854 , 0.336876 , 0.273832 , 0.328504 , 0.337148 , 0.353525 , 0.339202 , 0.347123 , 0.340093 , 0.330327 , 0.362253 , 0.36132 , 0.373935 , 0.324261 , 0.328682 , 0.327362 , 0.376356 , 0.324313 , 0.316277 , 0.347144 , 0.449521 , 0.418486 , 0.43064 , 0.436507 , 0.465447 , 0.245249 , 0.308251 , 0.361666 , 0.218678 , 0.192348 , 0.306554 , 0.275351 , 0.299398 , 0.277604 , 0.28103 , 0.268143 , 0.264057 , 0.244432 , 0.192243 , 0.210275 , 0.3499 , 0.240807 , 0.462859 , 0.166049 , 0.266833 , 0.287348 , 0.293656 , 0.218961 , 0.338458 , 0.310336 , 0.294421 , 0.338028 , 0.368812 , 0.329102 , 0.336645 , 0.358785 , 0.422562 , 0.391035 , 0.35913 , 0.311049 , 0.388541 , 0.36856 , 0.391684 , 0.359602 , 0.48526 , 0.301001 , 0.297501 , 0.346557 , 0.312054 , 0.305579 , 0.255622 , 0.358764 , 0.347416 , 0.236689 , 0.364443 , 0.183851 , 0.273224 , 0.306449 , 0.390511 , 0.428911 , 0.314066 , 0.21061 , 0.255601 , 0.26457 , 0.298339 , 0.326891 , 0.29221 , 0.327132 , 0.301556 , 0.285661 
 931 , 0.293535 , 0.374758 , 0.365778 , 0.343983 , 0.388915 , 0.238619 , 0.255776 , 0.253093 , 0.276452 , 0.235893 , 0.301184 , 0.333312 , 0.375265 , 0.367321 , 0.326762 , 0.418846 , 0.440863 , 0.323307 , 0.385302 , 0.40416 , 0.130825 , 0.183227 , 0.196877 , 0.244451 , 0.205128 , 0.323434 , 0.325346 , 0.411387 , 0.242961 , 0.227103 , 0.261492 , 0.253346 , 0.277466 , 0.242021 , 0.278797 , 0.392074 , 0.2996 , 0.32 , 0.298554 , 0.349212 , 0.358499 , 0.347364 , 0.317613 , 0.364098 , 0.341331 , 0.299959 , 0.336439 , 0.273578 , 0.327692 , 0.336122 , 0.352414 , 0.337855 , 0.346106 , 0.339218 , 0.329974 , 0.361605 , 0.360411 , 0.373152 , 0.323751 , 0.327935 , 0.326339 , 0.375477 , 0.323846 , 0.315743 , 0.346296 , 0.448459 , 0.417779 , 0.429675 , 0.435464 , 0.464549 , 0.244271 , 0.307238 , 0.360644 , 0.218028 , 0.191838 , 0.305273 , 0.274561 , 0.298416 , 0.276959 , 0.280456 , 0.26744 , 0.263394 , 0.244261 , 0.19207 , 0.209735 , 0.348758 , 0.240204 , 0.461338 , 0.165753 , 0.266457 , 0.286446 , 0.292648 , 0.217838 , 0.337528 , 0.309362 , 0.293778 , 0.337549 , 0.368219 , 0.328188 , 0.336091 , 0.358002 , 0.421709 , 0.390416 , 0.358626 , 0.310006 , 0.387383 , 0.367701 , 0.390764 , 0.358964 , 0.484327 , 0.300233 , 0.29737 , 0.345927 , 0.311063 , 0.305167 , 0.254794 , 0.357918 , 0.346444 , 0.23602 , 0.363327 , 0.183122 , 0.272089 , 0.305717 , 0.389539 , 0.427963 , 0.31326 , 0.210231 , 0.254973 , 0.26407 , 0.297645 , 0.325853 , 0.291697 , 0.326276 , 0.300593 , 0.2852 
