  time  ,:46:36 A,:47:21 A,:47:42 A,:48:05 A,:48:23 A,:48:59 A,:49:19 A,:49:38 A,:50:01 A,:50:27 A,:52:51 A,:53:12 A,:53:30 A,:53:47 A,:54:07 A,:55:48 A,:56:06 A,:56:18 A,:56:32 A,:56:48 A,:02:00 P,:02:33 P,:03:00 P,:03:40 P,:03:56 P
temp C,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW,SW
,,,,,,,,,,,,,,,,,,,,,,,,,
 946 , 0.330953 , 0.327034 , 0.33118 , 0.364623 , 0.381355 , 0.215509 , 0.246218 , 0.251924 , 0.290214 , 0.326215 , 0.483661 , 0.360093 , 0.415115 , 0.422262 , 0.40012 , 0.360744 , 0.312563 , 0.272831 , 0.192943 , 0.349136 , 0.391513 , 0.284153 , 0.317281 , 0.298259 , 0.272002 
 947 , 0.331004 , 0.327467 , 0.331645 , 0.365387 , 0.381653 , 0.215924 , 0.246721 , 0.252701 , 0.29071 , 0.326758 , 0.482773 , 0.360107 , 0.41509 , 0.422597 , 0.400421 , 0.36123 , 0.313212 , 0.273449 , 0.193541 , 0.350048 , 0.391781 , 0.284818 , 0.317665 , 0.298621 , 0.272504 
 948 , 0.330874 , 0.327845 , 0.331919 , 0.366015 , 0.381849 , 0.216294 , 0.247243 , 0.253468 , 0.291016 , 0.327134 , 0.481749 , 0.360155 , 0.415106 , 0.423157 , 0.400811 , 0.361852 , 0.313826 , 0.274008 , 0.194175 , 0.350832 , 0.39209 , 0.285511 , 0.318226 , 0.298879 , 0.27315 
 949 , 0.330793 , 0.328255 , 0.332225 , 0.366648 , 0.382086 , 0.216729 , 0.247794 , 0.254244 , 0.291343 , 0.327534 , 0.480732 , 0.360248 , 0.415146 , 0.423749 , 0.401239 , 0.362519 , 0.314456 , 0.274581 , 0.194821 , 0.351605 , 0.392438 , 0.286217 , 0.318812 , 0.299136 , 0.273811 
 950 , 0.33122 , 0.328882 , 0.332779 , 0.367272 , 0.382609 , 0.217877 , 0.248671 , 0.254846 , 0.291923 , 0.328143 , 0.479884 , 0.360722 , 0.415514 , 0.42448 , 0.40207 , 0.363573 , 0.315182 , 0.275234 , 0.195536 , 0.352042 , 0.393262 , 0.286893 , 0.319542 , 0.299351 , 0.274494 
 951 , 0.331653 , 0.329511 , 0.333411 , 0.367784 , 0.383076 , 0.218977 , 0.24949 , 0.255473 , 0.292601 , 0.32881 , 0.478763 , 0.361002 , 0.415643 , 0.424794 , 0.402879 , 0.36426 , 0.315612 , 0.275641 , 0.196222 , 0.352305 , 0.394201 , 0.287655 , 0.320311 , 0.299718 , 0.2749 
 952 , 0.332096 , 0.330149 , 0.334052 , 0.368297 , 0.383552 , 0.220093 , 0.250317 , 0.256097 , 0.293286 , 0.329478 , 0.477632 , 0.361292 , 0.415782 , 0.425099 , 0.403688 , 0.364938 , 0.31604 , 0.276055 , 0.196904 , 0.352568 , 0.395142 , 0.288425 , 0.321069 , 0.300094 , 0.275314 
 953 , 0.332123 , 0.330219 , 0.334048 , 0.368256 , 0.383722 , 0.220231 , 0.250511 , 0.256305 , 0.293405 , 0.329666 , 0.47627 , 0.36113 , 0.415788 , 0.425323 , 0.403886 , 0.365157 , 0.315908 , 0.275659 , 0.197038 , 0.352455 , 0.39522 , 0.288806 , 0.321346 , 0.300037 , 0.275255 
 954 , 0.332031 , 0.330047 , 0.333827 , 0.368036 , 0.383788 , 0.220077 , 0.250437 , 0.256319 , 0.293301 , 0.329583 , 0.474847 , 0.36088 , 0.415904 , 0.425616 , 0.403804 , 0.365242 , 0.315814 , 0.2752 , 0.196962 , 0.352274 , 0.39502 , 0.288929 , 0.321361 , 0.299756 , 0.275062 
 955 , 0.331934 , 0.32984 , 0.333584 , 0.367808 , 0.383849 , 0.219907 , 0.250328 , 0.256284 , 0.293156 , 0.329425 , 0.473406 , 0.360637 , 0.416078 , 0.425955 , 0.403692 , 0.365339 , 0.315805 , 0.274824 , 0.196883 , 0.352113 , 0.394812 , 0.288988 , 0.321336 , 0.299428 , 0.274873 
 956 , 0.332129 , 0.330007 , 0.333688 , 0.367883 , 0.384087 , 0.220041 , 0.250347 , 0.256525 , 0.293325 , 0.329474 , 0.472391 , 0.360748 , 0.416328 , 0.426364 , 0.403854 , 0.365524 , 0.316053 , 0.274752 , 0.197047 , 0.352349 , 0.39508 , 0.289161 , 0.321648 , 0.299365 , 0.275078 
 957 , 0.332563 , 0.330543 , 0.33413 , 0.36823 , 0.384498 , 0.220477 , 0.250509 , 0.256982 , 0.293802 , 0.329735 , 0.471774 , 0.361156 , 0.416559 , 0.426816 , 0.404223 , 0.365886 , 0.316513 , 0.274944 , 0.197481 , 0.352978 , 0.395838 , 0.289496 , 0.322257 , 0.299586 , 0.275673 
 958 , 0.332897 , 0.331025 , 0.334542 , 0.368523 , 0.384849 , 0.220883 , 0.250717 , 0.257338 , 0.294275 , 0.330029 , 0.471098 , 0.361489 , 0.416623 , 0.427224 , 0.404475 , 0.366375 , 0.316867 , 0.275062 , 0.197897 , 0.353547 , 0.396563 , 0.289959 , 0.322798 , 0.299822 , 0.276274 
 959 , 0.333114 , 0.331489 , 0.334887 , 0.368784 , 0.385221 , 0.221298 , 0.250961 , 0.257658 , 0.294746 , 0.330347 , 0.470467 , 0.361802 , 0.416666 , 0.427607 , 0.404651 , 0.366854 , 0.3172 , 0.275374 , 0.198293 , 0.354032 , 0.397314 , 0.290353 , 0.323246 , 0.300064 , 0.276802 
 960 , 0.332808 , 0.331845 , 0.334971 , 0.36887 , 0.385657 , 0.221705 , 0.251358 , 0.257845 , 0.295233 , 0.330793 , 0.469987 , 0.362019 , 0.416647 , 0.42791 , 0.404518 , 0.367199 , 0.317485 , 0.27647 , 0.198637 , 0.354215 , 0.39813 , 0.290486 , 0.323324 , 0.300334 , 0.276972 
 961 , 0.332513 , 0.332238 , 0.33507 , 0.368947 , 0.386037 , 0.222121 , 0.251661 , 0.258201 , 0.295549 , 0.331195 , 0.469583 , 0.362289 , 0.41663 , 0.428164 , 0.404279 , 0.367334 , 0.317753 , 0.277602 , 0.199012 , 0.354501 , 0.398909 , 0.290583 , 0.323437 , 0.300564 , 0.277091 
 962 , 0.332217 , 0.332631 , 0.335169 , 0.369023 , 0.386418 , 0.222518 , 0.251955 , 0.258566 , 0.295874 , 0.331598 , 0.469189 , 0.362559 , 0.416622 , 0.428409 , 0.404039 , 0.367469 , 0.318011 , 0.278735 , 0.199388 , 0.354787 , 0.39968 , 0.290689 , 0.32356 , 0.300793 , 0.27721 
 963 , 0.332293 , 0.332923 , 0.33549 , 0.369239 , 0.386354 , 0.222637 , 0.252038 , 0.258874 , 0.295957 , 0.331703 , 0.468704 , 0.362432 , 0.416689 , 0.428267 , 0.403833 , 0.367389 , 0.318139 , 0.279078 , 0.199502 , 0.354838 , 0.399958 , 0.290872 , 0.323617 , 0.300669 , 0.276993 
 964 , 0.332332 , 0.33303 , 0.335773 , 0.369403 , 0.386086 , 0.222682 , 0.252134 , 0.259006 , 0.296136 , 0.331801 , 0.468191 , 0.362345 , 0.416895 , 0.428072 , 0.40381 , 0.367349 , 0.318294 , 0.279316 , 0.1996 , 0.354834 , 0.400153 , 0.291014 , 0.323731 , 0.300452 , 0.276799 
 965 , 0.332337 , 0.333084 , 0.33605 , 0.36955 , 0.38578 , 0.222721 , 0.252242 , 0.259099 , 0.296342 , 0.331905 , 0.467673 , 0.362271 , 0.417138 , 0.427866 , 0.403846 , 0.36732 , 0.318475 , 0.279543 , 0.199693 , 0.354824 , 0.400339 , 0.291145 , 0.323869 , 0.300222 , 0.276635 
 966 , 0.332798 , 0.333517 , 0.336599 , 0.369991 , 0.385954 , 0.223179 , 0.252917 , 0.259682 , 0.297013 , 0.332513 , 0.46809 , 0.362823 , 0.417889 , 0.428415 , 0.404408 , 0.368042 , 0.319111 , 0.280224 , 0.200303 , 0.355309 , 0.401069 , 0.291853 , 0.324546 , 0.30044 , 0.277033 
 967 , 0.333512 , 0.334133 , 0.337173 , 0.370534 , 0.38642 , 0.223848 , 0.253913 , 0.260544 , 0.297901 , 0.333334 , 0.468979 , 0.363656 , 0.418715 , 0.429283 , 0.405039 , 0.369241 , 0.319905 , 0.281107 , 0.201212 , 0.35596 , 0.401961 , 0.29281 , 0.32545 , 0.30094 , 0.277683 
 968 , 0.334186 , 0.334669 , 0.337528 , 0.370958 , 0.386844 , 0.22444 , 0.254862 , 0.261351 , 0.298685 , 0.334008 , 0.469698 , 0.364331 , 0.419248 , 0.429967 , 0.405363 , 0.370435 , 0.320528 , 0.281882 , 0.202065 , 0.356442 , 0.402662 , 0.293597 , 0.326168 , 0.301417 , 0.278184 
 969 , 0.334568 , 0.334993 , 0.337639 , 0.371081 , 0.387007 , 0.224803 , 0.255461 , 0.261958 , 0.29927 , 0.33444 , 0.470054 , 0.364752 , 0.419403 , 0.430323 , 0.405382 , 0.371279 , 0.320883 , 0.282416 , 0.202726 , 0.356666 , 0.403121 , 0.294126 , 0.32663 , 0.301679 , 0.278437 
 970 , 0.334323 , 0.334889 , 0.337259 , 0.370612 , 0.386629 , 0.224654 , 0.25531 , 0.262153 , 0.299403 , 0.334393 , 0.469679 , 0.364642 , 0.418762 , 0.430058 , 0.404808 , 0.371316 , 0.320667 , 0.282385 , 0.202925 , 0.356321 , 0.403092 , 0.294117 , 0.326548 , 0.301486 , 0.27814 
 971 , 0.334344 , 0.335077 , 0.337404 , 0.37062 , 0.386683 , 0.224675 , 0.255356 , 0.262664 , 0.299713 , 0.33482 , 0.469702 , 0.364797 , 0.418572 , 0.430317 , 0.404677 , 0.371343 , 0.320747 , 0.28256 , 0.203175 , 0.35633 , 0.40339 , 0.294375 , 0.326788 , 0.301436 , 0.277975 
 972 , 0.334366 , 0.335256 , 0.33755 , 0.370629 , 0.386728 , 0.224687 , 0.255402 , 0.263185 , 0.300031 , 0.335246 , 0.469716 , 0.364962 , 0.418383 , 0.430586 , 0.404538 , 0.371361 , 0.320828 , 0.282736 , 0.203426 , 0.356329 , 0.403688 , 0.294622 , 0.327038 , 0.301396 , 0.277821 
 973 , 0.334377 , 0.33512 , 0.337795 , 0.371223 , 0.387141 , 0.225038 , 0.255852 , 0.263558 , 0.300543 , 0.335833 , 0.469876 , 0.365182 , 0.418826 , 0.431168 , 0.404761 , 0.371729 , 0.321184 , 0.283001 , 0.203653 , 0.356891 , 0.404157 , 0.295075 , 0.327642 , 0.30184 , 0.278286 
 974 , 0.33451 , 0.335153 , 0.337983 , 0.371794 , 0.387666 , 0.225586 , 0.25626 , 0.26387 , 0.301134 , 0.336212 , 0.47024 , 0.36556 , 0.41927 , 0.431817 , 0.40521 , 0.37221 , 0.321637 , 0.283254 , 0.203975 , 0.357397 , 0.404824 , 0.295613 , 0.328276 , 0.302351 , 0.278861 
 975 , 0.33467 , 0.335213 , 0.338158 , 0.372356 , 0.388215 , 0.226186 , 0.256669 , 0.264179 , 0.301736 , 0.336557 , 0.470632 , 0.365983 , 0.419725 , 0.432492 , 0.405704 , 0.372712 , 0.322121 , 0.283506 , 0.204319 , 0.35791 , 0.405546 , 0.296163 , 0.328919 , 0.302883 , 0.279455 
 976 , 0.335072 , 0.335535 , 0.338651 , 0.373002 , 0.389073 , 0.22695 , 0.257368 , 0.264693 , 0.302545 , 0.337142 , 0.471717 , 0.366889 , 0.420467 , 0.433294 , 0.406427 , 0.373564 , 0.322718 , 0.284038 , 0.205111 , 0.358489 , 0.406673 , 0.296856 , 0.329767 , 0.303511 , 0.280065 
 977 , 0.335557 , 0.336 , 0.339316 , 0.373802 , 0.390135 , 0.227758 , 0.25826 , 0.265384 , 0.303501 , 0.338036 , 0.473129 , 0.368026 , 0.421424 , 0.434126 , 0.407157 , 0.374629 , 0.323415 , 0.284777 , 0.206043 , 0.359201 , 0.407984 , 0.297686 , 0.330824 , 0.30419 , 0.280703 
 978 , 0.336013 , 0.336484 , 0.34 , 0.374719 , 0.391259 , 0.228536 , 0.259219 , 0.266162 , 0.304545 , 0.339097 , 0.474584 , 0.36921 , 0.422481 , 0.434965 , 0.407828 , 0.375761 , 0.324168 , 0.285599 , 0.206949 , 0.359987 , 0.409311 , 0.298583 , 0.331976 , 0.304879 , 0.281386 
 979 , 0.336108 , 0.336706 , 0.340313 , 0.375241 , 0.391979 , 0.228855 , 0.259814 , 0.266595 , 0.305101 , 0.339803 , 0.475517 , 0.369919 , 0.423134 , 0.435365 , 0.408169 , 0.376564 , 0.324632 , 0.286127 , 0.207392 , 0.360413 , 0.410179 , 0.299152 , 0.332629 , 0.305238 , 0.28156 
 980 , 0.335687 , 0.336518 , 0.340017 , 0.375151 , 0.392053 , 0.228457 , 0.259867 , 0.266543 , 0.304952 , 0.339929 , 0.475596 , 0.369843 , 0.423081 , 0.435096 , 0.408056 , 0.376882 , 0.324572 , 0.286183 , 0.207215 , 0.360282 , 0.410285 , 0.299136 , 0.332461 , 0.305128 , 0.281021 
 981 , 0.335194 , 0.336131 , 0.339554 , 0.374896 , 0.39186 , 0.227969 , 0.259848 , 0.266433 , 0.30471 , 0.339876 , 0.4754 , 0.369453 , 0.422675 , 0.434683 , 0.407906 , 0.37714 , 0.32423 , 0.286079 , 0.207123 , 0.360049 , 0.410121 , 0.298838 , 0.332102 , 0.305013 , 0.280479 
 982 , 0.33482 , 0.335852 , 0.339162 , 0.374734 , 0.391712 , 0.227598 , 0.259889 , 0.266451 , 0.304573 , 0.339902 , 0.475298 , 0.369127 , 0.422349 , 0.434372 , 0.407824 , 0.37747 , 0.323946 , 0.286038 , 0.207076 , 0.359927 , 0.410034 , 0.298615 , 0.331822 , 0.304953 , 0.28007 
 983 , 0.335431 , 0.336375 , 0.339429 , 0.375274 , 0.391868 , 0.228131 , 0.260454 , 0.267409 , 0.305209 , 0.34046 , 0.475901 , 0.369321 , 0.422732 , 0.434989 , 0.408268 , 0.37826 , 0.324118 , 0.286406 , 0.207441 , 0.360634 , 0.410642 , 0.299022 , 0.332202 , 0.305384 , 0.280755 
 984 , 0.33592 , 0.336949 , 0.340054 , 0.375737 , 0.39202 , 0.228621 , 0.261169 , 0.268321 , 0.30575 , 0.34118 , 0.476612 , 0.369972 , 0.423646 , 0.435776 , 0.408799 , 0.379085 , 0.324576 , 0.286943 , 0.207825 , 0.361326 , 0.411749 , 0.299695 , 0.332601 , 0.305672 , 0.281577 
 985 , 0.336411 , 0.337524 , 0.340699 , 0.376216 , 0.39217 , 0.229124 , 0.261911 , 0.269249 , 0.306295 , 0.341919 , 0.477347 , 0.37066 , 0.424589 , 0.436593 , 0.409352 , 0.379943 , 0.325056 , 0.287506 , 0.208224 , 0.362025 , 0.412885 , 0.300381 , 0.333013 , 0.305966 , 0.282414 
 986 , 0.336737 , 0.337908 , 0.34117 , 0.376498 , 0.392468 , 0.229495 , 0.262645 , 0.269943 , 0.306887 , 0.34268 , 0.478348 , 0.370991 , 0.425734 , 0.437213 , 0.409764 , 0.380844 , 0.325471 , 0.287839 , 0.208686 , 0.362522 , 0.413936 , 0.301061 , 0.333775 , 0.306249 , 0.283029 
 987 , 0.337199 , 0.338311 , 0.341396 , 0.376905 , 0.39316 , 0.230082 , 0.263251 , 0.270678 , 0.307676 , 0.343369 , 0.47966 , 0.370929 , 0.426629 , 0.43772 , 0.410257 , 0.381788 , 0.32574 , 0.288016 , 0.209108 , 0.36296 , 0.414918 , 0.301796 , 0.334598 , 0.306641 , 0.283462 
 988 , 0.33777 , 0.338755 , 0.341516 , 0.377395 , 0.394041 , 0.230799 , 0.263811 , 0.271467 , 0.308563 , 0.344027 , 0.481141 , 0.370714 , 0.42739 , 0.438175 , 0.410822 , 0.382773 , 0.325952 , 0.288132 , 0.209509 , 0.363395 , 0.41591 , 0.302557 , 0.335424 , 0.307105 , 0.283855 
 989 , 0.337903 , 0.338723 , 0.341222 , 0.377545 , 0.394582 , 0.231269 , 0.263916 , 0.271798 , 0.309096 , 0.34429 , 0.482104 , 0.370405 , 0.427596 , 0.438179 , 0.41107 , 0.383217 , 0.325786 , 0.288276 , 0.209987 , 0.363411 , 0.41652 , 0.302989 , 0.335732 , 0.307301 , 0.283935 
 990 , 0.337833 , 0.338422 , 0.340822 , 0.377469 , 0.394824 , 0.231489 , 0.26372 , 0.27179 , 0.309401 , 0.34437 , 0.48255 , 0.370238 , 0.427479 , 0.437892 , 0.41104 , 0.383292 , 0.325492 , 0.288614 , 0.210645 , 0.363287 , 0.416835 , 0.303202 , 0.335654 , 0.307299 , 0.283871 
 991 , 0.338063 , 0.338342 , 0.340874 , 0.377572 , 0.395083 , 0.231626 , 0.263703 , 0.271906 , 0.309904 , 0.344734 , 0.482911 , 0.3704 , 0.427632 , 0.43777 , 0.411016 , 0.383541 , 0.325557 , 0.289254 , 0.211486 , 0.363526 , 0.417216 , 0.303579 , 0.335723 , 0.307333 , 0.283997 
 992 , 0.338503 , 0.338542 , 0.341244 , 0.377832 , 0.395506 , 0.232009 , 0.263885 , 0.272328 , 0.310647 , 0.345254 , 0.48348 , 0.37087 , 0.427911 , 0.437921 , 0.411256 , 0.383909 , 0.325907 , 0.29004 , 0.21246 , 0.364024 , 0.417853 , 0.304185 , 0.33609 , 0.307579 , 0.284338 
 993 , 0.339479 , 0.339575 , 0.342584 , 0.378531 , 0.396375 , 0.233139 , 0.264663 , 0.273623 , 0.312089 , 0.346209 , 0.484698 , 0.372292 , 0.428514 , 0.438897 , 0.412247 , 0.384626 , 0.327087 , 0.291198 , 0.213728 , 0.365216 , 0.419246 , 0.305426 , 0.337345 , 0.308474 , 0.285275 
 994 , 0.339822 , 0.340149 , 0.343287 , 0.378561 , 0.396404 , 0.234262 , 0.26513 , 0.274565 , 0.31313 , 0.346512 , 0.48582 , 0.373291 , 0.428855 , 0.439451 , 0.413085 , 0.385087 , 0.327594 , 0.291928 , 0.214739 , 0.36567 , 0.420226 , 0.306152 , 0.338296 , 0.309156 , 0.285881 
 995 , 0.340169 , 0.340744 , 0.344011 , 0.378592 , 0.396433 , 0.235432 , 0.265624 , 0.27555 , 0.314212 , 0.346819 , 0.486989 , 0.374328 , 0.429193 , 0.44002 , 0.413948 , 0.385567 , 0.328115 , 0.292692 , 0.21578 , 0.366126 , 0.421249 , 0.306901 , 0.339278 , 0.309862 , 0.286512 
 996 , 0.34065 , 0.341013 , 0.343943 , 0.378588 , 0.396451 , 0.236293 , 0.265998 , 0.275744 , 0.314726 , 0.346863 , 0.487664 , 0.374558 , 0.429402 , 0.440066 , 0.414698 , 0.385854 , 0.328406 , 0.293205 , 0.2164 , 0.366267 , 0.421629 , 0.307134 , 0.340133 , 0.310293 , 0.287232 
 997 , 0.342328 , 0.34228 , 0.344732 , 0.379849 , 0.397849 , 0.237791 , 0.267209 , 0.276683 , 0.316072 , 0.347932 , 0.489252 , 0.375778 , 0.430916 , 0.441357 , 0.416671 , 0.386852 , 0.32976 , 0.294595 , 0.21756 , 0.367588 , 0.42284 , 0.308332 , 0.34184 , 0.311522 , 0.288723 
 998 , 0.344453 , 0.343916 , 0.345844 , 0.381556 , 0.399729 , 0.239551 , 0.268733 , 0.277901 , 0.317736 , 0.349354 , 0.491186 , 0.377365 , 0.432909 , 0.443084 , 0.419109 , 0.388106 , 0.331507 , 0.296313 , 0.218933 , 0.369339 , 0.424374 , 0.309882 , 0.343859 , 0.313047 , 0.290511 
 999 , 0.346346 , 0.345549 , 0.347239 , 0.383371 , 0.401427 , 0.241196 , 0.270259 , 0.279115 , 0.319069 , 0.350898 , 0.493178 , 0.378924 , 0.434879 , 0.445147 , 0.421712 , 0.38947 , 0.333361 , 0.298083 , 0.220345 , 0.370789 , 0.425909 , 0.311357 , 0.345385 , 0.314545 , 0.291793 
 1000 , 0.347497 , 0.346575 , 0.34816 , 0.38426 , 0.402166 , 0.242222 , 0.27129 , 0.279763 , 0.319504 , 0.351906 , 0.494396 , 0.379649 , 0.435644 , 0.446422 , 0.42331 , 0.390341 , 0.334557 , 0.299274 , 0.221453 , 0.371436 , 0.426806 , 0.311963 , 0.345941 , 0.315431 , 0.29228 
 1001 , 0.34793 , 0.346923 , 0.348352 , 0.383999 , 0.401895 , 0.242608 , 0.271734 , 0.279742 , 0.319082 , 0.352217 , 0.494692 , 0.379406 , 0.43502 , 0.446577 , 0.423636 , 0.390578 , 0.334954 , 0.299738 , 0.222209 , 0.37133 , 0.426955 , 0.31163 , 0.345705 , 0.315639 , 0.292143 
 1002 , 0.348463 , 0.347392 , 0.348655 , 0.383891 , 0.40183 , 0.243002 , 0.272221 , 0.279999 , 0.318967 , 0.352836 , 0.495284 , 0.379615 , 0.434694 , 0.446864 , 0.424103 , 0.391038 , 0.335471 , 0.300205 , 0.223092 , 0.371655 , 0.427337 , 0.311533 , 0.345593 , 0.316106 , 0.292293 
 1003 , 0.349244 , 0.348109 , 0.349311 , 0.384247 , 0.402283 , 0.24348 , 0.272799 , 0.280849 , 0.319572 , 0.35407 , 0.496554 , 0.380833 , 0.435179 , 0.447588 , 0.424983 , 0.391973 , 0.336301 , 0.300783 , 0.224194 , 0.372754 , 0.428293 , 0.312094 , 0.345877 , 0.31714 , 0.293057 
 1004 , 0.350363 , 0.349086 , 0.350878 , 0.385584 , 0.403433 , 0.244385 , 0.273532 , 0.282276 , 0.321015 , 0.355741 , 0.498695 , 0.383134 , 0.437053 , 0.449467 , 0.42687 , 0.393403 , 0.337815 , 0.301955 , 0.225458 , 0.374095 , 0.430083 , 0.313807 , 0.34695 , 0.31886 , 0.294394 
 1005 , 0.351433 , 0.350013 , 0.352414 , 0.386875 , 0.404525 , 0.245258 , 0.274201 , 0.283664 , 0.322423 , 0.357332 , 0.500789 , 0.385369 , 0.438891 , 0.451308 , 0.428722 , 0.394814 , 0.33931 , 0.303086 , 0.226655 , 0.375391 , 0.431857 , 0.315504 , 0.348002 , 0.320517 , 0.295691 
 1006 , 0.351415 , 0.349789 , 0.35266 , 0.386948 , 0.404434 , 0.245252 , 0.273692 , 0.283838 , 0.322737 , 0.357158 , 0.501221 , 0.385559 , 0.439225 , 0.451739 , 0.429127 , 0.395401 , 0.339691 , 0.303007 , 0.226406 , 0.375538 , 0.432379 , 0.316081 , 0.348258 , 0.320521 , 0.295847 
 1007 , 0.350896 , 0.349869 , 0.352436 , 0.386899 , 0.404421 , 0.245244 , 0.273471 , 0.283681 , 0.322679 , 0.356895 , 0.500822 , 0.385207 , 0.439055 , 0.4511 , 0.429139 , 0.39575 , 0.339858 , 0.302591 , 0.226087 , 0.375966 , 0.43278 , 0.315863 , 0.348187 , 0.319913 , 0.295479 
 1008 , 0.350276 , 0.35 , 0.35213 , 0.386837 , 0.404409 , 0.245232 , 0.273292 , 0.283467 , 0.322557 , 0.356599 , 0.500286 , 0.384755 , 0.438812 , 0.450261 , 0.429094 , 0.39608 , 0.339997 , 0.302095 , 0.225748 , 0.376444 , 0.433164 , 0.315511 , 0.34806 , 0.319182 , 0.29502 
 1009 , 0.350009 , 0.350569 , 0.352658 , 0.386924 , 0.404712 , 0.245977 , 0.273946 , 0.2837 , 0.322885 , 0.356847 , 0.500273 , 0.384673 , 0.4399 , 0.449758 , 0.428693 , 0.396459 , 0.339847 , 0.302039 , 0.226622 , 0.377076 , 0.434344 , 0.315876 , 0.348366 , 0.318839 , 0.295049 
 1010 , 0.350455 , 0.351158 , 0.353655 , 0.387235 , 0.405368 , 0.24702 , 0.274979 , 0.284283 , 0.323597 , 0.357604 , 0.500961 , 0.385117 , 0.441568 , 0.450141 , 0.428257 , 0.397365 , 0.339765 , 0.302388 , 0.228137 , 0.377883 , 0.435881 , 0.316961 , 0.34906 , 0.319059 , 0.295695 
 1011 , 0.351389 , 0.351655 , 0.354866 , 0.387668 , 0.40623 , 0.248157 , 0.276152 , 0.285072 , 0.324524 , 0.358647 , 0.50208 , 0.385901 , 0.443449 , 0.451144 , 0.42787 , 0.398697 , 0.33979 , 0.302979 , 0.229899 , 0.378814 , 0.437569 , 0.318473 , 0.349973 , 0.319613 , 0.296709 
 1012 , 0.352247 , 0.351876 , 0.355564 , 0.388268 , 0.406972 , 0.249012 , 0.277353 , 0.285565 , 0.325283 , 0.35966 , 0.503669 , 0.386481 , 0.444714 , 0.45207 , 0.427711 , 0.399768 , 0.339958 , 0.303585 , 0.231486 , 0.37961 , 0.438602 , 0.319619 , 0.350859 , 0.320408 , 0.297578 
 1013 , 0.35279 , 0.35182 , 0.355596 , 0.388926 , 0.407356 , 0.249518 , 0.278436 , 0.28572 , 0.325746 , 0.360493 , 0.505769 , 0.386815 , 0.445783 , 0.452754 , 0.427867 , 0.4003 , 0.340219 , 0.304131 , 0.232734 , 0.380168 , 0.438794 , 0.320221 , 0.351668 , 0.321371 , 0.298073 
 1014 , 0.35272 , 0.351844 , 0.35531 , 0.38936 , 0.407209 , 0.250007 , 0.279193 , 0.285828 , 0.325933 , 0.360964 , 0.507952 , 0.387057 , 0.448209 , 0.453149 , 0.428228 , 0.400155 , 0.340336 , 0.304429 , 0.23369 , 0.380498 , 0.43868 , 0.320459 , 0.352425 , 0.322211 , 0.298051 
 1015 , 0.352609 , 0.351846 , 0.354981 , 0.389629 , 0.406971 , 0.250554 , 0.279846 , 0.285954 , 0.326109 , 0.361309 , 0.509722 , 0.387351 , 0.450681 , 0.453482 , 0.428621 , 0.400034 , 0.34044 , 0.304707 , 0.234364 , 0.380786 , 0.438445 , 0.320782 , 0.353095 , 0.322888 , 0.297979 
 1016 , 0.35239 , 0.351799 , 0.354469 , 0.389209 , 0.406422 , 0.251278 , 0.279982 , 0.286152 , 0.326156 , 0.361087 , 0.509517 , 0.387817 , 0.452958 , 0.453568 , 0.429099 , 0.400032 , 0.340441 , 0.304862 , 0.233855 , 0.380884 , 0.437748 , 0.321388 , 0.353315 , 0.322856 , 0.297776 
 1017 , 0.352369 , 0.351595 , 0.354491 , 0.38912 , 0.406487 , 0.252019 , 0.280473 , 0.286523 , 0.32662 , 0.361067 , 0.509915 , 0.387667 , 0.4512 , 0.453895 , 0.429503 , 0.400532 , 0.340536 , 0.3052 , 0.233839 , 0.381082 , 0.437551 , 0.322204 , 0.353602 , 0.323131 , 0.297945 
 1018 , 0.352342 , 0.351375 , 0.354517 , 0.38903 , 0.406564 , 0.2528 , 0.280998 , 0.28692 , 0.327114 , 0.361042 , 0.510352 , 0.387507 , 0.449269 , 0.454242 , 0.429934 , 0.401065 , 0.340634 , 0.305565 , 0.233838 , 0.381288 , 0.437359 , 0.323061 , 0.353904 , 0.323425 , 0.29812 
 1019 , 0.352926 , 0.352428 , 0.355735 , 0.3908 , 0.407499 , 0.254095 , 0.282489 , 0.288652 , 0.329287 , 0.362205 , 0.512082 , 0.388797 , 0.448604 , 0.455458 , 0.430659 , 0.402169 , 0.342132 , 0.306693 , 0.235297 , 0.382604 , 0.439085 , 0.324475 , 0.355582 , 0.324878 , 0.299254 
 1020 , 0.353852 , 0.353641 , 0.356569 , 0.392899 , 0.408846 , 0.255625 , 0.284207 , 0.290659 , 0.331703 , 0.363885 , 0.513266 , 0.390979 , 0.44942 , 0.456505 , 0.431389 , 0.403566 , 0.343992 , 0.308104 , 0.236778 , 0.38398 , 0.440808 , 0.325798 , 0.357414 , 0.326249 , 0.300817 
 1021 , 0.35494 , 0.354902 , 0.357202 , 0.395162 , 0.410404 , 0.257283 , 0.286054 , 0.292809 , 0.334252 , 0.365823 , 0.514152 , 0.393593 , 0.450924 , 0.457476 , 0.432121 , 0.405131 , 0.34603 , 0.309648 , 0.23826 , 0.385376 , 0.442494 , 0.327103 , 0.359319 , 0.327555 , 0.302614 
